,BURDEN
8566,-0.011406109874291248
4091,-0.08374931751630914
297,-0.008109007262045845
4769,-0.033845119621179316
5507,0.24349902445406924
117,-0.022805129822015435
5615,0.16072836882864372
4741,-0.01629629529668368
3048,-0.3047175292297286
5757,-0.0013850506265450924
5680,-0.009415511520281819
8307,-0.030329251948852887
6188,-0.0800724620068641
6826,-0.04732362703623472
8170,-0.08467946118957652
3166,-0.016259775727360842
1493,0.11047121090592654
5499,-0.014024005261873862
395,0.4365776664226705
6422,-0.028626802905612952
5307,-0.045719576956960044
2721,-0.052205451703257785
7924,0.014197767396094255
6296,-0.039812672265741825
6297,-0.05499626369354317
770,-0.02091830339929643
6185,-0.015598695423967912
8753,0.32688106788608506
7699,-0.06051110722858506
6713,-0.029333627746163687
697,-0.04602012491731043
1977,-0.02409480797121094
2026,0.3910864449819561
4362,-0.03666486841444436
3749,0.04268575868216734
3578,-0.06751209870874192
7055,-0.030423479737372743
3377,0.025338674382199167
3169,-0.02876046234434465
1548,-0.015263002849315775
81,0.07430288340285765
8182,0.16185534081976496
640,-0.14034520776091722
4837,-0.01399352152872213
5957,-0.0005072393195216587
8406,-0.03211039854298123
5375,0.011854938983021951
7696,-0.09577895723133892
8278,-0.005424138212539689
1061,-0.14017535699333303
6053,-0.07604344731320503
2678,-0.04213349928494883
1407,-0.003717299413620992
6478,0.0931450116296596
2914,-0.00852620702057269
4021,0.21497917813467526
7846,-0.18742862155220247
4919,-0.24435347654079162
8157,-0.05469171219724608
6866,-0.058347910421827326
930,-0.1923521794182274
6075,-0.011538608216785512
1577,0.009425491218009036
109,-0.0666242547006117
6973,-0.09918281359167741
4176,0.13346974993112093
3990,-0.034668511082932604
3080,-0.011216870473447077
5553,-0.04522579819440752
4101,-0.2307245309496262
767,-0.005214014705980555
6712,0.023924946844312345
168,-0.05790567365355006
6876,-0.2766831916097901
448,-0.023337134577525384
6079,-0.006140304240433603
3880,-0.013922992782715679
4970,-0.053111937376985024
6694,-0.061620174876961364
5517,0.0030252696248280475
3062,0.11308165618975041
3212,-0.19871034353854594
8181,0.04528764975813232
504,-0.009160757868491007
1818,0.11613819013127685
7298,0.031848621124221654
2254,-0.03812696708358545
8172,0.03612348840747753
787,0.26294306168793835
8546,0.032688618977971984
8608,0.0516572620717386
2611,-0.0398976882301364
1566,0.013537203866172465
2472,-0.04527506041979168
5297,-0.0005691889478417755
3177,0.22395427200563522
3895,-0.022287045046228346
3626,-0.03631454652143694
402,0.008436605687377224
4856,-0.019911817678438304
3017,-0.031904598624297176
4017,-0.06678038336706439
5709,-0.007458312657049521
7764,0.03521044116452543
7206,-0.07392535976064263
6143,-0.05065171813812804
5387,0.007868664375170614
2758,0.012196653325167173
7060,0.039475126330866916
1042,-0.025233169176305106
218,-0.06282520784923716
6309,-0.055092577468214915
3112,-0.04692893661773953
367,-0.038452950281527204
3524,0.008750689869671618
5442,0.009370080777893836
6254,-0.07893908930436572
7628,-0.04452905562325933
5164,-0.04983837337932482
2883,-0.01195671456257745
2515,-0.005827874969795047
296,-0.024546491482380514
2348,-0.11047252939900146
7051,0.15935494594730937
8179,-0.0190465515936952
1907,-0.035111069064803276
4844,0.008473128942153463
2357,-0.05160296823511722
6785,-0.015988127448636785
8,-0.02796046684262192
8777,-0.0017405435864050606
6289,-0.032685305552614244
5732,0.05008198551366089
422,-0.004296835719651698
8247,-0.04587042398169999
5759,-0.09587139751390919
3551,-0.019915416781907058
5207,-0.05335076153833762
4977,-0.007509206795033363
2551,-0.14126833120929017
5679,-0.02070702316019654
7200,-0.014110189902378334
2067,0.024691636526604083
2128,-0.07477557141922335
1411,-0.012177543397314972
6059,-0.0085637418085477
5383,-0.0014721227214946203
4768,-0.014803170964127074
3785,-0.18667288904571952
8515,-0.03687883572577992
5516,-0.04760923726905393
3770,-0.0068497665896629645
2071,-0.09600026348286306
5273,0.00726189299764031
2001,-0.11485912858334239
1845,-0.009383380522342291
6871,-0.0762772397819931
658,-0.059727150745068916
845,0.020024472278772368
5161,0.10806330984844609
8597,0.028422117698702842
519,0.058847995062152575
8628,0.2829483760232142
5646,0.06415177319398607
3327,0.01604370650995668
1025,0.005600246722039334
4771,-0.011473285160492439
4963,-0.027754242980261412
390,-0.019470224536773925
2500,-0.03386234429301102
2070,-0.016264974347547062
3231,-0.014201275518464729
7461,-0.01321633604044016
243,-0.027044936620004192
