,BURDEN
3774,-0.04209645775533433
1312,0.016061584424179376
2599,0.2270105453688891
7057,-0.0489331103602334
7795,-0.24122390233156016
5824,-0.13083866326206733
2374,-0.008804840895681718
5963,0.019806992310179586
5555,-0.039765919277654105
7888,-0.08078550700380119
268,0.047209961238811354
7002,-0.24235627583086045
2063,-0.13362865110494582
6084,-0.043842855870924374
6039,0.0024276834313110007
6844,-0.024257240302384103
1779,-0.029795859569935773
8659,-0.033503606915543965
8403,-0.0635944784922408
7631,-0.04032764136422651
3934,-0.07325709016116388
337,-0.024512199213634955
429,-0.07236127513944574
6741,0.017752591387081157
4425,-0.05335672157127391
2872,-0.016100021342172394
7229,0.014195482681936628
3618,-0.04553518895870613
8637,-0.044948130521508034
8252,-0.037883171074721486
3685,0.04860627775650325
4716,-0.041657844516187675
3752,0.0161231325970327
2350,-0.02421748356859625
6970,-0.0642977725740854
6959,0.0039963469241437455
8589,-0.026319092161601963
6212,-0.03952846106255396
1094,-0.018015706470125376
7094,-0.027249190993907532
548,-0.11503423019081212
6393,-0.027487007231544368
4290,-0.01549007637089135
3408,-0.041914050449023056
5389,-0.0461597033610229
7427,-0.00675355328956509
4246,-0.14510004573930074
389,-0.06169424850571617
1404,0.07012598096624634
780,-0.027359787968791544
7405,0.4693240692994173
5094,-0.017286644976404503
3903,-0.0902904891223234
1393,-0.036083584560017444
2717,0.0480778293555984
8048,-0.061135887883006765
3650,-0.012943172399650968
7877,0.0024837743592131395
2655,-0.11693006397242332
6119,-0.009736923537143463
6233,0.002334623489996329
1176,-0.11052111186522397
1090,-0.08125799312289295
6091,-0.0006763438806847988
5729,-0.024747932367475328
1283,-0.02490264358681299
5867,-0.003542959612676283
2525,-0.029763133249322227
1681,-0.06605743683271031
7963,0.0030316809486514162
1387,0.15267877487666975
1919,-0.01953031032563239
4929,-0.023395894788545785
2669,-0.06276275238362966
4951,-0.053034149003903464
7217,-0.002430685987861475
3342,0.005900397203829302
2586,0.02013089088418679
8043,-0.04084270081494677
2588,-0.18149190887959432
6540,-0.05243552456775852
2927,0.018052698616947083
6597,-0.03082963383854745
7221,-0.05291700197011484
8409,-0.0719018456213735
7875,-0.012072410960181981
2042,0.6102579737581462
6805,-0.023114211610437668
3076,0.09915242843261557
7046,0.036310415600755014
8256,-0.08964163316071024
2578,-0.015457177174790449
8146,-0.013422066979556335
8078,-0.06872695673622628
4180,-0.11476839071974698
7997,0.0027328810020155747
6369,0.006822679050075539
3894,-0.014316793925103335
7170,-0.020883291905214194
510,-0.10999020573533559
1119,-0.02404380351709065
8369,-0.021115507813953223
7399,-0.08260055912558835
4896,-0.0037476867812474
798,-0.05474846787115156
7898,-0.06728758813199726
2522,-0.012199712941428437
6791,0.005890760153691055
6906,-0.20456490888732262
8856,0.024509256651615186
707,-0.06341706725118011
5237,-0.005999010457694576
3839,0.007639816024963553
141,-0.025834413052718358
5169,0.018720373821800973
5609,-0.020775445286548254
1635,-0.046597906689264834
938,0.21536324752541425
1190,-0.1146101367645423
346,0.75294641438645
8883,-0.11696305366669535
7564,-0.0001135617274365952
2380,-0.013429665521951413
3817,-0.24571290394956083
7332,0.10368847693282779
8758,0.011718640066701091
3922,-0.08531264347027277
6753,-0.11558161650061655
4893,0.01135137858596555
3577,-0.0059008506664011
1879,0.030844953823514265
2193,-0.00504806112659896
8595,0.01629924590063575
3821,-0.036803374205005734
3174,0.03853004826780507
8298,-0.11277711878106886
3959,-0.05492037222575853
779,-0.08124147622975321
1910,0.008532275225533126
1359,-0.04282955887275047
7890,-0.0252875603174703
7922,-0.05644960650922362
4405,-0.05893677544560112
7937,0.13742747470949745
1104,0.38291903343916767
5027,-0.01823459700699022
3554,-0.04218183978334912
2104,-0.028656400550568062
2145,-0.05986069739046498
3974,-0.0020575656196063358
4305,0.1367354273230157
1286,-0.061480438519997495
4515,-0.0034117119121918754
2780,-0.012727858577722434
991,-0.017784254809613827
2371,-0.07209767893719156
7966,-0.052056259063530876
2343,-0.1259757453757524
5321,-0.007336391191572839
2089,-0.020394458878775112
1476,0.03146769420955878
5255,0.1384839499221665
7458,-0.09537079817564083
1180,0.04256279503728955
5012,-0.059819529630896665
735,-0.15782987094311074
3188,0.38782325490081926
2100,-0.19318318432585285
3192,-0.048579096451251524
5525,-0.14440342275352708
8739,-0.03254539274111395
7113,-0.030395368317522098
4194,-0.024412340405220598
6,-0.08166424503491385
1762,-0.022913018604011653
3745,0.02034988551257841
6641,0.0032579298328271195
3858,-0.00216047520343296
6447,-0.02426392069554119
7692,-0.024927327145581074
867,-0.012913539539081073
811,-0.040947952104687435
2849,-0.005099616739748292
1334,0.035616935096793506
895,-0.02170418474515133
2156,-0.05220702339329922
4199,0.0017639964254916735
2660,-0.4060102752146397
3052,-0.05346235391844355
8034,-0.09760306854863232
1613,-0.016853819001267117
404,0.30451721131919574
716,-0.09597910664015377
7172,-0.098875206440607
1884,0.22139585667078165
1351,-0.0382518236884434
609,-0.16871536274042617
6380,-0.015074743218009792
827,-0.0022005555277850447
4035,-0.017388602274884923
3600,-0.1310566377234636
2707,0.06287865265092929
1177,-0.05866676307588707
7953,-0.0471964831837702
4303,0.06409979416344558
91,0.003996054366698254
7039,-0.045921547139407215
1665,0.10746639801345825
3487,-0.05233491009457154
7075,-0.02507294736812489
8583,-0.028313585309101885
153,-0.14320741522711464
726,-0.012427881509915154
8784,-0.008519635117840263
8772,-0.058629885907488924
2427,0.0023504439249708298
1258,-0.08663869840915296
8718,0.0032003082938584504
6463,-0.08404375021516752
5522,-0.07018351886095842
6206,-0.047657764983371494
7721,-0.003329018646095236
1062,-0.13951958316936774
450,-0.04555205748476546
452,-0.05169572105180357
8696,0.051253551285251164
4428,-0.0937177229617884
1425,0.019286382442284977
4239,-0.054439602098104764
2972,-0.050016603963781145
8394,0.008617821005835732
7884,-0.005878613137029781
4390,-0.017721926312409444
6423,-0.04129454676199526
5770,-0.06048413907895256
1954,-0.05916290763306354
3863,-0.06548572180456717
6441,-0.004072843843903773
486,0.07257982381018291
4275,-0.012570309417935022
3210,0.03143725803505426
8251,0.039300445366936804
7770,-0.025344988689776998
1924,-0.014106281795374015
5199,-0.10938272236712629
2770,-0.019241099433074477
6443,0.12528713076721387
6183,-0.016430912259344316
4975,-0.0666304597532591
992,-0.009891040128568923
7122,-0.05058552098324455
6400,0.08031803347831368
7114,-0.15203736639528917
973,-0.06741824739948998
3082,0.030128853909730607
4891,0.03664616887456565
1362,-0.0015430567202272816
7871,0.0419516412439023
5721,-0.05438824279035199
7947,-0.031152201267840504
6204,-0.01707071003678673
3420,-0.09388649036399563
6462,-0.03378442480948374
4758,-0.04477070745640283
3937,-0.038840310136688566
901,-0.047273416767814935
2255,-0.05066130186078456
6236,-0.04395772958442405
5423,-0.011050420013976547
5096,-0.02749151372700881
2244,-0.07897147400475664
6374,0.013548840107828725
6011,-0.001682203367433674
1396,-0.11747248301651203
8879,-0.1265174418657573
6155,0.27299929433877
4424,-0.14653388936762354
1314,-0.03125180054148616
1429,-0.035627742441155075
6234,0.021741451792054778
8605,-0.01905388247657938
4730,-0.06352376354824803
2580,-0.027943322709938833
5875,0.0011962889327703924
1828,0.009930768048079006
6448,0.5865540295237334
74,0.02443123945398193
6983,-0.015235534894265351
136,-0.001810951417015455
5616,0.0015365654367818782
8627,-0.028960216934204336
1840,-0.03767813644993104
8397,-0.11241003270271124
6665,-0.053143214478138856
6616,0.03491515331561823
2443,-0.018897758411579674
2146,-0.021890983664871383
7105,-0.029962123632874912
1467,-0.06397635377343722
7913,-0.09286369049282209
6093,-0.02819130786565889
2265,-0.22576005155923812
6561,0.2676368502327803
7723,-0.0347892125837341
8184,-0.017800495387716588
7983,-0.01831287939630008
2288,-0.08453252377665482
4847,-0.055965101702932056
4541,0.2200539387818538
4382,-0.03549565884200292
8443,-0.024203316983302886
5949,-0.05780620626492547
7294,0.04954166463615184
8598,0.291939567131177
1981,0.8561755238679851
5795,0.025954074450200704
4371,-0.007644666978558756
8045,-0.030940680830789727
487,0.12496035655953341
7360,-0.056085606863731666
8881,-0.05093961357907068
7183,0.36470695719814006
5209,-0.0479277680917987
4490,-0.052401976480371884
344,-0.08931005558182384
1313,-0.49724774449458026
7473,-0.007128003570900487
7398,0.030683852701585107
611,-0.024046644213101244
5459,0.11019706909250865
5833,-0.032139956253644617
5033,-0.09062187970008856
8573,-0.12583731176267784
2140,-0.02773144146325565
3397,-0.02591089976325893
3860,0.011069027900170586
2601,0.013440595212786732
667,-0.014754442917041269
2718,-0.052228121720704915
1003,-0.009961279788798558
4374,-0.08018973746880845
3890,-0.036122388074096415
3525,0.004601604949008631
3857,-0.08624553851110421
691,-0.06402336030269071
846,-0.03223740101399093
4228,-0.08185569494049974
1740,-0.03361495163286908
4676,-0.13298118867358216
6747,1.1336776381930693
1170,0.09640937767327284
2971,-0.038530905131309204
1735,-0.015358744304440314
2832,0.09475954423287686
7416,0.023672336160736107
2750,-0.03876815690134307
1251,0.10689062287527967
6246,-0.042433265364904785
129,-0.16522694056019666
6808,-0.2269751306500009
225,-0.0685016488224811
2408,0.2041277307458208
8311,-0.04376131057538962
6611,0.01682208066729257
789,-0.007048508772854956
6455,-0.0600732545525023
7084,-0.024441853587574253
4790,-0.0003201693346841644
5842,-0.030410119144080455
5825,-0.13230066233766236
6536,-0.07368791601172583
840,-0.0728446520670347
1293,-0.2213794925188328
5778,0.0065079991906455
3622,-0.020450697736547785
7415,0.0005460218197826106
3308,-0.03680063676044806
1169,0.3056562996572374
1878,0.01333431894956559
4238,0.0068796950548133395
482,-0.06594543267414493
2495,-0.028584462846242123
7236,-0.09162337562068855
1089,0.12073769053330213
6661,0.0035922836414021414
2554,0.06172287876403876
7694,0.011023703576259189
7782,-0.02362816271390364
1189,-0.012719267812424918
5726,-0.1442948366138499
5122,0.0893638063549353
2839,0.004454167268092335
7259,0.017888491282037164
1678,-0.3048700513789017
8032,-0.1686265328153025
4465,-0.03546263982516139
1023,-0.01604108684490621
3176,-0.0018160136557511114
6910,-0.026311283241478092
3029,-0.010275160949121648
5899,0.3537841652809901
8754,-0.04518396744881982
5977,0.2660343939406664
6439,-0.016652197604908492
6651,0.021235686945166476
3822,0.009852303478845734
383,0.0072418277394366015
3513,-0.07650585781199629
3252,-0.1123858681764244
5523,0.001512936615041524
5126,0.03373652989514586
59,-0.1410690050287245
7310,0.2402724533406274
3818,-0.10468851550633765
3558,0.002432686216848501
1513,-0.014980024642980094
461,-0.2710313488464917
2665,-0.01761053761344321
1209,-0.04437579935251909
843,-0.0830885753040996
5330,0.12155408732595321
6664,0.07184945511838603
4233,-0.014799211010829927
4861,-0.05535662112957576
6016,-0.01555609950031489
8603,-0.009824366303152698
7967,0.016506578290765905
1365,-0.068738403781679
6511,-0.05387600658095651
5894,-0.0557121949236315
7219,-0.013964567703138229
7381,-0.030401549349288806
1110,-0.1344586817877461
3196,0.07264243116254518
171,0.01782650626822707
8070,-0.07387468658477031
3238,-0.0398687035609995
1465,8.90420158004418e-05
6216,0.05508325034262063
6572,0.20718784208276786
1808,-0.2260196435998784
3735,-0.04892470962458054
6739,0.01469370269518866
3497,-0.00901506538467882
5815,-0.12005993980582996
2616,-0.09759021681612862
7189,-0.02143451896375667
2143,0.005961535390495806
4409,-0.25950812238983967
5413,0.1934002000567187
6750,-0.023656013857001362
8425,-0.06157581715214161
1442,-0.037402841590267966
6573,-0.12321345398333255
5135,-0.004140534043777566
6508,-0.06880053705388034
4144,-0.03506757825218104
1899,-0.05832837114263131
4712,0.0015148277686451647
2458,0.0651985954792047
4814,0.02182166493411891
8735,-0.01573182813224376
860,0.030253971340947983
3198,0.007623449305228985
34,-0.013395331198958721
8903,0.029401446634394812
784,-0.09245031168710727
2010,-0.011191488503206087
1255,-0.020565533761808016
4570,0.06352251356712152
8845,-0.020735113160088595
2169,-0.018665446284180688
1013,-0.08598996552745605
4253,-0.03458527078173813
5102,0.03921280912125219
8209,-0.012051335749844266
3741,0.06055837193087593
6978,-0.16636160784313758
3510,-0.028695173778491456
7342,0.024561386767451288
5301,-0.02836648366528785
4215,-0.05014809143857665
2981,-0.08036832503124092
5975,-0.02941174038432015
775,0.6030300200601714
6584,0.16568791499383234
3179,-0.06259534571393524
6972,-0.04884551458077879
2613,-0.028293761631331765
8510,-0.03647701572115195
2415,-0.017250889915074064
3053,-0.04266967013990518
6883,-0.008996986217851631
3609,-0.031349660670668814
144,-0.19979614193671083
6935,-0.08059006738843058
4698,-0.21110200193300374
7831,-0.009622184310581428
7365,0.017236252245292183
2923,-0.012957536430649036
4833,-0.011478000929197069
1594,-0.2926788487948661
3955,-0.012242295391429396
7068,0.09531182236854535
2882,0.04077290470978942
2737,0.04518555295555607
3909,-0.019803540659923513
7441,-0.018799148161789653
299,-0.019993247321457852
5916,0.005361115346161113
5187,0.030967038232200705
3838,-0.00781580959407549
7629,-0.010231054152498503
5219,-0.0248118535187975
4358,0.10796703623549697
3938,-0.03521026600190022
5745,-0.026726153521498486
1380,-0.0008967107342627706
1684,-0.03504273387220209
3679,-0.009189684331659606
2331,0.04328361684268933
6578,-0.00872356800172329
4961,-0.010079330267169118
3969,-0.002654237706727139
8038,-0.010727268166002429
3115,0.276188198874955
3948,-0.04295171266382061
2817,0.0015787832120034984
8688,-0.02825472329174733
3186,-0.023739066401828532
5263,-0.10331783055190537
3360,-0.056642709796999924
6918,-0.06699735010611038
515,0.008688826580677822
6099,-0.006506426831220033
5934,-0.033710700872426974
8015,0.2516753231402167
5362,-0.012238118634649311
6512,-0.08593579644680603
7686,-0.025999709769327084
3514,-0.06728288115810022
1161,-0.035598073716226
2560,-0.017719142067997865
7023,0.06928042562102121
312,-0.08096878352436616
2742,-0.309464086776205
6364,0.09752098509703522
6096,-0.06235804346601555
4395,-0.06936643624320141
4488,-0.011224587421582291
5132,-0.040535595836676444
5740,-0.2511566106480166
5057,0.4211065743086675
4346,-0.02317962722635468
288,0.0036998592009485354
4150,-0.09134871516510398
1871,-0.006005058321741127
1381,0.006440205261252191
7707,-0.10522391591035302
6814,-0.05431180290823132
2518,-0.09584967271837094
4291,-0.045550957300871955
1846,-0.12234504348600372
8042,-0.0017960042058016157
3958,-0.011521367500603154
5885,-0.0004420310866250221
7559,-0.37386304085122724
2639,-0.021987028448448867
1304,-0.007471310690857727
6846,0.08346279286414957
7961,-0.020640978396936335
2805,-0.021719998410291652
4062,-0.0006601305930403478
5935,-0.10564624772626299
4713,-0.1209653268224124
3843,-0.018282659020805204
6710,-0.021453243915623393
4965,0.04878825985210025
4030,-0.002813168028778984
6149,-0.1049352561262166
6595,-0.05122442769987006
3876,-0.04041525016176841
2212,-0.1757432519295625
5051,0.1622247387824607
3277,-0.0662380888556072
8204,-0.08892194631335049
7250,-0.02403563185455157
82,-0.060974434816304976
1842,0.01282708282125658
1036,0.16405016036114706
8652,-0.013907744320550655
7929,-0.02941236306783672
1232,-0.15750040526698095
3246,-0.06614004477080365
2631,-0.054835118463450225
7969,-0.13406773518861725
905,-0.04437618690947469
2746,-0.09455174098497439
4123,-0.04375466157535202
4344,0.29903374260836696
3314,-0.05022452997054991
1185,-0.024701609971673297
3708,0.011484397959315579
3662,-0.007116014461366282
2648,-0.059156288994387185
6538,0.17867983444266078
8104,-0.03195033747845723
4351,-0.031768615601882946
5832,-0.024864745552893225
2240,0.4367117076574982
7464,0.47449474850682416
964,-0.0755717206332941
3575,0.14143555588302759
6105,0.055953358649570545
3270,-0.0480714771598528
1760,-0.07726522890986948
8262,0.02734335444499922
286,0.1676938139246491
6208,0.002372273333922245
727,-0.022172434681574635
4728,0.28718614634265627
6239,-0.03679352617131308
8351,-0.01949694442595515
8243,-0.2405680360504433
5557,-0.031056752350964792
4391,-0.051328157072748924
1968,0.014303225894628652
1746,0.045150297347402724
6828,-0.02541151363921873
3117,0.16210642455684354
1470,0.002043859057906411
3148,-0.07538932457499284
3301,-0.026893423227973376
4680,0.017196386098848687
3981,-0.004428924996798991
7956,-0.12313579284441559
3996,-0.019824148879744027
4902,-0.0695616122859802
1241,-0.04065353886819603
1885,-0.010703555458948869
2445,0.008152003486228215
8670,0.0009911361040348537
5830,0.057674111799254274
5848,-0.11330099019672107
4990,-0.047346547353403455
2752,-0.042785927716880674
4824,-0.07640627554879026
3229,0.0026609799174531074
1848,-0.09347276587195709
3499,0.41883244030787303
22,0.1925510664672092
3717,-0.02509295167751778
5152,0.08640776472561101
7139,-0.1034459202487909
3376,0.06246241099464525
6646,-0.01170612658815122
1069,-0.023112646759162872
6830,0.17515729731397045
1453,-0.09696415301866271
7302,0.15498007914125494
8501,-0.040092814199984006
8538,-0.05625563614718199
5113,-0.05585154038940421
2532,-0.028962180523937245
1611,-0.013467516701053797
266,0.12009227868324934
5447,0.014417615434796555
644,-0.1121131932063722
4747,0.04900068154355253
7908,-0.010896181080564095
678,-0.0810266425157096
1727,-0.06976446131332106
8737,-0.04259345887913887
1541,-0.07218790244019714
8231,-0.016921779501327276
4163,-0.0171048545352758
1865,0.10857057471134757
6405,-0.08189461526523503
6903,-0.015480533529122063
4419,-0.034788897007845
3039,-0.003469743738827691
2804,-0.20549785546627228
2905,-0.06360020720851643
155,0.215287532398989
8790,-0.03138690429628366
7327,-0.03816667276745069
1447,-0.004990668756372052
1976,-0.08807460288301297
7747,0.016630409847369354
1340,-0.07412523605186624
1606,-0.07095696971070262
8904,0.12770728523722585
4732,-0.17592372338618417
7150,-0.03010895365405343
329,-0.03433248307104189
1699,0.03552114834136469
3949,-0.028948488170692982
4776,-0.1007676822753941
2506,-0.06887025654679768
4063,-0.0026620192456882907
6404,-0.06934270855307029
3933,-0.009627574829613204
5702,0.005757589294829835
2606,-0.06347322654421089
2115,-0.003763821549041396
6086,-0.046232519453370965
7209,0.15552709807289955
6829,-0.03190772205750107
5845,0.02545540615406608
4992,0.12940471389061042
8895,0.19636323180072768
3693,0.13817974353575402
1285,0.014635732268457102
1434,0.11200393580067991
4920,-0.016803478398187313
5572,-0.03276076364604158
4687,-0.06858467261957668
4248,0.11268418080444198
625,0.09433505453182647
630,-0.10961890861214353
56,0.05050199383530135
2117,-0.026786410730041052
17,-0.05886108493804195
7239,-0.060950408135722986
8691,-0.1410470664654185
1886,-0.012818149117495369
841,-0.25873750453242644
4858,-0.053115028947735204
6893,-0.05078535641519721
3167,0.30191930501560593
5704,-0.11191619722971162
1398,-0.022695588386158344
1165,-0.17190267075740281
2941,0.32524408188059295
3237,-0.02932533487978352
8788,-0.0724782645440025
6264,-0.004789598069619719
8400,-0.005029797267237873
8810,0.02912656838689545
7666,-0.02891411297347949
2671,-0.007460210399656553
6358,-0.016146851275412405
149,-0.057275054856701646
2398,-0.0658330848528223
5988,-0.12202680524222947
1555,-0.28252975246867873
1731,-0.007503526464885363
8733,-0.004110531238014803
5801,-0.013801875369581149
721,0.007256753252883469
5105,-0.028437550938296127
1278,0.0459143957548831
3471,-0.02761715563381817
5074,-0.033020183402388784
6947,0.1217713886371603
7034,-0.00914702216841757
7321,-0.10883919131663379
3569,-0.1573691283260102
4580,-0.1008754152345615
5797,0.04560031861411712
8577,-0.01724296710337124
3872,-0.09516535210322233
5583,0.05328071370186066
4839,-0.20720310615800686
