,BURDEN
42086,-0.007026188677601873
10764,-0.007155399770068432
19562,0.059684375739632395
35560,0.03735943188212477
25263,-0.03770655222453212
24619,-0.013892764309020908
13158,-0.02293101629307558
31730,0.00516687637342636
3208,-0.07080782316394585
16438,-0.0011637411393340402
4698,-0.0011581241497541188
7953,-0.0022334758929716883
35370,-0.09693863408716924
29752,-0.08074443168282296
20141,0.023163916309731497
9263,-0.011811071528221518
32569,0.027724386639105245
24357,-0.005892947047115182
14583,0.009184806867714931
652,-0.03247100707093061
26285,0.03582833357293025
7551,-0.008443792723296997
44069,-0.046932364021078136
20840,-0.10458419517705705
7502,0.2761399412356813
9880,-0.021739798234950806
5020,0.005260300540735688
41792,-0.0011782002564259125
630,-0.02288712827614512
8513,-0.03461859855019276
27686,-0.0011804314447154407
38758,0.0025162721698798463
3209,-0.010883173924053469
30306,0.0049116928899684345
17188,0.00529710680368671
27315,-0.004108300356721127
668,-0.03136366191458356
28544,-0.003960742779283346
34169,-0.0014499157510613342
40750,6.250305539581835e-05
41727,0.0059337801833431805
2037,-0.01123647910833235
34206,-0.0009570229994119647
44579,0.011381437217035974
20249,-0.001839145930561309
32135,-0.02023581394241352
15377,-0.03619070433939342
14974,-0.03773772897562025
34915,-0.005978555828808255
36773,-0.004980780027794358
21927,-0.006469923573557166
30276,-0.02127958785873
16464,-0.04334207834310773
14541,0.00856908837276911
15000,0.029956534001620377
41762,-0.02238023664883495
29687,-0.005528431403986785
4074,-0.0020590668014544705
39306,-0.0593147247891082
32628,-0.024131739972894833
41061,-0.04959860765405797
37929,1.551586542958977e-05
18220,0.0024869187561523537
6724,-0.015212007691298657
30252,0.006870013667375191
23488,-0.000464400331493621
10845,-0.007013269666594447
25549,0.025151916430710325
5151,-0.008619439121906922
13938,-0.04699565019396195
21582,-0.006462342849473501
31104,-0.008785293227672027
43999,-0.05663905113299551
10316,-0.019053864774192075
14354,0.008154299401092885
24093,-0.04717115059564727
13939,-0.008928942410503016
17193,-0.018655712076868447
27234,0.12334369640018789
4306,-0.1445485010185382
1389,-0.011700960100826129
8718,0.26522188414809234
12743,0.01592533280424005
11303,0.0010351134823047906
33322,0.0025143352006295333
13736,-0.006305774009814483
11450,-0.00428162249524564
34537,-0.005203439800681303
12729,-0.0095290810686234
24125,0.007889302204672974
9092,0.024665296355858554
6124,-0.003404952504674326
36174,-0.005937662204467835
20160,0.007594107132354533
11759,-0.00768970616346102
2240,-0.02675866130863945
32136,-0.0029492899778081703
34535,-0.003630713612388023
39165,-0.048135961785571536
32637,-0.08682725180357859
31169,-0.0008574706692058703
42873,0.019859798377320867
40858,0.03894902692322905
34879,-0.019601193852198447
31656,0.013392421016356786
8017,0.009866616211589255
38293,-0.007702792536107825
35214,-0.014000906394006724
2850,0.061549045192682686
14390,-0.00741077195307594
20200,-0.0037178437945276227
13819,-0.015096150644701406
17862,-0.026649824446786013
26898,-0.0007819748502162771
31193,-0.031835455917124056
26905,-0.005331189073947126
26487,-0.03426747874697696
5142,-0.006309185623981025
27258,0.04507629634622165
15614,0.029707830363225232
13032,0.011113447644133224
34543,-0.017033966473249416
32143,-0.017617950376833127
32130,-0.037466995938090546
4375,-0.012818082611824669
27252,-0.010044824812783966
