,BURDEN
36206,-0.004740259120649543
24733,0.026995092399142495
8317,-0.016029519239089064
22562,0.002764165731557893
289,-0.04015728332843213
3896,0.015869374135144575
40572,-0.019271776885678008
38775,0.0007399855964739729
12150,-0.013252746001126608
41356,-0.008601297992068706
25758,-0.0034189525239644615
17249,-0.04526529221998885
19530,-0.3049054054942026
23395,-0.032746484614018696
17039,-0.014057562333495031
21081,0.010287442365228244
19963,0.008121310168160346
7866,-0.005920740413075533
27012,0.01284442213899771
23512,0.009521051910867433
12494,0.007600921774301342
550,-0.006204484672437321
40406,-0.007393045358961523
29041,-0.0008310925807653493
44444,-0.02111847403012356
8061,-0.001570394203835434
43946,0.0061518042669407545
33115,-0.008348962517011185
22985,-0.004669958098295328
19484,0.0013912283542444025
14461,0.0020798156093144726
19803,-0.01434849411152279
6810,-0.009426676943266377
12187,-0.01289303926063156
10029,-0.015863120490543295
43782,-0.057390519721724764
38088,-0.02548865796134183
41327,-0.0049848489286783565
24440,-0.003401608092655585
37992,0.006628971913827379
20780,-0.02447668694395987
2937,-0.0019306258414176457
23905,-0.002951036672187029
25050,-0.012247787790407416
36929,-0.00849843818429926
42280,0.010012859644326591
42117,-0.0007307313608965783
7008,0.010150989385664874
4961,-0.019882330795961342
13724,-0.009184843540784896
7739,-0.010705438959666858
3736,-0.012589841516007994
7336,-0.010608662690319712
6494,0.0036922944149753167
22094,-0.01021058749269717
30443,-0.009824755738108832
24725,0.0004982382097732871
44677,-0.013669796864875962
4767,0.21657645891213206
15962,0.24037636713340516
4553,-0.007475715999830591
6397,-0.008700487595942191
8845,-0.021936867008689055
24585,0.002836681942648807
41222,-0.007982358968972533
40027,0.38464902052004124
2716,-0.07942211575162078
39063,0.05680553798893587
16309,-0.023065593192415707
42839,0.017367862083875113
17790,-0.0014899053019497305
14522,-0.0031129479729875183
33930,0.05471692253610383
37429,-0.005580341732114101
40143,-0.05764017397441233
18215,-0.06184873932705978
18825,-0.005214860097544738
15255,0.019697645257628585
4233,-0.007719736556302563
37363,-0.02062029341736675
21384,-0.0185590882688047
42817,-0.02891163227786299
34784,-0.004753233941851977
25839,-0.0035566261197184576
23824,0.018565995165897846
14959,-0.038433674781101164
19926,-0.0061900512686689675
3864,-0.03160173492532689
38465,-0.00892913385315109
19102,-0.001185176515068706
83,0.05379353165071543
24989,-0.04254617664728531
7944,0.024897634684207047
7173,0.00746039798032834
37843,0.028048604614312106
31053,-0.02597189663495311
37232,0.006248406945279936
40471,-0.01182755442661427
6121,-0.02684477175874614
5839,-0.004528675359433958
17578,0.02916337047981192
28546,-0.02852476809552964
40318,-0.017806374636180157
31476,0.008308976095409579
41815,-0.02376634463161889
2,-0.0049145558119667206
1255,-0.02213619339039058
37104,-0.01975422073931317
19985,-0.009623091267034914
13204,-0.013477586438581653
24663,0.10012394330218789
5892,-0.005365329327096262
