Net generation from petroleum for New York (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390113&sdid=EBA.NY-ALL.NG.OIL.H
19:17:46 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.NG.OIL.H megawatthours
02/10/2020 22H,1011
02/10/2020 21H,958
02/10/2020 20H,969
02/10/2020 19H,1037
02/10/2020 18H,1010
02/10/2020 17H,1017
02/10/2020 16H,1018
02/10/2020 15H,1013
02/10/2020 14H,954
02/10/2020 13H,961
02/10/2020 12H,906
02/10/2020 11H,896
02/10/2020 10H,827
02/10/2020 09H,689
02/10/2020 08H,729
02/10/2020 07H,687
02/10/2020 06H,810
02/10/2020 05H,908
02/10/2020 04H,953
02/10/2020 03H,978
02/10/2020 02H,1039
02/10/2020 01H,1023
02/10/2020 00H,1005
02/9/2020 23H,1026
02/9/2020 22H,1009
02/9/2020 21H,935
02/9/2020 20H,936
02/9/2020 19H,943
02/9/2020 18H,954
02/9/2020 17H,1014
02/9/2020 16H,1020
02/9/2020 15H,1030
02/9/2020 14H,1033
02/9/2020 13H,1033
02/9/2020 12H,1016
02/9/2020 11H,1005
02/9/2020 10H,948
02/9/2020 09H,928
02/9/2020 08H,947
02/9/2020 07H,949
02/9/2020 06H,976
02/9/2020 05H,971
02/9/2020 04H,1039
02/9/2020 03H,1008
02/9/2020 02H,1009
02/9/2020 01H,1039
02/9/2020 00H,1054
02/8/2020 23H,1045
02/8/2020 22H,1026
02/8/2020 21H,1008
02/8/2020 20H,987
02/8/2020 19H,993
02/8/2020 18H,1011
02/8/2020 17H,1017
02/8/2020 16H,998
02/8/2020 15H,987
02/8/2020 14H,992
02/8/2020 13H,989
02/8/2020 12H,935
02/8/2020 11H,898
02/8/2020 10H,886
02/8/2020 09H,870
02/8/2020 08H,873
02/8/2020 07H,925
02/8/2020 06H,996
02/8/2020 05H,940
02/8/2020 04H,971
02/8/2020 03H,1003
02/8/2020 02H,1039
02/8/2020 01H,1035
02/8/2020 00H,1032
02/7/2020 23H,1024
02/7/2020 22H,1017
02/7/2020 21H,1009
02/7/2020 20H,997
02/7/2020 19H,966
02/7/2020 18H,999
02/7/2020 17H,993
02/7/2020 16H,979
02/7/2020 15H,950
02/7/2020 14H,995
02/7/2020 13H,995
02/7/2020 12H,955
02/7/2020 11H,927
02/7/2020 10H,884
02/7/2020 09H,858
02/7/2020 08H,874
02/7/2020 07H,883
02/7/2020 06H,952
02/7/2020 05H,993
02/7/2020 04H,1281
02/7/2020 03H,1401
02/7/2020 02H,1462
02/7/2020 01H,1464
02/7/2020 00H,1423
02/6/2020 23H,1433
02/6/2020 22H,1360
02/6/2020 21H,1358
02/6/2020 20H,1403
02/6/2020 19H,1437
02/6/2020 18H,1408
02/6/2020 17H,1406
02/6/2020 16H,1354
02/6/2020 15H,1180
02/6/2020 14H,1202
02/6/2020 13H,1240
02/6/2020 12H,1135
02/6/2020 11H,1123
02/6/2020 10H,1169
02/6/2020 09H,1130
02/6/2020 08H,1134
02/6/2020 07H,1136
02/6/2020 06H,1159
02/6/2020 05H,1142
02/6/2020 04H,1147
02/6/2020 03H,1219
02/6/2020 02H,1311
02/6/2020 01H,1344
02/6/2020 00H,1407
02/5/2020 23H,1399
02/5/2020 22H,1216
02/5/2020 21H,1186
02/5/2020 20H,1228
02/5/2020 19H,1189
02/5/2020 18H,1182
02/5/2020 17H,1205
02/5/2020 16H,1253
02/5/2020 15H,1328
02/5/2020 14H,1323
02/5/2020 13H,1329
02/5/2020 12H,1076
02/5/2020 11H,829
02/5/2020 10H,680
02/5/2020 09H,655
02/5/2020 08H,659
02/5/2020 07H,739
02/5/2020 06H,852
02/5/2020 05H,832
02/5/2020 04H,864
02/5/2020 03H,913
02/5/2020 02H,949
02/5/2020 01H,972
02/5/2020 00H,946
02/4/2020 23H,939
02/4/2020 22H,929
02/4/2020 21H,888
02/4/2020 20H,885
02/4/2020 19H,892
02/4/2020 18H,898
02/4/2020 17H,901
02/4/2020 16H,905
02/4/2020 15H,911
02/4/2020 14H,916
02/4/2020 13H,913
02/4/2020 12H,881
02/4/2020 11H,713
02/4/2020 10H,804
02/4/2020 09H,810
02/4/2020 08H,756
02/4/2020 07H,810
02/4/2020 06H,830
02/4/2020 05H,841
02/4/2020 04H,856
02/4/2020 03H,907
02/4/2020 02H,1004
02/4/2020 01H,1027
02/4/2020 00H,1024
02/3/2020 23H,995
02/3/2020 22H,894
02/3/2020 21H,841
02/3/2020 20H,837
02/3/2020 19H,842
02/3/2020 18H,882
02/3/2020 17H,878
02/3/2020 16H,900
02/3/2020 15H,907
02/3/2020 14H,969
02/3/2020 13H,931
02/3/2020 12H,896
02/3/2020 11H,850
02/3/2020 10H,831
02/3/2020 09H,850
02/3/2020 08H,856
02/3/2020 07H,836
02/3/2020 06H,872
02/3/2020 05H,857
02/3/2020 04H,896
02/3/2020 03H,912
02/3/2020 02H,962
02/3/2020 01H,976
02/3/2020 00H,1017
02/2/2020 23H,1000
02/2/2020 22H,911
02/2/2020 21H,930
02/2/2020 20H,947
02/2/2020 19H,946
02/2/2020 18H,947
02/2/2020 17H,918
02/2/2020 16H,914
02/2/2020 15H,895
02/2/2020 14H,890
02/2/2020 13H,836
02/2/2020 12H,863
02/2/2020 11H,894
02/2/2020 10H,881
02/2/2020 09H,843
02/2/2020 08H,859
02/2/2020 07H,863
02/2/2020 06H,868
02/2/2020 05H,857
02/2/2020 04H,880
02/2/2020 03H,893
02/2/2020 02H,939
02/2/2020 01H,969
02/2/2020 00H,1019
02/1/2020 23H,1014
02/1/2020 22H,946
02/1/2020 21H,897
02/1/2020 20H,899
02/1/2020 19H,894
02/1/2020 18H,955
02/1/2020 17H,957
02/1/2020 16H,997
02/1/2020 15H,964
02/1/2020 14H,895
02/1/2020 13H,895
02/1/2020 12H,864
02/1/2020 11H,854
02/1/2020 10H,853
02/1/2020 09H,857
02/1/2020 08H,856
02/1/2020 07H,860
02/1/2020 06H,873
02/1/2020 05H,892
02/1/2020 04H,894
02/1/2020 03H,917
02/1/2020 02H,1048
02/1/2020 01H,1052
02/1/2020 00H,1052
01/31/2020 23H,1050
01/31/2020 22H,987
01/31/2020 21H,974
01/31/2020 20H,936
01/31/2020 19H,935
01/31/2020 18H,910
01/31/2020 17H,917
01/31/2020 16H,1059
01/31/2020 15H,1060
01/31/2020 14H,1016
01/31/2020 13H,1017
01/31/2020 12H,963
01/31/2020 11H,903
01/31/2020 10H,867
01/31/2020 09H,880
01/31/2020 08H,891
01/31/2020 07H,894
01/31/2020 06H,910
01/31/2020 05H,887
01/31/2020 04H,913
01/31/2020 03H,1003
01/31/2020 02H,1032
01/31/2020 01H,1070
01/31/2020 00H,1072
01/30/2020 23H,1044
01/30/2020 22H,1044
01/30/2020 21H,904
01/30/2020 20H,887
01/30/2020 19H,890
01/30/2020 18H,895
01/30/2020 17H,896
01/30/2020 16H,899
01/30/2020 15H,909
01/30/2020 14H,914
01/30/2020 13H,950
01/30/2020 12H,950
01/30/2020 11H,900
01/30/2020 10H,892
01/30/2020 09H,889
01/30/2020 08H,894
01/30/2020 07H,936
01/30/2020 06H,1035
01/30/2020 05H,1164
01/30/2020 04H,1339
01/30/2020 03H,1517
01/30/2020 02H,1719
01/30/2020 01H,1792
01/30/2020 00H,1819
01/29/2020 23H,1815
01/29/2020 22H,1711
01/29/2020 21H,1691
01/29/2020 20H,1640
01/29/2020 19H,1538
01/29/2020 18H,1443
01/29/2020 17H,1353
01/29/2020 16H,1209
01/29/2020 15H,1073
01/29/2020 14H,1057
01/29/2020 13H,1034
01/29/2020 12H,951
01/29/2020 11H,869
01/29/2020 10H,864
01/29/2020 09H,883
01/29/2020 08H,871
01/29/2020 07H,884
01/29/2020 06H,885
01/29/2020 05H,1096
01/29/2020 04H,1102
01/29/2020 03H,1138
01/29/2020 02H,1227
01/29/2020 01H,1310
01/29/2020 00H,1300
01/28/2020 23H,1373
01/28/2020 22H,1252
01/28/2020 21H,1154
01/28/2020 20H,1152
01/28/2020 19H,1211
01/28/2020 18H,1171
01/28/2020 17H,1132
01/28/2020 16H,1141
01/28/2020 15H,1260
01/28/2020 14H,1228
01/28/2020 13H,1236
01/28/2020 12H,1069
01/28/2020 11H,906
01/28/2020 10H,1013
01/28/2020 09H,1074
01/28/2020 08H,1084
01/28/2020 07H,1081
01/28/2020 06H,1078
01/28/2020 05H,861
01/28/2020 04H,883
01/28/2020 03H,944
01/28/2020 02H,1014
01/28/2020 01H,1030
01/28/2020 00H,1030
01/27/2020 23H,1030
01/27/2020 22H,1021
01/27/2020 21H,984
01/27/2020 20H,948
01/27/2020 19H,944
01/27/2020 18H,990
01/27/2020 17H,984
01/27/2020 16H,999
01/27/2020 15H,962
01/27/2020 14H,976
01/27/2020 13H,971
01/27/2020 12H,876
01/27/2020 11H,842
01/27/2020 10H,743
01/27/2020 09H,670
01/27/2020 08H,658
01/27/2020 07H,680
01/27/2020 06H,730
01/27/2020 05H,855
01/27/2020 04H,873
01/27/2020 03H,929
01/27/2020 02H,951
01/27/2020 01H,1025
01/27/2020 00H,1024
01/26/2020 23H,1026
01/26/2020 22H,993
01/26/2020 21H,881
01/26/2020 20H,860
01/26/2020 19H,845
01/26/2020 18H,846
01/26/2020 17H,839
01/26/2020 16H,842
01/26/2020 15H,840
01/26/2020 14H,828
01/26/2020 13H,862
01/26/2020 12H,835
01/26/2020 11H,811
01/26/2020 10H,795
01/26/2020 09H,809
01/26/2020 08H,788
01/26/2020 07H,779
01/26/2020 06H,819
01/26/2020 05H,846
01/26/2020 04H,896
01/26/2020 03H,895
01/26/2020 02H,890
01/26/2020 01H,894
01/26/2020 00H,988
01/25/2020 23H,941
01/25/2020 22H,1028
01/25/2020 21H,979
01/25/2020 20H,936
01/25/2020 19H,977
01/25/2020 18H,934
01/25/2020 17H,946
01/25/2020 16H,919
01/25/2020 15H,911
01/25/2020 14H,918
01/25/2020 13H,941
01/25/2020 12H,908
01/25/2020 11H,845
01/25/2020 10H,803
01/25/2020 09H,812
01/25/2020 08H,826
01/25/2020 07H,798
01/25/2020 06H,861
01/25/2020 05H,839
01/25/2020 04H,863
01/25/2020 03H,890
01/25/2020 02H,968
01/25/2020 01H,967
01/25/2020 00H,966
01/24/2020 23H,959
01/24/2020 22H,949
01/24/2020 21H,869
01/24/2020 20H,810
01/24/2020 19H,778
01/24/2020 18H,866
01/24/2020 17H,877
01/24/2020 16H,880
01/24/2020 15H,893
01/24/2020 14H,1016
01/24/2020 13H,1056
01/24/2020 12H,958
01/24/2020 11H,883
01/24/2020 10H,836
01/24/2020 09H,841
01/24/2020 08H,835
01/24/2020 07H,856
01/24/2020 06H,866
01/24/2020 05H,866
01/24/2020 04H,877
01/24/2020 03H,953
01/24/2020 02H,1014
01/24/2020 01H,1052
01/24/2020 00H,1055
01/23/2020 23H,1052
01/23/2020 22H,981
01/23/2020 21H,927
01/23/2020 20H,878
01/23/2020 19H,866
01/23/2020 18H,876
01/23/2020 17H,909
01/23/2020 16H,955
01/23/2020 15H,1041
01/23/2020 14H,1137
01/23/2020 13H,1132
01/23/2020 12H,1038
01/23/2020 11H,954
01/23/2020 10H,927
01/23/2020 09H,877
01/23/2020 08H,869
01/23/2020 07H,867
01/23/2020 06H,874
01/23/2020 05H,905
01/23/2020 04H,866
01/23/2020 03H,996
01/23/2020 02H,1015
01/23/2020 01H,1058
01/23/2020 00H,1053
01/22/2020 23H,1058
01/22/2020 22H,1039
01/22/2020 21H,992
01/22/2020 20H,959
01/22/2020 19H,912
01/22/2020 18H,836
01/22/2020 17H,965
01/22/2020 16H,956
01/22/2020 15H,1056
01/22/2020 14H,1072
01/22/2020 13H,1089
01/22/2020 12H,946
01/22/2020 11H,971
01/22/2020 10H,949
01/22/2020 09H,943
01/22/2020 08H,943
01/22/2020 07H,967
01/22/2020 06H,1057
01/22/2020 05H,1165
01/22/2020 04H,1008
01/22/2020 03H,1047
01/22/2020 02H,1083
01/22/2020 01H,1069
01/22/2020 00H,1063
01/21/2020 23H,1116
01/21/2020 22H,1084
01/21/2020 21H,1113
01/21/2020 20H,1012
01/21/2020 19H,1022
01/21/2020 18H,1059
01/21/2020 17H,1067
01/21/2020 16H,1025
01/21/2020 15H,1105
01/21/2020 14H,1104
01/21/2020 13H,1012
01/21/2020 12H,990
01/21/2020 11H,976
01/21/2020 10H,960
01/21/2020 09H,951
01/21/2020 08H,937
01/21/2020 07H,868
01/21/2020 06H,992
01/21/2020 05H,979
01/21/2020 04H,977
01/21/2020 03H,1076
01/21/2020 02H,1052
01/21/2020 01H,1059
01/21/2020 00H,1083
01/20/2020 23H,1045
01/20/2020 22H,1049
01/20/2020 21H,1013
01/20/2020 20H,1013
01/20/2020 19H,1015
01/20/2020 18H,1016
01/20/2020 17H,1027
01/20/2020 16H,1037
01/20/2020 15H,1036
01/20/2020 14H,1038
01/20/2020 13H,1032
01/20/2020 12H,995
01/20/2020 11H,870
01/20/2020 10H,844
01/20/2020 09H,881
01/20/2020 08H,905
01/20/2020 07H,924
01/20/2020 06H,939
01/20/2020 05H,905
01/20/2020 04H,936
01/20/2020 03H,930
01/20/2020 02H,939
01/20/2020 01H,976
01/20/2020 00H,920
01/19/2020 23H,926
01/19/2020 22H,835
01/19/2020 21H,859
01/19/2020 20H,860
01/19/2020 19H,953
01/19/2020 18H,953
01/19/2020 17H,951
01/19/2020 16H,947
01/19/2020 15H,863
01/19/2020 14H,907
01/19/2020 13H,904
01/19/2020 12H,924
01/19/2020 11H,974
01/19/2020 10H,920
01/19/2020 09H,911
01/19/2020 08H,921
01/19/2020 07H,923
01/19/2020 06H,938
01/19/2020 05H,970
01/19/2020 04H,916
01/19/2020 03H,962
01/19/2020 02H,965
01/19/2020 01H,967
01/19/2020 00H,998
01/18/2020 23H,1041
01/18/2020 22H,1007
01/18/2020 21H,1012
01/18/2020 20H,1015
01/18/2020 19H,1022
01/18/2020 18H,1023
01/18/2020 17H,1022
01/18/2020 16H,1019
01/18/2020 15H,1019
01/18/2020 14H,1039
01/18/2020 13H,1022
01/18/2020 12H,1014
01/18/2020 11H,947
01/18/2020 10H,996
01/18/2020 09H,1058
01/18/2020 08H,1061
01/18/2020 07H,1056
01/18/2020 06H,1001
01/18/2020 05H,1009
01/18/2020 04H,1047
01/18/2020 03H,1054
01/18/2020 02H,1035
01/18/2020 01H,1037
01/18/2020 00H,1075
01/17/2020 23H,1080
01/17/2020 22H,1052
01/17/2020 21H,1020
01/17/2020 20H,982
01/17/2020 19H,988
01/17/2020 18H,986
01/17/2020 17H,994
01/17/2020 16H,1088
01/17/2020 15H,1092
01/17/2020 14H,1154
01/17/2020 13H,1130
01/17/2020 12H,1048
01/17/2020 11H,1007
01/17/2020 10H,929
01/17/2020 09H,803
01/17/2020 08H,762
01/17/2020 07H,809
01/17/2020 06H,888
01/17/2020 05H,837
01/17/2020 04H,898
01/17/2020 03H,982
01/17/2020 02H,995
01/17/2020 01H,980
01/17/2020 00H,950
01/16/2020 23H,838
01/16/2020 22H,800
01/16/2020 21H,802
01/16/2020 20H,880
01/16/2020 19H,858
01/16/2020 18H,856
01/16/2020 17H,856
01/16/2020 16H,905
01/16/2020 15H,948
01/16/2020 14H,962
01/16/2020 13H,940
01/16/2020 12H,869
01/16/2020 11H,822
01/16/2020 10H,619
01/16/2020 09H,534
01/16/2020 08H,534
01/16/2020 07H,0
01/16/2020 06H,0
01/16/2020 05H,633
01/16/2020 04H,873
01/16/2020 03H,930
01/16/2020 02H,965
01/16/2020 01H,966
01/16/2020 00H,1015
01/15/2020 23H,1007
01/15/2020 22H,951
01/15/2020 21H,906
01/15/2020 20H,920
01/15/2020 19H,880
01/15/2020 18H,857
01/15/2020 17H,856
01/15/2020 16H,799
01/15/2020 15H,785
01/15/2020 14H,802
01/15/2020 13H,688
01/15/2020 12H,675
01/15/2020 11H,626
01/15/2020 10H,0
01/15/2020 09H,0
01/15/2020 08H,0
01/15/2020 07H,0
01/15/2020 06H,628
01/15/2020 05H,877
01/15/2020 04H,900
01/15/2020 03H,909
01/15/2020 02H,956
01/15/2020 01H,973
01/15/2020 00H,1090
01/14/2020 23H,1086
01/14/2020 22H,1024
01/14/2020 21H,1020
01/14/2020 20H,1013
01/14/2020 19H,1021
01/14/2020 18H,993
01/14/2020 17H,1002
01/14/2020 16H,1017
01/14/2020 15H,1019
01/14/2020 14H,1010
01/14/2020 13H,994
01/14/2020 12H,926
01/14/2020 11H,893
01/14/2020 10H,887
01/14/2020 09H,880
01/14/2020 08H,893
01/14/2020 07H,885
01/14/2020 06H,903
01/14/2020 05H,899
01/14/2020 04H,909
01/14/2020 03H,983
01/14/2020 02H,995
01/14/2020 01H,1030
01/14/2020 00H,1037
01/13/2020 23H,1036
01/13/2020 22H,1027
01/13/2020 21H,991
01/13/2020 20H,984
01/13/2020 19H,997
01/13/2020 18H,999
01/13/2020 17H,1026
01/13/2020 16H,1041
01/13/2020 15H,1002
01/13/2020 14H,1000
01/13/2020 13H,995
01/13/2020 12H,930
01/13/2020 11H,893
01/13/2020 10H,787
01/13/2020 09H,811
01/13/2020 08H,859
01/13/2020 07H,862
01/13/2020 06H,883
01/13/2020 05H,761
01/13/2020 04H,636
01/13/2020 03H,605
01/13/2020 02H,0
01/13/2020 01H,0
01/13/2020 00H,0
01/12/2020 23H,0
01/12/2020 22H,0
01/12/2020 21H,0
01/12/2020 20H,0
01/12/2020 19H,0
01/12/2020 18H,0
01/12/2020 17H,0
01/12/2020 16H,0
01/12/2020 15H,0
01/12/2020 14H,0
01/12/2020 13H,0
01/12/2020 12H,0
01/12/2020 11H,0
01/12/2020 10H,0
01/12/2020 09H,0
01/12/2020 08H,0
01/12/2020 07H,0
01/12/2020 06H,0
01/12/2020 05H,568
01/12/2020 04H,831
01/12/2020 03H,882
01/12/2020 02H,883
01/12/2020 01H,855
01/12/2020 00H,910
01/11/2020 23H,931
01/11/2020 22H,867
01/11/2020 21H,775
01/11/2020 20H,827
01/11/2020 19H,697
01/11/2020 18H,686
01/11/2020 17H,722
01/11/2020 16H,837
01/11/2020 15H,881
01/11/2020 14H,868
01/11/2020 13H,868
01/11/2020 12H,810
01/11/2020 11H,834
01/11/2020 10H,725
01/11/2020 09H,704
01/11/2020 08H,726
01/11/2020 07H,767
01/11/2020 06H,841
01/11/2020 05H,818
01/11/2020 04H,859
01/11/2020 03H,905
01/11/2020 02H,974
01/11/2020 01H,979
01/11/2020 00H,989
01/10/2020 23H,1042
01/10/2020 22H,990
01/10/2020 21H,973
01/10/2020 20H,975
01/10/2020 19H,978
01/10/2020 18H,982
01/10/2020 17H,985
01/10/2020 16H,993
01/10/2020 15H,961
01/10/2020 14H,979
01/10/2020 13H,989
01/10/2020 12H,957
01/10/2020 11H,833
01/10/2020 10H,859
01/10/2020 09H,786
01/10/2020 08H,758
01/10/2020 07H,916
01/10/2020 06H,937
01/10/2020 05H,971
01/10/2020 04H,979
01/10/2020 03H,1041
01/10/2020 02H,1090
01/10/2020 01H,1086
01/10/2020 00H,1090
01/9/2020 23H,1077
01/9/2020 22H,989
01/9/2020 21H,971
01/9/2020 20H,906
01/9/2020 19H,971
01/9/2020 18H,979
01/9/2020 17H,980
01/9/2020 16H,979
01/9/2020 15H,985
01/9/2020 14H,1042
01/9/2020 13H,1056
01/9/2020 12H,1001
01/9/2020 11H,980
01/9/2020 10H,958
01/9/2020 09H,875
01/9/2020 08H,878
01/9/2020 07H,928
01/9/2020 06H,933
01/9/2020 05H,966
01/9/2020 04H,965
01/9/2020 03H,961
01/9/2020 02H,961
01/9/2020 01H,1002
01/9/2020 00H,1011
01/8/2020 23H,988
01/8/2020 22H,934
01/8/2020 21H,884
01/8/2020 20H,847
01/8/2020 19H,821
01/8/2020 18H,851
01/8/2020 17H,807
01/8/2020 16H,906
01/8/2020 15H,936
01/8/2020 14H,965
01/8/2020 13H,992
01/8/2020 12H,923
01/8/2020 11H,853
01/8/2020 10H,803
01/8/2020 09H,767
01/8/2020 08H,713
01/8/2020 07H,837
01/8/2020 06H,818
01/8/2020 05H,797
01/8/2020 04H,919
01/8/2020 03H,932
01/8/2020 02H,974
01/8/2020 01H,977
01/8/2020 00H,981
01/7/2020 23H,981
01/7/2020 22H,958
01/7/2020 21H,910
01/7/2020 20H,933
01/7/2020 19H,934
01/7/2020 18H,898
01/7/2020 17H,909
01/7/2020 16H,900
01/7/2020 15H,920
01/7/2020 14H,985
01/7/2020 13H,1022
01/7/2020 12H,1001
01/7/2020 11H,915
01/7/2020 10H,893
01/7/2020 09H,894
01/7/2020 08H,853
01/7/2020 07H,832
01/7/2020 06H,876
01/7/2020 05H,889
01/7/2020 04H,904
01/7/2020 03H,948
01/7/2020 02H,982
01/7/2020 01H,961
01/7/2020 00H,1014
01/6/2020 23H,1053
01/6/2020 22H,1044
01/6/2020 21H,938
01/6/2020 20H,952
01/6/2020 19H,942
01/6/2020 18H,930
01/6/2020 17H,966
01/6/2020 16H,1090
01/6/2020 15H,1009
01/6/2020 14H,977
01/6/2020 13H,976
01/6/2020 12H,961
01/6/2020 11H,872
01/6/2020 10H,849
01/6/2020 09H,848
01/6/2020 08H,849
01/6/2020 07H,851
01/6/2020 06H,853
01/6/2020 05H,874
01/6/2020 04H,927
01/6/2020 03H,998
01/6/2020 02H,998
01/6/2020 01H,1025
01/6/2020 00H,1028
01/5/2020 23H,1029
01/5/2020 22H,966
01/5/2020 21H,915
01/5/2020 20H,912
01/5/2020 19H,911
01/5/2020 18H,908
01/5/2020 17H,908
01/5/2020 16H,907
01/5/2020 15H,869
01/5/2020 14H,858
01/5/2020 13H,855
01/5/2020 12H,864
01/5/2020 11H,851
01/5/2020 10H,848
01/5/2020 09H,846
01/5/2020 08H,842
01/5/2020 07H,841
01/5/2020 06H,838
01/5/2020 05H,877
01/5/2020 04H,884
01/5/2020 03H,894
01/5/2020 02H,955
01/5/2020 01H,976
01/5/2020 00H,1017
01/4/2020 23H,1007
01/4/2020 22H,948
01/4/2020 21H,891
01/4/2020 20H,935
01/4/2020 19H,944
01/4/2020 18H,895
01/4/2020 17H,904
01/4/2020 16H,945
01/4/2020 15H,908
01/4/2020 14H,897
01/4/2020 13H,876
01/4/2020 12H,886
01/4/2020 11H,858
01/4/2020 10H,847
01/4/2020 09H,846
01/4/2020 08H,882
01/4/2020 07H,883
01/4/2020 06H,887
01/4/2020 05H,851
01/4/2020 04H,855
01/4/2020 03H,905
01/4/2020 02H,1003
01/4/2020 01H,969
01/4/2020 00H,1025
01/3/2020 23H,1024
01/3/2020 22H,1016
01/3/2020 21H,995
01/3/2020 20H,950
01/3/2020 19H,938
01/3/2020 18H,1004
01/3/2020 17H,961
01/3/2020 16H,1015
01/3/2020 15H,981
01/3/2020 14H,978
01/3/2020 13H,1005
01/3/2020 12H,895
01/3/2020 11H,866
01/3/2020 10H,880
01/3/2020 09H,809
01/3/2020 08H,796
01/3/2020 07H,785
01/3/2020 06H,865
01/3/2020 05H,884
01/3/2020 04H,916
01/3/2020 03H,927
01/3/2020 02H,1030
01/3/2020 01H,1034
01/3/2020 00H,1032
01/2/2020 23H,1032
01/2/2020 22H,1005
01/2/2020 21H,907
01/2/2020 20H,903
01/2/2020 19H,901
01/2/2020 18H,903
01/2/2020 17H,904
01/2/2020 16H,909
01/2/2020 15H,909
01/2/2020 14H,925
01/2/2020 13H,924
01/2/2020 12H,924
01/2/2020 11H,893
01/2/2020 10H,867
01/2/2020 09H,851
01/2/2020 08H,748
01/2/2020 07H,825
01/2/2020 06H,859
01/2/2020 05H,744
01/2/2020 04H,872
01/2/2020 03H,897
01/2/2020 02H,941
01/2/2020 01H,1012
01/2/2020 00H,1014
01/1/2020 23H,963
01/1/2020 22H,886
01/1/2020 21H,914
01/1/2020 20H,909
01/1/2020 19H,887
01/1/2020 18H,864
01/1/2020 17H,849
01/1/2020 16H,763
01/1/2020 15H,869
01/1/2020 14H,760
01/1/2020 13H,744
01/1/2020 12H,830
01/1/2020 11H,814
01/1/2020 10H,846
01/1/2020 09H,765
01/1/2020 08H,773
01/1/2020 07H,855
01/1/2020 06H,856
01/1/2020 05H,848
01/1/2020 04H,886
01/1/2020 03H,895
01/1/2020 02H,887
01/1/2020 01H,894
01/1/2020 00H,936
12/31/2019 23H,989
12/31/2019 22H,855
12/31/2019 21H,886
12/31/2019 20H,892
12/31/2019 19H,897
12/31/2019 18H,937
12/31/2019 17H,940
12/31/2019 16H,943
12/31/2019 15H,1002
12/31/2019 14H,891
12/31/2019 13H,889
12/31/2019 12H,888
12/31/2019 11H,862
12/31/2019 10H,847
12/31/2019 09H,841
12/31/2019 08H,843
12/31/2019 07H,853
12/31/2019 06H,895
12/31/2019 05H,892
12/31/2019 04H,897
12/31/2019 03H,978
12/31/2019 02H,1013
12/31/2019 01H,1018
12/31/2019 00H,1016
12/30/2019 23H,1003
12/30/2019 22H,1014
12/30/2019 21H,1014
12/30/2019 20H,1010
12/30/2019 19H,1008
12/30/2019 18H,1007
12/30/2019 17H,1006
12/30/2019 16H,1002
12/30/2019 15H,967
12/30/2019 14H,958
12/30/2019 13H,960
12/30/2019 12H,899
12/30/2019 11H,856
12/30/2019 10H,803
12/30/2019 09H,789
12/30/2019 08H,741
12/30/2019 07H,662
12/30/2019 06H,775
12/30/2019 05H,884
12/30/2019 04H,899
12/30/2019 03H,916
12/30/2019 02H,1022
12/30/2019 01H,1026
12/30/2019 00H,1031
12/29/2019 23H,1025
12/29/2019 22H,925
12/29/2019 21H,944
12/29/2019 20H,918
12/29/2019 19H,921
12/29/2019 18H,920
12/29/2019 17H,917
12/29/2019 16H,919
12/29/2019 15H,895
12/29/2019 14H,887
12/29/2019 13H,848
12/29/2019 12H,877
12/29/2019 11H,805
12/29/2019 10H,858
12/29/2019 09H,841
12/29/2019 08H,930
12/29/2019 07H,935
12/29/2019 06H,943
12/29/2019 05H,875
12/29/2019 04H,892
12/29/2019 03H,896
12/29/2019 02H,977
12/29/2019 01H,1045
12/29/2019 00H,1045
12/28/2019 23H,1039
12/28/2019 22H,903
12/28/2019 21H,875
12/28/2019 20H,906
12/28/2019 19H,895
12/28/2019 18H,915
12/28/2019 17H,940
12/28/2019 16H,914
12/28/2019 15H,911
12/28/2019 14H,858
12/28/2019 13H,905
12/28/2019 12H,871
12/28/2019 11H,874
12/28/2019 10H,856
12/28/2019 09H,860
12/28/2019 08H,873
12/28/2019 07H,886
12/28/2019 06H,913
12/28/2019 05H,899
12/28/2019 04H,897
12/28/2019 03H,902
12/28/2019 02H,943
12/28/2019 01H,966
12/28/2019 00H,1032
12/27/2019 23H,1023
12/27/2019 22H,951
12/27/2019 21H,939
12/27/2019 20H,935
12/27/2019 19H,939
12/27/2019 18H,937
12/27/2019 17H,920
12/27/2019 16H,881
12/27/2019 15H,909
12/27/2019 14H,850
12/27/2019 13H,916
12/27/2019 12H,870
12/27/2019 11H,757
12/27/2019 10H,702
12/27/2019 09H,670
12/27/2019 08H,722
12/27/2019 07H,859
12/27/2019 06H,870
12/27/2019 05H,852
12/27/2019 04H,895
12/27/2019 03H,892
12/27/2019 02H,883
12/27/2019 01H,917
12/27/2019 00H,990
12/26/2019 23H,1024
12/26/2019 22H,935
12/26/2019 21H,950
12/26/2019 20H,893
12/26/2019 19H,870
12/26/2019 18H,890
12/26/2019 17H,955
12/26/2019 16H,944
12/26/2019 15H,905
12/26/2019 14H,790
12/26/2019 13H,790
12/26/2019 12H,814
12/26/2019 11H,742
12/26/2019 10H,711
12/26/2019 09H,756
12/26/2019 08H,722
12/26/2019 07H,803
12/26/2019 06H,855
12/26/2019 05H,898
12/26/2019 04H,918
12/26/2019 03H,922
12/26/2019 02H,909
12/26/2019 01H,917
12/26/2019 00H,935
12/25/2019 23H,921
