Net generation from wind for New York (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390113&sdid=EBA.NY-ALL.NG.WND.H
19:17:59 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.NG.WND.H megawatthours
03/15/2019 07H,1450
03/15/2019 06H,1437
03/15/2019 05H,1510
03/15/2019 04H,1429
03/15/2019 03H,1410
03/15/2019 02H,1465
03/15/2019 01H,1504
03/15/2019 00H,1349
03/14/2019 23H,1202
03/14/2019 22H,955
03/14/2019 21H,852
03/14/2019 20H,761
03/14/2019 19H,553
03/14/2019 18H,466
03/14/2019 17H,565
03/14/2019 16H,568
03/14/2019 15H,527
03/14/2019 14H,571
03/14/2019 13H,598
03/14/2019 12H,484
03/14/2019 11H,447
03/14/2019 10H,566
03/14/2019 09H,583
03/14/2019 08H,653
03/14/2019 07H,580
03/14/2019 06H,464
03/14/2019 05H,477
03/14/2019 04H,463
03/14/2019 03H,496
03/14/2019 02H,368
03/14/2019 01H,375
03/14/2019 00H,193
03/13/2019 23H,186
03/13/2019 22H,197
03/13/2019 21H,200
03/13/2019 20H,256
03/13/2019 19H,207
03/13/2019 18H,209
03/13/2019 17H,171
03/13/2019 16H,171
03/13/2019 15H,187
03/13/2019 14H,223
03/13/2019 13H,392
03/13/2019 12H,465
03/13/2019 11H,454
03/13/2019 10H,454
03/13/2019 09H,525
03/13/2019 08H,569
03/13/2019 07H,654
03/13/2019 06H,732
03/13/2019 05H,668
03/13/2019 04H,602
03/13/2019 03H,556
03/13/2019 02H,456
03/13/2019 01H,302
03/13/2019 00H,308
03/12/2019 23H,486
03/12/2019 22H,589
03/12/2019 21H,653
03/12/2019 20H,655
03/12/2019 19H,600
03/12/2019 18H,601
03/12/2019 17H,622
03/12/2019 16H,641
03/12/2019 15H,669
03/12/2019 14H,825
03/12/2019 13H,904
03/12/2019 12H,878
03/12/2019 11H,949
03/12/2019 10H,904
03/12/2019 09H,922
03/12/2019 08H,938
03/12/2019 07H,993
03/12/2019 06H,988
03/12/2019 05H,1023
03/12/2019 04H,1135
03/12/2019 03H,1128
03/12/2019 02H,1209
03/12/2019 01H,1339
03/12/2019 00H,1393
03/11/2019 23H,1407
03/11/2019 22H,1424
03/11/2019 21H,1378
03/11/2019 20H,1393
03/11/2019 19H,1380
03/11/2019 18H,1372
03/11/2019 17H,1380
03/11/2019 16H,1386
03/11/2019 15H,1359
03/11/2019 14H,1395
03/11/2019 13H,1401
03/11/2019 12H,1353
03/11/2019 11H,1427
03/11/2019 10H,1408
03/11/2019 09H,1398
03/11/2019 08H,1374
03/11/2019 07H,1343
03/11/2019 06H,1293
03/11/2019 05H,1286
03/11/2019 04H,1302
03/11/2019 03H,1239
03/11/2019 02H,1114
03/11/2019 01H,1029
03/11/2019 00H,1167
03/10/2019 23H,1147
03/10/2019 22H,1076
03/10/2019 21H,1141
03/10/2019 20H,1162
03/10/2019 19H,1228
03/10/2019 18H,1188
03/10/2019 17H,1199
03/10/2019 16H,1248
03/10/2019 15H,1009
03/10/2019 14H,1027
03/10/2019 13H,1180
03/10/2019 12H,1267
03/10/2019 11H,1173
03/10/2019 10H,1246
03/10/2019 09H,1259
03/10/2019 08H,1343
03/10/2019 07H,1341
03/10/2019 06H,1396
03/10/2019 05H,1461
03/10/2019 04H,1379
03/10/2019 03H,1343
03/10/2019 02H,1243
03/10/2019 01H,940
03/10/2019 00H,697
03/9/2019 23H,398
03/9/2019 22H,273
03/9/2019 21H,166
03/9/2019 20H,108
03/9/2019 19H,62
03/9/2019 18H,15
03/9/2019 17H,26
03/9/2019 16H,30
03/9/2019 15H,14
03/9/2019 14H,44
03/9/2019 13H,83
03/9/2019 12H,153
03/9/2019 11H,269
03/9/2019 10H,373
03/9/2019 09H,401
03/9/2019 08H,430
03/9/2019 07H,517
03/9/2019 06H,573
03/9/2019 05H,617
03/9/2019 04H,631
03/9/2019 03H,502
03/9/2019 02H,452
03/9/2019 01H,355
03/9/2019 00H,248
03/8/2019 23H,178
03/8/2019 22H,181
03/8/2019 21H,164
03/8/2019 20H,203
03/8/2019 19H,260
03/8/2019 18H,241
03/8/2019 17H,319
03/8/2019 16H,393
03/8/2019 15H,501
03/8/2019 14H,524
03/8/2019 13H,508
03/8/2019 12H,501
03/8/2019 11H,434
03/8/2019 10H,447
03/8/2019 09H,518
03/8/2019 08H,629
03/8/2019 07H,724
03/8/2019 06H,766
03/8/2019 05H,777
03/8/2019 04H,837
03/8/2019 03H,924
03/8/2019 02H,921
03/8/2019 01H,729
03/8/2019 00H,607
03/7/2019 23H,851
03/7/2019 22H,1070
03/7/2019 21H,1146
03/7/2019 20H,1048
03/7/2019 19H,937
03/7/2019 18H,786
03/7/2019 17H,450
03/7/2019 16H,224
03/7/2019 15H,161
03/7/2019 14H,162
03/7/2019 13H,261
03/7/2019 12H,249
03/7/2019 11H,265
03/7/2019 10H,313
03/7/2019 09H,330
03/7/2019 08H,355
03/7/2019 07H,356
03/7/2019 06H,368
03/7/2019 05H,393
03/7/2019 04H,435
03/7/2019 03H,485
03/7/2019 02H,498
03/7/2019 01H,566
03/7/2019 00H,824
03/6/2019 23H,1078
03/6/2019 22H,1191
03/6/2019 21H,1230
03/6/2019 20H,1217
03/6/2019 19H,1135
03/6/2019 18H,973
03/6/2019 17H,906
03/6/2019 16H,761
03/6/2019 15H,584
03/6/2019 14H,537
03/6/2019 13H,600
03/6/2019 12H,649
03/6/2019 11H,690
03/6/2019 10H,705
03/6/2019 09H,703
03/6/2019 08H,706
03/6/2019 07H,737
03/6/2019 06H,762
03/6/2019 05H,731
03/6/2019 04H,684
03/6/2019 03H,648
03/6/2019 02H,746
03/6/2019 01H,855
03/6/2019 00H,699
03/5/2019 23H,599
03/5/2019 22H,585
03/5/2019 21H,593
03/5/2019 20H,569
03/5/2019 19H,563
03/5/2019 18H,697
03/5/2019 17H,767
03/5/2019 16H,787
03/5/2019 15H,735
03/5/2019 14H,594
03/5/2019 13H,471
03/5/2019 12H,444
03/5/2019 11H,424
03/5/2019 10H,413
03/5/2019 09H,468
03/5/2019 08H,590
03/5/2019 07H,681
03/5/2019 06H,726
03/5/2019 05H,883
03/5/2019 04H,994
03/5/2019 03H,916
03/5/2019 02H,1003
03/5/2019 01H,879
03/5/2019 00H,794
03/4/2019 23H,1051
03/4/2019 22H,1201
03/4/2019 21H,1239
03/4/2019 20H,1202
03/4/2019 19H,1081
03/4/2019 18H,914
03/4/2019 17H,513
03/4/2019 16H,218
03/4/2019 15H,144
03/4/2019 14H,113
03/4/2019 13H,118
03/4/2019 12H,109
03/4/2019 11H,111
03/4/2019 10H,119
03/4/2019 09H,90
03/4/2019 08H,73
03/4/2019 07H,77
03/4/2019 06H,47
03/4/2019 05H,30
03/4/2019 04H,21
03/4/2019 03H,0
03/4/2019 02H,0
03/4/2019 01H,0
03/4/2019 00H,0
03/3/2019 23H,7
03/3/2019 22H,12
03/3/2019 21H,22
03/3/2019 20H,22
03/3/2019 19H,58
03/3/2019 18H,115
03/3/2019 17H,124
03/3/2019 16H,95
03/3/2019 15H,91
03/3/2019 14H,149
03/3/2019 13H,117
03/3/2019 12H,131
03/3/2019 11H,179
03/3/2019 10H,213
03/3/2019 09H,223
03/3/2019 08H,200
03/3/2019 07H,164
03/3/2019 06H,179
03/3/2019 05H,211
03/3/2019 04H,222
03/3/2019 03H,220
03/3/2019 02H,310
03/3/2019 01H,313
03/3/2019 00H,264
03/2/2019 23H,237
03/2/2019 22H,142
03/2/2019 21H,78
03/2/2019 20H,79
03/2/2019 19H,81
03/2/2019 18H,83
03/2/2019 17H,117
03/2/2019 16H,69
03/2/2019 15H,57
03/2/2019 14H,60
03/2/2019 13H,139
03/2/2019 12H,140
03/2/2019 11H,97
03/2/2019 10H,49
03/2/2019 09H,43
03/2/2019 08H,33
03/2/2019 07H,36
03/2/2019 06H,81
03/2/2019 05H,75
03/2/2019 04H,64
03/2/2019 03H,58
03/2/2019 02H,69
03/2/2019 01H,92
03/2/2019 00H,55
03/1/2019 23H,19
03/1/2019 22H,4
03/1/2019 21H,3
03/1/2019 20H,4
03/1/2019 19H,4
03/1/2019 18H,5
03/1/2019 17H,6
03/1/2019 16H,50
03/1/2019 15H,50
03/1/2019 14H,93
03/1/2019 13H,212
03/1/2019 12H,277
03/1/2019 11H,267
03/1/2019 10H,256
03/1/2019 09H,233
03/1/2019 08H,133
03/1/2019 07H,105
03/1/2019 06H,101
03/1/2019 05H,78
03/1/2019 04H,62
03/1/2019 03H,29
03/1/2019 02H,22
03/1/2019 01H,21
03/1/2019 00H,15
02/28/2019 23H,7
02/28/2019 22H,21
02/28/2019 21H,15
02/28/2019 20H,0
02/28/2019 19H,0
02/28/2019 18H,15
02/28/2019 17H,14
02/28/2019 16H,20
02/28/2019 15H,21
02/28/2019 14H,18
02/28/2019 13H,31
02/28/2019 12H,59
02/28/2019 11H,79
02/28/2019 10H,77
02/28/2019 09H,53
02/28/2019 08H,92
02/28/2019 07H,142
02/28/2019 06H,146
02/28/2019 05H,230
02/28/2019 04H,349
02/28/2019 03H,348
02/28/2019 02H,320
02/28/2019 01H,234
02/28/2019 00H,182
02/27/2019 23H,135
02/27/2019 22H,114
02/27/2019 21H,119
02/27/2019 20H,99
02/27/2019 19H,136
02/27/2019 18H,160
02/27/2019 17H,135
02/27/2019 16H,151
02/27/2019 15H,129
02/27/2019 14H,110
02/27/2019 13H,79
02/27/2019 12H,86
02/27/2019 11H,86
02/27/2019 10H,87
02/27/2019 09H,88
02/27/2019 08H,84
02/27/2019 07H,135
02/27/2019 06H,276
02/27/2019 05H,325
02/27/2019 04H,379
02/27/2019 03H,452
02/27/2019 02H,493
02/27/2019 01H,512
02/27/2019 00H,632
02/26/2019 23H,773
02/26/2019 22H,873
02/26/2019 21H,930
02/26/2019 20H,904
02/26/2019 19H,859
02/26/2019 18H,729
02/26/2019 17H,547
02/26/2019 16H,687
02/26/2019 15H,635
02/26/2019 14H,559
02/26/2019 13H,561
02/26/2019 12H,722
02/26/2019 11H,794
02/26/2019 10H,937
02/26/2019 09H,1010
02/26/2019 08H,1027
02/26/2019 07H,1027
02/26/2019 06H,1105
02/26/2019 05H,1181
02/26/2019 04H,1273
02/26/2019 03H,1340
02/26/2019 02H,1401
02/26/2019 01H,1408
02/26/2019 00H,1388
02/25/2019 23H,1280
02/25/2019 22H,1205
02/25/2019 21H,1206
02/25/2019 20H,1107
02/25/2019 19H,1090
02/25/2019 18H,1045
02/25/2019 17H,1033
02/25/2019 16H,1075
02/25/2019 15H,1003
02/25/2019 14H,964
02/25/2019 13H,850
02/25/2019 12H,758
02/25/2019 11H,853
02/25/2019 10H,866
02/25/2019 09H,858
02/25/2019 08H,840
02/25/2019 07H,836
02/25/2019 06H,922
02/25/2019 05H,1045
02/25/2019 04H,1039
02/25/2019 03H,1095
02/25/2019 02H,1081
02/25/2019 01H,1047
02/25/2019 00H,1054
02/24/2019 23H,1044
02/24/2019 22H,1108
02/24/2019 21H,1298
02/24/2019 20H,1159
02/24/2019 19H,1013
02/24/2019 18H,1321
02/24/2019 17H,1378
02/24/2019 16H,1319
02/24/2019 15H,1146
02/24/2019 14H,1126
02/24/2019 13H,1088
02/24/2019 12H,1073
02/24/2019 11H,1061
02/24/2019 10H,993
02/24/2019 09H,951
02/24/2019 08H,883
02/24/2019 07H,841
02/24/2019 06H,886
02/24/2019 05H,791
02/24/2019 04H,876
02/24/2019 03H,830
02/24/2019 02H,750
02/24/2019 01H,717
02/24/2019 00H,668
02/23/2019 23H,562
02/23/2019 22H,430
02/23/2019 21H,291
02/23/2019 20H,223
02/23/2019 19H,190
02/23/2019 18H,196
02/23/2019 17H,246
02/23/2019 16H,268
02/23/2019 15H,268
02/23/2019 14H,275
02/23/2019 13H,249
02/23/2019 12H,167
02/23/2019 11H,120
02/23/2019 10H,92
02/23/2019 09H,87
02/23/2019 08H,85
02/23/2019 07H,69
02/23/2019 06H,83
02/23/2019 05H,144
02/23/2019 04H,205
02/23/2019 03H,234
02/23/2019 02H,207
02/23/2019 01H,159
02/23/2019 00H,149
02/22/2019 23H,223
02/22/2019 22H,315
02/22/2019 21H,327
02/22/2019 20H,261
02/22/2019 19H,258
02/22/2019 18H,259
02/22/2019 17H,212
02/22/2019 16H,164
02/22/2019 15H,186
02/22/2019 14H,171
02/22/2019 13H,186
02/22/2019 12H,199
02/22/2019 11H,201
02/22/2019 10H,250
02/22/2019 09H,270
02/22/2019 08H,381
02/22/2019 07H,519
02/22/2019 06H,614
02/22/2019 05H,744
02/22/2019 04H,1052
02/22/2019 03H,1249
02/22/2019 02H,1426
02/22/2019 01H,1515
02/22/2019 00H,1517
02/21/2019 23H,1478
02/21/2019 22H,1523
02/21/2019 21H,1514
02/21/2019 20H,1551
02/21/2019 19H,1572
02/21/2019 18H,1523
02/21/2019 17H,1593
02/21/2019 16H,1598
02/21/2019 15H,1554
02/21/2019 14H,1512
02/21/2019 13H,1485
02/21/2019 12H,1328
02/21/2019 11H,1063
02/21/2019 10H,881
02/21/2019 09H,843
02/21/2019 08H,766
02/21/2019 07H,777
02/21/2019 06H,857
02/21/2019 05H,978
02/21/2019 04H,776
02/21/2019 03H,749
02/21/2019 02H,744
02/21/2019 01H,781
02/21/2019 00H,739
02/20/2019 23H,665
02/20/2019 22H,564
02/20/2019 21H,494
02/20/2019 20H,540
02/20/2019 19H,445
02/20/2019 18H,394
02/20/2019 17H,313
02/20/2019 16H,316
02/20/2019 15H,376
02/20/2019 14H,344
02/20/2019 13H,267
02/20/2019 12H,167
02/20/2019 11H,155
02/20/2019 10H,173
02/20/2019 09H,145
02/20/2019 08H,154
02/20/2019 07H,198
02/20/2019 06H,284
02/20/2019 05H,406
02/20/2019 04H,412
02/20/2019 03H,424
02/20/2019 02H,465
02/20/2019 01H,455
02/20/2019 00H,398
02/19/2019 23H,357
02/19/2019 22H,462
02/19/2019 21H,528
02/19/2019 20H,544
02/19/2019 19H,564
02/19/2019 18H,573
02/19/2019 17H,486
02/19/2019 16H,412
02/19/2019 15H,377
02/19/2019 14H,346
02/19/2019 13H,390
02/19/2019 12H,351
02/19/2019 11H,329
02/19/2019 10H,318
02/19/2019 09H,362
02/19/2019 08H,400
02/19/2019 07H,416
02/19/2019 06H,450
02/19/2019 05H,538
02/19/2019 04H,472
02/19/2019 03H,597
02/19/2019 02H,701
02/19/2019 01H,780
02/19/2019 00H,614
02/18/2019 23H,435
02/18/2019 22H,386
02/18/2019 21H,329
02/18/2019 20H,287
02/18/2019 19H,234
02/18/2019 18H,178
02/18/2019 17H,149
02/18/2019 16H,101
02/18/2019 15H,86
02/18/2019 14H,124
02/18/2019 13H,149
02/18/2019 12H,146
02/18/2019 11H,155
02/18/2019 10H,199
02/18/2019 09H,214
02/18/2019 08H,253
02/18/2019 07H,282
02/18/2019 06H,338
02/18/2019 05H,297
02/18/2019 04H,247
02/18/2019 03H,226
02/18/2019 02H,241
02/18/2019 01H,241
02/18/2019 00H,203
02/17/2019 23H,154
02/17/2019 22H,125
02/17/2019 21H,81
02/17/2019 20H,112
02/17/2019 19H,97
02/17/2019 18H,93
02/17/2019 17H,77
02/17/2019 16H,78
02/17/2019 15H,102
02/17/2019 14H,104
02/17/2019 13H,52
02/17/2019 12H,28
02/17/2019 11H,30
02/17/2019 10H,87
02/17/2019 09H,130
02/17/2019 08H,127
02/17/2019 07H,124
02/17/2019 06H,196
02/17/2019 05H,224
02/17/2019 04H,245
02/17/2019 03H,261
02/17/2019 02H,354
02/17/2019 01H,393
02/17/2019 00H,400
02/16/2019 23H,470
02/16/2019 22H,637
02/16/2019 21H,732
02/16/2019 20H,787
02/16/2019 19H,861
02/16/2019 18H,846
02/16/2019 17H,836
02/16/2019 16H,898
02/16/2019 15H,918
02/16/2019 14H,852
02/16/2019 13H,874
02/16/2019 12H,903
02/16/2019 11H,928
02/16/2019 10H,929
02/16/2019 09H,927
02/16/2019 08H,895
02/16/2019 07H,1077
02/16/2019 06H,1170
02/16/2019 05H,1259
02/16/2019 04H,1419
02/16/2019 03H,1524
02/16/2019 02H,1551
02/16/2019 01H,1511
02/16/2019 00H,1570
02/15/2019 23H,1345
02/15/2019 22H,1358
02/15/2019 21H,1149
02/15/2019 20H,1026
02/15/2019 19H,1196
02/15/2019 18H,1182
02/15/2019 17H,1234
02/15/2019 16H,1402
02/15/2019 15H,1349
02/15/2019 14H,1338
02/15/2019 13H,1355
02/15/2019 12H,1367
02/15/2019 11H,1110
02/15/2019 10H,1004
02/15/2019 09H,1017
02/15/2019 08H,1203
02/15/2019 07H,1052
02/15/2019 06H,1056
02/15/2019 05H,1063
02/15/2019 04H,1038
02/15/2019 03H,913
02/15/2019 02H,838
02/15/2019 01H,681
02/15/2019 00H,484
02/14/2019 23H,331
02/14/2019 22H,250
02/14/2019 21H,319
02/14/2019 20H,368
02/14/2019 19H,407
02/14/2019 18H,484
02/14/2019 17H,484
02/14/2019 16H,630
02/14/2019 15H,848
02/14/2019 14H,1064
02/14/2019 13H,1078
02/14/2019 12H,1202
02/14/2019 11H,1273
02/14/2019 10H,1271
02/14/2019 09H,1192
02/14/2019 08H,1159
02/14/2019 07H,1250
02/14/2019 06H,1218
02/14/2019 05H,1225
02/14/2019 04H,1230
02/14/2019 03H,1364
02/14/2019 02H,1437
02/14/2019 01H,1337
02/14/2019 00H,1279
02/13/2019 23H,1274
02/13/2019 22H,1312
02/13/2019 21H,1344
02/13/2019 20H,1384
02/13/2019 19H,1286
02/13/2019 18H,1274
02/13/2019 17H,1317
02/13/2019 16H,1236
02/13/2019 15H,997
02/13/2019 14H,992
02/13/2019 13H,901
02/13/2019 12H,808
02/13/2019 11H,784
02/13/2019 10H,767
02/13/2019 09H,845
02/13/2019 08H,941
02/13/2019 07H,1065
02/13/2019 06H,1046
02/13/2019 05H,1061
02/13/2019 04H,1026
02/13/2019 03H,1157
02/13/2019 02H,1304
02/13/2019 01H,1305
02/13/2019 00H,1383
02/12/2019 23H,1391
02/12/2019 22H,1413
02/12/2019 21H,1340
02/12/2019 20H,1239
02/12/2019 19H,1153
02/12/2019 18H,1221
02/12/2019 17H,1099
02/12/2019 16H,1122
02/12/2019 15H,1079
02/12/2019 14H,1075
02/12/2019 13H,943
02/12/2019 12H,962
02/12/2019 11H,981
02/12/2019 10H,847
02/12/2019 09H,714
02/12/2019 08H,647
02/12/2019 07H,545
02/12/2019 06H,519
02/12/2019 05H,444
02/12/2019 04H,352
02/12/2019 03H,333
02/12/2019 02H,305
02/12/2019 01H,304
02/12/2019 00H,278
02/11/2019 23H,241
02/11/2019 22H,214
02/11/2019 21H,183
02/11/2019 20H,155
02/11/2019 19H,124
02/11/2019 18H,97
02/11/2019 17H,79
02/11/2019 16H,88
02/11/2019 15H,81
02/11/2019 14H,88
02/11/2019 13H,76
02/11/2019 12H,60
02/11/2019 11H,69
02/11/2019 10H,50
02/11/2019 09H,45
02/11/2019 08H,31
02/11/2019 07H,41
02/11/2019 06H,68
02/11/2019 05H,61
02/11/2019 04H,83
02/11/2019 03H,141
02/11/2019 02H,199
02/11/2019 01H,207
02/11/2019 00H,198
02/10/2019 23H,246
02/10/2019 22H,315
02/10/2019 21H,405
02/10/2019 20H,479
02/10/2019 19H,398
02/10/2019 18H,312
02/10/2019 17H,270
02/10/2019 16H,260
02/10/2019 15H,236
02/10/2019 14H,151
02/10/2019 13H,195
02/10/2019 12H,232
02/10/2019 11H,214
02/10/2019 10H,241
02/10/2019 09H,301
02/10/2019 08H,302
02/10/2019 07H,418
02/10/2019 06H,528
02/10/2019 05H,612
02/10/2019 04H,658
02/10/2019 03H,687
02/10/2019 02H,704
02/10/2019 01H,712
02/10/2019 00H,626
02/9/2019 23H,629
02/9/2019 22H,723
02/9/2019 21H,811
02/9/2019 20H,927
02/9/2019 19H,1032
02/9/2019 18H,1174
02/9/2019 17H,1281
02/9/2019 16H,1375
02/9/2019 15H,1453
02/9/2019 14H,1458
02/9/2019 13H,1498
02/9/2019 12H,1522
02/9/2019 11H,1484
02/9/2019 10H,1521
02/9/2019 09H,1549
02/9/2019 08H,1543
02/9/2019 07H,1496
02/9/2019 06H,1554
02/9/2019 05H,1595
02/9/2019 04H,1568
02/9/2019 03H,1523
02/9/2019 02H,1530
02/9/2019 01H,1531
02/9/2019 00H,1497
02/8/2019 23H,1472
02/8/2019 22H,1475
02/8/2019 21H,1474
02/8/2019 20H,1497
02/8/2019 19H,1501
02/8/2019 18H,1480
02/8/2019 17H,1381
02/8/2019 16H,1360
02/8/2019 15H,1354
02/8/2019 14H,1361
02/8/2019 13H,1345
02/8/2019 12H,1327
02/8/2019 11H,1416
02/8/2019 10H,1398
02/8/2019 09H,1286
02/8/2019 08H,1285
02/8/2019 07H,1030
02/8/2019 06H,1089
02/8/2019 05H,1167
02/8/2019 04H,1429
02/8/2019 03H,1414
02/8/2019 02H,1290
02/8/2019 01H,1039
02/8/2019 00H,860
02/7/2019 23H,591
02/7/2019 22H,335
02/7/2019 21H,213
02/7/2019 20H,177
02/7/2019 19H,149
02/7/2019 18H,95
02/7/2019 17H,46
02/7/2019 16H,36
02/7/2019 15H,75
02/7/2019 14H,57
02/7/2019 13H,19
02/7/2019 12H,5
02/7/2019 11H,7
02/7/2019 10H,13
02/7/2019 09H,47
02/7/2019 08H,71
02/7/2019 07H,56
02/7/2019 06H,126
02/7/2019 05H,130
02/7/2019 04H,290
02/7/2019 03H,448
02/7/2019 02H,463
02/7/2019 01H,527
02/7/2019 00H,632
02/6/2019 23H,663
02/6/2019 22H,839
02/6/2019 21H,765
02/6/2019 20H,780
02/6/2019 19H,811
02/6/2019 18H,576
02/6/2019 17H,444
02/6/2019 16H,339
02/6/2019 15H,275
02/6/2019 14H,286
02/6/2019 13H,323
02/6/2019 12H,217
02/6/2019 11H,126
02/6/2019 10H,95
02/6/2019 09H,19
02/6/2019 08H,21
02/6/2019 07H,21
02/6/2019 06H,25
02/6/2019 05H,41
02/6/2019 04H,72
02/6/2019 03H,162
02/6/2019 02H,198
02/6/2019 01H,293
02/6/2019 00H,360
02/5/2019 23H,428
02/5/2019 22H,611
02/5/2019 21H,805
02/5/2019 20H,920
02/5/2019 19H,940
02/5/2019 18H,1081
02/5/2019 17H,1099
02/5/2019 16H,1160
02/5/2019 15H,1201
02/5/2019 14H,1202
02/5/2019 13H,1176
02/5/2019 12H,1168
02/5/2019 11H,1253
02/5/2019 10H,1358
02/5/2019 09H,1165
02/5/2019 08H,1153
02/5/2019 07H,1221
02/5/2019 06H,1258
02/5/2019 05H,1414
02/5/2019 04H,1423
02/5/2019 03H,1386
02/5/2019 02H,1303
02/5/2019 01H,1177
02/5/2019 00H,1031
02/4/2019 23H,687
02/4/2019 22H,470
02/4/2019 21H,371
02/4/2019 20H,341
02/4/2019 19H,339
02/4/2019 18H,279
02/4/2019 17H,256
02/4/2019 16H,341
02/4/2019 15H,404
02/4/2019 14H,596
02/4/2019 13H,746
02/4/2019 12H,828
02/4/2019 11H,928
02/4/2019 10H,970
02/4/2019 09H,1039
02/4/2019 08H,919
02/4/2019 07H,830
02/4/2019 06H,759
02/4/2019 05H,1180
02/4/2019 04H,1098
02/4/2019 03H,1003
02/4/2019 02H,891
02/4/2019 01H,845
02/4/2019 00H,827
02/3/2019 23H,761
02/3/2019 22H,781
02/3/2019 21H,769
02/3/2019 20H,707
02/3/2019 19H,740
02/3/2019 18H,680
02/3/2019 17H,613
02/3/2019 16H,537
02/3/2019 15H,477
02/3/2019 14H,427
02/3/2019 13H,424
02/3/2019 12H,425
02/3/2019 11H,408
02/3/2019 10H,384
02/3/2019 09H,329
02/3/2019 08H,279
02/3/2019 07H,234
02/3/2019 06H,241
02/3/2019 05H,319
02/3/2019 04H,460
02/3/2019 03H,568
02/3/2019 02H,669
02/3/2019 01H,862
02/3/2019 00H,965
02/2/2019 23H,1072
02/2/2019 22H,1160
02/2/2019 21H,1269
02/2/2019 20H,1374
02/2/2019 19H,1340
02/2/2019 18H,1244
02/2/2019 17H,1248
02/2/2019 16H,1146
02/2/2019 15H,1135
02/2/2019 14H,1073
02/2/2019 13H,1049
02/2/2019 12H,987
02/2/2019 11H,986
02/2/2019 10H,899
02/2/2019 09H,834
02/2/2019 08H,859
02/2/2019 07H,868
02/2/2019 06H,754
02/2/2019 05H,583
02/2/2019 04H,565
02/2/2019 03H,566
02/2/2019 02H,539
02/2/2019 01H,401
02/2/2019 00H,334
02/1/2019 23H,243
02/1/2019 22H,294
02/1/2019 21H,436
02/1/2019 20H,465
02/1/2019 19H,441
02/1/2019 18H,440
02/1/2019 17H,477
02/1/2019 16H,514
02/1/2019 15H,601
02/1/2019 14H,689
02/1/2019 13H,767
02/1/2019 12H,801
02/1/2019 11H,807
02/1/2019 10H,815
02/1/2019 09H,819
02/1/2019 08H,753
02/1/2019 07H,790
02/1/2019 06H,845
02/1/2019 05H,936
02/1/2019 04H,1035
02/1/2019 03H,1125
02/1/2019 02H,1144
02/1/2019 01H,1100
02/1/2019 00H,1088
01/31/2019 23H,1035
01/31/2019 22H,1074
01/31/2019 21H,1140
01/31/2019 20H,1200
01/31/2019 19H,1143
01/31/2019 18H,1168
01/31/2019 17H,1127
01/31/2019 16H,1157
01/31/2019 15H,1234
01/31/2019 14H,1252
01/31/2019 13H,1324
01/31/2019 12H,1247
01/31/2019 11H,1263
01/31/2019 10H,1370
01/31/2019 09H,1303
01/31/2019 08H,1276
01/31/2019 07H,1326
01/31/2019 06H,1239
01/31/2019 05H,1232
01/31/2019 04H,1346
01/31/2019 03H,1484
01/31/2019 02H,1493
01/31/2019 01H,1531
01/31/2019 00H,1540
01/30/2019 23H,1544
01/30/2019 22H,1386
01/30/2019 21H,1257
01/30/2019 20H,935
01/30/2019 19H,892
01/30/2019 18H,810
01/30/2019 17H,748
01/30/2019 16H,767
01/30/2019 15H,862
01/30/2019 14H,725
01/30/2019 13H,614
01/30/2019 12H,643
01/30/2019 11H,698
01/30/2019 10H,606
01/30/2019 09H,885
01/30/2019 08H,877
01/30/2019 07H,1006
01/30/2019 06H,1000
01/30/2019 05H,969
01/30/2019 04H,806
01/30/2019 03H,607
01/30/2019 02H,612
01/30/2019 01H,632
01/30/2019 00H,454
01/29/2019 23H,307
01/29/2019 22H,261
01/29/2019 21H,256
01/29/2019 20H,347
01/29/2019 19H,523
01/29/2019 18H,810
01/29/2019 17H,1026
01/29/2019 16H,1059
01/29/2019 15H,1066
01/29/2019 14H,1044
01/29/2019 13H,1118
01/29/2019 12H,1270
01/29/2019 11H,1171
01/29/2019 10H,1103
01/29/2019 09H,1138
01/29/2019 08H,1246
01/29/2019 07H,1295
01/29/2019 06H,1251
01/29/2019 05H,1247
01/29/2019 04H,1371
01/29/2019 03H,1310
01/29/2019 02H,1027
01/29/2019 01H,769
01/29/2019 00H,560
01/28/2019 23H,488
01/28/2019 22H,354
01/28/2019 21H,252
01/28/2019 20H,276
01/28/2019 19H,206
01/28/2019 18H,218
01/28/2019 17H,154
01/28/2019 16H,114
01/28/2019 15H,92
01/28/2019 14H,112
01/28/2019 13H,70
01/28/2019 12H,96
01/28/2019 11H,83
01/28/2019 10H,103
01/28/2019 09H,104
01/28/2019 08H,74
01/28/2019 07H,99
01/28/2019 06H,129
01/28/2019 05H,256
01/28/2019 04H,373
01/28/2019 03H,601
01/28/2019 02H,867
01/28/2019 01H,1064
01/28/2019 00H,1097
01/27/2019 23H,1128
01/27/2019 22H,1073
01/27/2019 21H,1017
01/27/2019 20H,1073
01/27/2019 19H,1289
01/27/2019 18H,1325
01/27/2019 17H,1344
01/27/2019 16H,1392
01/27/2019 15H,1495
01/27/2019 14H,1515
01/27/2019 13H,1423
01/27/2019 12H,1078
01/27/2019 11H,929
01/27/2019 10H,998
