Net generation from natural gas for New York (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390113&sdid=EBA.NY-ALL.NG.NG.H
19:17:26 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.NG.NG.H megawatthours
11/30/2018 10H,2743
11/30/2018 09H,2509
11/30/2018 08H,2623
11/30/2018 07H,2619
11/30/2018 06H,2713
11/30/2018 05H,3123
11/30/2018 04H,4713
11/30/2018 03H,5956
11/30/2018 02H,6810
11/30/2018 01H,6966
11/30/2018 00H,7463
11/29/2018 23H,7594
11/29/2018 22H,6555
11/29/2018 21H,5866
11/29/2018 20H,5591
11/29/2018 19H,5825
11/29/2018 18H,6115
11/29/2018 17H,6477
11/29/2018 16H,6500
11/29/2018 15H,6229
11/29/2018 14H,6225
11/29/2018 13H,6303
11/29/2018 12H,5119
11/29/2018 11H,3665
11/29/2018 10H,2764
11/29/2018 09H,2529
11/29/2018 08H,2422
11/29/2018 07H,2515
11/29/2018 06H,2723
11/29/2018 05H,3064
11/29/2018 04H,4134
11/29/2018 03H,4953
11/29/2018 02H,6059
11/29/2018 01H,6620
11/29/2018 00H,7096
11/28/2018 23H,7424
11/28/2018 22H,6956
11/28/2018 21H,5597
11/28/2018 20H,5538
11/28/2018 19H,5302
11/28/2018 18H,5339
11/28/2018 17H,4996
11/28/2018 16H,5238
11/28/2018 15H,5111
11/28/2018 14H,5087
11/28/2018 13H,4958
11/28/2018 12H,4118
11/28/2018 11H,2905
11/28/2018 10H,2312
11/28/2018 09H,2202
11/28/2018 08H,2283
11/28/2018 07H,2288
11/28/2018 06H,2351
11/28/2018 05H,2761
11/28/2018 04H,3990
11/28/2018 03H,5491
11/28/2018 02H,6068
11/28/2018 01H,6765
11/28/2018 00H,6903
11/27/2018 23H,7195
11/27/2018 22H,6561
11/27/2018 21H,5584
11/27/2018 20H,5408
11/27/2018 19H,5236
11/27/2018 18H,5173
11/27/2018 17H,5396
11/27/2018 16H,5750
11/27/2018 15H,5398
11/27/2018 14H,5615
11/27/2018 13H,5191
11/27/2018 12H,3982
11/27/2018 11H,2799
11/27/2018 10H,2211
11/27/2018 09H,1871
11/27/2018 08H,1842
11/27/2018 07H,1838
11/27/2018 06H,2070
11/27/2018 05H,2522
11/27/2018 04H,3617
11/27/2018 03H,4441
11/27/2018 02H,5593
11/27/2018 01H,6111
11/27/2018 00H,6484
11/26/2018 23H,6745
11/26/2018 22H,6345
11/26/2018 21H,5705
11/26/2018 20H,5475
11/26/2018 19H,5486
11/26/2018 18H,5541
11/26/2018 17H,5639
11/26/2018 16H,5770
11/26/2018 15H,5688
11/26/2018 14H,5363
11/26/2018 13H,5020
11/26/2018 12H,4182
11/26/2018 11H,3208
11/26/2018 10H,2655
11/26/2018 09H,2459
11/26/2018 08H,2471
11/26/2018 07H,2564
11/26/2018 06H,2657
11/26/2018 05H,3207
11/26/2018 04H,3948
11/26/2018 03H,4513
11/26/2018 02H,5243
11/26/2018 01H,5671
11/26/2018 00H,6203
11/25/2018 23H,6294
11/25/2018 22H,5342
11/25/2018 21H,4754
11/25/2018 20H,4365
11/25/2018 19H,4233
11/25/2018 18H,4286
11/25/2018 17H,4488
11/25/2018 16H,4325
11/25/2018 15H,4470
11/25/2018 14H,4148
11/25/2018 13H,3483
11/25/2018 12H,3392
11/25/2018 11H,3270
11/25/2018 10H,2858
11/25/2018 09H,2991
11/25/2018 08H,2639
11/25/2018 07H,2718
11/25/2018 06H,3011
11/25/2018 05H,3416
11/25/2018 04H,3536
11/25/2018 03H,4358
11/25/2018 02H,4928
11/25/2018 01H,5431
11/25/2018 00H,5725
11/24/2018 23H,5893
11/24/2018 22H,5502
11/24/2018 21H,4818
11/24/2018 20H,4485
11/24/2018 19H,4492
11/24/2018 18H,4769
11/24/2018 17H,5036
11/24/2018 16H,5051
11/24/2018 15H,5161
11/24/2018 14H,4970
11/24/2018 13H,4628
11/24/2018 12H,4163
11/24/2018 11H,3880
11/24/2018 10H,3464
11/24/2018 09H,3355
11/24/2018 08H,3302
11/24/2018 07H,3410
11/24/2018 06H,3883
11/24/2018 05H,4459
11/24/2018 04H,4873
11/24/2018 03H,5423
11/24/2018 02H,5802
11/24/2018 01H,5649
11/24/2018 00H,5704
11/23/2018 23H,5882
11/23/2018 22H,5849
11/23/2018 21H,5310
11/23/2018 20H,4809
11/23/2018 19H,4915
11/23/2018 18H,5046
11/23/2018 17H,5445
11/23/2018 16H,5333
11/23/2018 15H,5401
11/23/2018 14H,5488
11/23/2018 13H,5271
11/23/2018 12H,4780
11/23/2018 11H,4414
11/23/2018 10H,3857
11/23/2018 09H,3484
11/23/2018 08H,3659
11/23/2018 07H,4206
11/23/2018 06H,4328
11/23/2018 05H,4183
11/23/2018 04H,4618
11/23/2018 03H,5482
11/23/2018 02H,5750
11/23/2018 01H,5620
11/23/2018 00H,5666
11/22/2018 23H,5598
11/22/2018 22H,5526
11/22/2018 21H,4969
11/22/2018 20H,4907
11/22/2018 19H,5212
11/22/2018 18H,5371
11/22/2018 17H,5246
11/22/2018 16H,5127
11/22/2018 15H,5387
11/22/2018 14H,5443
11/22/2018 13H,4987
11/22/2018 12H,4410
11/22/2018 11H,3783
11/22/2018 10H,3483
11/22/2018 09H,3512
11/22/2018 08H,3587
11/22/2018 07H,3821
11/22/2018 06H,4214
11/22/2018 05H,4522
11/22/2018 04H,4755
11/22/2018 03H,5647
11/22/2018 02H,6105
11/22/2018 01H,6364
11/22/2018 00H,6670
11/21/2018 23H,6682
11/21/2018 22H,6179
11/21/2018 21H,5489
11/21/2018 20H,5304
11/21/2018 19H,5373
11/21/2018 18H,5401
11/21/2018 17H,5525
11/21/2018 16H,5525
11/21/2018 15H,5273
11/21/2018 14H,5267
11/21/2018 13H,5203
11/21/2018 12H,4927
11/21/2018 11H,3745
11/21/2018 10H,3014
11/21/2018 09H,2907
11/21/2018 08H,2938
11/21/2018 07H,3018
11/21/2018 06H,3252
11/21/2018 05H,3817
11/21/2018 04H,4620
11/21/2018 03H,5446
11/21/2018 02H,6470
11/21/2018 01H,6678
11/21/2018 00H,6924
11/20/2018 23H,7226
11/20/2018 22H,6666
11/20/2018 21H,5814
11/20/2018 20H,5583
11/20/2018 19H,5598
11/20/2018 18H,5893
11/20/2018 17H,6014
11/20/2018 16H,6199
11/20/2018 15H,5951
11/20/2018 14H,6067
11/20/2018 13H,6220
11/20/2018 12H,5322
11/20/2018 11H,4012
11/20/2018 10H,3200
11/20/2018 09H,3078
11/20/2018 08H,2957
11/20/2018 07H,3047
11/20/2018 06H,3185
11/20/2018 05H,3703
11/20/2018 04H,4686
11/20/2018 03H,5932
11/20/2018 02H,6823
11/20/2018 01H,6970
11/20/2018 00H,6916
11/19/2018 23H,6737
11/19/2018 22H,6192
11/19/2018 21H,5972
11/19/2018 20H,5719
11/19/2018 19H,5705
11/19/2018 18H,5753
11/19/2018 17H,5829
11/19/2018 16H,5983
11/19/2018 15H,5904
11/19/2018 14H,6085
11/19/2018 13H,5902
11/19/2018 12H,5305
11/19/2018 11H,3785
11/19/2018 10H,3182
11/19/2018 09H,2922
11/19/2018 08H,2884
11/19/2018 07H,2939
11/19/2018 06H,3006
11/19/2018 05H,3511
11/19/2018 04H,4377
11/19/2018 03H,5000
11/19/2018 02H,5507
11/19/2018 01H,5812
11/19/2018 00H,6252
11/18/2018 23H,6280
11/18/2018 22H,5754
11/18/2018 21H,5290
11/18/2018 20H,4984
11/18/2018 19H,4780
11/18/2018 18H,4835
11/18/2018 17H,4896
11/18/2018 16H,4909
11/18/2018 15H,4656
11/18/2018 14H,4244
11/18/2018 13H,3673
11/18/2018 12H,3452
11/18/2018 11H,2945
11/18/2018 10H,2725
11/18/2018 09H,2812
11/18/2018 08H,2715
11/18/2018 07H,2792
11/18/2018 06H,2948
11/18/2018 05H,3505
11/18/2018 04H,4162
11/18/2018 03H,5106
11/18/2018 02H,5363
11/18/2018 01H,5195
11/18/2018 00H,5565
11/17/2018 23H,5527
11/17/2018 22H,5089
11/17/2018 21H,4629
11/17/2018 20H,4371
11/17/2018 19H,4323
11/17/2018 18H,4722
11/17/2018 17H,4873
11/17/2018 16H,4752
11/17/2018 15H,4774
11/17/2018 14H,4674
11/17/2018 13H,4029
11/17/2018 12H,3739
11/17/2018 11H,3133
11/17/2018 10H,2901
11/17/2018 09H,2951
11/17/2018 08H,2929
11/17/2018 07H,3156
11/17/2018 06H,3378
11/17/2018 05H,3706
11/17/2018 04H,4348
11/17/2018 03H,4886
11/17/2018 02H,5201
11/17/2018 01H,5885
11/17/2018 00H,6279
11/16/2018 23H,6635
11/16/2018 22H,6068
11/16/2018 21H,5904
11/16/2018 20H,6122
11/16/2018 19H,6379
11/16/2018 18H,6281
11/16/2018 17H,6466
11/16/2018 16H,6524
11/16/2018 15H,6507
11/16/2018 14H,6591
11/16/2018 13H,6331
11/16/2018 12H,5732
11/16/2018 11H,4634
11/16/2018 10H,4049
11/16/2018 09H,3650
11/16/2018 08H,3948
11/16/2018 07H,4330
11/16/2018 06H,4599
11/16/2018 05H,5031
11/16/2018 04H,5954
11/16/2018 03H,6490
11/16/2018 02H,7671
11/16/2018 01H,8516
11/16/2018 00H,8638
11/15/2018 23H,8457
11/15/2018 22H,7791
11/15/2018 21H,7034
11/15/2018 20H,6950
11/15/2018 19H,6830
11/15/2018 18H,6945
11/15/2018 17H,6986
11/15/2018 16H,6855
11/15/2018 15H,5882
11/15/2018 14H,6076
11/15/2018 13H,6692
11/15/2018 12H,5794
11/15/2018 11H,4409
11/15/2018 10H,3569
11/15/2018 09H,3187
11/15/2018 08H,3014
11/15/2018 07H,3046
11/15/2018 06H,3189
11/15/2018 05H,4164
11/15/2018 04H,5260
11/15/2018 03H,6421
11/15/2018 02H,7165
11/15/2018 01H,7416
11/15/2018 00H,7786
11/14/2018 23H,7590
11/14/2018 22H,7141
11/14/2018 21H,6682
11/14/2018 20H,6405
11/14/2018 19H,6267
11/14/2018 18H,6406
11/14/2018 17H,6312
11/14/2018 16H,6503
11/14/2018 15H,6423
11/14/2018 14H,6570
11/14/2018 13H,6749
11/14/2018 12H,5741
11/14/2018 11H,3949
11/14/2018 10H,2939
11/14/2018 09H,2584
11/14/2018 08H,2551
11/14/2018 07H,2598
11/14/2018 06H,2766
11/14/2018 05H,3352
11/14/2018 04H,4031
11/14/2018 03H,5270
11/14/2018 02H,6529
11/14/2018 01H,6957
11/14/2018 00H,7076
11/13/2018 23H,6983
11/13/2018 22H,6496
11/13/2018 21H,6245
11/13/2018 20H,6448
11/13/2018 19H,6862
11/13/2018 18H,6668
11/13/2018 17H,6353
11/13/2018 16H,6655
11/13/2018 15H,6119
11/13/2018 14H,6547
11/13/2018 13H,6444
11/13/2018 12H,5404
11/13/2018 11H,3706
11/13/2018 10H,2821
11/13/2018 09H,2553
11/13/2018 08H,2531
11/13/2018 07H,2697
11/13/2018 06H,2977
11/13/2018 05H,3561
11/13/2018 04H,4533
11/13/2018 03H,5962
11/13/2018 02H,6892
11/13/2018 01H,7696
11/13/2018 00H,8187
11/12/2018 23H,8141
11/12/2018 22H,7333
11/12/2018 21H,6801
11/12/2018 20H,6433
11/12/2018 19H,6347
11/12/2018 18H,6046
11/12/2018 17H,6079
11/12/2018 16H,5852
11/12/2018 15H,5900
11/12/2018 14H,5955
11/12/2018 13H,5804
11/12/2018 12H,5113
11/12/2018 11H,4097
11/12/2018 10H,3109
11/12/2018 09H,2876
11/12/2018 08H,2796
11/12/2018 07H,2814
11/12/2018 06H,3002
11/12/2018 05H,3436
11/12/2018 04H,4071
11/12/2018 03H,4934
11/12/2018 02H,5547
11/12/2018 01H,5698
11/12/2018 00H,5616
11/11/2018 23H,5527
11/11/2018 22H,4920
11/11/2018 21H,4141
11/11/2018 20H,3597
11/11/2018 19H,3383
11/11/2018 18H,3348
11/11/2018 17H,3367
11/11/2018 16H,3518
11/11/2018 15H,3851
11/11/2018 14H,3769
11/11/2018 13H,3577
11/11/2018 12H,3291
11/11/2018 11H,3061
11/11/2018 10H,2637
11/11/2018 09H,2656
11/11/2018 08H,2542
11/11/2018 07H,3250
11/11/2018 06H,2849
11/11/2018 05H,3328
11/11/2018 04H,3868
11/11/2018 03H,4442
11/11/2018 02H,4598
11/11/2018 01H,4638
11/11/2018 00H,4812
11/10/2018 23H,4688
11/10/2018 22H,4069
11/10/2018 21H,3623
11/10/2018 20H,3564
11/10/2018 19H,3491
11/10/2018 18H,3653
11/10/2018 17H,3779
11/10/2018 16H,3797
11/10/2018 15H,3475
11/10/2018 14H,3344
11/10/2018 13H,3064
11/10/2018 12H,2719
11/10/2018 11H,2478
11/10/2018 10H,2253
11/10/2018 09H,2151
11/10/2018 08H,2275
11/10/2018 07H,2351
11/10/2018 06H,2475
11/10/2018 05H,2511
11/10/2018 04H,3162
11/10/2018 03H,3882
11/10/2018 02H,4592
11/10/2018 01H,5285
11/10/2018 00H,5506
11/9/2018 23H,5589
11/9/2018 22H,5502
11/9/2018 21H,5500
11/9/2018 20H,5262
11/9/2018 19H,5256
11/9/2018 18H,5402
11/9/2018 17H,5544
11/9/2018 16H,5536
11/9/2018 15H,5229
11/9/2018 14H,4993
11/9/2018 13H,5084
11/9/2018 12H,4350
11/9/2018 11H,3261
11/9/2018 10H,2487
11/9/2018 09H,2053
11/9/2018 08H,2108
11/9/2018 07H,2145
11/9/2018 06H,2162
11/9/2018 05H,2297
11/9/2018 04H,3479
11/9/2018 03H,4592
11/9/2018 02H,5061
11/9/2018 01H,5528
11/9/2018 00H,6319
11/8/2018 23H,6209
11/8/2018 22H,5100
11/8/2018 21H,4704
11/8/2018 20H,4686
11/8/2018 19H,4566
11/8/2018 18H,4649
11/8/2018 17H,4652
11/8/2018 16H,4895
11/8/2018 15H,4658
11/8/2018 14H,4941
11/8/2018 13H,4604
11/8/2018 12H,4153
11/8/2018 11H,3110
11/8/2018 10H,2462
11/8/2018 09H,2140
11/8/2018 08H,2077
11/8/2018 07H,2074
11/8/2018 06H,2203
11/8/2018 05H,2341
11/8/2018 04H,3113
11/8/2018 03H,4144
11/8/2018 02H,4842
11/8/2018 01H,5245
11/8/2018 00H,5504
11/7/2018 23H,5273
11/7/2018 22H,4973
11/7/2018 21H,4454
11/7/2018 20H,4261
11/7/2018 19H,4142
11/7/2018 18H,4126
11/7/2018 17H,4075
11/7/2018 16H,4107
11/7/2018 15H,4180
11/7/2018 14H,4440
11/7/2018 13H,4206
11/7/2018 12H,3549
11/7/2018 11H,2629
11/7/2018 10H,2202
11/7/2018 09H,2135
11/7/2018 08H,2137
11/7/2018 07H,2176
11/7/2018 06H,2193
11/7/2018 05H,2571
11/7/2018 04H,3297
11/7/2018 03H,4142
11/7/2018 02H,5249
11/7/2018 01H,5837
11/7/2018 00H,6356
11/6/2018 23H,6249
11/6/2018 22H,5930
11/6/2018 21H,5535
11/6/2018 20H,5411
11/6/2018 19H,5602
11/6/2018 18H,5474
11/6/2018 17H,5559
11/6/2018 16H,5347
11/6/2018 15H,5158
11/6/2018 14H,4947
11/6/2018 13H,4715
11/6/2018 12H,4164
11/6/2018 11H,3064
11/6/2018 10H,2460
11/6/2018 09H,2311
11/6/2018 08H,2297
11/6/2018 07H,2310
11/6/2018 06H,2502
11/6/2018 05H,3072
11/6/2018 04H,3980
11/6/2018 03H,4835
11/6/2018 02H,5602
11/6/2018 01H,6115
11/6/2018 00H,6563
11/5/2018 23H,6358
11/5/2018 22H,6089
11/5/2018 21H,5821
11/5/2018 20H,5696
11/5/2018 19H,5420
11/5/2018 18H,5317
11/5/2018 17H,5277
11/5/2018 16H,5563
11/5/2018 15H,5484
11/5/2018 14H,5087
11/5/2018 13H,5007
11/5/2018 12H,4511
11/5/2018 11H,3527
11/5/2018 10H,3096
11/5/2018 09H,3040
11/5/2018 08H,2915
11/5/2018 07H,2976
11/5/2018 06H,3057
11/5/2018 05H,3096
11/5/2018 04H,3358
11/5/2018 03H,3710
11/5/2018 02H,4856
11/5/2018 01H,5400
11/5/2018 00H,5546
11/4/2018 23H,5020
11/4/2018 22H,4592
11/4/2018 21H,4408
11/4/2018 20H,4261
11/4/2018 19H,4097
11/4/2018 18H,3846
11/4/2018 17H,3883
11/4/2018 16H,4083
11/4/2018 15H,4278
11/4/2018 14H,4215
11/4/2018 13H,3742
11/4/2018 12H,3319
11/4/2018 11H,3042
11/4/2018 10H,2844
11/4/2018 09H,2742
11/4/2018 08H,2740
11/4/2018 07H,2861
11/4/2018 06H,2958
11/4/2018 05H,3017
11/4/2018 04H,3331
11/4/2018 03H,3768
11/4/2018 02H,4652
11/4/2018 01H,4978
11/4/2018 00H,5085
11/3/2018 23H,4907
11/3/2018 22H,4335
11/3/2018 21H,4129
11/3/2018 20H,3898
11/3/2018 19H,3727
11/3/2018 18H,3895
11/3/2018 17H,4396
11/3/2018 16H,5034
11/3/2018 15H,5509
11/3/2018 14H,5045
11/3/2018 13H,4660
11/3/2018 12H,4275
11/3/2018 11H,3902
11/3/2018 10H,3154
11/3/2018 09H,2896
11/3/2018 08H,2898
11/3/2018 07H,2950
11/3/2018 06H,3175
11/3/2018 05H,3480
11/3/2018 04H,3540
11/3/2018 03H,3806
11/3/2018 02H,4723
11/3/2018 01H,5220
11/3/2018 00H,5496
11/2/2018 23H,5754
11/2/2018 22H,5702
11/2/2018 21H,5346
11/2/2018 20H,5492
11/2/2018 19H,5456
11/2/2018 18H,5964
11/2/2018 17H,5831
11/2/2018 16H,5686
11/2/2018 15H,5545
11/2/2018 14H,5166
11/2/2018 13H,5262
11/2/2018 12H,5178
11/2/2018 11H,4108
11/2/2018 10H,3036
11/2/2018 09H,2569
11/2/2018 08H,2498
11/2/2018 07H,2484
11/2/2018 06H,2475
11/2/2018 05H,2743
11/2/2018 04H,2952
11/2/2018 03H,3746
11/2/2018 02H,4883
11/2/2018 01H,5317
11/2/2018 00H,5494
11/1/2018 23H,5582
11/1/2018 22H,5362
11/1/2018 21H,5397
11/1/2018 20H,5381
11/1/2018 19H,5286
11/1/2018 18H,5048
11/1/2018 17H,5128
11/1/2018 16H,5182
11/1/2018 15H,5201
11/1/2018 14H,5188
11/1/2018 13H,5043
11/1/2018 12H,4654
11/1/2018 11H,4062
11/1/2018 10H,3069
11/1/2018 09H,2421
11/1/2018 08H,2205
11/1/2018 07H,2221
11/1/2018 06H,2308
11/1/2018 05H,2513
11/1/2018 04H,3024
11/1/2018 03H,3558
11/1/2018 02H,4834
11/1/2018 01H,5414
11/1/2018 00H,5714
10/31/2018 23H,5926
10/31/2018 22H,5612
10/31/2018 21H,5275
10/31/2018 20H,5139
10/31/2018 19H,5096
10/31/2018 18H,5243
10/31/2018 17H,5528
10/31/2018 16H,5569
10/31/2018 15H,5595
10/31/2018 14H,5666
10/31/2018 13H,5428
10/31/2018 12H,5313
10/31/2018 11H,4549
10/31/2018 10H,3480
10/31/2018 09H,2877
10/31/2018 08H,2568
10/31/2018 07H,2563
10/31/2018 06H,2575
10/31/2018 05H,2660
10/31/2018 04H,3366
10/31/2018 03H,4338
10/31/2018 02H,5714
10/31/2018 01H,6275
10/31/2018 00H,6627
10/30/2018 23H,6976
10/30/2018 22H,6573
10/30/2018 21H,6120
10/30/2018 20H,5808
10/30/2018 19H,5463
10/30/2018 18H,5549
10/30/2018 17H,5897
10/30/2018 16H,6018
10/30/2018 15H,6382
10/30/2018 14H,6375
10/30/2018 13H,6338
10/30/2018 12H,6107
10/30/2018 11H,4978
10/30/2018 10H,3887
10/30/2018 09H,3249
10/30/2018 08H,2995
10/30/2018 07H,2980
10/30/2018 06H,3016
10/30/2018 05H,3248
10/30/2018 04H,3898
10/30/2018 03H,4917
10/30/2018 02H,5779
10/30/2018 01H,6356
10/30/2018 00H,6851
10/29/2018 23H,6982
10/29/2018 22H,6564
10/29/2018 21H,5966
10/29/2018 20H,5914
10/29/2018 19H,5756
10/29/2018 18H,5886
10/29/2018 17H,5902
10/29/2018 16H,5789
10/29/2018 15H,5967
10/29/2018 14H,5911
10/29/2018 13H,5813
10/29/2018 12H,5889
10/29/2018 11H,5342
10/29/2018 10H,4264
10/29/2018 09H,3596
10/29/2018 08H,3395
10/29/2018 07H,3418
10/29/2018 06H,3526
10/29/2018 05H,3693
10/29/2018 04H,4434
10/29/2018 03H,4639
10/29/2018 02H,4939
10/29/2018 01H,5654
10/29/2018 00H,6134
10/28/2018 23H,6046
10/28/2018 22H,5547
10/28/2018 21H,5224
10/28/2018 20H,5297
10/28/2018 19H,5207
10/28/2018 18H,5265
10/28/2018 17H,5368
10/28/2018 16H,5684
10/28/2018 15H,5701
10/28/2018 14H,5368
10/28/2018 13H,4857
10/28/2018 12H,4375
10/28/2018 11H,4208
10/28/2018 10H,4056
10/28/2018 09H,3983
10/28/2018 08H,3920
10/28/2018 07H,4228
10/28/2018 06H,4836
10/28/2018 05H,4972
10/28/2018 04H,5088
10/28/2018 03H,5231
10/28/2018 02H,5422
10/28/2018 01H,5844
10/28/2018 00H,6185
10/27/2018 23H,6204
10/27/2018 22H,5603
10/27/2018 21H,5629
10/27/2018 20H,5648
10/27/2018 19H,5863
10/27/2018 18H,6086
10/27/2018 17H,6081
10/27/2018 16H,6074
10/27/2018 15H,5851
10/27/2018 14H,5762
10/27/2018 13H,5354
10/27/2018 12H,4914
10/27/2018 11H,4235
10/27/2018 10H,3747
10/27/2018 09H,3448
10/27/2018 08H,3631
10/27/2018 07H,3732
10/27/2018 06H,3809
10/27/2018 05H,3934
10/27/2018 04H,4728
10/27/2018 03H,5176
10/27/2018 02H,5986
10/27/2018 01H,6411
10/27/2018 00H,6276
10/26/2018 23H,6331
10/26/2018 22H,6250
10/26/2018 21H,5972
10/26/2018 20H,5979
10/26/2018 19H,6033
10/26/2018 18H,5984
10/26/2018 17H,5916
10/26/2018 16H,5909
10/26/2018 15H,6315
10/26/2018 14H,6721
10/26/2018 13H,6803
10/26/2018 12H,6442
10/26/2018 11H,5531
10/26/2018 10H,4433
10/26/2018 09H,3818
10/26/2018 08H,3519
10/26/2018 07H,3468
10/26/2018 06H,3602
10/26/2018 05H,3677
10/26/2018 04H,4783
10/26/2018 03H,5716
10/26/2018 02H,6497
10/26/2018 01H,7050
10/26/2018 00H,7243
10/25/2018 23H,7227
10/25/2018 22H,6830
10/25/2018 21H,6402
10/25/2018 20H,6067
10/25/2018 19H,5756
10/25/2018 18H,5812
10/25/2018 17H,6004
10/25/2018 16H,6213
10/25/2018 15H,6118
10/25/2018 14H,6280
10/25/2018 13H,6285
10/25/2018 12H,6529
10/25/2018 11H,5669
10/25/2018 10H,4649
10/25/2018 09H,3971
10/25/2018 08H,3705
10/25/2018 07H,3670
10/25/2018 06H,3877
10/25/2018 05H,4057
10/25/2018 04H,4639
10/25/2018 03H,5144
10/25/2018 02H,6227
10/25/2018 01H,6915
10/25/2018 00H,7371
10/24/2018 23H,7027
10/24/2018 22H,6799
10/24/2018 21H,6421
10/24/2018 20H,6124
10/24/2018 19H,6197
10/24/2018 18H,6311
10/24/2018 17H,6636
10/24/2018 16H,6632
10/24/2018 15H,6601
10/24/2018 14H,6467
10/24/2018 13H,6791
10/24/2018 12H,6917
10/24/2018 11H,5758
10/24/2018 10H,4570
10/24/2018 09H,3568
10/24/2018 08H,3199
10/24/2018 07H,3235
10/24/2018 06H,3450
10/24/2018 05H,3852
10/24/2018 04H,4127
10/24/2018 03H,4952
10/24/2018 02H,6075
10/24/2018 01H,7102
10/24/2018 00H,7219
10/23/2018 23H,6714
10/23/2018 22H,6289
10/23/2018 21H,5977
10/23/2018 20H,5813
10/23/2018 19H,5725
10/23/2018 18H,5914
10/23/2018 17H,5994
10/23/2018 16H,6121
10/23/2018 15H,6354
10/23/2018 14H,6297
10/23/2018 13H,6170
10/23/2018 12H,6101
10/23/2018 11H,5551
10/23/2018 10H,4147
10/23/2018 09H,3679
10/23/2018 08H,3618
10/23/2018 07H,3532
10/23/2018 06H,3527
10/23/2018 05H,3798
10/23/2018 04H,4649
10/23/2018 03H,5196
10/23/2018 02H,6070
10/23/2018 01H,6730
10/23/2018 00H,6777
10/22/2018 23H,7089
10/22/2018 22H,6712
10/22/2018 21H,6235
10/22/2018 20H,6006
10/22/2018 19H,5777
10/22/2018 18H,5602
10/22/2018 17H,5653
10/22/2018 16H,5752
10/22/2018 15H,6001
10/22/2018 14H,6165
10/22/2018 13H,6244
10/22/2018 12H,6495
10/22/2018 11H,6023
10/22/2018 10H,4643
10/22/2018 09H,3862
10/22/2018 08H,3682
10/22/2018 07H,3685
10/22/2018 06H,3596
10/22/2018 05H,3851
10/22/2018 04H,4136
10/22/2018 03H,4521
10/22/2018 02H,5210
10/22/2018 01H,5768
10/22/2018 00H,6007
10/21/2018 23H,5677
10/21/2018 22H,5076
10/21/2018 21H,4487
10/21/2018 20H,4049
10/21/2018 19H,4001
10/21/2018 18H,4054
10/21/2018 17H,4322
10/21/2018 16H,4468
10/21/2018 15H,4452
10/21/2018 14H,4511
10/21/2018 13H,4179
10/21/2018 12H,3847
10/21/2018 11H,3188
10/21/2018 10H,2921
10/21/2018 09H,2748
10/21/2018 08H,2605
10/21/2018 07H,2567
10/21/2018 06H,2614
10/21/2018 05H,2772
10/21/2018 04H,3481
10/21/2018 03H,4042
10/21/2018 02H,4761
10/21/2018 01H,5268
10/21/2018 00H,5615
10/20/2018 23H,5631
10/20/2018 22H,5028
10/20/2018 21H,4508
10/20/2018 20H,4151
10/20/2018 19H,4078
10/20/2018 18H,4219
10/20/2018 17H,4429
10/20/2018 16H,4562
10/20/2018 15H,4324
10/20/2018 14H,4150
10/20/2018 13H,3929
10/20/2018 12H,3945
10/20/2018 11H,3300
10/20/2018 10H,2893
10/20/2018 09H,2729
10/20/2018 08H,2604
10/20/2018 07H,2741
10/20/2018 06H,2909
10/20/2018 05H,3259
10/20/2018 04H,3491
10/20/2018 03H,4128
10/20/2018 02H,4720
10/20/2018 01H,5133
10/20/2018 00H,5415
10/19/2018 23H,5394
10/19/2018 22H,5326
10/19/2018 21H,5046
10/19/2018 20H,5032
10/19/2018 19H,4823
10/19/2018 18H,4820
10/19/2018 17H,5003
10/19/2018 16H,5129
10/19/2018 15H,5555
10/19/2018 14H,5571
10/19/2018 13H,5897
10/19/2018 12H,6154
10/19/2018 11H,5537
10/19/2018 10H,3910
10/19/2018 09H,3327
10/19/2018 08H,3192
10/19/2018 07H,3224
10/19/2018 06H,3208
10/19/2018 05H,3718
10/19/2018 04H,4368
10/19/2018 03H,4740
10/19/2018 02H,5527
10/19/2018 01H,6279
10/19/2018 00H,6664
10/18/2018 23H,6396
10/18/2018 22H,6030
10/18/2018 21H,5293
10/18/2018 20H,5064
10/18/2018 19H,5072
10/18/2018 18H,5254
10/18/2018 17H,5215
10/18/2018 16H,5335
10/18/2018 15H,5381
10/18/2018 14H,5314
10/18/2018 13H,5701
10/18/2018 12H,5872
10/18/2018 11H,5091
10/18/2018 10H,3886
10/18/2018 09H,3319
10/18/2018 08H,3110
10/18/2018 07H,3269
10/18/2018 06H,3475
10/18/2018 05H,3727
10/18/2018 04H,3892
10/18/2018 03H,4619
10/18/2018 02H,5288
10/18/2018 01H,5737
10/18/2018 00H,5993
10/17/2018 23H,6006
10/17/2018 22H,5808
10/17/2018 21H,5396
10/17/2018 20H,5355
10/17/2018 19H,5095
10/17/2018 18H,4922
10/17/2018 17H,4972
10/17/2018 16H,5022
10/17/2018 15H,5119
10/17/2018 14H,4875
10/17/2018 13H,5166
10/17/2018 12H,5299
10/17/2018 11H,4785
10/17/2018 10H,3673
10/17/2018 09H,3160
10/17/2018 08H,2866
10/17/2018 07H,2807
10/17/2018 06H,2855
10/17/2018 05H,3297
10/17/2018 04H,3714
10/17/2018 03H,4326
10/17/2018 02H,5390
