Net generation from natural gas for New York (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390113&sdid=EBA.NY-ALL.NG.NG.H
19:17:26 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.NG.NG.H megawatthours
12/14/2020 13H,5642
12/14/2020 12H,4668
12/14/2020 11H,4319
12/14/2020 10H,3679
12/14/2020 09H,3517
12/14/2020 08H,3361
12/14/2020 07H,3538
12/14/2020 06H,3625
12/14/2020 05H,4290
12/14/2020 04H,4981
12/14/2020 03H,5643
12/14/2020 02H,6239
12/14/2020 01H,6149
12/14/2020 00H,6134
12/13/2020 23H,6314
12/13/2020 22H,5675
12/13/2020 21H,5092
12/13/2020 20H,4552
12/13/2020 19H,4587
12/13/2020 18H,4329
12/13/2020 17H,4142
12/13/2020 16H,4192
12/13/2020 15H,4336
12/13/2020 14H,4148
12/13/2020 13H,3789
12/13/2020 12H,3229
12/13/2020 11H,2906
12/13/2020 10H,2694
12/13/2020 09H,2645
12/13/2020 08H,2515
12/13/2020 07H,2602
12/13/2020 06H,2965
12/13/2020 05H,3600
12/13/2020 04H,4448
12/13/2020 03H,5144
12/13/2020 02H,5684
12/13/2020 01H,5764
12/13/2020 00H,5955
12/12/2020 23H,5738
12/12/2020 22H,5460
12/12/2020 21H,5217
12/12/2020 20H,4980
12/12/2020 19H,4986
12/12/2020 18H,4970
12/12/2020 17H,4939
12/12/2020 16H,4914
12/12/2020 15H,4712
12/12/2020 14H,4569
12/12/2020 13H,3936
12/12/2020 12H,3368
12/12/2020 11H,2962
12/12/2020 10H,2774
12/12/2020 09H,2731
12/12/2020 08H,2857
12/12/2020 07H,3074
12/12/2020 06H,3240
12/12/2020 05H,3651
12/12/2020 04H,4062
12/12/2020 03H,5081
12/12/2020 02H,5865
12/12/2020 01H,6570
12/12/2020 00H,6560
12/11/2020 23H,6520
12/11/2020 22H,5964
12/11/2020 21H,5588
12/11/2020 20H,5326
12/11/2020 19H,5050
12/11/2020 18H,4921
12/11/2020 17H,5136
12/11/2020 16H,5392
12/11/2020 15H,5669
12/11/2020 14H,5780
12/11/2020 13H,5577
12/11/2020 12H,5453
12/11/2020 11H,4378
12/11/2020 10H,4041
12/11/2020 09H,3871
12/11/2020 08H,3702
12/11/2020 07H,3741
12/11/2020 06H,4172
12/11/2020 05H,4662
12/11/2020 04H,5325
12/11/2020 03H,5826
12/11/2020 02H,6732
12/11/2020 01H,7060
12/11/2020 00H,7326
12/10/2020 23H,7288
12/10/2020 22H,6538
12/10/2020 21H,5871
12/10/2020 20H,5889
12/10/2020 19H,5843
12/10/2020 18H,5890
12/10/2020 17H,5946
12/10/2020 16H,5865
12/10/2020 15H,5897
12/10/2020 14H,6027
12/10/2020 13H,6032
12/10/2020 12H,4891
12/10/2020 11H,3896
12/10/2020 10H,3313
12/10/2020 09H,3184
12/10/2020 08H,3440
12/10/2020 07H,3370
12/10/2020 06H,3979
12/10/2020 05H,4311
12/10/2020 04H,5630
12/10/2020 03H,6235
12/10/2020 02H,6663
12/10/2020 01H,6932
12/10/2020 00H,7181
12/9/2020 23H,7156
12/9/2020 22H,6788
12/9/2020 21H,6459
12/9/2020 20H,6449
12/9/2020 19H,6481
12/9/2020 18H,6378
12/9/2020 17H,6415
12/9/2020 16H,6583
12/9/2020 15H,6533
12/9/2020 14H,6411
12/9/2020 13H,5969
12/9/2020 12H,5003
12/9/2020 11H,4247
12/9/2020 10H,3889
12/9/2020 09H,3688
12/9/2020 08H,3738
12/9/2020 07H,3968
12/9/2020 06H,4229
12/9/2020 05H,4515
12/9/2020 04H,5339
12/9/2020 03H,6694
12/9/2020 02H,7427
12/9/2020 01H,7669
12/9/2020 00H,7838
12/8/2020 23H,7604
12/8/2020 22H,6791
12/8/2020 21H,6611
12/8/2020 20H,6811
12/8/2020 19H,6718
12/8/2020 18H,6676
12/8/2020 17H,6974
12/8/2020 16H,6970
12/8/2020 15H,6914
12/8/2020 14H,6878
12/8/2020 13H,6687
12/8/2020 12H,6170
12/8/2020 11H,5138
12/8/2020 10H,4552
12/8/2020 09H,4449
12/8/2020 08H,4323
12/8/2020 07H,4517
12/8/2020 06H,4676
12/8/2020 05H,5650
12/8/2020 04H,6643
12/8/2020 03H,7471
12/8/2020 02H,7866
12/8/2020 01H,8175
12/8/2020 00H,8466
12/7/2020 23H,8780
12/7/2020 22H,7986
12/7/2020 21H,7382
12/7/2020 20H,6937
12/7/2020 19H,7253
12/7/2020 18H,7261
12/7/2020 17H,7421
12/7/2020 16H,7518
12/7/2020 15H,7604
12/7/2020 14H,7565
12/7/2020 13H,7135
12/7/2020 12H,6303
12/7/2020 11H,5528
12/7/2020 10H,4442
12/7/2020 09H,3950
12/7/2020 08H,4047
12/7/2020 07H,4126
12/7/2020 06H,4699
12/7/2020 05H,5060
12/7/2020 04H,5962
12/7/2020 03H,6747
12/7/2020 02H,7019
12/7/2020 01H,7355
12/7/2020 00H,7534
12/6/2020 23H,7903
12/6/2020 22H,7082
12/6/2020 21H,6024
12/6/2020 20H,5455
12/6/2020 19H,5108
12/6/2020 18H,5223
12/6/2020 17H,5649
12/6/2020 16H,5766
12/6/2020 15H,5742
12/6/2020 14H,5463
12/6/2020 13H,5022
12/6/2020 12H,4271
12/6/2020 11H,4030
12/6/2020 10H,3819
12/6/2020 09H,3812
12/6/2020 08H,3812
12/6/2020 07H,4248
12/6/2020 06H,4341
12/6/2020 05H,5362
12/6/2020 04H,5781
12/6/2020 03H,6776
12/6/2020 02H,7269
12/6/2020 01H,7325
12/6/2020 00H,7564
12/5/2020 23H,7367
12/5/2020 22H,6941
12/5/2020 21H,6265
12/5/2020 20H,6114
12/5/2020 19H,6209
12/5/2020 18H,6168
12/5/2020 17H,6282
12/5/2020 16H,5992
12/5/2020 15H,5556
12/5/2020 14H,4850
12/5/2020 13H,4298
12/5/2020 12H,3883
12/5/2020 11H,3598
12/5/2020 10H,3381
12/5/2020 09H,3357
12/5/2020 08H,3516
12/5/2020 07H,3685
12/5/2020 06H,3872
12/5/2020 05H,4185
12/5/2020 04H,4839
12/5/2020 03H,5477
12/5/2020 02H,6106
12/5/2020 01H,6610
12/5/2020 00H,6786
12/4/2020 23H,6817
12/4/2020 22H,6594
12/4/2020 21H,6083
12/4/2020 20H,5751
12/4/2020 19H,5444
12/4/2020 18H,5455
12/4/2020 17H,5516
12/4/2020 16H,5510
12/4/2020 15H,5556
12/4/2020 14H,5435
12/4/2020 13H,5268
12/4/2020 12H,4528
12/4/2020 11H,3710
12/4/2020 10H,3245
12/4/2020 09H,3041
12/4/2020 08H,3099
12/4/2020 07H,3326
12/4/2020 06H,3702
12/4/2020 05H,4241
12/4/2020 04H,4999
12/4/2020 03H,6038
12/4/2020 02H,6668
12/4/2020 01H,7223
12/4/2020 00H,7477
12/3/2020 23H,7536
12/3/2020 22H,6963
12/3/2020 21H,6258
12/3/2020 20H,5921
12/3/2020 19H,5642
12/3/2020 18H,5581
12/3/2020 17H,5370
12/3/2020 16H,5691
12/3/2020 15H,5852
12/3/2020 14H,6016
12/3/2020 13H,5638
12/3/2020 12H,4938
12/3/2020 11H,4222
12/3/2020 10H,3632
12/3/2020 09H,3318
12/3/2020 08H,3332
12/3/2020 07H,3509
12/3/2020 06H,4148
12/3/2020 05H,5111
12/3/2020 04H,5734
12/3/2020 03H,6782
12/3/2020 02H,7723
12/3/2020 01H,7615
12/3/2020 00H,8041
12/2/2020 23H,8215
12/2/2020 22H,7404
12/2/2020 21H,7247
12/2/2020 20H,7074
12/2/2020 19H,7344
12/2/2020 18H,6838
12/2/2020 17H,6765
12/2/2020 16H,6667
12/2/2020 15H,6602
12/2/2020 14H,6790
12/2/2020 13H,6108
12/2/2020 12H,5325
12/2/2020 11H,4456
12/2/2020 10H,3913
12/2/2020 09H,3703
12/2/2020 08H,3674
12/2/2020 07H,3681
12/2/2020 06H,4074
12/2/2020 05H,4993
12/2/2020 04H,5721
12/2/2020 03H,6594
12/2/2020 02H,6757
12/2/2020 01H,7136
12/2/2020 00H,7674
12/1/2020 23H,7430
12/1/2020 22H,6818
12/1/2020 21H,6312
12/1/2020 20H,6011
12/1/2020 19H,5816
12/1/2020 18H,5563
12/1/2020 17H,5635
12/1/2020 16H,5521
12/1/2020 15H,5723
12/1/2020 14H,5478
12/1/2020 13H,5335
12/1/2020 12H,4296
12/1/2020 11H,3676
12/1/2020 10H,3429
12/1/2020 09H,3296
12/1/2020 08H,3445
12/1/2020 07H,3585
12/1/2020 06H,3889
12/1/2020 05H,4488
12/1/2020 04H,4958
12/1/2020 03H,5680
12/1/2020 02H,6403
12/1/2020 01H,7009
12/1/2020 00H,7323
11/30/2020 23H,7788
11/30/2020 22H,7171
11/30/2020 21H,6992
11/30/2020 20H,7337
11/30/2020 19H,7089
11/30/2020 18H,6776
11/30/2020 17H,6429
11/30/2020 16H,6566
11/30/2020 15H,6570
11/30/2020 14H,6239
11/30/2020 13H,5779
11/30/2020 12H,4399
11/30/2020 11H,3721
11/30/2020 10H,3232
11/30/2020 09H,3106
11/30/2020 08H,3238
11/30/2020 07H,3348
11/30/2020 06H,3574
11/30/2020 05H,3984
11/30/2020 04H,4384
11/30/2020 03H,5046
11/30/2020 02H,5419
11/30/2020 01H,5542
11/30/2020 00H,5680
11/29/2020 23H,5720
11/29/2020 22H,5272
11/29/2020 21H,4756
11/29/2020 20H,4515
11/29/2020 19H,4062
11/29/2020 18H,3871
11/29/2020 17H,3946
11/29/2020 16H,3915
11/29/2020 15H,4010
11/29/2020 14H,3940
11/29/2020 13H,3699
11/29/2020 12H,3392
11/29/2020 11H,3044
11/29/2020 10H,2885
11/29/2020 09H,2856
11/29/2020 08H,2841
11/29/2020 07H,2957
11/29/2020 06H,3253
11/29/2020 05H,3780
11/29/2020 04H,4427
11/29/2020 03H,4730
11/29/2020 02H,5350
11/29/2020 01H,5710
11/29/2020 00H,5736
11/28/2020 23H,5942
11/28/2020 22H,5346
11/28/2020 21H,5015
11/28/2020 20H,4709
11/28/2020 19H,4621
11/28/2020 18H,4531
11/28/2020 17H,4538
11/28/2020 16H,4371
11/28/2020 15H,4214
11/28/2020 14H,4021
11/28/2020 13H,3793
11/28/2020 12H,3328
11/28/2020 11H,2949
11/28/2020 10H,2836
11/28/2020 09H,2854
11/28/2020 08H,2908
11/28/2020 07H,3083
11/28/2020 06H,3144
11/28/2020 05H,3843
11/28/2020 04H,4577
11/28/2020 03H,5106
11/28/2020 02H,5312
11/28/2020 01H,5874
11/28/2020 00H,6059
11/27/2020 23H,6185
11/27/2020 22H,5810
11/27/2020 21H,5514
11/27/2020 20H,5432
11/27/2020 19H,5404
11/27/2020 18H,5346
11/27/2020 17H,5201
11/27/2020 16H,4960
11/27/2020 15H,5010
11/27/2020 14H,4766
11/27/2020 13H,4513
11/27/2020 12H,3886
11/27/2020 11H,3285
11/27/2020 10H,2882
11/27/2020 09H,2664
11/27/2020 08H,2778
11/27/2020 07H,2806
11/27/2020 06H,2899
11/27/2020 05H,3637
11/27/2020 04H,4167
11/27/2020 03H,4586
11/27/2020 02H,4690
11/27/2020 01H,4679
11/27/2020 00H,4978
11/26/2020 23H,5489
11/26/2020 22H,5205
11/26/2020 21H,5232
11/26/2020 20H,5392
11/26/2020 19H,5645
11/26/2020 18H,5445
11/26/2020 17H,5581
11/26/2020 16H,5548
11/26/2020 15H,5269
11/26/2020 14H,4793
11/26/2020 13H,4222
11/26/2020 12H,3586
11/26/2020 11H,3112
11/26/2020 10H,2936
11/26/2020 09H,2878
11/26/2020 08H,2948
11/26/2020 07H,3164
11/26/2020 06H,3609
11/26/2020 05H,4804
11/26/2020 04H,5432
11/26/2020 03H,6307
11/26/2020 02H,7078
11/26/2020 01H,7466
11/26/2020 00H,7785
11/25/2020 23H,7856
11/25/2020 22H,7397
11/25/2020 21H,7109
11/25/2020 20H,6894
11/25/2020 19H,7058
11/25/2020 18H,6967
11/25/2020 17H,6937
11/25/2020 16H,6881
11/25/2020 15H,6488
11/25/2020 14H,6434
11/25/2020 13H,6442
11/25/2020 12H,5775
11/25/2020 11H,5276
11/25/2020 10H,4716
11/25/2020 09H,4434
11/25/2020 08H,4511
11/25/2020 07H,4755
11/25/2020 06H,5126
11/25/2020 05H,5471
11/25/2020 04H,5997
11/25/2020 03H,6984
11/25/2020 02H,7874
11/25/2020 01H,8276
11/25/2020 00H,8717
11/24/2020 23H,8748
11/24/2020 22H,8070
11/24/2020 21H,7352
11/24/2020 20H,6939
11/24/2020 19H,6523
11/24/2020 18H,6299
11/24/2020 17H,6377
11/24/2020 16H,6812
11/24/2020 15H,6789
11/24/2020 14H,6504
11/24/2020 13H,6144
11/24/2020 12H,5501
11/24/2020 11H,4755
11/24/2020 10H,4266
11/24/2020 09H,4039
11/24/2020 08H,4107
11/24/2020 07H,4408
11/24/2020 06H,4665
11/24/2020 05H,5004
11/24/2020 04H,5829
11/24/2020 03H,6690
11/24/2020 02H,6773
11/24/2020 01H,6834
11/24/2020 00H,7523
11/23/2020 23H,7432
11/23/2020 22H,6869
11/23/2020 21H,6700
11/23/2020 20H,6821
11/23/2020 19H,6927
11/23/2020 18H,7207
11/23/2020 17H,7482
11/23/2020 16H,7433
11/23/2020 15H,7048
11/23/2020 14H,6655
11/23/2020 13H,5967
11/23/2020 12H,5379
11/23/2020 11H,4444
11/23/2020 10H,3797
11/23/2020 09H,3756
11/23/2020 08H,3672
11/23/2020 07H,3995
11/23/2020 06H,4120
11/23/2020 05H,4406
11/23/2020 04H,5422
11/23/2020 03H,6466
11/23/2020 02H,7257
11/23/2020 01H,7414
11/23/2020 00H,7551
11/22/2020 23H,7989
11/22/2020 22H,7425
11/22/2020 21H,7119
11/22/2020 20H,7272
11/22/2020 19H,7038
11/22/2020 18H,6878
11/22/2020 17H,6809
11/22/2020 16H,6516
11/22/2020 15H,5745
11/22/2020 14H,5343
11/22/2020 13H,4858
11/22/2020 12H,4293
11/22/2020 11H,3629
11/22/2020 10H,3462
11/22/2020 09H,3368
11/22/2020 08H,3469
11/22/2020 07H,3615
11/22/2020 06H,3911
11/22/2020 05H,5210
11/22/2020 04H,5824
11/22/2020 03H,6371
11/22/2020 02H,6650
11/22/2020 01H,6874
11/22/2020 00H,7263
11/21/2020 23H,7115
11/21/2020 22H,6642
11/21/2020 21H,6067
11/21/2020 20H,5823
11/21/2020 19H,5630
11/21/2020 18H,5547
11/21/2020 17H,5222
11/21/2020 16H,5140
11/21/2020 15H,5198
11/21/2020 14H,5135
11/21/2020 13H,4565
11/21/2020 12H,4294
11/21/2020 11H,3817
11/21/2020 10H,3557
11/21/2020 09H,3494
11/21/2020 08H,3509
11/21/2020 07H,3691
11/21/2020 06H,4045
11/21/2020 05H,4397
11/21/2020 04H,4917
11/21/2020 03H,5424
11/21/2020 02H,5996
11/21/2020 01H,6366
11/21/2020 00H,6594
11/20/2020 23H,6688
11/20/2020 22H,6361
11/20/2020 21H,5982
11/20/2020 20H,5613
11/20/2020 19H,5281
11/20/2020 18H,5064
11/20/2020 17H,5156
11/20/2020 16H,5694
11/20/2020 15H,5665
11/20/2020 14H,5580
11/20/2020 13H,5863
11/20/2020 12H,5431
11/20/2020 11H,4533
11/20/2020 10H,4113
11/20/2020 09H,4064
11/20/2020 08H,4162
11/20/2020 07H,4420
11/20/2020 06H,4739
11/20/2020 05H,5551
11/20/2020 04H,5804
11/20/2020 03H,6678
11/20/2020 02H,7084
11/20/2020 01H,7572
11/20/2020 00H,8046
11/19/2020 23H,8418
11/19/2020 22H,7942
11/19/2020 21H,7065
11/19/2020 20H,6698
11/19/2020 19H,6468
11/19/2020 18H,6693
11/19/2020 17H,6626
11/19/2020 16H,7050
11/19/2020 15H,7275
11/19/2020 14H,7755
11/19/2020 13H,7705
11/19/2020 12H,7164
11/19/2020 11H,6103
11/19/2020 10H,5432
11/19/2020 09H,5383
11/19/2020 08H,5343
11/19/2020 07H,5334
11/19/2020 06H,5727
11/19/2020 05H,6498
11/19/2020 04H,6856
11/19/2020 03H,7566
11/19/2020 02H,8243
11/19/2020 01H,8668
11/19/2020 00H,9308
11/18/2020 23H,9712
11/18/2020 22H,8766
11/18/2020 21H,7988
11/18/2020 20H,7574
11/18/2020 19H,7335
11/18/2020 18H,7443
11/18/2020 17H,7691
11/18/2020 16H,7811
11/18/2020 15H,7937
11/18/2020 14H,8068
11/18/2020 13H,7737
11/18/2020 12H,6753
11/18/2020 11H,5971
11/18/2020 10H,5257
11/18/2020 09H,4979
11/18/2020 08H,4981
11/18/2020 07H,4949
11/18/2020 06H,5042
11/18/2020 05H,5786
11/18/2020 04H,6532
11/18/2020 03H,7339
11/18/2020 02H,8256
11/18/2020 01H,8638
11/18/2020 00H,8708
11/17/2020 23H,8560
11/17/2020 22H,7984
11/17/2020 21H,7345
11/17/2020 20H,7193
11/17/2020 19H,7134
11/17/2020 18H,7083
11/17/2020 17H,6954
11/17/2020 16H,6959
11/17/2020 15H,7004
11/17/2020 14H,7186
11/17/2020 13H,6605
11/17/2020 12H,5861
11/17/2020 11H,4872
11/17/2020 10H,4091
11/17/2020 09H,3896
11/17/2020 08H,3795
11/17/2020 07H,3814
11/17/2020 06H,3994
11/17/2020 05H,4386
11/17/2020 04H,4789
11/17/2020 03H,5791
11/17/2020 02H,6599
11/17/2020 01H,7448
11/17/2020 00H,7889
11/16/2020 23H,7844
11/16/2020 22H,7136
11/16/2020 21H,6706
11/16/2020 20H,6209
11/16/2020 19H,5862
11/16/2020 18H,5718
11/16/2020 17H,5780
11/16/2020 16H,6016
11/16/2020 15H,6478
11/16/2020 14H,6501
11/16/2020 13H,6215
11/16/2020 12H,5557
11/16/2020 11H,4781
11/16/2020 10H,3958
11/16/2020 09H,3479
11/16/2020 08H,3412
11/16/2020 07H,3619
11/16/2020 06H,3753
11/16/2020 05H,4520
11/16/2020 04H,5027
11/16/2020 03H,5489
11/16/2020 02H,5807
11/16/2020 01H,6211
11/16/2020 00H,6646
11/15/2020 23H,7384
11/15/2020 22H,7077
11/15/2020 21H,6430
11/15/2020 20H,6214
11/15/2020 19H,5995
11/15/2020 18H,5841
11/15/2020 17H,5480
11/15/2020 16H,5192
11/15/2020 15H,5540
11/15/2020 14H,5547
11/15/2020 13H,5065
11/15/2020 12H,4704
11/15/2020 11H,4451
11/15/2020 10H,4191
11/15/2020 09H,3924
11/15/2020 08H,4165
11/15/2020 07H,4282
11/15/2020 06H,3880
11/15/2020 05H,4255
11/15/2020 04H,4341
11/15/2020 03H,4949
11/15/2020 02H,5470
11/15/2020 01H,5980
11/15/2020 00H,6243
11/14/2020 23H,6300
11/14/2020 22H,5570
11/14/2020 21H,5034
11/14/2020 20H,4801
11/14/2020 19H,4462
11/14/2020 18H,4309
11/14/2020 17H,4284
11/14/2020 16H,4194
11/14/2020 15H,4286
11/14/2020 14H,4215
11/14/2020 13H,3734
11/14/2020 12H,3333
11/14/2020 11H,3255
11/14/2020 10H,3252
11/14/2020 09H,3236
11/14/2020 08H,3228
11/14/2020 07H,3229
11/14/2020 06H,3535
11/14/2020 05H,4289
11/14/2020 04H,4807
11/14/2020 03H,5646
11/14/2020 02H,6362
11/14/2020 01H,6909
11/14/2020 00H,7201
11/13/2020 23H,7320
11/13/2020 22H,6786
11/13/2020 21H,6627
11/13/2020 20H,6724
11/13/2020 19H,6884
11/13/2020 18H,6950
11/13/2020 17H,6949
11/13/2020 16H,6879
11/13/2020 15H,6637
11/13/2020 14H,6398
11/13/2020 13H,5440
11/13/2020 12H,4526
11/13/2020 11H,3966
11/13/2020 10H,3516
11/13/2020 09H,3339
11/13/2020 08H,3116
11/13/2020 07H,2981
11/13/2020 06H,3269
11/13/2020 05H,4379
11/13/2020 04H,5403
11/13/2020 03H,6038
11/13/2020 02H,6804
11/13/2020 01H,7292
11/13/2020 00H,8072
11/12/2020 23H,8113
11/12/2020 22H,7390
11/12/2020 21H,6883
11/12/2020 20H,6796
11/12/2020 19H,6756
11/12/2020 18H,6587
11/12/2020 17H,6765
11/12/2020 16H,6922
11/12/2020 15H,6772
11/12/2020 14H,6568
11/12/2020 13H,5862
11/12/2020 12H,4509
11/12/2020 11H,3508
11/12/2020 10H,3016
11/12/2020 09H,3062
11/12/2020 08H,3051
11/12/2020 07H,3104
11/12/2020 06H,3493
11/12/2020 05H,4226
11/12/2020 04H,5370
11/12/2020 03H,6115
11/12/2020 02H,6693
11/12/2020 01H,7194
11/12/2020 00H,7863
11/11/2020 23H,8156
11/11/2020 22H,7854
11/11/2020 21H,7516
11/11/2020 20H,7335
11/11/2020 19H,7321
11/11/2020 18H,7250
11/11/2020 17H,7055
11/11/2020 16H,6675
11/11/2020 15H,6230
11/11/2020 14H,5599
11/11/2020 13H,4649
11/11/2020 12H,4045
11/11/2020 11H,3071
11/11/2020 10H,2849
11/11/2020 09H,2765
11/11/2020 08H,2791
11/11/2020 07H,2842
11/11/2020 06H,3027
11/11/2020 05H,3586
11/11/2020 04H,4410
11/11/2020 03H,5546
11/11/2020 02H,6598
11/11/2020 01H,7358
11/11/2020 00H,7825
11/10/2020 23H,8064
11/10/2020 22H,7859
11/10/2020 21H,7214
11/10/2020 20H,6851
11/10/2020 19H,6443
11/10/2020 18H,6267
11/10/2020 17H,6107
11/10/2020 16H,5942
11/10/2020 15H,5715
11/10/2020 14H,5371
11/10/2020 13H,4796
11/10/2020 12H,4234
11/10/2020 11H,3566
11/10/2020 10H,3206
11/10/2020 09H,3073
11/10/2020 08H,2995
11/10/2020 07H,3038
11/10/2020 06H,3203
11/10/2020 05H,3947
11/10/2020 04H,4191
11/10/2020 03H,4886
11/10/2020 02H,5672
11/10/2020 01H,6204
11/10/2020 00H,6667
11/9/2020 23H,6988
11/9/2020 22H,6661
11/9/2020 21H,6165
11/9/2020 20H,5682
11/9/2020 19H,5539
11/9/2020 18H,5254
11/9/2020 17H,5172
11/9/2020 16H,5205
11/9/2020 15H,5201
11/9/2020 14H,5190
11/9/2020 13H,4832
11/9/2020 12H,4014
11/9/2020 11H,3215
11/9/2020 10H,2740
11/9/2020 09H,2546
11/9/2020 08H,2540
11/9/2020 07H,2539
11/9/2020 06H,2580
11/9/2020 05H,2927
11/9/2020 04H,3634
11/9/2020 03H,4392
11/9/2020 02H,4910
11/9/2020 01H,5437
11/9/2020 00H,5811
11/8/2020 23H,6003
11/8/2020 22H,5128
11/8/2020 21H,4677
11/8/2020 20H,4086
11/8/2020 19H,3982
11/8/2020 18H,3951
11/8/2020 17H,3649
11/8/2020 16H,3503
11/8/2020 15H,3625
11/8/2020 14H,3550
11/8/2020 13H,3300
11/8/2020 12H,2970
11/8/2020 11H,2716
11/8/2020 10H,2493
11/8/2020 09H,2453
11/8/2020 08H,2500
11/8/2020 07H,2742
11/8/2020 06H,2762
11/8/2020 05H,2990
11/8/2020 04H,3356
11/8/2020 03H,3920
11/8/2020 02H,4388
11/8/2020 01H,4569
11/8/2020 00H,4999
11/7/2020 23H,4948
11/7/2020 22H,4425
11/7/2020 21H,4072
11/7/2020 20H,3688
11/7/2020 19H,3479
11/7/2020 18H,3451
11/7/2020 17H,3464
11/7/2020 16H,3379
11/7/2020 15H,3674
11/7/2020 14H,3488
11/7/2020 13H,3110
11/7/2020 12H,2748
11/7/2020 11H,2571
11/7/2020 10H,2451
11/7/2020 09H,2363
11/7/2020 08H,2444
11/7/2020 07H,2560
11/7/2020 06H,2828
11/7/2020 05H,3121
11/7/2020 04H,3591
11/7/2020 03H,4436
11/7/2020 02H,4875
11/7/2020 01H,5612
11/7/2020 00H,6105
11/6/2020 23H,6258
11/6/2020 22H,5823
11/6/2020 21H,5118
11/6/2020 20H,5165
11/6/2020 19H,5007
11/6/2020 18H,4946
11/6/2020 17H,4703
11/6/2020 16H,5032
11/6/2020 15H,5461
11/6/2020 14H,5217
11/6/2020 13H,4688
11/6/2020 12H,4172
11/6/2020 11H,3413
11/6/2020 10H,3121
11/6/2020 09H,3004
11/6/2020 08H,3014
11/6/2020 07H,3106
11/6/2020 06H,3223
11/6/2020 05H,3436
11/6/2020 04H,4015
11/6/2020 03H,4700
11/6/2020 02H,5543
11/6/2020 01H,6451
11/6/2020 00H,7000
11/5/2020 23H,7163
11/5/2020 22H,6482
11/5/2020 21H,5889
11/5/2020 20H,5573
11/5/2020 19H,5213
11/5/2020 18H,5159
11/5/2020 17H,4834
11/5/2020 16H,5091
11/5/2020 15H,5581
11/5/2020 14H,5507
11/5/2020 13H,5228
11/5/2020 12H,4481
11/5/2020 11H,3786
11/5/2020 10H,2959
11/5/2020 09H,2942
11/5/2020 08H,2971
11/5/2020 07H,3120
11/5/2020 06H,3355
11/5/2020 05H,3833
11/5/2020 04H,4511
11/5/2020 03H,4931
11/5/2020 02H,5329
11/5/2020 01H,6002
11/5/2020 00H,6495
11/4/2020 23H,6279
11/4/2020 22H,6137
11/4/2020 21H,5537
11/4/2020 20H,5081
11/4/2020 19H,5131
11/4/2020 18H,5090
11/4/2020 17H,5200
11/4/2020 16H,5365
11/4/2020 15H,5960
11/4/2020 14H,5620
11/4/2020 13H,5442
11/4/2020 12H,5139
11/4/2020 11H,3937
11/4/2020 10H,3248
11/4/2020 09H,3133
11/4/2020 08H,3161
11/4/2020 07H,3494
11/4/2020 06H,3606
11/4/2020 05H,4124
11/4/2020 04H,4941
11/4/2020 03H,5856
11/4/2020 02H,6681
11/4/2020 01H,7270
11/4/2020 00H,7784
11/3/2020 23H,7614
11/3/2020 22H,6965
11/3/2020 21H,6525
11/3/2020 20H,6505
11/3/2020 19H,6611
11/3/2020 18H,6640
11/3/2020 17H,6715
11/3/2020 16H,6749
11/3/2020 15H,6869
11/3/2020 14H,6723
11/3/2020 13H,6200
11/3/2020 12H,5411
11/3/2020 11H,4308
11/3/2020 10H,3645
11/3/2020 09H,3452
11/3/2020 08H,3417
11/3/2020 07H,3484
11/3/2020 06H,3846
11/3/2020 05H,4327
11/3/2020 04H,4995
11/3/2020 03H,5659
11/3/2020 02H,6306
11/3/2020 01H,6748
11/3/2020 00H,7009
11/2/2020 23H,7031
11/2/2020 22H,6359
11/2/2020 21H,5833
11/2/2020 20H,5571
11/2/2020 19H,5392
11/2/2020 18H,5537
11/2/2020 17H,5926
11/2/2020 16H,6046
11/2/2020 15H,6565
11/2/2020 14H,6539
11/2/2020 13H,5961
11/2/2020 12H,5055
11/2/2020 11H,4416
11/2/2020 10H,3681
11/2/2020 09H,3535
11/2/2020 08H,3523
11/2/2020 07H,3522
11/2/2020 06H,3675
11/2/2020 05H,3662
11/2/2020 04H,4003
11/2/2020 03H,4507
11/2/2020 02H,5003
11/2/2020 01H,5068
11/2/2020 00H,4781
11/1/2020 23H,5301
11/1/2020 22H,5261
11/1/2020 21H,4756
11/1/2020 20H,4499
11/1/2020 19H,4558
11/1/2020 18H,4431
11/1/2020 17H,4152
11/1/2020 16H,4096
11/1/2020 15H,4117
11/1/2020 14H,4115
11/1/2020 13H,3930
11/1/2020 12H,3517
11/1/2020 11H,3293
11/1/2020 10H,3167
11/1/2020 09H,3149
11/1/2020 08H,3268
11/1/2020 07H,3111
11/1/2020 06H,3528
11/1/2020 05H,3766
11/1/2020 04H,4329
11/1/2020 03H,4558
11/1/2020 02H,4971
11/1/2020 01H,5535
11/1/2020 00H,5757
10/31/2020 23H,5919
10/31/2020 22H,5333
10/31/2020 21H,4867
10/31/2020 20H,4737
10/31/2020 19H,4571
10/31/2020 18H,4700
10/31/2020 17H,5075
10/31/2020 16H,4761
10/31/2020 15H,4853
10/31/2020 14H,5146
10/31/2020 13H,5104
10/31/2020 12H,4555
10/31/2020 11H,4228
10/31/2020 10H,3990
10/31/2020 09H,4018
10/31/2020 08H,3940
10/31/2020 07H,4125
10/31/2020 06H,4416
10/31/2020 05H,4751
