Net generation from natural gas for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.NG.H
19:18:52 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.NG.H megawatthours
11/5/2018 08H,4465
11/5/2018 07H,4303
11/5/2018 06H,4931
11/5/2018 05H,5222
11/5/2018 04H,5093
11/5/2018 03H,5161
11/5/2018 02H,5270
11/5/2018 01H,5025
11/5/2018 00H,4607
11/4/2018 23H,4382
11/4/2018 22H,4381
11/4/2018 21H,4139
11/4/2018 20H,4104
11/4/2018 19H,3908
11/4/2018 18H,4271
11/4/2018 17H,4484
11/4/2018 16H,4623
11/4/2018 15H,4648
11/4/2018 14H,4600
11/4/2018 13H,4473
11/4/2018 12H,4377
11/4/2018 11H,4333
11/4/2018 10H,4368
11/4/2018 09H,4466
11/4/2018 08H,4522
11/4/2018 07H,4999
11/4/2018 06H,5491
11/4/2018 05H,5803
11/4/2018 04H,6214
11/4/2018 03H,6102
11/4/2018 02H,6220
11/4/2018 01H,6188
11/4/2018 00H,5839
11/3/2018 23H,5371
11/3/2018 22H,5418
11/3/2018 21H,5073
11/3/2018 20H,4912
11/3/2018 19H,4875
11/3/2018 18H,4940
11/3/2018 17H,4882
11/3/2018 16H,5070
11/3/2018 15H,5255
11/3/2018 14H,4933
11/3/2018 13H,4725
11/3/2018 12H,4638
11/3/2018 11H,4683
11/3/2018 10H,4561
11/3/2018 09H,4607
11/3/2018 08H,4614
11/3/2018 07H,4626
11/3/2018 06H,4779
11/3/2018 05H,5072
11/3/2018 04H,5294
11/3/2018 03H,5524
11/3/2018 02H,5874
11/3/2018 01H,5614
11/3/2018 00H,5488
11/2/2018 23H,5173
11/2/2018 22H,5118
11/2/2018 21H,4928
11/2/2018 20H,4840
11/2/2018 19H,4915
11/2/2018 18H,4958
11/2/2018 17H,5132
11/2/2018 16H,5442
11/2/2018 15H,5967
11/2/2018 14H,6118
11/2/2018 13H,5816
11/2/2018 12H,5592
11/2/2018 11H,5253
11/2/2018 10H,5114
11/2/2018 09H,4982
11/2/2018 08H,4969
11/2/2018 07H,5244
11/2/2018 06H,5689
11/2/2018 05H,6273
11/2/2018 04H,6798
11/2/2018 03H,7219
11/2/2018 02H,7190
11/2/2018 01H,7335
11/2/2018 00H,6750
11/1/2018 23H,6057
11/1/2018 22H,5568
11/1/2018 21H,5407
11/1/2018 20H,5342
11/1/2018 19H,5233
11/1/2018 18H,5409
11/1/2018 17H,5495
11/1/2018 16H,5752
11/1/2018 15H,6208
11/1/2018 14H,6042
11/1/2018 13H,5447
11/1/2018 12H,5216
11/1/2018 11H,4890
11/1/2018 10H,4801
11/1/2018 09H,4754
11/1/2018 08H,4908
11/1/2018 07H,5231
11/1/2018 06H,5513
11/1/2018 05H,5675
11/1/2018 04H,5915
11/1/2018 03H,6185
11/1/2018 02H,6519
11/1/2018 01H,6877
11/1/2018 00H,6449
10/31/2018 23H,6063
10/31/2018 22H,5414
10/31/2018 21H,5440
10/31/2018 20H,5242
10/31/2018 19H,5670
10/31/2018 18H,5864
10/31/2018 17H,5876
10/31/2018 16H,6087
10/31/2018 15H,6553
10/31/2018 14H,6294
10/31/2018 13H,5852
10/31/2018 12H,5721
10/31/2018 11H,5516
10/31/2018 10H,5552
10/31/2018 09H,5519
10/31/2018 08H,5584
10/31/2018 07H,6032
10/31/2018 06H,6391
10/31/2018 05H,6618
10/31/2018 04H,6748
10/31/2018 03H,7296
10/31/2018 02H,7425
10/31/2018 01H,7355
10/31/2018 00H,6859
10/30/2018 23H,6578
10/30/2018 22H,6365
10/30/2018 21H,6240
10/30/2018 20H,5963
10/30/2018 19H,5803
10/30/2018 18H,5779
10/30/2018 17H,5889
10/30/2018 16H,6225
10/30/2018 15H,6508
10/30/2018 14H,6096
10/30/2018 13H,5575
10/30/2018 12H,5245
10/30/2018 11H,5067
10/30/2018 10H,4737
10/30/2018 09H,4962
10/30/2018 08H,5087
10/30/2018 07H,5118
10/30/2018 06H,5931
10/30/2018 05H,6045
10/30/2018 04H,6329
10/30/2018 03H,6470
10/30/2018 02H,6543
10/30/2018 01H,6992
10/30/2018 00H,6704
10/29/2018 23H,6082
10/29/2018 22H,6051
10/29/2018 21H,5859
10/29/2018 20H,5893
10/29/2018 19H,6232
10/29/2018 18H,6285
10/29/2018 17H,5861
10/29/2018 16H,6003
10/29/2018 15H,6290
10/29/2018 14H,6048
10/29/2018 13H,5522
10/29/2018 12H,5045
10/29/2018 11H,5028
10/29/2018 10H,4820
10/29/2018 09H,5043
10/29/2018 08H,5304
10/29/2018 07H,5181
10/29/2018 06H,5689
10/29/2018 05H,6007
10/29/2018 04H,6532
10/29/2018 03H,6753
10/29/2018 02H,6862
10/29/2018 01H,6628
10/29/2018 00H,6083
10/28/2018 23H,5682
10/28/2018 22H,5554
10/28/2018 21H,5333
10/28/2018 20H,5522
10/28/2018 19H,5349
10/28/2018 18H,5025
10/28/2018 17H,5011
10/28/2018 16H,5063
10/28/2018 15H,5390
10/28/2018 14H,5504
10/28/2018 13H,5234
10/28/2018 12H,5205
10/28/2018 11H,5467
10/28/2018 10H,5458
10/28/2018 09H,5374
10/28/2018 08H,5551
10/28/2018 07H,5950
10/28/2018 06H,6240
10/28/2018 05H,6396
10/28/2018 04H,6552
10/28/2018 03H,6561
10/28/2018 02H,6908
10/28/2018 01H,6766
10/28/2018 00H,6307
10/27/2018 23H,5769
10/27/2018 22H,5755
10/27/2018 21H,5666
10/27/2018 20H,5658
10/27/2018 19H,5690
10/27/2018 18H,5595
10/27/2018 17H,5657
10/27/2018 16H,5742
10/27/2018 15H,5874
10/27/2018 14H,5882
10/27/2018 13H,5869
10/27/2018 12H,5642
10/27/2018 11H,5442
10/27/2018 10H,5410
10/27/2018 09H,5724
10/27/2018 08H,5864
10/27/2018 07H,5976
10/27/2018 06H,6160
10/27/2018 05H,6483
10/27/2018 04H,6888
10/27/2018 03H,7174
10/27/2018 02H,7326
10/27/2018 01H,6999
10/27/2018 00H,6708
10/26/2018 23H,6128
10/26/2018 22H,5718
10/26/2018 21H,5492
10/26/2018 20H,5451
10/26/2018 19H,5250
10/26/2018 18H,5186
10/26/2018 17H,5351
10/26/2018 16H,5630
10/26/2018 15H,5837
10/26/2018 14H,6049
10/26/2018 13H,5841
10/26/2018 12H,5752
10/26/2018 11H,5616
10/26/2018 10H,5620
10/26/2018 09H,5547
10/26/2018 08H,5645
10/26/2018 07H,6339
10/26/2018 06H,7038
10/26/2018 05H,7589
10/26/2018 04H,8059
10/26/2018 03H,8217
10/26/2018 02H,8298
10/26/2018 01H,7856
10/26/2018 00H,6962
10/25/2018 23H,6006
10/25/2018 22H,5764
10/25/2018 21H,5559
10/25/2018 20H,5501
10/25/2018 19H,5488
10/25/2018 18H,5611
10/25/2018 17H,5534
10/25/2018 16H,5748
10/25/2018 15H,6228
10/25/2018 14H,6243
10/25/2018 13H,6021
10/25/2018 12H,5700
10/25/2018 11H,5685
10/25/2018 10H,5828
10/25/2018 09H,5754
10/25/2018 08H,5976
10/25/2018 07H,6408
10/25/2018 06H,6700
10/25/2018 05H,7243
10/25/2018 04H,7714
10/25/2018 03H,7743
10/25/2018 02H,7871
10/25/2018 01H,7581
10/25/2018 00H,6888
10/24/2018 23H,6665
10/24/2018 22H,6761
10/24/2018 21H,6491
10/24/2018 20H,6128
10/24/2018 19H,6082
10/24/2018 18H,6080
10/24/2018 17H,6274
10/24/2018 16H,6678
10/24/2018 15H,6739
10/24/2018 14H,6522
10/24/2018 13H,5971
10/24/2018 12H,5382
10/24/2018 11H,5121
10/24/2018 10H,5253
10/24/2018 09H,5204
10/24/2018 08H,5262
10/24/2018 07H,5413
10/24/2018 06H,6211
10/24/2018 05H,6385
10/24/2018 04H,6669
10/24/2018 03H,6811
10/24/2018 02H,7030
10/24/2018 01H,7057
10/24/2018 00H,6609
10/23/2018 23H,6178
10/23/2018 22H,6649
10/23/2018 21H,6606
10/23/2018 20H,6492
10/23/2018 19H,6559
10/23/2018 18H,6334
10/23/2018 17H,6246
10/23/2018 16H,6450
10/23/2018 15H,6563
10/23/2018 14H,6544
10/23/2018 13H,6384
10/23/2018 12H,6028
10/23/2018 11H,5799
10/23/2018 10H,5713
10/23/2018 09H,5675
10/23/2018 08H,5820
10/23/2018 07H,5900
10/23/2018 06H,6192
10/23/2018 05H,7131
10/23/2018 04H,7405
10/23/2018 03H,7631
10/23/2018 02H,7572
10/23/2018 01H,7453
10/23/2018 00H,7622
10/22/2018 23H,7305
10/22/2018 22H,7044
10/22/2018 21H,7030
10/22/2018 20H,6767
10/22/2018 19H,6760
10/22/2018 18H,6687
10/22/2018 17H,6715
10/22/2018 16H,7372
10/22/2018 15H,7640
10/22/2018 14H,7486
10/22/2018 13H,7019
10/22/2018 12H,6360
10/22/2018 11H,5950
10/22/2018 10H,5815
10/22/2018 09H,5771
10/22/2018 08H,5969
10/22/2018 07H,6098
10/22/2018 06H,6587
10/22/2018 05H,7025
10/22/2018 04H,7154
10/22/2018 03H,7351
10/22/2018 02H,7507
10/22/2018 01H,7241
10/22/2018 00H,6784
10/21/2018 23H,6175
10/21/2018 22H,5807
10/21/2018 21H,5707
10/21/2018 20H,5486
10/21/2018 19H,5413
10/21/2018 18H,5345
10/21/2018 17H,5286
10/21/2018 16H,5415
10/21/2018 15H,5684
10/21/2018 14H,5613
10/21/2018 13H,5499
10/21/2018 12H,5394
10/21/2018 11H,5363
10/21/2018 10H,5276
10/21/2018 09H,5470
10/21/2018 08H,5497
10/21/2018 07H,5736
10/21/2018 06H,5993
10/21/2018 05H,6353
10/21/2018 04H,6426
10/21/2018 03H,6546
10/21/2018 02H,7039
10/21/2018 01H,6850
10/21/2018 00H,6618
10/20/2018 23H,5946
10/20/2018 22H,5701
10/20/2018 21H,5792
10/20/2018 20H,5533
10/20/2018 19H,5518
10/20/2018 18H,5593
10/20/2018 17H,5552
10/20/2018 16H,5801
10/20/2018 15H,6037
10/20/2018 14H,6070
10/20/2018 13H,5784
10/20/2018 12H,5654
10/20/2018 11H,5654
10/20/2018 10H,5686
10/20/2018 09H,5774
10/20/2018 08H,6136
10/20/2018 07H,6512
10/20/2018 06H,6824
10/20/2018 05H,7111
10/20/2018 04H,7351
10/20/2018 03H,7692
10/20/2018 02H,7574
10/20/2018 01H,7246
10/20/2018 00H,6541
10/19/2018 23H,6154
10/19/2018 22H,6073
10/19/2018 21H,5721
10/19/2018 20H,5451
10/19/2018 19H,5410
10/19/2018 18H,5525
10/19/2018 17H,5617
10/19/2018 16H,6062
10/19/2018 15H,6538
10/19/2018 14H,6496
10/19/2018 13H,6182
10/19/2018 12H,5935
10/19/2018 11H,5851
10/19/2018 10H,5944
10/19/2018 09H,5823
10/19/2018 08H,5966
10/19/2018 07H,6246
10/19/2018 06H,6988
10/19/2018 05H,7828
10/19/2018 04H,8221
10/19/2018 03H,8449
10/19/2018 02H,8247
10/19/2018 01H,8082
10/19/2018 00H,7173
10/18/2018 23H,6616
10/18/2018 22H,6643
10/18/2018 21H,6772
10/18/2018 20H,6530
10/18/2018 19H,6547
10/18/2018 18H,6726
10/18/2018 17H,6727
10/18/2018 16H,6999
10/18/2018 15H,7277
10/18/2018 14H,7296
10/18/2018 13H,7025
10/18/2018 12H,6615
10/18/2018 11H,6450
10/18/2018 10H,6454
10/18/2018 09H,6495
10/18/2018 08H,6580
10/18/2018 07H,6999
10/18/2018 06H,7336
10/18/2018 05H,7765
10/18/2018 04H,8149
10/18/2018 03H,8154
10/18/2018 02H,8052
10/18/2018 01H,7909
10/18/2018 00H,6949
10/17/2018 23H,6454
10/17/2018 22H,6477
10/17/2018 21H,6449
10/17/2018 20H,6582
10/17/2018 19H,6747
10/17/2018 18H,6904
10/17/2018 17H,7216
10/17/2018 16H,7628
10/17/2018 15H,8385
10/17/2018 14H,8632
10/17/2018 13H,8190
10/17/2018 12H,7427
10/17/2018 11H,6954
10/17/2018 10H,6823
10/17/2018 09H,6797
10/17/2018 08H,6843
10/17/2018 07H,7111
10/17/2018 06H,7425
10/17/2018 05H,8186
10/17/2018 04H,8653
10/17/2018 03H,9124
10/17/2018 02H,9031
10/17/2018 01H,8439
10/17/2018 00H,7688
10/16/2018 23H,6551
10/16/2018 22H,6449
10/16/2018 21H,6545
10/16/2018 20H,6193
10/16/2018 19H,6373
10/16/2018 18H,6323
10/16/2018 17H,6234
10/16/2018 16H,6506
10/16/2018 15H,6970
10/16/2018 14H,7073
10/16/2018 13H,6683
10/16/2018 12H,5941
10/16/2018 11H,5612
10/16/2018 10H,5532
10/16/2018 09H,5505
10/16/2018 08H,5603
10/16/2018 07H,5781
10/16/2018 06H,6085
10/16/2018 05H,6764
10/16/2018 04H,7204
10/16/2018 03H,7387
10/16/2018 02H,7795
10/16/2018 01H,7512
10/16/2018 00H,6374
10/15/2018 23H,5679
10/15/2018 22H,5816
10/15/2018 21H,5982
10/15/2018 20H,6103
10/15/2018 19H,6016
10/15/2018 18H,5962
10/15/2018 17H,5880
10/15/2018 16H,6462
10/15/2018 15H,7092
10/15/2018 14H,6912
10/15/2018 13H,6545
10/15/2018 12H,6082
10/15/2018 11H,5794
10/15/2018 10H,5741
10/15/2018 09H,5743
10/15/2018 08H,5944
10/15/2018 07H,6190
10/15/2018 06H,6423
10/15/2018 05H,6977
10/15/2018 04H,7403
10/15/2018 03H,7558
10/15/2018 02H,7515
10/15/2018 01H,7225
10/15/2018 00H,6261
10/14/2018 23H,5851
10/14/2018 22H,5827
10/14/2018 21H,5737
10/14/2018 20H,5760
10/14/2018 19H,5563
10/14/2018 18H,5413
10/14/2018 17H,5270
10/14/2018 16H,5564
10/14/2018 15H,5753
10/14/2018 14H,5574
10/14/2018 13H,5373
10/14/2018 12H,5190
10/14/2018 11H,5247
10/14/2018 10H,5110
10/14/2018 09H,5165
10/14/2018 08H,5246
10/14/2018 07H,5622
10/14/2018 06H,5937
10/14/2018 05H,6204
10/14/2018 04H,6314
10/14/2018 03H,6324
10/14/2018 02H,6437
10/14/2018 01H,6327
10/14/2018 00H,5523
10/13/2018 23H,5333
10/13/2018 22H,5155
10/13/2018 21H,5311
10/13/2018 20H,5198
10/13/2018 19H,5414
10/13/2018 18H,5332
10/13/2018 17H,5463
10/13/2018 16H,5611
10/13/2018 15H,5695
10/13/2018 14H,5490
10/13/2018 13H,5244
10/13/2018 12H,5238
10/13/2018 11H,5381
10/13/2018 10H,5436
10/13/2018 09H,5547
10/13/2018 08H,5718
10/13/2018 07H,5735
10/13/2018 06H,6138
10/13/2018 05H,6725
10/13/2018 04H,6761
10/13/2018 03H,6669
10/13/2018 02H,6736
10/13/2018 01H,6566
10/13/2018 00H,6195
10/12/2018 23H,5790
10/12/2018 22H,6032
10/12/2018 21H,6108
10/12/2018 20H,5942
10/12/2018 19H,6128
10/12/2018 18H,6170
10/12/2018 17H,6117
10/12/2018 16H,6302
10/12/2018 15H,6655
10/12/2018 14H,6481
10/12/2018 13H,5887
10/12/2018 12H,5892
10/12/2018 11H,5669
10/12/2018 10H,5627
10/12/2018 09H,5768
10/12/2018 08H,5913
10/12/2018 07H,5888
10/12/2018 06H,6186
10/12/2018 05H,6989
10/12/2018 04H,7507
10/12/2018 03H,7780
10/12/2018 02H,7728
10/12/2018 01H,7577
10/12/2018 00H,6866
10/11/2018 23H,6681
10/11/2018 22H,6259
10/11/2018 21H,6604
10/11/2018 20H,6421
10/11/2018 19H,6531
10/11/2018 18H,6415
10/11/2018 17H,6802
10/11/2018 16H,7509
10/11/2018 15H,7841
10/11/2018 14H,7835
10/11/2018 13H,7348
10/11/2018 12H,6740
10/11/2018 11H,6432
10/11/2018 10H,6378
10/11/2018 09H,6339
10/11/2018 08H,6544
10/11/2018 07H,6938
10/11/2018 06H,7488
10/11/2018 05H,7946
10/11/2018 04H,8519
10/11/2018 03H,8750
10/11/2018 02H,8605
10/11/2018 01H,8223
10/11/2018 00H,7649
10/10/2018 23H,7153
10/10/2018 22H,7390
10/10/2018 21H,7029
10/10/2018 20H,6863
10/10/2018 19H,6651
10/10/2018 18H,6348
10/10/2018 17H,6297
10/10/2018 16H,6606
10/10/2018 15H,7011
10/10/2018 14H,7225
10/10/2018 13H,6439
10/10/2018 12H,6270
10/10/2018 11H,6122
10/10/2018 10H,6154
10/10/2018 09H,6248
10/10/2018 08H,6481
10/10/2018 07H,6564
10/10/2018 06H,6895
10/10/2018 05H,8093
10/10/2018 04H,8612
10/10/2018 03H,8576
10/10/2018 02H,8612
10/10/2018 01H,8401
10/10/2018 00H,7968
10/9/2018 23H,7529
10/9/2018 22H,7355
10/9/2018 21H,7427
10/9/2018 20H,7392
10/9/2018 19H,7065
10/9/2018 18H,6988
10/9/2018 17H,6767
10/9/2018 16H,7271
10/9/2018 15H,7388
10/9/2018 14H,7352
10/9/2018 13H,6937
10/9/2018 12H,6563
10/9/2018 11H,6626
10/9/2018 10H,6479
10/9/2018 09H,6768
10/9/2018 08H,6926
10/9/2018 07H,7595
10/9/2018 06H,8032
10/9/2018 05H,8641
10/9/2018 04H,9114
10/9/2018 03H,9413
10/9/2018 02H,9574
10/9/2018 01H,9393
10/9/2018 00H,8696
10/8/2018 23H,8052
10/8/2018 22H,7880
10/8/2018 21H,7666
10/8/2018 20H,7474
10/8/2018 19H,7586
10/8/2018 18H,7460
10/8/2018 17H,7508
10/8/2018 16H,7612
10/8/2018 15H,7839
10/8/2018 14H,7887
10/8/2018 13H,7242
10/8/2018 12H,6838
10/8/2018 11H,6626
10/8/2018 10H,6465
10/8/2018 09H,6679
10/8/2018 08H,6833
10/8/2018 07H,6890
10/8/2018 06H,7257
10/8/2018 05H,7919
10/8/2018 04H,8384
10/8/2018 03H,8608
10/8/2018 02H,8776
10/8/2018 01H,8487
10/8/2018 00H,7879
10/7/2018 23H,7505
10/7/2018 22H,7293
10/7/2018 21H,7141
10/7/2018 20H,7111
10/7/2018 19H,7011
10/7/2018 18H,6818
10/7/2018 17H,6784
10/7/2018 16H,6910
10/7/2018 15H,6870
10/7/2018 14H,6732
10/7/2018 13H,6560
10/7/2018 12H,6501
10/7/2018 11H,6578
10/7/2018 10H,6541
10/7/2018 09H,6494
10/7/2018 08H,6588
10/7/2018 07H,6968
10/7/2018 06H,7396
10/7/2018 05H,7914
10/7/2018 04H,8045
10/7/2018 03H,8002
10/7/2018 02H,7934
10/7/2018 01H,7814
10/7/2018 00H,7239
10/6/2018 23H,7386
10/6/2018 22H,7242
10/6/2018 21H,7247
10/6/2018 20H,7215
10/6/2018 19H,7253
10/6/2018 18H,7487
10/6/2018 17H,7523
10/6/2018 16H,7580
10/6/2018 15H,7551
10/6/2018 14H,7338
10/6/2018 13H,7175
10/6/2018 12H,7050
10/6/2018 11H,7142
10/6/2018 10H,7169
10/6/2018 09H,7181
10/6/2018 08H,7655
10/6/2018 07H,7766
10/6/2018 06H,8204
10/6/2018 05H,8774
10/6/2018 04H,9147
10/6/2018 03H,9315
10/6/2018 02H,9315
10/6/2018 01H,9123
10/6/2018 00H,8868
10/5/2018 23H,8442
10/5/2018 22H,8390
10/5/2018 21H,8321
10/5/2018 20H,7918
10/5/2018 19H,7671
10/5/2018 18H,7368
10/5/2018 17H,7308
10/5/2018 16H,7470
10/5/2018 15H,7724
10/5/2018 14H,7669
10/5/2018 13H,7372
10/5/2018 12H,6804
10/5/2018 11H,6496
10/5/2018 10H,6422
10/5/2018 09H,6495
10/5/2018 08H,6489
10/5/2018 07H,6813
10/5/2018 06H,7418
10/5/2018 05H,8081
10/5/2018 04H,8617
10/5/2018 03H,8854
10/5/2018 02H,8758
10/5/2018 01H,8794
10/5/2018 00H,8620
10/4/2018 23H,8426
10/4/2018 22H,8326
10/4/2018 21H,8433
10/4/2018 20H,8470
10/4/2018 19H,8115
10/4/2018 18H,7811
10/4/2018 17H,7774
10/4/2018 16H,7795
10/4/2018 15H,8284
10/4/2018 14H,8254
10/4/2018 13H,8034
10/4/2018 12H,7787
10/4/2018 11H,7467
10/4/2018 10H,7538
10/4/2018 09H,7593
10/4/2018 08H,7771
10/4/2018 07H,8234
10/4/2018 06H,8808
10/4/2018 05H,9385
10/4/2018 04H,9852
10/4/2018 03H,10144
10/4/2018 02H,10072
10/4/2018 01H,9907
10/4/2018 00H,9732
10/3/2018 23H,9617
10/3/2018 22H,9556
10/3/2018 21H,9184
10/3/2018 20H,8936
10/3/2018 19H,8503
10/3/2018 18H,8238
10/3/2018 17H,8113
10/3/2018 16H,7937
10/3/2018 15H,7926
10/3/2018 14H,7571
10/3/2018 13H,7321
10/3/2018 12H,6971
10/3/2018 11H,6663
10/3/2018 10H,6682
10/3/2018 09H,6778
10/3/2018 08H,6692
10/3/2018 07H,7066
10/3/2018 06H,7449
10/3/2018 05H,8394
10/3/2018 04H,8700
10/3/2018 03H,8784
10/3/2018 02H,9094
10/3/2018 01H,8738
10/3/2018 00H,8800
10/2/2018 23H,8962
10/2/2018 22H,8658
10/2/2018 21H,8567
10/2/2018 20H,8810
10/2/2018 19H,8576
10/2/2018 18H,8686
10/2/2018 17H,8798
10/2/2018 16H,8581
10/2/2018 15H,8605
10/2/2018 14H,8538
10/2/2018 13H,7989
10/2/2018 12H,7325
10/2/2018 11H,6992
10/2/2018 10H,7166
10/2/2018 09H,7409
10/2/2018 08H,7566
10/2/2018 07H,7700
10/2/2018 06H,8592
10/2/2018 05H,9681
10/2/2018 04H,9976
10/2/2018 03H,10412
10/2/2018 02H,10713
10/2/2018 01H,10402
10/2/2018 00H,10503
10/1/2018 23H,10581
10/1/2018 22H,10414
10/1/2018 21H,10088
10/1/2018 20H,9898
10/1/2018 19H,9723
10/1/2018 18H,9348
10/1/2018 17H,8967
10/1/2018 16H,8729
10/1/2018 15H,8778
10/1/2018 14H,8360
10/1/2018 13H,7947
10/1/2018 12H,7250
10/1/2018 11H,7021
10/1/2018 10H,6847
10/1/2018 09H,7178
10/1/2018 08H,7577
10/1/2018 07H,8069
10/1/2018 06H,8827
10/1/2018 05H,9425
10/1/2018 04H,9780
10/1/2018 03H,9908
10/1/2018 02H,9645
10/1/2018 01H,9348
10/1/2018 00H,9147
09/30/2018 23H,9008
09/30/2018 22H,8914
09/30/2018 21H,8870
09/30/2018 20H,8634
09/30/2018 19H,8374
09/30/2018 18H,8061
09/30/2018 17H,7913
09/30/2018 16H,7510
09/30/2018 15H,7230
09/30/2018 14H,7262
09/30/2018 13H,7084
09/30/2018 12H,7086
09/30/2018 11H,7141
09/30/2018 10H,6987
09/30/2018 09H,7014
09/30/2018 08H,7172
09/30/2018 07H,7423
09/30/2018 06H,7799
09/30/2018 05H,8546
09/30/2018 04H,9186
09/30/2018 03H,9768
09/30/2018 02H,10057
09/30/2018 01H,9818
09/30/2018 00H,9189
09/29/2018 23H,9086
09/29/2018 22H,9252
09/29/2018 21H,9039
09/29/2018 20H,8746
09/29/2018 19H,8223
09/29/2018 18H,8008
09/29/2018 17H,7790
09/29/2018 16H,7581
09/29/2018 15H,7386
09/29/2018 14H,7317
09/29/2018 13H,7317
09/29/2018 12H,7272
09/29/2018 11H,7217
09/29/2018 10H,7204
09/29/2018 09H,7328
09/29/2018 08H,7534
09/29/2018 07H,7805
09/29/2018 06H,8601
09/29/2018 05H,9316
09/29/2018 04H,9966
09/29/2018 03H,10355
09/29/2018 02H,10548
09/29/2018 01H,10364
09/29/2018 00H,9982
09/28/2018 23H,9798
09/28/2018 22H,9757
09/28/2018 21H,9748
09/28/2018 20H,9612
09/28/2018 19H,9227
09/28/2018 18H,8827
09/28/2018 17H,8340
09/28/2018 16H,8255
09/28/2018 15H,8227
09/28/2018 14H,8046
09/28/2018 13H,7640
09/28/2018 12H,7399
09/28/2018 11H,7220
09/28/2018 10H,7243
09/28/2018 09H,7334
09/28/2018 08H,7723
09/28/2018 07H,7720
09/28/2018 06H,8693
09/28/2018 05H,9182
09/28/2018 04H,9835
09/28/2018 03H,10483
09/28/2018 02H,11041
09/28/2018 01H,10762
09/28/2018 00H,10417
09/27/2018 23H,10226
09/27/2018 22H,9928
09/27/2018 21H,9857
09/27/2018 20H,9461
09/27/2018 19H,9107
09/27/2018 18H,8671
09/27/2018 17H,7978
09/27/2018 16H,8079
09/27/2018 15H,8155
09/27/2018 14H,8302
09/27/2018 13H,8097
09/27/2018 12H,7702
09/27/2018 11H,7261
09/27/2018 10H,7284
09/27/2018 09H,7336
09/27/2018 08H,7543
09/27/2018 07H,8842
09/27/2018 06H,9505
09/27/2018 05H,10201
09/27/2018 04H,10684
09/27/2018 03H,11374
09/27/2018 02H,11565
09/27/2018 01H,11299
09/27/2018 00H,10686
09/26/2018 23H,10390
09/26/2018 22H,10136
09/26/2018 21H,9994
09/26/2018 20H,9850
09/26/2018 19H,9448
09/26/2018 18H,9398
09/26/2018 17H,9406
09/26/2018 16H,9468
09/26/2018 15H,9829
09/26/2018 14H,9819
09/26/2018 13H,9292
09/26/2018 12H,8876
09/26/2018 11H,8746
09/26/2018 10H,8645
09/26/2018 09H,8682
09/26/2018 08H,8897
09/26/2018 07H,9094
09/26/2018 06H,9822
09/26/2018 05H,10696
09/26/2018 04H,11681
09/26/2018 03H,12352
09/26/2018 02H,12450
09/26/2018 01H,11796
09/26/2018 00H,10929
09/25/2018 23H,10707
09/25/2018 22H,10105
09/25/2018 21H,10039
09/25/2018 20H,9581
09/25/2018 19H,9088
09/25/2018 18H,9089
09/25/2018 17H,8948
09/25/2018 16H,8980
09/25/2018 15H,9184
09/25/2018 14H,9001
09/25/2018 13H,8587
09/25/2018 12H,8469
09/25/2018 11H,8242
09/25/2018 10H,8061
09/25/2018 09H,8211
09/25/2018 08H,8367
09/25/2018 07H,7563
09/25/2018 06H,7966
09/25/2018 05H,8933
09/25/2018 04H,9831
09/25/2018 03H,10809
09/25/2018 02H,11472
09/25/2018 01H,10777
09/25/2018 00H,10084
09/24/2018 23H,9949
09/24/2018 22H,9754
09/24/2018 21H,10049
09/24/2018 20H,9760
09/24/2018 19H,9249
09/24/2018 18H,8579
09/24/2018 17H,8057
09/24/2018 16H,7603
09/24/2018 15H,7787
09/24/2018 14H,7634
09/24/2018 13H,7108
09/24/2018 12H,6632
09/24/2018 11H,6440
09/24/2018 10H,6447
09/24/2018 09H,6379
09/24/2018 08H,6445
09/24/2018 07H,7150
09/24/2018 06H,7972
09/24/2018 05H,8482
09/24/2018 04H,9454
09/24/2018 03H,10235
09/24/2018 02H,10714
09/24/2018 01H,10611
09/24/2018 00H,10465
09/23/2018 23H,10146
09/23/2018 22H,10038
09/23/2018 21H,9708
09/23/2018 20H,9251
09/23/2018 19H,8558
09/23/2018 18H,7903
09/23/2018 17H,7403
09/23/2018 16H,7194
09/23/2018 15H,6959
09/23/2018 14H,6807
09/23/2018 13H,6721
09/23/2018 12H,6456
09/23/2018 11H,6351
09/23/2018 10H,6296
09/23/2018 09H,6405
09/23/2018 08H,6746
09/23/2018 07H,7297
09/23/2018 06H,7993
09/23/2018 05H,8835
09/23/2018 04H,9418
09/23/2018 03H,9966
09/23/2018 02H,10780
09/23/2018 01H,11043
09/23/2018 00H,10884
09/22/2018 23H,10579
09/22/2018 22H,10096
09/22/2018 21H,9846
09/22/2018 20H,9461
09/22/2018 19H,8507
09/22/2018 18H,7361
09/22/2018 17H,6563
09/22/2018 16H,6182
09/22/2018 15H,6466
09/22/2018 14H,6395
09/22/2018 13H,6161
09/22/2018 12H,6175
09/22/2018 11H,6168
09/22/2018 10H,6388
09/22/2018 09H,6607
09/22/2018 08H,6720
09/22/2018 07H,7417
09/22/2018 06H,8513
09/22/2018 05H,9209
09/22/2018 04H,9683
09/22/2018 03H,9882
09/22/2018 02H,9928
09/22/2018 01H,9807
09/22/2018 00H,9508
