Net generation from coal for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.COL.H
19:18:39 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.COL.H megawatthours
12/30/2019 14H,12607
12/30/2019 13H,12506
12/30/2019 12H,12269
12/30/2019 11H,12085
12/30/2019 10H,12102
12/30/2019 09H,12151
12/30/2019 08H,12399
12/30/2019 07H,12548
12/30/2019 06H,12713
12/30/2019 05H,12617
12/30/2019 04H,12563
12/30/2019 03H,12717
12/30/2019 02H,12812
12/30/2019 01H,12687
12/30/2019 00H,12412
12/29/2019 23H,12351
12/29/2019 22H,12331
12/29/2019 21H,12296
12/29/2019 20H,12358
12/29/2019 19H,12458
12/29/2019 18H,12533
12/29/2019 17H,12882
12/29/2019 16H,12928
12/29/2019 15H,12804
12/29/2019 14H,12754
12/29/2019 13H,13019
12/29/2019 12H,13025
12/29/2019 11H,13085
12/29/2019 10H,12946
12/29/2019 09H,12881
12/29/2019 08H,12825
12/29/2019 07H,12943
12/29/2019 06H,13306
12/29/2019 05H,13660
12/29/2019 04H,13941
12/29/2019 03H,14298
12/29/2019 02H,14554
12/29/2019 01H,14551
12/29/2019 00H,14015
12/28/2019 23H,13668
12/28/2019 22H,13386
12/28/2019 21H,13562
12/28/2019 20H,13942
12/28/2019 19H,14048
12/28/2019 18H,14083
12/28/2019 17H,14242
12/28/2019 16H,14041
12/28/2019 15H,13841
12/28/2019 14H,13796
12/28/2019 13H,13711
12/28/2019 12H,13492
12/28/2019 11H,13373
12/28/2019 10H,13329
12/28/2019 09H,13779
12/28/2019 08H,14317
12/28/2019 07H,14222
12/28/2019 06H,14464
12/28/2019 05H,14528
12/28/2019 04H,14619
12/28/2019 03H,14576
12/28/2019 02H,14637
12/28/2019 01H,14728
12/28/2019 00H,14123
12/27/2019 23H,13344
12/27/2019 22H,13228
12/27/2019 21H,13413
12/27/2019 20H,13672
12/27/2019 19H,14208
12/27/2019 18H,14491
12/27/2019 17H,14444
12/27/2019 16H,14290
12/27/2019 15H,14268
12/27/2019 14H,14070
12/27/2019 13H,13772
12/27/2019 12H,13607
12/27/2019 11H,13524
12/27/2019 10H,13466
12/27/2019 09H,13524
12/27/2019 08H,13637
12/27/2019 07H,13906
12/27/2019 06H,14212
12/27/2019 05H,14456
12/27/2019 04H,14758
12/27/2019 03H,14714
12/27/2019 02H,14957
12/27/2019 01H,14987
12/27/2019 00H,14777
12/26/2019 23H,14545
12/26/2019 22H,14479
12/26/2019 21H,14390
12/26/2019 20H,14400
12/26/2019 19H,14490
12/26/2019 18H,14512
12/26/2019 17H,14487
12/26/2019 16H,14452
12/26/2019 15H,14336
12/26/2019 14H,14036
12/26/2019 13H,13929
12/26/2019 12H,13807
12/26/2019 11H,13604
12/26/2019 10H,13260
12/26/2019 09H,13122
12/26/2019 08H,13200
12/26/2019 07H,13266
12/26/2019 06H,13500
12/26/2019 05H,13737
12/26/2019 04H,13725
12/26/2019 03H,13613
12/26/2019 02H,13682
12/26/2019 01H,13739
12/26/2019 00H,13451
12/25/2019 23H,13207
12/25/2019 22H,12810
12/25/2019 21H,12510
12/25/2019 20H,12445
12/25/2019 19H,12559
12/25/2019 18H,12834
12/25/2019 17H,13465
12/25/2019 16H,13381
12/25/2019 15H,13387
12/25/2019 14H,13320
12/25/2019 13H,13142
12/25/2019 12H,12971
12/25/2019 11H,13112
12/25/2019 10H,13105
12/25/2019 09H,13164
12/25/2019 08H,13345
12/25/2019 07H,13674
12/25/2019 06H,13877
12/25/2019 05H,13910
12/25/2019 04H,13792
12/25/2019 03H,13894
12/25/2019 02H,14122
12/25/2019 01H,14224
12/25/2019 00H,13853
12/24/2019 23H,12884
12/24/2019 22H,12586
12/24/2019 21H,12669
12/24/2019 20H,13176
12/24/2019 19H,13290
12/24/2019 18H,13146
12/24/2019 17H,12973
12/24/2019 16H,12833
12/24/2019 15H,12306
12/24/2019 14H,12300
12/24/2019 13H,12100
12/24/2019 12H,11985
12/24/2019 11H,12034
12/24/2019 10H,12016
12/24/2019 09H,11909
12/24/2019 08H,11975
12/24/2019 07H,12353
12/24/2019 06H,12430
12/24/2019 05H,12461
12/24/2019 04H,12463
12/24/2019 03H,12380
12/24/2019 02H,12802
12/24/2019 01H,12805
12/24/2019 00H,12654
12/23/2019 23H,12627
12/23/2019 22H,12686
12/23/2019 21H,12716
12/23/2019 20H,12726
12/23/2019 19H,12654
12/23/2019 18H,12742
12/23/2019 17H,12647
12/23/2019 16H,12519
12/23/2019 15H,12415
12/23/2019 14H,12235
12/23/2019 13H,11903
12/23/2019 12H,11701
12/23/2019 11H,11643
12/23/2019 10H,11542
12/23/2019 09H,11618
12/23/2019 08H,12460
12/23/2019 07H,13760
12/23/2019 06H,14019
12/23/2019 05H,14203
12/23/2019 04H,14328
12/23/2019 03H,14327
12/23/2019 02H,14423
12/23/2019 01H,14456
12/23/2019 00H,14090
12/22/2019 23H,13759
12/22/2019 22H,13544
12/22/2019 21H,13422
12/22/2019 20H,13406
12/22/2019 19H,13244
12/22/2019 18H,13281
12/22/2019 17H,13306
12/22/2019 16H,13407
12/22/2019 15H,13409
12/22/2019 14H,13187
12/22/2019 13H,12665
12/22/2019 12H,12513
12/22/2019 11H,12659
12/22/2019 10H,12660
12/22/2019 09H,12660
12/22/2019 08H,12793
12/22/2019 07H,12755
12/22/2019 06H,12918
12/22/2019 05H,13073
12/22/2019 04H,13199
12/22/2019 03H,13531
12/22/2019 02H,13710
12/22/2019 01H,13497
12/22/2019 00H,13425
12/21/2019 23H,13205
12/21/2019 22H,13076
12/21/2019 21H,13121
12/21/2019 20H,13117
12/21/2019 19H,13253
12/21/2019 18H,13288
12/21/2019 17H,13374
12/21/2019 16H,13474
12/21/2019 15H,13478
12/21/2019 14H,13162
12/21/2019 13H,13113
12/21/2019 12H,12846
12/21/2019 11H,12731
12/21/2019 10H,12726
12/21/2019 09H,12815
12/21/2019 08H,12948
12/21/2019 07H,13309
12/21/2019 06H,13521
12/21/2019 05H,13680
12/21/2019 04H,13863
12/21/2019 03H,13878
12/21/2019 02H,13996
12/21/2019 01H,14014
12/21/2019 00H,13732
12/20/2019 23H,13159
12/20/2019 22H,13023
12/20/2019 21H,13004
12/20/2019 20H,12590
12/20/2019 19H,13525
12/20/2019 18H,13366
12/20/2019 17H,13378
12/20/2019 16H,13429
12/20/2019 15H,13575
12/20/2019 14H,13384
12/20/2019 13H,12768
12/20/2019 12H,12076
12/20/2019 11H,11951
12/20/2019 10H,11898
12/20/2019 09H,12012
12/20/2019 08H,12305
12/20/2019 07H,12853
12/20/2019 06H,12922
12/20/2019 05H,13212
12/20/2019 04H,13507
12/20/2019 03H,13668
12/20/2019 02H,13835
12/20/2019 01H,13771
12/20/2019 00H,13072
12/19/2019 23H,12640
12/19/2019 22H,12386
12/19/2019 21H,12442
12/19/2019 20H,12526
12/19/2019 19H,12780
12/19/2019 18H,12953
12/19/2019 17H,13477
12/19/2019 16H,13800
12/19/2019 15H,13928
12/19/2019 14H,13941
12/19/2019 13H,13408
12/19/2019 12H,13203
12/19/2019 11H,13010
12/19/2019 10H,13094
12/19/2019 09H,13187
12/19/2019 08H,13340
12/19/2019 07H,13440
12/19/2019 06H,13534
12/19/2019 05H,13810
12/19/2019 04H,14248
12/19/2019 03H,14382
12/19/2019 02H,14402
12/19/2019 01H,14393
12/19/2019 00H,14159
12/18/2019 23H,14117
12/18/2019 22H,14024
12/18/2019 21H,13809
12/18/2019 20H,13632
12/18/2019 19H,13760
12/18/2019 18H,13873
12/18/2019 17H,13825
12/18/2019 16H,13991
12/18/2019 15H,14046
12/18/2019 14H,13836
12/18/2019 13H,13555
12/18/2019 12H,13275
12/18/2019 11H,13153
12/18/2019 10H,13114
12/18/2019 09H,13037
12/18/2019 08H,12629
12/18/2019 07H,12574
12/18/2019 06H,13021
12/18/2019 05H,13526
12/18/2019 04H,13472
12/18/2019 03H,13094
12/18/2019 02H,12694
12/18/2019 01H,12161
12/18/2019 00H,11660
12/17/2019 23H,11158
12/17/2019 22H,10989
12/17/2019 21H,10991
12/17/2019 20H,11117
12/17/2019 19H,12552
12/17/2019 18H,13154
12/17/2019 17H,13256
12/17/2019 16H,13141
12/17/2019 15H,13146
12/17/2019 14H,12880
12/17/2019 13H,12782
12/17/2019 12H,12510
12/17/2019 11H,12435
12/17/2019 10H,12418
12/17/2019 09H,12464
12/17/2019 08H,12490
12/17/2019 07H,12552
12/17/2019 06H,12873
12/17/2019 05H,13122
12/17/2019 04H,13294
12/17/2019 03H,13304
12/17/2019 02H,13426
12/17/2019 01H,13387
12/17/2019 00H,12790
12/16/2019 23H,11832
12/16/2019 22H,11375
12/16/2019 21H,11631
12/16/2019 20H,12050
12/16/2019 19H,12929
12/16/2019 18H,13695
12/16/2019 17H,13841
12/16/2019 16H,13920
12/16/2019 15H,13869
12/16/2019 14H,13641
12/16/2019 13H,13524
12/16/2019 12H,13369
12/16/2019 11H,13281
12/16/2019 10H,13269
12/16/2019 09H,13354
12/16/2019 08H,13488
12/16/2019 07H,13408
12/16/2019 06H,13495
12/16/2019 05H,13814
12/16/2019 04H,13857
12/16/2019 03H,13874
12/16/2019 02H,13868
12/16/2019 01H,13911
12/16/2019 00H,13279
12/15/2019 23H,12310
12/15/2019 22H,12180
12/15/2019 21H,12045
12/15/2019 20H,11992
12/15/2019 19H,12079
12/15/2019 18H,12285
12/15/2019 17H,12837
12/15/2019 16H,12788
12/15/2019 15H,12624
12/15/2019 14H,12391
12/15/2019 13H,12414
12/15/2019 12H,12293
12/15/2019 11H,12346
12/15/2019 10H,12441
12/15/2019 09H,12768
12/15/2019 08H,13188
12/15/2019 07H,13367
12/15/2019 06H,13363
12/15/2019 05H,13391
12/15/2019 04H,13848
12/15/2019 03H,14277
12/15/2019 02H,14358
12/15/2019 01H,14193
12/15/2019 00H,13675
12/14/2019 23H,12325
12/14/2019 22H,11787
12/14/2019 21H,11507
12/14/2019 20H,11761
12/14/2019 19H,12170
12/14/2019 18H,12739
12/14/2019 17H,13291
12/14/2019 16H,13182
12/14/2019 15H,13458
12/14/2019 14H,13679
12/14/2019 13H,13779
12/14/2019 12H,13771
12/14/2019 11H,13942
12/14/2019 10H,13813
12/14/2019 09H,13865
12/14/2019 08H,14052
12/14/2019 07H,14520
12/14/2019 06H,14598
12/14/2019 05H,14574
12/14/2019 04H,14567
12/14/2019 03H,14469
12/14/2019 02H,14493
12/14/2019 01H,14154
12/14/2019 00H,13207
12/13/2019 23H,12376
12/13/2019 22H,12014
12/13/2019 21H,12098
12/13/2019 20H,12318
12/13/2019 19H,12250
12/13/2019 18H,12316
12/13/2019 17H,13193
12/13/2019 16H,14123
12/13/2019 15H,14416
12/13/2019 14H,14091
12/13/2019 13H,13292
12/13/2019 12H,12143
12/13/2019 11H,11660
12/13/2019 10H,11637
12/13/2019 09H,11710
12/13/2019 08H,11751
12/13/2019 07H,12337
12/13/2019 06H,12921
12/13/2019 05H,13434
12/13/2019 04H,13682
12/13/2019 03H,13681
12/13/2019 02H,13839
12/13/2019 01H,13733
12/13/2019 00H,13283
12/12/2019 23H,13119
12/12/2019 22H,12805
12/12/2019 21H,12646
12/12/2019 20H,12857
12/12/2019 19H,13139
12/12/2019 18H,13447
12/12/2019 17H,13663
12/12/2019 16H,13715
12/12/2019 15H,13929
12/12/2019 14H,13832
12/12/2019 13H,13309
12/12/2019 12H,12747
12/12/2019 11H,12404
12/12/2019 10H,12514
12/12/2019 09H,12405
12/12/2019 08H,12280
12/12/2019 07H,12434
12/12/2019 06H,12479
12/12/2019 05H,12521
12/12/2019 04H,12645
12/12/2019 03H,12995
12/12/2019 02H,13406
12/12/2019 01H,13612
12/12/2019 00H,13206
12/11/2019 23H,13056
12/11/2019 22H,12704
12/11/2019 21H,12704
12/11/2019 20H,12634
12/11/2019 19H,12732
12/11/2019 18H,12857
12/11/2019 17H,12859
12/11/2019 16H,13123
12/11/2019 15H,13623
12/11/2019 14H,13642
12/11/2019 13H,13363
12/11/2019 12H,13239
12/11/2019 11H,13175
12/11/2019 10H,13132
12/11/2019 09H,13101
12/11/2019 08H,13163
12/11/2019 07H,13467
12/11/2019 06H,13130
12/11/2019 05H,13225
12/11/2019 04H,13113
12/11/2019 03H,12997
12/11/2019 02H,13037
12/11/2019 01H,13084
12/11/2019 00H,13027
12/10/2019 23H,12439
12/10/2019 22H,12318
12/10/2019 21H,12606
12/10/2019 20H,12589
12/10/2019 19H,12528
12/10/2019 18H,12461
12/10/2019 17H,12620
12/10/2019 16H,12918
12/10/2019 15H,13304
12/10/2019 14H,13334
12/10/2019 13H,13032
12/10/2019 12H,12419
12/10/2019 11H,12025
12/10/2019 10H,11845
12/10/2019 09H,11771
12/10/2019 08H,11999
12/10/2019 07H,12187
12/10/2019 06H,12386
12/10/2019 05H,12665
12/10/2019 04H,12911
12/10/2019 03H,13193
12/10/2019 02H,13409
12/10/2019 01H,13356
12/10/2019 00H,12756
12/9/2019 23H,12413
12/9/2019 22H,12282
12/9/2019 21H,12478
12/9/2019 20H,12537
12/9/2019 19H,12535
12/9/2019 18H,12737
12/9/2019 17H,12610
12/9/2019 16H,12814
12/9/2019 15H,12551
12/9/2019 14H,12074
12/9/2019 13H,11585
12/9/2019 12H,11336
12/9/2019 11H,11296
12/9/2019 10H,11195
12/9/2019 09H,11272
12/9/2019 08H,11292
12/9/2019 07H,11371
12/9/2019 06H,11418
12/9/2019 05H,11445
12/9/2019 04H,11547
12/9/2019 03H,11711
12/9/2019 02H,12173
12/9/2019 01H,12700
12/9/2019 00H,12379
12/8/2019 23H,12160
12/8/2019 22H,11961
12/8/2019 21H,11683
12/8/2019 20H,11617
12/8/2019 19H,11723
12/8/2019 18H,11583
12/8/2019 17H,11614
12/8/2019 16H,11608
12/8/2019 15H,11343
12/8/2019 14H,11228
12/8/2019 13H,11457
12/8/2019 12H,11651
12/8/2019 11H,11725
12/8/2019 10H,11647
12/8/2019 09H,11855
12/8/2019 08H,11836
12/8/2019 07H,11913
12/8/2019 06H,11741
12/8/2019 05H,11674
12/8/2019 04H,11640
12/8/2019 03H,11769
12/8/2019 02H,11830
12/8/2019 01H,12263
12/8/2019 00H,12151
12/7/2019 23H,11875
12/7/2019 22H,11787
12/7/2019 21H,11640
12/7/2019 20H,11746
12/7/2019 19H,11830
12/7/2019 18H,11876
12/7/2019 17H,11762
12/7/2019 16H,11732
12/7/2019 15H,11750
12/7/2019 14H,11833
12/7/2019 13H,11852
12/7/2019 12H,11645
12/7/2019 11H,11842
12/7/2019 10H,12096
12/7/2019 09H,12112
12/7/2019 08H,12331
12/7/2019 07H,12574
12/7/2019 06H,12731
12/7/2019 05H,12704
12/7/2019 04H,12694
12/7/2019 03H,12620
12/7/2019 02H,12728
12/7/2019 01H,12975
12/7/2019 00H,12610
12/6/2019 23H,11925
12/6/2019 22H,11339
12/6/2019 21H,11712
12/6/2019 20H,11718
12/6/2019 19H,11932
12/6/2019 18H,12100
12/6/2019 17H,12158
12/6/2019 16H,12547
12/6/2019 15H,12808
12/6/2019 14H,12698
12/6/2019 13H,12405
12/6/2019 12H,12289
12/6/2019 11H,12184
12/6/2019 10H,12358
12/6/2019 09H,12464
12/6/2019 08H,12769
12/6/2019 07H,12983
12/6/2019 06H,13057
12/6/2019 05H,13343
12/6/2019 04H,13396
12/6/2019 03H,13365
12/6/2019 02H,13208
12/6/2019 01H,13279
12/6/2019 00H,12878
12/5/2019 23H,12562
12/5/2019 22H,12267
12/5/2019 21H,11446
12/5/2019 20H,11398
12/5/2019 19H,11708
12/5/2019 18H,11934
12/5/2019 17H,12284
12/5/2019 16H,12873
12/5/2019 15H,13138
12/5/2019 14H,13074
12/5/2019 13H,13013
12/5/2019 12H,12984
12/5/2019 11H,13264
12/5/2019 10H,13738
12/5/2019 09H,13522
12/5/2019 08H,13474
12/5/2019 07H,13446
12/5/2019 06H,13470
12/5/2019 05H,13822
12/5/2019 04H,13930
12/5/2019 03H,14033
12/5/2019 02H,14183
12/5/2019 01H,14018
12/5/2019 00H,13542
12/4/2019 23H,13088
12/4/2019 22H,13043
12/4/2019 21H,12678
12/4/2019 20H,12179
12/4/2019 19H,12026
12/4/2019 18H,12163
12/4/2019 17H,12547
12/4/2019 16H,12434
12/4/2019 15H,12505
12/4/2019 14H,12460
12/4/2019 13H,12104
12/4/2019 12H,11531
12/4/2019 11H,11257
12/4/2019 10H,11206
12/4/2019 09H,11388
12/4/2019 08H,11405
12/4/2019 07H,11677
12/4/2019 06H,11940
12/4/2019 05H,12421
12/4/2019 04H,12839
12/4/2019 03H,12760
12/4/2019 02H,12735
12/4/2019 01H,12695
12/4/2019 00H,12370
12/3/2019 23H,12080
12/3/2019 22H,12024
12/3/2019 21H,11932
12/3/2019 20H,11725
12/3/2019 19H,11821
12/3/2019 18H,11938
12/3/2019 17H,12105
12/3/2019 16H,12482
12/3/2019 15H,12798
12/3/2019 14H,12870
12/3/2019 13H,12580
12/3/2019 12H,12011
12/3/2019 11H,11689
12/3/2019 10H,11582
12/3/2019 09H,11674
12/3/2019 08H,12111
12/3/2019 07H,12401
12/3/2019 06H,12666
12/3/2019 05H,12861
12/3/2019 04H,13033
12/3/2019 03H,13218
12/3/2019 02H,13263
12/3/2019 01H,13206
12/3/2019 00H,12851
12/2/2019 23H,12552
12/2/2019 22H,12748
12/2/2019 21H,12655
12/2/2019 20H,12785
12/2/2019 19H,13175
12/2/2019 18H,13401
12/2/2019 17H,13416
12/2/2019 16H,13549
12/2/2019 15H,13649
12/2/2019 14H,13184
12/2/2019 13H,12708
12/2/2019 12H,12092
12/2/2019 11H,11825
12/2/2019 10H,11852
12/2/2019 09H,11876
12/2/2019 08H,12124
12/2/2019 07H,12117
12/2/2019 06H,12403
12/2/2019 05H,12575
12/2/2019 04H,12781
12/2/2019 03H,13067
12/2/2019 02H,13237
12/2/2019 01H,13648
12/2/2019 00H,13473
12/1/2019 23H,13221
12/1/2019 22H,13134
12/1/2019 21H,13041
12/1/2019 20H,13097
12/1/2019 19H,12914
12/1/2019 18H,12838
12/1/2019 17H,12588
12/1/2019 16H,12584
12/1/2019 15H,12575
12/1/2019 14H,12445
12/1/2019 13H,12427
12/1/2019 12H,12363
12/1/2019 11H,12248
12/1/2019 10H,12182
12/1/2019 09H,12161
12/1/2019 08H,12132
12/1/2019 07H,12122
12/1/2019 06H,12221
12/1/2019 05H,12334
12/1/2019 04H,12466
12/1/2019 03H,12619
12/1/2019 02H,12643
12/1/2019 01H,12669
12/1/2019 00H,12317
11/30/2019 23H,12169
11/30/2019 22H,12115
11/30/2019 21H,12140
11/30/2019 20H,12173
11/30/2019 19H,12336
11/30/2019 18H,12297
11/30/2019 17H,12237
11/30/2019 16H,12210
11/30/2019 15H,11939
11/30/2019 14H,11935
11/30/2019 13H,11854
11/30/2019 12H,11630
11/30/2019 11H,11723
11/30/2019 10H,11738
11/30/2019 09H,11888
11/30/2019 08H,11886
11/30/2019 07H,11750
11/30/2019 06H,11798
11/30/2019 05H,12015
11/30/2019 04H,12113
11/30/2019 03H,12283
11/30/2019 02H,12607
11/30/2019 01H,12834
11/30/2019 00H,12394
11/29/2019 23H,12008
11/29/2019 22H,11786
11/29/2019 21H,11664
11/29/2019 20H,11846
11/29/2019 19H,12111
11/29/2019 18H,13311
11/29/2019 17H,13776
11/29/2019 16H,14070
11/29/2019 15H,13847
11/29/2019 14H,13748
11/29/2019 13H,13556
11/29/2019 12H,13284
11/29/2019 11H,13251
11/29/2019 10H,13208
11/29/2019 09H,13068
11/29/2019 08H,13161
11/29/2019 07H,13081
11/29/2019 06H,13395
11/29/2019 05H,13390
11/29/2019 04H,13262
11/29/2019 03H,13187
11/29/2019 02H,13352
11/29/2019 01H,13261
11/29/2019 00H,13219
11/28/2019 23H,13227
11/28/2019 22H,13213
11/28/2019 21H,13235
11/28/2019 20H,13353
11/28/2019 19H,13399
11/28/2019 18H,13480
11/28/2019 17H,13434
11/28/2019 16H,13326
11/28/2019 15H,13162
11/28/2019 14H,13030
11/28/2019 13H,12925
11/28/2019 12H,12742
11/28/2019 11H,12571
11/28/2019 10H,12659
11/28/2019 09H,12677
11/28/2019 08H,12893
11/28/2019 07H,12972
11/28/2019 06H,12934
11/28/2019 05H,12825
11/28/2019 04H,12700
11/28/2019 03H,12608
11/28/2019 02H,12540
11/28/2019 01H,12535
11/28/2019 00H,12615
11/27/2019 23H,12384
11/27/2019 22H,12308
11/27/2019 21H,12292
11/27/2019 20H,12407
11/27/2019 19H,12864
11/27/2019 18H,12918
11/27/2019 17H,12974
11/27/2019 16H,13382
11/27/2019 15H,13117
11/27/2019 14H,13176
11/27/2019 13H,13124
11/27/2019 12H,12852
11/27/2019 11H,12690
11/27/2019 10H,12591
11/27/2019 09H,12648
11/27/2019 08H,12555
11/27/2019 07H,12569
11/27/2019 06H,12283
11/27/2019 05H,12365
11/27/2019 04H,12462
11/27/2019 03H,12645
11/27/2019 02H,12721
11/27/2019 01H,12809
11/27/2019 00H,12764
11/26/2019 23H,12542
11/26/2019 22H,12367
11/26/2019 21H,12248
11/26/2019 20H,12236
11/26/2019 19H,12378
11/26/2019 18H,12399
11/26/2019 17H,12293
11/26/2019 16H,12294
11/26/2019 15H,12185
11/26/2019 14H,12087
11/26/2019 13H,11871
11/26/2019 12H,11718
11/26/2019 11H,11538
11/26/2019 10H,11655
11/26/2019 09H,11763
11/26/2019 08H,11693
11/26/2019 07H,11653
11/26/2019 06H,11702
11/26/2019 05H,12003
11/26/2019 04H,12179
11/26/2019 03H,12419
11/26/2019 02H,12758
11/26/2019 01H,12868
11/26/2019 00H,12726
11/25/2019 23H,12437
11/25/2019 22H,11746
11/25/2019 21H,12120
11/25/2019 20H,11903
11/25/2019 19H,11768
11/25/2019 18H,12222
11/25/2019 17H,12368
11/25/2019 16H,12384
11/25/2019 15H,12355
11/25/2019 14H,12336
11/25/2019 13H,12154
11/25/2019 12H,11582
11/25/2019 11H,11282
11/25/2019 10H,11004
11/25/2019 09H,10571
11/25/2019 08H,10537
11/25/2019 07H,10965
11/25/2019 06H,11261
11/25/2019 05H,11590
11/25/2019 04H,11438
11/25/2019 03H,11491
11/25/2019 02H,11491
11/25/2019 01H,11502
11/25/2019 00H,10945
11/24/2019 23H,9959
11/24/2019 22H,9547
11/24/2019 21H,9972
11/24/2019 20H,10185
11/24/2019 19H,10560
11/24/2019 18H,10921
11/24/2019 17H,10926
11/24/2019 16H,11124
11/24/2019 15H,11245
11/24/2019 14H,11410
11/24/2019 13H,11250
11/24/2019 12H,10828
11/24/2019 11H,10738
11/24/2019 10H,10883
11/24/2019 09H,10813
11/24/2019 08H,10822
11/24/2019 07H,11047
11/24/2019 06H,11148
11/24/2019 05H,11249
11/24/2019 04H,11272
11/24/2019 03H,11359
11/24/2019 02H,11403
11/24/2019 01H,11455
11/24/2019 00H,11107
11/23/2019 23H,10635
11/23/2019 22H,10702
11/23/2019 21H,10804
11/23/2019 20H,10966
11/23/2019 19H,11066
11/23/2019 18H,11067
11/23/2019 17H,10937
11/23/2019 16H,10711
11/23/2019 15H,10456
11/23/2019 14H,10416
11/23/2019 13H,10236
11/23/2019 12H,10121
11/23/2019 11H,10176
11/23/2019 10H,10160
11/23/2019 09H,10118
11/23/2019 08H,10230
11/23/2019 07H,10427
11/23/2019 06H,10649
11/23/2019 05H,10768
11/23/2019 04H,10893
11/23/2019 03H,10970
11/23/2019 02H,11399
11/23/2019 01H,11674
11/23/2019 00H,11541
11/22/2019 23H,11379
11/22/2019 22H,11441
11/22/2019 21H,11603
11/22/2019 20H,11618
11/22/2019 19H,11747
11/22/2019 18H,11592
11/22/2019 17H,11557
11/22/2019 16H,11693
11/22/2019 15H,11985
11/22/2019 14H,12181
11/22/2019 13H,12109
11/22/2019 12H,11962
11/22/2019 11H,11888
11/22/2019 10H,11878
11/22/2019 09H,11845
11/22/2019 08H,11650
11/22/2019 07H,11682
11/22/2019 06H,11809
11/22/2019 05H,11985
11/22/2019 04H,12089
11/22/2019 03H,12124
11/22/2019 02H,12178
11/22/2019 01H,12063
11/22/2019 00H,12023
11/21/2019 23H,11889
11/21/2019 22H,11610
11/21/2019 21H,11597
11/21/2019 20H,11552
11/21/2019 19H,11702
11/21/2019 18H,11765
11/21/2019 17H,11909
11/21/2019 16H,11763
11/21/2019 15H,11669
11/21/2019 14H,11601
11/21/2019 13H,11347
11/21/2019 12H,10938
11/21/2019 11H,10797
11/21/2019 10H,10760
11/21/2019 09H,10704
11/21/2019 08H,10905
11/21/2019 07H,11036
11/21/2019 06H,11234
11/21/2019 05H,11554
11/21/2019 04H,11743
11/21/2019 03H,11829
11/21/2019 02H,11906
11/21/2019 01H,11915
11/21/2019 00H,11568
11/20/2019 23H,11339
11/20/2019 22H,11334
11/20/2019 21H,11261
11/20/2019 20H,11144
11/20/2019 19H,11277
11/20/2019 18H,11361
11/20/2019 17H,11532
11/20/2019 16H,11588
11/20/2019 15H,11852
11/20/2019 14H,12304
11/20/2019 13H,12166
11/20/2019 12H,11721
11/20/2019 11H,11697
11/20/2019 10H,11798
11/20/2019 09H,11888
11/20/2019 08H,11626
11/20/2019 07H,11611
11/20/2019 06H,11727
11/20/2019 05H,11735
11/20/2019 04H,11729
11/20/2019 03H,11820
11/20/2019 02H,11906
11/20/2019 01H,11954
11/20/2019 00H,11913
11/19/2019 23H,12001
11/19/2019 22H,11993
11/19/2019 21H,12131
11/19/2019 20H,12169
11/19/2019 19H,12272
11/19/2019 18H,12211
11/19/2019 17H,12016
11/19/2019 16H,12103
11/19/2019 15H,12242
11/19/2019 14H,11898
11/19/2019 13H,11512
11/19/2019 12H,10954
11/19/2019 11H,10955
11/19/2019 10H,11111
11/19/2019 09H,11438
11/19/2019 08H,11562
11/19/2019 07H,12094
11/19/2019 06H,12433
11/19/2019 05H,12375
11/19/2019 04H,12400
11/19/2019 03H,12266
11/19/2019 02H,12168
11/19/2019 01H,12169
11/19/2019 00H,12152
11/18/2019 23H,12116
11/18/2019 22H,11887
11/18/2019 21H,11522
11/18/2019 20H,11417
11/18/2019 19H,11348
11/18/2019 18H,11538
11/18/2019 17H,11426
11/18/2019 16H,11524
11/18/2019 15H,11613
11/18/2019 14H,11444
11/18/2019 13H,11033
11/18/2019 12H,10421
11/18/2019 11H,9861
11/18/2019 10H,9919
11/18/2019 09H,9893
11/18/2019 08H,9932
11/18/2019 07H,10605
11/18/2019 06H,10968
11/18/2019 05H,11532
11/18/2019 04H,11652
11/18/2019 03H,11970
11/18/2019 02H,12363
11/18/2019 01H,12189
11/18/2019 00H,11539
11/17/2019 23H,10841
11/17/2019 22H,10601
11/17/2019 21H,10618
11/17/2019 20H,10684
11/17/2019 19H,10826
11/17/2019 18H,10700
11/17/2019 17H,11072
11/17/2019 16H,11674
11/17/2019 15H,11572
11/17/2019 14H,11722
11/17/2019 13H,11732
11/17/2019 12H,11325
11/17/2019 11H,11162
11/17/2019 10H,11385
11/17/2019 09H,11307
11/17/2019 08H,11512
11/17/2019 07H,11846
11/17/2019 06H,11989
11/17/2019 05H,12094
11/17/2019 04H,12252
11/17/2019 03H,12365
11/17/2019 02H,12462
11/17/2019 01H,12313
11/17/2019 00H,11956
11/16/2019 23H,11340
11/16/2019 22H,11481
11/16/2019 21H,11416
11/16/2019 20H,11298
11/16/2019 19H,11432
11/16/2019 18H,11603
11/16/2019 17H,12009
11/16/2019 16H,11867
11/16/2019 15H,11446
11/16/2019 14H,11506
11/16/2019 13H,11173
11/16/2019 12H,10871
11/16/2019 11H,10692
11/16/2019 10H,10761
11/16/2019 09H,11021
11/16/2019 08H,11599
11/16/2019 07H,11846
11/16/2019 06H,12035
