Net generation from coal for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.COL.H
19:18:39 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.COL.H megawatthours
01/22/2021 03H,12580
01/22/2021 02H,12730
01/22/2021 01H,12537
01/22/2021 00H,11067
01/21/2021 23H,9878
01/21/2021 22H,9841
01/21/2021 21H,10077
01/21/2021 20H,9912
01/21/2021 19H,10237
01/21/2021 18H,10501
01/21/2021 17H,11717
01/21/2021 16H,12615
01/21/2021 15H,12580
01/21/2021 14H,12105
01/21/2021 13H,11057
01/21/2021 12H,10582
01/21/2021 11H,10044
01/21/2021 10H,9956
01/21/2021 09H,10040
01/21/2021 08H,10352
01/21/2021 07H,10709
01/21/2021 06H,11108
01/21/2021 05H,11046
01/21/2021 04H,10944
01/21/2021 03H,11391
01/21/2021 02H,11012
01/21/2021 01H,10280
01/21/2021 00H,9160
01/20/2021 23H,8897
01/20/2021 22H,9266
01/20/2021 21H,9526
01/20/2021 20H,9989
01/20/2021 19H,10499
01/20/2021 18H,10604
01/20/2021 17H,10801
01/20/2021 16H,11038
01/20/2021 15H,11200
01/20/2021 14H,11127
01/20/2021 13H,10681
01/20/2021 12H,10444
01/20/2021 11H,10232
01/20/2021 10H,10521
01/20/2021 09H,10730
01/20/2021 08H,10688
01/20/2021 07H,10590
01/20/2021 06H,10895
01/20/2021 05H,11261
01/20/2021 04H,11518
01/20/2021 03H,12221
01/20/2021 02H,12889
01/20/2021 01H,12557
01/20/2021 00H,12480
01/19/2021 23H,11813
01/19/2021 22H,11111
01/19/2021 21H,10929
01/19/2021 20H,11015
01/19/2021 19H,11682
01/19/2021 18H,11870
01/19/2021 17H,12194
01/19/2021 16H,12333
01/19/2021 15H,12016
01/19/2021 14H,11486
01/19/2021 13H,11237
01/19/2021 12H,11064
01/19/2021 11H,10990
01/19/2021 10H,10918
01/19/2021 09H,10980
01/19/2021 08H,11566
01/19/2021 07H,11819
01/19/2021 06H,11967
01/19/2021 05H,12174
01/19/2021 04H,12287
01/19/2021 03H,12573
01/19/2021 02H,12683
01/19/2021 01H,11908
01/19/2021 00H,10134
01/18/2021 23H,8725
01/18/2021 22H,8005
01/18/2021 21H,7974
01/18/2021 20H,7947
01/18/2021 19H,8437
01/18/2021 18H,8938
01/18/2021 17H,10376
01/18/2021 16H,11217
01/18/2021 15H,11304
01/18/2021 14H,11188
01/18/2021 13H,10602
01/18/2021 12H,9870
01/18/2021 11H,9545
01/18/2021 10H,9427
01/18/2021 09H,9313
01/18/2021 08H,9356
01/18/2021 07H,9771
01/18/2021 06H,10173
01/18/2021 05H,10617
01/18/2021 04H,10686
01/18/2021 03H,10576
01/18/2021 02H,10434
01/18/2021 01H,9808
01/18/2021 00H,8405
01/17/2021 23H,7706
01/17/2021 22H,7674
01/17/2021 21H,7581
01/17/2021 20H,7872
01/17/2021 19H,8005
01/17/2021 18H,8374
01/17/2021 17H,9128
01/17/2021 16H,10111
01/17/2021 15H,9985
01/17/2021 14H,9397
01/17/2021 13H,9440
01/17/2021 12H,9771
01/17/2021 11H,9944
01/17/2021 10H,10053
01/17/2021 09H,10282
01/17/2021 08H,10393
01/17/2021 07H,10562
01/17/2021 06H,10710
01/17/2021 05H,11115
01/17/2021 04H,11298
01/17/2021 03H,11208
01/17/2021 02H,10995
01/17/2021 01H,9872
01/17/2021 00H,8247
01/16/2021 23H,7473
01/16/2021 22H,7474
01/16/2021 21H,7609
01/16/2021 20H,8185
01/16/2021 19H,8814
01/16/2021 18H,8943
01/16/2021 17H,9613
01/16/2021 16H,10150
01/16/2021 15H,10184
01/16/2021 14H,10008
01/16/2021 13H,9809
01/16/2021 12H,10058
01/16/2021 11H,9939
01/16/2021 10H,9931
01/16/2021 09H,10068
01/16/2021 08H,10398
01/16/2021 07H,10561
01/16/2021 06H,10640
01/16/2021 05H,11120
01/16/2021 04H,11129
01/16/2021 03H,11068
01/16/2021 02H,10614
01/16/2021 01H,10091
01/16/2021 00H,8806
01/15/2021 23H,8143
01/15/2021 22H,8309
01/15/2021 21H,8477
01/15/2021 20H,8991
01/15/2021 19H,9417
01/15/2021 18H,9905
01/15/2021 17H,10767
01/15/2021 16H,11081
01/15/2021 15H,11209
01/15/2021 14H,10626
01/15/2021 13H,10185
01/15/2021 12H,10072
01/15/2021 11H,9983
01/15/2021 10H,10252
01/15/2021 09H,10060
01/15/2021 08H,10136
01/15/2021 07H,10418
01/15/2021 06H,10468
01/15/2021 05H,10774
01/15/2021 04H,10787
01/15/2021 03H,10858
01/15/2021 02H,10655
01/15/2021 01H,9896
01/15/2021 00H,8769
01/14/2021 23H,8280
01/14/2021 22H,8124
01/14/2021 21H,8262
01/14/2021 20H,8592
01/14/2021 19H,8972
01/14/2021 18H,9360
01/14/2021 17H,10143
01/14/2021 16H,10802
01/14/2021 15H,10820
01/14/2021 14H,10520
01/14/2021 13H,10297
01/14/2021 12H,9947
01/14/2021 11H,9731
01/14/2021 10H,9580
01/14/2021 09H,9641
01/14/2021 08H,9751
01/14/2021 07H,9505
01/14/2021 06H,9569
01/14/2021 05H,9851
01/14/2021 04H,10246
01/14/2021 03H,10121
01/14/2021 02H,9974
01/14/2021 01H,8983
01/14/2021 00H,7841
01/13/2021 23H,7459
01/13/2021 22H,7435
01/13/2021 21H,7459
01/13/2021 20H,6725
01/13/2021 19H,7719
01/13/2021 18H,8895
01/13/2021 17H,9039
01/13/2021 16H,9660
01/13/2021 15H,9488
01/13/2021 14H,8720
01/13/2021 13H,7873
01/13/2021 12H,7704
01/13/2021 11H,7478
01/13/2021 10H,7169
01/13/2021 09H,7560
01/13/2021 08H,7827
01/13/2021 07H,8010
01/13/2021 06H,8496
01/13/2021 05H,9498
01/13/2021 04H,10088
01/13/2021 03H,10520
01/13/2021 02H,10681
01/13/2021 01H,10528
01/13/2021 00H,10739
01/12/2021 23H,10736
01/12/2021 22H,10593
01/12/2021 21H,10451
01/12/2021 20H,10745
01/12/2021 19H,11114
01/12/2021 18H,11227
01/12/2021 17H,11351
01/12/2021 16H,11534
01/12/2021 15H,11532
01/12/2021 14H,11368
01/12/2021 13H,11060
01/12/2021 12H,10704
01/12/2021 11H,10772
01/12/2021 10H,10774
01/12/2021 09H,10916
01/12/2021 08H,11083
01/12/2021 07H,11179
01/12/2021 06H,11453
01/12/2021 05H,11470
01/12/2021 04H,11791
01/12/2021 03H,11861
01/12/2021 02H,11623
01/12/2021 01H,11657
01/12/2021 00H,10822
01/11/2021 23H,9811
01/11/2021 22H,9579
01/11/2021 21H,9915
01/11/2021 20H,10295
01/11/2021 19H,10674
01/11/2021 18H,10839
01/11/2021 17H,11281
01/11/2021 16H,11833
01/11/2021 15H,11936
01/11/2021 14H,11523
01/11/2021 13H,11092
01/11/2021 12H,10653
01/11/2021 11H,10248
01/11/2021 10H,10231
01/11/2021 09H,10250
01/11/2021 08H,9894
01/11/2021 07H,9848
01/11/2021 06H,10085
01/11/2021 05H,10458
01/11/2021 04H,10466
01/11/2021 03H,10642
01/11/2021 02H,10890
01/11/2021 01H,10771
01/11/2021 00H,10306
01/10/2021 23H,9690
01/10/2021 22H,9670
01/10/2021 21H,10234
01/10/2021 20H,10532
01/10/2021 19H,10772
01/10/2021 18H,10715
01/10/2021 17H,10860
01/10/2021 16H,11498
01/10/2021 15H,11396
01/10/2021 14H,11505
01/10/2021 13H,11581
01/10/2021 12H,11715
01/10/2021 11H,11646
01/10/2021 10H,11584
01/10/2021 09H,11687
01/10/2021 08H,11927
01/10/2021 07H,12144
01/10/2021 06H,12037
01/10/2021 05H,12133
01/10/2021 04H,12316
01/10/2021 03H,12448
01/10/2021 02H,12561
01/10/2021 01H,12193
01/10/2021 00H,11245
01/9/2021 23H,10221
01/9/2021 22H,9990
01/9/2021 21H,10693
01/9/2021 20H,11305
01/9/2021 19H,11999
01/9/2021 18H,12385
01/9/2021 17H,12323
01/9/2021 16H,12361
01/9/2021 15H,12250
01/9/2021 14H,12370
01/9/2021 13H,12259
01/9/2021 12H,12118
01/9/2021 11H,12082
01/9/2021 10H,12088
01/9/2021 09H,12224
01/9/2021 08H,12303
01/9/2021 07H,12337
01/9/2021 06H,12149
01/9/2021 05H,12086
01/9/2021 04H,12143
01/9/2021 03H,12193
01/9/2021 02H,12200
01/9/2021 01H,11570
01/9/2021 00H,10305
01/8/2021 23H,9762
01/8/2021 22H,10214
01/8/2021 21H,10399
01/8/2021 20H,10619
01/8/2021 19H,10909
01/8/2021 18H,11217
01/8/2021 17H,11441
01/8/2021 16H,11677
01/8/2021 15H,11727
01/8/2021 14H,11436
01/8/2021 13H,10956
01/8/2021 12H,10849
01/8/2021 11H,10718
01/8/2021 10H,10796
01/8/2021 09H,10902
01/8/2021 08H,10990
01/8/2021 07H,10771
01/8/2021 06H,11361
01/8/2021 05H,11596
01/8/2021 04H,11805
01/8/2021 03H,11905
01/8/2021 02H,11842
01/8/2021 01H,11654
01/8/2021 00H,11244
01/7/2021 23H,10927
01/7/2021 22H,11253
01/7/2021 21H,11349
01/7/2021 20H,12043
01/7/2021 19H,12182
01/7/2021 18H,12591
01/7/2021 17H,12817
01/7/2021 16H,12887
01/7/2021 15H,12632
01/7/2021 14H,12415
01/7/2021 13H,12004
01/7/2021 12H,11470
01/7/2021 11H,11189
01/7/2021 10H,11315
01/7/2021 09H,11253
01/7/2021 08H,11332
01/7/2021 07H,11655
01/7/2021 06H,11805
01/7/2021 05H,11950
01/7/2021 04H,11972
01/7/2021 03H,11798
01/7/2021 02H,11581
01/7/2021 01H,11044
01/7/2021 00H,10162
01/6/2021 23H,9514
01/6/2021 22H,9372
01/6/2021 21H,9272
01/6/2021 20H,9113
01/6/2021 19H,9497
01/6/2021 18H,9627
01/6/2021 17H,9640
01/6/2021 16H,9847
01/6/2021 15H,10109
01/6/2021 14H,9837
01/6/2021 13H,9315
01/6/2021 12H,9116
01/6/2021 11H,9260
01/6/2021 10H,9444
01/6/2021 09H,9592
01/6/2021 08H,9695
01/6/2021 07H,9819
01/6/2021 06H,10008
01/6/2021 05H,10322
01/6/2021 04H,10309
01/6/2021 03H,10453
01/6/2021 02H,10568
01/6/2021 01H,10164
01/6/2021 00H,9033
01/5/2021 23H,7702
01/5/2021 22H,7584
01/5/2021 21H,7792
01/5/2021 20H,7906
01/5/2021 19H,8237
01/5/2021 18H,8866
01/5/2021 17H,9412
01/5/2021 16H,10295
01/5/2021 15H,10111
01/5/2021 14H,9478
01/5/2021 13H,8825
01/5/2021 12H,8276
01/5/2021 11H,7574
01/5/2021 10H,7673
01/5/2021 09H,7892
01/5/2021 08H,8192
01/5/2021 07H,8399
01/5/2021 06H,8556
01/5/2021 05H,8956
01/5/2021 04H,9416
01/5/2021 03H,10094
01/5/2021 02H,10784
01/5/2021 01H,10766
01/5/2021 00H,9189
01/4/2021 23H,8545
01/4/2021 22H,8807
01/4/2021 21H,9087
01/4/2021 20H,9530
01/4/2021 19H,9603
01/4/2021 18H,9904
01/4/2021 17H,10028
01/4/2021 16H,10355
01/4/2021 15H,10570
01/4/2021 14H,9710
01/4/2021 13H,9203
01/4/2021 12H,8894
01/4/2021 11H,8774
01/4/2021 10H,8919
01/4/2021 09H,9357
01/4/2021 08H,9502
01/4/2021 07H,9774
01/4/2021 06H,9707
01/4/2021 05H,9891
01/4/2021 04H,10046
01/4/2021 03H,10565
01/4/2021 02H,11058
01/4/2021 01H,10559
01/4/2021 00H,8879
01/3/2021 23H,8308
01/3/2021 22H,8218
01/3/2021 21H,8184
01/3/2021 20H,8572
01/3/2021 19H,9053
01/3/2021 18H,9085
01/3/2021 17H,9383
01/3/2021 16H,9029
01/3/2021 15H,8883
01/3/2021 14H,8056
01/3/2021 13H,7470
01/3/2021 12H,7188
01/3/2021 11H,7403
01/3/2021 10H,7484
01/3/2021 09H,7867
01/3/2021 08H,7910
01/3/2021 07H,8266
01/3/2021 06H,8682
01/3/2021 05H,9394
01/3/2021 04H,9981
01/3/2021 03H,10373
01/3/2021 02H,10639
01/3/2021 01H,10795
01/3/2021 00H,9501
01/2/2021 23H,8100
01/2/2021 22H,7490
01/2/2021 21H,7498
01/2/2021 20H,7806
01/2/2021 19H,8205
01/2/2021 18H,8529
01/2/2021 17H,8883
01/2/2021 16H,9245
01/2/2021 15H,9299
01/2/2021 14H,8665
01/2/2021 13H,8416
01/2/2021 12H,8066
01/2/2021 11H,7874
01/2/2021 10H,7932
01/2/2021 09H,8383
01/2/2021 08H,8941
01/2/2021 07H,9949
01/2/2021 06H,10777
01/2/2021 05H,11319
01/2/2021 04H,11423
01/2/2021 03H,11563
01/2/2021 02H,11681
01/2/2021 01H,11365
01/2/2021 00H,10245
01/1/2021 23H,9545
01/1/2021 22H,8968
01/1/2021 21H,8682
01/1/2021 20H,8753
01/1/2021 19H,8614
01/1/2021 18H,8934
01/1/2021 17H,10229
01/1/2021 16H,11080
01/1/2021 15H,11215
01/1/2021 14H,10754
01/1/2021 13H,10388
01/1/2021 12H,10090
01/1/2021 11H,9880
01/1/2021 10H,10025
01/1/2021 09H,10482
01/1/2021 08H,10821
01/1/2021 07H,11193
01/1/2021 06H,11273
01/1/2021 05H,11635
01/1/2021 04H,11828
01/1/2021 03H,11987
01/1/2021 02H,12027
01/1/2021 01H,11861
01/1/2021 00H,10962
12/31/2020 23H,10020
12/31/2020 22H,9895
12/31/2020 21H,9713
12/31/2020 20H,9591
12/31/2020 19H,9926
12/31/2020 18H,10131
12/31/2020 17H,10588
12/31/2020 16H,10576
12/31/2020 15H,10758
12/31/2020 14H,10359
12/31/2020 13H,9871
12/31/2020 12H,9314
12/31/2020 11H,8978
12/31/2020 10H,8962
12/31/2020 09H,8871
12/31/2020 08H,8962
12/31/2020 07H,9320
12/31/2020 06H,9650
12/31/2020 05H,10079
12/31/2020 04H,10132
12/31/2020 03H,10628
12/31/2020 02H,11054
12/31/2020 01H,10866
12/31/2020 00H,10212
12/30/2020 23H,9656
12/30/2020 22H,9256
12/30/2020 21H,9327
12/30/2020 20H,9413
12/30/2020 19H,9436
12/30/2020 18H,9354
12/30/2020 17H,10242
12/30/2020 16H,10804
12/30/2020 15H,10799
12/30/2020 14H,10560
12/30/2020 13H,9971
12/30/2020 12H,9725
12/30/2020 11H,9619
12/30/2020 10H,9674
12/30/2020 09H,9702
12/30/2020 08H,9847
12/30/2020 07H,10110
12/30/2020 06H,10657
12/30/2020 05H,10844
12/30/2020 04H,11088
12/30/2020 03H,11195
12/30/2020 02H,11164
12/30/2020 01H,10735
12/30/2020 00H,9640
12/29/2020 23H,9239
12/29/2020 22H,9021
12/29/2020 21H,9245
12/29/2020 20H,9510
12/29/2020 19H,9705
12/29/2020 18H,9932
12/29/2020 17H,10895
12/29/2020 16H,11736
12/29/2020 15H,11866
12/29/2020 14H,11770
12/29/2020 13H,11597
12/29/2020 12H,11028
12/29/2020 11H,10842
12/29/2020 10H,10706
12/29/2020 09H,10681
12/29/2020 08H,10697
12/29/2020 07H,10626
12/29/2020 06H,10664
12/29/2020 05H,10608
12/29/2020 04H,10730
12/29/2020 03H,10881
12/29/2020 02H,10892
12/29/2020 01H,10998
12/29/2020 00H,10443
12/28/2020 23H,10597
12/28/2020 22H,11259
12/28/2020 21H,11542
12/28/2020 20H,11786
12/28/2020 19H,12074
12/28/2020 18H,12118
12/28/2020 17H,12411
12/28/2020 16H,12353
12/28/2020 15H,12366
12/28/2020 14H,12256
12/28/2020 13H,11951
12/28/2020 12H,11701
12/28/2020 11H,11693
12/28/2020 10H,11576
12/28/2020 09H,11674
12/28/2020 08H,11971
12/28/2020 07H,12316
12/28/2020 06H,12377
12/28/2020 05H,12375
12/28/2020 04H,12264
12/28/2020 03H,12355
12/28/2020 02H,12554
12/28/2020 01H,12477
12/28/2020 00H,11467
12/27/2020 23H,10476
12/27/2020 22H,10438
12/27/2020 21H,10232
12/27/2020 20H,10406
12/27/2020 19H,11087
12/27/2020 18H,11149
12/27/2020 17H,11387
12/27/2020 16H,11433
12/27/2020 15H,11189
12/27/2020 14H,10897
12/27/2020 13H,10563
12/27/2020 12H,10204
12/27/2020 11H,10420
12/27/2020 10H,10337
12/27/2020 09H,10052
12/27/2020 08H,10160
12/27/2020 07H,10530
12/27/2020 06H,10674
12/27/2020 05H,11198
12/27/2020 04H,10793
12/27/2020 03H,10824
12/27/2020 02H,11095
12/27/2020 01H,10719
12/27/2020 00H,8916
12/26/2020 23H,8119
12/26/2020 22H,8314
12/26/2020 21H,8337
12/26/2020 20H,8599
12/26/2020 19H,9336
12/26/2020 18H,9840
12/26/2020 17H,10631
12/26/2020 16H,11283
12/26/2020 15H,11410
12/26/2020 14H,11007
12/26/2020 13H,10859
12/26/2020 12H,10763
12/26/2020 11H,10668
12/26/2020 10H,10652
12/26/2020 09H,10407
12/26/2020 08H,10655
12/26/2020 07H,10879
12/26/2020 06H,11195
12/26/2020 05H,11425
12/26/2020 04H,11492
12/26/2020 03H,11532
12/26/2020 02H,11998
12/26/2020 01H,11988
12/26/2020 00H,10788
12/25/2020 23H,10764
12/25/2020 22H,10584
12/25/2020 21H,10402
12/25/2020 20H,10554
12/25/2020 19H,10786
12/25/2020 18H,10983
12/25/2020 17H,11166
12/25/2020 16H,11475
12/25/2020 15H,11643
12/25/2020 14H,11426
12/25/2020 13H,11425
12/25/2020 12H,11390
12/25/2020 11H,11347
12/25/2020 10H,11236
12/25/2020 09H,11124
12/25/2020 08H,11102
12/25/2020 07H,11225
12/25/2020 06H,11256
12/25/2020 05H,11393
12/25/2020 04H,11340
12/25/2020 03H,11363
12/25/2020 02H,11369
12/25/2020 01H,11223
12/25/2020 00H,10712
12/24/2020 23H,10372
12/24/2020 22H,10042
12/24/2020 21H,10185
12/24/2020 20H,10508
12/24/2020 19H,10606
12/24/2020 18H,10628
12/24/2020 17H,10848
12/24/2020 16H,11026
12/24/2020 15H,10995
12/24/2020 14H,10822
12/24/2020 13H,10777
12/24/2020 12H,10694
12/24/2020 11H,10833
12/24/2020 10H,10874
12/24/2020 09H,10966
12/24/2020 08H,11040
12/24/2020 07H,11402
12/24/2020 06H,11949
12/24/2020 05H,12291
12/24/2020 04H,12382
12/24/2020 03H,12498
12/24/2020 02H,12374
12/24/2020 01H,11898
12/24/2020 00H,10598
12/23/2020 23H,9718
12/23/2020 22H,9802
12/23/2020 21H,10442
12/23/2020 20H,10717
12/23/2020 19H,11310
12/23/2020 18H,12014
12/23/2020 17H,12496
12/23/2020 16H,12820
12/23/2020 15H,12572
12/23/2020 14H,12080
12/23/2020 13H,11301
12/23/2020 12H,11035
12/23/2020 11H,11039
12/23/2020 10H,11053
12/23/2020 09H,10974
12/23/2020 08H,10922
12/23/2020 07H,11016
12/23/2020 06H,11107
12/23/2020 05H,11321
12/23/2020 04H,11363
12/23/2020 03H,11420
12/23/2020 02H,11648
12/23/2020 01H,11414
12/23/2020 00H,10439
12/22/2020 23H,9721
12/22/2020 22H,9726
12/22/2020 21H,9869
12/22/2020 20H,10434
12/22/2020 19H,10733
12/22/2020 18H,10872
12/22/2020 17H,11114
12/22/2020 16H,11802
12/22/2020 15H,11937
12/22/2020 14H,11370
12/22/2020 13H,10661
12/22/2020 12H,10503
12/22/2020 11H,10251
12/22/2020 10H,10450
12/22/2020 09H,10874
12/22/2020 08H,11152
12/22/2020 07H,11773
12/22/2020 06H,11922
12/22/2020 05H,11510
12/22/2020 04H,11730
12/22/2020 03H,12124
12/22/2020 02H,12394
12/22/2020 01H,12337
12/22/2020 00H,11283
12/21/2020 23H,10451
12/21/2020 22H,10751
12/21/2020 21H,10914
12/21/2020 20H,11205
12/21/2020 19H,11295
12/21/2020 18H,11538
12/21/2020 17H,11836
12/21/2020 16H,12719
12/21/2020 15H,12909
12/21/2020 14H,12311
12/21/2020 13H,11909
12/21/2020 12H,11473
12/21/2020 11H,11004
12/21/2020 10H,10841
12/21/2020 09H,10638
12/21/2020 08H,10364
12/21/2020 07H,10307
12/21/2020 06H,10513
12/21/2020 05H,10632
12/21/2020 04H,10719
12/21/2020 03H,10779
12/21/2020 02H,11138
12/21/2020 01H,10591
12/21/2020 00H,9057
12/20/2020 23H,8283
12/20/2020 22H,8214
12/20/2020 21H,8451
12/20/2020 20H,8818
12/20/2020 19H,9161
12/20/2020 18H,9750
12/20/2020 17H,10344
12/20/2020 16H,10758
12/20/2020 15H,10963
12/20/2020 14H,10611
12/20/2020 13H,9759
12/20/2020 12H,9144
12/20/2020 11H,8781
12/20/2020 10H,8901
12/20/2020 09H,9096
12/20/2020 08H,9490
12/20/2020 07H,9882
12/20/2020 06H,10227
12/20/2020 05H,10816
12/20/2020 04H,11065
12/20/2020 03H,11125
12/20/2020 02H,11352
12/20/2020 01H,10909
12/20/2020 00H,9454
12/19/2020 23H,8512
12/19/2020 22H,8707
12/19/2020 21H,8890
12/19/2020 20H,9363
12/19/2020 19H,10044
12/19/2020 18H,10203
12/19/2020 17H,10328
12/19/2020 16H,10890
12/19/2020 15H,10868
12/19/2020 14H,10570
12/19/2020 13H,10414
12/19/2020 12H,10601
12/19/2020 11H,10491
12/19/2020 10H,10468
12/19/2020 09H,10523
12/19/2020 08H,11191
12/19/2020 07H,11627
12/19/2020 06H,11883
12/19/2020 05H,11993
12/19/2020 04H,12159
12/19/2020 03H,12456
12/19/2020 02H,12514
12/19/2020 01H,12730
12/19/2020 00H,11654
12/18/2020 23H,10521
12/18/2020 22H,10289
12/18/2020 21H,10601
12/18/2020 20H,10826
12/18/2020 19H,10751
12/18/2020 18H,10952
12/18/2020 17H,11351
12/18/2020 16H,11685
12/18/2020 15H,11721
12/18/2020 14H,11052
12/18/2020 13H,10603
12/18/2020 12H,10014
12/18/2020 11H,9566
12/18/2020 10H,9418
12/18/2020 09H,9646
12/18/2020 08H,9736
12/18/2020 07H,10587
12/18/2020 06H,11410
12/18/2020 05H,11453
12/18/2020 04H,11714
12/18/2020 03H,11812
12/18/2020 02H,12241
12/18/2020 01H,12432
12/18/2020 00H,11629
12/17/2020 23H,10560
12/17/2020 22H,10052
12/17/2020 21H,10119
12/17/2020 20H,10125
12/17/2020 19H,10679
12/17/2020 18H,11083
12/17/2020 17H,11500
12/17/2020 16H,12133
12/17/2020 15H,12314
12/17/2020 14H,11965
12/17/2020 13H,11616
12/17/2020 12H,11487
12/17/2020 11H,11099
12/17/2020 10H,10853
12/17/2020 09H,10770
12/17/2020 08H,10964
12/17/2020 07H,11408
12/17/2020 06H,11867
12/17/2020 05H,12518
12/17/2020 04H,12666
12/17/2020 03H,12829
12/17/2020 02H,13147
12/17/2020 01H,13196
12/17/2020 00H,12461
12/16/2020 23H,12023
12/16/2020 22H,11849
12/16/2020 21H,11854
12/16/2020 20H,11830
12/16/2020 19H,11803
12/16/2020 18H,12141
12/16/2020 17H,12198
12/16/2020 16H,12369
12/16/2020 15H,12138
12/16/2020 14H,11958
12/16/2020 13H,11633
12/16/2020 12H,11610
12/16/2020 11H,11457
12/16/2020 10H,11379
12/16/2020 09H,11536
12/16/2020 08H,11629
12/16/2020 07H,11672
12/16/2020 06H,12245
12/16/2020 05H,12359
12/16/2020 04H,12561
12/16/2020 03H,12783
12/16/2020 02H,12845
12/16/2020 01H,12659
12/16/2020 00H,11658
12/15/2020 23H,10999
12/15/2020 22H,10682
12/15/2020 21H,11237
12/15/2020 20H,11587
12/15/2020 19H,11659
12/15/2020 18H,12097
12/15/2020 17H,12801
12/15/2020 16H,13114
12/15/2020 15H,13066
12/15/2020 14H,12642
12/15/2020 13H,12338
12/15/2020 12H,12069
12/15/2020 11H,11798
12/15/2020 10H,11906
12/15/2020 09H,11988
12/15/2020 08H,11953
12/15/2020 07H,12155
12/15/2020 06H,12651
12/15/2020 05H,13121
12/15/2020 04H,13258
12/15/2020 03H,13125
12/15/2020 02H,13149
12/15/2020 01H,13118
12/15/2020 00H,11970
12/14/2020 23H,11097
12/14/2020 22H,9706
12/14/2020 21H,10868
12/14/2020 20H,10853
12/14/2020 19H,11193
12/14/2020 18H,11750
12/14/2020 17H,12622
12/14/2020 16H,13111
12/14/2020 15H,13248
12/14/2020 14H,12946
12/14/2020 13H,12650
12/14/2020 12H,12353
12/14/2020 11H,12286
12/14/2020 10H,12200
12/14/2020 09H,12043
12/14/2020 08H,12257
12/14/2020 07H,12437
12/14/2020 06H,12704
12/14/2020 05H,12951
12/14/2020 04H,13017
12/14/2020 03H,13061
12/14/2020 02H,13162
12/14/2020 01H,13227
12/14/2020 00H,12716
12/13/2020 23H,12159
12/13/2020 22H,12064
12/13/2020 21H,12016
12/13/2020 20H,11443
12/13/2020 19H,11733
12/13/2020 18H,11570
12/13/2020 17H,12056
12/13/2020 16H,12482
12/13/2020 15H,12286
12/13/2020 14H,12200
12/13/2020 13H,12028
12/13/2020 12H,12024
12/13/2020 11H,11910
12/13/2020 10H,11998
12/13/2020 09H,12235
12/13/2020 08H,12336
12/13/2020 07H,12907
12/13/2020 06H,12936
12/13/2020 05H,13137
12/13/2020 04H,13403
12/13/2020 03H,13467
12/13/2020 02H,13742
12/13/2020 01H,13670
12/13/2020 00H,13082
12/12/2020 23H,12599
12/12/2020 22H,12354
12/12/2020 21H,12967
12/12/2020 20H,13217
12/12/2020 19H,13593
12/12/2020 18H,13546
12/12/2020 17H,13245
12/12/2020 16H,13357
12/12/2020 15H,13345
12/12/2020 14H,13147
12/12/2020 13H,13135
12/12/2020 12H,13245
12/12/2020 11H,13297
12/12/2020 10H,13091
12/12/2020 09H,13059
12/12/2020 08H,12907
12/12/2020 07H,12881
12/12/2020 06H,13144
12/12/2020 05H,13291
12/12/2020 04H,13486
12/12/2020 03H,13659
12/12/2020 02H,13802
12/12/2020 01H,13873
12/12/2020 00H,13387
12/11/2020 23H,12684
12/11/2020 22H,12688
12/11/2020 21H,13126
12/11/2020 20H,13072
12/11/2020 19H,12774
12/11/2020 18H,12780
12/11/2020 17H,13068
12/11/2020 16H,13445
12/11/2020 15H,13527
12/11/2020 14H,13085
12/11/2020 13H,12600
12/11/2020 12H,12520
12/11/2020 11H,12454
12/11/2020 10H,12426
12/11/2020 09H,12480
12/11/2020 08H,12736
12/11/2020 07H,12669
12/11/2020 06H,12743
12/11/2020 05H,13120
12/11/2020 04H,13395
12/11/2020 03H,13341
12/11/2020 02H,13393
12/11/2020 01H,13358
12/11/2020 00H,12488
12/10/2020 23H,12311
12/10/2020 22H,12168
12/10/2020 21H,12296
12/10/2020 20H,12360
12/10/2020 19H,12462
12/10/2020 18H,12506
12/10/2020 17H,12474
12/10/2020 16H,12681
12/10/2020 15H,12770
12/10/2020 14H,12620
12/10/2020 13H,12443
12/10/2020 12H,12321
12/10/2020 11H,12117
12/10/2020 10H,11896
12/10/2020 09H,11820
12/10/2020 08H,11679
12/10/2020 07H,11602
12/10/2020 06H,11304
12/10/2020 05H,11882
12/10/2020 04H,12193
12/10/2020 03H,12225
12/10/2020 02H,12148
12/10/2020 01H,11745
12/10/2020 00H,10810
12/9/2020 23H,9727
12/9/2020 22H,9650
12/9/2020 21H,9571
12/9/2020 20H,9597
12/9/2020 19H,10412
12/9/2020 18H,10965
12/9/2020 17H,11296
12/9/2020 16H,11727
12/9/2020 15H,11699
12/9/2020 14H,11416
12/9/2020 13H,10596
12/9/2020 12H,10619
12/9/2020 11H,10639
12/9/2020 10H,10462
12/9/2020 09H,10662
12/9/2020 08H,10795
12/9/2020 07H,10977
12/9/2020 06H,11226
12/9/2020 05H,11633
12/9/2020 04H,11678
12/9/2020 03H,11696
12/9/2020 02H,11871
12/9/2020 01H,11860
12/9/2020 00H,11078
12/8/2020 23H,10375
12/8/2020 22H,10281
12/8/2020 21H,10388
12/8/2020 20H,10876
12/8/2020 19H,11204
