Net generation from other for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.OTH.H
19:19:06 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.OTH.H megawatthours
03/12/2019 14H,981
03/12/2019 13H,973
03/12/2019 12H,987
03/12/2019 11H,988
03/12/2019 10H,987
03/12/2019 09H,985
03/12/2019 08H,974
03/12/2019 07H,960
03/12/2019 06H,975
03/12/2019 05H,987
03/12/2019 04H,972
03/12/2019 03H,972
03/12/2019 02H,964
03/12/2019 01H,963
03/12/2019 00H,934
03/11/2019 23H,937
03/11/2019 22H,931
03/11/2019 21H,947
03/11/2019 20H,939
03/11/2019 19H,943
03/11/2019 18H,984
03/11/2019 17H,984
03/11/2019 16H,990
03/11/2019 15H,982
03/11/2019 14H,974
03/11/2019 13H,974
03/11/2019 12H,970
03/11/2019 11H,969
03/11/2019 10H,969
03/11/2019 09H,980
03/11/2019 08H,978
03/11/2019 07H,966
03/11/2019 06H,965
03/11/2019 05H,956
03/11/2019 04H,938
03/11/2019 03H,940
03/11/2019 02H,958
03/11/2019 01H,959
03/11/2019 00H,964
03/10/2019 23H,965
03/10/2019 22H,966
03/10/2019 21H,966
03/10/2019 20H,968
03/10/2019 19H,971
03/10/2019 18H,966
03/10/2019 17H,970
03/10/2019 16H,973
03/10/2019 15H,974
03/10/2019 14H,970
03/10/2019 13H,973
03/10/2019 12H,959
03/10/2019 11H,981
03/10/2019 10H,982
03/10/2019 09H,964
03/10/2019 08H,962
03/10/2019 07H,964
03/10/2019 06H,973
03/10/2019 05H,978
03/10/2019 04H,960
03/10/2019 03H,963
03/10/2019 02H,974
03/10/2019 01H,970
03/10/2019 00H,983
03/9/2019 23H,998
03/9/2019 22H,1006
03/9/2019 21H,1007
03/9/2019 20H,1017
03/9/2019 19H,992
03/9/2019 18H,1013
03/9/2019 17H,997
03/9/2019 16H,994
03/9/2019 15H,988
03/9/2019 14H,985
03/9/2019 13H,970
03/9/2019 12H,958
03/9/2019 11H,945
03/9/2019 10H,985
03/9/2019 09H,1012
03/9/2019 08H,1023
03/9/2019 07H,1035
03/9/2019 06H,1035
03/9/2019 05H,1046
03/9/2019 04H,1019
03/9/2019 03H,974
03/9/2019 02H,983
03/9/2019 01H,1005
03/9/2019 00H,999
03/8/2019 23H,1000
03/8/2019 22H,999
03/8/2019 21H,1001
03/8/2019 20H,998
03/8/2019 19H,1002
03/8/2019 18H,1006
03/8/2019 17H,999
03/8/2019 16H,1019
03/8/2019 15H,1032
03/8/2019 14H,1013
03/8/2019 13H,1001
03/8/2019 12H,1001
03/8/2019 11H,1005
03/8/2019 10H,997
03/8/2019 09H,1002
03/8/2019 08H,991
03/8/2019 07H,991
03/8/2019 06H,995
03/8/2019 05H,983
03/8/2019 04H,977
03/8/2019 03H,966
03/8/2019 02H,959
03/8/2019 01H,928
03/8/2019 00H,936
03/7/2019 23H,934
03/7/2019 22H,944
03/7/2019 21H,952
03/7/2019 20H,956
03/7/2019 19H,967
03/7/2019 18H,967
03/7/2019 17H,1003
03/7/2019 16H,1005
03/7/2019 15H,1013
03/7/2019 14H,998
03/7/2019 13H,980
03/7/2019 12H,982
03/7/2019 11H,993
03/7/2019 10H,992
03/7/2019 09H,991
03/7/2019 08H,991
03/7/2019 07H,992
03/7/2019 06H,991
03/7/2019 05H,992
03/7/2019 04H,985
03/7/2019 03H,967
03/7/2019 02H,938
03/7/2019 01H,932
03/7/2019 00H,932
03/6/2019 23H,959
03/6/2019 22H,949
03/6/2019 21H,969
03/6/2019 20H,971
03/6/2019 19H,981
03/6/2019 18H,1002
03/6/2019 17H,1013
03/6/2019 16H,1020
03/6/2019 15H,1013
03/6/2019 14H,1009
03/6/2019 13H,1000
03/6/2019 12H,976
03/6/2019 11H,986
03/6/2019 10H,988
03/6/2019 09H,978
03/6/2019 08H,990
03/6/2019 07H,983
03/6/2019 06H,986
03/6/2019 05H,984
03/6/2019 04H,953
03/6/2019 03H,929
03/6/2019 02H,977
03/6/2019 01H,1005
03/6/2019 00H,1003
03/5/2019 23H,1017
03/5/2019 22H,1015
03/5/2019 21H,993
03/5/2019 20H,1002
03/5/2019 19H,1003
03/5/2019 18H,982
03/5/2019 17H,994
03/5/2019 16H,1006
03/5/2019 15H,992
03/5/2019 14H,992
03/5/2019 13H,987
03/5/2019 12H,997
03/5/2019 11H,1001
03/5/2019 10H,991
03/5/2019 09H,995
03/5/2019 08H,982
03/5/2019 07H,978
03/5/2019 06H,969
03/5/2019 05H,976
03/5/2019 04H,969
03/5/2019 03H,960
03/5/2019 02H,972
03/5/2019 01H,967
03/5/2019 00H,971
03/4/2019 23H,977
03/4/2019 22H,987
03/4/2019 21H,997
03/4/2019 20H,1023
03/4/2019 19H,1011
03/4/2019 18H,1024
03/4/2019 17H,1037
03/4/2019 16H,1035
03/4/2019 15H,1055
03/4/2019 14H,1033
03/4/2019 13H,1019
03/4/2019 12H,990
03/4/2019 11H,988
03/4/2019 10H,993
03/4/2019 09H,984
03/4/2019 08H,1010
03/4/2019 07H,1024
03/4/2019 06H,1021
03/4/2019 05H,1003
03/4/2019 04H,1006
03/4/2019 03H,997
03/4/2019 02H,1007
03/4/2019 01H,995
03/4/2019 00H,993
03/3/2019 23H,990
03/3/2019 22H,1002
03/3/2019 21H,1006
03/3/2019 20H,1012
03/3/2019 19H,1002
03/3/2019 18H,1012
03/3/2019 17H,1014
03/3/2019 16H,1012
03/3/2019 15H,1000
03/3/2019 14H,1008
03/3/2019 13H,999
03/3/2019 12H,996
03/3/2019 11H,1004
03/3/2019 10H,1004
03/3/2019 09H,998
03/3/2019 08H,999
03/3/2019 07H,1066
03/3/2019 06H,970
03/3/2019 05H,1024
03/3/2019 04H,1022
03/3/2019 03H,1030
03/3/2019 02H,1019
03/3/2019 01H,1026
03/3/2019 00H,1017
03/2/2019 23H,1023
03/2/2019 22H,1036
03/2/2019 21H,1030
03/2/2019 20H,1029
03/2/2019 19H,1001
03/2/2019 18H,1008
03/2/2019 17H,989
03/2/2019 16H,1002
03/2/2019 15H,1005
03/2/2019 14H,1014
03/2/2019 13H,1010
03/2/2019 12H,999
03/2/2019 11H,1014
03/2/2019 10H,1015
03/2/2019 09H,1018
03/2/2019 08H,1009
03/2/2019 07H,992
03/2/2019 06H,1006
03/2/2019 05H,997
03/2/2019 04H,994
03/2/2019 03H,981
03/2/2019 02H,984
03/2/2019 01H,951
03/2/2019 00H,954
03/1/2019 23H,947
03/1/2019 22H,956
03/1/2019 21H,960
03/1/2019 20H,950
03/1/2019 19H,940
03/1/2019 18H,951
03/1/2019 17H,963
03/1/2019 16H,969
03/1/2019 15H,967
03/1/2019 14H,958
03/1/2019 13H,941
03/1/2019 12H,940
03/1/2019 11H,921
03/1/2019 10H,925
03/1/2019 09H,919
03/1/2019 08H,918
03/1/2019 07H,942
03/1/2019 06H,950
03/1/2019 05H,947
03/1/2019 04H,940
03/1/2019 03H,930
03/1/2019 02H,922
03/1/2019 01H,928
03/1/2019 00H,929
02/28/2019 23H,908
02/28/2019 22H,912
02/28/2019 21H,907
02/28/2019 20H,913
02/28/2019 19H,938
02/28/2019 18H,938
02/28/2019 17H,940
02/28/2019 16H,944
02/28/2019 15H,955
02/28/2019 14H,960
02/28/2019 13H,964
02/28/2019 12H,957
02/28/2019 11H,961
02/28/2019 10H,946
02/28/2019 09H,944
02/28/2019 08H,941
02/28/2019 07H,946
02/28/2019 06H,931
02/28/2019 05H,923
02/28/2019 04H,925
02/28/2019 03H,915
02/28/2019 02H,912
02/28/2019 01H,907
02/28/2019 00H,897
02/27/2019 23H,900
02/27/2019 22H,904
02/27/2019 21H,897
02/27/2019 20H,916
02/27/2019 19H,913
02/27/2019 18H,924
02/27/2019 17H,925
02/27/2019 16H,924
02/27/2019 15H,929
02/27/2019 14H,940
02/27/2019 13H,942
02/27/2019 12H,936
02/27/2019 11H,938
02/27/2019 10H,919
02/27/2019 09H,904
02/27/2019 08H,927
02/27/2019 07H,921
02/27/2019 06H,944
02/27/2019 05H,932
02/27/2019 04H,925
02/27/2019 03H,911
02/27/2019 02H,896
02/27/2019 01H,887
02/27/2019 00H,889
02/26/2019 23H,888
02/26/2019 22H,891
02/26/2019 21H,897
02/26/2019 20H,908
02/26/2019 19H,912
02/26/2019 18H,923
02/26/2019 17H,943
02/26/2019 16H,949
02/26/2019 15H,959
02/26/2019 14H,934
02/26/2019 13H,921
02/26/2019 12H,912
02/26/2019 11H,915
02/26/2019 10H,916
02/26/2019 09H,886
02/26/2019 08H,883
02/26/2019 07H,908
02/26/2019 06H,927
02/26/2019 05H,929
02/26/2019 04H,899
02/26/2019 03H,891
02/26/2019 02H,860
02/26/2019 01H,862
02/26/2019 00H,859
02/25/2019 23H,864
02/25/2019 22H,850
02/25/2019 21H,871
02/25/2019 20H,869
02/25/2019 19H,908
02/25/2019 18H,898
02/25/2019 17H,937
02/25/2019 16H,942
02/25/2019 15H,941
02/25/2019 14H,951
02/25/2019 13H,951
02/25/2019 12H,957
02/25/2019 11H,951
02/25/2019 10H,954
02/25/2019 09H,945
02/25/2019 08H,942
02/25/2019 07H,939
02/25/2019 06H,935
02/25/2019 05H,934
02/25/2019 04H,932
02/25/2019 03H,927
02/25/2019 02H,928
02/25/2019 01H,928
02/25/2019 00H,920
02/24/2019 23H,933
02/24/2019 22H,922
02/24/2019 21H,924
02/24/2019 20H,922
02/24/2019 19H,945
02/24/2019 18H,944
02/24/2019 17H,949
02/24/2019 16H,958
02/24/2019 15H,948
02/24/2019 14H,953
02/24/2019 13H,954
02/24/2019 12H,959
02/24/2019 11H,976
02/24/2019 10H,974
02/24/2019 09H,949
02/24/2019 08H,940
02/24/2019 07H,942
02/24/2019 06H,985
02/24/2019 05H,988
02/24/2019 04H,985
02/24/2019 03H,969
02/24/2019 02H,952
02/24/2019 01H,978
02/24/2019 00H,999
02/23/2019 23H,929
02/23/2019 22H,988
02/23/2019 21H,977
02/23/2019 20H,995
02/23/2019 19H,1006
02/23/2019 18H,1269
02/23/2019 17H,988
02/23/2019 16H,1000
02/23/2019 15H,1010
02/23/2019 14H,1006
02/23/2019 13H,995
02/23/2019 12H,989
02/23/2019 11H,995
02/23/2019 10H,983
02/23/2019 09H,992
02/23/2019 08H,957
02/23/2019 07H,942
02/23/2019 06H,1007
02/23/2019 05H,1006
02/23/2019 04H,1034
02/23/2019 03H,1018
02/23/2019 02H,1001
02/23/2019 01H,1003
02/23/2019 00H,1006
02/22/2019 23H,1018
02/22/2019 22H,1032
02/22/2019 21H,1021
02/22/2019 20H,1024
02/22/2019 19H,1016
02/22/2019 18H,1010
02/22/2019 17H,1077
02/22/2019 16H,958
02/22/2019 15H,959
02/22/2019 14H,996
02/22/2019 13H,987
02/22/2019 12H,994
02/22/2019 11H,989
02/22/2019 10H,984
02/22/2019 09H,987
02/22/2019 08H,997
02/22/2019 07H,994
02/22/2019 06H,997
02/22/2019 05H,993
02/22/2019 04H,1001
02/22/2019 03H,996
02/22/2019 02H,995
02/22/2019 01H,1002
02/22/2019 00H,997
02/21/2019 23H,1002
02/21/2019 22H,1012
02/21/2019 21H,1013
02/21/2019 20H,1010
02/21/2019 19H,1022
02/21/2019 18H,1010
02/21/2019 17H,1008
02/21/2019 16H,1010
02/21/2019 15H,998
02/21/2019 14H,996
02/21/2019 13H,970
02/21/2019 12H,981
02/21/2019 11H,986
02/21/2019 10H,990
02/21/2019 09H,981
02/21/2019 08H,987
02/21/2019 07H,998
02/21/2019 06H,1027
02/21/2019 05H,1015
02/21/2019 04H,1012
02/21/2019 03H,1006
02/21/2019 02H,965
02/21/2019 01H,937
02/21/2019 00H,943
02/20/2019 23H,939
02/20/2019 22H,931
02/20/2019 21H,936
02/20/2019 20H,954
02/20/2019 19H,945
02/20/2019 18H,942
02/20/2019 17H,936
02/20/2019 16H,932
02/20/2019 15H,964
02/20/2019 14H,976
02/20/2019 13H,971
02/20/2019 12H,986
02/20/2019 11H,983
02/20/2019 10H,985
02/20/2019 09H,989
02/20/2019 08H,982
02/20/2019 07H,958
02/20/2019 06H,993
02/20/2019 05H,997
02/20/2019 04H,998
02/20/2019 03H,999
02/20/2019 02H,995
02/20/2019 01H,994
02/20/2019 00H,983
02/19/2019 23H,952
02/19/2019 22H,949
02/19/2019 21H,916
02/19/2019 20H,931
02/19/2019 19H,921
02/19/2019 18H,946
02/19/2019 17H,939
02/19/2019 16H,921
02/19/2019 15H,945
02/19/2019 14H,948
02/19/2019 13H,951
02/19/2019 12H,957
02/19/2019 11H,947
02/19/2019 10H,929
02/19/2019 09H,951
02/19/2019 08H,975
02/19/2019 07H,975
02/19/2019 06H,994
02/19/2019 05H,985
02/19/2019 04H,999
02/19/2019 03H,990
02/19/2019 02H,990
02/19/2019 01H,993
02/19/2019 00H,965
02/18/2019 23H,989
02/18/2019 22H,993
02/18/2019 21H,978
02/18/2019 20H,988
02/18/2019 19H,968
02/18/2019 18H,983
02/18/2019 17H,1003
02/18/2019 16H,1001
02/18/2019 15H,998
02/18/2019 14H,986
02/18/2019 13H,974
02/18/2019 12H,975
02/18/2019 11H,974
02/18/2019 10H,978
02/18/2019 09H,980
02/18/2019 08H,983
02/18/2019 07H,985
02/18/2019 06H,996
02/18/2019 05H,983
02/18/2019 04H,990
02/18/2019 03H,983
02/18/2019 02H,985
02/18/2019 01H,988
02/18/2019 00H,992
02/17/2019 23H,994
02/17/2019 22H,988
02/17/2019 21H,981
02/17/2019 20H,999
02/17/2019 19H,1004
02/17/2019 18H,1008
02/17/2019 17H,1011
02/17/2019 16H,1011
02/17/2019 15H,1016
02/17/2019 14H,1018
02/17/2019 13H,998
02/17/2019 12H,1007
02/17/2019 11H,1010
02/17/2019 10H,1001
02/17/2019 09H,1016
02/17/2019 08H,1003
02/17/2019 07H,1010
02/17/2019 06H,1019
02/17/2019 05H,1028
02/17/2019 04H,1017
02/17/2019 03H,1010
02/17/2019 02H,1012
02/17/2019 01H,1008
02/17/2019 00H,979
02/16/2019 23H,975
02/16/2019 22H,981
02/16/2019 21H,935
02/16/2019 20H,1003
02/16/2019 19H,997
02/16/2019 18H,993
02/16/2019 17H,1003
02/16/2019 16H,1010
02/16/2019 15H,998
02/16/2019 14H,999
02/16/2019 13H,990
02/16/2019 12H,991
02/16/2019 11H,996
02/16/2019 10H,1009
02/16/2019 09H,1006
02/16/2019 08H,999
02/16/2019 07H,1004
02/16/2019 06H,1011
02/16/2019 05H,1015
02/16/2019 04H,1019
02/16/2019 03H,1014
02/16/2019 02H,1016
02/16/2019 01H,1011
02/16/2019 00H,1014
02/15/2019 23H,981
02/15/2019 22H,962
02/15/2019 21H,998
02/15/2019 20H,992
02/15/2019 19H,974
02/15/2019 18H,968
02/15/2019 17H,942
02/15/2019 16H,951
02/15/2019 15H,939
02/15/2019 14H,955
02/15/2019 13H,940
02/15/2019 12H,931
02/15/2019 11H,946
02/15/2019 10H,941
02/15/2019 09H,947
02/15/2019 08H,949
02/15/2019 07H,939
02/15/2019 06H,978
02/15/2019 05H,992
02/15/2019 04H,986
02/15/2019 03H,985
02/15/2019 02H,976
02/15/2019 01H,968
02/15/2019 00H,936
02/14/2019 23H,898
02/14/2019 22H,908
02/14/2019 21H,904
02/14/2019 20H,915
02/14/2019 19H,957
02/14/2019 18H,948
02/14/2019 17H,926
02/14/2019 16H,927
02/14/2019 15H,967
02/14/2019 14H,941
02/14/2019 13H,932
02/14/2019 12H,954
02/14/2019 11H,971
02/14/2019 10H,968
02/14/2019 09H,946
02/14/2019 08H,943
02/14/2019 07H,936
02/14/2019 06H,950
02/14/2019 05H,955
02/14/2019 04H,950
02/14/2019 03H,957
02/14/2019 02H,959
02/14/2019 01H,963
02/14/2019 00H,952
02/13/2019 23H,951
02/13/2019 22H,949
02/13/2019 21H,980
02/13/2019 20H,1028
02/13/2019 19H,1024
02/13/2019 18H,1039
02/13/2019 17H,1018
02/13/2019 16H,1017
02/13/2019 15H,1003
02/13/2019 14H,974
02/13/2019 13H,968
02/13/2019 12H,973
02/13/2019 11H,974
02/13/2019 10H,977
02/13/2019 09H,976
02/13/2019 08H,961
02/13/2019 07H,967
02/13/2019 06H,968
02/13/2019 05H,972
02/13/2019 04H,971
02/13/2019 03H,971
02/13/2019 02H,966
02/13/2019 01H,969
02/13/2019 00H,940
02/12/2019 23H,920
02/12/2019 22H,944
02/12/2019 21H,954
02/12/2019 20H,970
02/12/2019 19H,967
02/12/2019 18H,979
02/12/2019 17H,974
02/12/2019 16H,1000
02/12/2019 15H,964
02/12/2019 14H,969
02/12/2019 13H,956
02/12/2019 12H,959
02/12/2019 11H,966
02/12/2019 10H,956
02/12/2019 09H,944
02/12/2019 08H,939
02/12/2019 07H,936
02/12/2019 06H,935
02/12/2019 05H,947
02/12/2019 04H,944
02/12/2019 03H,936
02/12/2019 02H,922
02/12/2019 01H,942
02/12/2019 00H,938
02/11/2019 23H,898
02/11/2019 22H,927
02/11/2019 21H,953
02/11/2019 20H,979
02/11/2019 19H,977
02/11/2019 18H,943
02/11/2019 17H,939
02/11/2019 16H,937
02/11/2019 15H,956
02/11/2019 14H,959
02/11/2019 13H,948
02/11/2019 12H,956
02/11/2019 11H,957
02/11/2019 10H,961
02/11/2019 09H,945
02/11/2019 08H,957
02/11/2019 07H,962
02/11/2019 06H,964
02/11/2019 05H,980
02/11/2019 04H,989
02/11/2019 03H,978
02/11/2019 02H,978
02/11/2019 01H,973
02/11/2019 00H,991
02/10/2019 23H,992
02/10/2019 22H,994
02/10/2019 21H,1010
02/10/2019 20H,999
02/10/2019 19H,989
02/10/2019 18H,999
02/10/2019 17H,996
02/10/2019 16H,1008
02/10/2019 15H,997
02/10/2019 14H,992
02/10/2019 13H,973
02/10/2019 12H,985
02/10/2019 11H,988
02/10/2019 10H,978
02/10/2019 09H,957
02/10/2019 08H,959
02/10/2019 07H,949
02/10/2019 06H,950
02/10/2019 05H,945
02/10/2019 04H,947
02/10/2019 03H,946
02/10/2019 02H,942
02/10/2019 01H,934
02/10/2019 00H,939
02/9/2019 23H,946
02/9/2019 22H,943
02/9/2019 21H,939
02/9/2019 20H,932
02/9/2019 19H,943
02/9/2019 18H,947
02/9/2019 17H,962
02/9/2019 16H,967
02/9/2019 15H,965
02/9/2019 14H,958
02/9/2019 13H,936
02/9/2019 12H,941
02/9/2019 11H,937
02/9/2019 10H,949
02/9/2019 09H,944
02/9/2019 08H,932
02/9/2019 07H,946
02/9/2019 06H,960
02/9/2019 05H,962
02/9/2019 04H,962
02/9/2019 03H,964
02/9/2019 02H,964
02/9/2019 01H,956
02/9/2019 00H,948
02/8/2019 23H,957
02/8/2019 22H,951
02/8/2019 21H,936
02/8/2019 20H,941
02/8/2019 19H,936
02/8/2019 18H,917
02/8/2019 17H,909
02/8/2019 16H,922
02/8/2019 15H,929
02/8/2019 14H,958
02/8/2019 13H,949
02/8/2019 12H,959
02/8/2019 11H,961
02/8/2019 10H,949
02/8/2019 09H,951
02/8/2019 08H,948
02/8/2019 07H,955
02/8/2019 06H,938
02/8/2019 05H,936
02/8/2019 04H,932
02/8/2019 03H,931
02/8/2019 02H,929
02/8/2019 01H,930
02/8/2019 00H,944
02/7/2019 23H,940
02/7/2019 22H,950
02/7/2019 21H,964
02/7/2019 20H,956
02/7/2019 19H,981
02/7/2019 18H,990
02/7/2019 17H,966
02/7/2019 16H,959
02/7/2019 15H,968
02/7/2019 14H,961
02/7/2019 13H,953
02/7/2019 12H,939
02/7/2019 11H,955
02/7/2019 10H,956
02/7/2019 09H,951
02/7/2019 08H,962
02/7/2019 07H,954
02/7/2019 06H,973
02/7/2019 05H,982
02/7/2019 04H,971
02/7/2019 03H,975
02/7/2019 02H,962
02/7/2019 01H,963
02/7/2019 00H,953
02/6/2019 23H,961
02/6/2019 22H,959
02/6/2019 21H,1018
02/6/2019 20H,932
02/6/2019 19H,985
02/6/2019 18H,1000
02/6/2019 17H,991
02/6/2019 16H,984
02/6/2019 15H,983
02/6/2019 14H,970
02/6/2019 13H,966
02/6/2019 12H,957
02/6/2019 11H,962
02/6/2019 10H,966
02/6/2019 09H,959
02/6/2019 08H,950
02/6/2019 07H,961
02/6/2019 06H,958
02/6/2019 05H,971
02/6/2019 04H,977
02/6/2019 03H,972
02/6/2019 02H,967
02/6/2019 01H,966
02/6/2019 00H,963
02/5/2019 23H,954
02/5/2019 22H,947
02/5/2019 21H,948
02/5/2019 20H,941
02/5/2019 19H,939
02/5/2019 18H,940
02/5/2019 17H,955
02/5/2019 16H,949
02/5/2019 15H,942
02/5/2019 14H,950
02/5/2019 13H,930
02/5/2019 12H,924
02/5/2019 11H,929
02/5/2019 10H,923
02/5/2019 09H,935
02/5/2019 08H,946
02/5/2019 07H,948
02/5/2019 06H,963
02/5/2019 05H,938
02/5/2019 04H,949
02/5/2019 03H,946
02/5/2019 02H,938
02/5/2019 01H,920
02/5/2019 00H,927
02/4/2019 23H,899
02/4/2019 22H,893
02/4/2019 21H,889
02/4/2019 20H,883
02/4/2019 19H,871
02/4/2019 18H,868
02/4/2019 17H,894
02/4/2019 16H,888
02/4/2019 15H,873
02/4/2019 14H,873
02/4/2019 13H,884
02/4/2019 12H,885
02/4/2019 11H,888
02/4/2019 10H,893
02/4/2019 09H,881
02/4/2019 08H,900
02/4/2019 07H,904
02/4/2019 06H,915
02/4/2019 05H,905
02/4/2019 04H,909
02/4/2019 03H,897
02/4/2019 02H,898
02/4/2019 01H,905
02/4/2019 00H,890
02/3/2019 23H,894
02/3/2019 22H,910
02/3/2019 21H,919
02/3/2019 20H,934
02/3/2019 19H,929
02/3/2019 18H,934
02/3/2019 17H,925
02/3/2019 16H,928
02/3/2019 15H,932
02/3/2019 14H,935
02/3/2019 13H,925
02/3/2019 12H,931
02/3/2019 11H,924
02/3/2019 10H,922
02/3/2019 09H,944
02/3/2019 08H,938
02/3/2019 07H,936
02/3/2019 06H,944
02/3/2019 05H,943
02/3/2019 04H,945
02/3/2019 03H,943
02/3/2019 02H,940
02/3/2019 01H,934
02/3/2019 00H,922
02/2/2019 23H,914
02/2/2019 22H,923
02/2/2019 21H,914
02/2/2019 20H,915
02/2/2019 19H,903
02/2/2019 18H,915
02/2/2019 17H,930
02/2/2019 16H,919
02/2/2019 15H,921
02/2/2019 14H,902
02/2/2019 13H,893
02/2/2019 12H,884
02/2/2019 11H,875
02/2/2019 10H,872
02/2/2019 09H,866
02/2/2019 08H,859
02/2/2019 07H,884
02/2/2019 06H,901
02/2/2019 05H,883
02/2/2019 04H,897
02/2/2019 03H,899
02/2/2019 02H,903
02/2/2019 01H,899
02/2/2019 00H,900
02/1/2019 23H,895
02/1/2019 22H,880
02/1/2019 21H,885
02/1/2019 20H,895
02/1/2019 19H,912
02/1/2019 18H,920
02/1/2019 17H,929
02/1/2019 16H,941
02/1/2019 15H,944
02/1/2019 14H,945
02/1/2019 13H,930
02/1/2019 12H,907
02/1/2019 11H,906
02/1/2019 10H,899
02/1/2019 09H,895
02/1/2019 08H,871
02/1/2019 07H,898
02/1/2019 06H,898
02/1/2019 05H,903
02/1/2019 04H,890
02/1/2019 03H,883
02/1/2019 02H,865
02/1/2019 01H,846
02/1/2019 00H,857
01/31/2019 23H,862
01/31/2019 22H,865
01/31/2019 21H,884
01/31/2019 20H,894
01/31/2019 19H,916
01/31/2019 18H,916
01/31/2019 17H,911
01/31/2019 16H,935
01/31/2019 15H,952
01/31/2019 14H,956
01/31/2019 13H,935
01/31/2019 12H,945
01/31/2019 11H,935
01/31/2019 10H,950
01/31/2019 09H,945
01/31/2019 08H,947
01/31/2019 07H,964
01/31/2019 06H,988
01/31/2019 05H,966
01/31/2019 04H,958
01/31/2019 03H,945
01/31/2019 02H,930
01/31/2019 01H,921
01/31/2019 00H,934
01/30/2019 23H,926
01/30/2019 22H,932
01/30/2019 21H,952
01/30/2019 20H,950
01/30/2019 19H,973
01/30/2019 18H,976
01/30/2019 17H,978
01/30/2019 16H,980
01/30/2019 15H,981
01/30/2019 14H,977
01/30/2019 13H,972
01/30/2019 12H,969
01/30/2019 11H,969
01/30/2019 10H,965
01/30/2019 09H,963
01/30/2019 08H,961
01/30/2019 07H,958
01/30/2019 06H,971
01/30/2019 05H,965
01/30/2019 04H,955
01/30/2019 03H,943
01/30/2019 02H,925
01/30/2019 01H,928
01/30/2019 00H,924
01/29/2019 23H,938
01/29/2019 22H,944
01/29/2019 21H,934
01/29/2019 20H,945
01/29/2019 19H,961
01/29/2019 18H,968
01/29/2019 17H,997
01/29/2019 16H,1014
01/29/2019 15H,1015
01/29/2019 14H,1010
01/29/2019 13H,1002
01/29/2019 12H,1004
01/29/2019 11H,999
01/29/2019 10H,1001
01/29/2019 09H,1005
01/29/2019 08H,1006
01/29/2019 07H,993
01/29/2019 06H,1002
01/29/2019 05H,996
01/29/2019 04H,993
01/29/2019 03H,982
01/29/2019 02H,980
01/29/2019 01H,974
01/29/2019 00H,972
01/28/2019 23H,971
01/28/2019 22H,996
01/28/2019 21H,935
01/28/2019 20H,989
01/28/2019 19H,991
01/28/2019 18H,1012
01/28/2019 17H,1018
01/28/2019 16H,1032
01/28/2019 15H,1043
01/28/2019 14H,1035
01/28/2019 13H,1026
01/28/2019 12H,1015
01/28/2019 11H,1017
01/28/2019 10H,1019
01/28/2019 09H,1019
01/28/2019 08H,998
01/28/2019 07H,997
01/28/2019 06H,1005
01/28/2019 05H,994
01/28/2019 04H,987
01/28/2019 03H,983
01/28/2019 02H,969
01/28/2019 01H,956
01/28/2019 00H,951
01/27/2019 23H,966
01/27/2019 22H,966
01/27/2019 21H,980
01/27/2019 20H,988
01/27/2019 19H,992
01/27/2019 18H,1006
01/27/2019 17H,1018
01/27/2019 16H,1020
01/27/2019 15H,1015
01/27/2019 14H,1017
01/27/2019 13H,1017
01/27/2019 12H,1009
01/27/2019 11H,1022
01/27/2019 10H,1020
01/27/2019 09H,1019
01/27/2019 08H,1021
01/27/2019 07H,1029
01/27/2019 06H,1031
01/27/2019 05H,1014
01/27/2019 04H,1028
01/27/2019 03H,1005
01/27/2019 02H,1009
01/27/2019 01H,1003
01/27/2019 00H,1002
01/26/2019 23H,998
01/26/2019 22H,993
01/26/2019 21H,1004
01/26/2019 20H,1008
01/26/2019 19H,1020
01/26/2019 18H,1026
01/26/2019 17H,1038
01/26/2019 16H,1023
01/26/2019 15H,1015
01/26/2019 14H,1018
01/26/2019 13H,1023
01/26/2019 12H,1029
01/26/2019 11H,1025
01/26/2019 10H,1025
01/26/2019 09H,1004
01/26/2019 08H,1012
01/26/2019 07H,1007
01/26/2019 06H,1006
01/26/2019 05H,1014
01/26/2019 04H,1007
01/26/2019 03H,997
01/26/2019 02H,997
01/26/2019 01H,984
01/26/2019 00H,989
01/25/2019 23H,990
01/25/2019 22H,992
01/25/2019 21H,1011
01/25/2019 20H,1003
01/25/2019 19H,1015
01/25/2019 18H,1022
01/25/2019 17H,1022
01/25/2019 16H,1018
01/25/2019 15H,1016
01/25/2019 14H,1023
01/25/2019 13H,1009
01/25/2019 12H,1022
01/25/2019 11H,1009
01/25/2019 10H,1011
01/25/2019 09H,1015
01/25/2019 08H,1005
01/25/2019 07H,1001
01/25/2019 06H,1016
01/25/2019 05H,1015
01/25/2019 04H,1017
01/25/2019 03H,999
01/25/2019 02H,1007
01/25/2019 01H,973
01/25/2019 00H,968
01/24/2019 23H,951
01/24/2019 22H,962
01/24/2019 21H,985
01/24/2019 20H,966
01/24/2019 19H,1010
01/24/2019 18H,1007
01/24/2019 17H,986
01/24/2019 16H,984
01/24/2019 15H,970
01/24/2019 14H,970
01/24/2019 13H,960
01/24/2019 12H,960
01/24/2019 11H,954
01/24/2019 10H,944
01/24/2019 09H,945
