Net generation from nuclear for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.NUC.H
19:12:51 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.NUC.H megawatthours
03/14/2019 00H,29718
03/13/2019 23H,29720
03/13/2019 22H,29725
03/13/2019 21H,29733
03/13/2019 20H,29749
03/13/2019 19H,29747
03/13/2019 18H,29763
03/13/2019 17H,29768
03/13/2019 16H,29776
03/13/2019 15H,29786
03/13/2019 14H,29793
03/13/2019 13H,29813
03/13/2019 12H,29830
03/13/2019 11H,29812
03/13/2019 10H,29807
03/13/2019 09H,29826
03/13/2019 08H,29821
03/13/2019 07H,29848
03/13/2019 06H,29835
03/13/2019 05H,29838
03/13/2019 04H,29860
03/13/2019 03H,29817
03/13/2019 02H,29805
03/13/2019 01H,29811
03/13/2019 00H,29788
03/12/2019 23H,29782
03/12/2019 22H,29801
03/12/2019 21H,29818
03/12/2019 20H,29801
03/12/2019 19H,29830
03/12/2019 18H,29824
03/12/2019 17H,29822
03/12/2019 16H,29835
03/12/2019 15H,29840
03/12/2019 14H,29848
03/12/2019 13H,29844
03/12/2019 12H,29841
03/12/2019 11H,29861
03/12/2019 10H,29856
03/12/2019 09H,29837
03/12/2019 08H,29823
03/12/2019 07H,29826
03/12/2019 06H,29831
03/12/2019 05H,29811
03/12/2019 04H,28981
03/12/2019 03H,28706
03/12/2019 02H,28982
03/12/2019 01H,28980
03/12/2019 00H,28981
03/11/2019 23H,28983
03/11/2019 22H,28983
03/11/2019 21H,28950
03/11/2019 20H,28860
03/11/2019 19H,28876
03/11/2019 18H,28870
03/11/2019 17H,28870
03/11/2019 16H,28866
03/11/2019 15H,28867
03/11/2019 14H,28860
03/11/2019 13H,28860
03/11/2019 12H,28832
03/11/2019 11H,28831
03/11/2019 10H,28810
03/11/2019 09H,28790
03/11/2019 08H,28803
03/11/2019 07H,28759
03/11/2019 06H,28744
03/11/2019 05H,28711
03/11/2019 04H,29523
03/11/2019 03H,29523
03/11/2019 02H,29524
03/11/2019 01H,29717
03/11/2019 00H,29666
03/10/2019 23H,29659
03/10/2019 22H,29674
03/10/2019 21H,29580
03/10/2019 20H,29539
03/10/2019 19H,29548
03/10/2019 18H,29551
03/10/2019 17H,29552
03/10/2019 16H,29555
03/10/2019 15H,29551
03/10/2019 14H,29538
03/10/2019 13H,29302
03/10/2019 12H,29187
03/10/2019 11H,28960
03/10/2019 10H,28870
03/10/2019 09H,28880
03/10/2019 08H,28802
03/10/2019 07H,28612
03/10/2019 06H,28475
03/10/2019 05H,29417
03/10/2019 04H,28788
03/10/2019 03H,29038
03/10/2019 02H,29191
03/10/2019 01H,29205
03/10/2019 00H,29191
03/9/2019 23H,29192
03/9/2019 22H,29221
03/9/2019 21H,29252
03/9/2019 20H,29444
03/9/2019 19H,29318
03/9/2019 18H,29378
03/9/2019 17H,29417
03/9/2019 16H,29570
03/9/2019 15H,29795
03/9/2019 14H,29772
03/9/2019 13H,29762
03/9/2019 12H,29727
03/9/2019 11H,29713
03/9/2019 10H,29698
03/9/2019 09H,29698
03/9/2019 08H,29688
03/9/2019 07H,29682
03/9/2019 06H,29495
03/9/2019 05H,29890
03/9/2019 04H,29450
03/9/2019 03H,29700
03/9/2019 02H,29839
03/9/2019 01H,29862
03/9/2019 00H,29866
03/8/2019 23H,29885
03/8/2019 22H,29866
03/8/2019 21H,29860
03/8/2019 20H,29849
03/8/2019 19H,29860
03/8/2019 18H,29872
03/8/2019 17H,29880
03/8/2019 16H,29889
03/8/2019 15H,29885
03/8/2019 14H,29894
03/8/2019 13H,29905
03/8/2019 12H,29906
03/8/2019 11H,29899
03/8/2019 10H,29907
03/8/2019 09H,29910
03/8/2019 08H,29910
03/8/2019 07H,29919
03/8/2019 06H,29905
03/8/2019 05H,29920
03/8/2019 04H,29893
03/8/2019 03H,29879
03/8/2019 02H,29882
03/8/2019 01H,29878
03/8/2019 00H,29869
03/7/2019 23H,29879
03/7/2019 22H,29875
03/7/2019 21H,29871
03/7/2019 20H,29873
03/7/2019 19H,29874
03/7/2019 18H,29868
03/7/2019 17H,29887
03/7/2019 16H,29912
03/7/2019 15H,29879
03/7/2019 14H,29924
03/7/2019 13H,29910
03/7/2019 12H,29922
03/7/2019 11H,29903
03/7/2019 10H,29906
03/7/2019 09H,29924
03/7/2019 08H,29924
03/7/2019 07H,29920
03/7/2019 06H,29928
03/7/2019 05H,29932
03/7/2019 04H,29917
03/7/2019 03H,29909
03/7/2019 02H,29897
03/7/2019 01H,29876
03/7/2019 00H,29888
03/6/2019 23H,29895
03/6/2019 22H,29910
03/6/2019 21H,29900
03/6/2019 20H,29916
03/6/2019 19H,29882
03/6/2019 18H,29930
03/6/2019 17H,29942
03/6/2019 16H,29937
03/6/2019 15H,29929
03/6/2019 14H,29941
03/6/2019 13H,29928
03/6/2019 12H,29946
03/6/2019 11H,29931
03/6/2019 10H,29926
03/6/2019 09H,29925
03/6/2019 08H,29918
03/6/2019 07H,29922
03/6/2019 06H,29917
03/6/2019 05H,30394
03/6/2019 04H,30028
03/6/2019 03H,30133
03/6/2019 02H,30227
03/6/2019 01H,30331
03/6/2019 00H,30341
03/5/2019 23H,30323
03/5/2019 22H,30303
03/5/2019 21H,30283
03/5/2019 20H,30233
03/5/2019 19H,30368
03/5/2019 18H,30372
03/5/2019 17H,30388
03/5/2019 16H,30386
03/5/2019 15H,30405
03/5/2019 14H,30400
03/5/2019 13H,30403
03/5/2019 12H,30408
03/5/2019 11H,30406
03/5/2019 10H,30394
03/5/2019 09H,30393
03/5/2019 08H,30331
03/5/2019 07H,30401
03/5/2019 06H,30387
03/5/2019 05H,30642
03/5/2019 04H,30392
03/5/2019 03H,30379
03/5/2019 02H,30415
03/5/2019 01H,30420
03/5/2019 00H,30413
03/4/2019 23H,30415
03/4/2019 22H,30428
03/4/2019 21H,30404
03/4/2019 20H,30418
03/4/2019 19H,30429
03/4/2019 18H,30429
03/4/2019 17H,30437
03/4/2019 16H,30438
03/4/2019 15H,30416
03/4/2019 14H,30433
03/4/2019 13H,30419
03/4/2019 12H,30427
03/4/2019 11H,30434
03/4/2019 10H,30443
03/4/2019 09H,30501
03/4/2019 08H,30531
03/4/2019 07H,30571
03/4/2019 06H,30595
03/4/2019 05H,30561
03/4/2019 04H,30675
03/4/2019 03H,30722
03/4/2019 02H,30728
03/4/2019 01H,30797
03/4/2019 00H,30807
03/3/2019 23H,30784
03/3/2019 22H,30803
03/3/2019 21H,30794
03/3/2019 20H,30783
03/3/2019 19H,30795
03/3/2019 18H,30786
03/3/2019 17H,30801
03/3/2019 16H,30801
03/3/2019 15H,30794
03/3/2019 14H,30826
03/3/2019 13H,30813
03/3/2019 12H,30791
03/3/2019 11H,30778
03/3/2019 10H,30740
03/3/2019 09H,30630
03/3/2019 08H,30591
03/3/2019 07H,30584
03/3/2019 06H,30601
03/3/2019 05H,31529
03/3/2019 04H,30581
03/3/2019 03H,30878
03/3/2019 02H,31102
03/3/2019 01H,31364
03/3/2019 00H,31682
03/2/2019 23H,31702
03/2/2019 22H,31689
03/2/2019 21H,31690
03/2/2019 20H,31703
03/2/2019 19H,31717
03/2/2019 18H,31704
03/2/2019 17H,31722
03/2/2019 16H,31721
03/2/2019 15H,31742
03/2/2019 14H,31737
03/2/2019 13H,31756
03/2/2019 12H,31749
03/2/2019 11H,31749
03/2/2019 10H,31762
03/2/2019 09H,31609
03/2/2019 08H,31493
03/2/2019 07H,31520
03/2/2019 06H,31532
03/2/2019 05H,30988
03/2/2019 04H,31686
03/2/2019 03H,31832
03/2/2019 02H,31829
03/2/2019 01H,31841
03/2/2019 00H,31857
03/1/2019 23H,31864
03/1/2019 22H,31862
03/1/2019 21H,31790
03/1/2019 20H,31583
03/1/2019 19H,31474
03/1/2019 18H,31482
03/1/2019 17H,31466
03/1/2019 16H,31298
03/1/2019 15H,31296
03/1/2019 14H,31294
03/1/2019 13H,31252
03/1/2019 12H,31137
03/1/2019 11H,31113
03/1/2019 10H,31118
03/1/2019 09H,31093
03/1/2019 08H,30922
03/1/2019 07H,30931
03/1/2019 06H,30720
03/1/2019 05H,30870
03/1/2019 04H,31073
03/1/2019 03H,30977
03/1/2019 02H,30932
03/1/2019 01H,30939
03/1/2019 00H,30924
02/28/2019 23H,30945
02/28/2019 22H,30932
02/28/2019 21H,30938
02/28/2019 20H,30955
02/28/2019 19H,30960
02/28/2019 18H,30951
02/28/2019 17H,30852
02/28/2019 16H,30854
02/28/2019 15H,30836
02/28/2019 14H,30846
02/28/2019 13H,30848
02/28/2019 12H,30840
02/28/2019 11H,30842
02/28/2019 10H,30842
02/28/2019 09H,30850
02/28/2019 08H,30850
02/28/2019 07H,30862
02/28/2019 06H,30847
02/28/2019 05H,31036
02/28/2019 04H,30859
02/28/2019 03H,30844
02/28/2019 02H,30850
02/28/2019 01H,30846
02/28/2019 00H,30840
02/27/2019 23H,30840
02/27/2019 22H,30849
02/27/2019 21H,30836
02/27/2019 20H,30844
02/27/2019 19H,30856
02/27/2019 18H,30920
02/27/2019 17H,30986
02/27/2019 16H,30996
02/27/2019 15H,30958
02/27/2019 14H,31034
02/27/2019 13H,31043
02/27/2019 12H,31043
02/27/2019 11H,31036
02/27/2019 10H,31044
02/27/2019 09H,31051
02/27/2019 08H,31024
02/27/2019 07H,31041
02/27/2019 06H,31036
02/27/2019 05H,31072
02/27/2019 04H,31024
02/27/2019 03H,31037
02/27/2019 02H,31041
02/27/2019 01H,31024
02/27/2019 00H,31040
02/26/2019 23H,31032
02/26/2019 22H,31026
02/26/2019 21H,31020
02/26/2019 20H,31019
02/26/2019 19H,31034
02/26/2019 18H,31050
02/26/2019 17H,31059
02/26/2019 16H,31049
02/26/2019 15H,31062
02/26/2019 14H,31069
02/26/2019 13H,31072
02/26/2019 12H,31077
02/26/2019 11H,31065
02/26/2019 10H,31088
02/26/2019 09H,31068
02/26/2019 08H,31074
02/26/2019 07H,31075
02/26/2019 06H,31063
02/26/2019 05H,32023
02/26/2019 04H,31086
02/26/2019 03H,31071
02/26/2019 02H,31090
02/26/2019 01H,31064
02/26/2019 00H,31077
02/25/2019 23H,31058
02/25/2019 22H,31066
02/25/2019 21H,31079
02/25/2019 20H,31061
02/25/2019 19H,31080
02/25/2019 18H,31055
02/25/2019 17H,31060
02/25/2019 16H,30963
02/25/2019 15H,30904
02/25/2019 14H,31097
02/25/2019 13H,31096
02/25/2019 12H,31087
02/25/2019 11H,31097
02/25/2019 10H,31095
02/25/2019 09H,31086
02/25/2019 08H,31089
02/25/2019 07H,31106
02/25/2019 06H,31099
02/25/2019 05H,31973
02/25/2019 04H,32025
02/25/2019 03H,32018
02/25/2019 02H,32014
02/25/2019 01H,31994
02/25/2019 00H,32004
02/24/2019 23H,31986
02/24/2019 22H,32002
02/24/2019 21H,32013
02/24/2019 20H,32030
02/24/2019 19H,32021
02/24/2019 18H,32006
02/24/2019 17H,32013
02/24/2019 16H,32007
02/24/2019 15H,31982
02/24/2019 14H,32008
02/24/2019 13H,31993
02/24/2019 12H,32003
02/24/2019 11H,32000
02/24/2019 10H,31983
02/24/2019 09H,31954
02/24/2019 08H,31942
02/24/2019 07H,31940
02/24/2019 06H,31944
02/24/2019 05H,32130
02/24/2019 04H,31982
02/24/2019 03H,32045
02/24/2019 02H,32046
02/24/2019 01H,32035
02/24/2019 00H,32058
02/23/2019 23H,32030
02/23/2019 22H,32042
02/23/2019 21H,32066
02/23/2019 20H,32063
02/23/2019 19H,32069
02/23/2019 18H,32075
02/23/2019 17H,32091
02/23/2019 16H,32095
02/23/2019 15H,32098
02/23/2019 14H,32097
02/23/2019 13H,32110
02/23/2019 12H,32121
02/23/2019 11H,32110
02/23/2019 10H,32104
02/23/2019 09H,32110
02/23/2019 08H,32104
02/23/2019 07H,32117
02/23/2019 06H,32118
02/23/2019 05H,32175
02/23/2019 04H,32126
02/23/2019 03H,32135
02/23/2019 02H,32137
02/23/2019 01H,32112
02/23/2019 00H,32109
02/22/2019 23H,32104
02/22/2019 22H,32112
02/22/2019 21H,32118
02/22/2019 20H,32100
02/22/2019 19H,32127
02/22/2019 18H,32127
02/22/2019 17H,32135
02/22/2019 16H,32140
02/22/2019 15H,32144
02/22/2019 14H,32152
02/22/2019 13H,32157
02/22/2019 12H,32139
02/22/2019 11H,32148
02/22/2019 10H,32156
02/22/2019 09H,32161
02/22/2019 08H,32153
02/22/2019 07H,32128
02/22/2019 06H,32164
02/22/2019 05H,32220
02/22/2019 04H,32165
02/22/2019 03H,32163
02/22/2019 02H,32137
02/22/2019 01H,32147
02/22/2019 00H,32158
02/21/2019 23H,32150
02/21/2019 22H,32144
02/21/2019 21H,32147
02/21/2019 20H,32144
02/21/2019 19H,32170
02/21/2019 18H,32166
02/21/2019 17H,32176
02/21/2019 16H,32209
02/21/2019 15H,32196
02/21/2019 14H,32217
02/21/2019 13H,32205
02/21/2019 12H,32206
02/21/2019 11H,32213
02/21/2019 10H,32229
02/21/2019 09H,32217
02/21/2019 08H,32197
02/21/2019 07H,32212
02/21/2019 06H,32212
02/21/2019 05H,32228
02/21/2019 04H,32186
02/21/2019 03H,32207
02/21/2019 02H,32182
02/21/2019 01H,32190
02/21/2019 00H,32194
02/20/2019 23H,32195
02/20/2019 22H,32190
02/20/2019 21H,32196
02/20/2019 20H,32219
02/20/2019 19H,32233
02/20/2019 18H,32205
02/20/2019 17H,32193
02/20/2019 16H,32216
02/20/2019 15H,32204
02/20/2019 14H,32208
02/20/2019 13H,32212
02/20/2019 12H,32214
02/20/2019 11H,32221
02/20/2019 10H,32214
02/20/2019 09H,32239
02/20/2019 08H,32234
02/20/2019 07H,32242
02/20/2019 06H,32238
02/20/2019 05H,32299
02/20/2019 04H,32252
02/20/2019 03H,32255
02/20/2019 02H,32245
02/20/2019 01H,32278
02/20/2019 00H,32266
02/19/2019 23H,32258
02/19/2019 22H,32272
02/19/2019 21H,32244
02/19/2019 20H,32240
02/19/2019 19H,32269
02/19/2019 18H,32254
02/19/2019 17H,32271
02/19/2019 16H,32234
02/19/2019 15H,32278
02/19/2019 14H,32299
02/19/2019 13H,32295
02/19/2019 12H,32296
02/19/2019 11H,32292
02/19/2019 10H,32284
02/19/2019 09H,32286
02/19/2019 08H,32292
02/19/2019 07H,32296
02/19/2019 06H,32308
02/19/2019 05H,32518
02/19/2019 04H,32295
02/19/2019 03H,32302
02/19/2019 02H,32303
02/19/2019 01H,32294
02/19/2019 00H,32286
02/18/2019 23H,32303
02/18/2019 22H,32294
02/18/2019 21H,32292
02/18/2019 20H,32258
02/18/2019 19H,32261
02/18/2019 18H,32260
02/18/2019 17H,32271
02/18/2019 16H,32279
02/18/2019 15H,32293
02/18/2019 14H,32296
02/18/2019 13H,32295
02/18/2019 12H,32294
02/18/2019 11H,32312
02/18/2019 10H,32309
02/18/2019 09H,32304
02/18/2019 08H,32300
02/18/2019 07H,32328
02/18/2019 06H,32341
02/18/2019 05H,34113
02/18/2019 04H,32732
02/18/2019 03H,33051
02/18/2019 02H,33431
02/18/2019 01H,33504
02/18/2019 00H,33635
02/17/2019 23H,33929
02/17/2019 22H,34062
02/17/2019 21H,34065
02/17/2019 20H,34053
02/17/2019 19H,34048
02/17/2019 18H,34066
02/17/2019 17H,34080
02/17/2019 16H,34074
02/17/2019 15H,34092
02/17/2019 14H,34087
02/17/2019 13H,34101
02/17/2019 12H,34091
02/17/2019 11H,34093
02/17/2019 10H,34101
02/17/2019 09H,34105
02/17/2019 08H,34098
02/17/2019 07H,34123
02/17/2019 06H,34122
02/17/2019 05H,34112
02/17/2019 04H,34140
02/17/2019 03H,34119
02/17/2019 02H,34133
02/17/2019 01H,34122
02/17/2019 00H,34128
02/16/2019 23H,34122
02/16/2019 22H,34126
02/16/2019 21H,34127
02/16/2019 20H,34139
02/16/2019 19H,34144
02/16/2019 18H,34141
02/16/2019 17H,34145
02/16/2019 16H,34158
02/16/2019 15H,34153
02/16/2019 14H,34161
02/16/2019 13H,34150
02/16/2019 12H,34160
02/16/2019 11H,34148
02/16/2019 10H,34147
02/16/2019 09H,34166
02/16/2019 08H,34161
02/16/2019 07H,34150
02/16/2019 06H,34141
02/16/2019 05H,34149
02/16/2019 04H,34134
02/16/2019 03H,34117
02/16/2019 02H,34096
02/16/2019 01H,34085
02/16/2019 00H,34071
02/15/2019 23H,34080
02/15/2019 22H,34072
02/15/2019 21H,34069
02/15/2019 20H,34072
02/15/2019 19H,34059
02/15/2019 18H,34066
02/15/2019 17H,34086
02/15/2019 16H,34089
02/15/2019 15H,34106
02/15/2019 14H,34111
02/15/2019 13H,34116
02/15/2019 12H,34108
02/15/2019 11H,34109
02/15/2019 10H,34115
02/15/2019 09H,34121
02/15/2019 08H,34103
02/15/2019 07H,34125
02/15/2019 06H,34129
02/15/2019 05H,34198
02/15/2019 04H,34153
02/15/2019 03H,34146
02/15/2019 02H,34123
02/15/2019 01H,34061
02/15/2019 00H,34060
02/14/2019 23H,34061
02/14/2019 22H,34048
02/14/2019 21H,34147
02/14/2019 20H,34148
02/14/2019 19H,34160
02/14/2019 18H,34157
02/14/2019 17H,34128
02/14/2019 16H,34134
02/14/2019 15H,34175
02/14/2019 14H,34182
02/14/2019 13H,34187
02/14/2019 12H,34200
02/14/2019 11H,34176
02/14/2019 10H,34201
02/14/2019 09H,34204
02/14/2019 08H,34211
02/14/2019 07H,34209
02/14/2019 06H,34208
02/14/2019 05H,34216
02/14/2019 04H,34184
02/14/2019 03H,34191
02/14/2019 02H,34198
02/14/2019 01H,34187
02/14/2019 00H,34200
02/13/2019 23H,34197
02/13/2019 22H,34200
02/13/2019 21H,34192
02/13/2019 20H,34201
02/13/2019 19H,34208
02/13/2019 18H,34216
02/13/2019 17H,34200
02/13/2019 16H,34220
02/13/2019 15H,34233
02/13/2019 14H,34232
02/13/2019 13H,34214
02/13/2019 12H,34224
02/13/2019 11H,34233
02/13/2019 10H,34220
02/13/2019 09H,34223
02/13/2019 08H,34216
02/13/2019 07H,34219
02/13/2019 06H,34227
02/13/2019 05H,34040
02/13/2019 04H,34217
02/13/2019 03H,34227
02/13/2019 02H,34224
02/13/2019 01H,34187
02/13/2019 00H,34205
02/12/2019 23H,34208
02/12/2019 22H,34177
02/12/2019 21H,34193
02/12/2019 20H,34204
02/12/2019 19H,34185
02/12/2019 18H,34205
02/12/2019 17H,34229
02/12/2019 16H,34205
02/12/2019 15H,34229
02/12/2019 14H,34206
02/12/2019 13H,34236
02/12/2019 12H,34201
02/12/2019 11H,34232
02/12/2019 10H,34210
02/12/2019 09H,34216
02/12/2019 08H,34165
02/12/2019 07H,34026
02/12/2019 06H,34033
02/12/2019 05H,34185
02/12/2019 04H,34063
02/12/2019 03H,34247
02/12/2019 02H,34236
02/12/2019 01H,34246
02/12/2019 00H,34251
02/11/2019 23H,34237
02/11/2019 22H,34243
02/11/2019 21H,34252
02/11/2019 20H,34247
02/11/2019 19H,34244
02/11/2019 18H,34237
02/11/2019 17H,34254
02/11/2019 16H,34255
02/11/2019 15H,34244
02/11/2019 14H,34258
02/11/2019 13H,34269
02/11/2019 12H,34264
02/11/2019 11H,34244
02/11/2019 10H,34238
02/11/2019 09H,34218
02/11/2019 08H,34203
02/11/2019 07H,34202
02/11/2019 06H,34181
02/11/2019 05H,34072
02/11/2019 04H,34179
02/11/2019 03H,34077
02/11/2019 02H,34246
02/11/2019 01H,34251
02/11/2019 00H,34253
02/10/2019 23H,34250
02/10/2019 22H,34237
02/10/2019 21H,34239
02/10/2019 20H,34258
02/10/2019 19H,34251
02/10/2019 18H,34260
02/10/2019 17H,34273
02/10/2019 16H,34266
02/10/2019 15H,34270
02/10/2019 14H,34276
02/10/2019 13H,34294
02/10/2019 12H,34289
02/10/2019 11H,34286
02/10/2019 10H,34144
02/10/2019 09H,34102
02/10/2019 08H,34095
02/10/2019 07H,34104
02/10/2019 06H,34117
02/10/2019 05H,34074
02/10/2019 04H,34054
02/10/2019 03H,34056
02/10/2019 02H,34212
02/10/2019 01H,34281
02/10/2019 00H,34278
02/9/2019 23H,34280
02/9/2019 22H,34282
02/9/2019 21H,34292
02/9/2019 20H,34290
02/9/2019 19H,34277
02/9/2019 18H,34253
02/9/2019 17H,34260
02/9/2019 16H,34249
02/9/2019 15H,34222
02/9/2019 14H,34213
02/9/2019 13H,34178
02/9/2019 12H,34176
02/9/2019 11H,34173
02/9/2019 10H,34151
02/9/2019 09H,34143
02/9/2019 08H,34132
02/9/2019 07H,34127
02/9/2019 06H,34115
02/9/2019 05H,34287
02/9/2019 04H,34055
02/9/2019 03H,34227
02/9/2019 02H,34257
02/9/2019 01H,34329
02/9/2019 00H,34337
02/8/2019 23H,34301
02/8/2019 22H,34319
02/8/2019 21H,34306
02/8/2019 20H,34295
02/8/2019 19H,34276
02/8/2019 18H,34299
02/8/2019 17H,34302
02/8/2019 16H,34287
02/8/2019 15H,34316
02/8/2019 14H,34299
02/8/2019 13H,34294
02/8/2019 12H,34290
02/8/2019 11H,34298
02/8/2019 10H,34311
02/8/2019 09H,34292
02/8/2019 08H,34300
02/8/2019 07H,34292
02/8/2019 06H,34292
02/8/2019 05H,34315
02/8/2019 04H,34283
02/8/2019 03H,34250
02/8/2019 02H,34245
02/8/2019 01H,34236
02/8/2019 00H,34210
02/7/2019 23H,34213
02/7/2019 22H,34216
02/7/2019 21H,34242
02/7/2019 20H,34230
02/7/2019 19H,34256
02/7/2019 18H,34260
02/7/2019 17H,34277
02/7/2019 16H,34300
02/7/2019 15H,34307
02/7/2019 14H,34316
02/7/2019 13H,34296
02/7/2019 12H,34308
02/7/2019 11H,34329
02/7/2019 10H,34306
02/7/2019 09H,34322
02/7/2019 08H,34335
02/7/2019 07H,34327
02/7/2019 06H,34309
02/7/2019 05H,34342
02/7/2019 04H,34312
02/7/2019 03H,34316
02/7/2019 02H,34281
02/7/2019 01H,34309
02/7/2019 00H,34284
02/6/2019 23H,34285
02/6/2019 22H,34282
02/6/2019 21H,34279
02/6/2019 20H,34279
02/6/2019 19H,34271
02/6/2019 18H,34300
02/6/2019 17H,34302
02/6/2019 16H,34316
02/6/2019 15H,34325
02/6/2019 14H,34344
02/6/2019 13H,34346
02/6/2019 12H,34353
02/6/2019 11H,34364
02/6/2019 10H,34361
02/6/2019 09H,34360
02/6/2019 08H,34352
02/6/2019 07H,34352
02/6/2019 06H,34349
02/6/2019 05H,34302
02/6/2019 04H,34332
02/6/2019 03H,34318
02/6/2019 02H,34298
02/6/2019 01H,34278
02/6/2019 00H,34263
02/5/2019 23H,34267
02/5/2019 22H,34259
02/5/2019 21H,34253
02/5/2019 20H,34243
02/5/2019 19H,34256
02/5/2019 18H,34251
02/5/2019 17H,34263
02/5/2019 16H,34283
02/5/2019 15H,34304
02/5/2019 14H,34332
02/5/2019 13H,34349
02/5/2019 12H,34332
02/5/2019 11H,34331
02/5/2019 10H,34330
02/5/2019 09H,34335
02/5/2019 08H,34327
02/5/2019 07H,34328
02/5/2019 06H,34293
02/5/2019 05H,34371
02/5/2019 04H,34313
02/5/2019 03H,34291
02/5/2019 02H,34297
02/5/2019 01H,34298
02/5/2019 00H,34257
02/4/2019 23H,34247
02/4/2019 22H,34253
02/4/2019 21H,34234
02/4/2019 20H,34227
02/4/2019 19H,34236
02/4/2019 18H,34250
02/4/2019 17H,34282
02/4/2019 16H,34319
02/4/2019 15H,34338
02/4/2019 14H,34338
02/4/2019 13H,34360
02/4/2019 12H,34358
02/4/2019 11H,34358
02/4/2019 10H,34346
02/4/2019 09H,34366
02/4/2019 08H,34355
02/4/2019 07H,34365
02/4/2019 06H,34379
02/4/2019 05H,34311
02/4/2019 04H,34348
02/4/2019 03H,34347
02/4/2019 02H,34368
02/4/2019 01H,34349
02/4/2019 00H,34336
02/3/2019 23H,34324
02/3/2019 22H,34319
02/3/2019 21H,34317
02/3/2019 20H,34337
02/3/2019 19H,34344
02/3/2019 18H,34353
02/3/2019 17H,34369
02/3/2019 16H,34387
02/3/2019 15H,34379
02/3/2019 14H,34409
02/3/2019 13H,34400
02/3/2019 12H,34385
02/3/2019 11H,34479
02/3/2019 10H,34391
02/3/2019 09H,34383
02/3/2019 08H,34310
02/3/2019 07H,34296
02/3/2019 06H,34290
02/3/2019 05H,34418
02/3/2019 04H,34257
02/3/2019 03H,34130
02/3/2019 02H,34324
02/3/2019 01H,34407
02/3/2019 00H,34403
02/2/2019 23H,34391
02/2/2019 22H,34406
02/2/2019 21H,34407
02/2/2019 20H,34393
02/2/2019 19H,34404
02/2/2019 18H,34408
02/2/2019 17H,34424
02/2/2019 16H,34419
02/2/2019 15H,34436
02/2/2019 14H,34424
02/2/2019 13H,34456
02/2/2019 12H,34448
02/2/2019 11H,34444
02/2/2019 10H,34452
02/2/2019 09H,34432
02/2/2019 08H,34432
02/2/2019 07H,34454
02/2/2019 06H,34429
02/2/2019 05H,33297
02/2/2019 04H,34390
02/2/2019 03H,34328
02/2/2019 02H,34212
02/2/2019 01H,34106
02/2/2019 00H,33957
02/1/2019 23H,33799
02/1/2019 22H,33792
02/1/2019 21H,33767
02/1/2019 20H,33626
02/1/2019 19H,33462
02/1/2019 18H,33336
02/1/2019 17H,33307
02/1/2019 16H,33297
02/1/2019 15H,33282
02/1/2019 14H,33274
02/1/2019 13H,33307
02/1/2019 12H,33284
02/1/2019 11H,33300
02/1/2019 10H,33304
02/1/2019 09H,33308
02/1/2019 08H,33292
02/1/2019 07H,33297
02/1/2019 06H,33276
02/1/2019 05H,34498
02/1/2019 04H,33296
02/1/2019 03H,33286
02/1/2019 02H,33295
02/1/2019 01H,33276
02/1/2019 00H,33266
01/31/2019 23H,33292
01/31/2019 22H,33253
01/31/2019 21H,33224
01/31/2019 20H,33220
01/31/2019 19H,33236
01/31/2019 18H,33229
01/31/2019 17H,33235
01/31/2019 16H,33244
01/31/2019 15H,33228
01/31/2019 14H,33227
01/31/2019 13H,33243
01/31/2019 12H,33220
01/31/2019 11H,33176
01/31/2019 10H,33170
01/31/2019 09H,33153
01/31/2019 08H,33216
01/31/2019 07H,34477
01/31/2019 06H,34487
01/31/2019 05H,34548
01/31/2019 04H,34504
01/31/2019 03H,34466
01/31/2019 02H,34473
01/31/2019 01H,34487
01/31/2019 00H,34478
01/30/2019 23H,34527
01/30/2019 22H,34522
01/30/2019 21H,34510
01/30/2019 20H,34492
01/30/2019 19H,34504
01/30/2019 18H,34508
01/30/2019 17H,34530
01/30/2019 16H,34527
01/30/2019 15H,34534
01/30/2019 14H,34524
01/30/2019 13H,34554
01/30/2019 12H,34562
01/30/2019 11H,34566
01/30/2019 10H,34572
01/30/2019 09H,34562
01/30/2019 08H,34565
01/30/2019 07H,34563
01/30/2019 06H,34548
01/30/2019 05H,34531
01/30/2019 04H,34544
01/30/2019 03H,34516
01/30/2019 02H,34534
01/30/2019 01H,34531
01/30/2019 00H,34542
01/29/2019 23H,34526
01/29/2019 22H,34546
01/29/2019 21H,34546
01/29/2019 20H,34534
01/29/2019 19H,34552
01/29/2019 18H,34537
01/29/2019 17H,34549
01/29/2019 16H,34540
01/29/2019 15H,34532
01/29/2019 14H,34534
01/29/2019 13H,34560
01/29/2019 12H,34551
01/29/2019 11H,34531
01/29/2019 10H,34553
01/29/2019 09H,34538
01/29/2019 08H,34541
01/29/2019 07H,34544
01/29/2019 06H,34532
01/29/2019 05H,34579
01/29/2019 04H,34520
01/29/2019 03H,34546
01/29/2019 02H,34521
01/29/2019 01H,34508
01/29/2019 00H,34504
01/28/2019 23H,34522
01/28/2019 22H,34515
01/28/2019 21H,34535
01/28/2019 20H,34534
01/28/2019 19H,34538
01/28/2019 18H,34552
01/28/2019 17H,34552
