Net generation from natural gas for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.NG.H
19:12:44 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.NG.H megawatthours
03/20/2019 06H,29693
03/20/2019 05H,28911
03/20/2019 04H,30013
03/20/2019 03H,30609
03/20/2019 02H,31736
03/20/2019 01H,33431
03/20/2019 00H,33577
03/19/2019 23H,31709
03/19/2019 22H,30426
03/19/2019 21H,29865
03/19/2019 20H,30301
03/19/2019 19H,30029
03/19/2019 18H,30656
03/19/2019 17H,30300
03/19/2019 16H,31578
03/19/2019 15H,33051
03/19/2019 14H,35249
03/19/2019 13H,38366
03/19/2019 12H,41277
03/19/2019 11H,41683
03/19/2019 10H,38250
03/19/2019 09H,32300
03/19/2019 08H,29494
03/19/2019 07H,29805
03/19/2019 06H,29372
03/19/2019 05H,29712
03/19/2019 04H,28958
03/19/2019 03H,30347
03/19/2019 02H,32626
03/19/2019 01H,34443
03/19/2019 00H,35216
03/18/2019 23H,33528
03/18/2019 22H,32282
03/18/2019 21H,31425
03/18/2019 20H,31572
03/18/2019 19H,31480
03/18/2019 18H,31718
03/18/2019 17H,31686
03/18/2019 16H,32348
03/18/2019 15H,34506
03/18/2019 14H,37843
03/18/2019 13H,39881
03/18/2019 12H,41145
03/18/2019 11H,41039
03/18/2019 10H,36683
03/18/2019 09H,31610
03/18/2019 08H,29553
03/18/2019 07H,29174
03/18/2019 06H,28702
03/18/2019 05H,28383
03/18/2019 04H,27522
03/18/2019 03H,29877
03/18/2019 02H,31725
03/18/2019 01H,33814
03/18/2019 00H,33762
03/17/2019 23H,31328
03/17/2019 22H,29449
03/17/2019 21H,26565
03/17/2019 20H,26861
03/17/2019 19H,27022
03/17/2019 18H,27122
03/17/2019 17H,27261
03/17/2019 16H,28228
03/17/2019 15H,29066
03/17/2019 14H,29533
03/17/2019 13H,30524
03/17/2019 12H,30904
03/17/2019 11H,30285
03/17/2019 10H,28654
03/17/2019 09H,28216
03/17/2019 08H,27856
03/17/2019 07H,27196
03/17/2019 06H,27302
03/17/2019 05H,27239
03/17/2019 04H,22751
03/17/2019 03H,28589
03/17/2019 02H,30579
03/17/2019 01H,31468
03/17/2019 00H,31763
03/16/2019 23H,29489
03/16/2019 22H,27318
03/16/2019 21H,26680
03/16/2019 20H,25805
03/16/2019 19H,25418
03/16/2019 18H,26086
03/16/2019 17H,26843
03/16/2019 16H,26758
03/16/2019 15H,28134
03/16/2019 14H,28867
03/16/2019 13H,29000
03/16/2019 12H,28671
03/16/2019 11H,27719
03/16/2019 10H,25295
03/16/2019 09H,24499
03/16/2019 08H,24165
03/16/2019 07H,23243
03/16/2019 06H,23213
03/16/2019 05H,23109
03/16/2019 04H,20302
03/16/2019 03H,23933
03/16/2019 02H,26265
03/16/2019 01H,27977
03/16/2019 00H,28888
03/15/2019 23H,28873
03/15/2019 22H,27792
03/15/2019 21H,28384
03/15/2019 20H,28098
03/15/2019 19H,28182
03/15/2019 18H,28348
03/15/2019 17H,28892
03/15/2019 16H,28880
03/15/2019 15H,29877
03/15/2019 14H,29692
03/15/2019 13H,29998
03/15/2019 12H,29949
03/15/2019 11H,29596
03/15/2019 10H,27200
03/15/2019 09H,23428
03/15/2019 08H,21439
03/15/2019 07H,20338
03/15/2019 06H,21054
03/15/2019 05H,21268
03/15/2019 04H,25268
03/15/2019 03H,23351
03/15/2019 02H,26016
03/15/2019 01H,28048
03/15/2019 00H,30078
03/14/2019 23H,29420
03/14/2019 22H,27354
03/14/2019 21H,27078
03/14/2019 20H,27546
03/14/2019 19H,27334
03/14/2019 18H,26716
03/14/2019 17H,27929
03/14/2019 16H,28477
03/14/2019 15H,28932
03/14/2019 14H,29954
03/14/2019 13H,31087
03/14/2019 12H,31779
03/14/2019 11H,31405
03/14/2019 10H,28874
03/14/2019 09H,24951
03/14/2019 08H,24335
03/14/2019 07H,24223
03/14/2019 06H,23899
03/14/2019 05H,24142
03/14/2019 04H,29011
03/14/2019 03H,25846
03/14/2019 02H,27622
03/14/2019 01H,30500
03/14/2019 00H,31416
03/13/2019 23H,31223
03/13/2019 22H,30168
03/13/2019 21H,28858
03/13/2019 20H,28208
03/13/2019 19H,27299
03/13/2019 18H,29228
03/13/2019 17H,30055
03/13/2019 16H,29736
03/13/2019 15H,31371
03/13/2019 14H,32290
03/13/2019 13H,34468
03/13/2019 12H,36474
03/13/2019 11H,36333
03/13/2019 10H,34409
03/13/2019 09H,31594
03/13/2019 08H,30058
03/13/2019 07H,28978
03/13/2019 06H,28695
03/13/2019 05H,28099
03/13/2019 04H,27834
03/13/2019 03H,30642
03/13/2019 02H,31484
03/13/2019 01H,33670
03/13/2019 00H,34827
03/12/2019 23H,32815
03/12/2019 22H,31244
03/12/2019 21H,28836
03/12/2019 20H,28198
03/12/2019 19H,28492
03/12/2019 18H,28786
03/12/2019 17H,30208
03/12/2019 16H,31204
03/12/2019 15H,31855
03/12/2019 14H,33166
03/12/2019 13H,35331
03/12/2019 12H,38831
03/12/2019 11H,37540
03/12/2019 10H,34011
03/12/2019 09H,30083
03/12/2019 08H,28582
03/12/2019 07H,28620
03/12/2019 06H,28306
03/12/2019 05H,28332
03/12/2019 04H,23006
03/12/2019 03H,19772
03/12/2019 02H,23871
03/12/2019 01H,25100
03/12/2019 00H,26380
03/11/2019 23H,24620
03/11/2019 22H,23309
03/11/2019 21H,22711
03/11/2019 20H,22824
03/11/2019 19H,23235
03/11/2019 18H,22934
03/11/2019 17H,23832
03/11/2019 16H,24234
03/11/2019 15H,24981
03/11/2019 14H,25750
03/11/2019 13H,26128
03/11/2019 12H,27320
03/11/2019 11H,27339
03/11/2019 10H,24998
03/11/2019 09H,21723
03/11/2019 08H,20134
03/11/2019 07H,19544
03/11/2019 06H,19530
03/11/2019 05H,19792
03/11/2019 04H,25433
03/11/2019 03H,25433
03/11/2019 02H,26893
03/11/2019 01H,29154
03/11/2019 00H,30630
03/10/2019 23H,29035
03/10/2019 22H,27475
03/10/2019 21H,26406
03/10/2019 20H,26464
03/10/2019 19H,26820
03/10/2019 18H,26702
03/10/2019 17H,27127
03/10/2019 16H,27329
03/10/2019 15H,27459
03/10/2019 14H,27462
03/10/2019 13H,27427
03/10/2019 12H,26552
03/10/2019 11H,27125
03/10/2019 10H,26591
03/10/2019 09H,26637
03/10/2019 08H,26700
03/10/2019 07H,26494
03/10/2019 06H,26838
03/10/2019 05H,33301
03/10/2019 04H,28767
03/10/2019 03H,30330
03/10/2019 02H,31505
03/10/2019 01H,32104
03/10/2019 00H,32685
03/9/2019 23H,32823
03/9/2019 22H,30643
03/9/2019 21H,29765
03/9/2019 20H,29224
03/9/2019 19H,28811
03/9/2019 18H,29672
03/9/2019 17H,30506
03/9/2019 16H,31030
03/9/2019 15H,32199
03/9/2019 14H,32752
03/9/2019 13H,32947
03/9/2019 12H,32549
03/9/2019 11H,33137
03/9/2019 10H,32592
03/9/2019 09H,32030
03/9/2019 08H,32356
03/9/2019 07H,31881
03/9/2019 06H,32748
03/9/2019 05H,34272
03/9/2019 04H,34244
03/9/2019 03H,35168
03/9/2019 02H,36679
03/9/2019 01H,38986
03/9/2019 00H,39804
03/8/2019 23H,39775
03/8/2019 22H,38058
03/8/2019 21H,36846
03/8/2019 20H,36780
03/8/2019 19H,36104
03/8/2019 18H,36996
03/8/2019 17H,37581
03/8/2019 16H,37929
03/8/2019 15H,38861
03/8/2019 14H,39308
03/8/2019 13H,40300
03/8/2019 12H,41183
03/8/2019 11H,39741
03/8/2019 10H,36160
03/8/2019 09H,34645
03/8/2019 08H,33689
03/8/2019 07H,33205
03/8/2019 06H,33653
03/8/2019 05H,33846
03/8/2019 04H,34672
03/8/2019 03H,35482
03/8/2019 02H,38261
03/8/2019 01H,40805
03/8/2019 00H,41531
03/7/2019 23H,40588
03/7/2019 22H,38847
03/7/2019 21H,36663
03/7/2019 20H,35599
03/7/2019 19H,36037
03/7/2019 18H,36543
03/7/2019 17H,36893
03/7/2019 16H,37630
03/7/2019 15H,39339
03/7/2019 14H,41244
03/7/2019 13H,43720
03/7/2019 12H,46072
03/7/2019 11H,44244
03/7/2019 10H,37852
03/7/2019 09H,34689
03/7/2019 08H,33683
03/7/2019 07H,34387
03/7/2019 06H,33874
03/7/2019 05H,34499
03/7/2019 04H,35861
03/7/2019 03H,38990
03/7/2019 02H,42125
03/7/2019 01H,44735
03/7/2019 00H,44502
03/6/2019 23H,42752
03/6/2019 22H,38947
03/6/2019 21H,36461
03/6/2019 20H,35789
03/6/2019 19H,36603
03/6/2019 18H,36494
03/6/2019 17H,38964
03/6/2019 16H,40612
03/6/2019 15H,41750
03/6/2019 14H,43163
03/6/2019 13H,46000
03/6/2019 12H,48029
03/6/2019 11H,46207
03/6/2019 10H,39738
03/6/2019 09H,36154
03/6/2019 08H,35319
03/6/2019 07H,34278
03/6/2019 06H,34026
03/6/2019 05H,33124
03/6/2019 04H,35405
03/6/2019 03H,37544
03/6/2019 02H,39288
03/6/2019 01H,40293
03/6/2019 00H,40695
03/5/2019 23H,38157
03/5/2019 22H,34833
03/5/2019 21H,33439
03/5/2019 20H,33041
03/5/2019 19H,33037
03/5/2019 18H,34391
03/5/2019 17H,35100
03/5/2019 16H,35968
03/5/2019 15H,38492
03/5/2019 14H,41014
03/5/2019 13H,42272
03/5/2019 12H,44714
03/5/2019 11H,41814
03/5/2019 10H,36428
03/5/2019 09H,33292
03/5/2019 08H,32633
03/5/2019 07H,32269
03/5/2019 06H,32766
03/5/2019 05H,31270
03/5/2019 04H,34256
03/5/2019 03H,36896
03/5/2019 02H,40546
03/5/2019 01H,41766
03/5/2019 00H,41691
03/4/2019 23H,39445
03/4/2019 22H,36966
03/4/2019 21H,34956
03/4/2019 20H,35088
03/4/2019 19H,35369
03/4/2019 18H,35435
03/4/2019 17H,36424
03/4/2019 16H,37913
03/4/2019 15H,38970
03/4/2019 14H,41312
03/4/2019 13H,42383
03/4/2019 12H,41116
03/4/2019 11H,37413
03/4/2019 10H,33822
03/4/2019 09H,31163
03/4/2019 08H,30640
03/4/2019 07H,30722
03/4/2019 06H,30526
03/4/2019 05H,30215
03/4/2019 04H,31553
03/4/2019 03H,32943
03/4/2019 02H,35343
03/4/2019 01H,36542
03/4/2019 00H,37208
03/3/2019 23H,35874
03/3/2019 22H,35478
03/3/2019 21H,33458
03/3/2019 20H,32628
03/3/2019 19H,31753
03/3/2019 18H,31556
03/3/2019 17H,31384
03/3/2019 16H,31340
03/3/2019 15H,31272
03/3/2019 14H,30806
03/3/2019 13H,29770
03/3/2019 12H,27706
03/3/2019 11H,27312
03/3/2019 10H,25999
03/3/2019 09H,26830
03/3/2019 08H,27177
03/3/2019 07H,28069
03/3/2019 06H,28434
03/3/2019 05H,32890
03/3/2019 04H,30483
03/3/2019 03H,31198
03/3/2019 02H,32706
03/3/2019 01H,33781
03/3/2019 00H,33850
03/2/2019 23H,33684
03/2/2019 22H,32839
03/2/2019 21H,31951
03/2/2019 20H,30940
03/2/2019 19H,30572
03/2/2019 18H,31246
03/2/2019 17H,32083
03/2/2019 16H,32862
03/2/2019 15H,33914
03/2/2019 14H,34192
03/2/2019 13H,33801
03/2/2019 12H,33059
03/2/2019 11H,31777
03/2/2019 10H,30533
03/2/2019 09H,30773
03/2/2019 08H,30861
03/2/2019 07H,30773
03/2/2019 06H,31179
03/2/2019 05H,36022
03/2/2019 04H,35383
03/2/2019 03H,37176
03/2/2019 02H,38543
03/2/2019 01H,40013
03/2/2019 00H,41067
03/1/2019 23H,40886
03/1/2019 22H,39629
03/1/2019 21H,39547
03/1/2019 20H,39780
03/1/2019 19H,40035
03/1/2019 18H,40364
03/1/2019 17H,41239
03/1/2019 16H,42219
03/1/2019 15H,42472
03/1/2019 14H,43682
03/1/2019 13H,43573
03/1/2019 12H,43407
03/1/2019 11H,41162
03/1/2019 10H,37645
03/1/2019 09H,35871
03/1/2019 08H,35253
03/1/2019 07H,35463
03/1/2019 06H,35500
03/1/2019 05H,33614
03/1/2019 04H,36288
03/1/2019 03H,37570
03/1/2019 02H,40362
03/1/2019 01H,41718
03/1/2019 00H,41941
02/28/2019 23H,39996
02/28/2019 22H,38604
02/28/2019 21H,36741
02/28/2019 20H,37176
02/28/2019 19H,36412
02/28/2019 18H,36598
02/28/2019 17H,37154
02/28/2019 16H,37586
02/28/2019 15H,37949
02/28/2019 14H,39311
02/28/2019 13H,39216
02/28/2019 12H,41335
02/28/2019 11H,39953
02/28/2019 10H,35627
02/28/2019 09H,34248
02/28/2019 08H,33301
02/28/2019 07H,33374
02/28/2019 06H,33593
02/28/2019 05H,36055
02/28/2019 04H,35202
02/28/2019 03H,36192
02/28/2019 02H,38796
02/28/2019 01H,40283
02/28/2019 00H,40579
02/27/2019 23H,39226
02/27/2019 22H,38106
02/27/2019 21H,36779
02/27/2019 20H,37074
02/27/2019 19H,37264
02/27/2019 18H,37630
02/27/2019 17H,36975
02/27/2019 16H,38577
02/27/2019 15H,41009
02/27/2019 14H,42961
02/27/2019 13H,43491
02/27/2019 12H,45363
02/27/2019 11H,42619
02/27/2019 10H,38637
02/27/2019 09H,35991
02/27/2019 08H,35692
02/27/2019 07H,35764
02/27/2019 06H,35812
02/27/2019 05H,35598
02/27/2019 04H,36058
02/27/2019 03H,37286
02/27/2019 02H,38795
02/27/2019 01H,40178
02/27/2019 00H,40680
02/26/2019 23H,39448
02/26/2019 22H,37363
02/26/2019 21H,36268
02/26/2019 20H,35770
02/26/2019 19H,35628
02/26/2019 18H,35499
02/26/2019 17H,36094
02/26/2019 16H,37099
02/26/2019 15H,38102
02/26/2019 14H,40177
02/26/2019 13H,42521
02/26/2019 12H,44503
02/26/2019 11H,41097
02/26/2019 10H,38104
02/26/2019 09H,36074
02/26/2019 08H,35282
02/26/2019 07H,34634
02/26/2019 06H,35133
02/26/2019 05H,29840
02/26/2019 04H,36681
02/26/2019 03H,38498
02/26/2019 02H,40590
02/26/2019 01H,42011
02/26/2019 00H,42142
02/25/2019 23H,41337
02/25/2019 22H,38890
02/25/2019 21H,37467
02/25/2019 20H,37237
02/25/2019 19H,37094
02/25/2019 18H,37699
02/25/2019 17H,37328
02/25/2019 16H,39452
02/25/2019 15H,40808
02/25/2019 14H,41619
02/25/2019 13H,42458
02/25/2019 12H,42492
02/25/2019 11H,39791
02/25/2019 10H,34932
02/25/2019 09H,31729
02/25/2019 08H,31074
02/25/2019 07H,30252
02/25/2019 06H,29947
02/25/2019 05H,29236
02/25/2019 04H,29474
02/25/2019 03H,30816
02/25/2019 02H,32515
02/25/2019 01H,33361
02/25/2019 00H,33815
02/24/2019 23H,33106
02/24/2019 22H,30275
02/24/2019 21H,29163
02/24/2019 20H,27986
02/24/2019 19H,29719
02/24/2019 18H,29931
02/24/2019 17H,30726
02/24/2019 16H,30359
02/24/2019 15H,30395
02/24/2019 14H,30368
02/24/2019 13H,29635
02/24/2019 12H,28396
02/24/2019 11H,27810
02/24/2019 10H,27446
02/24/2019 09H,26886
02/24/2019 08H,26746
02/24/2019 07H,26621
02/24/2019 06H,27265
02/24/2019 05H,29570
02/24/2019 04H,29670
02/24/2019 03H,31520
02/24/2019 02H,33324
02/24/2019 01H,34368
02/24/2019 00H,34924
02/23/2019 23H,35017
02/23/2019 22H,34139
02/23/2019 21H,33904
02/23/2019 20H,33772
02/23/2019 19H,33394
02/23/2019 18H,34120
02/23/2019 17H,34405
02/23/2019 16H,35207
02/23/2019 15H,35546
02/23/2019 14H,35256
02/23/2019 13H,34920
02/23/2019 12H,33757
02/23/2019 11H,31516
02/23/2019 10H,30050
02/23/2019 09H,28911
02/23/2019 08H,28707
02/23/2019 07H,29387
02/23/2019 06H,29746
02/23/2019 05H,31294
02/23/2019 04H,31300
02/23/2019 03H,34016
02/23/2019 02H,36315
02/23/2019 01H,37453
02/23/2019 00H,38048
02/22/2019 23H,38814
02/22/2019 22H,37459
02/22/2019 21H,35964
02/22/2019 20H,34814
02/22/2019 19H,34556
02/22/2019 18H,34869
02/22/2019 17H,34708
02/22/2019 16H,36062
02/22/2019 15H,36859
02/22/2019 14H,37971
02/22/2019 13H,38089
02/22/2019 12H,37932
02/22/2019 11H,36330
02/22/2019 10H,32011
02/22/2019 09H,30547
02/22/2019 08H,30288
02/22/2019 07H,30580
02/22/2019 06H,30358
02/22/2019 05H,31361
02/22/2019 04H,31954
02/22/2019 03H,33931
02/22/2019 02H,35648
02/22/2019 01H,35892
02/22/2019 00H,36529
02/21/2019 23H,36170
02/21/2019 22H,34185
02/21/2019 21H,33603
02/21/2019 20H,32965
02/21/2019 19H,33210
02/21/2019 18H,33045
02/21/2019 17H,33921
02/21/2019 16H,34595
02/21/2019 15H,34321
02/21/2019 14H,36168
02/21/2019 13H,37509
02/21/2019 12H,36891
02/21/2019 11H,35259
02/21/2019 10H,31969
02/21/2019 09H,30961
02/21/2019 08H,30600
02/21/2019 07H,31033
02/21/2019 06H,30547
02/21/2019 05H,33056
02/21/2019 04H,32556
02/21/2019 03H,34647
02/21/2019 02H,35576
02/21/2019 01H,38397
02/21/2019 00H,40215
02/20/2019 23H,40207
02/20/2019 22H,39561
02/20/2019 21H,38914
02/20/2019 20H,39635
02/20/2019 19H,40955
02/20/2019 18H,41057
02/20/2019 17H,40304
02/20/2019 16H,40351
02/20/2019 15H,39604
02/20/2019 14H,39502
02/20/2019 13H,37571
02/20/2019 12H,36525
02/20/2019 11H,35728
02/20/2019 10H,33731
02/20/2019 09H,32845
02/20/2019 08H,32090
02/20/2019 07H,32523
02/20/2019 06H,33050
02/20/2019 05H,34101
02/20/2019 04H,35022
02/20/2019 03H,37694
02/20/2019 02H,39878
02/20/2019 01H,41960
02/20/2019 00H,42894
02/19/2019 23H,43089
02/19/2019 22H,40302
02/19/2019 21H,38180
02/19/2019 20H,38031
02/19/2019 19H,37700
02/19/2019 18H,37764
02/19/2019 17H,37921
02/19/2019 16H,38740
02/19/2019 15H,40167
02/19/2019 14H,40599
02/19/2019 13H,43407
02/19/2019 12H,44233
02/19/2019 11H,40728
02/19/2019 10H,36560
02/19/2019 09H,35041
02/19/2019 08H,33899
02/19/2019 07H,33526
02/19/2019 06H,33532
02/19/2019 05H,31744
02/19/2019 04H,34149
02/19/2019 03H,35604
02/19/2019 02H,37913
02/19/2019 01H,40562
02/19/2019 00H,40823
02/18/2019 23H,40532
02/18/2019 22H,38513
02/18/2019 21H,36521
02/18/2019 20H,35101
02/18/2019 19H,35001
02/18/2019 18H,34572
02/18/2019 17H,35438
02/18/2019 16H,37119
02/18/2019 15H,36814
02/18/2019 14H,35797
02/18/2019 13H,36496
02/18/2019 12H,36230
02/18/2019 11H,35003
02/18/2019 10H,32246
02/18/2019 09H,30605
02/18/2019 08H,30588
02/18/2019 07H,30677
02/18/2019 06H,31094
02/18/2019 05H,30715
02/18/2019 04H,31799
02/18/2019 03H,33968
02/18/2019 02H,35024
02/18/2019 01H,35520
02/18/2019 00H,35906
02/17/2019 23H,35916
02/17/2019 22H,35208
02/17/2019 21H,33926
02/17/2019 20H,32963
02/17/2019 19H,33189
02/17/2019 18H,33615
02/17/2019 17H,33981
02/17/2019 16H,32863
02/17/2019 15H,31307
02/17/2019 14H,31123
02/17/2019 13H,31701
02/17/2019 12H,31659
02/17/2019 11H,31628
02/17/2019 10H,29703
02/17/2019 09H,29507
02/17/2019 08H,29104
02/17/2019 07H,29335
02/17/2019 06H,29470
02/17/2019 05H,27854
02/17/2019 04H,31857
02/17/2019 03H,32702
02/17/2019 02H,33800
02/17/2019 01H,33568
02/17/2019 00H,34379
02/16/2019 23H,34688
02/16/2019 22H,32529
02/16/2019 21H,30165
02/16/2019 20H,29843
02/16/2019 19H,30116
02/16/2019 18H,30865
02/16/2019 17H,31959
02/16/2019 16H,32569
02/16/2019 15H,32716
02/16/2019 14H,32812
02/16/2019 13H,33524
02/16/2019 12H,33206
02/16/2019 11H,30595
02/16/2019 10H,29235
02/16/2019 09H,27428
02/16/2019 08H,27146
02/16/2019 07H,27223
02/16/2019 06H,27268
02/16/2019 05H,28117
02/16/2019 04H,30390
02/16/2019 03H,31066
02/16/2019 02H,32126
02/16/2019 01H,32935
02/16/2019 00H,33098
02/15/2019 23H,33827
02/15/2019 22H,32627
02/15/2019 21H,32031
02/15/2019 20H,31796
02/15/2019 19H,31831
02/15/2019 18H,31078
02/15/2019 17H,31206
02/15/2019 16H,32367
02/15/2019 15H,33429
02/15/2019 14H,34101
02/15/2019 13H,34656
02/15/2019 12H,35133
02/15/2019 11H,32547
02/15/2019 10H,28753
02/15/2019 09H,27775
02/15/2019 08H,27112
02/15/2019 07H,26280
02/15/2019 06H,27390
02/15/2019 05H,33022
02/15/2019 04H,29651
02/15/2019 03H,31833
02/15/2019 02H,33345
02/15/2019 01H,34916
02/15/2019 00H,35989
02/14/2019 23H,36424
02/14/2019 22H,35222
02/14/2019 21H,34822
02/14/2019 20H,33527
02/14/2019 19H,34374
02/14/2019 18H,34095
02/14/2019 17H,34228
02/14/2019 16H,35275
02/14/2019 15H,36009
02/14/2019 14H,36882
02/14/2019 13H,39313
02/14/2019 12H,40902
02/14/2019 11H,38272
02/14/2019 10H,34627
02/14/2019 09H,32590
02/14/2019 08H,32426
02/14/2019 07H,31723
02/14/2019 06H,32571
02/14/2019 05H,31153
02/14/2019 04H,34243
02/14/2019 03H,36694
02/14/2019 02H,38635
02/14/2019 01H,40099
02/14/2019 00H,40564
02/13/2019 23H,39767
02/13/2019 22H,37023
02/13/2019 21H,36154
02/13/2019 20H,35480
02/13/2019 19H,34833
02/13/2019 18H,35581
02/13/2019 17H,36407
02/13/2019 16H,36281
02/13/2019 15H,36793
02/13/2019 14H,36553
02/13/2019 13H,38214
02/13/2019 12H,38012
02/13/2019 11H,36422
02/13/2019 10H,31968
02/13/2019 09H,30834
02/13/2019 08H,30532
02/13/2019 07H,30618
02/13/2019 06H,31078
02/13/2019 05H,32121
02/13/2019 04H,31627
02/13/2019 03H,33173
02/13/2019 02H,35039
02/13/2019 01H,38036
02/13/2019 00H,39393
02/12/2019 23H,39836
02/12/2019 22H,37604
02/12/2019 21H,36925
02/12/2019 20H,36889
02/12/2019 19H,37258
02/12/2019 18H,37791
02/12/2019 17H,38316
02/12/2019 16H,38256
02/12/2019 15H,38041
02/12/2019 14H,38320
02/12/2019 13H,38753
02/12/2019 12H,38502
02/12/2019 11H,37291
02/12/2019 10H,34414
02/12/2019 09H,31284
02/12/2019 08H,30944
02/12/2019 07H,31356
02/12/2019 06H,31439
02/12/2019 05H,32521
02/12/2019 04H,31991
02/12/2019 03H,33845
02/12/2019 02H,35996
02/12/2019 01H,38498
02/12/2019 00H,39761
02/11/2019 23H,40735
02/11/2019 22H,39069
02/11/2019 21H,37730
02/11/2019 20H,37220
02/11/2019 19H,37169
02/11/2019 18H,38010
02/11/2019 17H,38000
02/11/2019 16H,38215
02/11/2019 15H,38515
02/11/2019 14H,39253
02/11/2019 13H,39373
02/11/2019 12H,39116
02/11/2019 11H,37022
02/11/2019 10H,33906
02/11/2019 09H,32694
02/11/2019 08H,31861
02/11/2019 07H,31964
02/11/2019 06H,31993
02/11/2019 05H,33455
02/11/2019 04H,33033
02/11/2019 03H,34212
02/11/2019 02H,36185
02/11/2019 01H,37090
02/11/2019 00H,38901
02/10/2019 23H,38717
02/10/2019 22H,36518
02/10/2019 21H,34939
02/10/2019 20H,33878
02/10/2019 19H,32846
02/10/2019 18H,33711
02/10/2019 17H,34023
02/10/2019 16H,33540
02/10/2019 15H,34013
02/10/2019 14H,34314
02/10/2019 13H,34280
02/10/2019 12H,34409
02/10/2019 11H,33962
02/10/2019 10H,33567
02/10/2019 09H,33320
02/10/2019 08H,33188
02/10/2019 07H,32725
02/10/2019 06H,33050
02/10/2019 05H,31856
02/10/2019 04H,35287
02/10/2019 03H,36085
02/10/2019 02H,37342
02/10/2019 01H,38205
02/10/2019 00H,37876
02/9/2019 23H,37952
02/9/2019 22H,35472
02/9/2019 21H,34240
02/9/2019 20H,32444
02/9/2019 19H,32434
02/9/2019 18H,32504
02/9/2019 17H,33678
02/9/2019 16H,34781
02/9/2019 15H,36125
02/9/2019 14H,36008
02/9/2019 13H,36194
02/9/2019 12H,35634
02/9/2019 11H,34515
02/9/2019 10H,33499
02/9/2019 09H,31967
02/9/2019 08H,32145
02/9/2019 07H,31598
02/9/2019 06H,31617
02/9/2019 05H,25241
02/9/2019 04H,32220
02/9/2019 03H,34414
02/9/2019 02H,36300
02/9/2019 01H,36538
02/9/2019 00H,36385
02/8/2019 23H,36273
02/8/2019 22H,34566
02/8/2019 21H,33124
02/8/2019 20H,32353
02/8/2019 19H,32264
02/8/2019 18H,32276
02/8/2019 17H,32492
02/8/2019 16H,33295
02/8/2019 15H,34060
02/8/2019 14H,34883
02/8/2019 13H,34684
02/8/2019 12H,35085
02/8/2019 11H,31952
02/8/2019 10H,26986
02/8/2019 09H,25329
02/8/2019 08H,24792
02/8/2019 07H,24796
02/8/2019 06H,25044
02/8/2019 05H,26435
02/8/2019 04H,26299
02/8/2019 03H,28578
02/8/2019 02H,31102
02/8/2019 01H,31518
02/8/2019 00H,32198
02/7/2019 23H,32250
02/7/2019 22H,31291
02/7/2019 21H,30516
02/7/2019 20H,30196
02/7/2019 19H,30604
02/7/2019 18H,31086
02/7/2019 17H,31843
02/7/2019 16H,32018
02/7/2019 15H,32086
02/7/2019 14H,32855
02/7/2019 13H,33276
02/7/2019 12H,33557
02/7/2019 11H,30433
02/7/2019 10H,27651
02/7/2019 09H,26283
02/7/2019 08H,26036
02/7/2019 07H,26212
02/7/2019 06H,26139
02/7/2019 05H,26725
02/7/2019 04H,27960
02/7/2019 03H,29017
02/7/2019 02H,31075
02/7/2019 01H,33687
02/7/2019 00H,34237
02/6/2019 23H,35280
02/6/2019 22H,34159
02/6/2019 21H,32722
02/6/2019 20H,32455
02/6/2019 19H,32254
02/6/2019 18H,32184
02/6/2019 17H,31784
02/6/2019 16H,32176
02/6/2019 15H,32676
02/6/2019 14H,32558
02/6/2019 13H,33275
02/6/2019 12H,34116
02/6/2019 11H,31937
02/6/2019 10H,27760
02/6/2019 09H,25837
02/6/2019 08H,26496
02/6/2019 07H,26247
02/6/2019 06H,25846
02/6/2019 05H,24983
02/6/2019 04H,27865
02/6/2019 03H,29765
02/6/2019 02H,30454
02/6/2019 01H,32287
02/6/2019 00H,32703
02/5/2019 23H,32096
02/5/2019 22H,30393
02/5/2019 21H,29612
02/5/2019 20H,29399
02/5/2019 19H,30119
02/5/2019 18H,30211
02/5/2019 17H,29737
02/5/2019 16H,29989
02/5/2019 15H,31043
02/5/2019 14H,32354
02/5/2019 13H,32578
02/5/2019 12H,33328
02/5/2019 11H,30855
02/5/2019 10H,27805
02/5/2019 09H,24738
02/5/2019 08H,24876
02/5/2019 07H,24261
02/5/2019 06H,24375
02/5/2019 05H,23670
02/5/2019 04H,26098
02/5/2019 03H,28019
02/5/2019 02H,29449
02/5/2019 01H,31120
02/5/2019 00H,31772
02/4/2019 23H,31549
02/4/2019 22H,29877
02/4/2019 21H,28672
02/4/2019 20H,28198
02/4/2019 19H,28454
02/4/2019 18H,28376
02/4/2019 17H,28563
02/4/2019 16H,29163
02/4/2019 15H,30061
02/4/2019 14H,31595
02/4/2019 13H,33302
02/4/2019 12H,34091
02/4/2019 11H,31507
02/4/2019 10H,27869
02/4/2019 09H,25691
02/4/2019 08H,24754
02/4/2019 07H,24076
02/4/2019 06H,24012
02/4/2019 05H,26053
02/4/2019 04H,23576
02/4/2019 03H,25801
02/4/2019 02H,26470
02/4/2019 01H,27352
02/4/2019 00H,27174
02/3/2019 23H,28645
