Net generation from coal for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.COL.H
19:12:31 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.COL.H megawatthours
06/19/2020 06H,14726
06/19/2020 05H,15722
06/19/2020 04H,16339
06/19/2020 03H,19413
06/19/2020 02H,21482
06/19/2020 01H,24015
06/19/2020 00H,24711
06/18/2020 23H,26622
06/18/2020 22H,27098
06/18/2020 21H,26701
06/18/2020 20H,26443
06/18/2020 19H,25284
06/18/2020 18H,24232
06/18/2020 17H,24372
06/18/2020 16H,23082
06/18/2020 15H,20732
06/18/2020 14H,19620
06/18/2020 13H,18033
06/18/2020 12H,16202
06/18/2020 11H,15468
06/18/2020 10H,14442
06/18/2020 09H,13885
06/18/2020 08H,13724
06/18/2020 07H,13880
06/18/2020 06H,14082
06/18/2020 05H,14966
06/18/2020 04H,15009
06/18/2020 03H,18285
06/18/2020 02H,19772
06/18/2020 01H,20984
06/18/2020 00H,21725
06/17/2020 23H,23001
06/17/2020 22H,23176
06/17/2020 21H,22954
06/17/2020 20H,22966
06/17/2020 19H,22235
06/17/2020 18H,22086
06/17/2020 17H,21116
06/17/2020 16H,20001
06/17/2020 15H,19434
06/17/2020 14H,18266
06/17/2020 13H,16965
06/17/2020 12H,15147
06/17/2020 11H,14338
06/17/2020 10H,13385
06/17/2020 09H,13060
06/17/2020 08H,13039
06/17/2020 07H,13003
06/17/2020 06H,13333
06/17/2020 05H,13659
06/17/2020 04H,13942
06/17/2020 03H,16899
06/17/2020 02H,18368
06/17/2020 01H,19285
06/17/2020 00H,20563
06/16/2020 23H,21455
06/16/2020 22H,22127
06/16/2020 21H,22348
06/16/2020 20H,21602
06/16/2020 19H,20873
06/16/2020 18H,21179
06/16/2020 17H,19728
06/16/2020 16H,19330
06/16/2020 15H,17665
06/16/2020 14H,16278
06/16/2020 13H,15307
06/16/2020 12H,14382
06/16/2020 11H,13399
06/16/2020 10H,12970
06/16/2020 09H,12650
06/16/2020 08H,12626
06/16/2020 07H,12668
06/16/2020 06H,12788
06/16/2020 05H,12707
06/16/2020 04H,12483
06/16/2020 03H,15467
06/16/2020 02H,16731
06/16/2020 01H,17818
06/16/2020 00H,19056
06/15/2020 23H,20337
06/15/2020 22H,20861
06/15/2020 21H,20456
06/15/2020 20H,19632
06/15/2020 19H,19346
06/15/2020 18H,19632
06/15/2020 17H,19161
06/15/2020 16H,18180
06/15/2020 15H,17404
06/15/2020 14H,15518
06/15/2020 13H,14342
06/15/2020 12H,13799
06/15/2020 11H,12894
06/15/2020 10H,12736
06/15/2020 09H,12433
06/15/2020 08H,12382
06/15/2020 07H,12278
06/15/2020 06H,12214
06/15/2020 05H,12286
06/15/2020 04H,12407
06/15/2020 03H,13033
06/15/2020 02H,14116
06/15/2020 01H,15110
06/15/2020 00H,14588
06/14/2020 23H,14824
06/14/2020 22H,14929
06/14/2020 21H,14744
06/14/2020 20H,14317
06/14/2020 19H,13853
06/14/2020 18H,13285
06/14/2020 17H,12908
06/14/2020 16H,12954
06/14/2020 15H,12694
06/14/2020 14H,12421
06/14/2020 13H,12232
06/14/2020 12H,12206
06/14/2020 11H,12156
06/14/2020 10H,11914
06/14/2020 09H,11812
06/14/2020 08H,11858
06/14/2020 07H,11758
06/14/2020 06H,12161
06/14/2020 05H,12412
06/14/2020 04H,15353
06/14/2020 03H,12688
06/14/2020 02H,13695
06/14/2020 01H,14482
06/14/2020 00H,14964
06/13/2020 23H,16285
06/13/2020 22H,17477
06/13/2020 21H,17169
06/13/2020 20H,15998
06/13/2020 19H,15350
06/13/2020 18H,15064
06/13/2020 17H,14778
06/13/2020 16H,14236
06/13/2020 15H,13534
06/13/2020 14H,13494
06/13/2020 13H,13322
06/13/2020 12H,13246
06/13/2020 11H,13101
06/13/2020 10H,13028
06/13/2020 09H,13170
06/13/2020 08H,13148
06/13/2020 07H,13222
06/13/2020 06H,13780
06/13/2020 05H,14502
06/13/2020 04H,16347
06/13/2020 03H,16958
06/13/2020 02H,19133
06/13/2020 01H,20311
06/13/2020 00H,21345
06/12/2020 23H,22410
06/12/2020 22H,23496
06/12/2020 21H,24813
06/12/2020 20H,24431
06/12/2020 19H,24072
06/12/2020 18H,22376
06/12/2020 17H,21709
06/12/2020 16H,20716
06/12/2020 15H,19955
06/12/2020 14H,18462
06/12/2020 13H,17119
06/12/2020 12H,15700
06/12/2020 11H,15046
06/12/2020 10H,14778
06/12/2020 09H,14251
06/12/2020 08H,14234
06/12/2020 07H,14268
06/12/2020 06H,14420
06/12/2020 05H,14718
06/12/2020 04H,18904
06/12/2020 03H,17794
06/12/2020 02H,20258
06/12/2020 01H,23006
06/12/2020 00H,23686
06/11/2020 23H,24364
06/11/2020 22H,24364
06/11/2020 21H,24016
06/11/2020 20H,23302
06/11/2020 19H,22724
06/11/2020 18H,22992
06/11/2020 17H,23208
06/11/2020 16H,21949
06/11/2020 15H,20983
06/11/2020 14H,21115
06/11/2020 13H,20329
06/11/2020 12H,17564
06/11/2020 11H,16896
06/11/2020 10H,15786
06/11/2020 09H,15234
06/11/2020 08H,14934
06/11/2020 07H,15247
06/11/2020 06H,16668
06/11/2020 05H,17703
06/11/2020 04H,22386
06/11/2020 03H,21178
06/11/2020 02H,22876
06/11/2020 01H,25004
06/11/2020 00H,25317
06/10/2020 23H,27065
06/10/2020 22H,28416
06/10/2020 21H,29057
06/10/2020 20H,29194
06/10/2020 19H,29855
06/10/2020 18H,29741
06/10/2020 17H,28487
06/10/2020 16H,27929
06/10/2020 15H,27253
06/10/2020 14H,27528
06/10/2020 13H,25445
06/10/2020 12H,23086
06/10/2020 11H,20654
06/10/2020 10H,18100
06/10/2020 09H,17396
06/10/2020 08H,16800
06/10/2020 07H,17359
06/10/2020 06H,19444
06/10/2020 05H,21177
06/10/2020 04H,17980
06/10/2020 03H,24850
06/10/2020 02H,26234
06/10/2020 01H,27483
06/10/2020 00H,28150
06/9/2020 23H,28816
06/9/2020 22H,29689
06/9/2020 21H,30289
06/9/2020 20H,30396
06/9/2020 19H,29552
06/9/2020 18H,28674
06/9/2020 17H,27273
06/9/2020 16H,24589
06/9/2020 15H,23310
06/9/2020 14H,21652
06/9/2020 13H,20177
06/9/2020 12H,18662
06/9/2020 11H,16287
06/9/2020 10H,15672
06/9/2020 09H,15794
06/9/2020 08H,15999
06/9/2020 07H,16186
06/9/2020 06H,16142
06/9/2020 05H,16728
06/9/2020 04H,14543
06/9/2020 03H,19981
06/9/2020 02H,22570
06/9/2020 01H,23473
06/9/2020 00H,25313
06/8/2020 23H,27252
06/8/2020 22H,27310
06/8/2020 21H,27139
06/8/2020 20H,25554
06/8/2020 19H,23051
06/8/2020 18H,22508
06/8/2020 17H,22182
06/8/2020 16H,21143
06/8/2020 15H,19364
06/8/2020 14H,17942
06/8/2020 13H,16458
06/8/2020 12H,15228
06/8/2020 11H,14971
06/8/2020 10H,14721
06/8/2020 09H,14284
06/8/2020 08H,14152
06/8/2020 07H,14191
06/8/2020 06H,14083
06/8/2020 05H,13999
06/8/2020 04H,16515
06/8/2020 03H,15694
06/8/2020 02H,17175
06/8/2020 01H,19393
06/8/2020 00H,20936
06/7/2020 23H,22753
06/7/2020 22H,23627
06/7/2020 21H,23239
06/7/2020 20H,21529
06/7/2020 19H,19503
06/7/2020 18H,19151
06/7/2020 17H,17624
06/7/2020 16H,16090
06/7/2020 15H,14586
06/7/2020 14H,14048
06/7/2020 13H,13982
06/7/2020 12H,13691
06/7/2020 11H,13692
06/7/2020 10H,13687
06/7/2020 09H,13733
06/7/2020 08H,13745
06/7/2020 07H,13862
06/7/2020 06H,14148
06/7/2020 05H,14958
06/7/2020 04H,20774
06/7/2020 03H,17583
06/7/2020 02H,19825
06/7/2020 01H,22466
06/7/2020 00H,26033
06/6/2020 23H,27412
06/6/2020 22H,27621
06/6/2020 21H,27371
06/6/2020 20H,27108
06/6/2020 19H,26456
06/6/2020 18H,25907
06/6/2020 17H,25638
06/6/2020 16H,24124
06/6/2020 15H,22102
06/6/2020 14H,19639
06/6/2020 13H,17466
06/6/2020 12H,15482
06/6/2020 11H,14653
06/6/2020 10H,14584
06/6/2020 09H,14629
06/6/2020 08H,14748
06/6/2020 07H,15204
06/6/2020 06H,16541
06/6/2020 05H,18737
06/6/2020 04H,19846
06/6/2020 03H,21970
06/6/2020 02H,23406
06/6/2020 01H,25279
06/6/2020 00H,26781
06/5/2020 23H,28467
06/5/2020 22H,29477
06/5/2020 21H,29588
06/5/2020 20H,29384
06/5/2020 19H,28668
06/5/2020 18H,28821
06/5/2020 17H,26885
06/5/2020 16H,25515
06/5/2020 15H,24010
06/5/2020 14H,22419
06/5/2020 13H,21508
06/5/2020 12H,19904
06/5/2020 11H,17481
06/5/2020 10H,16983
06/5/2020 09H,16029
06/5/2020 08H,16319
06/5/2020 07H,16874
06/5/2020 06H,17328
06/5/2020 05H,17929
06/5/2020 04H,18090
06/5/2020 03H,22628
06/5/2020 02H,24304
06/5/2020 01H,25971
06/5/2020 00H,26925
06/4/2020 23H,28221
06/4/2020 22H,28681
06/4/2020 21H,28510
06/4/2020 20H,27923
06/4/2020 19H,27170
06/4/2020 18H,27389
06/4/2020 17H,27636
06/4/2020 16H,25057
06/4/2020 15H,23495
06/4/2020 14H,22729
06/4/2020 13H,20883
06/4/2020 12H,19217
06/4/2020 11H,16626
06/4/2020 10H,15827
06/4/2020 09H,15018
06/4/2020 08H,15023
06/4/2020 07H,14988
06/4/2020 06H,15699
06/4/2020 05H,16811
06/4/2020 04H,14218
06/4/2020 03H,20500
06/4/2020 02H,21759
06/4/2020 01H,23742
06/4/2020 00H,24754
06/3/2020 23H,25158
06/3/2020 22H,25812
06/3/2020 21H,26088
06/3/2020 20H,25532
06/3/2020 19H,24454
06/3/2020 18H,23977
06/3/2020 17H,22083
06/3/2020 16H,20326
06/3/2020 15H,18282
06/3/2020 14H,16939
06/3/2020 13H,15516
06/3/2020 12H,15067
06/3/2020 11H,14286
06/3/2020 10H,13311
06/3/2020 09H,12808
06/3/2020 08H,12754
06/3/2020 07H,12585
06/3/2020 06H,13168
06/3/2020 05H,13489
06/3/2020 04H,11311
06/3/2020 03H,15867
06/3/2020 02H,17824
06/3/2020 01H,18918
06/3/2020 00H,20836
06/2/2020 23H,21041
06/2/2020 22H,21037
06/2/2020 21H,19909
06/2/2020 20H,20056
06/2/2020 19H,19782
06/2/2020 18H,19040
06/2/2020 17H,18330
06/2/2020 16H,16799
06/2/2020 15H,14708
06/2/2020 14H,14214
06/2/2020 13H,13586
06/2/2020 12H,12795
06/2/2020 11H,12250
06/2/2020 10H,11822
06/2/2020 09H,11453
06/2/2020 08H,11327
06/2/2020 07H,11051
06/2/2020 06H,11203
06/2/2020 05H,11303
06/2/2020 04H,11578
06/2/2020 03H,12523
06/2/2020 02H,13154
06/2/2020 01H,13873
06/2/2020 00H,14160
06/1/2020 23H,15082
06/1/2020 22H,15181
06/1/2020 21H,14146
06/1/2020 20H,13727
06/1/2020 19H,13730
06/1/2020 18H,14056
06/1/2020 17H,14150
06/1/2020 16H,13942
06/1/2020 15H,13303
06/1/2020 14H,13054
06/1/2020 13H,13015
06/1/2020 12H,12703
06/1/2020 11H,12613
06/1/2020 10H,12315
06/1/2020 09H,12040
06/1/2020 08H,11900
06/1/2020 07H,11766
06/1/2020 06H,11836
06/1/2020 05H,11827
06/1/2020 04H,12346
06/1/2020 03H,11751
06/1/2020 02H,11924
06/1/2020 01H,12681
06/1/2020 00H,12832
05/31/2020 23H,13684
05/31/2020 22H,13560
05/31/2020 21H,12492
05/31/2020 20H,12280
05/31/2020 19H,11724
05/31/2020 18H,11564
05/31/2020 17H,11281
05/31/2020 16H,11345
05/31/2020 15H,11185
05/31/2020 14H,11126
05/31/2020 13H,11142
05/31/2020 12H,11036
05/31/2020 11H,10731
05/31/2020 10H,10677
05/31/2020 09H,10866
05/31/2020 08H,11079
05/31/2020 07H,11164
05/31/2020 06H,11248
05/31/2020 05H,11344
05/31/2020 04H,13294
05/31/2020 03H,12275
05/31/2020 02H,12729
05/31/2020 01H,13402
05/31/2020 00H,14176
05/30/2020 23H,14765
05/30/2020 22H,14968
05/30/2020 21H,14878
05/30/2020 20H,14151
05/30/2020 19H,13628
05/30/2020 18H,13660
05/30/2020 17H,13030
05/30/2020 16H,12282
05/30/2020 15H,12133
05/30/2020 14H,12309
05/30/2020 13H,11721
05/30/2020 12H,11280
05/30/2020 11H,11280
05/30/2020 10H,11225
05/30/2020 09H,11558
05/30/2020 08H,11633
05/30/2020 07H,11700
05/30/2020 06H,11806
05/30/2020 05H,12539
05/30/2020 04H,17671
05/30/2020 03H,14472
05/30/2020 02H,15835
05/30/2020 01H,16375
05/30/2020 00H,16822
05/29/2020 23H,18269
05/29/2020 22H,19100
05/29/2020 21H,20529
05/29/2020 20H,20204
05/29/2020 19H,20183
05/29/2020 18H,21998
05/29/2020 17H,22292
05/29/2020 16H,20820
05/29/2020 15H,20827
05/29/2020 14H,18692
05/29/2020 13H,17764
05/29/2020 12H,16785
05/29/2020 11H,14197
05/29/2020 10H,13181
05/29/2020 09H,12863
05/29/2020 08H,12571
05/29/2020 07H,12757
05/29/2020 06H,13385
05/29/2020 05H,14467
05/29/2020 04H,19349
05/29/2020 03H,19098
05/29/2020 02H,20996
05/29/2020 01H,21781
05/29/2020 00H,21933
05/28/2020 23H,22899
05/28/2020 22H,23558
05/28/2020 21H,23504
05/28/2020 20H,22637
05/28/2020 19H,21570
05/28/2020 18H,21143
05/28/2020 17H,21302
05/28/2020 16H,20673
05/28/2020 15H,20444
05/28/2020 14H,19830
05/28/2020 13H,19736
05/28/2020 12H,18540
05/28/2020 11H,16295
05/28/2020 10H,15506
05/28/2020 09H,14476
05/28/2020 08H,14062
05/28/2020 07H,14261
05/28/2020 06H,15574
05/28/2020 05H,16793
05/28/2020 04H,19073
05/28/2020 03H,20724
05/28/2020 02H,20606
05/28/2020 01H,21205
05/28/2020 00H,20767
05/27/2020 23H,21113
05/27/2020 22H,21040
05/27/2020 21H,21839
05/27/2020 20H,21852
05/27/2020 19H,21738
05/27/2020 18H,22086
05/27/2020 17H,21045
05/27/2020 16H,20789
05/27/2020 15H,20271
05/27/2020 14H,19011
05/27/2020 13H,18607
05/27/2020 12H,16864
05/27/2020 11H,14613
05/27/2020 10H,14337
05/27/2020 09H,14250
05/27/2020 08H,14008
05/27/2020 07H,14395
05/27/2020 06H,15968
05/27/2020 05H,17881
05/27/2020 04H,14442
05/27/2020 03H,19493
05/27/2020 02H,20941
05/27/2020 01H,21507
05/27/2020 00H,21992
05/26/2020 23H,22552
05/26/2020 22H,22514
05/26/2020 21H,23414
05/26/2020 20H,21969
05/26/2020 19H,21378
05/26/2020 18H,20820
05/26/2020 17H,20538
05/26/2020 16H,19613
05/26/2020 15H,18721
05/26/2020 14H,16586
05/26/2020 13H,15808
05/26/2020 12H,14041
05/26/2020 11H,12147
05/26/2020 10H,11932
05/26/2020 09H,11396
05/26/2020 08H,11563
05/26/2020 07H,11897
05/26/2020 06H,12589
05/26/2020 05H,13390
05/26/2020 04H,11650
05/26/2020 03H,15296
05/26/2020 02H,17006
05/26/2020 01H,17626
05/26/2020 00H,17542
05/25/2020 23H,17488
05/25/2020 22H,18676
05/25/2020 21H,18370
05/25/2020 20H,18160
05/25/2020 19H,17341
05/25/2020 18H,17725
05/25/2020 17H,16697
05/25/2020 16H,16126
05/25/2020 15H,14155
05/25/2020 14H,12545
05/25/2020 13H,11312
05/25/2020 12H,10356
05/25/2020 11H,10208
05/25/2020 10H,10216
05/25/2020 09H,9893
05/25/2020 08H,9792
05/25/2020 07H,9682
05/25/2020 06H,9855
05/25/2020 05H,10546
05/25/2020 04H,11150
05/25/2020 03H,13175
05/25/2020 02H,13107
05/25/2020 01H,14366
05/25/2020 00H,14664
05/24/2020 23H,15242
05/24/2020 22H,16003
05/24/2020 21H,15700
05/24/2020 20H,14834
05/24/2020 19H,15098
05/24/2020 18H,14781
05/24/2020 17H,14592
05/24/2020 16H,13520
05/24/2020 15H,11965
05/24/2020 14H,10394
05/24/2020 13H,9652
05/24/2020 12H,9490
05/24/2020 11H,9476
05/24/2020 10H,9596
05/24/2020 09H,9617
05/24/2020 08H,9795
05/24/2020 07H,10031
05/24/2020 06H,10133
05/24/2020 05H,10464
05/24/2020 04H,10976
05/24/2020 03H,12191
05/24/2020 02H,12704
05/24/2020 01H,13220
05/24/2020 00H,13685
05/23/2020 23H,13742
05/23/2020 22H,14314
05/23/2020 21H,14319
05/23/2020 20H,13946
05/23/2020 19H,13208
05/23/2020 18H,12959
05/23/2020 17H,12196
05/23/2020 16H,12011
05/23/2020 15H,10732
05/23/2020 14H,10331
05/23/2020 13H,9827
05/23/2020 12H,9646
05/23/2020 11H,9506
05/23/2020 10H,9394
05/23/2020 09H,9380
05/23/2020 08H,9385
05/23/2020 07H,9533
05/23/2020 06H,9660
05/23/2020 05H,10305
05/23/2020 04H,12223
05/23/2020 03H,11782
05/23/2020 02H,13075
05/23/2020 01H,14774
05/23/2020 00H,14535
05/22/2020 23H,15219
05/22/2020 22H,15815
05/22/2020 21H,15622
05/22/2020 20H,15367
05/22/2020 19H,14482
05/22/2020 18H,14997
05/22/2020 17H,14535
05/22/2020 16H,14717
05/22/2020 15H,14156
05/22/2020 14H,13425
05/22/2020 13H,13235
05/22/2020 12H,12182
05/22/2020 11H,11269
05/22/2020 10H,10933
05/22/2020 09H,10400
05/22/2020 08H,10364
05/22/2020 07H,10300
05/22/2020 06H,10573
05/22/2020 05H,10908
05/22/2020 04H,10744
05/22/2020 03H,13321
05/22/2020 02H,14280
05/22/2020 01H,15345
05/22/2020 00H,14041
05/21/2020 23H,14498
05/21/2020 22H,15362
05/21/2020 21H,14967
05/21/2020 20H,14698
05/21/2020 19H,14585
05/21/2020 18H,14464
05/21/2020 17H,14077
05/21/2020 16H,13502
05/21/2020 15H,14146
05/21/2020 14H,14163
05/21/2020 13H,13079
05/21/2020 12H,12720
05/21/2020 11H,11649
05/21/2020 10H,10639
05/21/2020 09H,10371
05/21/2020 08H,10007
05/21/2020 07H,10139
05/21/2020 06H,10208
05/21/2020 05H,10326
05/21/2020 04H,10325
05/21/2020 03H,11570
05/21/2020 02H,12933
05/21/2020 01H,13784
05/21/2020 00H,12930
05/20/2020 23H,13360
05/20/2020 22H,13930
05/20/2020 21H,13154
05/20/2020 20H,13123
05/20/2020 19H,13180
05/20/2020 18H,13462
05/20/2020 17H,12958
05/20/2020 16H,13380
05/20/2020 15H,13054
05/20/2020 14H,12244
05/20/2020 13H,12321
05/20/2020 12H,12964
05/20/2020 11H,11543
05/20/2020 10H,10276
05/20/2020 09H,9912
05/20/2020 08H,9726
05/20/2020 07H,9936
05/20/2020 06H,10182
05/20/2020 05H,10022
05/20/2020 04H,10620
05/20/2020 03H,10922
05/20/2020 02H,11953
05/20/2020 01H,11865
05/20/2020 00H,11489
05/19/2020 23H,11666
05/19/2020 22H,12193
05/19/2020 21H,12229
05/19/2020 20H,12736
05/19/2020 19H,13314
05/19/2020 18H,13224
05/19/2020 17H,13133
05/19/2020 16H,13003
05/19/2020 15H,12408
05/19/2020 14H,11944
05/19/2020 13H,11391
05/19/2020 12H,11205
05/19/2020 11H,10760
05/19/2020 10H,10259
05/19/2020 09H,9813
05/19/2020 08H,9600
05/19/2020 07H,10111
05/19/2020 06H,10261
05/19/2020 05H,10344
05/19/2020 04H,10398
05/19/2020 03H,12334
05/19/2020 02H,13590
05/19/2020 01H,13620
05/19/2020 00H,13703
05/18/2020 23H,14028
05/18/2020 22H,14036
05/18/2020 21H,14085
05/18/2020 20H,13767
05/18/2020 19H,14286
05/18/2020 18H,14409
05/18/2020 17H,14604
05/18/2020 16H,14038
05/18/2020 15H,13433
05/18/2020 14H,13020
05/18/2020 13H,12415
05/18/2020 12H,11872
05/18/2020 11H,10510
05/18/2020 10H,9706
05/18/2020 09H,9580
05/18/2020 08H,9447
05/18/2020 07H,9625
05/18/2020 06H,9855
05/18/2020 05H,9973
05/18/2020 04H,10874
05/18/2020 03H,11004
05/18/2020 02H,11672
05/18/2020 01H,12042
05/18/2020 00H,11433
05/17/2020 23H,11283
05/17/2020 22H,10973
05/17/2020 21H,10745
05/17/2020 20H,10698
05/17/2020 19H,11102
05/17/2020 18H,10826
05/17/2020 17H,10267
05/17/2020 16H,10591
05/17/2020 15H,10641
05/17/2020 14H,9590
05/17/2020 13H,9367
05/17/2020 12H,9353
05/17/2020 11H,9341
05/17/2020 10H,9440
05/17/2020 09H,9453
05/17/2020 08H,9494
05/17/2020 07H,9665
05/17/2020 06H,9928
05/17/2020 05H,10403
05/17/2020 04H,12079
05/17/2020 03H,11336
05/17/2020 02H,11784
05/17/2020 01H,13232
05/17/2020 00H,13285
05/16/2020 23H,13298
05/16/2020 22H,12800
05/16/2020 21H,12957
05/16/2020 20H,13422
05/16/2020 19H,13909
05/16/2020 18H,13495
05/16/2020 17H,13170
05/16/2020 16H,13020
05/16/2020 15H,12402
05/16/2020 14H,12335
05/16/2020 13H,11139
05/16/2020 12H,10269
05/16/2020 11H,9937
05/16/2020 10H,9785
05/16/2020 09H,9801
05/16/2020 08H,9897
05/16/2020 07H,10051
05/16/2020 06H,10382
05/16/2020 05H,10866
05/16/2020 04H,9758
05/16/2020 03H,12446
05/16/2020 02H,12126
05/16/2020 01H,13140
05/16/2020 00H,13350
05/15/2020 23H,13432
05/15/2020 22H,13637
05/15/2020 21H,13514
05/15/2020 20H,13529
05/15/2020 19H,13194
05/15/2020 18H,13782
05/15/2020 17H,12691
05/15/2020 16H,11900
05/15/2020 15H,11347
05/15/2020 14H,11337
05/15/2020 13H,10739
05/15/2020 12H,10690
05/15/2020 11H,9637
05/15/2020 10H,9482
05/15/2020 09H,9224
05/15/2020 08H,9233
05/15/2020 07H,9351
05/15/2020 06H,9364
05/15/2020 05H,9561
05/15/2020 04H,9987
05/15/2020 03H,10990
05/15/2020 02H,11994
05/15/2020 01H,13452
05/15/2020 00H,13134
05/14/2020 23H,13374
05/14/2020 22H,13116
05/14/2020 21H,13031
05/14/2020 20H,12608
05/14/2020 19H,11908
05/14/2020 18H,11898
05/14/2020 17H,11243
05/14/2020 16H,11025
05/14/2020 15H,11586
05/14/2020 14H,11567
05/14/2020 13H,11319
05/14/2020 12H,10683
05/14/2020 11H,9886
05/14/2020 10H,9310
05/14/2020 09H,9145
05/14/2020 08H,9076
05/14/2020 07H,9141
05/14/2020 06H,9333
05/14/2020 05H,9779
05/14/2020 04H,11558
05/14/2020 03H,10585
05/14/2020 02H,11193
05/14/2020 01H,12003
05/14/2020 00H,11385
05/13/2020 23H,11773
05/13/2020 22H,11332
05/13/2020 21H,10793
05/13/2020 20H,10850
05/13/2020 19H,11487
05/13/2020 18H,12269
05/13/2020 17H,12173
05/13/2020 16H,12364
05/13/2020 15H,13029
05/13/2020 14H,14105
05/13/2020 13H,14278
05/13/2020 12H,13832
05/13/2020 11H,13570
05/13/2020 10H,12752
05/13/2020 09H,12042
05/13/2020 08H,11152
05/13/2020 07H,10740
05/13/2020 06H,10604
05/13/2020 05H,10902
05/13/2020 04H,13107
05/13/2020 03H,12357
05/13/2020 02H,13302
05/13/2020 01H,14014
05/13/2020 00H,12760
05/12/2020 23H,12668
05/12/2020 22H,12207
05/12/2020 21H,12402
05/12/2020 20H,12700
05/12/2020 19H,13242
05/12/2020 18H,14026
05/12/2020 17H,14396
05/12/2020 16H,14496
05/12/2020 15H,15092
05/12/2020 14H,15289
05/12/2020 13H,15658
05/12/2020 12H,15706
05/12/2020 11H,14704
05/12/2020 10H,13500
05/12/2020 09H,12922
05/12/2020 08H,12674
05/12/2020 07H,12087
05/12/2020 06H,12143
05/12/2020 05H,12586
05/12/2020 04H,12032
05/12/2020 03H,13909
05/12/2020 02H,14784
05/12/2020 01H,15125
05/12/2020 00H,15133
05/11/2020 23H,15785
05/11/2020 22H,15521
05/11/2020 21H,15027
05/11/2020 20H,14606
05/11/2020 19H,14684
05/11/2020 18H,15243
05/11/2020 17H,15756
05/11/2020 16H,15272
05/11/2020 15H,15829
05/11/2020 14H,14990
05/11/2020 13H,14662
05/11/2020 12H,15040
05/11/2020 11H,14182
05/11/2020 10H,13468
05/11/2020 09H,12318
05/11/2020 08H,11376
05/11/2020 07H,10976
05/11/2020 06H,11044
05/11/2020 05H,11629
05/11/2020 04H,12721
05/11/2020 03H,12830
05/11/2020 02H,14854
05/11/2020 01H,14387
05/11/2020 00H,13427
05/10/2020 23H,12625
05/10/2020 22H,11121
05/10/2020 21H,10230
05/10/2020 20H,9927
05/10/2020 19H,9769
05/10/2020 18H,10092
05/10/2020 17H,10283
05/10/2020 16H,10813
05/10/2020 15H,12109
05/10/2020 14H,12749
05/10/2020 13H,13018
05/10/2020 12H,13121
05/10/2020 11H,13507
05/10/2020 10H,14660
05/10/2020 09H,14227
05/10/2020 08H,12998
05/10/2020 07H,12485
05/10/2020 06H,13148
05/10/2020 05H,13051
05/10/2020 04H,13702
05/10/2020 03H,14337
05/10/2020 02H,15395
05/10/2020 01H,15765
05/10/2020 00H,14832
05/9/2020 23H,13101
05/9/2020 22H,12687
05/9/2020 21H,12911
05/9/2020 20H,12649
05/9/2020 19H,13171
05/9/2020 18H,12870
05/9/2020 17H,12922
05/9/2020 16H,13610
05/9/2020 15H,14562
05/9/2020 14H,13863
05/9/2020 13H,14696
05/9/2020 12H,14947
05/9/2020 11H,15485
05/9/2020 10H,16573
05/9/2020 09H,15272
05/9/2020 08H,14457
05/9/2020 07H,13626
05/9/2020 06H,13723
05/9/2020 05H,13786
05/9/2020 04H,12484
05/9/2020 03H,14850
05/9/2020 02H,15010
05/9/2020 01H,15975
05/9/2020 00H,15021
05/8/2020 23H,14804
05/8/2020 22H,14973
05/8/2020 21H,15195
05/8/2020 20H,14189
05/8/2020 19H,14500
05/8/2020 18H,15199
05/8/2020 17H,15160
05/8/2020 16H,14950
05/8/2020 15H,14770
05/8/2020 14H,14315
05/8/2020 13H,13917
05/8/2020 12H,14222
05/8/2020 11H,13348
05/8/2020 10H,13001
05/8/2020 09H,13115
05/8/2020 08H,12796
05/8/2020 07H,12647
05/8/2020 06H,12678
05/8/2020 05H,12500
05/8/2020 04H,12990
05/8/2020 03H,12995
05/8/2020 02H,13480
05/8/2020 01H,14694
05/8/2020 00H,13620
05/7/2020 23H,12106
05/7/2020 22H,11945
05/7/2020 21H,12218
05/7/2020 20H,12348
05/7/2020 19H,12526
05/7/2020 18H,13040
05/7/2020 17H,13133
05/7/2020 16H,13832
05/7/2020 15H,14374
05/7/2020 14H,14338
05/7/2020 13H,14480
05/7/2020 12H,14617
05/7/2020 11H,14250
05/7/2020 10H,13869
05/7/2020 09H,13418
05/7/2020 08H,13212
05/7/2020 07H,12828
05/7/2020 06H,12506
05/7/2020 05H,12383
05/7/2020 04H,13208
05/7/2020 03H,13588
05/7/2020 02H,13865
05/7/2020 01H,14489
05/7/2020 00H,14252
05/6/2020 23H,14057
05/6/2020 22H,14119
05/6/2020 21H,14265
05/6/2020 20H,14029
05/6/2020 19H,14292
05/6/2020 18H,14708
05/6/2020 17H,15234
05/6/2020 16H,15102
05/6/2020 15H,14998
05/6/2020 14H,15260
05/6/2020 13H,14955
05/6/2020 12H,14820
05/6/2020 11H,13783
05/6/2020 10H,13603
05/6/2020 09H,13104
05/6/2020 08H,12486
05/6/2020 07H,12865
05/6/2020 06H,12927
05/6/2020 05H,12684
05/6/2020 04H,11315
05/6/2020 03H,13837
05/6/2020 02H,13605
05/6/2020 01H,13600
05/6/2020 00H,13246
05/5/2020 23H,13442
05/5/2020 22H,13804
