Net generation from coal for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.COL.H
19:12:31 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.COL.H megawatthours
07/28/2021 19H,39512
07/28/2021 18H,39629
07/28/2021 17H,39378
07/28/2021 16H,38341
07/28/2021 15H,37718
07/28/2021 14H,36681
07/28/2021 13H,35739
07/28/2021 12H,34307
07/28/2021 11H,32308
07/28/2021 10H,31372
07/28/2021 09H,30013
07/28/2021 08H,29890
07/28/2021 07H,30265
07/28/2021 06H,31806
07/28/2021 05H,34472
07/28/2021 04H,34006
07/28/2021 03H,38372
07/28/2021 02H,40326
07/28/2021 01H,41134
07/28/2021 00H,41126
07/27/2021 23H,41798
07/27/2021 22H,41762
07/27/2021 21H,41499
07/27/2021 20H,41555
07/27/2021 19H,41317
07/27/2021 18H,40634
07/27/2021 17H,40345
07/27/2021 16H,39276
07/27/2021 15H,38612
07/27/2021 14H,36330
07/27/2021 13H,34412
07/27/2021 12H,32500
07/27/2021 11H,31789
07/27/2021 10H,30862
07/27/2021 09H,29453
07/27/2021 08H,28791
07/27/2021 07H,29369
07/27/2021 06H,30402
07/27/2021 05H,32034
07/27/2021 04H,32955
07/27/2021 03H,36573
07/27/2021 02H,37263
07/27/2021 01H,38415
07/27/2021 00H,38984
07/26/2021 23H,39632
07/26/2021 22H,39715
07/26/2021 21H,40259
07/26/2021 20H,40368
07/26/2021 19H,40264
07/26/2021 18H,39798
07/26/2021 17H,38928
07/26/2021 16H,37786
07/26/2021 15H,37386
07/26/2021 14H,36319
07/26/2021 13H,34896
07/26/2021 12H,32957
07/26/2021 11H,31422
07/26/2021 10H,30809
07/26/2021 09H,29434
07/26/2021 08H,28985
07/26/2021 07H,29496
07/26/2021 06H,30424
07/26/2021 05H,32200
07/26/2021 04H,26567
07/26/2021 03H,33664
07/26/2021 02H,34521
07/26/2021 01H,35174
07/26/2021 00H,34836
07/25/2021 23H,35228
07/25/2021 22H,35456
07/25/2021 21H,35423
07/25/2021 20H,34856
07/25/2021 19H,34176
07/25/2021 18H,34004
07/25/2021 17H,33101
07/25/2021 16H,31772
07/25/2021 15H,29175
07/25/2021 14H,27180
07/25/2021 13H,25935
07/25/2021 12H,25657
07/25/2021 11H,24723
07/25/2021 10H,24445
07/25/2021 09H,24164
07/25/2021 08H,24498
07/25/2021 07H,25123
07/25/2021 06H,25180
07/25/2021 05H,25714
07/25/2021 04H,25942
07/25/2021 03H,28242
07/25/2021 02H,29196
07/25/2021 01H,30039
07/25/2021 00H,30113
07/24/2021 23H,30336
07/24/2021 22H,30564
07/24/2021 21H,30552
07/24/2021 20H,30448
07/24/2021 19H,30386
07/24/2021 18H,30440
07/24/2021 17H,30131
07/24/2021 16H,29500
07/24/2021 15H,27527
07/24/2021 14H,25499
07/24/2021 13H,24167
07/24/2021 12H,23434
07/24/2021 11H,23384
07/24/2021 10H,23000
07/24/2021 09H,23198
07/24/2021 08H,23054
07/24/2021 07H,23315
07/24/2021 06H,23884
07/24/2021 05H,24988
07/24/2021 04H,26519
07/24/2021 03H,28310
07/24/2021 02H,28854
07/24/2021 01H,29872
07/24/2021 00H,30213
07/23/2021 23H,30677
07/23/2021 22H,30913
07/23/2021 21H,30964
07/23/2021 20H,30724
07/23/2021 19H,30693
07/23/2021 18H,30694
07/23/2021 17H,30463
07/23/2021 16H,29512
07/23/2021 15H,28548
07/23/2021 14H,28022
07/23/2021 13H,27052
07/23/2021 12H,26448
07/23/2021 11H,25839
07/23/2021 10H,25424
07/23/2021 09H,24056
07/23/2021 08H,23472
07/23/2021 07H,23432
07/23/2021 06H,24446
07/23/2021 05H,25440
07/23/2021 04H,27288
07/23/2021 03H,28005
07/23/2021 02H,29492
07/23/2021 01H,30206
07/23/2021 00H,30616
07/22/2021 23H,30805
07/22/2021 22H,30812
07/22/2021 21H,30875
07/22/2021 20H,30933
07/22/2021 19H,30704
07/22/2021 18H,30298
07/22/2021 17H,30174
07/22/2021 16H,29337
07/22/2021 15H,28300
07/22/2021 14H,28028
07/22/2021 13H,27625
07/22/2021 12H,27323
07/22/2021 11H,26507
07/22/2021 10H,25164
07/22/2021 09H,24028
07/22/2021 08H,23812
07/22/2021 07H,23850
07/22/2021 06H,24387
07/22/2021 05H,25504
07/22/2021 04H,30391
07/22/2021 03H,29524
07/22/2021 02H,31307
07/22/2021 01H,33159
07/22/2021 00H,33892
07/21/2021 23H,34410
07/21/2021 22H,34283
07/21/2021 21H,34065
07/21/2021 20H,33885
07/21/2021 19H,33746
07/21/2021 18H,33702
07/21/2021 17H,33614
07/21/2021 16H,32646
07/21/2021 15H,32636
07/21/2021 14H,31997
07/21/2021 13H,30872
07/21/2021 12H,30553
07/21/2021 11H,29880
07/21/2021 10H,28314
07/21/2021 09H,26360
07/21/2021 08H,25475
07/21/2021 07H,26510
07/21/2021 06H,27854
07/21/2021 05H,28404
07/21/2021 04H,28238
07/21/2021 03H,32913
07/21/2021 02H,34064
07/21/2021 01H,34708
07/21/2021 00H,35035
07/20/2021 23H,35200
07/20/2021 22H,35466
07/20/2021 21H,35778
07/20/2021 20H,35240
07/20/2021 19H,35142
07/20/2021 18H,34508
07/20/2021 17H,34412
07/20/2021 16H,33954
07/20/2021 15H,32944
07/20/2021 14H,31147
07/20/2021 13H,29911
07/20/2021 12H,28280
07/20/2021 11H,27495
07/20/2021 10H,26657
07/20/2021 09H,25605
07/20/2021 08H,24712
07/20/2021 07H,25061
07/20/2021 06H,25997
07/20/2021 05H,27256
07/20/2021 04H,24928
07/20/2021 03H,30537
07/20/2021 02H,31743
07/20/2021 01H,32058
07/20/2021 00H,32548
07/19/2021 23H,32826
07/19/2021 22H,32626
07/19/2021 21H,32247
07/19/2021 20H,32095
07/19/2021 19H,31634
07/19/2021 18H,31359
07/19/2021 17H,30868
07/19/2021 16H,30482
07/19/2021 15H,29772
07/19/2021 14H,28777
07/19/2021 13H,27170
07/19/2021 12H,25878
07/19/2021 11H,25336
07/19/2021 10H,25412
07/19/2021 09H,24330
07/19/2021 08H,23858
07/19/2021 07H,23645
07/19/2021 06H,24311
07/19/2021 05H,24590
07/19/2021 04H,26156
07/19/2021 03H,27417
07/19/2021 02H,28868
07/19/2021 01H,29857
07/19/2021 00H,29900
07/18/2021 23H,29933
07/18/2021 22H,30148
07/18/2021 21H,30303
07/18/2021 20H,29963
07/18/2021 19H,29147
07/18/2021 18H,29554
07/18/2021 17H,29057
07/18/2021 16H,27641
07/18/2021 15H,25956
07/18/2021 14H,24912
07/18/2021 13H,24213
07/18/2021 12H,23553
07/18/2021 11H,23224
07/18/2021 10H,22875
07/18/2021 09H,22798
07/18/2021 08H,22703
07/18/2021 07H,23634
07/18/2021 06H,24060
07/18/2021 05H,24646
07/18/2021 04H,30625
07/18/2021 03H,28342
07/18/2021 02H,29965
07/18/2021 01H,31743
07/18/2021 00H,32532
07/17/2021 23H,32510
07/17/2021 22H,32259
07/17/2021 21H,32287
07/17/2021 20H,32057
07/17/2021 19H,31517
07/17/2021 18H,31907
07/17/2021 17H,32053
07/17/2021 16H,31869
07/17/2021 15H,30968
07/17/2021 14H,30383
07/17/2021 13H,28573
07/17/2021 12H,27450
07/17/2021 11H,26557
07/17/2021 10H,26534
07/17/2021 09H,26226
07/17/2021 08H,26646
07/17/2021 07H,27283
07/17/2021 06H,27842
07/17/2021 05H,28964
07/17/2021 04H,32099
07/17/2021 03H,32670
07/17/2021 02H,35099
07/17/2021 01H,35529
07/17/2021 00H,35410
07/16/2021 23H,35685
07/16/2021 22H,36040
07/16/2021 21H,35870
07/16/2021 20H,35897
07/16/2021 19H,35573
07/16/2021 18H,35777
07/16/2021 17H,34817
07/16/2021 16H,33602
07/16/2021 15H,33215
07/16/2021 14H,32749
07/16/2021 13H,32348
07/16/2021 12H,30706
07/16/2021 11H,29485
07/16/2021 10H,28884
07/16/2021 09H,28305
07/16/2021 08H,27754
07/16/2021 07H,28450
07/16/2021 06H,29140
07/16/2021 05H,30514
07/16/2021 04H,30025
07/16/2021 03H,34324
07/16/2021 02H,36131
07/16/2021 01H,37097
07/16/2021 00H,37040
07/15/2021 23H,36906
07/15/2021 22H,36777
07/15/2021 21H,36539
07/15/2021 20H,37172
07/15/2021 19H,36372
07/15/2021 18H,35652
07/15/2021 17H,35180
07/15/2021 16H,34946
07/15/2021 15H,34650
07/15/2021 14H,32589
07/15/2021 13H,31433
07/15/2021 12H,30116
07/15/2021 11H,29052
07/15/2021 10H,28126
07/15/2021 09H,26498
07/15/2021 08H,25479
07/15/2021 07H,25858
07/15/2021 06H,27264
07/15/2021 05H,28355
07/15/2021 04H,29396
07/15/2021 03H,32995
07/15/2021 02H,35180
07/15/2021 01H,35789
07/15/2021 00H,35458
07/14/2021 23H,35866
07/14/2021 22H,36392
07/14/2021 21H,36211
07/14/2021 20H,36137
07/14/2021 19H,35801
07/14/2021 18H,35581
07/14/2021 17H,35540
07/14/2021 16H,35126
07/14/2021 15H,34745
07/14/2021 14H,33443
07/14/2021 13H,32289
07/14/2021 12H,30357
07/14/2021 11H,29118
07/14/2021 10H,27879
07/14/2021 09H,26279
07/14/2021 08H,25369
07/14/2021 07H,25758
07/14/2021 06H,26574
07/14/2021 05H,27514
07/14/2021 04H,28805
07/14/2021 03H,31781
07/14/2021 02H,32919
07/14/2021 01H,34118
07/14/2021 00H,34394
07/13/2021 23H,34112
07/13/2021 22H,34170
07/13/2021 21H,34204
07/13/2021 20H,34948
07/13/2021 19H,34598
07/13/2021 18H,34389
07/13/2021 17H,34179
07/13/2021 16H,33538
07/13/2021 15H,32586
07/13/2021 14H,31474
07/13/2021 13H,30417
07/13/2021 12H,28955
07/13/2021 11H,26513
07/13/2021 10H,26400
07/13/2021 09H,25123
07/13/2021 08H,24367
07/13/2021 07H,24633
07/13/2021 06H,25920
07/13/2021 05H,27373
07/13/2021 04H,26666
07/13/2021 03H,30541
07/13/2021 02H,32474
07/13/2021 01H,32645
07/13/2021 00H,32967
07/12/2021 23H,33569
07/12/2021 22H,33590
07/12/2021 21H,33542
07/12/2021 20H,34057
07/12/2021 19H,34101
07/12/2021 18H,33814
07/12/2021 17H,33740
07/12/2021 16H,33138
07/12/2021 15H,31918
07/12/2021 14H,30725
07/12/2021 13H,28930
07/12/2021 12H,26955
07/12/2021 11H,25620
07/12/2021 10H,24982
07/12/2021 09H,23547
07/12/2021 08H,22910
07/12/2021 07H,22907
07/12/2021 06H,23216
07/12/2021 05H,25378
07/12/2021 04H,22896
07/12/2021 03H,27734
07/12/2021 02H,28596
07/12/2021 01H,29234
07/12/2021 00H,28491
07/11/2021 23H,28673
07/11/2021 22H,28203
07/11/2021 21H,27951
07/11/2021 20H,27568
07/11/2021 19H,27428
07/11/2021 18H,27202
07/11/2021 17H,26682
07/11/2021 16H,25627
07/11/2021 15H,24375
07/11/2021 14H,23390
07/11/2021 13H,22254
07/11/2021 12H,20932
07/11/2021 11H,19825
07/11/2021 10H,19801
07/11/2021 09H,19968
07/11/2021 08H,19816
07/11/2021 07H,20240
07/11/2021 06H,21465
07/11/2021 05H,22228
07/11/2021 04H,25211
07/11/2021 03H,23099
07/11/2021 02H,24471
07/11/2021 01H,25339
07/11/2021 00H,25451
07/10/2021 23H,25781
07/10/2021 22H,26077
07/10/2021 21H,25814
07/10/2021 20H,25418
07/10/2021 19H,25428
07/10/2021 18H,25104
07/10/2021 17H,25118
07/10/2021 16H,24538
07/10/2021 15H,23522
07/10/2021 14H,23271
07/10/2021 13H,22400
07/10/2021 12H,21580
07/10/2021 11H,20631
07/10/2021 10H,20122
07/10/2021 09H,20764
07/10/2021 08H,21072
07/10/2021 07H,21694
07/10/2021 06H,22884
07/10/2021 05H,24276
07/10/2021 04H,27653
07/10/2021 03H,27137
07/10/2021 02H,28840
07/10/2021 01H,29184
07/10/2021 00H,29319
07/9/2021 23H,29694
07/9/2021 22H,29966
07/9/2021 21H,29965
07/9/2021 20H,29922
07/9/2021 19H,30172
07/9/2021 18H,29642
07/9/2021 17H,29116
07/9/2021 16H,28383
07/9/2021 15H,28851
07/9/2021 14H,28556
07/9/2021 13H,27454
07/9/2021 12H,26358
07/9/2021 11H,24899
07/9/2021 10H,25139
07/9/2021 09H,23960
07/9/2021 08H,23392
07/9/2021 07H,23437
07/9/2021 06H,24369
07/9/2021 05H,26396
07/9/2021 04H,32873
07/9/2021 03H,29357
07/9/2021 02H,30821
07/9/2021 01H,31444
07/9/2021 00H,32726
07/8/2021 23H,33681
07/8/2021 22H,34196
07/8/2021 21H,34529
07/8/2021 20H,34457
07/8/2021 19H,34384
07/8/2021 18H,35029
07/8/2021 17H,34783
07/8/2021 16H,34639
07/8/2021 15H,34122
07/8/2021 14H,33444
07/8/2021 13H,32041
07/8/2021 12H,30616
07/8/2021 11H,29620
07/8/2021 10H,27570
07/8/2021 09H,26715
07/8/2021 08H,26615
07/8/2021 07H,27085
07/8/2021 06H,28020
07/8/2021 05H,30426
07/8/2021 04H,34444
07/8/2021 03H,35082
07/8/2021 02H,36962
07/8/2021 01H,38012
07/8/2021 00H,38050
07/7/2021 23H,38354
07/7/2021 22H,38713
07/7/2021 21H,38614
07/7/2021 20H,38643
07/7/2021 19H,38763
07/7/2021 18H,38786
07/7/2021 17H,38321
07/7/2021 16H,37949
07/7/2021 15H,37185
07/7/2021 14H,36688
07/7/2021 13H,35554
07/7/2021 12H,32795
07/7/2021 11H,30001
07/7/2021 10H,28779
07/7/2021 09H,26961
07/7/2021 08H,26878
07/7/2021 07H,27584
07/7/2021 06H,29684
07/7/2021 05H,32786
07/7/2021 04H,29264
07/7/2021 03H,35562
07/7/2021 02H,37582
07/7/2021 01H,38406
07/7/2021 00H,38567
07/6/2021 23H,38695
07/6/2021 22H,38598
07/6/2021 21H,38836
07/6/2021 20H,38775
07/6/2021 19H,38351
07/6/2021 18H,38115
07/6/2021 17H,37584
07/6/2021 16H,37049
07/6/2021 15H,36231
07/6/2021 14H,34399
07/6/2021 13H,32194
07/6/2021 12H,29491
07/6/2021 11H,27331
07/6/2021 10H,26030
07/6/2021 09H,25173
07/6/2021 08H,23848
07/6/2021 07H,24424
07/6/2021 06H,25714
07/6/2021 05H,27719
07/6/2021 04H,23858
07/6/2021 03H,29469
07/6/2021 02H,30446
07/6/2021 01H,30988
07/6/2021 00H,30984
07/5/2021 23H,31139
07/5/2021 22H,31362
07/5/2021 21H,31038
07/5/2021 20H,30645
07/5/2021 19H,30102
07/5/2021 18H,29510
07/5/2021 17H,29301
07/5/2021 16H,28949
07/5/2021 15H,27020
07/5/2021 14H,23999
07/5/2021 13H,21910
07/5/2021 12H,20585
07/5/2021 11H,20367
07/5/2021 10H,20028
07/5/2021 09H,19893
07/5/2021 08H,19880
07/5/2021 07H,20482
07/5/2021 06H,21592
07/5/2021 05H,22572
07/5/2021 04H,19194
07/5/2021 03H,24049
07/5/2021 02H,24252
07/5/2021 01H,24927
07/5/2021 00H,25911
07/4/2021 23H,26600
07/4/2021 22H,26714
07/4/2021 21H,26514
07/4/2021 20H,26206
07/4/2021 19H,25582
07/4/2021 18H,25028
07/4/2021 17H,25158
07/4/2021 16H,23465
07/4/2021 15H,21688
07/4/2021 14H,20067
07/4/2021 13H,17874
07/4/2021 12H,17201
07/4/2021 11H,16606
07/4/2021 10H,16655
07/4/2021 09H,16536
07/4/2021 08H,17024
07/4/2021 07H,17797
07/4/2021 06H,18049
07/4/2021 05H,18342
07/4/2021 04H,20536
07/4/2021 03H,20916
07/4/2021 02H,21799
07/4/2021 01H,22276
07/4/2021 00H,22691
07/3/2021 23H,22874
07/3/2021 22H,22946
07/3/2021 21H,22624
07/3/2021 20H,22633
07/3/2021 19H,22317
07/3/2021 18H,21939
07/3/2021 17H,21568
07/3/2021 16H,20637
07/3/2021 15H,20044
07/3/2021 14H,19636
07/3/2021 13H,19647
07/3/2021 12H,18908
07/3/2021 11H,18407
07/3/2021 10H,18025
07/3/2021 09H,17796
07/3/2021 08H,17919
07/3/2021 07H,18329
07/3/2021 06H,19186
07/3/2021 05H,19576
07/3/2021 04H,26136
07/3/2021 03H,22081
07/3/2021 02H,24144
07/3/2021 01H,24974
07/3/2021 00H,25289
07/2/2021 23H,25845
07/2/2021 22H,25645
07/2/2021 21H,25392
07/2/2021 20H,24888
07/2/2021 19H,24765
07/2/2021 18H,24992
07/2/2021 17H,25315
07/2/2021 16H,25020
07/2/2021 15H,25626
07/2/2021 14H,26021
07/2/2021 13H,25751
07/2/2021 12H,24615
07/2/2021 11H,23174
07/2/2021 10H,22921
07/2/2021 09H,22463
07/2/2021 08H,22295
07/2/2021 07H,22954
07/2/2021 06H,24002
07/2/2021 05H,24832
07/2/2021 04H,36157
07/2/2021 03H,29337
07/2/2021 02H,31348
07/2/2021 01H,31800
07/2/2021 00H,32734
07/1/2021 23H,33568
07/1/2021 22H,33544
07/1/2021 21H,33951
07/1/2021 20H,33756
07/1/2021 19H,33465
07/1/2021 18H,34435
07/1/2021 17H,34943
07/1/2021 16H,35010
07/1/2021 15H,35264
07/1/2021 14H,34721
07/1/2021 13H,33984
07/1/2021 12H,33158
07/1/2021 11H,32136
07/1/2021 10H,30534
07/1/2021 09H,30129
07/1/2021 08H,29785
07/1/2021 07H,30106
07/1/2021 06H,31728
07/1/2021 05H,34304
07/1/2021 04H,39116
07/1/2021 03H,37954
07/1/2021 02H,39991
07/1/2021 01H,41308
07/1/2021 00H,41541
06/30/2021 23H,41688
06/30/2021 22H,41584
06/30/2021 21H,41438
06/30/2021 20H,41248
06/30/2021 19H,41478
06/30/2021 18H,41444
06/30/2021 17H,41382
06/30/2021 16H,40979
06/30/2021 15H,40608
06/30/2021 14H,40485
06/30/2021 13H,39947
06/30/2021 12H,38058
06/30/2021 11H,36001
06/30/2021 10H,33510
06/30/2021 09H,32160
06/30/2021 08H,31760
06/30/2021 07H,32958
06/30/2021 06H,35410
06/30/2021 05H,37934
06/30/2021 04H,36856
06/30/2021 03H,40372
06/30/2021 02H,41271
06/30/2021 01H,41475
06/30/2021 00H,41548
06/29/2021 23H,41685
06/29/2021 22H,41742
06/29/2021 21H,41636
06/29/2021 20H,41661
06/29/2021 19H,41564
06/29/2021 18H,41411
06/29/2021 17H,40962
06/29/2021 16H,40944
06/29/2021 15H,40508
06/29/2021 14H,40334
06/29/2021 13H,39053
06/29/2021 12H,37881
06/29/2021 11H,35316
06/29/2021 10H,32906
06/29/2021 09H,30628
06/29/2021 08H,29898
06/29/2021 07H,30416
06/29/2021 06H,32821
06/29/2021 05H,35241
06/29/2021 04H,33667
06/29/2021 03H,37814
06/29/2021 02H,38639
06/29/2021 01H,38790
06/29/2021 00H,38582
06/28/2021 23H,38692
06/28/2021 22H,38802
06/28/2021 21H,38744
06/28/2021 20H,38694
06/28/2021 19H,38528
06/28/2021 18H,38165
06/28/2021 17H,38148
06/28/2021 16H,37550
06/28/2021 15H,37104
06/28/2021 14H,36132
06/28/2021 13H,34284
06/28/2021 12H,33096
06/28/2021 11H,30937
06/28/2021 10H,29672
06/28/2021 09H,27705
06/28/2021 08H,26799
06/28/2021 07H,26877
06/28/2021 06H,28618
06/28/2021 05H,30566
06/28/2021 04H,27464
06/28/2021 03H,33962
06/28/2021 02H,34039
06/28/2021 01H,34216
06/28/2021 00H,34338
06/27/2021 23H,34617
06/27/2021 22H,34666
06/27/2021 21H,34564
06/27/2021 20H,34488
06/27/2021 19H,33849
06/27/2021 18H,33221
06/27/2021 17H,32864
06/27/2021 16H,31521
06/27/2021 15H,29655
06/27/2021 14H,27188
06/27/2021 13H,25118
06/27/2021 12H,23260
06/27/2021 11H,22020
06/27/2021 10H,21521
06/27/2021 09H,21520
06/27/2021 08H,21252
06/27/2021 07H,21418
06/27/2021 06H,22858
06/27/2021 05H,24727
06/27/2021 04H,23546
06/27/2021 03H,28756
06/27/2021 02H,28894
06/27/2021 01H,28945
06/27/2021 00H,28568
06/26/2021 23H,28828
06/26/2021 22H,28676
06/26/2021 21H,28529
06/26/2021 20H,28393
06/26/2021 19H,27830
06/26/2021 18H,28088
06/26/2021 17H,27762
06/26/2021 16H,27119
06/26/2021 15H,26647
06/26/2021 14H,25342
06/26/2021 13H,22904
06/26/2021 12H,21319
06/26/2021 11H,20779
06/26/2021 10H,20574
06/26/2021 09H,20478
06/26/2021 08H,20680
06/26/2021 07H,20974
06/26/2021 06H,21309
06/26/2021 05H,22412
06/26/2021 04H,21896
06/26/2021 03H,24849
06/26/2021 02H,26021
06/26/2021 01H,26961
06/26/2021 00H,27216
06/25/2021 23H,27066
06/25/2021 22H,26872
06/25/2021 21H,26704
06/25/2021 20H,26297
06/25/2021 19H,25918
06/25/2021 18H,25926
06/25/2021 17H,24984
06/25/2021 16H,24595
06/25/2021 15H,23680
06/25/2021 14H,22476
06/25/2021 13H,21035
06/25/2021 12H,19992
06/25/2021 11H,19063
06/25/2021 10H,18066
06/25/2021 09H,17648
06/25/2021 08H,17710
06/25/2021 07H,18218
06/25/2021 06H,18572
06/25/2021 05H,19686
06/25/2021 04H,19177
06/25/2021 03H,24341
06/25/2021 02H,25576
06/25/2021 01H,25884
06/25/2021 00H,25452
06/24/2021 23H,25775
06/24/2021 22H,25980
06/24/2021 21H,25726
06/24/2021 20H,25398
06/24/2021 19H,24814
06/24/2021 18H,24801
06/24/2021 17H,24977
06/24/2021 16H,24153
06/24/2021 15H,23628
06/24/2021 14H,22494
06/24/2021 13H,21402
06/24/2021 12H,20815
06/24/2021 11H,19721
06/24/2021 10H,18392
06/24/2021 09H,16998
06/24/2021 08H,16651
06/24/2021 07H,16812
06/24/2021 06H,17477
06/24/2021 05H,18279
06/24/2021 04H,21167
06/24/2021 03H,21222
06/24/2021 02H,23295
06/24/2021 01H,25308
06/24/2021 00H,25862
06/23/2021 23H,25949
06/23/2021 22H,25566
06/23/2021 21H,25272
06/23/2021 20H,24401
06/23/2021 19H,23484
06/23/2021 18H,23225
06/23/2021 17H,23364
06/23/2021 16H,22548
06/23/2021 15H,22000
06/23/2021 14H,21462
06/23/2021 13H,21340
06/23/2021 12H,20967
06/23/2021 11H,20435
06/23/2021 10H,19140
06/23/2021 09H,18086
06/23/2021 08H,17637
06/23/2021 07H,17943
06/23/2021 06H,18974
06/23/2021 05H,19881
06/23/2021 04H,24481
06/23/2021 03H,22398
06/23/2021 02H,22714
06/23/2021 01H,23781
06/23/2021 00H,24288
06/22/2021 23H,24854
06/22/2021 22H,25203
06/22/2021 21H,25141
06/22/2021 20H,24975
06/22/2021 19H,25271
06/22/2021 18H,25911
06/22/2021 17H,26490
06/22/2021 16H,26627
06/22/2021 15H,26580
06/22/2021 14H,26364
06/22/2021 13H,27390
06/22/2021 12H,26489
06/22/2021 11H,24149
06/22/2021 10H,22156
06/22/2021 09H,20575
06/22/2021 08H,20210
06/22/2021 07H,20108
06/22/2021 06H,20544
06/22/2021 05H,21572
06/22/2021 04H,27757
06/22/2021 03H,26979
06/22/2021 02H,28626
06/22/2021 01H,29676
06/22/2021 00H,29237
06/21/2021 23H,30115
06/21/2021 22H,31038
06/21/2021 21H,31791
06/21/2021 20H,32976
06/21/2021 19H,33004
06/21/2021 18H,33086
06/21/2021 17H,32198
06/21/2021 16H,31318
06/21/2021 15H,30664
06/21/2021 14H,28979
06/21/2021 13H,27413
06/21/2021 12H,25441
06/21/2021 11H,23522
06/21/2021 10H,22990
06/21/2021 09H,22207
06/21/2021 08H,21747
06/21/2021 07H,22245
06/21/2021 06H,23765
06/21/2021 05H,24584
06/21/2021 04H,25471
06/21/2021 03H,29250
06/21/2021 02H,30737
06/21/2021 01H,31176
06/21/2021 00H,31213
06/20/2021 23H,31215
06/20/2021 22H,31284
06/20/2021 21H,31108
06/20/2021 20H,31014
06/20/2021 19H,30712
06/20/2021 18H,30226
06/20/2021 17H,29844
06/20/2021 16H,27884
06/20/2021 15H,25611
06/20/2021 14H,22844
06/20/2021 13H,21473
06/20/2021 12H,19717
06/20/2021 11H,19127
06/20/2021 10H,18856
06/20/2021 09H,19372
06/20/2021 08H,20384
06/20/2021 07H,21111
06/20/2021 06H,22104
06/20/2021 05H,22998
06/20/2021 04H,26128
06/20/2021 03H,27011
06/20/2021 02H,28762
06/20/2021 01H,29117
06/20/2021 00H,29816
06/19/2021 23H,29266
06/19/2021 22H,28392
06/19/2021 21H,28525
06/19/2021 20H,28435
06/19/2021 19H,28117
06/19/2021 18H,27312
06/19/2021 17H,27008
06/19/2021 16H,26221
06/19/2021 15H,23717
06/19/2021 14H,21790
06/19/2021 13H,20353
06/19/2021 12H,19845
06/19/2021 11H,19482
06/19/2021 10H,19587
06/19/2021 09H,19755
06/19/2021 08H,20286
06/19/2021 07H,21039
06/19/2021 06H,23016
06/19/2021 05H,23911
06/19/2021 04H,23180
06/19/2021 03H,28401
06/19/2021 02H,30779
06/19/2021 01H,31162
06/19/2021 00H,31885
06/18/2021 23H,31906
06/18/2021 22H,31650
06/18/2021 21H,31049
06/18/2021 20H,30769
06/18/2021 19H,30244
06/18/2021 18H,28664
06/18/2021 17H,26922
06/18/2021 16H,25331
06/18/2021 15H,24253
06/18/2021 14H,23254
06/18/2021 13H,22610
06/18/2021 12H,22070
06/18/2021 11H,21341
06/18/2021 10H,19641
06/18/2021 09H,18875
06/18/2021 08H,18358
06/18/2021 07H,19256
06/18/2021 06H,20090
06/18/2021 05H,21080
06/18/2021 04H,21464
06/18/2021 03H,26120
06/18/2021 02H,29021
06/18/2021 01H,29893
06/18/2021 00H,30519
06/17/2021 23H,30848
06/17/2021 22H,30748
06/17/2021 21H,30365
06/17/2021 20H,29737
06/17/2021 19H,28401
06/17/2021 18H,27129
06/17/2021 17H,26201
06/17/2021 16H,25783
06/17/2021 15H,24246
06/17/2021 14H,23723
06/17/2021 13H,22758
06/17/2021 12H,21277
06/17/2021 11H,20683
06/17/2021 10H,20198
06/17/2021 09H,19491
06/17/2021 08H,19062
06/17/2021 07H,19673
06/17/2021 06H,19976
06/17/2021 05H,20425
06/17/2021 04H,20684
06/17/2021 03H,23545
06/17/2021 02H,25516
06/17/2021 01H,28096
06/17/2021 00H,29308
06/16/2021 23H,29978
06/16/2021 22H,29996
06/16/2021 21H,29568
06/16/2021 20H,29534
06/16/2021 19H,29112
06/16/2021 18H,27841
06/16/2021 17H,27022
06/16/2021 16H,25774
06/16/2021 15H,24360
06/16/2021 14H,23595
06/16/2021 13H,22634
06/16/2021 12H,21744
06/16/2021 11H,20875
06/16/2021 10H,19831
06/16/2021 09H,18846
06/16/2021 08H,18134
06/16/2021 07H,18352
06/16/2021 06H,18946
06/16/2021 05H,19678
06/16/2021 04H,24165
06/16/2021 03H,23150
06/16/2021 02H,26102
06/16/2021 01H,27560
06/16/2021 00H,29321
06/15/2021 23H,30443
06/15/2021 22H,30594
06/15/2021 21H,30503
06/15/2021 20H,30833
06/15/2021 19H,30081
06/15/2021 18H,29167
06/15/2021 17H,29688
06/15/2021 16H,28698
06/15/2021 15H,28306
06/15/2021 14H,26667
06/15/2021 13H,24767
06/15/2021 12H,24049
06/15/2021 11H,22550
06/15/2021 10H,21891
06/15/2021 09H,21107
06/15/2021 08H,20630
06/15/2021 07H,21184
06/15/2021 06H,21691
06/15/2021 05H,22930
06/15/2021 04H,22753
06/15/2021 03H,25511
06/15/2021 02H,27708
06/15/2021 01H,29210
06/15/2021 00H,30586
06/14/2021 23H,30921
06/14/2021 22H,31899
06/14/2021 21H,32070
06/14/2021 20H,31789
06/14/2021 19H,31520
06/14/2021 18H,31093
06/14/2021 17H,30017
06/14/2021 16H,28473
06/14/2021 15H,26360
06/14/2021 14H,24748
06/14/2021 13H,22703
06/14/2021 12H,21377
06/14/2021 11H,18989
