Net generation from other for California (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390106&sdid=EBA.CAL-ALL.NG.OTH.H
19:04:42 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAL-ALL.NG.OTH.H megawatthours
10/4/2021 07H,895
10/4/2021 06H,899
10/4/2021 05H,1171
10/4/2021 04H,1537
10/4/2021 03H,1699
10/4/2021 02H,1755
10/4/2021 01H,1756
10/4/2021 00H,1141
10/3/2021 23H,743
10/3/2021 22H,709
10/3/2021 21H,658
10/3/2021 20H,650
10/3/2021 19H,644
10/3/2021 18H,634
10/3/2021 17H,640
10/3/2021 16H,644
10/3/2021 15H,658
10/3/2021 14H,747
10/3/2021 13H,772
10/3/2021 12H,712
10/3/2021 11H,696
10/3/2021 10H,697
10/3/2021 09H,703
10/3/2021 08H,735
10/3/2021 07H,716
10/3/2021 06H,810
10/3/2021 05H,908
10/3/2021 04H,1341
10/3/2021 03H,1623
10/3/2021 02H,1639
10/3/2021 01H,1755
10/3/2021 00H,1087
10/2/2021 23H,799
10/2/2021 22H,670
10/2/2021 21H,656
10/2/2021 20H,681
10/2/2021 19H,695
10/2/2021 18H,678
10/2/2021 17H,673
10/2/2021 16H,667
10/2/2021 15H,681
10/2/2021 14H,681
10/2/2021 13H,700
10/2/2021 12H,707
10/2/2021 11H,692
10/2/2021 10H,694
10/2/2021 09H,698
10/2/2021 08H,700
10/2/2021 07H,803
10/2/2021 06H,813
10/2/2021 05H,1255
10/2/2021 04H,1526
10/2/2021 03H,1668
10/2/2021 02H,1783
10/2/2021 01H,1765
10/2/2021 00H,812
10/1/2021 23H,742
10/1/2021 22H,761
10/1/2021 21H,718
10/1/2021 20H,645
10/1/2021 19H,621
10/1/2021 18H,613
10/1/2021 17H,651
10/1/2021 16H,710
10/1/2021 15H,854
10/1/2021 14H,862
10/1/2021 13H,707
10/1/2021 12H,709
10/1/2021 11H,738
10/1/2021 10H,711
10/1/2021 09H,707
10/1/2021 08H,712
10/1/2021 07H,863
10/1/2021 06H,883
10/1/2021 05H,1296
10/1/2021 04H,1695
10/1/2021 03H,1711
10/1/2021 02H,1676
10/1/2021 01H,1719
10/1/2021 00H,840
09/30/2021 23H,708
09/30/2021 22H,692
09/30/2021 21H,688
09/30/2021 20H,671
09/30/2021 19H,620
09/30/2021 18H,619
09/30/2021 17H,629
09/30/2021 16H,640
09/30/2021 15H,829
09/30/2021 14H,843
09/30/2021 13H,718
09/30/2021 12H,694
09/30/2021 11H,727
09/30/2021 10H,719
09/30/2021 09H,840
09/30/2021 08H,844
09/30/2021 07H,939
09/30/2021 06H,961
09/30/2021 05H,1405
09/30/2021 04H,1501
09/30/2021 03H,1596
09/30/2021 02H,1636
09/30/2021 01H,1592
09/30/2021 00H,819
09/29/2021 23H,667
09/29/2021 22H,667
09/29/2021 21H,661
09/29/2021 20H,645
09/29/2021 19H,631
09/29/2021 18H,621
09/29/2021 17H,630
09/29/2021 16H,693
09/29/2021 15H,699
09/29/2021 14H,1016
09/29/2021 13H,698
09/29/2021 12H,694
09/29/2021 11H,648
09/29/2021 10H,751
09/29/2021 09H,754
09/29/2021 08H,778
09/29/2021 07H,769
09/29/2021 06H,848
09/29/2021 05H,1101
09/29/2021 04H,1331
09/29/2021 03H,1730
09/29/2021 02H,1660
09/29/2021 01H,1606
09/29/2021 00H,1004
09/28/2021 23H,682
09/28/2021 22H,677
09/28/2021 21H,670
09/28/2021 20H,667
09/28/2021 19H,646
09/28/2021 18H,641
09/28/2021 17H,647
09/28/2021 16H,661
09/28/2021 15H,944
09/28/2021 14H,956
09/28/2021 13H,798
09/28/2021 12H,705
09/28/2021 11H,637
09/28/2021 10H,647
09/28/2021 09H,649
09/28/2021 08H,686
09/28/2021 07H,875
09/28/2021 06H,863
09/28/2021 05H,1093
09/28/2021 04H,1622
09/28/2021 03H,1466
09/28/2021 02H,1538
09/28/2021 01H,1399
09/28/2021 00H,835
09/27/2021 23H,649
09/27/2021 22H,666
09/27/2021 21H,695
09/27/2021 20H,753
09/27/2021 19H,624
09/27/2021 18H,588
09/27/2021 17H,580
09/27/2021 16H,750
09/27/2021 15H,731
09/27/2021 14H,849
09/27/2021 13H,742
09/27/2021 12H,532
09/27/2021 11H,532
09/27/2021 10H,536
09/27/2021 09H,540
09/27/2021 08H,541
09/27/2021 07H,731
09/27/2021 06H,728
09/27/2021 05H,1124
09/27/2021 04H,1327
09/27/2021 03H,1315
09/27/2021 02H,1376
09/27/2021 01H,1326
09/27/2021 00H,622
09/26/2021 23H,555
09/26/2021 22H,547
09/26/2021 21H,540
09/26/2021 20H,542
09/26/2021 19H,554
09/26/2021 18H,557
09/26/2021 17H,548
09/26/2021 16H,543
09/26/2021 15H,581
09/26/2021 14H,578
09/26/2021 13H,556
09/26/2021 12H,543
09/26/2021 11H,544
09/26/2021 10H,536
09/26/2021 09H,532
09/26/2021 08H,537
09/26/2021 07H,658
09/26/2021 06H,646
09/26/2021 05H,822
09/26/2021 04H,823
09/26/2021 03H,1199
09/26/2021 02H,1292
09/26/2021 01H,1061
09/26/2021 00H,668
09/25/2021 23H,561
09/25/2021 22H,562
09/25/2021 21H,533
09/25/2021 20H,529
09/25/2021 19H,532
09/25/2021 18H,540
09/25/2021 17H,538
09/25/2021 16H,658
09/25/2021 15H,655
09/25/2021 14H,555
09/25/2021 13H,543
09/25/2021 12H,533
09/25/2021 11H,528
09/25/2021 10H,527
09/25/2021 09H,539
09/25/2021 08H,527
09/25/2021 07H,645
09/25/2021 06H,672
09/25/2021 05H,736
09/25/2021 04H,1039
09/25/2021 03H,1109
09/25/2021 02H,1293
09/25/2021 01H,1404
09/25/2021 00H,877
09/24/2021 23H,1148
09/24/2021 22H,905
09/24/2021 21H,792
09/24/2021 20H,739
09/24/2021 19H,654
09/24/2021 18H,624
09/24/2021 17H,620
09/24/2021 16H,639
09/24/2021 15H,861
09/24/2021 14H,861
09/24/2021 13H,737
09/24/2021 12H,668
09/24/2021 11H,664
09/24/2021 10H,668
09/24/2021 09H,666
09/24/2021 08H,815
09/24/2021 07H,811
09/24/2021 06H,881
09/24/2021 05H,874
09/24/2021 04H,927
09/24/2021 03H,977
09/24/2021 02H,1059
09/24/2021 01H,1002
09/24/2021 00H,1094
09/23/2021 23H,1086
09/23/2021 22H,909
09/23/2021 21H,812
09/23/2021 20H,698
09/23/2021 19H,611
09/23/2021 18H,599
09/23/2021 17H,597
09/23/2021 16H,593
09/23/2021 15H,797
09/23/2021 14H,816
09/23/2021 13H,857
09/23/2021 12H,687
09/23/2021 11H,687
09/23/2021 10H,681
09/23/2021 09H,753
09/23/2021 08H,679
09/23/2021 07H,749
09/23/2021 06H,925
09/23/2021 05H,1344
09/23/2021 04H,1366
09/23/2021 03H,1495
09/23/2021 02H,1721
09/23/2021 01H,1748
09/23/2021 00H,835
09/22/2021 23H,717
09/22/2021 22H,709
09/22/2021 21H,635
09/22/2021 20H,666
09/22/2021 19H,651
09/22/2021 18H,636
09/22/2021 17H,630
09/22/2021 16H,635
09/22/2021 15H,1069
09/22/2021 14H,1070
09/22/2021 13H,700
09/22/2021 12H,608
09/22/2021 11H,612
09/22/2021 10H,730
09/22/2021 09H,754
09/22/2021 08H,729
09/22/2021 07H,807
09/22/2021 06H,950
09/22/2021 05H,1239
09/22/2021 04H,1517
09/22/2021 03H,1705
09/22/2021 02H,1936
09/22/2021 01H,1908
09/22/2021 00H,831
09/21/2021 23H,757
09/21/2021 22H,747
09/21/2021 21H,751
09/21/2021 20H,687
09/21/2021 19H,659
09/21/2021 18H,630
09/21/2021 17H,612
09/21/2021 16H,621
09/21/2021 15H,732
09/21/2021 14H,728
09/21/2021 13H,628
09/21/2021 12H,611
09/21/2021 11H,622
09/21/2021 10H,620
09/21/2021 09H,621
09/21/2021 08H,640
09/21/2021 07H,774
09/21/2021 06H,770
09/21/2021 05H,1335
09/21/2021 04H,1683
09/21/2021 03H,1717
09/21/2021 02H,1717
09/21/2021 01H,1853
09/21/2021 00H,782
09/20/2021 23H,759
09/20/2021 22H,742
09/20/2021 21H,676
09/20/2021 20H,671
09/20/2021 19H,650
09/20/2021 18H,617
09/20/2021 17H,604
09/20/2021 16H,632
09/20/2021 15H,890
09/20/2021 14H,857
09/20/2021 13H,769
09/20/2021 12H,660
09/20/2021 11H,636
09/20/2021 10H,632
09/20/2021 09H,616
09/20/2021 08H,647
09/20/2021 07H,993
09/20/2021 06H,1009
09/20/2021 05H,1419
09/20/2021 04H,1553
09/20/2021 03H,1546
09/20/2021 02H,1861
09/20/2021 01H,1796
09/20/2021 00H,709
09/19/2021 23H,681
09/19/2021 22H,669
09/19/2021 21H,668
09/19/2021 20H,659
09/19/2021 19H,649
09/19/2021 18H,645
09/19/2021 17H,645
09/19/2021 16H,631
09/19/2021 15H,658
09/19/2021 14H,698
09/19/2021 13H,665
09/19/2021 12H,669
09/19/2021 11H,680
09/19/2021 10H,674
09/19/2021 09H,687
09/19/2021 08H,707
09/19/2021 07H,747
09/19/2021 06H,973
09/19/2021 05H,1022
09/19/2021 04H,1060
09/19/2021 03H,1027
09/19/2021 02H,1274
09/19/2021 01H,1504
09/19/2021 00H,685
09/18/2021 23H,689
09/18/2021 22H,693
09/18/2021 21H,678
09/18/2021 20H,656
09/18/2021 19H,641
09/18/2021 18H,628
09/18/2021 17H,627
09/18/2021 16H,628
09/18/2021 15H,646
09/18/2021 14H,890
09/18/2021 13H,848
09/18/2021 12H,871
09/18/2021 11H,759
09/18/2021 10H,760
09/18/2021 09H,752
09/18/2021 08H,749
09/18/2021 07H,884
09/18/2021 06H,1006
09/18/2021 05H,1024
09/18/2021 04H,1265
09/18/2021 03H,1477
09/18/2021 02H,1686
09/18/2021 01H,1439
09/18/2021 00H,740
09/17/2021 23H,674
09/17/2021 22H,666
09/17/2021 21H,668
09/17/2021 20H,652
09/17/2021 19H,644
09/17/2021 18H,648
09/17/2021 17H,646
09/17/2021 16H,653
09/17/2021 15H,872
09/17/2021 14H,867
09/17/2021 13H,813
09/17/2021 12H,793
09/17/2021 11H,655
09/17/2021 10H,647
09/17/2021 09H,658
09/17/2021 08H,699
09/17/2021 07H,789
09/17/2021 06H,813
09/17/2021 05H,1394
09/17/2021 04H,1565
09/17/2021 03H,1751
09/17/2021 02H,1735
09/17/2021 01H,1617
09/17/2021 00H,914
09/16/2021 23H,687
09/16/2021 22H,668
09/16/2021 21H,662
09/16/2021 20H,664
09/16/2021 19H,652
09/16/2021 18H,643
09/16/2021 17H,611
09/16/2021 16H,604
09/16/2021 15H,779
09/16/2021 14H,814
09/16/2021 13H,827
09/16/2021 12H,614
09/16/2021 11H,615
09/16/2021 10H,614
09/16/2021 09H,617
09/16/2021 08H,641
09/16/2021 07H,748
09/16/2021 06H,772
09/16/2021 05H,1060
09/16/2021 04H,1342
09/16/2021 03H,1705
09/16/2021 02H,1678
09/16/2021 01H,1614
09/16/2021 00H,868
09/15/2021 23H,708
09/15/2021 22H,639
09/15/2021 21H,627
09/15/2021 20H,599
09/15/2021 19H,577
09/15/2021 18H,577
09/15/2021 17H,569
09/15/2021 16H,587
09/15/2021 15H,736
09/15/2021 14H,761
09/15/2021 13H,785
09/15/2021 12H,600
09/15/2021 11H,589
09/15/2021 10H,595
09/15/2021 09H,601
09/15/2021 08H,613
09/15/2021 07H,744
09/15/2021 06H,1166
09/15/2021 05H,1193
09/15/2021 04H,1401
09/15/2021 03H,1612
09/15/2021 02H,1683
09/15/2021 01H,1685
09/15/2021 00H,944
09/14/2021 23H,719
09/14/2021 22H,675
09/14/2021 21H,666
09/14/2021 20H,609
09/14/2021 19H,602
09/14/2021 18H,641
09/14/2021 17H,662
09/14/2021 16H,659
09/14/2021 15H,845
09/14/2021 14H,826
09/14/2021 13H,727
09/14/2021 12H,590
09/14/2021 11H,587
09/14/2021 10H,582
09/14/2021 09H,593
09/14/2021 08H,689
09/14/2021 07H,787
09/14/2021 06H,950
09/14/2021 05H,943
09/14/2021 04H,1369
09/14/2021 03H,1527
09/14/2021 02H,1721
09/14/2021 01H,1658
09/14/2021 00H,911
09/13/2021 23H,802
09/13/2021 22H,788
09/13/2021 21H,754
09/13/2021 20H,688
09/13/2021 19H,629
09/13/2021 18H,601
09/13/2021 17H,601
09/13/2021 16H,589
09/13/2021 15H,685
09/13/2021 14H,675
09/13/2021 13H,612
09/13/2021 12H,580
09/13/2021 11H,570
09/13/2021 10H,560
09/13/2021 09H,547
09/13/2021 08H,576
09/13/2021 07H,511
09/13/2021 06H,508
09/13/2021 05H,770
09/13/2021 04H,1052
09/13/2021 03H,1364
09/13/2021 02H,1477
09/13/2021 01H,1474
09/13/2021 00H,746
09/12/2021 23H,517
09/12/2021 22H,520
09/12/2021 21H,519
09/12/2021 20H,488
09/12/2021 19H,464
09/12/2021 18H,471
09/12/2021 17H,465
09/12/2021 16H,467
09/12/2021 15H,465
09/12/2021 14H,467
09/12/2021 13H,551
09/12/2021 12H,465
09/12/2021 11H,455
09/12/2021 10H,446
09/12/2021 09H,487
09/12/2021 08H,509
09/12/2021 07H,571
09/12/2021 06H,565
09/12/2021 05H,1108
09/12/2021 04H,1326
09/12/2021 03H,1455
09/12/2021 02H,1609
09/12/2021 01H,1502
09/12/2021 00H,754
09/11/2021 23H,579
09/11/2021 22H,543
09/11/2021 21H,531
09/11/2021 20H,488
09/11/2021 19H,436
09/11/2021 18H,408
09/11/2021 17H,397
09/11/2021 16H,406
09/11/2021 15H,442
09/11/2021 14H,551
09/11/2021 13H,539
09/11/2021 12H,409
09/11/2021 11H,407
09/11/2021 10H,472
09/11/2021 09H,527
09/11/2021 08H,528
09/11/2021 07H,552
09/11/2021 06H,551
09/11/2021 05H,804
09/11/2021 04H,889
09/11/2021 03H,727
09/11/2021 02H,1344
09/11/2021 01H,1593
09/11/2021 00H,1038
09/10/2021 23H,643
09/10/2021 22H,573
09/10/2021 21H,578
09/10/2021 20H,528
09/10/2021 19H,450
09/10/2021 18H,428
09/10/2021 17H,409
09/10/2021 16H,438
09/10/2021 15H,493
09/10/2021 14H,487
09/10/2021 13H,705
09/10/2021 12H,458
09/10/2021 11H,418
09/10/2021 10H,468
09/10/2021 09H,531
09/10/2021 08H,572
09/10/2021 07H,728
09/10/2021 06H,634
09/10/2021 05H,643
09/10/2021 04H,1164
09/10/2021 03H,1469
09/10/2021 02H,1338
09/10/2021 01H,1360
09/10/2021 00H,844
09/9/2021 23H,638
09/9/2021 22H,667
09/9/2021 21H,529
09/9/2021 20H,464
09/9/2021 19H,414
09/9/2021 18H,366
09/9/2021 17H,396
09/9/2021 16H,387
09/9/2021 15H,518
09/9/2021 14H,513
09/9/2021 13H,567
09/9/2021 12H,416
09/9/2021 11H,385
09/9/2021 10H,383
09/9/2021 09H,385
09/9/2021 08H,406
09/9/2021 07H,428
09/9/2021 06H,437
09/9/2021 05H,776
09/9/2021 04H,1120
09/9/2021 03H,1347
09/9/2021 02H,1687
09/9/2021 01H,1195
09/9/2021 00H,818
09/8/2021 23H,613
09/8/2021 22H,594
09/8/2021 21H,464
09/8/2021 20H,423
09/8/2021 19H,382
09/8/2021 18H,382
09/8/2021 17H,361
09/8/2021 16H,362
09/8/2021 15H,582
09/8/2021 14H,576
09/8/2021 13H,771
09/8/2021 12H,390
09/8/2021 11H,354
09/8/2021 10H,370
09/8/2021 09H,379
09/8/2021 08H,399
09/8/2021 07H,407
09/8/2021 06H,413
09/8/2021 05H,430
09/8/2021 04H,468
09/8/2021 03H,1269
09/8/2021 02H,1443
09/8/2021 01H,1508
09/8/2021 00H,934
09/7/2021 23H,494
09/7/2021 22H,477
09/7/2021 21H,460
09/7/2021 20H,424
09/7/2021 19H,399
09/7/2021 18H,358
09/7/2021 17H,323
09/7/2021 16H,357
09/7/2021 15H,730
09/7/2021 14H,756
09/7/2021 13H,726
09/7/2021 12H,388
09/7/2021 11H,384
09/7/2021 10H,388
09/7/2021 09H,406
09/7/2021 08H,422
09/7/2021 07H,426
09/7/2021 06H,561
09/7/2021 05H,537
09/7/2021 04H,1163
09/7/2021 03H,1411
09/7/2021 02H,1483
09/7/2021 01H,1414
09/7/2021 00H,739
09/6/2021 23H,448
09/6/2021 22H,437
09/6/2021 21H,439
09/6/2021 20H,412
09/6/2021 19H,351
09/6/2021 18H,333
09/6/2021 17H,332
09/6/2021 16H,342
09/6/2021 15H,379
09/6/2021 14H,469
09/6/2021 13H,473
09/6/2021 12H,469
09/6/2021 11H,399
09/6/2021 10H,394
09/6/2021 09H,394
09/6/2021 08H,427
09/6/2021 07H,463
09/6/2021 06H,715
09/6/2021 05H,721
09/6/2021 04H,1201
09/6/2021 03H,1476
09/6/2021 02H,1571
09/6/2021 01H,1402
09/6/2021 00H,677
09/5/2021 23H,485
09/5/2021 22H,464
09/5/2021 21H,468
09/5/2021 20H,349
09/5/2021 19H,318
09/5/2021 18H,318
09/5/2021 17H,320
09/5/2021 16H,322
09/5/2021 15H,327
09/5/2021 14H,374
09/5/2021 13H,380
09/5/2021 12H,379
09/5/2021 11H,376
09/5/2021 10H,385
09/5/2021 09H,430
09/5/2021 08H,442
09/5/2021 07H,436
09/5/2021 06H,766
09/5/2021 05H,744
09/5/2021 04H,1128
09/5/2021 03H,1569
09/5/2021 02H,1801
09/5/2021 01H,1713
09/5/2021 00H,652
09/4/2021 23H,455
09/4/2021 22H,421
09/4/2021 21H,402
09/4/2021 20H,351
09/4/2021 19H,348
09/4/2021 18H,333
09/4/2021 17H,320
09/4/2021 16H,320
09/4/2021 15H,354
09/4/2021 14H,382
09/4/2021 13H,483
09/4/2021 12H,412
09/4/2021 11H,372
09/4/2021 10H,380
09/4/2021 09H,371
09/4/2021 08H,389
09/4/2021 07H,674
09/4/2021 06H,710
09/4/2021 05H,1237
09/4/2021 04H,1413
09/4/2021 03H,1784
09/4/2021 02H,1830
09/4/2021 01H,1547
09/4/2021 00H,503
09/3/2021 23H,736
09/3/2021 22H,407
09/3/2021 21H,339
09/3/2021 20H,317
09/3/2021 19H,318
09/3/2021 18H,322
09/3/2021 17H,315
09/3/2021 16H,317
09/3/2021 15H,393
09/3/2021 14H,408
09/3/2021 13H,483
09/3/2021 12H,405
09/3/2021 11H,382
09/3/2021 10H,371
09/3/2021 09H,360
09/3/2021 08H,368
09/3/2021 07H,408
09/3/2021 06H,573
09/3/2021 05H,1363
09/3/2021 04H,1443
09/3/2021 03H,1567
09/3/2021 02H,1754
09/3/2021 01H,1230
09/3/2021 00H,670
09/2/2021 23H,644
09/2/2021 22H,330
09/2/2021 21H,315
09/2/2021 20H,311
09/2/2021 19H,299
09/2/2021 18H,299
09/2/2021 17H,286
09/2/2021 16H,288
09/2/2021 15H,779
09/2/2021 14H,790
09/2/2021 13H,833
09/2/2021 12H,360
09/2/2021 11H,365
09/2/2021 10H,363
09/2/2021 09H,359
09/2/2021 08H,360
09/2/2021 07H,509
09/2/2021 06H,522
09/2/2021 05H,777
09/2/2021 04H,1482
09/2/2021 03H,1557
09/2/2021 02H,1569
09/2/2021 01H,684
09/2/2021 00H,570
09/1/2021 23H,342
09/1/2021 22H,346
09/1/2021 21H,338
09/1/2021 20H,318
09/1/2021 19H,324
09/1/2021 18H,308
09/1/2021 17H,312
09/1/2021 16H,354
09/1/2021 15H,842
09/1/2021 14H,829
09/1/2021 13H,660
09/1/2021 12H,344
09/1/2021 11H,316
09/1/2021 10H,323
09/1/2021 09H,376
09/1/2021 08H,403
09/1/2021 07H,388
09/1/2021 06H,438
09/1/2021 05H,413
09/1/2021 04H,819
09/1/2021 03H,1101
09/1/2021 02H,1130
09/1/2021 01H,738
09/1/2021 00H,973
08/31/2021 23H,1159
08/31/2021 22H,703
08/31/2021 21H,665
08/31/2021 20H,739
08/31/2021 19H,715
08/31/2021 18H,652
08/31/2021 17H,720
08/31/2021 16H,724
08/31/2021 15H,730
08/31/2021 14H,1023
08/31/2021 13H,957
08/31/2021 12H,624
08/31/2021 11H,615
08/31/2021 10H,618
08/31/2021 09H,771
08/31/2021 08H,789
08/31/2021 07H,798
08/31/2021 06H,826
08/31/2021 05H,763
08/31/2021 04H,1280
08/31/2021 03H,1432
08/31/2021 02H,2017
08/31/2021 01H,2086
08/31/2021 00H,1746
08/30/2021 23H,1229
08/30/2021 22H,795
08/30/2021 21H,808
08/30/2021 20H,700
08/30/2021 19H,669
08/30/2021 18H,643
08/30/2021 17H,636
08/30/2021 16H,639
08/30/2021 15H,870
08/30/2021 14H,893
08/30/2021 13H,724
08/30/2021 12H,638
08/30/2021 11H,619
08/30/2021 10H,626
08/30/2021 09H,675
08/30/2021 08H,672
08/30/2021 07H,765
08/30/2021 06H,769
08/30/2021 05H,834
08/30/2021 04H,925
08/30/2021 03H,1897
08/30/2021 02H,2050
08/30/2021 01H,1878
08/30/2021 00H,1053
08/29/2021 23H,953
08/29/2021 22H,765
08/29/2021 21H,713
08/29/2021 20H,659
08/29/2021 19H,651
08/29/2021 18H,645
08/29/2021 17H,639
08/29/2021 16H,632
08/29/2021 15H,635
08/29/2021 14H,635
08/29/2021 13H,633
08/29/2021 12H,656
08/29/2021 11H,624
08/29/2021 10H,629
08/29/2021 09H,679
08/29/2021 08H,688
08/29/2021 07H,714
08/29/2021 06H,1199
08/29/2021 05H,1206
08/29/2021 04H,1680
08/29/2021 03H,1620
08/29/2021 02H,2036
08/29/2021 01H,1848
08/29/2021 00H,1514
08/28/2021 23H,1093
08/28/2021 22H,748
08/28/2021 21H,718
08/28/2021 20H,663
08/28/2021 19H,654
08/28/2021 18H,632
08/28/2021 17H,619
08/28/2021 16H,623
08/28/2021 15H,691
08/28/2021 14H,693
08/28/2021 13H,661
08/28/2021 12H,660
08/28/2021 11H,636
08/28/2021 10H,636
08/28/2021 09H,678
08/28/2021 08H,728
08/28/2021 07H,750
08/28/2021 06H,763
08/28/2021 05H,1176
08/28/2021 04H,1825
08/28/2021 03H,2150
08/28/2021 02H,2171
08/28/2021 01H,1971
08/28/2021 00H,1323
08/27/2021 23H,826
08/27/2021 22H,828
08/27/2021 21H,785
08/27/2021 20H,746
08/27/2021 19H,690
08/27/2021 18H,659
08/27/2021 17H,682
08/27/2021 16H,707
08/27/2021 15H,767
08/27/2021 14H,802
08/27/2021 13H,696
08/27/2021 12H,684
08/27/2021 11H,649
08/27/2021 10H,683
08/27/2021 09H,683
08/27/2021 08H,669
08/27/2021 07H,735
08/27/2021 06H,771
08/27/2021 05H,1054
08/27/2021 04H,1408
08/27/2021 03H,1338
08/27/2021 02H,1682
08/27/2021 01H,1243
08/27/2021 00H,1299
08/26/2021 23H,735
08/26/2021 22H,1174
08/26/2021 21H,1043
08/26/2021 20H,737
08/26/2021 19H,703
08/26/2021 18H,658
08/26/2021 17H,659
08/26/2021 16H,655
08/26/2021 15H,673
08/26/2021 14H,878
08/26/2021 13H,821
08/26/2021 12H,630
08/26/2021 11H,647
08/26/2021 10H,656
08/26/2021 09H,660
08/26/2021 08H,683
08/26/2021 07H,802
08/26/2021 06H,812
08/26/2021 05H,776
08/26/2021 04H,1012
08/26/2021 03H,1584
08/26/2021 02H,1663
08/26/2021 01H,1460
08/26/2021 00H,903
08/25/2021 23H,1283
08/25/2021 22H,1286
08/25/2021 21H,1114
08/25/2021 20H,728
08/25/2021 19H,666
08/25/2021 18H,656
08/25/2021 17H,674
08/25/2021 16H,715
08/25/2021 15H,810
08/25/2021 14H,797
08/25/2021 13H,731
08/25/2021 12H,711
08/25/2021 11H,706
08/25/2021 10H,708
08/25/2021 09H,722
08/25/2021 08H,810
08/25/2021 07H,839
08/25/2021 06H,903
08/25/2021 05H,924
08/25/2021 04H,1311
08/25/2021 03H,1545
08/25/2021 02H,1669
08/25/2021 01H,1222
08/25/2021 00H,953
08/24/2021 23H,787
08/24/2021 22H,780
08/24/2021 21H,708
08/24/2021 20H,697
08/24/2021 19H,647
08/24/2021 18H,643
08/24/2021 17H,630
08/24/2021 16H,677
08/24/2021 15H,1097
08/24/2021 14H,1120
08/24/2021 13H,851
08/24/2021 12H,665
08/24/2021 11H,643
08/24/2021 10H,662
08/24/2021 09H,654
08/24/2021 08H,685
08/24/2021 07H,778
08/24/2021 06H,789
08/24/2021 05H,1155
08/24/2021 04H,1328
08/24/2021 03H,1818
08/24/2021 02H,2068
08/24/2021 01H,1290
08/24/2021 00H,792
08/23/2021 23H,827
08/23/2021 22H,799
08/23/2021 21H,710
08/23/2021 20H,699
08/23/2021 19H,677
08/23/2021 18H,673
08/23/2021 17H,682
08/23/2021 16H,697
08/23/2021 15H,778
08/23/2021 14H,772
08/23/2021 13H,752
08/23/2021 12H,748
08/23/2021 11H,731
08/23/2021 10H,734
08/23/2021 09H,740
08/23/2021 08H,754
08/23/2021 07H,1051
08/23/2021 06H,1057
08/23/2021 05H,1526
08/23/2021 04H,1959
08/23/2021 03H,2004
08/23/2021 02H,1766
08/23/2021 01H,1244
08/23/2021 00H,741
08/22/2021 23H,710
08/22/2021 22H,702
08/22/2021 21H,691
08/22/2021 20H,690
08/22/2021 19H,697
08/22/2021 18H,651
08/22/2021 17H,635
08/22/2021 16H,658
08/22/2021 15H,714
08/22/2021 14H,740
08/22/2021 13H,699
08/22/2021 12H,734
08/22/2021 11H,714
08/22/2021 10H,745
08/22/2021 09H,1065
08/22/2021 08H,776
08/22/2021 07H,792
08/22/2021 06H,937
08/22/2021 05H,1145
08/22/2021 04H,1162
08/22/2021 03H,1488
08/22/2021 02H,1589
08/22/2021 01H,1070
08/22/2021 00H,719
08/21/2021 23H,694
08/21/2021 22H,737
08/21/2021 21H,732
08/21/2021 20H,701
08/21/2021 19H,679
08/21/2021 18H,661
08/21/2021 17H,635
08/21/2021 16H,690
08/21/2021 15H,740
08/21/2021 14H,1001
08/21/2021 13H,742
08/21/2021 12H,741
08/21/2021 11H,756
08/21/2021 10H,1045
08/21/2021 09H,1050
08/21/2021 08H,1027
08/21/2021 07H,1048
08/21/2021 06H,1278
08/21/2021 05H,1510
08/21/2021 04H,1687
08/21/2021 03H,1504
08/21/2021 02H,1502
08/21/2021 01H,1248
08/21/2021 00H,838
08/20/2021 23H,863
08/20/2021 22H,838
08/20/2021 21H,750
08/20/2021 20H,699
08/20/2021 19H,675
08/20/2021 18H,640
08/20/2021 17H,645
08/20/2021 16H,639
08/20/2021 15H,1025
08/20/2021 14H,1038
08/20/2021 13H,910
08/20/2021 12H,883
08/20/2021 11H,790
08/20/2021 10H,754
08/20/2021 09H,750
08/20/2021 08H,755
08/20/2021 07H,786
08/20/2021 06H,840
08/20/2021 05H,835
08/20/2021 04H,919
08/20/2021 03H,1265
08/20/2021 02H,1524
08/20/2021 01H,1042
08/20/2021 00H,797
08/19/2021 23H,792
08/19/2021 22H,726
08/19/2021 21H,704
08/19/2021 20H,678
08/19/2021 19H,645
08/19/2021 18H,642
08/19/2021 17H,637
08/19/2021 16H,670
08/19/2021 15H,1016
08/19/2021 14H,1016
08/19/2021 13H,780
08/19/2021 12H,754
08/19/2021 11H,734
08/19/2021 10H,735
08/19/2021 09H,741
08/19/2021 08H,756
08/19/2021 07H,764
08/19/2021 06H,829
08/19/2021 05H,1024
08/19/2021 04H,1328
08/19/2021 03H,1421
08/19/2021 02H,1560
08/19/2021 01H,1283
08/19/2021 00H,752
08/18/2021 23H,762
08/18/2021 22H,711
08/18/2021 21H,731
08/18/2021 20H,712
08/18/2021 19H,703
08/18/2021 18H,673
08/18/2021 17H,667
08/18/2021 16H,686
08/18/2021 15H,740
08/18/2021 14H,736
08/18/2021 13H,871
08/18/2021 12H,730
08/18/2021 11H,723
08/18/2021 10H,724
08/18/2021 09H,745
08/18/2021 08H,757
08/18/2021 07H,715
08/18/2021 06H,759
08/18/2021 05H,1390
08/18/2021 04H,1606
08/18/2021 03H,1997
