Net generation from natural gas for Florida (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390109&sdid=EBA.FLA-ALL.NG.NG.H
19:11:22 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.FLA-ALL.NG.NG.H megawatthours
03/1/2019 21H,20989
03/1/2019 20H,20346
03/1/2019 19H,19577
03/1/2019 18H,18450
03/1/2019 17H,16717
03/1/2019 16H,15657
03/1/2019 15H,15269
03/1/2019 14H,14999
03/1/2019 13H,13910
03/1/2019 12H,12978
03/1/2019 11H,10908
03/1/2019 10H,9800
03/1/2019 09H,9684
03/1/2019 08H,10050
03/1/2019 07H,10768
03/1/2019 06H,11947
03/1/2019 05H,13498
03/1/2019 04H,15464
03/1/2019 03H,17588
03/1/2019 02H,19643
03/1/2019 01H,20038
03/1/2019 00H,19973
02/28/2019 23H,20246
02/28/2019 22H,20372
02/28/2019 21H,19668
02/28/2019 20H,18764
02/28/2019 19H,18189
02/28/2019 18H,17755
02/28/2019 17H,16974
02/28/2019 16H,16223
02/28/2019 15H,15425
02/28/2019 14H,14760
02/28/2019 13H,14180
02/28/2019 12H,13252
02/28/2019 11H,11327
02/28/2019 10H,10335
02/28/2019 09H,10170
02/28/2019 08H,10445
02/28/2019 07H,11111
02/28/2019 06H,12199
02/28/2019 05H,13651
02/28/2019 04H,15327
02/28/2019 03H,17323
02/28/2019 02H,19091
02/28/2019 01H,20318
02/28/2019 00H,20582
02/27/2019 23H,20306
02/27/2019 22H,20453
02/27/2019 21H,20634
02/27/2019 20H,20736
02/27/2019 19H,20321
02/27/2019 18H,20015
02/27/2019 17H,18883
02/27/2019 16H,17649
02/27/2019 15H,16641
02/27/2019 14H,15670
02/27/2019 13H,15054
02/27/2019 12H,13961
02/27/2019 11H,11750
02/27/2019 10H,10743
02/27/2019 09H,10572
02/27/2019 08H,10837
02/27/2019 07H,11557
02/27/2019 06H,12423
02/27/2019 05H,14061
02/27/2019 04H,15996
02/27/2019 03H,17883
02/27/2019 02H,19308
02/27/2019 01H,20399
02/27/2019 00H,20441
02/26/2019 23H,19748
02/26/2019 22H,19536
02/26/2019 21H,19446
02/26/2019 20H,19564
02/26/2019 19H,19559
02/26/2019 18H,19377
02/26/2019 17H,19010
02/26/2019 16H,18339
02/26/2019 15H,17489
02/26/2019 14H,16626
02/26/2019 13H,16142
02/26/2019 12H,14694
02/26/2019 11H,12324
02/26/2019 10H,11109
02/26/2019 09H,10860
02/26/2019 08H,11002
02/26/2019 07H,11476
02/26/2019 06H,12390
02/26/2019 05H,13897
02/26/2019 04H,15729
02/26/2019 03H,17839
02/26/2019 02H,19679
02/26/2019 01H,20859
02/26/2019 00H,20602
02/25/2019 23H,19963
02/25/2019 22H,19757
02/25/2019 21H,19697
02/25/2019 20H,19345
02/25/2019 19H,19005
02/25/2019 18H,18544
02/25/2019 17H,17963
02/25/2019 16H,17327
02/25/2019 15H,16621
02/25/2019 14H,15700
02/25/2019 13H,14940
02/25/2019 12H,13814
02/25/2019 11H,11917
02/25/2019 10H,10694
02/25/2019 09H,10677
02/25/2019 08H,11208
02/25/2019 07H,12144
02/25/2019 06H,13402
02/25/2019 05H,15171
02/25/2019 04H,17309
02/25/2019 03H,19640
02/25/2019 02H,21280
02/25/2019 01H,22813
02/25/2019 00H,23067
02/24/2019 23H,23256
02/24/2019 22H,23473
02/24/2019 21H,23531
02/24/2019 20H,23353
02/24/2019 19H,23191
02/24/2019 18H,22301
02/24/2019 17H,20943
02/24/2019 16H,19452
02/24/2019 15H,17815
02/24/2019 14H,15849
02/24/2019 13H,13378
02/24/2019 12H,12349
02/24/2019 11H,11763
02/24/2019 10H,11655
02/24/2019 09H,11984
02/24/2019 08H,12657
02/24/2019 07H,13743
02/24/2019 06H,15068
02/24/2019 05H,16763
02/24/2019 04H,18268
02/24/2019 03H,19942
02/24/2019 02H,21041
02/24/2019 01H,22245
02/24/2019 00H,23199
02/23/2019 23H,23786
02/23/2019 22H,24101
02/23/2019 21H,24104
02/23/2019 20H,23825
02/23/2019 19H,23209
02/23/2019 18H,22893
02/23/2019 17H,22120
02/23/2019 16H,20595
02/23/2019 15H,18398
02/23/2019 14H,16321
02/23/2019 13H,13713
02/23/2019 12H,12646
02/23/2019 11H,11875
02/23/2019 10H,11609
02/23/2019 09H,11818
02/23/2019 08H,12437
02/23/2019 07H,13347
02/23/2019 06H,14712
02/23/2019 05H,16331
02/23/2019 04H,18059
02/23/2019 03H,19881
02/23/2019 02H,21374
02/23/2019 01H,23028
02/23/2019 00H,24039
02/22/2019 23H,24946
02/22/2019 22H,25437
02/22/2019 21H,25361
02/22/2019 20H,24749
02/22/2019 19H,23983
02/22/2019 18H,22865
02/22/2019 17H,21694
02/22/2019 16H,20105
02/22/2019 15H,18319
02/22/2019 14H,16723
02/22/2019 13H,15468
02/22/2019 12H,14444
02/22/2019 11H,12403
02/22/2019 10H,11483
02/22/2019 09H,11415
02/22/2019 08H,11879
02/22/2019 07H,12706
02/22/2019 06H,13976
02/22/2019 05H,15781
02/22/2019 04H,18047
02/22/2019 03H,20288
02/22/2019 02H,21836
02/22/2019 01H,23302
02/22/2019 00H,24069
02/21/2019 23H,24366
02/21/2019 22H,24356
02/21/2019 21H,24234
02/21/2019 20H,23723
02/21/2019 19H,22787
02/21/2019 18H,21968
02/21/2019 17H,20996
02/21/2019 16H,19799
02/21/2019 15H,18176
02/21/2019 14H,16908
02/21/2019 13H,15845
02/21/2019 12H,15069
02/21/2019 11H,12700
02/21/2019 10H,11664
02/21/2019 09H,11646
02/21/2019 08H,12080
02/21/2019 07H,12925
02/21/2019 06H,14092
02/21/2019 05H,15989
02/21/2019 04H,18284
02/21/2019 03H,20561
02/21/2019 02H,22657
02/21/2019 01H,24103
02/21/2019 00H,24332
02/20/2019 23H,24233
02/20/2019 22H,24365
02/20/2019 21H,24160
02/20/2019 20H,23735
02/20/2019 19H,23204
02/20/2019 18H,22532
02/20/2019 17H,21633
02/20/2019 16H,20168
02/20/2019 15H,18691
02/20/2019 14H,17656
02/20/2019 13H,16952
02/20/2019 12H,15782
02/20/2019 11H,13482
02/20/2019 10H,12316
02/20/2019 09H,12218
02/20/2019 08H,12698
02/20/2019 07H,13479
02/20/2019 06H,14474
02/20/2019 05H,16189
02/20/2019 04H,18483
02/20/2019 03H,20763
02/20/2019 02H,22735
02/20/2019 01H,23948
02/20/2019 00H,24125
02/19/2019 23H,24080
02/19/2019 22H,24517
02/19/2019 21H,24212
02/19/2019 20H,23675
02/19/2019 19H,22732
02/19/2019 18H,21575
02/19/2019 17H,20238
02/19/2019 16H,19076
02/19/2019 15H,17925
02/19/2019 14H,17188
02/19/2019 13H,16304
02/19/2019 12H,15069
02/19/2019 11H,12744
02/19/2019 10H,11717
02/19/2019 09H,11672
02/19/2019 08H,12065
02/19/2019 07H,12863
02/19/2019 06H,14037
02/19/2019 05H,15558
02/19/2019 04H,17967
02/19/2019 03H,20507
02/19/2019 02H,22532
02/19/2019 01H,24347
02/19/2019 00H,24743
02/18/2019 23H,24558
02/18/2019 22H,24555
02/18/2019 21H,24289
02/18/2019 20H,23816
02/18/2019 19H,23058
02/18/2019 18H,22223
02/18/2019 17H,20925
02/18/2019 16H,19390
02/18/2019 15H,17779
02/18/2019 14H,16375
02/18/2019 13H,14897
02/18/2019 12H,13461
02/18/2019 11H,12010
02/18/2019 10H,11169
02/18/2019 09H,10942
02/18/2019 08H,11313
02/18/2019 07H,12069
02/18/2019 06H,13323
02/18/2019 05H,14774
02/18/2019 04H,16631
02/18/2019 03H,18211
02/18/2019 02H,19866
02/18/2019 01H,20853
02/18/2019 00H,20801
02/17/2019 23H,20943
02/17/2019 22H,20897
02/17/2019 21H,20460
02/17/2019 20H,19801
02/17/2019 19H,19094
02/17/2019 18H,18131
02/17/2019 17H,16833
02/17/2019 16H,15437
02/17/2019 15H,14096
02/17/2019 14H,13041
02/17/2019 13H,11401
02/17/2019 12H,10349
02/17/2019 11H,9630
02/17/2019 10H,9433
02/17/2019 09H,9568
02/17/2019 08H,9946
02/17/2019 07H,10601
02/17/2019 06H,11817
02/17/2019 05H,13379
02/17/2019 04H,14778
02/17/2019 03H,15923
02/17/2019 02H,17048
02/17/2019 01H,17623
02/17/2019 00H,18043
02/16/2019 23H,17443
02/16/2019 22H,17369
02/16/2019 21H,16959
02/16/2019 20H,16592
02/16/2019 19H,16269
02/16/2019 18H,15894
02/16/2019 17H,15116
02/16/2019 16H,14458
02/16/2019 15H,13969
02/16/2019 14H,13169
02/16/2019 13H,11934
02/16/2019 12H,10824
02/16/2019 11H,9873
02/16/2019 10H,9479
02/16/2019 09H,9372
02/16/2019 08H,9674
02/16/2019 07H,10084
02/16/2019 06H,10902
02/16/2019 05H,12486
02/16/2019 04H,14287
02/16/2019 03H,15961
02/16/2019 02H,17157
02/16/2019 01H,18292
02/16/2019 00H,18443
02/15/2019 23H,17884
02/15/2019 22H,17955
02/15/2019 21H,17872
02/15/2019 20H,17547
02/15/2019 19H,17180
02/15/2019 18H,16593
02/15/2019 17H,16241
02/15/2019 16H,16036
02/15/2019 15H,15800
02/15/2019 14H,15652
02/15/2019 13H,15570
02/15/2019 12H,14252
02/15/2019 11H,11898
02/15/2019 10H,10395
02/15/2019 09H,9965
02/15/2019 08H,10025
02/15/2019 07H,10461
02/15/2019 06H,11368
02/15/2019 05H,13030
02/15/2019 04H,14958
02/15/2019 03H,16682
02/15/2019 02H,18052
02/15/2019 01H,18750
02/15/2019 00H,18572
02/14/2019 23H,17518
02/14/2019 22H,16877
02/14/2019 21H,16142
02/14/2019 20H,15825
02/14/2019 19H,15664
02/14/2019 18H,15581
02/14/2019 17H,15980
02/14/2019 16H,16829
02/14/2019 15H,17932
02/14/2019 14H,19469
02/14/2019 13H,20852
02/14/2019 12H,19352
02/14/2019 11H,16234
02/14/2019 10H,13931
02/14/2019 09H,13142
02/14/2019 08H,12995
02/14/2019 07H,12805
02/14/2019 06H,13452
02/14/2019 05H,14552
02/14/2019 04H,16337
02/14/2019 03H,17268
02/14/2019 02H,17992
02/14/2019 01H,18548
02/14/2019 00H,17783
02/13/2019 23H,15996
02/13/2019 22H,15303
02/13/2019 21H,15063
02/13/2019 20H,15134
02/13/2019 19H,15508
02/13/2019 18H,15830
02/13/2019 17H,16035
02/13/2019 16H,16092
02/13/2019 15H,16040
02/13/2019 14H,15678
02/13/2019 13H,15359
02/13/2019 12H,14232
02/13/2019 11H,12049
02/13/2019 10H,11017
02/13/2019 09H,10933
02/13/2019 08H,11284
02/13/2019 07H,12090
02/13/2019 06H,13343
02/13/2019 05H,14839
02/13/2019 04H,17009
02/13/2019 03H,19156
02/13/2019 02H,20921
02/13/2019 01H,22094
02/13/2019 00H,22257
02/12/2019 23H,21910
02/12/2019 22H,22036
02/12/2019 21H,22187
02/12/2019 20H,21927
02/12/2019 19H,21374
02/12/2019 18H,20719
02/12/2019 17H,19679
02/12/2019 16H,18600
02/12/2019 15H,17318
02/12/2019 14H,16279
02/12/2019 13H,16106
02/12/2019 12H,14801
02/12/2019 11H,12533
02/12/2019 10H,11241
02/12/2019 09H,11002
02/12/2019 08H,11334
02/12/2019 07H,11996
02/12/2019 06H,13079
02/12/2019 05H,14933
02/12/2019 04H,17068
02/12/2019 03H,19250
02/12/2019 02H,21038
02/12/2019 01H,22433
02/12/2019 00H,22652
02/11/2019 23H,21883
02/11/2019 22H,21613
02/11/2019 21H,21110
02/11/2019 20H,20647
02/11/2019 19H,20136
02/11/2019 18H,19386
02/11/2019 17H,18599
02/11/2019 16H,17874
02/11/2019 15H,17032
02/11/2019 14H,16121
02/11/2019 13H,15692
02/11/2019 12H,14462
02/11/2019 11H,12313
02/11/2019 10H,10944
02/11/2019 09H,10654
02/11/2019 08H,10836
02/11/2019 07H,11450
02/11/2019 06H,12528
02/11/2019 05H,13702
02/11/2019 04H,15679
02/11/2019 03H,17467
02/11/2019 02H,18762
02/11/2019 01H,19586
02/11/2019 00H,19392
02/10/2019 23H,18629
02/10/2019 22H,18457
02/10/2019 21H,18215
02/10/2019 20H,18145
02/10/2019 19H,17769
02/10/2019 18H,17480
02/10/2019 17H,16871
02/10/2019 16H,16179
02/10/2019 15H,15071
02/10/2019 14H,13536
02/10/2019 13H,12011
02/10/2019 12H,11048
02/10/2019 11H,10580
02/10/2019 10H,10500
02/10/2019 09H,10586
02/10/2019 08H,10869
02/10/2019 07H,11349
02/10/2019 06H,12433
02/10/2019 05H,13362
02/10/2019 04H,14820
02/10/2019 03H,16272
02/10/2019 02H,17253
02/10/2019 01H,18210
02/10/2019 00H,18482
02/9/2019 23H,17900
02/9/2019 22H,17631
02/9/2019 21H,17526
02/9/2019 20H,17530
02/9/2019 19H,17336
02/9/2019 18H,17049
02/9/2019 17H,16662
02/9/2019 16H,16175
02/9/2019 15H,15503
02/9/2019 14H,14138
02/9/2019 13H,12437
02/9/2019 12H,11409
02/9/2019 11H,10710
02/9/2019 10H,10395
02/9/2019 09H,10440
02/9/2019 08H,10827
02/9/2019 07H,11500
02/9/2019 06H,12535
02/9/2019 05H,13797
02/9/2019 04H,15691
02/9/2019 03H,17370
02/9/2019 02H,18805
02/9/2019 01H,19717
02/9/2019 00H,19964
02/8/2019 23H,19846
02/8/2019 22H,19451
02/8/2019 21H,19205
02/8/2019 20H,18745
02/8/2019 19H,18349
02/8/2019 18H,17534
02/8/2019 17H,16671
02/8/2019 16H,15958
02/8/2019 15H,15447
02/8/2019 14H,14883
02/8/2019 13H,14317
02/8/2019 12H,13367
02/8/2019 11H,11175
02/8/2019 10H,9924
02/8/2019 09H,9546
02/8/2019 08H,9862
02/8/2019 07H,10505
02/8/2019 06H,11441
02/8/2019 05H,12777
02/8/2019 04H,14835
02/8/2019 03H,16896
02/8/2019 02H,18295
02/8/2019 01H,19335
02/8/2019 00H,19215
02/7/2019 23H,18780
02/7/2019 22H,18563
02/7/2019 21H,18358
02/7/2019 20H,17785
02/7/2019 19H,17298
02/7/2019 18H,16691
02/7/2019 17H,15984
02/7/2019 16H,15354
02/7/2019 15H,14525
02/7/2019 14H,14449
02/7/2019 13H,14428
02/7/2019 12H,13217
02/7/2019 11H,10691
02/7/2019 10H,9438
02/7/2019 09H,9160
02/7/2019 08H,9280
02/7/2019 07H,9868
02/7/2019 06H,10910
02/7/2019 05H,12334
02/7/2019 04H,14490
02/7/2019 03H,16609
02/7/2019 02H,18131
02/7/2019 01H,19001
02/7/2019 00H,19042
02/6/2019 23H,18221
02/6/2019 22H,17720
02/6/2019 21H,17192
02/6/2019 20H,16733
02/6/2019 19H,15978
02/6/2019 18H,15439
02/6/2019 17H,14825
02/6/2019 16H,14721
02/6/2019 15H,14409
02/6/2019 14H,14660
02/6/2019 13H,15010
02/6/2019 12H,13691
02/6/2019 11H,11074
02/6/2019 10H,9681
02/6/2019 09H,9133
02/6/2019 08H,9281
02/6/2019 07H,9656
02/6/2019 06H,10636
02/6/2019 05H,11971
02/6/2019 04H,13724
02/6/2019 03H,15858
02/6/2019 02H,17756
02/6/2019 01H,18844
02/6/2019 00H,18853
02/5/2019 23H,17808
02/5/2019 22H,16805
02/5/2019 21H,16044
02/5/2019 20H,15597
02/5/2019 19H,15170
02/5/2019 18H,14774
02/5/2019 17H,14591
02/5/2019 16H,14745
02/5/2019 15H,14190
02/5/2019 14H,14824
02/5/2019 13H,15241
02/5/2019 12H,13919
02/5/2019 11H,11294
02/5/2019 10H,10044
02/5/2019 09H,9643
02/5/2019 08H,9714
02/5/2019 07H,10120
02/5/2019 06H,10945
02/5/2019 05H,12424
02/5/2019 04H,14263
02/5/2019 03H,16248
02/5/2019 02H,17276
02/5/2019 01H,18262
02/5/2019 00H,18204
02/4/2019 23H,17139
02/4/2019 22H,16614
02/4/2019 21H,15965
02/4/2019 20H,15660
02/4/2019 19H,15519
02/4/2019 18H,15594
02/4/2019 17H,15626
02/4/2019 16H,15549
02/4/2019 15H,15266
02/4/2019 14H,14547
02/4/2019 13H,13940
02/4/2019 12H,13022
02/4/2019 11H,10817
02/4/2019 10H,9509
02/4/2019 09H,9108
02/4/2019 08H,9333
02/4/2019 07H,9879
02/4/2019 06H,11088
02/4/2019 05H,12867
02/4/2019 04H,15030
02/4/2019 03H,16138
02/4/2019 02H,16961
02/4/2019 01H,17784
02/4/2019 00H,18976
02/3/2019 23H,18887
02/3/2019 22H,18829
02/3/2019 21H,18298
02/3/2019 20H,18216
02/3/2019 19H,17759
02/3/2019 18H,17195
02/3/2019 17H,16541
02/3/2019 16H,15959
02/3/2019 15H,15068
02/3/2019 14H,13243
02/3/2019 13H,11155
02/3/2019 12H,10064
02/3/2019 11H,9401
02/3/2019 10H,9092
02/3/2019 09H,9128
02/3/2019 08H,9463
02/3/2019 07H,10167
02/3/2019 06H,11310
02/3/2019 05H,12654
02/3/2019 04H,14210
02/3/2019 03H,15564
02/3/2019 02H,16465
02/3/2019 01H,17732
02/3/2019 00H,18047
02/2/2019 23H,17300
02/2/2019 22H,17346
02/2/2019 21H,17520
02/2/2019 20H,17475
02/2/2019 19H,17369
02/2/2019 18H,17043
02/2/2019 17H,16729
02/2/2019 16H,16153
02/2/2019 15H,15493
02/2/2019 14H,13988
02/2/2019 13H,12471
02/2/2019 12H,11124
02/2/2019 11H,10142
02/2/2019 10H,9578
02/2/2019 09H,9500
02/2/2019 08H,9954
02/2/2019 07H,10256
02/2/2019 06H,11243
02/2/2019 05H,12824
02/2/2019 04H,14278
02/2/2019 03H,15672
02/2/2019 02H,17118
02/2/2019 01H,18056
02/2/2019 00H,18407
02/1/2019 23H,17540
02/1/2019 22H,17179
02/1/2019 21H,16934
02/1/2019 20H,16917
02/1/2019 19H,16750
02/1/2019 18H,16681
02/1/2019 17H,16807
02/1/2019 16H,16877
02/1/2019 15H,16822
02/1/2019 14H,17241
02/1/2019 13H,17203
02/1/2019 12H,15778
02/1/2019 11H,13444
02/1/2019 10H,12295
02/1/2019 09H,11981
02/1/2019 08H,12035
02/1/2019 07H,12375
02/1/2019 06H,12944
02/1/2019 05H,14589
02/1/2019 04H,16320
02/1/2019 03H,18136
02/1/2019 02H,19653
02/1/2019 01H,20529
02/1/2019 00H,20409
01/31/2019 23H,18603
01/31/2019 22H,17582
01/31/2019 21H,17126
01/31/2019 20H,17205
01/31/2019 19H,17713
01/31/2019 18H,18460
01/31/2019 17H,19695
01/31/2019 16H,21348
01/31/2019 15H,22872
01/31/2019 14H,23863
01/31/2019 13H,24629
01/31/2019 12H,23240
01/31/2019 11H,20351
01/31/2019 10H,18368
01/31/2019 09H,17589
01/31/2019 08H,17332
01/31/2019 07H,17261
01/31/2019 06H,17591
01/31/2019 05H,18436
01/31/2019 04H,20294
01/31/2019 03H,21922
01/31/2019 02H,22754
01/31/2019 01H,22809
01/31/2019 00H,21966
01/30/2019 23H,19496
01/30/2019 22H,17649
01/30/2019 21H,17443
01/30/2019 20H,17140
01/30/2019 19H,17492
01/30/2019 18H,18093
01/30/2019 17H,18314
01/30/2019 16H,19247
01/30/2019 15H,20367
01/30/2019 14H,20820
01/30/2019 13H,21015
01/30/2019 12H,19261
01/30/2019 11H,16335
01/30/2019 10H,14428
01/30/2019 09H,14511
01/30/2019 08H,13263
01/30/2019 07H,13334
01/30/2019 06H,13774
01/30/2019 05H,14672
01/30/2019 04H,16715
01/30/2019 03H,18206
01/30/2019 02H,19485
01/30/2019 01H,20086
01/30/2019 00H,19698
01/29/2019 23H,17488
01/29/2019 22H,16199
01/29/2019 21H,15379
01/29/2019 20H,15295
01/29/2019 19H,15879
01/29/2019 18H,16669
01/29/2019 17H,17648
01/29/2019 16H,19340
01/29/2019 15H,21355
01/29/2019 14H,23702
01/29/2019 13H,25537
01/29/2019 12H,23591
01/29/2019 11H,20187
01/29/2019 10H,18112
01/29/2019 09H,17141
01/29/2019 08H,16752
01/29/2019 07H,16786
01/29/2019 06H,17185
01/29/2019 05H,18138
01/29/2019 04H,19874
01/29/2019 03H,21581
01/29/2019 02H,22564
01/29/2019 01H,22640
01/29/2019 00H,21487
01/28/2019 23H,18593
01/28/2019 22H,16901
01/28/2019 21H,16416
01/28/2019 20H,17014
01/28/2019 19H,17958
01/28/2019 18H,18819
01/28/2019 17H,19785
01/28/2019 16H,21287
01/28/2019 15H,22091
01/28/2019 14H,22714
01/28/2019 13H,22543
01/28/2019 12H,20668
01/28/2019 11H,17661
01/28/2019 10H,15582
01/28/2019 09H,14643
01/28/2019 08H,14299
01/28/2019 07H,14398
01/28/2019 06H,14979
01/28/2019 05H,16198
01/28/2019 04H,17889
01/28/2019 03H,19191
01/28/2019 02H,20232
01/28/2019 01H,20905
01/28/2019 00H,21160
01/27/2019 23H,20680
01/27/2019 22H,20222
01/27/2019 21H,20026
01/27/2019 20H,20107
01/27/2019 19H,20297
01/27/2019 18H,20365
01/27/2019 17H,19812
01/27/2019 16H,19879
01/27/2019 15H,19130
01/27/2019 14H,17526
01/27/2019 13H,15529
01/27/2019 12H,14195
01/27/2019 11H,13306
01/27/2019 10H,12603
01/27/2019 09H,12167
01/27/2019 08H,12350
01/27/2019 07H,12459
01/27/2019 06H,13496
01/27/2019 05H,14908
01/27/2019 04H,16206
01/27/2019 03H,17398
01/27/2019 02H,18256
01/27/2019 01H,18779
01/27/2019 00H,18707
01/26/2019 23H,17307
01/26/2019 22H,16545
01/26/2019 21H,15973
01/26/2019 20H,16429
01/26/2019 19H,16848
01/26/2019 18H,16761
01/26/2019 17H,17652
01/26/2019 16H,18589
01/26/2019 15H,19401
01/26/2019 14H,19427
01/26/2019 13H,18073
01/26/2019 12H,16306
01/26/2019 11H,14757
01/26/2019 10H,13749
01/26/2019 09H,13311
01/26/2019 08H,13278
01/26/2019 07H,13549
01/26/2019 06H,14150
01/26/2019 05H,14906
01/26/2019 04H,16278
01/26/2019 03H,16924
01/26/2019 02H,17796
01/26/2019 01H,18112
01/26/2019 00H,18094
01/25/2019 23H,16360
01/25/2019 22H,14981
01/25/2019 21H,14370
01/25/2019 20H,14337
01/25/2019 19H,14823
01/25/2019 18H,15396
01/25/2019 17H,16037
01/25/2019 16H,16969
01/25/2019 15H,17668
01/25/2019 14H,18184
01/25/2019 13H,18070
01/25/2019 12H,15750
01/25/2019 11H,12571
01/25/2019 10H,10966
01/25/2019 09H,10364
01/25/2019 08H,10434
01/25/2019 07H,10776
01/25/2019 06H,11564
01/25/2019 05H,12940
01/25/2019 04H,14657
01/25/2019 03H,16272
01/25/2019 02H,17235
01/25/2019 01H,18324
01/25/2019 00H,18396
01/24/2019 23H,17275
01/24/2019 22H,16920
01/24/2019 21H,16817
01/24/2019 20H,16200
01/24/2019 19H,17136
01/24/2019 18H,17439
01/24/2019 17H,17561
01/24/2019 16H,17627
01/24/2019 15H,16998
01/24/2019 14H,15955
01/24/2019 13H,15209
01/24/2019 12H,14023
01/24/2019 11H,11577
01/24/2019 10H,10389
01/24/2019 09H,10129
01/24/2019 08H,10310
01/24/2019 07H,10721
01/24/2019 06H,11493
01/24/2019 05H,13007
01/24/2019 04H,14772
01/24/2019 03H,16404
01/24/2019 02H,17755
01/24/2019 01H,18525
01/24/2019 00H,18555
01/23/2019 23H,16989
01/23/2019 22H,16183
01/23/2019 21H,15868
01/23/2019 20H,15630
01/23/2019 19H,15374
01/23/2019 18H,15262
01/23/2019 17H,14999
01/23/2019 16H,15142
01/23/2019 15H,15164
01/23/2019 14H,15180
01/23/2019 13H,15280
01/23/2019 12H,13944
01/23/2019 11H,11443
01/23/2019 10H,10122
01/23/2019 09H,9638
01/23/2019 08H,9750
01/23/2019 07H,10228
01/23/2019 06H,10710
01/23/2019 05H,12045
01/23/2019 04H,13666
01/23/2019 03H,15393
01/23/2019 02H,16810
01/23/2019 01H,17731
01/23/2019 00H,17623
01/22/2019 23H,16262
01/22/2019 22H,15179
01/22/2019 21H,14845
01/22/2019 20H,14932
01/22/2019 19H,14957
01/22/2019 18H,15059
01/22/2019 17H,15093
01/22/2019 16H,15584
01/22/2019 15H,17000
01/22/2019 14H,18852
01/22/2019 13H,19914
01/22/2019 12H,18640
01/22/2019 11H,15999
01/22/2019 10H,14444
01/22/2019 09H,14161
01/22/2019 08H,13900
01/22/2019 07H,13914
01/22/2019 06H,14252
01/22/2019 05H,15414
01/22/2019 04H,16946
01/22/2019 03H,18322
01/22/2019 02H,18774
01/22/2019 01H,18543
01/22/2019 00H,18287
01/21/2019 23H,16434
01/21/2019 22H,15170
01/21/2019 21H,14584
01/21/2019 20H,14698
01/21/2019 19H,15532
01/21/2019 18H,16816
01/21/2019 17H,18230
01/21/2019 16H,19881
01/21/2019 15H,21398
01/21/2019 14H,22143
01/21/2019 13H,21487
01/21/2019 12H,19393
01/21/2019 11H,16742
01/21/2019 10H,15187
01/21/2019 09H,14320
01/21/2019 08H,13594
01/21/2019 07H,13381
01/21/2019 06H,13572
01/21/2019 05H,14239
01/21/2019 04H,15452
01/21/2019 03H,16237
01/21/2019 02H,17234
01/21/2019 01H,17580
01/21/2019 00H,17402
01/20/2019 23H,15649
01/20/2019 22H,14722
01/20/2019 21H,14367
01/20/2019 20H,14443
01/20/2019 19H,14324
01/20/2019 18H,14416
01/20/2019 17H,14506
01/20/2019 16H,14233
01/20/2019 15H,13560
01/20/2019 14H,12287
01/20/2019 13H,10697
01/20/2019 12H,9622
01/20/2019 11H,8970
01/20/2019 10H,8646
01/20/2019 09H,8578
01/20/2019 08H,9056
01/20/2019 07H,9614
01/20/2019 06H,10336
01/20/2019 05H,11344
01/20/2019 04H,13052
01/20/2019 03H,14389
01/20/2019 02H,15410
01/20/2019 01H,16256
01/20/2019 00H,16786
01/19/2019 23H,15845
01/19/2019 22H,15593
01/19/2019 21H,15323
01/19/2019 20H,14818
01/19/2019 19H,14569
01/19/2019 18H,14571
01/19/2019 17H,14726
01/19/2019 16H,14798
01/19/2019 15H,14837
01/19/2019 14H,14473
01/19/2019 13H,13263
01/19/2019 12H,12051
01/19/2019 11H,10813
01/19/2019 10H,10400
01/19/2019 09H,10010
01/19/2019 08H,10129
01/19/2019 07H,10381
01/19/2019 06H,11153
01/19/2019 05H,7303
01/19/2019 04H,18184
01/19/2019 03H,9756
01/19/2019 02H,15662
01/19/2019 01H,16461
01/19/2019 00H,16921
01/18/2019 23H,16266
01/18/2019 22H,15834
01/18/2019 21H,15307
01/18/2019 20H,14882
01/18/2019 19H,14817
01/18/2019 18H,14794
01/18/2019 17H,15065
01/18/2019 16H,15780
01/18/2019 15H,16802
01/18/2019 14H,17863
01/18/2019 13H,18171
01/18/2019 12H,16738
01/18/2019 11H,13788
01/18/2019 10H,12056
01/18/2019 09H,11378
01/18/2019 08H,11189
01/18/2019 07H,11415
01/18/2019 06H,11884
01/18/2019 05H,13255
01/18/2019 04H,14693
01/18/2019 03H,16224
01/18/2019 02H,17326
01/18/2019 01H,18079
01/18/2019 00H,17934
01/17/2019 23H,16433
01/17/2019 22H,15560
01/17/2019 21H,14610
01/17/2019 20H,14759
01/17/2019 19H,14968
01/17/2019 18H,15475
01/17/2019 17H,16201
01/17/2019 16H,17936
01/17/2019 15H,20344
01/17/2019 14H,22644
01/17/2019 13H,23482
01/17/2019 12H,22051
01/17/2019 11H,18761
01/17/2019 10H,16695
01/17/2019 09H,15685
01/17/2019 08H,15306
01/17/2019 07H,15236
01/17/2019 06H,15537
01/17/2019 05H,16386
01/17/2019 04H,18088
01/17/2019 03H,19777
01/17/2019 02H,20862
01/17/2019 01H,21140
01/17/2019 00H,20592
01/16/2019 23H,17724
01/16/2019 22H,16679
01/16/2019 21H,16092
01/16/2019 20H,16078
01/16/2019 19H,16442
01/16/2019 18H,16904
01/16/2019 17H,17404
01/16/2019 16H,18298
01/16/2019 15H,19666
01/16/2019 14H,20659
01/16/2019 13H,21654
