Net generation from hydro for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.WAT.H
19:18:46 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.WAT.H megawatthours
03/19/2019 07H,12638
03/19/2019 06H,13707
03/19/2019 05H,15484
03/19/2019 04H,16432
03/19/2019 03H,16432
03/19/2019 02H,15574
03/19/2019 01H,14751
03/19/2019 00H,12824
03/18/2019 23H,12194
03/18/2019 22H,12118
03/18/2019 21H,12645
03/18/2019 20H,13300
03/18/2019 19H,13859
03/18/2019 18H,14728
03/18/2019 17H,15775
03/18/2019 16H,17547
03/18/2019 15H,18747
03/18/2019 14H,17763
03/18/2019 13H,14885
03/18/2019 12H,12606
03/18/2019 11H,11722
03/18/2019 10H,11290
03/18/2019 09H,11178
03/18/2019 08H,11564
03/18/2019 07H,12770
03/18/2019 06H,13822
03/18/2019 05H,15469
03/18/2019 04H,15835
03/18/2019 03H,15849
03/18/2019 02H,14619
03/18/2019 01H,12952
03/18/2019 00H,11378
03/17/2019 23H,11168
03/17/2019 22H,11053
03/17/2019 21H,11459
03/17/2019 20H,11785
03/17/2019 19H,12338
03/17/2019 18H,13422
03/17/2019 17H,14363
03/17/2019 16H,15041
03/17/2019 15H,15335
03/17/2019 14H,14713
03/17/2019 13H,13617
03/17/2019 12H,12772
03/17/2019 11H,12108
03/17/2019 10H,11704
03/17/2019 09H,11641
03/17/2019 08H,12060
03/17/2019 07H,12490
03/17/2019 06H,13628
03/17/2019 05H,15066
03/17/2019 04H,15605
03/17/2019 03H,15455
03/17/2019 02H,14718
03/17/2019 01H,13430
03/17/2019 00H,11819
03/16/2019 23H,11611
03/16/2019 22H,11859
03/16/2019 21H,12202
03/16/2019 20H,12641
03/16/2019 19H,13389
03/16/2019 18H,14391
03/16/2019 17H,15370
03/16/2019 16H,16400
03/16/2019 15H,16437
03/16/2019 14H,15661
03/16/2019 13H,13957
03/16/2019 12H,12754
03/16/2019 11H,11623
03/16/2019 10H,11194
03/16/2019 09H,11249
03/16/2019 08H,11908
03/16/2019 07H,13020
03/16/2019 06H,14118
03/16/2019 05H,15822
03/16/2019 04H,16370
03/16/2019 03H,16302
03/16/2019 02H,15610
03/16/2019 01H,13950
03/16/2019 00H,12078
03/15/2019 23H,12165
03/15/2019 22H,12304
03/15/2019 21H,12717
03/15/2019 20H,13111
03/15/2019 19H,13900
03/15/2019 18H,14813
03/15/2019 17H,16073
03/15/2019 16H,17544
03/15/2019 15H,18830
03/15/2019 14H,17843
03/15/2019 13H,14289
03/15/2019 12H,12191
03/15/2019 11H,11135
03/15/2019 10H,10655
03/15/2019 09H,10600
03/15/2019 08H,11015
03/15/2019 07H,10998
03/15/2019 06H,12668
03/15/2019 05H,15402
03/15/2019 04H,16562
03/15/2019 03H,16775
03/15/2019 02H,15515
03/15/2019 01H,13611
03/15/2019 00H,11510
03/14/2019 23H,11151
03/14/2019 22H,11145
03/14/2019 21H,11423
03/14/2019 20H,11778
03/14/2019 19H,12831
03/14/2019 18H,14453
03/14/2019 17H,16029
03/14/2019 16H,17313
03/14/2019 15H,18620
03/14/2019 14H,17786
03/14/2019 13H,14141
03/14/2019 12H,11454
03/14/2019 11H,10278
03/14/2019 10H,9789
03/14/2019 09H,9645
03/14/2019 08H,9891
03/14/2019 07H,11019
03/14/2019 06H,12811
03/14/2019 05H,15007
03/14/2019 04H,16366
03/14/2019 03H,16238
03/14/2019 02H,14659
03/14/2019 01H,13119
03/14/2019 00H,11143
03/13/2019 23H,10759
03/13/2019 22H,10756
03/13/2019 21H,10792
03/13/2019 20H,11182
03/13/2019 19H,11659
03/13/2019 18H,13033
03/13/2019 17H,14016
03/13/2019 16H,15858
03/13/2019 15H,15944
03/13/2019 14H,14367
03/13/2019 13H,11268
03/13/2019 12H,9596
03/13/2019 11H,8733
03/13/2019 10H,8164
03/13/2019 09H,8317
03/13/2019 08H,8951
03/13/2019 07H,10430
03/13/2019 06H,11542
03/13/2019 05H,13471
03/13/2019 04H,14486
03/13/2019 03H,14463
03/13/2019 02H,13504
03/13/2019 01H,12319
03/13/2019 00H,10751
03/12/2019 23H,10136
03/12/2019 22H,10233
03/12/2019 21H,10870
03/12/2019 20H,11200
03/12/2019 19H,11884
03/12/2019 18H,13279
03/12/2019 17H,14877
03/12/2019 16H,16552
03/12/2019 15H,17448
03/12/2019 14H,16338
03/12/2019 13H,13510
03/12/2019 12H,11639
03/12/2019 11H,10684
03/12/2019 10H,10389
03/12/2019 09H,10620
03/12/2019 08H,10909
03/12/2019 07H,11121
03/12/2019 06H,12319
03/12/2019 05H,14368
03/12/2019 04H,16003
03/12/2019 03H,16459
03/12/2019 02H,15728
03/12/2019 01H,15089
03/12/2019 00H,13199
03/11/2019 23H,12501
03/11/2019 22H,12627
03/11/2019 21H,13098
03/11/2019 20H,13499
03/11/2019 19H,14150
03/11/2019 18H,14832
03/11/2019 17H,15908
03/11/2019 16H,17642
03/11/2019 15H,18839
03/11/2019 14H,17367
03/11/2019 13H,14178
03/11/2019 12H,11988
03/11/2019 11H,11422
03/11/2019 10H,10784
03/11/2019 09H,10588
03/11/2019 08H,10662
03/11/2019 07H,10763
03/11/2019 06H,11974
03/11/2019 05H,12962
03/11/2019 04H,14127
03/11/2019 03H,14203
03/11/2019 02H,12753
03/11/2019 01H,11719
03/11/2019 00H,11188
03/10/2019 23H,11385
03/10/2019 22H,11415
03/10/2019 21H,11719
03/10/2019 20H,12123
03/10/2019 19H,12988
03/10/2019 18H,13477
03/10/2019 17H,14310
03/10/2019 16H,14531
03/10/2019 15H,14062
03/10/2019 14H,13373
03/10/2019 13H,12251
03/10/2019 12H,11859
03/10/2019 11H,12426
03/10/2019 10H,12636
03/10/2019 09H,13135
03/10/2019 08H,14284
03/10/2019 07H,15456
03/10/2019 06H,17101
03/10/2019 05H,18243
03/10/2019 04H,17837
03/10/2019 03H,17840
03/10/2019 02H,16705
03/10/2019 01H,15368
03/10/2019 00H,14367
03/9/2019 23H,13817
03/9/2019 22H,14229
03/9/2019 21H,14877
03/9/2019 20H,15487
03/9/2019 19H,16279
03/9/2019 18H,17017
03/9/2019 17H,17796
03/9/2019 16H,17595
03/9/2019 15H,17160
03/9/2019 14H,15755
03/9/2019 13H,15254
03/9/2019 12H,14437
03/9/2019 11H,14117
03/9/2019 10H,14169
03/9/2019 09H,14409
03/9/2019 08H,15031
03/9/2019 07H,16216
03/9/2019 06H,17338
03/9/2019 05H,18608
03/9/2019 04H,18856
03/9/2019 03H,18889
03/9/2019 02H,17623
03/9/2019 01H,16166
03/9/2019 00H,14647
03/8/2019 23H,14546
03/8/2019 22H,14885
03/8/2019 21H,14978
03/8/2019 20H,15333
03/8/2019 19H,16146
03/8/2019 18H,17007
03/8/2019 17H,17929
03/8/2019 16H,18359
03/8/2019 15H,18873
03/8/2019 14H,16768
03/8/2019 13H,14508
03/8/2019 12H,13411
03/8/2019 11H,12771
03/8/2019 10H,12536
03/8/2019 09H,12791
03/8/2019 08H,13775
03/8/2019 07H,14768
03/8/2019 06H,17219
03/8/2019 05H,18572
03/8/2019 04H,19377
03/8/2019 03H,19512
03/8/2019 02H,18413
03/8/2019 01H,17060
03/8/2019 00H,16042
03/7/2019 23H,15412
03/7/2019 22H,15342
03/7/2019 21H,15596
03/7/2019 20H,15882
03/7/2019 19H,16570
03/7/2019 18H,16994
03/7/2019 17H,18028
03/7/2019 16H,19142
03/7/2019 15H,18996
03/7/2019 14H,16346
03/7/2019 13H,14645
03/7/2019 12H,13214
03/7/2019 11H,12374
03/7/2019 10H,11972
03/7/2019 09H,12194
03/7/2019 08H,12927
03/7/2019 07H,13732
03/7/2019 06H,16453
03/7/2019 05H,18316
03/7/2019 04H,19214
03/7/2019 03H,19497
03/7/2019 02H,19482
03/7/2019 01H,18285
03/7/2019 00H,17515
03/6/2019 23H,17043
03/6/2019 22H,17245
03/6/2019 21H,17361
03/6/2019 20H,17462
03/6/2019 19H,18060
03/6/2019 18H,18644
03/6/2019 17H,19295
03/6/2019 16H,19664
03/6/2019 15H,19011
03/6/2019 14H,16605
03/6/2019 13H,14952
03/6/2019 12H,14080
03/6/2019 11H,13721
03/6/2019 10H,13820
03/6/2019 09H,14111
03/6/2019 08H,14224
03/6/2019 07H,15548
03/6/2019 06H,17042
03/6/2019 05H,18893
03/6/2019 04H,19725
03/6/2019 03H,19446
03/6/2019 02H,18373
03/6/2019 01H,17176
03/6/2019 00H,15984
03/5/2019 23H,15600
03/5/2019 22H,15788
03/5/2019 21H,16192
03/5/2019 20H,16377
03/5/2019 19H,16951
03/5/2019 18H,17935
03/5/2019 17H,19209
03/5/2019 16H,20181
03/5/2019 15H,19841
03/5/2019 14H,17759
03/5/2019 13H,15664
03/5/2019 12H,14143
03/5/2019 11H,13503
03/5/2019 10H,13389
03/5/2019 09H,13839
03/5/2019 08H,13304
03/5/2019 07H,14335
03/5/2019 06H,16755
03/5/2019 05H,18054
03/5/2019 04H,18685
03/5/2019 03H,18596
03/5/2019 02H,17405
03/5/2019 01H,15502
03/5/2019 00H,14915
03/4/2019 23H,14851
03/4/2019 22H,14777
03/4/2019 21H,14842
03/4/2019 20H,15605
03/4/2019 19H,16577
03/4/2019 18H,17644
03/4/2019 17H,18259
03/4/2019 16H,19510
03/4/2019 15H,18772
03/4/2019 14H,16182
03/4/2019 13H,14235
03/4/2019 12H,13175
03/4/2019 11H,12605
03/4/2019 10H,12464
03/4/2019 09H,12485
03/4/2019 08H,13432
03/4/2019 07H,13903
03/4/2019 06H,15640
03/4/2019 05H,16479
03/4/2019 04H,17117
03/4/2019 03H,16963
03/4/2019 02H,15903
03/4/2019 01H,14344
03/4/2019 00H,13327
03/3/2019 23H,12550
03/3/2019 22H,12972
03/3/2019 21H,13186
03/3/2019 20H,13957
03/3/2019 19H,14774
03/3/2019 18H,15240
03/3/2019 17H,15556
03/3/2019 16H,15308
03/3/2019 15H,14329
03/3/2019 14H,13023
03/3/2019 13H,11865
03/3/2019 12H,11372
03/3/2019 11H,11498
03/3/2019 10H,11369
03/3/2019 09H,11518
03/3/2019 08H,12038
03/3/2019 07H,12946
03/3/2019 06H,14525
03/3/2019 05H,15351
03/3/2019 04H,15969
03/3/2019 03H,15962
03/3/2019 02H,15023
03/3/2019 01H,13655
03/3/2019 00H,12605
03/2/2019 23H,12857
03/2/2019 22H,13450
03/2/2019 21H,14424
03/2/2019 20H,14911
03/2/2019 19H,15761
03/2/2019 18H,16215
03/2/2019 17H,17194
03/2/2019 16H,16944
03/2/2019 15H,15279
03/2/2019 14H,13406
03/2/2019 13H,12530
03/2/2019 12H,11948
03/2/2019 11H,12101
03/2/2019 10H,12098
03/2/2019 09H,11706
03/2/2019 08H,11848
03/2/2019 07H,12674
03/2/2019 06H,14811
03/2/2019 05H,15766
03/2/2019 04H,16070
03/2/2019 03H,15417
03/2/2019 02H,14359
03/2/2019 01H,13585
03/2/2019 00H,12908
03/1/2019 23H,12640
03/1/2019 22H,13128
03/1/2019 21H,13525
03/1/2019 20H,14140
03/1/2019 19H,15450
03/1/2019 18H,15963
03/1/2019 17H,16584
03/1/2019 16H,17542
03/1/2019 15H,16638
03/1/2019 14H,13699
03/1/2019 13H,11888
03/1/2019 12H,11023
03/1/2019 11H,10725
03/1/2019 10H,10647
03/1/2019 09H,11116
03/1/2019 08H,10876
03/1/2019 07H,12146
03/1/2019 06H,14431
03/1/2019 05H,15825
03/1/2019 04H,16466
03/1/2019 03H,16816
03/1/2019 02H,15963
03/1/2019 01H,14235
03/1/2019 00H,12774
02/28/2019 23H,12312
02/28/2019 22H,12097
02/28/2019 21H,12828
02/28/2019 20H,13548
02/28/2019 19H,14255
02/28/2019 18H,16014
02/28/2019 17H,16985
02/28/2019 16H,18356
02/28/2019 15H,18227
02/28/2019 14H,14655
02/28/2019 13H,12002
02/28/2019 12H,10677
02/28/2019 11H,9758
02/28/2019 10H,9665
02/28/2019 09H,10098
02/28/2019 08H,10541
02/28/2019 07H,12406
02/28/2019 06H,15837
02/28/2019 05H,17543
02/28/2019 04H,18391
02/28/2019 03H,19274
02/28/2019 02H,18438
02/28/2019 01H,15780
02/28/2019 00H,14115
02/27/2019 23H,13916
02/27/2019 22H,14041
02/27/2019 21H,14467
02/27/2019 20H,14752
02/27/2019 19H,14995
02/27/2019 18H,15864
02/27/2019 17H,23513
02/27/2019 16H,17889
02/27/2019 15H,17683
02/27/2019 14H,13038
02/27/2019 13H,10166
02/27/2019 12H,9539
02/27/2019 11H,9230
02/27/2019 10H,9184
02/27/2019 09H,9244
02/27/2019 08H,10302
02/27/2019 07H,12085
02/27/2019 06H,15292
02/27/2019 05H,16768
02/27/2019 04H,17953
02/27/2019 03H,17982
02/27/2019 02H,16411
02/27/2019 01H,13988
02/27/2019 00H,12772
02/26/2019 23H,12763
02/26/2019 22H,13140
02/26/2019 21H,13282
02/26/2019 20H,13548
02/26/2019 19H,13958
02/26/2019 18H,14930
02/26/2019 17H,15906
02/26/2019 16H,16939
02/26/2019 15H,16184
02/26/2019 14H,13358
02/26/2019 13H,10437
02/26/2019 12H,9232
02/26/2019 11H,8875
02/26/2019 10H,8746
02/26/2019 09H,9206
02/26/2019 08H,11830
02/26/2019 07H,13292
02/26/2019 06H,15497
02/26/2019 05H,17333
02/26/2019 04H,18225
02/26/2019 03H,19091
02/26/2019 02H,17902
02/26/2019 01H,16202
02/26/2019 00H,14444
02/25/2019 23H,13693
02/25/2019 22H,13490
02/25/2019 21H,13418
02/25/2019 20H,13535
02/25/2019 19H,13760
02/25/2019 18H,14868
02/25/2019 17H,16348
02/25/2019 16H,17394
02/25/2019 15H,16836
02/25/2019 14H,14055
02/25/2019 13H,11705
02/25/2019 12H,10533
02/25/2019 11H,10213
02/25/2019 10H,10395
02/25/2019 09H,11030
02/25/2019 08H,11400
02/25/2019 07H,12306
02/25/2019 06H,14798
02/25/2019 05H,16181
02/25/2019 04H,16719
02/25/2019 03H,16952
02/25/2019 02H,16154
02/25/2019 01H,14066
02/25/2019 00H,13394
02/24/2019 23H,12995
02/24/2019 22H,13178
02/24/2019 21H,13756
02/24/2019 20H,14248
02/24/2019 19H,14409
02/24/2019 18H,14605
02/24/2019 17H,14898
02/24/2019 16H,14571
02/24/2019 15H,14083
02/24/2019 14H,12535
02/24/2019 13H,11076
02/24/2019 12H,10447
02/24/2019 11H,10390
02/24/2019 10H,10774
02/24/2019 09H,11321
02/24/2019 08H,13667
02/24/2019 07H,15017
02/24/2019 06H,16472
02/24/2019 05H,17241
02/24/2019 04H,18488
02/24/2019 03H,18992
02/24/2019 02H,18236
02/24/2019 01H,16255
02/24/2019 00H,15034
02/23/2019 23H,15009
02/23/2019 22H,15252
02/23/2019 21H,15494
02/23/2019 20H,16048
02/23/2019 19H,16266
02/23/2019 18H,16856
02/23/2019 17H,16666
02/23/2019 16H,16121
02/23/2019 15H,15836
02/23/2019 14H,14350
02/23/2019 13H,13601
02/23/2019 12H,12849
02/23/2019 11H,12793
02/23/2019 10H,13225
02/23/2019 09H,13692
02/23/2019 08H,14427
02/23/2019 07H,14908
02/23/2019 06H,17036
02/23/2019 05H,18092
02/23/2019 04H,19528
02/23/2019 03H,19878
02/23/2019 02H,19544
02/23/2019 01H,17709
02/23/2019 00H,15433
02/22/2019 23H,15395
02/22/2019 22H,15864
02/22/2019 21H,15816
02/22/2019 20H,16369
02/22/2019 19H,16845
02/22/2019 18H,18562
02/22/2019 17H,19940
02/22/2019 16H,20498
02/22/2019 15H,20129
02/22/2019 14H,17407
02/22/2019 13H,15393
02/22/2019 12H,14457
02/22/2019 11H,14059
02/22/2019 10H,14233
02/22/2019 09H,14490
02/22/2019 08H,14926
02/22/2019 07H,16291
02/22/2019 06H,18231
02/22/2019 05H,19644
02/22/2019 04H,20071
02/22/2019 03H,20143
02/22/2019 02H,19045
02/22/2019 01H,17374
02/22/2019 00H,15784
02/21/2019 23H,15554
02/21/2019 22H,15663
02/21/2019 21H,16007
02/21/2019 20H,16658
02/21/2019 19H,17258
02/21/2019 18H,18142
02/21/2019 17H,19269
02/21/2019 16H,20635
02/21/2019 15H,19959
02/21/2019 14H,17525
02/21/2019 13H,14093
02/21/2019 12H,12610
02/21/2019 11H,11954
02/21/2019 10H,11937
02/21/2019 09H,12175
02/21/2019 08H,13568
02/21/2019 07H,15161
02/21/2019 06H,16847
02/21/2019 05H,18792
02/21/2019 04H,19654
02/21/2019 03H,20169
02/21/2019 02H,19297
02/21/2019 01H,17096
02/21/2019 00H,15528
02/20/2019 23H,15143
02/20/2019 22H,14390
02/20/2019 21H,14130
02/20/2019 20H,14061
02/20/2019 19H,14958
02/20/2019 18H,15850
02/20/2019 17H,18095
02/20/2019 16H,18757
02/20/2019 15H,17969
02/20/2019 14H,15682
02/20/2019 13H,11803
02/20/2019 12H,10274
02/20/2019 11H,10194
02/20/2019 10H,10367
02/20/2019 09H,10544
02/20/2019 08H,10450
02/20/2019 07H,11896
02/20/2019 06H,14983
02/20/2019 05H,17174
02/20/2019 04H,18187
02/20/2019 03H,18010
02/20/2019 02H,17177
02/20/2019 01H,14980
02/20/2019 00H,13569
02/19/2019 23H,12527
02/19/2019 22H,12539
02/19/2019 21H,12619
02/19/2019 20H,13489
02/19/2019 19H,14220
02/19/2019 18H,15945
02/19/2019 17H,16679
02/19/2019 16H,17469
02/19/2019 15H,16625
02/19/2019 14H,14195
02/19/2019 13H,11518
02/19/2019 12H,10773
02/19/2019 11H,10432
02/19/2019 10H,10528
02/19/2019 09H,11263
02/19/2019 08H,11949
02/19/2019 07H,13190
02/19/2019 06H,15302
02/19/2019 05H,16950
02/19/2019 04H,18034
02/19/2019 03H,18193
02/19/2019 02H,17399
02/19/2019 01H,15073
02/19/2019 00H,12859
02/18/2019 23H,12392
02/18/2019 22H,12719
02/18/2019 21H,13440
02/18/2019 20H,14257
02/18/2019 19H,14998
02/18/2019 18H,15836
02/18/2019 17H,16351
02/18/2019 16H,16539
02/18/2019 15H,16212
02/18/2019 14H,13980
02/18/2019 13H,12280
02/18/2019 12H,11083
02/18/2019 11H,10661
02/18/2019 10H,10439
02/18/2019 09H,10925
02/18/2019 08H,11192
02/18/2019 07H,12637
02/18/2019 06H,14752
02/18/2019 05H,16185
02/18/2019 04H,16794
02/18/2019 03H,16990
02/18/2019 02H,16458
02/18/2019 01H,14284
02/18/2019 00H,12561
02/17/2019 23H,12241
02/17/2019 22H,12606
02/17/2019 21H,13028
02/17/2019 20H,13244
02/17/2019 19H,13700
02/17/2019 18H,14399
02/17/2019 17H,15112
02/17/2019 16H,14144
02/17/2019 15H,13895
02/17/2019 14H,11987
02/17/2019 13H,10844
02/17/2019 12H,10437
02/17/2019 11H,10580
02/17/2019 10H,10636
02/17/2019 09H,11322
02/17/2019 08H,12106
02/17/2019 07H,13036
02/17/2019 06H,15526
02/17/2019 05H,17036
02/17/2019 04H,17000
02/17/2019 03H,18156
02/17/2019 02H,17853
02/17/2019 01H,15444
02/17/2019 00H,14341
02/16/2019 23H,13978
02/16/2019 22H,14000
02/16/2019 21H,14354
02/16/2019 20H,14959
02/16/2019 19H,15511
02/16/2019 18H,15705
02/16/2019 17H,15963
02/16/2019 16H,15809
02/16/2019 15H,15361
02/16/2019 14H,13128
02/16/2019 13H,11647
02/16/2019 12H,10568
02/16/2019 11H,10177
02/16/2019 10H,10693
02/16/2019 09H,11635
02/16/2019 08H,12315
02/16/2019 07H,13475
02/16/2019 06H,15969
02/16/2019 05H,17212
02/16/2019 04H,18030
02/16/2019 03H,18534
02/16/2019 02H,17496
02/16/2019 01H,15678
02/16/2019 00H,14305
02/15/2019 23H,14399
02/15/2019 22H,14365
02/15/2019 21H,14512
02/15/2019 20H,14847
02/15/2019 19H,15355
02/15/2019 18H,16329
02/15/2019 17H,17268
02/15/2019 16H,18129
02/15/2019 15H,17492
02/15/2019 14H,14085
02/15/2019 13H,11401
02/15/2019 12H,10739
02/15/2019 11H,10369
02/15/2019 10H,10729
02/15/2019 09H,11175
02/15/2019 08H,12042
02/15/2019 07H,13564
02/15/2019 06H,15851
02/15/2019 05H,17740
02/15/2019 04H,18514
02/15/2019 03H,19268
02/15/2019 02H,18260
02/15/2019 01H,16039
02/15/2019 00H,14793
02/14/2019 23H,14718
02/14/2019 22H,14725
02/14/2019 21H,15619
02/14/2019 20H,16055
02/14/2019 19H,16477
02/14/2019 18H,17040
02/14/2019 17H,17182
02/14/2019 16H,17710
02/14/2019 15H,16981
02/14/2019 14H,13726
02/14/2019 13H,11223
02/14/2019 12H,10216
02/14/2019 11H,9827
02/14/2019 10H,9888
02/14/2019 09H,10298
02/14/2019 08H,11092
02/14/2019 07H,12342
02/14/2019 06H,14665
02/14/2019 05H,16696
02/14/2019 04H,17977
02/14/2019 03H,18382
02/14/2019 02H,17474
02/14/2019 01H,15890
02/14/2019 00H,14633
02/13/2019 23H,14700
02/13/2019 22H,14899
02/13/2019 21H,8692
02/13/2019 20H,14463
02/13/2019 19H,15470
02/13/2019 18H,16862
02/13/2019 17H,17182
02/13/2019 16H,17746
02/13/2019 15H,17014
02/13/2019 14H,13512
02/13/2019 13H,10810
02/13/2019 12H,9725
02/13/2019 11H,9662
02/13/2019 10H,9574
02/13/2019 09H,10086
02/13/2019 08H,11465
02/13/2019 07H,13130
02/13/2019 06H,15124
02/13/2019 05H,16778
02/13/2019 04H,18193
02/13/2019 03H,19118
02/13/2019 02H,18904
02/13/2019 01H,17160
02/13/2019 00H,15161
02/12/2019 23H,14564
02/12/2019 22H,14757
02/12/2019 21H,14787
02/12/2019 20H,14764
02/12/2019 19H,14733
02/12/2019 18H,15327
02/12/2019 17H,15979
02/12/2019 16H,16950
02/12/2019 15H,16745
02/12/2019 14H,13532
02/12/2019 13H,11573
02/12/2019 12H,10757
02/12/2019 11H,10536
02/12/2019 10H,11088
02/12/2019 09H,11686
02/12/2019 08H,12070
02/12/2019 07H,13927
02/12/2019 06H,16524
02/12/2019 05H,18125
02/12/2019 04H,18800
02/12/2019 03H,19413
02/12/2019 02H,19057
02/12/2019 01H,16697
02/12/2019 00H,14629
02/11/2019 23H,14211
02/11/2019 22H,14381
02/11/2019 21H,15421
02/11/2019 20H,15486
02/11/2019 19H,15983
02/11/2019 18H,16370
02/11/2019 17H,17160
02/11/2019 16H,18116
02/11/2019 15H,17064
02/11/2019 14H,13527
02/11/2019 13H,10574
02/11/2019 12H,8891
02/11/2019 11H,8875
02/11/2019 10H,8595
02/11/2019 09H,9107
02/11/2019 08H,10308
02/11/2019 07H,11290
02/11/2019 06H,13420
02/11/2019 05H,15493
02/11/2019 04H,16702
02/11/2019 03H,17128
02/11/2019 02H,17215
02/11/2019 01H,15020
02/11/2019 00H,12972
02/10/2019 23H,12159
02/10/2019 22H,12033
02/10/2019 21H,12617
02/10/2019 20H,13292
02/10/2019 19H,13714
02/10/2019 18H,14344
02/10/2019 17H,14266
02/10/2019 16H,13970
02/10/2019 15H,12798
02/10/2019 14H,11255
02/10/2019 13H,10465
02/10/2019 12H,10121
02/10/2019 11H,9890
02/10/2019 10H,10140
02/10/2019 09H,10444
02/10/2019 08H,12297
02/10/2019 07H,13057
02/10/2019 06H,15042
02/10/2019 05H,15905
02/10/2019 04H,16323
02/10/2019 03H,16908
02/10/2019 02H,16636
02/10/2019 01H,13924
02/10/2019 00H,11658
02/9/2019 23H,11403
02/9/2019 22H,11673
02/9/2019 21H,12351
02/9/2019 20H,13245
02/9/2019 19H,13731
02/9/2019 18H,14086
02/9/2019 17H,13876
02/9/2019 16H,13500
02/9/2019 15H,12316
02/9/2019 14H,11606
02/9/2019 13H,10849
02/9/2019 12H,10623
02/9/2019 11H,10732
02/9/2019 10H,10826
02/9/2019 09H,11089
02/9/2019 08H,13049
02/9/2019 07H,14593
02/9/2019 06H,16824
02/9/2019 05H,18340
02/9/2019 04H,18703
02/9/2019 03H,19244
02/9/2019 02H,19118
02/9/2019 01H,17032
02/9/2019 00H,15480
02/8/2019 23H,15055
02/8/2019 22H,14670
02/8/2019 21H,14656
02/8/2019 20H,15349
02/8/2019 19H,16365
02/8/2019 18H,17298
02/8/2019 17H,18722
02/8/2019 16H,19756
02/8/2019 15H,19369
02/8/2019 14H,16167
02/8/2019 13H,12786
02/8/2019 12H,11826
02/8/2019 11H,11407
02/8/2019 10H,11228
02/8/2019 09H,11921
02/8/2019 08H,12075
02/8/2019 07H,13540
02/8/2019 06H,16077
02/8/2019 05H,17941
02/8/2019 04H,18518
02/8/2019 03H,18525
02/8/2019 02H,18286
02/8/2019 01H,16212
02/8/2019 00H,14544
02/7/2019 23H,13901
02/7/2019 22H,13904
02/7/2019 21H,14280
02/7/2019 20H,15342
02/7/2019 19H,16151
02/7/2019 18H,17625
02/7/2019 17H,19309
02/7/2019 16H,20444
02/7/2019 15H,19831
02/7/2019 14H,16351
02/7/2019 13H,13217
02/7/2019 12H,11802
02/7/2019 11H,11395
02/7/2019 10H,11134
02/7/2019 09H,11409
02/7/2019 08H,11775
02/7/2019 07H,13522
02/7/2019 06H,15587
02/7/2019 05H,16813
02/7/2019 04H,17145
02/7/2019 03H,17320
02/7/2019 02H,16437
02/7/2019 01H,14292
02/7/2019 00H,12354
02/6/2019 23H,11757
02/6/2019 22H,12232
02/6/2019 21H,12560
02/6/2019 20H,13552
02/6/2019 19H,14441
02/6/2019 18H,15898
02/6/2019 17H,17008
02/6/2019 16H,17885
02/6/2019 15H,17304
02/6/2019 14H,13711
02/6/2019 13H,10877
02/6/2019 12H,9677
02/6/2019 11H,9620
02/6/2019 10H,9501
02/6/2019 09H,9841
02/6/2019 08H,11207
02/6/2019 07H,12318
02/6/2019 06H,15725
02/6/2019 05H,17015
02/6/2019 04H,17614
02/6/2019 03H,17778
02/6/2019 02H,17645
02/6/2019 01H,15678
02/6/2019 00H,14307
02/5/2019 23H,13780
02/5/2019 22H,14102
02/5/2019 21H,14545
02/5/2019 20H,15496
02/5/2019 19H,15735
02/5/2019 18H,16486
02/5/2019 17H,17722
02/5/2019 16H,18395
02/5/2019 15H,17427
02/5/2019 14H,14744
02/5/2019 13H,12321
02/5/2019 12H,11432
02/5/2019 11H,10963
02/5/2019 10H,11038
02/5/2019 09H,11315
02/5/2019 08H,13335
02/5/2019 07H,14571
02/5/2019 06H,16396
02/5/2019 05H,17968
02/5/2019 04H,18788
02/5/2019 03H,18775
02/5/2019 02H,18501
02/5/2019 01H,17152
02/5/2019 00H,15040
02/4/2019 23H,14045
02/4/2019 22H,14485
02/4/2019 21H,14823
02/4/2019 20H,15436
02/4/2019 19H,15904
02/4/2019 18H,16790
02/4/2019 17H,17810
02/4/2019 16H,17928
02/4/2019 15H,17090
02/4/2019 14H,14824
02/4/2019 13H,12862
02/4/2019 12H,11995
02/4/2019 11H,11588
02/4/2019 10H,11322
02/4/2019 09H,11426
02/4/2019 08H,12409
02/4/2019 07H,13776
02/4/2019 06H,15671
02/4/2019 05H,16658
02/4/2019 04H,17232
02/4/2019 03H,16921
02/4/2019 02H,16203
02/4/2019 01H,14509
02/4/2019 00H,13759
02/3/2019 23H,13170
02/3/2019 22H,12783
02/3/2019 21H,12348
02/3/2019 20H,12259
02/3/2019 19H,12971
02/3/2019 18H,13656
02/3/2019 17H,13875
02/3/2019 16H,13422
02/3/2019 15H,11681
02/3/2019 14H,10393
02/3/2019 13H,9783
02/3/2019 12H,9688
02/3/2019 11H,9976
02/3/2019 10H,10337
02/3/2019 09H,10639
02/3/2019 08H,11343
02/3/2019 07H,12669
02/3/2019 06H,13932
02/3/2019 05H,14600
02/3/2019 04H,15747
02/3/2019 03H,15667
02/3/2019 02H,15400
02/3/2019 01H,14598
02/3/2019 00H,13153
02/2/2019 23H,12739
