Net generation from hydro for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390114&sdid=EBA.NW-ALL.NG.WAT.H
19:18:46 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.NG.WAT.H megawatthours
08/8/2021 15H,8088
08/8/2021 14H,7992
08/8/2021 13H,7518
08/8/2021 12H,7528
08/8/2021 11H,7522
08/8/2021 10H,7430
08/8/2021 09H,8033
08/8/2021 08H,8625
08/8/2021 07H,10193
08/8/2021 06H,11734
08/8/2021 05H,13204
08/8/2021 04H,13463
08/8/2021 03H,13947
08/8/2021 02H,14491
08/8/2021 01H,14160
08/8/2021 00H,13693
08/7/2021 23H,13802
08/7/2021 22H,13287
08/7/2021 21H,13193
08/7/2021 20H,12983
08/7/2021 19H,12508
08/7/2021 18H,11474
08/7/2021 17H,10455
08/7/2021 16H,9410
08/7/2021 15H,9640
08/7/2021 14H,9523
08/7/2021 13H,8403
08/7/2021 12H,8161
08/7/2021 11H,8105
08/7/2021 10H,8384
08/7/2021 09H,8836
08/7/2021 08H,9321
08/7/2021 07H,10230
08/7/2021 06H,11562
08/7/2021 05H,13224
08/7/2021 04H,13938
08/7/2021 03H,14703
08/7/2021 02H,14705
08/7/2021 01H,14668
08/7/2021 00H,14261
08/6/2021 23H,13714
08/6/2021 22H,13511
08/6/2021 21H,13428
08/6/2021 20H,12710
08/6/2021 19H,12254
08/6/2021 18H,11652
08/6/2021 17H,11018
08/6/2021 16H,10206
08/6/2021 15H,9787
08/6/2021 14H,9240
08/6/2021 13H,8152
08/6/2021 12H,7800
08/6/2021 11H,7805
08/6/2021 10H,8239
08/6/2021 09H,8364
08/6/2021 08H,9006
08/6/2021 07H,9539
08/6/2021 06H,10975
08/6/2021 05H,13133
08/6/2021 04H,13817
08/6/2021 03H,15012
08/6/2021 02H,15583
08/6/2021 01H,15695
08/6/2021 00H,15819
08/5/2021 23H,14518
08/5/2021 22H,13834
08/5/2021 21H,14110
08/5/2021 20H,13466
08/5/2021 19H,12319
08/5/2021 18H,11534
08/5/2021 17H,11189
08/5/2021 16H,10549
08/5/2021 15H,9895
08/5/2021 14H,9653
08/5/2021 13H,8266
08/5/2021 12H,7814
08/5/2021 11H,7741
08/5/2021 10H,8244
08/5/2021 09H,8553
08/5/2021 08H,9901
08/5/2021 07H,10613
08/5/2021 06H,13181
08/5/2021 05H,15461
08/5/2021 04H,17137
08/5/2021 03H,18680
08/5/2021 02H,18763
08/5/2021 01H,18753
08/5/2021 00H,18593
08/4/2021 23H,17836
08/4/2021 22H,16646
08/4/2021 21H,15785
08/4/2021 20H,14440
08/4/2021 19H,12604
08/4/2021 18H,11849
08/4/2021 17H,11103
08/4/2021 16H,10176
08/4/2021 15H,9836
08/4/2021 14H,9236
08/4/2021 13H,8194
08/4/2021 12H,7710
08/4/2021 11H,7810
08/4/2021 10H,7682
08/4/2021 09H,8175
08/4/2021 08H,8426
08/4/2021 07H,9499
08/4/2021 06H,10973
08/4/2021 05H,13702
08/4/2021 04H,16065
08/4/2021 03H,17451
08/4/2021 02H,18108
08/4/2021 01H,18350
08/4/2021 00H,17947
08/3/2021 23H,16284
08/3/2021 22H,15387
08/3/2021 21H,14664
08/3/2021 20H,13571
08/3/2021 19H,12726
08/3/2021 18H,11412
08/3/2021 17H,10540
08/3/2021 16H,10087
08/3/2021 15H,9566
08/3/2021 14H,9153
08/3/2021 13H,8628
08/3/2021 12H,7991
08/3/2021 11H,8030
08/3/2021 10H,8333
08/3/2021 09H,8532
08/3/2021 08H,9326
08/3/2021 07H,10272
08/3/2021 06H,12009
08/3/2021 05H,15293
08/3/2021 04H,16807
08/3/2021 03H,17276
08/3/2021 02H,17547
08/3/2021 01H,17303
08/3/2021 00H,16726
08/2/2021 23H,16236
08/2/2021 22H,14948
08/2/2021 21H,14502
08/2/2021 20H,13081
08/2/2021 19H,12304
08/2/2021 18H,11633
08/2/2021 17H,10825
08/2/2021 16H,10307
08/2/2021 15H,9820
08/2/2021 14H,9665
08/2/2021 13H,8602
08/2/2021 12H,8103
08/2/2021 11H,7856
08/2/2021 10H,8034
08/2/2021 09H,8504
08/2/2021 08H,8702
08/2/2021 07H,9925
08/2/2021 06H,11261
08/2/2021 05H,13200
08/2/2021 04H,14174
08/2/2021 03H,15258
08/2/2021 02H,15558
08/2/2021 01H,15703
08/2/2021 00H,15454
08/1/2021 23H,14024
08/1/2021 22H,13316
08/1/2021 21H,12573
08/1/2021 20H,12215
08/1/2021 19H,11641
08/1/2021 18H,10779
08/1/2021 17H,10146
08/1/2021 16H,9617
08/1/2021 15H,9485
08/1/2021 14H,9102
08/1/2021 13H,8990
08/1/2021 12H,8841
08/1/2021 11H,8622
08/1/2021 10H,8973
08/1/2021 09H,9411
08/1/2021 08H,10036
08/1/2021 07H,10066
08/1/2021 06H,11078
08/1/2021 05H,14128
08/1/2021 04H,14697
08/1/2021 03H,14786
08/1/2021 02H,15045
08/1/2021 01H,14105
08/1/2021 00H,13997
07/31/2021 23H,13736
07/31/2021 22H,13788
07/31/2021 21H,13373
07/31/2021 20H,13234
07/31/2021 19H,12159
07/31/2021 18H,11562
07/31/2021 17H,10290
07/31/2021 16H,9457
07/31/2021 15H,8826
07/31/2021 14H,8352
07/31/2021 13H,7616
07/31/2021 12H,7399
07/31/2021 11H,7774
07/31/2021 10H,7842
07/31/2021 09H,8452
07/31/2021 08H,9297
07/31/2021 07H,10545
07/31/2021 06H,12605
07/31/2021 05H,15141
07/31/2021 04H,16184
07/31/2021 03H,17501
07/31/2021 02H,18447
07/31/2021 01H,18112
07/31/2021 00H,17912
07/30/2021 23H,17474
07/30/2021 22H,16053
07/30/2021 21H,14440
07/30/2021 20H,13693
07/30/2021 19H,12795
07/30/2021 18H,11542
07/30/2021 17H,10756
07/30/2021 16H,9506
07/30/2021 15H,8583
07/30/2021 14H,7822
07/30/2021 13H,7222
07/30/2021 12H,6862
07/30/2021 11H,6808
07/30/2021 10H,6958
07/30/2021 09H,7498
07/30/2021 08H,8428
07/30/2021 07H,9904
07/30/2021 06H,11681
07/30/2021 05H,15242
07/30/2021 04H,15950
07/30/2021 03H,17683
07/30/2021 02H,18124
07/30/2021 01H,17781
07/30/2021 00H,17542
07/29/2021 23H,16483
07/29/2021 22H,15797
07/29/2021 21H,14594
07/29/2021 20H,13512
07/29/2021 19H,12019
07/29/2021 18H,10862
07/29/2021 17H,9687
07/29/2021 16H,9304
07/29/2021 15H,8557
07/29/2021 14H,8233
07/29/2021 13H,7526
07/29/2021 12H,7124
07/29/2021 11H,6957
07/29/2021 10H,6806
07/29/2021 09H,7239
07/29/2021 08H,7651
07/29/2021 07H,9367
07/29/2021 06H,11206
07/29/2021 05H,14070
07/29/2021 04H,15945
07/29/2021 03H,16815
07/29/2021 02H,17157
07/29/2021 01H,16712
07/29/2021 00H,16485
07/28/2021 23H,15681
07/28/2021 22H,15124
07/28/2021 21H,14036
07/28/2021 20H,13181
07/28/2021 19H,11739
07/28/2021 18H,10650
07/28/2021 17H,10603
07/28/2021 16H,10487
07/28/2021 15H,9403
07/28/2021 14H,9034
07/28/2021 13H,7929
07/28/2021 12H,7638
07/28/2021 11H,7461
07/28/2021 10H,7312
07/28/2021 09H,7463
07/28/2021 08H,8076
07/28/2021 07H,9446
07/28/2021 06H,11094
07/28/2021 05H,14501
07/28/2021 04H,15853
07/28/2021 03H,16407
07/28/2021 02H,16373
07/28/2021 01H,16396
07/28/2021 00H,16349
07/27/2021 23H,15669
07/27/2021 22H,15409
07/27/2021 21H,14608
07/27/2021 20H,13883
07/27/2021 19H,12983
07/27/2021 18H,12447
07/27/2021 17H,11801
07/27/2021 16H,10605
07/27/2021 15H,9731
07/27/2021 14H,9695
07/27/2021 13H,8840
07/27/2021 12H,7817
07/27/2021 11H,7848
07/27/2021 10H,8117
07/27/2021 09H,8513
07/27/2021 08H,9094
07/27/2021 07H,9653
07/27/2021 06H,10950
07/27/2021 05H,13536
07/27/2021 04H,14948
07/27/2021 03H,16333
07/27/2021 02H,17093
07/27/2021 01H,17388
07/27/2021 00H,17401
07/26/2021 23H,16631
07/26/2021 22H,16338
07/26/2021 21H,15269
07/26/2021 20H,14316
07/26/2021 19H,13233
07/26/2021 18H,12658
07/26/2021 17H,12031
07/26/2021 16H,11679
07/26/2021 15H,10867
07/26/2021 14H,9909
07/26/2021 13H,8499
07/26/2021 12H,8050
07/26/2021 11H,7887
07/26/2021 10H,8070
07/26/2021 09H,8392
07/26/2021 08H,8593
07/26/2021 07H,9498
07/26/2021 06H,10881
07/26/2021 05H,12809
07/26/2021 04H,14088
07/26/2021 03H,15108
07/26/2021 02H,15805
07/26/2021 01H,15338
07/26/2021 00H,15245
07/25/2021 23H,14508
07/25/2021 22H,13941
07/25/2021 21H,13532
07/25/2021 20H,12502
07/25/2021 19H,11785
07/25/2021 18H,11095
07/25/2021 17H,10248
07/25/2021 16H,9676
07/25/2021 15H,8797
07/25/2021 14H,8489
07/25/2021 13H,7935
07/25/2021 12H,7783
07/25/2021 11H,7699
07/25/2021 10H,8063
07/25/2021 09H,8272
07/25/2021 08H,8964
07/25/2021 07H,9923
07/25/2021 06H,11213
07/25/2021 05H,14342
07/25/2021 04H,15310
07/25/2021 03H,16207
07/25/2021 02H,17084
07/25/2021 01H,16989
07/25/2021 00H,16588
07/24/2021 23H,15714
07/24/2021 22H,14570
07/24/2021 21H,14250
07/24/2021 20H,13630
07/24/2021 19H,12606
07/24/2021 18H,11932
07/24/2021 17H,11327
07/24/2021 16H,10866
07/24/2021 15H,10307
07/24/2021 14H,9623
07/24/2021 13H,8433
07/24/2021 12H,8180
07/24/2021 11H,8121
07/24/2021 10H,8707
07/24/2021 09H,8916
07/24/2021 08H,9528
07/24/2021 07H,11337
07/24/2021 06H,12665
07/24/2021 05H,15055
07/24/2021 04H,15970
07/24/2021 03H,16733
07/24/2021 02H,16833
07/24/2021 01H,16726
07/24/2021 00H,16503
07/23/2021 23H,15491
07/23/2021 22H,15230
07/23/2021 21H,14674
07/23/2021 20H,14402
07/23/2021 19H,13711
07/23/2021 18H,13298
07/23/2021 17H,12826
07/23/2021 16H,12230
07/23/2021 15H,11785
07/23/2021 14H,11043
07/23/2021 13H,8879
07/23/2021 12H,8190
07/23/2021 11H,8172
07/23/2021 10H,8314
07/23/2021 09H,8879
07/23/2021 08H,8989
07/23/2021 07H,10345
07/23/2021 06H,11854
07/23/2021 05H,14375
07/23/2021 04H,15437
07/23/2021 03H,16314
07/23/2021 02H,16821
07/23/2021 01H,16978
07/23/2021 00H,16785
07/22/2021 23H,16391
07/22/2021 22H,15651
07/22/2021 21H,15182
07/22/2021 20H,14872
07/22/2021 19H,14172
07/22/2021 18H,13819
07/22/2021 17H,13250
07/22/2021 16H,12579
07/22/2021 15H,12490
07/22/2021 14H,11917
07/22/2021 13H,10091
07/22/2021 12H,9202
07/22/2021 11H,8693
07/22/2021 10H,9017
07/22/2021 09H,9263
07/22/2021 08H,9881
07/22/2021 07H,10829
07/22/2021 06H,12157
07/22/2021 05H,14148
07/22/2021 04H,15138
07/22/2021 03H,16124
07/22/2021 02H,16339
07/22/2021 01H,16343
07/22/2021 00H,15931
07/21/2021 23H,15593
07/21/2021 22H,15021
07/21/2021 21H,14536
07/21/2021 20H,13997
07/21/2021 19H,13071
07/21/2021 18H,12675
07/21/2021 17H,12314
07/21/2021 16H,12076
07/21/2021 15H,11674
07/21/2021 14H,11078
07/21/2021 13H,9548
07/21/2021 12H,9022
07/21/2021 11H,8772
07/21/2021 10H,8976
07/21/2021 09H,8995
07/21/2021 08H,9151
07/21/2021 07H,10370
07/21/2021 06H,11700
07/21/2021 05H,13689
07/21/2021 04H,15216
07/21/2021 03H,16376
07/21/2021 02H,16802
07/21/2021 01H,17068
07/21/2021 00H,16663
07/20/2021 23H,16603
07/20/2021 22H,16361
07/20/2021 21H,16010
07/20/2021 20H,15366
07/20/2021 19H,14221
07/20/2021 18H,13407
07/20/2021 17H,12718
07/20/2021 16H,12446
07/20/2021 15H,11827
07/20/2021 14H,11075
07/20/2021 13H,9796
07/20/2021 12H,9295
07/20/2021 11H,9036
07/20/2021 10H,9242
07/20/2021 09H,9416
07/20/2021 08H,9746
07/20/2021 07H,10736
07/20/2021 06H,11829
07/20/2021 05H,14481
07/20/2021 04H,15773
07/20/2021 03H,16962
07/20/2021 02H,17284
07/20/2021 01H,17362
07/20/2021 00H,17318
07/19/2021 23H,17360
07/19/2021 22H,16681
07/19/2021 21H,16343
07/19/2021 20H,15612
07/19/2021 19H,14769
07/19/2021 18H,14079
07/19/2021 17H,13816
07/19/2021 16H,13004
07/19/2021 15H,12236
07/19/2021 14H,11143
07/19/2021 13H,9207
07/19/2021 12H,8861
07/19/2021 11H,8671
07/19/2021 10H,8944
07/19/2021 09H,9417
07/19/2021 08H,10490
07/19/2021 07H,11209
07/19/2021 06H,13290
07/19/2021 05H,15630
07/19/2021 04H,16684
07/19/2021 03H,17868
07/19/2021 02H,18108
07/19/2021 01H,17915
07/19/2021 00H,17717
07/18/2021 23H,16830
07/18/2021 22H,15416
07/18/2021 21H,14452
07/18/2021 20H,13567
07/18/2021 19H,12366
07/18/2021 18H,11834
07/18/2021 17H,10889
07/18/2021 16H,10291
07/18/2021 15H,9382
07/18/2021 14H,8837
07/18/2021 13H,8480
07/18/2021 12H,8307
07/18/2021 11H,8137
07/18/2021 10H,8373
07/18/2021 09H,8616
07/18/2021 08H,10257
07/18/2021 07H,11933
07/18/2021 06H,12897
07/18/2021 05H,15167
07/18/2021 04H,16302
07/18/2021 03H,17669
07/18/2021 02H,18090
07/18/2021 01H,17825
07/18/2021 00H,17977
07/17/2021 23H,17281
07/17/2021 22H,16463
07/17/2021 21H,15713
07/17/2021 20H,15146
07/17/2021 19H,14047
07/17/2021 18H,13449
07/17/2021 17H,12762
07/17/2021 16H,11847
07/17/2021 15H,11198
07/17/2021 14H,10682
07/17/2021 13H,9526
07/17/2021 12H,9104
07/17/2021 11H,8934
07/17/2021 10H,9033
07/17/2021 09H,9492
07/17/2021 08H,10373
07/17/2021 07H,11772
07/17/2021 06H,13113
07/17/2021 05H,15414
07/17/2021 04H,16304
07/17/2021 03H,16687
07/17/2021 02H,16491
07/17/2021 01H,16799
07/17/2021 00H,16695
07/16/2021 23H,16216
07/16/2021 22H,15994
07/16/2021 21H,15339
07/16/2021 20H,15009
07/16/2021 19H,14372
07/16/2021 18H,13712
07/16/2021 17H,12858
07/16/2021 16H,12530
07/16/2021 15H,12392
07/16/2021 14H,11945
07/16/2021 13H,10592
07/16/2021 12H,9817
07/16/2021 11H,9265
07/16/2021 10H,9139
07/16/2021 09H,10179
07/16/2021 08H,10627
07/16/2021 07H,11929
07/16/2021 06H,13437
07/16/2021 05H,16297
07/16/2021 04H,17515
07/16/2021 03H,18254
07/16/2021 02H,18390
07/16/2021 01H,18498
07/16/2021 00H,18188
07/15/2021 23H,17731
07/15/2021 22H,17201
07/15/2021 21H,16276
07/15/2021 20H,15930
07/15/2021 19H,15777
07/15/2021 18H,15422
07/15/2021 17H,14431
07/15/2021 16H,14058
07/15/2021 15H,13391
07/15/2021 14H,12663
07/15/2021 13H,10424
07/15/2021 12H,9619
07/15/2021 11H,9064
07/15/2021 10H,9244
07/15/2021 09H,9921
07/15/2021 08H,10937
07/15/2021 07H,11624
07/15/2021 06H,13146
07/15/2021 05H,16285
07/15/2021 04H,17289
07/15/2021 03H,18178
07/15/2021 02H,18210
07/15/2021 01H,18549
07/15/2021 00H,18686
07/14/2021 23H,18788
07/14/2021 22H,18298
07/14/2021 21H,17677
07/14/2021 20H,16637
07/14/2021 19H,15541
07/14/2021 18H,15183
07/14/2021 17H,14786
07/14/2021 16H,14416
07/14/2021 15H,13574
07/14/2021 14H,12781
07/14/2021 13H,11491
07/14/2021 12H,11082
07/14/2021 11H,10754
07/14/2021 10H,11123
07/14/2021 09H,11565
07/14/2021 08H,12383
07/14/2021 07H,12859
07/14/2021 06H,14717
07/14/2021 05H,17208
07/14/2021 04H,18244
07/14/2021 03H,18764
07/14/2021 02H,18922
07/14/2021 01H,18964
07/14/2021 00H,18827
07/13/2021 23H,18399
07/13/2021 22H,17873
07/13/2021 21H,17368
07/13/2021 20H,16988
07/13/2021 19H,16480
07/13/2021 18H,16210
07/13/2021 17H,15465
07/13/2021 16H,13911
07/13/2021 15H,12936
07/13/2021 14H,12025
07/13/2021 13H,10417
07/13/2021 12H,9937
07/13/2021 11H,9770
07/13/2021 10H,9664
07/13/2021 09H,10350
07/13/2021 08H,10926
07/13/2021 07H,11564
07/13/2021 06H,12844
07/13/2021 05H,14703
07/13/2021 04H,15599
07/13/2021 03H,16532
07/13/2021 02H,17404
07/13/2021 01H,17965
07/13/2021 00H,18156
07/12/2021 23H,17753
07/12/2021 22H,17147
07/12/2021 21H,16494
07/12/2021 20H,15522
07/12/2021 19H,15007
07/12/2021 18H,14438
07/12/2021 17H,14020
07/12/2021 16H,13438
07/12/2021 15H,12797
07/12/2021 14H,11801
07/12/2021 13H,9614
07/12/2021 12H,8848
07/12/2021 11H,8604
07/12/2021 10H,8567
07/12/2021 09H,9202
07/12/2021 08H,9722
07/12/2021 07H,10579
07/12/2021 06H,12070
07/12/2021 05H,14133
07/12/2021 04H,15538
07/12/2021 03H,17219
07/12/2021 02H,17620
07/12/2021 01H,17597
07/12/2021 00H,16870
07/11/2021 23H,16374
07/11/2021 22H,15347
07/11/2021 21H,14956
07/11/2021 20H,14490
07/11/2021 19H,13837
07/11/2021 18H,13237
07/11/2021 17H,11976
07/11/2021 16H,11089
07/11/2021 15H,9568
07/11/2021 14H,8998
07/11/2021 13H,7929
07/11/2021 12H,7993
07/11/2021 11H,7902
07/11/2021 10H,8001
07/11/2021 09H,8008
07/11/2021 08H,8739
07/11/2021 07H,9877
07/11/2021 06H,11289
07/11/2021 05H,13770
07/11/2021 04H,14642
07/11/2021 03H,15765
07/11/2021 02H,15886
07/11/2021 01H,16339
07/11/2021 00H,16324
07/10/2021 23H,16083
07/10/2021 22H,15542
07/10/2021 21H,15146
07/10/2021 20H,14229
07/10/2021 19H,13297
07/10/2021 18H,12741
07/10/2021 17H,12088
07/10/2021 16H,10803
07/10/2021 15H,9478
07/10/2021 14H,9114
07/10/2021 13H,7799
07/10/2021 12H,7654
07/10/2021 11H,7699
07/10/2021 10H,7904
07/10/2021 09H,8839
07/10/2021 08H,10495
07/10/2021 07H,11919
07/10/2021 06H,13516
07/10/2021 05H,16418
07/10/2021 04H,17219
07/10/2021 03H,17964
07/10/2021 02H,18731
07/10/2021 01H,18096
07/10/2021 00H,18223
07/9/2021 23H,17650
07/9/2021 22H,17159
07/9/2021 21H,16656
07/9/2021 20H,16106
07/9/2021 19H,14608
07/9/2021 18H,13612
07/9/2021 17H,13099
07/9/2021 16H,12535
07/9/2021 15H,11859
07/9/2021 14H,11336
07/9/2021 13H,9483
07/9/2021 12H,8985
07/9/2021 11H,9107
07/9/2021 10H,8873
07/9/2021 09H,9247
07/9/2021 08H,9810
07/9/2021 07H,11347
07/9/2021 06H,13031
07/9/2021 05H,15955
07/9/2021 04H,17243
07/9/2021 03H,18210
07/9/2021 02H,18441
07/9/2021 01H,17963
07/9/2021 00H,17952
07/8/2021 23H,17689
07/8/2021 22H,17814
07/8/2021 21H,17433
07/8/2021 20H,17209
07/8/2021 19H,15981
07/8/2021 18H,15131
07/8/2021 17H,14198
07/8/2021 16H,13526
07/8/2021 15H,13203
07/8/2021 14H,12629
07/8/2021 13H,10063
07/8/2021 12H,9639
07/8/2021 11H,9480
07/8/2021 10H,9572
07/8/2021 09H,9566
07/8/2021 08H,10117
07/8/2021 07H,11496
07/8/2021 06H,13342
07/8/2021 05H,15572
07/8/2021 04H,16587
07/8/2021 03H,17354
07/8/2021 02H,17632
07/8/2021 01H,17779
07/8/2021 00H,17175
07/7/2021 23H,16888
07/7/2021 22H,16500
07/7/2021 21H,15742
07/7/2021 20H,14802
07/7/2021 19H,14389
07/7/2021 18H,14055
07/7/2021 17H,13413
07/7/2021 16H,12725
07/7/2021 15H,12224
07/7/2021 14H,11915
07/7/2021 13H,9871
07/7/2021 12H,9364
07/7/2021 11H,9394
07/7/2021 10H,9837
07/7/2021 09H,10962
07/7/2021 08H,11911
07/7/2021 07H,13084
07/7/2021 06H,15726
07/7/2021 05H,16822
07/7/2021 04H,18829
07/7/2021 03H,19741
07/7/2021 02H,20026
07/7/2021 01H,20413
07/7/2021 00H,20332
07/6/2021 23H,18246
07/6/2021 22H,17521
07/6/2021 21H,16807
07/6/2021 20H,15872
07/6/2021 19H,14986
07/6/2021 18H,14406
07/6/2021 17H,13974
07/6/2021 16H,12675
07/6/2021 15H,12647
07/6/2021 14H,12079
07/6/2021 13H,11904
07/6/2021 12H,11019
07/6/2021 11H,10656
07/6/2021 10H,10981
07/6/2021 09H,11072
07/6/2021 08H,11865
07/6/2021 07H,13108
07/6/2021 06H,14342
07/6/2021 05H,15869
07/6/2021 04H,17061
07/6/2021 03H,18512
07/6/2021 02H,18631
07/6/2021 01H,18158
07/6/2021 00H,17620
07/5/2021 23H,17251
07/5/2021 22H,16571
07/5/2021 21H,15935
07/5/2021 20H,15579
07/5/2021 19H,15045
07/5/2021 18H,13947
07/5/2021 17H,13367
07/5/2021 16H,12615
07/5/2021 15H,12745
07/5/2021 14H,12173
07/5/2021 13H,11729
07/5/2021 12H,11440
07/5/2021 11H,11410
07/5/2021 10H,11421
07/5/2021 09H,11759
07/5/2021 08H,12542
07/5/2021 07H,13710
07/5/2021 06H,14851
07/5/2021 05H,16667
07/5/2021 04H,17824
07/5/2021 03H,17967
07/5/2021 02H,18366
07/5/2021 01H,17803
07/5/2021 00H,17703
07/4/2021 23H,17172
07/4/2021 22H,16733
07/4/2021 21H,16243
07/4/2021 20H,15979
07/4/2021 19H,15253
07/4/2021 18H,15042
07/4/2021 17H,13976
07/4/2021 16H,12589
07/4/2021 15H,12133
07/4/2021 14H,11951
07/4/2021 13H,11378
07/4/2021 12H,11648
07/4/2021 11H,11913
07/4/2021 10H,12204
07/4/2021 09H,12628
07/4/2021 08H,12833
07/4/2021 07H,13598
07/4/2021 06H,14321
07/4/2021 05H,16642
07/4/2021 04H,17372
07/4/2021 03H,18497
07/4/2021 02H,18780
07/4/2021 01H,18196
07/4/2021 00H,18211
07/3/2021 23H,17834
07/3/2021 22H,17562
07/3/2021 21H,17504
07/3/2021 20H,17091
07/3/2021 19H,16615
07/3/2021 18H,16079
07/3/2021 17H,15107
07/3/2021 16H,14746
07/3/2021 15H,13888
07/3/2021 14H,13589
07/3/2021 13H,12998
07/3/2021 12H,13070
07/3/2021 11H,13241
07/3/2021 10H,13239
07/3/2021 09H,13349
07/3/2021 08H,13769
07/3/2021 07H,15316
07/3/2021 06H,16294
07/3/2021 05H,17447
07/3/2021 04H,18457
07/3/2021 03H,19407
07/3/2021 02H,19929
07/3/2021 01H,19889
07/3/2021 00H,19712
07/2/2021 23H,19488
07/2/2021 22H,19243
07/2/2021 21H,19034
07/2/2021 20H,18881
07/2/2021 19H,18593
07/2/2021 18H,18166
07/2/2021 17H,17499
07/2/2021 16H,16571
07/2/2021 15H,15900
07/2/2021 14H,15498
07/2/2021 13H,14302
07/2/2021 12H,13522
07/2/2021 11H,13205
07/2/2021 10H,13596
07/2/2021 09H,14096
07/2/2021 08H,14487
07/2/2021 07H,15561
07/2/2021 06H,16582
07/2/2021 05H,17749
07/2/2021 04H,18655
07/2/2021 03H,19177
07/2/2021 02H,19707
07/2/2021 01H,19753
07/2/2021 00H,19407
07/1/2021 23H,19280
07/1/2021 22H,19285
07/1/2021 21H,19112
07/1/2021 20H,19109
07/1/2021 19H,18870
07/1/2021 18H,18068
07/1/2021 17H,17417
07/1/2021 16H,16843
07/1/2021 15H,16288
07/1/2021 14H,15631
07/1/2021 13H,14927
07/1/2021 12H,14002
07/1/2021 11H,14133
07/1/2021 10H,13735
07/1/2021 09H,15005
07/1/2021 08H,15367
07/1/2021 07H,15894
07/1/2021 06H,16936
07/1/2021 05H,17554
07/1/2021 04H,18605
07/1/2021 03H,19705
07/1/2021 02H,19964
07/1/2021 01H,20182
07/1/2021 00H,20112
06/30/2021 23H,20243
06/30/2021 22H,20161
06/30/2021 21H,20065
06/30/2021 20H,19444
06/30/2021 19H,19137
06/30/2021 18H,18822
06/30/2021 17H,18374
06/30/2021 16H,17702
06/30/2021 15H,16780
06/30/2021 14H,15791
06/30/2021 13H,14839
06/30/2021 12H,14273
06/30/2021 11H,14225
06/30/2021 10H,14382
06/30/2021 09H,15255
06/30/2021 08H,15668
06/30/2021 07H,16375
06/30/2021 06H,18384
06/30/2021 05H,19262
06/30/2021 04H,20589
06/30/2021 03H,20756
06/30/2021 02H,20674
06/30/2021 01H,20846
06/30/2021 00H,20840
06/29/2021 23H,20742
06/29/2021 22H,20491
06/29/2021 21H,20587
06/29/2021 20H,20042
06/29/2021 19H,19841
06/29/2021 18H,19393
06/29/2021 17H,18814
06/29/2021 16H,17951
06/29/2021 15H,16633
06/29/2021 14H,16139
06/29/2021 13H,15853
06/29/2021 12H,15363
06/29/2021 11H,15425
06/29/2021 10H,15626
06/29/2021 09H,16151
06/29/2021 08H,16768
06/29/2021 07H,18342
06/29/2021 06H,19701
06/29/2021 05H,19199
06/29/2021 04H,20453
06/29/2021 03H,20791
06/29/2021 02H,20446
06/29/2021 01H,20384
06/29/2021 00H,20495
06/28/2021 23H,19827
06/28/2021 22H,19991
06/28/2021 21H,20030
06/28/2021 20H,19600
06/28/2021 19H,19181
06/28/2021 18H,18712
06/28/2021 17H,17921
06/28/2021 16H,17336
06/28/2021 15H,16856
06/28/2021 14H,15860
06/28/2021 13H,15752
06/28/2021 12H,15516
06/28/2021 11H,15157
06/28/2021 10H,15546
06/28/2021 09H,15929
06/28/2021 08H,16346
06/28/2021 07H,17584
06/28/2021 06H,18707
06/28/2021 05H,19422
06/28/2021 04H,20034
06/28/2021 03H,20283
06/28/2021 02H,20564
06/28/2021 01H,20428
06/28/2021 00H,20480
06/27/2021 23H,19483
06/27/2021 22H,19149
06/27/2021 21H,19023
06/27/2021 20H,18615
06/27/2021 19H,17055
06/27/2021 18H,16528
06/27/2021 17H,16029
06/27/2021 16H,15113
06/27/2021 15H,13967
06/27/2021 14H,14067
06/27/2021 13H,14831
06/27/2021 12H,14871
06/27/2021 11H,14732
06/27/2021 10H,15285
06/27/2021 09H,15877
06/27/2021 08H,16491
06/27/2021 07H,17843
06/27/2021 06H,19096
06/27/2021 05H,19628
06/27/2021 04H,20138
06/27/2021 03H,20373
06/27/2021 02H,20262
06/27/2021 01H,19807
06/27/2021 00H,19879
06/26/2021 23H,19500
06/26/2021 22H,19243
06/26/2021 21H,18962
06/26/2021 20H,18528
06/26/2021 19H,17930
06/26/2021 18H,17522
06/26/2021 17H,16853
06/26/2021 16H,16527
06/26/2021 15H,15683
06/26/2021 14H,15556
06/26/2021 13H,15055
06/26/2021 12H,14852
06/26/2021 11H,15157
06/26/2021 10H,15377
06/26/2021 09H,15858
06/26/2021 08H,16465
06/26/2021 07H,17810
06/26/2021 06H,19252
06/26/2021 05H,19316
06/26/2021 04H,19892
06/26/2021 03H,20472
06/26/2021 02H,20510
06/26/2021 01H,20383
06/26/2021 00H,20156
06/25/2021 23H,19841
06/25/2021 22H,19496
06/25/2021 21H,19228
06/25/2021 20H,18872
06/25/2021 19H,18472
06/25/2021 18H,18093
06/25/2021 17H,17894
06/25/2021 16H,17697
06/25/2021 15H,16916
06/25/2021 14H,16244
06/25/2021 13H,15876
06/25/2021 12H,15323
06/25/2021 11H,15038
06/25/2021 10H,15017
06/25/2021 09H,15321
06/25/2021 08H,15958
06/25/2021 07H,16979
