Net generation from nuclear for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.NUC.H
19:02:21 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.NUC.H megawatthours
08/3/2021 22H,93536
08/3/2021 21H,93561
08/3/2021 20H,93549
08/3/2021 19H,93596
08/3/2021 18H,93588
08/3/2021 17H,93638
08/3/2021 16H,93628
08/3/2021 15H,94121
08/3/2021 14H,94639
08/3/2021 13H,94698
08/3/2021 12H,94724
08/3/2021 11H,94703
08/3/2021 10H,94668
08/3/2021 09H,94548
08/3/2021 08H,94512
08/3/2021 07H,94503
08/3/2021 06H,94551
08/3/2021 05H,94447
08/3/2021 04H,93605
08/3/2021 03H,94384
08/3/2021 02H,94318
08/3/2021 01H,94306
08/3/2021 00H,94221
08/2/2021 23H,94102
08/2/2021 22H,94026
08/2/2021 21H,93966
08/2/2021 20H,93848
08/2/2021 19H,93733
08/2/2021 18H,93712
08/2/2021 17H,93829
08/2/2021 16H,93738
08/2/2021 15H,93698
08/2/2021 14H,93635
08/2/2021 13H,93641
08/2/2021 12H,93635
08/2/2021 11H,93662
08/2/2021 10H,93641
08/2/2021 09H,93582
08/2/2021 08H,93499
08/2/2021 07H,93463
08/2/2021 06H,93431
08/2/2021 05H,93314
08/2/2021 04H,92903
08/2/2021 03H,93088
08/2/2021 02H,93095
08/2/2021 01H,93015
08/2/2021 00H,92907
08/1/2021 23H,92834
08/1/2021 22H,92830
08/1/2021 21H,92831
08/1/2021 20H,92861
08/1/2021 19H,92865
08/1/2021 18H,92853
08/1/2021 17H,92916
08/1/2021 16H,92876
08/1/2021 15H,92983
08/1/2021 14H,92996
08/1/2021 13H,93067
08/1/2021 12H,93041
08/1/2021 11H,93040
08/1/2021 10H,92983
08/1/2021 09H,92875
08/1/2021 08H,92839
08/1/2021 07H,92831
08/1/2021 06H,92856
08/1/2021 05H,92830
08/1/2021 04H,92656
08/1/2021 03H,92755
08/1/2021 02H,92684
08/1/2021 01H,92645
08/1/2021 00H,92496
07/31/2021 23H,92350
07/31/2021 22H,92761
07/31/2021 21H,92745
07/31/2021 20H,92636
07/31/2021 19H,92636
07/31/2021 18H,92645
07/31/2021 17H,92713
07/31/2021 16H,92706
07/31/2021 15H,92651
07/31/2021 14H,92617
07/31/2021 13H,92498
07/31/2021 12H,92482
07/31/2021 11H,92459
07/31/2021 10H,92367
07/31/2021 09H,92349
07/31/2021 08H,92398
07/31/2021 07H,92467
07/31/2021 06H,92629
07/31/2021 05H,92774
07/31/2021 04H,91846
07/31/2021 03H,91947
07/31/2021 02H,92023
07/31/2021 01H,92847
07/31/2021 00H,92718
07/30/2021 23H,92661
07/30/2021 22H,92626
07/30/2021 21H,92570
07/30/2021 20H,92594
07/30/2021 19H,92598
07/30/2021 18H,91620
07/30/2021 17H,92036
07/30/2021 16H,92705
07/30/2021 15H,92696
07/30/2021 14H,92916
07/30/2021 13H,93083
07/30/2021 12H,93101
07/30/2021 11H,93041
07/30/2021 10H,92901
07/30/2021 09H,92860
07/30/2021 08H,92785
07/30/2021 07H,92693
07/30/2021 06H,92733
07/30/2021 05H,92704
07/30/2021 04H,92348
07/30/2021 03H,92591
07/30/2021 02H,92528
07/30/2021 01H,92477
07/30/2021 00H,92420
07/29/2021 23H,92364
07/29/2021 22H,92328
07/29/2021 21H,92259
07/29/2021 20H,92295
07/29/2021 19H,92338
07/29/2021 18H,92401
07/29/2021 17H,92520
07/29/2021 16H,92524
07/29/2021 15H,92610
07/29/2021 14H,92698
07/29/2021 13H,92769
07/29/2021 12H,92733
07/29/2021 11H,92703
07/29/2021 10H,92609
07/29/2021 09H,92536
07/29/2021 08H,92402
07/29/2021 07H,92413
07/29/2021 06H,92386
07/29/2021 05H,92305
07/29/2021 04H,91969
07/29/2021 03H,92289
07/29/2021 02H,92237
07/29/2021 01H,92203
07/29/2021 00H,92178
07/28/2021 23H,92158
07/28/2021 22H,92128
07/28/2021 21H,92146
07/28/2021 20H,92022
07/28/2021 19H,92016
07/28/2021 18H,92051
07/28/2021 17H,92051
07/28/2021 16H,92086
07/28/2021 15H,92170
07/28/2021 14H,92419
07/28/2021 13H,92837
07/28/2021 12H,92896
07/28/2021 11H,92783
07/28/2021 10H,92779
07/28/2021 09H,92741
07/28/2021 08H,92719
07/28/2021 07H,92555
07/28/2021 06H,92543
07/28/2021 05H,92562
07/28/2021 04H,92978
07/28/2021 03H,92725
07/28/2021 02H,92844
07/28/2021 01H,92981
07/28/2021 00H,93261
07/27/2021 23H,93298
07/27/2021 22H,93293
07/27/2021 21H,93297
07/27/2021 20H,93336
07/27/2021 19H,93403
07/27/2021 18H,93432
07/27/2021 17H,93545
07/27/2021 16H,93547
07/27/2021 15H,93452
07/27/2021 14H,93482
07/27/2021 13H,93558
07/27/2021 12H,92672
07/27/2021 11H,93437
07/27/2021 10H,93396
07/27/2021 09H,93320
07/27/2021 08H,93251
07/27/2021 07H,93232
07/27/2021 06H,93191
07/27/2021 05H,93123
07/27/2021 04H,92995
07/27/2021 03H,92960
07/27/2021 02H,92902
07/27/2021 01H,92792
07/27/2021 00H,92763
07/26/2021 23H,92761
07/26/2021 22H,92742
07/26/2021 21H,92750
07/26/2021 20H,92716
07/26/2021 19H,92759
07/26/2021 18H,92787
07/26/2021 17H,92842
07/26/2021 16H,92802
07/26/2021 15H,92852
07/26/2021 14H,92898
07/26/2021 13H,92951
07/26/2021 12H,93029
07/26/2021 11H,93015
07/26/2021 10H,92936
07/26/2021 09H,92744
07/26/2021 08H,92755
07/26/2021 07H,92734
07/26/2021 06H,92835
07/26/2021 05H,93070
07/26/2021 04H,92318
07/26/2021 03H,93034
07/26/2021 02H,92965
07/26/2021 01H,92948
07/26/2021 00H,92953
07/25/2021 23H,92927
07/25/2021 22H,92926
07/25/2021 21H,92970
07/25/2021 20H,92957
07/25/2021 19H,92976
07/25/2021 18H,92930
07/25/2021 17H,92954
07/25/2021 16H,92944
07/25/2021 15H,92978
07/25/2021 14H,92998
07/25/2021 13H,93013
07/25/2021 12H,92954
07/25/2021 11H,92896
07/25/2021 10H,92782
07/25/2021 09H,92713
07/25/2021 08H,92600
07/25/2021 07H,92498
07/25/2021 06H,92495
07/25/2021 05H,92429
07/25/2021 04H,91155
07/25/2021 03H,91353
07/25/2021 02H,91229
07/25/2021 01H,91178
07/25/2021 00H,91112
07/24/2021 23H,91934
07/24/2021 22H,91747
07/24/2021 21H,91633
07/24/2021 20H,91547
07/24/2021 19H,91459
07/24/2021 18H,91371
07/24/2021 17H,91380
07/24/2021 16H,91282
07/24/2021 15H,91239
07/24/2021 14H,91201
07/24/2021 13H,91105
07/24/2021 12H,90971
07/24/2021 11H,90904
07/24/2021 10H,90864
07/24/2021 09H,90836
07/24/2021 08H,90812
07/24/2021 07H,90797
07/24/2021 06H,90793
07/24/2021 05H,90787
07/24/2021 04H,90871
07/24/2021 03H,90869
07/24/2021 02H,90867
07/24/2021 01H,90828
07/24/2021 00H,90796
07/23/2021 23H,90795
07/23/2021 22H,90807
07/23/2021 21H,90825
07/23/2021 20H,90846
07/23/2021 19H,90887
07/23/2021 18H,90908
07/23/2021 17H,90938
07/23/2021 16H,90978
07/23/2021 15H,91046
07/23/2021 14H,91070
07/23/2021 13H,91113
07/23/2021 12H,91076
07/23/2021 11H,91033
07/23/2021 10H,91001
07/23/2021 09H,90794
07/23/2021 08H,90714
07/23/2021 07H,90767
07/23/2021 06H,90728
07/23/2021 05H,90691
07/23/2021 04H,90919
07/23/2021 03H,90756
07/23/2021 02H,90832
07/23/2021 01H,90849
07/23/2021 00H,90817
07/22/2021 23H,90831
07/22/2021 22H,90853
07/22/2021 21H,90891
07/22/2021 20H,91130
07/22/2021 19H,91128
07/22/2021 18H,91158
07/22/2021 17H,91098
07/22/2021 16H,91066
07/22/2021 15H,91151
07/22/2021 14H,91180
07/22/2021 13H,91266
07/22/2021 12H,91275
07/22/2021 11H,91256
07/22/2021 10H,91219
07/22/2021 09H,91060
07/22/2021 08H,91080
07/22/2021 07H,91027
07/22/2021 06H,91080
07/22/2021 05H,91194
07/22/2021 04H,93406
07/22/2021 03H,91266
07/22/2021 02H,91408
07/22/2021 01H,91496
07/22/2021 00H,91600
07/21/2021 23H,91695
07/21/2021 22H,92985
07/21/2021 21H,93138
07/21/2021 20H,93497
07/21/2021 19H,93347
07/21/2021 18H,93123
07/21/2021 17H,93074
07/21/2021 16H,93000
07/21/2021 15H,93083
07/21/2021 14H,93122
07/21/2021 13H,93140
07/21/2021 12H,93212
07/21/2021 11H,93189
07/21/2021 10H,93190
07/21/2021 09H,93230
07/21/2021 08H,93218
07/21/2021 07H,93173
07/21/2021 06H,93132
07/21/2021 05H,93223
07/21/2021 04H,93561
07/21/2021 03H,93392
07/21/2021 02H,93278
07/21/2021 01H,93269
07/21/2021 00H,93322
07/20/2021 23H,93338
07/20/2021 22H,93339
07/20/2021 21H,93338
07/20/2021 20H,93349
07/20/2021 19H,93438
07/20/2021 18H,93412
07/20/2021 17H,93490
07/20/2021 16H,93503
07/20/2021 15H,93539
07/20/2021 14H,93672
07/20/2021 13H,93766
07/20/2021 12H,94034
07/20/2021 11H,94270
07/20/2021 10H,94225
07/20/2021 09H,94060
07/20/2021 08H,94049
07/20/2021 07H,94008
07/20/2021 06H,93982
07/20/2021 05H,94295
07/20/2021 04H,94737
07/20/2021 03H,94668
07/20/2021 02H,94678
07/20/2021 01H,94715
07/20/2021 00H,94684
07/19/2021 23H,94720
07/19/2021 22H,94673
07/19/2021 21H,94640
07/19/2021 20H,94526
07/19/2021 19H,94607
07/19/2021 18H,94674
07/19/2021 17H,94697
07/19/2021 16H,94726
07/19/2021 15H,94756
07/19/2021 14H,94841
07/19/2021 13H,94930
07/19/2021 12H,94927
07/19/2021 11H,94957
07/19/2021 10H,94837
07/19/2021 09H,94906
07/19/2021 08H,94892
07/19/2021 07H,94859
07/19/2021 06H,94873
07/19/2021 05H,94800
07/19/2021 04H,94592
07/19/2021 03H,94516
07/19/2021 02H,94462
07/19/2021 01H,94482
07/19/2021 00H,94322
07/18/2021 23H,94258
07/18/2021 22H,94255
07/18/2021 21H,94228
07/18/2021 20H,94234
07/18/2021 19H,94263
07/18/2021 18H,94335
07/18/2021 17H,94345
07/18/2021 16H,94388
07/18/2021 15H,94467
07/18/2021 14H,94531
07/18/2021 13H,94582
07/18/2021 12H,94575
07/18/2021 11H,94415
07/18/2021 10H,94351
07/18/2021 09H,94279
07/18/2021 08H,94314
07/18/2021 07H,94279
07/18/2021 06H,94255
07/18/2021 05H,94171
07/18/2021 04H,94285
07/18/2021 03H,94333
07/18/2021 02H,94308
07/18/2021 01H,94275
07/18/2021 00H,94215
07/17/2021 23H,94234
07/17/2021 22H,94189
07/17/2021 21H,94158
07/17/2021 20H,94159
07/17/2021 19H,94178
07/17/2021 18H,94220
07/17/2021 17H,94269
07/17/2021 16H,94205
07/17/2021 15H,94137
07/17/2021 14H,94005
07/17/2021 13H,93850
07/17/2021 12H,93877
07/17/2021 11H,93823
07/17/2021 10H,93788
07/17/2021 09H,93782
07/17/2021 08H,93757
07/17/2021 07H,93686
07/17/2021 06H,93671
07/17/2021 05H,93689
07/17/2021 04H,93727
07/17/2021 03H,93738
07/17/2021 02H,93675
07/17/2021 01H,93651
07/17/2021 00H,93636
07/16/2021 23H,93599
07/16/2021 22H,93607
07/16/2021 21H,93622
07/16/2021 20H,93599
07/16/2021 19H,93635
07/16/2021 18H,93652
07/16/2021 17H,93709
07/16/2021 16H,93782
07/16/2021 15H,93839
07/16/2021 14H,93897
07/16/2021 13H,93900
07/16/2021 12H,93916
07/16/2021 11H,93946
07/16/2021 10H,93927
07/16/2021 09H,93862
07/16/2021 08H,93626
07/16/2021 07H,93388
07/16/2021 06H,93348
07/16/2021 05H,93324
07/16/2021 04H,93277
07/16/2021 03H,93330
07/16/2021 02H,93532
07/16/2021 01H,93696
07/16/2021 00H,94396
07/15/2021 23H,94502
07/15/2021 22H,94478
07/15/2021 21H,94477
07/15/2021 20H,94491
07/15/2021 19H,94499
07/15/2021 18H,94579
07/15/2021 17H,94623
07/15/2021 16H,94708
07/15/2021 15H,94767
07/15/2021 14H,94852
07/15/2021 13H,94922
07/15/2021 12H,94967
07/15/2021 11H,94991
07/15/2021 10H,94930
07/15/2021 09H,94896
07/15/2021 08H,94879
07/15/2021 07H,94850
07/15/2021 06H,94744
07/15/2021 05H,94766
07/15/2021 04H,94804
07/15/2021 03H,94709
07/15/2021 02H,94656
07/15/2021 01H,94643
07/15/2021 00H,94608
07/14/2021 23H,94637
07/14/2021 22H,94628
07/14/2021 21H,94653
07/14/2021 20H,94674
07/14/2021 19H,94692
07/14/2021 18H,94742
07/14/2021 17H,94786
07/14/2021 16H,94763
07/14/2021 15H,94883
07/14/2021 14H,94911
07/14/2021 13H,95003
07/14/2021 12H,94989
07/14/2021 11H,95054
07/14/2021 10H,94961
07/14/2021 09H,94882
07/14/2021 08H,94873
07/14/2021 07H,94863
07/14/2021 06H,94813
07/14/2021 05H,94782
07/14/2021 04H,94813
07/14/2021 03H,94749
07/14/2021 02H,94717
07/14/2021 01H,94686
07/14/2021 00H,94680
07/13/2021 23H,94667
07/13/2021 22H,94690
07/13/2021 21H,94709
07/13/2021 20H,94717
07/13/2021 19H,94730
07/13/2021 18H,94790
07/13/2021 17H,94871
07/13/2021 16H,94790
07/13/2021 15H,94969
07/13/2021 14H,94998
07/13/2021 13H,95038
07/13/2021 12H,95060
07/13/2021 11H,95023
07/13/2021 10H,94960
07/13/2021 09H,94953
07/13/2021 08H,94907
07/13/2021 07H,94947
07/13/2021 06H,94967
07/13/2021 05H,94994
07/13/2021 04H,93787
07/13/2021 03H,94722
07/13/2021 02H,94602
07/13/2021 01H,94609
07/13/2021 00H,94569
07/12/2021 23H,94458
07/12/2021 22H,94400
07/12/2021 21H,94383
07/12/2021 20H,94268
07/12/2021 19H,94250
07/12/2021 18H,94204
07/12/2021 17H,94278
07/12/2021 16H,94189
07/12/2021 15H,94220
07/12/2021 14H,94265
07/12/2021 13H,94213
07/12/2021 12H,94255
07/12/2021 11H,94217
07/12/2021 10H,94023
07/12/2021 09H,93953
07/12/2021 08H,93843
07/12/2021 07H,93809
07/12/2021 06H,93838
07/12/2021 05H,93876
07/12/2021 04H,93529
07/12/2021 03H,93551
07/12/2021 02H,93553
07/12/2021 01H,93615
07/12/2021 00H,93622
07/11/2021 23H,93589
07/11/2021 22H,93625
07/11/2021 21H,93582
07/11/2021 20H,93636
07/11/2021 19H,93666
07/11/2021 18H,93681
07/11/2021 17H,93703
07/11/2021 16H,93726
07/11/2021 15H,93765
07/11/2021 14H,93785
07/11/2021 13H,93822
07/11/2021 12H,93822
07/11/2021 11H,93755
07/11/2021 10H,93473
07/11/2021 09H,93230
07/11/2021 08H,93071
07/11/2021 07H,93020
07/11/2021 06H,93050
07/11/2021 05H,93094
07/11/2021 04H,91851
07/11/2021 03H,92973
07/11/2021 02H,92983
07/11/2021 01H,92961
07/11/2021 00H,92867
07/10/2021 23H,92809
07/10/2021 22H,92766
07/10/2021 21H,92767
07/10/2021 20H,92743
07/10/2021 19H,92606
07/10/2021 18H,92444
07/10/2021 17H,92240
07/10/2021 16H,92139
07/10/2021 15H,92074
07/10/2021 14H,91999
07/10/2021 13H,91928
07/10/2021 12H,92023
07/10/2021 11H,92118
07/10/2021 10H,91950
07/10/2021 09H,91778
07/10/2021 08H,91642
07/10/2021 07H,91523
07/10/2021 06H,91293
07/10/2021 05H,91192
07/10/2021 04H,91813
07/10/2021 03H,91399
07/10/2021 02H,91905
07/10/2021 01H,92177
07/10/2021 00H,92157
07/9/2021 23H,92129
07/9/2021 22H,92092
07/9/2021 21H,92016
07/9/2021 20H,91957
07/9/2021 19H,91922
07/9/2021 18H,91899
07/9/2021 17H,91927
07/9/2021 16H,91991
07/9/2021 15H,92066
07/9/2021 14H,92105
07/9/2021 13H,92112
07/9/2021 12H,92160
07/9/2021 11H,92112
07/9/2021 10H,92090
07/9/2021 09H,92063
07/9/2021 08H,92009
07/9/2021 07H,91965
07/9/2021 06H,91938
07/9/2021 05H,91941
07/9/2021 04H,92429
07/9/2021 03H,91666
07/9/2021 02H,91657
07/9/2021 01H,92562
07/9/2021 00H,92551
07/8/2021 23H,92541
07/8/2021 22H,92531
07/8/2021 21H,92540
07/8/2021 20H,92561
07/8/2021 19H,92536
07/8/2021 18H,92593
07/8/2021 17H,92616
07/8/2021 16H,92639
07/8/2021 15H,92688
07/8/2021 14H,92693
07/8/2021 13H,92702
07/8/2021 12H,92688
07/8/2021 11H,92689
07/8/2021 10H,92640
07/8/2021 09H,92564
07/8/2021 08H,92513
07/8/2021 07H,92486
07/8/2021 06H,92529
07/8/2021 05H,92414
07/8/2021 04H,92341
07/8/2021 03H,92365
07/8/2021 02H,92294
07/8/2021 01H,92194
07/8/2021 00H,92108
07/7/2021 23H,92123
07/7/2021 22H,92122
07/7/2021 21H,92137
07/7/2021 20H,92076
07/7/2021 19H,92105
07/7/2021 18H,92094
07/7/2021 17H,92152
07/7/2021 16H,92143
07/7/2021 15H,92188
07/7/2021 14H,92191
07/7/2021 13H,92157
07/7/2021 12H,92217
07/7/2021 11H,92198
07/7/2021 10H,92217
07/7/2021 09H,92177
07/7/2021 08H,92126
07/7/2021 07H,92097
07/7/2021 06H,92052
07/7/2021 05H,92023
07/7/2021 04H,91950
07/7/2021 03H,91884
07/7/2021 02H,91842
07/7/2021 01H,91801
07/7/2021 00H,91754
07/6/2021 23H,91750
07/6/2021 22H,91736
07/6/2021 21H,91779
07/6/2021 20H,91776
07/6/2021 19H,91807
07/6/2021 18H,91870
07/6/2021 17H,91990
07/6/2021 16H,91978
07/6/2021 15H,92039
07/6/2021 14H,92118
07/6/2021 13H,92177
07/6/2021 12H,92194
07/6/2021 11H,92181
07/6/2021 10H,92165
07/6/2021 09H,92037
07/6/2021 08H,92050
07/6/2021 07H,92034
07/6/2021 06H,92005
07/6/2021 05H,91950
07/6/2021 04H,92087
07/6/2021 03H,91892
07/6/2021 02H,91849
07/6/2021 01H,91875
07/6/2021 00H,91815
07/5/2021 23H,91855
07/5/2021 22H,91865
07/5/2021 21H,91887
07/5/2021 20H,91989
07/5/2021 19H,92050
07/5/2021 18H,92040
07/5/2021 17H,92101
07/5/2021 16H,92177
07/5/2021 15H,92249
07/5/2021 14H,92341
07/5/2021 13H,92377
07/5/2021 12H,92378
07/5/2021 11H,92281
07/5/2021 10H,92266
07/5/2021 09H,92252
07/5/2021 08H,92244
07/5/2021 07H,92249
07/5/2021 06H,92163
07/5/2021 05H,92113
07/5/2021 04H,92345
07/5/2021 03H,92182
07/5/2021 02H,92159
07/5/2021 01H,92185
07/5/2021 00H,92198
07/4/2021 23H,92168
07/4/2021 22H,92161
07/4/2021 21H,92066
07/4/2021 20H,92214
07/4/2021 19H,92253
07/4/2021 18H,92308
07/4/2021 17H,92363
07/4/2021 16H,92450
07/4/2021 15H,92504
07/4/2021 14H,92565
07/4/2021 13H,92610
07/4/2021 12H,92669
07/4/2021 11H,92634
07/4/2021 10H,92506
07/4/2021 09H,92489
07/4/2021 08H,92451
07/4/2021 07H,92328
07/4/2021 06H,92401
07/4/2021 05H,92456
07/4/2021 04H,92460
07/4/2021 03H,92424
07/4/2021 02H,92428
07/4/2021 01H,92450
07/4/2021 00H,92432
07/3/2021 23H,92423
07/3/2021 22H,92441
07/3/2021 21H,92413
07/3/2021 20H,92467
07/3/2021 19H,92511
07/3/2021 18H,92552
07/3/2021 17H,92612
07/3/2021 16H,92644
07/3/2021 15H,92654
07/3/2021 14H,92703
07/3/2021 13H,92701
07/3/2021 12H,92726
07/3/2021 11H,92665
07/3/2021 10H,92572
07/3/2021 09H,92641
07/3/2021 08H,92706
07/3/2021 07H,92823
07/3/2021 06H,92949
07/3/2021 05H,92901
07/3/2021 04H,92429
07/3/2021 03H,92910
07/3/2021 02H,92934
07/3/2021 01H,92879
07/3/2021 00H,92833
07/2/2021 23H,92775
07/2/2021 22H,92777
07/2/2021 21H,92690
07/2/2021 20H,92616
07/2/2021 19H,92631
07/2/2021 18H,92818
07/2/2021 17H,93003
07/2/2021 16H,93091
07/2/2021 15H,93076
07/2/2021 14H,92932
07/2/2021 13H,92976
07/2/2021 12H,92947
07/2/2021 11H,92965
07/2/2021 10H,92951
07/2/2021 09H,92901
07/2/2021 08H,92829
07/2/2021 07H,92806
07/2/2021 06H,92718
07/2/2021 05H,92679
07/2/2021 04H,91739
07/2/2021 03H,92503
07/2/2021 02H,92459
07/2/2021 01H,92438
07/2/2021 00H,92364
07/1/2021 23H,92293
07/1/2021 22H,92271
07/1/2021 21H,92269
07/1/2021 20H,92190
07/1/2021 19H,92147
07/1/2021 18H,92166
07/1/2021 17H,92143
07/1/2021 16H,92102
07/1/2021 15H,92022
07/1/2021 14H,92006
07/1/2021 13H,91990
07/1/2021 12H,91908
07/1/2021 11H,91944
07/1/2021 10H,92086
07/1/2021 09H,91920
07/1/2021 08H,91850
07/1/2021 07H,91810
07/1/2021 06H,92064
07/1/2021 05H,92077
07/1/2021 04H,91886
07/1/2021 03H,91963
07/1/2021 02H,91948
07/1/2021 01H,91908
07/1/2021 00H,91891
06/30/2021 23H,91892
06/30/2021 22H,91942
06/30/2021 21H,92019
06/30/2021 20H,92185
06/30/2021 19H,92367
06/30/2021 18H,92409
06/30/2021 17H,92409
06/30/2021 16H,92449
06/30/2021 15H,92503
06/30/2021 14H,92568
06/30/2021 13H,92607
06/30/2021 12H,92662
06/30/2021 11H,92578
06/30/2021 10H,92511
06/30/2021 09H,92485
06/30/2021 08H,92436
06/30/2021 07H,92381
06/30/2021 06H,92275
06/30/2021 05H,92209
06/30/2021 04H,92357
06/30/2021 03H,92441
06/30/2021 02H,92414
06/30/2021 01H,92381
06/30/2021 00H,92357
06/29/2021 23H,92305
06/29/2021 22H,92343
06/29/2021 21H,92280
06/29/2021 20H,92289
06/29/2021 19H,92293
06/29/2021 18H,92362
06/29/2021 17H,92425
06/29/2021 16H,92436
06/29/2021 15H,92522
06/29/2021 14H,92568
06/29/2021 13H,92638
06/29/2021 12H,92690
06/29/2021 11H,92545
06/29/2021 10H,92530
06/29/2021 09H,92475
06/29/2021 08H,92436
06/29/2021 07H,92414
06/29/2021 06H,92416
06/29/2021 05H,92373
06/29/2021 04H,92541
06/29/2021 03H,92398
06/29/2021 02H,92304
06/29/2021 01H,92377
06/29/2021 00H,92413
06/28/2021 23H,92398
06/28/2021 22H,92426
06/28/2021 21H,92437
06/28/2021 20H,92476
06/28/2021 19H,92465
06/28/2021 18H,92501
06/28/2021 17H,92512
06/28/2021 16H,92615
06/28/2021 15H,92658
06/28/2021 14H,92742
06/28/2021 13H,92799
06/28/2021 12H,92871
06/28/2021 11H,92879
06/28/2021 10H,92823
06/28/2021 09H,92660
06/28/2021 08H,92610
06/28/2021 07H,92584
06/28/2021 06H,92587
06/28/2021 05H,92616
06/28/2021 04H,92810
06/28/2021 03H,92527
06/28/2021 02H,92337
06/28/2021 01H,92296
06/28/2021 00H,92270
06/27/2021 23H,92229
06/27/2021 22H,92068
06/27/2021 21H,92064
06/27/2021 20H,91882
06/27/2021 19H,91844
06/27/2021 18H,91778
06/27/2021 17H,91754
06/27/2021 16H,91814
06/27/2021 15H,91720
06/27/2021 14H,91643
06/27/2021 13H,91595
06/27/2021 12H,91628
06/27/2021 11H,91555
06/27/2021 10H,91366
06/27/2021 09H,91294
06/27/2021 08H,91195
06/27/2021 07H,91257
06/27/2021 06H,91238
06/27/2021 05H,91423
06/27/2021 04H,91930
06/27/2021 03H,91372
06/27/2021 02H,91481
06/27/2021 01H,91588
06/27/2021 00H,91608
06/26/2021 23H,91734
06/26/2021 22H,91769
06/26/2021 21H,91781
06/26/2021 20H,91759
06/26/2021 19H,91953
06/26/2021 18H,91984
06/26/2021 17H,92049
06/26/2021 16H,92048
06/26/2021 15H,92101
06/26/2021 14H,92130
06/26/2021 13H,92120
06/26/2021 12H,92198
06/26/2021 11H,92244
06/26/2021 10H,92250
06/26/2021 09H,91939
06/26/2021 08H,91895
06/26/2021 07H,91786
06/26/2021 06H,91754
06/26/2021 05H,91841
06/26/2021 04H,92486
06/26/2021 03H,91964
06/26/2021 02H,92301
06/26/2021 01H,92504
06/26/2021 00H,92524
06/25/2021 23H,92480
06/25/2021 22H,92543
06/25/2021 21H,92630
06/25/2021 20H,92729
06/25/2021 19H,92638
06/25/2021 18H,92701
06/25/2021 17H,92766
06/25/2021 16H,92781
06/25/2021 15H,92852
06/25/2021 14H,92971
06/25/2021 13H,93047
06/25/2021 12H,93046
06/25/2021 11H,93029
06/25/2021 10H,92951
06/25/2021 09H,92889
06/25/2021 08H,92812
06/25/2021 07H,92803
06/25/2021 06H,92808
06/25/2021 05H,92833
06/25/2021 04H,92837
06/25/2021 03H,92701
06/25/2021 02H,92694
06/25/2021 01H,92713
06/25/2021 00H,92707
06/24/2021 23H,92687
06/24/2021 22H,92715
06/24/2021 21H,92735
06/24/2021 20H,92737
06/24/2021 19H,92782
06/24/2021 18H,92844
06/24/2021 17H,92921
06/24/2021 16H,92934
06/24/2021 15H,92988
06/24/2021 14H,93026
06/24/2021 13H,93057
06/24/2021 12H,93129
06/24/2021 11H,93168
06/24/2021 10H,93067
06/24/2021 09H,92924
06/24/2021 08H,92850
06/24/2021 07H,92914
06/24/2021 06H,92954
06/24/2021 05H,92895
06/24/2021 04H,92911
06/24/2021 03H,92824
06/24/2021 02H,92820
06/24/2021 01H,92853
06/24/2021 00H,92839
06/23/2021 23H,92877
06/23/2021 22H,92916
06/23/2021 21H,92964
06/23/2021 20H,92972
06/23/2021 19H,92957
06/23/2021 18H,93050
06/23/2021 17H,93107
06/23/2021 16H,93108
06/23/2021 15H,93213
06/23/2021 14H,93205
06/23/2021 13H,93269
06/23/2021 12H,93250
06/23/2021 11H,93307
06/23/2021 10H,93297
06/23/2021 09H,93141
06/23/2021 08H,93082
06/23/2021 07H,93039
06/23/2021 06H,93124
06/23/2021 05H,93097
06/23/2021 04H,92722
06/23/2021 03H,95034
06/23/2021 02H,95375
06/23/2021 01H,95354
06/23/2021 00H,95302
06/22/2021 23H,95243
06/22/2021 22H,95244
06/22/2021 21H,95242
06/22/2021 20H,95125
06/22/2021 19H,95085
06/22/2021 18H,94968
06/22/2021 17H,94905
06/22/2021 16H,94786
06/22/2021 15H,94768
06/22/2021 14H,94675
06/22/2021 13H,94521
06/22/2021 12H,94358
06/22/2021 11H,94370
06/22/2021 10H,94323
06/22/2021 09H,94202
06/22/2021 08H,94178
06/22/2021 07H,94210
06/22/2021 06H,94078
06/22/2021 05H,94067
06/22/2021 04H,95061
06/22/2021 03H,94064
06/22/2021 02H,94026
06/22/2021 01H,93971
06/22/2021 00H,93918
06/21/2021 23H,93820
06/21/2021 22H,93794
06/21/2021 21H,93784
06/21/2021 20H,93662
06/21/2021 19H,93674
06/21/2021 18H,93658
06/21/2021 17H,93704
06/21/2021 16H,93748
06/21/2021 15H,93798
06/21/2021 14H,93882
06/21/2021 13H,93884
06/21/2021 12H,93964
06/21/2021 11H,93914
06/21/2021 10H,93792
06/21/2021 09H,93635
06/21/2021 08H,93670
06/21/2021 07H,93650
06/21/2021 06H,93618
06/21/2021 05H,94899
06/21/2021 04H,94479
06/21/2021 03H,94707
06/21/2021 02H,94908
06/21/2021 01H,94902
06/21/2021 00H,94868
06/20/2021 23H,94906
06/20/2021 22H,94883
06/20/2021 21H,94963
06/20/2021 20H,94953
06/20/2021 19H,94983
06/20/2021 18H,94985
06/20/2021 17H,95055
06/20/2021 16H,95085
06/20/2021 15H,95087
06/20/2021 14H,95168
