Net generation from nuclear for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.NUC.H
19:02:21 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.NUC.H megawatthours
12/16/2019 22H,99099
12/16/2019 21H,98924
12/16/2019 20H,98825
12/16/2019 19H,98779
12/16/2019 18H,98770
12/16/2019 17H,98841
12/16/2019 16H,98859
12/16/2019 15H,98880
12/16/2019 14H,98871
12/16/2019 13H,98895
12/16/2019 12H,98923
12/16/2019 11H,98870
12/16/2019 10H,98799
12/16/2019 09H,98702
12/16/2019 08H,98768
12/16/2019 07H,98751
12/16/2019 06H,98852
12/16/2019 05H,97945
12/16/2019 04H,98732
12/16/2019 03H,98716
12/16/2019 02H,98669
12/16/2019 01H,98617
12/16/2019 00H,98567
12/15/2019 23H,98501
12/15/2019 22H,98453
12/15/2019 21H,98358
12/15/2019 20H,98255
12/15/2019 19H,98493
12/15/2019 18H,98599
12/15/2019 17H,98700
12/15/2019 16H,98626
12/15/2019 15H,98679
12/15/2019 14H,98692
12/15/2019 13H,98736
12/15/2019 12H,98719
12/15/2019 11H,98709
12/15/2019 10H,98410
12/15/2019 09H,98249
12/15/2019 08H,97902
12/15/2019 07H,97811
12/15/2019 06H,97697
12/15/2019 05H,98233
12/15/2019 04H,97541
12/15/2019 03H,97843
12/15/2019 02H,98112
12/15/2019 01H,98040
12/15/2019 00H,97980
12/14/2019 23H,97893
12/14/2019 22H,97838
12/14/2019 21H,97736
12/14/2019 20H,97639
12/14/2019 19H,97683
12/14/2019 18H,97892
12/14/2019 17H,97906
12/14/2019 16H,97994
12/14/2019 15H,97967
12/14/2019 14H,98196
12/14/2019 13H,98407
12/14/2019 12H,98466
12/14/2019 11H,98356
12/14/2019 10H,97941
12/14/2019 09H,97843
12/14/2019 08H,97816
12/14/2019 07H,97767
12/14/2019 06H,98041
12/14/2019 05H,98397
12/14/2019 04H,98174
12/14/2019 03H,98202
12/14/2019 02H,98274
12/14/2019 01H,98255
12/14/2019 00H,98254
12/13/2019 23H,98258
12/13/2019 22H,98252
12/13/2019 21H,98220
12/13/2019 20H,98252
12/13/2019 19H,98250
12/13/2019 18H,98282
12/13/2019 17H,98282
12/13/2019 16H,98287
12/13/2019 15H,98315
12/13/2019 14H,98263
12/13/2019 13H,98325
12/13/2019 12H,98347
12/13/2019 11H,98356
12/13/2019 10H,98332
12/13/2019 09H,98271
12/13/2019 08H,98296
12/13/2019 07H,98324
12/13/2019 06H,98266
12/13/2019 05H,97600
12/13/2019 04H,98179
12/13/2019 03H,98158
12/13/2019 02H,98041
12/13/2019 01H,98033
12/13/2019 00H,97938
12/12/2019 23H,97839
12/12/2019 22H,97735
12/12/2019 21H,97647
12/12/2019 20H,97630
12/12/2019 19H,97478
12/12/2019 18H,97350
12/12/2019 17H,97304
12/12/2019 16H,97287
12/12/2019 15H,97373
12/12/2019 14H,97400
12/12/2019 13H,97426
12/12/2019 12H,97432
12/12/2019 11H,97337
12/12/2019 10H,97751
12/12/2019 09H,98265
12/12/2019 08H,98333
12/12/2019 07H,98390
12/12/2019 06H,98345
12/12/2019 05H,98146
12/12/2019 04H,98288
12/12/2019 03H,98273
12/12/2019 02H,98180
12/12/2019 01H,98222
12/12/2019 00H,98185
12/11/2019 23H,98250
12/11/2019 22H,98316
12/11/2019 21H,98287
12/11/2019 20H,98245
12/11/2019 19H,98228
12/11/2019 18H,98235
12/11/2019 17H,98107
12/11/2019 16H,97905
12/11/2019 15H,97871
12/11/2019 14H,97710
12/11/2019 13H,97614
12/11/2019 12H,97497
12/11/2019 11H,97434
12/11/2019 10H,97282
12/11/2019 09H,97250
12/11/2019 08H,97043
12/11/2019 07H,97072
12/11/2019 06H,97126
12/11/2019 05H,96925
12/11/2019 04H,97230
12/11/2019 03H,97208
12/11/2019 02H,97316
12/11/2019 01H,97559
12/11/2019 00H,97478
12/10/2019 23H,97470
12/10/2019 22H,97429
12/10/2019 21H,97309
12/10/2019 20H,97258
12/10/2019 19H,97147
12/10/2019 18H,97148
12/10/2019 17H,97102
12/10/2019 16H,97046
12/10/2019 15H,96980
12/10/2019 14H,96930
12/10/2019 13H,96817
12/10/2019 12H,96740
12/10/2019 11H,96647
12/10/2019 10H,96398
12/10/2019 09H,96161
12/10/2019 08H,96039
12/10/2019 07H,96038
12/10/2019 06H,96208
12/10/2019 05H,97371
12/10/2019 04H,96667
12/10/2019 03H,96682
12/10/2019 02H,96665
12/10/2019 01H,96689
12/10/2019 00H,96681
12/9/2019 23H,96683
12/9/2019 22H,96618
12/9/2019 21H,96588
12/9/2019 20H,96626
12/9/2019 19H,96728
12/9/2019 18H,96775
12/9/2019 17H,96933
12/9/2019 16H,97042
12/9/2019 15H,97085
12/9/2019 14H,97137
12/9/2019 13H,97148
12/9/2019 12H,97218
12/9/2019 11H,97289
12/9/2019 10H,97474
12/9/2019 09H,97745
12/9/2019 08H,97815
12/9/2019 07H,98033
12/9/2019 06H,98315
12/9/2019 05H,97677
12/9/2019 04H,98086
12/9/2019 03H,98153
12/9/2019 02H,98345
12/9/2019 01H,98322
12/9/2019 00H,98329
12/8/2019 23H,98340
12/8/2019 22H,98357
12/8/2019 21H,98332
12/8/2019 20H,98360
12/8/2019 19H,98364
12/8/2019 18H,98378
12/8/2019 17H,98400
12/8/2019 16H,98434
12/8/2019 15H,98435
12/8/2019 14H,98474
12/8/2019 13H,98487
12/8/2019 12H,98467
12/8/2019 11H,98419
12/8/2019 10H,98410
12/8/2019 09H,98174
12/8/2019 08H,97991
12/8/2019 07H,97813
12/8/2019 06H,97833
12/8/2019 05H,97889
12/8/2019 04H,97784
12/8/2019 03H,98037
12/8/2019 02H,98205
12/8/2019 01H,98265
12/8/2019 00H,98158
12/7/2019 23H,98103
12/7/2019 22H,98092
12/7/2019 21H,97914
12/7/2019 20H,97855
12/7/2019 19H,97820
12/7/2019 18H,97664
12/7/2019 17H,97551
12/7/2019 16H,97534
12/7/2019 15H,97499
12/7/2019 14H,97413
12/7/2019 13H,97299
12/7/2019 12H,97318
12/7/2019 11H,97241
12/7/2019 10H,97204
12/7/2019 09H,97165
12/7/2019 08H,97109
12/7/2019 07H,97099
12/7/2019 06H,97011
12/7/2019 05H,97397
12/7/2019 04H,97544
12/7/2019 03H,97753
12/7/2019 02H,98159
12/7/2019 01H,98156
12/7/2019 00H,98168
12/6/2019 23H,98255
12/6/2019 22H,98230
12/6/2019 21H,98226
12/6/2019 20H,98164
12/6/2019 19H,98151
12/6/2019 18H,98159
12/6/2019 17H,98225
12/6/2019 16H,98234
12/6/2019 15H,98224
12/6/2019 14H,98330
12/6/2019 13H,98348
12/6/2019 12H,98316
12/6/2019 11H,98292
12/6/2019 10H,98328
12/6/2019 09H,98282
12/6/2019 08H,98294
12/6/2019 07H,98294
12/6/2019 06H,98301
12/6/2019 05H,98231
12/6/2019 04H,98269
12/6/2019 03H,98294
12/6/2019 02H,98239
12/6/2019 01H,98247
12/6/2019 00H,98267
12/5/2019 23H,98262
12/5/2019 22H,98277
12/5/2019 21H,98273
12/5/2019 20H,98235
12/5/2019 19H,98250
12/5/2019 18H,98273
12/5/2019 17H,98292
12/5/2019 16H,98292
12/5/2019 15H,98365
12/5/2019 14H,98328
12/5/2019 13H,98366
12/5/2019 12H,98404
12/5/2019 11H,98400
12/5/2019 10H,98205
12/5/2019 09H,98166
12/5/2019 08H,98133
12/5/2019 07H,102085
12/5/2019 06H,102150
12/5/2019 05H,102056
12/5/2019 04H,102056
12/5/2019 03H,102126
12/5/2019 02H,102177
12/5/2019 01H,102160
12/5/2019 00H,102142
12/4/2019 23H,102162
12/4/2019 22H,102177
12/4/2019 21H,102140
12/4/2019 20H,102101
12/4/2019 19H,102110
12/4/2019 18H,102113
12/4/2019 17H,102074
12/4/2019 16H,102116
12/4/2019 15H,102138
12/4/2019 14H,102267
12/4/2019 13H,102271
12/4/2019 12H,102227
12/4/2019 11H,102013
12/4/2019 10H,101747
12/4/2019 09H,101571
12/4/2019 08H,101405
12/4/2019 07H,101365
12/4/2019 06H,101424
12/4/2019 05H,101539
12/4/2019 04H,101404
12/4/2019 03H,101368
12/4/2019 02H,101533
12/4/2019 01H,101434
12/4/2019 00H,101937
12/3/2019 23H,101400
12/3/2019 22H,101386
12/3/2019 21H,101384
12/3/2019 20H,101364
12/3/2019 19H,101406
12/3/2019 18H,101447
12/3/2019 17H,101452
12/3/2019 16H,101489
12/3/2019 15H,101531
12/3/2019 14H,101510
12/3/2019 13H,101525
12/3/2019 12H,101512
12/3/2019 11H,101537
12/3/2019 10H,101390
12/3/2019 09H,101320
12/3/2019 08H,101251
12/3/2019 07H,101231
12/3/2019 06H,101371
12/3/2019 05H,101259
12/3/2019 04H,101288
12/3/2019 03H,101304
12/3/2019 02H,101359
12/3/2019 01H,101323
12/3/2019 00H,101359
12/2/2019 23H,101377
12/2/2019 22H,101392
12/2/2019 21H,101335
12/2/2019 20H,101321
12/2/2019 19H,101327
12/2/2019 18H,101324
12/2/2019 17H,101337
12/2/2019 16H,101283
12/2/2019 15H,101288
12/2/2019 14H,101287
12/2/2019 13H,101295
12/2/2019 12H,101281
12/2/2019 11H,101367
12/2/2019 10H,101208
12/2/2019 09H,101270
12/2/2019 08H,101247
12/2/2019 07H,101204
12/2/2019 06H,101178
12/2/2019 05H,100815
12/2/2019 04H,101161
12/2/2019 03H,101122
12/2/2019 02H,101035
12/2/2019 01H,101098
12/2/2019 00H,101107
12/1/2019 23H,101119
12/1/2019 22H,101067
12/1/2019 21H,101028
12/1/2019 20H,100998
12/1/2019 19H,100990
12/1/2019 18H,100983
12/1/2019 17H,101041
12/1/2019 16H,101100
12/1/2019 15H,101108
12/1/2019 14H,101104
12/1/2019 13H,101088
12/1/2019 12H,101091
12/1/2019 11H,101120
12/1/2019 10H,101115
12/1/2019 09H,101098
12/1/2019 08H,101021
12/1/2019 07H,100982
12/1/2019 06H,100896
12/1/2019 05H,100447
12/1/2019 04H,100769
12/1/2019 03H,100696
12/1/2019 02H,100588
12/1/2019 01H,100511
12/1/2019 00H,100386
11/30/2019 23H,100275
11/30/2019 22H,100196
11/30/2019 21H,100089
11/30/2019 20H,99899
11/30/2019 19H,99720
11/30/2019 18H,99608
11/30/2019 17H,99513
11/30/2019 16H,99600
11/30/2019 15H,99592
11/30/2019 14H,99634
11/30/2019 13H,99910
11/30/2019 12H,99923
11/30/2019 11H,99920
11/30/2019 10H,99799
11/30/2019 09H,99677
11/30/2019 08H,99633
11/30/2019 07H,99565
11/30/2019 06H,99628
11/30/2019 05H,98512
11/30/2019 04H,98685
11/30/2019 03H,98628
11/30/2019 02H,99368
11/30/2019 01H,99349
11/30/2019 00H,99284
11/29/2019 23H,99334
11/29/2019 22H,99271
11/29/2019 21H,99148
11/29/2019 20H,99406
11/29/2019 19H,99404
11/29/2019 18H,99407
11/29/2019 17H,99434
11/29/2019 16H,99400
11/29/2019 15H,99341
11/29/2019 14H,99351
11/29/2019 13H,99346
11/29/2019 12H,99418
11/29/2019 11H,99293
11/29/2019 10H,99292
11/29/2019 09H,99250
11/29/2019 08H,99183
11/29/2019 07H,99147
11/29/2019 06H,99089
11/29/2019 05H,98953
11/29/2019 04H,98954
11/29/2019 03H,98944
11/29/2019 02H,98929
11/29/2019 01H,98863
11/29/2019 00H,98823
11/28/2019 23H,98781
11/28/2019 22H,98822
11/28/2019 21H,98764
11/28/2019 20H,98973
11/28/2019 19H,98981
11/28/2019 18H,98992
11/28/2019 17H,99004
11/28/2019 16H,98981
11/28/2019 15H,98978
11/28/2019 14H,99016
11/28/2019 13H,99010
11/28/2019 12H,98990
11/28/2019 11H,98937
11/28/2019 10H,98912
11/28/2019 09H,98866
11/28/2019 08H,98842
11/28/2019 07H,98821
11/28/2019 06H,98787
11/28/2019 05H,98689
11/28/2019 04H,98591
11/28/2019 03H,98515
11/28/2019 02H,98308
11/28/2019 01H,98197
11/28/2019 00H,98538
11/27/2019 23H,98879
11/27/2019 22H,98917
11/27/2019 21H,98570
11/27/2019 20H,98626
11/27/2019 19H,98832
11/27/2019 18H,98949
11/27/2019 17H,98969
11/27/2019 16H,98922
11/27/2019 15H,98780
11/27/2019 14H,98800
11/27/2019 13H,98820
11/27/2019 12H,98850
11/27/2019 11H,98829
11/27/2019 10H,98765
11/27/2019 09H,98709
11/27/2019 08H,98679
11/27/2019 07H,98496
11/27/2019 06H,98403
11/27/2019 05H,98390
11/27/2019 04H,98380
11/27/2019 03H,98400
11/27/2019 02H,98441
11/27/2019 01H,98457
11/27/2019 00H,98467
11/26/2019 23H,98486
11/26/2019 22H,98468
11/26/2019 21H,98432
11/26/2019 20H,98415
11/26/2019 19H,98472
11/26/2019 18H,98501
11/26/2019 17H,98575
11/26/2019 16H,98461
11/26/2019 15H,98394
11/26/2019 14H,98323
11/26/2019 13H,98344
11/26/2019 12H,98270
11/26/2019 11H,98250
11/26/2019 10H,97931
11/26/2019 09H,97811
11/26/2019 08H,98006
11/26/2019 07H,97986
11/26/2019 06H,98049
11/26/2019 05H,97917
11/26/2019 04H,98012
11/26/2019 03H,98054
11/26/2019 02H,98066
11/26/2019 01H,98077
11/26/2019 00H,98070
11/25/2019 23H,98067
11/25/2019 22H,98055
11/25/2019 21H,97994
11/25/2019 20H,97989
11/25/2019 19H,97999
11/25/2019 18H,98054
11/25/2019 17H,98014
11/25/2019 16H,98082
11/25/2019 15H,98118
11/25/2019 14H,98086
11/25/2019 13H,98098
11/25/2019 12H,98080
11/25/2019 11H,98081
11/25/2019 10H,97784
11/25/2019 09H,97628
11/25/2019 08H,97463
11/25/2019 07H,97448
11/25/2019 06H,97383
11/25/2019 05H,97051
11/25/2019 04H,97258
11/25/2019 03H,97307
11/25/2019 02H,97404
11/25/2019 01H,97362
11/25/2019 00H,97273
11/24/2019 23H,97241
11/24/2019 22H,97164
11/24/2019 21H,97151
11/24/2019 20H,97112
11/24/2019 19H,97048
11/24/2019 18H,97010
11/24/2019 17H,97104
11/24/2019 16H,97293
11/24/2019 15H,97404
11/24/2019 14H,97444
11/24/2019 13H,97423
11/24/2019 12H,97422
11/24/2019 11H,97422
11/24/2019 10H,97252
11/24/2019 09H,97232
11/24/2019 08H,97204
11/24/2019 07H,97132
11/24/2019 06H,97161
11/24/2019 05H,96245
11/24/2019 04H,96274
11/24/2019 03H,96260
11/24/2019 02H,97077
11/24/2019 01H,96980
11/24/2019 00H,96907
11/23/2019 23H,96897
11/23/2019 22H,97156
11/23/2019 21H,97061
11/23/2019 20H,96985
11/23/2019 19H,96903
11/23/2019 18H,96830
11/23/2019 17H,96750
11/23/2019 16H,96626
11/23/2019 15H,96600
11/23/2019 14H,96548
11/23/2019 13H,96476
11/23/2019 12H,96214
11/23/2019 11H,96143
11/23/2019 10H,95903
11/23/2019 09H,95841
11/23/2019 08H,95875
11/23/2019 07H,95903
11/23/2019 06H,95949
11/23/2019 05H,95675
11/23/2019 04H,96572
11/23/2019 03H,96658
11/23/2019 02H,96615
11/23/2019 01H,96563
11/23/2019 00H,96507
11/22/2019 23H,96468
11/22/2019 22H,96422
11/22/2019 21H,96294
11/22/2019 20H,96115
11/22/2019 19H,96094
11/22/2019 18H,96079
11/22/2019 17H,95950
11/22/2019 16H,95847
11/22/2019 15H,95705
11/22/2019 14H,95565
11/22/2019 13H,95327
11/22/2019 12H,95041
11/22/2019 11H,94674
11/22/2019 10H,94655
11/22/2019 09H,94576
11/22/2019 08H,94559
11/22/2019 07H,94626
11/22/2019 06H,94593
11/22/2019 05H,93524
11/22/2019 04H,94125
11/22/2019 03H,94051
11/22/2019 02H,93959
11/22/2019 01H,93895
11/22/2019 00H,93713
11/21/2019 23H,93621
11/21/2019 22H,93490
11/21/2019 21H,93437
11/21/2019 20H,93323
11/21/2019 19H,93039
11/21/2019 18H,92922
11/21/2019 17H,92847
11/21/2019 16H,92844
11/21/2019 15H,92961
11/21/2019 14H,92943
11/21/2019 13H,92888
11/21/2019 12H,92813
11/21/2019 11H,92567
11/21/2019 10H,92212
11/21/2019 09H,91993
11/21/2019 08H,91980
11/21/2019 07H,92143
11/21/2019 06H,92214
11/21/2019 05H,91751
11/21/2019 04H,92057
11/21/2019 03H,91926
11/21/2019 02H,92056
11/21/2019 01H,91907
11/21/2019 00H,91888
11/20/2019 23H,91836
11/20/2019 22H,91798
11/20/2019 21H,91625
11/20/2019 20H,91525
11/20/2019 19H,91343
11/20/2019 18H,91292
11/20/2019 17H,91285
11/20/2019 16H,91303
11/20/2019 15H,91278
11/20/2019 14H,91257
11/20/2019 13H,91166
11/20/2019 12H,91178
11/20/2019 11H,91062
11/20/2019 10H,91015
11/20/2019 09H,90832
11/20/2019 08H,90700
11/20/2019 07H,90700
11/20/2019 06H,90636
11/20/2019 05H,90171
11/20/2019 04H,90355
11/20/2019 03H,90343
11/20/2019 02H,90291
11/20/2019 01H,90280
11/20/2019 00H,90220
11/19/2019 23H,90235
11/19/2019 22H,90209
11/19/2019 21H,90181
11/19/2019 20H,90113
11/19/2019 19H,89945
11/19/2019 18H,89797
11/19/2019 17H,89739
11/19/2019 16H,89696
11/19/2019 15H,89681
11/19/2019 14H,89681
11/19/2019 13H,89674
11/19/2019 12H,89697
11/19/2019 11H,89613
11/19/2019 10H,89366
11/19/2019 09H,89183
11/19/2019 08H,89140
11/19/2019 07H,88924
11/19/2019 06H,89060
11/19/2019 05H,89017
11/19/2019 04H,88986
11/19/2019 03H,88935
11/19/2019 02H,88960
11/19/2019 01H,89046
11/19/2019 00H,89175
11/18/2019 23H,89171
11/18/2019 22H,89066
11/18/2019 21H,88926
11/18/2019 20H,88907
11/18/2019 19H,88917
11/18/2019 18H,88962
11/18/2019 17H,89014
11/18/2019 16H,89062
11/18/2019 15H,89007
11/18/2019 14H,89027
11/18/2019 13H,89064
11/18/2019 12H,89079
11/18/2019 11H,89099
11/18/2019 10H,88902
11/18/2019 09H,88904
11/18/2019 08H,88844
11/18/2019 07H,88870
11/18/2019 06H,89008
11/18/2019 05H,88881
11/18/2019 04H,88951
11/18/2019 03H,88970
11/18/2019 02H,88986
11/18/2019 01H,88970
11/18/2019 00H,88992
11/17/2019 23H,88964
11/17/2019 22H,88999
11/17/2019 21H,88940
11/17/2019 20H,88943
11/17/2019 19H,88907
11/17/2019 18H,88938
11/17/2019 17H,89034
11/17/2019 16H,89080
11/17/2019 15H,89066
11/17/2019 14H,89107
11/17/2019 13H,89131
11/17/2019 12H,89102
11/17/2019 11H,89130
11/17/2019 10H,89020
11/17/2019 09H,88817
11/17/2019 08H,88750
11/17/2019 07H,88574
11/17/2019 06H,88408
11/17/2019 05H,87878
11/17/2019 04H,88380
11/17/2019 03H,88371
11/17/2019 02H,88536
11/17/2019 01H,88587
11/17/2019 00H,88574
11/16/2019 23H,88565
11/16/2019 22H,88612
11/16/2019 21H,88424
11/16/2019 20H,88300
11/16/2019 19H,88277
11/16/2019 18H,88294
11/16/2019 17H,88287
11/16/2019 16H,88219
11/16/2019 15H,88112
11/16/2019 14H,88033
11/16/2019 13H,87980
11/16/2019 12H,87939
11/16/2019 11H,87857
11/16/2019 10H,87814
11/16/2019 09H,87670
11/16/2019 08H,87674
11/16/2019 07H,87792
11/16/2019 06H,87987
11/16/2019 05H,88196
11/16/2019 04H,88826
11/16/2019 03H,89341
11/16/2019 02H,90036
11/16/2019 01H,90385
11/16/2019 00H,90641
11/15/2019 23H,91439
11/15/2019 22H,91520
11/15/2019 21H,91407
11/15/2019 20H,91323
11/15/2019 19H,91239
11/15/2019 18H,91093
11/15/2019 17H,91131
11/15/2019 16H,91130
11/15/2019 15H,91133
11/15/2019 14H,91186
11/15/2019 13H,91224
11/15/2019 12H,91187
11/15/2019 11H,91166
11/15/2019 10H,91011
11/15/2019 09H,90959
11/15/2019 08H,90872
11/15/2019 07H,90810
11/15/2019 06H,90960
11/15/2019 05H,90909
11/15/2019 04H,90972
11/15/2019 03H,90928
11/15/2019 02H,90934
11/15/2019 01H,90932
11/15/2019 00H,90966
11/14/2019 23H,90983
11/14/2019 22H,91027
11/14/2019 21H,90757
11/14/2019 20H,90532
11/14/2019 19H,90493
11/14/2019 18H,90808
11/14/2019 17H,91022
11/14/2019 16H,91028
11/14/2019 15H,90984
11/14/2019 14H,91041
11/14/2019 13H,91045
11/14/2019 12H,91081
11/14/2019 11H,91048
11/14/2019 10H,90992
11/14/2019 09H,90991
11/14/2019 08H,90956
11/14/2019 07H,90951
11/14/2019 06H,90969
11/14/2019 05H,91138
11/14/2019 04H,91140
11/14/2019 03H,91213
11/14/2019 02H,91151
11/14/2019 01H,91291
11/14/2019 00H,91136
11/13/2019 23H,90967
11/13/2019 22H,90694
11/13/2019 21H,90878
11/13/2019 20H,90867
11/13/2019 19H,92039
11/13/2019 18H,91029
11/13/2019 17H,91002
11/13/2019 16H,90891
11/13/2019 15H,90844
11/13/2019 14H,90794
11/13/2019 13H,90911
11/13/2019 12H,91044
11/13/2019 11H,91111
11/13/2019 10H,91145
11/13/2019 09H,91056
11/13/2019 08H,91110
11/13/2019 07H,91066
11/13/2019 06H,91045
11/13/2019 05H,90958
11/13/2019 04H,90942
11/13/2019 03H,90907
11/13/2019 02H,90953
11/13/2019 01H,90972
11/13/2019 00H,90949
11/12/2019 23H,90981
11/12/2019 22H,90955
11/12/2019 21H,90929
11/12/2019 20H,90917
11/12/2019 19H,90885
11/12/2019 18H,90842
11/12/2019 17H,90889
11/12/2019 16H,90869
11/12/2019 15H,90907
11/12/2019 14H,90947
11/12/2019 13H,90962
11/12/2019 12H,90936
11/12/2019 11H,90917
11/12/2019 10H,90704
11/12/2019 09H,90526
11/12/2019 08H,90531
11/12/2019 07H,90496
11/12/2019 06H,90619
11/12/2019 05H,90644
11/12/2019 04H,90742
11/12/2019 03H,90768
11/12/2019 02H,90763
11/12/2019 01H,90745
11/12/2019 00H,90799
11/11/2019 23H,90816
11/11/2019 22H,90897
11/11/2019 21H,90801
11/11/2019 20H,90835
11/11/2019 19H,90863
11/11/2019 18H,90879
11/11/2019 17H,90914
11/11/2019 16H,90931
11/11/2019 15H,91031
11/11/2019 14H,91019
11/11/2019 13H,91016
11/11/2019 12H,91042
11/11/2019 11H,90876
11/11/2019 10H,90765
11/11/2019 09H,90579
11/11/2019 08H,90501
11/11/2019 07H,90509
11/11/2019 06H,90571
11/11/2019 05H,90542
11/11/2019 04H,90769
11/11/2019 03H,90854
11/11/2019 02H,90824
11/11/2019 01H,90770
11/11/2019 00H,90778
11/10/2019 23H,90741
11/10/2019 22H,90785
11/10/2019 21H,90769
11/10/2019 20H,90760
11/10/2019 19H,90860
11/10/2019 18H,90834
11/10/2019 17H,90834
11/10/2019 16H,90855
11/10/2019 15H,90897
11/10/2019 14H,90934
11/10/2019 13H,90920
11/10/2019 12H,90726
11/10/2019 11H,90780
11/10/2019 10H,90582
11/10/2019 09H,90469
11/10/2019 08H,90403
11/10/2019 07H,90400
11/10/2019 06H,90357
11/10/2019 05H,90092
11/10/2019 04H,90358
11/10/2019 03H,90301
11/10/2019 02H,90261
11/10/2019 01H,90218
11/10/2019 00H,90264
11/9/2019 23H,90268
11/9/2019 22H,90297
11/9/2019 21H,90249
11/9/2019 20H,90192
11/9/2019 19H,90198
11/9/2019 18H,90203
11/9/2019 17H,90201
11/9/2019 16H,90202
11/9/2019 15H,90248
11/9/2019 14H,90247
11/9/2019 13H,90226
11/9/2019 12H,90252
11/9/2019 11H,90359
11/9/2019 10H,90323
11/9/2019 09H,90366
11/9/2019 08H,90196
11/9/2019 07H,90147
11/9/2019 06H,89867
11/9/2019 05H,90065
11/9/2019 04H,90204
11/9/2019 03H,90550
11/9/2019 02H,90590
11/9/2019 01H,90660
11/9/2019 00H,90697
11/8/2019 23H,90701
11/8/2019 22H,90690
11/8/2019 21H,90620
11/8/2019 20H,90545
11/8/2019 19H,90504
11/8/2019 18H,90474
11/8/2019 17H,90496
11/8/2019 16H,90428
11/8/2019 15H,90469
11/8/2019 14H,90522
11/8/2019 13H,90564
11/8/2019 12H,90531
11/8/2019 11H,90529
11/8/2019 10H,90374
11/8/2019 09H,90335
11/8/2019 08H,90441
11/8/2019 07H,90374
11/8/2019 06H,90366
11/8/2019 05H,88953
11/8/2019 04H,90198
11/8/2019 03H,90033
11/8/2019 02H,89946
11/8/2019 01H,89790
11/8/2019 00H,89702
11/7/2019 23H,89528
11/7/2019 22H,89413
11/7/2019 21H,89239
11/7/2019 20H,89198
11/7/2019 19H,89196
11/7/2019 18H,89231
11/7/2019 17H,89323
11/7/2019 16H,89500
11/7/2019 15H,89489
11/7/2019 14H,89508
11/7/2019 13H,89453
11/7/2019 12H,89439
11/7/2019 11H,89327
11/7/2019 10H,89092
11/7/2019 09H,89046
11/7/2019 08H,89294
11/7/2019 07H,89620
11/7/2019 06H,89754
11/7/2019 05H,89600
11/7/2019 04H,89675
11/7/2019 03H,89641
11/7/2019 02H,89647
11/7/2019 01H,89534
11/7/2019 00H,89530
11/6/2019 23H,89632
11/6/2019 22H,89639
11/6/2019 21H,89592
11/6/2019 20H,89550
11/6/2019 19H,89348
11/6/2019 18H,89221
11/6/2019 17H,89172
11/6/2019 16H,89180
11/6/2019 15H,89213
11/6/2019 14H,89252
11/6/2019 13H,89227
11/6/2019 12H,89245
11/6/2019 11H,89114
11/6/2019 10H,88837
11/6/2019 09H,88731
11/6/2019 08H,88675
11/6/2019 07H,88597
11/6/2019 06H,88728
11/6/2019 05H,87963
11/6/2019 04H,88517
11/6/2019 03H,88441
11/6/2019 02H,88397
11/6/2019 01H,88264
11/6/2019 00H,88273
11/5/2019 23H,88279
11/5/2019 22H,88173
11/5/2019 21H,88019
11/5/2019 20H,87915
11/5/2019 19H,87916
11/5/2019 18H,87836
11/5/2019 17H,87801
11/5/2019 16H,87851
11/5/2019 15H,87756
11/5/2019 14H,87742
11/5/2019 13H,87767
11/5/2019 12H,87705
11/5/2019 11H,87680
11/5/2019 10H,87564
11/5/2019 09H,87461
11/5/2019 08H,87586
11/5/2019 07H,87546
11/5/2019 06H,87548
11/5/2019 05H,87567
11/5/2019 04H,87462
11/5/2019 03H,87429
11/5/2019 02H,87479
11/5/2019 01H,87545
11/5/2019 00H,87521
11/4/2019 23H,87581
11/4/2019 22H,87591
11/4/2019 21H,87534
11/4/2019 20H,87584
11/4/2019 19H,87566
11/4/2019 18H,87612
11/4/2019 17H,87609
11/4/2019 16H,87673
11/4/2019 15H,87729
11/4/2019 14H,87724
11/4/2019 13H,87723
11/4/2019 12H,87742
11/4/2019 11H,87730
11/4/2019 10H,87700
11/4/2019 09H,87414
11/4/2019 08H,87387
11/4/2019 07H,87531
11/4/2019 06H,74951
11/4/2019 05H,87432
11/4/2019 04H,87413
11/4/2019 03H,87595
11/4/2019 02H,87607
11/4/2019 01H,87617
11/4/2019 00H,87625
11/3/2019 23H,87623
11/3/2019 22H,87592
11/3/2019 21H,87565
11/3/2019 20H,87547
11/3/2019 19H,87506
11/3/2019 18H,87430
11/3/2019 17H,87421
11/3/2019 16H,87472
11/3/2019 15H,87683
11/3/2019 14H,87751
11/3/2019 13H,87751
11/3/2019 12H,87800
11/3/2019 11H,87753
11/3/2019 10H,87717
11/3/2019 09H,87603
11/3/2019 08H,87573
11/3/2019 07H,87516
11/3/2019 06H,87264
11/3/2019 05H,86559
11/3/2019 04H,86131
11/3/2019 03H,87227
11/3/2019 02H,87466
11/3/2019 01H,87647
11/3/2019 00H,87656
11/2/2019 23H,87680
11/2/2019 22H,87722
11/2/2019 21H,87663
11/2/2019 20H,87698
11/2/2019 19H,87666
11/2/2019 18H,87573
11/2/2019 17H,87481
11/2/2019 16H,87531
11/2/2019 15H,87626
11/2/2019 14H,87660
