Net generation from other for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.OTH.H
19:02:28 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.OTH.H megawatthours
04/2/2021 07H,7804
04/2/2021 06H,8060
04/2/2021 05H,8144
04/2/2021 04H,7903
04/2/2021 03H,8721
04/2/2021 02H,8058
04/2/2021 01H,8887
04/2/2021 00H,8884
04/1/2021 23H,8826
04/1/2021 22H,8643
04/1/2021 21H,8549
04/1/2021 20H,7975
04/1/2021 19H,7938
04/1/2021 18H,7888
04/1/2021 17H,7974
04/1/2021 16H,7856
04/1/2021 15H,7983
04/1/2021 14H,8084
04/1/2021 13H,8035
04/1/2021 12H,7978
04/1/2021 11H,7796
04/1/2021 10H,7633
04/1/2021 09H,7100
04/1/2021 08H,7059
04/1/2021 07H,7116
04/1/2021 06H,7195
04/1/2021 05H,7326
04/1/2021 04H,7141
04/1/2021 03H,7380
04/1/2021 02H,7646
04/1/2021 01H,8341
04/1/2021 00H,8265
03/31/2021 23H,8415
03/31/2021 22H,8585
03/31/2021 21H,8638
03/31/2021 20H,8687
03/31/2021 19H,8665
03/31/2021 18H,8641
03/31/2021 17H,8929
03/31/2021 16H,8928
03/31/2021 15H,8980
03/31/2021 14H,8799
03/31/2021 13H,8162
03/31/2021 12H,7905
03/31/2021 11H,7913
03/31/2021 10H,7714
03/31/2021 09H,7422
03/31/2021 08H,7410
03/31/2021 07H,7337
03/31/2021 06H,7254
03/31/2021 05H,7375
03/31/2021 04H,7212
03/31/2021 03H,7292
03/31/2021 02H,7619
03/31/2021 01H,8370
03/31/2021 00H,8380
03/30/2021 23H,8511
03/30/2021 22H,8589
03/30/2021 21H,8444
03/30/2021 20H,8451
03/30/2021 19H,8401
03/30/2021 18H,8488
03/30/2021 17H,8449
03/30/2021 16H,8458
03/30/2021 15H,8737
03/30/2021 14H,8836
03/30/2021 13H,8590
03/30/2021 12H,8243
03/30/2021 11H,8191
03/30/2021 10H,8071
03/30/2021 09H,7667
03/30/2021 08H,7353
03/30/2021 07H,7138
03/30/2021 06H,7353
03/30/2021 05H,7367
03/30/2021 04H,7935
03/30/2021 03H,7683
03/30/2021 02H,7976
03/30/2021 01H,8214
03/30/2021 00H,8276
03/29/2021 23H,8358
03/29/2021 22H,8302
03/29/2021 21H,8165
03/29/2021 20H,8258
03/29/2021 19H,8246
03/29/2021 18H,8280
03/29/2021 17H,8402
03/29/2021 16H,8427
03/29/2021 15H,8505
03/29/2021 14H,8519
03/29/2021 13H,8095
03/29/2021 12H,8087
03/29/2021 11H,7958
03/29/2021 10H,7894
03/29/2021 09H,7788
03/29/2021 08H,7768
03/29/2021 07H,7532
03/29/2021 06H,7569
03/29/2021 05H,7504
03/29/2021 04H,7593
03/29/2021 03H,7798
03/29/2021 02H,8030
03/29/2021 01H,8344
03/29/2021 00H,8446
03/28/2021 23H,8391
03/28/2021 22H,8357
03/28/2021 21H,8420
03/28/2021 20H,8334
03/28/2021 19H,8115
03/28/2021 18H,8102
03/28/2021 17H,8157
03/28/2021 16H,8077
03/28/2021 15H,7973
03/28/2021 14H,7839
03/28/2021 13H,7502
03/28/2021 12H,7301
03/28/2021 11H,7350
03/28/2021 10H,7332
03/28/2021 09H,7123
03/28/2021 08H,7215
03/28/2021 07H,7282
03/28/2021 06H,7353
03/28/2021 05H,7357
03/28/2021 04H,7418
03/28/2021 03H,8209
03/28/2021 02H,7724
03/28/2021 01H,8148
03/28/2021 00H,8142
03/27/2021 23H,8192
03/27/2021 22H,8202
03/27/2021 21H,8061
03/27/2021 20H,7995
03/27/2021 19H,7983
03/27/2021 18H,8605
03/27/2021 17H,7877
03/27/2021 16H,8487
03/27/2021 15H,8635
03/27/2021 14H,8524
03/27/2021 13H,7692
03/27/2021 12H,7410
03/27/2021 11H,7284
03/27/2021 10H,7251
03/27/2021 09H,7021
03/27/2021 08H,7084
03/27/2021 07H,7163
03/27/2021 06H,7203
03/27/2021 05H,7260
03/27/2021 04H,7568
03/27/2021 03H,7577
03/27/2021 02H,7788
03/27/2021 01H,8452
03/27/2021 00H,8326
03/26/2021 23H,8310
03/26/2021 22H,8353
03/26/2021 21H,8325
03/26/2021 20H,8415
03/26/2021 19H,8295
03/26/2021 18H,8197
03/26/2021 17H,8269
03/26/2021 16H,8399
03/26/2021 15H,8333
03/26/2021 14H,8102
03/26/2021 13H,7959
03/26/2021 12H,7823
03/26/2021 11H,7828
03/26/2021 10H,7794
03/26/2021 09H,7418
03/26/2021 08H,7365
03/26/2021 07H,7398
03/26/2021 06H,7512
03/26/2021 05H,7557
03/26/2021 04H,7602
03/26/2021 03H,7917
03/26/2021 02H,8099
03/26/2021 01H,8882
03/26/2021 00H,8624
03/25/2021 23H,8586
03/25/2021 22H,8474
03/25/2021 21H,8472
03/25/2021 20H,8396
03/25/2021 19H,8332
03/25/2021 18H,8273
03/25/2021 17H,8285
03/25/2021 16H,8358
03/25/2021 15H,8499
03/25/2021 14H,8616
03/25/2021 13H,8484
03/25/2021 12H,8477
03/25/2021 11H,8377
03/25/2021 10H,8280
03/25/2021 09H,7613
03/25/2021 08H,7556
03/25/2021 07H,7558
03/25/2021 06H,7558
03/25/2021 05H,7573
03/25/2021 04H,7745
03/25/2021 03H,7799
03/25/2021 02H,7996
03/25/2021 01H,8702
03/25/2021 00H,8633
03/24/2021 23H,8703
03/24/2021 22H,8389
03/24/2021 21H,8452
03/24/2021 20H,8481
03/24/2021 19H,8556
03/24/2021 18H,8661
03/24/2021 17H,8706
03/24/2021 16H,8744
03/24/2021 15H,8788
03/24/2021 14H,8864
03/24/2021 13H,8458
03/24/2021 12H,8170
03/24/2021 11H,8028
03/24/2021 10H,7908
03/24/2021 09H,7864
03/24/2021 08H,7543
03/24/2021 07H,7498
03/24/2021 06H,7819
03/24/2021 05H,7345
03/24/2021 04H,7580
03/24/2021 03H,7765
03/24/2021 02H,8025
03/24/2021 01H,8268
03/24/2021 00H,8282
03/23/2021 23H,8365
03/23/2021 22H,8048
03/23/2021 21H,8076
03/23/2021 20H,8071
03/23/2021 19H,8057
03/23/2021 18H,7945
03/23/2021 17H,8149
03/23/2021 16H,8201
03/23/2021 15H,8133
03/23/2021 14H,8261
03/23/2021 13H,8005
03/23/2021 12H,7918
03/23/2021 11H,7873
03/23/2021 10H,7609
03/23/2021 09H,7261
03/23/2021 08H,7239
03/23/2021 07H,7288
03/23/2021 06H,7362
03/23/2021 05H,7427
03/23/2021 04H,7390
03/23/2021 03H,7530
03/23/2021 02H,7636
03/23/2021 01H,7908
03/23/2021 00H,7918
03/22/2021 23H,7745
03/22/2021 22H,7671
03/22/2021 21H,7611
03/22/2021 20H,7649
03/22/2021 19H,7711
03/22/2021 18H,7793
03/22/2021 17H,7662
03/22/2021 16H,7682
03/22/2021 15H,7824
03/22/2021 14H,8063
03/22/2021 13H,8074
03/22/2021 12H,8711
03/22/2021 11H,8676
03/22/2021 10H,8174
03/22/2021 09H,6902
03/22/2021 08H,6804
03/22/2021 07H,6870
03/22/2021 06H,7018
03/22/2021 05H,7224
03/22/2021 04H,7472
03/22/2021 03H,7443
03/22/2021 02H,7509
03/22/2021 01H,7828
03/22/2021 00H,7855
03/21/2021 23H,7661
03/21/2021 22H,7575
03/21/2021 21H,7687
03/21/2021 20H,7566
03/21/2021 19H,7566
03/21/2021 18H,7708
03/21/2021 17H,7620
03/21/2021 16H,7697
03/21/2021 15H,7881
03/21/2021 14H,8013
03/21/2021 13H,8368
03/21/2021 12H,7536
03/21/2021 11H,7504
03/21/2021 10H,7182
03/21/2021 09H,6974
03/21/2021 08H,6933
03/21/2021 07H,7131
03/21/2021 06H,7425
03/21/2021 05H,7610
03/21/2021 04H,7631
03/21/2021 03H,7608
03/21/2021 02H,7591
03/21/2021 01H,7905
03/21/2021 00H,7822
03/20/2021 23H,7758
03/20/2021 22H,7813
03/20/2021 21H,7771
03/20/2021 20H,7628
03/20/2021 19H,7581
03/20/2021 18H,7768
03/20/2021 17H,7821
03/20/2021 16H,8424
03/20/2021 15H,8462
03/20/2021 14H,8632
03/20/2021 13H,8424
03/20/2021 12H,7664
03/20/2021 11H,7603
03/20/2021 10H,7229
03/20/2021 09H,7145
03/20/2021 08H,7207
03/20/2021 07H,7393
03/20/2021 06H,7509
03/20/2021 05H,7681
03/20/2021 04H,7639
03/20/2021 03H,7751
03/20/2021 02H,7888
03/20/2021 01H,8324
03/20/2021 00H,8249
03/19/2021 23H,8170
03/19/2021 22H,8097
03/19/2021 21H,8405
03/19/2021 20H,8504
03/19/2021 19H,8141
03/19/2021 18H,8164
03/19/2021 17H,8169
03/19/2021 16H,8214
03/19/2021 15H,8279
03/19/2021 14H,8251
03/19/2021 13H,7917
03/19/2021 12H,7897
03/19/2021 11H,7819
03/19/2021 10H,7665
03/19/2021 09H,7504
03/19/2021 08H,7250
03/19/2021 07H,7279
03/19/2021 06H,7302
03/19/2021 05H,7390
03/19/2021 04H,7460
03/19/2021 03H,7467
03/19/2021 02H,7693
03/19/2021 01H,7881
03/19/2021 00H,7723
03/18/2021 23H,7724
03/18/2021 22H,7972
03/18/2021 21H,7934
03/18/2021 20H,8020
03/18/2021 19H,7903
03/18/2021 18H,7891
03/18/2021 17H,8042
03/18/2021 16H,8062
03/18/2021 15H,7873
03/18/2021 14H,7568
03/18/2021 13H,7292
03/18/2021 12H,7198
03/18/2021 11H,7217
03/18/2021 10H,7145
03/18/2021 09H,6921
03/18/2021 08H,6929
03/18/2021 07H,6861
03/18/2021 06H,6900
03/18/2021 05H,6888
03/18/2021 04H,6707
03/18/2021 03H,7044
03/18/2021 02H,7069
03/18/2021 01H,7087
03/18/2021 00H,7171
03/17/2021 23H,7544
03/17/2021 22H,7309
03/17/2021 21H,7548
03/17/2021 20H,7446
03/17/2021 19H,7836
03/17/2021 18H,7838
03/17/2021 17H,7846
03/17/2021 16H,7899
03/17/2021 15H,7882
03/17/2021 14H,7994
03/17/2021 13H,8149
03/17/2021 12H,8003
03/17/2021 11H,7605
03/17/2021 10H,7736
03/17/2021 09H,7323
03/17/2021 08H,7395
03/17/2021 07H,7626
03/17/2021 06H,7490
03/17/2021 05H,7490
03/17/2021 04H,7470
03/17/2021 03H,7768
03/17/2021 02H,8073
03/17/2021 01H,8270
03/17/2021 00H,8269
03/16/2021 23H,8165
03/16/2021 22H,8197
03/16/2021 21H,8348
03/16/2021 20H,8408
03/16/2021 19H,8360
03/16/2021 18H,8279
03/16/2021 17H,8287
03/16/2021 16H,8249
03/16/2021 15H,8198
03/16/2021 14H,8427
03/16/2021 13H,7717
03/16/2021 12H,7792
03/16/2021 11H,7669
03/16/2021 10H,7313
03/16/2021 09H,7275
03/16/2021 08H,6756
03/16/2021 07H,6626
03/16/2021 06H,6851
03/16/2021 05H,7580
03/16/2021 04H,7758
03/16/2021 03H,8015
03/16/2021 02H,8027
03/16/2021 01H,8239
03/16/2021 00H,8246
03/15/2021 23H,8070
03/15/2021 22H,7939
03/15/2021 21H,7780
03/15/2021 20H,7780
03/15/2021 19H,7736
03/15/2021 18H,7498
03/15/2021 17H,7531
03/15/2021 16H,7504
03/15/2021 15H,7302
03/15/2021 14H,6860
03/15/2021 13H,6714
03/15/2021 12H,6679
03/15/2021 11H,6565
03/15/2021 10H,6497
03/15/2021 09H,6433
03/15/2021 08H,6383
03/15/2021 07H,6342
03/15/2021 06H,6298
03/15/2021 05H,6386
03/15/2021 04H,6576
03/15/2021 03H,6575
03/15/2021 02H,6580
03/15/2021 01H,6729
03/15/2021 00H,6706
03/14/2021 23H,6566
03/14/2021 22H,6663
03/14/2021 21H,6651
03/14/2021 20H,6542
03/14/2021 19H,6474
03/14/2021 18H,6364
03/14/2021 17H,6491
03/14/2021 16H,6525
03/14/2021 15H,6313
03/14/2021 14H,6450
03/14/2021 13H,6520
03/14/2021 12H,6625
03/14/2021 11H,6270
03/14/2021 10H,5694
03/14/2021 09H,6210
03/14/2021 08H,6300
03/14/2021 07H,6046
03/14/2021 06H,6321
03/14/2021 05H,6298
03/14/2021 04H,6188
03/14/2021 03H,6283
03/14/2021 02H,6304
03/14/2021 01H,6457
03/14/2021 00H,6411
03/13/2021 23H,6324
03/13/2021 22H,6387
03/13/2021 21H,6793
03/13/2021 20H,6617
03/13/2021 19H,6600
03/13/2021 18H,6597
03/13/2021 17H,6664
03/13/2021 16H,6549
03/13/2021 15H,6378
03/13/2021 14H,6222
03/13/2021 13H,6126
03/13/2021 12H,6184
03/13/2021 11H,6063
03/13/2021 10H,6073
03/13/2021 09H,6135
03/13/2021 08H,6192
03/13/2021 07H,6316
03/13/2021 06H,6414
03/13/2021 05H,6397
03/13/2021 04H,6650
03/13/2021 03H,6837
03/13/2021 02H,6810
03/13/2021 01H,6895
03/13/2021 00H,6819
03/12/2021 23H,6981
03/12/2021 22H,7059
03/12/2021 21H,7164
03/12/2021 20H,7360
03/12/2021 19H,7277
03/12/2021 18H,7217
03/12/2021 17H,7165
03/12/2021 16H,7202
03/12/2021 15H,7086
03/12/2021 14H,7033
03/12/2021 13H,6866
03/12/2021 12H,6640
03/12/2021 11H,6366
03/12/2021 10H,6160
03/12/2021 09H,6076
03/12/2021 08H,6290
03/12/2021 07H,6549
03/12/2021 06H,7011
03/12/2021 05H,6872
03/12/2021 04H,7135
03/12/2021 03H,7536
03/12/2021 02H,7569
03/12/2021 01H,7564
03/12/2021 00H,7476
03/11/2021 23H,7571
03/11/2021 22H,7558
03/11/2021 21H,7126
03/11/2021 20H,6945
03/11/2021 19H,6857
03/11/2021 18H,6797
03/11/2021 17H,6774
03/11/2021 16H,6698
03/11/2021 15H,6674
03/11/2021 14H,6706
03/11/2021 13H,6769
03/11/2021 12H,6690
03/11/2021 11H,6447
03/11/2021 10H,6884
03/11/2021 09H,6167
03/11/2021 08H,6750
03/11/2021 07H,6991
03/11/2021 06H,6415
03/11/2021 05H,6472
03/11/2021 04H,6976
03/11/2021 03H,7198
03/11/2021 02H,7152
03/11/2021 01H,7146
03/11/2021 00H,7144
03/10/2021 23H,6925
03/10/2021 22H,6863
03/10/2021 21H,6678
03/10/2021 20H,6602
03/10/2021 19H,6561
03/10/2021 18H,6619
03/10/2021 17H,6599
03/10/2021 16H,6508
03/10/2021 15H,6588
03/10/2021 14H,6669
03/10/2021 13H,6798
03/10/2021 12H,6788
03/10/2021 11H,6685
03/10/2021 10H,6616
03/10/2021 09H,6663
03/10/2021 08H,6684
03/10/2021 07H,6697
03/10/2021 06H,6810
03/10/2021 05H,6871
03/10/2021 04H,6915
03/10/2021 03H,7511
03/10/2021 02H,7782
03/10/2021 01H,6908
03/10/2021 00H,6909
03/9/2021 23H,6846
03/9/2021 22H,6819
03/9/2021 21H,6813
03/9/2021 20H,6699
03/9/2021 19H,6709
03/9/2021 18H,6616
03/9/2021 17H,6710
03/9/2021 16H,6767
03/9/2021 15H,6754
03/9/2021 14H,6764
03/9/2021 13H,6857
03/9/2021 12H,6933
03/9/2021 11H,6786
03/9/2021 10H,6641
03/9/2021 09H,6587
03/9/2021 08H,6616
03/9/2021 07H,6677
03/9/2021 06H,6685
03/9/2021 05H,6788
03/9/2021 04H,6791
03/9/2021 03H,6793
03/9/2021 02H,7032
03/9/2021 01H,6725
03/9/2021 00H,6728
03/8/2021 23H,6622
03/8/2021 22H,6327
03/8/2021 21H,6185
03/8/2021 20H,6229
03/8/2021 19H,6132
03/8/2021 18H,6057
03/8/2021 17H,6340
03/8/2021 16H,6103
03/8/2021 15H,6273
03/8/2021 14H,6548
03/8/2021 13H,6810
03/8/2021 12H,6878
03/8/2021 11H,6768
03/8/2021 10H,6532
03/8/2021 09H,6444
03/8/2021 08H,6356
03/8/2021 07H,6443
03/8/2021 06H,6236
03/8/2021 05H,6207
03/8/2021 04H,6111
03/8/2021 03H,6296
03/8/2021 02H,6345
03/8/2021 01H,6310
03/8/2021 00H,6321
03/7/2021 23H,6222
03/7/2021 22H,6126
03/7/2021 21H,6102
03/7/2021 20H,6180
03/7/2021 19H,6117
03/7/2021 18H,6444
03/7/2021 17H,6537
03/7/2021 16H,6318
03/7/2021 15H,6401
03/7/2021 14H,6569
03/7/2021 13H,6568
03/7/2021 12H,6634
03/7/2021 11H,6460
03/7/2021 10H,6270
03/7/2021 09H,6300
03/7/2021 08H,6234
03/7/2021 07H,6203
03/7/2021 06H,6182
03/7/2021 05H,6721
03/7/2021 04H,6105
03/7/2021 03H,6392
03/7/2021 02H,6400
03/7/2021 01H,6372
03/7/2021 00H,6254
03/6/2021 23H,6876
03/6/2021 22H,6788
03/6/2021 21H,6051
03/6/2021 20H,6032
03/6/2021 19H,6700
03/6/2021 18H,6192
03/6/2021 17H,6303
03/6/2021 16H,6272
03/6/2021 15H,6257
03/6/2021 14H,6277
03/6/2021 13H,6248
03/6/2021 12H,6038
03/6/2021 11H,5932
03/6/2021 10H,5925
03/6/2021 09H,6022
03/6/2021 08H,6025
03/6/2021 07H,6072
03/6/2021 06H,6157
03/6/2021 05H,6392
03/6/2021 04H,6520
03/6/2021 03H,6716
03/6/2021 02H,6953
03/6/2021 01H,7014
03/6/2021 00H,7016
03/5/2021 23H,6909
03/5/2021 22H,6730
03/5/2021 21H,6700
03/5/2021 20H,6771
03/5/2021 19H,6696
03/5/2021 18H,6707
03/5/2021 17H,6788
03/5/2021 16H,6843
03/5/2021 15H,6842
03/5/2021 14H,7191
03/5/2021 13H,7258
03/5/2021 12H,7166
03/5/2021 11H,6933
03/5/2021 10H,6630
03/5/2021 09H,6443
03/5/2021 08H,6390
03/5/2021 07H,6266
03/5/2021 06H,6185
03/5/2021 05H,6367
03/5/2021 04H,6383
03/5/2021 03H,6620
03/5/2021 02H,6853
03/5/2021 01H,6639
03/5/2021 00H,6625
03/4/2021 23H,6374
03/4/2021 22H,6252
03/4/2021 21H,6309
03/4/2021 20H,6242
03/4/2021 19H,6094
03/4/2021 18H,6172
03/4/2021 17H,6169
03/4/2021 16H,6114
03/4/2021 15H,6413
03/4/2021 14H,6600
03/4/2021 13H,6705
03/4/2021 12H,6670
03/4/2021 11H,6425
03/4/2021 10H,6419
03/4/2021 09H,6304
03/4/2021 08H,6256
03/4/2021 07H,6301
03/4/2021 06H,6284
03/4/2021 05H,6331
03/4/2021 04H,6433
03/4/2021 03H,6693
03/4/2021 02H,6758
03/4/2021 01H,6727
03/4/2021 00H,6741
03/3/2021 23H,6608
03/3/2021 22H,6513
03/3/2021 21H,6672
03/3/2021 20H,6703
03/3/2021 19H,6604
03/3/2021 18H,6745
03/3/2021 17H,6752
03/3/2021 16H,6934
03/3/2021 15H,6953
03/3/2021 14H,7064
03/3/2021 13H,7165
03/3/2021 12H,7035
03/3/2021 11H,6777
03/3/2021 10H,6654
03/3/2021 09H,6552
03/3/2021 08H,6567
03/3/2021 07H,6588
03/3/2021 06H,6660
03/3/2021 05H,6573
03/3/2021 04H,6776
03/3/2021 03H,7065
03/3/2021 02H,7431
03/3/2021 01H,7312
03/3/2021 00H,7299
03/2/2021 23H,7298
03/2/2021 22H,7233
03/2/2021 21H,7207
03/2/2021 20H,7222
03/2/2021 19H,7273
03/2/2021 18H,7216
03/2/2021 17H,7247
03/2/2021 16H,7281
03/2/2021 15H,7394
03/2/2021 14H,7054
03/2/2021 13H,6959
03/2/2021 12H,7078
03/2/2021 11H,6637
03/2/2021 10H,6360
03/2/2021 09H,6392
03/2/2021 08H,6274
03/2/2021 07H,6324
03/2/2021 06H,6418
03/2/2021 05H,5910
03/2/2021 04H,6648
03/2/2021 03H,6915
03/2/2021 02H,7105
03/2/2021 01H,7234
03/2/2021 00H,7246
03/1/2021 23H,7283
03/1/2021 22H,7307
03/1/2021 21H,7151
03/1/2021 20H,7822
03/1/2021 19H,7829
03/1/2021 18H,7113
03/1/2021 17H,7136
03/1/2021 16H,7736
03/1/2021 15H,7875
03/1/2021 14H,7514
03/1/2021 13H,6706
03/1/2021 12H,6532
03/1/2021 11H,6180
03/1/2021 10H,5990
03/1/2021 09H,5988
03/1/2021 08H,5968
03/1/2021 07H,5989
03/1/2021 06H,5992
03/1/2021 05H,5468
03/1/2021 04H,6313
03/1/2021 03H,6591
03/1/2021 02H,6785
03/1/2021 01H,6732
03/1/2021 00H,6522
02/28/2021 23H,6463
02/28/2021 22H,6465
02/28/2021 21H,6471
02/28/2021 20H,6418
02/28/2021 19H,6358
02/28/2021 18H,6308
02/28/2021 17H,6238
02/28/2021 16H,6355
02/28/2021 15H,6477
02/28/2021 14H,6479
02/28/2021 13H,6360
02/28/2021 12H,6268
02/28/2021 11H,6180
02/28/2021 10H,6220
02/28/2021 09H,6050
02/28/2021 08H,6232
02/28/2021 07H,6302
02/28/2021 06H,6297
02/28/2021 05H,6408
02/28/2021 04H,6519
02/28/2021 03H,6706
02/28/2021 02H,6738
02/28/2021 01H,6675
02/28/2021 00H,6619
02/27/2021 23H,6558
02/27/2021 22H,6478
02/27/2021 21H,6364
02/27/2021 20H,6513
02/27/2021 19H,6548
02/27/2021 18H,6710
02/27/2021 17H,6783
02/27/2021 16H,6817
02/27/2021 15H,6709
02/27/2021 14H,6601
02/27/2021 13H,6491
02/27/2021 12H,7071
02/27/2021 11H,6296
02/27/2021 10H,6922
02/27/2021 09H,6845
02/27/2021 08H,6422
02/27/2021 07H,6335
02/27/2021 06H,6333
02/27/2021 05H,6418
02/27/2021 04H,6477
02/27/2021 03H,6626
02/27/2021 02H,6849
02/27/2021 01H,6874
02/27/2021 00H,6878
02/26/2021 23H,7116
02/26/2021 22H,7156
02/26/2021 21H,6995
02/26/2021 20H,6839
02/26/2021 19H,6882
02/26/2021 18H,6771
02/26/2021 17H,6499
02/26/2021 16H,6429
02/26/2021 15H,6531
02/26/2021 14H,6641
02/26/2021 13H,6472
02/26/2021 12H,6491
02/26/2021 11H,6294
02/26/2021 10H,6207
02/26/2021 09H,6179
02/26/2021 08H,6197
02/26/2021 07H,6218
02/26/2021 06H,6410
02/26/2021 05H,6164
02/26/2021 04H,6504
02/26/2021 03H,6586
02/26/2021 02H,6585
02/26/2021 01H,6610
02/26/2021 00H,6537
02/25/2021 23H,6486
02/25/2021 22H,6384
02/25/2021 21H,6231
02/25/2021 20H,6202
02/25/2021 19H,6129
02/25/2021 18H,6222
02/25/2021 17H,6222
02/25/2021 16H,6220
02/25/2021 15H,6304
02/25/2021 14H,6720
02/25/2021 13H,6684
02/25/2021 12H,6647
02/25/2021 11H,6514
02/25/2021 10H,6319
02/25/2021 09H,6233
02/25/2021 08H,6126
02/25/2021 07H,6125
02/25/2021 06H,6258
02/25/2021 05H,6344
02/25/2021 04H,6478
02/25/2021 03H,6417
02/25/2021 02H,6677
02/25/2021 01H,6566
02/25/2021 00H,6523
02/24/2021 23H,6565
02/24/2021 22H,6426
02/24/2021 21H,6260
02/24/2021 20H,6265
02/24/2021 19H,6319
02/24/2021 18H,6385
02/24/2021 17H,6331
02/24/2021 16H,6346
02/24/2021 15H,6655
02/24/2021 14H,6844
02/24/2021 13H,6800
02/24/2021 12H,6769
02/24/2021 11H,6605
02/24/2021 10H,6335
02/24/2021 09H,6196
02/24/2021 08H,6193
02/24/2021 07H,6193
02/24/2021 06H,6225
02/24/2021 05H,6488
02/24/2021 04H,6464
02/24/2021 03H,6615
02/24/2021 02H,6759
02/24/2021 01H,6791
02/24/2021 00H,6896
02/23/2021 23H,6685
02/23/2021 22H,6665
02/23/2021 21H,6529
02/23/2021 20H,6430
02/23/2021 19H,6374
02/23/2021 18H,6411
02/23/2021 17H,6439
02/23/2021 16H,6405
02/23/2021 15H,6558
02/23/2021 14H,6903
02/23/2021 13H,6987
02/23/2021 12H,6947
02/23/2021 11H,6825
02/23/2021 10H,6560
02/23/2021 09H,6482
02/23/2021 08H,6510
02/23/2021 07H,6511
02/23/2021 06H,6589
02/23/2021 05H,7068
02/23/2021 04H,7239
02/23/2021 03H,7514
02/23/2021 02H,7923
02/23/2021 01H,7786
02/23/2021 00H,7889
02/22/2021 23H,7635
02/22/2021 22H,7518
02/22/2021 21H,7383
02/22/2021 20H,7318
02/22/2021 19H,7394
02/22/2021 18H,7401
02/22/2021 17H,7368
02/22/2021 16H,7299
02/22/2021 15H,7392
02/22/2021 14H,7738
02/22/2021 13H,7455
02/22/2021 12H,7405
02/22/2021 11H,7220
02/22/2021 10H,6982
02/22/2021 09H,6753
02/22/2021 08H,6585
02/22/2021 07H,6627
02/22/2021 06H,6789
02/22/2021 05H,7203
02/22/2021 04H,7152
02/22/2021 03H,7475
02/22/2021 02H,7425
02/22/2021 01H,7309
02/22/2021 00H,7336
02/21/2021 23H,7182
02/21/2021 22H,6967
02/21/2021 21H,6780
02/21/2021 20H,6731
02/21/2021 19H,6859
02/21/2021 18H,6973
02/21/2021 17H,7047
02/21/2021 16H,7912
02/21/2021 15H,7485
02/21/2021 14H,7284
02/21/2021 13H,7384
02/21/2021 12H,7343
02/21/2021 11H,7348
02/21/2021 10H,7227
02/21/2021 09H,7267
02/21/2021 08H,7190
02/21/2021 07H,7164
02/21/2021 06H,7063
02/21/2021 05H,7087
02/21/2021 04H,7276
02/21/2021 03H,7340
02/21/2021 02H,7440
02/21/2021 01H,7436
02/21/2021 00H,7444
02/20/2021 23H,7275
02/20/2021 22H,7239
02/20/2021 21H,7150
02/20/2021 20H,7067
02/20/2021 19H,7052
02/20/2021 18H,7765
02/20/2021 17H,7170
02/20/2021 16H,7318
02/20/2021 15H,7259
02/20/2021 14H,7450
02/20/2021 13H,7564
02/20/2021 12H,7554
02/20/2021 11H,7235
02/20/2021 10H,7130
02/20/2021 09H,7192
02/20/2021 08H,7760
02/20/2021 07H,7605
02/20/2021 06H,7621
02/20/2021 05H,7243
02/20/2021 04H,7592
02/20/2021 03H,7661
02/20/2021 02H,7803
02/20/2021 01H,7950
02/20/2021 00H,8262
02/19/2021 23H,8317
02/19/2021 22H,8347
02/19/2021 21H,8339
02/19/2021 20H,8285
02/19/2021 19H,8344
02/19/2021 18H,8360
02/19/2021 17H,9148
02/19/2021 16H,8540
02/19/2021 15H,8528
02/19/2021 14H,8508
02/19/2021 13H,8615
02/19/2021 12H,8456
02/19/2021 11H,7724
02/19/2021 10H,7546
02/19/2021 09H,7239
02/19/2021 08H,7529
02/19/2021 07H,7558
02/19/2021 06H,7542
02/19/2021 05H,7551
02/19/2021 04H,8179
02/19/2021 03H,8530
02/19/2021 02H,9229
02/19/2021 01H,9092
02/19/2021 00H,9434
02/18/2021 23H,8850
02/18/2021 22H,8839
02/18/2021 21H,8850
02/18/2021 20H,8956
02/18/2021 19H,9122
02/18/2021 18H,8947
02/18/2021 17H,9180
02/18/2021 16H,9200
02/18/2021 15H,9349
02/18/2021 14H,9684
02/18/2021 13H,9359
02/18/2021 12H,9201
02/18/2021 11H,8025
02/18/2021 10H,7733
02/18/2021 09H,7514
02/18/2021 08H,7244
02/18/2021 07H,7199
02/18/2021 06H,7296
02/18/2021 05H,7280
02/18/2021 04H,7764
02/18/2021 03H,8223
02/18/2021 02H,8907
02/18/2021 01H,9149
02/18/2021 00H,9189
02/17/2021 23H,8989
02/17/2021 22H,9001
02/17/2021 21H,8881
02/17/2021 20H,8540
02/17/2021 19H,8435
02/17/2021 18H,8484
02/17/2021 17H,8573
02/17/2021 16H,8816
02/17/2021 15H,8999
02/17/2021 14H,9348
02/17/2021 13H,9280
02/17/2021 12H,9031
02/17/2021 11H,7824
02/17/2021 10H,8374
02/17/2021 09H,7516
02/17/2021 08H,7473
02/17/2021 07H,7408
02/17/2021 06H,7220
02/17/2021 05H,6891
02/17/2021 04H,7172
02/17/2021 03H,7741
02/17/2021 02H,7964
02/17/2021 01H,8019
02/17/2021 00H,8272
02/16/2021 23H,8204
