Net generation from other for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.OTH.H
19:02:28 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.OTH.H megawatthours
06/11/2020 00H,9446
06/10/2020 23H,9733
06/10/2020 22H,10004
06/10/2020 21H,10113
06/10/2020 20H,10708
06/10/2020 19H,10582
06/10/2020 18H,9807
06/10/2020 17H,9290
06/10/2020 16H,8929
06/10/2020 15H,8360
06/10/2020 14H,8187
06/10/2020 13H,7236
06/10/2020 12H,7500
06/10/2020 11H,7455
06/10/2020 10H,7231
06/10/2020 09H,7251
06/10/2020 08H,7250
06/10/2020 07H,7294
06/10/2020 06H,7457
06/10/2020 05H,7570
06/10/2020 04H,7549
06/10/2020 03H,8199
06/10/2020 02H,8578
06/10/2020 01H,9512
06/10/2020 00H,8938
06/9/2020 23H,8928
06/9/2020 22H,8951
06/9/2020 21H,8882
06/9/2020 20H,8858
06/9/2020 19H,8866
06/9/2020 18H,8724
06/9/2020 17H,8352
06/9/2020 16H,8189
06/9/2020 15H,7755
06/9/2020 14H,7667
06/9/2020 13H,7096
06/9/2020 12H,6900
06/9/2020 11H,6844
06/9/2020 10H,6571
06/9/2020 09H,6478
06/9/2020 08H,6423
06/9/2020 07H,6483
06/9/2020 06H,6619
06/9/2020 05H,6672
06/9/2020 04H,7254
06/9/2020 03H,8034
06/9/2020 02H,8164
06/9/2020 01H,8403
06/9/2020 00H,8479
06/8/2020 23H,8542
06/8/2020 22H,8494
06/8/2020 21H,8342
06/8/2020 20H,8295
06/8/2020 19H,8176
06/8/2020 18H,8044
06/8/2020 17H,7872
06/8/2020 16H,7802
06/8/2020 15H,7778
06/8/2020 14H,7764
06/8/2020 13H,7265
06/8/2020 12H,7153
06/8/2020 11H,7004
06/8/2020 10H,6884
06/8/2020 09H,6810
06/8/2020 08H,6714
06/8/2020 07H,6797
06/8/2020 06H,6845
06/8/2020 05H,6892
06/8/2020 04H,7125
06/8/2020 03H,7353
06/8/2020 02H,7466
06/8/2020 01H,8054
06/8/2020 00H,8159
06/7/2020 23H,8207
06/7/2020 22H,8115
06/7/2020 21H,8069
06/7/2020 20H,7985
06/7/2020 19H,7944
06/7/2020 18H,7871
06/7/2020 17H,7760
06/7/2020 16H,7494
06/7/2020 15H,6930
06/7/2020 14H,6674
06/7/2020 13H,6621
06/7/2020 12H,6568
06/7/2020 11H,6489
06/7/2020 10H,6529
06/7/2020 09H,6531
06/7/2020 08H,6576
06/7/2020 07H,6634
06/7/2020 06H,6644
06/7/2020 05H,6428
06/7/2020 04H,6991
06/7/2020 03H,7361
06/7/2020 02H,6872
06/7/2020 01H,7329
06/7/2020 00H,7603
06/6/2020 23H,7845
06/6/2020 22H,7773
06/6/2020 21H,7784
06/6/2020 20H,7678
06/6/2020 19H,7678
06/6/2020 18H,7608
06/6/2020 17H,7443
06/6/2020 16H,7325
06/6/2020 15H,7066
06/6/2020 14H,7523
06/6/2020 13H,7313
06/6/2020 12H,7073
06/6/2020 11H,7048
06/6/2020 10H,7029
06/6/2020 09H,6905
06/6/2020 08H,6952
06/6/2020 07H,7051
06/6/2020 06H,7169
06/6/2020 05H,7178
06/6/2020 04H,7406
06/6/2020 03H,7971
06/6/2020 02H,8437
06/6/2020 01H,8630
06/6/2020 00H,8746
06/5/2020 23H,8803
06/5/2020 22H,8856
06/5/2020 21H,8888
06/5/2020 20H,9531
06/5/2020 19H,9554
06/5/2020 18H,9417
06/5/2020 17H,9041
06/5/2020 16H,8743
06/5/2020 15H,8274
06/5/2020 14H,8055
06/5/2020 13H,7439
06/5/2020 12H,7324
06/5/2020 11H,7261
06/5/2020 10H,7216
06/5/2020 09H,7210
06/5/2020 08H,7207
06/5/2020 07H,7174
06/5/2020 06H,7211
06/5/2020 05H,7231
06/5/2020 04H,7416
06/5/2020 03H,7859
06/5/2020 02H,8283
06/5/2020 01H,8407
06/5/2020 00H,8522
06/4/2020 23H,8568
06/4/2020 22H,8617
06/4/2020 21H,8677
06/4/2020 20H,8660
06/4/2020 19H,8726
06/4/2020 18H,8481
06/4/2020 17H,8109
06/4/2020 16H,7821
06/4/2020 15H,7500
06/4/2020 14H,7353
06/4/2020 13H,7215
06/4/2020 12H,7091
06/4/2020 11H,7039
06/4/2020 10H,7009
06/4/2020 09H,6955
06/4/2020 08H,6894
06/4/2020 07H,6948
06/4/2020 06H,7215
06/4/2020 05H,7274
06/4/2020 04H,7134
06/4/2020 03H,7959
06/4/2020 02H,8091
06/4/2020 01H,8295
06/4/2020 00H,8616
06/3/2020 23H,8926
06/3/2020 22H,8845
06/3/2020 21H,8705
06/3/2020 20H,8615
06/3/2020 19H,8397
06/3/2020 18H,8287
06/3/2020 17H,8283
06/3/2020 16H,8030
06/3/2020 15H,7809
06/3/2020 14H,7605
06/3/2020 13H,7401
06/3/2020 12H,7017
06/3/2020 11H,6635
06/3/2020 10H,6459
06/3/2020 09H,6189
06/3/2020 08H,6186
06/3/2020 07H,6268
06/3/2020 06H,6376
06/3/2020 05H,6477
06/3/2020 04H,6733
06/3/2020 03H,7988
06/3/2020 02H,8480
06/3/2020 01H,8734
06/3/2020 00H,8734
06/2/2020 23H,8677
06/2/2020 22H,8073
06/2/2020 21H,8060
06/2/2020 20H,8009
06/2/2020 19H,7899
06/2/2020 18H,7983
06/2/2020 17H,7822
06/2/2020 16H,7724
06/2/2020 15H,7319
06/2/2020 14H,7204
06/2/2020 13H,6965
06/2/2020 12H,6402
06/2/2020 11H,6205
06/2/2020 10H,6071
06/2/2020 09H,6298
06/2/2020 08H,6275
06/2/2020 07H,6324
06/2/2020 06H,6348
06/2/2020 05H,6376
06/2/2020 04H,6630
06/2/2020 03H,7320
06/2/2020 02H,7938
06/2/2020 01H,8449
06/2/2020 00H,8386
06/1/2020 23H,8467
06/1/2020 22H,8462
06/1/2020 21H,8435
06/1/2020 20H,7702
06/1/2020 19H,7684
06/1/2020 18H,7590
06/1/2020 17H,8193
06/1/2020 16H,8011
06/1/2020 15H,7802
06/1/2020 14H,7670
06/1/2020 13H,7203
06/1/2020 12H,7047
06/1/2020 11H,6845
06/1/2020 10H,6531
06/1/2020 09H,6334
06/1/2020 08H,6405
06/1/2020 07H,6465
06/1/2020 06H,6586
06/1/2020 05H,6931
06/1/2020 04H,7657
06/1/2020 03H,8662
06/1/2020 02H,9064
06/1/2020 01H,9555
06/1/2020 00H,9452
05/31/2020 23H,9429
05/31/2020 22H,9390
05/31/2020 21H,9401
05/31/2020 20H,9259
05/31/2020 19H,9164
05/31/2020 18H,8899
05/31/2020 17H,8538
05/31/2020 16H,8318
05/31/2020 15H,8229
05/31/2020 14H,8003
05/31/2020 13H,7039
05/31/2020 12H,6480
05/31/2020 11H,6352
05/31/2020 10H,6347
05/31/2020 09H,6309
05/31/2020 08H,6604
05/31/2020 07H,6958
05/31/2020 06H,7131
05/31/2020 05H,7406
05/31/2020 04H,8211
05/31/2020 03H,8593
05/31/2020 02H,8896
05/31/2020 01H,8564
05/31/2020 00H,8732
05/30/2020 23H,9064
05/30/2020 22H,9121
05/30/2020 21H,9064
05/30/2020 20H,9064
05/30/2020 19H,9032
05/30/2020 18H,8964
05/30/2020 17H,8910
05/30/2020 16H,8795
05/30/2020 15H,8596
05/30/2020 14H,8447
05/30/2020 13H,8051
05/30/2020 12H,7786
05/30/2020 11H,7485
05/30/2020 10H,7399
05/30/2020 09H,7383
05/30/2020 08H,7372
05/30/2020 07H,7487
05/30/2020 06H,7583
05/30/2020 05H,7883
05/30/2020 04H,8406
05/30/2020 03H,8737
05/30/2020 02H,9028
05/30/2020 01H,9311
05/30/2020 00H,9231
05/29/2020 23H,9312
05/29/2020 22H,8725
05/29/2020 21H,9332
05/29/2020 20H,9266
05/29/2020 19H,9359
05/29/2020 18H,9338
05/29/2020 17H,9285
05/29/2020 16H,9098
05/29/2020 15H,8272
05/29/2020 14H,8216
05/29/2020 13H,7979
05/29/2020 12H,7833
05/29/2020 11H,7391
05/29/2020 10H,7121
05/29/2020 09H,6767
05/29/2020 08H,7421
05/29/2020 07H,7497
05/29/2020 06H,7986
05/29/2020 05H,8135
05/29/2020 04H,8404
05/29/2020 03H,8513
05/29/2020 02H,8712
05/29/2020 01H,8923
05/29/2020 00H,8912
05/28/2020 23H,8904
05/28/2020 22H,8816
05/28/2020 21H,8503
05/28/2020 20H,8538
05/28/2020 19H,8842
05/28/2020 18H,8894
05/28/2020 17H,8857
05/28/2020 16H,8789
05/28/2020 15H,8654
05/28/2020 14H,8463
05/28/2020 13H,8127
05/28/2020 12H,7731
05/28/2020 11H,7391
05/28/2020 10H,7296
05/28/2020 09H,7351
05/28/2020 08H,7456
05/28/2020 07H,7902
05/28/2020 06H,8060
05/28/2020 05H,8213
05/28/2020 04H,8144
05/28/2020 03H,8796
05/28/2020 02H,8943
05/28/2020 01H,9694
05/28/2020 00H,9652
05/27/2020 23H,9684
05/27/2020 22H,9570
05/27/2020 21H,8734
05/27/2020 20H,8719
05/27/2020 19H,9282
05/27/2020 18H,8550
05/27/2020 17H,9314
05/27/2020 16H,9372
05/27/2020 15H,9435
05/27/2020 14H,9118
05/27/2020 13H,8596
05/27/2020 12H,8373
05/27/2020 11H,8263
05/27/2020 10H,8182
05/27/2020 09H,7810
05/27/2020 08H,7774
05/27/2020 07H,7817
05/27/2020 06H,7886
05/27/2020 05H,8134
05/27/2020 04H,8466
05/27/2020 03H,9102
05/27/2020 02H,9209
05/27/2020 01H,9390
05/27/2020 00H,8827
05/26/2020 23H,8774
05/26/2020 22H,9356
05/26/2020 21H,9207
05/26/2020 20H,9127
05/26/2020 19H,9036
05/26/2020 18H,9016
05/26/2020 17H,9005
05/26/2020 16H,9033
05/26/2020 15H,8360
05/26/2020 14H,8859
05/26/2020 13H,8799
05/26/2020 12H,8598
05/26/2020 11H,8296
05/26/2020 10H,7423
05/26/2020 09H,7113
05/26/2020 08H,7081
05/26/2020 07H,7437
05/26/2020 06H,7807
05/26/2020 05H,7977
05/26/2020 04H,8280
05/26/2020 03H,8604
05/26/2020 02H,8696
05/26/2020 01H,9201
05/26/2020 00H,9218
05/25/2020 23H,9068
05/25/2020 22H,9001
05/25/2020 21H,8950
05/25/2020 20H,8954
05/25/2020 19H,8731
05/25/2020 18H,8611
05/25/2020 17H,8609
05/25/2020 16H,8653
05/25/2020 15H,8456
05/25/2020 14H,8012
05/25/2020 13H,7590
05/25/2020 12H,7455
05/25/2020 11H,7251
05/25/2020 10H,7266
05/25/2020 09H,7262
05/25/2020 08H,7262
05/25/2020 07H,7439
05/25/2020 06H,7755
05/25/2020 05H,7823
05/25/2020 04H,8463
05/25/2020 03H,8911
05/25/2020 02H,9431
05/25/2020 01H,9655
05/25/2020 00H,9788
05/24/2020 23H,9741
05/24/2020 22H,9635
05/24/2020 21H,9618
05/24/2020 20H,9629
05/24/2020 19H,9657
05/24/2020 18H,9568
05/24/2020 17H,9480
05/24/2020 16H,9138
05/24/2020 15H,8864
05/24/2020 14H,8615
05/24/2020 13H,8068
05/24/2020 12H,7826
05/24/2020 11H,7586
05/24/2020 10H,7407
05/24/2020 09H,7480
05/24/2020 08H,7204
05/24/2020 07H,7230
05/24/2020 06H,7768
05/24/2020 05H,8069
05/24/2020 04H,8192
05/24/2020 03H,8615
05/24/2020 02H,8873
05/24/2020 01H,8986
05/24/2020 00H,9139
05/23/2020 23H,9110
05/23/2020 22H,9125
05/23/2020 21H,9168
05/23/2020 20H,9136
05/23/2020 19H,8991
05/23/2020 18H,9186
05/23/2020 17H,8993
05/23/2020 16H,8743
05/23/2020 15H,8502
05/23/2020 14H,8405
05/23/2020 13H,7817
05/23/2020 12H,7314
05/23/2020 11H,6998
05/23/2020 10H,7026
05/23/2020 09H,7182
05/23/2020 08H,7616
05/23/2020 07H,7978
05/23/2020 06H,8138
05/23/2020 05H,8329
05/23/2020 04H,8514
05/23/2020 03H,8929
05/23/2020 02H,9329
05/23/2020 01H,9548
05/23/2020 00H,9615
05/22/2020 23H,9684
05/22/2020 22H,9727
05/22/2020 21H,9821
05/22/2020 20H,8993
05/22/2020 19H,9624
05/22/2020 18H,9508
05/22/2020 17H,9409
05/22/2020 16H,9207
05/22/2020 15H,8385
05/22/2020 14H,8317
05/22/2020 13H,8433
05/22/2020 12H,7876
05/22/2020 11H,7816
05/22/2020 10H,7361
05/22/2020 09H,7310
05/22/2020 08H,7304
05/22/2020 07H,7577
05/22/2020 06H,7911
05/22/2020 05H,8031
05/22/2020 04H,8249
05/22/2020 03H,8632
05/22/2020 02H,8985
05/22/2020 01H,9480
05/22/2020 00H,9447
05/21/2020 23H,9396
05/21/2020 22H,9362
05/21/2020 21H,9227
05/21/2020 20H,9133
05/21/2020 19H,9069
05/21/2020 18H,9179
05/21/2020 17H,9298
05/21/2020 16H,9029
05/21/2020 15H,8832
05/21/2020 14H,8696
05/21/2020 13H,8472
05/21/2020 12H,8258
05/21/2020 11H,8032
05/21/2020 10H,7490
05/21/2020 09H,7486
05/21/2020 08H,7583
05/21/2020 07H,7755
05/21/2020 06H,7826
05/21/2020 05H,7806
05/21/2020 04H,8034
05/21/2020 03H,8298
05/21/2020 02H,8728
05/21/2020 01H,9247
05/21/2020 00H,9276
05/20/2020 23H,9382
05/20/2020 22H,9268
05/20/2020 21H,9152
05/20/2020 20H,9177
05/20/2020 19H,9195
05/20/2020 18H,9335
05/20/2020 17H,9429
05/20/2020 16H,9416
05/20/2020 15H,9176
05/20/2020 14H,8778
05/20/2020 13H,8143
05/20/2020 12H,7918
05/20/2020 11H,7642
05/20/2020 10H,7507
05/20/2020 09H,7443
05/20/2020 08H,7527
05/20/2020 07H,7777
05/20/2020 06H,7980
05/20/2020 05H,8015
05/20/2020 04H,8020
05/20/2020 03H,8293
05/20/2020 02H,8570
05/20/2020 01H,9013
05/20/2020 00H,9104
05/19/2020 23H,9191
05/19/2020 22H,9227
05/19/2020 21H,8950
05/19/2020 20H,8988
05/19/2020 19H,8484
05/19/2020 18H,9017
05/19/2020 17H,9073
05/19/2020 16H,9162
05/19/2020 15H,9005
05/19/2020 14H,9139
05/19/2020 13H,9145
05/19/2020 12H,8706
05/19/2020 11H,8143
05/19/2020 10H,8145
05/19/2020 09H,7543
05/19/2020 08H,7493
05/19/2020 07H,7495
05/19/2020 06H,7634
05/19/2020 05H,7916
05/19/2020 04H,8356
05/19/2020 03H,8104
05/19/2020 02H,8470
05/19/2020 01H,8883
05/19/2020 00H,8940
05/18/2020 23H,8896
05/18/2020 22H,8910
05/18/2020 21H,8858
05/18/2020 20H,8864
05/18/2020 19H,8919
05/18/2020 18H,8792
05/18/2020 17H,8552
05/18/2020 16H,8225
05/18/2020 15H,7872
05/18/2020 14H,7916
05/18/2020 13H,7974
05/18/2020 12H,7826
05/18/2020 11H,7375
05/18/2020 10H,7352
05/18/2020 09H,6986
05/18/2020 08H,7024
05/18/2020 07H,7315
05/18/2020 06H,7501
05/18/2020 05H,7624
05/18/2020 04H,8179
05/18/2020 03H,8232
05/18/2020 02H,8526
05/18/2020 01H,8986
05/18/2020 00H,8845
05/17/2020 23H,8810
05/17/2020 22H,8820
05/17/2020 21H,8768
05/17/2020 20H,8847
05/17/2020 19H,8823
05/17/2020 18H,8789
05/17/2020 17H,9341
05/17/2020 16H,9122
05/17/2020 15H,8828
05/17/2020 14H,8175
05/17/2020 13H,7698
05/17/2020 12H,7678
05/17/2020 11H,7709
05/17/2020 10H,7787
05/17/2020 09H,7798
05/17/2020 08H,7897
05/17/2020 07H,8151
05/17/2020 06H,8399
05/17/2020 05H,7884
05/17/2020 04H,8432
05/17/2020 03H,8923
05/17/2020 02H,9130
05/17/2020 01H,9286
05/17/2020 00H,9296
05/16/2020 23H,9346
05/16/2020 22H,9274
05/16/2020 21H,9147
05/16/2020 20H,9109
05/16/2020 19H,9131
05/16/2020 18H,8998
05/16/2020 17H,8779
05/16/2020 16H,8552
05/16/2020 15H,8392
05/16/2020 14H,8303
05/16/2020 13H,7997
05/16/2020 12H,7908
05/16/2020 11H,7798
05/16/2020 10H,7539
05/16/2020 09H,7610
05/16/2020 08H,7769
05/16/2020 07H,7945
05/16/2020 06H,7950
05/16/2020 05H,8207
05/16/2020 04H,8370
05/16/2020 03H,8756
05/16/2020 02H,9045
05/16/2020 01H,9484
05/16/2020 00H,9394
05/15/2020 23H,9358
05/15/2020 22H,9373
05/15/2020 21H,9355
05/15/2020 20H,9318
05/15/2020 19H,9354
05/15/2020 18H,9364
05/15/2020 17H,9259
05/15/2020 16H,9031
05/15/2020 15H,8590
05/15/2020 14H,8384
05/15/2020 13H,7959
05/15/2020 12H,7856
05/15/2020 11H,7664
05/15/2020 10H,7362
05/15/2020 09H,7287
05/15/2020 08H,7379
05/15/2020 07H,8067
05/15/2020 06H,8363
05/15/2020 05H,8408
05/15/2020 04H,7983
05/15/2020 03H,8559
05/15/2020 02H,8904
05/15/2020 01H,8962
05/15/2020 00H,8974
05/14/2020 23H,9021
05/14/2020 22H,9039
05/14/2020 21H,8958
05/14/2020 20H,8862
05/14/2020 19H,8709
05/14/2020 18H,8575
05/14/2020 17H,8490
05/14/2020 16H,8383
05/14/2020 15H,8261
05/14/2020 14H,8256
05/14/2020 13H,7883
05/14/2020 12H,7663
05/14/2020 11H,7596
05/14/2020 10H,7262
05/14/2020 09H,7281
05/14/2020 08H,7417
05/14/2020 07H,7482
05/14/2020 06H,7520
05/14/2020 05H,7678
05/14/2020 04H,7879
05/14/2020 03H,8241
05/14/2020 02H,8483
05/14/2020 01H,8502
05/14/2020 00H,8388
05/13/2020 23H,8256
05/13/2020 22H,8155
05/13/2020 21H,8279
05/13/2020 20H,8308
05/13/2020 19H,8170
05/13/2020 18H,8120
05/13/2020 17H,8202
05/13/2020 16H,8142
05/13/2020 15H,8105
05/13/2020 14H,7949
05/13/2020 13H,7479
05/13/2020 12H,7170
05/13/2020 11H,6956
05/13/2020 10H,6739
05/13/2020 09H,6640
05/13/2020 08H,6732
05/13/2020 07H,7231
05/13/2020 06H,7441
05/13/2020 05H,7574
05/13/2020 04H,7882
05/13/2020 03H,8162
05/13/2020 02H,8430
05/13/2020 01H,8644
05/13/2020 00H,8712
05/12/2020 23H,8660
05/12/2020 22H,8624
05/12/2020 21H,8523
05/12/2020 20H,8545
05/12/2020 19H,8529
05/12/2020 18H,8534
05/12/2020 17H,8405
05/12/2020 16H,8393
05/12/2020 15H,8210
05/12/2020 14H,8340
05/12/2020 13H,8168
05/12/2020 12H,7741
05/12/2020 11H,7277
05/12/2020 10H,7205
05/12/2020 09H,7039
05/12/2020 08H,7121
05/12/2020 07H,7529
05/12/2020 06H,7683
05/12/2020 05H,7751
05/12/2020 04H,7828
05/12/2020 03H,8088
05/12/2020 02H,8437
05/12/2020 01H,8597
05/12/2020 00H,8638
05/11/2020 23H,8715
05/11/2020 22H,8614
05/11/2020 21H,8629
05/11/2020 20H,8613
05/11/2020 19H,8587
05/11/2020 18H,8477
05/11/2020 17H,8359
05/11/2020 16H,8235
05/11/2020 15H,8093
05/11/2020 14H,7768
05/11/2020 13H,7478
05/11/2020 12H,7378
05/11/2020 11H,7219
05/11/2020 10H,7049
05/11/2020 09H,6989
05/11/2020 08H,6995
05/11/2020 07H,7951
05/11/2020 06H,7995
05/11/2020 05H,8161
05/11/2020 04H,8549
05/11/2020 03H,8517
05/11/2020 02H,8734
05/11/2020 01H,8791
05/11/2020 00H,8785
05/10/2020 23H,8110
05/10/2020 22H,8073
05/10/2020 21H,8506
05/10/2020 20H,8407
05/10/2020 19H,8366
05/10/2020 18H,7919
05/10/2020 17H,8520
05/10/2020 16H,8431
05/10/2020 15H,8129
05/10/2020 14H,7833
05/10/2020 13H,7995
05/10/2020 12H,7926
05/10/2020 11H,8040
05/10/2020 10H,8028
05/10/2020 09H,7999
05/10/2020 08H,7958
05/10/2020 07H,8100
05/10/2020 06H,7794
05/10/2020 05H,7240
05/10/2020 04H,7299
05/10/2020 03H,7269
05/10/2020 02H,7548
05/10/2020 01H,7749
05/10/2020 00H,7863
05/9/2020 23H,7732
05/9/2020 22H,7763
05/9/2020 21H,7756
05/9/2020 20H,7820
05/9/2020 19H,7776
05/9/2020 18H,8379
05/9/2020 17H,8266
05/9/2020 16H,8199
05/9/2020 15H,7990
05/9/2020 14H,7284
05/9/2020 13H,7498
05/9/2020 12H,7458
05/9/2020 11H,7445
05/9/2020 10H,7446
05/9/2020 09H,7424
05/9/2020 08H,7364
05/9/2020 07H,7617
05/9/2020 06H,7609
05/9/2020 05H,7040
05/9/2020 04H,7058
05/9/2020 03H,7618
05/9/2020 02H,7838
05/9/2020 01H,8007
05/9/2020 00H,8063
05/8/2020 23H,8033
05/8/2020 22H,8135
05/8/2020 21H,8118
05/8/2020 20H,8113
05/8/2020 19H,8072
05/8/2020 18H,8025
05/8/2020 17H,7888
05/8/2020 16H,7642
05/8/2020 15H,7555
05/8/2020 14H,7539
05/8/2020 13H,7378
05/8/2020 12H,7051
05/8/2020 11H,6977
05/8/2020 10H,6738
05/8/2020 09H,6680
05/8/2020 08H,6603
05/8/2020 07H,6560
05/8/2020 06H,6675
05/8/2020 05H,6855
05/8/2020 04H,7643
05/8/2020 03H,7386
05/8/2020 02H,7716
05/8/2020 01H,8158
05/8/2020 00H,8161
05/7/2020 23H,8175
05/7/2020 22H,8011
05/7/2020 21H,8018
05/7/2020 20H,7994
05/7/2020 19H,8127
05/7/2020 18H,8478
05/7/2020 17H,8556
05/7/2020 16H,8575
05/7/2020 15H,8412
05/7/2020 14H,8369
05/7/2020 13H,8265
05/7/2020 12H,8186
05/7/2020 11H,8058
05/7/2020 10H,7624
05/7/2020 09H,7698
05/7/2020 08H,7747
05/7/2020 07H,7830
05/7/2020 06H,8074
05/7/2020 05H,8228
05/7/2020 04H,8261
05/7/2020 03H,8664
05/7/2020 02H,9001
05/7/2020 01H,9169
05/7/2020 00H,9212
05/6/2020 23H,9250
05/6/2020 22H,9252
05/6/2020 21H,9309
05/6/2020 20H,9141
05/6/2020 19H,9155
05/6/2020 18H,9146
05/6/2020 17H,8990
05/6/2020 16H,8913
05/6/2020 15H,8634
05/6/2020 14H,8469
05/6/2020 13H,8487
05/6/2020 12H,8313
05/6/2020 11H,8292
05/6/2020 10H,8011
05/6/2020 09H,7946
05/6/2020 08H,7944
05/6/2020 07H,8083
05/6/2020 06H,8203
05/6/2020 05H,8341
05/6/2020 04H,8011
05/6/2020 03H,8425
05/6/2020 02H,8884
05/6/2020 01H,9282
05/6/2020 00H,9354
05/5/2020 23H,9371
05/5/2020 22H,9348
05/5/2020 21H,9226
05/5/2020 20H,9036
05/5/2020 19H,8995
05/5/2020 18H,9173
05/5/2020 17H,9105
05/5/2020 16H,9027
05/5/2020 15H,8732
05/5/2020 14H,8467
05/5/2020 13H,8064
05/5/2020 12H,7915
05/5/2020 11H,7918
05/5/2020 10H,7736
05/5/2020 09H,7709
05/5/2020 08H,7539
05/5/2020 07H,7528
05/5/2020 06H,7606
05/5/2020 05H,7948
05/5/2020 04H,8095
05/5/2020 03H,9054
05/5/2020 02H,9323
05/5/2020 01H,9492
05/5/2020 00H,9566
05/4/2020 23H,9563
05/4/2020 22H,9593
05/4/2020 21H,9544
05/4/2020 20H,9532
05/4/2020 19H,9392
05/4/2020 18H,9316
05/4/2020 17H,9247
05/4/2020 16H,9061
05/4/2020 15H,8608
05/4/2020 14H,8043
05/4/2020 13H,7836
05/4/2020 12H,7482
05/4/2020 11H,7226
05/4/2020 10H,7023
05/4/2020 09H,6399
05/4/2020 08H,6508
05/4/2020 07H,7286
05/4/2020 06H,7467
05/4/2020 05H,7612
05/4/2020 04H,7544
05/4/2020 03H,8474
05/4/2020 02H,8935
05/4/2020 01H,9089
05/4/2020 00H,9530
05/3/2020 23H,9342
05/3/2020 22H,8970
05/3/2020 21H,8879
05/3/2020 20H,8850
05/3/2020 19H,8684
05/3/2020 18H,8564
05/3/2020 17H,8384
05/3/2020 16H,8183
05/3/2020 15H,7824
05/3/2020 14H,7494
05/3/2020 13H,6918
05/3/2020 12H,6492
05/3/2020 11H,6408
05/3/2020 10H,6365
05/3/2020 09H,6741
05/3/2020 08H,6820
05/3/2020 07H,6888
05/3/2020 06H,6863
05/3/2020 05H,6950
05/3/2020 04H,7020
05/3/2020 03H,7959
05/3/2020 02H,8532
05/3/2020 01H,8573
05/3/2020 00H,8585
05/2/2020 23H,8418
05/2/2020 22H,8385
05/2/2020 21H,8260
05/2/2020 20H,8263
05/2/2020 19H,8234
05/2/2020 18H,8186
05/2/2020 17H,8076
05/2/2020 16H,7992
05/2/2020 15H,7717
05/2/2020 14H,7445
05/2/2020 13H,7079
05/2/2020 12H,6703
05/2/2020 11H,6604
05/2/2020 10H,6671
05/2/2020 09H,6489
05/2/2020 08H,6553
05/2/2020 07H,6735
05/2/2020 06H,6702
05/2/2020 05H,7037
05/2/2020 04H,7335
05/2/2020 03H,7603
05/2/2020 02H,8484
05/2/2020 01H,8702
05/2/2020 00H,8697
05/1/2020 23H,8715
05/1/2020 22H,8628
05/1/2020 21H,8523
05/1/2020 20H,8506
05/1/2020 19H,9051
05/1/2020 18H,8377
05/1/2020 17H,8279
05/1/2020 16H,8453
05/1/2020 15H,8137
05/1/2020 14H,8456
05/1/2020 13H,8131
05/1/2020 12H,7694
05/1/2020 11H,7428
05/1/2020 10H,7024
05/1/2020 09H,6287
05/1/2020 08H,6247
05/1/2020 07H,6731
05/1/2020 06H,6938
05/1/2020 05H,7060
05/1/2020 04H,7664
05/1/2020 03H,8097
05/1/2020 02H,8412
05/1/2020 01H,9007
05/1/2020 00H,9106
04/30/2020 23H,9039
04/30/2020 22H,9004
04/30/2020 21H,8833
04/30/2020 20H,8718
04/30/2020 19H,8398
04/30/2020 18H,8701
04/30/2020 17H,8677
04/30/2020 16H,8504
04/30/2020 15H,8180
04/30/2020 14H,7953
04/30/2020 13H,7277
04/30/2020 12H,7011
04/30/2020 11H,6879
04/30/2020 10H,6818
04/30/2020 09H,6611
04/30/2020 08H,6534
04/30/2020 07H,6590
04/30/2020 06H,6726
04/30/2020 05H,7025
04/30/2020 04H,7319
04/30/2020 03H,7686
04/30/2020 02H,8069
04/30/2020 01H,8819
04/30/2020 00H,8775
04/29/2020 23H,8774
04/29/2020 22H,8720
04/29/2020 21H,8632
04/29/2020 20H,8308
04/29/2020 19H,8102
04/29/2020 18H,8463
04/29/2020 17H,8447
04/29/2020 16H,8249
04/29/2020 15H,8040
04/29/2020 14H,7926
04/29/2020 13H,7522
04/29/2020 12H,7206
04/29/2020 11H,7151
04/29/2020 10H,6880
04/29/2020 09H,6534
04/29/2020 08H,6477
04/29/2020 07H,6565
04/29/2020 06H,6639
04/29/2020 05H,6737
04/29/2020 04H,7207
04/29/2020 03H,7561
04/29/2020 02H,8222
04/29/2020 01H,8610
04/29/2020 00H,8957
04/28/2020 23H,8974
04/28/2020 22H,8961
04/28/2020 21H,8835
04/28/2020 20H,8576
04/28/2020 19H,8552
04/28/2020 18H,8443
04/28/2020 17H,8158
04/28/2020 16H,7971
04/28/2020 15H,7995
04/28/2020 14H,7966
04/28/2020 13H,7826
04/28/2020 12H,7476
04/28/2020 11H,7203
04/28/2020 10H,6831
04/28/2020 09H,6596
04/28/2020 08H,6597
04/28/2020 07H,6734
04/28/2020 06H,6748
04/28/2020 05H,7088
04/28/2020 04H,7213
04/28/2020 03H,7838
04/28/2020 02H,8440
04/28/2020 01H,8947
04/28/2020 00H,8923
04/27/2020 23H,8755
04/27/2020 22H,8812
04/27/2020 21H,8663
04/27/2020 20H,8466
04/27/2020 19H,8405
04/27/2020 18H,7947
04/27/2020 17H,7817
04/27/2020 16H,7457
