Net generation from wind for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WND.H
19:02:48 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WND.H megawatthours
03/27/2020 18H,26780
03/27/2020 17H,27934
03/27/2020 16H,29251
03/27/2020 15H,31428
03/27/2020 14H,33539
03/27/2020 13H,35310
03/27/2020 12H,34282
03/27/2020 11H,35045
03/27/2020 10H,36209
03/27/2020 09H,38871
03/27/2020 08H,40785
03/27/2020 07H,43309
03/27/2020 06H,45800
03/27/2020 05H,47070
03/27/2020 04H,51944
03/27/2020 03H,48768
03/27/2020 02H,45513
03/27/2020 01H,40904
03/27/2020 00H,39274
03/26/2020 23H,39470
03/26/2020 22H,37749
03/26/2020 21H,36645
03/26/2020 20H,35544
03/26/2020 19H,34212
03/26/2020 18H,32051
03/26/2020 17H,29031
03/26/2020 16H,29293
03/26/2020 15H,32160
03/26/2020 14H,35214
03/26/2020 13H,38391
03/26/2020 12H,41243
03/26/2020 11H,42714
03/26/2020 10H,44706
03/26/2020 09H,45619
03/26/2020 08H,47602
03/26/2020 07H,49721
03/26/2020 06H,51361
03/26/2020 05H,51609
03/26/2020 04H,46609
03/26/2020 03H,48410
03/26/2020 02H,44209
03/26/2020 01H,39078
03/26/2020 00H,40053
03/25/2020 23H,42719
03/25/2020 22H,42280
03/25/2020 21H,41365
03/25/2020 20H,39222
03/25/2020 19H,37185
03/25/2020 18H,35619
03/25/2020 17H,33885
03/25/2020 16H,32520
03/25/2020 15H,35055
03/25/2020 14H,39240
03/25/2020 13H,40324
03/25/2020 12H,39323
03/25/2020 11H,39210
03/25/2020 10H,39843
03/25/2020 09H,40061
03/25/2020 08H,39059
03/25/2020 07H,36322
03/25/2020 06H,34571
03/25/2020 05H,33673
03/25/2020 04H,31343
03/25/2020 03H,30324
03/25/2020 02H,27945
03/25/2020 01H,26888
03/25/2020 00H,26831
03/24/2020 23H,27391
03/24/2020 22H,28873
03/24/2020 21H,29850
03/24/2020 20H,31181
03/24/2020 19H,30817
03/24/2020 18H,31375
03/24/2020 17H,31630
03/24/2020 16H,31788
03/24/2020 15H,31686
03/24/2020 14H,31469
03/24/2020 13H,32467
03/24/2020 12H,35054
03/24/2020 11H,36883
03/24/2020 10H,38081
03/24/2020 09H,38468
03/24/2020 08H,39517
03/24/2020 07H,39525
03/24/2020 06H,40315
03/24/2020 05H,41308
03/24/2020 04H,41977
03/24/2020 03H,40454
03/24/2020 02H,38648
03/24/2020 01H,35592
03/24/2020 00H,34312
03/23/2020 23H,32145
03/23/2020 22H,30262
03/23/2020 21H,27219
03/23/2020 20H,22977
03/23/2020 19H,20208
03/23/2020 18H,18090
03/23/2020 17H,16207
03/23/2020 16H,15339
03/23/2020 15H,16347
03/23/2020 14H,18047
03/23/2020 13H,19234
03/23/2020 12H,20346
03/23/2020 11H,21859
03/23/2020 10H,23381
03/23/2020 09H,24402
03/23/2020 08H,25395
03/23/2020 07H,26848
03/23/2020 06H,28003
03/23/2020 05H,29326
03/23/2020 04H,28846
03/23/2020 03H,28899
03/23/2020 02H,26410
03/23/2020 01H,24995
03/23/2020 00H,25938
03/22/2020 23H,26595
03/22/2020 22H,26950
03/22/2020 21H,26252
03/22/2020 20H,24234
03/22/2020 19H,23136
03/22/2020 18H,23437
03/22/2020 17H,24244
03/22/2020 16H,26236
03/22/2020 15H,27485
03/22/2020 14H,27288
03/22/2020 13H,26448
03/22/2020 12H,26336
03/22/2020 11H,26587
03/22/2020 10H,26403
03/22/2020 09H,26711
03/22/2020 08H,26942
03/22/2020 07H,27442
03/22/2020 06H,27589
03/22/2020 05H,27263
03/22/2020 04H,30792
03/22/2020 03H,28827
03/22/2020 02H,28518
03/22/2020 01H,25739
03/22/2020 00H,25326
03/21/2020 23H,23669
03/21/2020 22H,22899
03/21/2020 21H,21711
03/21/2020 20H,21102
03/21/2020 19H,20976
03/21/2020 18H,21121
03/21/2020 17H,20839
03/21/2020 16H,20640
03/21/2020 15H,21711
03/21/2020 14H,23391
03/21/2020 13H,25219
03/21/2020 12H,25451
03/21/2020 11H,25656
03/21/2020 10H,26763
03/21/2020 09H,27582
03/21/2020 08H,28526
03/21/2020 07H,29393
03/21/2020 06H,30901
03/21/2020 05H,31635
03/21/2020 04H,35359
03/21/2020 03H,30690
03/21/2020 02H,29329
03/21/2020 01H,30508
03/21/2020 00H,34315
03/20/2020 23H,37970
03/20/2020 22H,40770
03/20/2020 21H,43281
03/20/2020 20H,46001
03/20/2020 19H,49327
03/20/2020 18H,52884
03/20/2020 17H,55801
03/20/2020 16H,57458
03/20/2020 15H,59013
03/20/2020 14H,59913
03/20/2020 13H,59549
03/20/2020 12H,58364
03/20/2020 11H,58069
03/20/2020 10H,56342
03/20/2020 09H,52031
03/20/2020 08H,51307
03/20/2020 07H,53453
03/20/2020 06H,54994
03/20/2020 05H,56295
03/20/2020 04H,52915
03/20/2020 03H,59250
03/20/2020 02H,59236
03/20/2020 01H,58115
03/20/2020 00H,57785
03/19/2020 23H,57740
03/19/2020 22H,56278
03/19/2020 21H,54035
03/19/2020 20H,52522
03/19/2020 19H,51933
03/19/2020 18H,50681
03/19/2020 17H,48802
03/19/2020 16H,46059
03/19/2020 15H,42691
03/19/2020 14H,43238
03/19/2020 13H,42967
03/19/2020 12H,42111
03/19/2020 11H,41294
03/19/2020 10H,38775
03/19/2020 09H,38571
03/19/2020 08H,38122
03/19/2020 07H,36485
03/19/2020 06H,35289
03/19/2020 05H,35972
03/19/2020 04H,36171
03/19/2020 03H,33992
03/19/2020 02H,32558
03/19/2020 01H,31489
03/19/2020 00H,29746
03/18/2020 23H,28403
03/18/2020 22H,27614
03/18/2020 21H,25679
03/18/2020 20H,22896
03/18/2020 19H,21447
03/18/2020 18H,21518
03/18/2020 17H,23405
03/18/2020 16H,24905
03/18/2020 15H,26149
03/18/2020 14H,28821
03/18/2020 13H,29299
03/18/2020 12H,28492
03/18/2020 11H,27270
03/18/2020 10H,26887
03/18/2020 09H,27067
03/18/2020 08H,27387
03/18/2020 07H,29173
03/18/2020 06H,30093
03/18/2020 05H,30973
03/18/2020 04H,31013
03/18/2020 03H,29902
03/18/2020 02H,29612
03/18/2020 01H,30713
03/18/2020 00H,34595
03/17/2020 23H,35968
03/17/2020 22H,35321
03/17/2020 21H,32395
03/17/2020 20H,29832
03/17/2020 19H,28815
03/17/2020 18H,28805
03/17/2020 17H,27775
03/17/2020 16H,25873
03/17/2020 15H,24752
03/17/2020 14H,23960
03/17/2020 13H,22819
03/17/2020 12H,24165
03/17/2020 11H,25376
03/17/2020 10H,26763
03/17/2020 09H,28437
03/17/2020 08H,29268
03/17/2020 07H,30324
03/17/2020 06H,30400
03/17/2020 05H,29618
03/17/2020 04H,28686
03/17/2020 03H,26805
03/17/2020 02H,24385
03/17/2020 01H,22077
03/17/2020 00H,20612
03/16/2020 23H,18945
03/16/2020 22H,17114
03/16/2020 21H,15823
03/16/2020 20H,14974
03/16/2020 19H,15124
03/16/2020 18H,13910
03/16/2020 17H,12364
03/16/2020 16H,11316
03/16/2020 15H,10677
03/16/2020 14H,11019
03/16/2020 13H,12108
03/16/2020 12H,12537
03/16/2020 11H,13946
03/16/2020 10H,15818
03/16/2020 09H,16198
03/16/2020 08H,17259
03/16/2020 07H,18981
03/16/2020 06H,20400
03/16/2020 05H,22502
03/16/2020 04H,25441
03/16/2020 03H,24902
03/16/2020 02H,24133
03/16/2020 01H,23113
03/16/2020 00H,23171
03/15/2020 23H,23458
03/15/2020 22H,24338
03/15/2020 21H,25189
03/15/2020 20H,25297
03/15/2020 19H,26008
03/15/2020 18H,25666
03/15/2020 17H,25613
03/15/2020 16H,24978
03/15/2020 15H,25270
03/15/2020 14H,25432
03/15/2020 13H,25172
03/15/2020 12H,25524
03/15/2020 11H,25471
03/15/2020 10H,25189
03/15/2020 09H,24852
03/15/2020 08H,25386
03/15/2020 07H,26766
03/15/2020 06H,28849
03/15/2020 05H,30456
03/15/2020 04H,32428
03/15/2020 03H,31184
03/15/2020 02H,30439
03/15/2020 01H,30527
03/15/2020 00H,30630
03/14/2020 23H,29171
03/14/2020 22H,27680
03/14/2020 21H,25822
03/14/2020 20H,23705
03/14/2020 19H,23054
03/14/2020 18H,23632
03/14/2020 17H,24051
03/14/2020 16H,24452
03/14/2020 15H,24826
03/14/2020 14H,25766
03/14/2020 13H,27769
03/14/2020 12H,28099
03/14/2020 11H,27144
03/14/2020 10H,27937
03/14/2020 09H,29148
03/14/2020 08H,29975
03/14/2020 07H,30911
03/14/2020 06H,32508
03/14/2020 05H,34159
03/14/2020 04H,39218
03/14/2020 03H,36281
03/14/2020 02H,36248
03/14/2020 01H,37400
03/14/2020 00H,37275
03/13/2020 23H,38502
03/13/2020 22H,40408
03/13/2020 21H,41863
03/13/2020 20H,42041
03/13/2020 19H,44504
03/13/2020 18H,48416
03/13/2020 17H,51579
03/13/2020 16H,52191
03/13/2020 15H,52059
03/13/2020 14H,53514
03/13/2020 13H,52920
03/13/2020 12H,50770
03/13/2020 11H,52383
03/13/2020 10H,52317
03/13/2020 09H,53586
03/13/2020 08H,54164
03/13/2020 07H,54218
03/13/2020 06H,53435
03/13/2020 05H,53007
03/13/2020 04H,46225
03/13/2020 03H,50993
03/13/2020 02H,48683
03/13/2020 01H,44341
03/13/2020 00H,40870
03/12/2020 23H,39534
03/12/2020 22H,39858
03/12/2020 21H,39771
03/12/2020 20H,39756
03/12/2020 19H,39482
03/12/2020 18H,41949
03/12/2020 17H,42498
03/12/2020 16H,42340
03/12/2020 15H,44765
03/12/2020 14H,49225
03/12/2020 13H,51798
03/12/2020 12H,52145
03/12/2020 11H,52041
03/12/2020 10H,51326
03/12/2020 09H,51059
03/12/2020 08H,51916
03/12/2020 07H,52015
03/12/2020 06H,50985
03/12/2020 05H,49404
03/12/2020 04H,47383
03/12/2020 03H,42221
03/12/2020 02H,37545
03/12/2020 01H,31938
03/12/2020 00H,30886
03/11/2020 23H,31096
03/11/2020 22H,29231
03/11/2020 21H,26596
03/11/2020 20H,23540
03/11/2020 19H,20698
03/11/2020 18H,19292
03/11/2020 17H,18708
03/11/2020 16H,19169
03/11/2020 15H,22635
03/11/2020 14H,26863
03/11/2020 13H,31389
03/11/2020 12H,34781
03/11/2020 11H,37529
03/11/2020 10H,39117
03/11/2020 09H,39622
03/11/2020 08H,41050
03/11/2020 07H,42212
03/11/2020 06H,43506
03/11/2020 05H,42790
03/11/2020 04H,47434
03/11/2020 03H,41494
03/11/2020 02H,39469
03/11/2020 01H,34944
03/11/2020 00H,33589
03/10/2020 23H,33353
03/10/2020 22H,31825
03/10/2020 21H,30013
03/10/2020 20H,26749
03/10/2020 19H,23591
03/10/2020 18H,21372
03/10/2020 17H,19271
03/10/2020 16H,19313
03/10/2020 15H,20577
03/10/2020 14H,23204
03/10/2020 13H,25743
03/10/2020 12H,28130
03/10/2020 11H,29873
03/10/2020 10H,31418
03/10/2020 09H,32475
03/10/2020 08H,33672
03/10/2020 07H,33472
03/10/2020 06H,34817
03/10/2020 05H,34708
03/10/2020 04H,35972
03/10/2020 03H,32849
03/10/2020 02H,30644
03/10/2020 01H,29528
03/10/2020 00H,30653
03/9/2020 23H,34746
03/9/2020 22H,38205
03/9/2020 21H,40402
03/9/2020 20H,42149
03/9/2020 19H,43956
03/9/2020 18H,45468
03/9/2020 17H,47231
03/9/2020 16H,46988
03/9/2020 15H,47720
03/9/2020 14H,50952
03/9/2020 13H,54023
03/9/2020 12H,55572
03/9/2020 11H,55158
03/9/2020 10H,56543
03/9/2020 09H,57993
03/9/2020 08H,60108
03/9/2020 07H,61412
03/9/2020 06H,63322
03/9/2020 05H,64674
03/9/2020 04H,64789
03/9/2020 03H,64893
03/9/2020 02H,64705
03/9/2020 01H,62411
03/9/2020 00H,61077
03/8/2020 23H,59172
03/8/2020 22H,58639
03/8/2020 21H,58065
03/8/2020 20H,57373
03/8/2020 19H,57366
03/8/2020 18H,57898
03/8/2020 17H,57935
03/8/2020 16H,58854
03/8/2020 15H,59410
03/8/2020 14H,60245
03/8/2020 13H,60327
03/8/2020 12H,59640
03/8/2020 11H,59345
03/8/2020 10H,58950
03/8/2020 09H,58852
03/8/2020 08H,60192
03/8/2020 07H,64924
03/8/2020 06H,66008
03/8/2020 05H,63534
03/8/2020 04H,66659
03/8/2020 03H,66960
03/8/2020 02H,65969
03/8/2020 01H,63407
03/8/2020 00H,60992
03/7/2020 23H,59556
03/7/2020 22H,59260
03/7/2020 21H,58330
03/7/2020 20H,56964
03/7/2020 19H,56682
03/7/2020 18H,56659
03/7/2020 17H,56172
03/7/2020 16H,54245
03/7/2020 15H,54279
03/7/2020 14H,55003
03/7/2020 13H,54339
03/7/2020 12H,53275
03/7/2020 11H,52547
03/7/2020 10H,52839
03/7/2020 09H,53443
03/7/2020 08H,54735
03/7/2020 07H,55667
03/7/2020 06H,56042
03/7/2020 05H,59682
03/7/2020 04H,56953
03/7/2020 03H,55919
03/7/2020 02H,52899
03/7/2020 01H,46926
03/7/2020 00H,44271
03/6/2020 23H,41808
03/6/2020 22H,39436
03/6/2020 21H,36596
03/6/2020 20H,35042
03/6/2020 19H,33833
03/6/2020 18H,33174
03/6/2020 17H,32611
03/6/2020 16H,31394
03/6/2020 15H,33371
03/6/2020 14H,37011
03/6/2020 13H,37635
03/6/2020 12H,37352
03/6/2020 11H,38083
03/6/2020 10H,38406
03/6/2020 09H,38203
03/6/2020 08H,40064
03/6/2020 07H,41414
03/6/2020 06H,42870
03/6/2020 05H,39172
03/6/2020 04H,42719
03/6/2020 03H,41328
03/6/2020 02H,41081
03/6/2020 01H,41288
03/6/2020 00H,45684
03/5/2020 23H,47468
03/5/2020 22H,48058
03/5/2020 21H,49087
03/5/2020 20H,49618
03/5/2020 19H,50426
03/5/2020 18H,50896
03/5/2020 17H,51714
03/5/2020 16H,51870
03/5/2020 15H,54247
03/5/2020 14H,55015
03/5/2020 13H,54315
03/5/2020 12H,51607
03/5/2020 11H,51090
03/5/2020 10H,49859
03/5/2020 09H,48610
03/5/2020 08H,48732
03/5/2020 07H,46797
03/5/2020 06H,45815
03/5/2020 05H,49338
03/5/2020 04H,46928
03/5/2020 03H,45162
03/5/2020 02H,42609
03/5/2020 01H,40873
03/5/2020 00H,39898
03/4/2020 23H,38515
03/4/2020 22H,37375
03/4/2020 21H,34607
03/4/2020 20H,34181
03/4/2020 19H,35299
03/4/2020 18H,36518
03/4/2020 17H,37618
03/4/2020 16H,38196
03/4/2020 15H,40755
03/4/2020 14H,41930
03/4/2020 13H,41057
03/4/2020 12H,41833
03/4/2020 11H,43184
03/4/2020 10H,41847
03/4/2020 09H,40761
03/4/2020 08H,39547
03/4/2020 07H,39646
03/4/2020 06H,39408
03/4/2020 05H,34692
03/4/2020 04H,35865
03/4/2020 03H,34483
03/4/2020 02H,32212
03/4/2020 01H,33334
03/4/2020 00H,32337
03/3/2020 23H,35623
03/3/2020 22H,39204
03/3/2020 21H,39146
03/3/2020 20H,38625
03/3/2020 19H,38231
03/3/2020 18H,37779
03/3/2020 17H,36678
03/3/2020 16H,37449
03/3/2020 15H,40645
03/3/2020 14H,43559
03/3/2020 13H,44098
03/3/2020 12H,42132
03/3/2020 11H,41474
03/3/2020 10H,42340
03/3/2020 09H,43330
03/3/2020 08H,44364
03/3/2020 07H,44979
03/3/2020 06H,44705
03/3/2020 05H,45616
03/3/2020 04H,41379
03/3/2020 03H,38118
03/3/2020 02H,33123
03/3/2020 01H,29951
03/3/2020 00H,29504
03/2/2020 23H,29621
03/2/2020 22H,27680
03/2/2020 21H,25983
03/2/2020 20H,24798
03/2/2020 19H,24366
03/2/2020 18H,26050
03/2/2020 17H,30654
03/2/2020 16H,35925
03/2/2020 15H,40529
03/2/2020 14H,44232
03/2/2020 13H,45625
03/2/2020 12H,47360
03/2/2020 11H,48665
03/2/2020 10H,50125
03/2/2020 09H,51005
03/2/2020 08H,51814
03/2/2020 07H,53222
03/2/2020 06H,54333
03/2/2020 05H,57013
03/2/2020 04H,59519
03/2/2020 03H,58115
03/2/2020 02H,54200
03/2/2020 01H,49230
03/2/2020 00H,46300
03/1/2020 23H,44734
03/1/2020 22H,42147
03/1/2020 21H,40517
03/1/2020 20H,39385
03/1/2020 19H,37940
03/1/2020 18H,38479
03/1/2020 17H,40195
03/1/2020 16H,43653
03/1/2020 15H,50057
03/1/2020 14H,53819
03/1/2020 13H,54650
03/1/2020 12H,56411
03/1/2020 11H,56560
03/1/2020 10H,57098
03/1/2020 09H,57873
03/1/2020 08H,58029
03/1/2020 07H,59166
03/1/2020 06H,59793
03/1/2020 05H,61264
03/1/2020 04H,62866
03/1/2020 03H,62972
03/1/2020 02H,63199
03/1/2020 01H,62554
03/1/2020 00H,60999
02/29/2020 23H,60182
02/29/2020 22H,60034
02/29/2020 21H,59024
02/29/2020 20H,58048
02/29/2020 19H,57464
02/29/2020 18H,54751
02/29/2020 17H,52595
02/29/2020 16H,49997
02/29/2020 15H,51613
02/29/2020 14H,51785
02/29/2020 13H,50007
02/29/2020 12H,47906
02/29/2020 11H,45701
02/29/2020 10H,43104
02/29/2020 09H,41169
02/29/2020 08H,39342
02/29/2020 07H,36827
02/29/2020 06H,33821
02/29/2020 05H,30308
02/29/2020 04H,27431
02/29/2020 03H,25494
02/29/2020 02H,23438
02/29/2020 01H,20842
02/29/2020 00H,20253
02/28/2020 23H,22359
02/28/2020 22H,23522
02/28/2020 21H,23658
02/28/2020 20H,22561
02/28/2020 19H,21480
02/28/2020 18H,20917
02/28/2020 17H,20665
02/28/2020 16H,21305
02/28/2020 15H,24865
02/28/2020 14H,26965
02/28/2020 13H,27566
02/28/2020 12H,27584
02/28/2020 11H,27608
02/28/2020 10H,27955
02/28/2020 09H,28454
02/28/2020 08H,29141
02/28/2020 07H,29869
02/28/2020 06H,29539
02/28/2020 05H,31179
02/28/2020 04H,31202
02/28/2020 03H,31060
02/28/2020 02H,29155
02/28/2020 01H,27771
02/28/2020 00H,30191
02/27/2020 23H,32556
02/27/2020 22H,32636
02/27/2020 21H,32372
02/27/2020 20H,31117
02/27/2020 19H,30082
02/27/2020 18H,28821
02/27/2020 17H,30211
02/27/2020 16H,31853
02/27/2020 15H,36439
02/27/2020 14H,40998
02/27/2020 13H,42050
02/27/2020 12H,41749
02/27/2020 11H,40246
02/27/2020 10H,38458
02/27/2020 09H,35795
02/27/2020 08H,33673
02/27/2020 07H,29830
02/27/2020 06H,25492
02/27/2020 05H,21261
02/27/2020 04H,20504
02/27/2020 03H,19557
02/27/2020 02H,19534
02/27/2020 01H,21102
02/27/2020 00H,26771
02/26/2020 23H,31799
02/26/2020 22H,35547
02/26/2020 21H,37377
02/26/2020 20H,37756
02/26/2020 19H,37004
02/26/2020 18H,36328
02/26/2020 17H,38379
02/26/2020 16H,40210
02/26/2020 15H,42316
02/26/2020 14H,45565
02/26/2020 13H,48117
02/26/2020 12H,49685
02/26/2020 11H,50295
02/26/2020 10H,51084
02/26/2020 09H,51918
02/26/2020 08H,52526
02/26/2020 07H,53223
02/26/2020 06H,54795
02/26/2020 05H,56540
02/26/2020 04H,57869
02/26/2020 03H,58331
02/26/2020 02H,57005
02/26/2020 01H,55094
02/26/2020 00H,53925
02/25/2020 23H,53337
02/25/2020 22H,52021
02/25/2020 21H,50317
02/25/2020 20H,48844
02/25/2020 19H,45836
02/25/2020 18H,44969
02/25/2020 17H,46302
02/25/2020 16H,44731
02/25/2020 15H,42154
02/25/2020 14H,43528
02/25/2020 13H,42809
02/25/2020 12H,43653
02/25/2020 11H,45462
02/25/2020 10H,47265
02/25/2020 09H,48539
02/25/2020 08H,48152
02/25/2020 07H,48860
02/25/2020 06H,47908
02/25/2020 05H,47949
02/25/2020 04H,46338
02/25/2020 03H,44726
02/25/2020 02H,40902
02/25/2020 01H,35414
02/25/2020 00H,32015
02/24/2020 23H,32173
02/24/2020 22H,33130
02/24/2020 21H,32283
02/24/2020 20H,32351
02/24/2020 19H,33325
02/24/2020 18H,34719
02/24/2020 17H,36168
02/24/2020 16H,37909
02/24/2020 15H,42629
02/24/2020 14H,46932
02/24/2020 13H,47709
02/24/2020 12H,48751
02/24/2020 11H,51410
02/24/2020 10H,51901
02/24/2020 09H,53015
02/24/2020 08H,54303
02/24/2020 07H,54328
02/24/2020 06H,54469
02/24/2020 05H,56095
02/24/2020 04H,54869
02/24/2020 03H,54487
02/24/2020 02H,54262
02/24/2020 01H,52915
02/24/2020 00H,50386
02/23/2020 23H,47094
02/23/2020 22H,45541
02/23/2020 21H,44631
02/23/2020 20H,43314
02/23/2020 19H,42108
02/23/2020 18H,40763
02/23/2020 17H,39418
02/23/2020 16H,40413
02/23/2020 15H,43210
02/23/2020 14H,46342
02/23/2020 13H,48032
02/23/2020 12H,48737
02/23/2020 11H,50624
02/23/2020 10H,52416
02/23/2020 09H,53800
02/23/2020 08H,55187
02/23/2020 07H,56086
02/23/2020 06H,57762
02/23/2020 05H,58803
02/23/2020 04H,57849
02/23/2020 03H,56824
02/23/2020 02H,52451
02/23/2020 01H,47355
02/23/2020 00H,46711
02/22/2020 23H,49295
02/22/2020 22H,49732
02/22/2020 21H,47598
02/22/2020 20H,45736
02/22/2020 19H,43292
02/22/2020 18H,42672
02/22/2020 17H,43532
02/22/2020 16H,45316
02/22/2020 15H,48982
02/22/2020 14H,53077
02/22/2020 13H,53686
02/22/2020 12H,54611
02/22/2020 11H,55337
02/22/2020 10H,55614
02/22/2020 09H,56881
02/22/2020 08H,57385
02/22/2020 07H,55916
02/22/2020 06H,55834
02/22/2020 05H,52652
02/22/2020 04H,51990
02/22/2020 03H,49073
02/22/2020 02H,45884
02/22/2020 01H,41080
02/22/2020 00H,40052
02/21/2020 23H,40736
02/21/2020 22H,40846
02/21/2020 21H,40319
02/21/2020 20H,39631
02/21/2020 19H,37647
02/21/2020 18H,37028
02/21/2020 17H,36860
02/21/2020 16H,37048
02/21/2020 15H,39258
02/21/2020 14H,39720
02/21/2020 13H,38633
02/21/2020 12H,37783
02/21/2020 11H,37076
02/21/2020 10H,36455
02/21/2020 09H,36089
02/21/2020 08H,35653
02/21/2020 07H,35816
02/21/2020 06H,36086
02/21/2020 05H,36247
02/21/2020 04H,37009
02/21/2020 03H,36793
02/21/2020 02H,35375
02/21/2020 01H,32973
02/21/2020 00H,31933
02/20/2020 23H,32457
02/20/2020 22H,33219
02/20/2020 21H,34588
02/20/2020 20H,34922
02/20/2020 19H,35857
02/20/2020 18H,36313
02/20/2020 17H,37869
02/20/2020 16H,39564
02/20/2020 15H,40102
02/20/2020 14H,40306
02/20/2020 13H,40159
02/20/2020 12H,39371
02/20/2020 11H,38335
02/20/2020 10H,36885
02/20/2020 09H,35521
02/20/2020 08H,32023
02/20/2020 07H,28827
02/20/2020 06H,26687
02/20/2020 05H,26911
02/20/2020 04H,24307
02/20/2020 03H,23188
02/20/2020 02H,20574
02/20/2020 01H,18706
02/20/2020 00H,17822
02/19/2020 23H,17258
02/19/2020 22H,16263
02/19/2020 21H,15076
02/19/2020 20H,13022
02/19/2020 19H,11936
02/19/2020 18H,11990
02/19/2020 17H,13340
02/19/2020 16H,15445
02/19/2020 15H,18590
02/19/2020 14H,21583
02/19/2020 13H,23114
02/19/2020 12H,24514
02/19/2020 11H,26362
02/19/2020 10H,27201
02/19/2020 09H,28339
02/19/2020 08H,29701
02/19/2020 07H,30972
02/19/2020 06H,30914
02/19/2020 05H,31906
02/19/2020 04H,32119
02/19/2020 03H,30607
02/19/2020 02H,29714
02/19/2020 01H,27731
02/19/2020 00H,28405
02/18/2020 23H,30529
02/18/2020 22H,32722
02/18/2020 21H,34420
02/18/2020 20H,36811
02/18/2020 19H,38418
02/18/2020 18H,40753
02/18/2020 17H,43024
02/18/2020 16H,43655
02/18/2020 15H,44796
02/18/2020 14H,46524
02/18/2020 13H,47498
02/18/2020 12H,48015
02/18/2020 11H,47462
02/18/2020 10H,46998
02/18/2020 09H,46835
02/18/2020 08H,46123
02/18/2020 07H,46140
02/18/2020 06H,46147
02/18/2020 05H,44603
02/18/2020 04H,45568
02/18/2020 03H,44119
02/18/2020 02H,41661
02/18/2020 01H,39204
02/18/2020 00H,37942
02/17/2020 23H,37643
02/17/2020 22H,35360
02/17/2020 21H,33731
02/17/2020 20H,32961
02/17/2020 19H,33834
02/17/2020 18H,34786
02/17/2020 17H,34640
02/17/2020 16H,35897
02/17/2020 15H,39761
02/17/2020 14H,39614
02/17/2020 13H,38946
02/17/2020 12H,39846
02/17/2020 11H,40934
02/17/2020 10H,42697
02/17/2020 09H,44162
02/17/2020 08H,46279
02/17/2020 07H,46878
02/17/2020 06H,47454
02/17/2020 05H,48632
02/17/2020 04H,46000
02/17/2020 03H,43041
02/17/2020 02H,38720
02/17/2020 01H,33007
02/17/2020 00H,29667
02/16/2020 23H,29103
02/16/2020 22H,27507
02/16/2020 21H,25183
02/16/2020 20H,25802
02/16/2020 19H,26417
02/16/2020 18H,26161
02/16/2020 17H,26219
02/16/2020 16H,28002
02/16/2020 15H,32252
02/16/2020 14H,32632
02/16/2020 13H,31632
02/16/2020 12H,30704
02/16/2020 11H,30382
02/16/2020 10H,30963
02/16/2020 09H,31037
02/16/2020 08H,31235
02/16/2020 07H,30515
02/16/2020 06H,30417
02/16/2020 05H,30577
02/16/2020 04H,30725
02/16/2020 03H,29751
02/16/2020 02H,26728
02/16/2020 01H,24701
02/16/2020 00H,25403
02/15/2020 23H,26863
02/15/2020 22H,28341
02/15/2020 21H,29819
02/15/2020 20H,33760
02/15/2020 19H,37759
02/15/2020 18H,42573
02/15/2020 17H,47163
02/15/2020 16H,50621
02/15/2020 15H,55156
02/15/2020 14H,58580
02/15/2020 13H,60015
02/15/2020 12H,61977
02/15/2020 11H,63022
02/15/2020 10H,63815
02/15/2020 09H,63640
02/15/2020 08H,63980
02/15/2020 07H,64239
02/15/2020 06H,64509
02/15/2020 05H,64460
02/15/2020 04H,62635
02/15/2020 03H,61301
02/15/2020 02H,58394
02/15/2020 01H,54897
02/15/2020 00H,54077
02/14/2020 23H,53192
02/14/2020 22H,50793
02/14/2020 21H,48090
02/14/2020 20H,45461
02/14/2020 19H,43335
02/14/2020 18H,40432
02/14/2020 17H,38984
02/14/2020 16H,37384
02/14/2020 15H,37453
02/14/2020 14H,37427
02/14/2020 13H,36245
02/14/2020 12H,36321
02/14/2020 11H,36061
02/14/2020 10H,36335
02/14/2020 09H,37579
02/14/2020 08H,37901
02/14/2020 07H,37103
02/14/2020 06H,36028
02/14/2020 05H,34313
02/14/2020 04H,35000
02/14/2020 03H,34243
02/14/2020 02H,31234
02/14/2020 01H,26342
02/14/2020 00H,23206
02/13/2020 23H,22599
02/13/2020 22H,22325
02/13/2020 21H,21533
02/13/2020 20H,21483
02/13/2020 19H,21967
02/13/2020 18H,23465
02/13/2020 17H,27472
02/13/2020 16H,31869
02/13/2020 15H,35706
02/13/2020 14H,38322
02/13/2020 13H,40413
02/13/2020 12H,41256
02/13/2020 11H,41004
02/13/2020 10H,40473
02/13/2020 09H,40853
02/13/2020 08H,41731
02/13/2020 07H,42366
02/13/2020 06H,38513
02/13/2020 05H,39769
02/13/2020 04H,40378
02/13/2020 03H,40412
02/13/2020 02H,40149
02/13/2020 01H,40183
02/13/2020 00H,42264
02/12/2020 23H,41992
02/12/2020 22H,40927
02/12/2020 21H,39870
02/12/2020 20H,37923
02/12/2020 19H,34109
02/12/2020 18H,31315
02/12/2020 17H,29319
02/12/2020 16H,29864
02/12/2020 15H,30379
02/12/2020 14H,31052
02/12/2020 13H,30585
02/12/2020 12H,30719
02/12/2020 11H,31725
02/12/2020 10H,33143
