Net generation from other for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.OTH.H
19:14:30 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.OTH.H megawatthours
01/2/2019 16H,1034
01/2/2019 15H,1064
01/2/2019 14H,1065
01/2/2019 13H,1054
01/2/2019 12H,1049
01/2/2019 11H,1043
01/2/2019 10H,1037
01/2/2019 09H,1038
01/2/2019 08H,1036
01/2/2019 07H,1045
01/2/2019 06H,1072
01/2/2019 05H,1063
01/2/2019 04H,1068
01/2/2019 03H,1129
01/2/2019 02H,1177
01/2/2019 01H,1102
01/2/2019 00H,1141
01/1/2019 23H,1098
01/1/2019 22H,1067
01/1/2019 21H,1064
01/1/2019 20H,1056
01/1/2019 19H,1061
01/1/2019 18H,1053
01/1/2019 17H,1048
01/1/2019 16H,1051
01/1/2019 15H,1059
01/1/2019 14H,1059
01/1/2019 13H,1060
01/1/2019 12H,1052
01/1/2019 11H,1035
01/1/2019 10H,1021
01/1/2019 09H,1029
01/1/2019 08H,1021
01/1/2019 07H,1017
01/1/2019 06H,1015
01/1/2019 05H,1001
01/1/2019 04H,1012
01/1/2019 03H,1021
01/1/2019 02H,1038
01/1/2019 01H,1015
01/1/2019 00H,1012
12/31/2018 23H,1014
12/31/2018 22H,1021
12/31/2018 21H,1018
12/31/2018 20H,1026
12/31/2018 19H,1049
12/31/2018 18H,1049
12/31/2018 17H,1049
12/31/2018 16H,1051
12/31/2018 15H,1053
12/31/2018 14H,1055
12/31/2018 13H,1047
12/31/2018 12H,1050
12/31/2018 11H,1053
12/31/2018 10H,1046
12/31/2018 09H,1046
12/31/2018 08H,1026
12/31/2018 07H,1032
12/31/2018 06H,1046
12/31/2018 05H,1049
12/31/2018 04H,1043
12/31/2018 03H,1070
12/31/2018 02H,1114
12/31/2018 01H,1076
12/31/2018 00H,1054
12/30/2018 23H,1050
12/30/2018 22H,1051
12/30/2018 21H,1051
12/30/2018 20H,1049
12/30/2018 19H,1054
12/30/2018 18H,1049
12/30/2018 17H,1053
12/30/2018 16H,1030
12/30/2018 15H,1015
12/30/2018 14H,1012
12/30/2018 13H,1016
12/30/2018 12H,1020
12/30/2018 11H,1020
12/30/2018 10H,1017
12/30/2018 09H,1020
12/30/2018 08H,1009
12/30/2018 07H,1013
12/30/2018 06H,1011
12/30/2018 05H,1012
12/30/2018 04H,1006
12/30/2018 03H,1053
12/30/2018 02H,1115
12/30/2018 01H,1075
12/30/2018 00H,1076
12/29/2018 23H,1050
12/29/2018 22H,1050
12/29/2018 21H,1047
12/29/2018 20H,1051
12/29/2018 19H,1067
12/29/2018 18H,1096
12/29/2018 17H,1064
12/29/2018 16H,1064
12/29/2018 15H,1077
12/29/2018 14H,1055
12/29/2018 13H,1058
12/29/2018 12H,1059
12/29/2018 11H,1060
12/29/2018 10H,1061
12/29/2018 09H,1062
12/29/2018 08H,1058
12/29/2018 07H,1057
12/29/2018 06H,1063
12/29/2018 05H,1120
12/29/2018 04H,1193
12/29/2018 03H,1207
12/29/2018 02H,1201
12/29/2018 01H,1203
12/29/2018 00H,1134
12/28/2018 23H,1049
12/28/2018 22H,1009
12/28/2018 21H,1011
12/28/2018 20H,1012
12/28/2018 19H,1014
12/28/2018 18H,1046
12/28/2018 17H,1019
12/28/2018 16H,1031
12/28/2018 15H,1042
12/28/2018 14H,1015
12/28/2018 13H,1016
12/28/2018 12H,1015
12/28/2018 11H,1013
12/28/2018 10H,1013
12/28/2018 09H,1016
12/28/2018 08H,1012
12/28/2018 07H,1013
12/28/2018 06H,1016
12/28/2018 05H,1014
12/28/2018 04H,997
12/28/2018 03H,1021
12/28/2018 02H,1120
12/28/2018 01H,1146
12/28/2018 00H,1041
12/27/2018 23H,1026
12/27/2018 22H,1035
12/27/2018 21H,1033
12/27/2018 20H,1031
12/27/2018 19H,1035
12/27/2018 18H,1057
12/27/2018 17H,1038
12/27/2018 16H,1052
12/27/2018 15H,1022
12/27/2018 14H,1022
12/27/2018 13H,1024
12/27/2018 12H,1020
12/27/2018 11H,998
12/27/2018 10H,973
12/27/2018 09H,968
12/27/2018 08H,969
12/27/2018 07H,976
12/27/2018 06H,969
12/27/2018 05H,961
12/27/2018 04H,972
12/27/2018 03H,978
12/27/2018 02H,975
12/27/2018 01H,975
12/27/2018 00H,974
12/26/2018 23H,975
12/26/2018 22H,969
12/26/2018 21H,977
12/26/2018 20H,991
12/26/2018 19H,991
12/26/2018 18H,1002
12/26/2018 17H,1024
12/26/2018 16H,1022
12/26/2018 15H,1030
12/26/2018 14H,1026
12/26/2018 13H,1026
12/26/2018 12H,1026
12/26/2018 11H,1030
12/26/2018 10H,1032
12/26/2018 09H,1030
12/26/2018 08H,1031
12/26/2018 07H,1033
12/26/2018 06H,1026
12/26/2018 05H,1019
12/26/2018 04H,1017
12/26/2018 03H,1021
12/26/2018 02H,1019
12/26/2018 01H,1020
12/26/2018 00H,1020
12/25/2018 23H,1020
12/25/2018 22H,1025
12/25/2018 21H,1033
12/25/2018 20H,1034
12/25/2018 19H,1039
12/25/2018 18H,1041
12/25/2018 17H,1048
12/25/2018 16H,1061
12/25/2018 15H,1052
12/25/2018 14H,1040
12/25/2018 13H,1045
12/25/2018 12H,1042
12/25/2018 11H,1043
12/25/2018 10H,1044
12/25/2018 09H,1040
12/25/2018 08H,1045
12/25/2018 07H,1033
12/25/2018 06H,1016
12/25/2018 05H,992
12/25/2018 04H,1005
12/25/2018 03H,1033
12/25/2018 02H,1036
12/25/2018 01H,1035
12/25/2018 00H,1039
12/24/2018 23H,1040
12/24/2018 22H,1036
12/24/2018 21H,1037
12/24/2018 20H,1029
12/24/2018 19H,1031
12/24/2018 18H,1035
12/24/2018 17H,1032
12/24/2018 16H,1027
12/24/2018 15H,1036
12/24/2018 14H,1033
12/24/2018 13H,1036
12/24/2018 12H,1020
12/24/2018 11H,1002
12/24/2018 10H,1001
12/24/2018 09H,999
12/24/2018 08H,1003
12/24/2018 07H,1013
12/24/2018 06H,1009
12/24/2018 05H,1003
12/24/2018 04H,1019
12/24/2018 03H,1051
12/24/2018 02H,1045
12/24/2018 01H,1067
12/24/2018 00H,1057
12/23/2018 23H,1050
12/23/2018 22H,1049
12/23/2018 21H,1037
12/23/2018 20H,1031
12/23/2018 19H,1015
12/23/2018 18H,1036
12/23/2018 17H,1037
12/23/2018 16H,1049
12/23/2018 15H,1043
12/23/2018 14H,1031
12/23/2018 13H,1016
12/23/2018 12H,1007
12/23/2018 11H,1016
12/23/2018 10H,1013
12/23/2018 09H,1012
12/23/2018 08H,1022
12/23/2018 07H,1009
12/23/2018 06H,1019
12/23/2018 05H,1037
12/23/2018 04H,1067
12/23/2018 03H,1058
12/23/2018 02H,1099
12/23/2018 01H,1080
12/23/2018 00H,1056
12/22/2018 23H,1053
12/22/2018 22H,1042
12/22/2018 21H,1041
12/22/2018 20H,1040
12/22/2018 19H,1048
12/22/2018 18H,1127
12/22/2018 17H,1193
12/22/2018 16H,1198
12/22/2018 15H,1204
12/22/2018 14H,1199
12/22/2018 13H,1201
12/22/2018 12H,1194
12/22/2018 11H,1180
12/22/2018 10H,1173
12/22/2018 09H,1107
12/22/2018 08H,1081
12/22/2018 07H,1102
12/22/2018 06H,1169
12/22/2018 05H,1170
12/22/2018 04H,1204
12/22/2018 03H,1223
12/22/2018 02H,1236
12/22/2018 01H,1253
12/22/2018 00H,1228
12/21/2018 23H,1125
12/21/2018 22H,1083
12/21/2018 21H,1067
12/21/2018 20H,1141
12/21/2018 19H,1222
12/21/2018 18H,1234
12/21/2018 17H,1227
12/21/2018 16H,1221
12/21/2018 15H,1221
12/21/2018 14H,1222
12/21/2018 13H,1167
12/21/2018 12H,1057
12/21/2018 11H,1024
12/21/2018 10H,1025
12/21/2018 09H,1026
12/21/2018 08H,1024
12/21/2018 07H,1030
12/21/2018 06H,1028
12/21/2018 05H,1114
12/21/2018 04H,1205
12/21/2018 03H,1244
12/21/2018 02H,1249
12/21/2018 01H,1170
12/21/2018 00H,1126
12/20/2018 23H,1105
12/20/2018 22H,1045
12/20/2018 21H,1032
12/20/2018 20H,1025
12/20/2018 19H,1040
12/20/2018 18H,1049
12/20/2018 17H,1075
12/20/2018 16H,1072
12/20/2018 15H,1039
12/20/2018 14H,1066
12/20/2018 13H,1033
12/20/2018 12H,1027
12/20/2018 11H,1009
12/20/2018 10H,1005
12/20/2018 09H,1002
12/20/2018 08H,1003
12/20/2018 07H,1005
12/20/2018 06H,1023
12/20/2018 05H,1048
12/20/2018 04H,1098
12/20/2018 03H,1128
12/20/2018 02H,1160
12/20/2018 01H,1189
12/20/2018 00H,1216
12/19/2018 23H,1109
12/19/2018 22H,1048
12/19/2018 21H,1023
12/19/2018 20H,1043
12/19/2018 19H,1118
12/19/2018 18H,1203
12/19/2018 17H,1214
12/19/2018 16H,1206
12/19/2018 15H,1190
12/19/2018 14H,1218
12/19/2018 13H,1171
12/19/2018 12H,1052
12/19/2018 11H,1010
12/19/2018 10H,1006
12/19/2018 09H,998
12/19/2018 08H,1021
12/19/2018 07H,1032
12/19/2018 06H,1013
12/19/2018 05H,1017
12/19/2018 04H,1019
12/19/2018 03H,1121
12/19/2018 02H,1202
12/19/2018 01H,1222
12/19/2018 00H,1147
12/18/2018 23H,1074
12/18/2018 22H,1058
12/18/2018 21H,1044
12/18/2018 20H,1063
12/18/2018 19H,1052
12/18/2018 18H,1062
12/18/2018 17H,1066
12/18/2018 16H,1092
12/18/2018 15H,1159
12/18/2018 14H,1199
12/18/2018 13H,1104
12/18/2018 12H,1029
12/18/2018 11H,1005
12/18/2018 10H,1000
12/18/2018 09H,998
12/18/2018 08H,1040
12/18/2018 07H,991
12/18/2018 06H,1010
12/18/2018 05H,1022
12/18/2018 04H,1118
12/18/2018 03H,1163
12/18/2018 02H,1189
12/18/2018 01H,1191
12/18/2018 00H,1122
12/17/2018 23H,1043
12/17/2018 22H,1036
12/17/2018 21H,1008
12/17/2018 20H,1015
12/17/2018 19H,1113
12/17/2018 18H,1167
12/17/2018 17H,1179
12/17/2018 16H,1198
12/17/2018 15H,1206
12/17/2018 14H,1228
12/17/2018 13H,1233
12/17/2018 12H,1203
12/17/2018 11H,1158
12/17/2018 10H,1051
12/17/2018 09H,992
12/17/2018 08H,1001
12/17/2018 07H,995
12/17/2018 06H,1011
12/17/2018 05H,1099
12/17/2018 04H,1164
12/17/2018 03H,1182
12/17/2018 02H,1189
12/17/2018 01H,1210
12/17/2018 00H,1182
12/16/2018 23H,1072
12/16/2018 22H,1036
12/16/2018 21H,1018
12/16/2018 20H,1021
12/16/2018 19H,1100
12/16/2018 18H,1145
12/16/2018 17H,1167
12/16/2018 16H,1164
12/16/2018 15H,1162
12/16/2018 14H,1146
12/16/2018 13H,1082
12/16/2018 12H,1096
12/16/2018 11H,1167
12/16/2018 10H,1174
12/16/2018 09H,1141
12/16/2018 08H,1047
12/16/2018 07H,1066
12/16/2018 06H,1148
12/16/2018 05H,1176
12/16/2018 04H,1167
12/16/2018 03H,1163
12/16/2018 02H,1163
12/16/2018 01H,1183
12/16/2018 00H,1205
12/15/2018 23H,1197
12/15/2018 22H,1172
12/15/2018 21H,1157
12/15/2018 20H,1167
12/15/2018 19H,1172
12/15/2018 18H,1174
12/15/2018 17H,1173
12/15/2018 16H,1176
12/15/2018 15H,1174
12/15/2018 14H,1179
12/15/2018 13H,1176
12/15/2018 12H,1172
12/15/2018 11H,1166
12/15/2018 10H,1164
12/15/2018 09H,1165
12/15/2018 08H,1171
12/15/2018 07H,1158
12/15/2018 06H,1164
12/15/2018 05H,1175
12/15/2018 04H,1179
12/15/2018 03H,1180
12/15/2018 02H,1177
12/15/2018 01H,1185
12/15/2018 00H,1185
12/14/2018 23H,1179
12/14/2018 22H,1177
12/14/2018 21H,1165
12/14/2018 20H,1152
12/14/2018 19H,1154
12/14/2018 18H,1156
12/14/2018 17H,1161
12/14/2018 16H,1157
12/14/2018 15H,1172
12/14/2018 14H,1215
12/14/2018 13H,1178
12/14/2018 12H,1068
12/14/2018 11H,1012
12/14/2018 10H,1001
12/14/2018 09H,982
12/14/2018 08H,985
12/14/2018 07H,991
12/14/2018 06H,1012
12/14/2018 05H,1118
12/14/2018 04H,1149
12/14/2018 03H,1220
12/14/2018 02H,1227
12/14/2018 01H,1229
12/14/2018 00H,1237
12/13/2018 23H,1148
12/13/2018 22H,1110
12/13/2018 21H,1182
12/13/2018 20H,1216
12/13/2018 19H,1222
12/13/2018 18H,1217
12/13/2018 17H,1229
12/13/2018 16H,1217
12/13/2018 15H,1206
12/13/2018 14H,1226
12/13/2018 13H,1160
12/13/2018 12H,1059
12/13/2018 11H,1021
12/13/2018 10H,1023
12/13/2018 09H,1011
12/13/2018 08H,1004
12/13/2018 07H,1010
12/13/2018 06H,1033
12/13/2018 05H,1114
12/13/2018 04H,1176
12/13/2018 03H,1195
12/13/2018 02H,1211
12/13/2018 01H,1210
12/13/2018 00H,1213
12/12/2018 23H,1182
12/12/2018 22H,1115
12/12/2018 21H,1176
12/12/2018 20H,1190
12/12/2018 19H,1186
12/12/2018 18H,1182
12/12/2018 17H,1191
12/12/2018 16H,1200
12/12/2018 15H,1199
12/12/2018 14H,1218
12/12/2018 13H,1193
12/12/2018 12H,1129
12/12/2018 11H,1082
12/12/2018 10H,1040
12/12/2018 09H,1024
12/12/2018 08H,1029
12/12/2018 07H,1070
12/12/2018 06H,1071
12/12/2018 05H,1129
12/12/2018 04H,1182
12/12/2018 03H,1220
12/12/2018 02H,1250
12/12/2018 01H,1260
12/12/2018 00H,1252
12/11/2018 23H,1198
12/11/2018 22H,1207
12/11/2018 21H,1184
12/11/2018 20H,1184
12/11/2018 19H,1177
12/11/2018 18H,1204
12/11/2018 17H,1239
12/11/2018 16H,1246
12/11/2018 15H,1259
12/11/2018 14H,1272
12/11/2018 13H,1267
12/11/2018 12H,1237
12/11/2018 11H,1186
12/11/2018 10H,1149
12/11/2018 09H,1129
12/11/2018 08H,1156
12/11/2018 07H,1163
12/11/2018 06H,1162
12/11/2018 05H,1165
12/11/2018 04H,1194
12/11/2018 03H,1232
12/11/2018 02H,1238
12/11/2018 01H,1234
12/11/2018 00H,1245
12/10/2018 23H,1235
12/10/2018 22H,1229
12/10/2018 21H,1217
12/10/2018 20H,1210
12/10/2018 19H,1224
12/10/2018 18H,1235
12/10/2018 17H,1237
12/10/2018 16H,1254
12/10/2018 15H,1271
12/10/2018 14H,1271
12/10/2018 13H,1260
12/10/2018 12H,1230
12/10/2018 11H,1201
12/10/2018 10H,1185
12/10/2018 09H,1168
12/10/2018 08H,1181
12/10/2018 07H,1193
12/10/2018 06H,1193
12/10/2018 05H,1197
12/10/2018 04H,1210
12/10/2018 03H,1235
12/10/2018 02H,1264
12/10/2018 01H,1287
12/10/2018 00H,1288
12/9/2018 23H,1273
12/9/2018 22H,1235
12/9/2018 21H,1203
12/9/2018 20H,1216
12/9/2018 19H,1233
12/9/2018 18H,1237
12/9/2018 17H,1227
12/9/2018 16H,1226
12/9/2018 15H,1225
12/9/2018 14H,1225
12/9/2018 13H,1228
12/9/2018 12H,1205
12/9/2018 11H,1188
12/9/2018 10H,1187
12/9/2018 09H,1106
12/9/2018 08H,1063
12/9/2018 07H,1166
12/9/2018 06H,1188
12/9/2018 05H,1199
12/9/2018 04H,1221
12/9/2018 03H,1258
12/9/2018 02H,1261
12/9/2018 01H,1282
12/9/2018 00H,1284
12/8/2018 23H,1277
12/8/2018 22H,1247
12/8/2018 21H,1225
12/8/2018 20H,1204
12/8/2018 19H,1204
12/8/2018 18H,1211
12/8/2018 17H,1240
12/8/2018 16H,1231
12/8/2018 15H,1219
12/8/2018 14H,1221
12/8/2018 13H,1214
12/8/2018 12H,1184
12/8/2018 11H,1162
12/8/2018 10H,1196
12/8/2018 09H,1205
12/8/2018 08H,1205
12/8/2018 07H,1209
12/8/2018 06H,1221
12/8/2018 05H,1220
12/8/2018 04H,1242
12/8/2018 03H,1268
12/8/2018 02H,1274
12/8/2018 01H,1272
12/8/2018 00H,1282
12/7/2018 23H,1260
12/7/2018 22H,1257
12/7/2018 21H,1251
12/7/2018 20H,1243
12/7/2018 19H,1244
12/7/2018 18H,1239
12/7/2018 17H,1279
12/7/2018 16H,1280
12/7/2018 15H,1286
12/7/2018 14H,1285
12/7/2018 13H,1260
12/7/2018 12H,1252
12/7/2018 11H,1214
12/7/2018 10H,1206
12/7/2018 09H,1202
12/7/2018 08H,1212
12/7/2018 07H,1227
12/7/2018 06H,1237
12/7/2018 05H,1246
12/7/2018 04H,1274
12/7/2018 03H,1289
12/7/2018 02H,1299
12/7/2018 01H,1307
12/7/2018 00H,1290
12/6/2018 23H,1263
12/6/2018 22H,1240
12/6/2018 21H,1242
12/6/2018 20H,1238
12/6/2018 19H,1237
12/6/2018 18H,1234
12/6/2018 17H,1250
12/6/2018 16H,1286
12/6/2018 15H,1254
12/6/2018 14H,1257
12/6/2018 13H,1243
12/6/2018 12H,1229
12/6/2018 11H,1203
12/6/2018 10H,1193
12/6/2018 09H,1198
12/6/2018 08H,1193
12/6/2018 07H,1188
12/6/2018 06H,1144
12/6/2018 05H,1133
12/6/2018 04H,1213
12/6/2018 03H,1256
12/6/2018 02H,1268
12/6/2018 01H,1269
12/6/2018 00H,1161
12/5/2018 23H,1093
12/5/2018 22H,1053
12/5/2018 21H,1113
12/5/2018 20H,1195
12/5/2018 19H,1209
12/5/2018 18H,1224
12/5/2018 17H,1227
12/5/2018 16H,1220
12/5/2018 15H,1229
12/5/2018 14H,1232
12/5/2018 13H,1217
12/5/2018 12H,1214
12/5/2018 11H,1184
12/5/2018 10H,1177
12/5/2018 09H,1177
12/5/2018 08H,1180
12/5/2018 07H,1172
12/5/2018 06H,1177
12/5/2018 05H,1187
12/5/2018 04H,1203
12/5/2018 03H,1220
12/5/2018 02H,1256
12/5/2018 01H,1303
12/5/2018 00H,1305
12/4/2018 23H,1296
12/4/2018 22H,1237
12/4/2018 21H,1235
12/4/2018 20H,1240
12/4/2018 19H,1257
12/4/2018 18H,1259
12/4/2018 17H,1239
12/4/2018 16H,1240
12/4/2018 15H,1239
12/4/2018 14H,1242
12/4/2018 13H,1233
12/4/2018 12H,1212
12/4/2018 11H,1184
12/4/2018 10H,1174
12/4/2018 09H,1175
12/4/2018 08H,1182
12/4/2018 07H,1203
12/4/2018 06H,1213
12/4/2018 05H,1219
12/4/2018 04H,1248
12/4/2018 03H,1264
12/4/2018 02H,1278
12/4/2018 01H,1283
12/4/2018 00H,1281
12/3/2018 23H,1271
12/3/2018 22H,1253
12/3/2018 21H,1234
12/3/2018 20H,1234
12/3/2018 19H,1236
12/3/2018 18H,1234
12/3/2018 17H,1231
12/3/2018 16H,1223
12/3/2018 15H,1229
12/3/2018 14H,1208
12/3/2018 13H,1102
12/3/2018 12H,1061
12/3/2018 11H,1041
12/3/2018 10H,1031
12/3/2018 09H,1034
12/3/2018 08H,1033
12/3/2018 07H,1032
12/3/2018 06H,1039
12/3/2018 05H,1128
12/3/2018 04H,1196
12/3/2018 03H,1206
12/3/2018 02H,1218
12/3/2018 01H,1231
12/3/2018 00H,1229
12/2/2018 23H,1221
12/2/2018 22H,1182
12/2/2018 21H,1150
12/2/2018 20H,1046
12/2/2018 19H,1017
12/2/2018 18H,1006
12/2/2018 17H,1008
12/2/2018 16H,1012
12/2/2018 15H,1008
12/2/2018 14H,1010
12/2/2018 13H,1015
12/2/2018 12H,1022
12/2/2018 11H,1016
12/2/2018 10H,1036
12/2/2018 09H,1045
12/2/2018 08H,1045
12/2/2018 07H,1047
12/2/2018 06H,1043
12/2/2018 05H,1053
12/2/2018 04H,1086
12/2/2018 03H,1155
12/2/2018 02H,1215
12/2/2018 01H,1222
12/2/2018 00H,1207
12/1/2018 23H,1187
12/1/2018 22H,1183
12/1/2018 21H,1188
12/1/2018 20H,1191
12/1/2018 19H,1188
12/1/2018 18H,1098
12/1/2018 17H,1080
12/1/2018 16H,1071
12/1/2018 15H,1068
12/1/2018 14H,1064
12/1/2018 13H,1076
12/1/2018 12H,1058
12/1/2018 11H,1061
12/1/2018 10H,1046
12/1/2018 09H,1052
12/1/2018 08H,1054
12/1/2018 07H,1082
12/1/2018 06H,1123
12/1/2018 05H,1195
12/1/2018 04H,1248
12/1/2018 03H,1280
12/1/2018 02H,1282
12/1/2018 01H,1286
12/1/2018 00H,1281
11/30/2018 23H,1285
11/30/2018 22H,1274
11/30/2018 21H,1257
11/30/2018 20H,1242
11/30/2018 19H,1257
11/30/2018 18H,1265
11/30/2018 17H,1285
11/30/2018 16H,1308
11/30/2018 15H,1374
11/30/2018 14H,1399
11/30/2018 13H,1347
11/30/2018 12H,1253
11/30/2018 11H,1116
11/30/2018 10H,1094
11/30/2018 09H,1101
11/30/2018 08H,1138
11/30/2018 07H,1186
11/30/2018 06H,1210
11/30/2018 05H,1262
11/30/2018 04H,1281
11/30/2018 03H,1307
11/30/2018 02H,1312
11/30/2018 01H,1305
11/30/2018 00H,1302
11/29/2018 23H,1279
11/29/2018 22H,1236
11/29/2018 21H,1233
11/29/2018 20H,1239
11/29/2018 19H,1236
11/29/2018 18H,1281
11/29/2018 17H,1291
11/29/2018 16H,1267
11/29/2018 15H,1271
11/29/2018 14H,1269
11/29/2018 13H,1254
11/29/2018 12H,1147
11/29/2018 11H,1060
11/29/2018 10H,1059
11/29/2018 09H,1159
11/29/2018 08H,1203
11/29/2018 07H,1165
11/29/2018 06H,1161
11/29/2018 05H,1200
11/29/2018 04H,1235
11/29/2018 03H,1248
11/29/2018 02H,1258
11/29/2018 01H,1251
11/29/2018 00H,1221
11/28/2018 23H,1105
11/28/2018 22H,1058
11/28/2018 21H,1110
11/28/2018 20H,1136
11/28/2018 19H,1118
11/28/2018 18H,1152
11/28/2018 17H,1194
11/28/2018 16H,1228
11/28/2018 15H,1225
11/28/2018 14H,1243
11/28/2018 13H,1224
11/28/2018 12H,1210
11/28/2018 11H,1169
11/28/2018 10H,1133
11/28/2018 09H,1136
11/28/2018 08H,1146
11/28/2018 07H,1162
11/28/2018 06H,1167
11/28/2018 05H,1183
11/28/2018 04H,1199
11/28/2018 03H,1201
11/28/2018 02H,1163
11/28/2018 01H,1096
11/28/2018 00H,1083
11/27/2018 23H,1088
11/27/2018 22H,1081
11/27/2018 21H,1077
11/27/2018 20H,1098
11/27/2018 19H,1119
11/27/2018 18H,1145
11/27/2018 17H,1166
11/27/2018 16H,1182
11/27/2018 15H,1208
11/27/2018 14H,1209
11/27/2018 13H,1216
11/27/2018 12H,1194
11/27/2018 11H,1162
11/27/2018 10H,1136
11/27/2018 09H,1132
11/27/2018 08H,1131
11/27/2018 07H,1137
11/27/2018 06H,1149
11/27/2018 05H,1168
11/27/2018 04H,1183
11/27/2018 03H,1176
11/27/2018 02H,1175
11/27/2018 01H,1188
11/27/2018 00H,1192
11/26/2018 23H,1184
11/26/2018 22H,1160
11/26/2018 21H,1165
11/26/2018 20H,1174
11/26/2018 19H,1166
11/26/2018 18H,1175
11/26/2018 17H,1187
11/26/2018 16H,1187
11/26/2018 15H,1192
11/26/2018 14H,1188
11/26/2018 13H,1142
11/26/2018 12H,1037
11/26/2018 11H,971
11/26/2018 10H,959
11/26/2018 09H,960
11/26/2018 08H,960
11/26/2018 07H,963
11/26/2018 06H,963
11/26/2018 05H,1032
11/26/2018 04H,1130
11/26/2018 03H,1168
11/26/2018 02H,1167
11/26/2018 01H,1164
11/26/2018 00H,1115
11/25/2018 23H,1002
11/25/2018 22H,961
11/25/2018 21H,950
11/25/2018 20H,943
11/25/2018 19H,950
11/25/2018 18H,949
11/25/2018 17H,946
11/25/2018 16H,940
11/25/2018 15H,945
11/25/2018 14H,947
11/25/2018 13H,960
11/25/2018 12H,957
11/25/2018 11H,955
11/25/2018 10H,961
11/25/2018 09H,961
11/25/2018 08H,963
11/25/2018 07H,963
11/25/2018 06H,967
11/25/2018 05H,956
11/25/2018 04H,1027
11/25/2018 03H,1115
11/25/2018 02H,1130
11/25/2018 01H,1139
11/25/2018 00H,1149
11/24/2018 23H,1145
11/24/2018 22H,1112
11/24/2018 21H,1101
11/24/2018 20H,1120
11/24/2018 19H,1128
11/24/2018 18H,1128
11/24/2018 17H,1125
11/24/2018 16H,1119
11/24/2018 15H,1035
11/24/2018 14H,962
11/24/2018 13H,954
11/24/2018 12H,952
11/24/2018 11H,949
11/24/2018 10H,946
11/24/2018 09H,944
11/24/2018 08H,947
11/24/2018 07H,951
11/24/2018 06H,933
11/24/2018 05H,999
11/24/2018 04H,1092
11/24/2018 03H,1103
11/24/2018 02H,1121
11/24/2018 01H,1127
11/24/2018 00H,1123
11/23/2018 23H,1123
11/23/2018 22H,1117
11/23/2018 21H,1107
11/23/2018 20H,1102
11/23/2018 19H,1108
11/23/2018 18H,1136
11/23/2018 17H,1149
11/23/2018 16H,1153
11/23/2018 15H,1149
11/23/2018 14H,1083
11/23/2018 13H,1024
11/23/2018 12H,970
11/23/2018 11H,971
11/23/2018 10H,966
11/23/2018 09H,961
11/23/2018 08H,1002
11/23/2018 07H,1007
11/23/2018 06H,1054
11/23/2018 05H,1103
11/23/2018 04H,1124
11/23/2018 03H,1084
11/23/2018 02H,994
11/23/2018 01H,983
11/23/2018 00H,978
11/22/2018 23H,1001
11/22/2018 22H,1010
11/22/2018 21H,1033
11/22/2018 20H,1127
11/22/2018 19H,1211
11/22/2018 18H,1256
11/22/2018 17H,1266
11/22/2018 16H,1281
11/22/2018 15H,1282
11/22/2018 14H,1280
11/22/2018 13H,1294
11/22/2018 12H,1275
11/22/2018 11H,1232
11/22/2018 10H,1222
11/22/2018 09H,1224
11/22/2018 08H,1227
11/22/2018 07H,1226
11/22/2018 06H,1245
11/22/2018 05H,1273
11/22/2018 04H,1277
11/22/2018 03H,1283
11/22/2018 02H,1278
11/22/2018 01H,1283
11/22/2018 00H,1292
11/21/2018 23H,1282
11/21/2018 22H,1270
11/21/2018 21H,1258
11/21/2018 20H,1255
11/21/2018 19H,1265
11/21/2018 18H,1275
11/21/2018 17H,1276
11/21/2018 16H,1275
11/21/2018 15H,1285
11/21/2018 14H,1278
11/21/2018 13H,1285
11/21/2018 12H,1284
11/21/2018 11H,1251
11/21/2018 10H,1228
11/21/2018 09H,1231
11/21/2018 08H,1250
11/21/2018 07H,1249
11/21/2018 06H,1240
11/21/2018 05H,1232
11/21/2018 04H,1246
11/21/2018 03H,1279
11/21/2018 02H,1289
11/21/2018 01H,1313
11/21/2018 00H,1277
11/20/2018 23H,1219
11/20/2018 22H,1200
11/20/2018 21H,1221
11/20/2018 20H,1225
11/20/2018 19H,1252
11/20/2018 18H,1269
11/20/2018 17H,1284
11/20/2018 16H,1289
11/20/2018 15H,1296
11/20/2018 14H,1309
11/20/2018 13H,1305
11/20/2018 12H,1199
11/20/2018 11H,1069
11/20/2018 10H,1066
11/20/2018 09H,1062
11/20/2018 08H,1065
11/20/2018 07H,1111
11/20/2018 06H,1227
11/20/2018 05H,1260
11/20/2018 04H,1273
11/20/2018 03H,1277
11/20/2018 02H,1307
11/20/2018 01H,1319
11/20/2018 00H,1319
11/19/2018 23H,1246
11/19/2018 22H,1138
11/19/2018 21H,1185
11/19/2018 20H,1268
11/19/2018 19H,1275
11/19/2018 18H,1258
11/19/2018 17H,1277
11/19/2018 16H,1290
11/19/2018 15H,1297
11/19/2018 14H,1295
11/19/2018 13H,1199
11/19/2018 12H,1065
11/19/2018 11H,1035
11/19/2018 10H,1022
11/19/2018 09H,1026
11/19/2018 08H,1031
11/19/2018 07H,1019
11/19/2018 06H,1031
11/19/2018 05H,1123
11/19/2018 04H,1187
11/19/2018 03H,1225
