Net generation from coal for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.COL.H
19:14:04 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.COL.H megawatthours
04/22/2020 09H,13610
04/22/2020 08H,13890
04/22/2020 07H,14007
04/22/2020 06H,14211
04/22/2020 05H,14941
04/22/2020 04H,16346
04/22/2020 03H,17403
04/22/2020 02H,18985
04/22/2020 01H,19067
04/22/2020 00H,19665
04/21/2020 23H,19316
04/21/2020 22H,19145
04/21/2020 21H,18633
04/21/2020 20H,18277
04/21/2020 19H,18245
04/21/2020 18H,19109
04/21/2020 17H,18973
04/21/2020 16H,19289
04/21/2020 15H,18898
04/21/2020 14H,17979
04/21/2020 13H,16569
04/21/2020 12H,14991
04/21/2020 11H,13201
04/21/2020 10H,11276
04/21/2020 09H,10886
04/21/2020 08H,10831
04/21/2020 07H,10860
04/21/2020 06H,11196
04/21/2020 05H,11848
04/21/2020 04H,12952
04/21/2020 03H,14589
04/21/2020 02H,15993
04/21/2020 01H,16349
04/21/2020 00H,16282
04/20/2020 23H,16573
04/20/2020 22H,16316
04/20/2020 21H,16319
04/20/2020 20H,16493
04/20/2020 19H,16970
04/20/2020 18H,17668
04/20/2020 17H,17671
04/20/2020 16H,18179
04/20/2020 15H,18784
04/20/2020 14H,18852
04/20/2020 13H,17689
04/20/2020 12H,16495
04/20/2020 11H,15641
04/20/2020 10H,14370
04/20/2020 09H,13750
04/20/2020 08H,13914
04/20/2020 07H,13886
04/20/2020 06H,13742
04/20/2020 05H,14804
04/20/2020 04H,15712
04/20/2020 03H,17520
04/20/2020 02H,17809
04/20/2020 01H,16792
04/20/2020 00H,15709
04/19/2020 23H,15358
04/19/2020 22H,14181
04/19/2020 21H,13782
04/19/2020 20H,14066
04/19/2020 19H,14847
04/19/2020 18H,15935
04/19/2020 17H,15681
04/19/2020 16H,14240
04/19/2020 15H,12911
04/19/2020 14H,11904
04/19/2020 13H,11752
04/19/2020 12H,11486
04/19/2020 11H,11288
04/19/2020 10H,11220
04/19/2020 09H,11326
04/19/2020 08H,11375
04/19/2020 07H,11137
04/19/2020 06H,11116
04/19/2020 05H,11266
04/19/2020 04H,11298
04/19/2020 03H,11843
04/19/2020 02H,12496
04/19/2020 01H,11910
04/19/2020 00H,11618
04/18/2020 23H,11457
04/18/2020 22H,11127
04/18/2020 21H,11019
04/18/2020 20H,11311
04/18/2020 19H,12202
04/18/2020 18H,13335
04/18/2020 17H,14330
04/18/2020 16H,15073
04/18/2020 15H,15587
04/18/2020 14H,14977
04/18/2020 13H,14293
04/18/2020 12H,13958
04/18/2020 11H,13024
04/18/2020 10H,12574
04/18/2020 09H,12505
04/18/2020 08H,12399
04/18/2020 07H,12585
04/18/2020 06H,12889
04/18/2020 05H,13641
04/18/2020 04H,14536
04/18/2020 03H,16396
04/18/2020 02H,18456
04/18/2020 01H,17925
04/18/2020 00H,17272
04/17/2020 23H,17570
04/17/2020 22H,18118
04/17/2020 21H,18314
04/17/2020 20H,18969
04/17/2020 19H,19639
04/17/2020 18H,20193
04/17/2020 17H,20647
04/17/2020 16H,21016
04/17/2020 15H,21404
04/17/2020 14H,20712
04/17/2020 13H,20000
04/17/2020 12H,18147
04/17/2020 11H,15699
04/17/2020 10H,14353
04/17/2020 09H,14167
04/17/2020 08H,14195
04/17/2020 07H,14665
04/17/2020 06H,15366
04/17/2020 05H,16035
04/17/2020 04H,17323
04/17/2020 03H,18988
04/17/2020 02H,19917
04/17/2020 01H,18699
04/17/2020 00H,18478
04/16/2020 23H,18721
04/16/2020 22H,18762
04/16/2020 21H,18884
04/16/2020 20H,19335
04/16/2020 19H,19953
04/16/2020 18H,20712
04/16/2020 17H,20726
04/16/2020 16H,21149
04/16/2020 15H,22225
04/16/2020 14H,22817
04/16/2020 13H,22371
04/16/2020 12H,21199
04/16/2020 11H,19688
04/16/2020 10H,17349
04/16/2020 09H,17245
04/16/2020 08H,17441
04/16/2020 07H,17308
04/16/2020 06H,18032
04/16/2020 05H,19014
04/16/2020 04H,20177
04/16/2020 03H,21356
04/16/2020 02H,21911
04/16/2020 01H,20658
04/16/2020 00H,20288
04/15/2020 23H,20032
04/15/2020 22H,20059
04/15/2020 21H,20311
04/15/2020 20H,21248
04/15/2020 19H,22155
04/15/2020 18H,22842
04/15/2020 17H,23581
04/15/2020 16H,23810
04/15/2020 15H,24313
04/15/2020 14H,24732
04/15/2020 13H,24388
04/15/2020 12H,23266
04/15/2020 11H,22566
04/15/2020 10H,20715
04/15/2020 09H,20307
04/15/2020 08H,20337
04/15/2020 07H,20252
04/15/2020 06H,21007
04/15/2020 05H,21866
04/15/2020 04H,21805
04/15/2020 03H,22806
04/15/2020 02H,23230
04/15/2020 01H,21403
04/15/2020 00H,20163
04/14/2020 23H,19316
04/14/2020 22H,17747
04/14/2020 21H,17111
04/14/2020 20H,17286
04/14/2020 19H,17866
04/14/2020 18H,18494
04/14/2020 17H,18998
04/14/2020 16H,19762
04/14/2020 15H,20581
04/14/2020 14H,21367
04/14/2020 13H,20150
04/14/2020 12H,18060
04/14/2020 11H,16003
04/14/2020 10H,14488
04/14/2020 09H,14674
04/14/2020 08H,14959
04/14/2020 07H,15486
04/14/2020 06H,15994
04/14/2020 05H,17203
04/14/2020 04H,17412
04/14/2020 03H,18476
04/14/2020 02H,18492
04/14/2020 01H,16127
04/14/2020 00H,15607
04/13/2020 23H,15781
04/13/2020 22H,15828
04/13/2020 21H,16046
04/13/2020 20H,16613
04/13/2020 19H,17404
04/13/2020 18H,18303
04/13/2020 17H,18457
04/13/2020 16H,18108
04/13/2020 15H,17177
04/13/2020 14H,16337
04/13/2020 13H,15686
04/13/2020 12H,14132
04/13/2020 11H,13183
04/13/2020 10H,12131
04/13/2020 09H,11931
04/13/2020 08H,11922
04/13/2020 07H,12031
04/13/2020 06H,12338
04/13/2020 05H,13106
04/13/2020 04H,13680
04/13/2020 03H,14650
04/13/2020 02H,15428
04/13/2020 01H,15552
04/13/2020 00H,14946
04/12/2020 23H,14976
04/12/2020 22H,14844
04/12/2020 21H,14785
04/12/2020 20H,15376
04/12/2020 19H,15655
04/12/2020 18H,16139
04/12/2020 17H,15700
04/12/2020 16H,15138
04/12/2020 15H,15237
04/12/2020 14H,13292
04/12/2020 13H,12100
04/12/2020 12H,12384
04/12/2020 11H,12203
04/12/2020 10H,11623
04/12/2020 09H,11578
04/12/2020 08H,11372
04/12/2020 07H,11981
04/12/2020 06H,12628
04/12/2020 05H,13362
04/12/2020 04H,14835
04/12/2020 03H,15467
04/12/2020 02H,16619
04/12/2020 01H,16512
04/12/2020 00H,16119
04/11/2020 23H,16249
04/11/2020 22H,15974
04/11/2020 21H,15534
04/11/2020 20H,15638
04/11/2020 19H,16042
04/11/2020 18H,16525
04/11/2020 17H,16396
04/11/2020 16H,16385
04/11/2020 15H,16062
04/11/2020 14H,15210
04/11/2020 13H,14955
04/11/2020 12H,15323
04/11/2020 11H,14767
04/11/2020 10H,13967
04/11/2020 09H,14020
04/11/2020 08H,14427
04/11/2020 07H,14444
04/11/2020 06H,14905
04/11/2020 05H,15367
04/11/2020 04H,16581
04/11/2020 03H,18237
04/11/2020 02H,19329
04/11/2020 01H,18696
04/11/2020 00H,15979
04/10/2020 23H,15218
04/10/2020 22H,15371
04/10/2020 21H,15421
04/10/2020 20H,16239
04/10/2020 19H,16996
04/10/2020 18H,19252
04/10/2020 17H,20312
04/10/2020 16H,20543
04/10/2020 15H,20075
04/10/2020 14H,19490
04/10/2020 13H,18703
04/10/2020 12H,17188
04/10/2020 11H,15243
04/10/2020 10H,12971
04/10/2020 09H,12467
04/10/2020 08H,12544
04/10/2020 07H,12767
04/10/2020 06H,13929
04/10/2020 05H,15655
04/10/2020 04H,18087
04/10/2020 03H,19658
04/10/2020 02H,20107
04/10/2020 01H,19422
04/10/2020 00H,18785
04/9/2020 23H,19221
04/9/2020 22H,19384
04/9/2020 21H,19179
04/9/2020 20H,19438
04/9/2020 19H,18882
04/9/2020 18H,18227
04/9/2020 17H,18748
04/9/2020 16H,18823
04/9/2020 15H,16860
04/9/2020 14H,16310
04/9/2020 13H,15284
04/9/2020 12H,14354
04/9/2020 11H,13374
04/9/2020 10H,12620
04/9/2020 09H,12502
04/9/2020 08H,12884
04/9/2020 07H,13000
04/9/2020 06H,13277
04/9/2020 05H,14306
04/9/2020 04H,15874
04/9/2020 03H,18352
04/9/2020 02H,19928
04/9/2020 01H,19930
04/9/2020 00H,21321
04/8/2020 23H,21494
04/8/2020 22H,21508
04/8/2020 21H,21730
04/8/2020 20H,21881
04/8/2020 19H,21971
04/8/2020 18H,21698
04/8/2020 17H,21862
04/8/2020 16H,21312
04/8/2020 15H,19768
04/8/2020 14H,18451
04/8/2020 13H,17956
04/8/2020 12H,17225
04/8/2020 11H,16268
04/8/2020 10H,14223
04/8/2020 09H,13485
04/8/2020 08H,13990
04/8/2020 07H,14937
04/8/2020 06H,16356
04/8/2020 05H,18430
04/8/2020 04H,19688
04/8/2020 03H,20818
04/8/2020 02H,22034
04/8/2020 01H,21551
04/8/2020 00H,22812
04/7/2020 23H,22528
04/7/2020 22H,21937
04/7/2020 21H,21640
04/7/2020 20H,22215
04/7/2020 19H,22506
04/7/2020 18H,22349
04/7/2020 17H,21491
04/7/2020 16H,21182
04/7/2020 15H,19812
04/7/2020 14H,17891
04/7/2020 13H,15817
04/7/2020 12H,14486
04/7/2020 11H,13473
04/7/2020 10H,13100
04/7/2020 09H,12927
04/7/2020 08H,12925
04/7/2020 07H,13021
04/7/2020 06H,13194
04/7/2020 05H,13922
04/7/2020 04H,14762
04/7/2020 03H,16615
04/7/2020 02H,19273
04/7/2020 01H,19509
04/7/2020 00H,19557
04/6/2020 23H,19608
04/6/2020 22H,19145
04/6/2020 21H,19257
04/6/2020 20H,19674
04/6/2020 19H,20508
04/6/2020 18H,20395
04/6/2020 17H,19879
04/6/2020 16H,19494
04/6/2020 15H,19003
04/6/2020 14H,17958
04/6/2020 13H,16694
04/6/2020 12H,15614
04/6/2020 11H,14363
04/6/2020 10H,12622
04/6/2020 09H,12052
04/6/2020 08H,11798
04/6/2020 07H,11846
04/6/2020 06H,12247
04/6/2020 05H,13031
04/6/2020 04H,13867
04/6/2020 03H,14952
04/6/2020 02H,16331
04/6/2020 01H,16801
04/6/2020 00H,17420
04/5/2020 23H,16645
04/5/2020 22H,16124
04/5/2020 21H,15987
04/5/2020 20H,15316
04/5/2020 19H,15335
04/5/2020 18H,15891
04/5/2020 17H,15285
04/5/2020 16H,15844
04/5/2020 15H,16211
04/5/2020 14H,15259
04/5/2020 13H,13956
04/5/2020 12H,14699
04/5/2020 11H,14329
04/5/2020 10H,13727
04/5/2020 09H,13705
04/5/2020 08H,14143
04/5/2020 07H,14518
04/5/2020 06H,15542
04/5/2020 05H,16336
04/5/2020 04H,17721
04/5/2020 03H,18407
04/5/2020 02H,19717
04/5/2020 01H,19540
04/5/2020 00H,18919
04/4/2020 23H,18620
04/4/2020 22H,17598
04/4/2020 21H,17559
04/4/2020 20H,18274
04/4/2020 19H,18814
04/4/2020 18H,19096
04/4/2020 17H,19516
04/4/2020 16H,19011
04/4/2020 15H,18339
04/4/2020 14H,17535
04/4/2020 13H,16733
04/4/2020 12H,16460
04/4/2020 11H,15524
04/4/2020 10H,15144
04/4/2020 09H,14638
04/4/2020 08H,14250
04/4/2020 07H,14873
04/4/2020 06H,15080
04/4/2020 05H,16305
04/4/2020 04H,17687
04/4/2020 03H,18715
04/4/2020 02H,20755
04/4/2020 01H,20286
04/4/2020 00H,19940
04/3/2020 23H,19796
04/3/2020 22H,19715
04/3/2020 21H,20082
04/3/2020 20H,20545
04/3/2020 19H,21692
04/3/2020 18H,20998
04/3/2020 17H,20510
04/3/2020 16H,20531
04/3/2020 15H,19077
04/3/2020 14H,18548
04/3/2020 13H,17556
04/3/2020 12H,16329
04/3/2020 11H,14732
04/3/2020 10H,13411
04/3/2020 09H,13144
04/3/2020 08H,13185
04/3/2020 07H,13330
04/3/2020 06H,14035
04/3/2020 05H,14922
04/3/2020 04H,15809
04/3/2020 03H,17670
04/3/2020 02H,19065
04/3/2020 01H,18390
04/3/2020 00H,17152
04/2/2020 23H,16603
04/2/2020 22H,16047
04/2/2020 21H,15375
04/2/2020 20H,15995
04/2/2020 19H,16805
04/2/2020 18H,17118
04/2/2020 17H,16827
04/2/2020 16H,16957
04/2/2020 15H,17800
04/2/2020 14H,17996
04/2/2020 13H,17471
04/2/2020 12H,17212
04/2/2020 11H,16307
04/2/2020 10H,15216
04/2/2020 09H,14994
04/2/2020 08H,14685
04/2/2020 07H,14618
04/2/2020 06H,14841
04/2/2020 05H,15297
04/2/2020 04H,16026
04/2/2020 03H,16898
04/2/2020 02H,17652
04/2/2020 01H,17778
04/2/2020 00H,17736
04/1/2020 23H,17604
04/1/2020 22H,16955
04/1/2020 21H,16993
04/1/2020 20H,17567
04/1/2020 19H,18394
04/1/2020 18H,19063
04/1/2020 17H,19673
04/1/2020 16H,20141
04/1/2020 15H,20710
04/1/2020 14H,20449
04/1/2020 13H,19150
04/1/2020 12H,17995
04/1/2020 11H,16901
04/1/2020 10H,15593
04/1/2020 09H,15415
04/1/2020 08H,15561
04/1/2020 07H,15884
04/1/2020 06H,16461
04/1/2020 05H,16519
04/1/2020 04H,17211
04/1/2020 03H,18755
04/1/2020 02H,20255
04/1/2020 01H,21230
04/1/2020 00H,21913
03/31/2020 23H,22040
03/31/2020 22H,21785
03/31/2020 21H,22575
03/31/2020 20H,23947
03/31/2020 19H,24329
03/31/2020 18H,24684
03/31/2020 17H,24161
03/31/2020 16H,23484
03/31/2020 15H,22361
03/31/2020 14H,21348
03/31/2020 13H,19992
03/31/2020 12H,18244
03/31/2020 11H,16266
03/31/2020 10H,15480
03/31/2020 09H,15219
03/31/2020 08H,15084
03/31/2020 07H,15070
03/31/2020 06H,16164
03/31/2020 05H,17838
03/31/2020 04H,18959
03/31/2020 03H,21025
03/31/2020 02H,22285
03/31/2020 01H,22354
03/31/2020 00H,21702
03/30/2020 23H,21916
03/30/2020 22H,21514
03/30/2020 21H,21099
03/30/2020 20H,22130
03/30/2020 19H,23105
03/30/2020 18H,23271
03/30/2020 17H,22998
03/30/2020 16H,22530
03/30/2020 15H,21722
03/30/2020 14H,20674
03/30/2020 13H,19632
03/30/2020 12H,17498
03/30/2020 11H,15474
03/30/2020 10H,14288
03/30/2020 09H,14232
03/30/2020 08H,14266
03/30/2020 07H,14094
03/30/2020 06H,14115
03/30/2020 05H,14203
03/30/2020 04H,14793
03/30/2020 03H,15886
03/30/2020 02H,17655
03/30/2020 01H,18032
03/30/2020 00H,15999
03/29/2020 23H,15199
03/29/2020 22H,15024
03/29/2020 21H,15120
03/29/2020 20H,15255
03/29/2020 19H,15407
03/29/2020 18H,15488
03/29/2020 17H,15246
03/29/2020 16H,15029
03/29/2020 15H,14824
03/29/2020 14H,14445
03/29/2020 13H,13993
03/29/2020 12H,13670
03/29/2020 11H,13231
03/29/2020 10H,13056
03/29/2020 09H,13022
03/29/2020 08H,13053
03/29/2020 07H,13225
03/29/2020 06H,13769
03/29/2020 05H,14454
03/29/2020 04H,15689
03/29/2020 03H,17192
03/29/2020 02H,18360
03/29/2020 01H,19126
03/29/2020 00H,19305
03/28/2020 23H,19938
03/28/2020 22H,19705
03/28/2020 21H,19407
03/28/2020 20H,19611
03/28/2020 19H,19734
03/28/2020 18H,19398
03/28/2020 17H,19312
03/28/2020 16H,18266
03/28/2020 15H,16730
03/28/2020 14H,15407
03/28/2020 13H,14468
03/28/2020 12H,14168
03/28/2020 11H,13983
03/28/2020 10H,14119
03/28/2020 09H,14180
03/28/2020 08H,14485
03/28/2020 07H,14847
03/28/2020 06H,15482
03/28/2020 05H,16506
03/28/2020 04H,18060
03/28/2020 03H,20399
03/28/2020 02H,22250
03/28/2020 01H,21790
03/28/2020 00H,21293
03/27/2020 23H,22245
03/27/2020 22H,22567
03/27/2020 21H,22547
03/27/2020 20H,23102
03/27/2020 19H,23665
03/27/2020 18H,23407
03/27/2020 17H,22685
03/27/2020 16H,22188
03/27/2020 15H,21364
03/27/2020 14H,21226
03/27/2020 13H,20085
03/27/2020 12H,18666
03/27/2020 11H,16546
03/27/2020 10H,15079
03/27/2020 09H,14771
03/27/2020 08H,14670
03/27/2020 07H,14746
03/27/2020 06H,15858
03/27/2020 05H,17486
03/27/2020 04H,19489
03/27/2020 03H,22085
03/27/2020 02H,24590
03/27/2020 01H,25177
03/27/2020 00H,25371
03/26/2020 23H,25761
03/26/2020 22H,25332
03/26/2020 21H,25294
03/26/2020 20H,25520
03/26/2020 19H,24716
03/26/2020 18H,24975
03/26/2020 17H,25105
03/26/2020 16H,25016
03/26/2020 15H,24146
03/26/2020 14H,24008
03/26/2020 13H,23247
03/26/2020 12H,21604
03/26/2020 11H,19033
03/26/2020 10H,17052
03/26/2020 09H,16054
03/26/2020 08H,15990
03/26/2020 07H,16349
03/26/2020 06H,16786
03/26/2020 05H,17659
03/26/2020 04H,19795
03/26/2020 03H,22908
03/26/2020 02H,24952
03/26/2020 01H,25165
03/26/2020 00H,25403
03/25/2020 23H,24977
03/25/2020 22H,24300
03/25/2020 21H,23905
03/25/2020 20H,25154
03/25/2020 19H,26420
03/25/2020 18H,26764
03/25/2020 17H,26100
03/25/2020 16H,26260
03/25/2020 15H,25487
03/25/2020 14H,24491
03/25/2020 13H,23258
03/25/2020 12H,22084
03/25/2020 11H,20642
03/25/2020 10H,18862
03/25/2020 09H,18094
03/25/2020 08H,18166
03/25/2020 07H,18297
03/25/2020 06H,18522
03/25/2020 05H,19655
03/25/2020 04H,20351
03/25/2020 03H,22045
03/25/2020 02H,23120
03/25/2020 01H,23692
03/25/2020 00H,24325
03/24/2020 23H,24890
03/24/2020 22H,24946
03/24/2020 21H,24957
03/24/2020 20H,25171
03/24/2020 19H,25292
03/24/2020 18H,25482
03/24/2020 17H,26142
03/24/2020 16H,26747
03/24/2020 15H,26256
03/24/2020 14H,25712
03/24/2020 13H,25057
03/24/2020 12H,23614
03/24/2020 11H,21995
03/24/2020 10H,20911
03/24/2020 09H,19652
03/24/2020 08H,19295
03/24/2020 07H,19771
03/24/2020 06H,20063
03/24/2020 05H,21336
03/24/2020 04H,23244
03/24/2020 03H,24897
03/24/2020 02H,26913
03/24/2020 01H,27715
03/24/2020 00H,28032
03/23/2020 23H,28155
03/23/2020 22H,27958
03/23/2020 21H,28426
03/23/2020 20H,29508
03/23/2020 19H,29977
03/23/2020 18H,30875
03/23/2020 17H,31225
03/23/2020 16H,30785
03/23/2020 15H,29964
03/23/2020 14H,29201
03/23/2020 13H,27850
03/23/2020 12H,26321
03/23/2020 11H,24639
03/23/2020 10H,22753
03/23/2020 09H,21876
03/23/2020 08H,21078
03/23/2020 07H,21146
03/23/2020 06H,22142
03/23/2020 05H,22263
03/23/2020 04H,22711
03/23/2020 03H,24602
03/23/2020 02H,25893
03/23/2020 01H,26448
03/23/2020 00H,26221
03/22/2020 23H,26171
03/22/2020 22H,24219
03/22/2020 21H,22606
03/22/2020 20H,22309
03/22/2020 19H,22519
03/22/2020 18H,22560
03/22/2020 17H,22387
03/22/2020 16H,21929
03/22/2020 15H,22072
03/22/2020 14H,22018
03/22/2020 13H,20471
03/22/2020 12H,19941
03/22/2020 11H,18972
03/22/2020 10H,18266
03/22/2020 09H,17810
03/22/2020 08H,17810
03/22/2020 07H,18320
03/22/2020 06H,19440
03/22/2020 05H,20528
03/22/2020 04H,21765
03/22/2020 03H,23477
03/22/2020 02H,24629
03/22/2020 01H,24787
03/22/2020 00H,23524
03/21/2020 23H,23285
03/21/2020 22H,22801
03/21/2020 21H,23065
03/21/2020 20H,23787
03/21/2020 19H,24571
03/21/2020 18H,25495
03/21/2020 17H,26103
03/21/2020 16H,26813
03/21/2020 15H,26667
03/21/2020 14H,25711
03/21/2020 13H,24705
03/21/2020 12H,23174
03/21/2020 11H,21887
03/21/2020 10H,20761
03/21/2020 09H,20408
03/21/2020 08H,20299
03/21/2020 07H,20390
03/21/2020 06H,22168
03/21/2020 05H,23866
03/21/2020 04H,24291
03/21/2020 03H,25615
03/21/2020 02H,26478
03/21/2020 01H,25391
03/21/2020 00H,24074
03/20/2020 23H,22920
03/20/2020 22H,21827
03/20/2020 21H,21772
03/20/2020 20H,22131
03/20/2020 19H,22291
03/20/2020 18H,21796
03/20/2020 17H,21255
03/20/2020 16H,20903
03/20/2020 15H,20059
03/20/2020 14H,19585
03/20/2020 13H,19452
03/20/2020 12H,18823
03/20/2020 11H,17656
03/20/2020 10H,17006
03/20/2020 09H,16787
03/20/2020 08H,16758
03/20/2020 07H,17253
03/20/2020 06H,18262
03/20/2020 05H,19087
03/20/2020 04H,19571
03/20/2020 03H,20641
03/20/2020 02H,21225
03/20/2020 01H,22124
03/20/2020 00H,22033
03/19/2020 23H,22303
03/19/2020 22H,23448
03/19/2020 21H,24490
03/19/2020 20H,25501
03/19/2020 19H,26192
03/19/2020 18H,26539
03/19/2020 17H,26694
03/19/2020 16H,26670
03/19/2020 15H,26497
03/19/2020 14H,25524
03/19/2020 13H,24589
03/19/2020 12H,24616
03/19/2020 11H,22945
03/19/2020 10H,21295
03/19/2020 09H,20008
03/19/2020 08H,20141
03/19/2020 07H,20922
03/19/2020 06H,23233
03/19/2020 05H,25500
03/19/2020 04H,27312
03/19/2020 03H,28090
03/19/2020 02H,28770
03/19/2020 01H,28626
03/19/2020 00H,29614
03/18/2020 23H,30699
03/18/2020 22H,30440
03/18/2020 21H,30678
03/18/2020 20H,31141
03/18/2020 19H,31053
03/18/2020 18H,30732
03/18/2020 17H,30228
03/18/2020 16H,29308
03/18/2020 15H,29079
03/18/2020 14H,28887
03/18/2020 13H,28259
03/18/2020 12H,26766
03/18/2020 11H,25346
03/18/2020 10H,22560
03/18/2020 09H,21566
03/18/2020 08H,21322
03/18/2020 07H,21680
03/18/2020 06H,22401
03/18/2020 05H,23880
03/18/2020 04H,25213
03/18/2020 03H,26921
03/18/2020 02H,28062
03/18/2020 01H,27728
03/18/2020 00H,26552
03/17/2020 23H,26088
03/17/2020 22H,26599
03/17/2020 21H,27599
03/17/2020 20H,28526
03/17/2020 19H,28978
03/17/2020 18H,29417
03/17/2020 17H,29470
03/17/2020 16H,29179
03/17/2020 15H,29048
03/17/2020 14H,28025
03/17/2020 13H,27059
03/17/2020 12H,25070
03/17/2020 11H,23632
03/17/2020 10H,21404
03/17/2020 09H,20554
03/17/2020 08H,20238
03/17/2020 07H,20959
03/17/2020 06H,22329
03/17/2020 05H,24372
03/17/2020 04H,26238
03/17/2020 03H,27334
03/17/2020 02H,28387
03/17/2020 01H,28705
03/17/2020 00H,28303
03/16/2020 23H,28020
03/16/2020 22H,27900
03/16/2020 21H,27990
03/16/2020 20H,28503
03/16/2020 19H,29426
03/16/2020 18H,29529
03/16/2020 17H,29600
03/16/2020 16H,29623
03/16/2020 15H,29642
03/16/2020 14H,29137
03/16/2020 13H,28690
03/16/2020 12H,27406
03/16/2020 11H,25652
03/16/2020 10H,25088
03/16/2020 09H,23922
03/16/2020 08H,23697
03/16/2020 07H,23512
03/16/2020 06H,24453
03/16/2020 05H,24464
03/16/2020 04H,25684
03/16/2020 03H,26419
03/16/2020 02H,26900
03/16/2020 01H,27204
03/16/2020 00H,26812
03/15/2020 23H,26739
03/15/2020 22H,25948
03/15/2020 21H,25826
03/15/2020 20H,25780
03/15/2020 19H,26023
03/15/2020 18H,26687
03/15/2020 17H,26424
03/15/2020 16H,26445
03/15/2020 15H,26213
03/15/2020 14H,25300
03/15/2020 13H,24719
03/15/2020 12H,23818
03/15/2020 11H,22322
03/15/2020 10H,21690
03/15/2020 09H,21269
03/15/2020 08H,21321
03/15/2020 07H,21335
03/15/2020 06H,21882
03/15/2020 05H,23328
03/15/2020 04H,24377
03/15/2020 03H,25803
03/15/2020 02H,26577
03/15/2020 01H,26742
03/15/2020 00H,26541
03/14/2020 23H,26369
03/14/2020 22H,26122
03/14/2020 21H,26127
03/14/2020 20H,26540
03/14/2020 19H,26592
03/14/2020 18H,26713
03/14/2020 17H,26973
03/14/2020 16H,27021
03/14/2020 15H,26764
03/14/2020 14H,24963
03/14/2020 13H,23306
03/14/2020 12H,21638
03/14/2020 11H,20812
03/14/2020 10H,20021
03/14/2020 09H,19654
03/14/2020 08H,19002
03/14/2020 07H,19802
03/14/2020 06H,21384
03/14/2020 05H,23009
03/14/2020 04H,24386
03/14/2020 03H,25630
03/14/2020 02H,26796
03/14/2020 01H,26906
03/14/2020 00H,25414
03/13/2020 23H,25072
03/13/2020 22H,24160
03/13/2020 21H,23374
03/13/2020 20H,23333
03/13/2020 19H,23062
03/13/2020 18H,22182
03/13/2020 17H,22467
03/13/2020 16H,23186
03/13/2020 15H,23781
03/13/2020 14H,23732
03/13/2020 13H,23048
03/13/2020 12H,21108
03/13/2020 11H,18517
03/13/2020 10H,17085
03/13/2020 09H,16597
03/13/2020 08H,16418
03/13/2020 07H,16552
03/13/2020 06H,17201
03/13/2020 05H,17421
03/13/2020 04H,18735
03/13/2020 03H,21202
03/13/2020 02H,23358
03/13/2020 01H,23402
03/13/2020 00H,23342
03/12/2020 23H,23439
03/12/2020 22H,23156
03/12/2020 21H,23371
03/12/2020 20H,23579
03/12/2020 19H,23915
03/12/2020 18H,23938
03/12/2020 17H,24007
03/12/2020 16H,24145
03/12/2020 15H,23880
03/12/2020 14H,23511
03/12/2020 13H,22995
03/12/2020 12H,21646
03/12/2020 11H,19729
03/12/2020 10H,18521
03/12/2020 09H,18375
03/12/2020 08H,17867
03/12/2020 07H,17772
03/12/2020 06H,18168
03/12/2020 05H,19333
03/12/2020 04H,21046
03/12/2020 03H,23508
03/12/2020 02H,25213
03/12/2020 01H,26101
03/12/2020 00H,25508
03/11/2020 23H,25588
03/11/2020 22H,25630
03/11/2020 21H,26209
03/11/2020 20H,27024
03/11/2020 19H,27966
03/11/2020 18H,28476
03/11/2020 17H,28756
03/11/2020 16H,29195
03/11/2020 15H,28766
03/11/2020 14H,28045
03/11/2020 13H,27783
03/11/2020 12H,25623
03/11/2020 11H,22243
03/11/2020 10H,20249
03/11/2020 09H,19145
03/11/2020 08H,19180
03/11/2020 07H,19526
03/11/2020 06H,20734
03/11/2020 05H,22283
03/11/2020 04H,23349
03/11/2020 03H,25029
03/11/2020 02H,26691
03/11/2020 01H,28650
03/11/2020 00H,28050
03/10/2020 23H,28262
03/10/2020 22H,27576
03/10/2020 21H,26580
03/10/2020 20H,27628
03/10/2020 19H,28675
03/10/2020 18H,27862
03/10/2020 17H,28174
03/10/2020 16H,28783
03/10/2020 15H,28313
03/10/2020 14H,28088
03/10/2020 13H,26852
03/10/2020 12H,24386
03/10/2020 11H,21899
03/10/2020 10H,19792
03/10/2020 09H,18007
03/10/2020 08H,17386
03/10/2020 07H,17416
03/10/2020 06H,17570
03/10/2020 05H,19000
03/10/2020 04H,20842
03/10/2020 03H,23056
03/10/2020 02H,24615
03/10/2020 01H,24288
03/10/2020 00H,23347
03/9/2020 23H,22614
03/9/2020 22H,21932
03/9/2020 21H,21341
03/9/2020 20H,22020
03/9/2020 19H,22265
03/9/2020 18H,22427
03/9/2020 17H,23209
03/9/2020 16H,24313
03/9/2020 15H,25105
03/9/2020 14H,24371
03/9/2020 13H,23808
03/9/2020 12H,21125
03/9/2020 11H,18102
03/9/2020 10H,16015
03/9/2020 09H,15012
03/9/2020 08H,14914
03/9/2020 07H,14981
03/9/2020 06H,15121
03/9/2020 05H,15355
03/9/2020 04H,16092
03/9/2020 03H,17665
03/9/2020 02H,18637
03/9/2020 01H,18550
