Net generation from natural gas for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.NG.H
19:14:17 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.NG.H megawatthours
03/13/2019 04H,13004
03/13/2019 03H,14149
03/13/2019 02H,15140
03/13/2019 01H,15719
03/13/2019 00H,14757
03/12/2019 23H,14676
03/12/2019 22H,14588
03/12/2019 21H,14413
03/12/2019 20H,14437
03/12/2019 19H,14524
03/12/2019 18H,14565
03/12/2019 17H,14865
03/12/2019 16H,15147
03/12/2019 15H,15208
03/12/2019 14H,15301
03/12/2019 13H,15779
03/12/2019 12H,15805
03/12/2019 11H,14862
03/12/2019 10H,13601
03/12/2019 09H,12976
03/12/2019 08H,12878
03/12/2019 07H,13326
03/12/2019 06H,13984
03/12/2019 05H,14505
03/12/2019 04H,15170
03/12/2019 03H,16632
03/12/2019 02H,18036
03/12/2019 01H,18612
03/12/2019 00H,17874
03/11/2019 23H,17602
03/11/2019 22H,17422
03/11/2019 21H,17669
03/11/2019 20H,17645
03/11/2019 19H,18481
03/11/2019 18H,18906
03/11/2019 17H,19329
03/11/2019 16H,20538
03/11/2019 15H,20976
03/11/2019 14H,21337
03/11/2019 13H,21814
03/11/2019 12H,20674
03/11/2019 11H,18000
03/11/2019 10H,15529
03/11/2019 09H,14381
03/11/2019 08H,13965
03/11/2019 07H,13603
03/11/2019 06H,13464
03/11/2019 05H,13616
03/11/2019 04H,13973
03/11/2019 03H,15200
03/11/2019 02H,16264
03/11/2019 01H,15848
03/11/2019 00H,14710
03/10/2019 23H,13933
03/10/2019 22H,13115
03/10/2019 21H,12143
03/10/2019 20H,11750
03/10/2019 19H,11657
03/10/2019 18H,11768
03/10/2019 17H,11520
03/10/2019 16H,11350
03/10/2019 15H,11354
03/10/2019 14H,11284
03/10/2019 13H,11089
03/10/2019 12H,10653
03/10/2019 11H,10282
03/10/2019 10H,10167
03/10/2019 09H,9143
03/10/2019 08H,10237
03/10/2019 07H,10477
03/10/2019 06H,10586
03/10/2019 05H,10858
03/10/2019 04H,11131
03/10/2019 03H,11504
03/10/2019 02H,12098
03/10/2019 01H,12821
03/10/2019 00H,12801
03/9/2019 23H,12428
03/9/2019 22H,12276
03/9/2019 21H,12074
03/9/2019 20H,12318
03/9/2019 19H,12444
03/9/2019 18H,12319
03/9/2019 17H,12640
03/9/2019 16H,12513
03/9/2019 15H,12395
03/9/2019 14H,11808
03/9/2019 13H,11456
03/9/2019 12H,11083
03/9/2019 11H,11056
03/9/2019 10H,10960
03/9/2019 09H,11082
03/9/2019 08H,11201
03/9/2019 07H,11433
03/9/2019 06H,12992
03/9/2019 05H,13869
03/9/2019 04H,15029
03/9/2019 03H,15988
03/9/2019 02H,16917
03/9/2019 01H,17445
03/9/2019 00H,17109
03/8/2019 23H,17233
03/8/2019 22H,17194
03/8/2019 21H,17233
03/8/2019 20H,17516
03/8/2019 19H,18156
03/8/2019 18H,18893
03/8/2019 17H,19508
03/8/2019 16H,20159
03/8/2019 15H,20133
03/8/2019 14H,19960
03/8/2019 13H,19638
03/8/2019 12H,18173
03/8/2019 11H,17055
03/8/2019 10H,16960
03/8/2019 09H,16924
03/8/2019 08H,16858
03/8/2019 07H,16778
03/8/2019 06H,17212
03/8/2019 05H,17928
03/8/2019 04H,19441
03/8/2019 03H,20544
03/8/2019 02H,21412
03/8/2019 01H,21354
03/8/2019 00H,20525
03/7/2019 23H,19893
03/7/2019 22H,19597
03/7/2019 21H,19400
03/7/2019 20H,19521
03/7/2019 19H,20192
03/7/2019 18H,20992
03/7/2019 17H,22241
03/7/2019 16H,23113
03/7/2019 15H,23473
03/7/2019 14H,24836
03/7/2019 13H,23640
03/7/2019 12H,21927
03/7/2019 11H,19050
03/7/2019 10H,18518
03/7/2019 09H,18442
03/7/2019 08H,17858
03/7/2019 07H,17653
03/7/2019 06H,18771
03/7/2019 05H,18980
03/7/2019 04H,20780
03/7/2019 03H,22649
03/7/2019 02H,23127
03/7/2019 01H,23231
03/7/2019 00H,20673
03/6/2019 23H,19341
03/6/2019 22H,19388
03/6/2019 21H,19397
03/6/2019 20H,19740
03/6/2019 19H,20571
03/6/2019 18H,22018
03/6/2019 17H,23771
03/6/2019 16H,25094
03/6/2019 15H,26049
03/6/2019 14H,27112
03/6/2019 13H,28086
03/6/2019 12H,24953
03/6/2019 11H,22292
03/6/2019 10H,20485
03/6/2019 09H,19574
03/6/2019 08H,19217
03/6/2019 07H,19109
03/6/2019 06H,18961
03/6/2019 05H,19482
03/6/2019 04H,21089
03/6/2019 03H,22453
03/6/2019 02H,22488
03/6/2019 01H,22132
03/6/2019 00H,19823
03/5/2019 23H,17774
03/5/2019 22H,17206
03/5/2019 21H,17012
03/5/2019 20H,17392
03/5/2019 19H,17990
03/5/2019 18H,19140
03/5/2019 17H,20614
03/5/2019 16H,21631
03/5/2019 15H,22125
03/5/2019 14H,23877
03/5/2019 13H,24313
03/5/2019 12H,21918
03/5/2019 11H,20175
03/5/2019 10H,18774
03/5/2019 09H,18287
03/5/2019 08H,18530
03/5/2019 07H,18053
03/5/2019 06H,18400
03/5/2019 05H,20102
03/5/2019 04H,21553
03/5/2019 03H,23333
03/5/2019 02H,24107
03/5/2019 01H,24120
03/5/2019 00H,21325
03/4/2019 23H,20247
03/4/2019 22H,19387
03/4/2019 21H,19011
03/4/2019 20H,19981
03/4/2019 19H,21309
03/4/2019 18H,22550
03/4/2019 17H,23235
03/4/2019 16H,24349
03/4/2019 15H,24731
03/4/2019 14H,24854
03/4/2019 13H,24313
03/4/2019 12H,21801
03/4/2019 11H,18694
03/4/2019 10H,16868
03/4/2019 09H,16072
03/4/2019 08H,15852
03/4/2019 07H,15585
03/4/2019 06H,15488
03/4/2019 05H,15754
03/4/2019 04H,16672
03/4/2019 03H,17243
03/4/2019 02H,17827
03/4/2019 01H,17809
03/4/2019 00H,16967
03/3/2019 23H,16339
03/3/2019 22H,15467
03/3/2019 21H,14967
03/3/2019 20H,14482
03/3/2019 19H,14467
03/3/2019 18H,14443
03/3/2019 17H,14618
03/3/2019 16H,14629
03/3/2019 15H,14275
03/3/2019 14H,13868
03/3/2019 13H,13732
03/3/2019 12H,13297
03/3/2019 11H,13037
03/3/2019 10H,13005
03/3/2019 09H,13034
03/3/2019 08H,12960
03/3/2019 07H,12881
03/3/2019 06H,12964
03/3/2019 05H,13532
03/3/2019 04H,13892
03/3/2019 03H,14407
03/3/2019 02H,14635
03/3/2019 01H,15186
03/3/2019 00H,14874
03/2/2019 23H,14396
03/2/2019 22H,14542
03/2/2019 21H,14595
03/2/2019 20H,14844
03/2/2019 19H,15389
03/2/2019 18H,15601
03/2/2019 17H,16031
03/2/2019 16H,16513
03/2/2019 15H,16426
03/2/2019 14H,15557
03/2/2019 13H,15339
03/2/2019 12H,14537
03/2/2019 11H,14457
03/2/2019 10H,14483
03/2/2019 09H,14251
03/2/2019 08H,14424
03/2/2019 07H,14998
03/2/2019 06H,15819
03/2/2019 05H,16586
03/2/2019 04H,17398
03/2/2019 03H,18452
03/2/2019 02H,19632
03/2/2019 01H,20504
03/2/2019 00H,20552
03/1/2019 23H,20446
03/1/2019 22H,20231
03/1/2019 21H,20518
03/1/2019 20H,20781
03/1/2019 19H,21248
03/1/2019 18H,22328
03/1/2019 17H,23035
03/1/2019 16H,23029
03/1/2019 15H,23242
03/1/2019 14H,23283
03/1/2019 13H,22279
03/1/2019 12H,20965
03/1/2019 11H,18886
03/1/2019 10H,18264
03/1/2019 09H,18114
03/1/2019 08H,18105
03/1/2019 07H,18422
03/1/2019 06H,19061
03/1/2019 05H,20817
03/1/2019 04H,23214
03/1/2019 03H,23998
03/1/2019 02H,24884
03/1/2019 01H,24740
03/1/2019 00H,23839
02/28/2019 23H,23530
02/28/2019 22H,23021
02/28/2019 21H,22681
02/28/2019 20H,23258
02/28/2019 19H,23761
02/28/2019 18H,24154
02/28/2019 17H,24771
02/28/2019 16H,24616
02/28/2019 15H,24000
02/28/2019 14H,24099
02/28/2019 13H,23106
02/28/2019 12H,21051
02/28/2019 11H,19425
02/28/2019 10H,18100
02/28/2019 09H,17350
02/28/2019 08H,17063
02/28/2019 07H,17292
02/28/2019 06H,17441
02/28/2019 05H,18080
02/28/2019 04H,19508
02/28/2019 03H,21091
02/28/2019 02H,21814
02/28/2019 01H,21846
02/28/2019 00H,20169
02/27/2019 23H,19278
02/27/2019 22H,18622
02/27/2019 21H,18300
02/27/2019 20H,18451
02/27/2019 19H,18854
02/27/2019 18H,19365
02/27/2019 17H,19617
02/27/2019 16H,19966
02/27/2019 15H,20185
02/27/2019 14H,19892
02/27/2019 13H,19213
02/27/2019 12H,18241
02/27/2019 11H,16571
02/27/2019 10H,16792
02/27/2019 09H,16987
02/27/2019 08H,17198
02/27/2019 07H,17639
02/27/2019 06H,17811
02/27/2019 05H,19135
02/27/2019 04H,21299
02/27/2019 03H,23147
02/27/2019 02H,23818
02/27/2019 01H,23231
02/27/2019 00H,21092
02/26/2019 23H,19573
02/26/2019 22H,18753
02/26/2019 21H,19084
02/26/2019 20H,19650
02/26/2019 19H,20635
02/26/2019 18H,21534
02/26/2019 17H,22799
02/26/2019 16H,23023
02/26/2019 15H,23697
02/26/2019 14H,25572
02/26/2019 13H,25290
02/26/2019 12H,21852
02/26/2019 11H,19028
02/26/2019 10H,17851
02/26/2019 09H,17438
02/26/2019 08H,17572
02/26/2019 07H,17827
02/26/2019 06H,18504
02/26/2019 05H,19821
02/26/2019 04H,23000
02/26/2019 03H,25302
02/26/2019 02H,25156
02/26/2019 01H,25605
02/26/2019 00H,22899
02/25/2019 23H,21427
02/25/2019 22H,21066
02/25/2019 21H,21678
02/25/2019 20H,22512
02/25/2019 19H,23364
02/25/2019 18H,24218
02/25/2019 17H,24643
02/25/2019 16H,25272
02/25/2019 15H,26357
02/25/2019 14H,27323
02/25/2019 13H,27066
02/25/2019 12H,22958
02/25/2019 11H,19690
02/25/2019 10H,17786
02/25/2019 09H,16570
02/25/2019 08H,15082
02/25/2019 07H,14326
02/25/2019 06H,14116
02/25/2019 05H,14142
02/25/2019 04H,14604
02/25/2019 03H,14894
02/25/2019 02H,15298
02/25/2019 01H,15236
02/25/2019 00H,14167
02/24/2019 23H,13479
02/24/2019 22H,13412
02/24/2019 21H,13304
02/24/2019 20H,13531
02/24/2019 19H,13825
02/24/2019 18H,13909
02/24/2019 17H,13961
02/24/2019 16H,14060
02/24/2019 15H,13869
02/24/2019 14H,13757
02/24/2019 13H,13449
02/24/2019 12H,12598
02/24/2019 11H,11501
02/24/2019 10H,11491
02/24/2019 09H,11741
02/24/2019 08H,11834
02/24/2019 07H,11606
02/24/2019 06H,11692
02/24/2019 05H,11999
02/24/2019 04H,12818
02/24/2019 03H,14417
02/24/2019 02H,15392
02/24/2019 01H,15775
02/24/2019 00H,15287
02/23/2019 23H,14599
02/23/2019 22H,14719
02/23/2019 21H,14572
02/23/2019 20H,15129
02/23/2019 19H,16078
02/23/2019 18H,16878
02/23/2019 17H,17156
02/23/2019 16H,16681
02/23/2019 15H,16543
02/23/2019 14H,15957
02/23/2019 13H,15560
02/23/2019 12H,15452
02/23/2019 11H,15441
02/23/2019 10H,15353
02/23/2019 09H,15256
02/23/2019 08H,15254
02/23/2019 07H,15105
02/23/2019 06H,15186
02/23/2019 05H,15639
02/23/2019 04H,15887
02/23/2019 03H,16355
02/23/2019 02H,16842
02/23/2019 01H,18072
02/23/2019 00H,17573
02/22/2019 23H,17717
02/22/2019 22H,17664
02/22/2019 21H,17852
02/22/2019 20H,18068
02/22/2019 19H,18482
02/22/2019 18H,18852
02/22/2019 17H,18864
02/22/2019 16H,18861
02/22/2019 15H,19209
02/22/2019 14H,19524
02/22/2019 13H,19621
02/22/2019 12H,18190
02/22/2019 11H,16891
02/22/2019 10H,16526
02/22/2019 09H,16441
02/22/2019 08H,16494
02/22/2019 07H,16488
02/22/2019 06H,16856
02/22/2019 05H,17930
02/22/2019 04H,19380
02/22/2019 03H,20068
02/22/2019 02H,20770
02/22/2019 01H,20176
02/22/2019 00H,19399
02/21/2019 23H,18287
02/21/2019 22H,17984
02/21/2019 21H,17887
02/21/2019 20H,17885
02/21/2019 19H,17715
02/21/2019 18H,17846
02/21/2019 17H,17856
02/21/2019 16H,17917
02/21/2019 15H,17970
02/21/2019 14H,18163
02/21/2019 13H,18087
02/21/2019 12H,17087
02/21/2019 11H,15952
02/21/2019 10H,15648
02/21/2019 09H,15201
02/21/2019 08H,15243
02/21/2019 07H,15123
02/21/2019 06H,15457
02/21/2019 05H,16287
02/21/2019 04H,16674
02/21/2019 03H,17348
02/21/2019 02H,18518
02/21/2019 01H,19048
02/21/2019 00H,18274
02/20/2019 23H,18041
02/20/2019 22H,17988
02/20/2019 21H,18000
02/20/2019 20H,18771
02/20/2019 19H,19063
02/20/2019 18H,19483
02/20/2019 17H,20318
02/20/2019 16H,20886
02/20/2019 15H,20436
02/20/2019 14H,19960
02/20/2019 13H,19414
02/20/2019 12H,18529
02/20/2019 11H,17046
02/20/2019 10H,16395
02/20/2019 09H,16230
02/20/2019 08H,16242
02/20/2019 07H,16288
02/20/2019 06H,17145
02/20/2019 05H,17580
02/20/2019 04H,18644
02/20/2019 03H,19696
02/20/2019 02H,20534
02/20/2019 01H,20951
02/20/2019 00H,20686
02/19/2019 23H,20829
02/19/2019 22H,20582
02/19/2019 21H,20718
02/19/2019 20H,20531
02/19/2019 19H,20426
02/19/2019 18H,20827
02/19/2019 17H,21790
02/19/2019 16H,22328
02/19/2019 15H,23998
02/19/2019 14H,25115
02/19/2019 13H,25452
02/19/2019 12H,22296
02/19/2019 11H,20123
02/19/2019 10H,19045
02/19/2019 09H,18852
02/19/2019 08H,19041
02/19/2019 07H,18906
02/19/2019 06H,18892
02/19/2019 05H,19833
02/19/2019 04H,21676
02/19/2019 03H,22669
02/19/2019 02H,22959
02/19/2019 01H,23160
02/19/2019 00H,21661
02/18/2019 23H,20606
02/18/2019 22H,20361
02/18/2019 21H,20411
02/18/2019 20H,20487
02/18/2019 19H,20729
02/18/2019 18H,21216
02/18/2019 17H,21327
02/18/2019 16H,21103
02/18/2019 15H,20720
02/18/2019 14H,20693
02/18/2019 13H,20157
02/18/2019 12H,18378
02/18/2019 11H,16704
02/18/2019 10H,15628
02/18/2019 09H,15275
02/18/2019 08H,15072
02/18/2019 07H,15098
02/18/2019 06H,15071
02/18/2019 05H,15428
02/18/2019 04H,15582
02/18/2019 03H,15907
02/18/2019 02H,16489
02/18/2019 01H,16956
02/18/2019 00H,16628
02/17/2019 23H,15978
02/17/2019 22H,15899
02/17/2019 21H,15906
02/17/2019 20H,15894
02/17/2019 19H,15935
02/17/2019 18H,15953
02/17/2019 17H,15843
02/17/2019 16H,15913
02/17/2019 15H,15799
02/17/2019 14H,15138
02/17/2019 13H,14905
02/17/2019 12H,14814
02/17/2019 11H,14884
02/17/2019 10H,15005
02/17/2019 09H,15015
02/17/2019 08H,15063
02/17/2019 07H,15089
02/17/2019 06H,15320
02/17/2019 05H,16133
02/17/2019 04H,16507
02/17/2019 03H,17056
02/17/2019 02H,17516
02/17/2019 01H,17689
02/17/2019 00H,17387
02/16/2019 23H,17096
02/16/2019 22H,17231
02/16/2019 21H,17377
02/16/2019 20H,17425
02/16/2019 19H,17609
02/16/2019 18H,18058
02/16/2019 17H,18313
02/16/2019 16H,18551
02/16/2019 15H,18121
02/16/2019 14H,17832
02/16/2019 13H,16818
02/16/2019 12H,15854
02/16/2019 11H,15983
02/16/2019 10H,15807
02/16/2019 09H,15919
02/16/2019 08H,16310
02/16/2019 07H,16442
02/16/2019 06H,16863
02/16/2019 05H,17457
02/16/2019 04H,18034
02/16/2019 03H,17967
02/16/2019 02H,18063
02/16/2019 01H,18489
02/16/2019 00H,18320
02/15/2019 23H,18101
02/15/2019 22H,17790
02/15/2019 21H,17533
02/15/2019 20H,17280
02/15/2019 19H,17302
02/15/2019 18H,17431
02/15/2019 17H,17402
02/15/2019 16H,17217
02/15/2019 15H,17255
02/15/2019 14H,17468
02/15/2019 13H,17166
02/15/2019 12H,15806
02/15/2019 11H,13933
02/15/2019 10H,13274
02/15/2019 09H,12954
02/15/2019 08H,12209
02/15/2019 07H,11896
02/15/2019 06H,12925
02/15/2019 05H,13930
02/15/2019 04H,14409
02/15/2019 03H,14973
02/15/2019 02H,15574
02/15/2019 01H,15697
02/15/2019 00H,15438
02/14/2019 23H,14824
02/14/2019 22H,14561
02/14/2019 21H,14700
02/14/2019 20H,14902
02/14/2019 19H,15147
02/14/2019 18H,15502
02/14/2019 17H,16963
02/14/2019 16H,17670
02/14/2019 15H,18388
02/14/2019 14H,19083
02/14/2019 13H,19835
02/14/2019 12H,17920
02/14/2019 11H,16190
02/14/2019 10H,15425
02/14/2019 09H,15144
02/14/2019 08H,15084
02/14/2019 07H,15037
02/14/2019 06H,15314
02/14/2019 05H,15585
02/14/2019 04H,15896
02/14/2019 03H,16908
02/14/2019 02H,17473
02/14/2019 01H,17744
02/14/2019 00H,17431
02/13/2019 23H,16950
02/13/2019 22H,16909
02/13/2019 21H,17061
02/13/2019 20H,17324
02/13/2019 19H,17957
02/13/2019 18H,18398
02/13/2019 17H,19009
02/13/2019 16H,20062
02/13/2019 15H,21081
02/13/2019 14H,21541
02/13/2019 13H,21252
02/13/2019 12H,19168
02/13/2019 11H,17755
02/13/2019 10H,16706
02/13/2019 09H,16013
02/13/2019 08H,15880
02/13/2019 07H,15820
02/13/2019 06H,16327
02/13/2019 05H,16466
02/13/2019 04H,17214
02/13/2019 03H,18013
02/13/2019 02H,18582
02/13/2019 01H,18734
02/13/2019 00H,18080
02/12/2019 23H,17566
02/12/2019 22H,17542
02/12/2019 21H,17612
02/12/2019 20H,17708
02/12/2019 19H,17818
02/12/2019 18H,17635
02/12/2019 17H,17722
02/12/2019 16H,17876
02/12/2019 15H,17587
02/12/2019 14H,17776
02/12/2019 13H,17326
02/12/2019 12H,16673
02/12/2019 11H,15954
02/12/2019 10H,15402
02/12/2019 09H,15307
02/12/2019 08H,15361
02/12/2019 07H,15479
02/12/2019 06H,15995
02/12/2019 05H,15741
02/12/2019 04H,16081
02/12/2019 03H,17031
02/12/2019 02H,17983
02/12/2019 01H,18817
02/12/2019 00H,18170
02/11/2019 23H,17540
02/11/2019 22H,17571
02/11/2019 21H,17583
02/11/2019 20H,17493
02/11/2019 19H,17644
02/11/2019 18H,18031
02/11/2019 17H,19107
02/11/2019 16H,19939
02/11/2019 15H,20058
02/11/2019 14H,20020
02/11/2019 13H,19521
02/11/2019 12H,17678
02/11/2019 11H,15945
02/11/2019 10H,15332
02/11/2019 09H,15273
02/11/2019 08H,15351
02/11/2019 07H,15544
02/11/2019 06H,15636
02/11/2019 05H,16643
02/11/2019 04H,18040
02/11/2019 03H,19606
02/11/2019 02H,20367
02/11/2019 01H,20600
02/11/2019 00H,20210
02/10/2019 23H,19618
02/10/2019 22H,19028
02/10/2019 21H,18755
02/10/2019 20H,18497
02/10/2019 19H,18528
02/10/2019 18H,18520
02/10/2019 17H,18545
02/10/2019 16H,18326
02/10/2019 15H,18530
02/10/2019 14H,18053
02/10/2019 13H,17593
02/10/2019 12H,17116
02/10/2019 11H,17049
02/10/2019 10H,16923
02/10/2019 09H,17088
02/10/2019 08H,16994
02/10/2019 07H,16870
02/10/2019 06H,16966
02/10/2019 05H,17570
02/10/2019 04H,18017
02/10/2019 03H,18642
02/10/2019 02H,18853
02/10/2019 01H,19068
02/10/2019 00H,19154
02/9/2019 23H,18849
02/9/2019 22H,18233
02/9/2019 21H,17851
02/9/2019 20H,17969
02/9/2019 19H,18787
02/9/2019 18H,19584
02/9/2019 17H,20878
02/9/2019 16H,21805
02/9/2019 15H,21847
02/9/2019 14H,21660
02/9/2019 13H,21078
02/9/2019 12H,20435
02/9/2019 11H,19993
02/9/2019 10H,19577
02/9/2019 09H,19748
02/9/2019 08H,19825
02/9/2019 07H,19713
02/9/2019 06H,20249
02/9/2019 05H,20742
02/9/2019 04H,21753
02/9/2019 03H,22386
02/9/2019 02H,23467
02/9/2019 01H,23648
02/9/2019 00H,22248
02/8/2019 23H,21364
02/8/2019 22H,21112
02/8/2019 21H,20601
02/8/2019 20H,20947
02/8/2019 19H,21538
02/8/2019 18H,22166
02/8/2019 17H,22278
02/8/2019 16H,21613
02/8/2019 15H,21684
02/8/2019 14H,21612
02/8/2019 13H,20844
02/8/2019 12H,19180
02/8/2019 11H,17067
02/8/2019 10H,15485
02/8/2019 09H,14836
02/8/2019 08H,14400
02/8/2019 07H,14173
02/8/2019 06H,14436
02/8/2019 05H,15146
02/8/2019 04H,15373
02/8/2019 03H,15552
02/8/2019 02H,15717
02/8/2019 01H,16168
02/8/2019 00H,15967
02/7/2019 23H,15470
02/7/2019 22H,15070
02/7/2019 21H,14791
02/7/2019 20H,15112
02/7/2019 19H,15210
02/7/2019 18H,15340
02/7/2019 17H,15335
02/7/2019 16H,15559
02/7/2019 15H,15497
02/7/2019 14H,15411
02/7/2019 13H,15389
02/7/2019 12H,14974
02/7/2019 11H,14091
02/7/2019 10H,13928
02/7/2019 09H,13996
02/7/2019 08H,14033
02/7/2019 07H,14054
02/7/2019 06H,14529
02/7/2019 05H,15893
02/7/2019 04H,16349
02/7/2019 03H,16874
02/7/2019 02H,17489
02/7/2019 01H,18110
02/7/2019 00H,17634
02/6/2019 23H,17087
02/6/2019 22H,16865
02/6/2019 21H,16979
02/6/2019 20H,17263
02/6/2019 19H,17190
02/6/2019 18H,17327
02/6/2019 17H,17427
02/6/2019 16H,17689
02/6/2019 15H,17715
02/6/2019 14H,17642
02/6/2019 13H,17333
02/6/2019 12H,16449
02/6/2019 11H,15150
02/6/2019 10H,14893
02/6/2019 09H,15182
02/6/2019 08H,15203
02/6/2019 07H,15053
02/6/2019 06H,15206
02/6/2019 05H,15653
02/6/2019 04H,15960
02/6/2019 03H,17285
02/6/2019 02H,18086
02/6/2019 01H,17463
02/6/2019 00H,16981
02/5/2019 23H,16391
02/5/2019 22H,16138
02/5/2019 21H,16445
02/5/2019 20H,16172
02/5/2019 19H,16164
02/5/2019 18H,16811
02/5/2019 17H,17501
02/5/2019 16H,17552
02/5/2019 15H,17193
02/5/2019 14H,17370
02/5/2019 13H,16337
02/5/2019 12H,15091
02/5/2019 11H,13429
02/5/2019 10H,12518
02/5/2019 09H,12229
02/5/2019 08H,11922
02/5/2019 07H,11863
02/5/2019 06H,11930
02/5/2019 05H,12173
02/5/2019 04H,12628
02/5/2019 03H,12769
02/5/2019 02H,12945
02/5/2019 01H,13429
02/5/2019 00H,13671
02/4/2019 23H,12962
02/4/2019 22H,12458
02/4/2019 21H,11981
02/4/2019 20H,12038
02/4/2019 19H,12130
02/4/2019 18H,12158
02/4/2019 17H,11977
02/4/2019 16H,12097
02/4/2019 15H,12295
02/4/2019 14H,12228
02/4/2019 13H,12055
02/4/2019 12H,11602
02/4/2019 11H,10561
02/4/2019 10H,9781
02/4/2019 09H,9428
02/4/2019 08H,9218
02/4/2019 07H,9029
02/4/2019 06H,9864
02/4/2019 05H,10607
02/4/2019 04H,11135
02/4/2019 03H,11472
02/4/2019 02H,11683
02/4/2019 01H,11793
02/4/2019 00H,11729
02/3/2019 23H,11394
02/3/2019 22H,11342
02/3/2019 21H,11297
02/3/2019 20H,11286
02/3/2019 19H,11250
02/3/2019 18H,11219
02/3/2019 17H,11241
02/3/2019 16H,11285
02/3/2019 15H,11329
02/3/2019 14H,11090
02/3/2019 13H,10872
02/3/2019 12H,10350
02/3/2019 11H,10186
02/3/2019 10H,10115
02/3/2019 09H,10159
02/3/2019 08H,10458
02/3/2019 07H,10163
02/3/2019 06H,10190
02/3/2019 05H,11156
02/3/2019 04H,12412
02/3/2019 03H,13264
02/3/2019 02H,13515
02/3/2019 01H,14040
02/3/2019 00H,13968
02/2/2019 23H,13486
02/2/2019 22H,13355
02/2/2019 21H,13375
02/2/2019 20H,13467
02/2/2019 19H,13629
02/2/2019 18H,13796
02/2/2019 17H,14074
02/2/2019 16H,14353
02/2/2019 15H,14350
02/2/2019 14H,14159
02/2/2019 13H,13909
02/2/2019 12H,13523
02/2/2019 11H,13241
02/2/2019 10H,13030
02/2/2019 09H,13106
02/2/2019 08H,12949
02/2/2019 07H,13309
02/2/2019 06H,14095
02/2/2019 05H,15073
02/2/2019 04H,15398
02/2/2019 03H,16322
02/2/2019 02H,16798
02/2/2019 01H,16719
02/2/2019 00H,16628
02/1/2019 23H,16154
02/1/2019 22H,16460
02/1/2019 21H,16903
02/1/2019 20H,17381
02/1/2019 19H,17894
02/1/2019 18H,18836
02/1/2019 17H,20039
02/1/2019 16H,21218
02/1/2019 15H,21789
02/1/2019 14H,22929
02/1/2019 13H,22655
02/1/2019 12H,21697
02/1/2019 11H,20025
02/1/2019 10H,19387
02/1/2019 09H,19380
02/1/2019 08H,19272
02/1/2019 07H,19243
02/1/2019 06H,19242
02/1/2019 05H,19922
02/1/2019 04H,21770
02/1/2019 03H,23756
02/1/2019 02H,25279
02/1/2019 01H,25680
02/1/2019 00H,24991
01/31/2019 23H,24043
01/31/2019 22H,22909
01/31/2019 21H,22766
01/31/2019 20H,23291
01/31/2019 19H,23822
01/31/2019 18H,24936
01/31/2019 17H,26616
01/31/2019 16H,28039
01/31/2019 15H,28842
01/31/2019 14H,29149
01/31/2019 13H,29746
01/31/2019 12H,27030
01/31/2019 11H,25969
01/31/2019 10H,25732
01/31/2019 09H,25311
01/31/2019 08H,25075
01/31/2019 07H,25006
01/31/2019 06H,25845
01/31/2019 05H,27205
01/31/2019 04H,28523
01/31/2019 03H,30658
01/31/2019 02H,30737
01/31/2019 01H,31770
01/31/2019 00H,30815
01/30/2019 23H,28366
01/30/2019 22H,27622
01/30/2019 21H,27281
01/30/2019 20H,27190
01/30/2019 19H,27415
01/30/2019 18H,27328
01/30/2019 17H,26942
01/30/2019 16H,28639
01/30/2019 15H,30922
01/30/2019 14H,31090
01/30/2019 13H,30088
01/30/2019 12H,27207
01/30/2019 11H,24401
01/30/2019 10H,22723
01/30/2019 09H,21895
01/30/2019 08H,21526
01/30/2019 07H,21327
01/30/2019 06H,21519
01/30/2019 05H,21960
01/30/2019 04H,22782
01/30/2019 03H,23505
01/30/2019 02H,23739
01/30/2019 01H,23616
01/30/2019 00H,22070
01/29/2019 23H,20718
01/29/2019 22H,19702
01/29/2019 21H,19215
01/29/2019 20H,19114
01/29/2019 19H,19280
01/29/2019 18H,19536
01/29/2019 17H,20508
01/29/2019 16H,20856
01/29/2019 15H,20976
01/29/2019 14H,21674
01/29/2019 13H,21168
01/29/2019 12H,19626
01/29/2019 11H,17258
01/29/2019 10H,15893
01/29/2019 09H,15135
01/29/2019 08H,14602
01/29/2019 07H,14133
01/29/2019 06H,14709
01/29/2019 05H,15536
01/29/2019 04H,16085
01/29/2019 03H,16668
01/29/2019 02H,17242
01/29/2019 01H,17844
01/29/2019 00H,16577
01/28/2019 23H,15830
01/28/2019 22H,15493
01/28/2019 21H,15302
01/28/2019 20H,15283
01/28/2019 19H,15287
01/28/2019 18H,15628
01/28/2019 17H,16027
01/28/2019 16H,16623
01/28/2019 15H,17287
01/28/2019 14H,17834
01/28/2019 13H,17700
01/28/2019 12H,16326
01/28/2019 11H,15345
01/28/2019 10H,14426
01/28/2019 09H,14212
01/28/2019 08H,14147
01/28/2019 07H,14162
01/28/2019 06H,14580
01/28/2019 05H,14763
01/28/2019 04H,15576
01/28/2019 03H,16002
01/28/2019 02H,16643
01/28/2019 01H,16246
01/28/2019 00H,15932
01/27/2019 23H,14812
01/27/2019 22H,14050
01/27/2019 21H,14023
01/27/2019 20H,14693
