Net generation from nuclear for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.NUC.H
19:14:23 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.NUC.H megawatthours
07/24/2020 19H,10364
07/24/2020 18H,10374
07/24/2020 17H,10409
07/24/2020 16H,10447
07/24/2020 15H,10492
07/24/2020 14H,10519
07/24/2020 13H,10581
07/24/2020 12H,10606
07/24/2020 11H,10625
07/24/2020 10H,10717
07/24/2020 09H,10839
07/24/2020 08H,10960
07/24/2020 07H,11097
07/24/2020 06H,11253
07/24/2020 05H,11331
07/24/2020 04H,11323
07/24/2020 03H,11314
07/24/2020 02H,11310
07/24/2020 01H,11306
07/24/2020 00H,11301
07/23/2020 23H,11295
07/23/2020 22H,11297
07/23/2020 21H,11300
07/23/2020 20H,11307
07/23/2020 19H,11308
07/23/2020 18H,11315
07/23/2020 17H,11319
07/23/2020 16H,11329
07/23/2020 15H,11340
07/23/2020 14H,11348
07/23/2020 13H,11355
07/23/2020 12H,11358
07/23/2020 11H,11361
07/23/2020 10H,11361
07/23/2020 09H,11356
07/23/2020 08H,11345
07/23/2020 07H,11340
07/23/2020 06H,11343
07/23/2020 05H,11332
07/23/2020 04H,11331
07/23/2020 03H,11367
07/23/2020 02H,11360
07/23/2020 01H,11364
07/23/2020 00H,11366
07/22/2020 23H,11366
07/22/2020 22H,11370
07/22/2020 21H,11371
07/22/2020 20H,11347
07/22/2020 19H,11312
07/22/2020 18H,11304
07/22/2020 17H,11306
07/22/2020 16H,11305
07/22/2020 15H,11304
07/22/2020 14H,11317
07/22/2020 13H,11329
07/22/2020 12H,11330
07/22/2020 11H,11337
07/22/2020 10H,11337
07/22/2020 09H,11351
07/22/2020 08H,11385
07/22/2020 07H,11387
07/22/2020 06H,11383
07/22/2020 05H,11374
07/22/2020 04H,11370
07/22/2020 03H,11370
07/22/2020 02H,11374
07/22/2020 01H,11366
07/22/2020 00H,11364
07/21/2020 23H,11365
07/21/2020 22H,11362
07/21/2020 21H,11359
07/21/2020 20H,11359
07/21/2020 19H,11363
07/21/2020 18H,11363
07/21/2020 17H,11361
07/21/2020 16H,11364
07/21/2020 15H,11377
07/21/2020 14H,11388
07/21/2020 13H,11399
07/21/2020 12H,11403
07/21/2020 11H,11400
07/21/2020 10H,11400
07/21/2020 09H,11394
07/21/2020 08H,11387
07/21/2020 07H,11381
07/21/2020 06H,11378
07/21/2020 05H,11370
07/21/2020 04H,11368
07/21/2020 03H,11359
07/21/2020 02H,11352
07/21/2020 01H,11349
07/21/2020 00H,11355
07/20/2020 23H,11355
07/20/2020 22H,11358
07/20/2020 21H,11359
07/20/2020 20H,11365
07/20/2020 19H,11368
07/20/2020 18H,11379
07/20/2020 17H,11383
07/20/2020 16H,11390
07/20/2020 15H,11388
07/20/2020 14H,11399
07/20/2020 13H,11400
07/20/2020 12H,11395
07/20/2020 11H,11394
07/20/2020 10H,11398
07/20/2020 09H,11394
07/20/2020 08H,11387
07/20/2020 07H,11385
07/20/2020 06H,11378
07/20/2020 05H,11373
07/20/2020 04H,11361
07/20/2020 03H,11356
07/20/2020 02H,11356
07/20/2020 01H,11345
07/20/2020 00H,11340
07/19/2020 23H,11333
07/19/2020 22H,11332
07/19/2020 21H,11337
07/19/2020 20H,11339
07/19/2020 19H,11337
07/19/2020 18H,11333
07/19/2020 17H,11337
07/19/2020 16H,11342
07/19/2020 15H,11368
07/19/2020 14H,11368
07/19/2020 13H,11370
07/19/2020 12H,11367
07/19/2020 11H,11341
07/19/2020 10H,11274
07/19/2020 09H,11268
07/19/2020 08H,11261
07/19/2020 07H,11265
07/19/2020 06H,11272
07/19/2020 05H,11262
07/19/2020 04H,11266
07/19/2020 03H,11320
07/19/2020 02H,11329
07/19/2020 01H,11336
07/19/2020 00H,11328
07/18/2020 23H,11319
07/18/2020 22H,11314
07/18/2020 21H,11315
07/18/2020 20H,11310
07/18/2020 19H,11304
07/18/2020 18H,11292
07/18/2020 17H,11248
07/18/2020 16H,11252
07/18/2020 15H,11256
07/18/2020 14H,11232
07/18/2020 13H,11227
07/18/2020 12H,11242
07/18/2020 11H,11496
07/18/2020 10H,11742
07/18/2020 09H,11738
07/18/2020 08H,11732
07/18/2020 07H,11727
07/18/2020 06H,11722
07/18/2020 05H,11718
07/18/2020 04H,11725
07/18/2020 03H,11768
07/18/2020 02H,11791
07/18/2020 01H,11836
07/18/2020 00H,11835
07/17/2020 23H,11833
07/17/2020 22H,11828
07/17/2020 21H,11822
07/17/2020 20H,11825
07/17/2020 19H,11829
07/17/2020 18H,11839
07/17/2020 17H,11849
07/17/2020 16H,11857
07/17/2020 15H,11863
07/17/2020 14H,11868
07/17/2020 13H,11873
07/17/2020 12H,11874
07/17/2020 11H,11874
07/17/2020 10H,11876
07/17/2020 09H,11876
07/17/2020 08H,11878
07/17/2020 07H,11874
07/17/2020 06H,11872
07/17/2020 05H,11868
07/17/2020 04H,11866
07/17/2020 03H,11862
07/17/2020 02H,11847
07/17/2020 01H,11844
07/17/2020 00H,11846
07/16/2020 23H,11836
07/16/2020 22H,11828
07/16/2020 21H,11824
07/16/2020 20H,11818
07/16/2020 19H,11817
07/16/2020 18H,11819
07/16/2020 17H,11812
07/16/2020 16H,11811
07/16/2020 15H,11813
07/16/2020 14H,11818
07/16/2020 13H,11823
07/16/2020 12H,11822
07/16/2020 11H,11821
07/16/2020 10H,11815
07/16/2020 09H,11807
07/16/2020 08H,11797
07/16/2020 07H,11787
07/16/2020 06H,11775
07/16/2020 05H,11770
07/16/2020 04H,11761
07/16/2020 03H,11759
07/16/2020 02H,11811
07/16/2020 01H,11805
07/16/2020 00H,11811
07/15/2020 23H,11815
07/15/2020 22H,11816
07/15/2020 21H,11807
07/15/2020 20H,11817
07/15/2020 19H,11818
07/15/2020 18H,11825
07/15/2020 17H,11824
07/15/2020 16H,11830
07/15/2020 15H,11842
07/15/2020 14H,11853
07/15/2020 13H,11862
07/15/2020 12H,11866
07/15/2020 11H,11864
07/15/2020 10H,11861
07/15/2020 09H,11864
07/15/2020 08H,11862
07/15/2020 07H,11854
07/15/2020 06H,11846
07/15/2020 05H,11838
07/15/2020 04H,11832
07/15/2020 03H,11825
07/15/2020 02H,11824
07/15/2020 01H,11818
07/15/2020 00H,11819
07/14/2020 23H,11809
07/14/2020 22H,11806
07/14/2020 21H,11805
07/14/2020 20H,11807
07/14/2020 19H,11815
07/14/2020 18H,11819
07/14/2020 17H,11823
07/14/2020 16H,11833
07/14/2020 15H,11843
07/14/2020 14H,11853
07/14/2020 13H,11862
07/14/2020 12H,11867
07/14/2020 11H,11866
07/14/2020 10H,11864
07/14/2020 09H,11860
07/14/2020 08H,11857
07/14/2020 07H,11856
07/14/2020 06H,11852
07/14/2020 05H,11842
07/14/2020 04H,11835
07/14/2020 03H,11829
07/14/2020 02H,11822
07/14/2020 01H,11816
07/14/2020 00H,11817
07/13/2020 23H,11813
07/13/2020 22H,11812
07/13/2020 21H,11815
07/13/2020 20H,11815
07/13/2020 19H,11819
07/13/2020 18H,11823
07/13/2020 17H,11825
07/13/2020 16H,11825
07/13/2020 15H,11837
07/13/2020 14H,11837
07/13/2020 13H,11856
07/13/2020 12H,11859
07/13/2020 11H,11834
07/13/2020 10H,11770
07/13/2020 09H,11756
07/13/2020 08H,11749
07/13/2020 07H,11748
07/13/2020 06H,11757
07/13/2020 05H,11768
07/13/2020 04H,11811
07/13/2020 03H,11804
07/13/2020 02H,11792
07/13/2020 01H,11783
07/13/2020 00H,11779
07/12/2020 23H,11779
07/12/2020 22H,11781
07/12/2020 21H,11791
07/12/2020 20H,11800
07/12/2020 19H,11804
07/12/2020 18H,11819
07/12/2020 17H,11818
07/12/2020 16H,11826
07/12/2020 15H,11838
07/12/2020 14H,11849
07/12/2020 13H,11856
07/12/2020 12H,11856
07/12/2020 11H,11857
07/12/2020 10H,11854
07/12/2020 09H,11846
07/12/2020 08H,11837
07/12/2020 07H,11824
07/12/2020 06H,11829
07/12/2020 05H,11820
07/12/2020 04H,11811
07/12/2020 03H,11807
07/12/2020 02H,11802
07/12/2020 01H,11799
07/12/2020 00H,11793
07/11/2020 23H,11784
07/11/2020 22H,11791
07/11/2020 21H,11792
07/11/2020 20H,11783
07/11/2020 19H,11789
07/11/2020 18H,11800
07/11/2020 17H,11806
07/11/2020 16H,11813
07/11/2020 15H,11826
07/11/2020 14H,11827
07/11/2020 13H,11833
07/11/2020 12H,11843
07/11/2020 11H,11827
07/11/2020 10H,11773
07/11/2020 09H,11766
07/11/2020 08H,11762
07/11/2020 07H,11754
07/11/2020 06H,11756
07/11/2020 05H,11773
07/11/2020 04H,11813
07/11/2020 03H,11806
07/11/2020 02H,11795
07/11/2020 01H,11790
07/11/2020 00H,11780
07/10/2020 23H,11785
07/10/2020 22H,11787
07/10/2020 21H,11786
07/10/2020 20H,11792
07/10/2020 19H,11804
07/10/2020 18H,11818
07/10/2020 17H,11829
07/10/2020 16H,11830
07/10/2020 15H,11835
07/10/2020 14H,11834
07/10/2020 13H,11840
07/10/2020 12H,11840
07/10/2020 11H,11796
07/10/2020 10H,11710
07/10/2020 09H,11708
07/10/2020 08H,11710
07/10/2020 07H,11708
07/10/2020 06H,11712
07/10/2020 05H,11707
07/10/2020 04H,11754
07/10/2020 03H,11843
07/10/2020 02H,11844
07/10/2020 01H,11838
07/10/2020 00H,11837
07/9/2020 23H,11834
07/9/2020 22H,11829
07/9/2020 21H,11814
07/9/2020 20H,11811
07/9/2020 19H,11818
07/9/2020 18H,11806
07/9/2020 17H,11753
07/9/2020 16H,11748
07/9/2020 15H,11752
07/9/2020 14H,11753
07/9/2020 13H,11754
07/9/2020 12H,11755
07/9/2020 11H,11732
07/9/2020 10H,11691
07/9/2020 09H,11683
07/9/2020 08H,11673
07/9/2020 07H,11672
07/9/2020 06H,11675
07/9/2020 05H,11695
07/9/2020 04H,11682
07/9/2020 03H,11672
07/9/2020 02H,11672
07/9/2020 01H,11676
07/9/2020 00H,11674
07/8/2020 23H,11674
07/8/2020 22H,11679
07/8/2020 21H,11750
07/8/2020 20H,11802
07/8/2020 19H,11801
07/8/2020 18H,11780
07/8/2020 17H,11731
07/8/2020 16H,11746
07/8/2020 15H,11760
07/8/2020 14H,11764
07/8/2020 13H,11778
07/8/2020 12H,11782
07/8/2020 11H,11756
07/8/2020 10H,11715
07/8/2020 09H,11717
07/8/2020 08H,11714
07/8/2020 07H,11714
07/8/2020 06H,11723
07/8/2020 05H,11763
07/8/2020 04H,11754
07/8/2020 03H,11755
07/8/2020 02H,11806
07/8/2020 01H,11802
07/8/2020 00H,11799
07/7/2020 23H,11810
07/7/2020 22H,11808
07/7/2020 21H,11807
07/7/2020 20H,11810
07/7/2020 19H,11812
07/7/2020 18H,11795
07/7/2020 17H,11745
07/7/2020 16H,11746
07/7/2020 15H,11754
07/7/2020 14H,11764
07/7/2020 13H,11777
07/7/2020 12H,11783
07/7/2020 11H,11775
07/7/2020 10H,11729
07/7/2020 09H,11725
07/7/2020 08H,11722
07/7/2020 07H,11716
07/7/2020 06H,11728
07/7/2020 05H,11766
07/7/2020 04H,11762
07/7/2020 03H,11756
07/7/2020 02H,11752
07/7/2020 01H,11750
07/7/2020 00H,11747
07/6/2020 23H,11745
07/6/2020 22H,11755
07/6/2020 21H,11761
07/6/2020 20H,11763
07/6/2020 19H,11752
07/6/2020 18H,11716
07/6/2020 17H,11723
07/6/2020 16H,11723
07/6/2020 15H,11725
07/6/2020 14H,11732
07/6/2020 13H,11737
07/6/2020 12H,11737
07/6/2020 11H,11745
07/6/2020 10H,11742
07/6/2020 09H,11752
07/6/2020 08H,11750
07/6/2020 07H,11747
07/6/2020 06H,11737
07/6/2020 05H,11735
07/6/2020 04H,11726
07/6/2020 03H,11724
07/6/2020 02H,11718
07/6/2020 01H,11717
07/6/2020 00H,11709
07/5/2020 23H,11738
07/5/2020 22H,11771
07/5/2020 21H,11825
07/5/2020 20H,11817
07/5/2020 19H,11821
07/5/2020 18H,11824
07/5/2020 17H,11832
07/5/2020 16H,11840
07/5/2020 15H,11850
07/5/2020 14H,11811
07/5/2020 13H,11749
07/5/2020 12H,11755
07/5/2020 11H,11754
07/5/2020 10H,11747
07/5/2020 09H,11747
07/5/2020 08H,11743
07/5/2020 07H,11733
07/5/2020 06H,11731
07/5/2020 05H,11781
07/5/2020 04H,11847
07/5/2020 03H,11838
07/5/2020 02H,11834
07/5/2020 01H,11826
07/5/2020 00H,11819
07/4/2020 23H,11822
07/4/2020 22H,11825
07/4/2020 21H,11817
07/4/2020 20H,11814
07/4/2020 19H,11822
07/4/2020 18H,11838
07/4/2020 17H,11850
07/4/2020 16H,11856
07/4/2020 15H,11857
07/4/2020 14H,11865
07/4/2020 13H,11872
07/4/2020 12H,11875
07/4/2020 11H,11833
07/4/2020 10H,11740
07/4/2020 09H,11741
07/4/2020 08H,11733
07/4/2020 07H,11738
07/4/2020 06H,11731
07/4/2020 05H,11761
07/4/2020 04H,11843
07/4/2020 03H,11845
07/4/2020 02H,11838
07/4/2020 01H,11848
07/4/2020 00H,11849
07/3/2020 23H,11842
07/3/2020 22H,11843
07/3/2020 21H,11847
07/3/2020 20H,11850
07/3/2020 19H,11856
07/3/2020 18H,11863
07/3/2020 17H,11869
07/3/2020 16H,11875
07/3/2020 15H,11885
07/3/2020 14H,11898
07/3/2020 13H,11903
07/3/2020 12H,11900
07/3/2020 11H,11847
07/3/2020 10H,11754
07/3/2020 09H,11761
07/3/2020 08H,11756
07/3/2020 07H,11751
07/3/2020 06H,11756
07/3/2020 05H,11804
07/3/2020 04H,11879
07/3/2020 03H,11875
07/3/2020 02H,11857
07/3/2020 01H,11862
07/3/2020 00H,11857
07/2/2020 23H,11844
07/2/2020 22H,11840
07/2/2020 21H,11822
07/2/2020 20H,11819
07/2/2020 19H,11823
07/2/2020 18H,11821
07/2/2020 17H,11827
07/2/2020 16H,11845
07/2/2020 15H,11849
07/2/2020 14H,11861
07/2/2020 13H,11871
07/2/2020 12H,11870
07/2/2020 11H,11843
07/2/2020 10H,11766
07/2/2020 09H,11768
07/2/2020 08H,11767
07/2/2020 07H,11760
07/2/2020 06H,11752
07/2/2020 05H,11789
07/2/2020 04H,11861
07/2/2020 03H,11850
07/2/2020 02H,11839
07/2/2020 01H,11837
07/2/2020 00H,11836
07/1/2020 23H,11839
07/1/2020 22H,11843
07/1/2020 21H,11851
07/1/2020 20H,11851
07/1/2020 19H,11854
07/1/2020 18H,11858
07/1/2020 17H,11858
07/1/2020 16H,11852
07/1/2020 15H,11848
07/1/2020 14H,11853
07/1/2020 13H,11854
07/1/2020 12H,11857
07/1/2020 11H,11799
07/1/2020 10H,11753
07/1/2020 09H,11747
07/1/2020 08H,11739
07/1/2020 07H,11734
07/1/2020 06H,11721
07/1/2020 05H,11741
07/1/2020 04H,11803
07/1/2020 03H,11803
07/1/2020 02H,11797
07/1/2020 01H,11790
07/1/2020 00H,11786
06/30/2020 23H,11779
06/30/2020 22H,11775
06/30/2020 21H,11757
06/30/2020 20H,11727
06/30/2020 19H,11693
06/30/2020 18H,11668
06/30/2020 17H,11630
06/30/2020 16H,11594
06/30/2020 15H,11575
06/30/2020 14H,11566
06/30/2020 13H,11557
06/30/2020 12H,11538
06/30/2020 11H,11517
06/30/2020 10H,11483
06/30/2020 09H,11445
06/30/2020 08H,11392
06/30/2020 07H,11350
06/30/2020 06H,11295
06/30/2020 05H,11158
06/30/2020 04H,11228
06/30/2020 03H,11560
06/30/2020 02H,11552
06/30/2020 01H,11540
06/30/2020 00H,11518
06/29/2020 23H,11514
06/29/2020 22H,11505
06/29/2020 21H,11499
06/29/2020 20H,11507
06/29/2020 19H,11492
06/29/2020 18H,11493
06/29/2020 17H,11491
06/29/2020 16H,11495
06/29/2020 15H,11496
06/29/2020 14H,11505
06/29/2020 13H,11515
06/29/2020 12H,11523
06/29/2020 11H,11528
06/29/2020 10H,11524
06/29/2020 09H,11522
06/29/2020 08H,11525
06/29/2020 07H,11512
06/29/2020 06H,11507
06/29/2020 05H,11506
06/29/2020 04H,11512
06/29/2020 03H,11507
06/29/2020 02H,11504
06/29/2020 01H,11530
06/29/2020 00H,11556
06/28/2020 23H,11548
06/28/2020 22H,11551
06/28/2020 21H,11562
06/28/2020 20H,11569
06/28/2020 19H,11574
06/28/2020 18H,11577
06/28/2020 17H,11571
06/28/2020 16H,11572
06/28/2020 15H,11580
06/28/2020 14H,11594
06/28/2020 13H,11592
06/28/2020 12H,11572
06/28/2020 11H,11549
06/28/2020 10H,11514
06/28/2020 09H,11470
06/28/2020 08H,11401
06/28/2020 07H,11255
06/28/2020 06H,11035
06/28/2020 05H,11054
06/28/2020 04H,11041
06/28/2020 03H,11029
06/28/2020 02H,11032
06/28/2020 01H,11030
06/28/2020 00H,11027
06/27/2020 23H,11025
06/27/2020 22H,11018
06/27/2020 21H,11010
06/27/2020 20H,11009
06/27/2020 19H,10995
06/27/2020 18H,10976
06/27/2020 17H,10972
06/27/2020 16H,10935
06/27/2020 15H,10904
06/27/2020 14H,10867
06/27/2020 13H,10871
06/27/2020 12H,10868
06/27/2020 11H,10875
06/27/2020 10H,10869
06/27/2020 09H,10849
06/27/2020 08H,10823
06/27/2020 07H,10845
06/27/2020 06H,10849
06/27/2020 05H,10851
06/27/2020 04H,10888
06/27/2020 03H,10948
06/27/2020 02H,11104
06/27/2020 01H,11175
06/27/2020 00H,11175
06/26/2020 23H,11177
06/26/2020 22H,11186
06/26/2020 21H,11191
06/26/2020 20H,11188
06/26/2020 19H,11191
06/26/2020 18H,11197
06/26/2020 17H,11201
06/26/2020 16H,11210
06/26/2020 15H,11218
06/26/2020 14H,11228
06/26/2020 13H,11239
06/26/2020 12H,11241
06/26/2020 11H,11244
06/26/2020 10H,11246
06/26/2020 09H,11251
06/26/2020 08H,11246
06/26/2020 07H,11238
06/26/2020 06H,11237
06/26/2020 05H,11229
06/26/2020 04H,11227
06/26/2020 03H,11226
06/26/2020 02H,11223
06/26/2020 01H,11229
06/26/2020 00H,11224
06/25/2020 23H,11224
06/25/2020 22H,11223
06/25/2020 21H,11228
06/25/2020 20H,11234
06/25/2020 19H,11234
06/25/2020 18H,11234
06/25/2020 17H,11245
06/25/2020 16H,11247
06/25/2020 15H,11259
06/25/2020 14H,11273
06/25/2020 13H,11276
06/25/2020 12H,11277
06/25/2020 11H,11278
06/25/2020 10H,11275
06/25/2020 09H,11270
06/25/2020 08H,11270
06/25/2020 07H,11269
06/25/2020 06H,11253
06/25/2020 05H,11249
06/25/2020 04H,11246
06/25/2020 03H,11237
06/25/2020 02H,11233
06/25/2020 01H,11233
06/25/2020 00H,11230
06/24/2020 23H,11220
06/24/2020 22H,11216
06/24/2020 21H,11242
06/24/2020 20H,11245
06/24/2020 19H,11251
06/24/2020 18H,11251
06/24/2020 17H,11253
06/24/2020 16H,11257
06/24/2020 15H,11270
06/24/2020 14H,11281
06/24/2020 13H,11287
06/24/2020 12H,11294
06/24/2020 11H,11291
06/24/2020 10H,11289
06/24/2020 09H,11285
06/24/2020 08H,11285
06/24/2020 07H,11280
06/24/2020 06H,11274
06/24/2020 05H,11266
06/24/2020 04H,11259
06/24/2020 03H,11256
06/24/2020 02H,11251
06/24/2020 01H,11239
06/24/2020 00H,11234
06/23/2020 23H,11239
06/23/2020 22H,11241
06/23/2020 21H,11246
06/23/2020 20H,11242
06/23/2020 19H,11239
06/23/2020 18H,11235
06/23/2020 17H,11230
06/23/2020 16H,11236
06/23/2020 15H,11242
06/23/2020 14H,11247
06/23/2020 13H,11250
06/23/2020 12H,11253
06/23/2020 11H,11255
06/23/2020 10H,11255
06/23/2020 09H,11248
06/23/2020 08H,11241
06/23/2020 07H,11244
06/23/2020 06H,11244
06/23/2020 05H,11237
06/23/2020 04H,11226
06/23/2020 03H,11219
06/23/2020 02H,11218
06/23/2020 01H,11214
06/23/2020 00H,11203
06/22/2020 23H,11203
06/22/2020 22H,11204
06/22/2020 21H,11206
06/22/2020 20H,11222
06/22/2020 19H,11231
06/22/2020 18H,11230
06/22/2020 17H,11233
06/22/2020 16H,11242
06/22/2020 15H,11231
06/22/2020 14H,11236
06/22/2020 13H,11242
06/22/2020 12H,11246
06/22/2020 11H,11247
06/22/2020 10H,11246
06/22/2020 09H,11250
06/22/2020 08H,11250
06/22/2020 07H,11247
06/22/2020 06H,11241
06/22/2020 05H,11240
06/22/2020 04H,11237
06/22/2020 03H,11230
06/22/2020 02H,11229
06/22/2020 01H,11220
06/22/2020 00H,11214
06/21/2020 23H,11213
06/21/2020 22H,11213
06/21/2020 21H,11214
06/21/2020 20H,11207
06/21/2020 19H,11210
06/21/2020 18H,11212
06/21/2020 17H,11226
06/21/2020 16H,11234
06/21/2020 15H,11239
06/21/2020 14H,11248
06/21/2020 13H,11262
06/21/2020 12H,11263
06/21/2020 11H,11263
06/21/2020 10H,11259
06/21/2020 09H,11252
06/21/2020 08H,11248
06/21/2020 07H,11240
06/21/2020 06H,11231
06/21/2020 05H,11224
06/21/2020 04H,11215
06/21/2020 03H,11200
06/21/2020 02H,11188
06/21/2020 01H,11175
06/21/2020 00H,11163
06/20/2020 23H,11151
06/20/2020 22H,11106
06/20/2020 21H,11090
06/20/2020 20H,11071
06/20/2020 19H,11053
06/20/2020 18H,11048
06/20/2020 17H,11043
06/20/2020 16H,11037
06/20/2020 15H,11034
06/20/2020 14H,11038
06/20/2020 13H,11038
06/20/2020 12H,11048
06/20/2020 11H,11050
06/20/2020 10H,11050
06/20/2020 09H,11064
06/20/2020 08H,11109
06/20/2020 07H,11507
06/20/2020 06H,11841
06/20/2020 05H,11843
06/20/2020 04H,11837
06/20/2020 03H,11829
06/20/2020 02H,11829
06/20/2020 01H,11834
06/20/2020 00H,11830
06/19/2020 23H,11828
06/19/2020 22H,11833
06/19/2020 21H,11828
06/19/2020 20H,11823
06/19/2020 19H,11822
06/19/2020 18H,11827
06/19/2020 17H,11830
06/19/2020 16H,11840
06/19/2020 15H,11850
06/19/2020 14H,11858
06/19/2020 13H,11864
06/19/2020 12H,11869
06/19/2020 11H,11870
06/19/2020 10H,11870
06/19/2020 09H,11866
06/19/2020 08H,11862
06/19/2020 07H,11865
06/19/2020 06H,11862
06/19/2020 05H,11860
06/19/2020 04H,11850
06/19/2020 03H,11844
06/19/2020 02H,11844
06/19/2020 01H,11847
06/19/2020 00H,11843
06/18/2020 23H,11841
06/18/2020 22H,11829
06/18/2020 21H,11828
06/18/2020 20H,11780
06/18/2020 19H,11833
06/18/2020 18H,11800
06/18/2020 17H,11799
06/18/2020 16H,11835
06/18/2020 15H,11859
06/18/2020 14H,11879
06/18/2020 13H,11871
06/18/2020 12H,11866
06/18/2020 11H,11851
06/18/2020 10H,11777
06/18/2020 09H,11733
06/18/2020 08H,11726
06/18/2020 07H,11748
06/18/2020 06H,11829
06/18/2020 05H,11771
06/18/2020 04H,11689
06/18/2020 03H,11673
06/18/2020 02H,11557
06/18/2020 01H,11535
06/18/2020 00H,11526
06/17/2020 23H,11515
06/17/2020 22H,11688
06/17/2020 21H,11729
06/17/2020 20H,11735
06/17/2020 19H,11753
06/17/2020 18H,11775
06/17/2020 17H,11782
06/17/2020 16H,11821
06/17/2020 15H,11848
06/17/2020 14H,11862
06/17/2020 13H,11886
06/17/2020 12H,11899
06/17/2020 11H,11887
06/17/2020 10H,11813
06/17/2020 09H,11776
06/17/2020 08H,11763
06/17/2020 07H,11760
06/17/2020 06H,11781
06/17/2020 05H,11853
06/17/2020 04H,11883
06/17/2020 03H,11873
06/17/2020 02H,11873
06/17/2020 01H,11871
06/17/2020 00H,11867
06/16/2020 23H,11869
06/16/2020 22H,11870
06/16/2020 21H,11868
06/16/2020 20H,11873
06/16/2020 19H,11879
06/16/2020 18H,11881
06/16/2020 17H,11884
06/16/2020 16H,11893
06/16/2020 15H,11894
06/16/2020 14H,11900
06/16/2020 13H,11905
06/16/2020 12H,11905
06/16/2020 11H,11870
06/16/2020 10H,11741
06/16/2020 09H,11640
06/16/2020 08H,11620
06/16/2020 07H,11625
06/16/2020 06H,11738
06/16/2020 05H,11859
06/16/2020 04H,11871
06/16/2020 03H,11862
06/16/2020 02H,11857
06/16/2020 01H,11853
06/16/2020 00H,11850
06/15/2020 23H,11848
06/15/2020 22H,11844
06/15/2020 21H,11849
06/15/2020 20H,11854
06/15/2020 19H,11858
06/15/2020 18H,11864
06/15/2020 17H,11865
06/15/2020 16H,11877
06/15/2020 15H,11878
06/15/2020 14H,11898
06/15/2020 13H,11906
06/15/2020 12H,11906
06/15/2020 11H,11880
06/15/2020 10H,11745
06/15/2020 09H,11638
06/15/2020 08H,11622
06/15/2020 07H,11618
06/15/2020 06H,11613
06/15/2020 05H,11609
06/15/2020 04H,11611
06/15/2020 03H,11601
06/15/2020 02H,11620
06/15/2020 01H,11736
06/15/2020 00H,11853
06/14/2020 23H,11856
06/14/2020 22H,11857
06/14/2020 21H,11858
06/14/2020 20H,11860
06/14/2020 19H,11868
06/14/2020 18H,11874
06/14/2020 17H,11878
06/14/2020 16H,11886
06/14/2020 15H,11899
06/14/2020 14H,11912
06/14/2020 13H,11920
06/14/2020 12H,11923
06/14/2020 11H,11894
06/14/2020 10H,11755
06/14/2020 09H,11651
06/14/2020 08H,11635
06/14/2020 07H,11629
06/14/2020 06H,11625
06/14/2020 05H,11622
06/14/2020 04H,11618
06/14/2020 03H,11606
06/14/2020 02H,11632
06/14/2020 01H,11750
06/14/2020 00H,11862
06/13/2020 23H,11864
06/13/2020 22H,11869
06/13/2020 21H,11871
06/13/2020 20H,11881
06/13/2020 19H,11886
06/13/2020 18H,11887
06/13/2020 17H,11892
06/13/2020 16H,11896
06/13/2020 15H,11902
06/13/2020 14H,11917
06/13/2020 13H,11926
06/13/2020 12H,11924
06/13/2020 11H,11888
06/13/2020 10H,11754
06/13/2020 09H,11642
06/13/2020 08H,11613
06/13/2020 07H,11626
06/13/2020 06H,11744
06/13/2020 05H,11854
06/13/2020 04H,11848
06/13/2020 03H,11853
06/13/2020 02H,11867
06/13/2020 01H,11864
06/13/2020 00H,11859
06/12/2020 23H,11859
06/12/2020 22H,11860
06/12/2020 21H,11859
06/12/2020 20H,11865
06/12/2020 19H,11871
06/12/2020 18H,11872
06/12/2020 17H,11875
06/12/2020 16H,11884
06/12/2020 15H,11895
06/12/2020 14H,11904
06/12/2020 13H,11905
06/12/2020 12H,11911
06/12/2020 11H,11913
06/12/2020 10H,11911
06/12/2020 09H,11904
06/12/2020 08H,11885
06/12/2020 07H,11882
06/12/2020 06H,11891
06/12/2020 05H,11890
06/12/2020 04H,11882
06/12/2020 03H,11875
06/12/2020 02H,11870
06/12/2020 01H,11862
06/12/2020 00H,11859
06/11/2020 23H,11860
06/11/2020 22H,11863
06/11/2020 21H,11869
06/11/2020 20H,11874
06/11/2020 19H,11874
06/11/2020 18H,11877
06/11/2020 17H,11880
06/11/2020 16H,11885
06/11/2020 15H,11896
06/11/2020 14H,11907
06/11/2020 13H,11916
06/11/2020 12H,11917
06/11/2020 11H,11880
06/11/2020 10H,11751
06/11/2020 09H,11648
06/11/2020 08H,11636
06/11/2020 07H,11643
06/11/2020 06H,11713
06/11/2020 05H,11874
06/11/2020 04H,11893
06/11/2020 03H,11886
06/11/2020 02H,11879
06/11/2020 01H,11874
06/11/2020 00H,11872
06/10/2020 23H,11871
06/10/2020 22H,11865
06/10/2020 21H,11862
06/10/2020 20H,11862
06/10/2020 19H,11865
06/10/2020 18H,11866
06/10/2020 17H,11874
06/10/2020 16H,11860
06/10/2020 15H,11860
06/10/2020 14H,11858
06/10/2020 13H,11858
06/10/2020 12H,11864
06/10/2020 11H,11842
