Net generation from nuclear for Midwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390111&sdid=EBA.MIDW-ALL.NG.NUC.H
19:14:23 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDW-ALL.NG.NUC.H megawatthours
07/11/2021 11H,11253
07/11/2021 10H,11124
07/11/2021 09H,11004
07/11/2021 08H,10906
07/11/2021 07H,10835
07/11/2021 06H,10802
07/11/2021 05H,10798
07/11/2021 04H,10785
07/11/2021 03H,10779
07/11/2021 02H,10774
07/11/2021 01H,10765
07/11/2021 00H,10694
07/10/2021 23H,10666
07/10/2021 22H,10643
07/10/2021 21H,10644
07/10/2021 20H,10644
07/10/2021 19H,10642
07/10/2021 18H,10644
07/10/2021 17H,10650
07/10/2021 16H,10658
07/10/2021 15H,10665
07/10/2021 14H,10672
07/10/2021 13H,10668
07/10/2021 12H,10681
07/10/2021 11H,10678
07/10/2021 10H,10682
07/10/2021 09H,10688
07/10/2021 08H,10787
07/10/2021 07H,10789
07/10/2021 06H,10782
07/10/2021 05H,10779
07/10/2021 04H,10777
07/10/2021 03H,10772
07/10/2021 02H,10769
07/10/2021 01H,10764
07/10/2021 00H,10761
07/9/2021 23H,10764
07/9/2021 22H,10760
07/9/2021 21H,10753
07/9/2021 20H,10757
07/9/2021 19H,10761
07/9/2021 18H,10764
07/9/2021 17H,10768
07/9/2021 16H,10775
07/9/2021 15H,10776
07/9/2021 14H,10783
07/9/2021 13H,10784
07/9/2021 12H,10786
07/9/2021 11H,10782
07/9/2021 10H,10783
07/9/2021 09H,10783
07/9/2021 08H,10783
07/9/2021 07H,10777
07/9/2021 06H,10775
07/9/2021 05H,10756
07/9/2021 04H,10741
07/9/2021 03H,10735
07/9/2021 02H,10731
07/9/2021 01H,10726
07/9/2021 00H,10732
07/8/2021 23H,10732
07/8/2021 22H,10731
07/8/2021 21H,10726
07/8/2021 20H,10729
07/8/2021 19H,10732
07/8/2021 18H,10729
07/8/2021 17H,10730
07/8/2021 16H,10735
07/8/2021 15H,10746
07/8/2021 14H,10755
07/8/2021 13H,10755
07/8/2021 12H,10755
07/8/2021 11H,10756
07/8/2021 10H,10753
07/8/2021 09H,10752
07/8/2021 08H,10746
07/8/2021 07H,10735
07/8/2021 06H,10741
07/8/2021 05H,10741
07/8/2021 04H,10740
07/8/2021 03H,10737
07/8/2021 02H,10733
07/8/2021 01H,10731
07/8/2021 00H,10727
07/7/2021 23H,10722
07/7/2021 22H,10724
07/7/2021 21H,10726
07/7/2021 20H,10722
07/7/2021 19H,10729
07/7/2021 18H,10725
07/7/2021 17H,10719
07/7/2021 16H,10725
07/7/2021 15H,10729
07/7/2021 14H,10736
07/7/2021 13H,10735
07/7/2021 12H,10734
07/7/2021 11H,10731
07/7/2021 10H,10734
07/7/2021 09H,10731
07/7/2021 08H,10729
07/7/2021 07H,10726
07/7/2021 06H,10717
07/7/2021 05H,10714
07/7/2021 04H,10708
07/7/2021 03H,10702
07/7/2021 02H,10695
07/7/2021 01H,10691
07/7/2021 00H,10692
07/6/2021 23H,10687
07/6/2021 22H,10687
07/6/2021 21H,10690
07/6/2021 20H,10693
07/6/2021 19H,10704
07/6/2021 18H,10705
07/6/2021 17H,10714
07/6/2021 16H,10719
07/6/2021 15H,10729
07/6/2021 14H,10736
07/6/2021 13H,10739
07/6/2021 12H,10740
07/6/2021 11H,10729
07/6/2021 10H,10727
07/6/2021 09H,10724
07/6/2021 08H,10720
07/6/2021 07H,10720
07/6/2021 06H,10718
07/6/2021 05H,10711
07/6/2021 04H,10707
07/6/2021 03H,10703
07/6/2021 02H,10698
07/6/2021 01H,10694
07/6/2021 00H,10687
07/5/2021 23H,10689
07/5/2021 22H,10694
07/5/2021 21H,10694
07/5/2021 20H,10702
07/5/2021 19H,10706
07/5/2021 18H,10711
07/5/2021 17H,10720
07/5/2021 16H,10734
07/5/2021 15H,10741
07/5/2021 14H,10755
07/5/2021 13H,10711
07/5/2021 12H,10694
07/5/2021 11H,10691
07/5/2021 10H,10684
07/5/2021 09H,10679
07/5/2021 08H,10678
07/5/2021 07H,10675
07/5/2021 06H,10670
07/5/2021 05H,10660
07/5/2021 04H,10677
07/5/2021 03H,10725
07/5/2021 02H,10722
07/5/2021 01H,10728
07/5/2021 00H,10729
07/4/2021 23H,10737
07/4/2021 22H,10736
07/4/2021 21H,10738
07/4/2021 20H,10742
07/4/2021 19H,10746
07/4/2021 18H,10753
07/4/2021 17H,10756
07/4/2021 16H,10773
07/4/2021 15H,10778
07/4/2021 14H,10785
07/4/2021 13H,10794
07/4/2021 12H,10798
07/4/2021 11H,10793
07/4/2021 10H,10789
07/4/2021 09H,10784
07/4/2021 08H,10788
07/4/2021 07H,10781
07/4/2021 06H,10770
07/4/2021 05H,10766
07/4/2021 04H,10762
07/4/2021 03H,10753
07/4/2021 02H,10750
07/4/2021 01H,10757
07/4/2021 00H,10749
07/3/2021 23H,10752
07/3/2021 22H,10755
07/3/2021 21H,10756
07/3/2021 20H,10770
07/3/2021 19H,10778
07/3/2021 18H,10787
07/3/2021 17H,10792
07/3/2021 16H,10797
07/3/2021 15H,10805
07/3/2021 14H,10806
07/3/2021 13H,10813
07/3/2021 12H,10811
07/3/2021 11H,10819
07/3/2021 10H,10865
07/3/2021 09H,10942
07/3/2021 08H,11019
07/3/2021 07H,11142
07/3/2021 06H,11248
07/3/2021 05H,11286
07/3/2021 04H,11364
07/3/2021 03H,11356
07/3/2021 02H,11352
07/3/2021 01H,11345
07/3/2021 00H,11343
07/2/2021 23H,11340
07/2/2021 22H,11345
07/2/2021 21H,11348
07/2/2021 20H,11353
07/2/2021 19H,11356
07/2/2021 18H,11359
07/2/2021 17H,11360
07/2/2021 16H,11363
07/2/2021 15H,11363
07/2/2021 14H,11367
07/2/2021 13H,11372
07/2/2021 12H,11373
07/2/2021 11H,11375
07/2/2021 10H,11377
07/2/2021 09H,11378
07/2/2021 08H,11374
07/2/2021 07H,11368
07/2/2021 06H,11361
07/2/2021 05H,11351
07/2/2021 04H,11342
07/2/2021 03H,11332
07/2/2021 02H,11328
07/2/2021 01H,11330
07/2/2021 00H,11326
07/1/2021 23H,11326
07/1/2021 22H,11323
07/1/2021 21H,11327
07/1/2021 20H,11323
07/1/2021 19H,11330
07/1/2021 18H,11336
07/1/2021 17H,11335
07/1/2021 16H,11340
07/1/2021 15H,11347
07/1/2021 14H,11354
07/1/2021 13H,11356
07/1/2021 12H,11359
07/1/2021 11H,11356
07/1/2021 10H,11352
07/1/2021 09H,11346
07/1/2021 08H,11343
07/1/2021 07H,11334
07/1/2021 06H,11332
07/1/2021 05H,11322
07/1/2021 04H,11319
07/1/2021 03H,11314
07/1/2021 02H,11314
07/1/2021 01H,11307
07/1/2021 00H,11309
06/30/2021 23H,11306
06/30/2021 22H,11305
06/30/2021 21H,11313
06/30/2021 20H,11313
06/30/2021 19H,11321
06/30/2021 18H,11324
06/30/2021 17H,11325
06/30/2021 16H,11324
06/30/2021 15H,11329
06/30/2021 14H,11335
06/30/2021 13H,11345
06/30/2021 12H,11348
06/30/2021 11H,11344
06/30/2021 10H,11342
06/30/2021 09H,11340
06/30/2021 08H,11328
06/30/2021 07H,11298
06/30/2021 06H,11175
06/30/2021 05H,11091
06/30/2021 04H,11220
06/30/2021 03H,11305
06/30/2021 02H,11306
06/30/2021 01H,11306
06/30/2021 00H,11309
06/29/2021 23H,11311
06/29/2021 22H,11313
06/29/2021 21H,11306
06/29/2021 20H,11306
06/29/2021 19H,11305
06/29/2021 18H,11310
06/29/2021 17H,11314
06/29/2021 16H,11319
06/29/2021 15H,11324
06/29/2021 14H,11327
06/29/2021 13H,11341
06/29/2021 12H,11343
06/29/2021 11H,11339
06/29/2021 10H,11340
06/29/2021 09H,11344
06/29/2021 08H,11342
06/29/2021 07H,11337
06/29/2021 06H,11334
06/29/2021 05H,11331
06/29/2021 04H,11324
06/29/2021 03H,11322
06/29/2021 02H,11315
06/29/2021 01H,11306
06/29/2021 00H,11309
06/28/2021 23H,11309
06/28/2021 22H,11307
06/28/2021 21H,11305
06/28/2021 20H,11308
06/28/2021 19H,11312
06/28/2021 18H,11313
06/28/2021 17H,11319
06/28/2021 16H,11324
06/28/2021 15H,11330
06/28/2021 14H,11337
06/28/2021 13H,11342
06/28/2021 12H,11345
06/28/2021 11H,11346
06/28/2021 10H,11346
06/28/2021 09H,11349
06/28/2021 08H,11344
06/28/2021 07H,11345
06/28/2021 06H,11340
06/28/2021 05H,11341
06/28/2021 04H,11337
06/28/2021 03H,11334
06/28/2021 02H,11326
06/28/2021 01H,11321
06/28/2021 00H,11315
06/27/2021 23H,11311
06/27/2021 22H,11311
06/27/2021 21H,11314
06/27/2021 20H,11311
06/27/2021 19H,11315
06/27/2021 18H,11317
06/27/2021 17H,11320
06/27/2021 16H,11321
06/27/2021 15H,11329
06/27/2021 14H,11333
06/27/2021 13H,11338
06/27/2021 12H,11336
06/27/2021 11H,11336
06/27/2021 10H,11333
06/27/2021 09H,11329
06/27/2021 08H,11324
06/27/2021 07H,11321
06/27/2021 06H,11317
06/27/2021 05H,11317
06/27/2021 04H,11314
06/27/2021 03H,11315
06/27/2021 02H,11311
06/27/2021 01H,11309
06/27/2021 00H,11308
06/26/2021 23H,11305
06/26/2021 22H,11307
06/26/2021 21H,11305
06/26/2021 20H,11307
06/26/2021 19H,11303
06/26/2021 18H,11309
06/26/2021 17H,11311
06/26/2021 16H,11314
06/26/2021 15H,11321
06/26/2021 14H,11320
06/26/2021 13H,11332
06/26/2021 12H,11332
06/26/2021 11H,11327
06/26/2021 10H,11331
06/26/2021 09H,11323
06/26/2021 08H,11319
06/26/2021 07H,11320
06/26/2021 06H,11313
06/26/2021 05H,11313
06/26/2021 04H,11313
06/26/2021 03H,11311
06/26/2021 02H,11311
06/26/2021 01H,11307
06/26/2021 00H,11306
06/25/2021 23H,11301
06/25/2021 22H,11306
06/25/2021 21H,11306
06/25/2021 20H,11313
06/25/2021 19H,11315
06/25/2021 18H,11311
06/25/2021 17H,11310
06/25/2021 16H,11314
06/25/2021 15H,11321
06/25/2021 14H,11330
06/25/2021 13H,11330
06/25/2021 12H,11336
06/25/2021 11H,11331
06/25/2021 10H,11332
06/25/2021 09H,11327
06/25/2021 08H,11322
06/25/2021 07H,11320
06/25/2021 06H,11317
06/25/2021 05H,11317
06/25/2021 04H,11317
06/25/2021 03H,11308
06/25/2021 02H,11307
06/25/2021 01H,11299
06/25/2021 00H,11299
06/24/2021 23H,11297
06/24/2021 22H,11297
06/24/2021 21H,11300
06/24/2021 20H,11298
06/24/2021 19H,11298
06/24/2021 18H,11303
06/24/2021 17H,11307
06/24/2021 16H,11315
06/24/2021 15H,11322
06/24/2021 14H,11339
06/24/2021 13H,11347
06/24/2021 12H,11348
06/24/2021 11H,11346
06/24/2021 10H,11348
06/24/2021 09H,11346
06/24/2021 08H,11348
06/24/2021 07H,11342
06/24/2021 06H,11341
06/24/2021 05H,11340
06/24/2021 04H,11339
06/24/2021 03H,11335
06/24/2021 02H,11340
06/24/2021 01H,11334
06/24/2021 00H,11335
06/23/2021 23H,11338
06/23/2021 22H,11338
06/23/2021 21H,11343
06/23/2021 20H,11346
06/23/2021 19H,11355
06/23/2021 18H,11362
06/23/2021 17H,11366
06/23/2021 16H,11370
06/23/2021 15H,11378
06/23/2021 14H,11390
06/23/2021 13H,11396
06/23/2021 12H,11396
06/23/2021 11H,11396
06/23/2021 10H,11408
06/23/2021 09H,11410
06/23/2021 08H,11404
06/23/2021 07H,11405
06/23/2021 06H,11399
06/23/2021 05H,11396
06/23/2021 04H,11387
06/23/2021 03H,11381
06/23/2021 02H,11371
06/23/2021 01H,11377
06/23/2021 00H,11373
06/22/2021 23H,11376
06/22/2021 22H,11377
06/22/2021 21H,11377
06/22/2021 20H,11385
06/22/2021 19H,11393
06/22/2021 18H,11400
06/22/2021 17H,11404
06/22/2021 16H,11415
06/22/2021 15H,11422
06/22/2021 14H,11428
06/22/2021 13H,11435
06/22/2021 12H,11440
06/22/2021 11H,11440
06/22/2021 10H,11433
06/22/2021 09H,11424
06/22/2021 08H,11427
06/22/2021 07H,11420
06/22/2021 06H,11416
06/22/2021 05H,11405
06/22/2021 04H,11390
06/22/2021 03H,11385
06/22/2021 02H,11372
06/22/2021 01H,11367
06/22/2021 00H,11365
06/21/2021 23H,11356
06/21/2021 22H,11351
06/21/2021 21H,11345
06/21/2021 20H,11337
06/21/2021 19H,11336
06/21/2021 18H,11339
06/21/2021 17H,11351
06/21/2021 16H,11352
06/21/2021 15H,11351
06/21/2021 14H,11348
06/21/2021 13H,11351
06/21/2021 12H,11352
06/21/2021 11H,11323
06/21/2021 10H,11251
06/21/2021 09H,11218
06/21/2021 08H,11210
06/21/2021 07H,11208
06/21/2021 06H,11219
06/21/2021 05H,11302
06/21/2021 04H,11336
06/21/2021 03H,11324
06/21/2021 02H,11322
06/21/2021 01H,11318
06/21/2021 00H,11313
06/20/2021 23H,11310
06/20/2021 22H,11313
06/20/2021 21H,11313
06/20/2021 20H,11307
06/20/2021 19H,11314
06/20/2021 18H,11320
06/20/2021 17H,11322
06/20/2021 16H,11321
06/20/2021 15H,11323
06/20/2021 14H,11330
06/20/2021 13H,11338
06/20/2021 12H,11345
06/20/2021 11H,11344
06/20/2021 10H,11345
06/20/2021 09H,11347
06/20/2021 08H,11344
06/20/2021 07H,11331
06/20/2021 06H,11326
06/20/2021 05H,11324
06/20/2021 04H,11323
06/20/2021 03H,11322
06/20/2021 02H,11319
06/20/2021 01H,11315
06/20/2021 00H,11311
06/19/2021 23H,11314
06/19/2021 22H,11316
06/19/2021 21H,11320
06/19/2021 20H,11326
06/19/2021 19H,11329
06/19/2021 18H,11333
06/19/2021 17H,11333
06/19/2021 16H,11336
06/19/2021 15H,11342
06/19/2021 14H,11344
06/19/2021 13H,11343
06/19/2021 12H,11343
06/19/2021 11H,11340
06/19/2021 10H,11336
06/19/2021 09H,11335
06/19/2021 08H,11332
06/19/2021 07H,11324
06/19/2021 06H,11317
06/19/2021 05H,11313
06/19/2021 04H,11310
06/19/2021 03H,11308
06/19/2021 02H,11308
06/19/2021 01H,11306
06/19/2021 00H,11307
06/18/2021 23H,11304
06/18/2021 22H,11307
06/18/2021 21H,11309
06/18/2021 20H,11308
06/18/2021 19H,11319
06/18/2021 18H,11324
06/18/2021 17H,11335
06/18/2021 16H,11340
06/18/2021 15H,11352
06/18/2021 14H,11359
06/18/2021 13H,11358
06/18/2021 12H,11357
06/18/2021 11H,11352
06/18/2021 10H,11348
06/18/2021 09H,11339
06/18/2021 08H,11335
06/18/2021 07H,11335
06/18/2021 06H,11331
06/18/2021 05H,11333
06/18/2021 04H,11326
06/18/2021 03H,11328
06/18/2021 02H,11328
06/18/2021 01H,11329
06/18/2021 00H,11332
06/17/2021 23H,11333
06/17/2021 22H,11335
06/17/2021 21H,11335
06/17/2021 20H,11345
06/17/2021 19H,11350
06/17/2021 18H,11350
06/17/2021 17H,11352
06/17/2021 16H,11363
06/17/2021 15H,11372
06/17/2021 14H,11377
06/17/2021 13H,11380
06/17/2021 12H,11381
06/17/2021 11H,11379
06/17/2021 10H,11374
06/17/2021 09H,11371
06/17/2021 08H,11357
06/17/2021 07H,11360
06/17/2021 06H,11356
06/17/2021 05H,11355
06/17/2021 04H,11349
06/17/2021 03H,11347
06/17/2021 02H,11344
06/17/2021 01H,11348
06/17/2021 00H,11348
06/16/2021 23H,11350
06/16/2021 22H,11348
06/16/2021 21H,11350
06/16/2021 20H,11351
06/16/2021 19H,11351
06/16/2021 18H,11355
06/16/2021 17H,11361
06/16/2021 16H,11369
06/16/2021 15H,11378
06/16/2021 14H,11386
06/16/2021 13H,11388
06/16/2021 12H,11385
06/16/2021 11H,11380
06/16/2021 10H,11372
06/16/2021 09H,11365
06/16/2021 08H,11363
06/16/2021 07H,11357
06/16/2021 06H,11352
06/16/2021 05H,11342
06/16/2021 04H,11337
06/16/2021 03H,11336
06/16/2021 02H,11330
06/16/2021 01H,11335
06/16/2021 00H,11332
06/15/2021 23H,11334
06/15/2021 22H,11333
06/15/2021 21H,11336
06/15/2021 20H,11336
06/15/2021 19H,11339
06/15/2021 18H,11346
06/15/2021 17H,11355
06/15/2021 16H,11361
06/15/2021 15H,11369
06/15/2021 14H,11367
06/15/2021 13H,11379
06/15/2021 12H,11379
06/15/2021 11H,11377
06/15/2021 10H,11372
06/15/2021 09H,11367
06/15/2021 08H,11364
06/15/2021 07H,11359
06/15/2021 06H,11354
06/15/2021 05H,11353
06/15/2021 04H,11346
06/15/2021 03H,11347
06/15/2021 02H,11345
06/15/2021 01H,11342
06/15/2021 00H,11340
06/14/2021 23H,11339
06/14/2021 22H,11339
06/14/2021 21H,11337
06/14/2021 20H,11348
06/14/2021 19H,11350
06/14/2021 18H,11350
06/14/2021 17H,11352
06/14/2021 16H,11358
06/14/2021 15H,11368
06/14/2021 14H,11375
06/14/2021 13H,11383
06/14/2021 12H,11383
06/14/2021 11H,11381
06/14/2021 10H,11381
06/14/2021 09H,11380
06/14/2021 08H,11377
06/14/2021 07H,11364
06/14/2021 06H,11356
06/14/2021 05H,11360
06/14/2021 04H,11351
06/14/2021 03H,11342
06/14/2021 02H,11328
06/14/2021 01H,11324
06/14/2021 00H,11330
06/13/2021 23H,11332
06/13/2021 22H,11314
06/13/2021 21H,11310
06/13/2021 20H,11318
06/13/2021 19H,11324
06/13/2021 18H,11322
06/13/2021 17H,11328
06/13/2021 16H,11335
06/13/2021 15H,11337
06/13/2021 14H,11342
06/13/2021 13H,11345
06/13/2021 12H,11347
06/13/2021 11H,11344
06/13/2021 10H,11341
06/13/2021 09H,11335
06/13/2021 08H,11329
06/13/2021 07H,11328
06/13/2021 06H,11324
06/13/2021 05H,11323
06/13/2021 04H,11318
06/13/2021 03H,11310
06/13/2021 02H,11302
06/13/2021 01H,11307
06/13/2021 00H,11309
06/12/2021 23H,11309
06/12/2021 22H,11320
06/12/2021 21H,11320
06/12/2021 20H,11319
06/12/2021 19H,11324
06/12/2021 18H,11327
06/12/2021 17H,11327
06/12/2021 16H,11329
06/12/2021 15H,11335
06/12/2021 14H,11343
06/12/2021 13H,11347
06/12/2021 12H,11345
06/12/2021 11H,11343
06/12/2021 10H,11337
06/12/2021 09H,11335
06/12/2021 08H,11332
06/12/2021 07H,11325
06/12/2021 06H,11320
06/12/2021 05H,11318
06/12/2021 04H,11321
06/12/2021 03H,11322
06/12/2021 02H,11312
06/12/2021 01H,11312
06/12/2021 00H,11307
06/11/2021 23H,11314
06/11/2021 22H,11312
06/11/2021 21H,11315
06/11/2021 20H,11317
06/11/2021 19H,11317
06/11/2021 18H,11320
06/11/2021 17H,11318
06/11/2021 16H,11318
06/11/2021 15H,11324
06/11/2021 14H,11337
06/11/2021 13H,11341
06/11/2021 12H,11340
06/11/2021 11H,11341
06/11/2021 10H,11340
06/11/2021 09H,11333
06/11/2021 08H,11327
06/11/2021 07H,11322
06/11/2021 06H,11318
06/11/2021 05H,11315
06/11/2021 04H,11315
06/11/2021 03H,11309
06/11/2021 02H,11306
06/11/2021 01H,11303
06/11/2021 00H,11302
06/10/2021 23H,11303
06/10/2021 22H,11306
06/10/2021 21H,11304
06/10/2021 20H,11301
06/10/2021 19H,11302
06/10/2021 18H,11302
06/10/2021 17H,11301
06/10/2021 16H,11307
06/10/2021 15H,11317
06/10/2021 14H,11327
06/10/2021 13H,11330
06/10/2021 12H,11336
06/10/2021 11H,11335
06/10/2021 10H,11307
06/10/2021 09H,11249
06/10/2021 08H,11247
06/10/2021 07H,11242
06/10/2021 06H,11227
06/10/2021 05H,11225
06/10/2021 04H,11249
06/10/2021 03H,11305
06/10/2021 02H,11301
06/10/2021 01H,11297
06/10/2021 00H,11299
06/9/2021 23H,11300
06/9/2021 22H,11302
06/9/2021 21H,11301
06/9/2021 20H,11306
06/9/2021 19H,11306
06/9/2021 18H,11309
06/9/2021 17H,11317
06/9/2021 16H,11326
06/9/2021 15H,11331
06/9/2021 14H,11338
06/9/2021 13H,11345
06/9/2021 12H,11344
06/9/2021 11H,11345
06/9/2021 10H,11346
06/9/2021 09H,11349
06/9/2021 08H,11343
06/9/2021 07H,11340
06/9/2021 06H,11338
06/9/2021 05H,11336
06/9/2021 04H,11334
06/9/2021 03H,11333
06/9/2021 02H,11337
06/9/2021 01H,11330
06/9/2021 00H,11324
06/8/2021 23H,11322
06/8/2021 22H,11324
06/8/2021 21H,11330
06/8/2021 20H,11330
06/8/2021 19H,11333
06/8/2021 18H,11341
06/8/2021 17H,11342
06/8/2021 16H,11342
06/8/2021 15H,11343
06/8/2021 14H,11348
06/8/2021 13H,11356
06/8/2021 12H,11357
06/8/2021 11H,11354
06/8/2021 10H,11357
06/8/2021 09H,11361
06/8/2021 08H,11357
06/8/2021 07H,11353
06/8/2021 06H,11358
06/8/2021 05H,11354
06/8/2021 04H,11350
06/8/2021 03H,11344
06/8/2021 02H,11339
06/8/2021 01H,11340
06/8/2021 00H,11340
06/7/2021 23H,11342
06/7/2021 22H,11343
06/7/2021 21H,11347
06/7/2021 20H,11336
06/7/2021 19H,11343
06/7/2021 18H,11347
06/7/2021 17H,11349
06/7/2021 16H,11354
06/7/2021 15H,11353
06/7/2021 14H,11356
06/7/2021 13H,11361
06/7/2021 12H,11360
06/7/2021 11H,11364
06/7/2021 10H,11369
06/7/2021 09H,11365
06/7/2021 08H,11365
06/7/2021 07H,11362
06/7/2021 06H,11358
06/7/2021 05H,11353
06/7/2021 04H,11346
06/7/2021 03H,11345
06/7/2021 02H,11346
06/7/2021 01H,11350
06/7/2021 00H,11352
06/6/2021 23H,11357
06/6/2021 22H,11360
06/6/2021 21H,11360
06/6/2021 20H,11360
06/6/2021 19H,11367
06/6/2021 18H,11369
06/6/2021 17H,11362
06/6/2021 16H,11346
06/6/2021 15H,11328
06/6/2021 14H,11305
06/6/2021 13H,11278
06/6/2021 12H,11232
06/6/2021 11H,11149
06/6/2021 10H,11124
06/6/2021 09H,11126
06/6/2021 08H,11075
06/6/2021 07H,11063
06/6/2021 06H,11084
06/6/2021 05H,11093
06/6/2021 04H,11151
06/6/2021 03H,11299
06/6/2021 02H,11352
06/6/2021 01H,11349
06/6/2021 00H,11344
06/5/2021 23H,11343
06/5/2021 22H,11344
06/5/2021 21H,11348
06/5/2021 20H,11347
06/5/2021 19H,11351
06/5/2021 18H,11362
06/5/2021 17H,11364
06/5/2021 16H,11370
06/5/2021 15H,11382
06/5/2021 14H,11394
06/5/2021 13H,11402
06/5/2021 12H,11402
06/5/2021 11H,11401
06/5/2021 10H,11400
06/5/2021 09H,11402
06/5/2021 08H,11398
06/5/2021 07H,11387
06/5/2021 06H,11383
06/5/2021 05H,11375
06/5/2021 04H,11377
06/5/2021 03H,11376
06/5/2021 02H,11369
06/5/2021 01H,11361
06/5/2021 00H,11358
06/4/2021 23H,11359
06/4/2021 22H,11364
06/4/2021 21H,11369
06/4/2021 20H,11368
06/4/2021 19H,11378
06/4/2021 18H,11377
06/4/2021 17H,11391
06/4/2021 16H,11392
06/4/2021 15H,11404
06/4/2021 14H,11411
06/4/2021 13H,11413
06/4/2021 12H,11408
06/4/2021 11H,11407
06/4/2021 10H,11406
06/4/2021 09H,11398
06/4/2021 08H,11395
06/4/2021 07H,11396
06/4/2021 06H,11402
06/4/2021 05H,11395
06/4/2021 04H,11388
06/4/2021 03H,11384
06/4/2021 02H,11382
06/4/2021 01H,11384
06/4/2021 00H,11386
06/3/2021 23H,11393
06/3/2021 22H,11390
06/3/2021 21H,11375
06/3/2021 20H,11401
06/3/2021 19H,11405
06/3/2021 18H,11409
06/3/2021 17H,11422
06/3/2021 16H,11424
06/3/2021 15H,11433
06/3/2021 14H,11430
06/3/2021 13H,11432
06/3/2021 12H,11434
06/3/2021 11H,11433
06/3/2021 10H,11426
06/3/2021 09H,11422
06/3/2021 08H,11423
06/3/2021 07H,11424
06/3/2021 06H,11416
06/3/2021 05H,11416
06/3/2021 04H,11413
06/3/2021 03H,11400
06/3/2021 02H,11382
06/3/2021 01H,11388
06/3/2021 00H,11395
06/2/2021 23H,11404
06/2/2021 22H,11405
06/2/2021 21H,11408
06/2/2021 20H,11406
06/2/2021 19H,11408
06/2/2021 18H,11412
06/2/2021 17H,11417
06/2/2021 16H,11419
06/2/2021 15H,11420
06/2/2021 14H,11426
06/2/2021 13H,11430
06/2/2021 12H,11435
06/2/2021 11H,11435
06/2/2021 10H,11441
06/2/2021 09H,11436
06/2/2021 08H,11436
06/2/2021 07H,11435
06/2/2021 06H,11437
06/2/2021 05H,11429
06/2/2021 04H,11429
06/2/2021 03H,11428
06/2/2021 02H,11422
06/2/2021 01H,11421
06/2/2021 00H,11416
06/1/2021 23H,11417
06/1/2021 22H,11422
06/1/2021 21H,11422
06/1/2021 20H,11427
06/1/2021 19H,11426
06/1/2021 18H,11431
06/1/2021 17H,11436
06/1/2021 16H,11445
06/1/2021 15H,11447
06/1/2021 14H,11451
06/1/2021 13H,11457
06/1/2021 12H,11457
06/1/2021 11H,11460
06/1/2021 10H,11458
06/1/2021 09H,11459
06/1/2021 08H,11454
06/1/2021 07H,11449
06/1/2021 06H,11445
06/1/2021 05H,11440
06/1/2021 04H,11435
06/1/2021 03H,11429
06/1/2021 02H,11428
06/1/2021 01H,11429
06/1/2021 00H,11428
05/31/2021 23H,11429
05/31/2021 22H,11435
05/31/2021 21H,11439
05/31/2021 20H,11438
05/31/2021 19H,11438
05/31/2021 18H,11445
05/31/2021 17H,11465
05/31/2021 16H,11474
05/31/2021 15H,11483
05/31/2021 14H,11492
05/31/2021 13H,11499
05/31/2021 12H,11498
05/31/2021 11H,11495
05/31/2021 10H,11489
05/31/2021 09H,11487
05/31/2021 08H,11485
05/31/2021 07H,11488
05/31/2021 06H,11488
05/31/2021 05H,11487
05/31/2021 04H,11479
05/31/2021 03H,11473
05/31/2021 02H,11471
05/31/2021 01H,11470
05/31/2021 00H,11470
05/30/2021 23H,11467
05/30/2021 22H,11469
05/30/2021 21H,11473
05/30/2021 20H,11471
05/30/2021 19H,11484
05/30/2021 18H,11495
05/30/2021 17H,11500
05/30/2021 16H,11498
05/30/2021 15H,11502
05/30/2021 14H,11506
05/30/2021 13H,11519
05/30/2021 12H,11521
05/30/2021 11H,11520
05/30/2021 10H,11520
05/30/2021 09H,11521
05/30/2021 08H,11514
05/30/2021 07H,11511
05/30/2021 06H,11504
05/30/2021 05H,11496
05/30/2021 04H,11486
05/30/2021 03H,11475
05/30/2021 02H,11468
05/30/2021 01H,11465
05/30/2021 00H,11464
05/29/2021 23H,11461
05/29/2021 22H,11460
05/29/2021 21H,11467
05/29/2021 20H,11474
05/29/2021 19H,11474
05/29/2021 18H,11476
05/29/2021 17H,11476
05/29/2021 16H,11490
05/29/2021 15H,11491
05/29/2021 14H,11500
05/29/2021 13H,11502
05/29/2021 12H,11498
05/29/2021 11H,11498
05/29/2021 10H,11495
05/29/2021 09H,11490
05/29/2021 08H,11489
05/29/2021 07H,11487
05/29/2021 06H,11486
05/29/2021 05H,11483
05/29/2021 04H,11472
05/29/2021 03H,11463
05/29/2021 02H,11459
05/29/2021 01H,11458
05/29/2021 00H,11453
05/28/2021 23H,11454
05/28/2021 22H,11450
05/28/2021 21H,11451
05/28/2021 20H,11447
05/28/2021 19H,11432
05/28/2021 18H,11436
05/28/2021 17H,11452
05/28/2021 16H,11455
05/28/2021 15H,11457
05/28/2021 14H,11459
05/28/2021 13H,11451
05/28/2021 12H,11448
05/28/2021 11H,11451
05/28/2021 10H,11452
05/28/2021 09H,11449
05/28/2021 08H,11446
05/28/2021 07H,11445
05/28/2021 06H,11443
05/28/2021 05H,11439
05/28/2021 04H,11439
05/28/2021 03H,11441
