Net generation from coal for Central (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390108&sdid=EBA.CENT-ALL.NG.COL.H
19:09:35 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CENT-ALL.NG.COL.H megawatthours
05/26/2019 09H,6411
05/26/2019 08H,6885
05/26/2019 07H,6966
05/26/2019 06H,7435
05/26/2019 05H,8662
05/26/2019 04H,9872
05/26/2019 03H,9928
05/26/2019 02H,10801
05/26/2019 01H,10951
05/26/2019 00H,11233
05/25/2019 23H,11393
05/25/2019 22H,11296
05/25/2019 21H,11133
05/25/2019 20H,10777
05/25/2019 19H,10267
05/25/2019 18H,9092
05/25/2019 17H,8629
05/25/2019 16H,7751
05/25/2019 15H,7054
05/25/2019 14H,6646
05/25/2019 13H,5973
05/25/2019 12H,5617
05/25/2019 11H,5646
05/25/2019 10H,5678
05/25/2019 09H,5817
05/25/2019 08H,6448
05/25/2019 07H,7112
05/25/2019 06H,7862
05/25/2019 05H,8941
05/25/2019 04H,9676
05/25/2019 03H,9983
05/25/2019 02H,10322
05/25/2019 01H,10645
05/25/2019 00H,10549
05/24/2019 23H,10652
05/24/2019 22H,10699
05/24/2019 21H,10686
05/24/2019 20H,10861
05/24/2019 19H,10887
05/24/2019 18H,10719
05/24/2019 17H,10812
05/24/2019 16H,10452
05/24/2019 15H,9857
05/24/2019 14H,9429
05/24/2019 13H,8887
05/24/2019 12H,8480
05/24/2019 11H,8393
05/24/2019 10H,7486
05/24/2019 09H,6772
05/24/2019 08H,6203
05/24/2019 07H,6126
05/24/2019 06H,6449
05/24/2019 05H,7221
05/24/2019 04H,8227
05/24/2019 03H,8270
05/24/2019 02H,8090
05/24/2019 01H,8329
05/24/2019 00H,8639
05/23/2019 23H,8736
05/23/2019 22H,8925
05/23/2019 21H,9170
05/23/2019 20H,8960
05/23/2019 19H,9105
05/23/2019 18H,9382
05/23/2019 17H,9533
05/23/2019 16H,9482
05/23/2019 15H,9326
05/23/2019 14H,9488
05/23/2019 13H,8953
05/23/2019 12H,8057
05/23/2019 11H,7415
05/23/2019 10H,6712
05/23/2019 09H,6352
05/23/2019 08H,6345
05/23/2019 07H,6654
05/23/2019 06H,7113
05/23/2019 05H,7820
05/23/2019 04H,8447
05/23/2019 03H,8884
05/23/2019 02H,9561
05/23/2019 01H,10346
05/23/2019 00H,10602
05/22/2019 23H,10641
05/22/2019 22H,10583
05/22/2019 21H,10685
05/22/2019 20H,10301
05/22/2019 19H,10506
05/22/2019 18H,10291
05/22/2019 17H,10203
05/22/2019 16H,9768
05/22/2019 15H,9397
05/22/2019 14H,9209
05/22/2019 13H,8548
05/22/2019 12H,8025
05/22/2019 11H,7895
05/22/2019 10H,7464
05/22/2019 09H,6742
05/22/2019 08H,6723
05/22/2019 07H,6480
05/22/2019 06H,6525
05/22/2019 05H,6595
05/22/2019 04H,6838
05/22/2019 03H,6971
05/22/2019 02H,6473
05/22/2019 01H,6161
05/22/2019 00H,5993
05/21/2019 23H,5749
05/21/2019 22H,5851
05/21/2019 21H,5914
05/21/2019 20H,6061
05/21/2019 19H,6237
05/21/2019 18H,6593
05/21/2019 17H,6480
05/21/2019 16H,6692
05/21/2019 15H,6687
05/21/2019 14H,6708
05/21/2019 13H,7616
05/21/2019 12H,7382
05/21/2019 11H,7173
05/21/2019 10H,6690
05/21/2019 09H,6939
05/21/2019 08H,7372
05/21/2019 07H,7271
05/21/2019 06H,7239
05/21/2019 05H,7371
05/21/2019 04H,8178
05/21/2019 03H,8106
05/21/2019 02H,7713
05/21/2019 01H,7047
05/21/2019 00H,6784
05/20/2019 23H,6862
05/20/2019 22H,6563
05/20/2019 21H,6278
05/20/2019 20H,6513
05/20/2019 19H,6675
05/20/2019 18H,6575
05/20/2019 17H,6718
05/20/2019 16H,6703
05/20/2019 15H,6633
05/20/2019 14H,6303
05/20/2019 13H,6243
05/20/2019 12H,6263
05/20/2019 11H,6051
05/20/2019 10H,6077
05/20/2019 09H,5899
05/20/2019 08H,5678
05/20/2019 07H,5882
05/20/2019 06H,6449
05/20/2019 05H,6964
05/20/2019 04H,7841
05/20/2019 03H,8647
05/20/2019 02H,8485
05/20/2019 01H,8622
05/20/2019 00H,8657
05/19/2019 23H,8275
05/19/2019 22H,8604
05/19/2019 21H,8538
05/19/2019 20H,8277
05/19/2019 19H,7652
05/19/2019 18H,7138
05/19/2019 17H,6597
05/19/2019 16H,5600
05/19/2019 15H,5023
05/19/2019 14H,4807
05/19/2019 13H,4649
05/19/2019 12H,4510
05/19/2019 11H,4507
05/19/2019 10H,4499
05/19/2019 09H,4527
05/19/2019 08H,4682
05/19/2019 07H,5263
05/19/2019 06H,5747
05/19/2019 05H,5884
05/19/2019 04H,6517
05/19/2019 03H,6122
05/19/2019 02H,5939
05/19/2019 01H,5890
05/19/2019 00H,6107
05/18/2019 23H,6429
05/18/2019 22H,6286
05/18/2019 21H,6442
05/18/2019 20H,6830
05/18/2019 19H,7252
05/18/2019 18H,7309
05/18/2019 17H,7165
05/18/2019 16H,6958
05/18/2019 15H,6513
05/18/2019 14H,5961
05/18/2019 13H,5006
05/18/2019 12H,4995
05/18/2019 11H,4627
05/18/2019 10H,4521
05/18/2019 09H,4375
05/18/2019 08H,4580
05/18/2019 07H,4802
05/18/2019 06H,5289
05/18/2019 05H,5567
05/18/2019 04H,6145
05/18/2019 03H,6625
05/18/2019 02H,6943
05/18/2019 01H,7368
05/18/2019 00H,7436
05/17/2019 23H,7380
05/17/2019 22H,7301
05/17/2019 21H,7198
05/17/2019 20H,7335
05/17/2019 19H,7303
05/17/2019 18H,7238
05/17/2019 17H,7141
05/17/2019 16H,6881
05/17/2019 15H,6553
05/17/2019 14H,6300
05/17/2019 13H,6205
05/17/2019 12H,5674
05/17/2019 11H,5257
05/17/2019 10H,5199
05/17/2019 09H,5203
05/17/2019 08H,5449
05/17/2019 07H,5940
05/17/2019 06H,6145
05/17/2019 05H,7037
05/17/2019 04H,7438
05/17/2019 03H,7794
05/17/2019 02H,8037
05/17/2019 01H,8380
05/17/2019 00H,8440
05/16/2019 23H,8714
05/16/2019 22H,8942
05/16/2019 21H,9066
05/16/2019 20H,9065
05/16/2019 19H,8731
05/16/2019 18H,8487
05/16/2019 17H,8517
05/16/2019 16H,8095
05/16/2019 15H,7660
05/16/2019 14H,7385
05/16/2019 13H,6339
05/16/2019 12H,5974
05/16/2019 11H,5895
05/16/2019 10H,5743
05/16/2019 09H,5809
05/16/2019 08H,5936
05/16/2019 07H,6097
05/16/2019 06H,6490
05/16/2019 05H,6983
05/16/2019 04H,7904
05/16/2019 03H,8632
05/16/2019 02H,9265
05/16/2019 01H,9977
05/16/2019 00H,10160
05/15/2019 23H,10487
05/15/2019 22H,10749
05/15/2019 21H,10786
05/15/2019 20H,10693
05/15/2019 19H,10759
05/15/2019 18H,10661
05/15/2019 17H,10593
05/15/2019 16H,10226
05/15/2019 15H,9300
05/15/2019 14H,8238
05/15/2019 13H,7399
05/15/2019 12H,6764
05/15/2019 11H,6282
05/15/2019 10H,6018
05/15/2019 09H,6080
05/15/2019 08H,6172
05/15/2019 07H,6323
05/15/2019 06H,6780
05/15/2019 05H,7396
05/15/2019 04H,8313
05/15/2019 03H,9126
05/15/2019 02H,10077
05/15/2019 01H,10587
05/15/2019 00H,10674
05/14/2019 23H,10577
05/14/2019 22H,10361
05/14/2019 21H,9997
05/14/2019 20H,9672
05/14/2019 19H,9310
05/14/2019 18H,9092
05/14/2019 17H,8743
05/14/2019 16H,8548
05/14/2019 15H,8093
05/14/2019 14H,7279
05/14/2019 13H,6195
05/14/2019 12H,5753
05/14/2019 11H,5489
05/14/2019 10H,5378
05/14/2019 09H,5128
05/14/2019 08H,5053
05/14/2019 07H,5146
05/14/2019 06H,5320
05/14/2019 05H,5644
05/14/2019 04H,6095
05/14/2019 03H,6615
05/14/2019 02H,7508
05/14/2019 01H,8453
05/14/2019 00H,8607
05/13/2019 23H,8916
05/13/2019 22H,9105
05/13/2019 21H,8885
05/13/2019 20H,9175
05/13/2019 19H,9022
05/13/2019 18H,8834
05/13/2019 17H,8560
05/13/2019 16H,8427
05/13/2019 15H,8021
05/13/2019 14H,6815
05/13/2019 13H,6151
05/13/2019 12H,6082
05/13/2019 11H,5591
05/13/2019 10H,5197
05/13/2019 09H,5123
05/13/2019 08H,5279
05/13/2019 07H,5518
05/13/2019 06H,6123
05/13/2019 05H,7419
05/13/2019 04H,8539
05/13/2019 03H,8982
05/13/2019 02H,8903
05/13/2019 01H,8917
05/13/2019 00H,8964
05/12/2019 23H,8871
05/12/2019 22H,8530
05/12/2019 21H,8214
05/12/2019 20H,7903
05/12/2019 19H,8002
05/12/2019 18H,8273
05/12/2019 17H,8237
05/12/2019 16H,8415
05/12/2019 15H,8053
05/12/2019 14H,7561
05/12/2019 13H,6750
05/12/2019 12H,6683
05/12/2019 11H,6356
05/12/2019 10H,6479
05/12/2019 09H,6605
05/12/2019 08H,6647
05/12/2019 07H,6449
05/12/2019 06H,6879
05/12/2019 05H,7521
05/12/2019 04H,8192
05/12/2019 03H,8393
05/12/2019 02H,8776
05/12/2019 01H,8873
05/12/2019 00H,8616
05/11/2019 23H,8372
05/11/2019 22H,8203
05/11/2019 21H,8003
05/11/2019 20H,7906
05/11/2019 19H,7994
05/11/2019 18H,8082
05/11/2019 17H,8076
05/11/2019 16H,8040
05/11/2019 15H,7970
05/11/2019 14H,7934
05/11/2019 13H,7849
05/11/2019 12H,7583
05/11/2019 11H,7361
05/11/2019 10H,7230
05/11/2019 09H,7561
05/11/2019 08H,7473
05/11/2019 07H,7684
05/11/2019 06H,7813
05/11/2019 05H,8266
05/11/2019 04H,8848
05/11/2019 03H,9259
05/11/2019 02H,9046
05/11/2019 01H,9062
05/11/2019 00H,9214
05/10/2019 23H,9330
05/10/2019 22H,9484
05/10/2019 21H,9501
05/10/2019 20H,9340
05/10/2019 19H,9402
05/10/2019 18H,9320
05/10/2019 17H,9296
05/10/2019 16H,9297
05/10/2019 15H,9245
05/10/2019 14H,8939
05/10/2019 13H,8642
05/10/2019 12H,8442
05/10/2019 11H,8361
05/10/2019 10H,8277
05/10/2019 09H,8041
05/10/2019 08H,7964
05/10/2019 07H,8147
05/10/2019 06H,8546
05/10/2019 05H,8505
05/10/2019 04H,8693
05/10/2019 03H,8543
05/10/2019 02H,8038
05/10/2019 01H,7511
05/10/2019 00H,7024
05/9/2019 23H,6653
05/9/2019 22H,6507
05/9/2019 21H,6328
05/9/2019 20H,6406
05/9/2019 19H,6513
05/9/2019 18H,6444
05/9/2019 17H,6294
05/9/2019 16H,6105
05/9/2019 15H,5959
05/9/2019 14H,5692
05/9/2019 13H,5702
05/9/2019 12H,5393
05/9/2019 11H,5049
05/9/2019 10H,4871
05/9/2019 09H,4851
05/9/2019 08H,4878
05/9/2019 07H,4905
05/9/2019 06H,5164
05/9/2019 05H,5758
05/9/2019 04H,6558
05/9/2019 03H,6857
05/9/2019 02H,7066
05/9/2019 01H,7180
05/9/2019 00H,7711
05/8/2019 23H,8105
05/8/2019 22H,8300
05/8/2019 21H,8569
05/8/2019 20H,8682
05/8/2019 19H,8475
05/8/2019 18H,8321
05/8/2019 17H,8307
05/8/2019 16H,8281
05/8/2019 15H,8391
05/8/2019 14H,8092
05/8/2019 13H,7631
05/8/2019 12H,6932
05/8/2019 11H,6652
05/8/2019 10H,6721
05/8/2019 09H,6515
05/8/2019 08H,6254
05/8/2019 07H,6299
05/8/2019 06H,6571
05/8/2019 05H,6618
05/8/2019 04H,7075
05/8/2019 03H,7600
05/8/2019 02H,7911
05/8/2019 01H,7615
05/8/2019 00H,7663
05/7/2019 23H,7987
05/7/2019 22H,7812
05/7/2019 21H,7906
05/7/2019 20H,8471
05/7/2019 19H,8695
05/7/2019 18H,8713
05/7/2019 17H,8824
05/7/2019 16H,8870
05/7/2019 15H,8581
05/7/2019 14H,8465
05/7/2019 13H,7883
05/7/2019 12H,7072
05/7/2019 11H,6726
05/7/2019 10H,6424
05/7/2019 09H,6299
05/7/2019 08H,6094
05/7/2019 07H,5656
05/7/2019 06H,5560
05/7/2019 05H,5845
05/7/2019 04H,6377
05/7/2019 03H,6640
05/7/2019 02H,7212
05/7/2019 01H,7810
05/7/2019 00H,8256
05/6/2019 23H,8286
05/6/2019 22H,8709
05/6/2019 21H,8800
05/6/2019 20H,8954
05/6/2019 19H,9002
05/6/2019 18H,8845
05/6/2019 17H,8628
05/6/2019 16H,8163
05/6/2019 15H,7852
05/6/2019 14H,7357
05/6/2019 13H,6651
05/6/2019 12H,6084
05/6/2019 11H,5663
05/6/2019 10H,5594
05/6/2019 09H,5802
05/6/2019 08H,5669
05/6/2019 07H,5277
05/6/2019 06H,5453
05/6/2019 05H,5616
05/6/2019 04H,6104
05/6/2019 03H,6579
05/6/2019 02H,6933
05/6/2019 01H,7285
05/6/2019 00H,7410
05/5/2019 23H,7162
05/5/2019 22H,7124
05/5/2019 21H,7191
05/5/2019 20H,7069
05/5/2019 19H,6735
05/5/2019 18H,6399
05/5/2019 17H,6377
05/5/2019 16H,6726
05/5/2019 15H,6827
05/5/2019 14H,6791
05/5/2019 13H,6089
05/5/2019 12H,5572
05/5/2019 11H,5127
05/5/2019 10H,4800
05/5/2019 09H,4623
05/5/2019 08H,4581
05/5/2019 07H,4935
05/5/2019 06H,5184
05/5/2019 05H,5262
05/5/2019 04H,5886
05/5/2019 03H,6766
05/5/2019 02H,7313
05/5/2019 01H,7289
05/5/2019 00H,7503
05/4/2019 23H,7652
05/4/2019 22H,7889
05/4/2019 21H,8069
05/4/2019 20H,8077
05/4/2019 19H,8221
05/4/2019 18H,8379
05/4/2019 17H,8332
05/4/2019 16H,8253
05/4/2019 15H,8080
05/4/2019 14H,7991
05/4/2019 13H,7812
05/4/2019 12H,7926
05/4/2019 11H,7786
05/4/2019 10H,7773
05/4/2019 09H,7550
05/4/2019 08H,7404
05/4/2019 07H,7663
05/4/2019 06H,8136
05/4/2019 05H,8420
05/4/2019 04H,8498
05/4/2019 03H,8451
05/4/2019 02H,8393
05/4/2019 01H,8684
05/4/2019 00H,8551
05/3/2019 23H,8676
05/3/2019 22H,8846
05/3/2019 21H,9071
05/3/2019 20H,9244
05/3/2019 19H,8971
05/3/2019 18H,8787
05/3/2019 17H,8936
05/3/2019 16H,8928
05/3/2019 15H,8919
05/3/2019 14H,8854
05/3/2019 13H,8540
05/3/2019 12H,8033
05/3/2019 11H,7674
05/3/2019 10H,7156
05/3/2019 09H,6921
05/3/2019 08H,6795
05/3/2019 07H,6729
05/3/2019 06H,6887
05/3/2019 05H,7565
05/3/2019 04H,7979
05/3/2019 03H,8486
05/3/2019 02H,8811
05/3/2019 01H,9243
05/3/2019 00H,9570
05/2/2019 23H,9660
05/2/2019 22H,9712
05/2/2019 21H,9602
05/2/2019 20H,9579
05/2/2019 19H,9634
05/2/2019 18H,9354
05/2/2019 17H,9027
05/2/2019 16H,8556
05/2/2019 15H,8054
05/2/2019 14H,7512
05/2/2019 13H,7099
05/2/2019 12H,6487
05/2/2019 11H,5731
05/2/2019 10H,5512
05/2/2019 09H,5444
05/2/2019 08H,5556
05/2/2019 07H,6068
05/2/2019 06H,6376
05/2/2019 05H,6582
05/2/2019 04H,7126
05/2/2019 03H,7704
05/2/2019 02H,8099
05/2/2019 01H,8042
05/2/2019 00H,8131
05/1/2019 23H,8429
05/1/2019 22H,8999
05/1/2019 21H,9062
05/1/2019 20H,9020
05/1/2019 19H,9123
05/1/2019 18H,9247
05/1/2019 17H,9333
05/1/2019 16H,9285
05/1/2019 15H,9483
05/1/2019 14H,9344
05/1/2019 13H,9016
05/1/2019 12H,8525
05/1/2019 11H,7889
05/1/2019 10H,7447
05/1/2019 09H,7261
05/1/2019 08H,6996
05/1/2019 07H,7295
05/1/2019 06H,7715
05/1/2019 05H,7868
05/1/2019 04H,8092
05/1/2019 03H,8240
05/1/2019 02H,8402
05/1/2019 01H,8632
05/1/2019 00H,8834
04/30/2019 23H,8735
04/30/2019 22H,8540
04/30/2019 21H,8606
04/30/2019 20H,8596
04/30/2019 19H,8483
04/30/2019 18H,8698
04/30/2019 17H,8547
04/30/2019 16H,8606
04/30/2019 15H,8214
04/30/2019 14H,7826
04/30/2019 13H,7283
04/30/2019 12H,6750
04/30/2019 11H,6403
04/30/2019 10H,6265
04/30/2019 09H,6536
04/30/2019 08H,6814
04/30/2019 07H,6843
04/30/2019 06H,7061
04/30/2019 05H,7696
04/30/2019 04H,7696
04/30/2019 03H,7696
04/30/2019 02H,7696
04/30/2019 01H,7696
04/30/2019 00H,7696
04/29/2019 23H,7696
04/29/2019 22H,7696
04/29/2019 21H,7696
04/29/2019 20H,7696
04/29/2019 19H,7696
04/29/2019 18H,7696
04/29/2019 17H,7696
04/29/2019 16H,7696
04/29/2019 15H,7696
04/29/2019 14H,7696
04/29/2019 13H,7696
04/29/2019 12H,7696
04/29/2019 11H,7696
04/29/2019 10H,7696
04/29/2019 09H,7696
04/29/2019 08H,7696
04/29/2019 07H,7696
04/29/2019 06H,7696
04/29/2019 05H,7696
04/29/2019 04H,7696
04/29/2019 03H,7696
04/29/2019 02H,7696
04/29/2019 01H,7696
04/29/2019 00H,7696
04/28/2019 23H,7696
04/28/2019 22H,7696
04/28/2019 21H,7696
04/28/2019 20H,7696
04/28/2019 19H,7696
04/28/2019 18H,7696
04/28/2019 17H,7696
04/28/2019 16H,7696
04/28/2019 15H,7696
04/28/2019 14H,7696
04/28/2019 13H,7696
04/28/2019 12H,7696
04/28/2019 11H,7696
04/28/2019 10H,7696
04/28/2019 09H,7696
04/28/2019 08H,7696
04/28/2019 07H,7696
04/28/2019 06H,7696
04/28/2019 05H,7696
04/28/2019 04H,7696
04/28/2019 03H,7696
04/28/2019 02H,7696
04/28/2019 01H,7696
04/28/2019 00H,7696
04/27/2019 23H,7696
04/27/2019 22H,7696
04/27/2019 21H,7696
04/27/2019 20H,7696
04/27/2019 19H,7696
04/27/2019 18H,7696
04/27/2019 17H,7696
04/27/2019 16H,7696
04/27/2019 15H,7696
04/27/2019 14H,7696
04/27/2019 13H,7696
04/27/2019 12H,7696
04/27/2019 11H,7696
04/27/2019 10H,7696
04/27/2019 09H,7696
04/27/2019 08H,7696
04/27/2019 07H,7696
04/27/2019 06H,7696
04/27/2019 05H,7696
04/27/2019 04H,7696
04/27/2019 03H,7696
04/27/2019 02H,7696
04/27/2019 01H,7696
04/27/2019 00H,7696
04/26/2019 23H,7696
04/26/2019 22H,7696
04/26/2019 21H,7696
04/26/2019 20H,7696
04/26/2019 19H,7732
04/26/2019 18H,7975
04/26/2019 17H,8231
04/26/2019 16H,8689
04/26/2019 15H,8965
04/26/2019 14H,9207
04/26/2019 13H,8691
04/26/2019 12H,8160
04/26/2019 11H,7885
04/26/2019 10H,7810
04/26/2019 09H,7840
04/26/2019 08H,7730
04/26/2019 07H,7770
04/26/2019 06H,7962
04/26/2019 05H,8181
04/26/2019 04H,8274
04/26/2019 03H,8212
04/26/2019 02H,7629
04/26/2019 01H,6803
04/26/2019 00H,6445
04/25/2019 23H,6250
04/25/2019 22H,6066
04/25/2019 21H,6034
04/25/2019 20H,6483
04/25/2019 19H,6824
04/25/2019 18H,7153
04/25/2019 17H,7316
04/25/2019 16H,7288
04/25/2019 15H,7463
04/25/2019 14H,7411
04/25/2019 13H,7813
04/25/2019 12H,7671
04/25/2019 11H,7254
04/25/2019 10H,6887
04/25/2019 09H,6632
04/25/2019 08H,6715
04/25/2019 07H,6846
04/25/2019 06H,7163
04/25/2019 05H,8184
04/25/2019 04H,9442
04/25/2019 03H,10003
04/25/2019 02H,10213
04/25/2019 01H,10221
04/25/2019 00H,10311
04/24/2019 23H,10407
04/24/2019 22H,10347
04/24/2019 21H,10201
04/24/2019 20H,10139
04/24/2019 19H,10061
04/24/2019 18H,9955
04/24/2019 17H,9790
04/24/2019 16H,9596
04/24/2019 15H,9498
04/24/2019 14H,9382
04/24/2019 13H,9130
04/24/2019 12H,8719
04/24/2019 11H,8037
04/24/2019 10H,7888
04/24/2019 09H,7864
04/24/2019 08H,8027
04/24/2019 07H,8223
04/24/2019 06H,8415
04/24/2019 05H,8923
04/24/2019 04H,8920
04/24/2019 03H,8986
04/24/2019 02H,8942
04/24/2019 01H,8747
04/24/2019 00H,9120
04/23/2019 23H,9558
04/23/2019 22H,9580
04/23/2019 21H,9510
04/23/2019 20H,9143
04/23/2019 19H,9166
04/23/2019 18H,9021
04/23/2019 17H,8569
04/23/2019 16H,8203
04/23/2019 15H,7770
04/23/2019 14H,7446
04/23/2019 13H,6717
04/23/2019 12H,6255
04/23/2019 11H,5693
04/23/2019 10H,5686
04/23/2019 09H,6237
04/23/2019 08H,7199
04/23/2019 07H,7758
04/23/2019 06H,7696
04/23/2019 05H,7817
04/23/2019 04H,8011
04/23/2019 03H,8442
04/23/2019 02H,8729
04/23/2019 01H,8238
04/23/2019 00H,8448
04/22/2019 23H,8217
04/22/2019 22H,8078
04/22/2019 21H,7660
04/22/2019 20H,7269
04/22/2019 19H,6756
04/22/2019 18H,6169
04/22/2019 17H,6235
04/22/2019 16H,6485
04/22/2019 15H,6273
04/22/2019 14H,6043
04/22/2019 13H,5764
04/22/2019 12H,5156
04/22/2019 11H,4744
04/22/2019 10H,4508
04/22/2019 09H,4478
04/22/2019 08H,4499
04/22/2019 07H,4486
04/22/2019 06H,4950
04/22/2019 05H,5258
04/22/2019 04H,5711
04/22/2019 03H,5908
04/22/2019 02H,5604
04/22/2019 01H,5256
04/22/2019 00H,5321
04/21/2019 23H,5435
04/21/2019 22H,5719
04/21/2019 21H,5161
04/21/2019 20H,5117
04/21/2019 19H,5368
04/21/2019 18H,5238
04/21/2019 17H,5205
04/21/2019 16H,5191
04/21/2019 15H,5078
04/21/2019 14H,4578
04/21/2019 13H,4498
04/21/2019 12H,4297
04/21/2019 11H,4284
04/21/2019 10H,4142
04/21/2019 09H,4081
04/21/2019 08H,4064
04/21/2019 07H,4189
04/21/2019 06H,4575
04/21/2019 05H,4896
04/21/2019 04H,5037
04/21/2019 03H,4743
04/21/2019 02H,4914
04/21/2019 01H,4919
04/21/2019 00H,5014
04/20/2019 23H,5249
04/20/2019 22H,5275
04/20/2019 21H,5066
04/20/2019 20H,5227
04/20/2019 19H,5372
04/20/2019 18H,5528
04/20/2019 17H,5895
04/20/2019 16H,6204
04/20/2019 15H,5966
04/20/2019 14H,4991
04/20/2019 13H,4804
04/20/2019 12H,4795
04/20/2019 11H,4615
04/20/2019 10H,4590
04/20/2019 09H,4808
04/20/2019 08H,5177
04/20/2019 07H,5595
04/20/2019 06H,6228
04/20/2019 05H,6841
04/20/2019 04H,7729
04/20/2019 03H,8411
04/20/2019 02H,8784
04/20/2019 01H,8618
04/20/2019 00H,8270
04/19/2019 23H,7892
04/19/2019 22H,7547
04/19/2019 21H,7427
04/19/2019 20H,7428
04/19/2019 19H,7312
04/19/2019 18H,7132
04/19/2019 17H,7004
04/19/2019 16H,7400
04/19/2019 15H,7765
04/19/2019 14H,7041
04/19/2019 13H,6125
04/19/2019 12H,5976
04/19/2019 11H,6003
04/19/2019 10H,6027
04/19/2019 09H,5672
04/19/2019 08H,5435
04/19/2019 07H,5563
04/19/2019 06H,5839
04/19/2019 05H,5966
04/19/2019 04H,6422
04/19/2019 03H,6629
04/19/2019 02H,6278
04/19/2019 01H,5644
04/19/2019 00H,5706
04/18/2019 23H,5899
04/18/2019 22H,6162
04/18/2019 21H,6054
04/18/2019 20H,6102
04/18/2019 19H,6240
04/18/2019 18H,6357
04/18/2019 17H,6481
04/18/2019 16H,6549
04/18/2019 15H,6877
04/18/2019 14H,6632
04/18/2019 13H,5836
04/18/2019 12H,5069
04/18/2019 11H,4726
04/18/2019 10H,4563
04/18/2019 09H,4700
04/18/2019 08H,5050
04/18/2019 07H,5639
04/18/2019 06H,5776
04/18/2019 05H,6479
04/18/2019 04H,7156
04/18/2019 03H,7696
04/18/2019 02H,6956
04/18/2019 01H,7089
04/18/2019 00H,6798
04/17/2019 23H,7284
04/17/2019 22H,7891
04/17/2019 21H,8171
04/17/2019 20H,7866
04/17/2019 19H,8151
04/17/2019 18H,7791
04/17/2019 17H,7502
04/17/2019 16H,7686
04/17/2019 15H,8194
04/17/2019 14H,7498
04/17/2019 13H,7018
04/17/2019 12H,6541
04/17/2019 11H,6412
04/17/2019 10H,6150
04/17/2019 09H,5500
04/17/2019 08H,5185
04/17/2019 07H,5323
04/17/2019 06H,5456
04/17/2019 05H,5928
04/17/2019 04H,6537
04/17/2019 03H,7058
04/17/2019 02H,7514
04/17/2019 01H,7973
04/17/2019 00H,8409
04/16/2019 23H,8599
04/16/2019 22H,8408
04/16/2019 21H,8691
04/16/2019 20H,9055
04/16/2019 19H,9013
04/16/2019 18H,8913
04/16/2019 17H,8628
04/16/2019 16H,8078
04/16/2019 15H,7868
04/16/2019 14H,7798
04/16/2019 13H,7450
04/16/2019 12H,6930
04/16/2019 11H,6322
04/16/2019 10H,6198
04/16/2019 09H,6162
04/16/2019 08H,6144
04/16/2019 07H,6287
04/16/2019 06H,6488
04/16/2019 05H,6785
04/16/2019 04H,7467
04/16/2019 03H,7779
04/16/2019 02H,7837
04/16/2019 01H,7913
04/16/2019 00H,7475
04/15/2019 23H,7579
04/15/2019 22H,8190
04/15/2019 21H,8142
04/15/2019 20H,7921
04/15/2019 19H,8308
04/15/2019 18H,8863
04/15/2019 17H,8876
04/15/2019 16H,8515
04/15/2019 15H,8016
04/15/2019 14H,7532
04/15/2019 13H,7091
04/15/2019 12H,6425
04/15/2019 11H,5949
04/15/2019 10H,5614
04/15/2019 09H,5438
04/15/2019 08H,5559
04/15/2019 07H,5654
04/15/2019 06H,5778
04/15/2019 05H,5620
04/15/2019 04H,6349
04/15/2019 03H,7233
04/15/2019 02H,8155
04/15/2019 01H,8636
04/15/2019 00H,8574
04/14/2019 23H,8558
04/14/2019 22H,8547
04/14/2019 21H,8815
04/14/2019 20H,9247
04/14/2019 19H,9450
04/14/2019 18H,9627
04/14/2019 17H,9732
04/14/2019 16H,9872
04/14/2019 15H,10013
04/14/2019 14H,9634
04/14/2019 13H,9343
04/14/2019 12H,9308
04/14/2019 11H,9048
04/14/2019 10H,8702
04/14/2019 09H,8633
04/14/2019 08H,8450
04/14/2019 07H,8977
04/14/2019 06H,8758
04/14/2019 05H,8875
04/14/2019 04H,8991
04/14/2019 03H,8887
04/14/2019 02H,8347
04/14/2019 01H,7628
04/14/2019 00H,7931
04/13/2019 23H,8047
04/13/2019 22H,7858
04/13/2019 21H,7959
04/13/2019 20H,8238
04/13/2019 19H,8566
04/13/2019 18H,8554
04/13/2019 17H,8388
04/13/2019 16H,8941
04/13/2019 15H,9410
04/13/2019 14H,8905
04/13/2019 13H,8390
04/13/2019 12H,8416
04/13/2019 11H,8089
04/13/2019 10H,8270
04/13/2019 09H,8779
04/13/2019 08H,9339
04/13/2019 07H,9382
04/13/2019 06H,9935
04/13/2019 05H,10088
04/13/2019 04H,10590
04/13/2019 03H,10874
04/13/2019 02H,10859
04/13/2019 01H,10546
04/13/2019 00H,10405
04/12/2019 23H,10226
04/12/2019 22H,10270
04/12/2019 21H,10372
04/12/2019 20H,10611
04/12/2019 19H,10689
04/12/2019 18H,10996
04/12/2019 17H,10960
04/12/2019 16H,10678
04/12/2019 15H,10464
04/12/2019 14H,10414
04/12/2019 13H,10242
04/12/2019 12H,9666
04/12/2019 11H,9263
04/12/2019 10H,9071
04/12/2019 09H,8849
04/12/2019 08H,8217
04/12/2019 07H,8233
04/12/2019 06H,8353
04/12/2019 05H,8778
04/12/2019 04H,8976
04/12/2019 03H,9301
04/12/2019 02H,9297
04/12/2019 01H,8214
