Net generation from natural gas for Central (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390108&sdid=EBA.CENT-ALL.NG.NG.H
19:09:48 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CENT-ALL.NG.NG.H megawatthours
04/19/2019 08H,3333
04/19/2019 07H,3157
04/19/2019 06H,3227
04/19/2019 05H,3655
04/19/2019 04H,4219
04/19/2019 03H,4977
04/19/2019 02H,5398
04/19/2019 01H,4718
04/19/2019 00H,3690
04/18/2019 23H,3625
04/18/2019 22H,3870
04/18/2019 21H,3755
04/18/2019 20H,3506
04/18/2019 19H,3449
04/18/2019 18H,3602
04/18/2019 17H,3768
04/18/2019 16H,3906
04/18/2019 15H,4227
04/18/2019 14H,4722
04/18/2019 13H,4023
04/18/2019 12H,3362
04/18/2019 11H,2893
04/18/2019 10H,2752
04/18/2019 09H,2997
04/18/2019 08H,2972
04/18/2019 07H,3873
04/18/2019 06H,4322
04/18/2019 05H,4762
04/18/2019 04H,5210
04/18/2019 03H,6778
04/18/2019 02H,6604
04/18/2019 01H,6699
04/18/2019 00H,6866
04/17/2019 23H,7144
04/17/2019 22H,7478
04/17/2019 21H,7763
04/17/2019 20H,7088
04/17/2019 19H,6862
04/17/2019 18H,6781
04/17/2019 17H,6527
04/17/2019 16H,6323
04/17/2019 15H,6397
04/17/2019 14H,5990
04/17/2019 13H,5543
04/17/2019 12H,4693
04/17/2019 11H,3493
04/17/2019 10H,2816
04/17/2019 09H,2734
04/17/2019 08H,2455
04/17/2019 07H,2412
04/17/2019 06H,2493
04/17/2019 05H,2715
04/17/2019 04H,3324
04/17/2019 03H,3857
04/17/2019 02H,4549
04/17/2019 01H,4055
04/17/2019 00H,4144
04/16/2019 23H,4313
04/16/2019 22H,4556
04/16/2019 21H,5003
04/16/2019 20H,5793
04/16/2019 19H,6058
04/16/2019 18H,5945
04/16/2019 17H,6100
04/16/2019 16H,5980
04/16/2019 15H,5645
04/16/2019 14H,4985
04/16/2019 13H,4194
04/16/2019 12H,3815
04/16/2019 11H,2853
04/16/2019 10H,2340
04/16/2019 09H,2233
04/16/2019 08H,2029
04/16/2019 07H,1953
04/16/2019 06H,2276
04/16/2019 05H,2398
04/16/2019 04H,2935
04/16/2019 03H,3682
04/16/2019 02H,4016
04/16/2019 01H,3721
04/16/2019 00H,3678
04/15/2019 23H,3685
04/15/2019 22H,4271
04/15/2019 21H,4577
04/15/2019 20H,5100
04/15/2019 19H,5218
04/15/2019 18H,5767
04/15/2019 17H,6402
04/15/2019 16H,6333
04/15/2019 15H,6202
04/15/2019 14H,5486
04/15/2019 13H,5088
04/15/2019 12H,4428
04/15/2019 11H,3820
04/15/2019 10H,3266
04/15/2019 09H,3025
04/15/2019 08H,2712
04/15/2019 07H,2650
04/15/2019 06H,2780
04/15/2019 05H,3292
04/15/2019 04H,3615
04/15/2019 03H,4006
04/15/2019 02H,4345
04/15/2019 01H,5035
04/15/2019 00H,4918
04/14/2019 23H,4891
04/14/2019 22H,4891
04/14/2019 21H,5021
04/14/2019 20H,5361
04/14/2019 19H,5909
04/14/2019 18H,6875
04/14/2019 17H,7379
04/14/2019 16H,7612
04/14/2019 15H,8088
04/14/2019 14H,7870
04/14/2019 13H,6609
04/14/2019 12H,6063
04/14/2019 11H,5451
04/14/2019 10H,5157
04/14/2019 09H,4871
04/14/2019 08H,4781
04/14/2019 07H,4906
04/14/2019 06H,4899
04/14/2019 05H,4806
04/14/2019 04H,5265
04/14/2019 03H,5800
04/14/2019 02H,6032
04/14/2019 01H,5633
04/14/2019 00H,4951
04/13/2019 23H,5061
04/13/2019 22H,4977
04/13/2019 21H,4776
04/13/2019 20H,4644
04/13/2019 19H,4600
04/13/2019 18H,4713
04/13/2019 17H,4504
04/13/2019 16H,4754
04/13/2019 15H,5420
04/13/2019 14H,5174
04/13/2019 13H,4766
04/13/2019 12H,4553
04/13/2019 11H,4341
04/13/2019 10H,4260
04/13/2019 09H,4175
04/13/2019 08H,4286
04/13/2019 07H,4307
04/13/2019 06H,4634
04/13/2019 05H,4823
04/13/2019 04H,5840
04/13/2019 03H,6900
04/13/2019 02H,6910
04/13/2019 01H,6536
04/13/2019 00H,6668
04/12/2019 23H,6795
04/12/2019 22H,7037
04/12/2019 21H,7160
04/12/2019 20H,7515
04/12/2019 19H,7888
04/12/2019 18H,7974
04/12/2019 17H,8233
04/12/2019 16H,8252
04/12/2019 15H,8116
04/12/2019 14H,8399
04/12/2019 13H,8059
04/12/2019 12H,7747
04/12/2019 11H,6477
04/12/2019 10H,5475
04/12/2019 09H,4967
04/12/2019 08H,4695
04/12/2019 07H,4393
04/12/2019 06H,4912
04/12/2019 05H,5767
04/12/2019 04H,6777
04/12/2019 03H,7496
04/12/2019 02H,7841
04/12/2019 01H,6138
04/12/2019 00H,4768
04/11/2019 23H,4813
04/11/2019 22H,5113
04/11/2019 21H,4929
04/11/2019 20H,4797
04/11/2019 19H,4622
04/11/2019 18H,4303
04/11/2019 17H,4068
04/11/2019 16H,3922
04/11/2019 15H,4135
04/11/2019 14H,3414
04/11/2019 13H,3470
04/11/2019 12H,3121
04/11/2019 11H,2629
04/11/2019 10H,2536
04/11/2019 09H,2441
04/11/2019 08H,2537
04/11/2019 07H,2685
04/11/2019 06H,3155
04/11/2019 05H,4029
04/11/2019 04H,5056
04/11/2019 03H,5910
04/11/2019 02H,6326
04/11/2019 01H,6312
04/11/2019 00H,6491
04/10/2019 23H,7028
04/10/2019 22H,6999
04/10/2019 21H,6947
04/10/2019 20H,6457
04/10/2019 19H,6060
04/10/2019 18H,5940
04/10/2019 17H,5505
04/10/2019 16H,5301
04/10/2019 15H,4836
04/10/2019 14H,4111
04/10/2019 13H,3649
04/10/2019 12H,3433
04/10/2019 11H,2880
04/10/2019 10H,2682
04/10/2019 09H,2697
04/10/2019 08H,2779
04/10/2019 07H,2702
04/10/2019 06H,3505
04/10/2019 05H,3880
04/10/2019 04H,4392
04/10/2019 03H,5115
04/10/2019 02H,5745
04/10/2019 01H,5998
04/10/2019 00H,6761
04/9/2019 23H,7107
04/9/2019 22H,6967
04/9/2019 21H,6981
04/9/2019 20H,7022
04/9/2019 19H,7013
04/9/2019 18H,7217
04/9/2019 17H,7421
04/9/2019 16H,8374
04/9/2019 15H,8324
04/9/2019 14H,7649
04/9/2019 13H,7741
04/9/2019 12H,7038
04/9/2019 11H,6112
04/9/2019 10H,5574
04/9/2019 09H,5449
04/9/2019 08H,5363
04/9/2019 07H,5392
04/9/2019 06H,5751
04/9/2019 05H,6298
04/9/2019 04H,7476
04/9/2019 03H,9486
04/9/2019 02H,10596
04/9/2019 01H,10982
04/9/2019 00H,11192
04/8/2019 23H,10972
04/8/2019 22H,10978
04/8/2019 21H,10501
04/8/2019 20H,9866
04/8/2019 19H,9471
04/8/2019 18H,8878
04/8/2019 17H,8371
04/8/2019 16H,8680
04/8/2019 15H,8456
04/8/2019 14H,7537
04/8/2019 13H,7518
04/8/2019 12H,7130
04/8/2019 11H,6350
04/8/2019 10H,5903
04/8/2019 09H,5423
04/8/2019 08H,5265
04/8/2019 07H,5192
04/8/2019 06H,5301
04/8/2019 05H,5152
04/8/2019 04H,5152
04/8/2019 03H,5152
04/8/2019 02H,5152
04/8/2019 01H,5152
04/8/2019 00H,5152
04/7/2019 23H,5152
04/7/2019 22H,5152
04/7/2019 21H,5152
04/7/2019 20H,5152
04/7/2019 19H,5152
04/7/2019 18H,5152
04/7/2019 17H,5152
04/7/2019 16H,5152
04/7/2019 15H,5152
04/7/2019 14H,5152
04/7/2019 13H,5152
04/7/2019 12H,5152
04/7/2019 11H,5152
04/7/2019 10H,5152
04/7/2019 09H,5152
04/7/2019 08H,5152
04/7/2019 07H,5152
04/7/2019 06H,5152
04/7/2019 05H,5152
04/7/2019 04H,5152
04/7/2019 03H,5152
04/7/2019 02H,5152
04/7/2019 01H,5152
04/7/2019 00H,5152
04/6/2019 23H,5152
04/6/2019 22H,5152
04/6/2019 21H,5152
04/6/2019 20H,5152
04/6/2019 19H,5152
04/6/2019 18H,5152
04/6/2019 17H,5152
04/6/2019 16H,5152
04/6/2019 15H,5152
04/6/2019 14H,5152
04/6/2019 13H,5152
04/6/2019 12H,5152
04/6/2019 11H,5152
04/6/2019 10H,5152
04/6/2019 09H,5152
04/6/2019 08H,5152
04/6/2019 07H,5152
04/6/2019 06H,5152
04/6/2019 05H,5152
04/6/2019 04H,5152
04/6/2019 03H,5152
04/6/2019 02H,5152
04/6/2019 01H,5152
04/6/2019 00H,5152
04/5/2019 23H,5152
04/5/2019 22H,5152
04/5/2019 21H,5246
04/5/2019 20H,5715
04/5/2019 19H,5699
04/5/2019 18H,5780
04/5/2019 17H,6450
04/5/2019 16H,7166
04/5/2019 15H,7436
04/5/2019 14H,6440
04/5/2019 13H,6404
04/5/2019 12H,5911
04/5/2019 11H,5093
04/5/2019 10H,4672
04/5/2019 09H,4485
04/5/2019 08H,4404
04/5/2019 07H,4467
04/5/2019 06H,4865
04/5/2019 05H,6099
04/5/2019 04H,7634
04/5/2019 03H,9430
04/5/2019 02H,11424
04/5/2019 01H,12035
04/5/2019 00H,11905
04/4/2019 23H,12216
04/4/2019 22H,11737
04/4/2019 21H,11208
04/4/2019 20H,10795
04/4/2019 19H,10465
04/4/2019 18H,10043
04/4/2019 17H,9795
04/4/2019 16H,9654
04/4/2019 15H,10128
04/4/2019 14H,9859
04/4/2019 13H,9607
04/4/2019 12H,8827
04/4/2019 11H,7167
04/4/2019 10H,5552
04/4/2019 09H,4205
04/4/2019 08H,3974
04/4/2019 07H,4189
04/4/2019 06H,3935
04/4/2019 05H,4069
04/4/2019 04H,3984
04/4/2019 03H,4093
04/4/2019 02H,4651
04/4/2019 01H,4125
04/4/2019 00H,4141
04/3/2019 23H,4298
04/3/2019 22H,4422
04/3/2019 21H,4485
04/3/2019 20H,4405
04/3/2019 19H,4492
04/3/2019 18H,4962
04/3/2019 17H,4711
04/3/2019 16H,5219
04/3/2019 15H,5445
04/3/2019 14H,5429
04/3/2019 13H,5259
04/3/2019 12H,4750
04/3/2019 11H,3636
04/3/2019 10H,3188
04/3/2019 09H,3121
04/3/2019 08H,2984
04/3/2019 07H,2951
04/3/2019 06H,3473
04/3/2019 05H,4763
04/3/2019 04H,4764
04/3/2019 03H,5171
04/3/2019 02H,6698
04/3/2019 01H,6583
04/3/2019 00H,5976
04/2/2019 23H,6000
04/2/2019 22H,6417
04/2/2019 21H,6772
04/2/2019 20H,7213
04/2/2019 19H,8008
04/2/2019 18H,8228
04/2/2019 17H,8598
04/2/2019 16H,8802
04/2/2019 15H,8578
04/2/2019 14H,8584
04/2/2019 13H,8609
04/2/2019 12H,7550
04/2/2019 11H,5999
04/2/2019 10H,4770
04/2/2019 09H,4571
04/2/2019 08H,4414
04/2/2019 07H,4272
04/2/2019 06H,4431
04/2/2019 05H,4976
04/2/2019 04H,4976
04/2/2019 03H,4976
04/2/2019 02H,4976
04/2/2019 01H,4976
04/2/2019 00H,4976
04/1/2019 23H,4976
04/1/2019 22H,4976
04/1/2019 21H,4976
04/1/2019 20H,4976
04/1/2019 19H,4976
04/1/2019 18H,4976
04/1/2019 17H,4976
04/1/2019 16H,4976
04/1/2019 15H,4976
04/1/2019 14H,4976
04/1/2019 13H,4976
04/1/2019 12H,4976
04/1/2019 11H,4976
04/1/2019 10H,4976
04/1/2019 09H,4976
04/1/2019 08H,4976
04/1/2019 07H,4976
04/1/2019 06H,4976
04/1/2019 05H,5475
04/1/2019 04H,5475
04/1/2019 03H,5475
04/1/2019 02H,5475
04/1/2019 01H,5475
04/1/2019 00H,5475
03/31/2019 23H,5475
03/31/2019 22H,5475
03/31/2019 21H,5475
03/31/2019 20H,5475
03/31/2019 19H,5475
03/31/2019 18H,5475
03/31/2019 17H,5475
03/31/2019 16H,5475
03/31/2019 15H,5475
03/31/2019 14H,5475
03/31/2019 13H,5475
03/31/2019 12H,5475
03/31/2019 11H,5475
03/31/2019 10H,5475
03/31/2019 09H,5475
03/31/2019 08H,5475
03/31/2019 07H,5475
03/31/2019 06H,5475
03/31/2019 05H,5475
03/31/2019 04H,5475
03/31/2019 03H,5475
03/31/2019 02H,5475
03/31/2019 01H,5475
03/31/2019 00H,5475
03/30/2019 23H,5475
03/30/2019 22H,5475
03/30/2019 21H,5475
03/30/2019 20H,5475
03/30/2019 19H,5475
03/30/2019 18H,5475
03/30/2019 17H,5475
03/30/2019 16H,5475
03/30/2019 15H,5475
03/30/2019 14H,5475
03/30/2019 13H,5475
03/30/2019 12H,5475
03/30/2019 11H,5475
03/30/2019 10H,5475
03/30/2019 09H,5475
03/30/2019 08H,5475
03/30/2019 07H,5475
03/30/2019 06H,5475
03/30/2019 05H,5475
03/30/2019 04H,5475
03/30/2019 03H,5475
03/30/2019 02H,5475
03/30/2019 01H,5475
03/30/2019 00H,5475
03/29/2019 23H,5475
03/29/2019 22H,5475
03/29/2019 21H,5475
03/29/2019 20H,5475
03/29/2019 19H,5475
03/29/2019 18H,5475
03/29/2019 17H,5475
03/29/2019 16H,5475
03/29/2019 15H,5475
03/29/2019 14H,5475
03/29/2019 13H,5475
03/29/2019 12H,5475
03/29/2019 11H,5475
03/29/2019 10H,5475
03/29/2019 09H,5475
03/29/2019 08H,5475
03/29/2019 07H,5475
03/29/2019 06H,5475
03/29/2019 05H,5817
03/29/2019 04H,5807
03/29/2019 03H,6080
03/29/2019 02H,6287
03/29/2019 01H,5965
03/29/2019 00H,5821
03/28/2019 23H,5932
03/28/2019 22H,6044
03/28/2019 21H,6471
03/28/2019 20H,6628
03/28/2019 19H,6181
03/28/2019 18H,6265
03/28/2019 17H,6242
03/28/2019 16H,6345
03/28/2019 15H,6356
03/28/2019 14H,6130
03/28/2019 13H,6061
03/28/2019 12H,5496
03/28/2019 11H,4670
03/28/2019 10H,4249
03/28/2019 09H,3947
03/28/2019 08H,3915
03/28/2019 07H,3787
03/28/2019 06H,3769
03/28/2019 05H,3457
03/28/2019 04H,3707
03/28/2019 03H,3958
03/28/2019 02H,4270
03/28/2019 01H,4323
03/28/2019 00H,4082
03/27/2019 23H,4098
03/27/2019 22H,4181
03/27/2019 21H,4215
03/27/2019 20H,4277
03/27/2019 19H,4549
03/27/2019 18H,5121
03/27/2019 17H,5007
03/27/2019 16H,5471
03/27/2019 15H,4872
03/27/2019 14H,4631
03/27/2019 13H,4799
03/27/2019 12H,4644
03/27/2019 11H,3558
03/27/2019 10H,3169
03/27/2019 09H,2964
03/27/2019 08H,3022
03/27/2019 07H,3052
03/27/2019 06H,3086
03/27/2019 05H,3480
03/27/2019 04H,3583
03/27/2019 03H,3911
03/27/2019 02H,4388
03/27/2019 01H,4903
03/27/2019 00H,4973
03/26/2019 23H,5558
03/26/2019 22H,6066
03/26/2019 21H,6380
03/26/2019 20H,7147
03/26/2019 19H,7778
03/26/2019 18H,8366
03/26/2019 17H,9266
03/26/2019 16H,10239
03/26/2019 15H,10789
03/26/2019 14H,10503
03/26/2019 13H,10957
03/26/2019 12H,10159
03/26/2019 11H,8301
03/26/2019 10H,7275
03/26/2019 09H,6918
03/26/2019 08H,6836
03/26/2019 07H,6821
03/26/2019 06H,6962
03/26/2019 05H,7630
03/26/2019 04H,8531
03/26/2019 03H,9942
03/26/2019 02H,10873
03/26/2019 01H,11077
03/26/2019 00H,11041
03/25/2019 23H,11214
03/25/2019 22H,11257
03/25/2019 21H,11476
03/25/2019 20H,11707
03/25/2019 19H,11875
03/25/2019 18H,11854
03/25/2019 17H,11818
03/25/2019 16H,11714
03/25/2019 15H,10898
03/25/2019 14H,10791
03/25/2019 13H,10763
03/25/2019 12H,9796
03/25/2019 11H,8078
03/25/2019 10H,7019
03/25/2019 09H,6341
03/25/2019 08H,6192
03/25/2019 07H,6125
03/25/2019 06H,5926
03/25/2019 05H,6544
03/25/2019 04H,7364
03/25/2019 03H,8556
03/25/2019 02H,8946
03/25/2019 01H,9003
03/25/2019 00H,8667
03/24/2019 23H,8674
03/24/2019 22H,8366
03/24/2019 21H,7935
03/24/2019 20H,7755
03/24/2019 19H,7590
03/24/2019 18H,7859
03/24/2019 17H,7465
03/24/2019 16H,7233
03/24/2019 15H,7559
03/24/2019 14H,6682
03/24/2019 13H,6036
03/24/2019 12H,5553
03/24/2019 11H,5258
03/24/2019 10H,5020
03/24/2019 09H,4950
03/24/2019 08H,4832
03/24/2019 07H,4891
03/24/2019 06H,5368
03/24/2019 05H,5628
03/24/2019 04H,6302
03/24/2019 03H,6473
03/24/2019 02H,6195
03/24/2019 01H,6057
03/24/2019 00H,5725
03/23/2019 23H,5696
03/23/2019 22H,5357
03/23/2019 21H,5674
03/23/2019 20H,5595
03/23/2019 19H,5692
03/23/2019 18H,5445
03/23/2019 17H,5910
03/23/2019 16H,6003
03/23/2019 15H,5471
03/23/2019 14H,4575
03/23/2019 13H,4471
03/23/2019 12H,4096
03/23/2019 11H,3735
03/23/2019 10H,3416
03/23/2019 09H,3378
03/23/2019 08H,3175
03/23/2019 07H,3658
03/23/2019 06H,3619
03/23/2019 05H,3655
03/23/2019 04H,3681
03/23/2019 03H,3623
03/23/2019 02H,3621
03/23/2019 01H,3658
03/23/2019 00H,3491
03/22/2019 23H,3409
03/22/2019 22H,3905
03/22/2019 21H,4517
03/22/2019 20H,5057
03/22/2019 19H,6034
03/22/2019 18H,6356
03/22/2019 17H,7115
03/22/2019 16H,7423
03/22/2019 15H,7467
03/22/2019 14H,7415
03/22/2019 13H,8210
03/22/2019 12H,7937
03/22/2019 11H,6735
03/22/2019 10H,5720
03/22/2019 09H,5377
03/22/2019 08H,5293
03/22/2019 07H,5207
03/22/2019 06H,5360
03/22/2019 05H,5645
03/22/2019 04H,6738
03/22/2019 03H,8252
03/22/2019 02H,8778
03/22/2019 01H,8487
03/22/2019 00H,8543
03/21/2019 23H,8562
03/21/2019 22H,9116
03/21/2019 21H,8948
03/21/2019 20H,9376
03/21/2019 19H,9541
03/21/2019 18H,9600
03/21/2019 17H,9718
03/21/2019 16H,10063
03/21/2019 15H,9998
03/21/2019 14H,9353
03/21/2019 13H,9358
03/21/2019 12H,8562
03/21/2019 11H,6863
03/21/2019 10H,5962
03/21/2019 09H,5874
03/21/2019 08H,5936
03/21/2019 07H,5992
03/21/2019 06H,6413
03/21/2019 05H,7102
03/21/2019 04H,7809
03/21/2019 03H,8145
03/21/2019 02H,9159
03/21/2019 01H,8605
03/21/2019 00H,7515
03/20/2019 23H,6239
03/20/2019 22H,6081
03/20/2019 21H,6037
03/20/2019 20H,6049
03/20/2019 19H,6374
03/20/2019 18H,6835
03/20/2019 17H,7430
03/20/2019 16H,8444
03/20/2019 15H,8452
03/20/2019 14H,7750
03/20/2019 13H,8297
03/20/2019 12H,7696
03/20/2019 11H,6255
03/20/2019 10H,5527
03/20/2019 09H,5225
03/20/2019 08H,5047
03/20/2019 07H,5021
03/20/2019 06H,4957
03/20/2019 05H,5326
03/20/2019 04H,5452
03/20/2019 03H,6455
03/20/2019 02H,7209
03/20/2019 01H,6475
03/20/2019 00H,5645
03/19/2019 23H,5470
03/19/2019 22H,5147
03/19/2019 21H,4953
03/19/2019 20H,4878
03/19/2019 19H,4930
03/19/2019 18H,4947
03/19/2019 17H,5512
03/19/2019 16H,5721
03/19/2019 15H,5889
03/19/2019 14H,5452
03/19/2019 13H,5550
03/19/2019 12H,5080
03/19/2019 11H,4135
03/19/2019 10H,3654
03/19/2019 09H,3548
03/19/2019 08H,3445
03/19/2019 07H,3514
03/19/2019 06H,3554
03/19/2019 05H,3879
03/19/2019 04H,4448
03/19/2019 03H,5329
03/19/2019 02H,6255
03/19/2019 01H,6708
03/19/2019 00H,6612
03/18/2019 23H,6573
03/18/2019 22H,6619
03/18/2019 21H,7177
03/18/2019 20H,7800
03/18/2019 19H,8715
03/18/2019 18H,9439
03/18/2019 17H,9776
03/18/2019 16H,10209
03/18/2019 15H,10410
03/18/2019 14H,10078
03/18/2019 13H,10181
03/18/2019 12H,9135
03/18/2019 11H,7418
03/18/2019 10H,6257
03/18/2019 09H,5657
03/18/2019 08H,5402
03/18/2019 07H,5350
03/18/2019 06H,5167
03/18/2019 05H,5191
03/18/2019 04H,5374
03/18/2019 03H,5950
03/18/2019 02H,7017
03/18/2019 01H,7535
03/18/2019 00H,7224
03/17/2019 23H,6820
03/17/2019 22H,6616
03/17/2019 21H,6689
03/17/2019 20H,6952
03/17/2019 19H,7580
03/17/2019 18H,8147
03/17/2019 17H,8532
03/17/2019 16H,9241
03/17/2019 15H,9185
03/17/2019 14H,8663
03/17/2019 13H,8105
03/17/2019 12H,6882
03/17/2019 11H,6252
03/17/2019 10H,5677
03/17/2019 09H,5584
03/17/2019 08H,5423
03/17/2019 07H,5222
03/17/2019 06H,5229
03/17/2019 05H,5312
03/17/2019 04H,5358
03/17/2019 03H,5737
03/17/2019 02H,6495
03/17/2019 01H,6887
03/17/2019 00H,6750
03/16/2019 23H,6489
03/16/2019 22H,6277
03/16/2019 21H,6265
03/16/2019 20H,6341
03/16/2019 19H,6272
03/16/2019 18H,6727
03/16/2019 17H,7422
03/16/2019 16H,7945
03/16/2019 15H,7847
03/16/2019 14H,7120
03/16/2019 13H,6703
03/16/2019 12H,5975
03/16/2019 11H,5659
03/16/2019 10H,5403
03/16/2019 09H,5279
03/16/2019 08H,5490
03/16/2019 07H,5607
03/16/2019 06H,6495
03/16/2019 05H,7562
03/16/2019 04H,8499
03/16/2019 03H,9344
03/16/2019 02H,9471
03/16/2019 01H,8621
03/16/2019 00H,7523
03/15/2019 23H,7041
03/15/2019 22H,6467
03/15/2019 21H,6154
03/15/2019 20H,6149
03/15/2019 19H,6501
03/15/2019 18H,6716
03/15/2019 17H,6894
03/15/2019 16H,6622
03/15/2019 15H,7047
03/15/2019 14H,7302
03/15/2019 13H,6873
03/15/2019 12H,6224
03/15/2019 11H,5017
03/15/2019 10H,4131
03/15/2019 09H,3831
03/15/2019 08H,3553
03/15/2019 07H,3278
03/15/2019 06H,3220
03/15/2019 05H,3689
03/15/2019 04H,3662
03/15/2019 03H,3771
03/15/2019 02H,4151
03/15/2019 01H,4296
03/15/2019 00H,4354
03/14/2019 23H,4320
03/14/2019 22H,4202
03/14/2019 21H,4138
03/14/2019 20H,4026
03/14/2019 19H,3978
03/14/2019 18H,3967
03/14/2019 17H,3926
03/14/2019 16H,4146
03/14/2019 15H,4132
03/14/2019 14H,4202
03/14/2019 13H,4312
03/14/2019 12H,3840
03/14/2019 11H,3130
03/14/2019 10H,2970
03/14/2019 09H,2868
03/14/2019 08H,2865
03/14/2019 07H,2794
03/14/2019 06H,2935
03/14/2019 05H,3040
03/14/2019 04H,3262
03/14/2019 03H,3608
03/14/2019 02H,3995
03/14/2019 01H,3887
03/14/2019 00H,3895
03/13/2019 23H,3909
03/13/2019 22H,4189
03/13/2019 21H,4018
03/13/2019 20H,4140
03/13/2019 19H,4476
03/13/2019 18H,3747
03/13/2019 17H,3653
03/13/2019 16H,3493
03/13/2019 15H,3292
03/13/2019 14H,3401
03/13/2019 13H,3298
03/13/2019 12H,3421
03/13/2019 11H,2844
03/13/2019 10H,2560
03/13/2019 09H,2472
03/13/2019 08H,2450
03/13/2019 07H,2508
03/13/2019 06H,2834
03/13/2019 05H,2846
03/13/2019 04H,3145
03/13/2019 03H,3454
03/13/2019 02H,3820
03/13/2019 01H,3844
03/13/2019 00H,3678
03/12/2019 23H,3598
03/12/2019 22H,3574
03/12/2019 21H,3418
03/12/2019 20H,3608
03/12/2019 19H,4342
03/12/2019 18H,4673
03/12/2019 17H,4563
03/12/2019 16H,4588
03/12/2019 15H,4798
03/12/2019 14H,4967
03/12/2019 13H,5041
03/12/2019 12H,4894
03/12/2019 11H,4552
03/12/2019 10H,4393
03/12/2019 09H,4504
03/12/2019 08H,4744
03/12/2019 07H,4979
03/12/2019 06H,5202
03/12/2019 05H,5463
03/12/2019 04H,6299
03/12/2019 03H,6858
03/12/2019 02H,7880
03/12/2019 01H,8382
03/12/2019 00H,8382
03/11/2019 23H,8508
03/11/2019 22H,8910
03/11/2019 21H,9290
03/11/2019 20H,10016
03/11/2019 19H,10421
03/11/2019 18H,10946
03/11/2019 17H,12216
03/11/2019 16H,12555
03/11/2019 15H,12396
03/11/2019 14H,12901
03/11/2019 13H,13335
03/11/2019 12H,12251
03/11/2019 11H,10655
03/11/2019 10H,9335
03/11/2019 09H,8747
03/11/2019 08H,8538
03/11/2019 07H,8303
03/11/2019 06H,8348
03/11/2019 05H,8695
03/11/2019 04H,8961
03/11/2019 03H,8858
03/11/2019 02H,9146
03/11/2019 01H,8956
03/11/2019 00H,8389
03/10/2019 23H,8011
03/10/2019 22H,7853
03/10/2019 21H,7905
03/10/2019 20H,8110
03/10/2019 19H,8254
03/10/2019 18H,8137
03/10/2019 17H,8074
03/10/2019 16H,7340
03/10/2019 15H,7274
03/10/2019 14H,6917
03/10/2019 13H,6115
03/10/2019 12H,5622
03/10/2019 11H,5217
03/10/2019 10H,4782
03/10/2019 09H,4208
03/10/2019 08H,3953
03/10/2019 07H,3649
03/10/2019 06H,3544
03/10/2019 05H,3447
03/10/2019 04H,3280
03/10/2019 03H,3260
03/10/2019 02H,3446
03/10/2019 01H,3201
03/10/2019 00H,3078
03/9/2019 23H,3063
03/9/2019 22H,2941
03/9/2019 21H,2779
03/9/2019 20H,2751
03/9/2019 19H,2759
03/9/2019 18H,2911
03/9/2019 17H,2959
03/9/2019 16H,2896
03/9/2019 15H,2707
03/9/2019 14H,2535
03/9/2019 13H,2554
03/9/2019 12H,2582
03/9/2019 11H,2386
03/9/2019 10H,2421
03/9/2019 09H,2440
03/9/2019 08H,2704
03/9/2019 07H,2938
03/9/2019 06H,3172
03/9/2019 05H,3056
03/9/2019 04H,3711
03/9/2019 03H,3967
03/9/2019 02H,4474
03/9/2019 01H,4970
03/9/2019 00H,5332
03/8/2019 23H,5556
03/8/2019 22H,6225
03/8/2019 21H,7138
03/8/2019 20H,8367
03/8/2019 19H,9357
03/8/2019 18H,10300
03/8/2019 17H,10965
03/8/2019 16H,11103
03/8/2019 15H,10621
03/8/2019 14H,9683
03/8/2019 13H,9277
03/8/2019 12H,8062
03/8/2019 11H,6845
03/8/2019 10H,6232
03/8/2019 09H,5976
03/8/2019 08H,5982
03/8/2019 07H,5996
03/8/2019 06H,5933
03/8/2019 05H,5890
03/8/2019 04H,5895
03/8/2019 03H,6833
03/8/2019 02H,7711
03/8/2019 01H,8147
03/8/2019 00H,7941
03/7/2019 23H,8019
03/7/2019 22H,7915
03/7/2019 21H,8097
03/7/2019 20H,8505
03/7/2019 19H,8028
03/7/2019 18H,7387
03/7/2019 17H,7044
03/7/2019 16H,6949
03/7/2019 15H,6934
03/7/2019 14H,6110
03/7/2019 13H,5980
03/7/2019 12H,4742
03/7/2019 11H,4253
03/7/2019 10H,3865
03/7/2019 09H,3782
03/7/2019 08H,3717
03/7/2019 07H,3905
03/7/2019 06H,3817
03/7/2019 05H,4249
03/7/2019 04H,4455
03/7/2019 03H,4974
03/7/2019 02H,5658
03/7/2019 01H,5389
03/7/2019 00H,4554
03/6/2019 23H,4062
03/6/2019 22H,4164
03/6/2019 21H,4236
03/6/2019 20H,4446
03/6/2019 19H,4899
03/6/2019 18H,5410
03/6/2019 17H,5755
03/6/2019 16H,6366
03/6/2019 15H,6901
03/6/2019 14H,7492
03/6/2019 13H,7622
03/6/2019 12H,6588
03/6/2019 11H,6195
03/6/2019 10H,6204
03/6/2019 09H,6329
03/6/2019 08H,6905
03/6/2019 07H,7371
03/6/2019 06H,8337
03/6/2019 05H,8885
03/6/2019 04H,10116
03/6/2019 03H,10885
03/6/2019 02H,10679
03/6/2019 01H,9735
03/6/2019 00H,8206
