Net generation from other for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.OTH.H
19:06:47 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.OTH.H megawatthours
06/25/2019 16H,1362
06/25/2019 15H,1358
06/25/2019 14H,1331
06/25/2019 13H,1275
06/25/2019 12H,1177
06/25/2019 11H,1187
06/25/2019 10H,1164
06/25/2019 09H,1113
06/25/2019 08H,1150
06/25/2019 07H,1183
06/25/2019 06H,1170
06/25/2019 05H,1276
06/25/2019 04H,1354
06/25/2019 03H,1360
06/25/2019 02H,1358
06/25/2019 01H,1363
06/25/2019 00H,1327
06/24/2019 23H,1325
06/24/2019 22H,1320
06/24/2019 21H,1315
06/24/2019 20H,1308
06/24/2019 19H,1314
06/24/2019 18H,1324
06/24/2019 17H,1325
06/24/2019 16H,1319
06/24/2019 15H,1324
06/24/2019 14H,1314
06/24/2019 13H,1250
06/24/2019 12H,961
06/24/2019 11H,911
06/24/2019 10H,866
06/24/2019 09H,830
06/24/2019 08H,804
06/24/2019 07H,830
06/24/2019 06H,897
06/24/2019 05H,1006
06/24/2019 04H,1117
06/24/2019 03H,1266
06/24/2019 02H,1293
06/24/2019 01H,1293
06/24/2019 00H,1259
06/23/2019 23H,1257
06/23/2019 22H,1260
06/23/2019 21H,1256
06/23/2019 20H,1250
06/23/2019 19H,1247
06/23/2019 18H,1248
06/23/2019 17H,1122
06/23/2019 16H,890
06/23/2019 15H,812
06/23/2019 14H,818
06/23/2019 13H,832
06/23/2019 12H,805
06/23/2019 11H,819
06/23/2019 10H,821
06/23/2019 09H,818
06/23/2019 08H,816
06/23/2019 07H,880
06/23/2019 06H,1095
06/23/2019 05H,1244
06/23/2019 04H,1273
06/23/2019 03H,1293
06/23/2019 02H,1317
06/23/2019 01H,1293
06/23/2019 00H,1301
06/22/2019 23H,1297
06/22/2019 22H,1305
06/22/2019 21H,1297
06/22/2019 20H,1280
06/22/2019 19H,1273
06/22/2019 18H,1262
06/22/2019 17H,1104
06/22/2019 16H,928
06/22/2019 15H,869
06/22/2019 14H,875
06/22/2019 13H,860
06/22/2019 12H,822
06/22/2019 11H,859
06/22/2019 10H,852
06/22/2019 09H,865
06/22/2019 08H,878
06/22/2019 07H,941
06/22/2019 06H,1087
06/22/2019 05H,1138
06/22/2019 04H,1163
06/22/2019 03H,1328
06/22/2019 02H,1431
06/22/2019 01H,1432
06/22/2019 00H,1395
06/21/2019 23H,1399
06/21/2019 22H,1392
06/21/2019 21H,1389
06/21/2019 20H,1376
06/21/2019 19H,1390
06/21/2019 18H,1394
06/21/2019 17H,1393
06/21/2019 16H,1357
06/21/2019 15H,1303
06/21/2019 14H,1260
06/21/2019 13H,1279
06/21/2019 12H,1291
06/21/2019 11H,1231
06/21/2019 10H,1056
06/21/2019 09H,1001
06/21/2019 08H,1050
06/21/2019 07H,1090
06/21/2019 06H,1137
06/21/2019 05H,1149
06/21/2019 04H,1161
06/21/2019 03H,1320
06/21/2019 02H,1405
06/21/2019 01H,1418
06/21/2019 00H,1360
06/20/2019 23H,1364
06/20/2019 22H,1386
06/20/2019 21H,1381
06/20/2019 20H,1382
06/20/2019 19H,1381
06/20/2019 18H,1379
06/20/2019 17H,1380
06/20/2019 16H,1378
06/20/2019 15H,1376
06/20/2019 14H,1358
06/20/2019 13H,1391
06/20/2019 12H,1394
06/20/2019 11H,1416
06/20/2019 10H,1410
06/20/2019 09H,1387
06/20/2019 08H,1337
06/20/2019 07H,1325
06/20/2019 06H,1332
06/20/2019 05H,1326
06/20/2019 04H,1345
06/20/2019 03H,1413
06/20/2019 02H,1409
06/20/2019 01H,1401
06/20/2019 00H,1370
06/19/2019 23H,1369
06/19/2019 22H,1369
06/19/2019 21H,1365
06/19/2019 20H,1346
06/19/2019 19H,1353
06/19/2019 18H,1348
06/19/2019 17H,1264
06/19/2019 16H,1233
06/19/2019 15H,1287
06/19/2019 14H,1256
06/19/2019 13H,1213
06/19/2019 12H,1201
06/19/2019 11H,1251
06/19/2019 10H,1234
06/19/2019 09H,1199
06/19/2019 08H,1190
06/19/2019 07H,1247
06/19/2019 06H,1332
06/19/2019 05H,1341
06/19/2019 04H,1326
06/19/2019 03H,1392
06/19/2019 02H,1428
06/19/2019 01H,1416
06/19/2019 00H,1365
06/18/2019 23H,1387
06/18/2019 22H,1392
06/18/2019 21H,1382
06/18/2019 20H,1380
06/18/2019 19H,1380
06/18/2019 18H,1390
06/18/2019 17H,1379
06/18/2019 16H,1337
06/18/2019 15H,1318
06/18/2019 14H,1321
06/18/2019 13H,1326
06/18/2019 12H,1309
06/18/2019 11H,1355
06/18/2019 10H,1352
06/18/2019 09H,1349
06/18/2019 08H,1339
06/18/2019 07H,1342
06/18/2019 06H,1340
06/18/2019 05H,1319
06/18/2019 04H,1328
06/18/2019 03H,1361
06/18/2019 02H,1408
06/18/2019 01H,1400
06/18/2019 00H,1367
06/17/2019 23H,1368
06/17/2019 22H,1374
06/17/2019 21H,1383
06/17/2019 20H,1380
06/17/2019 19H,1372
06/17/2019 18H,1384
06/17/2019 17H,1382
06/17/2019 16H,1389
06/17/2019 15H,1372
06/17/2019 14H,1363
06/17/2019 13H,1312
06/17/2019 12H,1258
06/17/2019 11H,1311
06/17/2019 10H,1179
06/17/2019 09H,1087
06/17/2019 08H,1138
06/17/2019 07H,1289
06/17/2019 06H,1388
06/17/2019 05H,1409
06/17/2019 04H,1389
06/17/2019 03H,1378
06/17/2019 02H,1387
06/17/2019 01H,1379
06/17/2019 00H,1339
06/16/2019 23H,1347
06/16/2019 22H,1342
06/16/2019 21H,1328
06/16/2019 20H,1347
06/16/2019 19H,1317
06/16/2019 18H,1252
06/16/2019 17H,1138
06/16/2019 16H,1073
06/16/2019 15H,1079
06/16/2019 14H,1018
06/16/2019 13H,882
06/16/2019 12H,764
06/16/2019 11H,817
06/16/2019 10H,797
06/16/2019 09H,790
06/16/2019 08H,788
06/16/2019 07H,792
06/16/2019 06H,840
06/16/2019 05H,927
06/16/2019 04H,941
06/16/2019 03H,1056
06/16/2019 02H,1089
06/16/2019 01H,1096
06/16/2019 00H,1082
06/15/2019 23H,1084
06/15/2019 22H,1091
06/15/2019 21H,1084
06/15/2019 20H,1073
06/15/2019 19H,998
06/15/2019 18H,907
06/15/2019 17H,838
06/15/2019 16H,789
06/15/2019 15H,757
06/15/2019 14H,759
06/15/2019 13H,747
06/15/2019 12H,738
06/15/2019 11H,796
06/15/2019 10H,759
06/15/2019 09H,758
06/15/2019 08H,755
06/15/2019 07H,778
06/15/2019 06H,789
06/15/2019 05H,825
06/15/2019 04H,1029
06/15/2019 03H,1150
06/15/2019 02H,1136
06/15/2019 01H,1168
06/15/2019 00H,1134
06/14/2019 23H,1132
06/14/2019 22H,1113
06/14/2019 21H,1130
06/14/2019 20H,1090
06/14/2019 19H,974
06/14/2019 18H,853
06/14/2019 17H,817
06/14/2019 16H,795
06/14/2019 15H,800
06/14/2019 14H,796
06/14/2019 13H,837
06/14/2019 12H,942
06/14/2019 11H,927
06/14/2019 10H,804
06/14/2019 09H,761
06/14/2019 08H,784
06/14/2019 07H,784
06/14/2019 06H,801
06/14/2019 05H,882
06/14/2019 04H,980
06/14/2019 03H,1208
06/14/2019 02H,1311
06/14/2019 01H,1332
06/14/2019 00H,1332
06/13/2019 23H,1342
06/13/2019 22H,1343
06/13/2019 21H,1354
06/13/2019 20H,1330
06/13/2019 19H,1297
06/13/2019 18H,1230
06/13/2019 17H,1137
06/13/2019 16H,1131
06/13/2019 15H,1122
06/13/2019 14H,1056
06/13/2019 13H,1015
06/13/2019 12H,958
06/13/2019 11H,990
06/13/2019 10H,967
06/13/2019 09H,954
06/13/2019 08H,952
06/13/2019 07H,948
06/13/2019 06H,929
06/13/2019 05H,927
06/13/2019 04H,959
06/13/2019 03H,1113
06/13/2019 02H,1279
06/13/2019 01H,1324
06/13/2019 00H,1290
06/12/2019 23H,1295
06/12/2019 22H,1290
06/12/2019 21H,1279
06/12/2019 20H,1251
06/12/2019 19H,1249
06/12/2019 18H,1231
06/12/2019 17H,1200
06/12/2019 16H,1080
06/12/2019 15H,1001
06/12/2019 14H,952
06/12/2019 13H,915
06/12/2019 12H,924
06/12/2019 11H,948
06/12/2019 10H,862
06/12/2019 09H,845
06/12/2019 08H,836
06/12/2019 07H,861
06/12/2019 06H,943
06/12/2019 05H,1023
06/12/2019 04H,1191
06/12/2019 03H,1347
06/12/2019 02H,1397
06/12/2019 01H,1398
06/12/2019 00H,1364
06/11/2019 23H,1359
06/11/2019 22H,1357
06/11/2019 21H,1354
06/11/2019 20H,1351
06/11/2019 19H,1347
06/11/2019 18H,1339
06/11/2019 17H,1297
06/11/2019 16H,1215
06/11/2019 15H,1164
06/11/2019 14H,1211
06/11/2019 13H,1236
06/11/2019 12H,1180
06/11/2019 11H,1182
06/11/2019 10H,1076
06/11/2019 09H,1009
06/11/2019 08H,1008
06/11/2019 07H,1018
06/11/2019 06H,1052
06/11/2019 05H,1188
06/11/2019 04H,1304
06/11/2019 03H,1395
06/11/2019 02H,1396
06/11/2019 01H,1410
06/11/2019 00H,1378
06/10/2019 23H,1367
06/10/2019 22H,1362
06/10/2019 21H,1385
06/10/2019 20H,1376
06/10/2019 19H,1369
06/10/2019 18H,1366
06/10/2019 17H,1378
06/10/2019 16H,1361
06/10/2019 15H,1330
06/10/2019 14H,1325
06/10/2019 13H,1313
06/10/2019 12H,1162
06/10/2019 11H,1225
06/10/2019 10H,1114
06/10/2019 09H,1027
06/10/2019 08H,1017
06/10/2019 07H,1032
06/10/2019 06H,1084
06/10/2019 05H,1300
06/10/2019 04H,1339
06/10/2019 03H,1346
06/10/2019 02H,1373
06/10/2019 01H,1385
06/10/2019 00H,1338
06/9/2019 23H,1294
06/9/2019 22H,1215
06/9/2019 21H,1207
06/9/2019 20H,1189
06/9/2019 19H,1184
06/9/2019 18H,1130
06/9/2019 17H,1033
06/9/2019 16H,951
06/9/2019 15H,909
06/9/2019 14H,861
06/9/2019 13H,859
06/9/2019 12H,880
06/9/2019 11H,875
06/9/2019 10H,867
06/9/2019 09H,863
06/9/2019 08H,904
06/9/2019 07H,965
06/9/2019 06H,1041
06/9/2019 05H,1067
06/9/2019 04H,1091
06/9/2019 03H,1202
06/9/2019 02H,1218
06/9/2019 01H,1212
06/9/2019 00H,1198
06/8/2019 23H,1204
06/8/2019 22H,1208
06/8/2019 21H,1204
06/8/2019 20H,1203
06/8/2019 19H,1196
06/8/2019 18H,1192
06/8/2019 17H,1197
06/8/2019 16H,1190
06/8/2019 15H,1191
06/8/2019 14H,1061
06/8/2019 13H,999
06/8/2019 12H,954
06/8/2019 11H,927
06/8/2019 10H,879
06/8/2019 09H,864
06/8/2019 08H,856
06/8/2019 07H,850
06/8/2019 06H,888
06/8/2019 05H,980
06/8/2019 04H,1109
06/8/2019 03H,1324
06/8/2019 02H,1363
06/8/2019 01H,1361
06/8/2019 00H,1332
06/7/2019 23H,1337
06/7/2019 22H,1339
06/7/2019 21H,1314
06/7/2019 20H,1310
06/7/2019 19H,1339
06/7/2019 18H,1337
06/7/2019 17H,1342
06/7/2019 16H,1343
06/7/2019 15H,1342
06/7/2019 14H,1310
06/7/2019 13H,1251
06/7/2019 12H,1253
06/7/2019 11H,1291
06/7/2019 10H,1245
06/7/2019 09H,1201
06/7/2019 08H,1203
06/7/2019 07H,1226
06/7/2019 06H,1243
06/7/2019 05H,1257
06/7/2019 04H,1331
06/7/2019 03H,1364
06/7/2019 02H,1364
06/7/2019 01H,1371
06/7/2019 00H,1341
06/6/2019 23H,1340
06/6/2019 22H,1334
06/6/2019 21H,1334
06/6/2019 20H,1328
06/6/2019 19H,1326
06/6/2019 18H,1331
06/6/2019 17H,1328
06/6/2019 16H,1330
06/6/2019 15H,1329
06/6/2019 14H,1333
06/6/2019 13H,1317
06/6/2019 12H,1267
06/6/2019 11H,1242
06/6/2019 10H,1120
06/6/2019 09H,1009
06/6/2019 08H,961
06/6/2019 07H,981
06/6/2019 06H,1098
06/6/2019 05H,1149
06/6/2019 04H,1144
06/6/2019 03H,1235
06/6/2019 02H,1364
06/6/2019 01H,1377
06/6/2019 00H,1351
06/5/2019 23H,1292
06/5/2019 22H,1281
06/5/2019 21H,1273
06/5/2019 20H,1268
06/5/2019 19H,1271
06/5/2019 18H,1251
06/5/2019 17H,1265
06/5/2019 16H,1221
06/5/2019 15H,1219
06/5/2019 14H,1196
06/5/2019 13H,1228
06/5/2019 12H,1227
06/5/2019 11H,1274
06/5/2019 10H,1168
06/5/2019 09H,1068
06/5/2019 08H,1087
06/5/2019 07H,1161
06/5/2019 06H,1186
06/5/2019 05H,1189
06/5/2019 04H,1235
06/5/2019 03H,1330
06/5/2019 02H,1394
06/5/2019 01H,1409
06/5/2019 00H,1376
06/4/2019 23H,1379
06/4/2019 22H,1378
06/4/2019 21H,1364
06/4/2019 20H,1375
06/4/2019 19H,1314
06/4/2019 18H,1238
06/4/2019 17H,1147
06/4/2019 16H,1078
06/4/2019 15H,989
06/4/2019 14H,987
06/4/2019 13H,930
06/4/2019 12H,953
06/4/2019 11H,1018
06/4/2019 10H,959
06/4/2019 09H,928
06/4/2019 08H,935
06/4/2019 07H,947
06/4/2019 06H,943
06/4/2019 05H,863
06/4/2019 04H,916
06/4/2019 03H,1047
06/4/2019 02H,1148
06/4/2019 01H,1153
06/4/2019 00H,1119
06/3/2019 23H,1124
06/3/2019 22H,1129
06/3/2019 21H,1120
06/3/2019 20H,1122
06/3/2019 19H,1110
06/3/2019 18H,1058
06/3/2019 17H,1057
06/3/2019 16H,1056
06/3/2019 15H,1044
06/3/2019 14H,973
06/3/2019 13H,935
06/3/2019 12H,859
06/3/2019 11H,949
06/3/2019 10H,940
06/3/2019 09H,883
06/3/2019 08H,850
06/3/2019 07H,869
06/3/2019 06H,1008
06/3/2019 05H,1075
06/3/2019 04H,1155
06/3/2019 03H,1291
06/3/2019 02H,1385
06/3/2019 01H,1378
06/3/2019 00H,1335
06/2/2019 23H,1342
06/2/2019 22H,1344
06/2/2019 21H,1331
06/2/2019 20H,1225
06/2/2019 19H,1088
06/2/2019 18H,1085
06/2/2019 17H,1042
06/2/2019 16H,911
06/2/2019 15H,710
06/2/2019 14H,626
06/2/2019 13H,592
06/2/2019 12H,580
06/2/2019 11H,622
06/2/2019 10H,608
06/2/2019 09H,609
06/2/2019 08H,607
06/2/2019 07H,645
06/2/2019 06H,705
06/2/2019 05H,716
06/2/2019 04H,820
06/2/2019 03H,981
06/2/2019 02H,1153
06/2/2019 01H,1294
06/2/2019 00H,1324
06/1/2019 23H,1353
06/1/2019 22H,1351
06/1/2019 21H,1335
06/1/2019 20H,1318
06/1/2019 19H,1296
06/1/2019 18H,1252
06/1/2019 17H,1187
06/1/2019 16H,1041
06/1/2019 15H,944
06/1/2019 14H,891
06/1/2019 13H,879
06/1/2019 12H,884
06/1/2019 11H,924
06/1/2019 10H,914
06/1/2019 09H,907
06/1/2019 08H,913
06/1/2019 07H,930
06/1/2019 06H,957
06/1/2019 05H,1044
06/1/2019 04H,1290
06/1/2019 03H,1341
06/1/2019 02H,1351
06/1/2019 01H,1353
06/1/2019 00H,1333
05/31/2019 23H,1375
05/31/2019 22H,1358
05/31/2019 21H,1318
05/31/2019 20H,1272
05/31/2019 19H,1268
05/31/2019 18H,1270
05/31/2019 17H,1282
05/31/2019 16H,1321
05/31/2019 15H,1283
05/31/2019 14H,1230
05/31/2019 13H,1204
05/31/2019 12H,1169
05/31/2019 11H,1201
05/31/2019 10H,1188
05/31/2019 09H,1182
05/31/2019 08H,1171
05/31/2019 07H,1180
05/31/2019 06H,1155
05/31/2019 05H,1227
05/31/2019 04H,1329
05/31/2019 03H,1394
05/31/2019 02H,1398
05/31/2019 01H,1399
05/31/2019 00H,1409
05/30/2019 23H,1443
05/30/2019 22H,1441
05/30/2019 21H,1447
05/30/2019 20H,1448
05/30/2019 19H,1457
05/30/2019 18H,1446
05/30/2019 17H,1421
05/30/2019 16H,1381
05/30/2019 15H,1321
05/30/2019 14H,1239
05/30/2019 13H,1226
05/30/2019 12H,1182
05/30/2019 11H,1163
05/30/2019 10H,1164
05/30/2019 09H,1168
05/30/2019 08H,1200
05/30/2019 07H,1241
05/30/2019 06H,1248
05/30/2019 05H,1239
05/30/2019 04H,1237
05/30/2019 03H,1377
05/30/2019 02H,1404
05/30/2019 01H,1408
05/30/2019 00H,1381
05/29/2019 23H,1380
05/29/2019 22H,1388
05/29/2019 21H,1379
05/29/2019 20H,1380
05/29/2019 19H,1361
05/29/2019 18H,1363
05/29/2019 17H,1379
05/29/2019 16H,1359
05/29/2019 15H,1269
05/29/2019 14H,1227
05/29/2019 13H,1227
05/29/2019 12H,1232
05/29/2019 11H,1272
05/29/2019 10H,1244
05/29/2019 09H,1199
05/29/2019 08H,1226
05/29/2019 07H,1247
05/29/2019 06H,1245
05/29/2019 05H,1217
05/29/2019 04H,1236
05/29/2019 03H,1388
05/29/2019 02H,1420
05/29/2019 01H,1382
05/29/2019 00H,1381
05/28/2019 23H,1394
05/28/2019 22H,1383
05/28/2019 21H,1384
05/28/2019 20H,1376
05/28/2019 19H,1387
05/28/2019 18H,1379
05/28/2019 17H,1385
05/28/2019 16H,1365
05/28/2019 15H,1221
05/28/2019 14H,1163
05/28/2019 13H,1141
05/28/2019 12H,1223
05/28/2019 11H,1227
05/28/2019 10H,1067
05/28/2019 09H,985
05/28/2019 08H,971
05/28/2019 07H,1066
05/28/2019 06H,1210
05/28/2019 05H,1235
05/28/2019 04H,1350
05/28/2019 03H,1372
05/28/2019 02H,1372
05/28/2019 01H,1378
05/28/2019 00H,1337
05/27/2019 23H,1337
05/27/2019 22H,1334
05/27/2019 21H,1329
05/27/2019 20H,1325
05/27/2019 19H,1331
05/27/2019 18H,1347
05/27/2019 17H,1357
05/27/2019 16H,1356
05/27/2019 15H,1338
05/27/2019 14H,1201
05/27/2019 13H,1011
05/27/2019 12H,919
05/27/2019 11H,942
05/27/2019 10H,927
05/27/2019 09H,920
05/27/2019 08H,951
05/27/2019 07H,1021
05/27/2019 06H,1037
05/27/2019 05H,1125
05/27/2019 04H,1203
05/27/2019 03H,1226
05/27/2019 02H,1274
05/27/2019 01H,1142
05/27/2019 00H,1137
05/26/2019 23H,1105
05/26/2019 22H,1085
05/26/2019 21H,1066
05/26/2019 20H,1063
05/26/2019 19H,1034
05/26/2019 18H,1004
05/26/2019 17H,966
05/26/2019 16H,883
05/26/2019 15H,811
05/26/2019 14H,809
05/26/2019 13H,748
05/26/2019 12H,737
05/26/2019 11H,882
05/26/2019 10H,902
05/26/2019 09H,797
05/26/2019 08H,827
05/26/2019 07H,832
05/26/2019 06H,710
05/26/2019 05H,607
05/26/2019 04H,653
05/26/2019 03H,683
05/26/2019 02H,644
05/26/2019 01H,589
05/26/2019 00H,554
05/25/2019 23H,557
05/25/2019 22H,558
05/25/2019 21H,561
05/25/2019 20H,555
05/25/2019 19H,558
05/25/2019 18H,557
05/25/2019 17H,557
05/25/2019 16H,561
05/25/2019 15H,568
05/25/2019 14H,565
05/25/2019 13H,565
05/25/2019 12H,560
05/25/2019 11H,607
05/25/2019 10H,587
05/25/2019 09H,587
05/25/2019 08H,585
05/25/2019 07H,578
05/25/2019 06H,576
05/25/2019 05H,574
05/25/2019 04H,581
05/25/2019 03H,603
05/25/2019 02H,607
05/25/2019 01H,600
05/25/2019 00H,576
05/24/2019 23H,568
05/24/2019 22H,571
05/24/2019 21H,568
05/24/2019 20H,565
05/24/2019 19H,565
05/24/2019 18H,568
05/24/2019 17H,588
05/24/2019 16H,580
05/24/2019 15H,557
05/24/2019 14H,551
05/24/2019 13H,599
05/24/2019 12H,637
05/24/2019 11H,702
05/24/2019 10H,698
05/24/2019 09H,688
05/24/2019 08H,697
05/24/2019 07H,705
05/24/2019 06H,710
05/24/2019 05H,711
05/24/2019 04H,720
05/24/2019 03H,767
05/24/2019 02H,782
05/24/2019 01H,786
05/24/2019 00H,757
05/23/2019 23H,753
05/23/2019 22H,750
05/23/2019 21H,724
05/23/2019 20H,703
05/23/2019 19H,674
05/23/2019 18H,678
05/23/2019 17H,680
05/23/2019 16H,683
05/23/2019 15H,726
05/23/2019 14H,718
05/23/2019 13H,672
05/23/2019 12H,671
05/23/2019 11H,735
05/23/2019 10H,697
05/23/2019 09H,656
05/23/2019 08H,663
05/23/2019 07H,690
05/23/2019 06H,701
05/23/2019 05H,674
05/23/2019 04H,645
05/23/2019 03H,729
05/23/2019 02H,780
05/23/2019 01H,784
05/23/2019 00H,751
05/22/2019 23H,742
05/22/2019 22H,743
05/22/2019 21H,746
05/22/2019 20H,691
05/22/2019 19H,681
05/22/2019 18H,675
05/22/2019 17H,674
05/22/2019 16H,670
05/22/2019 15H,676
05/22/2019 14H,666
05/22/2019 13H,661
05/22/2019 12H,663
05/22/2019 11H,688
05/22/2019 10H,650
05/22/2019 09H,607
05/22/2019 08H,622
05/22/2019 07H,665
05/22/2019 06H,678
05/22/2019 05H,649
05/22/2019 04H,622
05/22/2019 03H,672
05/22/2019 02H,717
05/22/2019 01H,758
05/22/2019 00H,729
05/21/2019 23H,728
05/21/2019 22H,727
05/21/2019 21H,726
05/21/2019 20H,721
05/21/2019 19H,679
05/21/2019 18H,633
05/21/2019 17H,630
05/21/2019 16H,631
05/21/2019 15H,652
05/21/2019 14H,668
05/21/2019 13H,663
05/21/2019 12H,666
05/21/2019 11H,698
05/21/2019 10H,688
05/21/2019 09H,688
05/21/2019 08H,683
05/21/2019 07H,686
05/21/2019 06H,688
05/21/2019 05H,653
05/21/2019 04H,634
05/21/2019 03H,648
05/21/2019 02H,595
05/21/2019 01H,615
05/21/2019 00H,583
05/20/2019 23H,578
05/20/2019 22H,577
05/20/2019 21H,568
05/20/2019 20H,554
05/20/2019 19H,553
05/20/2019 18H,585
05/20/2019 17H,693
05/20/2019 16H,690
05/20/2019 15H,642
05/20/2019 14H,617
05/20/2019 13H,613
05/20/2019 12H,603
05/20/2019 11H,633
05/20/2019 10H,625
05/20/2019 09H,619
05/20/2019 08H,614
05/20/2019 07H,617
05/20/2019 06H,606
05/20/2019 05H,580
05/20/2019 04H,605
05/20/2019 03H,659
05/20/2019 02H,663
05/20/2019 01H,666
05/20/2019 00H,635
05/19/2019 23H,636
05/19/2019 22H,637
05/19/2019 21H,631
05/19/2019 20H,632
05/19/2019 19H,634
05/19/2019 18H,634
05/19/2019 17H,633
05/19/2019 16H,630
05/19/2019 15H,632
05/19/2019 14H,628
05/19/2019 13H,612
05/19/2019 12H,570
05/19/2019 11H,588
05/19/2019 10H,567
05/19/2019 09H,569
05/19/2019 08H,548
05/19/2019 07H,564
05/19/2019 06H,569
05/19/2019 05H,590
05/19/2019 04H,643
05/19/2019 03H,642
05/19/2019 02H,659
05/19/2019 01H,661
05/19/2019 00H,633
05/18/2019 23H,624
05/18/2019 22H,631
05/18/2019 21H,626
05/18/2019 20H,622
05/18/2019 19H,624
05/18/2019 18H,618
05/18/2019 17H,612
05/18/2019 16H,571
05/18/2019 15H,559
05/18/2019 14H,519
05/18/2019 13H,481
05/18/2019 12H,469
05/18/2019 11H,521
05/18/2019 10H,484
05/18/2019 09H,490
05/18/2019 08H,542
05/18/2019 07H,539
05/18/2019 06H,541
05/18/2019 05H,540
05/18/2019 04H,605
05/18/2019 03H,710
05/18/2019 02H,730
05/18/2019 01H,749
05/18/2019 00H,706
05/17/2019 23H,682
05/17/2019 22H,669
05/17/2019 21H,615
05/17/2019 20H,601
05/17/2019 19H,598
05/17/2019 18H,607
05/17/2019 17H,609
05/17/2019 16H,608
05/17/2019 15H,627
05/17/2019 14H,656
05/17/2019 13H,598
05/17/2019 12H,558
05/17/2019 11H,599
05/17/2019 10H,558
05/17/2019 09H,530
05/17/2019 08H,532
05/17/2019 07H,551
05/17/2019 06H,571
05/17/2019 05H,598
05/17/2019 04H,626
05/17/2019 03H,678
05/17/2019 02H,691
05/17/2019 01H,704
05/17/2019 00H,672
05/16/2019 23H,678
05/16/2019 22H,675
05/16/2019 21H,669
05/16/2019 20H,601
05/16/2019 19H,574
05/16/2019 18H,594
05/16/2019 17H,556
05/16/2019 16H,519
05/16/2019 15H,508
05/16/2019 14H,485
05/16/2019 13H,509
05/16/2019 12H,546
05/16/2019 11H,625
05/16/2019 10H,589
05/16/2019 09H,540
05/16/2019 08H,504
05/16/2019 07H,536
05/16/2019 06H,536
05/16/2019 05H,585
05/16/2019 04H,715
05/16/2019 03H,728
05/16/2019 02H,729
05/16/2019 01H,739
05/16/2019 00H,709
05/15/2019 23H,706
05/15/2019 22H,679
05/15/2019 21H,587
05/15/2019 20H,456
05/15/2019 19H,455
05/15/2019 18H,461
05/15/2019 17H,435
05/15/2019 16H,410
05/15/2019 15H,389
05/15/2019 14H,382
05/15/2019 13H,405
05/15/2019 12H,585
05/15/2019 11H,658
05/15/2019 10H,594
05/15/2019 09H,546
05/15/2019 08H,541
05/15/2019 07H,558
05/15/2019 06H,575
05/15/2019 05H,571
05/15/2019 04H,614
05/15/2019 03H,662
05/15/2019 02H,747
05/15/2019 01H,748
05/15/2019 00H,713
05/14/2019 23H,694
05/14/2019 22H,632
05/14/2019 21H,629
05/14/2019 20H,628
05/14/2019 19H,615
05/14/2019 18H,617
05/14/2019 17H,604
05/14/2019 16H,582
05/14/2019 15H,558
05/14/2019 14H,551
05/14/2019 13H,553
05/14/2019 12H,582
05/14/2019 11H,640
05/14/2019 10H,595
05/14/2019 09H,553
05/14/2019 08H,550
05/14/2019 07H,555
05/14/2019 06H,576
05/14/2019 05H,611
05/14/2019 04H,618
05/14/2019 03H,659
05/14/2019 02H,726
05/14/2019 01H,734
05/14/2019 00H,698
05/13/2019 23H,695
05/13/2019 22H,697
05/13/2019 21H,695
05/13/2019 20H,691
05/13/2019 19H,695
05/13/2019 18H,699
05/13/2019 17H,699
05/13/2019 16H,696
05/13/2019 15H,696
05/13/2019 14H,701
05/13/2019 13H,697
05/13/2019 12H,691
05/13/2019 11H,674
05/13/2019 10H,658
05/13/2019 09H,657
05/13/2019 08H,653
05/13/2019 07H,656
05/13/2019 06H,657
05/13/2019 05H,640
05/13/2019 04H,644
05/13/2019 03H,715
05/13/2019 02H,719
05/13/2019 01H,726
05/13/2019 00H,692
05/12/2019 23H,691
05/12/2019 22H,657
05/12/2019 21H,641
05/12/2019 20H,580
05/12/2019 19H,569
05/12/2019 18H,622
05/12/2019 17H,646
05/12/2019 16H,616
05/12/2019 15H,595
05/12/2019 14H,601
05/12/2019 13H,611
05/12/2019 12H,595
05/12/2019 11H,634
05/12/2019 10H,599
05/12/2019 09H,595
05/12/2019 08H,597
05/12/2019 07H,626
05/12/2019 06H,647
05/12/2019 05H,653
05/12/2019 04H,703
05/12/2019 03H,717
05/12/2019 02H,722
05/12/2019 01H,725
05/12/2019 00H,688
05/11/2019 23H,687
05/11/2019 22H,690
05/11/2019 21H,696
05/11/2019 20H,690
05/11/2019 19H,695
05/11/2019 18H,698
05/11/2019 17H,698
05/11/2019 16H,704
05/11/2019 15H,704
05/11/2019 14H,704
05/11/2019 13H,701
05/11/2019 12H,647
05/11/2019 11H,619
05/11/2019 10H,591
05/11/2019 09H,579
05/11/2019 08H,602
05/11/2019 07H,647
05/11/2019 06H,644
05/11/2019 05H,644
05/11/2019 04H,673
05/11/2019 03H,717
05/11/2019 02H,732
05/11/2019 01H,742
05/11/2019 00H,711
05/10/2019 23H,704
05/10/2019 22H,712
05/10/2019 21H,705
05/10/2019 20H,730
05/10/2019 19H,742
05/10/2019 18H,735
05/10/2019 17H,740
05/10/2019 16H,729
05/10/2019 15H,653
05/10/2019 14H,645
