Net generation from petroleum for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.OIL.H
19:06:54 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.OIL.H megawatthours
04/2/2021 12H,0
04/2/2021 11H,-1
04/2/2021 10H,0
04/2/2021 09H,0
04/2/2021 08H,0
04/2/2021 07H,0
04/2/2021 06H,0
04/2/2021 05H,0
04/2/2021 04H,0
04/2/2021 03H,0
04/2/2021 02H,0
04/2/2021 01H,0
04/2/2021 00H,0
04/1/2021 23H,0
04/1/2021 22H,0
04/1/2021 21H,0
04/1/2021 20H,0
04/1/2021 19H,0
04/1/2021 18H,0
04/1/2021 17H,0
04/1/2021 16H,0
04/1/2021 15H,0
04/1/2021 14H,0
04/1/2021 13H,0
04/1/2021 12H,0
04/1/2021 11H,-1
04/1/2021 10H,0
04/1/2021 09H,0
04/1/2021 08H,0
04/1/2021 07H,0
04/1/2021 06H,0
04/1/2021 05H,0
04/1/2021 04H,0
04/1/2021 03H,0
04/1/2021 02H,0
04/1/2021 01H,0
04/1/2021 00H,0
03/31/2021 23H,0
03/31/2021 22H,0
03/31/2021 21H,0
03/31/2021 20H,0
03/31/2021 19H,0
03/31/2021 18H,0
03/31/2021 17H,0
03/31/2021 16H,0
03/31/2021 15H,0
03/31/2021 14H,0
03/31/2021 13H,0
03/31/2021 12H,0
03/31/2021 11H,-1
03/31/2021 10H,0
03/31/2021 09H,0
03/31/2021 08H,-1
03/31/2021 07H,0
03/31/2021 06H,0
03/31/2021 05H,0
03/31/2021 04H,0
03/31/2021 03H,0
03/31/2021 02H,0
03/31/2021 01H,0
03/31/2021 00H,0
03/30/2021 23H,0
03/30/2021 22H,0
03/30/2021 21H,0
03/30/2021 20H,0
03/30/2021 19H,0
03/30/2021 18H,0
03/30/2021 17H,0
03/30/2021 16H,0
03/30/2021 15H,-1
03/30/2021 14H,0
03/30/2021 13H,0
03/30/2021 12H,0
03/30/2021 11H,0
03/30/2021 10H,0
03/30/2021 09H,0
03/30/2021 08H,0
03/30/2021 07H,0
03/30/2021 06H,-1
03/30/2021 05H,0
03/30/2021 04H,0
03/30/2021 03H,0
03/30/2021 02H,0
03/30/2021 01H,0
03/30/2021 00H,0
03/29/2021 23H,0
03/29/2021 22H,0
03/29/2021 21H,0
03/29/2021 20H,0
03/29/2021 19H,0
03/29/2021 18H,0
03/29/2021 17H,0
03/29/2021 16H,0
03/29/2021 15H,0
03/29/2021 14H,0
03/29/2021 13H,0
03/29/2021 12H,0
03/29/2021 11H,0
03/29/2021 10H,0
03/29/2021 09H,0
03/29/2021 08H,0
03/29/2021 07H,-1
03/29/2021 06H,-1
03/29/2021 05H,0
03/29/2021 04H,-2
03/29/2021 03H,0
03/29/2021 02H,0
03/29/2021 01H,0
03/29/2021 00H,0
03/28/2021 23H,0
03/28/2021 22H,0
03/28/2021 21H,0
03/28/2021 20H,0
03/28/2021 19H,0
03/28/2021 18H,0
03/28/2021 17H,0
03/28/2021 16H,0
03/28/2021 15H,0
03/28/2021 14H,0
03/28/2021 13H,0
03/28/2021 12H,0
03/28/2021 11H,0
03/28/2021 10H,0
03/28/2021 09H,0
03/28/2021 08H,0
03/28/2021 07H,0
03/28/2021 06H,0
03/28/2021 05H,0
03/28/2021 04H,0
03/28/2021 03H,0
03/28/2021 02H,0
03/28/2021 01H,-1
03/28/2021 00H,0
03/27/2021 23H,0
03/27/2021 22H,0
03/27/2021 21H,0
03/27/2021 20H,0
03/27/2021 19H,0
03/27/2021 18H,0
03/27/2021 17H,0
03/27/2021 16H,0
03/27/2021 15H,0
03/27/2021 14H,0
03/27/2021 13H,0
03/27/2021 12H,0
03/27/2021 11H,0
03/27/2021 10H,0
03/27/2021 09H,0
03/27/2021 08H,0
03/27/2021 07H,0
03/27/2021 06H,0
03/27/2021 05H,0
03/27/2021 04H,0
03/27/2021 03H,0
03/27/2021 02H,0
03/27/2021 01H,0
03/27/2021 00H,0
03/26/2021 23H,0
03/26/2021 22H,-2
03/26/2021 21H,0
03/26/2021 20H,0
03/26/2021 19H,0
03/26/2021 18H,-1
03/26/2021 17H,0
03/26/2021 16H,0
03/26/2021 15H,0
03/26/2021 14H,0
03/26/2021 13H,0
03/26/2021 12H,0
03/26/2021 11H,0
03/26/2021 10H,0
03/26/2021 09H,0
03/26/2021 08H,0
03/26/2021 07H,0
03/26/2021 06H,0
03/26/2021 05H,0
03/26/2021 04H,0
03/26/2021 03H,0
03/26/2021 02H,0
03/26/2021 01H,0
03/26/2021 00H,0
03/25/2021 23H,0
03/25/2021 22H,0
03/25/2021 21H,0
03/25/2021 20H,-1
03/25/2021 19H,0
03/25/2021 18H,0
03/25/2021 17H,0
03/25/2021 16H,0
03/25/2021 15H,0
03/25/2021 14H,0
03/25/2021 13H,0
03/25/2021 12H,0
03/25/2021 11H,0
03/25/2021 10H,0
03/25/2021 09H,0
03/25/2021 08H,0
03/25/2021 07H,0
03/25/2021 06H,0
03/25/2021 05H,0
03/25/2021 04H,0
03/25/2021 03H,0
03/25/2021 02H,0
03/25/2021 01H,0
03/25/2021 00H,0
03/24/2021 23H,0
03/24/2021 22H,0
03/24/2021 21H,0
03/24/2021 20H,0
03/24/2021 19H,0
03/24/2021 18H,0
03/24/2021 17H,-1
03/24/2021 16H,0
03/24/2021 15H,0
03/24/2021 14H,0
03/24/2021 13H,0
03/24/2021 12H,0
03/24/2021 11H,0
03/24/2021 10H,0
03/24/2021 09H,0
03/24/2021 08H,0
03/24/2021 07H,0
03/24/2021 06H,0
03/24/2021 05H,0
03/24/2021 04H,0
03/24/2021 03H,0
03/24/2021 02H,0
03/24/2021 01H,0
03/24/2021 00H,0
03/23/2021 23H,0
03/23/2021 22H,0
03/23/2021 21H,0
03/23/2021 20H,0
03/23/2021 19H,0
03/23/2021 18H,0
03/23/2021 17H,0
03/23/2021 16H,-2
03/23/2021 15H,0
03/23/2021 14H,0
03/23/2021 13H,0
03/23/2021 12H,0
03/23/2021 11H,0
03/23/2021 10H,0
03/23/2021 09H,0
03/23/2021 08H,0
03/23/2021 07H,0
03/23/2021 06H,0
03/23/2021 05H,0
03/23/2021 04H,0
03/23/2021 03H,0
03/23/2021 02H,0
03/23/2021 01H,1
03/23/2021 00H,0
03/22/2021 23H,0
03/22/2021 22H,0
03/22/2021 21H,0
03/22/2021 20H,0
03/22/2021 19H,0
03/22/2021 18H,0
03/22/2021 17H,0
03/22/2021 16H,-1
03/22/2021 15H,-1
03/22/2021 14H,0
03/22/2021 13H,0
03/22/2021 12H,0
03/22/2021 11H,0
03/22/2021 10H,0
03/22/2021 09H,0
03/22/2021 08H,0
03/22/2021 07H,0
03/22/2021 06H,0
03/22/2021 05H,0
03/22/2021 04H,0
03/22/2021 03H,0
03/22/2021 02H,0
03/22/2021 01H,0
03/22/2021 00H,0
03/21/2021 23H,0
03/21/2021 22H,0
03/21/2021 21H,0
03/21/2021 20H,0
03/21/2021 19H,0
03/21/2021 18H,0
03/21/2021 17H,0
03/21/2021 16H,0
03/21/2021 15H,0
03/21/2021 14H,-1
03/21/2021 13H,0
03/21/2021 12H,0
03/21/2021 11H,0
03/21/2021 10H,0
03/21/2021 09H,0
03/21/2021 08H,0
03/21/2021 07H,0
03/21/2021 06H,0
03/21/2021 05H,0
03/21/2021 04H,0
03/21/2021 03H,0
03/21/2021 02H,0
03/21/2021 01H,0
03/21/2021 00H,0
03/20/2021 23H,-1
03/20/2021 22H,0
03/20/2021 21H,0
03/20/2021 20H,0
03/20/2021 19H,0
03/20/2021 18H,0
03/20/2021 17H,0
03/20/2021 16H,-1
03/20/2021 15H,0
03/20/2021 14H,0
03/20/2021 13H,0
03/20/2021 12H,0
03/20/2021 11H,0
03/20/2021 10H,0
03/20/2021 09H,0
03/20/2021 08H,0
03/20/2021 07H,0
03/20/2021 06H,0
03/20/2021 05H,0
03/20/2021 04H,0
03/20/2021 03H,0
03/20/2021 02H,0
03/20/2021 01H,0
03/20/2021 00H,0
03/19/2021 23H,0
03/19/2021 22H,0
03/19/2021 21H,0
03/19/2021 20H,0
03/19/2021 19H,0
03/19/2021 18H,0
03/19/2021 17H,0
03/19/2021 16H,-1
03/19/2021 15H,0
03/19/2021 14H,0
03/19/2021 13H,0
03/19/2021 12H,0
03/19/2021 11H,0
03/19/2021 10H,0
03/19/2021 09H,0
03/19/2021 08H,0
03/19/2021 07H,0
03/19/2021 06H,0
03/19/2021 05H,0
03/19/2021 04H,0
03/19/2021 03H,0
03/19/2021 02H,0
03/19/2021 01H,0
03/19/2021 00H,0
03/18/2021 23H,0
03/18/2021 22H,0
03/18/2021 21H,0
03/18/2021 20H,0
03/18/2021 19H,0
03/18/2021 18H,0
03/18/2021 17H,0
03/18/2021 16H,-1
03/18/2021 15H,0
03/18/2021 14H,-1
03/18/2021 13H,0
03/18/2021 12H,0
03/18/2021 11H,0
03/18/2021 10H,0
03/18/2021 09H,0
03/18/2021 08H,0
03/18/2021 07H,0
03/18/2021 06H,0
03/18/2021 05H,0
03/18/2021 04H,0
03/18/2021 03H,0
03/18/2021 02H,0
03/18/2021 01H,0
03/18/2021 00H,-1
03/17/2021 23H,0
03/17/2021 22H,0
03/17/2021 21H,0
03/17/2021 20H,0
03/17/2021 19H,0
03/17/2021 18H,0
03/17/2021 17H,0
03/17/2021 16H,0
03/17/2021 15H,0
03/17/2021 14H,0
03/17/2021 13H,0
03/17/2021 12H,-1
03/17/2021 11H,0
03/17/2021 10H,0
03/17/2021 09H,0
03/17/2021 08H,0
03/17/2021 07H,0
03/17/2021 06H,0
03/17/2021 05H,0
03/17/2021 04H,0
03/17/2021 03H,0
03/17/2021 02H,0
03/17/2021 01H,0
03/17/2021 00H,0
03/16/2021 23H,0
03/16/2021 22H,0
03/16/2021 21H,0
03/16/2021 20H,0
03/16/2021 19H,0
03/16/2021 18H,0
03/16/2021 17H,0
03/16/2021 16H,0
03/16/2021 15H,0
03/16/2021 14H,27
03/16/2021 13H,121
03/16/2021 12H,3
03/16/2021 11H,0
03/16/2021 10H,0
03/16/2021 09H,-1
03/16/2021 08H,0
03/16/2021 07H,0
03/16/2021 06H,0
03/16/2021 05H,0
03/16/2021 04H,0
03/16/2021 03H,0
03/16/2021 02H,0
03/16/2021 01H,0
03/16/2021 00H,0
03/15/2021 23H,0
03/15/2021 22H,0
03/15/2021 21H,0
03/15/2021 20H,0
03/15/2021 19H,0
03/15/2021 18H,0
03/15/2021 17H,0
03/15/2021 16H,0
03/15/2021 15H,0
03/15/2021 14H,0
03/15/2021 13H,0
03/15/2021 12H,0
03/15/2021 11H,0
03/15/2021 10H,0
03/15/2021 09H,0
03/15/2021 08H,-1
03/15/2021 07H,0
03/15/2021 06H,0
03/15/2021 05H,0
03/15/2021 04H,0
03/15/2021 03H,0
03/15/2021 02H,0
03/15/2021 01H,0
03/15/2021 00H,0
03/14/2021 23H,0
03/14/2021 22H,0
03/14/2021 21H,0
03/14/2021 20H,0
03/14/2021 19H,0
03/14/2021 18H,0
03/14/2021 17H,0
03/14/2021 16H,0
03/14/2021 15H,0
03/14/2021 14H,0
03/14/2021 13H,0
03/14/2021 12H,0
03/14/2021 11H,0
03/14/2021 10H,0
03/14/2021 09H,0
03/14/2021 08H,0
03/14/2021 07H,0
03/14/2021 06H,-1
03/14/2021 05H,0
03/14/2021 04H,0
03/14/2021 03H,0
03/14/2021 02H,0
03/14/2021 01H,0
03/14/2021 00H,0
03/13/2021 23H,0
03/13/2021 22H,0
03/13/2021 21H,0
03/13/2021 20H,0
03/13/2021 19H,0
03/13/2021 18H,0
03/13/2021 17H,0
03/13/2021 16H,0
03/13/2021 15H,0
03/13/2021 14H,0
03/13/2021 13H,0
03/13/2021 12H,0
03/13/2021 11H,0
03/13/2021 10H,0
03/13/2021 09H,0
03/13/2021 08H,0
03/13/2021 07H,0
03/13/2021 06H,0
03/13/2021 05H,0
03/13/2021 04H,-1
03/13/2021 03H,0
03/13/2021 02H,0
03/13/2021 01H,0
03/13/2021 00H,0
03/12/2021 23H,0
03/12/2021 22H,0
03/12/2021 21H,0
03/12/2021 20H,0
03/12/2021 19H,0
03/12/2021 18H,0
03/12/2021 17H,0
03/12/2021 16H,0
03/12/2021 15H,0
03/12/2021 14H,0
03/12/2021 13H,0
03/12/2021 12H,0
03/12/2021 11H,0
03/12/2021 10H,0
03/12/2021 09H,0
03/12/2021 08H,0
03/12/2021 07H,0
03/12/2021 06H,0
03/12/2021 05H,-1
03/12/2021 04H,0
03/12/2021 03H,0
03/12/2021 02H,0
03/12/2021 01H,0
03/12/2021 00H,0
03/11/2021 23H,0
03/11/2021 22H,0
03/11/2021 21H,0
03/11/2021 20H,-1
03/11/2021 19H,0
03/11/2021 18H,0
03/11/2021 17H,0
03/11/2021 16H,0
03/11/2021 15H,0
03/11/2021 14H,0
03/11/2021 13H,0
03/11/2021 12H,0
03/11/2021 11H,0
03/11/2021 10H,0
03/11/2021 09H,0
03/11/2021 08H,0
03/11/2021 07H,0
03/11/2021 06H,-1
03/11/2021 05H,0
03/11/2021 04H,0
03/11/2021 03H,0
03/11/2021 02H,0
03/11/2021 01H,0
03/11/2021 00H,0
03/10/2021 23H,0
03/10/2021 22H,0
03/10/2021 21H,0
03/10/2021 20H,0
03/10/2021 19H,0
03/10/2021 18H,0
03/10/2021 17H,0
03/10/2021 16H,0
03/10/2021 15H,0
03/10/2021 14H,0
03/10/2021 13H,0
03/10/2021 12H,0
03/10/2021 11H,0
03/10/2021 10H,0
03/10/2021 09H,0
03/10/2021 08H,-1
03/10/2021 07H,0
03/10/2021 06H,-1
03/10/2021 05H,0
03/10/2021 04H,0
03/10/2021 03H,0
03/10/2021 02H,0
03/10/2021 01H,0
03/10/2021 00H,0
03/9/2021 23H,0
03/9/2021 22H,0
03/9/2021 21H,0
03/9/2021 20H,0
03/9/2021 19H,0
03/9/2021 18H,0
03/9/2021 17H,0
03/9/2021 16H,0
03/9/2021 15H,0
03/9/2021 14H,0
03/9/2021 13H,0
03/9/2021 12H,0
03/9/2021 11H,-1
03/9/2021 10H,0
03/9/2021 09H,0
03/9/2021 08H,0
03/9/2021 07H,0
03/9/2021 06H,0
03/9/2021 05H,-1
03/9/2021 04H,0
03/9/2021 03H,0
03/9/2021 02H,0
03/9/2021 01H,0
03/9/2021 00H,0
03/8/2021 23H,0
03/8/2021 22H,0
03/8/2021 21H,0
03/8/2021 20H,0
03/8/2021 19H,0
03/8/2021 18H,0
03/8/2021 17H,0
03/8/2021 16H,0
03/8/2021 15H,0
03/8/2021 14H,0
03/8/2021 13H,-1
03/8/2021 12H,0
03/8/2021 11H,0
03/8/2021 10H,0
03/8/2021 09H,-1
03/8/2021 08H,-1
03/8/2021 07H,-1
03/8/2021 06H,0
03/8/2021 05H,0
03/8/2021 04H,0
03/8/2021 03H,0
03/8/2021 02H,0
03/8/2021 01H,0
03/8/2021 00H,0
03/7/2021 23H,0
03/7/2021 22H,0
03/7/2021 21H,0
03/7/2021 20H,0
03/7/2021 19H,0
03/7/2021 18H,0
03/7/2021 17H,0
03/7/2021 16H,-1
03/7/2021 15H,0
03/7/2021 14H,0
03/7/2021 13H,0
03/7/2021 12H,0
03/7/2021 11H,0
03/7/2021 10H,0
03/7/2021 09H,0
03/7/2021 08H,0
03/7/2021 07H,0
03/7/2021 06H,0
03/7/2021 05H,0
03/7/2021 04H,0
03/7/2021 03H,0
03/7/2021 02H,0
03/7/2021 01H,0
03/7/2021 00H,0
03/6/2021 23H,0
03/6/2021 22H,0
03/6/2021 21H,0
03/6/2021 20H,0
03/6/2021 19H,-1
03/6/2021 18H,0
03/6/2021 17H,0
03/6/2021 16H,-1
03/6/2021 15H,0
03/6/2021 14H,0
03/6/2021 13H,0
03/6/2021 12H,0
03/6/2021 11H,0
03/6/2021 10H,0
03/6/2021 09H,-1
03/6/2021 08H,0
03/6/2021 07H,0
03/6/2021 06H,0
03/6/2021 05H,0
03/6/2021 04H,0
03/6/2021 03H,0
03/6/2021 02H,0
03/6/2021 01H,0
03/6/2021 00H,0
03/5/2021 23H,0
03/5/2021 22H,0
03/5/2021 21H,-1
03/5/2021 20H,0
03/5/2021 19H,0
03/5/2021 18H,0
03/5/2021 17H,0
03/5/2021 16H,0
03/5/2021 15H,0
03/5/2021 14H,0
03/5/2021 13H,0
03/5/2021 12H,0
03/5/2021 11H,0
03/5/2021 10H,0
03/5/2021 09H,0
03/5/2021 08H,0
03/5/2021 07H,0
03/5/2021 06H,0
03/5/2021 05H,0
03/5/2021 04H,0
03/5/2021 03H,0
03/5/2021 02H,0
03/5/2021 01H,0
03/5/2021 00H,0
03/4/2021 23H,-1
03/4/2021 22H,0
03/4/2021 21H,0
03/4/2021 20H,0
03/4/2021 19H,0
03/4/2021 18H,0
03/4/2021 17H,0
03/4/2021 16H,0
03/4/2021 15H,0
03/4/2021 14H,115
03/4/2021 13H,0
03/4/2021 12H,0
03/4/2021 11H,0
03/4/2021 10H,0
03/4/2021 09H,0
03/4/2021 08H,0
03/4/2021 07H,0
03/4/2021 06H,0
03/4/2021 05H,0
03/4/2021 04H,0
03/4/2021 03H,0
03/4/2021 02H,0
03/4/2021 01H,-2
03/4/2021 00H,0
03/3/2021 23H,0
03/3/2021 22H,0
03/3/2021 21H,0
03/3/2021 20H,0
03/3/2021 19H,0
03/3/2021 18H,0
03/3/2021 17H,0
03/3/2021 16H,0
03/3/2021 15H,0
03/3/2021 14H,15
03/3/2021 13H,0
03/3/2021 12H,0
03/3/2021 11H,0
03/3/2021 10H,0
03/3/2021 09H,0
03/3/2021 08H,0
03/3/2021 07H,0
03/3/2021 06H,0
03/3/2021 05H,0
03/3/2021 04H,0
03/3/2021 03H,-1
03/3/2021 02H,0
03/3/2021 01H,0
03/3/2021 00H,0
03/2/2021 23H,0
03/2/2021 22H,0
03/2/2021 21H,0
03/2/2021 20H,0
03/2/2021 19H,0
03/2/2021 18H,0
03/2/2021 17H,0
03/2/2021 16H,0
03/2/2021 15H,0
03/2/2021 14H,0
03/2/2021 13H,0
03/2/2021 12H,0
03/2/2021 11H,0
03/2/2021 10H,-1
03/2/2021 09H,0
03/2/2021 08H,0
03/2/2021 07H,0
03/2/2021 06H,0
03/2/2021 05H,-1
03/2/2021 04H,0
03/2/2021 03H,0
03/2/2021 02H,0
03/2/2021 01H,0
03/2/2021 00H,0
03/1/2021 23H,0
03/1/2021 22H,0
03/1/2021 21H,0
03/1/2021 20H,0
03/1/2021 19H,0
03/1/2021 18H,0
03/1/2021 17H,0
03/1/2021 16H,0
03/1/2021 15H,0
03/1/2021 14H,0
03/1/2021 13H,0
03/1/2021 12H,0
03/1/2021 11H,0
03/1/2021 10H,0
03/1/2021 09H,0
03/1/2021 08H,0
03/1/2021 07H,0
03/1/2021 06H,-1
03/1/2021 05H,-1
03/1/2021 04H,0
03/1/2021 03H,0
03/1/2021 02H,0
03/1/2021 01H,0
03/1/2021 00H,0
02/28/2021 23H,0
02/28/2021 22H,0
02/28/2021 21H,0
02/28/2021 20H,0
02/28/2021 19H,0
02/28/2021 18H,0
02/28/2021 17H,0
02/28/2021 16H,0
02/28/2021 15H,0
02/28/2021 14H,0
02/28/2021 13H,0
02/28/2021 12H,0
02/28/2021 11H,0
02/28/2021 10H,0
02/28/2021 09H,0
02/28/2021 08H,0
02/28/2021 07H,-1
02/28/2021 06H,0
02/28/2021 05H,0
02/28/2021 04H,0
02/28/2021 03H,0
02/28/2021 02H,0
02/28/2021 01H,0
02/28/2021 00H,0
02/27/2021 23H,0
02/27/2021 22H,0
02/27/2021 21H,0
02/27/2021 20H,0
02/27/2021 19H,0
02/27/2021 18H,0
02/27/2021 17H,0
02/27/2021 16H,0
02/27/2021 15H,0
02/27/2021 14H,0
02/27/2021 13H,0
02/27/2021 12H,0
02/27/2021 11H,0
02/27/2021 10H,0
02/27/2021 09H,0
02/27/2021 08H,-1
02/27/2021 07H,0
02/27/2021 06H,0
02/27/2021 05H,0
02/27/2021 04H,0
02/27/2021 03H,0
02/27/2021 02H,0
02/27/2021 01H,0
02/27/2021 00H,0
02/26/2021 23H,0
02/26/2021 22H,0
02/26/2021 21H,0
02/26/2021 20H,0
02/26/2021 19H,0
02/26/2021 18H,0
02/26/2021 17H,0
02/26/2021 16H,0
02/26/2021 15H,0
02/26/2021 14H,0
02/26/2021 13H,0
02/26/2021 12H,0
02/26/2021 11H,0
02/26/2021 10H,0
02/26/2021 09H,-1
02/26/2021 08H,0
02/26/2021 07H,0
02/26/2021 06H,0
02/26/2021 05H,-1
02/26/2021 04H,-1
02/26/2021 03H,0
02/26/2021 02H,0
02/26/2021 01H,0
02/26/2021 00H,0
02/25/2021 23H,0
02/25/2021 22H,0
02/25/2021 21H,0
02/25/2021 20H,0
02/25/2021 19H,0
02/25/2021 18H,0
02/25/2021 17H,0
02/25/2021 16H,0
02/25/2021 15H,0
02/25/2021 14H,0
02/25/2021 13H,0
02/25/2021 12H,0
02/25/2021 11H,-1
02/25/2021 10H,0
02/25/2021 09H,0
02/25/2021 08H,0
02/25/2021 07H,0
02/25/2021 06H,0
02/25/2021 05H,0
02/25/2021 04H,0
02/25/2021 03H,0
02/25/2021 02H,0
02/25/2021 01H,0
02/25/2021 00H,0
02/24/2021 23H,0
02/24/2021 22H,0
02/24/2021 21H,0
02/24/2021 20H,0
02/24/2021 19H,0
02/24/2021 18H,0
02/24/2021 17H,0
02/24/2021 16H,0
02/24/2021 15H,0
02/24/2021 14H,0
02/24/2021 13H,-1
02/24/2021 12H,0
02/24/2021 11H,0
02/24/2021 10H,0
02/24/2021 09H,0
02/24/2021 08H,0
02/24/2021 07H,0
02/24/2021 06H,0
02/24/2021 05H,0
02/24/2021 04H,0
02/24/2021 03H,0
02/24/2021 02H,0
02/24/2021 01H,0
02/24/2021 00H,0
02/23/2021 23H,0
02/23/2021 22H,0
02/23/2021 21H,0
02/23/2021 20H,0
02/23/2021 19H,0
02/23/2021 18H,0
02/23/2021 17H,0
02/23/2021 16H,0
02/23/2021 15H,0
02/23/2021 14H,-1
02/23/2021 13H,0
02/23/2021 12H,0
02/23/2021 11H,0
02/23/2021 10H,-1
02/23/2021 09H,0
02/23/2021 08H,0
02/23/2021 07H,0
02/23/2021 06H,0
02/23/2021 05H,0
02/23/2021 04H,0
02/23/2021 03H,0
02/23/2021 02H,0
02/23/2021 01H,0
02/23/2021 00H,0
02/22/2021 23H,0
02/22/2021 22H,0
02/22/2021 21H,0
02/22/2021 20H,0
02/22/2021 19H,0
02/22/2021 18H,0
02/22/2021 17H,0
02/22/2021 16H,-1
02/22/2021 15H,0
02/22/2021 14H,0
02/22/2021 13H,0
02/22/2021 12H,0
02/22/2021 11H,0
02/22/2021 10H,0
02/22/2021 09H,0
02/22/2021 08H,0
02/22/2021 07H,0
02/22/2021 06H,0
02/22/2021 05H,-1
02/22/2021 04H,0
02/22/2021 03H,0
02/22/2021 02H,0
02/22/2021 01H,0
02/22/2021 00H,0
02/21/2021 23H,0
02/21/2021 22H,0
02/21/2021 21H,0
02/21/2021 20H,0
02/21/2021 19H,-1
02/21/2021 18H,0
02/21/2021 17H,0
02/21/2021 16H,0
02/21/2021 15H,0
02/21/2021 14H,6
02/21/2021 13H,235
02/21/2021 12H,253
02/21/2021 11H,287
02/21/2021 10H,227
02/21/2021 09H,232
02/21/2021 08H,216
02/21/2021 07H,215
02/21/2021 06H,254
02/21/2021 05H,420
02/21/2021 04H,164
02/21/2021 03H,-1
02/21/2021 02H,0
02/21/2021 01H,0
02/21/2021 00H,0
02/20/2021 23H,-1
02/20/2021 22H,0
02/20/2021 21H,0
02/20/2021 20H,0
02/20/2021 19H,0
02/20/2021 18H,0
02/20/2021 17H,0
02/20/2021 16H,0
02/20/2021 15H,0
02/20/2021 14H,-1
02/20/2021 13H,0
02/20/2021 12H,0
02/20/2021 11H,0
02/20/2021 10H,0
02/20/2021 09H,0
02/20/2021 08H,0
02/20/2021 07H,0
02/20/2021 06H,0
02/20/2021 05H,0
02/20/2021 04H,70
02/20/2021 03H,148
02/20/2021 02H,149
02/20/2021 01H,149
02/20/2021 00H,137
02/19/2021 23H,68
02/19/2021 22H,69
02/19/2021 21H,71
02/19/2021 20H,69
02/19/2021 19H,127
02/19/2021 18H,282
02/19/2021 17H,354
02/19/2021 16H,466
02/19/2021 15H,656
02/19/2021 14H,798
02/19/2021 13H,959
02/19/2021 12H,649
02/19/2021 11H,231
02/19/2021 10H,49
02/19/2021 09H,0
02/19/2021 08H,0
02/19/2021 07H,0
02/19/2021 06H,0
02/19/2021 05H,146
02/19/2021 04H,644
02/19/2021 03H,1003
02/19/2021 02H,1044
02/19/2021 01H,1136
02/19/2021 00H,1358
02/18/2021 23H,1021
02/18/2021 22H,858
02/18/2021 21H,739
02/18/2021 20H,715
02/18/2021 19H,805
02/18/2021 18H,1038
02/18/2021 17H,1226
02/18/2021 16H,1169
02/18/2021 15H,1081
02/18/2021 14H,730
02/18/2021 13H,528
02/18/2021 12H,146
02/18/2021 11H,0
02/18/2021 10H,0
02/18/2021 09H,0
02/18/2021 08H,0
02/18/2021 07H,0
02/18/2021 06H,0
02/18/2021 05H,0
02/18/2021 04H,-1
02/18/2021 03H,0
02/18/2021 02H,0
02/18/2021 01H,0
02/18/2021 00H,0
02/17/2021 23H,0
02/17/2021 22H,0
02/17/2021 21H,0
02/17/2021 20H,-1
02/17/2021 19H,-1
02/17/2021 18H,-1
02/17/2021 17H,-1
02/17/2021 16H,163
02/17/2021 15H,200
02/17/2021 14H,588
02/17/2021 13H,898
02/17/2021 12H,731
02/17/2021 11H,78
02/17/2021 10H,0
02/17/2021 09H,-1
02/17/2021 08H,20
02/17/2021 07H,184
02/17/2021 06H,60
02/17/2021 05H,0
02/17/2021 04H,0
02/17/2021 03H,0
02/17/2021 02H,0
02/17/2021 01H,0
02/17/2021 00H,0
02/16/2021 23H,0
02/16/2021 22H,0
02/16/2021 21H,0
02/16/2021 20H,0
02/16/2021 19H,0
02/16/2021 18H,0
02/16/2021 17H,0
02/16/2021 16H,0
02/16/2021 15H,0
02/16/2021 14H,0
02/16/2021 13H,0
02/16/2021 12H,0
02/16/2021 11H,0
02/16/2021 10H,0
02/16/2021 09H,-1
02/16/2021 08H,0
02/16/2021 07H,0
02/16/2021 06H,0
02/16/2021 05H,0
02/16/2021 04H,0
02/16/2021 03H,-1
02/16/2021 02H,0
02/16/2021 01H,0
02/16/2021 00H,0
02/15/2021 23H,0
02/15/2021 22H,0
02/15/2021 21H,0
02/15/2021 20H,15
02/15/2021 19H,15
02/15/2021 18H,56
02/15/2021 17H,58
02/15/2021 16H,89
02/15/2021 15H,7
02/15/2021 14H,0
02/15/2021 13H,-1
02/15/2021 12H,0
02/15/2021 11H,0
02/15/2021 10H,0
02/15/2021 09H,0
02/15/2021 08H,0
02/15/2021 07H,0
02/15/2021 06H,0
02/15/2021 05H,0
02/15/2021 04H,-1
02/15/2021 03H,0
02/15/2021 02H,0
02/15/2021 01H,0
02/15/2021 00H,0
02/14/2021 23H,0
02/14/2021 22H,0
02/14/2021 21H,0
02/14/2021 20H,0
02/14/2021 19H,0
02/14/2021 18H,0
02/14/2021 17H,-1
02/14/2021 16H,0
02/14/2021 15H,0
02/14/2021 14H,0
02/14/2021 13H,0
02/14/2021 12H,0
02/14/2021 11H,-2
02/14/2021 10H,-2
02/14/2021 09H,0
02/14/2021 08H,0
02/14/2021 07H,0
02/14/2021 06H,0
02/14/2021 05H,0
02/14/2021 04H,0
02/14/2021 03H,0
02/14/2021 02H,0
02/14/2021 01H,0
02/14/2021 00H,0
02/13/2021 23H,53
02/13/2021 22H,69
02/13/2021 21H,74
02/13/2021 20H,99
02/13/2021 19H,99
