Net generation from petroleum for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.OIL.H
19:06:54 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.OIL.H megawatthours
07/20/2020 21H,154
07/20/2020 20H,161
07/20/2020 19H,160
07/20/2020 18H,112
07/20/2020 17H,0
07/20/2020 16H,0
07/20/2020 15H,0
07/20/2020 14H,0
07/20/2020 13H,0
07/20/2020 12H,0
07/20/2020 11H,0
07/20/2020 10H,0
07/20/2020 09H,0
07/20/2020 08H,0
07/20/2020 07H,0
07/20/2020 06H,0
07/20/2020 05H,0
07/20/2020 04H,0
07/20/2020 03H,0
07/20/2020 02H,0
07/20/2020 01H,-1
07/20/2020 00H,0
07/19/2020 23H,0
07/19/2020 22H,0
07/19/2020 21H,0
07/19/2020 20H,0
07/19/2020 19H,0
07/19/2020 18H,0
07/19/2020 17H,0
07/19/2020 16H,0
07/19/2020 15H,0
07/19/2020 14H,0
07/19/2020 13H,0
07/19/2020 12H,0
07/19/2020 11H,0
07/19/2020 10H,0
07/19/2020 09H,0
07/19/2020 08H,0
07/19/2020 07H,0
07/19/2020 06H,0
07/19/2020 05H,0
07/19/2020 04H,0
07/19/2020 03H,-1
07/19/2020 02H,0
07/19/2020 01H,0
07/19/2020 00H,0
07/18/2020 23H,0
07/18/2020 22H,0
07/18/2020 21H,0
07/18/2020 20H,0
07/18/2020 19H,0
07/18/2020 18H,0
07/18/2020 17H,0
07/18/2020 16H,0
07/18/2020 15H,0
07/18/2020 14H,0
07/18/2020 13H,0
07/18/2020 12H,0
07/18/2020 11H,0
07/18/2020 10H,0
07/18/2020 09H,0
07/18/2020 08H,0
07/18/2020 07H,0
07/18/2020 06H,-1
07/18/2020 05H,0
07/18/2020 04H,0
07/18/2020 03H,0
07/18/2020 02H,0
07/18/2020 01H,0
07/18/2020 00H,0
07/17/2020 23H,0
07/17/2020 22H,0
07/17/2020 21H,0
07/17/2020 20H,0
07/17/2020 19H,0
07/17/2020 18H,0
07/17/2020 17H,0
07/17/2020 16H,0
07/17/2020 15H,0
07/17/2020 14H,0
07/17/2020 13H,0
07/17/2020 12H,0
07/17/2020 11H,0
07/17/2020 10H,0
07/17/2020 09H,0
07/17/2020 08H,-1
07/17/2020 07H,0
07/17/2020 06H,0
07/17/2020 05H,0
07/17/2020 04H,0
07/17/2020 03H,0
07/17/2020 02H,0
07/17/2020 01H,0
07/17/2020 00H,0
07/16/2020 23H,0
07/16/2020 22H,0
07/16/2020 21H,0
07/16/2020 20H,0
07/16/2020 19H,0
07/16/2020 18H,0
07/16/2020 17H,0
07/16/2020 16H,0
07/16/2020 15H,0
07/16/2020 14H,0
07/16/2020 13H,0
07/16/2020 12H,0
07/16/2020 11H,-1
07/16/2020 10H,0
07/16/2020 09H,0
07/16/2020 08H,0
07/16/2020 07H,0
07/16/2020 06H,0
07/16/2020 05H,0
07/16/2020 04H,0
07/16/2020 03H,0
07/16/2020 02H,0
07/16/2020 01H,0
07/16/2020 00H,0
07/15/2020 23H,0
07/15/2020 22H,0
07/15/2020 21H,0
07/15/2020 20H,0
07/15/2020 19H,0
07/15/2020 18H,0
07/15/2020 17H,0
07/15/2020 16H,0
07/15/2020 15H,0
07/15/2020 14H,0
07/15/2020 13H,-1
07/15/2020 12H,0
07/15/2020 11H,0
07/15/2020 10H,0
07/15/2020 09H,0
07/15/2020 08H,0
07/15/2020 07H,0
07/15/2020 06H,0
07/15/2020 05H,0
07/15/2020 04H,0
07/15/2020 03H,0
07/15/2020 02H,0
07/15/2020 01H,0
07/15/2020 00H,0
07/14/2020 23H,0
07/14/2020 22H,0
07/14/2020 21H,0
07/14/2020 20H,0
07/14/2020 19H,0
07/14/2020 18H,112
07/14/2020 17H,20
07/14/2020 16H,-1
07/14/2020 15H,0
07/14/2020 14H,0
07/14/2020 13H,0
07/14/2020 12H,0
07/14/2020 11H,0
07/14/2020 10H,0
07/14/2020 09H,0
07/14/2020 08H,0
07/14/2020 07H,-2
07/14/2020 06H,0
07/14/2020 05H,0
07/14/2020 04H,0
07/14/2020 03H,0
07/14/2020 02H,0
07/14/2020 01H,0
07/14/2020 00H,0
07/13/2020 23H,0
07/13/2020 22H,0
07/13/2020 21H,0
07/13/2020 20H,0
07/13/2020 19H,-1
07/13/2020 18H,0
07/13/2020 17H,0
07/13/2020 16H,0
07/13/2020 15H,0
07/13/2020 14H,0
07/13/2020 13H,0
07/13/2020 12H,0
07/13/2020 11H,0
07/13/2020 10H,0
07/13/2020 09H,0
07/13/2020 08H,-3
07/13/2020 07H,-3
07/13/2020 06H,0
07/13/2020 05H,0
07/13/2020 04H,0
07/13/2020 03H,0
07/13/2020 02H,0
07/13/2020 01H,0
07/13/2020 00H,0
07/12/2020 23H,0
07/12/2020 22H,0
07/12/2020 21H,-1
07/12/2020 20H,0
07/12/2020 19H,0
07/12/2020 18H,0
07/12/2020 17H,0
07/12/2020 16H,-1
07/12/2020 15H,-1
07/12/2020 14H,-1
07/12/2020 13H,-1
07/12/2020 12H,0
07/12/2020 11H,0
07/12/2020 10H,0
07/12/2020 09H,0
07/12/2020 08H,0
07/12/2020 07H,0
07/12/2020 06H,0
07/12/2020 05H,0
07/12/2020 04H,0
07/12/2020 03H,0
07/12/2020 02H,0
07/12/2020 01H,-2
07/12/2020 00H,-1
07/11/2020 23H,0
07/11/2020 22H,0
07/11/2020 21H,0
07/11/2020 20H,0
07/11/2020 19H,0
07/11/2020 18H,0
07/11/2020 17H,0
07/11/2020 16H,0
07/11/2020 15H,0
07/11/2020 14H,9
07/11/2020 13H,0
07/11/2020 12H,0
07/11/2020 11H,-3
07/11/2020 10H,0
07/11/2020 09H,0
07/11/2020 08H,0
07/11/2020 07H,0
07/11/2020 06H,0
07/11/2020 05H,0
07/11/2020 04H,0
07/11/2020 03H,0
07/11/2020 02H,-1
07/11/2020 01H,0
07/11/2020 00H,0
07/10/2020 23H,0
07/10/2020 22H,0
07/10/2020 21H,-1
07/10/2020 20H,-1
07/10/2020 19H,0
07/10/2020 18H,0
07/10/2020 17H,0
07/10/2020 16H,0
07/10/2020 15H,0
07/10/2020 14H,0
07/10/2020 13H,0
07/10/2020 12H,0
07/10/2020 11H,0
07/10/2020 10H,0
07/10/2020 09H,0
07/10/2020 08H,0
07/10/2020 07H,0
07/10/2020 06H,0
07/10/2020 05H,-1
07/10/2020 04H,0
07/10/2020 03H,0
07/10/2020 02H,0
07/10/2020 01H,0
07/10/2020 00H,0
07/9/2020 23H,0
07/9/2020 22H,0
07/9/2020 21H,0
07/9/2020 20H,0
07/9/2020 19H,0
07/9/2020 18H,0
07/9/2020 17H,0
07/9/2020 16H,0
07/9/2020 15H,0
07/9/2020 14H,0
07/9/2020 13H,0
07/9/2020 12H,0
07/9/2020 11H,0
07/9/2020 10H,0
07/9/2020 09H,0
07/9/2020 08H,0
07/9/2020 07H,-4
07/9/2020 06H,-1
07/9/2020 05H,0
07/9/2020 04H,0
07/9/2020 03H,0
07/9/2020 02H,0
07/9/2020 01H,0
07/9/2020 00H,0
07/8/2020 23H,0
07/8/2020 22H,0
07/8/2020 21H,0
07/8/2020 20H,0
07/8/2020 19H,0
07/8/2020 18H,0
07/8/2020 17H,0
07/8/2020 16H,0
07/8/2020 15H,0
07/8/2020 14H,0
07/8/2020 13H,0
07/8/2020 12H,0
07/8/2020 11H,0
07/8/2020 10H,0
07/8/2020 09H,0
07/8/2020 08H,-1
07/8/2020 07H,0
07/8/2020 06H,0
07/8/2020 05H,-3
07/8/2020 04H,0
07/8/2020 03H,0
07/8/2020 02H,0
07/8/2020 01H,0
07/8/2020 00H,0
07/7/2020 23H,0
07/7/2020 22H,0
07/7/2020 21H,0
07/7/2020 20H,0
07/7/2020 19H,0
07/7/2020 18H,0
07/7/2020 17H,0
07/7/2020 16H,0
07/7/2020 15H,0
07/7/2020 14H,0
07/7/2020 13H,0
07/7/2020 12H,0
07/7/2020 11H,0
07/7/2020 10H,-1
07/7/2020 09H,0
07/7/2020 08H,0
07/7/2020 07H,0
07/7/2020 06H,0
07/7/2020 05H,0
07/7/2020 04H,0
07/7/2020 03H,0
07/7/2020 02H,0
07/7/2020 01H,0
07/7/2020 00H,0
07/6/2020 23H,0
07/6/2020 22H,0
07/6/2020 21H,0
07/6/2020 20H,0
07/6/2020 19H,0
07/6/2020 18H,0
07/6/2020 17H,0
07/6/2020 16H,0
07/6/2020 15H,0
07/6/2020 14H,0
07/6/2020 13H,0
07/6/2020 12H,-1
07/6/2020 11H,0
07/6/2020 10H,0
07/6/2020 09H,0
07/6/2020 08H,0
07/6/2020 07H,0
07/6/2020 06H,0
07/6/2020 05H,0
07/6/2020 04H,0
07/6/2020 03H,0
07/6/2020 02H,0
07/6/2020 01H,0
07/6/2020 00H,0
07/5/2020 23H,0
07/5/2020 22H,0
07/5/2020 21H,0
07/5/2020 20H,0
07/5/2020 19H,0
07/5/2020 18H,0
07/5/2020 17H,0
07/5/2020 16H,0
07/5/2020 15H,0
07/5/2020 14H,-1
07/5/2020 13H,0
07/5/2020 12H,0
07/5/2020 11H,0
07/5/2020 10H,0
07/5/2020 09H,0
07/5/2020 08H,0
07/5/2020 07H,0
07/5/2020 06H,0
07/5/2020 05H,0
07/5/2020 04H,0
07/5/2020 03H,0
07/5/2020 02H,0
07/5/2020 01H,0
07/5/2020 00H,0
07/4/2020 23H,0
07/4/2020 22H,0
07/4/2020 21H,0
07/4/2020 20H,0
07/4/2020 19H,0
07/4/2020 18H,0
07/4/2020 17H,0
07/4/2020 16H,-1
07/4/2020 15H,0
07/4/2020 14H,0
07/4/2020 13H,0
07/4/2020 12H,0
07/4/2020 11H,0
07/4/2020 10H,0
07/4/2020 09H,0
07/4/2020 08H,0
07/4/2020 07H,-2
07/4/2020 06H,0
07/4/2020 05H,0
07/4/2020 04H,0
07/4/2020 03H,0
07/4/2020 02H,0
07/4/2020 01H,0
07/4/2020 00H,0
07/3/2020 23H,0
07/3/2020 22H,0
07/3/2020 21H,0
07/3/2020 20H,0
07/3/2020 19H,0
07/3/2020 18H,-1
07/3/2020 17H,0
07/3/2020 16H,0
07/3/2020 15H,0
07/3/2020 14H,0
07/3/2020 13H,0
07/3/2020 12H,0
07/3/2020 11H,0
07/3/2020 10H,0
07/3/2020 09H,0
07/3/2020 08H,0
07/3/2020 07H,0
07/3/2020 06H,0
07/3/2020 05H,0
07/3/2020 04H,0
07/3/2020 03H,0
07/3/2020 02H,0
07/3/2020 01H,0
07/3/2020 00H,0
07/2/2020 23H,0
07/2/2020 22H,0
07/2/2020 21H,0
07/2/2020 20H,-1
07/2/2020 19H,0
07/2/2020 18H,0
07/2/2020 17H,0
07/2/2020 16H,0
07/2/2020 15H,0
07/2/2020 14H,0
07/2/2020 13H,0
07/2/2020 12H,0
07/2/2020 11H,0
07/2/2020 10H,0
07/2/2020 09H,0
07/2/2020 08H,0
07/2/2020 07H,0
07/2/2020 06H,0
07/2/2020 05H,0
07/2/2020 04H,0
07/2/2020 03H,0
07/2/2020 02H,0
07/2/2020 01H,0
07/2/2020 00H,0
07/1/2020 23H,-1
07/1/2020 22H,0
07/1/2020 21H,0
07/1/2020 20H,0
07/1/2020 19H,0
07/1/2020 18H,0
07/1/2020 17H,0
07/1/2020 16H,0
07/1/2020 15H,0
07/1/2020 14H,0
07/1/2020 13H,0
07/1/2020 12H,0
07/1/2020 11H,0
07/1/2020 10H,0
07/1/2020 09H,0
07/1/2020 08H,0
07/1/2020 07H,0
07/1/2020 06H,0
07/1/2020 05H,0
07/1/2020 04H,0
07/1/2020 03H,0
07/1/2020 02H,0
07/1/2020 01H,-1
07/1/2020 00H,0
06/30/2020 23H,0
06/30/2020 22H,0
06/30/2020 21H,0
06/30/2020 20H,0
06/30/2020 19H,0
06/30/2020 18H,0
06/30/2020 17H,0
06/30/2020 16H,0
06/30/2020 15H,0
06/30/2020 14H,0
06/30/2020 13H,0
06/30/2020 12H,0
06/30/2020 11H,0
06/30/2020 10H,0
06/30/2020 09H,0
06/30/2020 08H,0
06/30/2020 07H,0
06/30/2020 06H,0
06/30/2020 05H,0
06/30/2020 04H,-1
06/30/2020 03H,0
06/30/2020 02H,0
06/30/2020 01H,0
06/30/2020 00H,0
06/29/2020 23H,0
06/29/2020 22H,0
06/29/2020 21H,0
06/29/2020 20H,0
06/29/2020 19H,0
06/29/2020 18H,0
06/29/2020 17H,0
06/29/2020 16H,0
06/29/2020 15H,0
06/29/2020 14H,0
06/29/2020 13H,0
06/29/2020 12H,0
06/29/2020 11H,0
06/29/2020 10H,0
06/29/2020 09H,0
06/29/2020 08H,0
06/29/2020 07H,-1
06/29/2020 06H,0
06/29/2020 05H,0
06/29/2020 04H,0
06/29/2020 03H,0
06/29/2020 02H,0
06/29/2020 01H,0
06/29/2020 00H,0
06/28/2020 23H,0
06/28/2020 22H,0
06/28/2020 21H,0
06/28/2020 20H,0
06/28/2020 19H,0
06/28/2020 18H,0
06/28/2020 17H,0
06/28/2020 16H,0
06/28/2020 15H,0
06/28/2020 14H,0
06/28/2020 13H,0
06/28/2020 12H,0
06/28/2020 11H,0
06/28/2020 10H,0
06/28/2020 09H,-1
06/28/2020 08H,0
06/28/2020 07H,0
06/28/2020 06H,0
06/28/2020 05H,0
06/28/2020 04H,0
06/28/2020 03H,0
06/28/2020 02H,0
06/28/2020 01H,0
06/28/2020 00H,0
06/27/2020 23H,0
06/27/2020 22H,0
06/27/2020 21H,0
06/27/2020 20H,0
06/27/2020 19H,0
06/27/2020 18H,0
06/27/2020 17H,0
06/27/2020 16H,0
06/27/2020 15H,0
06/27/2020 14H,0
06/27/2020 13H,0
06/27/2020 12H,0
06/27/2020 11H,-1
06/27/2020 10H,0
06/27/2020 09H,0
06/27/2020 08H,0
06/27/2020 07H,0
06/27/2020 06H,0
06/27/2020 05H,0
06/27/2020 04H,0
06/27/2020 03H,0
06/27/2020 02H,0
06/27/2020 01H,0
06/27/2020 00H,0
06/26/2020 23H,0
06/26/2020 22H,0
06/26/2020 21H,0
06/26/2020 20H,0
06/26/2020 19H,0
06/26/2020 18H,3
06/26/2020 17H,0
06/26/2020 16H,0
06/26/2020 15H,0
06/26/2020 14H,-1
06/26/2020 13H,0
06/26/2020 12H,0
06/26/2020 11H,0
06/26/2020 10H,0
06/26/2020 09H,0
06/26/2020 08H,0
06/26/2020 07H,0
06/26/2020 06H,0
06/26/2020 05H,0
06/26/2020 04H,0
06/26/2020 03H,0
06/26/2020 02H,0
06/26/2020 01H,0
06/26/2020 00H,0
06/25/2020 23H,0
06/25/2020 22H,0
06/25/2020 21H,0
06/25/2020 20H,0
06/25/2020 19H,0
06/25/2020 18H,0
06/25/2020 17H,0
06/25/2020 16H,0
06/25/2020 15H,-1
06/25/2020 14H,0
06/25/2020 13H,0
06/25/2020 12H,0
06/25/2020 11H,0
06/25/2020 10H,0
06/25/2020 09H,0
06/25/2020 08H,0
06/25/2020 07H,0
06/25/2020 06H,0
06/25/2020 05H,0
06/25/2020 04H,0
06/25/2020 03H,0
06/25/2020 02H,0
06/25/2020 01H,0
06/25/2020 00H,0
06/24/2020 23H,0
06/24/2020 22H,0
06/24/2020 21H,0
06/24/2020 20H,0
06/24/2020 19H,0
06/24/2020 18H,-1
06/24/2020 17H,0
06/24/2020 16H,0
06/24/2020 15H,0
06/24/2020 14H,0
06/24/2020 13H,0
06/24/2020 12H,0
06/24/2020 11H,0
06/24/2020 10H,0
06/24/2020 09H,0
06/24/2020 08H,0
06/24/2020 07H,0
06/24/2020 06H,0
06/24/2020 05H,0
06/24/2020 04H,0
06/24/2020 03H,0
06/24/2020 02H,0
06/24/2020 01H,0
06/24/2020 00H,0
06/23/2020 23H,0
06/23/2020 22H,0
06/23/2020 21H,0
06/23/2020 20H,-1
06/23/2020 19H,0
06/23/2020 18H,0
06/23/2020 17H,0
06/23/2020 16H,0
06/23/2020 15H,0
06/23/2020 14H,0
06/23/2020 13H,0
06/23/2020 12H,0
06/23/2020 11H,0
06/23/2020 10H,0
06/23/2020 09H,0
06/23/2020 08H,0
06/23/2020 07H,0
06/23/2020 06H,0
06/23/2020 05H,0
06/23/2020 04H,0
06/23/2020 03H,0
06/23/2020 02H,0
06/23/2020 01H,0
06/23/2020 00H,0
06/22/2020 23H,0
06/22/2020 22H,-1
06/22/2020 21H,0
06/22/2020 20H,0
06/22/2020 19H,0
06/22/2020 18H,0
06/22/2020 17H,0
06/22/2020 16H,0
06/22/2020 15H,0
06/22/2020 14H,0
06/22/2020 13H,0
06/22/2020 12H,0
06/22/2020 11H,0
06/22/2020 10H,0
06/22/2020 09H,0
06/22/2020 08H,0
06/22/2020 07H,0
06/22/2020 06H,0
06/22/2020 05H,0
06/22/2020 04H,0
06/22/2020 03H,0
06/22/2020 02H,0
06/22/2020 01H,0
06/22/2020 00H,-1
06/21/2020 23H,0
06/21/2020 22H,0
06/21/2020 21H,0
06/21/2020 20H,0
06/21/2020 19H,0
06/21/2020 18H,0
06/21/2020 17H,0
06/21/2020 16H,0
06/21/2020 15H,0
06/21/2020 14H,0
06/21/2020 13H,0
06/21/2020 12H,0
06/21/2020 11H,0
06/21/2020 10H,0
06/21/2020 09H,0
06/21/2020 08H,0
06/21/2020 07H,0
06/21/2020 06H,0
06/21/2020 05H,0
06/21/2020 04H,0
06/21/2020 03H,0
06/21/2020 02H,0
06/21/2020 01H,-1
06/21/2020 00H,0
06/20/2020 23H,0
06/20/2020 22H,0
06/20/2020 21H,0
06/20/2020 20H,0
06/20/2020 19H,0
06/20/2020 18H,0
06/20/2020 17H,0
06/20/2020 16H,0
06/20/2020 15H,0
06/20/2020 14H,0
06/20/2020 13H,0
06/20/2020 12H,0
06/20/2020 11H,0
06/20/2020 10H,0
06/20/2020 09H,0
06/20/2020 08H,0
06/20/2020 07H,0
06/20/2020 06H,0
06/20/2020 05H,0
06/20/2020 04H,0
06/20/2020 03H,-1
06/20/2020 02H,0
06/20/2020 01H,0
06/20/2020 00H,0
06/19/2020 23H,0
06/19/2020 22H,0
06/19/2020 21H,0
06/19/2020 20H,0
06/19/2020 19H,0
06/19/2020 18H,0
06/19/2020 17H,0
06/19/2020 16H,0
06/19/2020 15H,0
06/19/2020 14H,0
06/19/2020 13H,0
06/19/2020 12H,0
06/19/2020 11H,0
06/19/2020 10H,0
06/19/2020 09H,0
06/19/2020 08H,0
06/19/2020 07H,0
06/19/2020 06H,0
06/19/2020 05H,-1
06/19/2020 04H,0
06/19/2020 03H,0
06/19/2020 02H,0
06/19/2020 01H,0
06/19/2020 00H,0
06/18/2020 23H,0
06/18/2020 22H,0
06/18/2020 21H,0
06/18/2020 20H,0
06/18/2020 19H,0
06/18/2020 18H,0
06/18/2020 17H,0
06/18/2020 16H,0
06/18/2020 15H,0
06/18/2020 14H,0
06/18/2020 13H,0
06/18/2020 12H,0
06/18/2020 11H,0
06/18/2020 10H,0
06/18/2020 09H,0
06/18/2020 08H,0
06/18/2020 07H,0
06/18/2020 06H,-1
06/18/2020 05H,0
06/18/2020 04H,0
06/18/2020 03H,0
06/18/2020 02H,0
06/18/2020 01H,0
06/18/2020 00H,0
06/17/2020 23H,0
06/17/2020 22H,-1
06/17/2020 21H,0
06/17/2020 20H,0
06/17/2020 19H,0
06/17/2020 18H,0
06/17/2020 17H,-1
06/17/2020 16H,0
06/17/2020 15H,0
06/17/2020 14H,0
06/17/2020 13H,0
06/17/2020 12H,-1
06/17/2020 11H,0
06/17/2020 10H,0
06/17/2020 09H,0
06/17/2020 08H,0
06/17/2020 07H,-2
06/17/2020 06H,0
06/17/2020 05H,0
06/17/2020 04H,0
06/17/2020 03H,0
06/17/2020 02H,0
06/17/2020 01H,0
06/17/2020 00H,0
06/16/2020 23H,0
06/16/2020 22H,0
06/16/2020 21H,0
06/16/2020 20H,0
06/16/2020 19H,0
06/16/2020 18H,0
06/16/2020 17H,0
06/16/2020 16H,0
06/16/2020 15H,0
06/16/2020 14H,0
06/16/2020 13H,0
06/16/2020 12H,0
06/16/2020 11H,0
06/16/2020 10H,0
06/16/2020 09H,-3
06/16/2020 08H,0
06/16/2020 07H,0
06/16/2020 06H,-2
06/16/2020 05H,0
06/16/2020 04H,0
06/16/2020 03H,0
06/16/2020 02H,0
06/16/2020 01H,0
06/16/2020 00H,0
06/15/2020 23H,0
06/15/2020 22H,0
06/15/2020 21H,0
06/15/2020 20H,0
06/15/2020 19H,0
06/15/2020 18H,0
06/15/2020 17H,0
06/15/2020 16H,0
06/15/2020 15H,0
06/15/2020 14H,0
06/15/2020 13H,-1
06/15/2020 12H,0
06/15/2020 11H,0
06/15/2020 10H,0
06/15/2020 09H,0
06/15/2020 08H,0
06/15/2020 07H,0
06/15/2020 06H,-2
06/15/2020 05H,0
06/15/2020 04H,0
06/15/2020 03H,0
06/15/2020 02H,0
06/15/2020 01H,0
06/15/2020 00H,0
06/14/2020 23H,0
06/14/2020 22H,0
06/14/2020 21H,0
06/14/2020 20H,0
06/14/2020 19H,0
06/14/2020 18H,0
06/14/2020 17H,0
06/14/2020 16H,-1
06/14/2020 15H,0
06/14/2020 14H,0
06/14/2020 13H,0
06/14/2020 12H,0
06/14/2020 11H,0
06/14/2020 10H,0
06/14/2020 09H,0
06/14/2020 08H,0
06/14/2020 07H,0
06/14/2020 06H,0
06/14/2020 05H,0
06/14/2020 04H,0
06/14/2020 03H,0
06/14/2020 02H,0
06/14/2020 01H,0
06/14/2020 00H,0
06/13/2020 23H,0
06/13/2020 22H,0
06/13/2020 21H,0
06/13/2020 20H,-1
06/13/2020 19H,0
06/13/2020 18H,0
06/13/2020 17H,0
06/13/2020 16H,0
06/13/2020 15H,0
06/13/2020 14H,0
06/13/2020 13H,0
06/13/2020 12H,0
06/13/2020 11H,0
06/13/2020 10H,0
06/13/2020 09H,0
06/13/2020 08H,0
06/13/2020 07H,0
06/13/2020 06H,0
06/13/2020 05H,0
06/13/2020 04H,0
06/13/2020 03H,0
06/13/2020 02H,0
06/13/2020 01H,0
06/13/2020 00H,0
06/12/2020 23H,-1
06/12/2020 22H,0
06/12/2020 21H,0
06/12/2020 20H,0
06/12/2020 19H,0
06/12/2020 18H,0
06/12/2020 17H,0
06/12/2020 16H,0
06/12/2020 15H,0
06/12/2020 14H,0
06/12/2020 13H,0
06/12/2020 12H,0
06/12/2020 11H,0
06/12/2020 10H,0
06/12/2020 09H,0
06/12/2020 08H,0
06/12/2020 07H,0
06/12/2020 06H,0
06/12/2020 05H,0
06/12/2020 04H,0
06/12/2020 03H,-1
06/12/2020 02H,0
06/12/2020 01H,0
06/12/2020 00H,0
06/11/2020 23H,0
06/11/2020 22H,0
06/11/2020 21H,0
06/11/2020 20H,0
06/11/2020 19H,0
06/11/2020 18H,0
06/11/2020 17H,0
06/11/2020 16H,0
06/11/2020 15H,0
06/11/2020 14H,0
06/11/2020 13H,0
06/11/2020 12H,0
06/11/2020 11H,0
06/11/2020 10H,0
06/11/2020 09H,-1
06/11/2020 08H,0
06/11/2020 07H,0
06/11/2020 06H,0
06/11/2020 05H,0
06/11/2020 04H,0
06/11/2020 03H,0
06/11/2020 02H,0
06/11/2020 01H,0
06/11/2020 00H,0
06/10/2020 23H,0
06/10/2020 22H,24
06/10/2020 21H,0
06/10/2020 20H,0
06/10/2020 19H,0
06/10/2020 18H,0
06/10/2020 17H,0
06/10/2020 16H,-1
06/10/2020 15H,0
06/10/2020 14H,0
06/10/2020 13H,0
06/10/2020 12H,0
06/10/2020 11H,0
06/10/2020 10H,0
06/10/2020 09H,0
06/10/2020 08H,0
06/10/2020 07H,0
06/10/2020 06H,0
06/10/2020 05H,0
06/10/2020 04H,0
06/10/2020 03H,24
06/10/2020 02H,0
06/10/2020 01H,0
06/10/2020 00H,0
06/9/2020 23H,0
06/9/2020 22H,-1
06/9/2020 21H,0
06/9/2020 20H,0
06/9/2020 19H,0
06/9/2020 18H,0
06/9/2020 17H,0
06/9/2020 16H,0
06/9/2020 15H,0
06/9/2020 14H,0
06/9/2020 13H,0
06/9/2020 12H,0
06/9/2020 11H,0
06/9/2020 10H,0
06/9/2020 09H,0
06/9/2020 08H,0
06/9/2020 07H,0
06/9/2020 06H,0
06/9/2020 05H,0
06/9/2020 04H,-1
06/9/2020 03H,0
06/9/2020 02H,0
06/9/2020 01H,0
06/9/2020 00H,0
06/8/2020 23H,0
06/8/2020 22H,0
06/8/2020 21H,0
06/8/2020 20H,0
06/8/2020 19H,0
06/8/2020 18H,0
06/8/2020 17H,0
06/8/2020 16H,0
06/8/2020 15H,0
06/8/2020 14H,0
06/8/2020 13H,0
06/8/2020 12H,0
06/8/2020 11H,0
06/8/2020 10H,-1
06/8/2020 09H,0
06/8/2020 08H,0
06/8/2020 07H,0
06/8/2020 06H,0
06/8/2020 05H,0
06/8/2020 04H,0
06/8/2020 03H,0
06/8/2020 02H,0
06/8/2020 01H,0
06/8/2020 00H,0
06/7/2020 23H,0
06/7/2020 22H,0
06/7/2020 21H,0
06/7/2020 20H,0
06/7/2020 19H,0
06/7/2020 18H,0
06/7/2020 17H,0
06/7/2020 16H,0
06/7/2020 15H,-1
06/7/2020 14H,0
06/7/2020 13H,0
06/7/2020 12H,0
06/7/2020 11H,0
06/7/2020 10H,0
06/7/2020 09H,0
06/7/2020 08H,0
06/7/2020 07H,0
06/7/2020 06H,0
06/7/2020 05H,0
06/7/2020 04H,0
06/7/2020 03H,0
06/7/2020 02H,0
06/7/2020 01H,0
06/7/2020 00H,0
06/6/2020 23H,0
06/6/2020 22H,0
06/6/2020 21H,-1
06/6/2020 20H,0
06/6/2020 19H,0
06/6/2020 18H,0
06/6/2020 17H,0
06/6/2020 16H,0
06/6/2020 15H,0
06/6/2020 14H,0
06/6/2020 13H,0
06/6/2020 12H,0
06/6/2020 11H,0
06/6/2020 10H,0
06/6/2020 09H,0
06/6/2020 08H,0
06/6/2020 07H,0
06/6/2020 06H,0
06/6/2020 05H,0
06/6/2020 04H,0
06/6/2020 03H,-1
06/6/2020 02H,0
06/6/2020 01H,0
06/6/2020 00H,0
06/5/2020 23H,0
06/5/2020 22H,0
06/5/2020 21H,0
06/5/2020 20H,0
06/5/2020 19H,0
06/5/2020 18H,0
06/5/2020 17H,0
06/5/2020 16H,0
06/5/2020 15H,0
06/5/2020 14H,0
06/5/2020 13H,0
06/5/2020 12H,0
06/5/2020 11H,0
06/5/2020 10H,0
06/5/2020 09H,-1
06/5/2020 08H,0
06/5/2020 07H,0
06/5/2020 06H,0
06/5/2020 05H,0
06/5/2020 04H,0
06/5/2020 03H,0
06/5/2020 02H,0
06/5/2020 01H,0
06/5/2020 00H,5
06/4/2020 23H,5
06/4/2020 22H,0
06/4/2020 21H,0
06/4/2020 20H,0
06/4/2020 19H,0
06/4/2020 18H,-1
06/4/2020 17H,0
06/4/2020 16H,0
06/4/2020 15H,0
06/4/2020 14H,0
06/4/2020 13H,0
06/4/2020 12H,0
06/4/2020 11H,0
06/4/2020 10H,0
06/4/2020 09H,0
06/4/2020 08H,0
06/4/2020 07H,0
06/4/2020 06H,0
06/4/2020 05H,0
06/4/2020 04H,0
06/4/2020 03H,0
06/4/2020 02H,0
06/4/2020 01H,0
06/4/2020 00H,-1
06/3/2020 23H,0
06/3/2020 22H,0
06/3/2020 21H,0
06/3/2020 20H,0
06/3/2020 19H,0
06/3/2020 18H,0
06/3/2020 17H,0
06/3/2020 16H,0
06/3/2020 15H,0
06/3/2020 14H,0
06/3/2020 13H,0
06/3/2020 12H,0
06/3/2020 11H,0
06/3/2020 10H,0
06/3/2020 09H,0
06/3/2020 08H,0
06/3/2020 07H,0
06/3/2020 06H,0
06/3/2020 05H,0
06/3/2020 04H,-1
06/3/2020 03H,0
