Net generation from petroleum for Mid-Atlantic (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390110&sdid=EBA.MIDA-ALL.NG.OIL.H
19:13:03 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.MIDA-ALL.NG.OIL.H megawatthours
04/23/2019 22H,212
04/23/2019 21H,213
04/23/2019 20H,218
04/23/2019 19H,218
04/23/2019 18H,220
04/23/2019 17H,225
04/23/2019 16H,220
04/23/2019 15H,219
04/23/2019 14H,183
04/23/2019 13H,227
04/23/2019 12H,225
04/23/2019 11H,226
04/23/2019 10H,229
04/23/2019 09H,226
04/23/2019 08H,222
04/23/2019 07H,218
04/23/2019 06H,216
04/23/2019 05H,213
04/23/2019 04H,214
04/23/2019 03H,209
04/23/2019 02H,210
04/23/2019 01H,208
04/23/2019 00H,208
04/22/2019 23H,207
04/22/2019 22H,210
04/22/2019 21H,210
04/22/2019 20H,215
04/22/2019 19H,218
04/22/2019 18H,219
04/22/2019 17H,223
04/22/2019 16H,224
04/22/2019 15H,223
04/22/2019 14H,224
04/22/2019 13H,223
04/22/2019 12H,222
04/22/2019 11H,222
04/22/2019 10H,222
04/22/2019 09H,223
04/22/2019 08H,221
04/22/2019 07H,222
04/22/2019 06H,219
04/22/2019 05H,217
04/22/2019 04H,207
04/22/2019 03H,213
04/22/2019 02H,212
04/22/2019 01H,207
04/22/2019 00H,204
04/21/2019 23H,207
04/21/2019 22H,208
04/21/2019 21H,211
04/21/2019 20H,213
04/21/2019 19H,213
04/21/2019 18H,215
04/21/2019 17H,216
04/21/2019 16H,214
04/21/2019 15H,217
04/21/2019 14H,219
04/21/2019 13H,217
04/21/2019 12H,217
04/21/2019 11H,218
04/21/2019 10H,215
04/21/2019 09H,216
04/21/2019 08H,216
04/21/2019 07H,218
04/21/2019 06H,215
04/21/2019 05H,209
04/21/2019 04H,216
04/21/2019 03H,202
04/21/2019 02H,205
04/21/2019 01H,204
04/21/2019 00H,201
04/20/2019 23H,204
04/20/2019 22H,205
04/20/2019 21H,208
04/20/2019 20H,210
04/20/2019 19H,212
04/20/2019 18H,213
04/20/2019 17H,214
04/20/2019 16H,218
04/20/2019 15H,218
04/20/2019 14H,221
04/20/2019 13H,220
04/20/2019 12H,221
04/20/2019 11H,218
04/20/2019 10H,219
04/20/2019 09H,220
04/20/2019 08H,222
04/20/2019 07H,224
04/20/2019 06H,220
04/20/2019 05H,218
04/20/2019 04H,75
04/20/2019 03H,216
04/20/2019 02H,215
04/20/2019 01H,214
04/20/2019 00H,211
04/19/2019 23H,209
04/19/2019 22H,210
04/19/2019 21H,212
04/19/2019 20H,216
04/19/2019 19H,214
04/19/2019 18H,216
04/19/2019 17H,219
04/19/2019 16H,216
04/19/2019 15H,219
04/19/2019 14H,219
04/19/2019 13H,220
04/19/2019 12H,214
04/19/2019 11H,198
04/19/2019 10H,172
04/19/2019 09H,160
04/19/2019 08H,147
04/19/2019 07H,135
04/19/2019 06H,108
04/19/2019 05H,84
04/19/2019 04H,78
04/19/2019 03H,74
04/19/2019 02H,74
04/19/2019 01H,72
04/19/2019 00H,71
04/18/2019 23H,71
04/18/2019 22H,75
04/18/2019 21H,77
04/18/2019 20H,81
04/18/2019 19H,83
04/18/2019 18H,86
04/18/2019 17H,84
04/18/2019 16H,83
04/18/2019 15H,84
04/18/2019 14H,87
04/18/2019 13H,87
04/18/2019 12H,88
04/18/2019 11H,86
04/18/2019 10H,88
04/18/2019 09H,89
04/18/2019 08H,91
04/18/2019 07H,89
04/18/2019 06H,85
04/18/2019 05H,83
04/18/2019 04H,77
04/18/2019 03H,77
04/18/2019 02H,76
04/18/2019 01H,73
04/18/2019 00H,72
04/17/2019 23H,72
04/17/2019 22H,75
04/17/2019 21H,75
04/17/2019 20H,78
04/17/2019 19H,78
04/17/2019 18H,79
04/17/2019 17H,140
04/17/2019 16H,80
04/17/2019 15H,102
04/17/2019 14H,117
04/17/2019 13H,142
04/17/2019 12H,120
04/17/2019 11H,124
04/17/2019 10H,93
04/17/2019 09H,90
04/17/2019 08H,94
04/17/2019 07H,93
04/17/2019 06H,81
04/17/2019 05H,79
04/17/2019 04H,78
04/17/2019 03H,74
04/17/2019 02H,76
04/17/2019 01H,72
04/17/2019 00H,69
04/16/2019 23H,71
04/16/2019 22H,73
04/16/2019 21H,73
04/16/2019 20H,75
04/16/2019 19H,79
04/16/2019 18H,82
04/16/2019 17H,82
04/16/2019 16H,82
04/16/2019 15H,81
04/16/2019 14H,85
04/16/2019 13H,96
04/16/2019 12H,99
04/16/2019 11H,98
04/16/2019 10H,92
04/16/2019 09H,88
04/16/2019 08H,90
04/16/2019 07H,88
04/16/2019 06H,85
04/16/2019 05H,82
04/16/2019 04H,77
04/16/2019 03H,77
04/16/2019 02H,75
04/16/2019 01H,74
04/16/2019 00H,73
04/15/2019 23H,72
04/15/2019 22H,75
04/15/2019 21H,79
04/15/2019 20H,82
04/15/2019 19H,81
04/15/2019 18H,81
04/15/2019 17H,79
04/15/2019 16H,80
04/15/2019 15H,81
04/15/2019 14H,80
04/15/2019 13H,82
04/15/2019 12H,84
04/15/2019 11H,85
04/15/2019 10H,84
04/15/2019 09H,85
04/15/2019 08H,87
04/15/2019 07H,86
04/15/2019 06H,81
04/15/2019 05H,80
04/15/2019 04H,80
04/15/2019 03H,76
04/15/2019 02H,76
04/15/2019 01H,74
04/15/2019 00H,72
04/14/2019 23H,71
04/14/2019 22H,74
04/14/2019 21H,77
04/14/2019 20H,78
04/14/2019 19H,79
04/14/2019 18H,82
04/14/2019 17H,81
04/14/2019 16H,81
04/14/2019 15H,82
04/14/2019 14H,82
04/14/2019 13H,84
04/14/2019 12H,82
04/14/2019 11H,85
04/14/2019 10H,86
04/14/2019 09H,89
04/14/2019 08H,91
04/14/2019 07H,86
04/14/2019 06H,83
04/14/2019 05H,84
04/14/2019 04H,66
04/14/2019 03H,79
04/14/2019 02H,80
04/14/2019 01H,76
04/14/2019 00H,73
04/13/2019 23H,74
04/13/2019 22H,76
04/13/2019 21H,78
04/13/2019 20H,79
04/13/2019 19H,81
04/13/2019 18H,84
04/13/2019 17H,85
04/13/2019 16H,87
04/13/2019 15H,88
04/13/2019 14H,88
04/13/2019 13H,88
04/13/2019 12H,84
04/13/2019 11H,84
04/13/2019 10H,85
04/13/2019 09H,88
04/13/2019 08H,88
04/13/2019 07H,82
04/13/2019 06H,70
04/13/2019 05H,69
04/13/2019 04H,70
04/13/2019 03H,63
04/13/2019 02H,63
04/13/2019 01H,63
04/13/2019 00H,62
04/12/2019 23H,62
04/12/2019 22H,63
04/12/2019 21H,64
04/12/2019 20H,108
04/12/2019 19H,69
04/12/2019 18H,71
04/12/2019 17H,70
04/12/2019 16H,71
04/12/2019 15H,70
04/12/2019 14H,71
04/12/2019 13H,73
04/12/2019 12H,72
04/12/2019 11H,71
04/12/2019 10H,72
04/12/2019 09H,74
04/12/2019 08H,75
04/12/2019 07H,73
04/12/2019 06H,72
04/12/2019 05H,71
04/12/2019 04H,72
04/12/2019 03H,66
04/12/2019 02H,68
04/12/2019 01H,65
04/12/2019 00H,65
04/11/2019 23H,64
04/11/2019 22H,66
04/11/2019 21H,67
04/11/2019 20H,70
04/11/2019 19H,83
04/11/2019 18H,84
04/11/2019 17H,87
04/11/2019 16H,87
04/11/2019 15H,110
04/11/2019 14H,92
04/11/2019 13H,91
04/11/2019 12H,91
04/11/2019 11H,78
04/11/2019 10H,77
04/11/2019 09H,78
04/11/2019 08H,81
04/11/2019 07H,80
04/11/2019 06H,75
04/11/2019 05H,74
04/11/2019 04H,61
04/11/2019 03H,70
04/11/2019 02H,68
04/11/2019 01H,68
04/11/2019 00H,68
04/10/2019 23H,65
04/10/2019 22H,67
04/10/2019 21H,61
04/10/2019 20H,64
04/10/2019 19H,65
04/10/2019 18H,64
04/10/2019 17H,68
04/10/2019 16H,70
04/10/2019 15H,71
04/10/2019 14H,70
04/10/2019 13H,69
04/10/2019 12H,68
04/10/2019 11H,72
04/10/2019 10H,67
04/10/2019 09H,69
04/10/2019 08H,70
04/10/2019 07H,69
04/10/2019 06H,67
04/10/2019 05H,62
04/10/2019 04H,58
04/10/2019 03H,58
04/10/2019 02H,59
04/10/2019 01H,57
04/10/2019 00H,55
04/9/2019 23H,57
04/9/2019 22H,58
04/9/2019 21H,60
04/9/2019 20H,58
04/9/2019 19H,62
04/9/2019 18H,64
04/9/2019 17H,64
04/9/2019 16H,68
04/9/2019 15H,66
04/9/2019 14H,67
04/9/2019 13H,66
04/9/2019 12H,69
04/9/2019 11H,72
04/9/2019 10H,67
04/9/2019 09H,66
04/9/2019 08H,66
04/9/2019 07H,66
04/9/2019 06H,64
04/9/2019 05H,61
04/9/2019 04H,60
04/9/2019 03H,56
04/9/2019 02H,57
04/9/2019 01H,56
04/9/2019 00H,54
04/8/2019 23H,54
04/8/2019 22H,55
04/8/2019 21H,58
04/8/2019 20H,58
04/8/2019 19H,194
04/8/2019 18H,191
04/8/2019 17H,62
04/8/2019 16H,64
04/8/2019 15H,70
04/8/2019 14H,65
04/8/2019 13H,83
04/8/2019 12H,64
04/8/2019 11H,65
04/8/2019 10H,65
04/8/2019 09H,66
04/8/2019 08H,66
04/8/2019 07H,63
04/8/2019 06H,63
04/8/2019 05H,61
04/8/2019 04H,66
04/8/2019 03H,60
04/8/2019 02H,57
04/8/2019 01H,59
04/8/2019 00H,57
04/7/2019 23H,56
04/7/2019 22H,59
04/7/2019 21H,60
04/7/2019 20H,62
04/7/2019 19H,64
04/7/2019 18H,65
04/7/2019 17H,67
04/7/2019 16H,68
04/7/2019 15H,70
04/7/2019 14H,70
04/7/2019 13H,74
04/7/2019 12H,73
04/7/2019 11H,74
04/7/2019 10H,76
04/7/2019 09H,76
04/7/2019 08H,75
04/7/2019 07H,74
04/7/2019 06H,69
04/7/2019 05H,68
04/7/2019 04H,70
04/7/2019 03H,66
04/7/2019 02H,66
04/7/2019 01H,64
04/7/2019 00H,63
04/6/2019 23H,63
04/6/2019 22H,64
04/6/2019 21H,71
04/6/2019 20H,72
04/6/2019 19H,62
04/6/2019 18H,66
04/6/2019 17H,69
04/6/2019 16H,72
04/6/2019 15H,75
04/6/2019 14H,177
04/6/2019 13H,230
04/6/2019 12H,238
04/6/2019 11H,76
04/6/2019 10H,77
04/6/2019 09H,77
04/6/2019 08H,79
04/6/2019 07H,77
04/6/2019 06H,75
04/6/2019 05H,72
04/6/2019 04H,58
04/6/2019 03H,69
04/6/2019 02H,67
04/6/2019 01H,66
04/6/2019 00H,64
04/5/2019 23H,64
04/5/2019 22H,145
04/5/2019 21H,164
04/5/2019 20H,142
04/5/2019 19H,72
04/5/2019 18H,71
04/5/2019 17H,72
04/5/2019 16H,72
04/5/2019 15H,70
04/5/2019 14H,72
04/5/2019 13H,74
04/5/2019 12H,72
04/5/2019 11H,74
04/5/2019 10H,75
04/5/2019 09H,76
04/5/2019 08H,78
04/5/2019 07H,66
04/5/2019 06H,66
04/5/2019 05H,60
04/5/2019 04H,61
04/5/2019 03H,58
04/5/2019 02H,58
04/5/2019 01H,57
04/5/2019 00H,21
04/4/2019 23H,57
04/4/2019 22H,58
04/4/2019 21H,225
04/4/2019 20H,231
04/4/2019 19H,219
04/4/2019 18H,223
04/4/2019 17H,202
04/4/2019 16H,207
04/4/2019 15H,178
04/4/2019 14H,146
04/4/2019 13H,69
04/4/2019 12H,67
04/4/2019 11H,65
04/4/2019 10H,67
04/4/2019 09H,69
04/4/2019 08H,70
04/4/2019 07H,69
04/4/2019 06H,68
04/4/2019 05H,65
04/4/2019 04H,56
04/4/2019 03H,61
04/4/2019 02H,59
04/4/2019 01H,59
04/4/2019 00H,59
04/3/2019 23H,58
04/3/2019 22H,59
04/3/2019 21H,60
04/3/2019 20H,226
04/3/2019 19H,229
04/3/2019 18H,232
04/3/2019 17H,219
04/3/2019 16H,203
04/3/2019 15H,180
04/3/2019 14H,149
04/3/2019 13H,115
04/3/2019 12H,116
04/3/2019 11H,64
04/3/2019 10H,63
04/3/2019 09H,62
04/3/2019 08H,64
04/3/2019 07H,61
04/3/2019 06H,59
04/3/2019 05H,59
04/3/2019 04H,68
04/3/2019 03H,60
04/3/2019 02H,62
04/3/2019 01H,63
04/3/2019 00H,61
04/2/2019 23H,61
04/2/2019 22H,64
04/2/2019 21H,66
04/2/2019 20H,66
04/2/2019 19H,69
04/2/2019 18H,70
04/2/2019 17H,74
04/2/2019 16H,74
04/2/2019 15H,77
04/2/2019 14H,76
04/2/2019 13H,76
04/2/2019 12H,81
04/2/2019 11H,82
04/2/2019 10H,84
04/2/2019 09H,80
04/2/2019 08H,81
04/2/2019 07H,79
04/2/2019 06H,75
04/2/2019 05H,71
04/2/2019 04H,69
04/2/2019 03H,66
04/2/2019 02H,65
04/2/2019 01H,65
04/2/2019 00H,65
04/1/2019 23H,64
04/1/2019 22H,66
04/1/2019 21H,67
04/1/2019 20H,69
04/1/2019 19H,72
04/1/2019 18H,75
04/1/2019 17H,88
04/1/2019 16H,73
04/1/2019 15H,73
04/1/2019 14H,72
04/1/2019 13H,45
04/1/2019 12H,92
04/1/2019 11H,84
04/1/2019 10H,75
04/1/2019 09H,78
04/1/2019 08H,78
04/1/2019 07H,75
04/1/2019 06H,70
04/1/2019 05H,70
04/1/2019 04H,80
04/1/2019 03H,68
04/1/2019 02H,68
04/1/2019 01H,66
04/1/2019 00H,64
03/31/2019 23H,63
03/31/2019 22H,66
03/31/2019 21H,66
03/31/2019 20H,68
03/31/2019 19H,69
03/31/2019 18H,72
03/31/2019 17H,74
03/31/2019 16H,76
03/31/2019 15H,84
03/31/2019 14H,86
03/31/2019 13H,85
03/31/2019 12H,84
03/31/2019 11H,86
03/31/2019 10H,87
03/31/2019 09H,54
03/31/2019 08H,51
03/31/2019 07H,49
03/31/2019 06H,47
03/31/2019 05H,43
03/31/2019 04H,79
03/31/2019 03H,81
03/31/2019 02H,77
03/31/2019 01H,75
03/31/2019 00H,74
03/30/2019 23H,73
03/30/2019 22H,78
03/30/2019 21H,78
03/30/2019 20H,82
03/30/2019 19H,85
03/30/2019 18H,86
03/30/2019 17H,90
03/30/2019 16H,90
03/30/2019 15H,90
03/30/2019 14H,90
03/30/2019 13H,86
03/30/2019 12H,87
03/30/2019 11H,89
03/30/2019 10H,90
03/30/2019 09H,92
03/30/2019 08H,91
03/30/2019 07H,88
03/30/2019 06H,83
03/30/2019 05H,81
03/30/2019 04H,79
03/30/2019 03H,76
03/30/2019 02H,76
03/30/2019 01H,74
03/30/2019 00H,107
03/29/2019 23H,92
03/29/2019 22H,76
03/29/2019 21H,78
03/29/2019 20H,82
03/29/2019 19H,85
03/29/2019 18H,84
03/29/2019 17H,83
03/29/2019 16H,83
03/29/2019 15H,85
03/29/2019 14H,85
03/29/2019 13H,85
03/29/2019 12H,85
03/29/2019 11H,86
03/29/2019 10H,88
03/29/2019 09H,88
03/29/2019 08H,88
03/29/2019 07H,86
03/29/2019 06H,81
03/29/2019 05H,81
03/29/2019 04H,82
03/29/2019 03H,77
03/29/2019 02H,76
03/29/2019 01H,75
03/29/2019 00H,74
03/28/2019 23H,75
03/28/2019 22H,76
03/28/2019 21H,81
03/28/2019 20H,82
03/28/2019 19H,84
03/28/2019 18H,86
03/28/2019 17H,88
03/28/2019 16H,90
03/28/2019 15H,90
03/28/2019 14H,89
03/28/2019 13H,87
03/28/2019 12H,87
03/28/2019 11H,91
03/28/2019 10H,92
03/28/2019 09H,95
03/28/2019 08H,95
03/28/2019 07H,93
03/28/2019 06H,88
03/28/2019 05H,85
03/28/2019 04H,77
03/28/2019 03H,79
03/28/2019 02H,79
03/28/2019 01H,81
03/28/2019 00H,80
03/27/2019 23H,78
03/27/2019 22H,78
03/27/2019 21H,78
03/27/2019 20H,81
03/27/2019 19H,81
03/27/2019 18H,82
03/27/2019 17H,82
03/27/2019 16H,83
03/27/2019 15H,83
03/27/2019 14H,84
03/27/2019 13H,83
03/27/2019 12H,85
03/27/2019 11H,86
03/27/2019 10H,86
03/27/2019 09H,84
03/27/2019 08H,83
03/27/2019 07H,81
03/27/2019 06H,79
03/27/2019 05H,79
03/27/2019 04H,78
03/27/2019 03H,76
03/27/2019 02H,76
03/27/2019 01H,76
03/27/2019 00H,75
03/26/2019 23H,160
03/26/2019 22H,135
03/26/2019 21H,119
03/26/2019 20H,125
03/26/2019 19H,94
03/26/2019 18H,86
03/26/2019 17H,87
03/26/2019 16H,84
03/26/2019 15H,81
03/26/2019 14H,81
03/26/2019 13H,84
03/26/2019 12H,94
03/26/2019 11H,94
03/26/2019 10H,94
03/26/2019 09H,87
03/26/2019 08H,85
03/26/2019 07H,62
03/26/2019 06H,47
03/26/2019 05H,79
03/26/2019 04H,81
03/26/2019 03H,74
03/26/2019 02H,75
03/26/2019 01H,74
03/26/2019 00H,84
03/25/2019 23H,81
03/25/2019 22H,83
03/25/2019 21H,86
03/25/2019 20H,88
03/25/2019 19H,89
03/25/2019 18H,90
03/25/2019 17H,89
03/25/2019 16H,93
03/25/2019 15H,97
03/25/2019 14H,98
03/25/2019 13H,98
03/25/2019 12H,102
03/25/2019 11H,90
03/25/2019 10H,91
03/25/2019 09H,91
03/25/2019 08H,94
03/25/2019 07H,90
03/25/2019 06H,88
03/25/2019 05H,83
03/25/2019 04H,76
03/25/2019 03H,80
03/25/2019 02H,79
03/25/2019 01H,78
03/25/2019 00H,76
03/24/2019 23H,75
03/24/2019 22H,78
03/24/2019 21H,80
03/24/2019 20H,82
03/24/2019 19H,85
03/24/2019 18H,86
03/24/2019 17H,82
03/24/2019 16H,82
03/24/2019 15H,81
03/24/2019 14H,83
03/24/2019 13H,82
03/24/2019 12H,84
03/24/2019 11H,85
03/24/2019 10H,86
03/24/2019 09H,87
03/24/2019 08H,86
03/24/2019 07H,84
03/24/2019 06H,79
03/24/2019 05H,78
03/24/2019 04H,77
03/24/2019 03H,75
03/24/2019 02H,75
03/24/2019 01H,74
03/24/2019 00H,72
03/23/2019 23H,73
03/23/2019 22H,74
03/23/2019 21H,76
03/23/2019 20H,77
03/23/2019 19H,78
03/23/2019 18H,80
03/23/2019 17H,82
03/23/2019 16H,82
03/23/2019 15H,85
03/23/2019 14H,88
03/23/2019 13H,89
03/23/2019 12H,89
03/23/2019 11H,88
03/23/2019 10H,89
03/23/2019 09H,88
03/23/2019 08H,89
03/23/2019 07H,87
03/23/2019 06H,82
03/23/2019 05H,77
03/23/2019 04H,74
03/23/2019 03H,76
03/23/2019 02H,76
03/23/2019 01H,74
03/23/2019 00H,72
03/22/2019 23H,72
03/22/2019 22H,73
03/22/2019 21H,75
03/22/2019 20H,79
03/22/2019 19H,80
03/22/2019 18H,80
03/22/2019 17H,80
03/22/2019 16H,78
03/22/2019 15H,76
03/22/2019 14H,77
03/22/2019 13H,78
03/22/2019 12H,81
03/22/2019 11H,78
03/22/2019 10H,80
03/22/2019 09H,80
03/22/2019 08H,82
03/22/2019 07H,80
03/22/2019 06H,78
03/22/2019 05H,75
03/22/2019 04H,81
03/22/2019 03H,72
03/22/2019 02H,73
03/22/2019 01H,71
03/22/2019 00H,69
03/21/2019 23H,71
03/21/2019 22H,73
03/21/2019 21H,74
03/21/2019 20H,78
03/21/2019 19H,81
03/21/2019 18H,82
03/21/2019 17H,84
03/21/2019 16H,85
03/21/2019 15H,87
03/21/2019 14H,91
03/21/2019 13H,93
03/21/2019 12H,94
03/21/2019 11H,97
03/21/2019 10H,98
03/21/2019 09H,97
03/21/2019 08H,95
03/21/2019 07H,96
03/21/2019 06H,90
03/21/2019 05H,84
03/21/2019 04H,75
03/21/2019 03H,80
03/21/2019 02H,79
03/21/2019 01H,79
03/21/2019 00H,78
03/20/2019 23H,78
03/20/2019 22H,77
03/20/2019 21H,77
03/20/2019 20H,79
03/20/2019 19H,79
03/20/2019 18H,82
03/20/2019 17H,82
03/20/2019 16H,86
03/20/2019 15H,92
03/20/2019 14H,97
03/20/2019 13H,95
03/20/2019 12H,92
03/20/2019 11H,83
03/20/2019 10H,83
03/20/2019 09H,83
03/20/2019 08H,84
03/20/2019 07H,80
03/20/2019 06H,76
03/20/2019 05H,76
03/20/2019 04H,75
03/20/2019 03H,73
03/20/2019 02H,74
03/20/2019 01H,72
03/20/2019 00H,71
03/19/2019 23H,69
03/19/2019 22H,72
03/19/2019 21H,74
03/19/2019 20H,76
03/19/2019 19H,79
03/19/2019 18H,78
03/19/2019 17H,79
03/19/2019 16H,81
03/19/2019 15H,83
03/19/2019 14H,84
03/19/2019 13H,196
03/19/2019 12H,297
03/19/2019 11H,312
03/19/2019 10H,88
03/19/2019 09H,86
03/19/2019 08H,84
03/19/2019 07H,82
03/19/2019 06H,79
03/19/2019 05H,79
03/19/2019 04H,113
03/19/2019 03H,73
03/19/2019 02H,73
03/19/2019 01H,72
03/19/2019 00H,72
03/18/2019 23H,71
03/18/2019 22H,74
03/18/2019 21H,77
03/18/2019 20H,78
03/18/2019 19H,82
03/18/2019 18H,83
03/18/2019 17H,80
03/18/2019 16H,133
03/18/2019 15H,88
03/18/2019 14H,89
03/18/2019 13H,270
03/18/2019 12H,319
03/18/2019 11H,344
03/18/2019 10H,91
03/18/2019 09H,89
03/18/2019 08H,88
03/18/2019 07H,86
03/18/2019 06H,84
03/18/2019 05H,80
03/18/2019 04H,79
03/18/2019 03H,74
03/18/2019 02H,73
03/18/2019 01H,70
03/18/2019 00H,71
03/17/2019 23H,69
03/17/2019 22H,73
03/17/2019 21H,74
03/17/2019 20H,76
03/17/2019 19H,78
03/17/2019 18H,82
03/17/2019 17H,82
03/17/2019 16H,83
03/17/2019 15H,84
03/17/2019 14H,87
03/17/2019 13H,89
03/17/2019 12H,91
03/17/2019 11H,89
03/17/2019 10H,88
03/17/2019 09H,88
03/17/2019 08H,88
03/17/2019 07H,86
03/17/2019 06H,81
03/17/2019 05H,77
03/17/2019 04H,74
03/17/2019 03H,76
03/17/2019 02H,75
03/17/2019 01H,74
03/17/2019 00H,71
03/16/2019 23H,72
03/16/2019 22H,74
03/16/2019 21H,77
03/16/2019 20H,80
03/16/2019 19H,81
03/16/2019 18H,81
03/16/2019 17H,82
03/16/2019 16H,82
03/16/2019 15H,86
03/16/2019 14H,87
03/16/2019 13H,85
03/16/2019 12H,84
03/16/2019 11H,85
03/16/2019 10H,85
03/16/2019 09H,85
03/16/2019 08H,84
03/16/2019 07H,82
03/16/2019 06H,78
03/16/2019 05H,76
03/16/2019 04H,76
03/16/2019 03H,72
03/16/2019 02H,72
03/16/2019 01H,71
03/16/2019 00H,70
03/15/2019 23H,70
03/15/2019 22H,73
03/15/2019 21H,76
03/15/2019 20H,77
03/15/2019 19H,80
03/15/2019 18H,80
03/15/2019 17H,82
03/15/2019 16H,80
03/15/2019 15H,83
03/15/2019 14H,86
03/15/2019 13H,88
03/15/2019 12H,90
03/15/2019 11H,90
03/15/2019 10H,89
03/15/2019 09H,88
03/15/2019 08H,88
03/15/2019 07H,85
03/15/2019 06H,81
03/15/2019 05H,78
03/15/2019 04H,201
03/15/2019 03H,75
03/15/2019 02H,74
03/15/2019 01H,73
03/15/2019 00H,72
03/14/2019 23H,730
03/14/2019 22H,729
03/14/2019 21H,774
03/14/2019 20H,813
03/14/2019 19H,827
03/14/2019 18H,915
03/14/2019 17H,792
03/14/2019 16H,903
03/14/2019 15H,785
03/14/2019 14H,773
03/14/2019 13H,755
03/14/2019 12H,658
03/14/2019 11H,125
03/14/2019 10H,84
03/14/2019 09H,80
03/14/2019 08H,76
03/14/2019 07H,74
03/14/2019 06H,70
03/14/2019 05H,132
03/14/2019 04H,214
03/14/2019 03H,200
03/14/2019 02H,208
03/14/2019 01H,204
03/14/2019 00H,208
03/13/2019 23H,913
03/13/2019 22H,997
03/13/2019 21H,1001
03/13/2019 20H,1015
03/13/2019 19H,1012
03/13/2019 18H,983
03/13/2019 17H,914
03/13/2019 16H,919
03/13/2019 15H,915
03/13/2019 14H,900
03/13/2019 13H,340
03/13/2019 12H,279
03/13/2019 11H,230
03/13/2019 10H,231
03/13/2019 09H,229
03/13/2019 08H,229
03/13/2019 07H,226
03/13/2019 06H,223
03/13/2019 05H,219
03/13/2019 04H,182
03/13/2019 03H,213
03/13/2019 02H,210
03/13/2019 01H,212
03/13/2019 00H,209
03/12/2019 23H,887
03/12/2019 22H,890
03/12/2019 21H,1075
03/12/2019 20H,1078
03/12/2019 19H,1078
03/12/2019 18H,1041
03/12/2019 17H,978
03/12/2019 16H,919
03/12/2019 15H,899
03/12/2019 14H,900
03/12/2019 13H,295
03/12/2019 12H,288
03/12/2019 11H,249
03/12/2019 10H,232
03/12/2019 09H,225
03/12/2019 08H,223
03/12/2019 07H,222
03/12/2019 06H,208
03/12/2019 05H,196
03/12/2019 04H,169
03/12/2019 03H,114
03/12/2019 02H,159
03/12/2019 01H,142
03/12/2019 00H,121
03/11/2019 23H,761
03/11/2019 22H,740
03/11/2019 21H,742
03/11/2019 20H,745
03/11/2019 19H,566
03/11/2019 18H,569
03/11/2019 17H,562
03/11/2019 16H,560
03/11/2019 15H,560
03/11/2019 14H,581
03/11/2019 13H,582
03/11/2019 12H,562
03/11/2019 11H,485
03/11/2019 10H,125
03/11/2019 09H,124
03/11/2019 08H,128
03/11/2019 07H,121
03/11/2019 06H,120
03/11/2019 05H,117
03/11/2019 04H,112
03/11/2019 03H,112
03/11/2019 02H,111
03/11/2019 01H,109
03/11/2019 00H,193
03/10/2019 23H,867
03/10/2019 22H,865
03/10/2019 21H,867
03/10/2019 20H,869
03/10/2019 19H,868
03/10/2019 18H,870
03/10/2019 17H,872
03/10/2019 16H,870
03/10/2019 15H,844
03/10/2019 14H,745
03/10/2019 13H,132
03/10/2019 12H,131
03/10/2019 11H,87
03/10/2019 10H,90
03/10/2019 09H,89
03/10/2019 08H,86
03/10/2019 07H,81
03/10/2019 06H,81
03/10/2019 05H,76
03/10/2019 04H,75
03/10/2019 03H,75
03/10/2019 02H,75
03/10/2019 01H,72
03/10/2019 00H,74
03/9/2019 23H,75
03/9/2019 22H,77
03/9/2019 21H,79
03/9/2019 20H,80
03/9/2019 19H,80
03/9/2019 18H,80
03/9/2019 17H,82
03/9/2019 16H,84
03/9/2019 15H,88
03/9/2019 14H,90
03/9/2019 13H,91
03/9/2019 12H,90
03/9/2019 11H,89
03/9/2019 10H,90
03/9/2019 09H,90
03/9/2019 08H,88
03/9/2019 07H,85
03/9/2019 06H,81
03/9/2019 05H,207
03/9/2019 04H,77
03/9/2019 03H,76
03/9/2019 02H,74
03/9/2019 01H,81
03/9/2019 00H,190
03/8/2019 23H,211
03/8/2019 22H,213
03/8/2019 21H,217
03/8/2019 20H,388
03/8/2019 19H,392
03/8/2019 18H,387
03/8/2019 17H,392
03/8/2019 16H,398
03/8/2019 15H,413
03/8/2019 14H,387
03/8/2019 13H,391
03/8/2019 12H,393
03/8/2019 11H,392
03/8/2019 10H,216
03/8/2019 09H,217
03/8/2019 08H,212
03/8/2019 07H,210
03/8/2019 06H,207
03/8/2019 05H,216
03/8/2019 04H,208
03/8/2019 03H,207
03/8/2019 02H,209
03/8/2019 01H,226
03/8/2019 00H,226
03/7/2019 23H,212
03/7/2019 22H,212
03/7/2019 21H,214
03/7/2019 20H,217
03/7/2019 19H,219
03/7/2019 18H,218
03/7/2019 17H,350
03/7/2019 16H,482
03/7/2019 15H,461
03/7/2019 14H,818
03/7/2019 13H,924
03/7/2019 12H,860
03/7/2019 11H,863
03/7/2019 10H,954
03/7/2019 09H,413
03/7/2019 08H,226
03/7/2019 07H,223
03/7/2019 06H,218
03/7/2019 05H,212
03/7/2019 04H,232
03/7/2019 03H,232
03/7/2019 02H,230
03/7/2019 01H,275
03/7/2019 00H,243
03/6/2019 23H,213
