Net generation from nuclear for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.NUC.H
19:06:41 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.NUC.H megawatthours
07/30/2020 05H,11568
07/30/2020 04H,11572
07/30/2020 03H,11603
07/30/2020 02H,11616
07/30/2020 01H,11609
07/30/2020 00H,11612
07/29/2020 23H,11607
07/29/2020 22H,11584
07/29/2020 21H,11584
07/29/2020 20H,11603
07/29/2020 19H,11590
07/29/2020 18H,11595
07/29/2020 17H,11594
07/29/2020 16H,11604
07/29/2020 15H,11615
07/29/2020 14H,11617
07/29/2020 13H,11617
07/29/2020 12H,11622
07/29/2020 11H,11625
07/29/2020 10H,11630
07/29/2020 09H,11621
07/29/2020 08H,11616
07/29/2020 07H,11611
07/29/2020 06H,11606
07/29/2020 05H,11593
07/29/2020 04H,11592
07/29/2020 03H,11604
07/29/2020 02H,11592
07/29/2020 01H,11599
07/29/2020 00H,11596
07/28/2020 23H,11591
07/28/2020 22H,11587
07/28/2020 21H,11590
07/28/2020 20H,11602
07/28/2020 19H,11596
07/28/2020 18H,11600
07/28/2020 17H,11602
07/28/2020 16H,11610
07/28/2020 15H,11607
07/28/2020 14H,11608
07/28/2020 13H,11609
07/28/2020 12H,11627
07/28/2020 11H,11619
07/28/2020 10H,11620
07/28/2020 09H,11616
07/28/2020 08H,11606
07/28/2020 07H,11603
07/28/2020 06H,11592
07/28/2020 05H,11597
07/28/2020 04H,11583
07/28/2020 03H,11587
07/28/2020 02H,11650
07/28/2020 01H,11694
07/28/2020 00H,11758
07/27/2020 23H,11766
07/27/2020 22H,11760
07/27/2020 21H,11766
07/27/2020 20H,11769
07/27/2020 19H,11771
07/27/2020 18H,11776
07/27/2020 17H,11776
07/27/2020 16H,11781
07/27/2020 15H,11792
07/27/2020 14H,11799
07/27/2020 13H,11804
07/27/2020 12H,11799
07/27/2020 11H,11803
07/27/2020 10H,11802
07/27/2020 09H,11793
07/27/2020 08H,11802
07/27/2020 07H,11790
07/27/2020 06H,11787
07/27/2020 05H,11787
07/27/2020 04H,11785
07/27/2020 03H,11779
07/27/2020 02H,11779
07/27/2020 01H,11775
07/27/2020 00H,11778
07/26/2020 23H,11767
07/26/2020 22H,11774
07/26/2020 21H,11782
07/26/2020 20H,11778
07/26/2020 19H,11779
07/26/2020 18H,11772
07/26/2020 17H,11780
07/26/2020 16H,11793
07/26/2020 15H,11795
07/26/2020 14H,11801
07/26/2020 13H,11809
07/26/2020 12H,11812
07/26/2020 11H,11815
07/26/2020 10H,11806
07/26/2020 09H,11803
07/26/2020 08H,11807
07/26/2020 07H,11794
07/26/2020 06H,11801
07/26/2020 05H,11796
07/26/2020 04H,11793
07/26/2020 03H,11789
07/26/2020 02H,11797
07/26/2020 01H,11789
07/26/2020 00H,11775
07/25/2020 23H,11777
07/25/2020 22H,11776
07/25/2020 21H,11788
07/25/2020 20H,11781
07/25/2020 19H,11791
07/25/2020 18H,11800
07/25/2020 17H,11804
07/25/2020 16H,11803
07/25/2020 15H,11812
07/25/2020 14H,11813
07/25/2020 13H,11815
07/25/2020 12H,11821
07/25/2020 11H,11822
07/25/2020 10H,11816
07/25/2020 09H,11820
07/25/2020 08H,11814
07/25/2020 07H,11814
07/25/2020 06H,11815
07/25/2020 05H,11809
07/25/2020 04H,11809
07/25/2020 03H,11803
07/25/2020 02H,11806
07/25/2020 01H,11802
07/25/2020 00H,11800
07/24/2020 23H,11795
07/24/2020 22H,11780
07/24/2020 21H,11779
07/24/2020 20H,11771
07/24/2020 19H,11779
07/24/2020 18H,11777
07/24/2020 17H,11786
07/24/2020 16H,11789
07/24/2020 15H,11805
07/24/2020 14H,11804
07/24/2020 13H,11809
07/24/2020 12H,11805
07/24/2020 11H,11815
07/24/2020 10H,11811
07/24/2020 09H,11807
07/24/2020 08H,11803
07/24/2020 07H,11802
07/24/2020 06H,11795
07/24/2020 05H,11800
07/24/2020 04H,11797
07/24/2020 03H,11791
07/24/2020 02H,11781
07/24/2020 01H,11794
07/24/2020 00H,11782
07/23/2020 23H,11783
07/23/2020 22H,11787
07/23/2020 21H,11784
07/23/2020 20H,11780
07/23/2020 19H,11784
07/23/2020 18H,11783
07/23/2020 17H,11784
07/23/2020 16H,11790
07/23/2020 15H,11800
07/23/2020 14H,11806
07/23/2020 13H,11799
07/23/2020 12H,11805
07/23/2020 11H,11809
07/23/2020 10H,11800
07/23/2020 09H,11806
07/23/2020 08H,11798
07/23/2020 07H,11797
07/23/2020 06H,11786
07/23/2020 05H,11786
07/23/2020 04H,11793
07/23/2020 03H,11790
07/23/2020 02H,11784
07/23/2020 01H,11780
07/23/2020 00H,11785
07/22/2020 23H,11778
07/22/2020 22H,11777
07/22/2020 21H,11777
07/22/2020 20H,11774
07/22/2020 19H,11779
07/22/2020 18H,11784
07/22/2020 17H,11785
07/22/2020 16H,11793
07/22/2020 15H,11800
07/22/2020 14H,11803
07/22/2020 13H,11817
07/22/2020 12H,11811
07/22/2020 11H,11818
07/22/2020 10H,11810
07/22/2020 09H,11811
07/22/2020 08H,11805
07/22/2020 07H,11805
07/22/2020 06H,11807
07/22/2020 05H,11799
07/22/2020 04H,11799
07/22/2020 03H,11803
07/22/2020 02H,11799
07/22/2020 01H,11801
07/22/2020 00H,11790
07/21/2020 23H,11773
07/21/2020 22H,11777
07/21/2020 21H,11774
07/21/2020 20H,11775
07/21/2020 19H,11775
07/21/2020 18H,11773
07/21/2020 17H,11776
07/21/2020 16H,11774
07/21/2020 15H,11765
07/21/2020 14H,11782
07/21/2020 13H,11810
07/21/2020 12H,11808
07/21/2020 11H,11801
07/21/2020 10H,11815
07/21/2020 09H,11805
07/21/2020 08H,11810
07/21/2020 07H,11816
07/21/2020 06H,11796
07/21/2020 05H,11802
07/21/2020 04H,11801
07/21/2020 03H,11795
07/21/2020 02H,11801
07/21/2020 01H,11793
07/21/2020 00H,11791
07/20/2020 23H,11786
07/20/2020 22H,11780
07/20/2020 21H,11778
07/20/2020 20H,11783
07/20/2020 19H,11788
07/20/2020 18H,11780
07/20/2020 17H,11789
07/20/2020 16H,11793
07/20/2020 15H,11797
07/20/2020 14H,11808
07/20/2020 13H,11808
07/20/2020 12H,11807
07/20/2020 11H,11804
07/20/2020 10H,11805
07/20/2020 09H,11801
07/20/2020 08H,11799
07/20/2020 07H,11797
07/20/2020 06H,11798
07/20/2020 05H,11796
07/20/2020 04H,11794
07/20/2020 03H,11787
07/20/2020 02H,11789
07/20/2020 01H,11784
07/20/2020 00H,11781
07/19/2020 23H,11778
07/19/2020 22H,11779
07/19/2020 21H,11783
07/19/2020 20H,11780
07/19/2020 19H,11784
07/19/2020 18H,11784
07/19/2020 17H,11792
07/19/2020 16H,11801
07/19/2020 15H,11812
07/19/2020 14H,11824
07/19/2020 13H,11823
07/19/2020 12H,11825
07/19/2020 11H,11825
07/19/2020 10H,11823
07/19/2020 09H,11820
07/19/2020 08H,11819
07/19/2020 07H,11807
07/19/2020 06H,11803
07/19/2020 05H,11808
07/19/2020 04H,11808
07/19/2020 03H,11801
07/19/2020 02H,11807
07/19/2020 01H,11804
07/19/2020 00H,11805
07/18/2020 23H,11808
07/18/2020 22H,11795
07/18/2020 21H,11782
07/18/2020 20H,11781
07/18/2020 19H,11787
07/18/2020 18H,11792
07/18/2020 17H,11792
07/18/2020 16H,11793
07/18/2020 15H,11802
07/18/2020 14H,11811
07/18/2020 13H,11821
07/18/2020 12H,11825
07/18/2020 11H,11821
07/18/2020 10H,11821
07/18/2020 09H,11830
07/18/2020 08H,11820
07/18/2020 07H,11823
07/18/2020 06H,11816
07/18/2020 05H,11819
07/18/2020 04H,11814
07/18/2020 03H,11820
07/18/2020 02H,11817
07/18/2020 01H,11806
07/18/2020 00H,11801
07/17/2020 23H,11798
07/17/2020 22H,11789
07/17/2020 21H,11794
07/17/2020 20H,11793
07/17/2020 19H,11792
07/17/2020 18H,11799
07/17/2020 17H,11806
07/17/2020 16H,11811
07/17/2020 15H,11813
07/17/2020 14H,11822
07/17/2020 13H,11827
07/17/2020 12H,11833
07/17/2020 11H,11829
07/17/2020 10H,11831
07/17/2020 09H,11829
07/17/2020 08H,11825
07/17/2020 07H,11821
07/17/2020 06H,11829
07/17/2020 05H,11824
07/17/2020 04H,11821
07/17/2020 03H,11817
07/17/2020 02H,11817
07/17/2020 01H,11819
07/17/2020 00H,11814
07/16/2020 23H,11815
07/16/2020 22H,11815
07/16/2020 21H,11809
07/16/2020 20H,11808
07/16/2020 19H,11812
07/16/2020 18H,11812
07/16/2020 17H,11817
07/16/2020 16H,11817
07/16/2020 15H,11818
07/16/2020 14H,11829
07/16/2020 13H,11819
07/16/2020 12H,11835
07/16/2020 11H,11829
07/16/2020 10H,11834
07/16/2020 09H,11834
07/16/2020 08H,11831
07/16/2020 07H,11837
07/16/2020 06H,11820
07/16/2020 05H,11809
07/16/2020 04H,11813
07/16/2020 03H,11820
07/16/2020 02H,11807
07/16/2020 01H,11801
07/16/2020 00H,11814
07/15/2020 23H,11812
07/15/2020 22H,11801
07/15/2020 21H,11798
07/15/2020 20H,11803
07/15/2020 19H,11805
07/15/2020 18H,11810
07/15/2020 17H,11803
07/15/2020 16H,11802
07/15/2020 15H,11809
07/15/2020 14H,11820
07/15/2020 13H,11817
07/15/2020 12H,11827
07/15/2020 11H,11835
07/15/2020 10H,11831
07/15/2020 09H,11833
07/15/2020 08H,11828
07/15/2020 07H,11827
07/15/2020 06H,11819
07/15/2020 05H,11825
07/15/2020 04H,11815
07/15/2020 03H,11805
07/15/2020 02H,11808
07/15/2020 01H,11803
07/15/2020 00H,11809
07/14/2020 23H,11809
07/14/2020 22H,11812
07/14/2020 21H,11810
07/14/2020 20H,11802
07/14/2020 19H,11812
07/14/2020 18H,11819
07/14/2020 17H,11818
07/14/2020 16H,11819
07/14/2020 15H,11826
07/14/2020 14H,11832
07/14/2020 13H,11843
07/14/2020 12H,11841
07/14/2020 11H,11831
07/14/2020 10H,11845
07/14/2020 09H,11834
07/14/2020 08H,11844
07/14/2020 07H,11834
07/14/2020 06H,11832
07/14/2020 05H,11835
07/14/2020 04H,11831
07/14/2020 03H,11816
07/14/2020 02H,11804
07/14/2020 01H,11792
07/14/2020 00H,11795
07/13/2020 23H,11795
07/13/2020 22H,11803
07/13/2020 21H,11795
07/13/2020 20H,11802
07/13/2020 19H,11822
07/13/2020 18H,11825
07/13/2020 17H,11832
07/13/2020 16H,11845
07/13/2020 15H,11834
07/13/2020 14H,11841
07/13/2020 13H,11860
07/13/2020 12H,11853
07/13/2020 11H,11854
07/13/2020 10H,11858
07/13/2020 09H,11849
07/13/2020 08H,11854
07/13/2020 07H,11841
07/13/2020 06H,11840
07/13/2020 05H,11838
07/13/2020 04H,11836
07/13/2020 03H,11834
07/13/2020 02H,11827
07/13/2020 01H,11838
07/13/2020 00H,11841
07/12/2020 23H,11836
07/12/2020 22H,11843
07/12/2020 21H,11840
07/12/2020 20H,11848
07/12/2020 19H,11839
07/12/2020 18H,11833
07/12/2020 17H,11847
07/12/2020 16H,11849
07/12/2020 15H,11842
07/12/2020 14H,11857
07/12/2020 13H,11852
07/12/2020 12H,11857
07/12/2020 11H,11859
07/12/2020 10H,11863
07/12/2020 09H,11857
07/12/2020 08H,11850
07/12/2020 07H,11846
07/12/2020 06H,11850
07/12/2020 05H,11840
07/12/2020 04H,11841
07/12/2020 03H,11839
07/12/2020 02H,11829
07/12/2020 01H,11826
07/12/2020 00H,11827
07/11/2020 23H,11837
07/11/2020 22H,11835
07/11/2020 21H,11842
07/11/2020 20H,11848
07/11/2020 19H,11850
07/11/2020 18H,11844
07/11/2020 17H,11850
07/11/2020 16H,11848
07/11/2020 15H,11848
07/11/2020 14H,11856
07/11/2020 13H,11857
07/11/2020 12H,11863
07/11/2020 11H,11863
07/11/2020 10H,11862
07/11/2020 09H,11859
07/11/2020 08H,11866
07/11/2020 07H,11862
07/11/2020 06H,11860
07/11/2020 05H,11850
07/11/2020 04H,11855
07/11/2020 03H,11845
07/11/2020 02H,11842
07/11/2020 01H,11835
07/11/2020 00H,11825
07/10/2020 23H,11821
07/10/2020 22H,11829
07/10/2020 21H,11840
07/10/2020 20H,11828
07/10/2020 19H,11837
07/10/2020 18H,11835
07/10/2020 17H,11841
07/10/2020 16H,11840
07/10/2020 15H,11840
07/10/2020 14H,11851
07/10/2020 13H,11848
07/10/2020 12H,11856
07/10/2020 11H,11854
07/10/2020 10H,11858
07/10/2020 09H,11846
07/10/2020 08H,11845
07/10/2020 07H,11847
07/10/2020 06H,11844
07/10/2020 05H,11840
07/10/2020 04H,11838
07/10/2020 03H,11833
07/10/2020 02H,11825
07/10/2020 01H,11828
07/10/2020 00H,11823
07/9/2020 23H,11820
07/9/2020 22H,11822
07/9/2020 21H,11816
07/9/2020 20H,11821
07/9/2020 19H,11825
07/9/2020 18H,11826
07/9/2020 17H,11837
07/9/2020 16H,11836
07/9/2020 15H,11842
07/9/2020 14H,11843
07/9/2020 13H,11846
07/9/2020 12H,11854
07/9/2020 11H,11844
07/9/2020 10H,11852
07/9/2020 09H,11854
07/9/2020 08H,11839
07/9/2020 07H,11839
07/9/2020 06H,11848
07/9/2020 05H,11846
07/9/2020 04H,11838
07/9/2020 03H,11835
07/9/2020 02H,11847
07/9/2020 01H,11828
07/9/2020 00H,11835
07/8/2020 23H,11828
07/8/2020 22H,11835
07/8/2020 21H,11835
07/8/2020 20H,11830
07/8/2020 19H,11844
07/8/2020 18H,11839
07/8/2020 17H,11832
07/8/2020 16H,11849
07/8/2020 15H,11849
07/8/2020 14H,11854
07/8/2020 13H,11852
07/8/2020 12H,11853
07/8/2020 11H,11859
07/8/2020 10H,11855
07/8/2020 09H,11860
07/8/2020 08H,11854
07/8/2020 07H,11857
07/8/2020 06H,11852
07/8/2020 05H,11856
07/8/2020 04H,11855
07/8/2020 03H,11858
07/8/2020 02H,11850
07/8/2020 01H,11846
07/8/2020 00H,11851
07/7/2020 23H,11851
07/7/2020 22H,11850
07/7/2020 21H,11855
07/7/2020 20H,11857
07/7/2020 19H,11863
07/7/2020 18H,11861
07/7/2020 17H,11859
07/7/2020 16H,11867
07/7/2020 15H,11861
07/7/2020 14H,11861
07/7/2020 13H,11864
07/7/2020 12H,11873
07/7/2020 11H,11861
07/7/2020 10H,11868
07/7/2020 09H,11883
07/7/2020 08H,11858
07/7/2020 07H,11869
07/7/2020 06H,11871
07/7/2020 05H,11868
07/7/2020 04H,11865
07/7/2020 03H,11863
07/7/2020 02H,11857
07/7/2020 01H,11850
07/7/2020 00H,11849
07/6/2020 23H,11856
07/6/2020 22H,11855
07/6/2020 21H,11856
07/6/2020 20H,11837
07/6/2020 19H,11851
07/6/2020 18H,11845
07/6/2020 17H,11856
07/6/2020 16H,11861
07/6/2020 15H,11865
07/6/2020 14H,11863
07/6/2020 13H,11870
07/6/2020 12H,11872
07/6/2020 11H,11871
07/6/2020 10H,11869
07/6/2020 09H,11866
07/6/2020 08H,11862
07/6/2020 07H,11862
07/6/2020 06H,11860
07/6/2020 05H,11871
07/6/2020 04H,11859
07/6/2020 03H,11857
07/6/2020 02H,11861
07/6/2020 01H,11850
07/6/2020 00H,11850
07/5/2020 23H,11855
07/5/2020 22H,11856
07/5/2020 21H,11865
07/5/2020 20H,11845
07/5/2020 19H,11848
07/5/2020 18H,11855
07/5/2020 17H,11850
07/5/2020 16H,11855
07/5/2020 15H,11876
07/5/2020 14H,11874
07/5/2020 13H,11881
07/5/2020 12H,11874
07/5/2020 11H,11885
07/5/2020 10H,11878
07/5/2020 09H,11877
07/5/2020 08H,11873
07/5/2020 07H,11868
07/5/2020 06H,11871
07/5/2020 05H,11867
07/5/2020 04H,11890
07/5/2020 03H,11871
07/5/2020 02H,11872
07/5/2020 01H,11867
07/5/2020 00H,11864
07/4/2020 23H,11870
07/4/2020 22H,11854
07/4/2020 21H,11866
07/4/2020 20H,11861
07/4/2020 19H,11856
07/4/2020 18H,11869
07/4/2020 17H,11858
07/4/2020 16H,11867
07/4/2020 15H,11862
07/4/2020 14H,11874
07/4/2020 13H,11881
07/4/2020 12H,11886
07/4/2020 11H,11885
07/4/2020 10H,11880
07/4/2020 09H,11885
07/4/2020 08H,11878
07/4/2020 07H,11874
07/4/2020 06H,11872
07/4/2020 05H,11877
07/4/2020 04H,11874
07/4/2020 03H,11867
07/4/2020 02H,11860
07/4/2020 01H,11854
07/4/2020 00H,11860
07/3/2020 23H,11858
07/3/2020 22H,11863
07/3/2020 21H,11861
07/3/2020 20H,11858
07/3/2020 19H,11854
07/3/2020 18H,11870
07/3/2020 17H,11867
07/3/2020 16H,11872
07/3/2020 15H,11871
07/3/2020 14H,11870
07/3/2020 13H,11888
07/3/2020 12H,11873
07/3/2020 11H,11872
07/3/2020 10H,11858
07/3/2020 09H,11839
07/3/2020 08H,11837
07/3/2020 07H,11833
07/3/2020 06H,11831
07/3/2020 05H,11833
07/3/2020 04H,11825
07/3/2020 03H,11827
07/3/2020 02H,11822
07/3/2020 01H,11821
07/3/2020 00H,11815
07/2/2020 23H,11811
07/2/2020 22H,11818
07/2/2020 21H,11804
07/2/2020 20H,11808
07/2/2020 19H,11818
07/2/2020 18H,11813
07/2/2020 17H,11816
07/2/2020 16H,11832
07/2/2020 15H,11833
07/2/2020 14H,11836
07/2/2020 13H,11842
07/2/2020 12H,11849
07/2/2020 11H,11852
07/2/2020 10H,11851
07/2/2020 09H,11856
07/2/2020 08H,11853
07/2/2020 07H,11852
07/2/2020 06H,11852
07/2/2020 05H,11845
07/2/2020 04H,11850
07/2/2020 03H,11845
07/2/2020 02H,11822
07/2/2020 01H,11802
07/2/2020 00H,11809
07/1/2020 23H,11785
07/1/2020 22H,11779
07/1/2020 21H,11771
07/1/2020 20H,11781
07/1/2020 19H,11783
07/1/2020 18H,11793
07/1/2020 17H,11779
07/1/2020 16H,11778
07/1/2020 15H,11665
07/1/2020 14H,11748
07/1/2020 13H,11736
07/1/2020 12H,11726
07/1/2020 11H,11734
07/1/2020 10H,11721
07/1/2020 09H,11725
07/1/2020 08H,11718
07/1/2020 07H,11716
07/1/2020 06H,11704
07/1/2020 05H,11706
07/1/2020 04H,11721
07/1/2020 03H,11623
07/1/2020 02H,11719
07/1/2020 01H,11842
07/1/2020 00H,11824
06/30/2020 23H,11798
06/30/2020 22H,11822
06/30/2020 21H,11822
06/30/2020 20H,11820
06/30/2020 19H,11823
06/30/2020 18H,11819
06/30/2020 17H,11832
06/30/2020 16H,11818
06/30/2020 15H,11836
06/30/2020 14H,11840
06/30/2020 13H,11841
06/30/2020 12H,11844
06/30/2020 11H,11850
06/30/2020 10H,11844
06/30/2020 09H,11851
06/30/2020 08H,11832
06/30/2020 07H,11830
06/30/2020 06H,11843
06/30/2020 05H,11826
06/30/2020 04H,11832
06/30/2020 03H,11831
06/30/2020 02H,11827
06/30/2020 01H,11827
06/30/2020 00H,11816
06/29/2020 23H,11820
06/29/2020 22H,11819
06/29/2020 21H,11817
06/29/2020 20H,11825
06/29/2020 19H,11822
06/29/2020 18H,11836
06/29/2020 17H,11833
06/29/2020 16H,11839
06/29/2020 15H,11842
06/29/2020 14H,11854
06/29/2020 13H,11857
06/29/2020 12H,11861
06/29/2020 11H,11871
06/29/2020 10H,11862
06/29/2020 09H,11864
06/29/2020 08H,11868
06/29/2020 07H,11865
06/29/2020 06H,11865
06/29/2020 05H,11864
06/29/2020 04H,11850
06/29/2020 03H,11859
06/29/2020 02H,11848
06/29/2020 01H,11859
06/29/2020 00H,11862
06/28/2020 23H,11862
06/28/2020 22H,11847
06/28/2020 21H,11832
06/28/2020 20H,11817
06/28/2020 19H,11827
06/28/2020 18H,11817
06/28/2020 17H,11836
06/28/2020 16H,11795
06/28/2020 15H,11814
06/28/2020 14H,11809
06/28/2020 13H,11814
06/28/2020 12H,11814
06/28/2020 11H,11799
06/28/2020 10H,11780
06/28/2020 09H,11769
06/28/2020 08H,11759
06/28/2020 07H,11737
06/28/2020 06H,11719
06/28/2020 05H,11703
06/28/2020 04H,11661
06/28/2020 03H,11609
06/28/2020 02H,11738
06/28/2020 01H,11721
06/28/2020 00H,11738
06/27/2020 23H,11731
06/27/2020 22H,11741
06/27/2020 21H,11745
06/27/2020 20H,11753
06/27/2020 19H,11740
06/27/2020 18H,11748
06/27/2020 17H,11754
06/27/2020 16H,11750
06/27/2020 15H,11770
06/27/2020 14H,11777
06/27/2020 13H,11774
06/27/2020 12H,11793
06/27/2020 11H,11794
06/27/2020 10H,11796
06/27/2020 09H,11797
06/27/2020 08H,11799
06/27/2020 07H,11798
06/27/2020 06H,11799
06/27/2020 05H,11796
06/27/2020 04H,11788
06/27/2020 03H,11789
06/27/2020 02H,11789
06/27/2020 01H,11778
06/27/2020 00H,11776
06/26/2020 23H,11777
06/26/2020 22H,11767
06/26/2020 21H,11761
06/26/2020 20H,11748
06/26/2020 19H,11783
06/26/2020 18H,11678
06/26/2020 17H,11723
06/26/2020 16H,11703
06/26/2020 15H,11683
06/26/2020 14H,11676
06/26/2020 13H,11649
06/26/2020 12H,11622
06/26/2020 11H,11561
06/26/2020 10H,11551
06/26/2020 09H,11543
06/26/2020 08H,11544
06/26/2020 07H,11535
06/26/2020 06H,11536
06/26/2020 05H,11523
06/26/2020 04H,11510
06/26/2020 03H,11512
06/26/2020 02H,11649
06/26/2020 01H,11662
06/26/2020 00H,11655
06/25/2020 23H,11659
06/25/2020 22H,11660
06/25/2020 21H,11668
06/25/2020 20H,11665
06/25/2020 19H,11668
06/25/2020 18H,11671
06/25/2020 17H,11679
06/25/2020 16H,11675
06/25/2020 15H,11681
06/25/2020 14H,11678
06/25/2020 13H,11681
06/25/2020 12H,11681
06/25/2020 11H,11689
06/25/2020 10H,11678
06/25/2020 09H,11679
06/25/2020 08H,11684
06/25/2020 07H,11694
06/25/2020 06H,11691
06/25/2020 05H,11681
06/25/2020 04H,11686
06/25/2020 03H,11687
06/25/2020 02H,11678
06/25/2020 01H,11680
06/25/2020 00H,11672
06/24/2020 23H,11681
06/24/2020 22H,11685
06/24/2020 21H,11659
06/24/2020 20H,11657
06/24/2020 19H,11654
06/24/2020 18H,11669
06/24/2020 17H,11677
06/24/2020 16H,11691
06/24/2020 15H,11695
06/24/2020 14H,11690
06/24/2020 13H,11683
06/24/2020 12H,11701
06/24/2020 11H,11708
06/24/2020 10H,11704
06/24/2020 09H,11673
06/24/2020 08H,11667
06/24/2020 07H,11678
06/24/2020 06H,11689
06/24/2020 05H,11687
06/24/2020 04H,11681
06/24/2020 03H,11612
06/24/2020 02H,11579
06/24/2020 01H,11585
06/24/2020 00H,11589
06/23/2020 23H,11533
06/23/2020 22H,11479
06/23/2020 21H,11448
06/23/2020 20H,11455
06/23/2020 19H,11454
06/23/2020 18H,11454
06/23/2020 17H,11466
06/23/2020 16H,11484
06/23/2020 15H,11519
06/23/2020 14H,11455
06/23/2020 13H,11402
06/23/2020 12H,11375
06/23/2020 11H,11349
06/23/2020 10H,11271
06/23/2020 09H,11210
06/23/2020 08H,11151
06/23/2020 07H,11083
06/23/2020 06H,10997
06/23/2020 05H,10949
06/23/2020 04H,9918
06/23/2020 03H,9911
06/23/2020 02H,9916
06/23/2020 01H,9911
06/23/2020 00H,9907
06/22/2020 23H,9895
06/22/2020 22H,9906
06/22/2020 21H,9901
06/22/2020 20H,10194
06/22/2020 19H,10925
06/22/2020 18H,10935
06/22/2020 17H,10938
06/22/2020 16H,10943
06/22/2020 15H,10943
06/22/2020 14H,10950
06/22/2020 13H,10946
06/22/2020 12H,10958
06/22/2020 11H,10952
06/22/2020 10H,10955
06/22/2020 09H,10960
06/22/2020 08H,10947
06/22/2020 07H,10947
06/22/2020 06H,10950
06/22/2020 05H,10937
06/22/2020 04H,10953
06/22/2020 03H,10952
06/22/2020 02H,10943
06/22/2020 01H,10923
06/22/2020 00H,10951
06/21/2020 23H,10957
06/21/2020 22H,10946
06/21/2020 21H,10952
06/21/2020 20H,10953
06/21/2020 19H,10954
06/21/2020 18H,10966
06/21/2020 17H,10958
06/21/2020 16H,10957
06/21/2020 15H,10968
06/21/2020 14H,10974
06/21/2020 13H,10983
06/21/2020 12H,10982
06/21/2020 11H,10979
06/21/2020 10H,10982
06/21/2020 09H,10980
06/21/2020 08H,10979
06/21/2020 07H,10976
06/21/2020 06H,10978
06/21/2020 05H,10970
06/21/2020 04H,10970
06/21/2020 03H,10972
06/21/2020 02H,10965
06/21/2020 01H,10970
06/21/2020 00H,10962
06/20/2020 23H,10972
06/20/2020 22H,10965
06/20/2020 21H,10952
06/20/2020 20H,10958
06/20/2020 19H,10965
06/20/2020 18H,10968
06/20/2020 17H,10966
06/20/2020 16H,10980
06/20/2020 15H,10978
06/20/2020 14H,10985
06/20/2020 13H,10992
06/20/2020 12H,10992
06/20/2020 11H,10989
06/20/2020 10H,10996
06/20/2020 09H,10990
06/20/2020 08H,10993
06/20/2020 07H,10980
06/20/2020 06H,10991
06/20/2020 05H,10981
06/20/2020 04H,10982
06/20/2020 03H,10977
06/20/2020 02H,10973
06/20/2020 01H,10977
06/20/2020 00H,10973
06/19/2020 23H,10981
06/19/2020 22H,10965
06/19/2020 21H,10968
06/19/2020 20H,10966
06/19/2020 19H,10967
06/19/2020 18H,10961
06/19/2020 17H,10973
06/19/2020 16H,10977
06/19/2020 15H,10981
06/19/2020 14H,10982
06/19/2020 13H,10988
06/19/2020 12H,10985
06/19/2020 11H,10993
06/19/2020 10H,10991
06/19/2020 09H,10990
06/19/2020 08H,10985
06/19/2020 07H,10996
06/19/2020 06H,10980
06/19/2020 05H,10987
06/19/2020 04H,10981
06/19/2020 03H,10981
06/19/2020 02H,10978
06/19/2020 01H,10973
06/19/2020 00H,10964
06/18/2020 23H,10965
06/18/2020 22H,10967
06/18/2020 21H,10958
06/18/2020 20H,10963
06/18/2020 19H,10960
06/18/2020 18H,10969
06/18/2020 17H,10969
06/18/2020 16H,10960
06/18/2020 15H,10966
06/18/2020 14H,10976
06/18/2020 13H,10995
06/18/2020 12H,11003
06/18/2020 11H,11005
06/18/2020 10H,10994
06/18/2020 09H,10998
06/18/2020 08H,11002
06/18/2020 07H,10989
06/18/2020 06H,10996
06/18/2020 05H,10994
06/18/2020 04H,10987
06/18/2020 03H,10992
06/18/2020 02H,10999
06/18/2020 01H,10986
06/18/2020 00H,10985
06/17/2020 23H,10985
06/17/2020 22H,10980
06/17/2020 21H,10982
06/17/2020 20H,10981
06/17/2020 19H,10989
06/17/2020 18H,10978
06/17/2020 17H,10987
06/17/2020 16H,10992
06/17/2020 15H,10990
06/17/2020 14H,10985
06/17/2020 13H,10990
06/17/2020 12H,10988
06/17/2020 11H,10991
06/17/2020 10H,10985
06/17/2020 09H,10989
06/17/2020 08H,10986
06/17/2020 07H,10988
06/17/2020 06H,10988
06/17/2020 05H,10994
06/17/2020 04H,10984
06/17/2020 03H,10989
06/17/2020 02H,10981
06/17/2020 01H,10988
06/17/2020 00H,10982
06/16/2020 23H,10993
06/16/2020 22H,10982
06/16/2020 21H,10982
06/16/2020 20H,10984
06/16/2020 19H,10982
06/16/2020 18H,10979
06/16/2020 17H,10988
06/16/2020 16H,10974
06/16/2020 15H,10973
06/16/2020 14H,10981
06/16/2020 13H,10980
06/16/2020 12H,10979
06/16/2020 11H,10980
06/16/2020 10H,10981
06/16/2020 09H,10977
06/16/2020 08H,10981
06/16/2020 07H,10977
06/16/2020 06H,10980
06/16/2020 05H,10978
06/16/2020 04H,10967
06/16/2020 03H,10970
06/16/2020 02H,10966
06/16/2020 01H,10971
06/16/2020 00H,10969
06/15/2020 23H,10968
06/15/2020 22H,10975
06/15/2020 21H,10970
