Net generation from natural gas for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.NG.H
19:06:34 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.NG.H megawatthours
11/11/2020 15H,6618
11/11/2020 14H,6213
11/11/2020 13H,6150
11/11/2020 12H,5857
11/11/2020 11H,5549
11/11/2020 10H,5332
11/11/2020 09H,5344
11/11/2020 08H,5488
11/11/2020 07H,5572
11/11/2020 06H,5496
11/11/2020 05H,5789
11/11/2020 04H,6061
11/11/2020 03H,6215
11/11/2020 02H,6983
11/11/2020 01H,7890
11/11/2020 00H,8327
11/10/2020 23H,8264
11/10/2020 22H,7826
11/10/2020 21H,7631
11/10/2020 20H,7240
11/10/2020 19H,7003
11/10/2020 18H,6672
11/10/2020 17H,6140
11/10/2020 16H,5641
11/10/2020 15H,5690
11/10/2020 14H,5618
11/10/2020 13H,5515
11/10/2020 12H,5274
11/10/2020 11H,4845
11/10/2020 10H,4732
11/10/2020 09H,4613
11/10/2020 08H,4679
11/10/2020 07H,4690
11/10/2020 06H,4678
11/10/2020 05H,5121
11/10/2020 04H,5724
11/10/2020 03H,6400
11/10/2020 02H,6818
11/10/2020 01H,7430
11/10/2020 00H,7659
11/9/2020 23H,7282
11/9/2020 22H,6827
11/9/2020 21H,6552
11/9/2020 20H,6335
11/9/2020 19H,6056
11/9/2020 18H,5874
11/9/2020 17H,5504
11/9/2020 16H,5086
11/9/2020 15H,5044
11/9/2020 14H,5009
11/9/2020 13H,5191
11/9/2020 12H,4996
11/9/2020 11H,4469
11/9/2020 10H,4266
11/9/2020 09H,4122
11/9/2020 08H,4296
11/9/2020 07H,4442
11/9/2020 06H,4858
11/9/2020 05H,4982
11/9/2020 04H,5299
11/9/2020 03H,5723
11/9/2020 02H,5890
11/9/2020 01H,5770
11/9/2020 00H,5968
11/8/2020 23H,5713
11/8/2020 22H,5588
11/8/2020 21H,5278
11/8/2020 20H,5091
11/8/2020 19H,4840
11/8/2020 18H,4685
11/8/2020 17H,4524
11/8/2020 16H,4353
11/8/2020 15H,4363
11/8/2020 14H,4203
11/8/2020 13H,4294
11/8/2020 12H,4158
11/8/2020 11H,4020
11/8/2020 10H,3817
11/8/2020 09H,3839
11/8/2020 08H,3930
11/8/2020 07H,3835
11/8/2020 06H,3901
11/8/2020 05H,4260
11/8/2020 04H,4797
11/8/2020 03H,5487
11/8/2020 02H,5708
11/8/2020 01H,5890
11/8/2020 00H,5904
11/7/2020 23H,5767
11/7/2020 22H,5643
11/7/2020 21H,5269
11/7/2020 20H,5022
11/7/2020 19H,4781
11/7/2020 18H,4531
11/7/2020 17H,4269
11/7/2020 16H,4097
11/7/2020 15H,4189
11/7/2020 14H,4582
11/7/2020 13H,4409
11/7/2020 12H,4271
11/7/2020 11H,4126
11/7/2020 10H,3773
11/7/2020 09H,3685
11/7/2020 08H,3779
11/7/2020 07H,3968
11/7/2020 06H,4352
11/7/2020 05H,4356
11/7/2020 04H,4696
11/7/2020 03H,4801
11/7/2020 02H,5007
11/7/2020 01H,5131
11/7/2020 00H,5181
11/6/2020 23H,5088
11/6/2020 22H,5214
11/6/2020 21H,4920
11/6/2020 20H,4664
11/6/2020 19H,4598
11/6/2020 18H,4342
11/6/2020 17H,4246
11/6/2020 16H,4476
11/6/2020 15H,4999
11/6/2020 14H,5350
11/6/2020 13H,5490
11/6/2020 12H,5294
11/6/2020 11H,4619
11/6/2020 10H,4212
11/6/2020 09H,4007
11/6/2020 08H,3954
11/6/2020 07H,4071
11/6/2020 06H,4449
11/6/2020 05H,5032
11/6/2020 04H,5560
11/6/2020 03H,5641
11/6/2020 02H,5831
11/6/2020 01H,5839
11/6/2020 00H,6101
11/5/2020 23H,6199
11/5/2020 22H,5773
11/5/2020 21H,5028
11/5/2020 20H,4639
11/5/2020 19H,4447
11/5/2020 18H,4346
11/5/2020 17H,4343
11/5/2020 16H,4583
11/5/2020 15H,4933
11/5/2020 14H,5574
11/5/2020 13H,6243
11/5/2020 12H,6161
11/5/2020 11H,5491
11/5/2020 10H,4894
11/5/2020 09H,4730
11/5/2020 08H,4646
11/5/2020 07H,4253
11/5/2020 06H,4274
11/5/2020 05H,4342
11/5/2020 04H,4757
11/5/2020 03H,4895
11/5/2020 02H,4991
11/5/2020 01H,5016
11/5/2020 00H,4925
11/4/2020 23H,4641
11/4/2020 22H,4183
11/4/2020 21H,3803
11/4/2020 20H,3689
11/4/2020 19H,3663
11/4/2020 18H,3593
11/4/2020 17H,3602
11/4/2020 16H,3684
11/4/2020 15H,4376
11/4/2020 14H,5450
11/4/2020 13H,6170
11/4/2020 12H,5743
11/4/2020 11H,5127
11/4/2020 10H,4527
11/4/2020 09H,4172
11/4/2020 08H,4067
11/4/2020 07H,3924
11/4/2020 06H,3611
11/4/2020 05H,3989
11/4/2020 04H,4453
11/4/2020 03H,4932
11/4/2020 02H,5120
11/4/2020 01H,5275
11/4/2020 00H,5364
11/3/2020 23H,4847
11/3/2020 22H,4201
11/3/2020 21H,3767
11/3/2020 20H,3781
11/3/2020 19H,3853
11/3/2020 18H,3825
11/3/2020 17H,3910
11/3/2020 16H,4258
11/3/2020 15H,5190
11/3/2020 14H,6107
11/3/2020 13H,7013
11/3/2020 12H,7002
11/3/2020 11H,5736
11/3/2020 10H,4940
11/3/2020 09H,4466
11/3/2020 08H,4332
11/3/2020 07H,4423
11/3/2020 06H,4657
11/3/2020 05H,4897
11/3/2020 04H,5381
11/3/2020 03H,5501
11/3/2020 02H,5810
11/3/2020 01H,6211
11/3/2020 00H,6678
11/2/2020 23H,5512
11/2/2020 22H,4986
11/2/2020 21H,4223
11/2/2020 20H,4178
11/2/2020 19H,3938
11/2/2020 18H,3796
11/2/2020 17H,3846
11/2/2020 16H,3868
11/2/2020 15H,4167
11/2/2020 14H,5123
11/2/2020 13H,5554
11/2/2020 12H,4894
11/2/2020 11H,4291
11/2/2020 10H,3831
11/2/2020 09H,3458
11/2/2020 08H,3371
11/2/2020 07H,3176
11/2/2020 06H,3239
11/2/2020 05H,3072
11/2/2020 04H,3524
11/2/2020 03H,3846
11/2/2020 02H,4176
11/2/2020 01H,4298
11/2/2020 00H,4189
11/1/2020 23H,3837
11/1/2020 22H,3525
11/1/2020 21H,3012
11/1/2020 20H,2847
11/1/2020 19H,3111
11/1/2020 18H,3295
11/1/2020 17H,3598
11/1/2020 16H,3697
11/1/2020 15H,3501
11/1/2020 14H,3577
11/1/2020 13H,3368
11/1/2020 12H,3229
11/1/2020 11H,3210
11/1/2020 10H,2951
11/1/2020 09H,2743
11/1/2020 08H,2761
11/1/2020 07H,2857
11/1/2020 06H,3024
11/1/2020 05H,3196
11/1/2020 04H,3649
11/1/2020 03H,3969
11/1/2020 02H,4160
11/1/2020 01H,4266
11/1/2020 00H,4284
10/31/2020 23H,4231
10/31/2020 22H,3831
10/31/2020 21H,3358
10/31/2020 20H,3387
10/31/2020 19H,3362
10/31/2020 18H,3268
10/31/2020 17H,3385
10/31/2020 16H,3418
10/31/2020 15H,3355
10/31/2020 14H,3341
10/31/2020 13H,3746
10/31/2020 12H,3750
10/31/2020 11H,3415
10/31/2020 10H,3332
10/31/2020 09H,3140
10/31/2020 08H,2944
10/31/2020 07H,2922
10/31/2020 06H,3007
10/31/2020 05H,3147
10/31/2020 04H,3232
10/31/2020 03H,3427
10/31/2020 02H,3650
10/31/2020 01H,3856
10/31/2020 00H,4097
10/30/2020 23H,4141
10/30/2020 22H,4093
10/30/2020 21H,3727
10/30/2020 20H,3364
10/30/2020 19H,3194
10/30/2020 18H,3352
10/30/2020 17H,3335
10/30/2020 16H,3272
10/30/2020 15H,3226
10/30/2020 14H,3147
10/30/2020 13H,3445
10/30/2020 12H,3596
10/30/2020 11H,3295
10/30/2020 10H,3093
10/30/2020 09H,2934
10/30/2020 08H,2836
10/30/2020 07H,3025
10/30/2020 06H,3455
10/30/2020 05H,3785
10/30/2020 04H,4248
10/30/2020 03H,4762
10/30/2020 02H,5511
10/30/2020 01H,6394
10/30/2020 00H,6666
10/29/2020 23H,6620
10/29/2020 22H,6507
10/29/2020 21H,6041
10/29/2020 20H,5626
10/29/2020 19H,5467
10/29/2020 18H,5301
10/29/2020 17H,5173
10/29/2020 16H,5149
10/29/2020 15H,5079
10/29/2020 14H,5097
10/29/2020 13H,5040
10/29/2020 12H,4924
10/29/2020 11H,4349
10/29/2020 10H,3887
10/29/2020 09H,3697
10/29/2020 08H,3704
10/29/2020 07H,3745
10/29/2020 06H,3934
10/29/2020 05H,4333
10/29/2020 04H,4579
10/29/2020 03H,5001
10/29/2020 02H,5427
10/29/2020 01H,5661
10/29/2020 00H,6080
10/28/2020 23H,5890
10/28/2020 22H,5620
10/28/2020 21H,5460
10/28/2020 20H,5181
10/28/2020 19H,5129
10/28/2020 18H,4896
10/28/2020 17H,4727
10/28/2020 16H,4571
10/28/2020 15H,4303
10/28/2020 14H,4310
10/28/2020 13H,4526
10/28/2020 12H,4646
10/28/2020 11H,4297
10/28/2020 10H,3971
10/28/2020 09H,3595
10/28/2020 08H,3637
10/28/2020 07H,3666
10/28/2020 06H,3776
10/28/2020 05H,3810
10/28/2020 04H,3970
10/28/2020 03H,4592
10/28/2020 02H,4905
10/28/2020 01H,5382
10/28/2020 00H,5932
10/27/2020 23H,5833
10/27/2020 22H,5527
10/27/2020 21H,5200
10/27/2020 20H,4812
10/27/2020 19H,4410
10/27/2020 18H,4212
10/27/2020 17H,4045
10/27/2020 16H,4193
10/27/2020 15H,4306
10/27/2020 14H,4627
10/27/2020 13H,4689
10/27/2020 12H,4632
10/27/2020 11H,4174
10/27/2020 10H,4008
10/27/2020 09H,3693
10/27/2020 08H,3651
10/27/2020 07H,3705
10/27/2020 06H,3810
10/27/2020 05H,3908
10/27/2020 04H,4170
10/27/2020 03H,4561
10/27/2020 02H,4747
10/27/2020 01H,5003
10/27/2020 00H,5151
10/26/2020 23H,5008
10/26/2020 22H,4640
10/26/2020 21H,4286
10/26/2020 20H,3844
10/26/2020 19H,3769
10/26/2020 18H,3890
10/26/2020 17H,3962
10/26/2020 16H,4065
10/26/2020 15H,4274
10/26/2020 14H,4470
10/26/2020 13H,4406
10/26/2020 12H,4311
10/26/2020 11H,3938
10/26/2020 10H,3866
10/26/2020 09H,3641
10/26/2020 08H,3505
10/26/2020 07H,3473
10/26/2020 06H,3613
10/26/2020 05H,3700
10/26/2020 04H,3976
10/26/2020 03H,4502
10/26/2020 02H,4675
10/26/2020 01H,4761
10/26/2020 00H,4825
10/25/2020 23H,4774
10/25/2020 22H,4777
10/25/2020 21H,4636
10/25/2020 20H,4427
10/25/2020 19H,4473
10/25/2020 18H,4468
10/25/2020 17H,4449
10/25/2020 16H,4400
10/25/2020 15H,4283
10/25/2020 14H,4176
10/25/2020 13H,3941
10/25/2020 12H,3819
10/25/2020 11H,3857
10/25/2020 10H,3751
10/25/2020 09H,3678
10/25/2020 08H,3851
10/25/2020 07H,4130
10/25/2020 06H,4240
10/25/2020 05H,4423
10/25/2020 04H,4643
10/25/2020 03H,4897
10/25/2020 02H,5359
10/25/2020 01H,5881
10/25/2020 00H,6643
10/24/2020 23H,6761
10/24/2020 22H,6716
10/24/2020 21H,6432
10/24/2020 20H,5883
10/24/2020 19H,5626
10/24/2020 18H,5033
10/24/2020 17H,4710
10/24/2020 16H,4537
10/24/2020 15H,4300
10/24/2020 14H,4059
10/24/2020 13H,4196
10/24/2020 12H,4255
10/24/2020 11H,4184
10/24/2020 10H,3993
10/24/2020 09H,3931
10/24/2020 08H,3990
10/24/2020 07H,4128
10/24/2020 06H,4359
10/24/2020 05H,4439
10/24/2020 04H,4280
10/24/2020 03H,4655
10/24/2020 02H,5305
10/24/2020 01H,5961
10/24/2020 00H,6547
10/23/2020 23H,6822
10/23/2020 22H,6728
10/23/2020 21H,6286
10/23/2020 20H,6021
10/23/2020 19H,5788
10/23/2020 18H,5223
10/23/2020 17H,4816
10/23/2020 16H,4180
10/23/2020 15H,3947
10/23/2020 14H,4086
10/23/2020 13H,4336
10/23/2020 12H,4451
10/23/2020 11H,4352
10/23/2020 10H,4017
10/23/2020 09H,3833
10/23/2020 08H,3985
10/23/2020 07H,4045
10/23/2020 06H,4272
10/23/2020 05H,4487
10/23/2020 04H,4489
10/23/2020 03H,5154
10/23/2020 02H,6475
10/23/2020 01H,7579
10/23/2020 00H,7814
10/22/2020 23H,7697
10/22/2020 22H,7599
10/22/2020 21H,7433
10/22/2020 20H,6952
10/22/2020 19H,6623
10/22/2020 18H,6185
10/22/2020 17H,5683
10/22/2020 16H,5175
10/22/2020 15H,4753
10/22/2020 14H,4894
10/22/2020 13H,5088
10/22/2020 12H,4986
10/22/2020 11H,4468
10/22/2020 10H,4179
10/22/2020 09H,3859
10/22/2020 08H,3839
10/22/2020 07H,3942
10/22/2020 06H,4066
10/22/2020 05H,4137
10/22/2020 04H,4463
10/22/2020 03H,5606
10/22/2020 02H,6524
10/22/2020 01H,7280
10/22/2020 00H,7556
10/21/2020 23H,7671
10/21/2020 22H,7669
10/21/2020 21H,7583
10/21/2020 20H,7531
10/21/2020 19H,7246
10/21/2020 18H,6864
10/21/2020 17H,6186
10/21/2020 16H,5168
10/21/2020 15H,4835
10/21/2020 14H,4813
10/21/2020 13H,4961
10/21/2020 12H,4883
10/21/2020 11H,4712
10/21/2020 10H,4386
10/21/2020 09H,3974
10/21/2020 08H,3936
10/21/2020 07H,3966
10/21/2020 06H,3890
10/21/2020 05H,3823
10/21/2020 04H,3873
10/21/2020 03H,4491
10/21/2020 02H,5778
10/21/2020 01H,6609
10/21/2020 00H,7041
10/20/2020 23H,7134
10/20/2020 22H,6887
10/20/2020 21H,6717
10/20/2020 20H,6561
10/20/2020 19H,5984
10/20/2020 18H,5360
10/20/2020 17H,4731
10/20/2020 16H,4438
10/20/2020 15H,4417
10/20/2020 14H,4513
10/20/2020 13H,4747
10/20/2020 12H,4642
10/20/2020 11H,4560
10/20/2020 10H,4359
10/20/2020 09H,4218
10/20/2020 08H,4169
10/20/2020 07H,4135
10/20/2020 06H,4214
10/20/2020 05H,4449
10/20/2020 04H,4713
10/20/2020 03H,5214
10/20/2020 02H,5933
10/20/2020 01H,6239
10/20/2020 00H,6500
10/19/2020 23H,6175
10/19/2020 22H,5661
10/19/2020 21H,5248
10/19/2020 20H,4948
10/19/2020 19H,4727
10/19/2020 18H,4767
10/19/2020 17H,4750
10/19/2020 16H,4399
10/19/2020 15H,4319
10/19/2020 14H,4754
10/19/2020 13H,5434
10/19/2020 12H,5384
10/19/2020 11H,4865
10/19/2020 10H,4470
10/19/2020 09H,4135
10/19/2020 08H,3951
10/19/2020 07H,3967
10/19/2020 06H,3967
10/19/2020 05H,3908
10/19/2020 04H,4111
10/19/2020 03H,4598
10/19/2020 02H,4950
10/19/2020 01H,5217
10/19/2020 00H,5404
10/18/2020 23H,5215
10/18/2020 22H,4552
10/18/2020 21H,3887
10/18/2020 20H,3728
10/18/2020 19H,3713
10/18/2020 18H,3501
10/18/2020 17H,3378
10/18/2020 16H,3418
10/18/2020 15H,3531
10/18/2020 14H,3696
10/18/2020 13H,3973
10/18/2020 12H,4128
10/18/2020 11H,4112
10/18/2020 10H,4077
10/18/2020 09H,4060
10/18/2020 08H,4053
10/18/2020 07H,4073
10/18/2020 06H,3987
10/18/2020 05H,4089
10/18/2020 04H,3945
10/18/2020 03H,4326
10/18/2020 02H,4493
10/18/2020 01H,4603
10/18/2020 00H,4638
10/17/2020 23H,4133
10/17/2020 22H,3714
10/17/2020 21H,3347
10/17/2020 20H,3334
10/17/2020 19H,3329
10/17/2020 18H,3324
10/17/2020 17H,3449
10/17/2020 16H,3424
10/17/2020 15H,3431
10/17/2020 14H,3365
10/17/2020 13H,3652
10/17/2020 12H,3750
10/17/2020 11H,3758
10/17/2020 10H,3642
10/17/2020 09H,3537
10/17/2020 08H,3550
10/17/2020 07H,3536
10/17/2020 06H,3612
10/17/2020 05H,4236
10/17/2020 04H,4390
10/17/2020 03H,4590
10/17/2020 02H,4798
10/17/2020 01H,4867
10/17/2020 00H,4893
10/16/2020 23H,4874
10/16/2020 22H,4863
10/16/2020 21H,4771
10/16/2020 20H,4599
10/16/2020 19H,4606
10/16/2020 18H,4816
10/16/2020 17H,4888
10/16/2020 16H,4888
10/16/2020 15H,4705
10/16/2020 14H,4497
10/16/2020 13H,4502
10/16/2020 12H,4543
10/16/2020 11H,4475
10/16/2020 10H,4379
10/16/2020 09H,4377
10/16/2020 08H,4290
10/16/2020 07H,4330
10/16/2020 06H,4327
10/16/2020 05H,4313
10/16/2020 04H,4182
10/16/2020 03H,4614
10/16/2020 02H,5699
10/16/2020 01H,6367
10/16/2020 00H,6807
10/15/2020 23H,7112
10/15/2020 22H,7044
10/15/2020 21H,6649
10/15/2020 20H,6036
10/15/2020 19H,5431
10/15/2020 18H,4989
10/15/2020 17H,4536
10/15/2020 16H,4399
10/15/2020 15H,4224
10/15/2020 14H,4183
10/15/2020 13H,4689
10/15/2020 12H,4843
10/15/2020 11H,4692
10/15/2020 10H,4707
10/15/2020 09H,4395
10/15/2020 08H,4258
10/15/2020 07H,4344
10/15/2020 06H,4419
10/15/2020 05H,4567
10/15/2020 04H,4572
10/15/2020 03H,4818
10/15/2020 02H,5325
10/15/2020 01H,5979
10/15/2020 00H,6288
10/14/2020 23H,6351
10/14/2020 22H,5922
10/14/2020 21H,5325
10/14/2020 20H,5039
10/14/2020 19H,4917
10/14/2020 18H,4871
10/14/2020 17H,4860
10/14/2020 16H,4595
10/14/2020 15H,4414
10/14/2020 14H,4263
10/14/2020 13H,4304
10/14/2020 12H,4510
10/14/2020 11H,4398
10/14/2020 10H,4349
10/14/2020 09H,4068
10/14/2020 08H,3970
10/14/2020 07H,4037
10/14/2020 06H,4340
10/14/2020 05H,4387
10/14/2020 04H,4511
10/14/2020 03H,5401
10/14/2020 02H,6757
10/14/2020 01H,7538
10/14/2020 00H,8247
10/13/2020 23H,8334
10/13/2020 22H,7740
10/13/2020 21H,7295
10/13/2020 20H,7096
10/13/2020 19H,6771
10/13/2020 18H,6031
10/13/2020 17H,5557
10/13/2020 16H,5325
10/13/2020 15H,5161
10/13/2020 14H,5023
10/13/2020 13H,5090
10/13/2020 12H,5182
10/13/2020 11H,5035
10/13/2020 10H,4722
10/13/2020 09H,4470
10/13/2020 08H,4386
10/13/2020 07H,4533
10/13/2020 06H,4800
10/13/2020 05H,5075
10/13/2020 04H,5141
10/13/2020 03H,6091
10/13/2020 02H,7058
10/13/2020 01H,7386
10/13/2020 00H,7522
10/12/2020 23H,7403
10/12/2020 22H,7484
10/12/2020 21H,7388
10/12/2020 20H,7258
10/12/2020 19H,6975
10/12/2020 18H,6773
10/12/2020 17H,6455
10/12/2020 16H,6209
10/12/2020 15H,5907
10/12/2020 14H,5453
10/12/2020 13H,5400
10/12/2020 12H,5337
10/12/2020 11H,5049
10/12/2020 10H,4755
10/12/2020 09H,4499
10/12/2020 08H,4395
10/12/2020 07H,4612
10/12/2020 06H,4841
10/12/2020 05H,4990
10/12/2020 04H,4971
10/12/2020 03H,5442
10/12/2020 02H,6493
10/12/2020 01H,7117
10/12/2020 00H,7072
10/11/2020 23H,7012
10/11/2020 22H,6958
10/11/2020 21H,6773
10/11/2020 20H,6727
10/11/2020 19H,6349
10/11/2020 18H,6270
10/11/2020 17H,6291
10/11/2020 16H,5565
10/11/2020 15H,5425
10/11/2020 14H,4968
10/11/2020 13H,4819
10/11/2020 12H,4819
10/11/2020 11H,4810
10/11/2020 10H,4797
10/11/2020 09H,4811
10/11/2020 08H,4838
10/11/2020 07H,4784
10/11/2020 06H,4854
10/11/2020 05H,5094
10/11/2020 04H,5115
10/11/2020 03H,5360
10/11/2020 02H,5951
10/11/2020 01H,6503
10/11/2020 00H,7002
10/10/2020 23H,6860
10/10/2020 22H,6675
10/10/2020 21H,6470
10/10/2020 20H,6236
10/10/2020 19H,6214
10/10/2020 18H,5986
10/10/2020 17H,5788
10/10/2020 16H,5483
10/10/2020 15H,5347
10/10/2020 14H,5280
10/10/2020 13H,5152
10/10/2020 12H,5144
10/10/2020 11H,5010
10/10/2020 10H,4946
10/10/2020 09H,4883
10/10/2020 08H,4995
10/10/2020 07H,4964
10/10/2020 06H,5146
10/10/2020 05H,5152
10/10/2020 04H,5443
10/10/2020 03H,6101
10/10/2020 02H,6730
10/10/2020 01H,7378
10/10/2020 00H,7592
10/9/2020 23H,7528
10/9/2020 22H,7572
10/9/2020 21H,7442
10/9/2020 20H,7277
10/9/2020 19H,6977
10/9/2020 18H,6849
10/9/2020 17H,6795
10/9/2020 16H,6724
10/9/2020 15H,6244
10/9/2020 14H,5869
10/9/2020 13H,5732
10/9/2020 12H,5512
10/9/2020 11H,5246
10/9/2020 10H,4789
10/9/2020 09H,4091
10/9/2020 08H,4600
10/9/2020 07H,4847
10/9/2020 06H,4871
10/9/2020 05H,5075
10/9/2020 04H,5229
10/9/2020 03H,5771
10/9/2020 02H,6685
10/9/2020 01H,7814
10/9/2020 00H,8697
10/8/2020 23H,8764
10/8/2020 22H,8539
10/8/2020 21H,8005
10/8/2020 20H,7452
10/8/2020 19H,6681
10/8/2020 18H,6411
10/8/2020 17H,5647
10/8/2020 16H,4949
10/8/2020 15H,4831
10/8/2020 14H,4737
10/8/2020 13H,4978
10/8/2020 12H,5088
10/8/2020 11H,5131
10/8/2020 10H,4925
10/8/2020 09H,4769
10/8/2020 08H,4803
10/8/2020 07H,5011
10/8/2020 06H,5076
10/8/2020 05H,5121
10/8/2020 04H,5458
10/8/2020 03H,6276
10/8/2020 02H,7537
10/8/2020 01H,8493
10/8/2020 00H,8936
10/7/2020 23H,9209
10/7/2020 22H,8662
10/7/2020 21H,8007
10/7/2020 20H,7267
10/7/2020 19H,6488
10/7/2020 18H,5989
10/7/2020 17H,5410
10/7/2020 16H,5074
10/7/2020 15H,5000
10/7/2020 14H,4826
10/7/2020 13H,5141
10/7/2020 12H,5244
10/7/2020 11H,4851
10/7/2020 10H,4773
10/7/2020 09H,4681
10/7/2020 08H,4687
10/7/2020 07H,4819
10/7/2020 06H,4875
10/7/2020 05H,5259
10/7/2020 04H,5571
10/7/2020 03H,5935
10/7/2020 02H,6760
10/7/2020 01H,6877
10/7/2020 00H,7203
10/6/2020 23H,7095
10/6/2020 22H,6689
10/6/2020 21H,6484
10/6/2020 20H,5847
10/6/2020 19H,5238
10/6/2020 18H,4861
10/6/2020 17H,4507
10/6/2020 16H,4289
10/6/2020 15H,4328
10/6/2020 14H,4564
10/6/2020 13H,5169
10/6/2020 12H,5455
10/6/2020 11H,5108
10/6/2020 10H,4730
10/6/2020 09H,4628
10/6/2020 08H,4568
10/6/2020 07H,4563
10/6/2020 06H,4692
10/6/2020 05H,4754
10/6/2020 04H,5160
10/6/2020 03H,5449
10/6/2020 02H,5932
10/6/2020 01H,6075
10/6/2020 00H,6294
10/5/2020 23H,6150
10/5/2020 22H,5700
10/5/2020 21H,5356
10/5/2020 20H,5094
10/5/2020 19H,4789
10/5/2020 18H,4661
10/5/2020 17H,4485
10/5/2020 16H,4295
10/5/2020 15H,4644
10/5/2020 14H,4925
10/5/2020 13H,5120
10/5/2020 12H,5197
10/5/2020 11H,4874
10/5/2020 10H,4565
10/5/2020 09H,4183
10/5/2020 08H,4055
10/5/2020 07H,3986
10/5/2020 06H,3905
10/5/2020 05H,4155
10/5/2020 04H,4521
10/5/2020 03H,4935
10/5/2020 02H,4976
10/5/2020 01H,5157
10/5/2020 00H,5226
10/4/2020 23H,5137
10/4/2020 22H,4943
10/4/2020 21H,4698
10/4/2020 20H,4683
10/4/2020 19H,4623
10/4/2020 18H,4403
10/4/2020 17H,4329
10/4/2020 16H,4347
10/4/2020 15H,4520
10/4/2020 14H,4718
10/4/2020 13H,4398
10/4/2020 12H,4362
10/4/2020 11H,4294
10/4/2020 10H,4198
10/4/2020 09H,4162
10/4/2020 08H,4162
10/4/2020 07H,4258
10/4/2020 06H,4256
10/4/2020 05H,4426
10/4/2020 04H,4733
10/4/2020 03H,4729
10/4/2020 02H,4891
10/4/2020 01H,4927
10/4/2020 00H,4924
10/3/2020 23H,4852
10/3/2020 22H,4732
10/3/2020 21H,4344
10/3/2020 20H,4091
10/3/2020 19H,4303
10/3/2020 18H,4453
10/3/2020 17H,4059
10/3/2020 16H,3800
10/3/2020 15H,4022
10/3/2020 14H,4069
10/3/2020 13H,4600
10/3/2020 12H,4527
10/3/2020 11H,4460
10/3/2020 10H,4163
10/3/2020 09H,3913
10/3/2020 08H,3907
10/3/2020 07H,3963
10/3/2020 06H,4167
10/3/2020 05H,4372
10/3/2020 04H,4447
10/3/2020 03H,4708
10/3/2020 02H,4932
10/3/2020 01H,5171
10/3/2020 00H,5305
10/2/2020 23H,5174
10/2/2020 22H,5252
10/2/2020 21H,5147
10/2/2020 20H,4720
10/2/2020 19H,4414
10/2/2020 18H,4172
10/2/2020 17H,3970
10/2/2020 16H,4039
10/2/2020 15H,4264
10/2/2020 14H,4566
10/2/2020 13H,5113
10/2/2020 12H,5333
10/2/2020 11H,4938
10/2/2020 10H,4205
10/2/2020 09H,3875
10/2/2020 08H,3944
10/2/2020 07H,4138
10/2/2020 06H,4147
10/2/2020 05H,4317
10/2/2020 04H,4814
10/2/2020 03H,5056
10/2/2020 02H,5594
10/2/2020 01H,5927
10/2/2020 00H,6173
10/1/2020 23H,6021
10/1/2020 22H,5671
10/1/2020 21H,5514
10/1/2020 20H,5097
10/1/2020 19H,4660
10/1/2020 18H,4352
10/1/2020 17H,4138
10/1/2020 16H,3956
10/1/2020 15H,3838
10/1/2020 14H,3918
10/1/2020 13H,4536
10/1/2020 12H,5162
10/1/2020 11H,4658
10/1/2020 10H,4105
10/1/2020 09H,3857
10/1/2020 08H,3762
10/1/2020 07H,3895
10/1/2020 06H,4178
10/1/2020 05H,4370
10/1/2020 04H,4979
10/1/2020 03H,5246
10/1/2020 02H,5604
10/1/2020 01H,6087
10/1/2020 00H,6030
09/30/2020 23H,5631
09/30/2020 22H,5317
09/30/2020 21H,4778
09/30/2020 20H,4400
09/30/2020 19H,4358
09/30/2020 18H,4330
09/30/2020 17H,4103
09/30/2020 16H,3967
09/30/2020 15H,3878
09/30/2020 14H,3724
09/30/2020 13H,4530
09/30/2020 12H,5179
09/30/2020 11H,4891
09/30/2020 10H,4200
09/30/2020 09H,3598
09/30/2020 08H,3586
09/30/2020 07H,3832
09/30/2020 06H,4031
09/30/2020 05H,4050
09/30/2020 04H,4432
09/30/2020 03H,5003
09/30/2020 02H,5282
09/30/2020 01H,5483
09/30/2020 00H,6015
09/29/2020 23H,6258
09/29/2020 22H,6435
09/29/2020 21H,6438
09/29/2020 20H,6292
09/29/2020 19H,6035
09/29/2020 18H,5892
09/29/2020 17H,5753
09/29/2020 16H,5666
09/29/2020 15H,5581
09/29/2020 14H,5607
09/29/2020 13H,5613
09/29/2020 12H,5592
09/29/2020 11H,5368
09/29/2020 10H,4842
09/29/2020 09H,4502
09/29/2020 08H,4444
09/29/2020 07H,4600
09/29/2020 06H,4828
09/29/2020 05H,5114
09/29/2020 04H,5377
09/29/2020 03H,5766
09/29/2020 02H,6237
09/29/2020 01H,7511
09/29/2020 00H,7649
09/28/2020 23H,7614
09/28/2020 22H,7400
09/28/2020 21H,7770
09/28/2020 20H,7433
09/28/2020 19H,6966
09/28/2020 18H,6903
09/28/2020 17H,6502
09/28/2020 16H,5993
09/28/2020 15H,5512
09/28/2020 14H,5391
09/28/2020 13H,5389
09/28/2020 12H,5391
09/28/2020 11H,4854
09/28/2020 10H,4199
09/28/2020 09H,4104
09/28/2020 08H,4048
09/28/2020 07H,4208
