Net generation from natural gas for Carolinas (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390107&sdid=EBA.CAR-ALL.NG.NG.H
19:06:34 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAR-ALL.NG.NG.H megawatthours
04/10/2019 09H,4142
04/10/2019 08H,4105
04/10/2019 07H,4118
04/10/2019 06H,4067
04/10/2019 05H,4136
04/10/2019 04H,4515
04/10/2019 03H,4988
04/10/2019 02H,5265
04/10/2019 01H,5567
04/10/2019 00H,5536
04/9/2019 23H,5635
04/9/2019 22H,5930
04/9/2019 21H,6032
04/9/2019 20H,6101
04/9/2019 19H,6092
04/9/2019 18H,5990
04/9/2019 17H,6050
04/9/2019 16H,5905
04/9/2019 15H,5534
04/9/2019 14H,5441
04/9/2019 13H,5318
04/9/2019 12H,5167
04/9/2019 11H,4744
04/9/2019 10H,4470
04/9/2019 09H,4426
04/9/2019 08H,4334
04/9/2019 07H,4128
04/9/2019 06H,4151
04/9/2019 05H,4294
04/9/2019 04H,4586
04/9/2019 03H,5338
04/9/2019 02H,6088
04/9/2019 01H,6324
04/9/2019 00H,6246
04/8/2019 23H,6197
04/8/2019 22H,6180
04/8/2019 21H,6167
04/8/2019 20H,6136
04/8/2019 19H,6128
04/8/2019 18H,6115
04/8/2019 17H,5906
04/8/2019 16H,5409
04/8/2019 15H,5261
04/8/2019 14H,5208
04/8/2019 13H,5194
04/8/2019 12H,5050
04/8/2019 11H,4642
04/8/2019 10H,4040
04/8/2019 09H,3949
04/8/2019 08H,3924
04/8/2019 07H,3884
04/8/2019 06H,3875
04/8/2019 05H,3863
04/8/2019 04H,4011
04/8/2019 03H,4298
04/8/2019 02H,4398
04/8/2019 01H,4413
04/8/2019 00H,4374
04/7/2019 23H,4335
04/7/2019 22H,4215
04/7/2019 21H,3971
04/7/2019 20H,3523
04/7/2019 19H,3454
04/7/2019 18H,3426
04/7/2019 17H,3226
04/7/2019 16H,3209
04/7/2019 15H,3333
04/7/2019 14H,3532
04/7/2019 13H,3603
04/7/2019 12H,3492
04/7/2019 11H,3471
04/7/2019 10H,3353
04/7/2019 09H,3331
04/7/2019 08H,3339
04/7/2019 07H,3326
04/7/2019 06H,3522
04/7/2019 05H,3920
04/7/2019 04H,4244
04/7/2019 03H,4371
04/7/2019 02H,4433
04/7/2019 01H,4558
04/7/2019 00H,4536
04/6/2019 23H,4513
04/6/2019 22H,4477
04/6/2019 21H,4447
04/6/2019 20H,4432
04/6/2019 19H,4435
04/6/2019 18H,4506
04/6/2019 17H,4453
04/6/2019 16H,4478
04/6/2019 15H,4582
04/6/2019 14H,4553
04/6/2019 13H,4321
04/6/2019 12H,4004
04/6/2019 11H,3499
04/6/2019 10H,3459
04/6/2019 09H,3464
04/6/2019 08H,3471
04/6/2019 07H,3398
04/6/2019 06H,3415
04/6/2019 05H,3463
04/6/2019 04H,3675
04/6/2019 03H,3972
04/6/2019 02H,3985
04/6/2019 01H,4162
04/6/2019 00H,4378
04/5/2019 23H,4371
04/5/2019 22H,4348
04/5/2019 21H,4234
04/5/2019 20H,4103
04/5/2019 19H,4206
04/5/2019 18H,4255
04/5/2019 17H,4194
04/5/2019 16H,4140
04/5/2019 15H,4184
04/5/2019 14H,4362
04/5/2019 13H,4391
04/5/2019 12H,4429
04/5/2019 11H,4353
04/5/2019 10H,4235
04/5/2019 09H,4169
04/5/2019 08H,4140
04/5/2019 07H,4107
04/5/2019 06H,4099
04/5/2019 05H,3985
04/5/2019 04H,3823
04/5/2019 03H,3906
04/5/2019 02H,4139
04/5/2019 01H,4296
04/5/2019 00H,4318
04/4/2019 23H,4255
04/4/2019 22H,4170
04/4/2019 21H,4150
04/4/2019 20H,4201
04/4/2019 19H,4157
04/4/2019 18H,4168
04/4/2019 17H,4142
04/4/2019 16H,4151
04/4/2019 15H,4137
04/4/2019 14H,4344
04/4/2019 13H,4597
04/4/2019 12H,4837
04/4/2019 11H,4631
04/4/2019 10H,4268
04/4/2019 09H,4242
04/4/2019 08H,4117
04/4/2019 07H,3985
04/4/2019 06H,3993
04/4/2019 05H,3812
04/4/2019 04H,3903
04/4/2019 03H,4172
04/4/2019 02H,4246
04/4/2019 01H,4264
04/4/2019 00H,4168
04/3/2019 23H,4128
04/3/2019 22H,3911
04/3/2019 21H,4070
04/3/2019 20H,4055
04/3/2019 19H,4232
04/3/2019 18H,4454
04/3/2019 17H,4553
04/3/2019 16H,4576
04/3/2019 15H,4844
04/3/2019 14H,5389
04/3/2019 13H,6416
04/3/2019 12H,8050
04/3/2019 11H,8269
04/3/2019 10H,7283
04/3/2019 09H,6398
04/3/2019 08H,6182
04/3/2019 07H,6223
04/3/2019 06H,6250
04/3/2019 05H,6159
04/3/2019 04H,6026
04/3/2019 03H,6423
04/3/2019 02H,7266
04/3/2019 01H,7413
04/3/2019 00H,7352
04/2/2019 23H,7251
04/2/2019 22H,7162
04/2/2019 21H,7143
04/2/2019 20H,7435
04/2/2019 19H,7675
04/2/2019 18H,7778
04/2/2019 17H,7562
04/2/2019 16H,7747
04/2/2019 15H,7158
04/2/2019 14H,7479
04/2/2019 13H,7741
04/2/2019 12H,7884
04/2/2019 11H,7330
04/2/2019 10H,6475
04/2/2019 09H,5572
04/2/2019 08H,5360
04/2/2019 07H,5314
04/2/2019 06H,5186
04/2/2019 05H,5119
04/2/2019 04H,5265
04/2/2019 03H,5383
04/2/2019 02H,5798
04/2/2019 01H,6043
04/2/2019 00H,5590
04/1/2019 23H,5435
04/1/2019 22H,5217
04/1/2019 21H,5269
04/1/2019 20H,5121
04/1/2019 19H,5301
04/1/2019 18H,5246
04/1/2019 17H,5502
04/1/2019 16H,5742
04/1/2019 15H,5952
04/1/2019 14H,6532
04/1/2019 13H,6648
04/1/2019 12H,6689
04/1/2019 11H,6464
04/1/2019 10H,5168
04/1/2019 09H,4228
04/1/2019 08H,3817
04/1/2019 07H,3816
04/1/2019 06H,3784
04/1/2019 05H,4226
04/1/2019 04H,4414
04/1/2019 03H,4460
04/1/2019 02H,4461
04/1/2019 01H,4560
04/1/2019 00H,4329
03/31/2019 23H,4155
03/31/2019 22H,4091
03/31/2019 21H,4050
03/31/2019 20H,4025
03/31/2019 19H,4014
03/31/2019 18H,4043
03/31/2019 17H,4018
03/31/2019 16H,3992
03/31/2019 15H,4055
03/31/2019 14H,4040
03/31/2019 13H,3990
03/31/2019 12H,3977
03/31/2019 11H,4066
03/31/2019 10H,3997
03/31/2019 09H,3965
03/31/2019 08H,3998
03/31/2019 07H,4013
03/31/2019 06H,4008
03/31/2019 05H,4006
03/31/2019 04H,4042
03/31/2019 03H,4138
03/31/2019 02H,4261
03/31/2019 01H,4311
03/31/2019 00H,4279
03/30/2019 23H,4210
03/30/2019 22H,4154
03/30/2019 21H,4125
03/30/2019 20H,4102
03/30/2019 19H,3993
03/30/2019 18H,3891
03/30/2019 17H,3934
03/30/2019 16H,3897
03/30/2019 15H,3869
03/30/2019 14H,4095
03/30/2019 13H,4451
03/30/2019 12H,4497
03/30/2019 11H,4399
03/30/2019 10H,4151
03/30/2019 09H,4175
03/30/2019 08H,4110
03/30/2019 07H,4078
03/30/2019 06H,4155
03/30/2019 05H,4385
03/30/2019 04H,4509
03/30/2019 03H,4720
03/30/2019 02H,4947
03/30/2019 01H,4995
03/30/2019 00H,4876
03/29/2019 23H,4774
03/29/2019 22H,4677
03/29/2019 21H,4579
03/29/2019 20H,4608
03/29/2019 19H,4531
03/29/2019 18H,4691
03/29/2019 17H,4728
03/29/2019 16H,4941
03/29/2019 15H,4953
03/29/2019 14H,5734
03/29/2019 13H,6458
03/29/2019 12H,7202
03/29/2019 11H,6893
03/29/2019 10H,6152
03/29/2019 09H,5629
03/29/2019 08H,5468
03/29/2019 07H,5456
03/29/2019 06H,5418
03/29/2019 05H,5505
03/29/2019 04H,5443
03/29/2019 03H,5777
03/29/2019 02H,6270
03/29/2019 01H,6574
03/29/2019 00H,6580
03/28/2019 23H,6188
03/28/2019 22H,5234
03/28/2019 21H,4702
03/28/2019 20H,4385
03/28/2019 19H,4304
03/28/2019 18H,4256
03/28/2019 17H,4328
03/28/2019 16H,4515
03/28/2019 15H,4768
03/28/2019 14H,5404
03/28/2019 13H,7554
03/28/2019 12H,8903
03/28/2019 11H,8362
03/28/2019 10H,7054
03/28/2019 09H,6336
03/28/2019 08H,6184
03/28/2019 07H,6156
03/28/2019 06H,6174
03/28/2019 05H,6211
03/28/2019 04H,6361
03/28/2019 03H,6412
03/28/2019 02H,6323
03/28/2019 01H,6151
03/28/2019 00H,5481
03/27/2019 23H,5061
03/27/2019 22H,4881
03/27/2019 21H,4693
03/27/2019 20H,4696
03/27/2019 19H,4828
03/27/2019 18H,5004
03/27/2019 17H,5114
03/27/2019 16H,5228
03/27/2019 15H,5494
03/27/2019 14H,6147
03/27/2019 13H,7658
03/27/2019 12H,8581
03/27/2019 11H,8122
03/27/2019 10H,6917
03/27/2019 09H,5811
03/27/2019 08H,5744
03/27/2019 07H,5700
03/27/2019 06H,5653
03/27/2019 05H,5527
03/27/2019 04H,5480
03/27/2019 03H,5599
03/27/2019 02H,5648
03/27/2019 01H,5703
03/27/2019 00H,5312
03/26/2019 23H,4886
03/26/2019 22H,4803
03/26/2019 21H,4735
03/26/2019 20H,4612
03/26/2019 19H,4666
03/26/2019 18H,4678
03/26/2019 17H,4703
03/26/2019 16H,4744
03/26/2019 15H,4853
03/26/2019 14H,4837
03/26/2019 13H,4824
03/26/2019 12H,4862
03/26/2019 11H,4891
03/26/2019 10H,4596
03/26/2019 09H,4481
03/26/2019 08H,4476
03/26/2019 07H,4447
03/26/2019 06H,4426
03/26/2019 05H,4493
03/26/2019 04H,4641
03/26/2019 03H,4780
03/26/2019 02H,4872
03/26/2019 01H,5034
03/26/2019 00H,4979
03/25/2019 23H,4834
03/25/2019 22H,4789
03/25/2019 21H,4766
03/25/2019 20H,4622
03/25/2019 19H,4574
03/25/2019 18H,4450
03/25/2019 17H,4351
03/25/2019 16H,4287
03/25/2019 15H,4519
03/25/2019 14H,5015
03/25/2019 13H,5199
03/25/2019 12H,5246
03/25/2019 11H,4884
03/25/2019 10H,4627
03/25/2019 09H,4531
03/25/2019 08H,4539
03/25/2019 07H,4477
03/25/2019 06H,4479
03/25/2019 05H,4390
03/25/2019 04H,4496
03/25/2019 03H,4734
03/25/2019 02H,4866
03/25/2019 01H,4793
03/25/2019 00H,4826
03/24/2019 23H,4814
03/24/2019 22H,4640
03/24/2019 21H,4306
03/24/2019 20H,4087
03/24/2019 19H,4022
03/24/2019 18H,4140
03/24/2019 17H,4192
03/24/2019 16H,4242
03/24/2019 15H,4384
03/24/2019 14H,5312
03/24/2019 13H,5749
03/24/2019 12H,5733
03/24/2019 11H,5649
03/24/2019 10H,5385
03/24/2019 09H,4958
03/24/2019 08H,4984
03/24/2019 07H,4942
03/24/2019 06H,4628
03/24/2019 05H,4680
03/24/2019 04H,4736
03/24/2019 03H,4827
03/24/2019 02H,4807
03/24/2019 01H,4846
03/24/2019 00H,4880
03/23/2019 23H,4795
03/23/2019 22H,4709
03/23/2019 21H,4600
03/23/2019 20H,4549
03/23/2019 19H,4625
03/23/2019 18H,4668
03/23/2019 17H,4773
03/23/2019 16H,4721
03/23/2019 15H,4790
03/23/2019 14H,5551
03/23/2019 13H,5889
03/23/2019 12H,5896
03/23/2019 11H,5823
03/23/2019 10H,5699
03/23/2019 09H,5452
03/23/2019 08H,4953
03/23/2019 07H,4727
03/23/2019 06H,4619
03/23/2019 05H,4667
03/23/2019 04H,4836
03/23/2019 03H,4912
03/23/2019 02H,4928
03/23/2019 01H,4963
03/23/2019 00H,4788
03/22/2019 23H,4653
03/22/2019 22H,4605
03/22/2019 21H,4509
03/22/2019 20H,4438
03/22/2019 19H,4318
03/22/2019 18H,4319
03/22/2019 17H,4369
03/22/2019 16H,4351
03/22/2019 15H,4538
03/22/2019 14H,4975
03/22/2019 13H,5972
03/22/2019 12H,6684
03/22/2019 11H,6273
03/22/2019 10H,5620
03/22/2019 09H,4899
03/22/2019 08H,4699
03/22/2019 07H,4650
03/22/2019 06H,4655
03/22/2019 05H,4763
03/22/2019 04H,4901
03/22/2019 03H,4918
03/22/2019 02H,5027
03/22/2019 01H,4992
03/22/2019 00H,4946
03/21/2019 23H,4785
03/21/2019 22H,4813
03/21/2019 21H,4750
03/21/2019 20H,4687
03/21/2019 19H,4627
03/21/2019 18H,4863
03/21/2019 17H,4967
03/21/2019 16H,5280
03/21/2019 15H,5943
03/21/2019 14H,6713
03/21/2019 13H,7233
03/21/2019 12H,7340
03/21/2019 11H,7142
03/21/2019 10H,5660
03/21/2019 09H,4997
03/21/2019 08H,4649
03/21/2019 07H,4700
03/21/2019 06H,4731
03/21/2019 05H,4937
03/21/2019 04H,5199
03/21/2019 03H,5633
03/21/2019 02H,6005
03/21/2019 01H,6106
03/21/2019 00H,5970
03/20/2019 23H,5837
03/20/2019 22H,5588
03/20/2019 21H,5347
03/20/2019 20H,5295
03/20/2019 19H,5391
03/20/2019 18H,5535
03/20/2019 17H,5509
03/20/2019 16H,6003
03/20/2019 15H,6953
03/20/2019 14H,7509
03/20/2019 13H,8802
03/20/2019 12H,9497
03/20/2019 11H,8914
03/20/2019 10H,7523
03/20/2019 09H,6258
03/20/2019 08H,6005
03/20/2019 07H,5891
03/20/2019 06H,5714
03/20/2019 05H,5576
03/20/2019 04H,5834
03/20/2019 03H,5941
03/20/2019 02H,6009
03/20/2019 01H,6085
03/20/2019 00H,6125
03/19/2019 23H,5850
03/19/2019 22H,5555
03/19/2019 21H,5199
03/19/2019 20H,5033
03/19/2019 19H,5226
03/19/2019 18H,5229
03/19/2019 17H,5598
03/19/2019 16H,6310
03/19/2019 15H,7607
03/19/2019 14H,9247
03/19/2019 13H,10241
03/19/2019 12H,10097
03/19/2019 11H,9245
03/19/2019 10H,7483
03/19/2019 09H,5755
03/19/2019 08H,5281
03/19/2019 07H,5220
03/19/2019 06H,5290
03/19/2019 05H,5389
03/19/2019 04H,5584
03/19/2019 03H,5799
03/19/2019 02H,5872
03/19/2019 01H,5909
03/19/2019 00H,5366
03/18/2019 23H,4931
03/18/2019 22H,4645
03/18/2019 21H,4627
03/18/2019 20H,4508
03/18/2019 19H,4344
03/18/2019 18H,4519
03/18/2019 17H,4707
03/18/2019 16H,4749
03/18/2019 15H,5021
03/18/2019 14H,5392
03/18/2019 13H,6543
03/18/2019 12H,7325
03/18/2019 11H,6911
03/18/2019 10H,6017
03/18/2019 09H,5161
03/18/2019 08H,4886
03/18/2019 07H,4854
03/18/2019 06H,4755
03/18/2019 05H,4703
03/18/2019 04H,4756
03/18/2019 03H,4924
03/18/2019 02H,5021
03/18/2019 01H,5029
03/18/2019 00H,4808
03/17/2019 23H,4358
03/17/2019 22H,4102
03/17/2019 21H,4345
03/17/2019 20H,4134
03/17/2019 19H,4208
03/17/2019 18H,4548
03/17/2019 17H,4876
03/17/2019 16H,4910
03/17/2019 15H,4897
03/17/2019 14H,5076
03/17/2019 13H,5303
03/17/2019 12H,5316
03/17/2019 11H,5066
03/17/2019 10H,4839
03/17/2019 09H,4748
03/17/2019 08H,4596
03/17/2019 07H,4608
03/17/2019 06H,4600
03/17/2019 05H,4667
03/17/2019 04H,4734
03/17/2019 03H,4985
03/17/2019 02H,5011
03/17/2019 01H,5020
03/17/2019 00H,4906
03/16/2019 23H,4766
03/16/2019 22H,4636
03/16/2019 21H,4564
03/16/2019 20H,4285
03/16/2019 19H,4071
03/16/2019 18H,4217
03/16/2019 17H,4128
03/16/2019 16H,4313
03/16/2019 15H,4776
03/16/2019 14H,4851
03/16/2019 13H,4840
03/16/2019 12H,4716
03/16/2019 11H,4408
03/16/2019 10H,4454
03/16/2019 09H,4492
03/16/2019 08H,4442
03/16/2019 07H,4483
03/16/2019 06H,4566
03/16/2019 05H,4649
03/16/2019 04H,4531
03/16/2019 03H,4752
03/16/2019 02H,5053
03/16/2019 01H,5108
03/16/2019 00H,5075
03/15/2019 23H,4996
03/15/2019 22H,4866
03/15/2019 21H,4809
03/15/2019 20H,4781
03/15/2019 19H,4893
03/15/2019 18H,4834
03/15/2019 17H,4754
03/15/2019 16H,4676
03/15/2019 15H,4819
03/15/2019 14H,4874
03/15/2019 13H,4932
03/15/2019 12H,5018
03/15/2019 11H,4951
03/15/2019 10H,4730
03/15/2019 09H,4598
03/15/2019 08H,4550
03/15/2019 07H,4583
03/15/2019 06H,4707
03/15/2019 05H,4763
03/15/2019 04H,4770
03/15/2019 03H,5031
03/15/2019 02H,5018
03/15/2019 01H,4972
03/15/2019 00H,4862
03/14/2019 23H,4736
03/14/2019 22H,4496
03/14/2019 21H,4439
03/14/2019 20H,4469
03/14/2019 19H,4378
03/14/2019 18H,4325
03/14/2019 17H,4392
03/14/2019 16H,4317
03/14/2019 15H,4490
03/14/2019 14H,4767
03/14/2019 13H,5160
03/14/2019 12H,5258
03/14/2019 11H,5136
03/14/2019 10H,4905
03/14/2019 09H,4837
03/14/2019 08H,4857
03/14/2019 07H,4793
03/14/2019 06H,4804
03/14/2019 05H,4830
03/14/2019 04H,4886
03/14/2019 03H,4965
03/14/2019 02H,5068
03/14/2019 01H,5200
03/14/2019 00H,5147
03/13/2019 23H,5064
03/13/2019 22H,4859
03/13/2019 21H,4818
03/13/2019 20H,4847
03/13/2019 19H,4883
03/13/2019 18H,4980
03/13/2019 17H,5154
03/13/2019 16H,5067
03/13/2019 15H,5500
03/13/2019 14H,6534
03/13/2019 13H,7751
03/13/2019 12H,8566
03/13/2019 11H,7943
03/13/2019 10H,6491
03/13/2019 09H,5460
03/13/2019 08H,5101
03/13/2019 07H,5082
03/13/2019 06H,5110
03/13/2019 05H,5087
03/13/2019 04H,5047
03/13/2019 03H,5092
03/13/2019 02H,5365
03/13/2019 01H,5395
03/13/2019 00H,5400
03/12/2019 23H,5300
03/12/2019 22H,5110
03/12/2019 21H,4697
03/12/2019 20H,4254
03/12/2019 19H,4464
03/12/2019 18H,4618
03/12/2019 17H,4429
03/12/2019 16H,4626
03/12/2019 15H,5022
03/12/2019 14H,5855
03/12/2019 13H,6433
03/12/2019 12H,6435
03/12/2019 11H,5496
03/12/2019 10H,4863
03/12/2019 09H,4679
03/12/2019 08H,4638
03/12/2019 07H,4562
03/12/2019 06H,4498
03/12/2019 05H,4634
03/12/2019 04H,4751
03/12/2019 03H,4934
03/12/2019 02H,5051
03/12/2019 01H,5050
03/12/2019 00H,5021
03/11/2019 23H,4899
03/11/2019 22H,4908
03/11/2019 21H,4867
03/11/2019 20H,4819
03/11/2019 19H,4848
03/11/2019 18H,4621
03/11/2019 17H,4631
03/11/2019 16H,4973
03/11/2019 15H,5020
03/11/2019 14H,5042
03/11/2019 13H,5057
03/11/2019 12H,5103
03/11/2019 11H,4964
03/11/2019 10H,4765
03/11/2019 09H,4570
03/11/2019 08H,4360
03/11/2019 07H,4407
03/11/2019 06H,4394
03/11/2019 05H,4360
03/11/2019 04H,4669
03/11/2019 03H,5216
03/11/2019 02H,5605
03/11/2019 01H,5641
03/11/2019 00H,5645
03/10/2019 23H,5565
03/10/2019 22H,5347
03/10/2019 21H,5302
03/10/2019 20H,5322
03/10/2019 19H,5278
03/10/2019 18H,5226
03/10/2019 17H,5139
03/10/2019 16H,4964
03/10/2019 15H,4580
03/10/2019 14H,4603
03/10/2019 13H,4641
03/10/2019 12H,4564
03/10/2019 11H,4542
03/10/2019 10H,4654
03/10/2019 09H,4629
03/10/2019 08H,4408
03/10/2019 07H,4114
03/10/2019 06H,4739
03/10/2019 05H,4613
03/10/2019 04H,4703
03/10/2019 03H,5289
03/10/2019 02H,5623
03/10/2019 01H,5613
03/10/2019 00H,5605
03/9/2019 23H,5556
03/9/2019 22H,5340
03/9/2019 21H,5348
03/9/2019 20H,5366
03/9/2019 19H,5289
03/9/2019 18H,5275
03/9/2019 17H,5259
03/9/2019 16H,5137
03/9/2019 15H,4817
03/9/2019 14H,4852
03/9/2019 13H,4847
03/9/2019 12H,4694
03/9/2019 11H,4566
03/9/2019 10H,4554
03/9/2019 09H,4478
03/9/2019 08H,4258
03/9/2019 07H,3981
03/9/2019 06H,4162
03/9/2019 05H,4651
03/9/2019 04H,4795
03/9/2019 03H,4931
03/9/2019 02H,5233
03/9/2019 01H,5255
03/9/2019 00H,5933
03/8/2019 23H,5653
03/8/2019 22H,5498
03/8/2019 21H,5485
03/8/2019 20H,5313
03/8/2019 19H,5217
03/8/2019 18H,5140
03/8/2019 17H,5072
03/8/2019 16H,5206
03/8/2019 15H,5408
03/8/2019 14H,5516
03/8/2019 13H,5576
03/8/2019 12H,5521
03/8/2019 11H,5346
03/8/2019 10H,5204
03/8/2019 09H,5118
03/8/2019 08H,4953
03/8/2019 07H,4790
03/8/2019 06H,4786
03/8/2019 05H,4690
03/8/2019 04H,4796
03/8/2019 03H,4925
03/8/2019 02H,5255
03/8/2019 01H,5523
03/8/2019 00H,5387
03/7/2019 23H,4896
03/7/2019 22H,4629
03/7/2019 21H,4759
03/7/2019 20H,4797
03/7/2019 19H,5082
03/7/2019 18H,5199
03/7/2019 17H,5288
03/7/2019 16H,5662
03/7/2019 15H,6798
03/7/2019 14H,8757
03/7/2019 13H,10235
03/7/2019 12H,10423
03/7/2019 11H,9512
03/7/2019 10H,7646
03/7/2019 09H,6940
03/7/2019 08H,6546
03/7/2019 07H,6491
03/7/2019 06H,6431
03/7/2019 05H,6366
03/7/2019 04H,6505
03/7/2019 03H,6643
03/7/2019 02H,6636
03/7/2019 01H,6279
03/7/2019 00H,6001
03/6/2019 23H,5339
03/6/2019 22H,5204
03/6/2019 21H,5037
03/6/2019 20H,4938
03/6/2019 19H,5169
03/6/2019 18H,5317
03/6/2019 17H,5544
03/6/2019 16H,5910
03/6/2019 15H,6559
03/6/2019 14H,7704
03/6/2019 13H,9354
03/6/2019 12H,9362
03/6/2019 11H,7426
03/6/2019 10H,5650
03/6/2019 09H,5438
03/6/2019 08H,5377
03/6/2019 07H,5243
03/6/2019 06H,5155
03/6/2019 05H,5384
03/6/2019 04H,5574
03/6/2019 03H,5933
03/6/2019 02H,5973
03/6/2019 01H,5956
03/6/2019 00H,5877
03/5/2019 23H,4972
03/5/2019 22H,4427
03/5/2019 21H,4291
03/5/2019 20H,4569
03/5/2019 19H,4884
03/5/2019 18H,5248
03/5/2019 17H,5656
03/5/2019 16H,6614
03/5/2019 15H,8030
03/5/2019 14H,8111
03/5/2019 13H,7921
03/5/2019 12H,6994
03/5/2019 11H,5613
03/5/2019 10H,4978
03/5/2019 09H,4809
03/5/2019 08H,4788
03/5/2019 07H,4816
03/5/2019 06H,5040
03/5/2019 05H,5008
03/5/2019 04H,5241
03/5/2019 03H,5366
03/5/2019 02H,5440
03/5/2019 01H,5446
03/5/2019 00H,5425
03/4/2019 23H,5425
03/4/2019 22H,5369
03/4/2019 21H,5271
03/4/2019 20H,5257
03/4/2019 19H,5253
03/4/2019 18H,5370
03/4/2019 17H,5208
03/4/2019 16H,5300
03/4/2019 15H,5386
03/4/2019 14H,5346
03/4/2019 13H,5266
03/4/2019 12H,5182
03/4/2019 11H,4790
03/4/2019 10H,4442
03/4/2019 09H,4751
03/4/2019 08H,4824
03/4/2019 07H,4843
03/4/2019 06H,4858
03/4/2019 05H,4925
03/4/2019 04H,5047
03/4/2019 03H,5187
03/4/2019 02H,5171
03/4/2019 01H,5109
03/4/2019 00H,5124
03/3/2019 23H,5070
03/3/2019 22H,5039
03/3/2019 21H,4948
03/3/2019 20H,4859
03/3/2019 19H,4905
03/3/2019 18H,4734
03/3/2019 17H,4742
03/3/2019 16H,4689
03/3/2019 15H,4827
03/3/2019 14H,4864
03/3/2019 13H,4764
03/3/2019 12H,4795
03/3/2019 11H,4712
03/3/2019 10H,4832
03/3/2019 09H,4821
03/3/2019 08H,4797
03/3/2019 07H,4750
03/3/2019 06H,4688
03/3/2019 05H,4813
03/3/2019 04H,4876
03/3/2019 03H,5004
03/3/2019 02H,4936
03/3/2019 01H,5049
03/3/2019 00H,5019
03/2/2019 23H,4893
03/2/2019 22H,4845
03/2/2019 21H,4526
03/2/2019 20H,4378
03/2/2019 19H,4712
03/2/2019 18H,4774
03/2/2019 17H,4835
03/2/2019 16H,5036
03/2/2019 15H,5097
03/2/2019 14H,5174
03/2/2019 13H,5142
03/2/2019 12H,5079
03/2/2019 11H,5022
03/2/2019 10H,5023
03/2/2019 09H,5140
03/2/2019 08H,5122
03/2/2019 07H,5046
03/2/2019 06H,5084
03/2/2019 05H,5081
03/2/2019 04H,5255
03/2/2019 03H,5375
03/2/2019 02H,5596
03/2/2019 01H,5931
03/2/2019 00H,5882
03/1/2019 23H,5662
03/1/2019 22H,5635
03/1/2019 21H,5638
03/1/2019 20H,5686
03/1/2019 19H,5756
03/1/2019 18H,5780
03/1/2019 17H,5835
03/1/2019 16H,5876
03/1/2019 15H,5895
03/1/2019 14H,5911
03/1/2019 13H,5897
03/1/2019 12H,5813
03/1/2019 11H,5530
03/1/2019 10H,5414
03/1/2019 09H,5254
03/1/2019 08H,5178
03/1/2019 07H,5084
03/1/2019 06H,4994
03/1/2019 05H,5165
03/1/2019 04H,5539
03/1/2019 03H,5798
03/1/2019 02H,5916
03/1/2019 01H,5952
03/1/2019 00H,5894
02/28/2019 23H,5740
02/28/2019 22H,5504
02/28/2019 21H,5321
02/28/2019 20H,5328
02/28/2019 19H,5258
02/28/2019 18H,4864
02/28/2019 17H,4778
02/28/2019 16H,4916
02/28/2019 15H,5564
02/28/2019 14H,5815
02/28/2019 13H,5907
02/28/2019 12H,5861
02/28/2019 11H,5546
02/28/2019 10H,5507
02/28/2019 09H,5360
02/28/2019 08H,5311
02/28/2019 07H,5197
02/28/2019 06H,5198
02/28/2019 05H,5232
02/28/2019 04H,5565
02/28/2019 03H,5923
02/28/2019 02H,6000
02/28/2019 01H,6007
02/28/2019 00H,5972
02/27/2019 23H,5847
02/27/2019 22H,5797
02/27/2019 21H,5658
02/27/2019 20H,5777
02/27/2019 19H,5893
02/27/2019 18H,5915
02/27/2019 17H,5791
02/27/2019 16H,6019
02/27/2019 15H,6135
02/27/2019 14H,6181
02/27/2019 13H,6250
02/27/2019 12H,6252
02/27/2019 11H,6031
02/27/2019 10H,5803
02/27/2019 09H,5598
02/27/2019 08H,5547
02/27/2019 07H,5574
02/27/2019 06H,5526
02/27/2019 05H,5856
02/27/2019 04H,6125
02/27/2019 03H,6218
02/27/2019 02H,6213
02/27/2019 01H,6226
02/27/2019 00H,6123
02/26/2019 23H,5811
02/26/2019 22H,5545
02/26/2019 21H,5129
02/26/2019 20H,5312
02/26/2019 19H,5765
02/26/2019 18H,5712
02/26/2019 17H,5772
02/26/2019 16H,5851
02/26/2019 15H,6207
02/26/2019 14H,7725
02/26/2019 13H,9524
02/26/2019 12H,9341
02/26/2019 11H,7817
02/26/2019 10H,7006
02/26/2019 09H,6974
02/26/2019 08H,6865
02/26/2019 07H,6876
02/26/2019 06H,7012
02/26/2019 05H,6748
02/26/2019 04H,7005
02/26/2019 03H,7079
02/26/2019 02H,7146
02/26/2019 01H,7092
02/26/2019 00H,6599
02/25/2019 23H,5850
02/25/2019 22H,5221
02/25/2019 21H,4805
02/25/2019 20H,4865
02/25/2019 19H,5143
02/25/2019 18H,5544
02/25/2019 17H,5633
02/25/2019 16H,6150
02/25/2019 15H,6482
02/25/2019 14H,7042
02/25/2019 13H,8200
02/25/2019 12H,7296
02/25/2019 11H,6392
02/25/2019 10H,5923
02/25/2019 09H,5715
02/25/2019 08H,5706
02/25/2019 07H,5653
02/25/2019 06H,5623
02/25/2019 05H,5722
02/25/2019 04H,5797
02/25/2019 03H,5829
02/25/2019 02H,5852
02/25/2019 01H,5941
