Feature,Importance
YRBUILT,0.16047042666438943
UNITSIZE,0.09635739571644615
NUMELDERS,0.04053279519076449
FIREPLACE,0.0316301226211818
NUMOLDKIDS,0.028411121713496294
COOKFUEL_2,0.023036333378151023
HEATTYPE_1,0.021207179584780297
DIVISION_5,0.021031887763841437
COOKFUEL_1,0.021001532559954048
DIVISION_7,0.019652667462748102
HOTWATER_1,0.01935670950828839
ACPRIMARY_1,0.018790335523453734
DIVISION_8,0.018773856893056586
HOTWATER_2,0.01872022238804082
HEATFUEL_2,0.018539851890484044
NUMYNGKIDS,0.017109954667255
HEATFUEL_1,0.016973518209962544
BLD_6,0.01653495112264711
URBAN,0.01638636226260896
DIVISION_3,0.01637858102309269
HHRACE_2.0,0.016149029224584742
HEATTYPE_3,0.015763073418544597
BLD_7,0.015330160696653095
TENURE_1.0,0.015180054081185836
DIVISION_9,0.014407033421650358
BLD_2,0.013330760273216294
ACPRIMARY_0,0.012960425649198849
HEATTYPE_5,0.012771131798465438
ACPRIMARY_4,0.012629350302383859
BLD_1,0.011044713423935072
DIVISION_2,0.010726221008326915
HEATTYPE_2,0.010168734561104113
HHRACE_1.0,0.010032775832424195
BLD_3,0.010005967074772996
BLD_5,0.009652019303054885
BLD_9,0.009593171887916384
DIVISION_6,0.009515854898252567
TENURE_2.0,0.00914008536824508
DIVISION_1,0.009134511413472327
BLD_8,0.009053877667932038
HEATTYPE_4,0.008684506638305304
HEATTYPE_8,0.008534453969632812
BLD_4,0.008197707979672992
DIVISION_4,0.007861200214499485
ACPRIMARY_5,0.00773936487675636
HHRACE_4.0,0.007587203422144119
SOLAR,0.0069382597898309094
ACPRIMARY_7,0.006161729512860027
TENURE_0.0,0.005924045462959315
ACPRIMARY_2,0.005872447541607641
HHRACE_3.0,0.005639690276489108
ACPRIMARY_6,0.005634704057583552
COOKFUEL_3,0.005594018156725584
HOTWATER_3,0.005269454472308989
HEATFUEL_3,0.004610854022430014
HOTWATER_4,0.0033333598345092787
HEATFUEL_4,0.0030705081110653986
HEATTYPE_7,0.002273955282587635
COOKFUEL_0,0.0020160655103353864
HEATTYPE_6,0.0015822742572566021
HEATFUEL_5,0.001450188680008726
HHRACE_6.0,0.001295558308578581
HEATTYPE_9,0.0012384041074011403
HEATTYPE_12,0.001184884350836575
HEATFUEL_7,0.0011160577856396767
HOTWATER_0,0.0011030540042122092
HOTWATER_5,0.0006179613492974001
HEATTYPE_11,0.0005932672315838408
HHRACE_5.0,0.00031782245060125124
HEATTYPE_13,0.00023426306318415256
HEATTYPE_0,0.00023249905705191497
HEATFUEL_0,0.0001899366527985475
HEATTYPE_10,0.00012133676435244687
ACPRIMARY_3,0.00011048410333386093
HEATFUEL_6,7.405372593115785e-05
HOTWATER_6,4.363123486323574e-05
COOKFUEL_4,2.9083945389370076e-05
HEATFUEL_8,2.2233681032115673e-05
HEATFUEL_9,1.471866438091676e-05
