Feature,Importance
YRBUILT,0.13973873345799073
UNITSIZE,0.09438522581270281
NUMELDERS,0.03943694106206821
DIVISION_7,0.03694839203491934
NUMOLDKIDS,0.03020375154292941
HOTWATER_4,0.028003493449795806
HEATFUEL_3,0.0276326096576793
BLD_7,0.027069337900537723
DIVISION_6,0.020716198116298646
HOTWATER_3,0.019658703914904846
BLD_8,0.01955364780755506
HEATTYPE_1,0.01885125629751952
HEATTYPE_7,0.018746403562609176
DIVISION_5,0.018608700897235108
HHRACE_6.0,0.018110124026652574
DIVISION_4,0.017889938718615828
DIVISION_9,0.017711838483754832
HHRACE_2.0,0.016960646942316877
DIVISION_2,0.016518501291624674
ACPRIMARY_5,0.016161415633930597
COOKFUEL_2,0.015861449331294675
BLD_1,0.01584501433722225
ACPRIMARY_1,0.015524623947783827
TENURE_1.0,0.014619366024204066
COOKFUEL_1,0.014422998405670042
HEATTYPE_5,0.014112079724118952
HEATTYPE_3,0.013793048234119632
HEATTYPE_8,0.013330453783754595
FIREPLACE,0.013267491734432691
TENURE_2.0,0.013217159104361012
ACPRIMARY_0,0.012686230694096443
HHRACE_1.0,0.012415007671365563
BLD_2,0.012311945562622072
ACPRIMARY_2,0.012025007174576923
ACPRIMARY_6,0.011579506421221663
BLD_4,0.01006037023781668
ACPRIMARY_4,0.009550341633656945
HOTWATER_1,0.008911348076756176
DIVISION_8,0.008780061622469587
NUMYNGKIDS,0.008693736045498054
DIVISION_3,0.008383707086846735
HEATFUEL_2,0.008237538662790459
BLD_5,0.008138176511657661
TENURE_0.0,0.00782002939813268
HOTWATER_2,0.007370314867136496
HEATFUEL_1,0.007292252148039527
HOTWATER_0,0.006829676593786552
COOKFUEL_3,0.0065070350320197735
DIVISION_1,0.0060587960452143505
HEATTYPE_4,0.00541941951556944
HEATFUEL_9,0.0047505633868158955
ACPRIMARY_7,0.004297656925807653
HEATFUEL_4,0.004012633491695007
HEATFUEL_7,0.003464302022375731
HEATTYPE_2,0.003267007891502709
HHRACE_3.0,0.0032654091512926316
BLD_9,0.0016280960195074253
HHRACE_4.0,0.0015973597382814694
SOLAR,0.0012731337241384804
HEATFUEL_5,0.0010944511528864303
HEATTYPE_6,0.0009094171907516771
HEATTYPE_0,0.000845790412829357
BLD_6,0.0008145043084950227
BLD_3,0.0007401898332857481
HEATFUEL_0,0.0005925465191067223
HEATFUEL_6,0.0005273299696257356
HEATTYPE_9,0.0004997397378357527
ACPRIMARY_3,0.00018293560257136917
HEATTYPE_13,0.0001526916438233738
HEATTYPE_12,4.556623042560039e-05
COOKFUEL_0,2.914184240633481e-05
COOKFUEL_4,2.8856282609045137e-05
HEATTYPE_10,1.0630682054246825e-05
HEATTYPE_11,0.0
HOTWATER_6,0.0
HOTWATER_5,0.0
HHRACE_5.0,0.0
