Feature,Importance
YRBUILT,0.1665805702550996
UNITSIZE,0.10111212235336507
NUMELDERS,0.040495174244186256
NUMOLDKIDS,0.03488507273460992
FIREPLACE,0.034309562125080524
DIVISION_7,0.02645092952110217
DIVISION_5,0.023207837019610787
COOKFUEL_2,0.022754211493721855
COOKFUEL_1,0.021923795974716737
NUMYNGKIDS,0.021123290781520664
HEATTYPE_1,0.02016145736569735
HEATTYPE_3,0.01939650181760891
HOTWATER_2,0.01906134092975476
HOTWATER_1,0.018894113397510667
DIVISION_8,0.01739354847363023
ACPRIMARY_1,0.016580498023020487
HEATFUEL_2,0.016468741974001944
BLD_7,0.01605012028301442
HHRACE_2.0,0.015851364981425142
HEATFUEL_1,0.01566852024261587
TENURE_1.0,0.015335495917942253
BLD_2,0.015287552993986566
ACPRIMARY_0,0.014118300778035593
BLD_3,0.01411022038041473
TENURE_2.0,0.0140416931732072
BLD_6,0.01402852264597101
DIVISION_3,0.013973130647785912
BLD_5,0.013383434959947284
ACPRIMARY_4,0.012349865622584364
DIVISION_9,0.011882330190127641
HEATTYPE_4,0.010953430635557447
DIVISION_2,0.010793222645926994
HEATTYPE_5,0.01064814856115392
BLD_9,0.010303438281759947
BLD_1,0.009612764869925744
HEATTYPE_2,0.009249525872541504
HHRACE_1.0,0.009209742245189566
HEATTYPE_8,0.009130291209137
DIVISION_6,0.007954918892524919
BLD_4,0.007822904143166016
ACPRIMARY_5,0.007735165132413011
HHRACE_4.0,0.007660343607134519
BLD_8,0.007610876344372535
ACPRIMARY_2,0.006413228269751996
SOLAR,0.005885726797088851
ACPRIMARY_6,0.005591168093016748
TENURE_0.0,0.00534526411256483
DIVISION_1,0.005282786503298628
ACPRIMARY_7,0.005181898451556478
DIVISION_4,0.004836763119525585
COOKFUEL_3,0.0043641425802839785
HOTWATER_3,0.003834111217121621
HEATFUEL_3,0.0037370767121982095
COOKFUEL_0,0.003317980366200612
HEATTYPE_12,0.002644215941251523
HHRACE_6.0,0.00261619818207116
HHRACE_3.0,0.0024171371339496064
HEATFUEL_4,0.002331317121499505
HOTWATER_4,0.0016328809646834204
HEATTYPE_9,0.0014766204962828836
HEATTYPE_7,0.0012517963691885464
ACPRIMARY_3,0.0011706293676814472
HEATTYPE_6,0.0010720951734533256
HHRACE_5.0,0.0009036515300150625
HEATFUEL_7,0.0005652041987635779
HEATTYPE_0,0.0005448418904622802
HEATTYPE_11,0.0005005868941447257
HEATFUEL_0,0.0004545979880506027
HEATFUEL_5,0.0003236854789450985
HOTWATER_0,0.00026417005742067844
HEATTYPE_13,0.00014963186525949603
HOTWATER_5,0.00011026505298089722
HEATFUEL_6,9.164853580582529e-05
HEATTYPE_10,4.946490955778868e-05
HOTWATER_6,2.7518737789405653e-05
COOKFUEL_4,2.7514703237914276e-05
HEATFUEL_9,1.3191645428120058e-05
HEATFUEL_8,6.895797370516427e-06
