Feature,Importance
YRBUILT,0.14134313275666588
UNITSIZE,0.10995355983030528
NUMELDERS,0.04684700425581178
NUMOLDKIDS,0.030201232740022323
FIREPLACE,0.026628775514552096
ACPRIMARY_1,0.020697070639148333
DIVISION_5,0.020598434963263586
DIVISION_7,0.020204822847117283
HHRACE_2.0,0.020004351400254694
BLD_6,0.019578469644315658
DIVISION_8,0.018975764527219358
NUMYNGKIDS,0.018544193507305618
HEATTYPE_1,0.018457981577068384
HOTWATER_2,0.017781125388223816
BLD_2,0.01716162128241101
HOTWATER_1,0.01710005126259425
COOKFUEL_2,0.01693472260315165
COOKFUEL_1,0.016584460374140256
HEATFUEL_1,0.015983113872102574
HEATFUEL_2,0.015824771152787454
BLD_7,0.015635820585733595
DIVISION_3,0.015394559190411682
BLD_5,0.01507770662934595
DIVISION_9,0.0141086643659822
URBAN,0.013605335546951173
HEATTYPE_3,0.01311193055437666
HHRACE_1.0,0.013097993451423767
DIVISION_2,0.012875938113588739
TENURE_2.0,0.012823130653792838
ACPRIMARY_0,0.012674964569882421
TENURE_1.0,0.012543328070992968
BLD_3,0.011929440668596372
HEATTYPE_8,0.011727946858768226
DIVISION_6,0.01142101407297923
HEATTYPE_5,0.011398634670218694
BLD_9,0.01118803177969216
BLD_1,0.010248894296001308
ACPRIMARY_4,0.009786218285088303
DIVISION_1,0.009045988199437237
BLD_4,0.008883343784008606
BLD_8,0.008830788038424475
HEATTYPE_2,0.008808302927767209
HHRACE_4.0,0.008303473335644442
HEATTYPE_4,0.008170854874104592
ACPRIMARY_7,0.007491927289546804
SOLAR,0.007097656643864972
DIVISION_4,0.006749116661527398
ACPRIMARY_5,0.006643781161211834
HOTWATER_3,0.006119611446336359
TENURE_0.0,0.006110232734528305
ACPRIMARY_2,0.005761471511022309
HEATFUEL_3,0.005312959798375919
ACPRIMARY_6,0.004719631269056038
HHRACE_6.0,0.004525088469027118
HHRACE_3.0,0.003899963517071115
HEATTYPE_7,0.0037156089841022862
HEATFUEL_4,0.0028224860710656095
COOKFUEL_3,0.0026099105982875163
COOKFUEL_0,0.002400376135207959
HEATTYPE_12,0.002075709678795605
HEATFUEL_7,0.002048255202409637
HHRACE_5.0,0.001994042197311427
HOTWATER_4,0.0016715028603560159
HEATTYPE_6,0.0009875765909520648
HEATTYPE_11,0.0008656711306722066
HEATTYPE_9,0.0007412777897864316
ACPRIMARY_3,0.0007350433370376311
HEATFUEL_9,0.0006009627176658578
HEATFUEL_0,0.0005575928396055748
HEATFUEL_5,0.0005110713171241844
HOTWATER_0,0.0005097324772621527
HEATTYPE_0,0.00039570906734442876
HOTWATER_5,0.00015056109193677052
HEATTYPE_10,2.455461833820416e-05
HEATTYPE_13,1.762590443972709e-05
HEATFUEL_6,1.7364688644840904e-05
COOKFUEL_4,1.6149220360881005e-05
HOTWATER_6,2.8113180507669186e-06
