,Importance
NUMELDERS,0.461589467525681
YRBUILT,0.34533561972795096
NUMOLDKIDS,0.3189203733265817
UNITSIZE,0.272609234295589
HHRACE_2.0,0.1245419397310303
TENURE_2.0,0.11528866155923864
FIREPLACE,0.11494257906332961
DIVISION_8,0.08268739025552399
ACPRIMARY_1,0.08123406156824368
NUMYNGKIDS,0.07827360142571752
DIVISION_7,0.06666777532969137
BLD_6,0.05608256350711234
DIVISION_5,0.05596877235861182
DIVISION_2,0.055602538090419706
BLD_2,0.05119266826570912
HHRACE_1.0,0.04649837693760499
DIVISION_9,0.044780863306067474
DIVISION_1,0.04438252789888615
BLD_5,0.04306553809113391
TENURE_1.0,0.04216163438050959
HEATTYPE_1,0.040957228967895484
HEATTYPE_2,0.03642771091693853
BLD_7,0.03502987591785687
DIVISION_3,0.03475106894700945
COOKFUEL_2,0.034055779084712204
BLD_4,0.03133919384682271
HEATFUEL_2,0.0305958692807629
BLD_9,0.03015296505397458
ACPRIMARY_4,0.029640444133419507
HEATTYPE_3,0.029244436223904137
HOTWATER_1,0.02893169509414286
HEATFUEL_1,0.027510019679622168
BLD_3,0.02746641852139813
HEATTYPE_5,0.0273457399756736
COOKFUEL_1,0.02632585010442996
HOTWATER_2,0.025990493887944166
HEATTYPE_8,0.02596730880383511
BLD_8,0.02518040045857155
BLD_1,0.024644743346579068
HEATTYPE_4,0.02160407661610799
ACPRIMARY_0,0.019342809423980988
TENURE_0.0,0.017643416946506264
HHRACE_4.0,0.017389639379710276
ACPRIMARY_6,0.015878684343800843
HOTWATER_3,0.015457425830488303
DIVISION_4,0.013799896414306744
ACPRIMARY_2,0.012781751979911226
SOLAR,0.011706557886727498
DIVISION_6,0.011138211699564703
HHRACE_6.0,0.009062197736932398
HEATFUEL_3,0.009061879386964056
ACPRIMARY_5,0.008717090483385004
ACPRIMARY_7,0.0062253669892706085
HHRACE_3.0,0.0059400811383531595
HEATFUEL_7,0.005062358890057262
HHRACE_5.0,0.003922395464737804
COOKFUEL_3,0.003513967358656478
COOKFUEL_0,0.003230428488798709
HEATTYPE_12,0.0028324638084615385
HOTWATER_4,0.0019088551066433368
HEATFUEL_4,0.0018888302351052876
HEATTYPE_7,0.0015911492983919251
HEATTYPE_9,0.0007873636362105474
HEATTYPE_11,0.0006486899617278886
HEATFUEL_5,0.0005265384861696143
ACPRIMARY_3,0.00034598616492809153
HOTWATER_0,0.00020646191651543244
HEATTYPE_6,0.00016621182673495216
HOTWATER_5,2.676944773676304e-05
HEATTYPE_10,2.234413608517283e-05
HEATTYPE_13,1.845575537384736e-05
HEATTYPE_0,1.4498872787682693e-05
HEATFUEL_9,1.1950954424055915e-05
HEATFUEL_0,1.1320894684963e-05
HEATFUEL_6,2.8183309190854544e-06
COOKFUEL_4,5.853981476233727e-07
HOTWATER_6,5.455741693971561e-07
