,Importance
NUMELDERS,0.486041309702975
YRBUILT,0.3144424945492048
UNITSIZE,0.29710008076063055
NUMOLDKIDS,0.2715705215843656
TENURE_2.0,0.17793672415193834
HHRACE_2.0,0.14813302695968064
DIVISION_7,0.0957308041023734
FIREPLACE,0.08405190732405514
ACPRIMARY_1,0.07236233865348081
DIVISION_8,0.07042418098466707
BLD_6,0.0657176272428398
DIVISION_2,0.06529747387834747
NUMYNGKIDS,0.05927079031846418
BLD_2,0.050972763611709146
DIVISION_5,0.0491374941836072
BLD_5,0.04373960643602082
DIVISION_3,0.043590116268422664
URBAN,0.043381296480841394
BLD_7,0.042592626755732034
HOTWATER_1,0.04208493836115938
HOTWATER_2,0.042059091674685224
HEATTYPE_8,0.041288754611970346
DIVISION_9,0.04085198224963169
HHRACE_1.0,0.040568678413775074
TENURE_1.0,0.04023365939039989
HEATFUEL_1,0.0375273420356302
COOKFUEL_1,0.03586189980593777
HEATTYPE_1,0.035306438897571124
COOKFUEL_2,0.03402289704841364
HEATTYPE_3,0.032528779605569505
DIVISION_1,0.03186449719974775
HEATTYPE_2,0.029868481535906023
HEATTYPE_5,0.027135656944706675
HEATFUEL_2,0.026854017553120467
ACPRIMARY_0,0.02673784979962508
BLD_9,0.02646783711706302
BLD_3,0.023911962734567437
HOTWATER_3,0.02042287110146357
BLD_8,0.019719806422634645
BLD_1,0.019138471005314073
DIVISION_6,0.01862878302885691
ACPRIMARY_4,0.01650099005861978
SOLAR,0.016221640096693933
HEATFUEL_3,0.016047568578370596
BLD_4,0.01603144210904246
ACPRIMARY_7,0.015563197942314843
HEATTYPE_4,0.01516185728109758
DIVISION_4,0.012191021882689279
HHRACE_4.0,0.010394372832427367
TENURE_0.0,0.009629216259461249
ACPRIMARY_6,0.007911459254310827
ACPRIMARY_5,0.007835597490122104
ACPRIMARY_2,0.006624419037775331
HHRACE_3.0,0.006417550239532721
HEATTYPE_7,0.006175702030329999
HHRACE_6.0,0.0055882185599555045
HHRACE_5.0,0.003535913987092365
COOKFUEL_0,0.0034685818016097826
COOKFUEL_3,0.0026499678032599673
HEATFUEL_4,0.002515871661329205
HOTWATER_4,0.0019549508129453443
HEATFUEL_7,0.0018372695249013304
HEATTYPE_12,0.0017064154938849496
HEATTYPE_11,0.0007122926889163051
HEATTYPE_6,0.0006916130473808346
HEATTYPE_9,0.000524420311116347
HEATTYPE_0,0.0003668187156181224
HEATFUEL_0,0.00030842900606815605
ACPRIMARY_3,0.00028798198332569136
HEATFUEL_5,0.000276494937746663
HEATFUEL_9,0.0001457891163186398
HOTWATER_0,0.00012090967486590997
HEATTYPE_10,2.0355759683310383e-05
HOTWATER_5,1.7130566495970888e-05
HEATTYPE_13,1.507501695681146e-05
HOTWATER_6,4.512159568093033e-06
HEATFUEL_6,-3.594553211305751e-07
COOKFUEL_4,-3.2343540912416203e-06
