,BURDEN,,,,,
22619,0.00950495,,,,,
19040,0.00950495,,,,,
19767,0.009505847,,,,,
19881,0.009508197,,,,,
5373,0.009509434,,,,,
30983,0.009512485,,,,,
29304,0.009514371,,,,,
24581,0.009515419,,,,,
11501,0.009515419,,,,,
6210,0.009516257,,,,,
6180,0.009518414,,,,,
37889,0.009518414,,,,,
18762,0.00952381,,,,,
39495,0.00952381,,,,,
23880,0.00952381,,,,,
1070,0.00952381,,,,,
21175,0.00952381,,,,,
34499,0.00952381,,,,,
2450,0.00952381,,,,,
20403,0.00952381,,,,,
34926,0.009528536,,,,,
37865,0.00953462,,,,,
32387,0.009536424,,,,,
33214,0.009542744,,,,,
36361,0.009545455,,,,,
39204,0.009545455,,,,,
23651,0.009545455,,,,,
14544,0.009545455,,,,,
3722,0.009545455,,,,,
23645,0.009545455,,,,,
37475,0.009545455,,,,,
7867,0.009545455,,,,,
23216,0.009545455,,,,,
39761,0.009549072,,,,,
8474,0.009549072,,,,,
23062,0.009551375,,,,,
19744,0.009552239,,,,,
28377,0.00955414,,,,,
33593,0.009557522,,,,,
11845,0.009559748,,,,,
4677,0.009561753,,,,,
43663,0.009561753,,,,,
43431,0.009561753,,,,,
41474,0.009561753,,,,,
21207,0.009565217,,,,,
22704,0.009565217,,,,,
41929,0.009565217,,,,,
15048,0.009569378,,,,,
13074,0.009570552,,,,,
19183,0.009570725,,,,,
43887,0.00957265,,,,,
43964,0.00957606,,,,,
39191,0.009580838,,,,,
18556,0.009580838,,,,,
7571,0.009581749,,,,,
13696,0.009583333,,,,,
16571,0.009584027,,,,,
28181,0.009587217,,,,,
9451,0.009587217,,,,,
31466,0.009588199,,,,,
23295,0.009589419,,,,,
20643,0.009590866,,,,,
21173,0.009593604,,,,,
1655,0.009596801,,,,,
23024,0.00959808,,,,,
29782,0.0096,,,,,
21249,0.0096,,,,,
34290,0.0096,,,,,
19022,0.0096,,,,,
27382,0.0096,,,,,
42493,0.0096,,,,,
20030,0.0096,,,,,
20199,0.0096,,,,,
743,0.0096,,,,,
37756,0.0096,,,,,
2972,0.0096,,,,,
113,0.0096,,,,,
38807,0.0096,,,,,
25694,0.0096,,,,,
32969,0.0096,,,,,
1846,0.0096,,,,,
40440,0.0096,,,,,
2980,0.0096,,,,,
34414,0.0096,,,,,
27832,0.0096,,,,,
42768,0.0096,,,,,
6607,0.0096,,,,,
23027,0.0096,,,,,
21150,0.0096,,,,,
16046,0.0096,,,,,
43442,0.0096,,,,,
3821,0.0096,,,,,
42789,0.0096,,,,,
17598,0.0096,,,,,
19455,0.0096,,,,,
29936,0.0096,,,,,
23838,0.0096,,,,,
12938,0.0096,,,,,
39527,0.0096,,,,,
20152,0.0096,,,,,
38142,0.0096,,,,,
17458,0.0096,,,,,
17719,0.0096,,,,,
27064,0.0096,,,,,
39059,0.0096,,,,,
23593,0.0096,,,,,
9146,0.0096,,,,,
11387,0.0096,,,,,
33902,0.0096,,,,,
30413,0.0096,,,,,
32093,0.0096,,,,,
21724,0.0096,,,,,
43993,0.0096,,,,,
23267,0.0096,,,,,
44339,0.0096,,,,,
5295,0.0096,,,,,
18005,0.0096,,,,,
38177,0.0096,,,,,
42547,0.0096,,,,,
3600,0.0096,,,,,
41163,0.0096,,,,,
26749,0.0096,,,,,
44684,0.0096,,,,,
16732,0.0096,,,,,
7452,0.0096,,,,,
43987,0.0096,,,,,
41999,0.0096,,,,,
44178,0.0096,,,,,
35534,0.0096,,,,,
14347,0.0096,,,,,
41004,0.0096,,,,,
24713,0.00960452,,,,,
12049,0.009607686,,,,,
41524,0.009613984,,,,,
4641,0.009615385,,,,,
20503,0.009618853,,,,,
15074,0.009622642,,,,,
19735,0.00962963,,,,,
44508,0.00962963,,,,,
13538,0.009632927,,,,,
26824,0.009635036,,,,,
2916,0.009635036,,,,,
34231,0.009635036,,,,,
27940,0.009639988,,,,,
40343,0.009642857,,,,,
10361,0.009642857,,,,,
2466,0.009642857,,,,,
29729,0.009642857,,,,,
2808,0.009646302,,,,,
44888,0.009646302,,,,,
14644,0.009648241,,,,,
35517,0.009652174,,,,,
32401,0.009654391,,,,,
27805,0.00965452,,,,,
35932,0.009655172,,,,,
20760,0.009655172,,,,,
33909,0.009655172,,,,,
28296,0.009655172,,,,,
20699,0.009655172,,,,,
29363,0.009655172,,,,,
12275,0.009656181,,,,,
26603,0.009656652,,,,,
17140,0.009658971,,,,,
37778,0.009660856,,,,,
29541,0.009661017,,,,,
8237,0.00966443,,,,,
39945,0.00966443,,,,,
28127,0.00966443,,,,,
30475,0.009668246,,,,,
27437,0.009673704,,,,,
15692,0.009674174,,,,,
11592,0.009677419,,,,,
40756,0.009677419,,,,,
43170,0.009677419,,,,,
38796,0.009677419,,,,,
12706,0.009677419,,,,,
24248,0.009681137,,,,,
36264,0.009682997,,,,,
37452,0.009691211,,,,,
15845,0.009692075,,,,,
7558,0.009692308,,,,,
22390,0.009692308,,,,,
5609,0.00969697,,,,,
22275,0.00969697,,,,,
19725,0.009699321,,,,,
26071,0.009703504,,,,,
12986,0.009703504,,,,,
19475,0.009705882,,,,,
28140,0.009705882,,,,,
24572,0.009705882,,,,,
11367,0.009705882,,,,,
25748,0.009706775,,,,,
41612,0.009707865,,,,,
2456,0.009710983,,,,,
16652,0.009710983,,,,,
2881,0.009711357,,,,,
17669,0.009714286,,,,,
6796,0.009714286,,,,,
12203,0.009714286,,,,,
16784,0.009716337,,,,,
1781,0.00971831,,,,,
3643,0.009721519,,,,,
7852,0.00972316,,,,,
16896,0.009724473,,,,,
38934,0.009726996,,,,,
14799,0.009727575,,,,,
17766,0.009728718,,,,,
4740,0.00972973,,,,,
40850,0.00972973,,,,,
38746,0.00972973,,,,,
225,0.00972973,,,,,
38955,0.00972973,,,,,
31429,0.00972973,,,,,
16452,0.00972973,,,,,
8363,0.00972973,,,,,
19893,0.00973545,,,,,
13266,0.009736308,,,,,
32967,0.009737284,,,,,
11618,0.00973913,,,,,
10654,0.009739601,,,,,
21881,0.009742341,,,,,
12150,0.009746193,,,,,
19722,0.009747292,,,,,
44603,0.00975,,,,,
21708,0.00975,,,,,
40215,0.00975,,,,,
44317,0.00975,,,,,
44653,0.00975,,,,,
4559,0.00975,,,,,
4792,0.00975,,,,,
35805,0.00975,,,,,
25519,0.00975,,,,,
7127,0.00975,,,,,
6358,0.00975,,,,,
31352,0.009751758,,,,,
43777,0.009752322,,,,,
9391,0.009756098,,,,,
15265,0.009756098,,,,,
35595,0.009767442,,,,,
24824,0.009767442,,,,,
38401,0.009767442,,,,,
33748,0.009767442,,,,,
41290,0.009773756,,,,,
2094,0.009773756,,,,,
43560,0.009774158,,,,,
8812,0.009775281,,,,,
28769,0.009777488,,,,,
44589,0.009777778,,,,,
17482,0.009777778,,,,,
15562,0.009777778,,,,,
18400,0.009777778,,,,,
34660,0.009779951,,,,,
21811,0.009782609,,,,,
17664,0.009782609,,,,,
36408,0.009785408,,,,,
22140,0.009786731,,,,,
39934,0.00978852,,,,,
44302,0.009794507,,,,,
17749,0.009795918,,,,,
18492,0.009795918,,,,,
26557,0.009795918,,,,,
16506,0.009795918,,,,,
4787,0.009795918,,,,,
18749,0.009795918,,,,,
41340,0.009795918,,,,,
1952,0.009795918,,,,,
15338,0.009795918,,,,,
44490,0.009795918,,,,,
29402,0.009799789,,,,,
32651,0.009801634,,,,,
34498,0.009803922,,,,,
15189,0.009805447,,,,,
40939,0.009809264,,,,,
11296,0.009811321,,,,,
15721,0.009814613,,,,,
1275,0.009817825,,,,,
44754,0.009817825,,,,,
35894,0.009818182,,,,,
32424,0.009818182,,,,,
19039,0.009818182,,,,,
26540,0.009818182,,,,,
38227,0.009818182,,,,,
38734,0.009818182,,,,,
9366,0.009818182,,,,,
13304,0.009818182,,,,,
13195,0.009819967,,,,,
33260,0.009824102,,,,,
4544,0.009831029,,,,,
7089,0.009833547,,,,,
32707,0.009836066,,,,,
32704,0.009836066,,,,,
1343,0.009836066,,,,,
38258,0.009836066,,,,,
19861,0.009836066,,,,,
42101,0.009836066,,,,,
13966,0.009836066,,,,,
22818,0.009836066,,,,,
20505,0.009840547,,,,,
3350,0.0098434,,,,,
38519,0.009846154,,,,,
40391,0.009846154,,,,,
2803,0.009846154,,,,,
17462,0.009846827,,,,,
4186,0.009847749,,,,,
44841,0.009850746,,,,,
35523,0.009850746,,,,,
41683,0.009851639,,,,,
39851,0.009857419,,,,,
15518,0.009859155,,,,,
28808,0.009863014,,,,,
23178,0.009863014,,,,,
26601,0.009863014,,,,,
43798,0.009863014,,,,,
28269,0.009863014,,,,,
29891,0.009863014,,,,,
34654,0.009864053,,,,,
26446,0.009873418,,,,,
9584,0.009873418,,,,,
34386,0.009876543,,,,,
26179,0.009876543,,,,,
19758,0.009878683,,,,,
38047,0.009882353,,,,,
8528,0.009882353,,,,,
22663,0.009882353,,,,,
7613,0.009882353,,,,,
23842,0.009882353,,,,,
42205,0.009885018,,,,,
43632,0.00988764,,,,,
37648,0.00989011,,,,,
23486,0.00989011,,,,,
28512,0.00989011,,,,,
42722,0.00989011,,,,,
860,0.00989011,,,,,
43032,0.009891573,,,,,
32796,0.009895207,,,,,
15944,0.009896907,,,,,
24844,0.009896907,,,,,
36418,0.009896907,,,,,
11459,0.009896907,,,,,
31379,0.009896907,,,,,
43568,0.009896907,,,,,
1641,0.009896907,,,,,
28004,0.009896907,,,,,
20179,0.009896907,,,,,
16055,0.009902741,,,,,
20583,0.009902741,,,,,
33484,0.009903714,,,,,
24010,0.009904762,,,,,
26037,0.009904762,,,,,
19878,0.009907121,,,,,
12690,0.009907632,,,,,
42639,0.009908257,,,,,
33557,0.009908257,,,,,
611,0.009909166,,,,,
15187,0.009913043,,,,,
8502,0.009917355,,,,,
19759,0.009917355,,,,,
30848,0.00992,,,,,
22376,0.00992,,,,,
389,0.00992126,,,,,
29072,0.009924812,,,,,
13344,0.009924812,,,,,
35995,0.009929078,,,,,
3963,0.009930761,,,,,
27349,0.009931034,,,,,
24709,0.009931034,,,,,
32668,0.009931034,,,,,
8398,0.009931034,,,,,
19371,0.009931034,,,,,
41691,0.009931034,,,,,
7939,0.009931034,,,,,
37763,0.009931034,,,,,
18115,0.009933775,,,,,
31277,0.009937888,,,,,
12651,0.00993865,,,,,
8169,0.009939759,,,,,
8730,0.009940828,,,,,
13317,0.009940828,,,,,
18679,0.009948187,,,,,
7130,0.009948793,,,,,
30925,0.00995122,,,,,
32267,0.009952083,,,,,
33723,0.009954751,,,,,
20747,0.009958506,,,,,
39644,0.009966777,,,,,
27237,0.009966777,,,,,
38856,0.009970918,,,,,
9257,0.009972299,,,,,
8649,0.009972299,,,,,
21930,0.009972299,,,,,
1442,0.009974811,,,,,
21829,0.00997921,,,,,
6882,0.00998739,,,,,
31523,0.00999207,,,,,
1377,0.009993943,,,,,
44471,0.009998958,,,,,
42848,0.01,,,,,
5346,0.01,,,,,
29163,0.01,,,,,
21607,0.01,,,,,
41217,0.01,,,,,
19292,0.01,,,,,
40959,0.01,,,,,
21127,0.01,,,,,
21134,0.01,,,,,
40248,0.01,,,,,
23808,0.01,,,,,
18786,0.01,,,,,
1451,0.01,,,,,
13821,0.01,,,,,
11651,0.01,,,,,
12857,0.01,,,,,
29202,0.01,,,,,
40428,0.01,,,,,
26774,0.01,,,,,
23549,0.01,,,,,
348,0.01,,,,,
21996,0.01,,,,,
5738,0.01,,,,,
19797,0.01,,,,,
7805,0.01,,,,,
44030,0.01,,,,,
17991,0.01,,,,,
9691,0.01,,,,,
18304,0.01,,,,,
38342,0.01,,,,,
17480,0.01,,,,,
15086,0.01,,,,,
22724,0.01,,,,,
25095,0.01,,,,,
28171,0.01,,,,,
8244,0.01,,,,,
15346,0.01,,,,,
37885,0.01,,,,,
23529,0.01,,,,,
38502,0.01,,,,,
8617,0.01,,,,,
21833,0.01,,,,,
14453,0.01,,,,,
42009,0.01,,,,,
42929,0.01,,,,,
25926,0.010005559,,,,,
20953,0.010005956,,,,,
29025,0.010007582,,,,,
43330,0.01000834,,,,,
3551,0.010013908,,,,,
16330,0.010016051,,,,,
25958,0.010020877,,,,,
10764,0.010021978,,,,,
20422,0.01002439,,,,,
35822,0.01003096,,,,,
11125,0.010036364,,,,,
22415,0.01003861,,,,,
44386,0.010041841,,,,,
20119,0.010041841,,,,,
29411,0.010041841,,,,,
23432,0.010044053,,,,,
24594,0.010044053,,,,,
11790,0.010046512,,,,,
3340,0.010046512,,,,,
5956,0.010048721,,,,,
5063,0.010050777,,,,,
44448,0.010052356,,,,,
33499,0.010052356,,,,,
27423,0.010052356,,,,,
27535,0.010052356,,,,,
9098,0.010053706,,,,,
9737,0.010055866,,,,,
36758,0.010059639,,,,,
27976,0.01005988,,,,,
19631,0.01005988,,,,,
5435,0.010060852,,,,,
14210,0.010061487,,,,,
11906,0.010064516,,,,,
13297,0.010064516,,,,,
39946,0.010064516,,,,,
37479,0.010064516,,,,,
44832,0.010065908,,,,,
17232,0.010067114,,,,,
5769,0.01006993,,,,,
17253,0.01006993,,,,,
17700,0.01006993,,,,,
7824,0.01006993,,,,,
30883,0.010070869,,,,,
24018,0.010072491,,,,,
2271,0.010072748,,,,,
11621,0.010074627,,,,,
38851,0.010076336,,,,,
8743,0.010076336,,,,,
31843,0.010076336,,,,,
10029,0.010077259,,,,,
11777,0.01007874,,,,,
1428,0.01008,,,,,
19850,0.01008,,,,,
9754,0.01008,,,,,
23329,0.01008,,,,,
28078,0.010084034,,,,,
41904,0.010084034,,,,,
28167,0.010088496,,,,,
18410,0.010088744,,,,,
38668,0.010089686,,,,,
1835,0.0100911,,,,,
32580,0.010093458,,,,,
37921,0.010093458,,,,,
1124,0.010093458,,,,,
29448,0.010093458,,,,,
10780,0.010093458,,,,,
23576,0.010093458,,,,,
24214,0.010103845,,,,,
7489,0.010104012,,,,,
38884,0.010105263,,,,,
14627,0.010105263,,,,,
26466,0.010105263,,,,,
26184,0.010105263,,,,,
5227,0.010105263,,,,,
39682,0.010105263,,,,,
19359,0.010105263,,,,,
7814,0.010105263,,,,,
41509,0.010105263,,,,,
23471,0.010105263,,,,,
3035,0.010105263,,,,,
9123,0.010107527,,,,,
43747,0.010110175,,,,,
39853,0.01011236,,,,,
23352,0.01011236,,,,,
28113,0.010118676,,,,,
25510,0.010120482,,,,,
19037,0.010120482,,,,,
41875,0.010121837,,,,,
33426,0.010121837,,,,,
31354,0.01012987,,,,,
26897,0.010130144,,,,,
35106,0.010130182,,,,,
7628,0.010130468,,,,,
15349,0.010131332,,,,,
10186,0.010133333,,,,,
38574,0.010133333,,,,,
45006,0.010138249,,,,,
29713,0.010139165,,,,,
25873,0.010140845,,,,,
16392,0.010140845,,,,,
20011,0.010140845,,,,,
12317,0.010140845,,,,,
21220,0.010140845,,,,,
5647,0.010140845,,,,,
42468,0.010143043,,,,,
44410,0.010144928,,,,,
27772,0.010146042,,,,,
4330,0.010146341,,,,,
6113,0.0101473,,,,,
37826,0.010151057,,,,,
37625,0.010151057,,,,,
21322,0.010152284,,,,,
23821,0.010153846,,,,,
26149,0.010153846,,,,,
42002,0.010153846,,,,,
38182,0.010153846,,,,,
36200,0.010153846,,,,,
23276,0.010153846,,,,,
35825,0.010153846,,,,,
32175,0.010153846,,,,,
3544,0.010154125,,,,,
43650,0.01015625,,,,,
43839,0.01015873,,,,,
404,0.01015873,,,,,
1941,0.010160183,,,,,
33510,0.010160881,,,,,
39278,0.01016129,,,,,
37936,0.010162866,,,,,
25214,0.010164108,,,,,
1040,0.010166957,,,,,
34797,0.010169492,,,,,
25291,0.010169492,,,,,
27366,0.010169492,,,,,
4935,0.010169492,,,,,
26203,0.010169492,,,,,
1157,0.010169492,,,,,
32036,0.010169492,,,,,
3664,0.010175651,,,,,
12707,0.010176678,,,,,
21133,0.010180584,,,,,
17672,0.010181818,,,,,
14670,0.010181818,,,,,
7354,0.010181818,,,,,
14823,0.010181818,,,,,
13826,0.010181818,,,,,
30646,0.010188679,,,,,
22854,0.010189116,,,,,
9809,0.010196078,,,,,
22217,0.010196856,,,,,
20419,0.0101983,,,,,
20066,0.0102,,,,,
34718,0.0102,,,,,
32222,0.0102,,,,,
36729,0.0102,,,,,
28317,0.0102,,,,,
39322,0.0102,,,,,
42711,0.0102,,,,,
39169,0.0102,,,,,
3355,0.0102,,,,,
21715,0.0102,,,,,
30720,0.0102,,,,,
6571,0.010200364,,,,,
19626,0.010201342,,,,,
32255,0.010201913,,,,,
24464,0.010201913,,,,,
20861,0.010205909,,,,,
15785,0.010212766,,,,,
17194,0.010212766,,,,,
8417,0.010212766,,,,,
26638,0.010212766,,,,,
22730,0.010212766,,,,,
31815,0.010215871,,,,,
10861,0.010220264,,,,,
19166,0.010223642,,,,,
24510,0.010224215,,,,,
2499,0.010225198,,,,,
23309,0.010229089,,,,,
28099,0.010230179,,,,,
6239,0.010232558,,,,,
25096,0.010234542,,,,,
7871,0.010234542,,,,,
11199,0.010234542,,,,,
12769,0.010242185,,,,,
4018,0.010243902,,,,,
15501,0.010243902,,,,,
29807,0.010243902,,,,,
19965,0.010243902,,,,,
12088,0.010243902,,,,,
21162,0.010243902,,,,,
19277,0.010245464,,,,,
6168,0.010251256,,,,,
38964,0.010251256,,,,,
39253,0.01025641,,,,,
12922,0.01025641,,,,,
19360,0.01025641,,,,,
21075,0.010261808,,,,,
13306,0.010261892,,,,,
38414,0.010262258,,,,,
25863,0.010265487,,,,,
43342,0.01026738,,,,,
19176,0.010270895,,,,,
19150,0.010271041,,,,,
33490,0.010271041,,,,,
17494,0.010272374,,,,,
30515,0.010273224,,,,,
25572,0.01027668,,,,,
28074,0.010280374,,,,,
41447,0.010280469,,,,,
29324,0.010282776,,,,,
20814,0.010283454,,,,,
3796,0.010284539,,,,,
22925,0.010285714,,,,,
351,0.010285714,,,,,
22996,0.010285714,,,,,
22992,0.010285714,,,,,
37790,0.010285714,,,,,
11509,0.010285714,,,,,
22987,0.010285714,,,,,
37228,0.010285714,,,,,
4574,0.010285714,,,,,
1780,0.010285714,,,,,
33085,0.010285714,,,,,
32322,0.010285714,,,,,
36665,0.010285714,,,,,
40131,0.010285714,,,,,
19694,0.010285714,,,,,
43512,0.010285714,,,,,
11544,0.010285714,,,,,
7076,0.010285714,,,,,
19393,0.010285714,,,,,
10353,0.010285714,,,,,
13542,0.010285714,,,,,
5156,0.010285714,,,,,
37707,0.010285714,,,,,
38782,0.010285714,,,,,
20053,0.010285714,,,,,
11426,0.010285714,,,,,
37719,0.010285714,,,,,
5968,0.010285714,,,,,
9649,0.010285714,,,,,
11257,0.010285714,,,,,
12411,0.010285714,,,,,
4799,0.010285714,,,,,
33514,0.010285714,,,,,
15996,0.010285714,,,,,
3215,0.010285714,,,,,
44883,0.010285714,,,,,
39634,0.010285714,,,,,
7371,0.010285714,,,,,
13048,0.010285714,,,,,
44687,0.010286845,,,,,
32942,0.010296412,,,,,
26165,0.01029703,,,,,
5252,0.01029703,,,,,
35509,0.010300429,,,,,
405,0.010300429,,,,,
33350,0.010300429,,,,,
28442,0.010300429,,,,,
4776,0.01030149,,,,,
43817,0.010303377,,,,,
14173,0.010306748,,,,,
22950,0.010306748,,,,,
27302,0.010309278,,,,,
5758,0.010309278,,,,,
40668,0.010309278,,,,,
19497,0.010311493,,,,,
10914,0.0103125,,,,,
29876,0.0103125,,,,,
43420,0.0103125,,,,,
41916,0.0103125,,,,,
13720,0.0103125,,,,,
3229,0.01031405,,,,,
515,0.010321815,,,,,
38211,0.010322581,,,,,
10560,0.010322581,,,,,
44493,0.010324289,,,,,
9104,0.010325048,,,,,
27207,0.010328133,,,,,
22149,0.010331126,,,,,
4530,0.010333333,,,,,
13654,0.010337698,,,,,
16982,0.010337838,,,,,
37040,0.010338462,,,,,
6942,0.010344828,,,,,
33316,0.010344828,,,,,
42529,0.010344828,,,,,
27211,0.010344828,,,,,
43531,0.010344828,,,,,
36159,0.010344828,,,,,
44174,0.010350404,,,,,
16830,0.010352941,,,,,
4503,0.010352941,,,,,
42995,0.010354746,,,,,
37260,0.01035533,,,,,
36049,0.01035533,,,,,
1489,0.010357143,,,,,
20533,0.010358928,,,,,
35755,0.010359942,,,,,
31239,0.010362117,,,,,
20815,0.010363636,,,,,
21941,0.010363636,,,,,
24511,0.010365449,,,,,
27138,0.010365854,,,,,
28514,0.010366492,,,,,
10875,0.010368488,,,,,
44690,0.010369207,,,,,
22937,0.01037037,,,,,
22267,0.010371319,,,,,
8943,0.010372771,,,,,
42349,0.01037464,,,,,
14938,0.01037464,,,,,
17180,0.010376135,,,,,
29194,0.010378378,,,,,
26521,0.010378378,,,,,
32874,0.010378378,,,,,
13354,0.010378378,,,,,
15545,0.010379242,,,,,
9901,0.010381679,,,,,
44806,0.010384615,,,,,
44003,0.010384615,,,,,
30350,0.010384615,,,,,
9426,0.010385864,,,,,
24113,0.010386152,,,,,
10678,0.010391753,,,,,
41848,0.010391753,,,,,
30899,0.010393071,,,,,
13186,0.01039604,,,,,
2370,0.010397554,,,,,
4816,0.010399723,,,,,
34724,0.0104,,,,,
24251,0.0104,,,,,
37231,0.0104,,,,,
4627,0.0104,,,,,
16420,0.0104,,,,,
21543,0.0104,,,,,
26456,0.0104,,,,,
690,0.0104,,,,,
40449,0.0104,,,,,
19908,0.0104,,,,,
9990,0.0104,,,,,
1143,0.0104,,,,,
967,0.010402477,,,,,
17320,0.010406938,,,,,
29146,0.010408163,,,,,
10835,0.010408163,,,,,
6857,0.010409639,,,,,
40470,0.010410212,,,,,
38568,0.010413223,,,,,
20168,0.010415094,,,,,
24341,0.010418006,,,,,
43221,0.010421053,,,,,
22665,0.010423704,,,,,
14292,0.010425717,,,,,
42666,0.010434783,,,,,
18445,0.010434783,,,,,
44705,0.010434783,,,,,
18904,0.010434783,,,,,
10308,0.010434783,,,,,
7638,0.010434783,,,,,
11774,0.010434783,,,,,
31941,0.010434783,,,,,
12611,0.010434783,,,,,
31030,0.010434783,,,,,
37905,0.010434783,,,,,
43522,0.010434783,,,,,
4476,0.010434783,,,,,
5392,0.010434783,,,,,
8611,0.010434783,,,,,
42943,0.010434783,,,,,
3019,0.010434783,,,,,
24877,0.010443038,,,,,
36938,0.010443864,,,,,
41966,0.010448916,,,,,
39250,0.01045045,,,,,
13753,0.010451613,,,,,
11465,0.010452962,,,,,
23929,0.010453789,,,,,
13688,0.010454545,,,,,
36757,0.010456176,,,,,
36590,0.010456432,,,,,
27561,0.010457516,,,,,
29524,0.010458716,,,,,
37079,0.010459588,,,,,
42847,0.010460772,,,,,
29799,0.010461538,,,,,
43845,0.010463215,,,,,
26119,0.010465116,,,,,
31636,0.01046729,,,,,
2863,0.01046729,,,,,
15466,0.010468498,,,,,
34823,0.010469799,,,,,
31549,0.010469799,,,,,
43481,0.010470189,,,,,
37486,0.010472727,,,,,
12238,0.010475267,,,,,
2710,0.01047619,,,,,
25697,0.01047619,,,,,
18706,0.01047619,,,,,
36449,0.01047619,,,,,
21423,0.010482529,,,,,
18139,0.010485437,,,,,
18727,0.010485437,,,,,
8261,0.010485437,,,,,
35724,0.010485437,,,,,
37362,0.010485437,,,,,
5983,0.010485437,,,,,
44852,0.010486073,,,,,
17289,0.010488432,,,,,
25477,0.01048951,,,,,
29526,0.010491803,,,,,
40390,0.010492846,,,,,
32232,0.010493442,,,,,
27226,0.01049754,,,,,
28636,0.0105,,,,,
4435,0.0105,,,,,
18632,0.0105,,,,,
23533,0.0105,,,,,
19096,0.0105,,,,,
14381,0.0105,,,,,
19134,0.0105,,,,,
5525,0.0105,,,,,
31320,0.0105,,,,,
16213,0.0105,,,,,
38717,0.0105,,,,,
25942,0.0105,,,,,
43823,0.0105,,,,,
21395,0.0105,,,,,
10633,0.0105,,,,,
39166,0.0105,,,,,
1004,0.0105,,,,,
6035,0.0105,,,,,
8486,0.0105,,,,,
19990,0.0105,,,,,
44905,0.0105,,,,,
35141,0.0105,,,,,
20177,0.0105,,,,,
16901,0.0105,,,,,
10195,0.010501193,,,,,
43238,0.010504634,,,,,
26689,0.010507881,,,,,
39882,0.010510949,,,,,
4023,0.01051709,,,,,
36752,0.010519724,,,,,
41819,0.010520548,,,,,
21417,0.010520548,,,,,
28363,0.010526316,,,,,
17538,0.010526316,,,,,
27481,0.010526316,,,,,
27795,0.010526316,,,,,
7686,0.010526316,,,,,
44586,0.010526316,,,,,
43160,0.010526316,,,,,
39357,0.010526316,,,,,
15964,0.010526316,,,,,
36538,0.010526316,,,,,
18248,0.010526316,,,,,
38148,0.010526316,,,,,
42519,0.010526316,,,,,
8193,0.010533423,,,,,
23895,0.010536044,,,,,
12819,0.010536585,,,,,
38195,0.010536585,,,,,
19033,0.010536585,,,,,
28340,0.010536585,,,,,
1183,0.010536585,,,,,
31626,0.010536585,,,,,
18802,0.010536585,,,,,
29550,0.010536585,,,,,
35002,0.010540541,,,,,
23207,0.010540541,,,,,
3909,0.010541546,,,,,
10668,0.010543051,,,,,
12031,0.010549451,,,,,
40083,0.010549451,,,,,
44937,0.010549451,,,,,
2020,0.010549451,,,,,
43493,0.010549451,,,,,
3987,0.010549451,,,,,
43847,0.010549451,,,,,
33007,0.010549451,,,,,
28763,0.010549451,,,,,
22604,0.010553746,,,,,
403,0.01055409,,,,,
28224,0.010557185,,,,,
26654,0.010559006,,,,,
22997,0.010559662,,,,,
11565,0.01056,,,,,
23071,0.01056,,,,,
28953,0.01056,,,,,
2571,0.01056,,,,,
20697,0.01056,,,,,
29473,0.01056,,,,,
12667,0.01056,,,,,
44661,0.01056,,,,,
3488,0.01056,,,,,
23275,0.01056,,,,,
44312,0.01056,,,,,
27966,0.01056,,,,,
39910,0.01056,,,,,
10160,0.01056,,,,,
18336,0.010561056,,,,,
31942,0.010568455,,,,,
26098,0.010568853,,,,,
1462,0.010569948,,,,,
31954,0.010572687,,,,,
41680,0.010575139,,,,,
6471,0.010576865,,,,,
41449,0.010576923,,,,,
38757,0.010577865,,,,,
1573,0.010578901,,,,,
27314,0.010583048,,,,,
35784,0.010586678,,,,,
36178,0.010588235,,,,,
26615,0.010588235,,,,,
29433,0.010588235,,,,,
44007,0.010588235,,,,,
3161,0.010588235,,,,,
39465,0.010588235,,,,,
18907,0.010588235,,,,,
17202,0.010588235,,,,,
41812,0.010588235,,,,,
24654,0.010588235,,,,,
28771,0.010588235,,,,,
11218,0.010588235,,,,,
40638,0.010588235,,,,,
43790,0.010588235,,,,,
22348,0.010588235,,,,,
3319,0.010596026,,,,,
38598,0.010601227,,,,,
37571,0.01060241,,,,,
34342,0.010604651,,,,,
1367,0.010606061,,,,,
24205,0.010607735,,,,,
23843,0.010609037,,,,,
6782,0.010612245,,,,,
43333,0.010613944,,,,,
37577,0.010619469,,,,,
396,0.010619469,,,,,
4215,0.010619469,,,,,
41910,0.010622951,,,,,
26270,0.010625,,,,,
21030,0.010625,,,,,
11487,0.010626186,,,,,
43192,0.010626703,,,,,
21071,0.010627306,,,,,
1837,0.010632911,,,,,
20819,0.010632911,,,,,
13602,0.010632911,,,,,
31748,0.010632911,,,,,
29385,0.010632911,,,,,
2815,0.010633947,,,,,
14379,0.010633947,,,,,
29648,0.010635941,,,,,
43773,0.010636079,,,,,
31153,0.010636079,,,,,
35045,0.010637119,,,,,
15293,0.010637973,,,,,
44189,0.010638298,,,,,
3502,0.010641443,,,,,
39719,0.010643016,,,,,
2441,0.01064369,,,,,
6177,0.010645161,,,,,
28965,0.010649155,,,,,
41638,0.010654206,,,,,
25044,0.010654206,,,,,
27359,0.010654206,,,,,
27623,0.010654206,,,,,
951,0.010656371,,,,,
14756,0.010662359,,,,,
7928,0.010663021,,,,,
32654,0.010665482,,,,,
40029,0.010666667,,,,,
31044,0.010666667,,,,,
16710,0.010666667,,,,,
29040,0.010666667,,,,,
31696,0.010666667,,,,,
