Net generation from other for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.OTH.H
19:20:33 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.OTH.H megawatthours
01/31/2021 11H,309
01/31/2021 10H,313
01/31/2021 09H,315
01/31/2021 08H,314
01/31/2021 07H,310
01/31/2021 06H,308
01/31/2021 05H,323
01/31/2021 04H,324
01/31/2021 03H,312
01/31/2021 02H,299
01/31/2021 01H,306
01/31/2021 00H,330
01/30/2021 23H,327
01/30/2021 22H,331
01/30/2021 21H,328
01/30/2021 20H,335
01/30/2021 19H,334
01/30/2021 18H,335
01/30/2021 17H,334
01/30/2021 16H,326
01/30/2021 15H,321
01/30/2021 14H,328
01/30/2021 13H,325
01/30/2021 12H,324
01/30/2021 11H,326
01/30/2021 10H,324
01/30/2021 09H,332
01/30/2021 08H,327
01/30/2021 07H,322
01/30/2021 06H,317
01/30/2021 05H,316
01/30/2021 04H,323
01/30/2021 03H,328
01/30/2021 02H,325
01/30/2021 01H,318
01/30/2021 00H,313
01/29/2021 23H,309
01/29/2021 22H,303
01/29/2021 21H,312
01/29/2021 20H,298
01/29/2021 19H,287
01/29/2021 18H,273
01/29/2021 17H,264
01/29/2021 16H,253
01/29/2021 15H,281
01/29/2021 14H,306
01/29/2021 13H,305
01/29/2021 12H,287
01/29/2021 11H,271
01/29/2021 10H,264
01/29/2021 09H,256
01/29/2021 08H,240
01/29/2021 07H,266
01/29/2021 06H,276
01/29/2021 05H,307
01/29/2021 04H,302
01/29/2021 03H,295
01/29/2021 02H,296
01/29/2021 01H,294
01/29/2021 00H,300
01/28/2021 23H,293
01/28/2021 22H,268
01/28/2021 21H,265
01/28/2021 20H,276
01/28/2021 19H,321
01/28/2021 18H,306
01/28/2021 17H,309
01/28/2021 16H,306
01/28/2021 15H,313
01/28/2021 14H,319
01/28/2021 13H,318
01/28/2021 12H,311
01/28/2021 11H,317
01/28/2021 10H,316
01/28/2021 09H,320
01/28/2021 08H,317
01/28/2021 07H,312
01/28/2021 06H,303
01/28/2021 05H,310
01/28/2021 04H,308
01/28/2021 03H,310
01/28/2021 02H,314
01/28/2021 01H,314
01/28/2021 00H,321
01/27/2021 23H,311
01/27/2021 22H,298
01/27/2021 21H,287
01/27/2021 20H,274
01/27/2021 19H,272
01/27/2021 18H,264
01/27/2021 17H,254
01/27/2021 16H,251
01/27/2021 15H,251
01/27/2021 14H,241
01/27/2021 13H,234
01/27/2021 12H,227
01/27/2021 11H,229
01/27/2021 10H,230
01/27/2021 09H,228
01/27/2021 08H,229
01/27/2021 07H,229
01/27/2021 06H,236
01/27/2021 05H,238
01/27/2021 04H,241
01/27/2021 03H,245
01/27/2021 02H,242
01/27/2021 01H,243
01/27/2021 00H,243
01/26/2021 23H,242
01/26/2021 22H,234
01/26/2021 21H,222
01/26/2021 20H,209
01/26/2021 19H,237
01/26/2021 18H,238
01/26/2021 17H,219
01/26/2021 16H,209
01/26/2021 15H,218
01/26/2021 14H,231
01/26/2021 13H,233
01/26/2021 12H,237
01/26/2021 11H,237
01/26/2021 10H,244
01/26/2021 09H,241
01/26/2021 08H,237
01/26/2021 07H,235
01/26/2021 06H,235
01/26/2021 05H,246
01/26/2021 04H,260
01/26/2021 03H,277
01/26/2021 02H,279
01/26/2021 01H,278
01/26/2021 00H,282
01/25/2021 23H,279
01/25/2021 22H,276
01/25/2021 21H,276
01/25/2021 20H,276
01/25/2021 19H,278
01/25/2021 18H,272
01/25/2021 17H,275
01/25/2021 16H,277
01/25/2021 15H,279
01/25/2021 14H,278
01/25/2021 13H,282
01/25/2021 12H,280
01/25/2021 11H,280
01/25/2021 10H,281
01/25/2021 09H,281
01/25/2021 08H,283
01/25/2021 07H,282
01/25/2021 06H,285
01/25/2021 05H,288
01/25/2021 04H,286
01/25/2021 03H,285
01/25/2021 02H,290
01/25/2021 01H,287
01/25/2021 00H,284
01/24/2021 23H,283
01/24/2021 22H,287
01/24/2021 21H,285
01/24/2021 20H,284
01/24/2021 19H,281
01/24/2021 18H,282
01/24/2021 17H,280
01/24/2021 16H,280
01/24/2021 15H,282
01/24/2021 14H,283
01/24/2021 13H,279
01/24/2021 12H,290
01/24/2021 11H,287
01/24/2021 10H,289
01/24/2021 09H,297
01/24/2021 08H,328
01/24/2021 07H,334
01/24/2021 06H,324
01/24/2021 05H,332
01/24/2021 04H,347
01/24/2021 03H,333
01/24/2021 02H,306
01/24/2021 01H,311
01/24/2021 00H,315
01/23/2021 23H,317
01/23/2021 22H,319
01/23/2021 21H,314
01/23/2021 20H,310
01/23/2021 19H,317
01/23/2021 18H,302
01/23/2021 17H,297
01/23/2021 16H,290
01/23/2021 15H,305
01/23/2021 14H,328
01/23/2021 13H,323
01/23/2021 12H,327
01/23/2021 11H,337
01/23/2021 10H,350
01/23/2021 09H,356
01/23/2021 08H,355
01/23/2021 07H,355
01/23/2021 06H,344
01/23/2021 05H,369
01/23/2021 04H,372
01/23/2021 03H,356
01/23/2021 02H,361
01/23/2021 01H,350
01/23/2021 00H,362
01/22/2021 23H,361
01/22/2021 22H,363
01/22/2021 21H,361
01/22/2021 20H,359
01/22/2021 19H,356
01/22/2021 18H,329
01/22/2021 17H,342
01/22/2021 16H,345
01/22/2021 15H,342
01/22/2021 14H,336
01/22/2021 13H,332
01/22/2021 12H,329
01/22/2021 11H,319
01/22/2021 10H,309
01/22/2021 09H,291
01/22/2021 08H,289
01/22/2021 07H,289
01/22/2021 06H,281
01/22/2021 05H,283
01/22/2021 04H,286
01/22/2021 03H,289
01/22/2021 02H,294
01/22/2021 01H,294
01/22/2021 00H,295
01/21/2021 23H,296
01/21/2021 22H,279
01/21/2021 21H,280
01/21/2021 20H,281
01/21/2021 19H,280
01/21/2021 18H,272
01/21/2021 17H,281
01/21/2021 16H,293
01/21/2021 15H,293
01/21/2021 14H,286
01/21/2021 13H,289
01/21/2021 12H,293
01/21/2021 11H,292
01/21/2021 10H,296
01/21/2021 09H,302
01/21/2021 08H,317
01/21/2021 07H,323
01/21/2021 06H,322
01/21/2021 05H,313
01/21/2021 04H,306
01/21/2021 03H,305
01/21/2021 02H,295
01/21/2021 01H,300
01/21/2021 00H,305
01/20/2021 23H,319
01/20/2021 22H,322
01/20/2021 21H,321
01/20/2021 20H,312
01/20/2021 19H,323
01/20/2021 18H,330
01/20/2021 17H,307
01/20/2021 16H,269
01/20/2021 15H,283
01/20/2021 14H,273
01/20/2021 13H,306
01/20/2021 12H,328
01/20/2021 11H,323
01/20/2021 10H,326
01/20/2021 09H,322
01/20/2021 08H,321
01/20/2021 07H,315
01/20/2021 06H,319
01/20/2021 05H,316
01/20/2021 04H,316
01/20/2021 03H,324
01/20/2021 02H,327
01/20/2021 01H,327
01/20/2021 00H,318
01/19/2021 23H,327
01/19/2021 22H,324
01/19/2021 21H,319
01/19/2021 20H,318
01/19/2021 19H,315
01/19/2021 18H,320
01/19/2021 17H,319
01/19/2021 16H,313
01/19/2021 15H,311
01/19/2021 14H,313
01/19/2021 13H,317
01/19/2021 12H,313
01/19/2021 11H,316
01/19/2021 10H,322
01/19/2021 09H,325
01/19/2021 08H,325
01/19/2021 07H,322
01/19/2021 06H,311
01/19/2021 05H,314
01/19/2021 04H,323
01/19/2021 03H,326
01/19/2021 02H,329
01/19/2021 01H,326
01/19/2021 00H,326
01/18/2021 23H,322
01/18/2021 22H,325
01/18/2021 21H,329
01/18/2021 20H,335
01/18/2021 19H,338
01/18/2021 18H,332
01/18/2021 17H,324
01/18/2021 16H,316
01/18/2021 15H,324
01/18/2021 14H,320
01/18/2021 13H,325
01/18/2021 12H,324
01/18/2021 11H,321
01/18/2021 10H,321
01/18/2021 09H,318
01/18/2021 08H,312
01/18/2021 07H,297
01/18/2021 06H,279
01/18/2021 05H,284
01/18/2021 04H,286
01/18/2021 03H,288
01/18/2021 02H,293
01/18/2021 01H,288
01/18/2021 00H,294
01/17/2021 23H,287
01/17/2021 22H,296
01/17/2021 21H,292
01/17/2021 20H,281
01/17/2021 19H,288
01/17/2021 18H,291
01/17/2021 17H,282
01/17/2021 16H,273
01/17/2021 15H,266
01/17/2021 14H,265
01/17/2021 13H,263
01/17/2021 12H,262
01/17/2021 11H,259
01/17/2021 10H,257
01/17/2021 09H,244
01/17/2021 08H,218
01/17/2021 07H,209
01/17/2021 06H,210
01/17/2021 05H,215
01/17/2021 04H,268
01/17/2021 03H,270
01/17/2021 02H,277
01/17/2021 01H,289
01/17/2021 00H,317
01/16/2021 23H,334
01/16/2021 22H,354
01/16/2021 21H,359
01/16/2021 20H,373
01/16/2021 19H,379
01/16/2021 18H,380
01/16/2021 17H,374
01/16/2021 16H,364
01/16/2021 15H,361
01/16/2021 14H,355
01/16/2021 13H,368
01/16/2021 12H,374
01/16/2021 11H,378
01/16/2021 10H,384
01/16/2021 09H,393
01/16/2021 08H,384
01/16/2021 07H,370
01/16/2021 06H,373
01/16/2021 05H,370
01/16/2021 04H,369
01/16/2021 03H,376
01/16/2021 02H,376
01/16/2021 01H,373
01/16/2021 00H,375
01/15/2021 23H,371
01/15/2021 22H,371
01/15/2021 21H,371
01/15/2021 20H,364
01/15/2021 19H,343
01/15/2021 18H,326
01/15/2021 17H,327
01/15/2021 16H,335
01/15/2021 15H,388
01/15/2021 14H,401
01/15/2021 13H,385
01/15/2021 12H,372
01/15/2021 11H,363
01/15/2021 10H,365
01/15/2021 09H,375
01/15/2021 08H,379
01/15/2021 07H,380
01/15/2021 06H,375
01/15/2021 05H,372
01/15/2021 04H,370
01/15/2021 03H,372
01/15/2021 02H,377
01/15/2021 01H,374
01/15/2021 00H,362
01/14/2021 23H,379
01/14/2021 22H,377
01/14/2021 21H,374
01/14/2021 20H,366
01/14/2021 19H,370
01/14/2021 18H,371
01/14/2021 17H,366
01/14/2021 16H,365
01/14/2021 15H,351
01/14/2021 14H,367
01/14/2021 13H,372
01/14/2021 12H,367
01/14/2021 11H,367
01/14/2021 10H,369
01/14/2021 09H,372
01/14/2021 08H,369
01/14/2021 07H,358
01/14/2021 06H,353
01/14/2021 05H,355
01/14/2021 04H,351
01/14/2021 03H,356
01/14/2021 02H,350
01/14/2021 01H,337
01/14/2021 00H,330
01/13/2021 23H,314
01/13/2021 22H,308
01/13/2021 21H,320
01/13/2021 20H,342
01/13/2021 19H,341
01/13/2021 18H,320
01/13/2021 17H,299
01/13/2021 16H,286
01/13/2021 15H,306
01/13/2021 14H,328
01/13/2021 13H,359
01/13/2021 12H,383
01/13/2021 11H,392
01/13/2021 10H,372
01/13/2021 09H,374
01/13/2021 08H,367
01/13/2021 07H,351
01/13/2021 06H,347
01/13/2021 05H,340
01/13/2021 04H,337
01/13/2021 03H,325
01/13/2021 02H,319
01/13/2021 01H,313
01/13/2021 00H,305
01/12/2021 23H,323
01/12/2021 22H,356
01/12/2021 21H,348
01/12/2021 20H,355
01/12/2021 19H,352
01/12/2021 18H,349
01/12/2021 17H,338
01/12/2021 16H,322
01/12/2021 15H,352
01/12/2021 14H,351
01/12/2021 13H,361
01/12/2021 12H,367
01/12/2021 11H,370
01/12/2021 10H,364
01/12/2021 09H,365
01/12/2021 08H,369
01/12/2021 07H,373
01/12/2021 06H,373
01/12/2021 05H,375
01/12/2021 04H,378
01/12/2021 03H,384
01/12/2021 02H,375
01/12/2021 01H,381
01/12/2021 00H,385
01/11/2021 23H,373
01/11/2021 22H,353
01/11/2021 21H,331
01/11/2021 20H,360
01/11/2021 19H,372
01/11/2021 18H,367
01/11/2021 17H,355
01/11/2021 16H,347
01/11/2021 15H,360
01/11/2021 14H,365
01/11/2021 13H,371
01/11/2021 12H,376
01/11/2021 11H,379
01/11/2021 10H,375
01/11/2021 09H,378
01/11/2021 08H,379
01/11/2021 07H,378
01/11/2021 06H,369
01/11/2021 05H,372
01/11/2021 04H,374
01/11/2021 03H,372
01/11/2021 02H,377
01/11/2021 01H,376
01/11/2021 00H,376
01/10/2021 23H,378
01/10/2021 22H,378
01/10/2021 21H,376
01/10/2021 20H,385
01/10/2021 19H,385
01/10/2021 18H,385
01/10/2021 17H,384
01/10/2021 16H,381
01/10/2021 15H,380
01/10/2021 14H,382
01/10/2021 13H,383
01/10/2021 12H,380
01/10/2021 11H,384
01/10/2021 10H,387
01/10/2021 09H,385
01/10/2021 08H,382
01/10/2021 07H,375
01/10/2021 06H,361
01/10/2021 05H,358
01/10/2021 04H,355
01/10/2021 03H,374
01/10/2021 02H,376
01/10/2021 01H,379
01/10/2021 00H,376
01/9/2021 23H,370
01/9/2021 22H,374
01/9/2021 21H,380
01/9/2021 20H,375
01/9/2021 19H,378
01/9/2021 18H,380
01/9/2021 17H,382
01/9/2021 16H,375
01/9/2021 15H,375
01/9/2021 14H,377
01/9/2021 13H,375
01/9/2021 12H,375
01/9/2021 11H,379
01/9/2021 10H,383
01/9/2021 09H,380
01/9/2021 08H,382
01/9/2021 07H,380
01/9/2021 06H,376
01/9/2021 05H,381
01/9/2021 04H,384
01/9/2021 03H,388
01/9/2021 02H,385
01/9/2021 01H,384
01/9/2021 00H,383
01/8/2021 23H,381
01/8/2021 22H,380
01/8/2021 21H,375
01/8/2021 20H,378
01/8/2021 19H,381
01/8/2021 18H,373
01/8/2021 17H,373
01/8/2021 16H,388
01/8/2021 15H,392
01/8/2021 14H,393
01/8/2021 13H,391
01/8/2021 12H,377
01/8/2021 11H,382
01/8/2021 10H,380
01/8/2021 09H,384
01/8/2021 08H,387
01/8/2021 07H,386
01/8/2021 06H,387
01/8/2021 05H,385
01/8/2021 04H,382
01/8/2021 03H,385
01/8/2021 02H,391
01/8/2021 01H,393
01/8/2021 00H,393
01/7/2021 23H,390
01/7/2021 22H,384
01/7/2021 21H,381
01/7/2021 20H,377
01/7/2021 19H,377
01/7/2021 18H,380
01/7/2021 17H,381
01/7/2021 16H,384
01/7/2021 15H,378
01/7/2021 14H,384
01/7/2021 13H,386
01/7/2021 12H,385
01/7/2021 11H,374
01/7/2021 10H,380
01/7/2021 09H,378
01/7/2021 08H,379
01/7/2021 07H,378
01/7/2021 06H,376
01/7/2021 05H,381
01/7/2021 04H,383
01/7/2021 03H,388
01/7/2021 02H,387
01/7/2021 01H,388
01/7/2021 00H,389
01/6/2021 23H,387
01/6/2021 22H,385
01/6/2021 21H,382
01/6/2021 20H,385
01/6/2021 19H,384
01/6/2021 18H,378
01/6/2021 17H,379
01/6/2021 16H,378
01/6/2021 15H,387
01/6/2021 14H,387
01/6/2021 13H,389
01/6/2021 12H,392
01/6/2021 11H,387
01/6/2021 10H,386
01/6/2021 09H,388
01/6/2021 08H,387
01/6/2021 07H,382
01/6/2021 06H,386
01/6/2021 05H,386
01/6/2021 04H,385
01/6/2021 03H,384
01/6/2021 02H,388
01/6/2021 01H,383
01/6/2021 00H,378
01/5/2021 23H,386
01/5/2021 22H,373
01/5/2021 21H,377
01/5/2021 20H,377
01/5/2021 19H,383
01/5/2021 18H,368
01/5/2021 17H,358
01/5/2021 16H,377
01/5/2021 15H,388
01/5/2021 14H,389
01/5/2021 13H,394
01/5/2021 12H,393
01/5/2021 11H,393
01/5/2021 10H,392
01/5/2021 09H,392
01/5/2021 08H,393
01/5/2021 07H,393
01/5/2021 06H,393
01/5/2021 05H,391
01/5/2021 04H,391
01/5/2021 03H,378
01/5/2021 02H,376
01/5/2021 01H,386
01/5/2021 00H,390
01/4/2021 23H,395
01/4/2021 22H,394
01/4/2021 21H,382
01/4/2021 20H,381
01/4/2021 19H,386
01/4/2021 18H,388
01/4/2021 17H,383
01/4/2021 16H,367
01/4/2021 15H,381
01/4/2021 14H,383
01/4/2021 13H,378
01/4/2021 12H,381
01/4/2021 11H,385
01/4/2021 10H,386
01/4/2021 09H,386
01/4/2021 08H,380
01/4/2021 07H,364
01/4/2021 06H,382
01/4/2021 05H,392
01/4/2021 04H,393
01/4/2021 03H,391
01/4/2021 02H,390
01/4/2021 01H,388
01/4/2021 00H,386
01/3/2021 23H,390
01/3/2021 22H,389
01/3/2021 21H,387
01/3/2021 20H,383
01/3/2021 19H,389
01/3/2021 18H,394
01/3/2021 17H,381
01/3/2021 16H,382
01/3/2021 15H,382
01/3/2021 14H,385
01/3/2021 13H,375
01/3/2021 12H,367
01/3/2021 11H,360
01/3/2021 10H,379
01/3/2021 09H,388
01/3/2021 08H,384
01/3/2021 07H,383
01/3/2021 06H,386
01/3/2021 05H,387
01/3/2021 04H,389
01/3/2021 03H,389
01/3/2021 02H,392
01/3/2021 01H,391
01/3/2021 00H,392
01/2/2021 23H,392
01/2/2021 22H,393
01/2/2021 21H,384
01/2/2021 20H,394
01/2/2021 19H,390
01/2/2021 18H,384
01/2/2021 17H,394
01/2/2021 16H,395
01/2/2021 15H,372
01/2/2021 14H,344
01/2/2021 13H,364
01/2/2021 12H,375
01/2/2021 11H,394
01/2/2021 10H,393
01/2/2021 09H,395
01/2/2021 08H,391
01/2/2021 07H,392
01/2/2021 06H,385
01/2/2021 05H,362
01/2/2021 04H,351
01/2/2021 03H,362
01/2/2021 02H,365
01/2/2021 01H,383
01/2/2021 00H,388
01/1/2021 23H,383
01/1/2021 22H,367
01/1/2021 21H,364
01/1/2021 20H,374
01/1/2021 19H,376
01/1/2021 18H,382
01/1/2021 17H,381
01/1/2021 16H,369
01/1/2021 15H,378
01/1/2021 14H,385
01/1/2021 13H,380
01/1/2021 12H,391
01/1/2021 11H,389
01/1/2021 10H,383
01/1/2021 09H,382
01/1/2021 08H,387
01/1/2021 07H,380
01/1/2021 06H,366
01/1/2021 05H,358
01/1/2021 04H,344
01/1/2021 03H,349
01/1/2021 02H,337
01/1/2021 01H,334
01/1/2021 00H,330
12/31/2020 23H,330
12/31/2020 22H,374
12/31/2020 21H,381
12/31/2020 20H,382
12/31/2020 19H,385
12/31/2020 18H,368
12/31/2020 17H,340
12/31/2020 16H,334
12/31/2020 15H,332
12/31/2020 14H,329
12/31/2020 13H,335
12/31/2020 12H,352
12/31/2020 11H,345
12/31/2020 10H,342
12/31/2020 09H,326
12/31/2020 08H,316
12/31/2020 07H,323
12/31/2020 06H,321
12/31/2020 05H,321
12/31/2020 04H,319
12/31/2020 03H,324
12/31/2020 02H,321
12/31/2020 01H,318
12/31/2020 00H,325
12/30/2020 23H,325
12/30/2020 22H,316
12/30/2020 21H,309
12/30/2020 20H,311
12/30/2020 19H,311
12/30/2020 18H,314
12/30/2020 17H,302
12/30/2020 16H,296
12/30/2020 15H,315
12/30/2020 14H,320
12/30/2020 13H,326
12/30/2020 12H,323
12/30/2020 11H,310
12/30/2020 10H,314
12/30/2020 09H,319
12/30/2020 08H,326
12/30/2020 07H,322
12/30/2020 06H,331
12/30/2020 05H,363
12/30/2020 04H,360
12/30/2020 03H,360
12/30/2020 02H,362
12/30/2020 01H,363
12/30/2020 00H,359
12/29/2020 23H,361
12/29/2020 22H,358
12/29/2020 21H,336
12/29/2020 20H,345
12/29/2020 19H,353
12/29/2020 18H,354
12/29/2020 17H,355
12/29/2020 16H,358
12/29/2020 15H,363
12/29/2020 14H,359
12/29/2020 13H,353
12/29/2020 12H,339
12/29/2020 11H,333
12/29/2020 10H,318
12/29/2020 09H,300
12/29/2020 08H,291
12/29/2020 07H,302
12/29/2020 06H,359
12/29/2020 05H,345
12/29/2020 04H,325
12/29/2020 03H,319
12/29/2020 02H,314
12/29/2020 01H,298
12/29/2020 00H,296
12/28/2020 23H,296
12/28/2020 22H,293
12/28/2020 21H,289
12/28/2020 20H,285
12/28/2020 19H,282
12/28/2020 18H,275
12/28/2020 17H,292
12/28/2020 16H,317
12/28/2020 15H,311
12/28/2020 14H,305
12/28/2020 13H,320
12/28/2020 12H,325
12/28/2020 11H,317
12/28/2020 10H,312
12/28/2020 09H,314
12/28/2020 08H,308
12/28/2020 07H,312
12/28/2020 06H,310
12/28/2020 05H,311
12/28/2020 04H,306
12/28/2020 03H,301
12/28/2020 02H,303
12/28/2020 01H,322
12/28/2020 00H,323
12/27/2020 23H,326
12/27/2020 22H,302
12/27/2020 21H,308
12/27/2020 20H,327
12/27/2020 19H,330
12/27/2020 18H,324
12/27/2020 17H,330
12/27/2020 16H,332
12/27/2020 15H,328
12/27/2020 14H,330
12/27/2020 13H,333
12/27/2020 12H,330
12/27/2020 11H,329
12/27/2020 10H,329
12/27/2020 09H,325
12/27/2020 08H,325
12/27/2020 07H,317
12/27/2020 06H,313
12/27/2020 05H,317
12/27/2020 04H,320
12/27/2020 03H,327
12/27/2020 02H,318
12/27/2020 01H,317
12/27/2020 00H,321
12/26/2020 23H,325
12/26/2020 22H,317
12/26/2020 21H,304
12/26/2020 20H,307
12/26/2020 19H,306
12/26/2020 18H,301
12/26/2020 17H,279
12/26/2020 16H,268
12/26/2020 15H,272
12/26/2020 14H,266
12/26/2020 13H,271
12/26/2020 12H,272
12/26/2020 11H,262
12/26/2020 10H,255
12/26/2020 09H,245
12/26/2020 08H,245
12/26/2020 07H,246
12/26/2020 06H,254
12/26/2020 05H,285
12/26/2020 04H,284
12/26/2020 03H,284
12/26/2020 02H,284
12/26/2020 01H,289
12/26/2020 00H,286
12/25/2020 23H,279
12/25/2020 22H,281
12/25/2020 21H,283
12/25/2020 20H,285
12/25/2020 19H,295
12/25/2020 18H,298
12/25/2020 17H,300
12/25/2020 16H,295
12/25/2020 15H,286
12/25/2020 14H,283
12/25/2020 13H,292
12/25/2020 12H,293
12/25/2020 11H,289
12/25/2020 10H,342
12/25/2020 09H,347
12/25/2020 08H,344
12/25/2020 07H,340
12/25/2020 06H,336
12/25/2020 05H,340
12/25/2020 04H,344
12/25/2020 03H,344
12/25/2020 02H,347
12/25/2020 01H,351
12/25/2020 00H,366
12/24/2020 23H,379
12/24/2020 22H,396
12/24/2020 21H,399
12/24/2020 20H,393
12/24/2020 19H,381
12/24/2020 18H,385
12/24/2020 17H,392
12/24/2020 16H,386
12/24/2020 15H,393
12/24/2020 14H,400
12/24/2020 13H,396
12/24/2020 12H,400
12/24/2020 11H,400
12/24/2020 10H,402
12/24/2020 09H,407
12/24/2020 08H,403
12/24/2020 07H,404
12/24/2020 06H,400
12/24/2020 05H,399
12/24/2020 04H,396
12/24/2020 03H,404
12/24/2020 02H,402
12/24/2020 01H,403
12/24/2020 00H,405
12/23/2020 23H,402
12/23/2020 22H,405
12/23/2020 21H,403
12/23/2020 20H,402
12/23/2020 19H,402
12/23/2020 18H,404
12/23/2020 17H,398
12/23/2020 16H,375
12/23/2020 15H,353
12/23/2020 14H,366
12/23/2020 13H,368
12/23/2020 12H,370
12/23/2020 11H,373
12/23/2020 10H,400
12/23/2020 09H,404
12/23/2020 08H,399
12/23/2020 07H,399
12/23/2020 06H,393
12/23/2020 05H,391
12/23/2020 04H,392
12/23/2020 03H,396
12/23/2020 02H,384
12/23/2020 01H,394
12/23/2020 00H,399
12/22/2020 23H,395
12/22/2020 22H,397
12/22/2020 21H,393
12/22/2020 20H,387
12/22/2020 19H,381
12/22/2020 18H,377
12/22/2020 17H,376
12/22/2020 16H,386
12/22/2020 15H,384
12/22/2020 14H,378
12/22/2020 13H,376
12/22/2020 12H,377
12/22/2020 11H,374
12/22/2020 10H,377
12/22/2020 09H,374
12/22/2020 08H,377
12/22/2020 07H,373
12/22/2020 06H,372
12/22/2020 05H,373
12/22/2020 04H,374
12/22/2020 03H,384
12/22/2020 02H,382
12/22/2020 01H,380
12/22/2020 00H,381
12/21/2020 23H,374
12/21/2020 22H,387
12/21/2020 21H,389
12/21/2020 20H,383
12/21/2020 19H,378
12/21/2020 18H,377
12/21/2020 17H,378
12/21/2020 16H,374
12/21/2020 15H,379
12/21/2020 14H,380
12/21/2020 13H,369
12/21/2020 12H,362
12/21/2020 11H,364
12/21/2020 10H,380
12/21/2020 09H,380
12/21/2020 08H,385
12/21/2020 07H,396
12/21/2020 06H,397
12/21/2020 05H,383
12/21/2020 04H,397
12/21/2020 03H,396
12/21/2020 02H,396
12/21/2020 01H,391
12/21/2020 00H,368
12/20/2020 23H,367
12/20/2020 22H,373
12/20/2020 21H,370
12/20/2020 20H,364
12/20/2020 19H,362
12/20/2020 18H,358
12/20/2020 17H,360
12/20/2020 16H,390
12/20/2020 15H,390
12/20/2020 14H,389
12/20/2020 13H,392
12/20/2020 12H,393
12/20/2020 11H,394
12/20/2020 10H,395
12/20/2020 09H,399
12/20/2020 08H,392
12/20/2020 07H,389
12/20/2020 06H,386
12/20/2020 05H,385
12/20/2020 04H,384
12/20/2020 03H,386
12/20/2020 02H,381
12/20/2020 01H,379
12/20/2020 00H,388
12/19/2020 23H,385
12/19/2020 22H,387
12/19/2020 21H,385
12/19/2020 20H,382
12/19/2020 19H,377
12/19/2020 18H,379
12/19/2020 17H,373
12/19/2020 16H,375
12/19/2020 15H,376
12/19/2020 14H,380
12/19/2020 13H,383
12/19/2020 12H,382
12/19/2020 11H,382
12/19/2020 10H,382
12/19/2020 09H,382
12/19/2020 08H,384
12/19/2020 07H,382
12/19/2020 06H,383
12/19/2020 05H,382
12/19/2020 04H,384
12/19/2020 03H,387
12/19/2020 02H,389
12/19/2020 01H,389
12/19/2020 00H,388
12/18/2020 23H,382
12/18/2020 22H,384
12/18/2020 21H,377
12/18/2020 20H,387
12/18/2020 19H,388
12/18/2020 18H,391
12/18/2020 17H,385
12/18/2020 16H,381
12/18/2020 15H,391
12/18/2020 14H,387
12/18/2020 13H,392
12/18/2020 12H,389
12/18/2020 11H,381
12/18/2020 10H,383
12/18/2020 09H,387
12/18/2020 08H,380
12/18/2020 07H,363
12/18/2020 06H,342
12/18/2020 05H,329
12/18/2020 04H,326
12/18/2020 03H,331
12/18/2020 02H,330
12/18/2020 01H,329
12/18/2020 00H,328
12/17/2020 23H,320
12/17/2020 22H,320
12/17/2020 21H,320
12/17/2020 20H,325
12/17/2020 19H,326
12/17/2020 18H,351
12/17/2020 17H,338
12/17/2020 16H,371
12/17/2020 15H,372
12/17/2020 14H,376
12/17/2020 13H,383
12/17/2020 12H,372
12/17/2020 11H,372
12/17/2020 10H,375
12/17/2020 09H,375
12/17/2020 08H,388
12/17/2020 07H,387
12/17/2020 06H,379
12/17/2020 05H,379
12/17/2020 04H,378
12/17/2020 03H,378
12/17/2020 02H,380
12/17/2020 01H,388
12/17/2020 00H,392
12/16/2020 23H,394
12/16/2020 22H,394
12/16/2020 21H,399
12/16/2020 20H,392
12/16/2020 19H,398
12/16/2020 18H,403
12/16/2020 17H,404
12/16/2020 16H,401
12/16/2020 15H,394
12/16/2020 14H,396
12/16/2020 13H,403
12/16/2020 12H,398
12/16/2020 11H,391
12/16/2020 10H,390
12/16/2020 09H,392
12/16/2020 08H,395
12/16/2020 07H,396
12/16/2020 06H,399
12/16/2020 05H,386
12/16/2020 04H,369
12/16/2020 03H,387
12/16/2020 02H,389
12/16/2020 01H,386
12/16/2020 00H,389
12/15/2020 23H,384
12/15/2020 22H,378
12/15/2020 21H,383
12/15/2020 20H,370
12/15/2020 19H,352
12/15/2020 18H,361
12/15/2020 17H,357
12/15/2020 16H,357
12/15/2020 15H,359
12/15/2020 14H,372
12/15/2020 13H,379
12/15/2020 12H,383
12/15/2020 11H,389
12/15/2020 10H,389
12/15/2020 09H,391
12/15/2020 08H,387
12/15/2020 07H,386
12/15/2020 06H,386
12/15/2020 05H,384
12/15/2020 04H,384
12/15/2020 03H,387
12/15/2020 02H,388
12/15/2020 01H,386
12/15/2020 00H,387
12/14/2020 23H,367
12/14/2020 22H,354
12/14/2020 21H,344
12/14/2020 20H,326
12/14/2020 19H,324
12/14/2020 18H,326
12/14/2020 17H,330
12/14/2020 16H,339
12/14/2020 15H,383
12/14/2020 14H,379
12/14/2020 13H,378
12/14/2020 12H,379
12/14/2020 11H,375
12/14/2020 10H,371
