Net generation from other for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.OTH.H
19:20:33 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.OTH.H megawatthours
02/20/2019 21H,205
02/20/2019 20H,213
02/20/2019 19H,219
02/20/2019 18H,215
02/20/2019 17H,210
02/20/2019 16H,236
02/20/2019 15H,238
02/20/2019 14H,235
02/20/2019 13H,242
02/20/2019 12H,234
02/20/2019 11H,230
02/20/2019 10H,230
02/20/2019 09H,233
02/20/2019 08H,222
02/20/2019 07H,229
02/20/2019 06H,236
02/20/2019 05H,226
02/20/2019 04H,215
02/20/2019 03H,214
02/20/2019 02H,217
02/20/2019 01H,218
02/20/2019 00H,221
02/19/2019 23H,208
02/19/2019 22H,197
02/19/2019 21H,196
02/19/2019 20H,199
02/19/2019 19H,198
02/19/2019 18H,202
02/19/2019 17H,211
02/19/2019 16H,226
02/19/2019 15H,226
02/19/2019 14H,218
02/19/2019 13H,217
02/19/2019 12H,222
02/19/2019 11H,223
02/19/2019 10H,223
02/19/2019 09H,221
02/19/2019 08H,224
02/19/2019 07H,226
02/19/2019 06H,223
02/19/2019 05H,221
02/19/2019 04H,219
02/19/2019 03H,221
02/19/2019 02H,224
02/19/2019 01H,221
02/19/2019 00H,219
02/18/2019 23H,210
02/18/2019 22H,179
02/18/2019 21H,163
02/18/2019 20H,165
02/18/2019 19H,182
02/18/2019 18H,175
02/18/2019 17H,175
02/18/2019 16H,178
02/18/2019 15H,228
02/18/2019 14H,222
02/18/2019 13H,213
02/18/2019 12H,214
02/18/2019 11H,215
02/18/2019 10H,210
02/18/2019 09H,199
02/18/2019 08H,189
02/18/2019 07H,192
02/18/2019 06H,215
02/18/2019 05H,214
02/18/2019 04H,215
02/18/2019 03H,212
02/18/2019 02H,210
02/18/2019 01H,214
02/18/2019 00H,216
02/17/2019 23H,215
02/17/2019 22H,218
02/17/2019 21H,214
02/17/2019 20H,220
02/17/2019 19H,220
02/17/2019 18H,218
02/17/2019 17H,216
02/17/2019 16H,212
02/17/2019 15H,215
02/17/2019 14H,220
02/17/2019 13H,222
02/17/2019 12H,220
02/17/2019 11H,216
02/17/2019 10H,224
02/17/2019 09H,221
02/17/2019 08H,214
02/17/2019 07H,215
02/17/2019 06H,207
02/17/2019 05H,206
02/17/2019 04H,204
02/17/2019 03H,207
02/17/2019 02H,201
02/17/2019 01H,200
02/17/2019 00H,210
02/16/2019 23H,218
02/16/2019 22H,216
02/16/2019 21H,216
02/16/2019 20H,208
02/16/2019 19H,208
02/16/2019 18H,205
02/16/2019 17H,203
02/16/2019 16H,219
02/16/2019 15H,225
02/16/2019 14H,226
02/16/2019 13H,232
02/16/2019 12H,233
02/16/2019 11H,227
02/16/2019 10H,222
02/16/2019 09H,221
02/16/2019 08H,222
02/16/2019 07H,215
02/16/2019 06H,222
02/16/2019 05H,225
02/16/2019 04H,220
02/16/2019 03H,223
02/16/2019 02H,219
02/16/2019 01H,222
02/16/2019 00H,218
02/15/2019 23H,226
02/15/2019 22H,219
02/15/2019 21H,210
02/15/2019 20H,177
02/15/2019 19H,209
02/15/2019 18H,216
02/15/2019 17H,227
02/15/2019 16H,225
02/15/2019 15H,216
02/15/2019 14H,221
02/15/2019 13H,214
02/15/2019 12H,220
02/15/2019 11H,225
02/15/2019 10H,220
02/15/2019 09H,223
02/15/2019 08H,225
02/15/2019 07H,225
02/15/2019 06H,212
02/15/2019 05H,205
02/15/2019 04H,207
02/15/2019 03H,211
02/15/2019 02H,215
02/15/2019 01H,214
02/15/2019 00H,226
02/14/2019 23H,219
02/14/2019 22H,222
02/14/2019 21H,229
02/14/2019 20H,238
02/14/2019 19H,231
02/14/2019 18H,229
02/14/2019 17H,237
02/14/2019 16H,239
02/14/2019 15H,228
02/14/2019 14H,238
02/14/2019 13H,233
02/14/2019 12H,232
02/14/2019 11H,228
02/14/2019 10H,232
02/14/2019 09H,236
02/14/2019 08H,235
02/14/2019 07H,229
02/14/2019 06H,231
02/14/2019 05H,229
02/14/2019 04H,233
02/14/2019 03H,235
02/14/2019 02H,238
02/14/2019 01H,236
02/14/2019 00H,239
02/13/2019 23H,249
02/13/2019 22H,242
02/13/2019 21H,241
02/13/2019 20H,244
02/13/2019 19H,244
02/13/2019 18H,247
02/13/2019 17H,253
02/13/2019 16H,244
02/13/2019 15H,253
02/13/2019 14H,242
02/13/2019 13H,238
02/13/2019 12H,241
02/13/2019 11H,224
02/13/2019 10H,223
02/13/2019 09H,225
02/13/2019 08H,223
02/13/2019 07H,225
02/13/2019 06H,230
02/13/2019 05H,226
02/13/2019 04H,227
02/13/2019 03H,218
02/13/2019 02H,220
02/13/2019 01H,218
02/13/2019 00H,224
02/12/2019 23H,238
02/12/2019 22H,234
02/12/2019 21H,217
02/12/2019 20H,211
02/12/2019 19H,210
02/12/2019 18H,201
02/12/2019 17H,213
02/12/2019 16H,205
02/12/2019 15H,211
02/12/2019 14H,220
02/12/2019 13H,227
02/12/2019 12H,219
02/12/2019 11H,212
02/12/2019 10H,205
02/12/2019 09H,191
02/12/2019 08H,197
02/12/2019 07H,204
02/12/2019 06H,189
02/12/2019 05H,191
02/12/2019 04H,209
02/12/2019 03H,213
02/12/2019 02H,216
02/12/2019 01H,218
02/12/2019 00H,215
02/11/2019 23H,219
02/11/2019 22H,207
02/11/2019 21H,206
02/11/2019 20H,203
02/11/2019 19H,204
02/11/2019 18H,204
02/11/2019 17H,203
02/11/2019 16H,201
02/11/2019 15H,208
02/11/2019 14H,205
02/11/2019 13H,214
02/11/2019 12H,216
02/11/2019 11H,215
02/11/2019 10H,216
02/11/2019 09H,214
02/11/2019 08H,215
02/11/2019 07H,214
02/11/2019 06H,215
02/11/2019 05H,213
02/11/2019 04H,214
02/11/2019 03H,219
02/11/2019 02H,237
02/11/2019 01H,242
02/11/2019 00H,235
02/10/2019 23H,222
02/10/2019 22H,222
02/10/2019 21H,222
02/10/2019 20H,232
02/10/2019 19H,245
02/10/2019 18H,235
02/10/2019 17H,237
02/10/2019 16H,232
02/10/2019 15H,226
02/10/2019 14H,233
02/10/2019 13H,226
02/10/2019 12H,224
02/10/2019 11H,228
02/10/2019 10H,230
02/10/2019 09H,224
02/10/2019 08H,227
02/10/2019 07H,225
02/10/2019 06H,225
02/10/2019 05H,233
02/10/2019 04H,226
02/10/2019 03H,224
02/10/2019 02H,226
02/10/2019 01H,227
02/10/2019 00H,227
02/9/2019 23H,224
02/9/2019 22H,229
02/9/2019 21H,228
02/9/2019 20H,229
02/9/2019 19H,232
02/9/2019 18H,226
02/9/2019 17H,223
02/9/2019 16H,225
02/9/2019 15H,223
02/9/2019 14H,226
02/9/2019 13H,221
02/9/2019 12H,221
02/9/2019 11H,219
02/9/2019 10H,223
02/9/2019 09H,226
02/9/2019 08H,235
02/9/2019 07H,225
02/9/2019 06H,229
02/9/2019 05H,228
02/9/2019 04H,222
02/9/2019 03H,220
02/9/2019 02H,224
02/9/2019 01H,218
02/9/2019 00H,219
02/8/2019 23H,223
02/8/2019 22H,212
02/8/2019 21H,217
02/8/2019 20H,238
02/8/2019 19H,255
02/8/2019 18H,252
02/8/2019 17H,238
02/8/2019 16H,244
02/8/2019 15H,231
02/8/2019 14H,233
02/8/2019 13H,236
02/8/2019 12H,234
02/8/2019 11H,235
02/8/2019 10H,231
02/8/2019 09H,240
02/8/2019 08H,234
02/8/2019 07H,236
02/8/2019 06H,242
02/8/2019 05H,251
02/8/2019 04H,251
02/8/2019 03H,238
02/8/2019 02H,225
02/8/2019 01H,224
02/8/2019 00H,227
02/7/2019 23H,225
02/7/2019 22H,229
02/7/2019 21H,234
02/7/2019 20H,229
02/7/2019 19H,229
02/7/2019 18H,229
02/7/2019 17H,233
02/7/2019 16H,233
02/7/2019 15H,228
02/7/2019 14H,221
02/7/2019 13H,217
02/7/2019 12H,209
02/7/2019 11H,212
02/7/2019 10H,212
02/7/2019 09H,212
02/7/2019 08H,214
02/7/2019 07H,211
02/7/2019 06H,210
02/7/2019 05H,210
02/7/2019 04H,209
02/7/2019 03H,206
02/7/2019 02H,211
02/7/2019 01H,209
02/7/2019 00H,210
02/6/2019 23H,216
02/6/2019 22H,218
02/6/2019 21H,210
02/6/2019 20H,226
02/6/2019 19H,223
02/6/2019 18H,236
02/6/2019 17H,220
02/6/2019 16H,189
02/6/2019 15H,195
02/6/2019 14H,212
02/6/2019 13H,212
02/6/2019 12H,217
02/6/2019 11H,222
02/6/2019 10H,223
02/6/2019 09H,217
02/6/2019 08H,228
02/6/2019 07H,240
02/6/2019 06H,232
02/6/2019 05H,230
02/6/2019 04H,228
02/6/2019 03H,229
02/6/2019 02H,226
02/6/2019 01H,218
02/6/2019 00H,222
02/5/2019 23H,216
02/5/2019 22H,219
02/5/2019 21H,213
02/5/2019 20H,217
02/5/2019 19H,225
02/5/2019 18H,235
02/5/2019 17H,234
02/5/2019 16H,227
02/5/2019 15H,227
02/5/2019 14H,227
02/5/2019 13H,231
02/5/2019 12H,235
02/5/2019 11H,223
02/5/2019 10H,223
02/5/2019 09H,225
02/5/2019 08H,227
02/5/2019 07H,215
02/5/2019 06H,191
02/5/2019 05H,192
02/5/2019 04H,179
02/5/2019 03H,173
02/5/2019 02H,178
02/5/2019 01H,181
02/5/2019 00H,185
02/4/2019 23H,189
02/4/2019 22H,190
02/4/2019 21H,184
02/4/2019 20H,188
02/4/2019 19H,189
02/4/2019 18H,179
02/4/2019 17H,172
02/4/2019 16H,183
02/4/2019 15H,186
02/4/2019 14H,199
02/4/2019 13H,204
02/4/2019 12H,205
02/4/2019 11H,212
02/4/2019 10H,208
02/4/2019 09H,200
02/4/2019 08H,194
02/4/2019 07H,188
02/4/2019 06H,194
02/4/2019 05H,199
02/4/2019 04H,197
02/4/2019 03H,199
02/4/2019 02H,197
02/4/2019 01H,203
02/4/2019 00H,201
02/3/2019 23H,197
02/3/2019 22H,203
02/3/2019 21H,201
02/3/2019 20H,208
02/3/2019 19H,197
02/3/2019 18H,201
02/3/2019 17H,199
02/3/2019 16H,196
02/3/2019 15H,200
02/3/2019 14H,199
02/3/2019 13H,196
02/3/2019 12H,198
02/3/2019 11H,196
02/3/2019 10H,203
02/3/2019 09H,198
02/3/2019 08H,199
02/3/2019 07H,201
02/3/2019 06H,196
02/3/2019 05H,199
02/3/2019 04H,199
02/3/2019 03H,195
02/3/2019 02H,201
02/3/2019 01H,203
02/3/2019 00H,205
02/2/2019 23H,204
02/2/2019 22H,200
02/2/2019 21H,204
02/2/2019 20H,206
02/2/2019 19H,204
02/2/2019 18H,207
02/2/2019 17H,206
02/2/2019 16H,200
02/2/2019 15H,202
02/2/2019 14H,198
02/2/2019 13H,200
02/2/2019 12H,200
02/2/2019 11H,197
02/2/2019 10H,195
02/2/2019 09H,196
02/2/2019 08H,197
02/2/2019 07H,202
02/2/2019 06H,208
02/2/2019 05H,202
02/2/2019 04H,204
02/2/2019 03H,203
02/2/2019 02H,196
02/2/2019 01H,196
02/2/2019 00H,195
02/1/2019 23H,188
02/1/2019 22H,193
02/1/2019 21H,195
02/1/2019 20H,191
02/1/2019 19H,194
02/1/2019 18H,198
02/1/2019 17H,196
02/1/2019 16H,198
02/1/2019 15H,190
02/1/2019 14H,196
02/1/2019 13H,192
02/1/2019 12H,190
02/1/2019 11H,194
02/1/2019 10H,198
02/1/2019 09H,197
02/1/2019 08H,195
02/1/2019 07H,187
02/1/2019 06H,223
02/1/2019 05H,222
02/1/2019 04H,217
02/1/2019 03H,217
02/1/2019 02H,222
02/1/2019 01H,222
02/1/2019 00H,223
01/31/2019 23H,212
01/31/2019 22H,221
01/31/2019 21H,228
01/31/2019 20H,224
01/31/2019 19H,224
01/31/2019 18H,230
01/31/2019 17H,234
01/31/2019 16H,236
01/31/2019 15H,230
01/31/2019 14H,223
01/31/2019 13H,232
01/31/2019 12H,228
01/31/2019 11H,223
01/31/2019 10H,215
01/31/2019 09H,220
01/31/2019 08H,220
01/31/2019 07H,214
01/31/2019 06H,214
01/31/2019 05H,213
01/31/2019 04H,207
01/31/2019 03H,205
01/31/2019 02H,210
01/31/2019 01H,213
01/31/2019 00H,211
01/30/2019 23H,211
01/30/2019 22H,203
01/30/2019 21H,204
01/30/2019 20H,200
01/30/2019 19H,195
01/30/2019 18H,197
01/30/2019 17H,204
01/30/2019 16H,207
01/30/2019 15H,210
01/30/2019 14H,216
01/30/2019 13H,208
01/30/2019 12H,209
01/30/2019 11H,203
01/30/2019 10H,198
01/30/2019 09H,198
01/30/2019 08H,201
01/30/2019 07H,202
01/30/2019 06H,201
01/30/2019 05H,191
01/30/2019 04H,194
01/30/2019 03H,196
01/30/2019 02H,196
01/30/2019 01H,193
01/30/2019 00H,192
01/29/2019 23H,198
01/29/2019 22H,201
01/29/2019 21H,202
01/29/2019 20H,206
01/29/2019 19H,212
01/29/2019 18H,213
01/29/2019 17H,214
01/29/2019 16H,217
01/29/2019 15H,215
01/29/2019 14H,213
01/29/2019 13H,216
01/29/2019 12H,207
01/29/2019 11H,196
01/29/2019 10H,199
01/29/2019 09H,203
01/29/2019 08H,203
01/29/2019 07H,204
01/29/2019 06H,205
01/29/2019 05H,200
01/29/2019 04H,187
01/29/2019 03H,182
01/29/2019 02H,183
01/29/2019 01H,186
01/29/2019 00H,190
01/28/2019 23H,193
01/28/2019 22H,195
01/28/2019 21H,195
01/28/2019 20H,201
01/28/2019 19H,201
01/28/2019 18H,189
01/28/2019 17H,191
01/28/2019 16H,187
01/28/2019 15H,193
01/28/2019 14H,184
01/28/2019 13H,183
01/28/2019 12H,182
01/28/2019 11H,183
01/28/2019 10H,187
01/28/2019 09H,186
01/28/2019 08H,191
01/28/2019 07H,200
01/28/2019 06H,186
01/28/2019 05H,180
01/28/2019 04H,184
01/28/2019 03H,181
01/28/2019 02H,182
01/28/2019 01H,181
01/28/2019 00H,183
01/27/2019 23H,185
01/27/2019 22H,189
01/27/2019 21H,189
01/27/2019 20H,184
01/27/2019 19H,182
01/27/2019 18H,177
01/27/2019 17H,172
01/27/2019 16H,178
01/27/2019 15H,176
01/27/2019 14H,175
01/27/2019 13H,179
01/27/2019 12H,195
01/27/2019 11H,200
01/27/2019 10H,197
01/27/2019 09H,192
01/27/2019 08H,189
01/27/2019 07H,195
01/27/2019 06H,195
01/27/2019 05H,194
01/27/2019 04H,191
01/27/2019 03H,196
01/27/2019 02H,204
01/27/2019 01H,215
01/27/2019 00H,212
01/26/2019 23H,214
01/26/2019 22H,214
01/26/2019 21H,223
01/26/2019 20H,232
01/26/2019 19H,225
01/26/2019 18H,222
01/26/2019 17H,203
01/26/2019 16H,198
01/26/2019 15H,186
01/26/2019 14H,188
01/26/2019 13H,190
01/26/2019 12H,185
01/26/2019 11H,184
01/26/2019 10H,178
01/26/2019 09H,184
01/26/2019 08H,185
01/26/2019 07H,189
01/26/2019 06H,188
01/26/2019 05H,184
01/26/2019 04H,177
01/26/2019 03H,184
01/26/2019 02H,194
01/26/2019 01H,196
01/26/2019 00H,192
01/25/2019 23H,199
01/25/2019 22H,204
01/25/2019 21H,209
01/25/2019 20H,204
01/25/2019 19H,202
01/25/2019 18H,211
01/25/2019 17H,210
01/25/2019 16H,206
01/25/2019 15H,203
01/25/2019 14H,196
01/25/2019 13H,193
01/25/2019 12H,185
01/25/2019 11H,186
01/25/2019 10H,184
01/25/2019 09H,188
01/25/2019 08H,185
01/25/2019 07H,181
01/25/2019 06H,189
01/25/2019 05H,196
01/25/2019 04H,196
01/25/2019 03H,194
01/25/2019 02H,191
01/25/2019 01H,189
01/25/2019 00H,195
01/24/2019 23H,195
01/24/2019 22H,194
01/24/2019 21H,196
01/24/2019 20H,196
01/24/2019 19H,200
01/24/2019 18H,195
01/24/2019 17H,192
01/24/2019 16H,181
01/24/2019 15H,173
01/24/2019 14H,179
01/24/2019 13H,174
01/24/2019 12H,174
01/24/2019 11H,178
01/24/2019 10H,176
01/24/2019 09H,176
01/24/2019 08H,168
01/24/2019 07H,165
01/24/2019 06H,162
01/24/2019 05H,159
01/24/2019 04H,166
01/24/2019 03H,171
01/24/2019 02H,178
01/24/2019 01H,183
01/24/2019 00H,188
01/23/2019 23H,189
01/23/2019 22H,188
01/23/2019 21H,179
01/23/2019 20H,188
01/23/2019 19H,203
01/23/2019 18H,201
01/23/2019 17H,196
01/23/2019 16H,198
01/23/2019 15H,195
01/23/2019 14H,193
01/23/2019 13H,201
01/23/2019 12H,197
01/23/2019 11H,190
01/23/2019 10H,184
01/23/2019 09H,184
01/23/2019 08H,185
01/23/2019 07H,185
01/23/2019 06H,188
01/23/2019 05H,190
01/23/2019 04H,190
01/23/2019 03H,186
01/23/2019 02H,193
01/23/2019 01H,192
01/23/2019 00H,195
01/22/2019 23H,198
01/22/2019 22H,202
01/22/2019 21H,196
01/22/2019 20H,197
01/22/2019 19H,199
01/22/2019 18H,194
01/22/2019 17H,175
01/22/2019 16H,177
01/22/2019 15H,183
01/22/2019 14H,175
01/22/2019 13H,177
01/22/2019 12H,183
01/22/2019 11H,185
01/22/2019 10H,184
01/22/2019 09H,185
01/22/2019 08H,180
01/22/2019 07H,183
01/22/2019 06H,180
01/22/2019 05H,182
01/22/2019 04H,183
01/22/2019 03H,180
01/22/2019 02H,187
01/22/2019 01H,190
01/22/2019 00H,189
01/21/2019 23H,192
01/21/2019 22H,185
01/21/2019 21H,199
01/21/2019 20H,202
01/21/2019 19H,186
01/21/2019 18H,190
01/21/2019 17H,184
01/21/2019 16H,171
01/21/2019 15H,175
01/21/2019 14H,180
01/21/2019 13H,178
01/21/2019 12H,173
01/21/2019 11H,175
01/21/2019 10H,176
01/21/2019 09H,174
01/21/2019 08H,172
01/21/2019 07H,174
01/21/2019 06H,185
01/21/2019 05H,178
01/21/2019 04H,177
01/21/2019 03H,173
01/21/2019 02H,168
01/21/2019 01H,181
01/21/2019 00H,189
01/20/2019 23H,181
01/20/2019 22H,188
01/20/2019 21H,191
01/20/2019 20H,199
01/20/2019 19H,192
01/20/2019 18H,183
01/20/2019 17H,194
01/20/2019 16H,203
01/20/2019 15H,203
01/20/2019 14H,199
01/20/2019 13H,201
01/20/2019 12H,204
01/20/2019 11H,201
01/20/2019 10H,199
01/20/2019 09H,206
01/20/2019 08H,209
01/20/2019 07H,209
01/20/2019 06H,209
01/20/2019 05H,206
01/20/2019 04H,201
01/20/2019 03H,193
01/20/2019 02H,188
01/20/2019 01H,202
01/20/2019 00H,203
01/19/2019 23H,206
01/19/2019 22H,197
01/19/2019 21H,206
01/19/2019 20H,218
01/19/2019 19H,225
01/19/2019 18H,217
01/19/2019 17H,210
01/19/2019 16H,217
01/19/2019 15H,221
01/19/2019 14H,218
01/19/2019 13H,208
01/19/2019 12H,206
01/19/2019 11H,203
01/19/2019 10H,207
01/19/2019 09H,201
01/19/2019 08H,188
01/19/2019 07H,189
01/19/2019 06H,201
01/19/2019 05H,192
01/19/2019 04H,183
01/19/2019 03H,201
01/19/2019 02H,208
01/19/2019 01H,204
01/19/2019 00H,207
01/18/2019 23H,204
01/18/2019 22H,206
01/18/2019 21H,212
01/18/2019 20H,208
01/18/2019 19H,205
01/18/2019 18H,212
01/18/2019 17H,216
01/18/2019 16H,204
01/18/2019 15H,206
01/18/2019 14H,208
01/18/2019 13H,204
01/18/2019 12H,198
01/18/2019 11H,203
01/18/2019 10H,206
01/18/2019 09H,204
01/18/2019 08H,207
01/18/2019 07H,209
01/18/2019 06H,204
01/18/2019 05H,212
01/18/2019 04H,221
01/18/2019 03H,228
01/18/2019 02H,239
01/18/2019 01H,229
01/18/2019 00H,217
01/17/2019 23H,214
01/17/2019 22H,222
01/17/2019 21H,224
01/17/2019 20H,225
01/17/2019 19H,231
01/17/2019 18H,230
01/17/2019 17H,234
01/17/2019 16H,227
01/17/2019 15H,220
01/17/2019 14H,215
01/17/2019 13H,218
01/17/2019 12H,219
01/17/2019 11H,213
01/17/2019 10H,210
01/17/2019 09H,206
01/17/2019 08H,214
01/17/2019 07H,214
01/17/2019 06H,223
01/17/2019 05H,219
01/17/2019 04H,217
01/17/2019 03H,226
01/17/2019 02H,212
01/17/2019 01H,215
01/17/2019 00H,189
01/16/2019 23H,191
01/16/2019 22H,185
01/16/2019 21H,181
01/16/2019 20H,207
01/16/2019 19H,224
01/16/2019 18H,220
01/16/2019 17H,213
01/16/2019 16H,224
01/16/2019 15H,216
01/16/2019 14H,217
01/16/2019 13H,207
01/16/2019 12H,199
01/16/2019 11H,187
01/16/2019 10H,193
01/16/2019 09H,190
01/16/2019 08H,186
01/16/2019 07H,185
01/16/2019 06H,185
01/16/2019 05H,191
01/16/2019 04H,200
01/16/2019 03H,201
01/16/2019 02H,200
01/16/2019 01H,196
01/16/2019 00H,200
01/15/2019 23H,197
01/15/2019 22H,194
01/15/2019 21H,200
01/15/2019 20H,203
01/15/2019 19H,206
01/15/2019 18H,202
01/15/2019 17H,201
01/15/2019 16H,205
01/15/2019 15H,212
01/15/2019 14H,211
01/15/2019 13H,197
01/15/2019 12H,198
01/15/2019 11H,207
01/15/2019 10H,205
01/15/2019 09H,198
01/15/2019 08H,197
01/15/2019 07H,190
01/15/2019 06H,189
01/15/2019 05H,188
01/15/2019 04H,182
01/15/2019 03H,175
01/15/2019 02H,184
01/15/2019 01H,203
01/15/2019 00H,216
01/14/2019 23H,208
01/14/2019 22H,204
01/14/2019 21H,196
01/14/2019 20H,191
01/14/2019 19H,183
01/14/2019 18H,194
01/14/2019 17H,199
01/14/2019 16H,182
01/14/2019 15H,183
01/14/2019 14H,182
01/14/2019 13H,176
01/14/2019 12H,180
01/14/2019 11H,175
01/14/2019 10H,171
01/14/2019 09H,173
01/14/2019 08H,174
01/14/2019 07H,175
01/14/2019 06H,170
01/14/2019 05H,178
01/14/2019 04H,174
01/14/2019 03H,176
01/14/2019 02H,177
01/14/2019 01H,177
01/14/2019 00H,179
01/13/2019 23H,177
01/13/2019 22H,178
01/13/2019 21H,180
01/13/2019 20H,186
01/13/2019 19H,183
01/13/2019 18H,186
01/13/2019 17H,179
01/13/2019 16H,183
01/13/2019 15H,175
01/13/2019 14H,173
01/13/2019 13H,171
01/13/2019 12H,170
01/13/2019 11H,171
01/13/2019 10H,172
01/13/2019 09H,182
01/13/2019 08H,184
01/13/2019 07H,189
01/13/2019 06H,185
01/13/2019 05H,179
01/13/2019 04H,180
01/13/2019 03H,183
01/13/2019 02H,185
01/13/2019 01H,182
01/13/2019 00H,184
01/12/2019 23H,184
01/12/2019 22H,181
01/12/2019 21H,181
01/12/2019 20H,183
01/12/2019 19H,183
01/12/2019 18H,183
01/12/2019 17H,182
01/12/2019 16H,175
01/12/2019 15H,174
01/12/2019 14H,178
01/12/2019 13H,174
01/12/2019 12H,175
01/12/2019 11H,175
01/12/2019 10H,174
01/12/2019 09H,175
01/12/2019 08H,175
01/12/2019 07H,174
01/12/2019 06H,186
01/12/2019 05H,189
01/12/2019 04H,176
01/12/2019 03H,176
01/12/2019 02H,192
01/12/2019 01H,186
01/12/2019 00H,179
01/11/2019 23H,180
01/11/2019 22H,174
01/11/2019 21H,175
01/11/2019 20H,178
01/11/2019 19H,180
01/11/2019 18H,188
01/11/2019 17H,190
01/11/2019 16H,177
01/11/2019 15H,177
01/11/2019 14H,170
01/11/2019 13H,157
01/11/2019 12H,137
01/11/2019 11H,130
01/11/2019 10H,172
01/11/2019 09H,173
01/11/2019 08H,177
01/11/2019 07H,178
01/11/2019 06H,181
01/11/2019 05H,185
01/11/2019 04H,182
01/11/2019 03H,184
01/11/2019 02H,185
01/11/2019 01H,184
01/11/2019 00H,185
01/10/2019 23H,190
01/10/2019 22H,193
01/10/2019 21H,189
01/10/2019 20H,191
01/10/2019 19H,199
01/10/2019 18H,200
01/10/2019 17H,197
01/10/2019 16H,190
01/10/2019 15H,185
01/10/2019 14H,181
01/10/2019 13H,177
01/10/2019 12H,173
01/10/2019 11H,175
01/10/2019 10H,174
01/10/2019 09H,176
01/10/2019 08H,178
01/10/2019 07H,179
01/10/2019 06H,182
01/10/2019 05H,179
01/10/2019 04H,182
01/10/2019 03H,184
01/10/2019 02H,181
01/10/2019 01H,178
01/10/2019 00H,185
01/9/2019 23H,186
01/9/2019 22H,187
01/9/2019 21H,190
01/9/2019 20H,179
01/9/2019 19H,186
01/9/2019 18H,181
01/9/2019 17H,178
01/9/2019 16H,164
01/9/2019 15H,146
01/9/2019 14H,144
01/9/2019 13H,146
01/9/2019 12H,150
01/9/2019 11H,156
01/9/2019 10H,155
01/9/2019 09H,172
01/9/2019 08H,175
01/9/2019 07H,181
01/9/2019 06H,187
01/9/2019 05H,194
01/9/2019 04H,199
01/9/2019 03H,204
01/9/2019 02H,198
01/9/2019 01H,204
01/9/2019 00H,198
01/8/2019 23H,190
01/8/2019 22H,191
01/8/2019 21H,193
01/8/2019 20H,186
01/8/2019 19H,176
01/8/2019 18H,179
01/8/2019 17H,176
01/8/2019 16H,177
01/8/2019 15H,179
01/8/2019 14H,190
01/8/2019 13H,194
01/8/2019 12H,190
01/8/2019 11H,195
01/8/2019 10H,192
01/8/2019 09H,181
01/8/2019 08H,177
01/8/2019 07H,179
01/8/2019 06H,182
01/8/2019 05H,186
01/8/2019 04H,197
01/8/2019 03H,205
01/8/2019 02H,222
01/8/2019 01H,228
01/8/2019 00H,221
01/7/2019 23H,215
01/7/2019 22H,204
01/7/2019 21H,205
01/7/2019 20H,202
01/7/2019 19H,204
01/7/2019 18H,212
01/7/2019 17H,203
01/7/2019 16H,194
01/7/2019 15H,193
01/7/2019 14H,188
01/7/2019 13H,203
01/7/2019 12H,207
01/7/2019 11H,210
01/7/2019 10H,220
01/7/2019 09H,214
01/7/2019 08H,202
01/7/2019 07H,200
01/7/2019 06H,198
01/7/2019 05H,202
01/7/2019 04H,203
01/7/2019 03H,215
01/7/2019 02H,210
01/7/2019 01H,210
01/7/2019 00H,211
01/6/2019 23H,206
01/6/2019 22H,207
01/6/2019 21H,204
01/6/2019 20H,207
01/6/2019 19H,211
01/6/2019 18H,216
01/6/2019 17H,208
01/6/2019 16H,207
01/6/2019 15H,198
01/6/2019 14H,201
01/6/2019 13H,199
01/6/2019 12H,197
01/6/2019 11H,193
01/6/2019 10H,199
01/6/2019 09H,198
01/6/2019 08H,198
01/6/2019 07H,196
01/6/2019 06H,199
01/6/2019 05H,200
01/6/2019 04H,208
01/6/2019 03H,209
01/6/2019 02H,210
01/6/2019 01H,215
01/6/2019 00H,210
01/5/2019 23H,215
01/5/2019 22H,211
01/5/2019 21H,210
01/5/2019 20H,218
01/5/2019 19H,219
01/5/2019 18H,213
01/5/2019 17H,214
01/5/2019 16H,214
01/5/2019 15H,211
01/5/2019 14H,200
01/5/2019 13H,195
01/5/2019 12H,198
01/5/2019 11H,182
01/5/2019 10H,185
01/5/2019 09H,206
01/5/2019 08H,203
01/5/2019 07H,200
01/5/2019 06H,199
01/5/2019 05H,205
01/5/2019 04H,197
01/5/2019 03H,201
01/5/2019 02H,203
01/5/2019 01H,202
01/5/2019 00H,200
01/4/2019 23H,208
01/4/2019 22H,211
01/4/2019 21H,213
01/4/2019 20H,217
01/4/2019 19H,213
01/4/2019 18H,212
01/4/2019 17H,202
01/4/2019 16H,186
01/4/2019 15H,175
01/4/2019 14H,189
01/4/2019 13H,197
01/4/2019 12H,195
01/4/2019 11H,198
01/4/2019 10H,207
01/4/2019 09H,207
01/4/2019 08H,207
01/4/2019 07H,209
01/4/2019 06H,208
01/4/2019 05H,205
01/4/2019 04H,205
01/4/2019 03H,208
01/4/2019 02H,214
01/4/2019 01H,215
01/4/2019 00H,229
01/3/2019 23H,229
01/3/2019 22H,227
01/3/2019 21H,207
01/3/2019 20H,209
