Net generation from coal for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.COL.H
19:20:06 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.COL.H megawatthours
02/3/2020 05H,2094
02/3/2020 04H,2144
02/3/2020 03H,2038
02/3/2020 02H,2070
02/3/2020 01H,2021
02/3/2020 00H,1969
02/2/2020 23H,1923
02/2/2020 22H,1894
02/2/2020 21H,1893
02/2/2020 20H,1890
02/2/2020 19H,1898
02/2/2020 18H,1896
02/2/2020 17H,2069
02/2/2020 16H,2547
02/2/2020 15H,2911
02/2/2020 14H,3702
02/2/2020 13H,3601
02/2/2020 12H,3605
02/2/2020 11H,3137
02/2/2020 10H,3138
02/2/2020 09H,3079
02/2/2020 08H,2871
02/2/2020 07H,2780
02/2/2020 06H,3149
02/2/2020 05H,3450
02/2/2020 04H,3542
02/2/2020 03H,3680
02/2/2020 02H,3410
02/2/2020 01H,3617
02/2/2020 00H,3284
02/1/2020 23H,3067
02/1/2020 22H,3146
02/1/2020 21H,3070
02/1/2020 20H,3384
02/1/2020 19H,3518
02/1/2020 18H,3388
02/1/2020 17H,3407
02/1/2020 16H,3526
02/1/2020 15H,3372
02/1/2020 14H,2787
02/1/2020 13H,2244
02/1/2020 12H,1957
02/1/2020 11H,1948
02/1/2020 10H,2058
02/1/2020 09H,2243
02/1/2020 08H,2601
02/1/2020 07H,2791
02/1/2020 06H,2857
02/1/2020 05H,2904
02/1/2020 04H,3342
02/1/2020 03H,3628
02/1/2020 02H,3717
02/1/2020 01H,3861
02/1/2020 00H,3947
01/31/2020 23H,4066
01/31/2020 22H,4127
01/31/2020 21H,4087
01/31/2020 20H,4133
01/31/2020 19H,4231
01/31/2020 18H,4307
01/31/2020 17H,4232
01/31/2020 16H,4154
01/31/2020 15H,3771
01/31/2020 14H,3529
01/31/2020 13H,3547
01/31/2020 12H,3451
01/31/2020 11H,2643
01/31/2020 10H,2473
01/31/2020 09H,2477
01/31/2020 08H,2471
01/31/2020 07H,2512
01/31/2020 06H,2556
01/31/2020 05H,2833
01/31/2020 04H,3342
01/31/2020 03H,3585
01/31/2020 02H,3502
01/31/2020 01H,3351
01/31/2020 00H,3062
01/30/2020 23H,2676
01/30/2020 22H,2597
01/30/2020 21H,2558
01/30/2020 20H,2559
01/30/2020 19H,2557
01/30/2020 18H,2780
01/30/2020 17H,2946
01/30/2020 16H,3129
01/30/2020 15H,3667
01/30/2020 14H,4254
01/30/2020 13H,4476
01/30/2020 12H,4158
01/30/2020 11H,3626
01/30/2020 10H,3399
01/30/2020 09H,3468
01/30/2020 08H,3146
01/30/2020 07H,2998
01/30/2020 06H,3131
01/30/2020 05H,3642
01/30/2020 04H,3564
01/30/2020 03H,3812
01/30/2020 02H,4302
01/30/2020 01H,4246
01/30/2020 00H,4124
01/29/2020 23H,3555
01/29/2020 22H,3633
01/29/2020 21H,3205
01/29/2020 20H,3203
01/29/2020 19H,3021
01/29/2020 18H,2748
01/29/2020 17H,2661
01/29/2020 16H,2617
01/29/2020 15H,2553
01/29/2020 14H,2781
01/29/2020 13H,3581
01/29/2020 12H,3356
01/29/2020 11H,2922
01/29/2020 10H,3124
01/29/2020 09H,3328
01/29/2020 08H,3423
01/29/2020 07H,3381
01/29/2020 06H,3307
01/29/2020 05H,3627
01/29/2020 04H,4218
01/29/2020 03H,4248
01/29/2020 02H,3909
01/29/2020 01H,3853
01/29/2020 00H,4012
01/28/2020 23H,3625
01/28/2020 22H,3823
01/28/2020 21H,3895
01/28/2020 20H,3779
01/28/2020 19H,3839
01/28/2020 18H,4039
01/28/2020 17H,4433
01/28/2020 16H,4649
01/28/2020 15H,4638
01/28/2020 14H,4698
01/28/2020 13H,5121
01/28/2020 12H,4701
01/28/2020 11H,4301
01/28/2020 10H,4090
01/28/2020 09H,3822
01/28/2020 08H,3809
01/28/2020 07H,3860
01/28/2020 06H,3659
01/28/2020 05H,3703
01/28/2020 04H,4033
01/28/2020 03H,4200
01/28/2020 02H,4300
01/28/2020 01H,4359
01/28/2020 00H,4554
01/27/2020 23H,4015
01/27/2020 22H,3830
01/27/2020 21H,3985
01/27/2020 20H,4011
01/27/2020 19H,3947
01/27/2020 18H,4088
01/27/2020 17H,4198
01/27/2020 16H,4331
01/27/2020 15H,4298
01/27/2020 14H,4247
01/27/2020 13H,4451
01/27/2020 12H,3773
01/27/2020 11H,2912
01/27/2020 10H,2814
01/27/2020 09H,2802
01/27/2020 08H,2804
01/27/2020 07H,2815
01/27/2020 06H,2818
01/27/2020 05H,2988
01/27/2020 04H,3546
01/27/2020 03H,3807
01/27/2020 02H,3993
01/27/2020 01H,4334
01/27/2020 00H,4530
01/26/2020 23H,4304
01/26/2020 22H,3862
01/26/2020 21H,3153
01/26/2020 20H,3015
01/26/2020 19H,2983
01/26/2020 18H,2985
01/26/2020 17H,3168
01/26/2020 16H,3550
01/26/2020 15H,4203
01/26/2020 14H,4550
01/26/2020 13H,4502
01/26/2020 12H,4231
01/26/2020 11H,3880
01/26/2020 10H,3908
01/26/2020 09H,3981
01/26/2020 08H,3606
01/26/2020 07H,3291
01/26/2020 06H,3116
01/26/2020 05H,3449
01/26/2020 04H,3460
01/26/2020 03H,3597
01/26/2020 02H,3629
01/26/2020 01H,3722
01/26/2020 00H,3863
01/25/2020 23H,3037
01/25/2020 22H,2903
01/25/2020 21H,2894
01/25/2020 20H,2915
01/25/2020 19H,2958
01/25/2020 18H,3233
01/25/2020 17H,3490
01/25/2020 16H,3935
01/25/2020 15H,4100
01/25/2020 14H,4478
01/25/2020 13H,4502
01/25/2020 12H,4069
01/25/2020 11H,3561
01/25/2020 10H,3255
01/25/2020 09H,3000
01/25/2020 08H,3085
01/25/2020 07H,3104
01/25/2020 06H,2961
01/25/2020 05H,3199
01/25/2020 04H,3446
01/25/2020 03H,3555
01/25/2020 02H,3899
01/25/2020 01H,4199
01/25/2020 00H,4347
01/24/2020 23H,3862
01/24/2020 22H,3779
01/24/2020 21H,3836
01/24/2020 20H,3953
01/24/2020 19H,4110
01/24/2020 18H,4484
01/24/2020 17H,4980
01/24/2020 16H,5265
01/24/2020 15H,5260
01/24/2020 14H,4918
01/24/2020 13H,5229
01/24/2020 12H,4411
01/24/2020 11H,3773
01/24/2020 10H,3760
01/24/2020 09H,3768
01/24/2020 08H,3758
01/24/2020 07H,3765
01/24/2020 06H,3777
01/24/2020 05H,3898
01/24/2020 04H,4544
01/24/2020 03H,4956
01/24/2020 02H,5117
01/24/2020 01H,5214
01/24/2020 00H,5349
01/23/2020 23H,5118
01/23/2020 22H,5072
01/23/2020 21H,4905
01/23/2020 20H,4973
01/23/2020 19H,5222
01/23/2020 18H,5511
01/23/2020 17H,5881
01/23/2020 16H,6137
01/23/2020 15H,5660
01/23/2020 14H,5541
01/23/2020 13H,5519
01/23/2020 12H,4497
01/23/2020 11H,4036
01/23/2020 10H,4273
01/23/2020 09H,4564
01/23/2020 08H,4155
01/23/2020 07H,4263
01/23/2020 06H,4493
01/23/2020 05H,4823
01/23/2020 04H,5424
01/23/2020 03H,5973
01/23/2020 02H,5887
01/23/2020 01H,5983
01/23/2020 00H,6126
01/22/2020 23H,5774
01/22/2020 22H,4936
01/22/2020 21H,5122
01/22/2020 20H,5714
01/22/2020 19H,5943
01/22/2020 18H,6092
01/22/2020 17H,6168
01/22/2020 16H,6325
01/22/2020 15H,7184
01/22/2020 14H,7453
01/22/2020 13H,8311
01/22/2020 12H,7934
01/22/2020 11H,7333
01/22/2020 10H,7113
01/22/2020 09H,7547
01/22/2020 08H,8102
01/22/2020 07H,7427
01/22/2020 06H,7340
01/22/2020 05H,7366
01/22/2020 04H,7605
01/22/2020 03H,7459
01/22/2020 02H,7573
01/22/2020 01H,7817
01/22/2020 00H,7665
01/21/2020 23H,7293
01/21/2020 22H,6636
01/21/2020 21H,5978
01/21/2020 20H,6514
01/21/2020 19H,7284
01/21/2020 18H,7324
01/21/2020 17H,7190
01/21/2020 16H,7533
01/21/2020 15H,7440
01/21/2020 14H,7232
01/21/2020 13H,7506
01/21/2020 12H,6995
01/21/2020 11H,6533
01/21/2020 10H,6685
01/21/2020 09H,7095
01/21/2020 08H,7280
01/21/2020 07H,7288
01/21/2020 06H,7206
01/21/2020 05H,6750
01/21/2020 04H,6975
01/21/2020 03H,7559
01/21/2020 02H,7688
01/21/2020 01H,7607
01/21/2020 00H,7637
01/20/2020 23H,7003
01/20/2020 22H,6333
01/20/2020 21H,5959
01/20/2020 20H,6239
01/20/2020 19H,6233
01/20/2020 18H,6212
01/20/2020 17H,6252
01/20/2020 16H,6220
01/20/2020 15H,6333
01/20/2020 14H,6422
01/20/2020 13H,6228
01/20/2020 12H,5893
01/20/2020 11H,5627
01/20/2020 10H,5274
01/20/2020 09H,5101
01/20/2020 08H,4890
01/20/2020 07H,4761
01/20/2020 06H,4792
01/20/2020 05H,4900
01/20/2020 04H,4886
01/20/2020 03H,5015
01/20/2020 02H,5129
01/20/2020 01H,4918
01/20/2020 00H,4221
01/19/2020 23H,3469
01/19/2020 22H,3351
01/19/2020 21H,3201
01/19/2020 20H,3065
01/19/2020 19H,3060
01/19/2020 18H,3046
01/19/2020 17H,3074
01/19/2020 16H,3440
01/19/2020 15H,3338
01/19/2020 14H,3003
01/19/2020 13H,2891
01/19/2020 12H,2860
01/19/2020 11H,2613
01/19/2020 10H,2492
01/19/2020 09H,2473
01/19/2020 08H,2567
01/19/2020 07H,2393
01/19/2020 06H,2462
01/19/2020 05H,2346
01/19/2020 04H,2448
01/19/2020 03H,2601
01/19/2020 02H,3060
01/19/2020 01H,3149
01/19/2020 00H,3288
01/18/2020 23H,3212
01/18/2020 22H,2967
01/18/2020 21H,3013
01/18/2020 20H,3155
01/18/2020 19H,3083
01/18/2020 18H,3490
01/18/2020 17H,3355
01/18/2020 16H,3374
01/18/2020 15H,2977
01/18/2020 14H,2868
01/18/2020 13H,2750
01/18/2020 12H,2522
01/18/2020 11H,2472
01/18/2020 10H,2473
01/18/2020 09H,2436
01/18/2020 08H,2348
01/18/2020 07H,2429
01/18/2020 06H,2752
01/18/2020 05H,2895
01/18/2020 04H,3294
01/18/2020 03H,3572
01/18/2020 02H,3617
01/18/2020 01H,3618
01/18/2020 00H,3646
01/17/2020 23H,2885
01/17/2020 22H,2152
01/17/2020 21H,2301
01/17/2020 20H,2558
01/17/2020 19H,2620
01/17/2020 18H,2900
01/17/2020 17H,2947
01/17/2020 16H,3119
01/17/2020 15H,3125
01/17/2020 14H,3311
01/17/2020 13H,3513
01/17/2020 12H,3096
01/17/2020 11H,2394
01/17/2020 10H,1976
01/17/2020 09H,2424
01/17/2020 08H,2117
01/17/2020 07H,2071
01/17/2020 06H,2071
01/17/2020 05H,2121
01/17/2020 04H,2391
01/17/2020 03H,2812
01/17/2020 02H,3185
01/17/2020 01H,3250
01/17/2020 00H,3541
01/16/2020 23H,3250
01/16/2020 22H,2967
01/16/2020 21H,2833
01/16/2020 20H,2814
01/16/2020 19H,2870
01/16/2020 18H,2907
01/16/2020 17H,2883
01/16/2020 16H,2837
01/16/2020 15H,2840
01/16/2020 14H,2787
01/16/2020 13H,2650
01/16/2020 12H,2229
01/16/2020 11H,1992
01/16/2020 10H,2001
01/16/2020 09H,1992
01/16/2020 08H,1953
01/16/2020 07H,1990
01/16/2020 06H,1981
01/16/2020 05H,1991
01/16/2020 04H,2100
01/16/2020 03H,2419
01/16/2020 02H,2818
01/16/2020 01H,3292
01/16/2020 00H,3627
01/15/2020 23H,3494
01/15/2020 22H,3293
01/15/2020 21H,3196
01/15/2020 20H,2989
01/15/2020 19H,2555
01/15/2020 18H,2457
01/15/2020 17H,2488
01/15/2020 16H,2496
01/15/2020 15H,2513
01/15/2020 14H,2227
01/15/2020 13H,1994
01/15/2020 12H,1994
01/15/2020 11H,1997
01/15/2020 10H,2000
01/15/2020 09H,1998
01/15/2020 08H,1989
01/15/2020 07H,1994
01/15/2020 06H,2005
01/15/2020 05H,2108
01/15/2020 04H,2307
01/15/2020 03H,2498
01/15/2020 02H,2830
01/15/2020 01H,3125
01/15/2020 00H,3449
01/14/2020 23H,3617
01/14/2020 22H,3563
01/14/2020 21H,3656
01/14/2020 20H,3559
01/14/2020 19H,3506
01/14/2020 18H,3349
01/14/2020 17H,3140
01/14/2020 16H,2866
01/14/2020 15H,2642
01/14/2020 14H,2610
01/14/2020 13H,2581
01/14/2020 12H,2110
01/14/2020 11H,1988
01/14/2020 10H,1998
01/14/2020 09H,1989
01/14/2020 08H,2009
01/14/2020 07H,2297
01/14/2020 06H,2327
01/14/2020 05H,2411
01/14/2020 04H,2635
01/14/2020 03H,2952
01/14/2020 02H,3526
01/14/2020 01H,3819
01/14/2020 00H,3807
01/13/2020 23H,3597
01/13/2020 22H,3474
01/13/2020 21H,3575
01/13/2020 20H,3613
01/13/2020 19H,3596
01/13/2020 18H,3512
01/13/2020 17H,3378
01/13/2020 16H,3338
01/13/2020 15H,3027
01/13/2020 14H,3172
01/13/2020 13H,3050
01/13/2020 12H,2122
01/13/2020 11H,1984
01/13/2020 10H,1987
01/13/2020 09H,1992
01/13/2020 08H,1985
01/13/2020 07H,1993
01/13/2020 06H,2001
01/13/2020 05H,2190
01/13/2020 04H,3071
01/13/2020 03H,3367
01/13/2020 02H,3736
01/13/2020 01H,3687
01/13/2020 00H,3753
01/12/2020 23H,3827
01/12/2020 22H,3589
01/12/2020 21H,3750
01/12/2020 20H,3737
01/12/2020 19H,3630
01/12/2020 18H,3635
01/12/2020 17H,3505
01/12/2020 16H,3245
01/12/2020 15H,3139
01/12/2020 14H,2851
01/12/2020 13H,2899
01/12/2020 12H,2222
01/12/2020 11H,2005
01/12/2020 10H,1986
01/12/2020 09H,1986
01/12/2020 08H,1987
01/12/2020 07H,1994
01/12/2020 06H,1992
01/12/2020 05H,2145
01/12/2020 04H,2451
01/12/2020 03H,2907
01/12/2020 02H,3085
01/12/2020 01H,3040
01/12/2020 00H,3385
01/11/2020 23H,3137
01/11/2020 22H,3196
01/11/2020 21H,3226
01/11/2020 20H,3372
01/11/2020 19H,3403
01/11/2020 18H,3341
01/11/2020 17H,3290
01/11/2020 16H,3127
01/11/2020 15H,2756
01/11/2020 14H,2089
01/11/2020 13H,1985
01/11/2020 12H,2016
01/11/2020 11H,1988
01/11/2020 10H,1982
01/11/2020 09H,1989
01/11/2020 08H,2082
01/11/2020 07H,2606
01/11/2020 06H,2630
01/11/2020 05H,3150
01/11/2020 04H,3377
01/11/2020 03H,3489
01/11/2020 02H,3687
01/11/2020 01H,3934
01/11/2020 00H,4251
01/10/2020 23H,4104
01/10/2020 22H,3908
01/10/2020 21H,3432
01/10/2020 20H,3347
01/10/2020 19H,3388
01/10/2020 18H,3651
01/10/2020 17H,3790
01/10/2020 16H,3697
01/10/2020 15H,3620
01/10/2020 14H,3360
01/10/2020 13H,3693
01/10/2020 12H,3007
01/10/2020 11H,2812
01/10/2020 10H,2806
01/10/2020 09H,2804
01/10/2020 08H,2802
01/10/2020 07H,2800
01/10/2020 06H,2895
01/10/2020 05H,3090
01/10/2020 04H,3497
01/10/2020 03H,3926
01/10/2020 02H,4261
01/10/2020 01H,4533
01/10/2020 00H,4562
01/9/2020 23H,3771
01/9/2020 22H,3640
01/9/2020 21H,3373
01/9/2020 20H,3330
01/9/2020 19H,3397
01/9/2020 18H,3601
01/9/2020 17H,4021
01/9/2020 16H,4392
01/9/2020 15H,4632
01/9/2020 14H,5248
01/9/2020 13H,5634
01/9/2020 12H,5195
01/9/2020 11H,4936
01/9/2020 10H,4588
01/9/2020 09H,4112
01/9/2020 08H,3795
01/9/2020 07H,3649
01/9/2020 06H,3723
01/9/2020 05H,3972
01/9/2020 04H,4444
01/9/2020 03H,4675
01/9/2020 02H,4664
01/9/2020 01H,4505
01/9/2020 00H,4182
01/8/2020 23H,4023
01/8/2020 22H,4081
01/8/2020 21H,3987
01/8/2020 20H,4086
01/8/2020 19H,4122
01/8/2020 18H,4170
01/8/2020 17H,4253
01/8/2020 16H,4609
01/8/2020 15H,4912
01/8/2020 14H,5362
01/8/2020 13H,5670
01/8/2020 12H,5330
01/8/2020 11H,4559
01/8/2020 10H,3874
01/8/2020 09H,3722
01/8/2020 08H,3708
01/8/2020 07H,3688
01/8/2020 06H,3683
01/8/2020 05H,3879
01/8/2020 04H,4421
01/8/2020 03H,4899
01/8/2020 02H,5092
01/8/2020 01H,5079
01/8/2020 00H,4550
01/7/2020 23H,3791
01/7/2020 22H,3716
01/7/2020 21H,3702
01/7/2020 20H,3710
01/7/2020 19H,4027
01/7/2020 18H,4129
01/7/2020 17H,4153
01/7/2020 16H,4255
01/7/2020 15H,4366
01/7/2020 14H,4533
01/7/2020 13H,4584
01/7/2020 12H,3929
01/7/2020 11H,3627
01/7/2020 10H,3623
01/7/2020 09H,3594
01/7/2020 08H,3586
01/7/2020 07H,3582
01/7/2020 06H,3589
01/7/2020 05H,3649
01/7/2020 04H,3667
01/7/2020 03H,3692
01/7/2020 02H,3975
01/7/2020 01H,4017
01/7/2020 00H,4155
01/6/2020 23H,4024
01/6/2020 22H,3996
01/6/2020 21H,3993
01/6/2020 20H,3997
01/6/2020 19H,4024
01/6/2020 18H,3996
01/6/2020 17H,3977
01/6/2020 16H,4205
01/6/2020 15H,4461
01/6/2020 14H,5120
01/6/2020 13H,5324
01/6/2020 12H,5249
01/6/2020 11H,4425
01/6/2020 10H,3806
01/6/2020 09H,3706
01/6/2020 08H,3685
01/6/2020 07H,3673
01/6/2020 06H,3702
01/6/2020 05H,3918
01/6/2020 04H,4268
01/6/2020 03H,4620
01/6/2020 02H,5001
01/6/2020 01H,5062
01/6/2020 00H,4470
01/5/2020 23H,3740
01/5/2020 22H,3755
01/5/2020 21H,3873
01/5/2020 20H,3884
01/5/2020 19H,3929
01/5/2020 18H,3841
01/5/2020 17H,3836
01/5/2020 16H,4069
01/5/2020 15H,4440
01/5/2020 14H,5094
01/5/2020 13H,5150
01/5/2020 12H,4697
01/5/2020 11H,3998
01/5/2020 10H,3729
01/5/2020 09H,3703
01/5/2020 08H,3556
01/5/2020 07H,3443
01/5/2020 06H,3434
01/5/2020 05H,3537
01/5/2020 04H,3758
01/5/2020 03H,3788
01/5/2020 02H,3654
01/5/2020 01H,3570
01/5/2020 00H,3392
01/4/2020 23H,2704
01/4/2020 22H,2635
01/4/2020 21H,2633
01/4/2020 20H,2630
01/4/2020 19H,2638
01/4/2020 18H,2649
01/4/2020 17H,2656
01/4/2020 16H,2581
01/4/2020 15H,2566
01/4/2020 14H,2568
01/4/2020 13H,2552
01/4/2020 12H,2507
01/4/2020 11H,2387
01/4/2020 10H,2349
01/4/2020 09H,2320
01/4/2020 08H,2300
01/4/2020 07H,2296
01/4/2020 06H,2294
01/4/2020 05H,2368
01/4/2020 04H,2779
01/4/2020 03H,3124
01/4/2020 02H,3087
01/4/2020 01H,3080
01/4/2020 00H,3762
01/3/2020 23H,3822
01/3/2020 22H,4070
01/3/2020 21H,4387
01/3/2020 20H,4226
01/3/2020 19H,4044
01/3/2020 18H,3804
01/3/2020 17H,3754
01/3/2020 16H,3610
01/3/2020 15H,3310
01/3/2020 14H,3335
01/3/2020 13H,3229
01/3/2020 12H,2656
01/3/2020 11H,2565
01/3/2020 10H,2565
01/3/2020 09H,2573
01/3/2020 08H,2560
01/3/2020 07H,2574
01/3/2020 06H,2717
01/3/2020 05H,3038
01/3/2020 04H,3748
01/3/2020 03H,4098
01/3/2020 02H,4021
01/3/2020 01H,4272
01/3/2020 00H,4437
01/2/2020 23H,4472
01/2/2020 22H,4445
01/2/2020 21H,4471
01/2/2020 20H,4472
01/2/2020 19H,4676
01/2/2020 18H,4735
01/2/2020 17H,4448
01/2/2020 16H,4376
01/2/2020 15H,4335
01/2/2020 14H,4037
01/2/2020 13H,3948
01/2/2020 12H,3358
01/2/2020 11H,2903
01/2/2020 10H,2907
01/2/2020 09H,2910
01/2/2020 08H,3066
01/2/2020 07H,2920
01/2/2020 06H,3136
01/2/2020 05H,3222
01/2/2020 04H,3453
01/2/2020 03H,3553
01/2/2020 02H,3628
01/2/2020 01H,3734
01/2/2020 00H,3622
01/1/2020 23H,3614
01/1/2020 22H,3596
01/1/2020 21H,3586
01/1/2020 20H,3606
01/1/2020 19H,3619
01/1/2020 18H,3653
01/1/2020 17H,3677
01/1/2020 16H,3827
01/1/2020 15H,3890
01/1/2020 14H,3930
01/1/2020 13H,3994
01/1/2020 12H,4047
01/1/2020 11H,4473
01/1/2020 10H,4474
01/1/2020 09H,4441
01/1/2020 08H,4407
01/1/2020 07H,4116
01/1/2020 06H,3830
01/1/2020 05H,3853
01/1/2020 04H,4089
01/1/2020 03H,3887
01/1/2020 02H,3800
01/1/2020 01H,3667
01/1/2020 00H,3896
12/31/2019 23H,3884
12/31/2019 22H,3694
12/31/2019 21H,3686
12/31/2019 20H,3700
12/31/2019 19H,3774
12/31/2019 18H,4041
12/31/2019 17H,4389
12/31/2019 16H,4187
12/31/2019 15H,4071
12/31/2019 14H,3839
12/31/2019 13H,4064
12/31/2019 12H,4339
12/31/2019 11H,3876
12/31/2019 10H,3436
12/31/2019 09H,3388
12/31/2019 08H,3378
12/31/2019 07H,3362
12/31/2019 06H,3529
12/31/2019 05H,3903
12/31/2019 04H,4077
12/31/2019 03H,4342
12/31/2019 02H,4170
12/31/2019 01H,4083
12/31/2019 00H,4137
12/30/2019 23H,4158
12/30/2019 22H,4141
12/30/2019 21H,4257
12/30/2019 20H,4377
12/30/2019 19H,4176
12/30/2019 18H,4020
12/30/2019 17H,3815
12/30/2019 16H,3833
12/30/2019 15H,3858
12/30/2019 14H,3512
12/30/2019 13H,3470
12/30/2019 12H,3454
12/30/2019 11H,3428
12/30/2019 10H,3436
12/30/2019 09H,3425
12/30/2019 08H,3420
12/30/2019 07H,3424
12/30/2019 06H,3436
12/30/2019 05H,3728
12/30/2019 04H,3624
12/30/2019 03H,3679
12/30/2019 02H,4018
12/30/2019 01H,4201
12/30/2019 00H,4364
12/29/2019 23H,3940
12/29/2019 22H,3570
12/29/2019 21H,3550
12/29/2019 20H,3544
12/29/2019 19H,3557
12/29/2019 18H,3565
12/29/2019 17H,3544
12/29/2019 16H,3659
12/29/2019 15H,3424
12/29/2019 14H,3418
12/29/2019 13H,3428
12/29/2019 12H,3432
12/29/2019 11H,3424
12/29/2019 10H,3419
12/29/2019 09H,3431
12/29/2019 08H,3425
12/29/2019 07H,3422
12/29/2019 06H,3454
12/29/2019 05H,3516
12/29/2019 04H,3522
12/29/2019 03H,3583
12/29/2019 02H,3595
12/29/2019 01H,3540
12/29/2019 00H,3624
12/28/2019 23H,3612
12/28/2019 22H,3537
12/28/2019 21H,3537
12/28/2019 20H,3549
12/28/2019 19H,3556
12/28/2019 18H,3567
12/28/2019 17H,3515
12/28/2019 16H,3435
12/28/2019 15H,3416
12/28/2019 14H,3415
12/28/2019 13H,3427
12/28/2019 12H,3412
12/28/2019 11H,3424
12/28/2019 10H,3419
12/28/2019 09H,3431
12/28/2019 08H,3571
12/28/2019 07H,3741
12/28/2019 06H,3709
12/28/2019 05H,4209
12/28/2019 04H,3706
12/28/2019 03H,3894
12/28/2019 02H,3886
12/28/2019 01H,3749
12/28/2019 00H,4175
12/27/2019 23H,3843
12/27/2019 22H,4130
12/27/2019 21H,4195
12/27/2019 20H,4243
12/27/2019 19H,4017
12/27/2019 18H,3696
12/27/2019 17H,3658
12/27/2019 16H,3869
12/27/2019 15H,3836
12/27/2019 14H,3773
12/27/2019 13H,3765
12/27/2019 12H,3651
12/27/2019 11H,3445
12/27/2019 10H,3443
12/27/2019 09H,3442
12/27/2019 08H,3430
12/27/2019 07H,3443
12/27/2019 06H,3438
12/27/2019 05H,3451
12/27/2019 04H,3535
12/27/2019 03H,3536
12/27/2019 02H,3562
12/27/2019 01H,3744
12/27/2019 00H,3761
12/26/2019 23H,3736
12/26/2019 22H,3741
12/26/2019 21H,3723
12/26/2019 20H,3722
12/26/2019 19H,3754
12/26/2019 18H,3767
12/26/2019 17H,3794
12/26/2019 16H,3777
12/26/2019 15H,3771
12/26/2019 14H,3798
12/26/2019 13H,3831
12/26/2019 12H,3783
12/26/2019 11H,3798
12/26/2019 10H,3794
12/26/2019 09H,3956
12/26/2019 08H,3793
12/26/2019 07H,3756
12/26/2019 06H,3753
12/26/2019 05H,3764
12/26/2019 04H,3762
12/26/2019 03H,3750
12/26/2019 02H,3765
12/26/2019 01H,3752
12/26/2019 00H,3765
12/25/2019 23H,3729
12/25/2019 22H,3590
12/25/2019 21H,3484
12/25/2019 20H,3628
12/25/2019 19H,3765
12/25/2019 18H,3774
12/25/2019 17H,3744
12/25/2019 16H,3660
12/25/2019 15H,3807
12/25/2019 14H,3875
12/25/2019 13H,3890
12/25/2019 12H,3794
12/25/2019 11H,3699
12/25/2019 10H,3689
12/25/2019 09H,3694
12/25/2019 08H,3692
12/25/2019 07H,3693
12/25/2019 06H,3694
12/25/2019 05H,3687
12/25/2019 04H,3737
12/25/2019 03H,3788
12/25/2019 02H,3827
12/25/2019 01H,3840
12/25/2019 00H,3843
12/24/2019 23H,3803
12/24/2019 22H,3792
12/24/2019 21H,3844
12/24/2019 20H,3837
12/24/2019 19H,3829
12/24/2019 18H,3855
12/24/2019 17H,3818
12/24/2019 16H,3807
12/24/2019 15H,3761
12/24/2019 14H,3714
12/24/2019 13H,3724
12/24/2019 12H,3760
12/24/2019 11H,3742
12/24/2019 10H,3746
12/24/2019 09H,3743
12/24/2019 08H,3742
12/24/2019 07H,3764
12/24/2019 06H,3817
12/24/2019 05H,3831
12/24/2019 04H,4123
12/24/2019 03H,4361
12/24/2019 02H,4628
12/24/2019 01H,4467
12/24/2019 00H,4785
12/23/2019 23H,4717
12/23/2019 22H,4501
12/23/2019 21H,4711
12/23/2019 20H,4834
12/23/2019 19H,4830
12/23/2019 18H,4678
12/23/2019 17H,5041
12/23/2019 16H,5133
12/23/2019 15H,5463
12/23/2019 14H,4992
12/23/2019 13H,4848
12/23/2019 12H,4760
12/23/2019 11H,4749
12/23/2019 10H,4720
12/23/2019 09H,4706
12/23/2019 08H,4709
12/23/2019 07H,4723
12/23/2019 06H,4904
12/23/2019 05H,4804
12/23/2019 04H,5294
12/23/2019 03H,5919
12/23/2019 02H,5982
12/23/2019 01H,5992
12/23/2019 00H,6014
12/22/2019 23H,5967
12/22/2019 22H,5968
12/22/2019 21H,5997
12/22/2019 20H,5975
12/22/2019 19H,5956
12/22/2019 18H,5951
12/22/2019 17H,6027
12/22/2019 16H,5949
12/22/2019 15H,5942
12/22/2019 14H,5536
12/22/2019 13H,4858
12/22/2019 12H,4759
12/22/2019 11H,4785
12/22/2019 10H,4791
12/22/2019 09H,4792
12/22/2019 08H,4792
12/22/2019 07H,4811
12/22/2019 06H,4817
12/22/2019 05H,5021
12/22/2019 04H,5667
12/22/2019 03H,5977
12/22/2019 02H,6296
12/22/2019 01H,6431
12/22/2019 00H,6427
12/21/2019 23H,6297
12/21/2019 22H,6207
12/21/2019 21H,6091
12/21/2019 20H,6151
12/21/2019 19H,6082
12/21/2019 18H,6201
12/21/2019 17H,5939
12/21/2019 16H,5879
12/21/2019 15H,5707
12/21/2019 14H,5281
12/21/2019 13H,5126
12/21/2019 12H,5048
12/21/2019 11H,5020
12/21/2019 10H,5011
12/21/2019 09H,5017
12/21/2019 08H,5530
12/21/2019 07H,5401
12/21/2019 06H,5610
12/21/2019 05H,5734
12/21/2019 04H,6067
12/21/2019 03H,6327
12/21/2019 02H,6489
12/21/2019 01H,6676
12/21/2019 00H,6672
12/20/2019 23H,5950
12/20/2019 22H,5881
12/20/2019 21H,6266
