Net generation from coal for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.COL.H
19:20:06 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.COL.H megawatthours
04/21/2021 15H,3331
04/21/2021 14H,3321
04/21/2021 13H,3308
04/21/2021 12H,3516
04/21/2021 11H,3143
04/21/2021 10H,2985
04/21/2021 09H,2934
04/21/2021 08H,2926
04/21/2021 07H,3048
04/21/2021 06H,3266
04/21/2021 05H,3198
04/21/2021 04H,3221
04/21/2021 03H,3366
04/21/2021 02H,3440
04/21/2021 01H,3476
04/21/2021 00H,3453
04/20/2021 23H,3462
04/20/2021 22H,3470
04/20/2021 21H,3317
04/20/2021 20H,3210
04/20/2021 19H,3244
04/20/2021 18H,3030
04/20/2021 17H,3242
04/20/2021 16H,3643
04/20/2021 15H,4056
04/20/2021 14H,4168
04/20/2021 13H,4104
04/20/2021 12H,3755
04/20/2021 11H,3208
04/20/2021 10H,2998
04/20/2021 09H,2756
04/20/2021 08H,2790
04/20/2021 07H,2918
04/20/2021 06H,3034
04/20/2021 05H,3247
04/20/2021 04H,3452
04/20/2021 03H,3709
04/20/2021 02H,3907
04/20/2021 01H,4049
04/20/2021 00H,3751
04/19/2021 23H,3715
04/19/2021 22H,3535
04/19/2021 21H,3498
04/19/2021 20H,3282
04/19/2021 19H,3406
04/19/2021 18H,3331
04/19/2021 17H,3368
04/19/2021 16H,3411
04/19/2021 15H,3380
04/19/2021 14H,3272
04/19/2021 13H,3508
04/19/2021 12H,3712
04/19/2021 11H,3339
04/19/2021 10H,2934
04/19/2021 09H,2740
04/19/2021 08H,2724
04/19/2021 07H,2803
04/19/2021 06H,2877
04/19/2021 05H,3071
04/19/2021 04H,3479
04/19/2021 03H,3968
04/19/2021 02H,4551
04/19/2021 01H,5036
04/19/2021 00H,4932
04/18/2021 23H,4930
04/18/2021 22H,5041
04/18/2021 21H,5103
04/18/2021 20H,5100
04/18/2021 19H,4964
04/18/2021 18H,4684
04/18/2021 17H,4476
04/18/2021 16H,4596
04/18/2021 15H,4528
04/18/2021 14H,4405
04/18/2021 13H,4255
04/18/2021 12H,3972
04/18/2021 11H,3925
04/18/2021 10H,3761
04/18/2021 09H,3678
04/18/2021 08H,3796
04/18/2021 07H,4085
04/18/2021 06H,4539
04/18/2021 05H,4611
04/18/2021 04H,4516
04/18/2021 03H,4457
04/18/2021 02H,4721
04/18/2021 01H,5000
04/18/2021 00H,4955
04/17/2021 23H,4999
04/17/2021 22H,5074
04/17/2021 21H,4746
04/17/2021 20H,4400
04/17/2021 19H,4170
04/17/2021 18H,3952
04/17/2021 17H,3773
04/17/2021 16H,3701
04/17/2021 15H,3625
04/17/2021 14H,3480
04/17/2021 13H,3425
04/17/2021 12H,3526
04/17/2021 11H,3352
04/17/2021 10H,3213
04/17/2021 09H,3132
04/17/2021 08H,3197
04/17/2021 07H,3353
04/17/2021 06H,3592
04/17/2021 05H,3772
04/17/2021 04H,4011
04/17/2021 03H,4101
04/17/2021 02H,4234
04/17/2021 01H,4158
04/17/2021 00H,3943
04/16/2021 23H,3975
04/16/2021 22H,4072
04/16/2021 21H,4150
04/16/2021 20H,4495
04/16/2021 19H,4542
04/16/2021 18H,4862
04/16/2021 17H,4777
04/16/2021 16H,4779
04/16/2021 15H,4596
04/16/2021 14H,4543
04/16/2021 13H,4420
04/16/2021 12H,4464
04/16/2021 11H,4157
04/16/2021 10H,3675
04/16/2021 09H,3392
04/16/2021 08H,3436
04/16/2021 07H,3457
04/16/2021 06H,3697
04/16/2021 05H,3915
04/16/2021 04H,4347
04/16/2021 03H,4475
04/16/2021 02H,4681
04/16/2021 01H,4660
04/16/2021 00H,4708
04/15/2021 23H,4699
04/15/2021 22H,4882
04/15/2021 21H,4714
04/15/2021 20H,4588
04/15/2021 19H,4609
04/15/2021 18H,4643
04/15/2021 17H,4546
04/15/2021 16H,4577
04/15/2021 15H,4554
04/15/2021 14H,4398
04/15/2021 13H,4358
04/15/2021 12H,4240
04/15/2021 11H,3906
04/15/2021 10H,3361
04/15/2021 09H,2975
04/15/2021 08H,2991
04/15/2021 07H,3170
04/15/2021 06H,3401
04/15/2021 05H,3681
04/15/2021 04H,3597
04/15/2021 03H,3919
04/15/2021 02H,4022
04/15/2021 01H,4133
04/15/2021 00H,4010
04/14/2021 23H,4245
04/14/2021 22H,4461
04/14/2021 21H,4630
04/14/2021 20H,4569
04/14/2021 19H,4357
04/14/2021 18H,4168
04/14/2021 17H,4009
04/14/2021 16H,3851
04/14/2021 15H,3594
04/14/2021 14H,3433
04/14/2021 13H,3787
04/14/2021 12H,3792
04/14/2021 11H,3368
04/14/2021 10H,2908
04/14/2021 09H,2717
04/14/2021 08H,2798
04/14/2021 07H,3034
04/14/2021 06H,3377
04/14/2021 05H,3683
04/14/2021 04H,3527
04/14/2021 03H,3193
04/14/2021 02H,3481
04/14/2021 01H,3478
04/14/2021 00H,3396
04/13/2021 23H,3465
04/13/2021 22H,3554
04/13/2021 21H,3480
04/13/2021 20H,3327
04/13/2021 19H,3209
04/13/2021 18H,3082
04/13/2021 17H,2914
04/13/2021 16H,2831
04/13/2021 15H,2822
04/13/2021 14H,2731
04/13/2021 13H,3045
04/13/2021 12H,3278
04/13/2021 11H,2897
04/13/2021 10H,2251
04/13/2021 09H,1884
04/13/2021 08H,1936
04/13/2021 07H,2103
04/13/2021 06H,2563
04/13/2021 05H,2950
04/13/2021 04H,2988
04/13/2021 03H,3235
04/13/2021 02H,3498
04/13/2021 01H,4319
04/13/2021 00H,4752
04/12/2021 23H,4615
04/12/2021 22H,4382
04/12/2021 21H,4157
04/12/2021 20H,4078
04/12/2021 19H,3804
04/12/2021 18H,3367
04/12/2021 17H,3538
04/12/2021 16H,3383
04/12/2021 15H,3142
04/12/2021 14H,3004
04/12/2021 13H,3341
04/12/2021 12H,3657
04/12/2021 11H,3272
04/12/2021 10H,2572
04/12/2021 09H,2516
04/12/2021 08H,2497
04/12/2021 07H,2505
04/12/2021 06H,2491
04/12/2021 05H,2528
04/12/2021 04H,2678
04/12/2021 03H,3300
04/12/2021 02H,3610
04/12/2021 01H,3656
04/12/2021 00H,3520
04/11/2021 23H,3421
04/11/2021 22H,3269
04/11/2021 21H,3253
04/11/2021 20H,2987
04/11/2021 19H,2733
04/11/2021 18H,2517
04/11/2021 17H,2552
04/11/2021 16H,2384
04/11/2021 15H,2368
04/11/2021 14H,2356
04/11/2021 13H,2206
04/11/2021 12H,2095
04/11/2021 11H,2229
04/11/2021 10H,2294
04/11/2021 09H,2309
04/11/2021 08H,2389
04/11/2021 07H,2406
04/11/2021 06H,2455
04/11/2021 05H,2439
04/11/2021 04H,2668
04/11/2021 03H,2936
04/11/2021 02H,3553
04/11/2021 01H,3724
04/11/2021 00H,3391
04/10/2021 23H,3722
04/10/2021 22H,3428
04/10/2021 21H,3226
04/10/2021 20H,3309
04/10/2021 19H,3347
04/10/2021 18H,3306
04/10/2021 17H,3519
04/10/2021 16H,3462
04/10/2021 15H,3339
04/10/2021 14H,2937
04/10/2021 13H,2395
04/10/2021 12H,2366
04/10/2021 11H,2383
04/10/2021 10H,2373
04/10/2021 09H,2393
04/10/2021 08H,2472
04/10/2021 07H,2764
04/10/2021 06H,3131
04/10/2021 05H,3176
04/10/2021 04H,3271
04/10/2021 03H,3509
04/10/2021 02H,3634
04/10/2021 01H,3363
04/10/2021 00H,3133
04/9/2021 23H,3499
04/9/2021 22H,3066
04/9/2021 21H,2958
04/9/2021 20H,3851
04/9/2021 19H,4102
04/9/2021 18H,4166
04/9/2021 17H,4183
04/9/2021 16H,4102
04/9/2021 15H,3972
04/9/2021 14H,3797
04/9/2021 13H,3426
04/9/2021 12H,2936
04/9/2021 11H,2718
04/9/2021 10H,2296
04/9/2021 09H,2238
04/9/2021 08H,2355
04/9/2021 07H,2738
04/9/2021 06H,2850
04/9/2021 05H,3210
04/9/2021 04H,3558
04/9/2021 03H,3699
04/9/2021 02H,3822
04/9/2021 01H,3913
04/9/2021 00H,3907
04/8/2021 23H,3805
04/8/2021 22H,3822
04/8/2021 21H,3780
04/8/2021 20H,3615
04/8/2021 19H,3611
04/8/2021 18H,3561
04/8/2021 17H,3580
04/8/2021 16H,3585
04/8/2021 15H,3348
04/8/2021 14H,3246
04/8/2021 13H,3197
04/8/2021 12H,3378
04/8/2021 11H,2811
04/8/2021 10H,2259
04/8/2021 09H,2222
04/8/2021 08H,2278
04/8/2021 07H,2457
04/8/2021 06H,2589
04/8/2021 05H,3093
04/8/2021 04H,3531
04/8/2021 03H,4212
04/8/2021 02H,4478
04/8/2021 01H,4527
04/8/2021 00H,4630
04/7/2021 23H,4652
04/7/2021 22H,4608
04/7/2021 21H,4665
04/7/2021 20H,4703
04/7/2021 19H,4709
04/7/2021 18H,4713
04/7/2021 17H,4340
04/7/2021 16H,4210
04/7/2021 15H,4192
04/7/2021 14H,4009
04/7/2021 13H,4170
04/7/2021 12H,4098
04/7/2021 11H,3307
04/7/2021 10H,2956
04/7/2021 09H,2943
04/7/2021 08H,2940
04/7/2021 07H,2935
04/7/2021 06H,3013
04/7/2021 05H,3336
04/7/2021 04H,3741
04/7/2021 03H,4192
04/7/2021 02H,4324
04/7/2021 01H,4214
04/7/2021 00H,4354
04/6/2021 23H,4437
04/6/2021 22H,4370
04/6/2021 21H,4294
04/6/2021 20H,3813
04/6/2021 19H,3666
04/6/2021 18H,3554
04/6/2021 17H,3545
04/6/2021 16H,3650
04/6/2021 15H,3866
04/6/2021 14H,3913
04/6/2021 13H,4033
04/6/2021 12H,4332
04/6/2021 11H,3925
04/6/2021 10H,3193
04/6/2021 09H,2874
04/6/2021 08H,2883
04/6/2021 07H,2922
04/6/2021 06H,3033
04/6/2021 05H,3281
04/6/2021 04H,3521
04/6/2021 03H,4016
04/6/2021 02H,4477
04/6/2021 01H,4567
04/6/2021 00H,4524
04/5/2021 23H,4370
04/5/2021 22H,4170
04/5/2021 21H,3721
04/5/2021 20H,3499
04/5/2021 19H,3357
04/5/2021 18H,3493
04/5/2021 17H,3545
04/5/2021 16H,3736
04/5/2021 15H,3941
04/5/2021 14H,4120
04/5/2021 13H,4442
04/5/2021 12H,4515
04/5/2021 11H,3734
04/5/2021 10H,3279
04/5/2021 09H,2954
04/5/2021 08H,2918
04/5/2021 07H,2910
04/5/2021 06H,2925
04/5/2021 05H,3083
04/5/2021 04H,3467
04/5/2021 03H,3858
04/5/2021 02H,4186
04/5/2021 01H,4026
04/5/2021 00H,3518
04/4/2021 23H,3285
04/4/2021 22H,2989
04/4/2021 21H,2881
04/4/2021 20H,2843
04/4/2021 19H,2973
04/4/2021 18H,3044
04/4/2021 17H,3201
04/4/2021 16H,3370
04/4/2021 15H,3625
04/4/2021 14H,3950
04/4/2021 13H,4454
04/4/2021 12H,4376
04/4/2021 11H,3895
04/4/2021 10H,3686
04/4/2021 09H,3493
04/4/2021 08H,3385
04/4/2021 07H,3342
04/4/2021 06H,3430
04/4/2021 05H,3533
04/4/2021 04H,3856
04/4/2021 03H,4224
04/4/2021 02H,4362
04/4/2021 01H,4393
04/4/2021 00H,3898
04/3/2021 23H,3468
04/3/2021 22H,3232
04/3/2021 21H,3051
04/3/2021 20H,3039
04/3/2021 19H,3156
04/3/2021 18H,3373
04/3/2021 17H,3436
04/3/2021 16H,3643
04/3/2021 15H,3715
04/3/2021 14H,4067
04/3/2021 13H,4644
04/3/2021 12H,4747
04/3/2021 11H,4494
04/3/2021 10H,4160
04/3/2021 09H,3990
04/3/2021 08H,3847
04/3/2021 07H,3771
04/3/2021 06H,3769
04/3/2021 05H,3884
04/3/2021 04H,4038
04/3/2021 03H,3937
04/3/2021 02H,3807
04/3/2021 01H,3605
04/3/2021 00H,3438
04/2/2021 23H,3035
04/2/2021 22H,2722
04/2/2021 21H,2720
04/2/2021 20H,3026
04/2/2021 19H,3121
04/2/2021 18H,3264
04/2/2021 17H,3572
04/2/2021 16H,4015
04/2/2021 15H,4359
04/2/2021 14H,4112
04/2/2021 13H,4444
04/2/2021 12H,4595
04/2/2021 11H,3887
04/2/2021 10H,3381
04/2/2021 09H,3435
04/2/2021 08H,3472
04/2/2021 07H,3429
04/2/2021 06H,3459
04/2/2021 05H,3795
04/2/2021 04H,4122
04/2/2021 03H,4365
04/2/2021 02H,4465
04/2/2021 01H,4356
04/2/2021 00H,3961
04/1/2021 23H,3545
04/1/2021 22H,3417
04/1/2021 21H,3579
04/1/2021 20H,3664
04/1/2021 19H,3788
04/1/2021 18H,3878
04/1/2021 17H,4031
04/1/2021 16H,4010
04/1/2021 15H,3961
04/1/2021 14H,4032
04/1/2021 13H,4375
04/1/2021 12H,4312
04/1/2021 11H,3787
04/1/2021 10H,3375
04/1/2021 09H,3178
04/1/2021 08H,3224
04/1/2021 07H,3132
04/1/2021 06H,3202
04/1/2021 05H,3339
04/1/2021 04H,3777
04/1/2021 03H,4304
04/1/2021 02H,4371
04/1/2021 01H,4569
04/1/2021 00H,4639
03/31/2021 23H,4716
03/31/2021 22H,4793
03/31/2021 21H,4631
03/31/2021 20H,4554
03/31/2021 19H,4412
03/31/2021 18H,4337
03/31/2021 17H,4189
03/31/2021 16H,4145
03/31/2021 15H,3902
03/31/2021 14H,3755
03/31/2021 13H,4064
03/31/2021 12H,4033
03/31/2021 11H,3602
03/31/2021 10H,2912
03/31/2021 09H,2736
03/31/2021 08H,2738
03/31/2021 07H,2737
03/31/2021 06H,2961
03/31/2021 05H,3393
03/31/2021 04H,3807
03/31/2021 03H,4182
03/31/2021 02H,4368
03/31/2021 01H,4680
03/31/2021 00H,4626
03/30/2021 23H,4752
03/30/2021 22H,4546
03/30/2021 21H,4109
03/30/2021 20H,3659
03/30/2021 19H,3633
03/30/2021 18H,3633
03/30/2021 17H,3744
03/30/2021 16H,3740
03/30/2021 15H,3727
03/30/2021 14H,3976
03/30/2021 13H,4363
03/30/2021 12H,4208
03/30/2021 11H,3447
03/30/2021 10H,2921
03/30/2021 09H,2824
03/30/2021 08H,2812
03/30/2021 07H,2820
03/30/2021 06H,2859
03/30/2021 05H,2891
03/30/2021 04H,3136
03/30/2021 03H,3875
03/30/2021 02H,4168
03/30/2021 01H,4225
03/30/2021 00H,3897
03/29/2021 23H,3675
03/29/2021 22H,3596
03/29/2021 21H,3469
03/29/2021 20H,3334
03/29/2021 19H,3392
03/29/2021 18H,3174
03/29/2021 17H,3197
03/29/2021 16H,3063
03/29/2021 15H,3144
03/29/2021 14H,3430
03/29/2021 13H,3841
03/29/2021 12H,3579
03/29/2021 11H,2884
03/29/2021 10H,2489
03/29/2021 09H,2407
03/29/2021 08H,2393
03/29/2021 07H,2372
03/29/2021 06H,2392
03/29/2021 05H,2701
03/29/2021 04H,3294
03/29/2021 03H,3568
03/29/2021 02H,3919
03/29/2021 01H,4368
03/29/2021 00H,4315
03/28/2021 23H,4238
03/28/2021 22H,4212
03/28/2021 21H,4292
03/28/2021 20H,4228
03/28/2021 19H,3987
03/28/2021 18H,3781
03/28/2021 17H,3681
03/28/2021 16H,3463
03/28/2021 15H,3341
03/28/2021 14H,3148
03/28/2021 13H,2950
03/28/2021 12H,2666
03/28/2021 11H,2654
03/28/2021 10H,2643
03/28/2021 09H,2662
03/28/2021 08H,2836
03/28/2021 07H,3263
03/28/2021 06H,4193
03/28/2021 05H,4963
03/28/2021 04H,4991
03/28/2021 03H,5155
03/28/2021 02H,5431
03/28/2021 01H,5717
03/28/2021 00H,6011
03/27/2021 23H,6088
03/27/2021 22H,6104
03/27/2021 21H,5967
03/27/2021 20H,5820
03/27/2021 19H,5490
03/27/2021 18H,5305
03/27/2021 17H,4987
03/27/2021 16H,4388
03/27/2021 15H,4343
03/27/2021 14H,4240
03/27/2021 13H,3874
03/27/2021 12H,3429
03/27/2021 11H,3199
03/27/2021 10H,3190
03/27/2021 09H,3188
03/27/2021 08H,3187
03/27/2021 07H,3243
03/27/2021 06H,3653
03/27/2021 05H,4401
03/27/2021 04H,4866
03/27/2021 03H,5286
03/27/2021 02H,5040
03/27/2021 01H,5599
03/27/2021 00H,5533
03/26/2021 23H,5663
03/26/2021 22H,5787
03/26/2021 21H,5936
03/26/2021 20H,5956
03/26/2021 19H,5846
03/26/2021 18H,5505
03/26/2021 17H,5306
03/26/2021 16H,5031
03/26/2021 15H,4771
03/26/2021 14H,4645
03/26/2021 13H,4681
03/26/2021 12H,4244
03/26/2021 11H,3727
03/26/2021 10H,3117
03/26/2021 09H,3106
03/26/2021 08H,3149
03/26/2021 07H,3364
03/26/2021 06H,3782
03/26/2021 05H,4421
03/26/2021 04H,5017
03/26/2021 03H,5239
03/26/2021 02H,5541
03/26/2021 01H,5765
03/26/2021 00H,5535
03/25/2021 23H,5377
03/25/2021 22H,5868
03/25/2021 21H,5857
03/25/2021 20H,5757
03/25/2021 19H,5504
03/25/2021 18H,5199
03/25/2021 17H,4723
03/25/2021 16H,4364
03/25/2021 15H,4157
03/25/2021 14H,4086
03/25/2021 13H,4036
03/25/2021 12H,4203
03/25/2021 11H,3599
03/25/2021 10H,3110
03/25/2021 09H,3111
03/25/2021 08H,3185
03/25/2021 07H,3086
03/25/2021 06H,3042
03/25/2021 05H,3259
03/25/2021 04H,3993
03/25/2021 03H,4357
03/25/2021 02H,4584
03/25/2021 01H,4655
03/25/2021 00H,4667
03/24/2021 23H,5404
03/24/2021 22H,5468
03/24/2021 21H,5510
03/24/2021 20H,5285
03/24/2021 19H,5062
03/24/2021 18H,4626
03/24/2021 17H,4279
03/24/2021 16H,4206
03/24/2021 15H,4275
03/24/2021 14H,4293
03/24/2021 13H,4132
03/24/2021 12H,4211
03/24/2021 11H,3706
03/24/2021 10H,3337
03/24/2021 09H,3624
03/24/2021 08H,3628
03/24/2021 07H,3558
03/24/2021 06H,3555
03/24/2021 05H,3658
03/24/2021 04H,4325
03/24/2021 03H,4643
03/24/2021 02H,4879
03/24/2021 01H,5228
03/24/2021 00H,5208
03/23/2021 23H,5175
03/23/2021 22H,5047
03/23/2021 21H,4918
03/23/2021 20H,4649
03/23/2021 19H,4259
03/23/2021 18H,4173
03/23/2021 17H,3966
03/23/2021 16H,3763
03/23/2021 15H,3862
03/23/2021 14H,3910
03/23/2021 13H,4490
03/23/2021 12H,4439
03/23/2021 11H,3754
03/23/2021 10H,3136
03/23/2021 09H,3095
03/23/2021 08H,3103
03/23/2021 07H,3128
03/23/2021 06H,3237
03/23/2021 05H,3564
03/23/2021 04H,4313
03/23/2021 03H,5053
03/23/2021 02H,5349
03/23/2021 01H,5709
03/23/2021 00H,5389
03/22/2021 23H,4919
03/22/2021 22H,4610
03/22/2021 21H,4560
03/22/2021 20H,4529
03/22/2021 19H,4454
03/22/2021 18H,4382
03/22/2021 17H,4397
03/22/2021 16H,4725
03/22/2021 15H,5240
03/22/2021 14H,5186
03/22/2021 13H,5186
03/22/2021 12H,5111
03/22/2021 11H,4615
03/22/2021 10H,4106
03/22/2021 09H,3873
03/22/2021 08H,3868
03/22/2021 07H,3880
03/22/2021 06H,3895
03/22/2021 05H,4162
03/22/2021 04H,4418
03/22/2021 03H,4342
03/22/2021 02H,4504
03/22/2021 01H,4560
03/22/2021 00H,3954
03/21/2021 23H,3763
03/21/2021 22H,3574
03/21/2021 21H,3355
03/21/2021 20H,3195
03/21/2021 19H,3028
03/21/2021 18H,3250
03/21/2021 17H,3399
03/21/2021 16H,3658
03/21/2021 15H,4254
03/21/2021 14H,4169
03/21/2021 13H,3765
03/21/2021 12H,3839
03/21/2021 11H,3611
03/21/2021 10H,3389
03/21/2021 09H,3080
03/21/2021 08H,2729
03/21/2021 07H,2861
03/21/2021 06H,3021
03/21/2021 05H,3437
03/21/2021 04H,3920
03/21/2021 03H,3839
03/21/2021 02H,3939
03/21/2021 01H,3755
03/21/2021 00H,3179
03/20/2021 23H,2637
03/20/2021 22H,2376
03/20/2021 21H,2381
03/20/2021 20H,3036
03/20/2021 19H,3044
03/20/2021 18H,3116
03/20/2021 17H,3736
03/20/2021 16H,4440
03/20/2021 15H,4496
03/20/2021 14H,4347
03/20/2021 13H,4253
03/20/2021 12H,4208
03/20/2021 11H,3856
03/20/2021 10H,3416
03/20/2021 09H,3205
03/20/2021 08H,3146
03/20/2021 07H,3372
03/20/2021 06H,3730
03/20/2021 05H,4132
03/20/2021 04H,4663
03/20/2021 03H,4665
03/20/2021 02H,4654
03/20/2021 01H,4425
03/20/2021 00H,4121
03/19/2021 23H,3869
03/19/2021 22H,4121
03/19/2021 21H,4331
03/19/2021 20H,4220
03/19/2021 19H,4220
03/19/2021 18H,4428
03/19/2021 17H,4440
03/19/2021 16H,4845
03/19/2021 15H,5018
03/19/2021 14H,4934
03/19/2021 13H,4862
03/19/2021 12H,4477
03/19/2021 11H,4098
03/19/2021 10H,3941
03/19/2021 09H,3546
03/19/2021 08H,3425
03/19/2021 07H,3507
03/19/2021 06H,3561
03/19/2021 05H,4162
03/19/2021 04H,4613
03/19/2021 03H,5183
03/19/2021 02H,5206
03/19/2021 01H,5279
03/19/2021 00H,4953
03/18/2021 23H,4393
03/18/2021 22H,4201
03/18/2021 21H,4399
03/18/2021 20H,4456
03/18/2021 19H,4499
03/18/2021 18H,4664
03/18/2021 17H,4845
03/18/2021 16H,5087
03/18/2021 15H,5261
03/18/2021 14H,5245
03/18/2021 13H,5016
03/18/2021 12H,4459
03/18/2021 11H,3815
03/18/2021 10H,3474
03/18/2021 09H,3446
03/18/2021 08H,3446
03/18/2021 07H,3443
03/18/2021 06H,3499
03/18/2021 05H,4035
03/18/2021 04H,5037
03/18/2021 03H,5412
03/18/2021 02H,5342
03/18/2021 01H,5269
03/18/2021 00H,5155
03/17/2021 23H,5210
03/17/2021 22H,5429
03/17/2021 21H,5544
03/17/2021 20H,5645
03/17/2021 19H,5807
03/17/2021 18H,5739
03/17/2021 17H,5667
03/17/2021 16H,5543
03/17/2021 15H,5392
03/17/2021 14H,5240
03/17/2021 13H,5156
03/17/2021 12H,4959
03/17/2021 11H,4144
03/17/2021 10H,3397
03/17/2021 09H,3218
03/17/2021 08H,3224
03/17/2021 07H,3402
03/17/2021 06H,3754
03/17/2021 05H,4545
03/17/2021 04H,4961
03/17/2021 03H,5157
03/17/2021 02H,5256
03/17/2021 01H,5231
03/17/2021 00H,5230
03/16/2021 23H,5201
03/16/2021 22H,5104
03/16/2021 21H,5133
03/16/2021 20H,5214
03/16/2021 19H,4956
03/16/2021 18H,5016
03/16/2021 17H,5272
03/16/2021 16H,5162
03/16/2021 15H,5062
03/16/2021 14H,5072
03/16/2021 13H,4897
03/16/2021 12H,4501
03/16/2021 11H,3916
03/16/2021 10H,3731
03/16/2021 09H,3742
03/16/2021 08H,3769
03/16/2021 07H,3851
03/16/2021 06H,4250
03/16/2021 05H,4641
03/16/2021 04H,5034
03/16/2021 03H,5184
03/16/2021 02H,5073
03/16/2021 01H,5235
03/16/2021 00H,4933
03/15/2021 23H,4808
03/15/2021 22H,5013
03/15/2021 21H,4996
03/15/2021 20H,4941
03/15/2021 19H,5003
03/15/2021 18H,5024
03/15/2021 17H,4929
03/15/2021 16H,4690
03/15/2021 15H,4441
03/15/2021 14H,4487
03/15/2021 13H,4419
03/15/2021 12H,4226
03/15/2021 11H,3508
03/15/2021 10H,3403
03/15/2021 09H,3416
03/15/2021 08H,3460
03/15/2021 07H,3536
03/15/2021 06H,3527
03/15/2021 05H,3977
03/15/2021 04H,4545
03/15/2021 03H,5206
03/15/2021 02H,5209
03/15/2021 01H,5437
03/15/2021 00H,5281
03/14/2021 23H,5257
03/14/2021 22H,4990
03/14/2021 21H,4670
03/14/2021 20H,4597
03/14/2021 19H,4330
03/14/2021 18H,3935
03/14/2021 17H,3711
03/14/2021 16H,3629
03/14/2021 15H,3508
03/14/2021 14H,3396
03/14/2021 13H,3414
03/14/2021 12H,3277
03/14/2021 11H,3048
03/14/2021 10H,3093
03/14/2021 09H,3194
03/14/2021 08H,3341
03/14/2021 07H,3587
03/14/2021 06H,3778
03/14/2021 05H,4255
03/14/2021 04H,4763
03/14/2021 03H,4643
03/14/2021 02H,4916
03/14/2021 01H,5278
03/14/2021 00H,5169
03/13/2021 23H,5178
03/13/2021 22H,5084
03/13/2021 21H,5045
03/13/2021 20H,4905
03/13/2021 19H,4581
03/13/2021 18H,4324
03/13/2021 17H,4152
03/13/2021 16H,3920
03/13/2021 15H,4085
03/13/2021 14H,4304
03/13/2021 13H,4135
03/13/2021 12H,3816
03/13/2021 11H,3635
03/13/2021 10H,3687
03/13/2021 09H,3592
03/13/2021 08H,3819
03/13/2021 07H,4095
03/13/2021 06H,4018
03/13/2021 05H,4443
03/13/2021 04H,4911
03/13/2021 03H,4951
03/13/2021 02H,4975
03/13/2021 01H,5158
03/13/2021 00H,5042
03/12/2021 23H,5383
03/12/2021 22H,5352
03/12/2021 21H,5330
03/12/2021 20H,5051
03/12/2021 19H,4823
03/12/2021 18H,4785
03/12/2021 17H,4483
03/12/2021 16H,4353
03/12/2021 15H,4403
03/12/2021 14H,4733
03/12/2021 13H,4893
03/12/2021 12H,4559
03/12/2021 11H,4173
03/12/2021 10H,3861
03/12/2021 09H,3833
03/12/2021 08H,4081
03/12/2021 07H,4050
03/12/2021 06H,4009
03/12/2021 05H,4643
03/12/2021 04H,5083
03/12/2021 03H,5265
03/12/2021 02H,5401
03/12/2021 01H,5324
03/12/2021 00H,4961
03/11/2021 23H,5155
03/11/2021 22H,5143
03/11/2021 21H,5050
03/11/2021 20H,4898
03/11/2021 19H,4698
03/11/2021 18H,4613
03/11/2021 17H,4578
03/11/2021 16H,4422
03/11/2021 15H,4571
03/11/2021 14H,4851
03/11/2021 13H,5163
03/11/2021 12H,4639
03/11/2021 11H,4113
03/11/2021 10H,3788
03/11/2021 09H,3738
03/11/2021 08H,3786
03/11/2021 07H,3808
03/11/2021 06H,3862
03/11/2021 05H,4299
03/11/2021 04H,4850
03/11/2021 03H,5208
03/11/2021 02H,5444
03/11/2021 01H,5518
03/11/2021 00H,5172
03/10/2021 23H,4972
03/10/2021 22H,4462
03/10/2021 21H,4444
03/10/2021 20H,4602
03/10/2021 19H,4732
03/10/2021 18H,4493
03/10/2021 17H,4431
03/10/2021 16H,4432
03/10/2021 15H,4727
03/10/2021 14H,4712
03/10/2021 13H,5173
03/10/2021 12H,4907
03/10/2021 11H,4721
03/10/2021 10H,4184
03/10/2021 09H,3895
03/10/2021 08H,3753
03/10/2021 07H,3773
03/10/2021 06H,3845
03/10/2021 05H,4158
03/10/2021 04H,4550
03/10/2021 03H,4857
03/10/2021 02H,4932
03/10/2021 01H,5091
03/10/2021 00H,4975
03/9/2021 23H,4822
03/9/2021 22H,4522
03/9/2021 21H,4351
03/9/2021 20H,4441
03/9/2021 19H,4531
03/9/2021 18H,4712
03/9/2021 17H,4803
03/9/2021 16H,4772
03/9/2021 15H,4753
03/9/2021 14H,5076
03/9/2021 13H,5715
03/9/2021 12H,5331
03/9/2021 11H,5036
03/9/2021 10H,5155
03/9/2021 09H,4806
03/9/2021 08H,4723
03/9/2021 07H,4632
03/9/2021 06H,4749
03/9/2021 05H,4834
03/9/2021 04H,5207
03/9/2021 03H,5253
03/9/2021 02H,5185
03/9/2021 01H,5218
03/9/2021 00H,5096
03/8/2021 23H,4973
03/8/2021 22H,4678
03/8/2021 21H,4663
03/8/2021 20H,4706
03/8/2021 19H,4774
03/8/2021 18H,4959
03/8/2021 17H,5110
03/8/2021 16H,5097
03/8/2021 15H,4684
03/8/2021 14H,5364
03/8/2021 13H,6047
03/8/2021 12H,5742
03/8/2021 11H,5140
03/8/2021 10H,5237
03/8/2021 09H,4967
03/8/2021 08H,4894
03/8/2021 07H,4876
