Net generation from solar for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.SUN.H
19:22:14 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.SUN.H megawatthours
05/23/2019 06H,-1
05/23/2019 05H,-2
05/23/2019 04H,11
05/23/2019 03H,13
05/23/2019 02H,176
05/23/2019 01H,596
05/23/2019 00H,841
05/22/2019 23H,1096
05/22/2019 22H,1254
05/22/2019 21H,1379
05/22/2019 20H,1517
05/22/2019 19H,1412
05/22/2019 18H,1770
05/22/2019 17H,1382
05/22/2019 16H,1475
05/22/2019 15H,1106
05/22/2019 14H,529
05/22/2019 13H,39
05/22/2019 12H,-1
05/22/2019 11H,3
05/22/2019 10H,7
05/22/2019 09H,11
05/22/2019 08H,25
05/22/2019 07H,32
05/22/2019 06H,44
05/22/2019 05H,35
05/22/2019 04H,43
05/22/2019 03H,73
05/22/2019 02H,415
05/22/2019 01H,1038
05/22/2019 00H,1413
05/21/2019 23H,1483
05/21/2019 22H,1514
05/21/2019 21H,1471
05/21/2019 20H,1583
05/21/2019 19H,1657
05/21/2019 18H,1681
05/21/2019 17H,1670
05/21/2019 16H,1389
05/21/2019 15H,1147
05/21/2019 14H,612
05/21/2019 13H,117
05/21/2019 12H,83
05/21/2019 11H,80
05/21/2019 10H,81
05/21/2019 09H,57
05/21/2019 08H,55
05/21/2019 07H,35
05/21/2019 06H,30
05/21/2019 05H,28
05/21/2019 04H,27
05/21/2019 03H,28
05/21/2019 02H,164
05/21/2019 01H,536
05/21/2019 00H,778
05/20/2019 23H,838
05/20/2019 22H,926
05/20/2019 21H,1060
05/20/2019 20H,1180
05/20/2019 19H,1036
05/20/2019 18H,996
05/20/2019 17H,1014
05/20/2019 16H,987
05/20/2019 15H,733
05/20/2019 14H,236
05/20/2019 13H,38
05/20/2019 12H,26
05/20/2019 11H,43
05/20/2019 10H,44
05/20/2019 09H,54
05/20/2019 08H,71
05/20/2019 07H,48
05/20/2019 06H,16
05/20/2019 05H,15
05/20/2019 04H,4
05/20/2019 03H,39
05/20/2019 02H,107
05/20/2019 01H,376
05/20/2019 00H,667
05/19/2019 23H,808
05/19/2019 22H,1135
05/19/2019 21H,1079
05/19/2019 20H,1019
05/19/2019 19H,1198
05/19/2019 18H,1143
05/19/2019 17H,789
05/19/2019 16H,541
05/19/2019 15H,420
05/19/2019 14H,215
05/19/2019 13H,66
05/19/2019 12H,48
05/19/2019 11H,40
05/19/2019 10H,39
05/19/2019 09H,57
05/19/2019 08H,48
05/19/2019 07H,80
05/19/2019 06H,243
05/19/2019 05H,254
05/19/2019 04H,270
05/19/2019 03H,284
05/19/2019 02H,420
05/19/2019 01H,963
05/19/2019 00H,1280
05/18/2019 23H,1466
05/18/2019 22H,1561
05/18/2019 21H,1593
05/18/2019 20H,1558
05/18/2019 19H,1604
05/18/2019 18H,1605
05/18/2019 17H,1563
05/18/2019 16H,1477
05/18/2019 15H,1255
05/18/2019 14H,584
05/18/2019 13H,28
05/18/2019 12H,-1
05/18/2019 11H,-2
05/18/2019 10H,-1
05/18/2019 09H,-1
05/18/2019 08H,106
05/18/2019 07H,212
05/18/2019 06H,215
05/18/2019 05H,215
05/18/2019 04H,217
05/18/2019 03H,226
05/18/2019 02H,459
05/18/2019 01H,919
05/18/2019 00H,1230
05/17/2019 23H,1337
05/17/2019 22H,1408
05/17/2019 21H,1463
05/17/2019 20H,1543
05/17/2019 19H,1512
05/17/2019 18H,1543
05/17/2019 17H,1597
05/17/2019 16H,1475
05/17/2019 15H,1123
05/17/2019 14H,502
05/17/2019 13H,52
05/17/2019 12H,31
05/17/2019 11H,14
05/17/2019 10H,14
05/17/2019 09H,25
05/17/2019 08H,37
05/17/2019 07H,57
05/17/2019 06H,78
05/17/2019 05H,86
05/17/2019 04H,90
05/17/2019 03H,104
05/17/2019 02H,280
05/17/2019 01H,855
05/17/2019 00H,1381
05/16/2019 23H,1460
05/16/2019 22H,1584
05/16/2019 21H,1649
05/16/2019 20H,1690
05/16/2019 19H,1662
05/16/2019 18H,1490
05/16/2019 17H,1312
05/16/2019 16H,1118
05/16/2019 15H,727
05/16/2019 14H,315
05/16/2019 13H,69
05/16/2019 12H,46
05/16/2019 11H,52
05/16/2019 10H,35
05/16/2019 09H,51
05/16/2019 08H,50
05/16/2019 07H,57
05/16/2019 06H,64
05/16/2019 05H,49
05/16/2019 04H,38
05/16/2019 03H,63
05/16/2019 02H,212
05/16/2019 01H,734
05/16/2019 00H,1147
05/15/2019 23H,1389
05/15/2019 22H,1643
05/15/2019 21H,1651
05/15/2019 20H,1584
05/15/2019 19H,1579
05/15/2019 18H,1641
05/15/2019 17H,1614
05/15/2019 16H,1412
05/15/2019 15H,1219
05/15/2019 14H,534
05/15/2019 13H,42
05/15/2019 12H,16
05/15/2019 11H,8
05/15/2019 10H,3
05/15/2019 09H,2
05/15/2019 08H,99
05/15/2019 07H,203
05/15/2019 06H,209
05/15/2019 05H,221
05/15/2019 04H,233
05/15/2019 03H,273
05/15/2019 02H,504
05/15/2019 01H,1080
05/15/2019 00H,1439
05/14/2019 23H,1461
05/14/2019 22H,1513
05/14/2019 21H,1643
05/14/2019 20H,1646
05/14/2019 19H,1666
05/14/2019 18H,1612
05/14/2019 17H,1634
05/14/2019 16H,1584
05/14/2019 15H,1245
05/14/2019 14H,528
05/14/2019 13H,33
05/14/2019 12H,2
05/14/2019 11H,2
05/14/2019 10H,2
05/14/2019 09H,3
05/14/2019 08H,101
05/14/2019 07H,217
05/14/2019 06H,222
05/14/2019 05H,226
05/14/2019 04H,231
05/14/2019 03H,248
05/14/2019 02H,519
05/14/2019 01H,1136
05/14/2019 00H,1477
05/13/2019 23H,1530
05/13/2019 22H,1602
05/13/2019 21H,1609
05/13/2019 20H,1614
05/13/2019 19H,1651
05/13/2019 18H,1641
05/13/2019 17H,1635
05/13/2019 16H,1558
05/13/2019 15H,1211
05/13/2019 14H,500
05/13/2019 13H,30
05/13/2019 12H,9
05/13/2019 11H,3
05/13/2019 10H,7
05/13/2019 09H,10
05/13/2019 08H,14
05/13/2019 07H,31
05/13/2019 06H,119
05/13/2019 05H,223
05/13/2019 04H,220
05/13/2019 03H,231
05/13/2019 02H,379
05/13/2019 01H,778
05/13/2019 00H,731
05/12/2019 23H,897
05/12/2019 22H,1212
05/12/2019 21H,1310
05/12/2019 20H,1334
05/12/2019 19H,1375
05/12/2019 18H,1375
05/12/2019 17H,1270
05/12/2019 16H,1118
05/12/2019 15H,880
05/12/2019 14H,351
05/12/2019 13H,25
05/12/2019 12H,3
05/12/2019 11H,2
05/12/2019 10H,2
05/12/2019 09H,2
05/12/2019 08H,38
05/12/2019 07H,194
05/12/2019 06H,200
05/12/2019 05H,212
05/12/2019 04H,226
05/12/2019 03H,259
05/12/2019 02H,405
05/12/2019 01H,972
05/12/2019 00H,1327
05/11/2019 23H,1382
05/11/2019 22H,1573
05/11/2019 21H,1566
05/11/2019 20H,1581
05/11/2019 19H,1614
05/11/2019 18H,1656
05/11/2019 17H,1604
05/11/2019 16H,1383
05/11/2019 15H,1006
05/11/2019 14H,401
05/11/2019 13H,11
05/11/2019 12H,1
05/11/2019 11H,2
05/11/2019 10H,3
05/11/2019 09H,5
05/11/2019 08H,3
05/11/2019 07H,5
05/11/2019 06H,8
05/11/2019 05H,21
05/11/2019 04H,33
05/11/2019 03H,22
05/11/2019 02H,182
05/11/2019 01H,524
05/11/2019 00H,844
05/10/2019 23H,1065
05/10/2019 22H,1203
05/10/2019 21H,1394
05/10/2019 20H,1332
05/10/2019 19H,1284
05/10/2019 18H,1279
05/10/2019 17H,1203
05/10/2019 16H,1058
05/10/2019 15H,659
05/10/2019 14H,254
05/10/2019 13H,34
05/10/2019 12H,40
05/10/2019 11H,33
05/10/2019 10H,35
05/10/2019 09H,22
05/10/2019 08H,17
05/10/2019 07H,11
05/10/2019 06H,13
05/10/2019 05H,9
05/10/2019 04H,11
05/10/2019 03H,18
05/10/2019 02H,96
05/10/2019 01H,250
05/10/2019 00H,747
05/9/2019 23H,961
05/9/2019 22H,1191
05/9/2019 21H,1340
05/9/2019 20H,1423
05/9/2019 19H,1495
05/9/2019 18H,1580
05/9/2019 17H,1595
05/9/2019 16H,1538
05/9/2019 15H,1175
05/9/2019 14H,462
05/9/2019 13H,28
05/9/2019 12H,2
05/9/2019 11H,3
05/9/2019 10H,1
05/9/2019 09H,3
05/9/2019 08H,98
05/9/2019 07H,213
05/9/2019 06H,215
05/9/2019 05H,224
05/9/2019 04H,238
05/9/2019 03H,263
05/9/2019 02H,439
05/9/2019 01H,1023
05/9/2019 00H,1327
05/8/2019 23H,1352
05/8/2019 22H,1484
05/8/2019 21H,1563
05/8/2019 20H,1586
05/8/2019 19H,1582
05/8/2019 18H,1625
05/8/2019 17H,1519
05/8/2019 16H,1421
05/8/2019 15H,870
05/8/2019 14H,353
05/8/2019 13H,30
05/8/2019 12H,11
05/8/2019 11H,16
05/8/2019 10H,21
05/8/2019 09H,4
05/8/2019 08H,13
05/8/2019 07H,184
05/8/2019 06H,214
05/8/2019 05H,241
05/8/2019 04H,243
05/8/2019 03H,279
05/8/2019 02H,450
05/8/2019 01H,1011
05/8/2019 00H,1318
05/7/2019 23H,1356
05/7/2019 22H,1455
05/7/2019 21H,1442
05/7/2019 20H,1490
05/7/2019 19H,1484
05/7/2019 18H,1460
05/7/2019 17H,1362
05/7/2019 16H,1051
05/7/2019 15H,630
05/7/2019 14H,229
05/7/2019 13H,12
05/7/2019 12H,3
05/7/2019 11H,3
05/7/2019 10H,2
05/7/2019 09H,2
05/7/2019 08H,7
05/7/2019 07H,11
05/7/2019 06H,20
05/7/2019 05H,27
05/7/2019 04H,28
05/7/2019 03H,70
05/7/2019 02H,428
05/7/2019 01H,994
05/7/2019 00H,1342
05/6/2019 23H,1333
05/6/2019 22H,1386
05/6/2019 21H,1296
05/6/2019 20H,1277
05/6/2019 19H,1306
05/6/2019 18H,1329
05/6/2019 17H,1124
05/6/2019 16H,843
05/6/2019 15H,642
05/6/2019 14H,319
05/6/2019 13H,26
05/6/2019 12H,33
05/6/2019 11H,21
05/6/2019 10H,19
05/6/2019 09H,18
05/6/2019 08H,10
05/6/2019 07H,19
05/6/2019 06H,25
05/6/2019 05H,34
05/6/2019 04H,110
05/6/2019 03H,240
05/6/2019 02H,340
05/6/2019 01H,681
05/6/2019 00H,1121
05/5/2019 23H,1432
05/5/2019 22H,1510
05/5/2019 21H,1654
05/5/2019 20H,1646
05/5/2019 19H,1667
05/5/2019 18H,1654
05/5/2019 17H,1624
05/5/2019 16H,1598
05/5/2019 15H,1270
05/5/2019 14H,472
05/5/2019 13H,24
05/5/2019 12H,2
05/5/2019 11H,2
05/5/2019 10H,4
05/5/2019 09H,5
05/5/2019 08H,9
05/5/2019 07H,183
05/5/2019 06H,216
05/5/2019 05H,238
05/5/2019 04H,250
05/5/2019 03H,280
05/5/2019 02H,434
05/5/2019 01H,1087
05/5/2019 00H,1521
05/4/2019 23H,1643
05/4/2019 22H,1715
05/4/2019 21H,1739
05/4/2019 20H,1723
05/4/2019 19H,1729
05/4/2019 18H,1725
05/4/2019 17H,1686
05/4/2019 16H,1619
05/4/2019 15H,1214
05/4/2019 14H,449
05/4/2019 13H,25
05/4/2019 12H,3
05/4/2019 11H,2
05/4/2019 10H,3
05/4/2019 09H,2
05/4/2019 08H,40
05/4/2019 07H,194
05/4/2019 06H,211
05/4/2019 05H,217
05/4/2019 04H,226
05/4/2019 03H,247
05/4/2019 02H,458
05/4/2019 01H,1161
05/4/2019 00H,1586
05/3/2019 23H,1680
05/3/2019 22H,1720
05/3/2019 21H,1543
05/3/2019 20H,1667
05/3/2019 19H,1606
05/3/2019 18H,1723
05/3/2019 17H,1698
05/3/2019 16H,1578
05/3/2019 15H,1160
05/3/2019 14H,452
05/3/2019 13H,17
05/3/2019 12H,2
05/3/2019 11H,3
05/3/2019 10H,2
05/3/2019 09H,6
05/3/2019 08H,5
05/3/2019 07H,7
05/3/2019 06H,4
05/3/2019 05H,5
05/3/2019 04H,3
05/3/2019 03H,12
05/3/2019 02H,89
05/3/2019 01H,293
05/3/2019 00H,627
05/2/2019 23H,929
05/2/2019 22H,1092
05/2/2019 21H,1142
05/2/2019 20H,1295
05/2/2019 19H,1497
05/2/2019 18H,1487
05/2/2019 17H,1313
05/2/2019 16H,1438
05/2/2019 15H,1177
05/2/2019 14H,440
05/2/2019 13H,18
05/2/2019 12H,3
05/2/2019 11H,2
05/2/2019 10H,3
05/2/2019 09H,2
05/2/2019 08H,10
05/2/2019 07H,166
05/2/2019 06H,210
05/2/2019 05H,231
05/2/2019 04H,248
05/2/2019 03H,258
05/2/2019 02H,455
05/2/2019 01H,946
05/2/2019 00H,1333
05/1/2019 23H,1506
05/1/2019 22H,1687
05/1/2019 21H,1614
05/1/2019 20H,1638
05/1/2019 19H,1659
05/1/2019 18H,1634
05/1/2019 17H,1598
05/1/2019 16H,1523
05/1/2019 15H,1135
05/1/2019 14H,456
05/1/2019 13H,51
05/1/2019 12H,42
05/1/2019 11H,42
05/1/2019 10H,49
05/1/2019 09H,61
05/1/2019 08H,91
05/1/2019 07H,248
05/1/2019 06H,298
05/1/2019 05H,302
05/1/2019 04H,315
05/1/2019 03H,315
05/1/2019 02H,501
05/1/2019 01H,1177
05/1/2019 00H,1585
04/30/2019 23H,1703
04/30/2019 22H,1732
04/30/2019 21H,1739
04/30/2019 20H,1695
04/30/2019 19H,1656
04/30/2019 18H,1668
04/30/2019 17H,1583
04/30/2019 16H,1357
04/30/2019 15H,1052
04/30/2019 14H,391
04/30/2019 13H,50
04/30/2019 12H,50
04/30/2019 11H,55
04/30/2019 10H,47
04/30/2019 09H,57
04/30/2019 08H,53
04/30/2019 07H,43
04/30/2019 06H,36
04/30/2019 05H,25
04/30/2019 04H,89
04/30/2019 03H,64
04/30/2019 02H,153
04/30/2019 01H,668
04/30/2019 00H,794
04/29/2019 23H,780
04/29/2019 22H,1114
04/29/2019 21H,1054
04/29/2019 20H,824
04/29/2019 19H,767
04/29/2019 18H,603
04/29/2019 17H,583
04/29/2019 16H,432
04/29/2019 15H,344
04/29/2019 14H,179
04/29/2019 13H,41
04/29/2019 12H,15
04/29/2019 11H,43
04/29/2019 10H,11
04/29/2019 09H,49
04/29/2019 08H,69
04/29/2019 07H,127
04/29/2019 06H,265
04/29/2019 05H,264
04/29/2019 04H,262
04/29/2019 03H,271
04/29/2019 02H,384
04/29/2019 01H,928
04/29/2019 00H,1495
04/28/2019 23H,1676
04/28/2019 22H,1590
04/28/2019 21H,1625
04/28/2019 20H,1638
04/28/2019 19H,1638
04/28/2019 18H,1637
04/28/2019 17H,1604
04/28/2019 16H,1551
04/28/2019 15H,1271
04/28/2019 14H,453
04/28/2019 13H,69
04/28/2019 12H,60
04/28/2019 11H,62
04/28/2019 10H,62
04/28/2019 09H,55
04/28/2019 08H,63
04/28/2019 07H,225
04/28/2019 06H,244
04/28/2019 05H,247
04/28/2019 04H,275
04/28/2019 03H,285
04/28/2019 02H,423
04/28/2019 01H,1055
04/28/2019 00H,1435
04/27/2019 23H,1549
04/27/2019 22H,1617
04/27/2019 21H,1570
04/27/2019 20H,1583
04/27/2019 19H,1595
04/27/2019 18H,1623
04/27/2019 17H,1594
04/27/2019 16H,1456
04/27/2019 15H,1138
04/27/2019 14H,410
04/27/2019 13H,28
04/27/2019 12H,44
04/27/2019 11H,48
04/27/2019 10H,49
04/27/2019 09H,54
04/27/2019 08H,105
04/27/2019 07H,251
04/27/2019 06H,260
04/27/2019 05H,271
04/27/2019 04H,285
04/27/2019 03H,299
04/27/2019 02H,474
04/27/2019 01H,1125
04/27/2019 00H,1497
04/26/2019 23H,1596
04/26/2019 22H,1548
04/26/2019 21H,1606
04/26/2019 20H,1686
04/26/2019 19H,1695
04/26/2019 18H,1669
04/26/2019 17H,1602
04/26/2019 16H,1526
04/26/2019 15H,1095
04/26/2019 14H,372
04/26/2019 13H,19
04/26/2019 12H,5
04/26/2019 11H,3
04/26/2019 10H,0
04/26/2019 09H,3
04/26/2019 08H,54
04/26/2019 07H,192
04/26/2019 06H,223
04/26/2019 05H,232
04/26/2019 04H,250
04/26/2019 03H,257
04/26/2019 02H,417
04/26/2019 01H,1045
04/26/2019 00H,1481
04/25/2019 23H,1628
04/25/2019 22H,1661
04/25/2019 21H,1659
04/25/2019 20H,1670
04/25/2019 19H,1685
04/25/2019 18H,1697
04/25/2019 17H,1676
04/25/2019 16H,1603
04/25/2019 15H,1184
04/25/2019 14H,377
04/25/2019 13H,13
04/25/2019 12H,25
04/25/2019 11H,26
04/25/2019 10H,28
04/25/2019 09H,29
04/25/2019 08H,64
04/25/2019 07H,242
04/25/2019 06H,253
04/25/2019 05H,257
04/25/2019 04H,254
04/25/2019 03H,262
04/25/2019 02H,402
04/25/2019 01H,980
04/25/2019 00H,1269
04/24/2019 23H,1256
04/24/2019 22H,1436
04/24/2019 21H,1570
04/24/2019 20H,1637
04/24/2019 19H,1640
04/24/2019 18H,1524
04/24/2019 17H,1545
04/24/2019 16H,1496
04/24/2019 15H,1070
04/24/2019 14H,366
04/24/2019 13H,16
04/24/2019 12H,15
04/24/2019 11H,16
04/24/2019 10H,15
04/24/2019 09H,16
04/24/2019 08H,16
04/24/2019 07H,16
04/24/2019 06H,17
04/24/2019 05H,16
04/24/2019 04H,21
04/24/2019 03H,24
04/24/2019 02H,119
04/24/2019 01H,598
04/24/2019 00H,931
04/23/2019 23H,915
04/23/2019 22H,1082
04/23/2019 21H,1286
04/23/2019 20H,1455
04/23/2019 19H,1427
04/23/2019 18H,1397
04/23/2019 17H,1392
04/23/2019 16H,1395
04/23/2019 15H,947
04/23/2019 14H,292
04/23/2019 13H,19
04/23/2019 12H,16
04/23/2019 11H,7
04/23/2019 10H,9
04/23/2019 09H,9
04/23/2019 08H,49
04/23/2019 07H,217
04/23/2019 06H,219
04/23/2019 05H,245
04/23/2019 04H,253
04/23/2019 03H,252
04/23/2019 02H,387
04/23/2019 01H,947
04/23/2019 00H,1265
04/22/2019 23H,1437
04/22/2019 22H,1499
04/22/2019 21H,1550
04/22/2019 20H,1625
04/22/2019 19H,1647
04/22/2019 18H,1604
04/22/2019 17H,1540
04/22/2019 16H,1386
04/22/2019 15H,959
04/22/2019 14H,260
04/22/2019 13H,9
04/22/2019 12H,9
04/22/2019 11H,6
04/22/2019 10H,4
04/22/2019 09H,2
04/22/2019 08H,51
04/22/2019 07H,231
04/22/2019 06H,244
04/22/2019 05H,259
04/22/2019 04H,266
04/22/2019 03H,259
04/22/2019 02H,403
04/22/2019 01H,1003
04/22/2019 00H,1368
04/21/2019 23H,1485
04/21/2019 22H,1581
04/21/2019 21H,1574
04/21/2019 20H,1603
04/21/2019 19H,1567
04/21/2019 18H,1580
04/21/2019 17H,1610
04/21/2019 16H,1561
04/21/2019 15H,1156
04/21/2019 14H,369
04/21/2019 13H,68
04/21/2019 12H,65
04/21/2019 11H,90
04/21/2019 10H,90
04/21/2019 09H,89
04/21/2019 08H,74
04/21/2019 07H,60
04/21/2019 06H,62
04/21/2019 05H,69
04/21/2019 04H,259
04/21/2019 03H,273
04/21/2019 02H,422
04/21/2019 01H,1040
04/21/2019 00H,1385
04/20/2019 23H,1534
04/20/2019 22H,1568
04/20/2019 21H,1565
04/20/2019 20H,1682
04/20/2019 19H,1619
04/20/2019 18H,1707
04/20/2019 17H,1690
04/20/2019 16H,1591
04/20/2019 15H,1042
04/20/2019 14H,300
04/20/2019 13H,20
04/20/2019 12H,11
04/20/2019 11H,14
04/20/2019 10H,16
04/20/2019 09H,11
04/20/2019 08H,58
04/20/2019 07H,233
04/20/2019 06H,240
04/20/2019 05H,262
04/20/2019 04H,286
04/20/2019 03H,265
04/20/2019 02H,396
04/20/2019 01H,1034
04/20/2019 00H,1458
04/19/2019 23H,1625
04/19/2019 22H,1717
04/19/2019 21H,1723
04/19/2019 20H,1723
04/19/2019 19H,1724
04/19/2019 18H,1726
04/19/2019 17H,1693
04/19/2019 16H,1586
04/19/2019 15H,1109
04/19/2019 14H,328
04/19/2019 13H,4
04/19/2019 12H,4
04/19/2019 11H,4
04/19/2019 10H,9
04/19/2019 09H,9
04/19/2019 08H,44
04/19/2019 07H,208
04/19/2019 06H,220
04/19/2019 05H,231
04/19/2019 04H,253
04/19/2019 03H,241
04/19/2019 02H,354
04/19/2019 01H,1003
04/19/2019 00H,1398
04/18/2019 23H,1619
04/18/2019 22H,1697
04/18/2019 21H,1715
04/18/2019 20H,1706
04/18/2019 19H,1706
04/18/2019 18H,1717
04/18/2019 17H,1671
04/18/2019 16H,1568
04/18/2019 15H,1093
04/18/2019 14H,297
04/18/2019 13H,8
04/18/2019 12H,6
04/18/2019 11H,4
04/18/2019 10H,4
04/18/2019 09H,14
04/18/2019 08H,66
04/18/2019 07H,220
04/18/2019 06H,223
04/18/2019 05H,255
04/18/2019 04H,11
04/18/2019 03H,12
04/18/2019 02H,402
04/18/2019 01H,962
04/18/2019 00H,1334
04/17/2019 23H,1391
04/17/2019 22H,1465
04/17/2019 21H,1429
04/17/2019 20H,1487
04/17/2019 19H,1488
04/17/2019 18H,1492
04/17/2019 17H,1451
04/17/2019 16H,1306
04/17/2019 15H,741
04/17/2019 14H,167
04/17/2019 13H,21
04/17/2019 12H,14
04/17/2019 11H,13
04/17/2019 10H,4
04/17/2019 09H,3
04/17/2019 08H,3
04/17/2019 07H,2
04/17/2019 06H,7
04/17/2019 05H,9
04/17/2019 04H,17
04/17/2019 03H,21
04/17/2019 02H,119
04/17/2019 01H,422
04/17/2019 00H,399
04/16/2019 23H,468
04/16/2019 22H,723
04/16/2019 21H,1060
04/16/2019 20H,1278
04/16/2019 19H,1415
04/16/2019 18H,1544
04/16/2019 17H,1602
04/16/2019 16H,1354
04/16/2019 15H,902
04/16/2019 14H,297
04/16/2019 13H,86
04/16/2019 12H,93
04/16/2019 11H,88
04/16/2019 10H,85
04/16/2019 09H,83
04/16/2019 08H,78
04/16/2019 07H,72
04/16/2019 06H,81
04/16/2019 05H,68
04/16/2019 04H,61
04/16/2019 03H,60
04/16/2019 02H,146
04/16/2019 01H,637
04/16/2019 00H,1036
04/15/2019 23H,1308
04/15/2019 22H,1277
04/15/2019 21H,1653
04/15/2019 20H,1649
04/15/2019 19H,1633
04/15/2019 18H,1603
04/15/2019 17H,1541
04/15/2019 16H,1415
04/15/2019 15H,929
04/15/2019 14H,248
04/15/2019 13H,32
04/15/2019 12H,45
04/15/2019 11H,45
04/15/2019 10H,40
04/15/2019 09H,61
04/15/2019 08H,64
04/15/2019 07H,61
04/15/2019 06H,51
04/15/2019 05H,57
04/15/2019 04H,224
04/15/2019 03H,269
04/15/2019 02H,361
04/15/2019 01H,843
04/15/2019 00H,1313
04/14/2019 23H,1505
04/14/2019 22H,1547
04/14/2019 21H,1559
04/14/2019 20H,1560
04/14/2019 19H,1549
04/14/2019 18H,1498
04/14/2019 17H,1568
04/14/2019 16H,1533
04/14/2019 15H,1074
04/14/2019 14H,282
04/14/2019 13H,26
04/14/2019 12H,23
04/14/2019 11H,26
04/14/2019 10H,8
04/14/2019 09H,3
04/14/2019 08H,41
04/14/2019 07H,204
04/14/2019 06H,208
04/14/2019 05H,210
04/14/2019 04H,220
04/14/2019 03H,232
04/14/2019 02H,357
04/14/2019 01H,998
04/14/2019 00H,1406
04/13/2019 23H,1552
04/13/2019 22H,1585
04/13/2019 21H,1622
04/13/2019 20H,1650
04/13/2019 19H,1678
04/13/2019 18H,1656
04/13/2019 17H,1628
04/13/2019 16H,1517
04/13/2019 15H,946
04/13/2019 14H,222
04/13/2019 13H,8
04/13/2019 12H,6
04/13/2019 11H,4
04/13/2019 10H,5
04/13/2019 09H,2
04/13/2019 08H,2
04/13/2019 07H,8
04/13/2019 06H,14
04/13/2019 05H,7
04/13/2019 04H,12
04/13/2019 03H,15
04/13/2019 02H,120
04/13/2019 01H,659
04/13/2019 00H,874
04/12/2019 23H,1011
04/12/2019 22H,1092
04/12/2019 21H,1184
04/12/2019 20H,1139
04/12/2019 19H,1039
04/12/2019 18H,968
04/12/2019 17H,958
04/12/2019 16H,573
04/12/2019 15H,225
04/12/2019 14H,53
04/12/2019 13H,8
04/12/2019 12H,13
04/12/2019 11H,12
04/12/2019 10H,8
04/12/2019 09H,3
04/12/2019 08H,4
04/12/2019 07H,3
04/12/2019 06H,1
04/12/2019 05H,14
04/12/2019 04H,59
04/12/2019 03H,197
04/12/2019 02H,268
04/12/2019 01H,597
04/12/2019 00H,1157
04/11/2019 23H,1261
04/11/2019 22H,1454
04/11/2019 21H,1588
04/11/2019 20H,1660
04/11/2019 19H,1699
04/11/2019 18H,1688
04/11/2019 17H,1660
04/11/2019 16H,1429
04/11/2019 15H,954
04/11/2019 14H,259
04/11/2019 13H,21
04/11/2019 12H,17
04/11/2019 11H,36
04/11/2019 10H,45
04/11/2019 09H,46
04/11/2019 08H,31
04/11/2019 07H,55
04/11/2019 06H,59
04/11/2019 05H,43
04/11/2019 04H,51
04/11/2019 03H,67
04/11/2019 02H,184
04/11/2019 01H,780
04/11/2019 00H,1275
04/10/2019 23H,1426
04/10/2019 22H,1588
04/10/2019 21H,1650
04/10/2019 20H,1669
04/10/2019 19H,1689
04/10/2019 18H,1614
04/10/2019 17H,1648
04/10/2019 16H,1483
04/10/2019 15H,928
04/10/2019 14H,211
04/10/2019 13H,36
04/10/2019 12H,28
04/10/2019 11H,42
04/10/2019 10H,56
04/10/2019 09H,37
04/10/2019 08H,39
04/10/2019 07H,65
04/10/2019 06H,84
04/10/2019 05H,96
04/10/2019 04H,98
04/10/2019 03H,95
04/10/2019 02H,184
04/10/2019 01H,713
04/10/2019 00H,1147
04/9/2019 23H,1422
04/9/2019 22H,1387
04/9/2019 21H,1502
04/9/2019 20H,1512
04/9/2019 19H,1667
04/9/2019 18H,1521
04/9/2019 17H,1594
04/9/2019 16H,1331
04/9/2019 15H,759
04/9/2019 14H,244
04/9/2019 13H,67
04/9/2019 12H,56
04/9/2019 11H,35
04/9/2019 10H,19
04/9/2019 09H,22
04/9/2019 08H,24
04/9/2019 07H,19
04/9/2019 06H,20
04/9/2019 05H,172
04/9/2019 04H,220
04/9/2019 03H,235
04/9/2019 02H,293
04/9/2019 01H,694
04/9/2019 00H,1236
04/8/2019 23H,1563
04/8/2019 22H,1583
04/8/2019 21H,1711
04/8/2019 20H,1707
04/8/2019 19H,1727
04/8/2019 18H,1734
04/8/2019 17H,1700
04/8/2019 16H,1582
04/8/2019 15H,936
04/8/2019 14H,177
04/8/2019 13H,3
04/8/2019 12H,7
04/8/2019 11H,6
04/8/2019 10H,3
04/8/2019 09H,4
04/8/2019 08H,2
04/8/2019 07H,142
04/8/2019 06H,206
04/8/2019 05H,212
04/8/2019 04H,246
04/8/2019 03H,250
04/8/2019 02H,328
04/8/2019 01H,925
04/8/2019 00H,1354
04/7/2019 23H,1460
04/7/2019 22H,1399
04/7/2019 21H,1430
04/7/2019 20H,1517
04/7/2019 19H,1605
04/7/2019 18H,1635
04/7/2019 17H,1663
04/7/2019 16H,1594
04/7/2019 15H,973
04/7/2019 14H,192
04/7/2019 13H,10
04/7/2019 12H,10
04/7/2019 11H,9
04/7/2019 10H,9
04/7/2019 09H,9
04/7/2019 08H,15
04/7/2019 07H,183
04/7/2019 06H,200
04/7/2019 05H,224
04/7/2019 04H,248
04/7/2019 03H,264
04/7/2019 02H,334
04/7/2019 01H,844
04/7/2019 00H,1259
04/6/2019 23H,1362
04/6/2019 22H,1457
04/6/2019 21H,1498
04/6/2019 20H,1586
04/6/2019 19H,1634
04/6/2019 18H,1671
04/6/2019 17H,1631
