Net generation from hydro for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.WAT.H
19:21:40 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.WAT.H megawatthours
10/3/2021 12H,171
10/3/2021 11H,178
10/3/2021 10H,205
10/3/2021 09H,209
10/3/2021 08H,425
10/3/2021 07H,413
10/3/2021 06H,436
10/3/2021 05H,698
10/3/2021 04H,881
10/3/2021 03H,1255
10/3/2021 02H,1483
10/3/2021 01H,1392
10/3/2021 00H,996
10/2/2021 23H,393
10/2/2021 22H,328
10/2/2021 21H,248
10/2/2021 20H,242
10/2/2021 19H,197
10/2/2021 18H,192
10/2/2021 17H,187
10/2/2021 16H,168
10/2/2021 15H,424
10/2/2021 14H,515
10/2/2021 13H,402
10/2/2021 12H,199
10/2/2021 11H,199
10/2/2021 10H,214
10/2/2021 09H,380
10/2/2021 08H,416
10/2/2021 07H,468
10/2/2021 06H,584
10/2/2021 05H,849
10/2/2021 04H,953
10/2/2021 03H,1185
10/2/2021 02H,1305
10/2/2021 01H,1291
10/2/2021 00H,728
10/1/2021 23H,334
10/1/2021 22H,281
10/1/2021 21H,221
10/1/2021 20H,231
10/1/2021 19H,230
10/1/2021 18H,182
10/1/2021 17H,180
10/1/2021 16H,200
10/1/2021 15H,490
10/1/2021 14H,543
10/1/2021 13H,408
10/1/2021 12H,177
10/1/2021 11H,1
10/1/2021 10H,7
10/1/2021 09H,214
10/1/2021 08H,214
10/1/2021 07H,384
10/1/2021 06H,465
10/1/2021 05H,606
10/1/2021 04H,857
10/1/2021 03H,1110
10/1/2021 02H,1130
10/1/2021 01H,997
10/1/2021 00H,726
09/30/2021 23H,359
09/30/2021 22H,351
09/30/2021 21H,201
09/30/2021 20H,209
09/30/2021 19H,205
09/30/2021 18H,65
09/30/2021 17H,87
09/30/2021 16H,125
09/30/2021 15H,419
09/30/2021 14H,445
09/30/2021 13H,284
09/30/2021 12H,127
09/30/2021 11H,117
09/30/2021 10H,124
09/30/2021 09H,153
09/30/2021 08H,366
09/30/2021 07H,411
09/30/2021 06H,509
09/30/2021 05H,1019
09/30/2021 04H,985
09/30/2021 03H,1329
09/30/2021 02H,1240
09/30/2021 01H,931
09/30/2021 00H,425
09/29/2021 23H,321
09/29/2021 22H,372
09/29/2021 21H,248
09/29/2021 20H,290
09/29/2021 19H,195
09/29/2021 18H,189
09/29/2021 17H,153
09/29/2021 16H,225
09/29/2021 15H,549
09/29/2021 14H,878
09/29/2021 13H,413
09/29/2021 12H,110
09/29/2021 11H,109
09/29/2021 10H,116
09/29/2021 09H,159
09/29/2021 08H,207
09/29/2021 07H,345
09/29/2021 06H,397
09/29/2021 05H,610
09/29/2021 04H,745
09/29/2021 03H,896
09/29/2021 02H,1174
09/29/2021 01H,1010
09/29/2021 00H,702
09/28/2021 23H,445
09/28/2021 22H,542
09/28/2021 21H,316
09/28/2021 20H,531
09/28/2021 19H,616
09/28/2021 18H,205
09/28/2021 17H,220
09/28/2021 16H,276
09/28/2021 15H,362
09/28/2021 14H,482
09/28/2021 13H,355
09/28/2021 12H,165
09/28/2021 11H,163
09/28/2021 10H,186
09/28/2021 09H,245
09/28/2021 08H,412
09/28/2021 07H,411
09/28/2021 06H,468
09/28/2021 05H,556
09/28/2021 04H,859
09/28/2021 03H,1367
09/28/2021 02H,1118
09/28/2021 01H,990
09/28/2021 00H,699
09/27/2021 23H,336
09/27/2021 22H,272
09/27/2021 21H,168
09/27/2021 20H,211
09/27/2021 19H,249
09/27/2021 18H,188
09/27/2021 17H,144
09/27/2021 16H,173
09/27/2021 15H,451
09/27/2021 14H,529
09/27/2021 13H,368
09/27/2021 12H,226
09/27/2021 11H,108
09/27/2021 10H,137
09/27/2021 09H,173
09/27/2021 08H,270
09/27/2021 07H,514
09/27/2021 06H,576
09/27/2021 05H,817
09/27/2021 04H,1252
09/27/2021 03H,1414
09/27/2021 02H,1136
09/27/2021 01H,915
09/27/2021 00H,492
09/26/2021 23H,298
09/26/2021 22H,278
09/26/2021 21H,258
09/26/2021 20H,261
09/26/2021 19H,313
09/26/2021 18H,192
09/26/2021 17H,224
09/26/2021 16H,174
09/26/2021 15H,290
09/26/2021 14H,456
09/26/2021 13H,423
09/26/2021 12H,225
09/26/2021 11H,222
09/26/2021 10H,269
09/26/2021 09H,418
09/26/2021 08H,487
09/26/2021 07H,452
09/26/2021 06H,481
09/26/2021 05H,802
09/26/2021 04H,911
09/26/2021 03H,1364
09/26/2021 02H,1406
09/26/2021 01H,1032
09/26/2021 00H,847
09/25/2021 23H,497
09/25/2021 22H,440
09/25/2021 21H,431
09/25/2021 20H,402
09/25/2021 19H,352
09/25/2021 18H,258
09/25/2021 17H,230
09/25/2021 16H,183
09/25/2021 15H,366
09/25/2021 14H,422
09/25/2021 13H,393
09/25/2021 12H,149
09/25/2021 11H,150
09/25/2021 10H,182
09/25/2021 09H,212
09/25/2021 08H,371
09/25/2021 07H,383
09/25/2021 06H,631
09/25/2021 05H,767
09/25/2021 04H,1067
09/25/2021 03H,1133
09/25/2021 02H,1153
09/25/2021 01H,1061
09/25/2021 00H,906
09/24/2021 23H,471
09/24/2021 22H,467
09/24/2021 21H,357
09/24/2021 20H,308
09/24/2021 19H,296
09/24/2021 18H,293
09/24/2021 17H,241
09/24/2021 16H,206
09/24/2021 15H,211
09/24/2021 14H,392
09/24/2021 13H,203
09/24/2021 12H,160
09/24/2021 11H,169
09/24/2021 10H,182
09/24/2021 09H,247
09/24/2021 08H,284
09/24/2021 07H,403
09/24/2021 06H,520
09/24/2021 05H,881
09/24/2021 04H,1073
09/24/2021 03H,1367
09/24/2021 02H,1404
09/24/2021 01H,1219
09/24/2021 00H,1086
09/23/2021 23H,733
09/23/2021 22H,608
09/23/2021 21H,380
09/23/2021 20H,376
09/23/2021 19H,292
09/23/2021 18H,256
09/23/2021 17H,168
09/23/2021 16H,150
09/23/2021 15H,329
09/23/2021 14H,401
09/23/2021 13H,335
09/23/2021 12H,137
09/23/2021 11H,136
09/23/2021 10H,138
09/23/2021 09H,166
09/23/2021 08H,371
09/23/2021 07H,441
09/23/2021 06H,656
09/23/2021 05H,914
09/23/2021 04H,1280
09/23/2021 03H,1352
09/23/2021 02H,1504
09/23/2021 01H,1448
09/23/2021 00H,1102
09/22/2021 23H,910
09/22/2021 22H,741
09/22/2021 21H,695
09/22/2021 20H,515
09/22/2021 19H,417
09/22/2021 18H,233
09/22/2021 17H,145
09/22/2021 16H,79
09/22/2021 15H,272
09/22/2021 14H,404
09/22/2021 13H,264
09/22/2021 12H,260
09/22/2021 11H,270
09/22/2021 10H,277
09/22/2021 09H,327
09/22/2021 08H,398
09/22/2021 07H,493
09/22/2021 06H,582
09/22/2021 05H,975
09/22/2021 04H,1088
09/22/2021 03H,1207
09/22/2021 02H,1398
09/22/2021 01H,1299
09/22/2021 00H,933
09/21/2021 23H,791
09/21/2021 22H,737
09/21/2021 21H,636
09/21/2021 20H,365
09/21/2021 19H,363
09/21/2021 18H,235
09/21/2021 17H,140
09/21/2021 16H,-9
09/21/2021 15H,389
09/21/2021 14H,549
09/21/2021 13H,340
09/21/2021 12H,138
09/21/2021 11H,151
09/21/2021 10H,318
09/21/2021 09H,368
09/21/2021 08H,399
09/21/2021 07H,408
09/21/2021 06H,476
09/21/2021 05H,627
09/21/2021 04H,873
09/21/2021 03H,1304
09/21/2021 02H,1482
09/21/2021 01H,1238
09/21/2021 00H,838
09/20/2021 23H,545
09/20/2021 22H,386
09/20/2021 21H,311
09/20/2021 20H,292
09/20/2021 19H,251
09/20/2021 18H,184
09/20/2021 17H,134
09/20/2021 16H,164
09/20/2021 15H,341
09/20/2021 14H,400
09/20/2021 13H,281
09/20/2021 12H,1
09/20/2021 11H,12
09/20/2021 10H,48
09/20/2021 09H,210
09/20/2021 08H,306
09/20/2021 07H,316
09/20/2021 06H,456
09/20/2021 05H,694
09/20/2021 04H,939
09/20/2021 03H,1505
09/20/2021 02H,1509
09/20/2021 01H,991
09/20/2021 00H,783
09/19/2021 23H,649
09/19/2021 22H,580
09/19/2021 21H,531
09/19/2021 20H,549
09/19/2021 19H,483
09/19/2021 18H,317
09/19/2021 17H,217
09/19/2021 16H,185
09/19/2021 15H,283
09/19/2021 14H,406
09/19/2021 13H,215
09/19/2021 12H,218
09/19/2021 11H,238
09/19/2021 10H,314
09/19/2021 09H,357
09/19/2021 08H,416
09/19/2021 07H,443
09/19/2021 06H,752
09/19/2021 05H,879
09/19/2021 04H,1477
09/19/2021 03H,1285
09/19/2021 02H,1297
09/19/2021 01H,896
09/19/2021 00H,500
09/18/2021 23H,537
09/18/2021 22H,519
09/18/2021 21H,452
09/18/2021 20H,404
09/18/2021 19H,347
09/18/2021 18H,261
09/18/2021 17H,187
09/18/2021 16H,175
09/18/2021 15H,193
09/18/2021 14H,245
09/18/2021 13H,153
09/18/2021 12H,-20
09/18/2021 11H,-14
09/18/2021 10H,145
09/18/2021 09H,181
09/18/2021 08H,262
09/18/2021 07H,470
09/18/2021 06H,833
09/18/2021 05H,1056
09/18/2021 04H,1487
09/18/2021 03H,1515
09/18/2021 02H,1573
09/18/2021 01H,1383
09/18/2021 00H,885
09/17/2021 23H,657
09/17/2021 22H,625
09/17/2021 21H,545
09/17/2021 20H,292
09/17/2021 19H,306
09/17/2021 18H,300
09/17/2021 17H,196
09/17/2021 16H,162
09/17/2021 15H,376
09/17/2021 14H,377
09/17/2021 13H,282
09/17/2021 12H,-29
09/17/2021 11H,-25
09/17/2021 10H,188
09/17/2021 09H,249
09/17/2021 08H,255
09/17/2021 07H,443
09/17/2021 06H,604
09/17/2021 05H,794
09/17/2021 04H,1343
09/17/2021 03H,1484
09/17/2021 02H,1549
09/17/2021 01H,1328
09/17/2021 00H,893
09/16/2021 23H,451
09/16/2021 22H,375
09/16/2021 21H,320
09/16/2021 20H,228
09/16/2021 19H,220
09/16/2021 18H,211
09/16/2021 17H,161
09/16/2021 16H,125
09/16/2021 15H,337
09/16/2021 14H,399
09/16/2021 13H,110
09/16/2021 12H,-69
09/16/2021 11H,-20
09/16/2021 10H,-8
09/16/2021 09H,187
09/16/2021 08H,252
09/16/2021 07H,415
09/16/2021 06H,410
09/16/2021 05H,656
09/16/2021 04H,1105
09/16/2021 03H,1249
09/16/2021 02H,1227
09/16/2021 01H,1159
09/16/2021 00H,1005
09/15/2021 23H,858
09/15/2021 22H,657
09/15/2021 21H,641
09/15/2021 20H,512
09/15/2021 19H,391
09/15/2021 18H,244
09/15/2021 17H,150
09/15/2021 16H,168
09/15/2021 15H,361
09/15/2021 14H,369
09/15/2021 13H,76
09/15/2021 12H,-66
09/15/2021 11H,-65
09/15/2021 10H,7
09/15/2021 09H,201
09/15/2021 08H,419
09/15/2021 07H,435
09/15/2021 06H,566
09/15/2021 05H,950
09/15/2021 04H,1168
09/15/2021 03H,1260
09/15/2021 02H,1597
09/15/2021 01H,1292
09/15/2021 00H,1054
09/14/2021 23H,930
09/14/2021 22H,899
09/14/2021 21H,725
09/14/2021 20H,368
09/14/2021 19H,307
09/14/2021 18H,129
09/14/2021 17H,7
09/14/2021 16H,19
09/14/2021 15H,185
09/14/2021 14H,386
09/14/2021 13H,303
09/14/2021 12H,159
09/14/2021 11H,167
09/14/2021 10H,216
09/14/2021 09H,403
09/14/2021 08H,476
09/14/2021 07H,475
09/14/2021 06H,571
09/14/2021 05H,904
09/14/2021 04H,1239
09/14/2021 03H,1541
09/14/2021 02H,1512
09/14/2021 01H,1648
09/14/2021 00H,1287
09/13/2021 23H,1003
09/13/2021 22H,882
09/13/2021 21H,610
09/13/2021 20H,529
09/13/2021 19H,287
09/13/2021 18H,134
09/13/2021 17H,29
09/13/2021 16H,-33
09/13/2021 15H,156
09/13/2021 14H,439
09/13/2021 13H,407
09/13/2021 12H,345
09/13/2021 11H,352
09/13/2021 10H,366
09/13/2021 09H,399
09/13/2021 08H,435
09/13/2021 07H,345
09/13/2021 06H,527
09/13/2021 05H,675
09/13/2021 04H,988
09/13/2021 03H,1470
09/13/2021 02H,1528
09/13/2021 01H,1312
09/13/2021 00H,882
09/12/2021 23H,612
09/12/2021 22H,580
09/12/2021 21H,481
09/12/2021 20H,323
09/12/2021 19H,273
09/12/2021 18H,198
09/12/2021 17H,174
09/12/2021 16H,139
09/12/2021 15H,157
09/12/2021 14H,167
09/12/2021 13H,166
09/12/2021 12H,165
09/12/2021 11H,180
09/12/2021 10H,224
09/12/2021 09H,207
09/12/2021 08H,287
09/12/2021 07H,465
09/12/2021 06H,495
09/12/2021 05H,703
09/12/2021 04H,1109
09/12/2021 03H,1194
09/12/2021 02H,1627
09/12/2021 01H,1265
09/12/2021 00H,944
09/11/2021 23H,742
09/11/2021 22H,808
09/11/2021 21H,413
09/11/2021 20H,414
09/11/2021 19H,363
09/11/2021 18H,252
09/11/2021 17H,193
09/11/2021 16H,194
09/11/2021 15H,68
09/11/2021 14H,199
09/11/2021 13H,174
09/11/2021 12H,185
09/11/2021 11H,185
09/11/2021 10H,207
09/11/2021 09H,228
09/11/2021 08H,291
09/11/2021 07H,476
09/11/2021 06H,551
09/11/2021 05H,763
09/11/2021 04H,1352
09/11/2021 03H,1506
09/11/2021 02H,1523
09/11/2021 01H,1535
09/11/2021 00H,1179
09/10/2021 23H,929
09/10/2021 22H,886
09/10/2021 21H,641
09/10/2021 20H,407
09/10/2021 19H,378
09/10/2021 18H,207
09/10/2021 17H,198
09/10/2021 16H,141
09/10/2021 15H,148
09/10/2021 14H,217
09/10/2021 13H,154
09/10/2021 12H,120
09/10/2021 11H,131
09/10/2021 10H,174
09/10/2021 09H,201
09/10/2021 08H,340
09/10/2021 07H,478
09/10/2021 06H,549
09/10/2021 05H,1148
09/10/2021 04H,1225
09/10/2021 03H,1380
09/10/2021 02H,1387
09/10/2021 01H,1499
09/10/2021 00H,1381
09/9/2021 23H,1126
09/9/2021 22H,960
09/9/2021 21H,894
09/9/2021 20H,652
09/9/2021 19H,538
09/9/2021 18H,377
09/9/2021 17H,318
09/9/2021 16H,137
09/9/2021 15H,47
09/9/2021 14H,204
09/9/2021 13H,75
09/9/2021 12H,88
09/9/2021 11H,100
09/9/2021 10H,168
09/9/2021 09H,233
09/9/2021 08H,409
09/9/2021 07H,403
09/9/2021 06H,450
09/9/2021 05H,714
09/9/2021 04H,1090
09/9/2021 03H,1431
09/9/2021 02H,1662
09/9/2021 01H,1482
09/9/2021 00H,1168
09/8/2021 23H,1024
09/8/2021 22H,688
09/8/2021 21H,507
09/8/2021 20H,377
09/8/2021 19H,336
09/8/2021 18H,265
09/8/2021 17H,230
09/8/2021 16H,13
09/8/2021 15H,286
09/8/2021 14H,437
09/8/2021 13H,40
09/8/2021 12H,12
09/8/2021 11H,6
09/8/2021 10H,64
09/8/2021 09H,220
09/8/2021 08H,252
09/8/2021 07H,477
09/8/2021 06H,665
09/8/2021 05H,965
09/8/2021 04H,1156
09/8/2021 03H,1482
09/8/2021 02H,1703
09/8/2021 01H,1452
09/8/2021 00H,1247
09/7/2021 23H,1013
09/7/2021 22H,914
09/7/2021 21H,847
09/7/2021 20H,620
09/7/2021 19H,165
09/7/2021 18H,120
09/7/2021 17H,16
09/7/2021 16H,10
09/7/2021 15H,261
09/7/2021 14H,396
09/7/2021 13H,221
09/7/2021 12H,211
09/7/2021 11H,200
09/7/2021 10H,190
09/7/2021 09H,431
09/7/2021 08H,486
09/7/2021 07H,477
09/7/2021 06H,638
09/7/2021 05H,1069
09/7/2021 04H,1459
09/7/2021 03H,1706
09/7/2021 02H,1684
09/7/2021 01H,1361
09/7/2021 00H,966
09/6/2021 23H,839
09/6/2021 22H,695
09/6/2021 21H,481
09/6/2021 20H,364
09/6/2021 19H,338
09/6/2021 18H,306
09/6/2021 17H,216
09/6/2021 16H,176
09/6/2021 15H,364
09/6/2021 14H,378
09/6/2021 13H,192
09/6/2021 12H,166
09/6/2021 11H,165
09/6/2021 10H,216
09/6/2021 09H,279
09/6/2021 08H,517
09/6/2021 07H,625
09/6/2021 06H,821
09/6/2021 05H,1088
09/6/2021 04H,1128
09/6/2021 03H,1446
09/6/2021 02H,1564
09/6/2021 01H,1188
09/6/2021 00H,907
09/5/2021 23H,837
09/5/2021 22H,682
09/5/2021 21H,540
09/5/2021 20H,515
09/5/2021 19H,407
09/5/2021 18H,280
09/5/2021 17H,216
09/5/2021 16H,202
09/5/2021 15H,425
09/5/2021 14H,470
09/5/2021 13H,337
09/5/2021 12H,296
09/5/2021 11H,373
09/5/2021 10H,418
09/5/2021 09H,474
09/5/2021 08H,473
09/5/2021 07H,474
09/5/2021 06H,627
09/5/2021 05H,989
09/5/2021 04H,1230
09/5/2021 03H,1268
09/5/2021 02H,1337
09/5/2021 01H,1096
09/5/2021 00H,949
09/4/2021 23H,703
09/4/2021 22H,450
09/4/2021 21H,314
09/4/2021 20H,266
09/4/2021 19H,216
09/4/2021 18H,214
09/4/2021 17H,213
09/4/2021 16H,168
09/4/2021 15H,226
09/4/2021 14H,420
09/4/2021 13H,176
09/4/2021 12H,105
09/4/2021 11H,37
09/4/2021 10H,209
09/4/2021 09H,269
09/4/2021 08H,486
09/4/2021 07H,466
09/4/2021 06H,695
09/4/2021 05H,1156
09/4/2021 04H,1396
09/4/2021 03H,1635
09/4/2021 02H,1619
09/4/2021 01H,1227
09/4/2021 00H,1009
09/3/2021 23H,648
09/3/2021 22H,460
09/3/2021 21H,403
09/3/2021 20H,365
09/3/2021 19H,292
09/3/2021 18H,295
09/3/2021 17H,222
09/3/2021 16H,220
09/3/2021 15H,456
09/3/2021 14H,607
09/3/2021 13H,413
09/3/2021 12H,192
09/3/2021 11H,209
09/3/2021 10H,209
09/3/2021 09H,255
09/3/2021 08H,303
09/3/2021 07H,433
09/3/2021 06H,617
09/3/2021 05H,900
09/3/2021 04H,1300
09/3/2021 03H,1515
09/3/2021 02H,1517
09/3/2021 01H,1210
09/3/2021 00H,743
09/2/2021 23H,440
09/2/2021 22H,399
09/2/2021 21H,339
09/2/2021 20H,307
09/2/2021 19H,287
09/2/2021 18H,221
09/2/2021 17H,178
09/2/2021 16H,197
09/2/2021 15H,400
09/2/2021 14H,625
09/2/2021 13H,393
09/2/2021 12H,184
09/2/2021 11H,182
09/2/2021 10H,229
09/2/2021 09H,433
09/2/2021 08H,419
09/2/2021 07H,395
09/2/2021 06H,598
09/2/2021 05H,749
09/2/2021 04H,1247
09/2/2021 03H,1540
09/2/2021 02H,1476
09/2/2021 01H,1017
09/2/2021 00H,728
09/1/2021 23H,442
09/1/2021 22H,434
09/1/2021 21H,322
09/1/2021 20H,271
09/1/2021 19H,265
09/1/2021 18H,279
09/1/2021 17H,183
09/1/2021 16H,184
09/1/2021 15H,257
09/1/2021 14H,559
09/1/2021 13H,167
09/1/2021 12H,-7
09/1/2021 11H,-34
09/1/2021 10H,-5
09/1/2021 09H,203
09/1/2021 08H,261
09/1/2021 07H,474
09/1/2021 06H,683
09/1/2021 05H,945
09/1/2021 04H,1086
09/1/2021 03H,1263
09/1/2021 02H,1374
09/1/2021 01H,1273
09/1/2021 00H,1016
08/31/2021 23H,907
08/31/2021 22H,881
08/31/2021 21H,965
08/31/2021 20H,562
08/31/2021 19H,380
08/31/2021 18H,405
08/31/2021 17H,241
08/31/2021 16H,224
08/31/2021 15H,418
08/31/2021 14H,243
08/31/2021 13H,115
08/31/2021 12H,-17
08/31/2021 11H,-7
08/31/2021 10H,221
08/31/2021 09H,391
08/31/2021 08H,463
08/31/2021 07H,494
08/31/2021 06H,656
08/31/2021 05H,1025
08/31/2021 04H,1327
08/31/2021 03H,1350
08/31/2021 02H,1563
08/31/2021 01H,1408
08/31/2021 00H,960
08/30/2021 23H,856
08/30/2021 22H,802
08/30/2021 21H,622
08/30/2021 20H,569
08/30/2021 19H,524
08/30/2021 18H,368
08/30/2021 17H,295
08/30/2021 16H,225
08/30/2021 15H,435
08/30/2021 14H,400
08/30/2021 13H,318
08/30/2021 12H,124
08/30/2021 11H,159
08/30/2021 10H,328
08/30/2021 09H,385
08/30/2021 08H,442
08/30/2021 07H,453
08/30/2021 06H,639
08/30/2021 05H,803
08/30/2021 04H,1048
08/30/2021 03H,1392
08/30/2021 02H,1487
08/30/2021 01H,1024
08/30/2021 00H,749
08/29/2021 23H,674
08/29/2021 22H,653
08/29/2021 21H,428
08/29/2021 20H,319
08/29/2021 19H,263
08/29/2021 18H,251
08/29/2021 17H,247
08/29/2021 16H,164
08/29/2021 15H,5
08/29/2021 14H,185
08/29/2021 13H,129
08/29/2021 12H,21
08/29/2021 11H,155
08/29/2021 10H,187
08/29/2021 09H,362
08/29/2021 08H,428
08/29/2021 07H,523
08/29/2021 06H,909
08/29/2021 05H,1139
08/29/2021 04H,1546
08/29/2021 03H,1670
08/29/2021 02H,1733
08/29/2021 01H,1259
08/29/2021 00H,965
08/28/2021 23H,983
08/28/2021 22H,773
08/28/2021 21H,529
08/28/2021 20H,493
08/28/2021 19H,338
08/28/2021 18H,286
08/28/2021 17H,226
08/28/2021 16H,196
08/28/2021 15H,194
08/28/2021 14H,210
08/28/2021 13H,-26
08/28/2021 12H,23
08/28/2021 11H,147
08/28/2021 10H,166
08/28/2021 09H,215
08/28/2021 08H,434
08/28/2021 07H,515
08/28/2021 06H,783
08/28/2021 05H,1226
08/28/2021 04H,1440
08/28/2021 03H,1705
08/28/2021 02H,1885
08/28/2021 01H,1660
08/28/2021 00H,1368
08/27/2021 23H,1190
08/27/2021 22H,1113
08/27/2021 21H,973
08/27/2021 20H,638
08/27/2021 19H,751
08/27/2021 18H,346
08/27/2021 17H,272
08/27/2021 16H,242
08/27/2021 15H,433
08/27/2021 14H,301
08/27/2021 13H,271
08/27/2021 12H,152
08/27/2021 11H,20
08/27/2021 10H,197
08/27/2021 09H,294
08/27/2021 08H,490
08/27/2021 07H,503
08/27/2021 06H,736
08/27/2021 05H,968
08/27/2021 04H,1273
08/27/2021 03H,1598
08/27/2021 02H,1682
08/27/2021 01H,1329
08/27/2021 00H,1226
08/26/2021 23H,998
08/26/2021 22H,728
08/26/2021 21H,516
08/26/2021 20H,392
08/26/2021 19H,212
08/26/2021 18H,231
08/26/2021 17H,194
08/26/2021 16H,161
08/26/2021 15H,373
08/26/2021 14H,447
08/26/2021 13H,206
08/26/2021 12H,160
08/26/2021 11H,161
08/26/2021 10H,163
08/26/2021 09H,190
08/26/2021 08H,455
08/26/2021 07H,697
08/26/2021 06H,872
08/26/2021 05H,1281
08/26/2021 04H,1325
08/26/2021 03H,1363
08/26/2021 02H,1595
08/26/2021 01H,1081
08/26/2021 00H,901
08/25/2021 23H,684
08/25/2021 22H,583
08/25/2021 21H,529
08/25/2021 20H,392
08/25/2021 19H,338
08/25/2021 18H,326
08/25/2021 17H,222
08/25/2021 16H,232
08/25/2021 15H,243
08/25/2021 14H,449
08/25/2021 13H,195
08/25/2021 12H,-11
08/25/2021 11H,98
08/25/2021 10H,148
08/25/2021 09H,171
08/25/2021 08H,333
08/25/2021 07H,285
08/25/2021 06H,510
08/25/2021 05H,819
08/25/2021 04H,975
08/25/2021 03H,1145
08/25/2021 02H,1285
08/25/2021 01H,985
08/25/2021 00H,753
08/24/2021 23H,782
08/24/2021 22H,658
08/24/2021 21H,495
08/24/2021 20H,448
08/24/2021 19H,431
08/24/2021 18H,382
08/24/2021 17H,213
08/24/2021 16H,205
08/24/2021 15H,240
08/24/2021 14H,452
08/24/2021 13H,132
08/24/2021 12H,34
08/24/2021 11H,134
08/24/2021 10H,148
08/24/2021 09H,165
08/24/2021 08H,223
08/24/2021 07H,461
08/24/2021 06H,616
08/24/2021 05H,738
08/24/2021 04H,964
08/24/2021 03H,1142
08/24/2021 02H,1224
08/24/2021 01H,872
08/24/2021 00H,608
08/23/2021 23H,702
08/23/2021 22H,549
08/23/2021 21H,431
08/23/2021 20H,377
08/23/2021 19H,322
08/23/2021 18H,268
08/23/2021 17H,182
08/23/2021 16H,194
08/23/2021 15H,236
08/23/2021 14H,389
08/23/2021 13H,114
08/23/2021 12H,78
08/23/2021 11H,82
08/23/2021 10H,135
08/23/2021 09H,163
08/23/2021 08H,208
08/23/2021 07H,431
08/23/2021 06H,741
08/23/2021 05H,1078
08/23/2021 04H,1448
08/23/2021 03H,1548
08/23/2021 02H,1198
08/23/2021 01H,972
08/23/2021 00H,749
08/22/2021 23H,474
08/22/2021 22H,435
08/22/2021 21H,414
08/22/2021 20H,327
08/22/2021 19H,277
08/22/2021 18H,275
08/22/2021 17H,206
08/22/2021 16H,165
08/22/2021 15H,207
08/22/2021 14H,315
08/22/2021 13H,254
08/22/2021 12H,97
08/22/2021 11H,104
08/22/2021 10H,102
08/22/2021 09H,156
08/22/2021 08H,256
08/22/2021 07H,465
08/22/2021 06H,639
08/22/2021 05H,888
08/22/2021 04H,1187
08/22/2021 03H,1279
08/22/2021 02H,1306
08/22/2021 01H,994
08/22/2021 00H,797
08/21/2021 23H,764
08/21/2021 22H,405
08/21/2021 21H,388
08/21/2021 20H,359
08/21/2021 19H,324
08/21/2021 18H,317
08/21/2021 17H,207
08/21/2021 16H,148
08/21/2021 15H,162
08/21/2021 14H,381
08/21/2021 13H,135
08/21/2021 12H,93
08/21/2021 11H,111
08/21/2021 10H,148
08/21/2021 09H,357
08/21/2021 08H,417
08/21/2021 07H,520
08/21/2021 06H,683
08/21/2021 05H,1056
08/21/2021 04H,1397
08/21/2021 03H,1341
08/21/2021 02H,1477
08/21/2021 01H,1103
08/21/2021 00H,662
08/20/2021 23H,498
08/20/2021 22H,502
08/20/2021 21H,390
08/20/2021 20H,386
08/20/2021 19H,295
08/20/2021 18H,245
08/20/2021 17H,193
08/20/2021 16H,185
08/20/2021 15H,425
08/20/2021 14H,509
08/20/2021 13H,359
08/20/2021 12H,212
08/20/2021 11H,103
08/20/2021 10H,195
08/20/2021 09H,318
08/20/2021 08H,388
08/20/2021 07H,416
08/20/2021 06H,648
08/20/2021 05H,1147
08/20/2021 04H,1329
08/20/2021 03H,1421
08/20/2021 02H,1308
08/20/2021 01H,1211
08/20/2021 00H,949
08/19/2021 23H,648
08/19/2021 22H,462
08/19/2021 21H,336
08/19/2021 20H,322
08/19/2021 19H,254
08/19/2021 18H,207
08/19/2021 17H,186
08/19/2021 16H,198
08/19/2021 15H,453
08/19/2021 14H,438
08/19/2021 13H,117
08/19/2021 12H,103
08/19/2021 11H,110
08/19/2021 10H,139
08/19/2021 09H,162
08/19/2021 08H,385
08/19/2021 07H,482
08/19/2021 06H,742
08/19/2021 05H,823
08/19/2021 04H,1364
08/19/2021 03H,1388
08/19/2021 02H,1322
08/19/2021 01H,1036
08/19/2021 00H,631
08/18/2021 23H,635
08/18/2021 22H,633
08/18/2021 21H,563
08/18/2021 20H,358
08/18/2021 19H,314
08/18/2021 18H,262
08/18/2021 17H,233
08/18/2021 16H,387
08/18/2021 15H,340
08/18/2021 14H,295
08/18/2021 13H,160
08/18/2021 12H,-59
08/18/2021 11H,173
08/18/2021 10H,274
08/18/2021 09H,355
08/18/2021 08H,415
08/18/2021 07H,427
08/18/2021 06H,642
08/18/2021 05H,1215
08/18/2021 04H,1402
08/18/2021 03H,1584
08/18/2021 02H,1689
08/18/2021 01H,1324
08/18/2021 00H,1099
08/17/2021 23H,775
08/17/2021 22H,641
08/17/2021 21H,564
08/17/2021 20H,430
08/17/2021 19H,342
08/17/2021 18H,146
08/17/2021 17H,13
08/17/2021 16H,55
08/17/2021 15H,197
08/17/2021 14H,486
08/17/2021 13H,246
08/17/2021 12H,109
08/17/2021 11H,259
08/17/2021 10H,270
08/17/2021 09H,318
08/17/2021 08H,397
08/17/2021 07H,451
08/17/2021 06H,669
08/17/2021 05H,945
