Net generation from nuclear for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.NUC.H
19:21:53 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.NUC.H megawatthours
07/18/2020 01H,3932
07/18/2020 00H,3939
07/17/2020 23H,3936
07/17/2020 22H,3940
07/17/2020 21H,3934
07/17/2020 20H,3937
07/17/2020 19H,3935
07/17/2020 18H,3935
07/17/2020 17H,3936
07/17/2020 16H,3937
07/17/2020 15H,3947
07/17/2020 14H,3968
07/17/2020 13H,3968
07/17/2020 12H,3961
07/17/2020 11H,3956
07/17/2020 10H,3951
07/17/2020 09H,3948
07/17/2020 08H,3943
07/17/2020 07H,3941
07/17/2020 06H,3934
07/17/2020 05H,3933
07/17/2020 04H,3935
07/17/2020 03H,3930
07/17/2020 02H,3937
07/17/2020 01H,3938
07/17/2020 00H,3943
07/16/2020 23H,3940
07/16/2020 22H,3944
07/16/2020 21H,3943
07/16/2020 20H,3948
07/16/2020 19H,3945
07/16/2020 18H,3949
07/16/2020 17H,3949
07/16/2020 16H,3960
07/16/2020 15H,3963
07/16/2020 14H,3968
07/16/2020 13H,3964
07/16/2020 12H,3958
07/16/2020 11H,3951
07/16/2020 10H,3951
07/16/2020 09H,3941
07/16/2020 08H,3937
07/16/2020 07H,3935
07/16/2020 06H,3935
07/16/2020 05H,3936
07/16/2020 04H,3933
07/16/2020 03H,3932
07/16/2020 02H,3932
07/16/2020 01H,3934
07/16/2020 00H,3934
07/15/2020 23H,3940
07/15/2020 22H,3934
07/15/2020 21H,3944
07/15/2020 20H,3938
07/15/2020 19H,3943
07/15/2020 18H,3943
07/15/2020 17H,3946
07/15/2020 16H,3949
07/15/2020 15H,3957
07/15/2020 14H,3953
07/15/2020 13H,3953
07/15/2020 12H,3943
07/15/2020 11H,3943
07/15/2020 10H,3940
07/15/2020 09H,3937
07/15/2020 08H,3922
07/15/2020 07H,3924
07/15/2020 06H,3921
07/15/2020 05H,3920
07/15/2020 04H,3922
07/15/2020 03H,3918
07/15/2020 02H,3920
07/15/2020 01H,3918
07/15/2020 00H,3918
07/14/2020 23H,3919
07/14/2020 22H,3924
07/14/2020 21H,3931
07/14/2020 20H,3923
07/14/2020 19H,3930
07/14/2020 18H,3930
07/14/2020 17H,3935
07/14/2020 16H,3939
07/14/2020 15H,3942
07/14/2020 14H,3935
07/14/2020 13H,3930
07/14/2020 12H,3929
07/14/2020 11H,3930
07/14/2020 10H,3929
07/14/2020 09H,3922
07/14/2020 08H,3922
07/14/2020 07H,3917
07/14/2020 06H,3918
07/14/2020 05H,3916
07/14/2020 04H,3916
07/14/2020 03H,3917
07/14/2020 02H,3914
07/14/2020 01H,3917
07/14/2020 00H,3919
07/13/2020 23H,3922
07/13/2020 22H,3916
07/13/2020 21H,3914
07/13/2020 20H,3918
07/13/2020 19H,3920
07/13/2020 18H,3930
07/13/2020 17H,3931
07/13/2020 16H,3944
07/13/2020 15H,3942
07/13/2020 14H,3954
07/13/2020 13H,3954
07/13/2020 12H,3948
07/13/2020 11H,3937
07/13/2020 10H,3929
07/13/2020 09H,3911
07/13/2020 08H,3911
07/13/2020 07H,3906
07/13/2020 06H,3893
07/13/2020 05H,3858
07/13/2020 04H,3848
07/13/2020 03H,3869
07/13/2020 02H,3900
07/13/2020 01H,3913
07/13/2020 00H,3922
07/12/2020 23H,3922
07/12/2020 22H,3925
07/12/2020 21H,3922
07/12/2020 20H,3930
07/12/2020 19H,3933
07/12/2020 18H,3932
07/12/2020 17H,3932
07/12/2020 16H,3934
07/12/2020 15H,3941
07/12/2020 14H,3938
07/12/2020 13H,3938
07/12/2020 12H,3939
07/12/2020 11H,3935
07/12/2020 10H,3926
07/12/2020 09H,3921
07/12/2020 08H,3917
07/12/2020 07H,3939
07/12/2020 06H,3930
07/12/2020 05H,3926
07/12/2020 04H,3922
07/12/2020 03H,3925
07/12/2020 02H,3926
07/12/2020 01H,3926
07/12/2020 00H,3929
07/11/2020 23H,3932
07/11/2020 22H,3934
07/11/2020 21H,3938
07/11/2020 20H,3942
07/11/2020 19H,3944
07/11/2020 18H,3947
07/11/2020 17H,3948
07/11/2020 16H,3953
07/11/2020 15H,3947
07/11/2020 14H,3939
07/11/2020 13H,3941
07/11/2020 12H,3933
07/11/2020 11H,3935
07/11/2020 10H,3939
07/11/2020 09H,3945
07/11/2020 08H,3939
07/11/2020 07H,3939
07/11/2020 06H,3930
07/11/2020 05H,3926
07/11/2020 04H,3922
07/11/2020 03H,3925
07/11/2020 02H,3926
07/11/2020 01H,3926
07/11/2020 00H,3929
07/10/2020 23H,3932
07/10/2020 22H,3934
07/10/2020 21H,3938
07/10/2020 20H,3942
07/10/2020 19H,3944
07/10/2020 18H,3947
07/10/2020 17H,3948
07/10/2020 16H,3953
07/10/2020 15H,3947
07/10/2020 14H,3939
07/10/2020 13H,3941
07/10/2020 12H,3933
07/10/2020 11H,3935
07/10/2020 10H,3939
07/10/2020 09H,3945
07/10/2020 08H,3937
07/10/2020 07H,3927
07/10/2020 06H,3922
07/10/2020 05H,3923
07/10/2020 04H,3920
07/10/2020 03H,3925
07/10/2020 02H,3920
07/10/2020 01H,3927
07/10/2020 00H,3932
07/9/2020 23H,3932
07/9/2020 22H,3931
07/9/2020 21H,3932
07/9/2020 20H,3938
07/9/2020 19H,3941
07/9/2020 18H,3944
07/9/2020 17H,3946
07/9/2020 16H,3954
07/9/2020 15H,3957
07/9/2020 14H,3961
07/9/2020 13H,3960
07/9/2020 12H,3951
07/9/2020 11H,3947
07/9/2020 10H,3947
07/9/2020 09H,3947
07/9/2020 08H,3949
07/9/2020 07H,3942
07/9/2020 06H,3939
07/9/2020 05H,3926
07/9/2020 04H,3926
07/9/2020 03H,3923
07/9/2020 02H,3924
07/9/2020 01H,3924
07/9/2020 00H,3930
07/8/2020 23H,3934
07/8/2020 22H,3936
07/8/2020 21H,3932
07/8/2020 20H,3935
07/8/2020 19H,3930
07/8/2020 18H,3936
07/8/2020 17H,3932
07/8/2020 16H,3937
07/8/2020 15H,3947
07/8/2020 14H,3943
07/8/2020 13H,3943
07/8/2020 12H,3942
07/8/2020 11H,3943
07/8/2020 10H,3939
07/8/2020 09H,3934
07/8/2020 08H,3933
07/8/2020 07H,3926
07/8/2020 06H,3927
07/8/2020 05H,3922
07/8/2020 04H,3922
07/8/2020 03H,3920
07/8/2020 02H,3920
07/8/2020 01H,3922
07/8/2020 00H,3930
07/7/2020 23H,3924
07/7/2020 22H,3932
07/7/2020 21H,3929
07/7/2020 20H,3924
07/7/2020 19H,3920
07/7/2020 18H,3925
07/7/2020 17H,3920
07/7/2020 16H,3933
07/7/2020 15H,3936
07/7/2020 14H,3967
07/7/2020 13H,3981
07/7/2020 12H,3977
07/7/2020 11H,3972
07/7/2020 10H,3975
07/7/2020 09H,3975
07/7/2020 08H,3970
07/7/2020 07H,3959
07/7/2020 06H,3951
07/7/2020 05H,3949
07/7/2020 04H,3942
07/7/2020 03H,3941
07/7/2020 02H,3934
07/7/2020 01H,3937
07/7/2020 00H,3934
07/6/2020 23H,3942
07/6/2020 22H,3941
07/6/2020 21H,3942
07/6/2020 20H,3942
07/6/2020 19H,3943
07/6/2020 18H,3948
07/6/2020 17H,3957
07/6/2020 16H,3963
07/6/2020 15H,3968
07/6/2020 14H,3977
07/6/2020 13H,3978
07/6/2020 12H,3977
07/6/2020 11H,3977
07/6/2020 10H,3976
07/6/2020 09H,3969
07/6/2020 08H,3965
07/6/2020 07H,3953
07/6/2020 06H,3953
07/6/2020 05H,3945
07/6/2020 04H,3946
07/6/2020 03H,3941
07/6/2020 02H,3939
07/6/2020 01H,3936
07/6/2020 00H,3934
07/5/2020 23H,3943
07/5/2020 22H,3934
07/5/2020 21H,3936
07/5/2020 20H,3937
07/5/2020 19H,3938
07/5/2020 18H,3943
07/5/2020 17H,3949
07/5/2020 16H,3949
07/5/2020 15H,3955
07/5/2020 14H,3960
07/5/2020 13H,3961
07/5/2020 12H,3952
07/5/2020 11H,3951
07/5/2020 10H,3951
07/5/2020 09H,3946
07/5/2020 08H,3939
07/5/2020 07H,3937
07/5/2020 06H,3942
07/5/2020 05H,3927
07/5/2020 04H,3930
07/5/2020 03H,3931
07/5/2020 02H,3929
07/5/2020 01H,3932
07/5/2020 00H,3928
07/4/2020 23H,3929
07/4/2020 22H,3928
07/4/2020 21H,3927
07/4/2020 20H,3928
07/4/2020 19H,3938
07/4/2020 18H,3940
07/4/2020 17H,3941
07/4/2020 16H,3943
07/4/2020 15H,3950
07/4/2020 14H,3949
07/4/2020 13H,3953
07/4/2020 12H,3956
07/4/2020 11H,3951
07/4/2020 10H,3949
07/4/2020 09H,3946
07/4/2020 08H,3937
07/4/2020 07H,3935
07/4/2020 06H,3932
07/4/2020 05H,3937
07/4/2020 04H,3937
07/4/2020 03H,3935
07/4/2020 02H,3935
07/4/2020 01H,3932
07/4/2020 00H,3932
07/3/2020 23H,3937
07/3/2020 22H,3934
07/3/2020 21H,3933
07/3/2020 20H,3930
07/3/2020 19H,3941
07/3/2020 18H,3941
07/3/2020 17H,3946
07/3/2020 16H,3947
07/3/2020 15H,3952
07/3/2020 14H,3953
07/3/2020 13H,3953
07/3/2020 12H,3947
07/3/2020 11H,3941
07/3/2020 10H,3940
07/3/2020 09H,3939
07/3/2020 08H,3931
07/3/2020 07H,3929
07/3/2020 06H,3927
07/3/2020 05H,3925
07/3/2020 04H,3931
07/3/2020 03H,3935
07/3/2020 02H,3934
07/3/2020 01H,3937
07/3/2020 00H,3940
07/2/2020 23H,3944
07/2/2020 22H,3939
07/2/2020 21H,3938
07/2/2020 20H,3944
07/2/2020 19H,3944
07/2/2020 18H,3949
07/2/2020 17H,3956
07/2/2020 16H,3974
07/2/2020 15H,3986
07/2/2020 14H,3985
07/2/2020 13H,3992
07/2/2020 12H,3982
07/2/2020 11H,3979
07/2/2020 10H,3971
07/2/2020 09H,3976
07/2/2020 08H,3972
07/2/2020 07H,3969
07/2/2020 06H,3964
07/2/2020 05H,3961
07/2/2020 04H,3954
07/2/2020 03H,3945
07/2/2020 02H,3943
07/2/2020 01H,3947
07/2/2020 00H,3951
07/1/2020 23H,3947
07/1/2020 22H,3953
07/1/2020 21H,3955
07/1/2020 20H,3959
07/1/2020 19H,3957
07/1/2020 18H,3966
07/1/2020 17H,3959
07/1/2020 16H,3978
07/1/2020 15H,3982
07/1/2020 14H,3990
07/1/2020 13H,3991
07/1/2020 12H,3985
07/1/2020 11H,3984
07/1/2020 10H,3980
07/1/2020 09H,3978
07/1/2020 08H,3974
07/1/2020 07H,3962
07/1/2020 06H,3962
07/1/2020 05H,3961
07/1/2020 04H,3952
07/1/2020 03H,3952
07/1/2020 02H,3953
07/1/2020 01H,3960
07/1/2020 00H,3961
06/30/2020 23H,3963
06/30/2020 22H,3962
06/30/2020 21H,3960
06/30/2020 20H,3963
06/30/2020 19H,3964
06/30/2020 18H,3967
06/30/2020 17H,3972
06/30/2020 16H,3979
06/30/2020 15H,3983
06/30/2020 14H,3988
06/30/2020 13H,3985
06/30/2020 12H,3982
06/30/2020 11H,3974
06/30/2020 10H,3968
06/30/2020 09H,3966
06/30/2020 08H,3970
06/30/2020 07H,3966
06/30/2020 06H,3958
06/30/2020 05H,3950
06/30/2020 04H,3955
06/30/2020 03H,3954
06/30/2020 02H,3949
06/30/2020 01H,3949
06/30/2020 00H,3942
06/29/2020 23H,3941
06/29/2020 22H,3943
06/29/2020 21H,3943
06/29/2020 20H,3944
06/29/2020 19H,3951
06/29/2020 18H,3956
06/29/2020 17H,3956
06/29/2020 16H,3962
06/29/2020 15H,3963
06/29/2020 14H,3970
06/29/2020 13H,3968
06/29/2020 12H,3958
06/29/2020 11H,3951
06/29/2020 10H,3954
06/29/2020 09H,3962
06/29/2020 08H,3966
06/29/2020 07H,3961
06/29/2020 06H,3952
06/29/2020 05H,3947
06/29/2020 04H,3945
06/29/2020 03H,3940
06/29/2020 02H,3939
06/29/2020 01H,3937
06/29/2020 00H,3937
06/28/2020 23H,3937
06/28/2020 22H,3943
06/28/2020 21H,3945
06/28/2020 20H,3953
06/28/2020 19H,3956
06/28/2020 18H,3961
06/28/2020 17H,3968
06/28/2020 16H,3975
06/28/2020 15H,3972
06/28/2020 14H,3975
06/28/2020 13H,3968
06/28/2020 12H,3966
06/28/2020 11H,3965
06/28/2020 10H,3970
06/28/2020 09H,3965
06/28/2020 08H,3956
06/28/2020 07H,3945
06/28/2020 06H,3943
06/28/2020 05H,3941
06/28/2020 04H,3939
06/28/2020 03H,3939
06/28/2020 02H,3941
06/28/2020 01H,3943
06/28/2020 00H,3939
06/27/2020 23H,3941
06/27/2020 22H,3943
06/27/2020 21H,3942
06/27/2020 20H,3945
06/27/2020 19H,3948
06/27/2020 18H,3947
06/27/2020 17H,3954
06/27/2020 16H,3960
06/27/2020 15H,3961
06/27/2020 14H,3970
06/27/2020 13H,3964
06/27/2020 12H,3960
06/27/2020 11H,3959
06/27/2020 10H,3958
06/27/2020 09H,3960
06/27/2020 08H,3957
06/27/2020 07H,3948
06/27/2020 06H,3949
06/27/2020 05H,3943
06/27/2020 04H,3943
06/27/2020 03H,3937
06/27/2020 02H,3943
06/27/2020 01H,3941
06/27/2020 00H,3942
06/26/2020 23H,3947
06/26/2020 22H,3950
06/26/2020 21H,3954
06/26/2020 20H,3959
06/26/2020 19H,3960
06/26/2020 18H,3966
06/26/2020 17H,3961
06/26/2020 16H,3971
06/26/2020 15H,3979
06/26/2020 14H,3979
06/26/2020 13H,3973
06/26/2020 12H,3975
06/26/2020 11H,3971
06/26/2020 10H,3971
06/26/2020 09H,3963
06/26/2020 08H,3965
06/26/2020 07H,3959
06/26/2020 06H,3953
06/26/2020 05H,3946
06/26/2020 04H,3957
06/26/2020 03H,3952
06/26/2020 02H,3946
06/26/2020 01H,3948
06/26/2020 00H,3952
06/25/2020 23H,3952
06/25/2020 22H,3948
06/25/2020 21H,3953
06/25/2020 20H,3948
06/25/2020 19H,3954
06/25/2020 18H,3958
06/25/2020 17H,3965
06/25/2020 16H,3966
06/25/2020 15H,3976
06/25/2020 14H,3979
06/25/2020 13H,3973
06/25/2020 12H,3971
06/25/2020 11H,3965
06/25/2020 10H,3963
06/25/2020 09H,3959
06/25/2020 08H,3946
06/25/2020 07H,3945
06/25/2020 06H,3946
06/25/2020 05H,3958
06/25/2020 04H,3952
06/25/2020 03H,3947
06/25/2020 02H,3947
06/25/2020 01H,3940
06/25/2020 00H,3940
06/24/2020 23H,3946
06/24/2020 22H,3950
06/24/2020 21H,3949
06/24/2020 20H,3954
06/24/2020 19H,3953
06/24/2020 18H,3957
06/24/2020 17H,3965
06/24/2020 16H,3965
06/24/2020 15H,3973
06/24/2020 14H,3975
06/24/2020 13H,3973
06/24/2020 12H,3965
06/24/2020 11H,3965
06/24/2020 10H,3962
06/24/2020 09H,3960
06/24/2020 08H,3954
06/24/2020 07H,3948
06/24/2020 06H,3945
06/24/2020 05H,3944
06/24/2020 04H,3945
06/24/2020 03H,3941
06/24/2020 02H,3937
06/24/2020 01H,3943
06/24/2020 00H,3943
06/23/2020 23H,3947
06/23/2020 22H,3947
06/23/2020 21H,3951
06/23/2020 20H,3951
06/23/2020 19H,3955
06/23/2020 18H,3956
06/23/2020 17H,3960
06/23/2020 16H,3970
06/23/2020 15H,3981
06/23/2020 14H,3979
06/23/2020 13H,3983
06/23/2020 12H,3975
06/23/2020 11H,3973
06/23/2020 10H,3969
06/23/2020 09H,3965
06/23/2020 08H,3963
06/23/2020 07H,3956
06/23/2020 06H,3951
06/23/2020 05H,3953
06/23/2020 04H,3955
06/23/2020 03H,3948
06/23/2020 02H,3952
06/23/2020 01H,3949
06/23/2020 00H,3950
06/22/2020 23H,3956
06/22/2020 22H,3952
06/22/2020 21H,3957
06/22/2020 20H,3958
06/22/2020 19H,3962
06/22/2020 18H,3961
06/22/2020 17H,3965
06/22/2020 16H,3972
06/22/2020 15H,3972
06/22/2020 14H,3974
06/22/2020 13H,3976
06/22/2020 12H,3966
06/22/2020 11H,3966
06/22/2020 10H,3966
06/22/2020 09H,3965
06/22/2020 08H,3968
06/22/2020 07H,3956
06/22/2020 06H,3951
06/22/2020 05H,3952
06/22/2020 04H,3947
06/22/2020 03H,3951
06/22/2020 02H,3948
06/22/2020 01H,3949
06/22/2020 00H,3949
06/21/2020 23H,3950
06/21/2020 22H,3955
06/21/2020 21H,3959
06/21/2020 20H,3957
06/21/2020 19H,3961
06/21/2020 18H,3964
06/21/2020 17H,3974
06/21/2020 16H,3976
06/21/2020 15H,3972
06/21/2020 14H,3980
06/21/2020 13H,3981
06/21/2020 12H,3975
06/21/2020 11H,3978
06/21/2020 10H,3974
06/21/2020 09H,3972
06/21/2020 08H,3968
06/21/2020 07H,3958
06/21/2020 06H,3955
06/21/2020 05H,3954
06/21/2020 04H,3955
06/21/2020 03H,3954
06/21/2020 02H,3951
06/21/2020 01H,3959
06/21/2020 00H,3961
06/20/2020 23H,3957
06/20/2020 22H,3958
06/20/2020 21H,3956
06/20/2020 20H,3955
06/20/2020 19H,3959
06/20/2020 18H,3966
06/20/2020 17H,3967
06/20/2020 16H,3974
06/20/2020 15H,3979
06/20/2020 14H,3981
06/20/2020 13H,3980
06/20/2020 12H,3974
06/20/2020 11H,3965
06/20/2020 10H,3968
06/20/2020 09H,3965
06/20/2020 08H,3962
06/20/2020 07H,3961
06/20/2020 06H,3962
06/20/2020 05H,3958
06/20/2020 04H,3963
06/20/2020 03H,3964
06/20/2020 02H,3967
06/20/2020 01H,3970
06/20/2020 00H,3967
06/19/2020 23H,3967
06/19/2020 22H,3965
06/19/2020 21H,3967
06/19/2020 20H,3965
06/19/2020 19H,3965
06/19/2020 18H,3963
06/19/2020 17H,3970
06/19/2020 16H,3971
06/19/2020 15H,3974
06/19/2020 14H,3971
06/19/2020 13H,3980
06/19/2020 12H,3969
06/19/2020 11H,3968
06/19/2020 10H,3963
06/19/2020 09H,3966
06/19/2020 08H,3959
06/19/2020 07H,3952
06/19/2020 06H,3943
06/19/2020 05H,3945
06/19/2020 04H,3950
06/19/2020 03H,3951
06/19/2020 02H,3959
06/19/2020 01H,3959
06/19/2020 00H,3958
06/18/2020 23H,3958
06/18/2020 22H,3959
06/18/2020 21H,3960
06/18/2020 20H,3960
06/18/2020 19H,3964
06/18/2020 18H,3970
06/18/2020 17H,3971
06/18/2020 16H,3975
06/18/2020 15H,3979
06/18/2020 14H,3981
06/18/2020 13H,3973
06/18/2020 12H,3972
06/18/2020 11H,3972
06/18/2020 10H,3966
06/18/2020 09H,3962
06/18/2020 08H,3959
06/18/2020 07H,3958
06/18/2020 06H,3958
06/18/2020 05H,3949
06/18/2020 04H,3952
06/18/2020 03H,3951
06/18/2020 02H,3947
06/18/2020 01H,3947
06/18/2020 00H,3953
06/17/2020 23H,3951
06/17/2020 22H,3957
06/17/2020 21H,3961
06/17/2020 20H,3963
06/17/2020 19H,3960
06/17/2020 18H,3967
06/17/2020 17H,3969
06/17/2020 16H,3971
06/17/2020 15H,3980
06/17/2020 14H,3983
06/17/2020 13H,3982
06/17/2020 12H,3978
06/17/2020 11H,3969
06/17/2020 10H,3966
06/17/2020 09H,3968
06/17/2020 08H,3959
06/17/2020 07H,3968
06/17/2020 06H,3962
06/17/2020 05H,3957
06/17/2020 04H,3954
06/17/2020 03H,3951
06/17/2020 02H,3949
06/17/2020 01H,3951
06/17/2020 00H,3946
06/16/2020 23H,3951
06/16/2020 22H,3954
06/16/2020 21H,3954
06/16/2020 20H,3953
06/16/2020 19H,3967
06/16/2020 18H,3970
06/16/2020 17H,3975
06/16/2020 16H,3984
06/16/2020 15H,3987
06/16/2020 14H,3990
06/16/2020 13H,3994
06/16/2020 12H,3986
06/16/2020 11H,3983
06/16/2020 10H,3980
06/16/2020 09H,3978
06/16/2020 08H,3972
06/16/2020 07H,3972
06/16/2020 06H,3965
06/16/2020 05H,3960
06/16/2020 04H,3955
06/16/2020 03H,3954
06/16/2020 02H,3951
06/16/2020 01H,3955
06/16/2020 00H,3962
06/15/2020 23H,3964
06/15/2020 22H,3960
06/15/2020 21H,3958
06/15/2020 20H,3969
06/15/2020 19H,3968
06/15/2020 18H,3969
06/15/2020 17H,3969
06/15/2020 16H,3972
06/15/2020 15H,3977
06/15/2020 14H,3980
06/15/2020 13H,3977
06/15/2020 12H,3982
06/15/2020 11H,3969
06/15/2020 10H,3970
06/15/2020 09H,3963
06/15/2020 08H,3968
06/15/2020 07H,3959
06/15/2020 06H,3956
06/15/2020 05H,3955
06/15/2020 04H,3941
06/15/2020 03H,3948
06/15/2020 02H,3941
06/15/2020 01H,3941
06/15/2020 00H,3923
06/14/2020 23H,3915
06/14/2020 22H,3941
06/14/2020 21H,3963
06/14/2020 20H,3964
06/14/2020 19H,3964
06/14/2020 18H,3971
06/14/2020 17H,3978
06/14/2020 16H,3980
06/14/2020 15H,3988
06/14/2020 14H,3988
06/14/2020 13H,3988
06/14/2020 12H,3984
06/14/2020 11H,3981
06/14/2020 10H,3978
06/14/2020 09H,3976
06/14/2020 08H,3970
06/14/2020 07H,3973
06/14/2020 06H,3968
06/14/2020 05H,3961
06/14/2020 04H,3960
06/14/2020 03H,3955
06/14/2020 02H,3954
06/14/2020 01H,3949
06/14/2020 00H,3951
06/13/2020 23H,3957
06/13/2020 22H,3954
06/13/2020 21H,3955
06/13/2020 20H,3957
06/13/2020 19H,3966
06/13/2020 18H,3965
06/13/2020 17H,3973
06/13/2020 16H,3981
06/13/2020 15H,3985
06/13/2020 14H,3987
06/13/2020 13H,3984
06/13/2020 12H,3983
06/13/2020 11H,3977
06/13/2020 10H,3975
06/13/2020 09H,3966
06/13/2020 08H,3963
06/13/2020 07H,3960
06/13/2020 06H,3955
06/13/2020 05H,3950
06/13/2020 04H,3946
06/13/2020 03H,3934
06/13/2020 02H,3934
06/13/2020 01H,3934
06/13/2020 00H,3925
06/12/2020 23H,3928
06/12/2020 22H,3905
06/12/2020 21H,3903
06/12/2020 20H,3904
06/12/2020 19H,3931
06/12/2020 18H,3919
06/12/2020 17H,3912
06/12/2020 16H,3909
06/12/2020 15H,3916
06/12/2020 14H,3921
06/12/2020 13H,3918
06/12/2020 12H,3912
06/12/2020 11H,3910
06/12/2020 10H,3915
06/12/2020 09H,3936
06/12/2020 08H,3975
06/12/2020 07H,3961
06/12/2020 06H,3958
06/12/2020 05H,3959
06/12/2020 04H,3958
06/12/2020 03H,3958
06/12/2020 02H,3952
06/12/2020 01H,3950
06/12/2020 00H,3951
06/11/2020 23H,3952
06/11/2020 22H,3956
06/11/2020 21H,3959
06/11/2020 20H,3964
06/11/2020 19H,3965
06/11/2020 18H,3968
06/11/2020 17H,3974
06/11/2020 16H,3979
06/11/2020 15H,3987
06/11/2020 14H,3990
06/11/2020 13H,3987
06/11/2020 12H,3989
06/11/2020 11H,3982
06/11/2020 10H,3987
06/11/2020 09H,3975
06/11/2020 08H,3980
06/11/2020 07H,3973
06/11/2020 06H,3975
06/11/2020 05H,3965
06/11/2020 04H,3969
06/11/2020 03H,3971
06/11/2020 02H,3967
06/11/2020 01H,3965
06/11/2020 00H,3967
06/10/2020 23H,3968
06/10/2020 22H,3975
06/10/2020 21H,3972
06/10/2020 20H,3973
06/10/2020 19H,3975
06/10/2020 18H,3975
06/10/2020 17H,3983
06/10/2020 16H,3994
06/10/2020 15H,4002
06/10/2020 14H,3999
06/10/2020 13H,4000
06/10/2020 12H,3998
06/10/2020 11H,3989
06/10/2020 10H,3989
06/10/2020 09H,3988
06/10/2020 08H,3981
06/10/2020 07H,3980
06/10/2020 06H,3979
06/10/2020 05H,3978
06/10/2020 04H,3975
06/10/2020 03H,3974
06/10/2020 02H,3979
06/10/2020 01H,3978
06/10/2020 00H,3977
06/9/2020 23H,3979
06/9/2020 22H,3976
06/9/2020 21H,3978
06/9/2020 20H,3981
06/9/2020 19H,3980
06/9/2020 18H,3979
06/9/2020 17H,3976
06/9/2020 16H,3981
06/9/2020 15H,3993
06/9/2020 14H,3996
06/9/2020 13H,3993
06/9/2020 12H,3988
06/9/2020 11H,3984
06/9/2020 10H,3986
06/9/2020 09H,3982
06/9/2020 08H,3986
06/9/2020 07H,3988
06/9/2020 06H,3986
06/9/2020 05H,3984
06/9/2020 04H,3984
06/9/2020 03H,3978
06/9/2020 02H,3977
06/9/2020 01H,3976
06/9/2020 00H,3976
06/8/2020 23H,3980
06/8/2020 22H,3978
06/8/2020 21H,3979
06/8/2020 20H,3978
06/8/2020 19H,3981
06/8/2020 18H,3984
06/8/2020 17H,3988
06/8/2020 16H,3990
06/8/2020 15H,3996
06/8/2020 14H,3993
06/8/2020 13H,3995
06/8/2020 12H,3988
06/8/2020 11H,3987
06/8/2020 10H,3974
06/8/2020 09H,3967
06/8/2020 08H,3966
06/8/2020 07H,3968
06/8/2020 06H,3971
06/8/2020 05H,3962
06/8/2020 04H,3960
06/8/2020 03H,3962
06/8/2020 02H,3957
06/8/2020 01H,3965
06/8/2020 00H,3965
06/7/2020 23H,3967
06/7/2020 22H,3965
06/7/2020 21H,3968
06/7/2020 20H,3965
06/7/2020 19H,3965
06/7/2020 18H,3970
06/7/2020 17H,3980
06/7/2020 16H,3978
06/7/2020 15H,3981
06/7/2020 14H,3982
06/7/2020 13H,3978
06/7/2020 12H,3972
06/7/2020 11H,3966
06/7/2020 10H,3980
06/7/2020 09H,3966
06/7/2020 08H,3966
06/7/2020 07H,3967
06/7/2020 06H,3960
06/7/2020 05H,3960
06/7/2020 04H,3960
06/7/2020 03H,3960
06/7/2020 02H,3953
06/7/2020 01H,3958
06/7/2020 00H,3964
06/6/2020 23H,3964
06/6/2020 22H,3968
06/6/2020 21H,3977
06/6/2020 20H,3980
06/6/2020 19H,3971
06/6/2020 18H,3978
06/6/2020 17H,3972
06/6/2020 16H,3973
06/6/2020 15H,3974
06/6/2020 14H,3970
06/6/2020 13H,3970
06/6/2020 12H,3960
06/6/2020 11H,3953
06/6/2020 10H,3962
06/6/2020 09H,3964
06/6/2020 08H,3958
06/6/2020 07H,3962
06/6/2020 06H,3962
06/6/2020 05H,3957
06/6/2020 04H,3948
06/6/2020 03H,3948
06/6/2020 02H,3945
06/6/2020 01H,3951
06/6/2020 00H,3953
06/5/2020 23H,3947
06/5/2020 22H,3953
06/5/2020 21H,3955
06/5/2020 20H,3951
06/5/2020 19H,3955
06/5/2020 18H,3957
06/5/2020 17H,3963
06/5/2020 16H,3970
06/5/2020 15H,3974
06/5/2020 14H,3976
06/5/2020 13H,3972
06/5/2020 12H,3968
06/5/2020 11H,3964
06/5/2020 10H,3968
06/5/2020 09H,3964
06/5/2020 08H,3958
06/5/2020 07H,3954
06/5/2020 06H,3946
06/5/2020 05H,3940
06/5/2020 04H,3931
06/5/2020 03H,3937
06/5/2020 02H,3941
06/5/2020 01H,3948
06/5/2020 00H,3938
06/4/2020 23H,3941
06/4/2020 22H,3941
06/4/2020 21H,3943
06/4/2020 20H,3942
06/4/2020 19H,3945
06/4/2020 18H,3950
06/4/2020 17H,3955
06/4/2020 16H,3965
06/4/2020 15H,3962
06/4/2020 14H,3966
06/4/2020 13H,3964
06/4/2020 12H,3954
06/4/2020 11H,3945
06/4/2020 10H,3948
06/4/2020 09H,3956
06/4/2020 08H,3960
06/4/2020 07H,3949
06/4/2020 06H,3946
06/4/2020 05H,3937
06/4/2020 04H,3935
06/4/2020 03H,3939
06/4/2020 02H,3939
06/4/2020 01H,3945
06/4/2020 00H,3947
06/3/2020 23H,3949
06/3/2020 22H,3951
06/3/2020 21H,3947
06/3/2020 20H,3957
06/3/2020 19H,3953
06/3/2020 18H,3959
06/3/2020 17H,3960
