Net generation from natural gas for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.NG.H
19:21:47 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.NG.H megawatthours
01/28/2019 02H,3920
01/28/2019 01H,3269
01/28/2019 00H,2761
01/27/2019 23H,2508
01/27/2019 22H,2509
01/27/2019 21H,2491
01/27/2019 20H,2588
01/27/2019 19H,2704
01/27/2019 18H,2960
01/27/2019 17H,3565
01/27/2019 16H,4291
01/27/2019 15H,4705
01/27/2019 14H,4455
01/27/2019 13H,4210
01/27/2019 12H,4017
01/27/2019 11H,3942
01/27/2019 10H,3944
01/27/2019 09H,3931
01/27/2019 08H,4176
01/27/2019 07H,4358
01/27/2019 06H,4662
01/27/2019 05H,4762
01/27/2019 04H,5098
01/27/2019 03H,4971
01/27/2019 02H,4889
01/27/2019 01H,4326
01/27/2019 00H,3140
01/26/2019 23H,2608
01/26/2019 22H,2512
01/26/2019 21H,2889
01/26/2019 20H,2985
01/26/2019 19H,3089
01/26/2019 18H,3239
01/26/2019 17H,3673
01/26/2019 16H,4393
01/26/2019 15H,4870
01/26/2019 14H,4718
01/26/2019 13H,4593
01/26/2019 12H,4172
01/26/2019 11H,4190
01/26/2019 10H,4026
01/26/2019 09H,3978
01/26/2019 08H,4073
01/26/2019 07H,4470
01/26/2019 06H,4747
01/26/2019 05H,4674
01/26/2019 04H,4959
01/26/2019 03H,5185
01/26/2019 02H,5040
01/26/2019 01H,4111
01/26/2019 00H,3388
01/25/2019 23H,2920
01/25/2019 22H,2907
01/25/2019 21H,3001
01/25/2019 20H,3104
01/25/2019 19H,3340
01/25/2019 18H,3446
01/25/2019 17H,4290
01/25/2019 16H,5519
01/25/2019 15H,6294
01/25/2019 14H,5813
01/25/2019 13H,5075
01/25/2019 12H,4595
01/25/2019 11H,4433
01/25/2019 10H,4194
01/25/2019 09H,4038
01/25/2019 08H,4588
01/25/2019 07H,4833
01/25/2019 06H,5412
01/25/2019 05H,5468
01/25/2019 04H,5390
01/25/2019 03H,5410
01/25/2019 02H,5320
01/25/2019 01H,4887
01/25/2019 00H,4213
01/24/2019 23H,3927
01/24/2019 22H,3827
01/24/2019 21H,3794
01/24/2019 20H,3902
01/24/2019 19H,4121
01/24/2019 18H,4217
01/24/2019 17H,4847
01/24/2019 16H,5367
01/24/2019 15H,5871
01/24/2019 14H,5247
01/24/2019 13H,4901
01/24/2019 12H,4368
01/24/2019 11H,4298
01/24/2019 10H,4101
01/24/2019 09H,4003
01/24/2019 08H,4796
01/24/2019 07H,5051
01/24/2019 06H,5500
01/24/2019 05H,5680
01/24/2019 04H,5999
01/24/2019 03H,6255
01/24/2019 02H,5856
01/24/2019 01H,4900
01/24/2019 00H,3984
01/23/2019 23H,3615
01/23/2019 22H,3590
01/23/2019 21H,3541
01/23/2019 20H,3742
01/23/2019 19H,4090
01/23/2019 18H,4450
01/23/2019 17H,4722
01/23/2019 16H,5618
01/23/2019 15H,6313
01/23/2019 14H,5550
01/23/2019 13H,5100
01/23/2019 12H,4453
01/23/2019 11H,4258
01/23/2019 10H,4293
01/23/2019 09H,4292
01/23/2019 08H,3985
01/23/2019 07H,4294
01/23/2019 06H,4067
01/23/2019 05H,4487
01/23/2019 04H,4845
01/23/2019 03H,5027
01/23/2019 02H,5216
01/23/2019 01H,4043
01/23/2019 00H,3556
01/22/2019 23H,3293
01/22/2019 22H,3144
01/22/2019 21H,3247
01/22/2019 20H,3306
01/22/2019 19H,3189
01/22/2019 18H,3237
01/22/2019 17H,3910
01/22/2019 16H,4281
01/22/2019 15H,4846
01/22/2019 14H,4417
01/22/2019 13H,3760
01/22/2019 12H,3260
01/22/2019 11H,2939
01/22/2019 10H,2730
01/22/2019 09H,2645
01/22/2019 08H,3043
01/22/2019 07H,3332
01/22/2019 06H,3292
01/22/2019 05H,3865
01/22/2019 04H,4602
01/22/2019 03H,4557
01/22/2019 02H,4490
01/22/2019 01H,3793
01/22/2019 00H,3331
01/21/2019 23H,2783
01/21/2019 22H,2551
01/21/2019 21H,2142
01/21/2019 20H,2052
01/21/2019 19H,2153
01/21/2019 18H,2664
01/21/2019 17H,3372
01/21/2019 16H,3344
01/21/2019 15H,3098
01/21/2019 14H,3059
01/21/2019 13H,2742
01/21/2019 12H,2315
01/21/2019 11H,2131
01/21/2019 10H,2114
01/21/2019 09H,2244
01/21/2019 08H,2373
01/21/2019 07H,2601
01/21/2019 06H,2748
01/21/2019 05H,3563
01/21/2019 04H,3338
01/21/2019 03H,3376
01/21/2019 02H,3515
01/21/2019 01H,3113
01/21/2019 00H,2953
01/20/2019 23H,2397
01/20/2019 22H,2189
01/20/2019 21H,2041
01/20/2019 20H,2041
01/20/2019 19H,2089
01/20/2019 18H,2255
01/20/2019 17H,2598
01/20/2019 16H,3065
01/20/2019 15H,3128
01/20/2019 14H,3297
01/20/2019 13H,3145
01/20/2019 12H,3000
01/20/2019 11H,3040
01/20/2019 10H,2901
01/20/2019 09H,2908
01/20/2019 08H,3092
01/20/2019 07H,3403
01/20/2019 06H,3509
01/20/2019 05H,3601
01/20/2019 04H,3621
01/20/2019 03H,4269
01/20/2019 02H,4092
01/20/2019 01H,3462
01/20/2019 00H,2769
01/19/2019 23H,2498
01/19/2019 22H,2497
01/19/2019 21H,2359
01/19/2019 20H,2376
01/19/2019 19H,2422
01/19/2019 18H,2585
01/19/2019 17H,3122
01/19/2019 16H,3600
01/19/2019 15H,4174
01/19/2019 14H,3968
01/19/2019 13H,3683
01/19/2019 12H,3771
01/19/2019 11H,3655
01/19/2019 10H,3564
01/19/2019 09H,3655
01/19/2019 08H,4029
01/19/2019 07H,4113
01/19/2019 06H,4395
01/19/2019 05H,4486
01/19/2019 04H,4722
01/19/2019 03H,4707
01/19/2019 02H,4373
01/19/2019 01H,4629
01/19/2019 00H,3747
01/18/2019 23H,3110
01/18/2019 22H,3149
01/18/2019 21H,3157
01/18/2019 20H,3233
01/18/2019 19H,3272
01/18/2019 18H,3391
01/18/2019 17H,3818
01/18/2019 16H,4232
01/18/2019 15H,4287
01/18/2019 14H,3664
01/18/2019 13H,2834
01/18/2019 12H,2658
01/18/2019 11H,2657
01/18/2019 10H,2598
01/18/2019 09H,2619
01/18/2019 08H,2789
01/18/2019 07H,2811
01/18/2019 06H,3468
01/18/2019 05H,3798
01/18/2019 04H,4263
01/18/2019 03H,4404
01/18/2019 02H,4724
01/18/2019 01H,4606
01/18/2019 00H,4252
01/17/2019 23H,3451
01/17/2019 22H,3490
01/17/2019 21H,3137
01/17/2019 20H,3438
01/17/2019 19H,3443
01/17/2019 18H,3562
01/17/2019 17H,3929
01/17/2019 16H,4301
01/17/2019 15H,4663
01/17/2019 14H,4481
01/17/2019 13H,3701
01/17/2019 12H,3189
01/17/2019 11H,2898
01/17/2019 10H,2614
01/17/2019 09H,2712
01/17/2019 08H,2876
01/17/2019 07H,3019
01/17/2019 06H,3608
01/17/2019 05H,4054
01/17/2019 04H,4597
01/17/2019 03H,5083
01/17/2019 02H,5096
01/17/2019 01H,4806
01/17/2019 00H,4523
01/16/2019 23H,3904
01/16/2019 22H,4043
01/16/2019 21H,3796
01/16/2019 20H,3609
01/16/2019 19H,3508
01/16/2019 18H,3823
01/16/2019 17H,3730
01/16/2019 16H,4121
01/16/2019 15H,4409
01/16/2019 14H,4085
01/16/2019 13H,3515
01/16/2019 12H,3151
01/16/2019 11H,3006
01/16/2019 10H,2900
01/16/2019 09H,2964
01/16/2019 08H,3282
01/16/2019 07H,3418
01/16/2019 06H,3737
01/16/2019 05H,4226
01/16/2019 04H,4563
01/16/2019 03H,4528
01/16/2019 02H,4587
01/16/2019 01H,4316
01/16/2019 00H,3998
01/15/2019 23H,3854
01/15/2019 22H,4063
01/15/2019 21H,4201
01/15/2019 20H,4225
01/15/2019 19H,4265
01/15/2019 18H,4064
01/15/2019 17H,4325
01/15/2019 16H,4391
01/15/2019 15H,4226
01/15/2019 14H,4092
01/15/2019 13H,3340
01/15/2019 12H,3176
01/15/2019 11H,3063
01/15/2019 10H,2947
01/15/2019 09H,3046
01/15/2019 08H,3479
01/15/2019 07H,3605
01/15/2019 06H,4273
01/15/2019 05H,4856
01/15/2019 04H,5253
01/15/2019 03H,5342
01/15/2019 02H,5365
01/15/2019 01H,5064
01/15/2019 00H,4729
01/14/2019 23H,4319
01/14/2019 22H,4094
01/14/2019 21H,4020
01/14/2019 20H,3919
01/14/2019 19H,4315
01/14/2019 18H,4514
01/14/2019 17H,4694
01/14/2019 16H,4820
01/14/2019 15H,4817
01/14/2019 14H,4744
01/14/2019 13H,4217
01/14/2019 12H,3647
01/14/2019 11H,3328
01/14/2019 10H,3196
01/14/2019 09H,3346
01/14/2019 08H,3531
01/14/2019 07H,3820
01/14/2019 06H,4149
01/14/2019 05H,4432
01/14/2019 04H,4528
01/14/2019 03H,4455
01/14/2019 02H,4452
01/14/2019 01H,3958
01/14/2019 00H,3708
01/13/2019 23H,3189
01/13/2019 22H,2960
01/13/2019 21H,2689
01/13/2019 20H,2727
01/13/2019 19H,3047
01/13/2019 18H,3209
01/13/2019 17H,3621
01/13/2019 16H,3787
01/13/2019 15H,3918
01/13/2019 14H,3727
01/13/2019 13H,3046
01/13/2019 12H,2772
01/13/2019 11H,2761
01/13/2019 10H,2727
01/13/2019 09H,2766
01/13/2019 08H,2825
01/13/2019 07H,3507
01/13/2019 06H,4248
01/13/2019 05H,4388
01/13/2019 04H,4427
01/13/2019 03H,4967
01/13/2019 02H,4864
01/13/2019 01H,4056
01/13/2019 00H,3967
01/12/2019 23H,3369
01/12/2019 22H,3270
01/12/2019 21H,3150
01/12/2019 20H,3155
01/12/2019 19H,3274
01/12/2019 18H,3473
01/12/2019 17H,3722
01/12/2019 16H,3933
01/12/2019 15H,4028
01/12/2019 14H,3614
01/12/2019 13H,3483
01/12/2019 12H,3274
01/12/2019 11H,3191
01/12/2019 10H,3068
01/12/2019 09H,2979
01/12/2019 08H,3321
01/12/2019 07H,3529
01/12/2019 06H,3557
01/12/2019 05H,3331
01/12/2019 04H,3526
01/12/2019 03H,3471
01/12/2019 02H,4106
01/12/2019 01H,3860
01/12/2019 00H,3429
01/11/2019 23H,3347
01/11/2019 22H,3322
01/11/2019 21H,3090
01/11/2019 20H,3581
01/11/2019 19H,3246
01/11/2019 18H,3479
01/11/2019 17H,4140
01/11/2019 16H,4679
01/11/2019 15H,4572
01/11/2019 14H,4309
01/11/2019 13H,3868
01/11/2019 12H,3590
01/11/2019 11H,3528
01/11/2019 10H,4029
01/11/2019 09H,4072
01/11/2019 08H,3870
01/11/2019 07H,4027
01/11/2019 06H,4397
01/11/2019 05H,4644
01/11/2019 04H,4933
01/11/2019 03H,5012
01/11/2019 02H,5088
01/11/2019 01H,4513
01/11/2019 00H,3737
01/10/2019 23H,3449
01/10/2019 22H,3390
01/10/2019 21H,3572
01/10/2019 20H,3558
01/10/2019 19H,3444
01/10/2019 18H,3487
01/10/2019 17H,4052
01/10/2019 16H,4005
01/10/2019 15H,3990
01/10/2019 14H,3615
01/10/2019 13H,2850
01/10/2019 12H,2591
01/10/2019 11H,2460
01/10/2019 10H,2442
01/10/2019 09H,2427
01/10/2019 08H,2471
01/10/2019 07H,2816
01/10/2019 06H,3519
01/10/2019 05H,3964
01/10/2019 04H,4437
01/10/2019 03H,5064
01/10/2019 02H,5164
01/10/2019 01H,4684
01/10/2019 00H,4357
01/9/2019 23H,3631
01/9/2019 22H,3319
01/9/2019 21H,3018
01/9/2019 20H,3023
01/9/2019 19H,2911
01/9/2019 18H,3143
01/9/2019 17H,4194
01/9/2019 16H,4567
01/9/2019 15H,5019
01/9/2019 14H,4662
01/9/2019 13H,3969
01/9/2019 12H,3449
01/9/2019 11H,3322
01/9/2019 10H,3234
01/9/2019 09H,3302
01/9/2019 08H,3682
01/9/2019 07H,3887
01/9/2019 06H,4254
01/9/2019 05H,4597
01/9/2019 04H,4754
01/9/2019 03H,4865
01/9/2019 02H,4949
01/9/2019 01H,4458
01/9/2019 00H,3705
01/8/2019 23H,2813
01/8/2019 22H,2556
01/8/2019 21H,2556
01/8/2019 20H,2933
01/8/2019 19H,3462
01/8/2019 18H,3698
01/8/2019 17H,4289
01/8/2019 16H,4506
01/8/2019 15H,4896
01/8/2019 14H,4411
01/8/2019 13H,3602
01/8/2019 12H,3429
01/8/2019 11H,3331
01/8/2019 10H,3435
01/8/2019 09H,3321
01/8/2019 08H,3661
01/8/2019 07H,4041
01/8/2019 06H,4507
01/8/2019 05H,5278
01/8/2019 04H,5693
01/8/2019 03H,5262
01/8/2019 02H,5617
01/8/2019 01H,5010
01/8/2019 00H,3906
01/7/2019 23H,3389
01/7/2019 22H,3327
01/7/2019 21H,3319
01/7/2019 20H,3223
01/7/2019 19H,3616
01/7/2019 18H,3928
01/7/2019 17H,4863
01/7/2019 16H,5410
01/7/2019 15H,5752
01/7/2019 14H,5563
01/7/2019 13H,4707
01/7/2019 12H,4259
01/7/2019 11H,4028
01/7/2019 10H,4080
01/7/2019 09H,4019
01/7/2019 08H,3617
01/7/2019 07H,3924
01/7/2019 06H,4343
01/7/2019 05H,4769
01/7/2019 04H,4930
01/7/2019 03H,4971
01/7/2019 02H,5194
01/7/2019 01H,4848
01/7/2019 00H,4236
01/6/2019 23H,3312
01/6/2019 22H,3104
01/6/2019 21H,3269
01/6/2019 20H,3285
01/6/2019 19H,3318
01/6/2019 18H,3407
01/6/2019 17H,3368
01/6/2019 16H,3425
01/6/2019 15H,3304
01/6/2019 14H,3251
01/6/2019 13H,3132
01/6/2019 12H,3008
01/6/2019 11H,2945
01/6/2019 10H,3009
01/6/2019 09H,3426
01/6/2019 08H,3570
01/6/2019 07H,3929
01/6/2019 06H,4449
01/6/2019 05H,4997
01/6/2019 04H,5228
01/6/2019 03H,5139
01/6/2019 02H,5465
01/6/2019 01H,5587
01/6/2019 00H,4996
01/5/2019 23H,4117
01/5/2019 22H,3912
01/5/2019 21H,3766
01/5/2019 20H,4066
01/5/2019 19H,4301
01/5/2019 18H,4503
01/5/2019 17H,4608
01/5/2019 16H,4113
01/5/2019 15H,4358
01/5/2019 14H,4223
01/5/2019 13H,4050
01/5/2019 12H,3736
01/5/2019 11H,3802
01/5/2019 10H,3773
01/5/2019 09H,3859
01/5/2019 08H,4512
01/5/2019 07H,4801
01/5/2019 06H,5330
01/5/2019 05H,5607
01/5/2019 04H,5611
01/5/2019 03H,5582
01/5/2019 02H,5611
01/5/2019 01H,5428
01/5/2019 00H,4502
01/4/2019 23H,3815
01/4/2019 22H,3779
01/4/2019 21H,3858
01/4/2019 20H,3960
01/4/2019 19H,3925
01/4/2019 18H,4169
01/4/2019 17H,4774
01/4/2019 16H,6033
01/4/2019 15H,6472
01/4/2019 14H,5859
01/4/2019 13H,5169
01/4/2019 12H,4675
01/4/2019 11H,4627
01/4/2019 10H,4602
01/4/2019 09H,4322
01/4/2019 08H,4843
01/4/2019 07H,5109
01/4/2019 06H,5801
01/4/2019 05H,6252
01/4/2019 04H,6496
01/4/2019 03H,6731
01/4/2019 02H,6330
01/4/2019 01H,5448
01/4/2019 00H,4387
01/3/2019 23H,3804
01/3/2019 22H,3571
01/3/2019 21H,3551
01/3/2019 20H,3776
01/3/2019 19H,4076
01/3/2019 18H,4496
01/3/2019 17H,5204
01/3/2019 16H,6343
01/3/2019 15H,6789
01/3/2019 14H,6490
01/3/2019 13H,5793
01/3/2019 12H,5121
01/3/2019 11H,4780
01/3/2019 10H,4563
01/3/2019 09H,4686
01/3/2019 08H,4543
01/3/2019 07H,4941
01/3/2019 06H,5502
01/3/2019 05H,5942
01/3/2019 04H,6259
01/3/2019 03H,6244
01/3/2019 02H,5673
01/3/2019 01H,5241
01/3/2019 00H,4282
01/2/2019 23H,3440
01/2/2019 22H,3305
01/2/2019 21H,3393
01/2/2019 20H,3798
01/2/2019 19H,4036
01/2/2019 18H,4201
01/2/2019 17H,4930
01/2/2019 16H,5772
01/2/2019 15H,5967
01/2/2019 14H,5235
01/2/2019 13H,4441
01/2/2019 12H,3775
01/2/2019 11H,3559
01/2/2019 10H,3994
01/2/2019 09H,3820
01/2/2019 08H,3696
01/2/2019 07H,3738
01/2/2019 06H,4123
01/2/2019 05H,4633
01/2/2019 04H,5272
01/2/2019 03H,5314
01/2/2019 02H,5405
01/2/2019 01H,4737
01/2/2019 00H,3511
01/1/2019 23H,2968
01/1/2019 22H,2770
01/1/2019 21H,2721
01/1/2019 20H,2776
01/1/2019 19H,6302
01/1/2019 18H,3329
01/1/2019 17H,6501
01/1/2019 16H,4068
01/1/2019 15H,4119
01/1/2019 14H,4064
01/1/2019 13H,3740
01/1/2019 12H,3718
01/1/2019 11H,3833
01/1/2019 10H,3926
01/1/2019 09H,3969
01/1/2019 08H,4005
01/1/2019 07H,4578
01/1/2019 06H,4963
01/1/2019 05H,5189
01/1/2019 04H,5289
01/1/2019 03H,5504
01/1/2019 02H,6084
01/1/2019 01H,6079
01/1/2019 00H,5012
12/31/2018 23H,4466
12/31/2018 22H,4448
12/31/2018 21H,4408
12/31/2018 20H,4309
12/31/2018 19H,4441
12/31/2018 18H,4478
12/31/2018 17H,4513
12/31/2018 16H,4650
12/31/2018 15H,4513
12/31/2018 14H,4468
12/31/2018 13H,4370
12/31/2018 12H,3998
12/31/2018 11H,3708
12/31/2018 10H,3589
12/31/2018 09H,3496
12/31/2018 08H,3868
12/31/2018 07H,4333
12/31/2018 06H,4655
12/31/2018 05H,5145
12/31/2018 04H,4992
12/31/2018 03H,5065
12/31/2018 02H,4911
12/31/2018 01H,4444
12/31/2018 00H,3028
12/30/2018 23H,2641
12/30/2018 22H,2588
12/30/2018 21H,2781
12/30/2018 20H,2978
12/30/2018 19H,2991
12/30/2018 18H,3014
12/30/2018 17H,3423
12/30/2018 16H,4163
12/30/2018 15H,4462
12/30/2018 14H,4413
12/30/2018 13H,3867
12/30/2018 12H,3626
12/30/2018 11H,3536
12/30/2018 10H,3551
12/30/2018 09H,3479
12/30/2018 08H,3914
12/30/2018 07H,4099
12/30/2018 06H,4636
12/30/2018 05H,4605
12/30/2018 04H,4693
12/30/2018 03H,4723
12/30/2018 02H,4600
12/30/2018 01H,3881
12/30/2018 00H,3035
12/29/2018 23H,2818
12/29/2018 22H,2695
12/29/2018 21H,2739
12/29/2018 20H,2629
12/29/2018 19H,2784
12/29/2018 18H,3417
12/29/2018 17H,3831
12/29/2018 16H,4739
12/29/2018 15H,5045
12/29/2018 14H,4264
12/29/2018 13H,3861
12/29/2018 12H,3693
12/29/2018 11H,3648
12/29/2018 10H,3662
12/29/2018 09H,3671
12/29/2018 08H,3923
12/29/2018 07H,4157
12/29/2018 06H,4898
12/29/2018 05H,5698
12/29/2018 04H,5916
12/29/2018 03H,5758
12/29/2018 02H,5963
12/29/2018 01H,5348
12/29/2018 00H,4443
12/28/2018 23H,3617
12/28/2018 22H,3453
12/28/2018 21H,3212
12/28/2018 20H,3160
12/28/2018 19H,3020
12/28/2018 18H,3197
12/28/2018 17H,4118
12/28/2018 16H,4422
12/28/2018 15H,4566
12/28/2018 14H,4030
12/28/2018 13H,3365
12/28/2018 12H,2950
12/28/2018 11H,2975
12/28/2018 10H,2880
12/28/2018 09H,3085
12/28/2018 08H,3478
12/28/2018 07H,3753
12/28/2018 06H,4458
12/28/2018 05H,4852
12/28/2018 04H,4979
12/28/2018 03H,5088
12/28/2018 02H,5224
12/28/2018 01H,5087
12/28/2018 00H,4158
12/27/2018 23H,3463
12/27/2018 22H,3171
12/27/2018 21H,3216
12/27/2018 20H,3157
12/27/2018 19H,3454
12/27/2018 18H,3780
12/27/2018 17H,3726
12/27/2018 16H,4026
12/27/2018 15H,4223
12/27/2018 14H,3752
12/27/2018 13H,3521
12/27/2018 12H,3378
12/27/2018 11H,3229
12/27/2018 10H,3199
12/27/2018 09H,3155
12/27/2018 08H,3660
12/27/2018 07H,4031
12/27/2018 06H,4115
12/27/2018 05H,4294
12/27/2018 04H,4705
12/27/2018 03H,4947
12/27/2018 02H,5564
12/27/2018 01H,5297
12/27/2018 00H,4537
12/26/2018 23H,3985
12/26/2018 22H,4044
12/26/2018 21H,4041
12/26/2018 20H,4206
12/26/2018 19H,4169
12/26/2018 18H,4275
12/26/2018 17H,4562
12/26/2018 16H,4732
12/26/2018 15H,4716
12/26/2018 14H,4120
12/26/2018 13H,3643
12/26/2018 12H,3412
12/26/2018 11H,3333
12/26/2018 10H,3472
12/26/2018 09H,3559
12/26/2018 08H,3688
12/26/2018 07H,3758
12/26/2018 06H,4105
12/26/2018 05H,4096
12/26/2018 04H,3870
12/26/2018 03H,3728
12/26/2018 02H,3640
12/26/2018 01H,3669
12/26/2018 00H,3173
12/25/2018 23H,2843
12/25/2018 22H,2722
12/25/2018 21H,2859
12/25/2018 20H,2852
12/25/2018 19H,2856
12/25/2018 18H,2877
12/25/2018 17H,3162
12/25/2018 16H,3597
12/25/2018 15H,3635
12/25/2018 14H,3577
12/25/2018 13H,3272
12/25/2018 12H,3217
12/25/2018 11H,3162
12/25/2018 10H,2990
12/25/2018 09H,2966
12/25/2018 08H,3140
12/25/2018 07H,3250
12/25/2018 06H,3617
12/25/2018 05H,3677
12/25/2018 04H,3779
12/25/2018 03H,4040
12/25/2018 02H,4307
12/25/2018 01H,4054
12/25/2018 00H,3602
12/24/2018 23H,3033
12/24/2018 22H,2785
12/24/2018 21H,2886
12/24/2018 20H,2866
12/24/2018 19H,3261
12/24/2018 18H,3474
12/24/2018 17H,3615
12/24/2018 16H,4406
12/24/2018 15H,4562
12/24/2018 14H,4364
12/24/2018 13H,3804
12/24/2018 12H,3594
12/24/2018 11H,3559
12/24/2018 10H,3537
12/24/2018 09H,3634
12/24/2018 08H,3727
12/24/2018 07H,3843
12/24/2018 06H,4134
12/24/2018 05H,4580
12/24/2018 04H,4652
12/24/2018 03H,4711
12/24/2018 02H,4747
12/24/2018 01H,4591
12/24/2018 00H,3794
12/23/2018 23H,3185
12/23/2018 22H,2974
12/23/2018 21H,2775
12/23/2018 20H,2827
12/23/2018 19H,3430
12/23/2018 18H,3614
12/23/2018 17H,3795
12/23/2018 16H,4076
12/23/2018 15H,4444
12/23/2018 14H,4036
12/23/2018 13H,4052
12/23/2018 12H,3866
12/23/2018 11H,3669
12/23/2018 10H,3684
12/23/2018 09H,3766
12/23/2018 08H,3950
12/23/2018 07H,4066
12/23/2018 06H,4473
12/23/2018 05H,4752
12/23/2018 04H,4958
12/23/2018 03H,4905
12/23/2018 02H,4808
12/23/2018 01H,4551
12/23/2018 00H,3725
12/22/2018 23H,3178
12/22/2018 22H,2857
12/22/2018 21H,2579
12/22/2018 20H,2656
12/22/2018 19H,3109
12/22/2018 18H,3397
12/22/2018 17H,3629
12/22/2018 16H,3873
12/22/2018 15H,4864
12/22/2018 14H,4139
12/22/2018 13H,3548
12/22/2018 12H,3133
12/22/2018 11H,3025
12/22/2018 10H,2968
12/22/2018 09H,3085
12/22/2018 08H,3270
12/22/2018 07H,3400
12/22/2018 06H,4103
12/22/2018 05H,4159
12/22/2018 04H,4187
12/22/2018 03H,4372
12/22/2018 02H,4672
12/22/2018 01H,4317
12/22/2018 00H,3789
12/21/2018 23H,3284
12/21/2018 22H,3144
12/21/2018 21H,3331
12/21/2018 20H,3181
12/21/2018 19H,3534
12/21/2018 18H,3836
12/21/2018 17H,4241
12/21/2018 16H,4412
12/21/2018 15H,4498
12/21/2018 14H,4141
12/21/2018 13H,3371
12/21/2018 12H,2849
12/21/2018 11H,2754
12/21/2018 10H,2759
12/21/2018 09H,2831
12/21/2018 08H,3233
12/21/2018 07H,3378
12/21/2018 06H,4080
12/21/2018 05H,4928
12/21/2018 04H,5270
12/21/2018 03H,5143
12/21/2018 02H,5228
12/21/2018 01H,5027
12/21/2018 00H,4415
12/20/2018 23H,3365
12/20/2018 22H,3059
12/20/2018 21H,2898
12/20/2018 20H,3045
12/20/2018 19H,3306
12/20/2018 18H,3408
12/20/2018 17H,3585
12/20/2018 16H,4092
12/20/2018 15H,4672
12/20/2018 14H,4313
12/20/2018 13H,3405
12/20/2018 12H,3119
12/20/2018 11H,3005
12/20/2018 10H,2952
12/20/2018 09H,2884
12/20/2018 08H,3431
12/20/2018 07H,3490
12/20/2018 06H,3704
12/20/2018 05H,4685
12/20/2018 04H,4824
12/20/2018 03H,5083
12/20/2018 02H,5241
12/20/2018 01H,5246
12/20/2018 00H,4722
12/19/2018 23H,3646
12/19/2018 22H,3357
12/19/2018 21H,3443
12/19/2018 20H,3349
12/19/2018 19H,3231
12/19/2018 18H,3355
12/19/2018 17H,3568
12/19/2018 16H,3931
12/19/2018 15H,4454
12/19/2018 14H,4230
12/19/2018 13H,3657
12/19/2018 12H,3223
12/19/2018 11H,3010
12/19/2018 10H,3195
12/19/2018 09H,3440
12/19/2018 08H,3632
12/19/2018 07H,3969
12/19/2018 06H,4607
12/19/2018 05H,5127
12/19/2018 04H,5473
12/19/2018 03H,5620
12/19/2018 02H,5742
12/19/2018 01H,5513
12/19/2018 00H,4454
12/18/2018 23H,3801
12/18/2018 22H,3578
12/18/2018 21H,3516
12/18/2018 20H,3570
12/18/2018 19H,3798
12/18/2018 18H,3855
12/18/2018 17H,3889
12/18/2018 16H,4451
12/18/2018 15H,5122
12/18/2018 14H,4376
12/18/2018 13H,3542
12/18/2018 12H,3164
12/18/2018 11H,2915
12/18/2018 10H,2830
12/18/2018 09H,2888
12/18/2018 08H,3558
12/18/2018 07H,3900
12/18/2018 06H,4437
12/18/2018 05H,4904
12/18/2018 04H,5226
12/18/2018 03H,6022
12/18/2018 02H,6665
12/18/2018 01H,6401
12/18/2018 00H,5571
12/17/2018 23H,5266
12/17/2018 22H,4627
12/17/2018 21H,4380
12/17/2018 20H,4406
12/17/2018 19H,4547
12/17/2018 18H,4844
12/17/2018 17H,4963
12/17/2018 16H,5054
12/17/2018 15H,5270
12/17/2018 14H,4600
12/17/2018 13H,3618
12/17/2018 12H,3115
12/17/2018 11H,3055
12/17/2018 10H,3006
12/17/2018 09H,3076
12/17/2018 08H,3347
12/17/2018 07H,3753
12/17/2018 06H,4074
12/17/2018 05H,4268
12/17/2018 04H,4874
12/17/2018 03H,5157
12/17/2018 02H,5249
12/17/2018 01H,4506
12/17/2018 00H,3725
12/16/2018 23H,3221
12/16/2018 22H,2956
12/16/2018 21H,2800
12/16/2018 20H,2782
12/16/2018 19H,3046
12/16/2018 18H,3246
12/16/2018 17H,3646
12/16/2018 16H,3967
12/16/2018 15H,4465
12/16/2018 14H,4358
12/16/2018 13H,4181
12/16/2018 12H,3814
12/16/2018 11H,3805
12/16/2018 10H,3689
12/16/2018 09H,3702
12/16/2018 08H,3776
12/16/2018 07H,4062
12/16/2018 06H,4473
12/16/2018 05H,4618
12/16/2018 04H,4701
12/16/2018 03H,4758
12/16/2018 02H,4716
12/16/2018 01H,4538
12/16/2018 00H,3840
12/15/2018 23H,3230
12/15/2018 22H,3004
12/15/2018 21H,3034
12/15/2018 20H,3140
12/15/2018 19H,3537
12/15/2018 18H,3792
12/15/2018 17H,4078
12/15/2018 16H,4284
12/15/2018 15H,4287
12/15/2018 14H,3933
12/15/2018 13H,3614
12/15/2018 12H,3275
12/15/2018 11H,3247
12/15/2018 10H,3299
12/15/2018 09H,3240
12/15/2018 08H,3478
12/15/2018 07H,4102
12/15/2018 06H,4746
12/15/2018 05H,5021
12/15/2018 04H,5245
12/15/2018 03H,5249
12/15/2018 02H,5449
12/15/2018 01H,5198
12/15/2018 00H,4393
12/14/2018 23H,3944
12/14/2018 22H,3703
12/14/2018 21H,3698
12/14/2018 20H,3728
12/14/2018 19H,3963
12/14/2018 18H,4331
