Net generation from natural gas for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.NG.H
19:20:20 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.NG.H megawatthours
10/6/2021 20H,19212
10/6/2021 19H,18836
10/6/2021 18H,18566
10/6/2021 17H,17849
10/6/2021 16H,17417
10/6/2021 15H,16876
10/6/2021 14H,16424
10/6/2021 13H,15684
10/6/2021 12H,15122
10/6/2021 11H,13116
10/6/2021 10H,11623
10/6/2021 09H,11449
10/6/2021 08H,11527
10/6/2021 07H,11197
10/6/2021 06H,12077
10/6/2021 05H,12954
10/6/2021 04H,13844
10/6/2021 03H,15732
10/6/2021 02H,17590
10/6/2021 01H,18283
10/6/2021 00H,18322
10/5/2021 23H,17787
10/5/2021 22H,17610
10/5/2021 21H,17382
10/5/2021 20H,17842
10/5/2021 19H,17726
10/5/2021 18H,17482
10/5/2021 17H,17148
10/5/2021 16H,16947
10/5/2021 15H,16964
10/5/2021 14H,16539
10/5/2021 13H,16511
10/5/2021 12H,16077
10/5/2021 11H,14141
10/5/2021 10H,13041
10/5/2021 09H,12497
10/5/2021 08H,12453
10/5/2021 07H,12704
10/5/2021 06H,13325
10/5/2021 05H,13834
10/5/2021 04H,14627
10/5/2021 03H,15859
10/5/2021 02H,17307
10/5/2021 01H,18567
10/5/2021 00H,18557
10/4/2021 23H,18461
10/4/2021 22H,18821
10/4/2021 21H,19033
10/4/2021 20H,19295
10/4/2021 19H,19180
10/4/2021 18H,18529
10/4/2021 17H,17655
10/4/2021 16H,17115
10/4/2021 15H,16333
10/4/2021 14H,15510
10/4/2021 13H,15492
10/4/2021 12H,15624
10/4/2021 11H,14087
10/4/2021 10H,12397
10/4/2021 09H,11510
10/4/2021 08H,11434
10/4/2021 07H,11582
10/4/2021 06H,12126
10/4/2021 05H,12898
10/4/2021 04H,14113
10/4/2021 03H,15769
10/4/2021 02H,17062
10/4/2021 01H,17859
10/4/2021 00H,17724
10/3/2021 23H,17339
10/3/2021 22H,17179
10/3/2021 21H,17608
10/3/2021 20H,17715
10/3/2021 19H,17229
10/3/2021 18H,16507
10/3/2021 17H,15786
10/3/2021 16H,14627
10/3/2021 15H,13784
10/3/2021 14H,12683
10/3/2021 13H,11730
10/3/2021 12H,11545
10/3/2021 11H,11220
10/3/2021 10H,11342
10/3/2021 09H,11422
10/3/2021 08H,11859
10/3/2021 07H,12436
10/3/2021 06H,12698
10/3/2021 05H,13019
10/3/2021 04H,14357
10/3/2021 03H,15938
10/3/2021 02H,17486
10/3/2021 01H,18368
10/3/2021 00H,18636
10/2/2021 23H,18368
10/2/2021 22H,18556
10/2/2021 21H,18760
10/2/2021 20H,18983
10/2/2021 19H,19154
10/2/2021 18H,18138
10/2/2021 17H,17041
10/2/2021 16H,15524
10/2/2021 15H,14366
10/2/2021 14H,13426
10/2/2021 13H,12794
10/2/2021 12H,12466
10/2/2021 11H,11781
10/2/2021 10H,11695
10/2/2021 09H,11431
10/2/2021 08H,11605
10/2/2021 07H,12150
10/2/2021 06H,12701
10/2/2021 05H,13501
10/2/2021 04H,14924
10/2/2021 03H,16409
10/2/2021 02H,17989
10/2/2021 01H,18707
10/2/2021 00H,19009
10/1/2021 23H,19733
10/1/2021 22H,20097
10/1/2021 21H,19578
10/1/2021 20H,19832
10/1/2021 19H,19832
10/1/2021 18H,18885
10/1/2021 17H,17307
10/1/2021 16H,15775
10/1/2021 15H,14630
10/1/2021 14H,14156
10/1/2021 13H,14038
10/1/2021 12H,14212
10/1/2021 11H,13194
10/1/2021 10H,11574
10/1/2021 09H,11097
10/1/2021 08H,11137
10/1/2021 07H,11417
10/1/2021 06H,12314
10/1/2021 05H,14060
10/1/2021 04H,15455
10/1/2021 03H,17353
10/1/2021 02H,19040
10/1/2021 01H,19578
10/1/2021 00H,20030
09/30/2021 23H,19862
09/30/2021 22H,19974
09/30/2021 21H,20046
09/30/2021 20H,19952
09/30/2021 19H,19034
09/30/2021 18H,18112
09/30/2021 17H,17096
09/30/2021 16H,16395
09/30/2021 15H,15172
09/30/2021 14H,14288
09/30/2021 13H,13711
09/30/2021 12H,13369
09/30/2021 11H,12355
09/30/2021 10H,10989
09/30/2021 09H,10478
09/30/2021 08H,10874
09/30/2021 07H,11701
09/30/2021 06H,11874
09/30/2021 05H,12799
09/30/2021 04H,14738
09/30/2021 03H,17066
09/30/2021 02H,19017
09/30/2021 01H,20275
09/30/2021 00H,20909
09/29/2021 23H,21422
09/29/2021 22H,21609
09/29/2021 21H,21611
09/29/2021 20H,20891
09/29/2021 19H,20138
09/29/2021 18H,19504
09/29/2021 17H,18303
09/29/2021 16H,16583
09/29/2021 15H,15200
09/29/2021 14H,13940
09/29/2021 13H,13408
09/29/2021 12H,13086
09/29/2021 11H,12464
09/29/2021 10H,11225
09/29/2021 09H,10810
09/29/2021 08H,10946
09/29/2021 07H,11345
09/29/2021 06H,12028
09/29/2021 05H,12448
09/29/2021 04H,14414
09/29/2021 03H,16506
09/29/2021 02H,17860
09/29/2021 01H,19035
09/29/2021 00H,19516
09/28/2021 23H,20008
09/28/2021 22H,20139
09/28/2021 21H,19886
09/28/2021 20H,19524
09/28/2021 19H,19974
09/28/2021 18H,19090
09/28/2021 17H,18232
09/28/2021 16H,16791
09/28/2021 15H,14992
09/28/2021 14H,13640
09/28/2021 13H,13487
09/28/2021 12H,13840
09/28/2021 11H,12933
09/28/2021 10H,11558
09/28/2021 09H,10884
09/28/2021 08H,10979
09/28/2021 07H,11444
09/28/2021 06H,11960
09/28/2021 05H,12231
09/28/2021 04H,13555
09/28/2021 03H,16203
09/28/2021 02H,17996
09/28/2021 01H,19912
09/28/2021 00H,20550
09/27/2021 23H,20705
09/27/2021 22H,20767
09/27/2021 21H,20876
09/27/2021 20H,20134
09/27/2021 19H,19162
09/27/2021 18H,18496
09/27/2021 17H,17305
09/27/2021 16H,15848
09/27/2021 15H,14165
09/27/2021 14H,13214
09/27/2021 13H,13046
09/27/2021 12H,13250
09/27/2021 11H,12100
09/27/2021 10H,11196
09/27/2021 09H,10568
09/27/2021 08H,10232
09/27/2021 07H,10656
09/27/2021 06H,10882
09/27/2021 05H,11426
09/27/2021 04H,12430
09/27/2021 03H,14393
09/27/2021 02H,15925
09/27/2021 01H,17337
09/27/2021 00H,17588
09/26/2021 23H,17859
09/26/2021 22H,17339
09/26/2021 21H,16482
09/26/2021 20H,15797
09/26/2021 19H,14355
09/26/2021 18H,13469
09/26/2021 17H,12205
09/26/2021 16H,10569
09/26/2021 15H,9692
09/26/2021 14H,8850
09/26/2021 13H,8767
09/26/2021 12H,8999
09/26/2021 11H,9183
09/26/2021 10H,8943
09/26/2021 09H,8912
09/26/2021 08H,8730
09/26/2021 07H,9106
09/26/2021 06H,8900
09/26/2021 05H,9333
09/26/2021 04H,10773
09/26/2021 03H,12379
09/26/2021 02H,13325
09/26/2021 01H,14556
09/26/2021 00H,15551
09/25/2021 23H,16005
09/25/2021 22H,15631
09/25/2021 21H,15155
09/25/2021 20H,14758
09/25/2021 19H,14171
09/25/2021 18H,13552
09/25/2021 17H,12628
09/25/2021 16H,11676
09/25/2021 15H,10910
09/25/2021 14H,10572
09/25/2021 13H,10311
09/25/2021 12H,10248
09/25/2021 11H,9680
09/25/2021 10H,9210
09/25/2021 09H,8950
09/25/2021 08H,9028
09/25/2021 07H,9142
09/25/2021 06H,9193
09/25/2021 05H,10083
09/25/2021 04H,10858
09/25/2021 03H,12005
09/25/2021 02H,12763
09/25/2021 01H,13724
09/25/2021 00H,14007
09/24/2021 23H,14114
09/24/2021 22H,13692
09/24/2021 21H,13872
09/24/2021 20H,13391
09/24/2021 19H,12524
09/24/2021 18H,12113
09/24/2021 17H,11822
09/24/2021 16H,11616
09/24/2021 15H,11407
09/24/2021 14H,11077
09/24/2021 13H,11471
09/24/2021 12H,12008
09/24/2021 11H,10916
09/24/2021 10H,9672
09/24/2021 09H,8604
09/24/2021 08H,8430
09/24/2021 07H,8665
09/24/2021 06H,8627
09/24/2021 05H,9064
09/24/2021 04H,10368
09/24/2021 03H,11863
09/24/2021 02H,13323
09/24/2021 01H,14924
09/24/2021 00H,15005
09/23/2021 23H,14839
09/23/2021 22H,14071
09/23/2021 21H,13843
09/23/2021 20H,13383
09/23/2021 19H,12965
09/23/2021 18H,12354
09/23/2021 17H,11876
09/23/2021 16H,11778
09/23/2021 15H,11597
09/23/2021 14H,11483
09/23/2021 13H,11722
09/23/2021 12H,12233
09/23/2021 11H,10696
09/23/2021 10H,9419
09/23/2021 09H,8876
09/23/2021 08H,8730
09/23/2021 07H,8902
09/23/2021 06H,9573
09/23/2021 05H,10350
09/23/2021 04H,11648
09/23/2021 03H,13186
09/23/2021 02H,14659
09/23/2021 01H,15341
09/23/2021 00H,15638
09/22/2021 23H,16337
09/22/2021 22H,16711
09/22/2021 21H,16879
09/22/2021 20H,17511
09/22/2021 19H,17276
09/22/2021 18H,16586
09/22/2021 17H,16272
09/22/2021 16H,16454
09/22/2021 15H,16159
09/22/2021 14H,15702
09/22/2021 13H,15453
09/22/2021 12H,14835
09/22/2021 11H,13964
09/22/2021 10H,12469
09/22/2021 09H,12266
09/22/2021 08H,12326
09/22/2021 07H,12776
09/22/2021 06H,13064
09/22/2021 05H,13534
09/22/2021 04H,15326
09/22/2021 03H,17736
09/22/2021 02H,18992
09/22/2021 01H,20226
09/22/2021 00H,20688
09/21/2021 23H,21306
09/21/2021 22H,21624
09/21/2021 21H,21631
09/21/2021 20H,20967
09/21/2021 19H,20304
09/21/2021 18H,19569
09/21/2021 17H,18357
09/21/2021 16H,17631
09/21/2021 15H,16792
09/21/2021 14H,15949
09/21/2021 13H,15380
09/21/2021 12H,14953
09/21/2021 11H,13892
09/21/2021 10H,12843
09/21/2021 09H,12194
09/21/2021 08H,12230
09/21/2021 07H,12365
09/21/2021 06H,12405
09/21/2021 05H,12797
09/21/2021 04H,14524
09/21/2021 03H,16583
09/21/2021 02H,18156
09/21/2021 01H,19320
09/21/2021 00H,19507
09/20/2021 23H,19536
09/20/2021 22H,19547
09/20/2021 21H,19175
09/20/2021 20H,19064
09/20/2021 19H,18962
09/20/2021 18H,18615
09/20/2021 17H,17903
09/20/2021 16H,17467
09/20/2021 15H,16793
09/20/2021 14H,16473
09/20/2021 13H,15997
09/20/2021 12H,15231
09/20/2021 11H,13763
09/20/2021 10H,12603
09/20/2021 09H,11728
09/20/2021 08H,11617
09/20/2021 07H,12147
09/20/2021 06H,12099
09/20/2021 05H,12729
09/20/2021 04H,13446
09/20/2021 03H,15696
09/20/2021 02H,17490
09/20/2021 01H,18538
09/20/2021 00H,18542
09/19/2021 23H,18867
09/19/2021 22H,18948
09/19/2021 21H,18985
09/19/2021 20H,18569
09/19/2021 19H,18518
09/19/2021 18H,17615
09/19/2021 17H,16640
09/19/2021 16H,15467
09/19/2021 15H,14496
09/19/2021 14H,13390
09/19/2021 13H,11909
09/19/2021 12H,11293
09/19/2021 11H,10876
09/19/2021 10H,10813
09/19/2021 09H,11060
09/19/2021 08H,11385
09/19/2021 07H,11524
09/19/2021 06H,11725
09/19/2021 05H,12545
09/19/2021 04H,14157
09/19/2021 03H,15622
09/19/2021 02H,17086
09/19/2021 01H,18426
09/19/2021 00H,18774
09/18/2021 23H,19022
09/18/2021 22H,19640
09/18/2021 21H,19645
09/18/2021 20H,19502
09/18/2021 19H,19350
09/18/2021 18H,19828
09/18/2021 17H,18973
09/18/2021 16H,17550
09/18/2021 15H,15525
09/18/2021 14H,13739
09/18/2021 13H,12854
09/18/2021 12H,12511
09/18/2021 11H,12250
09/18/2021 10H,12310
09/18/2021 09H,12421
09/18/2021 08H,13056
09/18/2021 07H,13375
09/18/2021 06H,12942
09/18/2021 05H,13674
09/18/2021 04H,14729
09/18/2021 03H,15991
09/18/2021 02H,17350
09/18/2021 01H,18093
09/18/2021 00H,18011
09/17/2021 23H,18200
09/17/2021 22H,18583
09/17/2021 21H,18737
09/17/2021 20H,18649
09/17/2021 19H,18450
09/17/2021 18H,17806
09/17/2021 17H,17645
09/17/2021 16H,17116
09/17/2021 15H,16434
09/17/2021 14H,16048
09/17/2021 13H,15364
09/17/2021 12H,14854
09/17/2021 11H,13718
09/17/2021 10H,12294
09/17/2021 09H,12127
09/17/2021 08H,12224
09/17/2021 07H,12316
09/17/2021 06H,12582
09/17/2021 05H,13442
09/17/2021 04H,14530
09/17/2021 03H,16020
09/17/2021 02H,17267
09/17/2021 01H,17862
09/17/2021 00H,17561
09/16/2021 23H,16831
09/16/2021 22H,16835
09/16/2021 21H,16624
09/16/2021 20H,16576
09/16/2021 19H,16925
09/16/2021 18H,17080
09/16/2021 17H,16715
09/16/2021 16H,15952
09/16/2021 15H,15270
09/16/2021 14H,14865
09/16/2021 13H,14444
09/16/2021 12H,13767
09/16/2021 11H,12447
09/16/2021 10H,11310
09/16/2021 09H,10719
09/16/2021 08H,10393
09/16/2021 07H,10384
09/16/2021 06H,10682
09/16/2021 05H,11609
09/16/2021 04H,12788
09/16/2021 03H,14233
09/16/2021 02H,15376
09/16/2021 01H,15744
09/16/2021 00H,15472
09/15/2021 23H,15119
09/15/2021 22H,15340
09/15/2021 21H,15801
09/15/2021 20H,16406
09/15/2021 19H,16860
09/15/2021 18H,17257
09/15/2021 17H,16901
09/15/2021 16H,16316
09/15/2021 15H,14893
09/15/2021 14H,14006
09/15/2021 13H,13337
09/15/2021 12H,13095
09/15/2021 11H,12380
09/15/2021 10H,12048
09/15/2021 09H,11826
09/15/2021 08H,12268
09/15/2021 07H,12289
09/15/2021 06H,12374
09/15/2021 05H,12914
09/15/2021 04H,14447
09/15/2021 03H,17139
09/15/2021 02H,19784
09/15/2021 01H,20625
09/15/2021 00H,20587
09/14/2021 23H,21132
09/14/2021 22H,21763
09/14/2021 21H,21920
09/14/2021 20H,21804
09/14/2021 19H,21280
09/14/2021 18H,20733
09/14/2021 17H,19571
09/14/2021 16H,17708
09/14/2021 15H,16346
09/14/2021 14H,14835
09/14/2021 13H,13674
09/14/2021 12H,13326
09/14/2021 11H,12725
09/14/2021 10H,12196
09/14/2021 09H,11806
09/14/2021 08H,11814
09/14/2021 07H,12008
09/14/2021 06H,12283
09/14/2021 05H,13003
09/14/2021 04H,14718
09/14/2021 03H,17420
09/14/2021 02H,19933
09/14/2021 01H,21227
09/14/2021 00H,21637
09/13/2021 23H,22261
09/13/2021 22H,22689
09/13/2021 21H,22659
09/13/2021 20H,22480
09/13/2021 19H,22356
09/13/2021 18H,21568
09/13/2021 17H,19650
09/13/2021 16H,17731
09/13/2021 15H,16211
09/13/2021 14H,14912
09/13/2021 13H,13666
09/13/2021 12H,13498
09/13/2021 11H,12486
09/13/2021 10H,11307
09/13/2021 09H,11192
09/13/2021 08H,11201
09/13/2021 07H,11338
09/13/2021 06H,11634
09/13/2021 05H,12668
09/13/2021 04H,14099
09/13/2021 03H,16216
09/13/2021 02H,18108
09/13/2021 01H,19460
09/13/2021 00H,19888
09/12/2021 23H,20390
09/12/2021 22H,20563
09/12/2021 21H,20765
09/12/2021 20H,20086
09/12/2021 19H,19350
09/12/2021 18H,18132
09/12/2021 17H,16664
09/12/2021 16H,14477
09/12/2021 15H,12620
09/12/2021 14H,11066
09/12/2021 13H,10262
09/12/2021 12H,9665
09/12/2021 11H,9933
09/12/2021 10H,9853
09/12/2021 09H,9674
09/12/2021 08H,9834
09/12/2021 07H,9852
09/12/2021 06H,10147
09/12/2021 05H,11274
09/12/2021 04H,12730
09/12/2021 03H,14369
09/12/2021 02H,15884
09/12/2021 01H,17562
09/12/2021 00H,18436
09/11/2021 23H,19418
09/11/2021 22H,19565
09/11/2021 21H,19820
09/11/2021 20H,19499
09/11/2021 19H,18578
09/11/2021 18H,16965
09/11/2021 17H,15669
09/11/2021 16H,13954
09/11/2021 15H,12075
09/11/2021 14H,10653
09/11/2021 13H,9537
09/11/2021 12H,9273
09/11/2021 11H,8878
09/11/2021 10H,8641
09/11/2021 09H,8732
09/11/2021 08H,9023
09/11/2021 07H,9110
09/11/2021 06H,9582
09/11/2021 05H,10433
09/11/2021 04H,12151
09/11/2021 03H,13498
09/11/2021 02H,14590
09/11/2021 01H,15727
09/11/2021 00H,16577
09/10/2021 23H,17262
09/10/2021 22H,17162
09/10/2021 21H,16688
09/10/2021 20H,16279
09/10/2021 19H,15835
09/10/2021 18H,15204
09/10/2021 17H,14211
09/10/2021 16H,13091
09/10/2021 15H,11993
09/10/2021 14H,11314
09/10/2021 13H,10765
09/10/2021 12H,10645
09/10/2021 11H,10280
09/10/2021 10H,9786
09/10/2021 09H,9407
09/10/2021 08H,9460
09/10/2021 07H,9613
09/10/2021 06H,9908
09/10/2021 05H,10685
09/10/2021 04H,11967
09/10/2021 03H,13930
09/10/2021 02H,15688
09/10/2021 01H,17193
09/10/2021 00H,17952
09/9/2021 23H,18443
09/9/2021 22H,18351
09/9/2021 21H,18390
09/9/2021 20H,18083
09/9/2021 19H,18038
09/9/2021 18H,17278
09/9/2021 17H,16621
09/9/2021 16H,15532
09/9/2021 15H,14520
09/9/2021 14H,13971
09/9/2021 13H,13277
09/9/2021 12H,12932
09/9/2021 11H,12349
09/9/2021 10H,11776
09/9/2021 09H,11211
09/9/2021 08H,11312
09/9/2021 07H,11457
09/9/2021 06H,11787
09/9/2021 05H,12603
09/9/2021 04H,13786
09/9/2021 03H,15733
09/9/2021 02H,17923
09/9/2021 01H,18782
09/9/2021 00H,18453
09/8/2021 23H,18647
09/8/2021 22H,19383
09/8/2021 21H,19794
09/8/2021 20H,19523
09/8/2021 19H,19956
09/8/2021 18H,19604
09/8/2021 17H,18952
09/8/2021 16H,17693
09/8/2021 15H,15843
09/8/2021 14H,15059
09/8/2021 13H,14117
09/8/2021 12H,13258
09/8/2021 11H,12745
09/8/2021 10H,12457
09/8/2021 09H,12215
09/8/2021 08H,12195
09/8/2021 07H,12195
09/8/2021 06H,12434
09/8/2021 05H,12983
09/8/2021 04H,14759
09/8/2021 03H,17052
09/8/2021 02H,19502
09/8/2021 01H,20596
09/8/2021 00H,20518
09/7/2021 23H,20512
09/7/2021 22H,20487
09/7/2021 21H,20289
09/7/2021 20H,20480
09/7/2021 19H,20419
09/7/2021 18H,19821
09/7/2021 17H,18626
09/7/2021 16H,16642
09/7/2021 15H,15059
09/7/2021 14H,14099
09/7/2021 13H,12950
09/7/2021 12H,12411
09/7/2021 11H,11861
09/7/2021 10H,11117
09/7/2021 09H,10681
09/7/2021 08H,10733
09/7/2021 07H,10640
09/7/2021 06H,11125
09/7/2021 05H,11951
09/7/2021 04H,13592
09/7/2021 03H,15669
09/7/2021 02H,17639
09/7/2021 01H,18575
09/7/2021 00H,19321
09/6/2021 23H,19537
09/6/2021 22H,19510
09/6/2021 21H,19401
09/6/2021 20H,19205
09/6/2021 19H,19060
09/6/2021 18H,17990
09/6/2021 17H,16523
09/6/2021 16H,14928
09/6/2021 15H,13329
09/6/2021 14H,11136
09/6/2021 13H,10232
09/6/2021 12H,10099
09/6/2021 11H,10048
09/6/2021 10H,9943
09/6/2021 09H,9796
09/6/2021 08H,9704
09/6/2021 07H,10006
09/6/2021 06H,10189
09/6/2021 05H,11747
09/6/2021 04H,13564
09/6/2021 03H,15154
09/6/2021 02H,16174
09/6/2021 01H,17169
09/6/2021 00H,18117
09/5/2021 23H,18685
09/5/2021 22H,19082
09/5/2021 21H,18933
09/5/2021 20H,18295
09/5/2021 19H,17806
09/5/2021 18H,16506
09/5/2021 17H,15234
09/5/2021 16H,13137
09/5/2021 15H,11336
09/5/2021 14H,9630
09/5/2021 13H,9094
09/5/2021 12H,8618
09/5/2021 11H,8787
09/5/2021 10H,8470
09/5/2021 09H,8707
09/5/2021 08H,9013
09/5/2021 07H,8953
09/5/2021 06H,9750
09/5/2021 05H,10761
09/5/2021 04H,12361
09/5/2021 03H,14130
09/5/2021 02H,15534
09/5/2021 01H,16463
09/5/2021 00H,17750
09/4/2021 23H,18281
09/4/2021 22H,18502
09/4/2021 21H,18533
09/4/2021 20H,18132
09/4/2021 19H,16996
09/4/2021 18H,16179
09/4/2021 17H,14912
09/4/2021 16H,13275
09/4/2021 15H,11305
09/4/2021 14H,9911
09/4/2021 13H,9074
09/4/2021 12H,8816
09/4/2021 11H,9029
09/4/2021 10H,8760
09/4/2021 09H,8637
09/4/2021 08H,9187
09/4/2021 07H,9639
09/4/2021 06H,10333
09/4/2021 05H,11182
09/4/2021 04H,12850
09/4/2021 03H,14520
09/4/2021 02H,15875
09/4/2021 01H,16936
09/4/2021 00H,17689
09/3/2021 23H,18160
09/3/2021 22H,18999
09/3/2021 21H,18865
09/3/2021 20H,18762
09/3/2021 19H,18071
09/3/2021 18H,17420
09/3/2021 17H,16484
09/3/2021 16H,15244
09/3/2021 15H,13677
09/3/2021 14H,12509
09/3/2021 13H,11594
09/3/2021 12H,11569
09/3/2021 11H,10944
09/3/2021 10H,9713
09/3/2021 09H,9472
09/3/2021 08H,9870
09/3/2021 07H,10648
09/3/2021 06H,11464
09/3/2021 05H,12298
09/3/2021 04H,13752
09/3/2021 03H,15432
09/3/2021 02H,17486
09/3/2021 01H,18151
09/3/2021 00H,19084
09/2/2021 23H,19161
09/2/2021 22H,19706
09/2/2021 21H,19855
09/2/2021 20H,19426
09/2/2021 19H,18995
09/2/2021 18H,17757
09/2/2021 17H,16826
09/2/2021 16H,15867
09/2/2021 15H,14595
09/2/2021 14H,13488
09/2/2021 13H,12666
09/2/2021 12H,12686
09/2/2021 11H,12026
09/2/2021 10H,10556
09/2/2021 09H,10234
09/2/2021 08H,10266
09/2/2021 07H,11023
09/2/2021 06H,11947
09/2/2021 05H,12970
09/2/2021 04H,14297
09/2/2021 03H,15531
09/2/2021 02H,17382
09/2/2021 01H,18747
09/2/2021 00H,19550
09/1/2021 23H,20085
09/1/2021 22H,20178
09/1/2021 21H,20140
09/1/2021 20H,20503
09/1/2021 19H,20453
09/1/2021 18H,19594
09/1/2021 17H,18131
09/1/2021 16H,16794
09/1/2021 15H,15456
09/1/2021 14H,15133
09/1/2021 13H,14472
09/1/2021 12H,14045
09/1/2021 11H,13100
09/1/2021 10H,12087
09/1/2021 09H,11683
09/1/2021 08H,11279
09/1/2021 07H,11691
09/1/2021 06H,12341
09/1/2021 05H,13243
09/1/2021 04H,14421
09/1/2021 03H,15930
09/1/2021 02H,16609
09/1/2021 01H,16903
09/1/2021 00H,16951
08/31/2021 23H,17047
08/31/2021 22H,16952
08/31/2021 21H,17069
08/31/2021 20H,17199
08/31/2021 19H,17608
08/31/2021 18H,17521
08/31/2021 17H,17229
08/31/2021 16H,16518
08/31/2021 15H,15999
08/31/2021 14H,15255
08/31/2021 13H,14652
08/31/2021 12H,13925
08/31/2021 11H,13681
08/31/2021 10H,12484
08/31/2021 09H,11966
08/31/2021 08H,11978
08/31/2021 07H,12154
08/31/2021 06H,12715
08/31/2021 05H,13460
08/31/2021 04H,14518
08/31/2021 03H,16082
08/31/2021 02H,17164
08/31/2021 01H,18345
08/31/2021 00H,19091
08/30/2021 23H,19489
08/30/2021 22H,19845
08/30/2021 21H,20178
08/30/2021 20H,20580
08/30/2021 19H,21057
08/30/2021 18H,20847
08/30/2021 17H,19892
08/30/2021 16H,18048
08/30/2021 15H,16007
08/30/2021 14H,15636
08/30/2021 13H,15127
08/30/2021 12H,14409
08/30/2021 11H,13684
08/30/2021 10H,12316
08/30/2021 09H,11508
08/30/2021 08H,11501
08/30/2021 07H,12399
08/30/2021 06H,12878
08/30/2021 05H,13401
08/30/2021 04H,14757
08/30/2021 03H,16242
08/30/2021 02H,18224
08/30/2021 01H,19030
08/30/2021 00H,19513
08/29/2021 23H,19878
08/29/2021 22H,20199
08/29/2021 21H,20168
08/29/2021 20H,19812
08/29/2021 19H,19334
08/29/2021 18H,18902
08/29/2021 17H,18127
08/29/2021 16H,16626
08/29/2021 15H,15793
08/29/2021 14H,14303
08/29/2021 13H,13081
08/29/2021 12H,12366
08/29/2021 11H,11988
08/29/2021 10H,12045
08/29/2021 09H,12184
08/29/2021 08H,12423
08/29/2021 07H,12601
08/29/2021 06H,13115
08/29/2021 05H,13574
08/29/2021 04H,15034
08/29/2021 03H,16373
08/29/2021 02H,18294
08/29/2021 01H,19409
08/29/2021 00H,20144
08/28/2021 23H,21355
08/28/2021 22H,21670
08/28/2021 21H,21674
08/28/2021 20H,21326
08/28/2021 19H,20229
08/28/2021 18H,19858
08/28/2021 17H,18801
08/28/2021 16H,17008
08/28/2021 15H,15771
08/28/2021 14H,14911
08/28/2021 13H,14002
08/28/2021 12H,13116
08/28/2021 11H,12242
08/28/2021 10H,11913
08/28/2021 09H,11833
08/28/2021 08H,12258
08/28/2021 07H,12648
08/28/2021 06H,13118
08/28/2021 05H,14103
08/28/2021 04H,15240
08/28/2021 03H,16864
08/28/2021 02H,18644
08/28/2021 01H,19544
08/28/2021 00H,20382
08/27/2021 23H,21487
08/27/2021 22H,22013
08/27/2021 21H,22313
08/27/2021 20H,22055
08/27/2021 19H,21321
08/27/2021 18H,20864
08/27/2021 17H,19804
08/27/2021 16H,18027
08/27/2021 15H,16779
08/27/2021 14H,15940
08/27/2021 13H,15119
08/27/2021 12H,15004
08/27/2021 11H,14321
08/27/2021 10H,13259
08/27/2021 09H,12755
08/27/2021 08H,13015
08/27/2021 07H,13372
08/27/2021 06H,13915
08/27/2021 05H,14547
08/27/2021 04H,15746
08/27/2021 03H,18386
08/27/2021 02H,20646
08/27/2021 01H,21778
08/27/2021 00H,22100
08/26/2021 23H,22619
08/26/2021 22H,22781
08/26/2021 21H,22468
08/26/2021 20H,22031
08/26/2021 19H,22028
08/26/2021 18H,21117
08/26/2021 17H,19714
08/26/2021 16H,17889
08/26/2021 15H,16541
08/26/2021 14H,15358
08/26/2021 13H,14847
08/26/2021 12H,14700
08/26/2021 11H,13711
08/26/2021 10H,12615
08/26/2021 09H,12296
08/26/2021 08H,12460
08/26/2021 07H,13047
08/26/2021 06H,13706
08/26/2021 05H,14500
08/26/2021 04H,15907
08/26/2021 03H,18284
08/26/2021 02H,20543
08/26/2021 01H,21725
08/26/2021 00H,22648
08/25/2021 23H,23615
08/25/2021 22H,24364
08/25/2021 21H,24818
08/25/2021 20H,24746
08/25/2021 19H,24335
08/25/2021 18H,24008
08/25/2021 17H,22860
08/25/2021 16H,20492
08/25/2021 15H,17908
08/25/2021 14H,16477
08/25/2021 13H,15540
08/25/2021 12H,15117
08/25/2021 11H,14388
08/25/2021 10H,13608
08/25/2021 09H,13222
08/25/2021 08H,13072
08/25/2021 07H,13402
08/25/2021 06H,14026
08/25/2021 05H,14937
08/25/2021 04H,16811
08/25/2021 03H,19299
08/25/2021 02H,21848
08/25/2021 01H,23502
08/25/2021 00H,24059
08/24/2021 23H,24625
08/24/2021 22H,24532
08/24/2021 21H,24640
08/24/2021 20H,24433
08/24/2021 19H,24134
08/24/2021 18H,23759
08/24/2021 17H,22293
