Net generation from nuclear for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.NUC.H
19:20:26 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.NUC.H megawatthours
04/12/2019 05H,5014
04/12/2019 04H,5008
04/12/2019 03H,5006
04/12/2019 02H,5005
04/12/2019 01H,5002
04/12/2019 00H,4993
04/11/2019 23H,4988
04/11/2019 22H,4987
04/11/2019 21H,4981
04/11/2019 20H,4984
04/11/2019 19H,4992
04/11/2019 18H,4996
04/11/2019 17H,4997
04/11/2019 16H,5011
04/11/2019 15H,5020
04/11/2019 14H,5036
04/11/2019 13H,5034
04/11/2019 12H,5045
04/11/2019 11H,5036
04/11/2019 10H,5036
04/11/2019 09H,5037
04/11/2019 08H,5036
04/11/2019 07H,5030
04/11/2019 06H,5030
04/11/2019 05H,5023
04/11/2019 04H,5016
04/11/2019 03H,5008
04/11/2019 02H,5010
04/11/2019 01H,5004
04/11/2019 00H,5006
04/10/2019 23H,5013
04/10/2019 22H,5008
04/10/2019 21H,5007
04/10/2019 20H,5014
04/10/2019 19H,5009
04/10/2019 18H,5005
04/10/2019 17H,5013
04/10/2019 16H,5013
04/10/2019 15H,5020
04/10/2019 14H,5033
04/10/2019 13H,5031
04/10/2019 12H,5030
04/10/2019 11H,5031
04/10/2019 10H,5038
04/10/2019 09H,5023
04/10/2019 08H,5035
04/10/2019 07H,5025
04/10/2019 06H,5026
04/10/2019 05H,5024
04/10/2019 04H,5020
04/10/2019 03H,5011
04/10/2019 02H,5019
04/10/2019 01H,5020
04/10/2019 00H,5020
04/9/2019 23H,5021
04/9/2019 22H,5011
04/9/2019 21H,5008
04/9/2019 20H,5014
04/9/2019 19H,5014
04/9/2019 18H,5022
04/9/2019 17H,5022
04/9/2019 16H,5020
04/9/2019 15H,5017
04/9/2019 14H,5027
04/9/2019 13H,5022
04/9/2019 12H,5022
04/9/2019 11H,5020
04/9/2019 10H,5018
04/9/2019 09H,5011
04/9/2019 08H,5023
04/9/2019 07H,5013
04/9/2019 06H,5012
04/9/2019 05H,5018
04/9/2019 04H,5010
04/9/2019 03H,5014
04/9/2019 02H,5008
04/9/2019 01H,5006
04/9/2019 00H,5006
04/8/2019 23H,5008
04/8/2019 22H,4993
04/8/2019 21H,4983
04/8/2019 20H,4983
04/8/2019 19H,4984
04/8/2019 18H,4975
04/8/2019 17H,4988
04/8/2019 16H,4993
04/8/2019 15H,4998
04/8/2019 14H,5006
04/8/2019 13H,5013
04/8/2019 12H,5008
04/8/2019 11H,5014
04/8/2019 10H,5008
04/8/2019 09H,5005
04/8/2019 08H,5000
04/8/2019 07H,5001
04/8/2019 06H,4993
04/8/2019 05H,4988
04/8/2019 04H,4984
04/8/2019 03H,4970
04/8/2019 02H,4970
04/8/2019 01H,4969
04/8/2019 00H,4965
04/7/2019 23H,4970
04/7/2019 22H,4970
04/7/2019 21H,4964
04/7/2019 20H,4976
04/7/2019 19H,4972
04/7/2019 18H,4973
04/7/2019 17H,4986
04/7/2019 16H,4988
04/7/2019 15H,5000
04/7/2019 14H,4999
04/7/2019 13H,5132
04/7/2019 12H,5259
04/7/2019 11H,5392
04/7/2019 10H,5542
04/7/2019 09H,5661
04/7/2019 08H,5780
04/7/2019 07H,5875
04/7/2019 06H,5879
04/7/2019 05H,5878
04/7/2019 04H,5870
04/7/2019 03H,5867
04/7/2019 02H,5869
04/7/2019 01H,5868
04/7/2019 00H,5862
04/6/2019 23H,5865
04/6/2019 22H,5866
04/6/2019 21H,5866
04/6/2019 20H,5871
04/6/2019 19H,5876
04/6/2019 18H,5880
04/6/2019 17H,5881
04/6/2019 16H,5873
04/6/2019 15H,5883
04/6/2019 14H,5897
04/6/2019 13H,5890
04/6/2019 12H,5894
04/6/2019 11H,5895
04/6/2019 10H,5892
04/6/2019 09H,5898
04/6/2019 08H,5887
04/6/2019 07H,5888
04/6/2019 06H,5892
04/6/2019 05H,5885
04/6/2019 04H,5889
04/6/2019 03H,5896
04/6/2019 02H,5896
04/6/2019 01H,5885
04/6/2019 00H,5887
04/5/2019 23H,5893
04/5/2019 22H,5887
04/5/2019 21H,5880
04/5/2019 20H,5887
04/5/2019 19H,5888
04/5/2019 18H,5887
04/5/2019 17H,5899
04/5/2019 16H,5899
04/5/2019 15H,5911
04/5/2019 14H,5920
04/5/2019 13H,5925
04/5/2019 12H,5926
04/5/2019 11H,5924
04/5/2019 10H,5927
04/5/2019 09H,5917
04/5/2019 08H,5901
04/5/2019 07H,5888
04/5/2019 06H,5878
04/5/2019 05H,5876
04/5/2019 04H,5878
04/5/2019 03H,5858
04/5/2019 02H,5820
04/5/2019 01H,5822
04/5/2019 00H,5815
04/4/2019 23H,5812
04/4/2019 22H,5817
04/4/2019 21H,5815
04/4/2019 20H,5818
04/4/2019 19H,5818
04/4/2019 18H,5814
04/4/2019 17H,5814
04/4/2019 16H,5823
04/4/2019 15H,5828
04/4/2019 14H,5813
04/4/2019 13H,5782
04/4/2019 12H,5768
04/4/2019 11H,5743
04/4/2019 10H,5730
04/4/2019 09H,5692
04/4/2019 08H,5651
04/4/2019 07H,5621
04/4/2019 06H,5586
04/4/2019 05H,5543
04/4/2019 04H,5509
04/4/2019 03H,5464
04/4/2019 02H,5434
04/4/2019 01H,5387
04/4/2019 00H,5362
04/3/2019 23H,5320
04/3/2019 22H,5308
04/3/2019 21H,5311
04/3/2019 20H,5279
04/3/2019 19H,5246
04/3/2019 18H,5215
04/3/2019 17H,5191
04/3/2019 16H,5182
04/3/2019 15H,5156
04/3/2019 14H,5123
04/3/2019 13H,5114
04/3/2019 12H,5108
04/3/2019 11H,5099
04/3/2019 10H,5080
04/3/2019 09H,5059
04/3/2019 08H,5019
04/3/2019 07H,4879
04/3/2019 06H,4737
04/3/2019 05H,4742
04/3/2019 04H,4740
04/3/2019 03H,4736
04/3/2019 02H,4731
04/3/2019 01H,4739
04/3/2019 00H,4730
04/2/2019 23H,4736
04/2/2019 22H,4734
04/2/2019 21H,4739
04/2/2019 20H,4735
04/2/2019 19H,4743
04/2/2019 18H,4743
04/2/2019 17H,4744
04/2/2019 16H,4743
04/2/2019 15H,4747
04/2/2019 14H,4756
04/2/2019 13H,4745
04/2/2019 12H,4749
04/2/2019 11H,4749
04/2/2019 10H,4747
04/2/2019 09H,4744
04/2/2019 08H,4752
04/2/2019 07H,4755
04/2/2019 06H,4737
04/2/2019 05H,4738
04/2/2019 04H,4740
04/2/2019 03H,4743
04/2/2019 02H,4742
04/2/2019 01H,4743
04/2/2019 00H,4743
04/1/2019 23H,4741
04/1/2019 22H,4738
04/1/2019 21H,4745
04/1/2019 20H,4744
04/1/2019 19H,4747
04/1/2019 18H,4750
04/1/2019 17H,4749
04/1/2019 16H,4748
04/1/2019 15H,4761
04/1/2019 14H,4762
04/1/2019 13H,4758
04/1/2019 12H,4735
04/1/2019 11H,4726
04/1/2019 10H,4707
04/1/2019 09H,4672
04/1/2019 08H,4632
04/1/2019 07H,4693
04/1/2019 06H,4728
04/1/2019 05H,4721
04/1/2019 04H,4728
04/1/2019 03H,4726
04/1/2019 02H,4721
04/1/2019 01H,4724
04/1/2019 00H,4725
03/31/2019 23H,4720
03/31/2019 22H,4726
03/31/2019 21H,4718
03/31/2019 20H,4717
03/31/2019 19H,4714
03/31/2019 18H,4712
03/31/2019 17H,4716
03/31/2019 16H,4718
03/31/2019 15H,4724
03/31/2019 14H,4722
03/31/2019 13H,4727
03/31/2019 12H,4728
03/31/2019 11H,4732
03/31/2019 10H,4733
03/31/2019 09H,4733
03/31/2019 08H,4710
03/31/2019 07H,4706
03/31/2019 06H,4665
03/31/2019 05H,4633
03/31/2019 04H,4626
03/31/2019 03H,4631
03/31/2019 02H,4624
03/31/2019 01H,4632
03/31/2019 00H,4628
03/30/2019 23H,4634
03/30/2019 22H,4628
03/30/2019 21H,4638
03/30/2019 20H,4650
03/30/2019 19H,4652
03/30/2019 18H,4662
03/30/2019 17H,4662
03/30/2019 16H,4660
03/30/2019 15H,4669
03/30/2019 14H,4682
03/30/2019 13H,4689
03/30/2019 12H,4689
03/30/2019 11H,4672
03/30/2019 10H,4656
03/30/2019 09H,4632
03/30/2019 08H,4609
03/30/2019 07H,4584
03/30/2019 06H,4576
03/30/2019 05H,4550
03/30/2019 04H,4491
03/30/2019 03H,4481
03/30/2019 02H,4419
03/30/2019 01H,4398
03/30/2019 00H,4369
03/29/2019 23H,4336
03/29/2019 22H,4296
03/29/2019 21H,4323
03/29/2019 20H,4318
03/29/2019 19H,4323
03/29/2019 18H,4270
03/29/2019 17H,4259
03/29/2019 16H,4261
03/29/2019 15H,4274
03/29/2019 14H,4298
03/29/2019 13H,4311
03/29/2019 12H,4315
03/29/2019 11H,4324
03/29/2019 10H,4289
03/29/2019 09H,4221
03/29/2019 08H,4172
03/29/2019 07H,4075
03/29/2019 06H,3996
03/29/2019 05H,3979
03/29/2019 04H,3898
03/29/2019 03H,3829
03/29/2019 02H,3828
03/29/2019 01H,3829
03/29/2019 00H,3827
03/28/2019 23H,3833
03/28/2019 22H,3821
03/28/2019 21H,3827
03/28/2019 20H,3829
03/28/2019 19H,3829
03/28/2019 18H,3832
03/28/2019 17H,3832
03/28/2019 16H,3830
03/28/2019 15H,3841
03/28/2019 14H,3844
03/28/2019 13H,3850
03/28/2019 12H,3844
03/28/2019 11H,3846
03/28/2019 10H,3844
03/28/2019 09H,3846
03/28/2019 08H,3847
03/28/2019 07H,3846
03/28/2019 06H,3842
03/28/2019 05H,3850
03/28/2019 04H,3846
03/28/2019 03H,3841
03/28/2019 02H,3842
03/28/2019 01H,3841
03/28/2019 00H,3835
03/27/2019 23H,3840
03/27/2019 22H,3833
03/27/2019 21H,3846
03/27/2019 20H,3837
03/27/2019 19H,3837
03/27/2019 18H,3842
03/27/2019 17H,3834
03/27/2019 16H,3838
03/27/2019 15H,3838
03/27/2019 14H,3841
03/27/2019 13H,3838
03/27/2019 12H,3843
03/27/2019 11H,3848
03/27/2019 10H,3837
03/27/2019 09H,3840
03/27/2019 08H,3841
03/27/2019 07H,3843
03/27/2019 06H,3841
03/27/2019 05H,3838
03/27/2019 04H,3843
03/27/2019 03H,3834
03/27/2019 02H,3852
03/27/2019 01H,3823
03/27/2019 00H,3830
03/26/2019 23H,3829
03/26/2019 22H,3831
03/26/2019 21H,3828
03/26/2019 20H,3830
03/26/2019 19H,3834
03/26/2019 18H,3837
03/26/2019 17H,3840
03/26/2019 16H,3845
03/26/2019 15H,3847
03/26/2019 14H,3842
03/26/2019 13H,3852
03/26/2019 12H,3842
03/26/2019 11H,3847
03/26/2019 10H,3841
03/26/2019 09H,3844
03/26/2019 08H,3844
03/26/2019 07H,3846
03/26/2019 06H,3851
03/26/2019 05H,3851
03/26/2019 04H,3832
03/26/2019 03H,3845
03/26/2019 02H,3835
03/26/2019 01H,3840
03/26/2019 00H,3837
03/25/2019 23H,3837
03/25/2019 22H,3828
03/25/2019 21H,3842
03/25/2019 20H,3832
03/25/2019 19H,3839
03/25/2019 18H,3836
03/25/2019 17H,3837
03/25/2019 16H,3840
03/25/2019 15H,3853
03/25/2019 14H,3866
03/25/2019 13H,3863
03/25/2019 12H,3857
03/25/2019 11H,3855
03/25/2019 10H,3855
03/25/2019 09H,3860
03/25/2019 08H,3846
03/25/2019 07H,3858
03/25/2019 06H,3854
03/25/2019 05H,3847
03/25/2019 04H,3846
03/25/2019 03H,3843
03/25/2019 02H,3845
03/25/2019 01H,3837
03/25/2019 00H,3843
03/24/2019 23H,3840
03/24/2019 22H,3841
03/24/2019 21H,3840
03/24/2019 20H,3841
03/24/2019 19H,3842
03/24/2019 18H,3847
03/24/2019 17H,3846
03/24/2019 16H,3852
03/24/2019 15H,3864
03/24/2019 14H,3867
03/24/2019 13H,3871
03/24/2019 12H,3869
03/24/2019 11H,3869
03/24/2019 10H,3869
03/24/2019 09H,3865
03/24/2019 08H,3871
03/24/2019 07H,3867
03/24/2019 06H,4694
03/24/2019 05H,4724
03/24/2019 04H,4709
03/24/2019 03H,4676
03/24/2019 02H,4656
03/24/2019 01H,4618
03/24/2019 00H,4606
03/23/2019 23H,4605
03/23/2019 22H,4599
03/23/2019 21H,4553
03/23/2019 20H,4559
03/23/2019 19H,4556
03/23/2019 18H,4561
03/23/2019 17H,4566
03/23/2019 16H,4571
03/23/2019 15H,4575
03/23/2019 14H,4587
03/23/2019 13H,4585
03/23/2019 12H,4590
03/23/2019 11H,4586
03/23/2019 10H,4595
03/23/2019 09H,4587
03/23/2019 08H,4581
03/23/2019 07H,4549
03/23/2019 06H,4492
03/23/2019 05H,4493
03/23/2019 04H,4495
03/23/2019 03H,4496
03/23/2019 02H,4501
03/23/2019 01H,4503
03/23/2019 00H,4502
03/22/2019 23H,4512
03/22/2019 22H,4493
03/22/2019 21H,4432
03/22/2019 20H,4418
03/22/2019 19H,4345
03/22/2019 18H,4351
03/22/2019 17H,4322
03/22/2019 16H,4323
03/22/2019 15H,4337
03/22/2019 14H,4341
03/22/2019 13H,4321
03/22/2019 12H,4299
03/22/2019 11H,4278
03/22/2019 10H,4280
03/22/2019 09H,4254
03/22/2019 08H,4183
03/22/2019 07H,4156
03/22/2019 06H,4103
03/22/2019 05H,4046
03/22/2019 04H,4030
03/22/2019 03H,4037
03/22/2019 02H,4027
03/22/2019 01H,4025
03/22/2019 00H,4019
03/21/2019 23H,4016
03/21/2019 22H,4009
03/21/2019 21H,4011
03/21/2019 20H,4010
03/21/2019 19H,4010
03/21/2019 18H,4019
03/21/2019 17H,4018
03/21/2019 16H,4016
03/21/2019 15H,3994
03/21/2019 14H,4000
03/21/2019 13H,4004
03/21/2019 12H,4004
03/21/2019 11H,4008
03/21/2019 10H,4005
03/21/2019 09H,4007
03/21/2019 08H,3977
03/21/2019 07H,3874
03/21/2019 06H,3871
03/21/2019 05H,3868
03/21/2019 04H,3868
03/21/2019 03H,3867
03/21/2019 02H,3862
03/21/2019 01H,3867
03/21/2019 00H,3862
03/20/2019 23H,3863
03/20/2019 22H,3863
03/20/2019 21H,3858
03/20/2019 20H,3867
03/20/2019 19H,3857
03/20/2019 18H,3865
03/20/2019 17H,3870
03/20/2019 16H,3866
03/20/2019 15H,3872
03/20/2019 14H,3869
03/20/2019 13H,3874
03/20/2019 12H,3869
03/20/2019 11H,3874
03/20/2019 10H,3868
03/20/2019 09H,3867
03/20/2019 08H,3872
03/20/2019 07H,3877
03/20/2019 06H,3871
03/20/2019 05H,3866
03/20/2019 04H,3873
03/20/2019 03H,3867
03/20/2019 02H,3870
03/20/2019 01H,3867
03/20/2019 00H,3865
03/19/2019 23H,3868
03/19/2019 22H,3868
03/19/2019 21H,3865
03/19/2019 20H,3867
03/19/2019 19H,3871
03/19/2019 18H,3865
03/19/2019 17H,3868
03/19/2019 16H,3873
03/19/2019 15H,3872
03/19/2019 14H,3871
03/19/2019 13H,3874
03/19/2019 12H,3876
03/19/2019 11H,3870
03/19/2019 10H,3876
03/19/2019 09H,3867
03/19/2019 08H,3878
03/19/2019 07H,3871
03/19/2019 06H,3874
03/19/2019 05H,3867
03/19/2019 04H,3864
03/19/2019 03H,3869
03/19/2019 02H,3860
03/19/2019 01H,3863
03/19/2019 00H,3870
03/18/2019 23H,3866
03/18/2019 22H,3864
03/18/2019 21H,3861
03/18/2019 20H,3867
03/18/2019 19H,3863
03/18/2019 18H,3871
03/18/2019 17H,3871
03/18/2019 16H,3865
03/18/2019 15H,3880
03/18/2019 14H,3879
03/18/2019 13H,3871
03/18/2019 12H,3875
03/18/2019 11H,3874
03/18/2019 10H,3874
03/18/2019 09H,3869
03/18/2019 08H,3873
03/18/2019 07H,3876
03/18/2019 06H,3866
03/18/2019 05H,3882
03/18/2019 04H,3865
03/18/2019 03H,3869
03/18/2019 02H,3868
03/18/2019 01H,3870
03/18/2019 00H,3865
03/17/2019 23H,3873
03/17/2019 22H,3870
03/17/2019 21H,3867
03/17/2019 20H,3871
03/17/2019 19H,3876
03/17/2019 18H,3873
03/17/2019 17H,3877
03/17/2019 16H,3878
03/17/2019 15H,3881
03/17/2019 14H,3875
03/17/2019 13H,3878
03/17/2019 12H,3885
03/17/2019 11H,3875
03/17/2019 10H,3874
03/17/2019 09H,3880
03/17/2019 08H,3878
03/17/2019 07H,3881
03/17/2019 06H,3870
03/17/2019 05H,3878
03/17/2019 04H,3875
03/17/2019 03H,3873
03/17/2019 02H,3877
03/17/2019 01H,3875
03/17/2019 00H,3876
03/16/2019 23H,3876
03/16/2019 22H,3871
03/16/2019 21H,3873
03/16/2019 20H,3875
03/16/2019 19H,3877
03/16/2019 18H,3872
03/16/2019 17H,3879
03/16/2019 16H,3874
03/16/2019 15H,3874
03/16/2019 14H,3874
03/16/2019 13H,3869
03/16/2019 12H,3872
03/16/2019 11H,3870
03/16/2019 10H,3866
03/16/2019 09H,3868
03/16/2019 08H,3858
03/16/2019 07H,3862
03/16/2019 06H,3858
03/16/2019 05H,3855
03/16/2019 04H,3854
03/16/2019 03H,3851
03/16/2019 02H,3845
03/16/2019 01H,3836
03/16/2019 00H,3825
03/15/2019 23H,3816
03/15/2019 22H,3809
03/15/2019 21H,3803
03/15/2019 20H,3800
03/15/2019 19H,3812
03/15/2019 18H,3814
03/15/2019 17H,3818
03/15/2019 16H,3822
03/15/2019 15H,3834
03/15/2019 14H,3834
03/15/2019 13H,3833
03/15/2019 12H,3842
03/15/2019 11H,3838
03/15/2019 10H,3836
03/15/2019 09H,3841
03/15/2019 08H,3840
03/15/2019 07H,3840
03/15/2019 06H,3837
03/15/2019 05H,3837
03/15/2019 04H,3830
03/15/2019 03H,3829
03/15/2019 02H,3828
03/15/2019 01H,3819
03/15/2019 00H,3826
03/14/2019 23H,3819
03/14/2019 22H,3817
03/14/2019 21H,3818
03/14/2019 20H,3824
03/14/2019 19H,3822
03/14/2019 18H,3822
03/14/2019 17H,3824
03/14/2019 16H,3831
03/14/2019 15H,3835
03/14/2019 14H,3854
03/14/2019 13H,3851
03/14/2019 12H,3851
03/14/2019 11H,3849
03/14/2019 10H,3850
03/14/2019 09H,3842
03/14/2019 08H,3850
03/14/2019 07H,3843
03/14/2019 06H,3852
03/14/2019 05H,3840
03/14/2019 04H,3849
03/14/2019 03H,3848
03/14/2019 02H,3840
03/14/2019 01H,3840
03/14/2019 00H,3840
03/13/2019 23H,3839
03/13/2019 22H,3831
03/13/2019 21H,3833
03/13/2019 20H,3834
03/13/2019 19H,3838
03/13/2019 18H,3843
03/13/2019 17H,3844
03/13/2019 16H,3856
03/13/2019 15H,3857
03/13/2019 14H,3860
03/13/2019 13H,3865
03/13/2019 12H,3854
03/13/2019 11H,3864
03/13/2019 10H,3861
03/13/2019 09H,3865
03/13/2019 08H,3862
03/13/2019 07H,3859
03/13/2019 06H,3864
03/13/2019 05H,3865
03/13/2019 04H,3860
03/13/2019 03H,3859
03/13/2019 02H,3859
03/13/2019 01H,3857
03/13/2019 00H,3853
03/12/2019 23H,3857
03/12/2019 22H,3852
03/12/2019 21H,3856
03/12/2019 20H,3854
03/12/2019 19H,3858
03/12/2019 18H,3857
03/12/2019 17H,3857
03/12/2019 16H,3860
03/12/2019 15H,3859
03/12/2019 14H,3866
03/12/2019 13H,3864
03/12/2019 12H,3861
03/12/2019 11H,3866
03/12/2019 10H,3859
03/12/2019 09H,3861
03/12/2019 08H,3860
03/12/2019 07H,3861
03/12/2019 06H,3856
03/12/2019 05H,3857
03/12/2019 04H,3858
03/12/2019 03H,3858
03/12/2019 02H,3852
03/12/2019 01H,3849
03/12/2019 00H,3849
03/11/2019 23H,3832
03/11/2019 22H,3827
03/11/2019 21H,3802
03/11/2019 20H,3797
03/11/2019 19H,3820
03/11/2019 18H,3830
03/11/2019 17H,3825
03/11/2019 16H,3829
03/11/2019 15H,3819
03/11/2019 14H,3829
03/11/2019 13H,3827
03/11/2019 12H,3825
03/11/2019 11H,3827
03/11/2019 10H,3823
03/11/2019 09H,3828
03/11/2019 08H,3821
03/11/2019 07H,3817
03/11/2019 06H,3819
03/11/2019 05H,3828
03/11/2019 04H,3820
03/11/2019 03H,3825
03/11/2019 02H,3818
03/11/2019 01H,3811
03/11/2019 00H,3810
03/10/2019 23H,3809
03/10/2019 22H,3799
03/10/2019 21H,3804
03/10/2019 20H,3804
03/10/2019 19H,3800
03/10/2019 18H,3800
03/10/2019 17H,3810
03/10/2019 16H,3804
03/10/2019 15H,3785
03/10/2019 14H,3760
03/10/2019 13H,3737
03/10/2019 12H,3718
03/10/2019 11H,3699
03/10/2019 10H,3697
03/10/2019 09H,3955
03/10/2019 08H,4116
03/10/2019 07H,4270
03/10/2019 06H,4440
03/10/2019 05H,4540
03/10/2019 04H,4660
03/10/2019 03H,4673
03/10/2019 02H,4617
03/10/2019 01H,4607
03/10/2019 00H,4606
03/9/2019 23H,4597
03/9/2019 22H,4631
03/9/2019 21H,4676
03/9/2019 20H,4642
03/9/2019 19H,4637
03/9/2019 18H,4676
03/9/2019 17H,4733
03/9/2019 16H,4798
03/9/2019 15H,4866
03/9/2019 14H,4912
03/9/2019 13H,4912
03/9/2019 12H,4913
03/9/2019 11H,4910
03/9/2019 10H,4917
03/9/2019 09H,4914
03/9/2019 08H,4898
03/9/2019 07H,4910
03/9/2019 06H,4912
03/9/2019 05H,4909
03/9/2019 04H,4902
03/9/2019 03H,4905
03/9/2019 02H,4896
03/9/2019 01H,4897
03/9/2019 00H,4902
03/8/2019 23H,4901
03/8/2019 22H,4905
03/8/2019 21H,4906
03/8/2019 20H,4914
03/8/2019 19H,4918
03/8/2019 18H,4916
03/8/2019 17H,4921
03/8/2019 16H,4936
03/8/2019 15H,4938
03/8/2019 14H,4943
03/8/2019 13H,4938
03/8/2019 12H,4943
03/8/2019 11H,4942
03/8/2019 10H,4949
03/8/2019 09H,4945
03/8/2019 08H,4939
03/8/2019 07H,4946
03/8/2019 06H,4943
03/8/2019 05H,4952
03/8/2019 04H,4945
03/8/2019 03H,4942
03/8/2019 02H,4945
03/8/2019 01H,4943
03/8/2019 00H,4934
03/7/2019 23H,4951
03/7/2019 22H,4935
03/7/2019 21H,4942
03/7/2019 20H,4950
03/7/2019 19H,4941
03/7/2019 18H,4956
03/7/2019 17H,4951
03/7/2019 16H,4959
03/7/2019 15H,4952
03/7/2019 14H,4962
03/7/2019 13H,4957
03/7/2019 12H,4961
03/7/2019 11H,4961
03/7/2019 10H,4953
03/7/2019 09H,4967
03/7/2019 08H,4962
03/7/2019 07H,4962
03/7/2019 06H,4957
03/7/2019 05H,4964
03/7/2019 04H,4958
03/7/2019 03H,4967
03/7/2019 02H,4961
03/7/2019 01H,4965
03/7/2019 00H,4970
03/6/2019 23H,4972
03/6/2019 22H,4968
03/6/2019 21H,4973
03/6/2019 20H,4972
03/6/2019 19H,4980
03/6/2019 18H,4976
03/6/2019 17H,4976
03/6/2019 16H,4976
03/6/2019 15H,4984
03/6/2019 14H,4973
03/6/2019 13H,4977
03/6/2019 12H,4981
03/6/2019 11H,4975
03/6/2019 10H,4974
03/6/2019 09H,4981
03/6/2019 08H,4977
03/6/2019 07H,4976
03/6/2019 06H,4969
03/6/2019 05H,4971
03/6/2019 04H,4971
03/6/2019 03H,4973
03/6/2019 02H,4967
03/6/2019 01H,4970
03/6/2019 00H,4971
03/5/2019 23H,4965
03/5/2019 22H,4964
03/5/2019 21H,4968
03/5/2019 20H,4967
03/5/2019 19H,4974
03/5/2019 18H,4973
03/5/2019 17H,4976
03/5/2019 16H,4980
03/5/2019 15H,4977
03/5/2019 14H,4983
03/5/2019 13H,4982
03/5/2019 12H,4984
03/5/2019 11H,4978
03/5/2019 10H,4982
03/5/2019 09H,4990
03/5/2019 08H,4987
03/5/2019 07H,4983
03/5/2019 06H,4985
03/5/2019 05H,4983
03/5/2019 04H,4982
03/5/2019 03H,4977
03/5/2019 02H,4985
03/5/2019 01H,4975
03/5/2019 00H,4979
03/4/2019 23H,4984
03/4/2019 22H,4981
03/4/2019 21H,4978
03/4/2019 20H,4982
03/4/2019 19H,4984
03/4/2019 18H,4987
03/4/2019 17H,4986
03/4/2019 16H,4991
03/4/2019 15H,4991
03/4/2019 14H,4983
03/4/2019 13H,4985
03/4/2019 12H,4978
03/4/2019 11H,4976
03/4/2019 10H,4972
03/4/2019 09H,4959
03/4/2019 08H,4962
03/4/2019 07H,4952
03/4/2019 06H,4945
03/4/2019 05H,4945
03/4/2019 04H,4931
03/4/2019 03H,4930
03/4/2019 02H,4929
03/4/2019 01H,4939
03/4/2019 00H,4927
03/3/2019 23H,4929
03/3/2019 22H,4925
03/3/2019 21H,4925
03/3/2019 20H,4929
03/3/2019 19H,4927
03/3/2019 18H,4939
03/3/2019 17H,4945
03/3/2019 16H,4965
03/3/2019 15H,4964
03/3/2019 14H,4969
03/3/2019 13H,4967
03/3/2019 12H,4968
03/3/2019 11H,4968
03/3/2019 10H,4969
03/3/2019 09H,4965
03/3/2019 08H,4965
03/3/2019 07H,4962
03/3/2019 06H,4965
03/3/2019 05H,4959
03/3/2019 04H,4956
03/3/2019 03H,4951
03/3/2019 02H,4953
03/3/2019 01H,4947
03/3/2019 00H,4950
03/2/2019 23H,4941
03/2/2019 22H,4945
03/2/2019 21H,4943
03/2/2019 20H,4945
03/2/2019 19H,4948
03/2/2019 18H,4960
03/2/2019 17H,4962
03/2/2019 16H,4963
03/2/2019 15H,4968
03/2/2019 14H,4967
03/2/2019 13H,4965
03/2/2019 12H,4964
03/2/2019 11H,4959
03/2/2019 10H,4966
03/2/2019 09H,4970
03/2/2019 08H,4970
03/2/2019 07H,4978
03/2/2019 06H,4975
03/2/2019 05H,4977
03/2/2019 04H,4968
03/2/2019 03H,4961
03/2/2019 02H,4964
03/2/2019 01H,4967
03/2/2019 00H,4970
03/1/2019 23H,4967
03/1/2019 22H,4964
03/1/2019 21H,4972
03/1/2019 20H,4973
03/1/2019 19H,4971
03/1/2019 18H,4972
03/1/2019 17H,4978
03/1/2019 16H,4992
03/1/2019 15H,4989
03/1/2019 14H,4985
03/1/2019 13H,4990
03/1/2019 12H,4984
03/1/2019 11H,4985
03/1/2019 10H,4993
03/1/2019 09H,4984
03/1/2019 08H,4988
03/1/2019 07H,4991
03/1/2019 06H,4990
03/1/2019 05H,4985
03/1/2019 04H,4990
03/1/2019 03H,4994
03/1/2019 02H,4978
03/1/2019 01H,4987
03/1/2019 00H,4988
02/28/2019 23H,4978
02/28/2019 22H,4981
02/28/2019 21H,4982
02/28/2019 20H,4967
02/28/2019 19H,4967
02/28/2019 18H,4965
02/28/2019 17H,4966
02/28/2019 16H,4973
02/28/2019 15H,4980
02/28/2019 14H,4990
02/28/2019 13H,4985
02/28/2019 12H,4944
02/28/2019 11H,4917
02/28/2019 10H,4885
02/28/2019 09H,4831
02/28/2019 08H,4781
02/28/2019 07H,4755
02/28/2019 06H,4757
02/28/2019 05H,4758
02/28/2019 04H,4756
02/28/2019 03H,4757
02/28/2019 02H,4751
02/28/2019 01H,4748
02/28/2019 00H,4751
02/27/2019 23H,4746
02/27/2019 22H,4747
02/27/2019 21H,4742
02/27/2019 20H,4742
02/27/2019 19H,4748
02/27/2019 18H,4753
02/27/2019 17H,4755
02/27/2019 16H,4760
02/27/2019 15H,4770
02/27/2019 14H,4771
02/27/2019 13H,4773
02/27/2019 12H,4767
02/27/2019 11H,4778
02/27/2019 10H,4791
02/27/2019 09H,4795
02/27/2019 08H,4792
02/27/2019 07H,4737
02/27/2019 06H,4675
02/27/2019 05H,4678
02/27/2019 04H,4677
02/27/2019 03H,4678
02/27/2019 02H,4671
02/27/2019 01H,4670
02/27/2019 00H,4650
02/26/2019 23H,4591
02/26/2019 22H,4578
02/26/2019 21H,4582
