Net generation from nuclear for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.NUC.H
19:20:26 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.NUC.H megawatthours
06/30/2021 02H,5873
06/30/2021 01H,5864
06/30/2021 00H,5854
06/29/2021 23H,5854
06/29/2021 22H,5851
06/29/2021 21H,5851
06/29/2021 20H,5851
06/29/2021 19H,5850
06/29/2021 18H,5859
06/29/2021 17H,5868
06/29/2021 16H,5862
06/29/2021 15H,5869
06/29/2021 14H,5881
06/29/2021 13H,5892
06/29/2021 12H,5897
06/29/2021 11H,5901
06/29/2021 10H,5895
06/29/2021 09H,5894
06/29/2021 08H,5888
06/29/2021 07H,5887
06/29/2021 06H,5899
06/29/2021 05H,5892
06/29/2021 04H,5889
06/29/2021 03H,5880
06/29/2021 02H,5884
06/29/2021 01H,5871
06/29/2021 00H,5873
06/28/2021 23H,5871
06/28/2021 22H,5867
06/28/2021 21H,5871
06/28/2021 20H,5877
06/28/2021 19H,5866
06/28/2021 18H,5873
06/28/2021 17H,5869
06/28/2021 16H,5870
06/28/2021 15H,5876
06/28/2021 14H,5890
06/28/2021 13H,5892
06/28/2021 12H,5905
06/28/2021 11H,5895
06/28/2021 10H,5899
06/28/2021 09H,5894
06/28/2021 08H,5888
06/28/2021 07H,5884
06/28/2021 06H,5885
06/28/2021 05H,5884
06/28/2021 04H,5882
06/28/2021 03H,5876
06/28/2021 02H,5866
06/28/2021 01H,5860
06/28/2021 00H,5848
06/27/2021 23H,5840
06/27/2021 22H,5837
06/27/2021 21H,5848
06/27/2021 20H,5842
06/27/2021 19H,5849
06/27/2021 18H,5853
06/27/2021 17H,5852
06/27/2021 16H,5852
06/27/2021 15H,5858
06/27/2021 14H,5866
06/27/2021 13H,5878
06/27/2021 12H,5878
06/27/2021 11H,5891
06/27/2021 10H,5881
06/27/2021 09H,5890
06/27/2021 08H,5886
06/27/2021 07H,5881
06/27/2021 06H,5870
06/27/2021 05H,5843
06/27/2021 04H,5765
06/27/2021 03H,5742
06/27/2021 02H,5762
06/27/2021 01H,5777
06/27/2021 00H,5771
06/26/2021 23H,5764
06/26/2021 22H,5754
06/26/2021 21H,5753
06/26/2021 20H,5753
06/26/2021 19H,5756
06/26/2021 18H,5762
06/26/2021 17H,5761
06/26/2021 16H,5770
06/26/2021 15H,5773
06/26/2021 14H,5788
06/26/2021 13H,5803
06/26/2021 12H,5864
06/26/2021 11H,5912
06/26/2021 10H,5913
06/26/2021 09H,5908
06/26/2021 08H,5903
06/26/2021 07H,5907
06/26/2021 06H,5910
06/26/2021 05H,5890
06/26/2021 04H,5897
06/26/2021 03H,5894
06/26/2021 02H,5894
06/26/2021 01H,5889
06/26/2021 00H,5891
06/25/2021 23H,5892
06/25/2021 22H,5899
06/25/2021 21H,5901
06/25/2021 20H,5908
06/25/2021 19H,5912
06/25/2021 18H,5908
06/25/2021 17H,5922
06/25/2021 16H,5915
06/25/2021 15H,5914
06/25/2021 14H,5923
06/25/2021 13H,5952
06/25/2021 12H,5951
06/25/2021 11H,5938
06/25/2021 10H,5943
06/25/2021 09H,5937
06/25/2021 08H,5939
06/25/2021 07H,5936
06/25/2021 06H,5922
06/25/2021 05H,5916
06/25/2021 04H,5902
06/25/2021 03H,5898
06/25/2021 02H,5894
06/25/2021 01H,5892
06/25/2021 00H,5890
06/24/2021 23H,5887
06/24/2021 22H,5883
06/24/2021 21H,5882
06/24/2021 20H,5871
06/24/2021 19H,5876
06/24/2021 18H,5888
06/24/2021 17H,5892
06/24/2021 16H,5886
06/24/2021 15H,5893
06/24/2021 14H,5901
06/24/2021 13H,5900
06/24/2021 12H,5908
06/24/2021 11H,5907
06/24/2021 10H,5902
06/24/2021 09H,5896
06/24/2021 08H,5896
06/24/2021 07H,5900
06/24/2021 06H,5883
06/24/2021 05H,5879
06/24/2021 04H,5861
06/24/2021 03H,5865
06/24/2021 02H,5860
06/24/2021 01H,5877
06/24/2021 00H,5871
06/23/2021 23H,5883
06/23/2021 22H,5869
06/23/2021 21H,5873
06/23/2021 20H,5876
06/23/2021 19H,5865
06/23/2021 18H,5888
06/23/2021 17H,5894
06/23/2021 16H,5891
06/23/2021 15H,5908
06/23/2021 14H,5906
06/23/2021 13H,5906
06/23/2021 12H,5910
06/23/2021 11H,5908
06/23/2021 10H,5909
06/23/2021 09H,5908
06/23/2021 08H,5895
06/23/2021 07H,5895
06/23/2021 06H,5883
06/23/2021 05H,5882
06/23/2021 04H,5873
06/23/2021 03H,5880
06/23/2021 02H,5874
06/23/2021 01H,5865
06/23/2021 00H,5874
06/22/2021 23H,5858
06/22/2021 22H,5864
06/22/2021 21H,5865
06/22/2021 20H,5868
06/22/2021 19H,5877
06/22/2021 18H,5873
06/22/2021 17H,5891
06/22/2021 16H,5890
06/22/2021 15H,5890
06/22/2021 14H,5886
06/22/2021 13H,5900
06/22/2021 12H,5901
06/22/2021 11H,5899
06/22/2021 10H,5893
06/22/2021 09H,5890
06/22/2021 08H,5893
06/22/2021 07H,5891
06/22/2021 06H,5882
06/22/2021 05H,5886
06/22/2021 04H,5875
06/22/2021 03H,5877
06/22/2021 02H,5871
06/22/2021 01H,5864
06/22/2021 00H,5859
06/21/2021 23H,5855
06/21/2021 22H,5852
06/21/2021 21H,5826
06/21/2021 20H,5786
06/21/2021 19H,5767
06/21/2021 18H,5777
06/21/2021 17H,5852
06/21/2021 16H,5867
06/21/2021 15H,5869
06/21/2021 14H,5869
06/21/2021 13H,5871
06/21/2021 12H,5877
06/21/2021 11H,5878
06/21/2021 10H,5876
06/21/2021 09H,5872
06/21/2021 08H,5878
06/21/2021 07H,5868
06/21/2021 06H,5865
06/21/2021 05H,5862
06/21/2021 04H,5856
06/21/2021 03H,5861
06/21/2021 02H,5864
06/21/2021 01H,5862
06/21/2021 00H,5857
06/20/2021 23H,5846
06/20/2021 22H,5854
06/20/2021 21H,5854
06/20/2021 20H,5847
06/20/2021 19H,5845
06/20/2021 18H,5848
06/20/2021 17H,5857
06/20/2021 16H,5861
06/20/2021 15H,5855
06/20/2021 14H,5862
06/20/2021 13H,5868
06/20/2021 12H,5874
06/20/2021 11H,5857
06/20/2021 10H,5863
06/20/2021 09H,5839
06/20/2021 08H,5813
06/20/2021 07H,5790
06/20/2021 06H,5761
06/20/2021 05H,5743
06/20/2021 04H,5801
06/20/2021 03H,5806
06/20/2021 02H,5808
06/20/2021 01H,5812
06/20/2021 00H,5814
06/19/2021 23H,5827
06/19/2021 22H,5840
06/19/2021 21H,5835
06/19/2021 20H,5841
06/19/2021 19H,5839
06/19/2021 18H,5831
06/19/2021 17H,5850
06/19/2021 16H,5849
06/19/2021 15H,5824
06/19/2021 14H,5806
06/19/2021 13H,5755
06/19/2021 12H,5738
06/19/2021 11H,5748
06/19/2021 10H,5733
06/19/2021 09H,5688
06/19/2021 08H,5640
06/19/2021 07H,5591
06/19/2021 06H,5556
06/19/2021 05H,5555
06/19/2021 04H,5502
06/19/2021 03H,5486
06/19/2021 02H,5464
06/19/2021 01H,5407
06/19/2021 00H,5390
06/18/2021 23H,5384
06/18/2021 22H,5383
06/18/2021 21H,5306
06/18/2021 20H,5266
06/18/2021 19H,5179
06/18/2021 18H,5135
06/18/2021 17H,5129
06/18/2021 16H,5125
06/18/2021 15H,5123
06/18/2021 14H,5102
06/18/2021 13H,5027
06/18/2021 12H,5005
06/18/2021 11H,5010
06/18/2021 10H,5006
06/18/2021 09H,5003
06/18/2021 08H,5000
06/18/2021 07H,5004
06/18/2021 06H,5006
06/18/2021 05H,4995
06/18/2021 04H,5000
06/18/2021 03H,4992
06/18/2021 02H,5003
06/18/2021 01H,5007
06/18/2021 00H,5002
06/17/2021 23H,4997
06/17/2021 22H,4998
06/17/2021 21H,5001
06/17/2021 20H,4997
06/17/2021 19H,4999
06/17/2021 18H,5002
06/17/2021 17H,5003
06/17/2021 16H,5014
06/17/2021 15H,5014
06/17/2021 14H,5024
06/17/2021 13H,5032
06/17/2021 12H,5033
06/17/2021 11H,5024
06/17/2021 10H,5023
06/17/2021 09H,5018
06/17/2021 08H,5019
06/17/2021 07H,5013
06/17/2021 06H,5010
06/17/2021 05H,5012
06/17/2021 04H,5017
06/17/2021 03H,5011
06/17/2021 02H,4998
06/17/2021 01H,5001
06/17/2021 00H,4998
06/16/2021 23H,4991
06/16/2021 22H,4995
06/16/2021 21H,4991
06/16/2021 20H,4987
06/16/2021 19H,4994
06/16/2021 18H,4998
06/16/2021 17H,4999
06/16/2021 16H,5013
06/16/2021 15H,5015
06/16/2021 14H,5015
06/16/2021 13H,5021
06/16/2021 12H,5023
06/16/2021 11H,5010
06/16/2021 10H,5003
06/16/2021 09H,4993
06/16/2021 08H,4995
06/16/2021 07H,4981
06/16/2021 06H,4980
06/16/2021 05H,4986
06/16/2021 04H,4985
06/16/2021 03H,4990
06/16/2021 02H,4978
06/16/2021 01H,4977
06/16/2021 00H,4961
06/15/2021 23H,4960
06/15/2021 22H,4955
06/15/2021 21H,4954
06/15/2021 20H,4951
06/15/2021 19H,4947
06/15/2021 18H,4953
06/15/2021 17H,4956
06/15/2021 16H,4957
06/15/2021 15H,4961
06/15/2021 14H,4966
06/15/2021 13H,4966
06/15/2021 12H,4977
06/15/2021 11H,4973
06/15/2021 10H,4976
06/15/2021 09H,4975
06/15/2021 08H,4972
06/15/2021 07H,4977
06/15/2021 06H,4977
06/15/2021 05H,4981
06/15/2021 04H,4978
06/15/2021 03H,4971
06/15/2021 02H,4961
06/15/2021 01H,4964
06/15/2021 00H,4958
06/14/2021 23H,4957
06/14/2021 22H,4957
06/14/2021 21H,4968
06/14/2021 20H,4960
06/14/2021 19H,4969
06/14/2021 18H,4977
06/14/2021 17H,4981
06/14/2021 16H,4985
06/14/2021 15H,4989
06/14/2021 14H,4988
06/14/2021 13H,4995
06/14/2021 12H,5011
06/14/2021 11H,5005
06/14/2021 10H,5002
06/14/2021 09H,4994
06/14/2021 08H,4994
06/14/2021 07H,4996
06/14/2021 06H,4987
06/14/2021 05H,4989
06/14/2021 04H,4981
06/14/2021 03H,4981
06/14/2021 02H,4963
06/14/2021 01H,4895
06/14/2021 00H,4794
06/13/2021 23H,4712
06/13/2021 22H,4668
06/13/2021 21H,4664
06/13/2021 20H,4653
06/13/2021 19H,4643
06/13/2021 18H,4647
06/13/2021 17H,4649
06/13/2021 16H,4651
06/13/2021 15H,4658
06/13/2021 14H,4662
06/13/2021 13H,4666
06/13/2021 12H,4667
06/13/2021 11H,4666
06/13/2021 10H,4670
06/13/2021 09H,4671
06/13/2021 08H,4671
06/13/2021 07H,4664
06/13/2021 06H,4666
06/13/2021 05H,4669
06/13/2021 04H,4667
06/13/2021 03H,4659
06/13/2021 02H,4654
06/13/2021 01H,4654
06/13/2021 00H,4648
06/12/2021 23H,4649
06/12/2021 22H,4655
06/12/2021 21H,4640
06/12/2021 20H,4627
06/12/2021 19H,4611
06/12/2021 18H,4616
06/12/2021 17H,4615
06/12/2021 16H,4642
06/12/2021 15H,4649
06/12/2021 14H,4660
06/12/2021 13H,4666
06/12/2021 12H,4676
06/12/2021 11H,4676
06/12/2021 10H,4680
06/12/2021 09H,4681
06/12/2021 08H,4909
06/12/2021 07H,5038
06/12/2021 06H,5050
06/12/2021 05H,5064
06/12/2021 04H,5163
06/12/2021 03H,5244
06/12/2021 02H,5262
06/12/2021 01H,5267
06/12/2021 00H,5308
06/11/2021 23H,5323
06/11/2021 22H,5713
06/11/2021 21H,5847
06/11/2021 20H,5856
06/11/2021 19H,5857
06/11/2021 18H,5850
06/11/2021 17H,5836
06/11/2021 16H,5850
06/11/2021 15H,5844
06/11/2021 14H,5861
06/11/2021 13H,5877
06/11/2021 12H,5885
06/11/2021 11H,5882
06/11/2021 10H,5892
06/11/2021 09H,5876
06/11/2021 08H,5878
06/11/2021 07H,5875
06/11/2021 06H,5872
06/11/2021 05H,5872
06/11/2021 04H,5871
06/11/2021 03H,5881
06/11/2021 02H,5863
06/11/2021 01H,5861
06/11/2021 00H,5843
06/10/2021 23H,5838
06/10/2021 22H,5842
06/10/2021 21H,5846
06/10/2021 20H,5845
06/10/2021 19H,5849
06/10/2021 18H,5859
06/10/2021 17H,5853
06/10/2021 16H,5855
06/10/2021 15H,5868
06/10/2021 14H,5876
06/10/2021 13H,5898
06/10/2021 12H,5907
06/10/2021 11H,5898
06/10/2021 10H,5893
06/10/2021 09H,5888
06/10/2021 08H,5875
06/10/2021 07H,5882
06/10/2021 06H,5877
06/10/2021 05H,5881
06/10/2021 04H,5870
06/10/2021 03H,5875
06/10/2021 02H,5861
06/10/2021 01H,5848
06/10/2021 00H,5847
06/9/2021 23H,5838
06/9/2021 22H,5847
06/9/2021 21H,5838
06/9/2021 20H,5846
06/9/2021 19H,5847
06/9/2021 18H,5849
06/9/2021 17H,5856
06/9/2021 16H,5862
06/9/2021 15H,5854
06/9/2021 14H,5869
06/9/2021 13H,5888
06/9/2021 12H,5902
06/9/2021 11H,5904
06/9/2021 10H,5900
06/9/2021 09H,5900
06/9/2021 08H,5900
06/9/2021 07H,5892
06/9/2021 06H,5896
06/9/2021 05H,5889
06/9/2021 04H,5881
06/9/2021 03H,5884
06/9/2021 02H,5879
06/9/2021 01H,5871
06/9/2021 00H,5868
06/8/2021 23H,5858
06/8/2021 22H,5840
06/8/2021 21H,5830
06/8/2021 20H,5827
06/8/2021 19H,5834
06/8/2021 18H,5839
06/8/2021 17H,5849
06/8/2021 16H,5847
06/8/2021 15H,5855
06/8/2021 14H,5857
06/8/2021 13H,5875
06/8/2021 12H,5870
06/8/2021 11H,5888
06/8/2021 10H,5886
06/8/2021 09H,5884
06/8/2021 08H,5893
06/8/2021 07H,5887
06/8/2021 06H,5889
06/8/2021 05H,5895
06/8/2021 04H,5895
06/8/2021 03H,5894
06/8/2021 02H,5887
06/8/2021 01H,5876
06/8/2021 00H,5880
06/7/2021 23H,5873
06/7/2021 22H,5870
06/7/2021 21H,5866
06/7/2021 20H,5864
06/7/2021 19H,5847
06/7/2021 18H,5847
06/7/2021 17H,5849
06/7/2021 16H,5849
06/7/2021 15H,5859
06/7/2021 14H,5854
06/7/2021 13H,5864
06/7/2021 12H,5868
06/7/2021 11H,5859
06/7/2021 10H,5864
06/7/2021 09H,5873
06/7/2021 08H,5872
06/7/2021 07H,5865
06/7/2021 06H,5853
06/7/2021 05H,5875
06/7/2021 04H,5878
06/7/2021 03H,5883
06/7/2021 02H,5885
06/7/2021 01H,5883
06/7/2021 00H,5875
06/6/2021 23H,5864
06/6/2021 22H,5849
06/6/2021 21H,5841
06/6/2021 20H,5847
06/6/2021 19H,5847
06/6/2021 18H,5847
06/6/2021 17H,5857
06/6/2021 16H,5863
06/6/2021 15H,5871
06/6/2021 14H,5881
06/6/2021 13H,5885
06/6/2021 12H,5896
06/6/2021 11H,5893
06/6/2021 10H,5894
06/6/2021 09H,5872
06/6/2021 08H,5855
06/6/2021 07H,5849
06/6/2021 06H,5852
06/6/2021 05H,5841
06/6/2021 04H,5835
06/6/2021 03H,5782
06/6/2021 02H,5698
06/6/2021 01H,5631
06/6/2021 00H,5590
06/5/2021 23H,5596
06/5/2021 22H,5581
06/5/2021 21H,5577
06/5/2021 20H,5574
06/5/2021 19H,5603
06/5/2021 18H,5622
06/5/2021 17H,5646
06/5/2021 16H,5648
06/5/2021 15H,5713
06/5/2021 14H,5829
06/5/2021 13H,5867
06/5/2021 12H,5907
06/5/2021 11H,5905
06/5/2021 10H,5901
06/5/2021 09H,5897
06/5/2021 08H,5888
06/5/2021 07H,5888
06/5/2021 06H,5877
06/5/2021 05H,5888
06/5/2021 04H,5879
06/5/2021 03H,5887
06/5/2021 02H,5873
06/5/2021 01H,5875
06/5/2021 00H,5868
06/4/2021 23H,5862
06/4/2021 22H,5874
06/4/2021 21H,5876
06/4/2021 20H,5879
06/4/2021 19H,5877
06/4/2021 18H,5883
06/4/2021 17H,5887
06/4/2021 16H,5887
06/4/2021 15H,5893
06/4/2021 14H,5896
06/4/2021 13H,5901
06/4/2021 12H,5911
06/4/2021 11H,5915
06/4/2021 10H,5904
06/4/2021 09H,5906
06/4/2021 08H,5897
06/4/2021 07H,5896
06/4/2021 06H,5903
06/4/2021 05H,5900
06/4/2021 04H,5896
06/4/2021 03H,5891
06/4/2021 02H,5889
06/4/2021 01H,5881
06/4/2021 00H,5880
06/3/2021 23H,5876
06/3/2021 22H,5880
06/3/2021 21H,5884
06/3/2021 20H,5882
06/3/2021 19H,5885
06/3/2021 18H,5885
06/3/2021 17H,5879
06/3/2021 16H,5884
06/3/2021 15H,5892
06/3/2021 14H,5899
06/3/2021 13H,5900
06/3/2021 12H,5905
06/3/2021 11H,5907
06/3/2021 10H,5903
06/3/2021 09H,5898
06/3/2021 08H,5898
06/3/2021 07H,5896
06/3/2021 06H,5894
06/3/2021 05H,5904
06/3/2021 04H,5895
06/3/2021 03H,5892
06/3/2021 02H,5882
06/3/2021 01H,5889
06/3/2021 00H,5890
06/2/2021 23H,5887
06/2/2021 22H,5898
06/2/2021 21H,5899
06/2/2021 20H,5903
06/2/2021 19H,5906
06/2/2021 18H,5905
06/2/2021 17H,5910
06/2/2021 16H,5908
06/2/2021 15H,5923
06/2/2021 14H,5931
06/2/2021 13H,5935
06/2/2021 12H,5944
06/2/2021 11H,5940
06/2/2021 10H,5942
06/2/2021 09H,5933
06/2/2021 08H,5935
06/2/2021 07H,5935
06/2/2021 06H,5935
06/2/2021 05H,5924
06/2/2021 04H,5924
06/2/2021 03H,5900
06/2/2021 02H,5917
06/2/2021 01H,5916
06/2/2021 00H,5917
06/1/2021 23H,5917
06/1/2021 22H,5919
06/1/2021 21H,5925
06/1/2021 20H,5926
06/1/2021 19H,5922
06/1/2021 18H,5932
06/1/2021 17H,5934
06/1/2021 16H,5937
06/1/2021 15H,5940
06/1/2021 14H,5949
06/1/2021 13H,5963
06/1/2021 12H,5966
06/1/2021 11H,5963
06/1/2021 10H,5968
06/1/2021 09H,5958
06/1/2021 08H,5956
06/1/2021 07H,5948
06/1/2021 06H,5954
06/1/2021 05H,5943
06/1/2021 04H,5944
06/1/2021 03H,5934
06/1/2021 02H,5942
06/1/2021 01H,5931
06/1/2021 00H,5940
05/31/2021 23H,5931
05/31/2021 22H,5935
05/31/2021 21H,5940
05/31/2021 20H,5934
05/31/2021 19H,5932
05/31/2021 18H,5936
05/31/2021 17H,5928
05/31/2021 16H,5936
05/31/2021 15H,5941
05/31/2021 14H,5955
05/31/2021 13H,5963
05/31/2021 12H,5975
05/31/2021 11H,5975
05/31/2021 10H,5972
05/31/2021 09H,5968
05/31/2021 08H,5967
05/31/2021 07H,5969
05/31/2021 06H,5966
05/31/2021 05H,5958
05/31/2021 04H,5961
05/31/2021 03H,5951
05/31/2021 02H,5955
05/31/2021 01H,5950
05/31/2021 00H,5945
05/30/2021 23H,5947
05/30/2021 22H,5943
05/30/2021 21H,5953
05/30/2021 20H,5951
05/30/2021 19H,5962
05/30/2021 18H,5959
05/30/2021 17H,5970
05/30/2021 16H,5964
05/30/2021 15H,5971
05/30/2021 14H,5971
05/30/2021 13H,5972
05/30/2021 12H,5975
05/30/2021 11H,5974
05/30/2021 10H,5977
05/30/2021 09H,5972
05/30/2021 08H,5967
05/30/2021 07H,5969
05/30/2021 06H,5958
05/30/2021 05H,5951
05/30/2021 04H,5944
05/30/2021 03H,5935
05/30/2021 02H,5926
05/30/2021 01H,5922
05/30/2021 00H,5915
05/29/2021 23H,5897
05/29/2021 22H,5889
05/29/2021 21H,5895
05/29/2021 20H,5886
05/29/2021 19H,5884
05/29/2021 18H,5888
05/29/2021 17H,5901
05/29/2021 16H,5905
05/29/2021 15H,5914
05/29/2021 14H,5918
05/29/2021 13H,5923
05/29/2021 12H,5927
05/29/2021 11H,5924
05/29/2021 10H,5926
05/29/2021 09H,5928
05/29/2021 08H,5916
05/29/2021 07H,5903
05/29/2021 06H,5902
05/29/2021 05H,5904
05/29/2021 04H,5898
05/29/2021 03H,5903
05/29/2021 02H,5885
05/29/2021 01H,5885
05/29/2021 00H,5885
05/28/2021 23H,5866
05/28/2021 22H,5880
05/28/2021 21H,5875
05/28/2021 20H,5882
05/28/2021 19H,5884
05/28/2021 18H,5887
05/28/2021 17H,5889
05/28/2021 16H,5885
05/28/2021 15H,5896
05/28/2021 14H,5908
05/28/2021 13H,5914
05/28/2021 12H,5925
05/28/2021 11H,5922
05/28/2021 10H,5919
05/28/2021 09H,5917
05/28/2021 08H,5915
05/28/2021 07H,5906
05/28/2021 06H,5857
05/28/2021 05H,5824
05/28/2021 04H,5848
05/28/2021 03H,5895
05/28/2021 02H,5894
05/28/2021 01H,5891
05/28/2021 00H,5883
05/27/2021 23H,5887
05/27/2021 22H,5883
05/27/2021 21H,5881
05/27/2021 20H,5879
05/27/2021 19H,5886
05/27/2021 18H,5890
05/27/2021 17H,5884
05/27/2021 16H,5895
05/27/2021 15H,5897
05/27/2021 14H,5908
05/27/2021 13H,5911
05/27/2021 12H,5910
05/27/2021 11H,5913
05/27/2021 10H,5910
05/27/2021 09H,5911
05/27/2021 08H,5899
05/27/2021 07H,5902
05/27/2021 06H,5897
05/27/2021 05H,5896
05/27/2021 04H,5894
05/27/2021 03H,5884
05/27/2021 02H,5886
05/27/2021 01H,5881
05/27/2021 00H,5873
05/26/2021 23H,5879
05/26/2021 22H,5877
05/26/2021 21H,5873
05/26/2021 20H,5882
05/26/2021 19H,5875
05/26/2021 18H,5876
05/26/2021 17H,5883
05/26/2021 16H,5901
05/26/2021 15H,5906
05/26/2021 14H,5915
05/26/2021 13H,5938
05/26/2021 12H,5942
05/26/2021 11H,5936
05/26/2021 10H,5924
05/26/2021 09H,5907
05/26/2021 08H,5867
05/26/2021 07H,5838
05/26/2021 06H,5855
05/26/2021 05H,5861
05/26/2021 04H,5848
05/26/2021 03H,5883
05/26/2021 02H,5892
05/26/2021 01H,5888
05/26/2021 00H,5886
05/25/2021 23H,5894
05/25/2021 22H,5881
05/25/2021 21H,5886
05/25/2021 20H,5886
05/25/2021 19H,5889
05/25/2021 18H,5885
05/25/2021 17H,5890
05/25/2021 16H,5890
05/25/2021 15H,5911
05/25/2021 14H,5914
05/25/2021 13H,5932
05/25/2021 12H,5937
05/25/2021 11H,5933
05/25/2021 10H,5933
05/25/2021 09H,5924
05/25/2021 08H,5918
05/25/2021 07H,5920
05/25/2021 06H,5909
05/25/2021 05H,5909
05/25/2021 04H,5901
05/25/2021 03H,5897
05/25/2021 02H,5891
05/25/2021 01H,5895
05/25/2021 00H,5888
05/24/2021 23H,5887
05/24/2021 22H,5897
05/24/2021 21H,5898
05/24/2021 20H,5897
05/24/2021 19H,5900
05/24/2021 18H,5895
05/24/2021 17H,5902
05/24/2021 16H,5899
05/24/2021 15H,5922
05/24/2021 14H,5921
05/24/2021 13H,5944
05/24/2021 12H,5940
05/24/2021 11H,5940
05/24/2021 10H,5947
05/24/2021 09H,5936
05/24/2021 08H,5936
05/24/2021 07H,5936
05/24/2021 06H,5917
05/24/2021 05H,5919
05/24/2021 04H,5918
05/24/2021 03H,5923
05/24/2021 02H,5918
05/24/2021 01H,5916
05/24/2021 00H,5912
05/23/2021 23H,5907
05/23/2021 22H,5912
05/23/2021 21H,5917
05/23/2021 20H,5919
05/23/2021 19H,5916
05/23/2021 18H,5919
05/23/2021 17H,5927
05/23/2021 16H,5929
05/23/2021 15H,5930
05/23/2021 14H,5937
05/23/2021 13H,5952
05/23/2021 12H,5949
05/23/2021 11H,5946
05/23/2021 10H,5945
05/23/2021 09H,5941
05/23/2021 08H,5940
05/23/2021 07H,5937
05/23/2021 06H,5940
05/23/2021 05H,5932
05/23/2021 04H,5928
05/23/2021 03H,5932
05/23/2021 02H,5926
05/23/2021 01H,5925
05/23/2021 00H,5922
05/22/2021 23H,5923
05/22/2021 22H,5919
05/22/2021 21H,5916
05/22/2021 20H,5917
05/22/2021 19H,5921
05/22/2021 18H,5924
05/22/2021 17H,5923
05/22/2021 16H,5924
05/22/2021 15H,5936
05/22/2021 14H,5948
05/22/2021 13H,5961
05/22/2021 12H,5970
05/22/2021 11H,5964
05/22/2021 10H,5965
05/22/2021 09H,5960
05/22/2021 08H,5946
05/22/2021 07H,5952
05/22/2021 06H,5946
05/22/2021 05H,5943
05/22/2021 04H,5939
05/22/2021 03H,5935
05/22/2021 02H,5929
05/22/2021 01H,5926
05/22/2021 00H,5917
05/21/2021 23H,5909
05/21/2021 22H,5911
05/21/2021 21H,5904
05/21/2021 20H,5909
05/21/2021 19H,5909
05/21/2021 18H,5918
05/21/2021 17H,5921
05/21/2021 16H,5926
05/21/2021 15H,5923
05/21/2021 14H,5943
05/21/2021 13H,5962
05/21/2021 12H,5972
05/21/2021 11H,5968
05/21/2021 10H,5966
05/21/2021 09H,5963
05/21/2021 08H,5958
05/21/2021 07H,5946
05/21/2021 06H,5956
05/21/2021 05H,5944
05/21/2021 04H,5947
05/21/2021 03H,5943
05/21/2021 02H,5946
05/21/2021 01H,5938
05/21/2021 00H,5927
05/20/2021 23H,5923
05/20/2021 22H,5916
05/20/2021 21H,5915
05/20/2021 20H,5919
05/20/2021 19H,5923
05/20/2021 18H,5921
05/20/2021 17H,5928
05/20/2021 16H,5927
05/20/2021 15H,5927
05/20/2021 14H,5935
05/20/2021 13H,5951
05/20/2021 12H,5955
05/20/2021 11H,5952
05/20/2021 10H,5960
05/20/2021 09H,5949
05/20/2021 08H,5950
05/20/2021 07H,5943
05/20/2021 06H,5934
05/20/2021 05H,5931
05/20/2021 04H,5934
05/20/2021 03H,5923
05/20/2021 02H,5926
05/20/2021 01H,5914
05/20/2021 00H,5905
05/19/2021 23H,5898
05/19/2021 22H,5900
05/19/2021 21H,5901
05/19/2021 20H,5904
05/19/2021 19H,5900
05/19/2021 18H,5904
05/19/2021 17H,5906
05/19/2021 16H,5903
05/19/2021 15H,5914
05/19/2021 14H,5929
05/19/2021 13H,5935
05/19/2021 12H,5950
05/19/2021 11H,5949
05/19/2021 10H,5949
05/19/2021 09H,5949
05/19/2021 08H,5946
05/19/2021 07H,5949
05/19/2021 06H,5940
05/19/2021 05H,5936
05/19/2021 04H,5934
05/19/2021 03H,5931
05/19/2021 02H,5916
05/19/2021 01H,5923
05/19/2021 00H,5913
05/18/2021 23H,5913
05/18/2021 22H,5904
05/18/2021 21H,5903
05/18/2021 20H,5901
05/18/2021 19H,5910
05/18/2021 18H,5901
05/18/2021 17H,5915
05/18/2021 16H,5910
05/18/2021 15H,5917
05/18/2021 14H,5931
05/18/2021 13H,5953
05/18/2021 12H,5956
05/18/2021 11H,5955
05/18/2021 10H,5958
05/18/2021 09H,5951
05/18/2021 08H,5951
05/18/2021 07H,5951
05/18/2021 06H,5951
05/18/2021 05H,5945
05/18/2021 04H,5949
05/18/2021 03H,5934
05/18/2021 02H,5936
05/18/2021 01H,5935
05/18/2021 00H,5935
05/17/2021 23H,5932
05/17/2021 22H,5930
05/17/2021 21H,5930
05/17/2021 20H,5920
05/17/2021 19H,5935
05/17/2021 18H,5933
05/17/2021 17H,5937
05/17/2021 16H,5945
05/17/2021 15H,5962
05/17/2021 14H,5960
05/17/2021 13H,5979
05/17/2021 12H,5980
05/17/2021 11H,5982
05/17/2021 10H,5978
05/17/2021 09H,5973
05/17/2021 08H,5972
05/17/2021 07H,5973
05/17/2021 06H,5967
05/17/2021 05H,5969
05/17/2021 04H,5966
05/17/2021 03H,5963
05/17/2021 02H,5952
05/17/2021 01H,5958
05/17/2021 00H,5952
05/16/2021 23H,5950
05/16/2021 22H,5954
05/16/2021 21H,5955
05/16/2021 20H,5952
05/16/2021 19H,5958
05/16/2021 18H,5956
