Net generation from natural gas for California (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390106&sdid=EBA.CAL-ALL.NG.NG.H
19:04:28 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAL-ALL.NG.NG.H megawatthours
02/19/2019 07H,11302
02/19/2019 06H,12033
02/19/2019 05H,13027
02/19/2019 04H,13375
02/19/2019 03H,13560
02/19/2019 02H,13987
02/19/2019 01H,10420
02/19/2019 00H,7973
02/18/2019 23H,7156
02/18/2019 22H,6810
02/18/2019 21H,6506
02/18/2019 20H,6417
02/18/2019 19H,6293
02/18/2019 18H,6469
02/18/2019 17H,6225
02/18/2019 16H,8423
02/18/2019 15H,10142
02/18/2019 14H,10197
02/18/2019 13H,9148
02/18/2019 12H,9218
02/18/2019 11H,9164
02/18/2019 10H,9308
02/18/2019 09H,9358
02/18/2019 08H,9802
02/18/2019 07H,10994
02/18/2019 06H,10873
02/18/2019 05H,10847
02/18/2019 04H,11671
02/18/2019 03H,12513
02/18/2019 02H,12863
02/18/2019 01H,9660
02/18/2019 00H,6468
02/17/2019 23H,6161
02/17/2019 22H,5649
02/17/2019 21H,5459
02/17/2019 20H,5648
02/17/2019 19H,5424
02/17/2019 18H,5669
02/17/2019 17H,5440
02/17/2019 16H,6536
02/17/2019 15H,8552
02/17/2019 14H,9063
02/17/2019 13H,8126
02/17/2019 12H,8807
02/17/2019 11H,9018
02/17/2019 10H,8872
02/17/2019 09H,8622
02/17/2019 08H,8409
02/17/2019 07H,8452
02/17/2019 06H,8552
02/17/2019 05H,9320
02/17/2019 04H,10119
02/17/2019 03H,10573
02/17/2019 02H,9629
02/17/2019 01H,7352
02/17/2019 00H,4768
02/16/2019 23H,4378
02/16/2019 22H,4397
02/16/2019 21H,4547
02/16/2019 20H,4263
02/16/2019 19H,3999
02/16/2019 18H,4041
02/16/2019 17H,4060
02/16/2019 16H,5507
02/16/2019 15H,7359
02/16/2019 14H,7396
02/16/2019 13H,6959
02/16/2019 12H,7319
02/16/2019 11H,7927
02/16/2019 10H,8279
02/16/2019 09H,9094
02/16/2019 08H,10386
02/16/2019 07H,11913
02/16/2019 06H,12913
02/16/2019 05H,13304
02/16/2019 04H,13586
02/16/2019 03H,13757
02/16/2019 02H,13962
02/16/2019 01H,13388
02/16/2019 00H,10955
02/15/2019 23H,10027
02/15/2019 22H,9027
02/15/2019 21H,8598
02/15/2019 20H,8179
02/15/2019 19H,8746
02/15/2019 18H,9287
02/15/2019 17H,10568
02/15/2019 16H,11428
02/15/2019 15H,11545
02/15/2019 14H,10382
02/15/2019 13H,9384
02/15/2019 12H,8878
02/15/2019 11H,8521
02/15/2019 10H,8619
02/15/2019 09H,8618
02/15/2019 08H,9668
02/15/2019 07H,11255
02/15/2019 06H,11911
02/15/2019 05H,12774
02/15/2019 04H,13416
02/15/2019 03H,12917
02/15/2019 02H,12607
02/15/2019 01H,11659
02/15/2019 00H,10506
02/14/2019 23H,10178
02/14/2019 22H,10094
02/14/2019 21H,10774
02/14/2019 20H,10878
02/14/2019 19H,10899
02/14/2019 18H,12486
02/14/2019 17H,13119
02/14/2019 16H,13069
02/14/2019 15H,12651
02/14/2019 14H,11158
02/14/2019 13H,9679
02/14/2019 12H,8555
02/14/2019 11H,8174
02/14/2019 10H,8335
02/14/2019 09H,9109
02/14/2019 08H,10524
02/14/2019 07H,11958
02/14/2019 06H,13114
02/14/2019 05H,14759
02/14/2019 04H,15215
02/14/2019 03H,15234
02/14/2019 02H,16619
02/14/2019 01H,14902
02/14/2019 00H,14011
02/13/2019 23H,13609
02/13/2019 22H,13547
02/13/2019 21H,13572
02/13/2019 20H,13041
02/13/2019 19H,13587
02/13/2019 18H,13510
02/13/2019 17H,14793
02/13/2019 16H,14558
02/13/2019 15H,13976
02/13/2019 14H,12436
02/13/2019 13H,11392
02/13/2019 12H,10470
02/13/2019 11H,10867
02/13/2019 10H,10934
02/13/2019 09H,11769
02/13/2019 08H,12384
02/13/2019 07H,12501
02/13/2019 06H,13751
02/13/2019 05H,15070
02/13/2019 04H,15495
02/13/2019 03H,15741
02/13/2019 02H,16057
02/13/2019 01H,13938
02/13/2019 00H,12784
02/12/2019 23H,11500
02/12/2019 22H,10205
02/12/2019 21H,9468
02/12/2019 20H,9133
02/12/2019 19H,9460
02/12/2019 18H,10091
02/12/2019 17H,10728
02/12/2019 16H,11810
02/12/2019 15H,14740
02/12/2019 14H,14136
02/12/2019 13H,12544
02/12/2019 12H,12480
02/12/2019 11H,12604
02/12/2019 10H,12798
02/12/2019 09H,12778
02/12/2019 08H,12850
02/12/2019 07H,12815
02/12/2019 06H,13156
02/12/2019 05H,14083
02/12/2019 04H,15032
02/12/2019 03H,16131
02/12/2019 02H,15693
02/12/2019 01H,12907
02/12/2019 00H,9598
02/11/2019 23H,8066
02/11/2019 22H,7844
02/11/2019 21H,7318
02/11/2019 20H,7391
02/11/2019 19H,7333
02/11/2019 18H,7237
02/11/2019 17H,8352
02/11/2019 16H,10870
02/11/2019 15H,13552
02/11/2019 14H,12989
02/11/2019 13H,10875
02/11/2019 12H,11053
02/11/2019 11H,9892
02/11/2019 10H,9740
02/11/2019 09H,10089
02/11/2019 08H,10421
02/11/2019 07H,9960
02/11/2019 06H,11418
02/11/2019 05H,12686
02/11/2019 04H,12912
02/11/2019 03H,13052
02/11/2019 02H,13022
02/11/2019 01H,10349
02/11/2019 00H,8135
02/10/2019 23H,6837
02/10/2019 22H,6074
02/10/2019 21H,5690
02/10/2019 20H,5346
02/10/2019 19H,5555
02/10/2019 18H,6251
02/10/2019 17H,6908
02/10/2019 16H,8897
02/10/2019 15H,10228
02/10/2019 14H,10726
02/10/2019 13H,10289
02/10/2019 12H,10268
02/10/2019 11H,10092
02/10/2019 10H,10040
02/10/2019 09H,10144
02/10/2019 08H,10152
02/10/2019 07H,10428
02/10/2019 06H,10836
02/10/2019 05H,10754
02/10/2019 04H,10925
02/10/2019 03H,11016
02/10/2019 02H,10422
02/10/2019 01H,8379
02/10/2019 00H,6611
02/9/2019 23H,5794
02/9/2019 22H,5444
02/9/2019 21H,5406
02/9/2019 20H,5652
02/9/2019 19H,5895
02/9/2019 18H,7067
02/9/2019 17H,6981
02/9/2019 16H,8913
02/9/2019 15H,10369
02/9/2019 14H,10266
02/9/2019 13H,9038
02/9/2019 12H,9066
02/9/2019 11H,9126
02/9/2019 10H,9415
02/9/2019 09H,10398
02/9/2019 08H,10333
02/9/2019 07H,11413
02/9/2019 06H,12174
02/9/2019 05H,12915
02/9/2019 04H,13634
02/9/2019 03H,14226
02/9/2019 02H,14081
02/9/2019 01H,12773
02/9/2019 00H,9282
02/8/2019 23H,7899
02/8/2019 22H,7370
02/8/2019 21H,7578
02/8/2019 20H,7530
02/8/2019 19H,7723
02/8/2019 18H,7855
02/8/2019 17H,9110
02/8/2019 16H,11724
02/8/2019 15H,15063
02/8/2019 14H,14656
02/8/2019 13H,12732
02/8/2019 12H,11357
02/8/2019 11H,11270
02/8/2019 10H,11211
02/8/2019 09H,11021
02/8/2019 08H,11325
02/8/2019 07H,13293
02/8/2019 06H,13498
02/8/2019 05H,15307
02/8/2019 04H,15903
02/8/2019 03H,16384
02/8/2019 02H,16063
02/8/2019 01H,13342
02/8/2019 00H,10125
02/7/2019 23H,8461
02/7/2019 22H,8552
02/7/2019 21H,8202
02/7/2019 20H,8236
02/7/2019 19H,8699
02/7/2019 18H,8283
02/7/2019 17H,10147
02/7/2019 16H,13452
02/7/2019 15H,16050
02/7/2019 14H,14696
02/7/2019 13H,12890
02/7/2019 12H,11723
02/7/2019 11H,11594
02/7/2019 10H,11874
02/7/2019 09H,12717
02/7/2019 08H,13527
02/7/2019 07H,15124
02/7/2019 06H,16084
02/7/2019 05H,17384
02/7/2019 04H,17809
02/7/2019 03H,18076
02/7/2019 02H,17160
02/7/2019 01H,14705
02/7/2019 00H,10809
02/6/2019 23H,9475
02/6/2019 22H,9000
02/6/2019 21H,9054
02/6/2019 20H,9195
02/6/2019 19H,9383
02/6/2019 18H,9798
02/6/2019 17H,10999
02/6/2019 16H,12725
02/6/2019 15H,15809
02/6/2019 14H,12586
02/6/2019 13H,12553
02/6/2019 12H,12172
02/6/2019 11H,11430
02/6/2019 10H,11425
02/6/2019 09H,11520
02/6/2019 08H,12044
02/6/2019 07H,13063
02/6/2019 06H,14984
02/6/2019 05H,16458
02/6/2019 04H,17736
02/6/2019 03H,17474
02/6/2019 02H,17874
02/6/2019 01H,15630
02/6/2019 00H,13299
02/5/2019 23H,11863
02/5/2019 22H,10742
02/5/2019 21H,11734
02/5/2019 20H,11880
02/5/2019 19H,11360
02/5/2019 18H,12003
02/5/2019 17H,13039
02/5/2019 16H,13639
02/5/2019 15H,15723
02/5/2019 14H,14515
02/5/2019 13H,12659
02/5/2019 12H,11724
02/5/2019 11H,11731
02/5/2019 10H,11054
02/5/2019 09H,11148
02/5/2019 08H,11323
02/5/2019 07H,11803
02/5/2019 06H,12339
02/5/2019 05H,13815
02/5/2019 04H,14626
02/5/2019 03H,15568
02/5/2019 02H,15605
02/5/2019 01H,13759
02/5/2019 00H,11463
02/4/2019 23H,10773
02/4/2019 22H,10770
02/4/2019 21H,10930
02/4/2019 20H,10578
02/4/2019 19H,11579
02/4/2019 18H,10630
02/4/2019 17H,11129
02/4/2019 16H,11354
02/4/2019 15H,11332
02/4/2019 14H,10389
02/4/2019 13H,9936
02/4/2019 12H,9024
02/4/2019 11H,9034
02/4/2019 10H,9255
02/4/2019 09H,9614
02/4/2019 08H,10490
02/4/2019 07H,10821
02/4/2019 06H,11864
02/4/2019 05H,11961
02/4/2019 04H,11823
02/4/2019 03H,11273
02/4/2019 02H,11402
02/4/2019 01H,9369
02/4/2019 00H,8027
02/3/2019 23H,7049
02/3/2019 22H,6098
02/3/2019 21H,5959
02/3/2019 20H,6166
02/3/2019 19H,6716
02/3/2019 18H,6461
02/3/2019 17H,6942
02/3/2019 16H,7068
02/3/2019 15H,7581
02/3/2019 14H,7457
02/3/2019 13H,7207
02/3/2019 12H,6894
02/3/2019 11H,7267
02/3/2019 10H,7772
02/3/2019 09H,8096
02/3/2019 08H,8992
02/3/2019 07H,10464
02/3/2019 06H,11444
02/3/2019 05H,11544
02/3/2019 04H,11540
02/3/2019 03H,11247
02/3/2019 02H,11332
02/3/2019 01H,10565
02/3/2019 00H,10044
02/2/2019 23H,9509
02/2/2019 22H,9222
02/2/2019 21H,9802
02/2/2019 20H,10252
02/2/2019 19H,9358
02/2/2019 18H,9726
02/2/2019 17H,10116
02/2/2019 16H,10511
02/2/2019 15H,9851
02/2/2019 14H,9636
02/2/2019 13H,9548
02/2/2019 12H,9416
02/2/2019 11H,9314
02/2/2019 10H,9436
02/2/2019 09H,9433
02/2/2019 08H,9829
02/2/2019 07H,10870
02/2/2019 06H,11310
02/2/2019 05H,11766
02/2/2019 04H,12121
02/2/2019 03H,12245
02/2/2019 02H,12682
02/2/2019 01H,12450
02/2/2019 00H,11426
02/1/2019 23H,10608
02/1/2019 22H,9906
02/1/2019 21H,9631
02/1/2019 20H,9692
02/1/2019 19H,9692
02/1/2019 18H,9556
02/1/2019 17H,9449
02/1/2019 16H,11335
02/1/2019 15H,11842
02/1/2019 14H,11347
02/1/2019 13H,10551
02/1/2019 12H,10624
02/1/2019 11H,10623
02/1/2019 10H,10600
02/1/2019 09H,10991
02/1/2019 08H,11394
02/1/2019 07H,12383
02/1/2019 06H,12488
02/1/2019 05H,12790
02/1/2019 04H,13511
02/1/2019 03H,13753
02/1/2019 02H,13762
02/1/2019 01H,12919
02/1/2019 00H,10701
01/31/2019 23H,10101
01/31/2019 22H,10531
01/31/2019 21H,11101
01/31/2019 20H,10689
01/31/2019 19H,10416
01/31/2019 18H,11692
01/31/2019 17H,11483
01/31/2019 16H,12159
01/31/2019 15H,12086
01/31/2019 14H,10767
01/31/2019 13H,10437
01/31/2019 12H,10595
01/31/2019 11H,10559
01/31/2019 10H,10907
01/31/2019 09H,11279
01/31/2019 08H,11859
01/31/2019 07H,11931
01/31/2019 06H,12588
01/31/2019 05H,13149
01/31/2019 04H,13771
01/31/2019 03H,13964
01/31/2019 02H,14395
01/31/2019 01H,13973
01/31/2019 00H,10831
01/30/2019 23H,9192
01/30/2019 22H,8800
01/30/2019 21H,8813
01/30/2019 20H,8322
01/30/2019 19H,9104
01/30/2019 18H,10366
01/30/2019 17H,11190
01/30/2019 16H,12272
01/30/2019 15H,12873
01/30/2019 14H,11605
01/30/2019 13H,11017
01/30/2019 12H,11256
01/30/2019 11H,11135
01/30/2019 10H,11127
01/30/2019 09H,11530
01/30/2019 08H,10992
01/30/2019 07H,11699
01/30/2019 06H,12341
01/30/2019 05H,13046
01/30/2019 04H,13401
01/30/2019 03H,14153
01/30/2019 02H,14118
01/30/2019 01H,13116
01/30/2019 00H,11863
01/29/2019 23H,10383
01/29/2019 22H,9833
01/29/2019 21H,9342
01/29/2019 20H,8931
01/29/2019 19H,9356
01/29/2019 18H,10167
01/29/2019 17H,11036
01/29/2019 16H,11885
01/29/2019 15H,12332
01/29/2019 14H,11281
01/29/2019 13H,11124
01/29/2019 12H,11444
01/29/2019 11H,11676
01/29/2019 10H,11905
01/29/2019 09H,12176
01/29/2019 08H,12142
01/29/2019 07H,12325
01/29/2019 06H,12621
01/29/2019 05H,13266
01/29/2019 04H,13285
01/29/2019 03H,13893
01/29/2019 02H,14549
01/29/2019 01H,13753
01/29/2019 00H,11384
01/28/2019 23H,10052
01/28/2019 22H,9236
01/28/2019 21H,8826
01/28/2019 20H,9380
01/28/2019 19H,9619
01/28/2019 18H,9966
01/28/2019 17H,9869
01/28/2019 16H,11260
01/28/2019 15H,11831
01/28/2019 14H,11010
01/28/2019 13H,10264
01/28/2019 12H,9994
01/28/2019 11H,9719
01/28/2019 10H,9509
01/28/2019 09H,9310
01/28/2019 08H,9750
01/28/2019 07H,10499
01/28/2019 06H,10375
01/28/2019 05H,11155
01/28/2019 04H,11524
01/28/2019 03H,11570
01/28/2019 02H,11493
01/28/2019 01H,10225
01/28/2019 00H,7335
01/27/2019 23H,6175
01/27/2019 22H,5135
01/27/2019 21H,4830
01/27/2019 20H,4253
01/27/2019 19H,4345
01/27/2019 18H,4658
01/27/2019 17H,5516
01/27/2019 16H,6811
01/27/2019 15H,8326
01/27/2019 14H,8335
01/27/2019 13H,8501
01/27/2019 12H,8633
01/27/2019 11H,8677
01/27/2019 10H,8738
01/27/2019 09H,8992
01/27/2019 08H,9324
01/27/2019 07H,10071
01/27/2019 06H,10365
01/27/2019 05H,10495
01/27/2019 04H,11060
01/27/2019 03H,11025
01/27/2019 02H,10917
01/27/2019 01H,10011
01/27/2019 00H,7928
01/26/2019 23H,6373
01/26/2019 22H,5330
01/26/2019 21H,5348
01/26/2019 20H,5389
01/26/2019 19H,5362
01/26/2019 18H,5370
01/26/2019 17H,5982
01/26/2019 16H,7887
01/26/2019 15H,9008
01/26/2019 14H,9474
01/26/2019 13H,9249
01/26/2019 12H,8983
01/26/2019 11H,9038
01/26/2019 10H,9114
01/26/2019 09H,9508
01/26/2019 08H,10384
01/26/2019 07H,10943
01/26/2019 06H,11325
01/26/2019 05H,12020
01/26/2019 04H,12477
01/26/2019 03H,12796
01/26/2019 02H,12964
01/26/2019 01H,11821
01/26/2019 00H,8787
01/25/2019 23H,7841
01/25/2019 22H,7871
01/25/2019 21H,6936
01/25/2019 20H,7060
01/25/2019 19H,7284
01/25/2019 18H,8429
01/25/2019 17H,8647
01/25/2019 16H,11140
01/25/2019 15H,12549
01/25/2019 14H,11097
01/25/2019 13H,10347
01/25/2019 12H,9970
01/25/2019 11H,10081
01/25/2019 10H,10129
01/25/2019 09H,10517
01/25/2019 08H,11387
01/25/2019 07H,12873
01/25/2019 06H,12887
01/25/2019 05H,13405
01/25/2019 04H,13648
01/25/2019 03H,14245
01/25/2019 02H,14403
01/25/2019 01H,13191
01/25/2019 00H,10124
01/24/2019 23H,7701
01/24/2019 22H,7585
01/24/2019 21H,7442
01/24/2019 20H,7475
01/24/2019 19H,7598
01/24/2019 18H,8041
01/24/2019 17H,9470
01/24/2019 16H,11386
01/24/2019 15H,12908
01/24/2019 14H,12052
01/24/2019 13H,11498
01/24/2019 12H,10977
01/24/2019 11H,11090
01/24/2019 10H,11235
01/24/2019 09H,11959
01/24/2019 08H,12498
01/24/2019 07H,12651
01/24/2019 06H,13132
01/24/2019 05H,13625
01/24/2019 04H,13825
01/24/2019 03H,14097
01/24/2019 02H,14517
01/24/2019 01H,12893
01/24/2019 00H,10451
01/23/2019 23H,7939
01/23/2019 22H,8209
01/23/2019 21H,8073
01/23/2019 20H,8168
01/23/2019 19H,8003
01/23/2019 18H,8309
01/23/2019 17H,9488
01/23/2019 16H,12237
01/23/2019 15H,13478
01/23/2019 14H,11429
01/23/2019 13H,10070
01/23/2019 12H,10097
01/23/2019 11H,9938
01/23/2019 10H,10143
01/23/2019 09H,10561
01/23/2019 08H,11189
01/23/2019 07H,11785
01/23/2019 06H,12693
01/23/2019 05H,13700
01/23/2019 04H,14208
01/23/2019 03H,14776
01/23/2019 02H,14563
01/23/2019 01H,13219
01/23/2019 00H,9462
01/22/2019 23H,7834
01/22/2019 22H,7914
01/22/2019 21H,7601
01/22/2019 20H,7364
01/22/2019 19H,7226
01/22/2019 18H,7243
01/22/2019 17H,8329
01/22/2019 16H,10737
01/22/2019 15H,12331
01/22/2019 14H,10674
01/22/2019 13H,8516
01/22/2019 12H,8615
01/22/2019 11H,8157
01/22/2019 10H,8093
01/22/2019 09H,8134
01/22/2019 08H,8302
01/22/2019 07H,8558
01/22/2019 06H,9966
01/22/2019 05H,10689
01/22/2019 04H,11078
01/22/2019 03H,11627
01/22/2019 02H,11825
01/22/2019 01H,10656
01/22/2019 00H,8366
01/21/2019 23H,7071
01/21/2019 22H,6605
01/21/2019 21H,6458
01/21/2019 20H,6322
01/21/2019 19H,6241
01/21/2019 18H,6328
01/21/2019 17H,6883
01/21/2019 16H,7962
01/21/2019 15H,8804
01/21/2019 14H,8211
01/21/2019 13H,7459
01/21/2019 12H,6976
01/21/2019 11H,6177
01/21/2019 10H,6336
01/21/2019 09H,6539
01/21/2019 08H,7432
01/21/2019 07H,8530
01/21/2019 06H,9377
01/21/2019 05H,9831
01/21/2019 04H,9663
01/21/2019 03H,8778
01/21/2019 02H,9309
01/21/2019 01H,8377
01/21/2019 00H,7692
01/20/2019 23H,6759
01/20/2019 22H,5506
01/20/2019 21H,5592
01/20/2019 20H,5218
01/20/2019 19H,5342
01/20/2019 18H,5940
01/20/2019 17H,6710
01/20/2019 16H,7679
01/20/2019 15H,8145
01/20/2019 14H,7889
01/20/2019 13H,7796
01/20/2019 12H,7724
01/20/2019 11H,7873
01/20/2019 10H,7974
01/20/2019 09H,8889
01/20/2019 08H,9468
01/20/2019 07H,10127
01/20/2019 06H,10572
01/20/2019 05H,10699
01/20/2019 04H,10383
01/20/2019 03H,10435
01/20/2019 02H,10920
01/20/2019 01H,10032
01/20/2019 00H,7354
01/19/2019 23H,5915
01/19/2019 22H,5303
01/19/2019 21H,5151
01/19/2019 20H,5051
01/19/2019 19H,5416
01/19/2019 18H,5324
01/19/2019 17H,5886
01/19/2019 16H,7685
01/19/2019 15H,9061
01/19/2019 14H,8517
01/19/2019 13H,8248
01/19/2019 12H,7913
01/19/2019 11H,8320
01/19/2019 10H,8823
01/19/2019 09H,9401
01/19/2019 08H,10192
01/19/2019 07H,11433
01/19/2019 06H,11871
01/19/2019 05H,11556
01/19/2019 04H,12077
01/19/2019 03H,12015
01/19/2019 02H,12797
01/19/2019 01H,11550
01/19/2019 00H,8719
01/18/2019 23H,7251
01/18/2019 22H,7128
01/18/2019 21H,7344
01/18/2019 20H,6778
01/18/2019 19H,6690
01/18/2019 18H,7225
01/18/2019 17H,7322
01/18/2019 16H,9248
01/18/2019 15H,10255
01/18/2019 14H,8998
01/18/2019 13H,7725
01/18/2019 12H,7487
01/18/2019 11H,7399
01/18/2019 10H,7297
01/18/2019 09H,7670
01/18/2019 08H,8405
01/18/2019 07H,8603
01/18/2019 06H,10147
01/18/2019 05H,11034
01/18/2019 04H,11993
01/18/2019 03H,12052
01/18/2019 02H,12621
01/18/2019 01H,12171
01/18/2019 00H,11640
01/17/2019 23H,11289
01/17/2019 22H,10123
01/17/2019 21H,10317
01/17/2019 20H,11140
01/17/2019 19H,11135
01/17/2019 18H,11004
01/17/2019 17H,12181
01/17/2019 16H,12024
01/17/2019 15H,12061
01/17/2019 14H,10471
01/17/2019 13H,10037
01/17/2019 12H,9694
01/17/2019 11H,9345
01/17/2019 10H,9135
01/17/2019 09H,9494
01/17/2019 08H,10261
01/17/2019 07H,10985
01/17/2019 06H,11976
01/17/2019 05H,12849
01/17/2019 04H,13219
01/17/2019 03H,13686
01/17/2019 02H,14536
01/17/2019 01H,13962
01/17/2019 00H,12342
01/16/2019 23H,10896
01/16/2019 22H,10739
01/16/2019 21H,10538
01/16/2019 20H,10744
01/16/2019 19H,10750
01/16/2019 18H,10835
01/16/2019 17H,11118
01/16/2019 16H,12174
01/16/2019 15H,11994
01/16/2019 14H,10694
01/16/2019 13H,8923
01/16/2019 12H,9554
01/16/2019 11H,9856
01/16/2019 10H,9970
01/16/2019 09H,10606
01/16/2019 08H,11597
01/16/2019 07H,12435
01/16/2019 06H,13317
01/16/2019 05H,14221
01/16/2019 04H,14691
01/16/2019 03H,14697
01/16/2019 02H,15395
01/16/2019 01H,14754
01/16/2019 00H,12994
01/15/2019 23H,12557
01/15/2019 22H,12867
01/15/2019 21H,12853
01/15/2019 20H,12613
01/15/2019 19H,12554
01/15/2019 18H,12897
01/15/2019 17H,13005
01/15/2019 16H,13092
01/15/2019 15H,12511
01/15/2019 14H,11228
01/15/2019 13H,10027
01/15/2019 12H,10694
01/15/2019 11H,10614
01/15/2019 10H,10942
01/15/2019 09H,11135
01/15/2019 08H,11515
01/15/2019 07H,12519
01/15/2019 06H,13608
01/15/2019 05H,14013
01/15/2019 04H,14704
01/15/2019 03H,15143
01/15/2019 02H,15830
01/15/2019 01H,15110
01/15/2019 00H,13504
01/14/2019 23H,13115
01/14/2019 22H,13199
01/14/2019 21H,12603
01/14/2019 20H,12806
01/14/2019 19H,12587
01/14/2019 18H,12388
01/14/2019 17H,12250
01/14/2019 16H,12616
01/14/2019 15H,12416
01/14/2019 14H,11164
01/14/2019 13H,10369
01/14/2019 12H,9749
01/14/2019 11H,9792
01/14/2019 10H,9862
01/14/2019 09H,10102
01/14/2019 08H,10742
01/14/2019 07H,11571
01/14/2019 06H,11406
01/14/2019 05H,12158
01/14/2019 04H,12434
01/14/2019 03H,12887
01/14/2019 02H,13118
01/14/2019 01H,12156
01/14/2019 00H,9985
01/13/2019 23H,8518
01/13/2019 22H,7389
01/13/2019 21H,6546
01/13/2019 20H,6325
01/13/2019 19H,6370
01/13/2019 18H,6522
01/13/2019 17H,7226
01/13/2019 16H,9029
01/13/2019 15H,10306
01/13/2019 14H,9828
01/13/2019 13H,10117
01/13/2019 12H,10116
01/13/2019 11H,10244
01/13/2019 10H,10351
01/13/2019 09H,10449
01/13/2019 08H,10995
01/13/2019 07H,11051
01/13/2019 06H,11095
01/13/2019 05H,11623
01/13/2019 04H,11621
01/13/2019 03H,11550
01/13/2019 02H,11391
01/13/2019 01H,11026
01/13/2019 00H,9044
01/12/2019 23H,7756
01/12/2019 22H,7556
01/12/2019 21H,7536
01/12/2019 20H,7640
01/12/2019 19H,7939
01/12/2019 18H,8313
01/12/2019 17H,9411
01/12/2019 16H,10005
01/12/2019 15H,9355
01/12/2019 14H,9267
01/12/2019 13H,9070
01/12/2019 12H,9008
01/12/2019 11H,9077
01/12/2019 10H,9024
01/12/2019 09H,9023
01/12/2019 08H,10125
01/12/2019 07H,10591
01/12/2019 06H,11274
01/12/2019 05H,12177
01/12/2019 04H,12368
01/12/2019 03H,12783
01/12/2019 02H,13305
01/12/2019 01H,12515
01/12/2019 00H,10721
01/11/2019 23H,9679
01/11/2019 22H,9437
01/11/2019 21H,8841
01/11/2019 20H,9400
01/11/2019 19H,9732
01/11/2019 18H,10525
01/11/2019 17H,10837
01/11/2019 16H,12060
01/11/2019 15H,13276
01/11/2019 14H,12839
01/11/2019 13H,10774
01/11/2019 12H,10207
01/11/2019 11H,9934
01/11/2019 10H,10019
01/11/2019 09H,10385
01/11/2019 08H,9784
01/11/2019 07H,10746
01/11/2019 06H,11784
01/11/2019 05H,11809
01/11/2019 04H,12377
01/11/2019 03H,12349
01/11/2019 02H,12246
01/11/2019 01H,11832
01/11/2019 00H,10126
01/10/2019 23H,8835
01/10/2019 22H,8315
01/10/2019 21H,8199
01/10/2019 20H,7913
01/10/2019 19H,7939
01/10/2019 18H,7909
01/10/2019 17H,9013
01/10/2019 16H,10310
01/10/2019 15H,11421
01/10/2019 14H,10240
01/10/2019 13H,9243
01/10/2019 12H,8891
01/10/2019 11H,9175
01/10/2019 10H,8985
01/10/2019 09H,9279
01/10/2019 08H,10171
01/10/2019 07H,11139
01/10/2019 06H,11665
01/10/2019 05H,12250
01/10/2019 04H,12934
01/10/2019 03H,13274
01/10/2019 02H,12801
01/10/2019 01H,11313
01/10/2019 00H,10383
01/9/2019 23H,10276
01/9/2019 22H,9861
01/9/2019 21H,10269
01/9/2019 20H,10235
01/9/2019 19H,9913
01/9/2019 18H,9990
01/9/2019 17H,10407
01/9/2019 16H,11590
01/9/2019 15H,12268
01/9/2019 14H,11301
01/9/2019 13H,10622
01/9/2019 12H,11065
01/9/2019 11H,10765
01/9/2019 10H,11121
01/9/2019 09H,11562
01/9/2019 08H,11266
01/9/2019 07H,11195
01/9/2019 06H,12189
01/9/2019 05H,13432
01/9/2019 04H,13663
01/9/2019 03H,13883
01/9/2019 02H,14066
01/9/2019 01H,13904
01/9/2019 00H,12685
01/8/2019 23H,10943
01/8/2019 22H,10206
01/8/2019 21H,10612
01/8/2019 20H,10709
01/8/2019 19H,10469
01/8/2019 18H,10402
01/8/2019 17H,11206
01/8/2019 16H,12465
01/8/2019 15H,12759
01/8/2019 14H,11459
01/8/2019 13H,10331
01/8/2019 12H,9826
01/8/2019 11H,10024
01/8/2019 10H,10279
01/8/2019 09H,10346
01/8/2019 08H,9845
01/8/2019 07H,10309
01/8/2019 06H,11330
01/8/2019 05H,12241
01/8/2019 04H,12997
01/8/2019 03H,13310
01/8/2019 02H,13531
01/8/2019 01H,12917
01/8/2019 00H,10450
01/7/2019 23H,8735
01/7/2019 22H,8332
01/7/2019 21H,8012
01/7/2019 20H,7999
01/7/2019 19H,7884
01/7/2019 18H,8056
01/7/2019 17H,9397
01/7/2019 16H,10097
01/7/2019 15H,10920
01/7/2019 14H,10181
01/7/2019 13H,8643
01/7/2019 12H,8280
01/7/2019 11H,7963
01/7/2019 10H,7674
01/7/2019 09H,7060
01/7/2019 08H,7931
01/7/2019 07H,8665
01/7/2019 06H,8835
01/7/2019 05H,9750
01/7/2019 04H,10105
01/7/2019 03H,10218
01/7/2019 02H,10550
01/7/2019 01H,10467
01/7/2019 00H,8246
01/6/2019 23H,6386
01/6/2019 22H,6261
01/6/2019 21H,5987
01/6/2019 20H,6073
01/6/2019 19H,5739
01/6/2019 18H,5870
01/6/2019 17H,5959
01/6/2019 16H,6221
01/6/2019 15H,6970
01/6/2019 14H,6758
01/6/2019 13H,6885
01/6/2019 12H,7076
01/6/2019 11H,7336
01/6/2019 10H,7745
01/6/2019 09H,8497
01/6/2019 08H,9665
01/6/2019 07H,10565
01/6/2019 06H,11089
01/6/2019 05H,11282
01/6/2019 04H,11307
01/6/2019 03H,11103
01/6/2019 02H,10973
01/6/2019 01H,10897
01/6/2019 00H,10544
01/5/2019 23H,10719
