Net generation from solar for Tennessee (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390117&sdid=EBA.TEN-ALL.NG.SUN.H
19:23:41 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.TEN-ALL.NG.SUN.H megawatthours
07/3/2019 12H,2
07/3/2019 11H,-2
07/3/2019 10H,0
07/3/2019 09H,-1
07/3/2019 08H,0
07/3/2019 07H,-1
07/3/2019 06H,0
07/3/2019 05H,0
07/3/2019 04H,-1
07/3/2019 03H,-1
07/3/2019 02H,0
07/3/2019 01H,19
07/3/2019 00H,79
07/2/2019 23H,132
07/2/2019 22H,175
07/2/2019 21H,168
07/2/2019 20H,183
07/2/2019 19H,194
07/2/2019 18H,190
07/2/2019 17H,202
07/2/2019 16H,195
07/2/2019 15H,192
07/2/2019 14H,171
07/2/2019 13H,102
07/2/2019 12H,18
07/2/2019 11H,0
07/2/2019 10H,0
07/2/2019 09H,0
07/2/2019 08H,-2
07/2/2019 07H,0
07/2/2019 06H,0
07/2/2019 05H,0
07/2/2019 04H,-1
07/2/2019 03H,-1
07/2/2019 02H,0
07/2/2019 01H,19
07/2/2019 00H,79
07/1/2019 23H,132
07/1/2019 22H,175
07/1/2019 21H,168
07/1/2019 20H,183
07/1/2019 19H,194
07/1/2019 18H,190
07/1/2019 17H,202
07/1/2019 16H,195
07/1/2019 15H,192
07/1/2019 14H,171
07/1/2019 13H,102
07/1/2019 12H,18
07/1/2019 11H,0
07/1/2019 10H,0
07/1/2019 09H,0
07/1/2019 08H,-2
07/1/2019 07H,0
07/1/2019 06H,-1
07/1/2019 05H,0
07/1/2019 04H,0
07/1/2019 03H,-1
07/1/2019 02H,0
07/1/2019 01H,25
07/1/2019 00H,109
06/30/2019 23H,165
06/30/2019 22H,189
06/30/2019 21H,192
06/30/2019 20H,212
06/30/2019 19H,213
06/30/2019 18H,201
06/30/2019 17H,215
06/30/2019 16H,205
06/30/2019 15H,187
06/30/2019 14H,135
06/30/2019 13H,72
06/30/2019 12H,23
06/30/2019 11H,0
06/30/2019 10H,0
06/30/2019 09H,-1
06/30/2019 08H,0
06/30/2019 07H,0
06/30/2019 06H,-2
06/30/2019 05H,-2
06/30/2019 04H,-1
06/30/2019 03H,-1
06/30/2019 02H,1
06/30/2019 01H,23
06/30/2019 00H,92
06/29/2019 23H,121
06/29/2019 22H,142
06/29/2019 21H,159
06/29/2019 20H,137
06/29/2019 19H,133
06/29/2019 18H,189
06/29/2019 17H,199
06/29/2019 16H,198
06/29/2019 15H,188
06/29/2019 14H,103
06/29/2019 13H,98
06/29/2019 12H,29
06/29/2019 11H,0
06/29/2019 10H,0
06/29/2019 09H,-1
06/29/2019 08H,0
06/29/2019 07H,0
06/29/2019 06H,-2
06/29/2019 05H,-2
06/29/2019 04H,-1
06/29/2019 03H,-1
06/29/2019 02H,1
06/29/2019 01H,23
06/29/2019 00H,92
06/28/2019 23H,121
06/28/2019 22H,142
06/28/2019 21H,159
06/28/2019 20H,137
06/28/2019 19H,133
06/28/2019 18H,189
06/28/2019 17H,199
06/28/2019 16H,198
06/28/2019 15H,188
06/28/2019 14H,103
06/28/2019 13H,98
06/28/2019 12H,29
06/28/2019 11H,0
06/28/2019 10H,0
06/28/2019 09H,-1
06/28/2019 08H,0
06/28/2019 07H,0
06/28/2019 06H,-1
06/28/2019 05H,0
06/28/2019 04H,0
06/28/2019 03H,-2
06/28/2019 02H,0
06/28/2019 01H,22
06/28/2019 00H,66
06/27/2019 23H,79
06/27/2019 22H,68
06/27/2019 21H,79
06/27/2019 20H,76
06/27/2019 19H,58
06/27/2019 18H,116
06/27/2019 17H,126
06/27/2019 16H,108
06/27/2019 15H,141
06/27/2019 14H,103
06/27/2019 13H,73
06/27/2019 12H,11
06/27/2019 11H,0
06/27/2019 10H,-1
06/27/2019 09H,0
06/27/2019 08H,0
06/27/2019 07H,-1
06/27/2019 06H,0
06/27/2019 05H,0
06/27/2019 04H,0
06/27/2019 03H,-1
06/27/2019 02H,-2
06/27/2019 01H,12
06/27/2019 00H,84
06/26/2019 23H,163
06/26/2019 22H,195
06/26/2019 21H,223
06/26/2019 20H,213
06/26/2019 19H,213
06/26/2019 18H,219
06/26/2019 17H,220
06/26/2019 16H,230
06/26/2019 15H,222
06/26/2019 14H,182
06/26/2019 13H,97
06/26/2019 12H,23
06/26/2019 11H,0
06/26/2019 10H,-1
06/26/2019 09H,-1
06/26/2019 08H,0
06/26/2019 07H,-1
06/26/2019 06H,0
06/26/2019 05H,0
06/26/2019 04H,-1
06/26/2019 03H,0
06/26/2019 02H,0
06/26/2019 01H,2
06/26/2019 00H,28
06/25/2019 23H,78
06/25/2019 22H,184
06/25/2019 21H,172
06/25/2019 20H,199
06/25/2019 19H,210
06/25/2019 18H,205
06/25/2019 17H,195
06/25/2019 16H,187
06/25/2019 15H,195
06/25/2019 14H,180
06/25/2019 13H,115
06/25/2019 12H,29
06/25/2019 11H,0
06/25/2019 10H,-2
06/25/2019 09H,0
06/25/2019 08H,0
06/25/2019 07H,0
06/25/2019 06H,0
06/25/2019 05H,0
06/25/2019 04H,-1
06/25/2019 03H,0
06/25/2019 02H,1
06/25/2019 01H,25
06/25/2019 00H,108
06/24/2019 23H,168
06/24/2019 22H,156
06/24/2019 21H,188
06/24/2019 20H,206
06/24/2019 19H,203
06/24/2019 18H,200
06/24/2019 17H,188
06/24/2019 16H,162
06/24/2019 15H,112
06/24/2019 14H,44
06/24/2019 13H,17
06/24/2019 12H,1
06/24/2019 11H,-1
06/24/2019 10H,-2
06/24/2019 09H,0
06/24/2019 08H,0
06/24/2019 07H,-1
06/24/2019 06H,0
06/24/2019 05H,0
06/24/2019 04H,1
06/24/2019 03H,0
06/24/2019 02H,0
06/24/2019 01H,8
06/24/2019 00H,57
06/23/2019 23H,96
06/23/2019 22H,137
06/23/2019 21H,150
06/23/2019 20H,169
06/23/2019 19H,182
06/23/2019 18H,199
06/23/2019 17H,180
06/23/2019 16H,184
06/23/2019 15H,173
06/23/2019 14H,120
06/23/2019 13H,75
06/23/2019 12H,21
06/23/2019 11H,-1
06/23/2019 10H,0
06/23/2019 09H,-2
06/23/2019 08H,0
06/23/2019 07H,0
06/23/2019 06H,0
06/23/2019 05H,0
06/23/2019 04H,0
06/23/2019 03H,0
06/23/2019 02H,0
06/23/2019 01H,6
06/23/2019 00H,9
06/22/2019 23H,32
06/22/2019 22H,126
06/22/2019 21H,174
06/22/2019 20H,162
06/22/2019 19H,163
06/22/2019 18H,165
06/22/2019 17H,192
06/22/2019 16H,130
06/22/2019 15H,101
06/22/2019 14H,95
06/22/2019 13H,70
06/22/2019 12H,21
06/22/2019 11H,-1
06/22/2019 10H,0
06/22/2019 09H,-2
06/22/2019 08H,-1
06/22/2019 07H,0
06/22/2019 06H,0
06/22/2019 05H,15
06/22/2019 04H,12
06/22/2019 03H,13
06/22/2019 02H,13
06/22/2019 01H,20
06/22/2019 00H,74
06/21/2019 23H,144
06/21/2019 22H,171
06/21/2019 21H,209
06/21/2019 20H,207
06/21/2019 19H,183
06/21/2019 18H,192
06/21/2019 17H,183
06/21/2019 16H,161
06/21/2019 15H,140
06/21/2019 14H,109
06/21/2019 13H,86
06/21/2019 12H,29
06/21/2019 11H,-1
06/21/2019 10H,0
06/21/2019 09H,0
06/21/2019 08H,-1
06/21/2019 07H,-2
06/21/2019 06H,0
06/21/2019 05H,0
06/21/2019 04H,11
06/21/2019 03H,0
06/21/2019 02H,5
06/21/2019 01H,32
06/21/2019 00H,133
06/20/2019 23H,163
06/20/2019 22H,186
06/20/2019 21H,170
06/20/2019 20H,228
06/20/2019 19H,174
06/20/2019 18H,135
06/20/2019 17H,144
06/20/2019 16H,189
06/20/2019 15H,194
06/20/2019 14H,94
06/20/2019 13H,53
06/20/2019 12H,5
06/20/2019 11H,0
06/20/2019 10H,0
06/20/2019 09H,0
06/20/2019 08H,0
06/20/2019 07H,0
06/20/2019 06H,-2
06/20/2019 05H,-1
06/20/2019 04H,-1
06/20/2019 03H,0
06/20/2019 02H,0
06/20/2019 01H,26
06/20/2019 00H,107
06/19/2019 23H,168
06/19/2019 22H,178
06/19/2019 21H,196
06/19/2019 20H,189
06/19/2019 19H,228
06/19/2019 18H,190
06/19/2019 17H,185
06/19/2019 16H,201
06/19/2019 15H,170
06/19/2019 14H,167
06/19/2019 13H,90
06/19/2019 12H,29
06/19/2019 11H,0
06/19/2019 10H,0
06/19/2019 09H,0
06/19/2019 08H,-1
06/19/2019 07H,-1
06/19/2019 06H,0
06/19/2019 05H,-1
06/19/2019 04H,-2
06/19/2019 03H,0
06/19/2019 02H,0
06/19/2019 01H,28
06/19/2019 00H,42
06/18/2019 23H,58
06/18/2019 22H,108
06/18/2019 21H,138
06/18/2019 20H,144
06/18/2019 19H,161
06/18/2019 18H,112
06/18/2019 17H,93
06/18/2019 16H,90
06/18/2019 15H,39
06/18/2019 14H,26
06/18/2019 13H,9
06/18/2019 12H,2
06/18/2019 11H,0
06/18/2019 10H,0
06/18/2019 09H,-1
06/18/2019 08H,0
06/18/2019 07H,-1
06/18/2019 06H,-1
06/18/2019 05H,5
06/18/2019 04H,4
06/18/2019 03H,2
06/18/2019 02H,3
06/18/2019 01H,5
06/18/2019 00H,18
06/17/2019 23H,37
06/17/2019 22H,102
06/17/2019 21H,128
06/17/2019 20H,163
06/17/2019 19H,152
06/17/2019 18H,179
06/17/2019 17H,177
06/17/2019 16H,155
06/17/2019 15H,171
06/17/2019 14H,107
06/17/2019 13H,36
06/17/2019 12H,6
06/17/2019 11H,0
06/17/2019 10H,0
06/17/2019 09H,-1
06/17/2019 08H,0
06/17/2019 07H,0
06/17/2019 06H,0
06/17/2019 05H,0
06/17/2019 04H,0
06/17/2019 03H,-2
06/17/2019 02H,-1
06/17/2019 01H,19
06/17/2019 00H,90
06/16/2019 23H,80
06/16/2019 22H,112
06/16/2019 21H,133
06/16/2019 20H,162
06/16/2019 19H,178
06/16/2019 18H,184
06/16/2019 17H,144
06/16/2019 16H,142
06/16/2019 15H,101
06/16/2019 14H,82
06/16/2019 13H,60
06/16/2019 12H,20
06/16/2019 11H,0
06/16/2019 10H,0
06/16/2019 09H,0
06/16/2019 08H,0
06/16/2019 07H,-1
06/16/2019 06H,0
06/16/2019 05H,0
06/16/2019 04H,0
06/16/2019 03H,0
06/16/2019 02H,-2
06/16/2019 01H,8
06/16/2019 00H,51
06/15/2019 23H,99
06/15/2019 22H,154
06/15/2019 21H,161
06/15/2019 20H,169
06/15/2019 19H,207
06/15/2019 18H,226
06/15/2019 17H,215
06/15/2019 16H,193
06/15/2019 15H,202
06/15/2019 14H,179
06/15/2019 13H,114
06/15/2019 12H,27
06/15/2019 11H,0
06/15/2019 10H,0
06/15/2019 09H,0
06/15/2019 08H,0
06/15/2019 07H,0
06/15/2019 06H,0
06/15/2019 05H,-1
06/15/2019 04H,9
06/15/2019 03H,3
06/15/2019 02H,3
06/15/2019 01H,11
06/15/2019 00H,44
06/14/2019 23H,113
06/14/2019 22H,159
06/14/2019 21H,214
06/14/2019 20H,229
06/14/2019 19H,237
06/14/2019 18H,242
06/14/2019 17H,238
06/14/2019 16H,239
06/14/2019 15H,229
06/14/2019 14H,214
06/14/2019 13H,151
06/14/2019 12H,40
06/14/2019 11H,1
06/14/2019 10H,-2
06/14/2019 09H,0
06/14/2019 08H,0
06/14/2019 07H,0
06/14/2019 06H,0
06/14/2019 05H,0
06/14/2019 04H,-1
06/14/2019 03H,0
06/14/2019 02H,0
06/14/2019 01H,55
06/14/2019 00H,136
06/13/2019 23H,192
06/13/2019 22H,206
06/13/2019 21H,210
06/13/2019 20H,223
06/13/2019 19H,226
06/13/2019 18H,229
06/13/2019 17H,255
06/13/2019 16H,261
06/13/2019 15H,220
06/13/2019 14H,203
06/13/2019 13H,142
06/13/2019 12H,39
06/13/2019 11H,0
06/13/2019 10H,-1
06/13/2019 09H,0
06/13/2019 08H,-2
06/13/2019 07H,-1
06/13/2019 06H,0
06/13/2019 05H,0
06/13/2019 04H,0
06/13/2019 03H,-2
06/13/2019 02H,0
06/13/2019 01H,16
06/13/2019 00H,67
06/12/2019 23H,123
06/12/2019 22H,191
06/12/2019 21H,209
06/12/2019 20H,258
06/12/2019 19H,207
06/12/2019 18H,196
06/12/2019 17H,208
06/12/2019 16H,177
06/12/2019 15H,103
06/12/2019 14H,107
06/12/2019 13H,90
06/12/2019 12H,22
06/12/2019 11H,0
06/12/2019 10H,-1
06/12/2019 09H,0
06/12/2019 08H,-1
06/12/2019 07H,-2
06/12/2019 06H,0
06/12/2019 05H,0
06/12/2019 04H,0
06/12/2019 03H,-1
06/12/2019 02H,0
06/12/2019 01H,16
06/12/2019 00H,51
06/11/2019 23H,87
06/11/2019 22H,135
06/11/2019 21H,157
06/11/2019 20H,187
06/11/2019 19H,212
06/11/2019 18H,205
06/11/2019 17H,203
06/11/2019 16H,207
06/11/2019 15H,184
06/11/2019 14H,123
06/11/2019 13H,85
06/11/2019 12H,43
06/11/2019 11H,1
06/11/2019 10H,0
06/11/2019 09H,-1
06/11/2019 08H,0
06/11/2019 07H,0
06/11/2019 06H,0
06/11/2019 05H,-2
06/11/2019 04H,0
06/11/2019 03H,0
06/11/2019 02H,0
06/11/2019 01H,54
06/11/2019 00H,130
06/10/2019 23H,197
06/10/2019 22H,212
06/10/2019 21H,191
06/10/2019 20H,214
06/10/2019 19H,206
06/10/2019 18H,227
06/10/2019 17H,211
06/10/2019 16H,194
06/10/2019 15H,182
06/10/2019 14H,142
06/10/2019 13H,93
06/10/2019 12H,27
06/10/2019 11H,0
06/10/2019 10H,0
06/10/2019 09H,0
06/10/2019 08H,0
06/10/2019 07H,0
06/10/2019 06H,0
06/10/2019 05H,-1
06/10/2019 04H,0
06/10/2019 03H,-2
06/10/2019 02H,-1
06/10/2019 01H,12
06/10/2019 00H,75
06/9/2019 23H,122
06/9/2019 22H,165
06/9/2019 21H,137
06/9/2019 20H,166
06/9/2019 19H,163
06/9/2019 18H,159
06/9/2019 17H,148
06/9/2019 16H,124
06/9/2019 15H,58
06/9/2019 14H,43
06/9/2019 13H,23
06/9/2019 12H,6
06/9/2019 11H,-1
06/9/2019 10H,0
06/9/2019 09H,0
06/9/2019 08H,0
06/9/2019 07H,0
06/9/2019 06H,0
06/9/2019 05H,0
06/9/2019 04H,0
06/9/2019 03H,0
06/9/2019 02H,12
06/9/2019 01H,24
06/9/2019 00H,85
06/8/2019 23H,126
06/8/2019 22H,156
06/8/2019 21H,179
06/8/2019 20H,166
06/8/2019 19H,179
06/8/2019 18H,136
06/8/2019 17H,109
06/8/2019 16H,97
06/8/2019 15H,69
06/8/2019 14H,34
06/8/2019 13H,28
06/8/2019 12H,9
06/8/2019 11H,0
06/8/2019 10H,0
06/8/2019 09H,0
06/8/2019 08H,0
06/8/2019 07H,0
06/8/2019 06H,0
06/8/2019 05H,0
06/8/2019 04H,0
06/8/2019 03H,0
06/8/2019 02H,0
06/8/2019 01H,7
06/8/2019 00H,38
06/7/2019 23H,28
06/7/2019 22H,33
06/7/2019 21H,55
06/7/2019 20H,132
06/7/2019 19H,134
06/7/2019 18H,138
06/7/2019 17H,151
06/7/2019 16H,129
06/7/2019 15H,76
06/7/2019 14H,51
06/7/2019 13H,24
06/7/2019 12H,4
06/7/2019 11H,-2
06/7/2019 10H,0
06/7/2019 09H,-1
06/7/2019 08H,0
06/7/2019 07H,0
06/7/2019 06H,0
06/7/2019 05H,-1
06/7/2019 04H,0
06/7/2019 03H,0
06/7/2019 02H,0
06/7/2019 01H,1
06/7/2019 00H,11
06/6/2019 23H,11
06/6/2019 22H,21
06/6/2019 21H,26
06/6/2019 20H,40
06/6/2019 19H,52
06/6/2019 18H,56
06/6/2019 17H,42
06/6/2019 16H,31
06/6/2019 15H,19
06/6/2019 14H,21
06/6/2019 13H,21
06/6/2019 12H,6
06/6/2019 11H,0
06/6/2019 10H,-2
06/6/2019 09H,0
06/6/2019 08H,-1
06/6/2019 07H,0
06/6/2019 06H,0
06/6/2019 05H,0
06/6/2019 04H,0
06/6/2019 03H,0
06/6/2019 02H,-1
06/6/2019 01H,8
06/6/2019 00H,55
06/5/2019 23H,77
06/5/2019 22H,67
06/5/2019 21H,100
06/5/2019 20H,177
06/5/2019 19H,186
06/5/2019 18H,179
06/5/2019 17H,174
06/5/2019 16H,157
06/5/2019 15H,86
06/5/2019 14H,42
06/5/2019 13H,19
06/5/2019 12H,2
06/5/2019 11H,0
06/5/2019 10H,0
06/5/2019 09H,-2
06/5/2019 08H,0
06/5/2019 07H,0
06/5/2019 06H,-1
06/5/2019 05H,0
06/5/2019 04H,0
06/5/2019 03H,0
06/5/2019 02H,0
06/5/2019 01H,7
06/5/2019 00H,24
06/4/2019 23H,76
06/4/2019 22H,107
06/4/2019 21H,141
06/4/2019 20H,121
06/4/2019 19H,141
06/4/2019 18H,164
06/4/2019 17H,129
06/4/2019 16H,83
06/4/2019 15H,81
06/4/2019 14H,185
06/4/2019 13H,12
06/4/2019 12H,3
06/4/2019 11H,0
06/4/2019 10H,0
06/4/2019 09H,-1
06/4/2019 08H,0
06/4/2019 07H,-2
06/4/2019 06H,0
06/4/2019 05H,0
06/4/2019 04H,0
06/4/2019 03H,0
06/4/2019 02H,0
06/4/2019 01H,4
06/4/2019 00H,42
06/3/2019 23H,109
06/3/2019 22H,188
06/3/2019 21H,170
06/3/2019 20H,190
06/3/2019 19H,201
06/3/2019 18H,197
06/3/2019 17H,197
06/3/2019 16H,222
06/3/2019 15H,215
06/3/2019 14H,181
06/3/2019 13H,113
06/3/2019 12H,25
06/3/2019 11H,0
06/3/2019 10H,0
06/3/2019 09H,-1
06/3/2019 08H,0
06/3/2019 07H,0
06/3/2019 06H,-2
06/3/2019 05H,0
06/3/2019 04H,-1
06/3/2019 03H,0
06/3/2019 02H,0
06/3/2019 01H,14
06/3/2019 00H,82
06/2/2019 23H,145
06/2/2019 22H,168
06/2/2019 21H,327
06/2/2019 20H,220
06/2/2019 19H,215
06/2/2019 18H,203
06/2/2019 17H,215
06/2/2019 16H,226
06/2/2019 15H,212
06/2/2019 14H,170
06/2/2019 13H,123
06/2/2019 12H,29
06/2/2019 11H,0
06/2/2019 10H,0
06/2/2019 09H,0
06/2/2019 08H,0
06/2/2019 07H,0
06/2/2019 06H,0
06/2/2019 05H,0
06/2/2019 04H,-2
06/2/2019 03H,1
06/2/2019 02H,-1
06/2/2019 01H,13
06/2/2019 00H,81
06/1/2019 23H,159
06/1/2019 22H,196
06/1/2019 21H,209
06/1/2019 20H,203
06/1/2019 19H,223
06/1/2019 18H,234
06/1/2019 17H,226
06/1/2019 16H,209
06/1/2019 15H,226
06/1/2019 14H,192
06/1/2019 13H,125
06/1/2019 12H,29
06/1/2019 11H,0
06/1/2019 10H,0
06/1/2019 09H,0
06/1/2019 08H,-1
06/1/2019 07H,0
06/1/2019 06H,0
06/1/2019 05H,-1
06/1/2019 04H,1
06/1/2019 03H,-1
06/1/2019 02H,0
06/1/2019 01H,19
06/1/2019 00H,97
05/31/2019 23H,224
05/31/2019 22H,164
05/31/2019 21H,195
05/31/2019 20H,190
05/31/2019 19H,212
05/31/2019 18H,240
05/31/2019 17H,260
05/31/2019 16H,254
05/31/2019 15H,224
05/31/2019 14H,195
05/31/2019 13H,120
05/31/2019 12H,34
05/31/2019 11H,0
05/31/2019 10H,0
05/31/2019 09H,0
05/31/2019 08H,-1
05/31/2019 07H,0
05/31/2019 06H,0
05/31/2019 05H,0
05/31/2019 04H,0
05/31/2019 03H,1
05/31/2019 02H,0
05/31/2019 01H,16
05/31/2019 00H,76
05/30/2019 23H,135
05/30/2019 22H,139
05/30/2019 21H,151
05/30/2019 20H,169
05/30/2019 19H,182
05/30/2019 18H,130
05/30/2019 17H,133
05/30/2019 16H,123
05/30/2019 15H,100
05/30/2019 14H,71
05/30/2019 13H,29
05/30/2019 12H,7
05/30/2019 11H,0
05/30/2019 10H,0
05/30/2019 09H,0
05/30/2019 08H,0
05/30/2019 07H,0
05/30/2019 06H,0
05/30/2019 05H,-1
05/30/2019 04H,0
05/30/2019 03H,0
05/30/2019 02H,-1
05/30/2019 01H,3
05/30/2019 00H,33
05/29/2019 23H,108
05/29/2019 22H,184
05/29/2019 21H,206
05/29/2019 20H,235
05/29/2019 19H,212
05/29/2019 18H,229
05/29/2019 17H,212
05/29/2019 16H,225
05/29/2019 15H,182
05/29/2019 14H,186
05/29/2019 13H,128
05/29/2019 12H,31
05/29/2019 11H,0
05/29/2019 10H,-2
05/29/2019 09H,0
05/29/2019 08H,0
05/29/2019 07H,69
05/29/2019 06H,0
05/29/2019 05H,1
05/29/2019 04H,1
05/29/2019 03H,1
05/29/2019 02H,0
05/29/2019 01H,13
05/29/2019 00H,105
05/28/2019 23H,178
05/28/2019 22H,187
05/28/2019 21H,186
05/28/2019 20H,210
05/28/2019 19H,203
05/28/2019 18H,199
05/28/2019 17H,195
05/28/2019 16H,182
05/28/2019 15H,222
05/28/2019 14H,195
05/28/2019 13H,117
05/28/2019 12H,28
05/28/2019 11H,0
05/28/2019 10H,0
05/28/2019 09H,-2
05/28/2019 08H,0
05/28/2019 07H,-1
05/28/2019 06H,0
05/28/2019 05H,0
05/28/2019 04H,0
05/28/2019 03H,0
05/28/2019 02H,-1
05/28/2019 01H,15
05/28/2019 00H,83
05/27/2019 23H,139
05/27/2019 22H,149
05/27/2019 21H,166
05/27/2019 20H,198
05/27/2019 19H,195
05/27/2019 18H,200
05/27/2019 17H,189
05/27/2019 16H,219
05/27/2019 15H,214
05/27/2019 14H,185
05/27/2019 13H,99
05/27/2019 12H,23
05/27/2019 11H,-1
05/27/2019 10H,0
05/27/2019 09H,-1
05/27/2019 08H,0
05/27/2019 07H,-2
05/27/2019 06H,-1
05/27/2019 05H,0
05/27/2019 04H,0
05/27/2019 03H,-1
05/27/2019 02H,0
05/27/2019 01H,10
05/27/2019 00H,101
05/26/2019 23H,173
05/26/2019 22H,215
05/26/2019 21H,228
05/26/2019 20H,237
05/26/2019 19H,240
05/26/2019 18H,243
05/26/2019 17H,245
05/26/2019 16H,237
05/26/2019 15H,224
05/26/2019 14H,206
05/26/2019 13H,123
05/26/2019 12H,31
05/26/2019 11H,0
05/26/2019 10H,-1
05/26/2019 09H,0
05/26/2019 08H,0
05/26/2019 07H,0
05/26/2019 06H,-1
05/26/2019 05H,-2
05/26/2019 04H,0
05/26/2019 03H,-1
05/26/2019 02H,0
05/26/2019 01H,15
05/26/2019 00H,98
05/25/2019 23H,168
05/25/2019 22H,192
05/25/2019 21H,203
05/25/2019 20H,207
05/25/2019 19H,215
05/25/2019 18H,224
05/25/2019 17H,227
05/25/2019 16H,221
05/25/2019 15H,221
05/25/2019 14H,202
05/25/2019 13H,131
05/25/2019 12H,30
05/25/2019 11H,0
05/25/2019 10H,-1
05/25/2019 09H,0
05/25/2019 08H,0
05/25/2019 07H,0
05/25/2019 06H,-1
05/25/2019 05H,0
05/25/2019 04H,-2
05/25/2019 03H,-1
05/25/2019 02H,2
05/25/2019 01H,16
05/25/2019 00H,98
05/24/2019 23H,172
05/24/2019 22H,208
05/24/2019 21H,209
05/24/2019 20H,187
05/24/2019 19H,179
05/24/2019 18H,188
05/24/2019 17H,192
05/24/2019 16H,226
05/24/2019 15H,216
05/24/2019 14H,187
05/24/2019 13H,123
05/24/2019 12H,30
05/24/2019 11H,0
05/24/2019 10H,-1
05/24/2019 09H,-1
05/24/2019 08H,0
05/24/2019 07H,0
05/24/2019 06H,0
05/24/2019 05H,0
05/24/2019 04H,0
05/24/2019 03H,-2
05/24/2019 02H,-1
05/24/2019 01H,15
05/24/2019 00H,103
05/23/2019 23H,189
05/23/2019 22H,217
05/23/2019 21H,216
05/23/2019 20H,230
05/23/2019 19H,228
05/23/2019 18H,233
05/23/2019 17H,231
05/23/2019 16H,223
05/23/2019 15H,199
05/23/2019 14H,171
05/23/2019 13H,104
05/23/2019 12H,27
05/23/2019 11H,0
05/23/2019 10H,0
05/23/2019 09H,0
05/23/2019 08H,0
05/23/2019 07H,0
05/23/2019 06H,0
05/23/2019 05H,0
05/23/2019 04H,0
05/23/2019 03H,-1
05/23/2019 02H,1
05/23/2019 01H,12
05/23/2019 00H,91
05/22/2019 23H,163
05/22/2019 22H,167
05/22/2019 21H,193
05/22/2019 20H,180
05/22/2019 19H,204
05/22/2019 18H,205
05/22/2019 17H,191
05/22/2019 16H,167
05/22/2019 15H,126
05/22/2019 14H,113
05/22/2019 13H,71
05/22/2019 12H,19
05/22/2019 11H,0
05/22/2019 10H,0
05/22/2019 09H,0
05/22/2019 08H,0
05/22/2019 07H,0
05/22/2019 06H,0
05/22/2019 05H,-1
05/22/2019 04H,0
05/22/2019 03H,0
05/22/2019 02H,0
05/22/2019 01H,8
05/22/2019 00H,74
05/21/2019 23H,151
05/21/2019 22H,195
05/21/2019 21H,203
05/21/2019 20H,211
05/21/2019 19H,219
05/21/2019 18H,219
05/21/2019 17H,215
05/21/2019 16H,231
05/21/2019 15H,247
05/21/2019 14H,185
05/21/2019 13H,121
05/21/2019 12H,24
05/21/2019 11H,-2
05/21/2019 10H,0
05/21/2019 09H,-1
05/21/2019 08H,-1
05/21/2019 07H,0
05/21/2019 06H,-1
05/21/2019 05H,0
05/21/2019 04H,0
05/21/2019 03H,0
05/21/2019 02H,1
05/21/2019 01H,13
05/21/2019 00H,92
05/20/2019 23H,231
05/20/2019 22H,209
05/20/2019 21H,213
05/20/2019 20H,217
05/20/2019 19H,230
05/20/2019 18H,237
05/20/2019 17H,233
05/20/2019 16H,237
05/20/2019 15H,228
05/20/2019 14H,196
05/20/2019 13H,115
05/20/2019 12H,27
05/20/2019 11H,-1
05/20/2019 10H,0
05/20/2019 09H,-2
05/20/2019 08H,0
05/20/2019 07H,0
05/20/2019 06H,-1
05/20/2019 05H,0
05/20/2019 04H,0
05/20/2019 03H,0
05/20/2019 02H,0
05/20/2019 01H,14
05/20/2019 00H,91
05/19/2019 23H,127
05/19/2019 22H,146
05/19/2019 21H,158
05/19/2019 20H,153
05/19/2019 19H,166
05/19/2019 18H,145
05/19/2019 17H,106
05/19/2019 16H,96
05/19/2019 15H,83
05/19/2019 14H,85
05/19/2019 13H,34
05/19/2019 12H,11
05/19/2019 11H,0
05/19/2019 10H,0
05/19/2019 09H,0
05/19/2019 08H,-2
05/19/2019 07H,0
05/19/2019 06H,0
05/19/2019 05H,0
05/19/2019 04H,0
05/19/2019 03H,0
05/19/2019 02H,20
05/19/2019 01H,17
05/19/2019 00H,76
05/18/2019 23H,170
05/18/2019 22H,217
05/18/2019 21H,228
05/18/2019 20H,271
05/18/2019 19H,226
05/18/2019 18H,239
05/18/2019 17H,242
05/18/2019 16H,238
05/18/2019 15H,227
05/18/2019 14H,202
05/18/2019 13H,131
05/18/2019 12H,28
05/18/2019 11H,0
05/18/2019 10H,-1
05/18/2019 09H,0
05/18/2019 08H,0
05/18/2019 07H,-3
05/18/2019 06H,0
05/18/2019 05H,0
05/18/2019 04H,0
05/18/2019 03H,-1
05/18/2019 02H,0
05/18/2019 01H,30
05/18/2019 00H,91
05/17/2019 23H,151
05/17/2019 22H,196
05/17/2019 21H,217
05/17/2019 20H,224
05/17/2019 19H,225
05/17/2019 18H,223
05/17/2019 17H,227
05/17/2019 16H,232
05/17/2019 15H,220
05/17/2019 14H,208
05/17/2019 13H,105
05/17/2019 12H,24
05/17/2019 11H,0
05/17/2019 10H,-1
05/17/2019 09H,0
05/17/2019 08H,0
05/17/2019 07H,0
05/17/2019 06H,0
05/17/2019 05H,-2
05/17/2019 04H,0
05/17/2019 03H,22
05/17/2019 02H,13
05/17/2019 01H,23
05/17/2019 00H,98
05/16/2019 23H,179
05/16/2019 22H,209
