Net generation from wind for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390116&sdid=EBA.SW-ALL.NG.WND.H
19:22:21 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.NG.WND.H megawatthours
02/27/2019 03H,604
02/27/2019 02H,561
02/27/2019 01H,586
02/27/2019 00H,647
02/26/2019 23H,629
02/26/2019 22H,657
02/26/2019 21H,647
02/26/2019 20H,630
02/26/2019 19H,600
02/26/2019 18H,561
02/26/2019 17H,499
02/26/2019 16H,415
02/26/2019 15H,421
02/26/2019 14H,378
02/26/2019 13H,348
02/26/2019 12H,350
02/26/2019 11H,424
02/26/2019 10H,430
02/26/2019 09H,381
02/26/2019 08H,320
02/26/2019 07H,228
02/26/2019 06H,257
02/26/2019 05H,273
02/26/2019 04H,277
02/26/2019 03H,339
02/26/2019 02H,394
02/26/2019 01H,478
02/26/2019 00H,505
02/25/2019 23H,495
02/25/2019 22H,470
02/25/2019 21H,421
02/25/2019 20H,407
02/25/2019 19H,377
02/25/2019 18H,309
02/25/2019 17H,156
02/25/2019 16H,131
02/25/2019 15H,227
02/25/2019 14H,340
02/25/2019 13H,403
02/25/2019 12H,281
02/25/2019 11H,190
02/25/2019 10H,145
02/25/2019 09H,147
02/25/2019 08H,116
02/25/2019 07H,151
02/25/2019 06H,245
02/25/2019 05H,291
02/25/2019 04H,483
02/25/2019 03H,543
02/25/2019 02H,489
02/25/2019 01H,393
02/25/2019 00H,505
02/24/2019 23H,503
02/24/2019 22H,477
02/24/2019 21H,398
02/24/2019 20H,306
02/24/2019 19H,177
02/24/2019 18H,102
02/24/2019 17H,125
02/24/2019 16H,154
02/24/2019 15H,155
02/24/2019 14H,153
02/24/2019 13H,209
02/24/2019 12H,312
02/24/2019 11H,359
02/24/2019 10H,353
02/24/2019 09H,405
02/24/2019 08H,417
02/24/2019 07H,445
02/24/2019 06H,480
02/24/2019 05H,486
02/24/2019 04H,496
02/24/2019 03H,542
02/24/2019 02H,526
02/24/2019 01H,599
02/24/2019 00H,619
02/23/2019 23H,600
02/23/2019 22H,661
02/23/2019 21H,701
02/23/2019 20H,695
02/23/2019 19H,666
02/23/2019 18H,703
02/23/2019 17H,675
02/23/2019 16H,627
02/23/2019 15H,579
02/23/2019 14H,697
02/23/2019 13H,752
02/23/2019 12H,775
02/23/2019 11H,758
02/23/2019 10H,769
02/23/2019 09H,755
02/23/2019 08H,660
02/23/2019 07H,616
02/23/2019 06H,494
02/23/2019 05H,407
02/23/2019 04H,557
02/23/2019 03H,586
02/23/2019 02H,598
02/23/2019 01H,660
02/23/2019 00H,718
02/22/2019 23H,692
02/22/2019 22H,625
02/22/2019 21H,643
02/22/2019 20H,609
02/22/2019 19H,538
02/22/2019 18H,460
02/22/2019 17H,429
02/22/2019 16H,383
02/22/2019 15H,358
02/22/2019 14H,337
02/22/2019 13H,354
02/22/2019 12H,287
02/22/2019 11H,253
02/22/2019 10H,347
02/22/2019 09H,334
02/22/2019 08H,466
02/22/2019 07H,501
02/22/2019 06H,374
02/22/2019 05H,240
02/22/2019 04H,138
02/22/2019 03H,170
02/22/2019 02H,193
02/22/2019 01H,393
02/22/2019 00H,465
02/21/2019 23H,549
02/21/2019 22H,569
02/21/2019 21H,580
02/21/2019 20H,521
02/21/2019 19H,435
02/21/2019 18H,351
02/21/2019 17H,307
02/21/2019 16H,225
02/21/2019 15H,209
02/21/2019 14H,177
02/21/2019 13H,292
02/21/2019 12H,317
02/21/2019 11H,306
02/21/2019 10H,332
02/21/2019 09H,360
02/21/2019 08H,368
02/21/2019 07H,331
02/21/2019 06H,219
02/21/2019 05H,223
02/21/2019 04H,102
02/21/2019 03H,126
02/21/2019 02H,215
02/21/2019 01H,404
02/21/2019 00H,595
02/20/2019 23H,615
02/20/2019 22H,630
02/20/2019 21H,628
02/20/2019 20H,631
02/20/2019 19H,625
02/20/2019 18H,609
02/20/2019 17H,614
02/20/2019 16H,625
02/20/2019 15H,556
02/20/2019 14H,544
02/20/2019 13H,619
02/20/2019 12H,651
02/20/2019 11H,608
02/20/2019 10H,626
02/20/2019 09H,576
02/20/2019 08H,538
02/20/2019 07H,521
02/20/2019 06H,540
02/20/2019 05H,535
02/20/2019 04H,456
02/20/2019 03H,485
02/20/2019 02H,377
02/20/2019 01H,225
02/20/2019 00H,203
02/19/2019 23H,159
02/19/2019 22H,88
02/19/2019 21H,60
02/19/2019 20H,68
02/19/2019 19H,79
02/19/2019 18H,90
02/19/2019 17H,137
02/19/2019 16H,136
02/19/2019 15H,150
02/19/2019 14H,186
02/19/2019 13H,228
02/19/2019 12H,285
02/19/2019 11H,355
02/19/2019 10H,431
02/19/2019 09H,460
02/19/2019 08H,485
02/19/2019 07H,486
02/19/2019 06H,486
02/19/2019 05H,487
02/19/2019 04H,490
02/19/2019 03H,498
02/19/2019 02H,559
02/19/2019 01H,580
02/19/2019 00H,559
02/18/2019 23H,542
02/18/2019 22H,555
02/18/2019 21H,550
02/18/2019 20H,561
02/18/2019 19H,549
02/18/2019 18H,519
02/18/2019 17H,511
02/18/2019 16H,464
02/18/2019 15H,309
02/18/2019 14H,229
02/18/2019 13H,196
02/18/2019 12H,196
02/18/2019 11H,200
02/18/2019 10H,231
02/18/2019 09H,246
02/18/2019 08H,320
02/18/2019 07H,335
02/18/2019 06H,245
02/18/2019 05H,248
02/18/2019 04H,190
02/18/2019 03H,188
02/18/2019 02H,213
02/18/2019 01H,339
02/18/2019 00H,492
02/17/2019 23H,520
02/17/2019 22H,484
02/17/2019 21H,414
02/17/2019 20H,354
02/17/2019 19H,212
02/17/2019 18H,90
02/17/2019 17H,37
02/17/2019 16H,35
02/17/2019 15H,45
02/17/2019 14H,66
02/17/2019 13H,110
02/17/2019 12H,123
02/17/2019 11H,169
02/17/2019 10H,176
02/17/2019 09H,262
02/17/2019 08H,444
02/17/2019 07H,554
02/17/2019 06H,540
02/17/2019 05H,543
02/17/2019 04H,569
02/17/2019 03H,619
02/17/2019 02H,700
02/17/2019 01H,740
02/17/2019 00H,658
02/16/2019 23H,611
02/16/2019 22H,643
02/16/2019 21H,584
02/16/2019 20H,628
02/16/2019 19H,607
02/16/2019 18H,595
02/16/2019 17H,587
02/16/2019 16H,588
02/16/2019 15H,564
02/16/2019 14H,567
02/16/2019 13H,616
02/16/2019 12H,535
02/16/2019 11H,476
02/16/2019 10H,409
02/16/2019 09H,357
02/16/2019 08H,294
02/16/2019 07H,269
02/16/2019 06H,182
02/16/2019 05H,176
02/16/2019 04H,179
02/16/2019 03H,232
02/16/2019 02H,345
02/16/2019 01H,516
02/16/2019 00H,613
02/15/2019 23H,669
02/15/2019 22H,657
02/15/2019 21H,668
02/15/2019 20H,664
02/15/2019 19H,691
02/15/2019 18H,701
02/15/2019 17H,726
02/15/2019 16H,720
02/15/2019 15H,727
02/15/2019 14H,662
02/15/2019 13H,693
02/15/2019 12H,708
02/15/2019 11H,754
02/15/2019 10H,792
02/15/2019 09H,795
02/15/2019 08H,753
02/15/2019 07H,705
02/15/2019 06H,682
02/15/2019 05H,612
02/15/2019 04H,540
02/15/2019 03H,537
02/15/2019 02H,603
02/15/2019 01H,623
02/15/2019 00H,584
02/14/2019 23H,623
02/14/2019 22H,633
02/14/2019 21H,685
02/14/2019 20H,698
02/14/2019 19H,653
02/14/2019 18H,632
02/14/2019 17H,622
02/14/2019 16H,544
02/14/2019 15H,616
02/14/2019 14H,587
02/14/2019 13H,605
02/14/2019 12H,609
02/14/2019 11H,597
02/14/2019 10H,563
02/14/2019 09H,595
02/14/2019 08H,600
02/14/2019 07H,628
02/14/2019 06H,622
02/14/2019 05H,686
02/14/2019 04H,734
02/14/2019 03H,657
02/14/2019 02H,679
02/14/2019 01H,656
02/14/2019 00H,663
02/13/2019 23H,686
02/13/2019 22H,682
02/13/2019 21H,651
02/13/2019 20H,554
02/13/2019 19H,523
02/13/2019 18H,523
02/13/2019 17H,533
02/13/2019 16H,567
02/13/2019 15H,557
02/13/2019 14H,531
02/13/2019 13H,508
02/13/2019 12H,473
02/13/2019 11H,529
02/13/2019 10H,482
02/13/2019 09H,453
02/13/2019 08H,494
02/13/2019 07H,416
02/13/2019 06H,340
02/13/2019 05H,335
02/13/2019 04H,389
02/13/2019 03H,461
02/13/2019 02H,436
02/13/2019 01H,331
02/13/2019 00H,443
02/12/2019 23H,507
02/12/2019 22H,470
02/12/2019 21H,435
02/12/2019 20H,456
02/12/2019 19H,406
02/12/2019 18H,363
02/12/2019 17H,348
02/12/2019 16H,378
02/12/2019 15H,479
02/12/2019 14H,393
02/12/2019 13H,409
02/12/2019 12H,371
02/12/2019 11H,216
02/12/2019 10H,175
02/12/2019 09H,198
02/12/2019 08H,171
02/12/2019 07H,314
02/12/2019 06H,449
02/12/2019 05H,537
02/12/2019 04H,631
02/12/2019 03H,702
02/12/2019 02H,765
02/12/2019 01H,783
02/12/2019 00H,785
02/11/2019 23H,766
02/11/2019 22H,745
02/11/2019 21H,711
02/11/2019 20H,718
02/11/2019 19H,744
02/11/2019 18H,726
02/11/2019 17H,665
02/11/2019 16H,573
02/11/2019 15H,506
02/11/2019 14H,538
02/11/2019 13H,530
02/11/2019 12H,505
02/11/2019 11H,523
02/11/2019 10H,606
02/11/2019 09H,676
02/11/2019 08H,704
02/11/2019 07H,605
02/11/2019 06H,595
02/11/2019 05H,601
02/11/2019 04H,645
02/11/2019 03H,594
02/11/2019 02H,643
02/11/2019 01H,697
02/11/2019 00H,655
02/10/2019 23H,653
02/10/2019 22H,660
02/10/2019 21H,603
02/10/2019 20H,537
02/10/2019 19H,339
02/10/2019 18H,246
02/10/2019 17H,187
02/10/2019 16H,158
02/10/2019 15H,167
02/10/2019 14H,199
02/10/2019 13H,281
02/10/2019 12H,468
02/10/2019 11H,554
02/10/2019 10H,502
02/10/2019 09H,521
02/10/2019 08H,611
02/10/2019 07H,644
02/10/2019 06H,592
02/10/2019 05H,650
02/10/2019 04H,628
02/10/2019 03H,634
02/10/2019 02H,587
02/10/2019 01H,513
02/10/2019 00H,501
02/9/2019 23H,508
02/9/2019 22H,444
02/9/2019 21H,326
02/9/2019 20H,251
02/9/2019 19H,216
02/9/2019 18H,88
02/9/2019 17H,87
02/9/2019 16H,112
02/9/2019 15H,102
02/9/2019 14H,114
02/9/2019 13H,140
02/9/2019 12H,136
02/9/2019 11H,115
02/9/2019 10H,130
02/9/2019 09H,264
02/9/2019 08H,302
02/9/2019 07H,372
02/9/2019 06H,470
02/9/2019 05H,539
02/9/2019 04H,554
02/9/2019 03H,569
02/9/2019 02H,567
02/9/2019 01H,579
02/9/2019 00H,602
02/8/2019 23H,551
02/8/2019 22H,499
02/8/2019 21H,421
02/8/2019 20H,346
02/8/2019 19H,279
02/8/2019 18H,211
02/8/2019 17H,137
02/8/2019 16H,80
02/8/2019 15H,148
02/8/2019 14H,167
02/8/2019 13H,166
02/8/2019 12H,212
02/8/2019 11H,164
02/8/2019 10H,135
02/8/2019 09H,159
02/8/2019 08H,260
02/8/2019 07H,269
02/8/2019 06H,340
02/8/2019 05H,352
02/8/2019 04H,377
02/8/2019 03H,510
02/8/2019 02H,516
02/8/2019 01H,453
02/8/2019 00H,414
02/7/2019 23H,494
02/7/2019 22H,464
02/7/2019 21H,418
02/7/2019 20H,453
02/7/2019 19H,505
02/7/2019 18H,526
02/7/2019 17H,550
02/7/2019 16H,571
02/7/2019 15H,598
02/7/2019 14H,616
02/7/2019 13H,653
02/7/2019 12H,642
02/7/2019 11H,641
02/7/2019 10H,623
02/7/2019 09H,643
02/7/2019 08H,635
02/7/2019 07H,662
02/7/2019 06H,621
02/7/2019 05H,629
02/7/2019 04H,602
02/7/2019 03H,659
02/7/2019 02H,653
02/7/2019 01H,650
02/7/2019 00H,668
02/6/2019 23H,676
02/6/2019 22H,651
02/6/2019 21H,668
02/6/2019 20H,694
02/6/2019 19H,634
02/6/2019 18H,626
02/6/2019 17H,671
02/6/2019 16H,554
02/6/2019 15H,619
02/6/2019 14H,611
02/6/2019 13H,649
02/6/2019 12H,552
02/6/2019 11H,516
02/6/2019 10H,560
02/6/2019 09H,630
02/6/2019 08H,612
02/6/2019 07H,600
02/6/2019 06H,622
02/6/2019 05H,609
02/6/2019 04H,578
02/6/2019 03H,518
02/6/2019 02H,522
02/6/2019 01H,568
02/6/2019 00H,546
02/5/2019 23H,636
02/5/2019 22H,658
02/5/2019 21H,637
02/5/2019 20H,582
02/5/2019 19H,526
02/5/2019 18H,470
02/5/2019 17H,430
02/5/2019 16H,454
02/5/2019 15H,521
02/5/2019 14H,551
02/5/2019 13H,556
02/5/2019 12H,568
02/5/2019 11H,563
02/5/2019 10H,593
02/5/2019 09H,600
02/5/2019 08H,547
02/5/2019 07H,595
02/5/2019 06H,574
02/5/2019 05H,613
02/5/2019 04H,633
02/5/2019 03H,606
02/5/2019 02H,551
02/5/2019 01H,440
02/5/2019 00H,494
02/4/2019 23H,469
02/4/2019 22H,522
02/4/2019 21H,556
02/4/2019 20H,546
02/4/2019 19H,476
02/4/2019 18H,381
02/4/2019 17H,286
02/4/2019 16H,277
02/4/2019 15H,386
02/4/2019 14H,458
02/4/2019 13H,504
02/4/2019 12H,494
02/4/2019 11H,503
02/4/2019 10H,490
02/4/2019 09H,508
02/4/2019 08H,511
02/4/2019 07H,503
02/4/2019 06H,517
02/4/2019 05H,566
02/4/2019 04H,538
02/4/2019 03H,567
02/4/2019 02H,547
02/4/2019 01H,572
02/4/2019 00H,624
02/3/2019 23H,611
02/3/2019 22H,638
02/3/2019 21H,632
02/3/2019 20H,640
02/3/2019 19H,624
02/3/2019 18H,607
02/3/2019 17H,556
02/3/2019 16H,541
02/3/2019 15H,514
02/3/2019 14H,454
02/3/2019 13H,504
02/3/2019 12H,537
02/3/2019 11H,528
02/3/2019 10H,545
02/3/2019 09H,522
02/3/2019 08H,524
02/3/2019 07H,520
02/3/2019 06H,510
02/3/2019 05H,502
02/3/2019 04H,474
02/3/2019 03H,487
02/3/2019 02H,503
02/3/2019 01H,493
02/3/2019 00H,505
02/2/2019 23H,520
02/2/2019 22H,547
02/2/2019 21H,534
02/2/2019 20H,540
02/2/2019 19H,471
02/2/2019 18H,387
02/2/2019 17H,268
02/2/2019 16H,306
02/2/2019 15H,364
02/2/2019 14H,380
02/2/2019 13H,339
02/2/2019 12H,325
02/2/2019 11H,306
02/2/2019 10H,311
02/2/2019 09H,304
02/2/2019 08H,286
02/2/2019 07H,269
02/2/2019 06H,244
02/2/2019 05H,294
02/2/2019 04H,319
02/2/2019 03H,315
02/2/2019 02H,309
02/2/2019 01H,297
02/2/2019 00H,300
02/1/2019 23H,302
02/1/2019 22H,325
02/1/2019 21H,318
02/1/2019 20H,269
02/1/2019 19H,204
02/1/2019 18H,128
02/1/2019 17H,105
02/1/2019 16H,134
02/1/2019 15H,132
02/1/2019 14H,198
02/1/2019 13H,261
02/1/2019 12H,242
02/1/2019 11H,232
02/1/2019 10H,223
02/1/2019 09H,256
02/1/2019 08H,225
02/1/2019 07H,299
02/1/2019 06H,342
02/1/2019 05H,344
02/1/2019 04H,334
02/1/2019 03H,320
02/1/2019 02H,291
02/1/2019 01H,277
02/1/2019 00H,295
01/31/2019 23H,259
01/31/2019 22H,259
01/31/2019 21H,286
01/31/2019 20H,312
01/31/2019 19H,307
01/31/2019 18H,300
01/31/2019 17H,291
01/31/2019 16H,327
01/31/2019 15H,388
01/31/2019 14H,489
01/31/2019 13H,519
01/31/2019 12H,519
01/31/2019 11H,533
01/31/2019 10H,509
01/31/2019 09H,499
01/31/2019 08H,511
01/31/2019 07H,506
01/31/2019 06H,510
01/31/2019 05H,496
01/31/2019 04H,478
01/31/2019 03H,481
01/31/2019 02H,459
01/31/2019 01H,431
01/31/2019 00H,436
01/30/2019 23H,393
01/30/2019 22H,307
01/30/2019 21H,230
01/30/2019 20H,198
01/30/2019 19H,176
01/30/2019 18H,117
01/30/2019 17H,115
01/30/2019 16H,133
01/30/2019 15H,85
01/30/2019 14H,112
01/30/2019 13H,190
01/30/2019 12H,171
01/30/2019 11H,148
01/30/2019 10H,139
01/30/2019 09H,136
01/30/2019 08H,139
01/30/2019 07H,152
01/30/2019 06H,223
01/30/2019 05H,251
01/30/2019 04H,210
01/30/2019 03H,175
01/30/2019 02H,222
01/30/2019 01H,239
01/30/2019 00H,259
01/29/2019 23H,298
01/29/2019 22H,356
01/29/2019 21H,399
01/29/2019 20H,428
01/29/2019 19H,435
01/29/2019 18H,449
01/29/2019 17H,455
01/29/2019 16H,436
01/29/2019 15H,350
01/29/2019 14H,229
01/29/2019 13H,186
01/29/2019 12H,140
01/29/2019 11H,112
01/29/2019 10H,102
01/29/2019 09H,71
01/29/2019 08H,88
01/29/2019 07H,135
01/29/2019 06H,212
01/29/2019 05H,275
01/29/2019 04H,374
01/29/2019 03H,417
01/29/2019 02H,517
01/29/2019 01H,558
01/29/2019 00H,539
01/28/2019 23H,506
01/28/2019 22H,353
01/28/2019 21H,280
01/28/2019 20H,243
01/28/2019 19H,218
01/28/2019 18H,241
01/28/2019 17H,383
01/28/2019 16H,403
01/28/2019 15H,397
01/28/2019 14H,389
01/28/2019 13H,502
01/28/2019 12H,530
01/28/2019 11H,460
01/28/2019 10H,422
01/28/2019 09H,434
01/28/2019 08H,435
01/28/2019 07H,482
01/28/2019 06H,480
01/28/2019 05H,480
01/28/2019 04H,466
01/28/2019 03H,447
01/28/2019 02H,507
01/28/2019 01H,495
01/28/2019 00H,528
01/27/2019 23H,537
01/27/2019 22H,520
01/27/2019 21H,508
01/27/2019 20H,478
01/27/2019 19H,433
01/27/2019 18H,416
01/27/2019 17H,382
01/27/2019 16H,358
01/27/2019 15H,351
01/27/2019 14H,319
01/27/2019 13H,181
01/27/2019 12H,131
01/27/2019 11H,123
01/27/2019 10H,112
01/27/2019 09H,127
01/27/2019 08H,132
01/27/2019 07H,162
01/27/2019 06H,223
01/27/2019 05H,231
01/27/2019 04H,244
01/27/2019 03H,316
01/27/2019 02H,320
01/27/2019 01H,350
01/27/2019 00H,388
01/26/2019 23H,428
01/26/2019 22H,421
01/26/2019 21H,422
01/26/2019 20H,378
01/26/2019 19H,338
01/26/2019 18H,303
01/26/2019 17H,311
01/26/2019 16H,381
01/26/2019 15H,487
01/26/2019 14H,452
01/26/2019 13H,439
01/26/2019 12H,412
01/26/2019 11H,374
01/26/2019 10H,281
01/26/2019 09H,249
01/26/2019 08H,272
01/26/2019 07H,249
01/26/2019 06H,213
01/26/2019 05H,193
01/26/2019 04H,197
01/26/2019 03H,183
01/26/2019 02H,167
01/26/2019 01H,136
01/26/2019 00H,52
01/25/2019 23H,51
01/25/2019 22H,113
01/25/2019 21H,200
01/25/2019 20H,286
01/25/2019 19H,339
01/25/2019 18H,280
01/25/2019 17H,232
01/25/2019 16H,137
01/25/2019 15H,153
01/25/2019 14H,268
01/25/2019 13H,337
01/25/2019 12H,454
01/25/2019 11H,466
01/25/2019 10H,491
01/25/2019 09H,458
01/25/2019 08H,318
01/25/2019 07H,284
01/25/2019 06H,332
01/25/2019 05H,367
01/25/2019 04H,388
01/25/2019 03H,336
01/25/2019 02H,271
01/25/2019 01H,252
01/25/2019 00H,266
01/24/2019 23H,263
01/24/2019 22H,257
01/24/2019 21H,230
01/24/2019 20H,193
01/24/2019 19H,104
01/24/2019 18H,187
01/24/2019 17H,345
01/24/2019 16H,450
01/24/2019 15H,497
01/24/2019 14H,490
01/24/2019 13H,510
01/24/2019 12H,561
01/24/2019 11H,546
01/24/2019 10H,543
01/24/2019 09H,512
01/24/2019 08H,486
01/24/2019 07H,522
01/24/2019 06H,609
01/24/2019 05H,612
01/24/2019 04H,580
01/24/2019 03H,553
01/24/2019 02H,557
01/24/2019 01H,454
01/24/2019 00H,242
01/23/2019 23H,203
01/23/2019 22H,136
01/23/2019 21H,85
01/23/2019 20H,71
01/23/2019 19H,75
01/23/2019 18H,120
01/23/2019 17H,165
01/23/2019 16H,256
01/23/2019 15H,378
01/23/2019 14H,486
01/23/2019 13H,531
01/23/2019 12H,469
01/23/2019 11H,396
01/23/2019 10H,341
01/23/2019 09H,327
01/23/2019 08H,237
01/23/2019 07H,220
01/23/2019 06H,203
01/23/2019 05H,128
01/23/2019 04H,128
01/23/2019 03H,144
01/23/2019 02H,207
01/23/2019 01H,299
01/23/2019 00H,309
01/22/2019 23H,325
01/22/2019 22H,420
01/22/2019 21H,487
01/22/2019 20H,557
01/22/2019 19H,548
01/22/2019 18H,550
01/22/2019 17H,545
01/22/2019 16H,487
01/22/2019 15H,438
01/22/2019 14H,503
01/22/2019 13H,467
01/22/2019 12H,519
01/22/2019 11H,559
01/22/2019 10H,601
01/22/2019 09H,625
01/22/2019 08H,661
01/22/2019 07H,590
01/22/2019 06H,629
01/22/2019 05H,641
01/22/2019 04H,664
01/22/2019 03H,643
01/22/2019 02H,686
01/22/2019 01H,659
01/22/2019 00H,632
01/21/2019 23H,616
01/21/2019 22H,580
01/21/2019 21H,609
01/21/2019 20H,621
01/21/2019 19H,609
01/21/2019 18H,522
01/21/2019 17H,500
01/21/2019 16H,498
01/21/2019 15H,510
01/21/2019 14H,520
01/21/2019 13H,441
01/21/2019 12H,423
01/21/2019 11H,463
01/21/2019 10H,444
01/21/2019 09H,467
01/21/2019 08H,452
01/21/2019 07H,462
01/21/2019 06H,467
01/21/2019 05H,457
01/21/2019 04H,487
01/21/2019 03H,466
01/21/2019 02H,429
01/21/2019 01H,400
01/21/2019 00H,387
01/20/2019 23H,447
01/20/2019 22H,413
01/20/2019 21H,393
01/20/2019 20H,370
01/20/2019 19H,331
01/20/2019 18H,319
01/20/2019 17H,315
01/20/2019 16H,346
01/20/2019 15H,321
01/20/2019 14H,306
01/20/2019 13H,337
01/20/2019 12H,363
01/20/2019 11H,389
01/20/2019 10H,372
01/20/2019 09H,407
01/20/2019 08H,388
01/20/2019 07H,339
01/20/2019 06H,340
01/20/2019 05H,394
01/20/2019 04H,390
01/20/2019 03H,367
01/20/2019 02H,389
01/20/2019 01H,319
01/20/2019 00H,286
01/19/2019 23H,302
01/19/2019 22H,263
01/19/2019 21H,270
01/19/2019 20H,279
01/19/2019 19H,282
01/19/2019 18H,297
01/19/2019 17H,314
01/19/2019 16H,345
01/19/2019 15H,378
01/19/2019 14H,437
01/19/2019 13H,410
01/19/2019 12H,404
01/19/2019 11H,411
01/19/2019 10H,454
01/19/2019 09H,471
01/19/2019 08H,494
01/19/2019 07H,471
01/19/2019 06H,552
01/19/2019 05H,587
01/19/2019 04H,530
01/19/2019 03H,468
01/19/2019 02H,512
01/19/2019 01H,625
01/19/2019 00H,659
01/18/2019 23H,648
01/18/2019 22H,642
01/18/2019 21H,678
01/18/2019 20H,650
01/18/2019 19H,657
01/18/2019 18H,643
01/18/2019 17H,647
01/18/2019 16H,623
01/18/2019 15H,636
01/18/2019 14H,623
01/18/2019 13H,628
01/18/2019 12H,600
01/18/2019 11H,542
01/18/2019 10H,509
01/18/2019 09H,500
01/18/2019 08H,476
01/18/2019 07H,491
01/18/2019 06H,438
01/18/2019 05H,396
01/18/2019 04H,378
01/18/2019 03H,436
01/18/2019 02H,477
01/18/2019 01H,453
01/18/2019 00H,346
01/17/2019 23H,332
01/17/2019 22H,381
01/17/2019 21H,419
01/17/2019 20H,355
01/17/2019 19H,319
01/17/2019 18H,291
01/17/2019 17H,319
01/17/2019 16H,351
01/17/2019 15H,357
01/17/2019 14H,311
01/17/2019 13H,328
01/17/2019 12H,337
01/17/2019 11H,379
01/17/2019 10H,442
01/17/2019 09H,482
01/17/2019 08H,523
01/17/2019 07H,521
01/17/2019 06H,495
01/17/2019 05H,524
01/17/2019 04H,536
01/17/2019 03H,494
01/17/2019 02H,540
01/17/2019 01H,538
01/17/2019 00H,585
01/16/2019 23H,636
01/16/2019 22H,616
01/16/2019 21H,613
01/16/2019 20H,641
01/16/2019 19H,621
01/16/2019 18H,574
01/16/2019 17H,475
01/16/2019 16H,428
01/16/2019 15H,405
01/16/2019 14H,424
01/16/2019 13H,439
01/16/2019 12H,387
01/16/2019 11H,325
01/16/2019 10H,308
01/16/2019 09H,335
01/16/2019 08H,325
01/16/2019 07H,284
01/16/2019 06H,230
01/16/2019 05H,237
01/16/2019 04H,245
01/16/2019 03H,203
01/16/2019 02H,182
01/16/2019 01H,204
01/16/2019 00H,239
01/15/2019 23H,297
01/15/2019 22H,337
01/15/2019 21H,291
01/15/2019 20H,258
01/15/2019 19H,197
01/15/2019 18H,201
01/15/2019 17H,245
01/15/2019 16H,266
01/15/2019 15H,267
01/15/2019 14H,216
01/15/2019 13H,236
01/15/2019 12H,300
01/15/2019 11H,252
01/15/2019 10H,169
01/15/2019 09H,137
01/15/2019 08H,116
01/15/2019 07H,109
01/15/2019 06H,115
01/15/2019 05H,136
01/15/2019 04H,148
01/15/2019 03H,174
01/15/2019 02H,126
01/15/2019 01H,132
01/15/2019 00H,76
01/14/2019 23H,76
01/14/2019 22H,83
01/14/2019 21H,74
01/14/2019 20H,87
01/14/2019 19H,106
01/14/2019 18H,130
01/14/2019 17H,120
01/14/2019 16H,91
01/14/2019 15H,100
01/14/2019 14H,88
01/14/2019 13H,54
01/14/2019 12H,44
01/14/2019 11H,41
01/14/2019 10H,40
01/14/2019 09H,29
01/14/2019 08H,37
01/14/2019 07H,57
01/14/2019 06H,75
01/14/2019 05H,103
01/14/2019 04H,117
01/14/2019 03H,115
01/14/2019 02H,107
01/14/2019 01H,103
01/14/2019 00H,108
01/13/2019 23H,118
01/13/2019 22H,135
01/13/2019 21H,170
01/13/2019 20H,180
01/13/2019 19H,172
01/13/2019 18H,177
01/13/2019 17H,181
01/13/2019 16H,187
01/13/2019 15H,212
01/13/2019 14H,242
01/13/2019 13H,273
01/13/2019 12H,278
01/13/2019 11H,260
01/13/2019 10H,269
01/13/2019 09H,255
01/13/2019 08H,292
01/13/2019 07H,314
01/13/2019 06H,333
01/13/2019 05H,321
01/13/2019 04H,258
01/13/2019 03H,267
01/13/2019 02H,253
01/13/2019 01H,230
01/13/2019 00H,112
01/12/2019 23H,71
01/12/2019 22H,74
01/12/2019 21H,54
01/12/2019 20H,53
01/12/2019 19H,64
01/12/2019 18H,69
01/12/2019 17H,44
01/12/2019 16H,27
01/12/2019 15H,59
01/12/2019 14H,163
01/12/2019 13H,208
01/12/2019 12H,186
01/12/2019 11H,192
01/12/2019 10H,221
01/12/2019 09H,213
01/12/2019 08H,231
01/12/2019 07H,235
01/12/2019 06H,251
01/12/2019 05H,328
01/12/2019 04H,410
01/12/2019 03H,398
01/12/2019 02H,382
01/12/2019 01H,368
01/12/2019 00H,401
01/11/2019 23H,379
01/11/2019 22H,349
01/11/2019 21H,360
01/11/2019 20H,344
01/11/2019 19H,357
01/11/2019 18H,363
01/11/2019 17H,371
01/11/2019 16H,346
01/11/2019 15H,462
01/11/2019 14H,495
01/11/2019 13H,516
01/11/2019 12H,517
01/11/2019 11H,519
01/11/2019 10H,445
01/11/2019 09H,418
01/11/2019 08H,394
01/11/2019 07H,391
01/11/2019 06H,364
01/11/2019 05H,347
01/11/2019 04H,385
01/11/2019 03H,365
01/11/2019 02H,365
01/11/2019 01H,386
01/11/2019 00H,374
01/10/2019 23H,354
01/10/2019 22H,342
01/10/2019 21H,337
01/10/2019 20H,337
01/10/2019 19H,302
01/10/2019 18H,324
01/10/2019 17H,310
01/10/2019 16H,351
01/10/2019 15H,413
01/10/2019 14H,405
01/10/2019 13H,364
01/10/2019 12H,365
01/10/2019 11H,376
01/10/2019 10H,416
01/10/2019 09H,415
01/10/2019 08H,403
01/10/2019 07H,383
01/10/2019 06H,318
01/10/2019 05H,297
01/10/2019 04H,283
01/10/2019 03H,329
01/10/2019 02H,246
