Net generation from coal for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.COL.H
19:01:56 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.COL.H megawatthours
11/4/2019 14H,104095
11/4/2019 13H,99325
11/4/2019 12H,92860
11/4/2019 11H,87760
11/4/2019 10H,85499
11/4/2019 09H,83614
11/4/2019 08H,82138
11/4/2019 07H,83667
11/4/2019 06H,77857
11/4/2019 05H,86456
11/4/2019 04H,89980
11/4/2019 03H,92600
11/4/2019 02H,96958
11/4/2019 01H,100308
11/4/2019 00H,99713
11/3/2019 23H,92134
11/3/2019 22H,88107
11/3/2019 21H,84264
11/3/2019 20H,82074
11/3/2019 19H,81240
11/3/2019 18H,82766
11/3/2019 17H,85749
11/3/2019 16H,89640
11/3/2019 15H,92514
11/3/2019 14H,91033
11/3/2019 13H,89791
11/3/2019 12H,88405
11/3/2019 11H,85816
11/3/2019 10H,82299
11/3/2019 09H,80694
11/3/2019 08H,81054
11/3/2019 07H,82444
11/3/2019 06H,82485
11/3/2019 05H,84944
11/3/2019 04H,91451
11/3/2019 03H,95569
11/3/2019 02H,97755
11/3/2019 01H,100733
11/3/2019 00H,99609
11/2/2019 23H,94453
11/2/2019 22H,87410
11/2/2019 21H,84215
11/2/2019 20H,86023
11/2/2019 19H,86779
11/2/2019 18H,90310
11/2/2019 17H,94717
11/2/2019 16H,99073
11/2/2019 15H,100599
11/2/2019 14H,99817
11/2/2019 13H,96766
11/2/2019 12H,93077
11/2/2019 11H,88468
11/2/2019 10H,85803
11/2/2019 09H,84601
11/2/2019 08H,83610
11/2/2019 07H,84094
11/2/2019 06H,86949
11/2/2019 05H,89160
11/2/2019 04H,89235
11/2/2019 03H,93704
11/2/2019 02H,97645
11/2/2019 01H,99210
11/2/2019 00H,98187
11/1/2019 23H,95219
11/1/2019 22H,93377
11/1/2019 21H,90392
11/1/2019 20H,89717
11/1/2019 19H,90999
11/1/2019 18H,94019
11/1/2019 17H,99277
11/1/2019 16H,102734
11/1/2019 15H,103216
11/1/2019 14H,102905
11/1/2019 13H,101969
11/1/2019 12H,97791
11/1/2019 11H,91366
11/1/2019 10H,85962
11/1/2019 09H,82974
11/1/2019 08H,82645
11/1/2019 07H,81420
11/1/2019 06H,82659
11/1/2019 05H,84885
11/1/2019 04H,89669
11/1/2019 03H,98550
11/1/2019 02H,104628
11/1/2019 01H,106215
11/1/2019 00H,106808
10/31/2019 23H,102806
10/31/2019 22H,99676
10/31/2019 21H,100422
10/31/2019 20H,101860
10/31/2019 19H,104091
10/31/2019 18H,106274
10/31/2019 17H,108475
10/31/2019 16H,109096
10/31/2019 15H,108155
10/31/2019 14H,106784
10/31/2019 13H,105358
10/31/2019 12H,101236
10/31/2019 11H,95073
10/31/2019 10H,87399
10/31/2019 09H,85058
10/31/2019 08H,83502
10/31/2019 07H,84626
10/31/2019 06H,88472
10/31/2019 05H,91270
10/31/2019 04H,96186
10/31/2019 03H,101930
10/31/2019 02H,105411
10/31/2019 01H,105759
10/31/2019 00H,103499
10/30/2019 23H,100396
10/30/2019 22H,98266
10/30/2019 21H,98989
10/30/2019 20H,98840
10/30/2019 19H,103382
10/30/2019 18H,104619
10/30/2019 17H,106468
10/30/2019 16H,107296
10/30/2019 15H,107725
10/30/2019 14H,107492
10/30/2019 13H,105948
10/30/2019 12H,101372
10/30/2019 11H,93423
10/30/2019 10H,84803
10/30/2019 09H,81546
10/30/2019 08H,80523
10/30/2019 07H,81406
10/30/2019 06H,84557
10/30/2019 05H,88905
10/30/2019 04H,91967
10/30/2019 03H,101590
10/30/2019 02H,105799
10/30/2019 01H,108272
10/30/2019 00H,107445
10/29/2019 23H,104683
10/29/2019 22H,103541
10/29/2019 21H,103701
10/29/2019 20H,105834
10/29/2019 19H,106682
10/29/2019 18H,107083
10/29/2019 17H,107778
10/29/2019 16H,107904
10/29/2019 15H,108319
10/29/2019 14H,107147
10/29/2019 13H,106456
10/29/2019 12H,101356
10/29/2019 11H,93863
10/29/2019 10H,85313
10/29/2019 09H,79079
10/29/2019 08H,77588
10/29/2019 07H,79719
10/29/2019 06H,83329
10/29/2019 05H,86642
10/29/2019 04H,89520
10/29/2019 03H,99108
10/29/2019 02H,103142
10/29/2019 01H,105439
10/29/2019 00H,105664
10/28/2019 23H,103526
10/28/2019 22H,101794
10/28/2019 21H,101574
10/28/2019 20H,100839
10/28/2019 19H,101141
10/28/2019 18H,101233
10/28/2019 17H,100689
10/28/2019 16H,100055
10/28/2019 15H,98025
10/28/2019 14H,96112
10/28/2019 13H,93566
10/28/2019 12H,88126
10/28/2019 11H,79409
10/28/2019 10H,70445
10/28/2019 09H,66332
10/28/2019 08H,65259
10/28/2019 07H,65415
10/28/2019 06H,67324
10/28/2019 05H,69881
10/28/2019 04H,73259
10/28/2019 03H,80000
10/28/2019 02H,84971
10/28/2019 01H,87426
10/28/2019 00H,86533
10/27/2019 23H,84215
10/27/2019 22H,81087
10/27/2019 21H,79575
10/27/2019 20H,78813
10/27/2019 19H,78577
10/27/2019 18H,78663
10/27/2019 17H,78091
10/27/2019 16H,77696
10/27/2019 15H,74807
10/27/2019 14H,71546
10/27/2019 13H,66807
10/27/2019 12H,63782
10/27/2019 11H,61146
10/27/2019 10H,59991
10/27/2019 09H,59761
10/27/2019 08H,60665
10/27/2019 07H,61813
10/27/2019 06H,63202
10/27/2019 05H,65882
10/27/2019 04H,73909
10/27/2019 03H,72162
10/27/2019 02H,76084
10/27/2019 01H,80229
10/27/2019 00H,82139
10/26/2019 23H,81817
10/26/2019 22H,80151
10/26/2019 21H,79739
10/26/2019 20H,80094
10/26/2019 19H,81220
10/26/2019 18H,82920
10/26/2019 17H,85344
10/26/2019 16H,88165
10/26/2019 15H,86960
10/26/2019 14H,84034
10/26/2019 13H,80903
10/26/2019 12H,76362
10/26/2019 11H,72311
10/26/2019 10H,70163
10/26/2019 09H,70160
10/26/2019 08H,70914
10/26/2019 07H,72189
10/26/2019 06H,75827
10/26/2019 05H,79935
10/26/2019 04H,86877
10/26/2019 03H,90854
10/26/2019 02H,94720
10/26/2019 01H,96786
10/26/2019 00H,94267
10/25/2019 23H,92572
10/25/2019 22H,91391
10/25/2019 21H,90857
10/25/2019 20H,91270
10/25/2019 19H,91001
10/25/2019 18H,91228
10/25/2019 17H,92424
10/25/2019 16H,93390
10/25/2019 15H,92481
10/25/2019 14H,91262
10/25/2019 13H,89675
10/25/2019 12H,85615
10/25/2019 11H,80352
10/25/2019 10H,75801
10/25/2019 09H,74181
10/25/2019 08H,75651
10/25/2019 07H,77807
10/25/2019 06H,80301
10/25/2019 05H,82813
10/25/2019 04H,85745
10/25/2019 03H,92294
10/25/2019 02H,96737
10/25/2019 01H,97248
10/25/2019 00H,96493
10/24/2019 23H,94458
10/24/2019 22H,93509
10/24/2019 21H,92921
10/24/2019 20H,91992
10/24/2019 19H,91293
10/24/2019 18H,92244
10/24/2019 17H,92431
10/24/2019 16H,93718
10/24/2019 15H,92994
10/24/2019 14H,91303
10/24/2019 13H,89570
10/24/2019 12H,86395
10/24/2019 11H,80025
10/24/2019 10H,72735
10/24/2019 09H,69468
10/24/2019 08H,69069
10/24/2019 07H,69715
10/24/2019 06H,72670
10/24/2019 05H,76097
10/24/2019 04H,79116
10/24/2019 03H,86607
10/24/2019 02H,90702
10/24/2019 01H,95663
10/24/2019 00H,94734
10/23/2019 23H,91867
10/23/2019 22H,89039
10/23/2019 21H,87463
10/23/2019 20H,84572
10/23/2019 19H,83039
10/23/2019 18H,81902
10/23/2019 17H,84158
10/23/2019 16H,85672
10/23/2019 15H,86230
10/23/2019 14H,85370
10/23/2019 13H,84834
10/23/2019 12H,80929
10/23/2019 11H,74559
10/23/2019 10H,68081
10/23/2019 09H,63788
10/23/2019 08H,64652
10/23/2019 07H,64488
10/23/2019 06H,68341
10/23/2019 05H,71735
10/23/2019 04H,76033
10/23/2019 03H,83404
10/23/2019 02H,87872
10/23/2019 01H,94239
10/23/2019 00H,92412
10/22/2019 23H,89088
10/22/2019 22H,86941
10/22/2019 21H,85469
10/22/2019 20H,85110
10/22/2019 19H,84493
10/22/2019 18H,83626
10/22/2019 17H,83916
10/22/2019 16H,85418
10/22/2019 15H,84970
10/22/2019 14H,84654
10/22/2019 13H,82907
10/22/2019 12H,77483
10/22/2019 11H,70121
10/22/2019 10H,64100
10/22/2019 09H,61910
10/22/2019 08H,63170
10/22/2019 07H,62744
10/22/2019 06H,64961
10/22/2019 05H,67878
10/22/2019 04H,73717
10/22/2019 03H,80687
10/22/2019 02H,85366
10/22/2019 01H,87127
10/22/2019 00H,85617
10/21/2019 23H,83086
10/21/2019 22H,80972
10/21/2019 21H,81225
10/21/2019 20H,81671
10/21/2019 19H,81915
10/21/2019 18H,83036
10/21/2019 17H,83306
10/21/2019 16H,83718
10/21/2019 15H,84196
10/21/2019 14H,83641
10/21/2019 13H,82073
10/21/2019 12H,77748
10/21/2019 11H,71723
10/21/2019 10H,66882
10/21/2019 09H,62943
10/21/2019 08H,61541
10/21/2019 07H,61537
10/21/2019 06H,63667
10/21/2019 05H,66888
10/21/2019 04H,73183
10/21/2019 03H,76484
10/21/2019 02H,82620
10/21/2019 01H,84006
10/21/2019 00H,80746
10/20/2019 23H,78973
10/20/2019 22H,75877
10/20/2019 21H,74605
10/20/2019 20H,73492
10/20/2019 19H,72767
10/20/2019 18H,72329
10/20/2019 17H,72529
10/20/2019 16H,71276
10/20/2019 15H,70326
10/20/2019 14H,67269
10/20/2019 13H,64259
10/20/2019 12H,61896
10/20/2019 11H,60386
10/20/2019 10H,58210
10/20/2019 09H,59263
10/20/2019 08H,60271
10/20/2019 07H,63248
10/20/2019 06H,66488
10/20/2019 05H,69776
10/20/2019 04H,76781
10/20/2019 03H,80146
10/20/2019 02H,84412
10/20/2019 01H,86671
10/20/2019 00H,85694
10/19/2019 23H,84341
10/19/2019 22H,81737
10/19/2019 21H,79926
10/19/2019 20H,79037
10/19/2019 19H,78330
10/19/2019 18H,76801
10/19/2019 17H,75022
10/19/2019 16H,76445
10/19/2019 15H,75192
10/19/2019 14H,73499
10/19/2019 13H,71322
10/19/2019 12H,68791
10/19/2019 11H,65566
10/19/2019 10H,63112
10/19/2019 09H,62064
10/19/2019 08H,62066
10/19/2019 07H,62122
10/19/2019 06H,64730
10/19/2019 05H,66598
10/19/2019 04H,70127
10/19/2019 03H,73823
10/19/2019 02H,76753
10/19/2019 01H,78240
10/19/2019 00H,77421
10/18/2019 23H,76743
10/18/2019 22H,75819
10/18/2019 21H,75597
10/18/2019 20H,75253
10/18/2019 19H,76375
10/18/2019 18H,77121
10/18/2019 17H,77668
10/18/2019 16H,77828
10/18/2019 15H,78463
10/18/2019 14H,78413
10/18/2019 13H,77030
10/18/2019 12H,74229
10/18/2019 11H,69238
10/18/2019 10H,65270
10/18/2019 09H,62058
10/18/2019 08H,62357
10/18/2019 07H,61983
10/18/2019 06H,64498
10/18/2019 05H,68186
10/18/2019 04H,70225
10/18/2019 03H,77041
10/18/2019 02H,80347
10/18/2019 01H,82658
10/18/2019 00H,81767
10/17/2019 23H,79649
10/17/2019 22H,80928
10/17/2019 21H,78740
10/17/2019 20H,79889
10/17/2019 19H,81732
10/17/2019 18H,83587
10/17/2019 17H,85238
10/17/2019 16H,86837
10/17/2019 15H,85300
10/17/2019 14H,83134
10/17/2019 13H,82610
10/17/2019 12H,77393
10/17/2019 11H,71184
10/17/2019 10H,65438
10/17/2019 09H,61193
10/17/2019 08H,60727
10/17/2019 07H,61732
10/17/2019 06H,65093
10/17/2019 05H,69094
10/17/2019 04H,74186
10/17/2019 03H,82463
10/17/2019 02H,89307
10/17/2019 01H,94446
10/17/2019 00H,91532
10/16/2019 23H,92150
10/16/2019 22H,90915
10/16/2019 21H,90088
10/16/2019 20H,91033
10/16/2019 19H,91918
10/16/2019 18H,93821
10/16/2019 17H,93636
10/16/2019 16H,94272
10/16/2019 15H,94135
10/16/2019 14H,91347
10/16/2019 13H,88782
10/16/2019 12H,83060
10/16/2019 11H,75512
10/16/2019 10H,68181
10/16/2019 09H,64555
10/16/2019 08H,64287
10/16/2019 07H,65663
10/16/2019 06H,67888
10/16/2019 05H,70874
10/16/2019 04H,76464
10/16/2019 03H,81333
10/16/2019 02H,84701
10/16/2019 01H,89335
10/16/2019 00H,88115
10/15/2019 23H,85848
10/15/2019 22H,85240
10/15/2019 21H,85345
10/15/2019 20H,85887
10/15/2019 19H,84656
10/15/2019 18H,85347
10/15/2019 17H,85270
10/15/2019 16H,85601
10/15/2019 15H,86020
10/15/2019 14H,83642
10/15/2019 13H,80049
10/15/2019 12H,77780
10/15/2019 11H,71758
10/15/2019 10H,66004
10/15/2019 09H,61771
10/15/2019 08H,61424
10/15/2019 07H,62170
10/15/2019 06H,65078
10/15/2019 05H,68495
10/15/2019 04H,72981
10/15/2019 03H,79695
10/15/2019 02H,84980
10/15/2019 01H,91501
10/15/2019 00H,92404
10/14/2019 23H,90947
10/14/2019 22H,89443
10/14/2019 21H,90544
10/14/2019 20H,91651
10/14/2019 19H,92885
10/14/2019 18H,93143
10/14/2019 17H,93210
10/14/2019 16H,92424
10/14/2019 15H,88897
10/14/2019 14H,87218
10/14/2019 13H,86001
10/14/2019 12H,80814
10/14/2019 11H,73916
10/14/2019 10H,69179
10/14/2019 09H,65337
10/14/2019 08H,65209
10/14/2019 07H,65890
10/14/2019 06H,68812
10/14/2019 05H,72272
10/14/2019 04H,75686
10/14/2019 03H,82332
10/14/2019 02H,87404
10/14/2019 01H,91007
10/14/2019 00H,90033
10/13/2019 23H,85455
10/13/2019 22H,79833
10/13/2019 21H,77305
10/13/2019 20H,74047
10/13/2019 19H,73325
10/13/2019 18H,72844
10/13/2019 17H,72415
10/13/2019 16H,71876
10/13/2019 15H,70228
10/13/2019 14H,67667
10/13/2019 13H,64807
10/13/2019 12H,62251
10/13/2019 11H,61473
10/13/2019 10H,60525
10/13/2019 09H,60173
10/13/2019 08H,60180
10/13/2019 07H,61164
10/13/2019 06H,62448
10/13/2019 05H,64958
10/13/2019 04H,69441
10/13/2019 03H,70488
10/13/2019 02H,72813
10/13/2019 01H,76894
10/13/2019 00H,74940
10/12/2019 23H,72568
10/12/2019 22H,69232
10/12/2019 21H,67790
10/12/2019 20H,67697
10/12/2019 19H,68102
10/12/2019 18H,69479
10/12/2019 17H,71795
10/12/2019 16H,74685
10/12/2019 15H,76294
10/12/2019 14H,73780
10/12/2019 13H,71669
10/12/2019 12H,69240
10/12/2019 11H,66893
10/12/2019 10H,64168
10/12/2019 09H,63816
10/12/2019 08H,64928
10/12/2019 07H,67618
10/12/2019 06H,72139
10/12/2019 05H,76758
10/12/2019 04H,83118
10/12/2019 03H,87684
10/12/2019 02H,91950
10/12/2019 01H,93366
10/12/2019 00H,90297
10/11/2019 23H,86711
10/11/2019 22H,85722
10/11/2019 21H,86372
10/11/2019 20H,86308
10/11/2019 19H,87421
10/11/2019 18H,89215
10/11/2019 17H,89607
10/11/2019 16H,89553
10/11/2019 15H,88577
10/11/2019 14H,87555
10/11/2019 13H,84789
10/11/2019 12H,82467
10/11/2019 11H,77756
10/11/2019 10H,72887
10/11/2019 09H,69624
10/11/2019 08H,69757
10/11/2019 07H,71055
10/11/2019 06H,73515
10/11/2019 05H,77385
10/11/2019 04H,82787
10/11/2019 03H,91223
10/11/2019 02H,97584
10/11/2019 01H,102203
10/11/2019 00H,101186
10/10/2019 23H,100951
10/10/2019 22H,101565
10/10/2019 21H,102749
10/10/2019 20H,101876
10/10/2019 19H,101189
10/10/2019 18H,101075
10/10/2019 17H,102246
10/10/2019 16H,99690
10/10/2019 15H,98205
10/10/2019 14H,95963
10/10/2019 13H,93707
10/10/2019 12H,88614
10/10/2019 11H,82530
10/10/2019 10H,75681
10/10/2019 09H,70626
10/10/2019 08H,70374
10/10/2019 07H,72265
10/10/2019 06H,73360
10/10/2019 05H,76692
10/10/2019 04H,83812
10/10/2019 03H,90749
10/10/2019 02H,97924
10/10/2019 01H,101710
10/10/2019 00H,100754
10/9/2019 23H,102020
10/9/2019 22H,101214
10/9/2019 21H,100978
10/9/2019 20H,99734
10/9/2019 19H,97355
10/9/2019 18H,95640
10/9/2019 17H,93983
10/9/2019 16H,93167
10/9/2019 15H,93857
10/9/2019 14H,92891
10/9/2019 13H,89523
10/9/2019 12H,86282
10/9/2019 11H,79806
10/9/2019 10H,73391
10/9/2019 09H,70096
10/9/2019 08H,68917
10/9/2019 07H,70296
10/9/2019 06H,73587
10/9/2019 05H,76669
10/9/2019 04H,83410
10/9/2019 03H,87520
10/9/2019 02H,94451
10/9/2019 01H,102213
10/9/2019 00H,101117
10/8/2019 23H,100598
10/8/2019 22H,99976
10/8/2019 21H,99341
10/8/2019 20H,99317
10/8/2019 19H,97773
10/8/2019 18H,95398
10/8/2019 17H,93997
10/8/2019 16H,93000
10/8/2019 15H,93481
10/8/2019 14H,89890
10/8/2019 13H,87390
10/8/2019 12H,84557
10/8/2019 11H,78350
10/8/2019 10H,71044
10/8/2019 09H,67923
10/8/2019 08H,68045
10/8/2019 07H,69896
10/8/2019 06H,73986
10/8/2019 05H,78217
10/8/2019 04H,83768
10/8/2019 03H,96561
10/8/2019 02H,104976
10/8/2019 01H,110563
10/8/2019 00H,113256
10/7/2019 23H,112175
10/7/2019 22H,111758
10/7/2019 21H,110810
10/7/2019 20H,109904
10/7/2019 19H,109040
10/7/2019 18H,108617
10/7/2019 17H,108404
10/7/2019 16H,106614
10/7/2019 15H,105043
10/7/2019 14H,100664
10/7/2019 13H,97406
10/7/2019 12H,91800
10/7/2019 11H,83123
10/7/2019 10H,75719
10/7/2019 09H,71077
10/7/2019 08H,69269
10/7/2019 07H,70210
10/7/2019 06H,73858
10/7/2019 05H,78114
10/7/2019 04H,83384
10/7/2019 03H,90147
10/7/2019 02H,94671
10/7/2019 01H,99744
10/7/2019 00H,96808
10/6/2019 23H,97104
10/6/2019 22H,94618
10/6/2019 21H,93017
10/6/2019 20H,91739
10/6/2019 19H,89161
10/6/2019 18H,88184
10/6/2019 17H,87679
10/6/2019 16H,86496
10/6/2019 15H,84103
10/6/2019 14H,77492
10/6/2019 13H,73396
10/6/2019 12H,71867
10/6/2019 11H,69845
10/6/2019 10H,68621
10/6/2019 09H,68796
10/6/2019 08H,69369
10/6/2019 07H,71949
10/6/2019 06H,76221
10/6/2019 05H,79367
10/6/2019 04H,84066
10/6/2019 03H,87003
10/6/2019 02H,93517
10/6/2019 01H,95603
10/6/2019 00H,95022
10/5/2019 23H,95146
10/5/2019 22H,92095
10/5/2019 21H,90730
10/5/2019 20H,88394
10/5/2019 19H,86591
10/5/2019 18H,84878
10/5/2019 17H,82237
10/5/2019 16H,80207
10/5/2019 15H,78409
10/5/2019 14H,75165
10/5/2019 13H,72176
10/5/2019 12H,69828
10/5/2019 11H,67765
10/5/2019 10H,67451
10/5/2019 09H,67778
10/5/2019 08H,69533
10/5/2019 07H,71949
10/5/2019 06H,76016
10/5/2019 05H,81956
10/5/2019 04H,93727
10/5/2019 03H,97075
10/5/2019 02H,103417
10/5/2019 01H,108254
10/5/2019 00H,111456
10/4/2019 23H,115909
10/4/2019 22H,118795
10/4/2019 21H,121942
10/4/2019 20H,121512
10/4/2019 19H,121558
10/4/2019 18H,120437
10/4/2019 17H,119239
10/4/2019 16H,117498
10/4/2019 15H,116490
10/4/2019 14H,113275
10/4/2019 13H,109500
10/4/2019 12H,104269
10/4/2019 11H,96952
10/4/2019 10H,89452
10/4/2019 09H,86747
10/4/2019 08H,87458
10/4/2019 07H,90332
10/4/2019 06H,95061
10/4/2019 05H,101634
10/4/2019 04H,115074
10/4/2019 03H,120325
10/4/2019 02H,126985
10/4/2019 01H,132218
10/4/2019 00H,134121
10/3/2019 23H,136059
10/3/2019 22H,139369
10/3/2019 21H,140296
10/3/2019 20H,139984
10/3/2019 19H,139094
10/3/2019 18H,136684
10/3/2019 17H,133433
10/3/2019 16H,128777
10/3/2019 15H,124105
10/3/2019 14H,119764
10/3/2019 13H,116288
10/3/2019 12H,109996
10/3/2019 11H,100835
10/3/2019 10H,94530
10/3/2019 09H,91051
10/3/2019 08H,89372
10/3/2019 07H,92394
10/3/2019 06H,99324
10/3/2019 05H,109009
10/3/2019 04H,125737
10/3/2019 03H,134235
10/3/2019 02H,141653
10/3/2019 01H,146321
10/3/2019 00H,146019
10/2/2019 23H,146548
10/2/2019 22H,149294
10/2/2019 21H,149030
10/2/2019 20H,148767
10/2/2019 19H,147942
10/2/2019 18H,144905
10/2/2019 17H,140519
10/2/2019 16H,136302
10/2/2019 15H,132300
10/2/2019 14H,127198
10/2/2019 13H,120924
10/2/2019 12H,116152
10/2/2019 11H,107718
10/2/2019 10H,99583
10/2/2019 09H,93291
10/2/2019 08H,93358
10/2/2019 07H,96825
10/2/2019 06H,105172
10/2/2019 05H,114256
10/2/2019 04H,117986
10/2/2019 03H,132701
10/2/2019 02H,139364
10/2/2019 01H,143250
10/2/2019 00H,142205
10/1/2019 23H,143339
10/1/2019 22H,144997
10/1/2019 21H,146396
10/1/2019 20H,144953
10/1/2019 19H,142762
10/1/2019 18H,140230
10/1/2019 17H,136072
10/1/2019 16H,132282
10/1/2019 15H,129790
10/1/2019 14H,123430
10/1/2019 13H,115846
10/1/2019 12H,110784
10/1/2019 11H,102132
10/1/2019 10H,93559
10/1/2019 09H,87937
10/1/2019 08H,87627
10/1/2019 07H,91389
10/1/2019 06H,99242
10/1/2019 05H,109018
10/1/2019 04H,116782
10/1/2019 03H,123727
10/1/2019 02H,131182
10/1/2019 01H,135050
10/1/2019 00H,135083
09/30/2019 23H,134953
09/30/2019 22H,135537
09/30/2019 21H,133846
09/30/2019 20H,132120
09/30/2019 19H,129973
09/30/2019 18H,127190
09/30/2019 17H,124373
09/30/2019 16H,122590
09/30/2019 15H,118801
09/30/2019 14H,113626
09/30/2019 13H,107865
09/30/2019 12H,101441
09/30/2019 11H,95119
09/30/2019 10H,86979
09/30/2019 09H,82887
09/30/2019 08H,83548
09/30/2019 07H,86859
09/30/2019 06H,90993
09/30/2019 05H,98271
09/30/2019 04H,106858
09/30/2019 03H,114230
09/30/2019 02H,122505
09/30/2019 01H,126114
09/30/2019 00H,126978
09/29/2019 23H,127797
09/29/2019 22H,127082
09/29/2019 21H,126515
09/29/2019 20H,124105
09/29/2019 19H,122207
09/29/2019 18H,118857
09/29/2019 17H,114512
09/29/2019 16H,108492
09/29/2019 15H,100438
09/29/2019 14H,92049
09/29/2019 13H,84301
09/29/2019 12H,81416
09/29/2019 11H,79911
09/29/2019 10H,78978
09/29/2019 09H,79281
09/29/2019 08H,81144
09/29/2019 07H,84462
09/29/2019 06H,89717
09/29/2019 05H,95845
09/29/2019 04H,103879
09/29/2019 03H,115126
09/29/2019 02H,120030
09/29/2019 01H,122199
09/29/2019 00H,123366
09/28/2019 23H,126639
09/28/2019 22H,127867
09/28/2019 21H,129762
09/28/2019 20H,131238
09/28/2019 19H,129904
09/28/2019 18H,126962
09/28/2019 17H,124102
09/28/2019 16H,120232
09/28/2019 15H,114415
09/28/2019 14H,105343
09/28/2019 13H,99991
09/28/2019 12H,91080
09/28/2019 11H,85558
09/28/2019 10H,82913
09/28/2019 09H,83686
09/28/2019 08H,85747
09/28/2019 07H,90034
09/28/2019 06H,96493
09/28/2019 05H,102330
09/28/2019 04H,109948
09/28/2019 03H,118740
09/28/2019 02H,126496
09/28/2019 01H,131136
09/28/2019 00H,133329
09/27/2019 23H,135917
09/27/2019 22H,139076
09/27/2019 21H,140008
09/27/2019 20H,138901
09/27/2019 19H,139225
09/27/2019 18H,136030
09/27/2019 17H,131332
09/27/2019 16H,122950
09/27/2019 15H,117577
09/27/2019 14H,107994
09/27/2019 13H,101926
09/27/2019 12H,97852
09/27/2019 11H,91479
09/27/2019 10H,84490
09/27/2019 09H,82532
09/27/2019 08H,83069
09/27/2019 07H,85522
09/27/2019 06H,91121
09/27/2019 05H,98542
09/27/2019 04H,105009
09/27/2019 03H,116523
09/27/2019 02H,127358
09/27/2019 01H,134176
09/27/2019 00H,135162
09/26/2019 23H,137575
09/26/2019 22H,139059
09/26/2019 21H,138118
09/26/2019 20H,135791
09/26/2019 19H,134472
09/26/2019 18H,132794
09/26/2019 17H,131322
09/26/2019 16H,126745
09/26/2019 15H,121903
09/26/2019 14H,117205
09/26/2019 13H,111289
09/26/2019 12H,105153
09/26/2019 11H,95708
09/26/2019 10H,88414
09/26/2019 09H,84652
09/26/2019 08H,85843
09/26/2019 07H,88803
09/26/2019 06H,95336
09/26/2019 05H,102045
09/26/2019 04H,111928
09/26/2019 03H,121638
09/26/2019 02H,130803
09/26/2019 01H,138268
09/26/2019 00H,138899
09/25/2019 23H,138171
09/25/2019 22H,138972
09/25/2019 21H,138279
09/25/2019 20H,136371
09/25/2019 19H,134541
09/25/2019 18H,130640
09/25/2019 17H,125567
09/25/2019 16H,120370
09/25/2019 15H,115757
09/25/2019 14H,108378
09/25/2019 13H,103354
09/25/2019 12H,97958
09/25/2019 11H,90416
09/25/2019 10H,83637
09/25/2019 09H,78824
09/25/2019 08H,80044
09/25/2019 07H,82344
09/25/2019 06H,88500
09/25/2019 05H,95633
09/25/2019 04H,110294
09/25/2019 03H,114328
09/25/2019 02H,124594
09/25/2019 01H,131671
09/25/2019 00H,131456
09/24/2019 23H,130568
09/24/2019 22H,130844
09/24/2019 21H,130844
09/24/2019 20H,130652
09/24/2019 19H,130160
09/24/2019 18H,128791
09/24/2019 17H,126730
09/24/2019 16H,121610
09/24/2019 15H,116142
09/24/2019 14H,110995
09/24/2019 13H,106787
09/24/2019 12H,102405
09/24/2019 11H,95814
09/24/2019 10H,88724
09/24/2019 09H,83740
09/24/2019 08H,83312
09/24/2019 07H,87267
09/24/2019 06H,95200
09/24/2019 05H,110921
09/24/2019 04H,119271
09/24/2019 03H,127976
09/24/2019 02H,136888
09/24/2019 01H,142988
09/24/2019 00H,143018
09/23/2019 23H,143382
09/23/2019 22H,143242
09/23/2019 21H,143660
09/23/2019 20H,142513
09/23/2019 19H,140526
09/23/2019 18H,138148
09/23/2019 17H,135088
09/23/2019 16H,133233
09/23/2019 15H,128106
09/23/2019 14H,121009
09/23/2019 13H,116116
09/23/2019 12H,109929
09/23/2019 11H,103070
09/23/2019 10H,94577
09/23/2019 09H,90078
09/23/2019 08H,90101
09/23/2019 07H,93863
09/23/2019 06H,100105
09/23/2019 05H,109198
09/23/2019 04H,115411
09/23/2019 03H,126518
09/23/2019 02H,133800
09/23/2019 01H,137540
09/23/2019 00H,137159
09/22/2019 23H,136631
09/22/2019 22H,135358
09/22/2019 21H,134123
09/22/2019 20H,131930
09/22/2019 19H,129177
09/22/2019 18H,124609
09/22/2019 17H,116782
09/22/2019 16H,109883
09/22/2019 15H,102457
09/22/2019 14H,91688
09/22/2019 13H,85178
09/22/2019 12H,81861
09/22/2019 11H,80454
09/22/2019 10H,79947
09/22/2019 09H,81171
09/22/2019 08H,83153
09/22/2019 07H,88308
09/22/2019 06H,95542
09/22/2019 05H,99763
09/22/2019 04H,105712
09/22/2019 03H,113608
09/22/2019 02H,120189
09/22/2019 01H,125143
09/22/2019 00H,125362
09/21/2019 23H,125782
09/21/2019 22H,125771
09/21/2019 21H,124776
09/21/2019 20H,122168
09/21/2019 19H,120036
09/21/2019 18H,116215
09/21/2019 17H,111694
09/21/2019 16H,106359
09/21/2019 15H,101244
09/21/2019 14H,92749
09/21/2019 13H,87211
09/21/2019 12H,82761
09/21/2019 11H,80666
09/21/2019 10H,79778
09/21/2019 09H,79568
09/21/2019 08H,82111
09/21/2019 07H,86044
09/21/2019 06H,92224
