Net generation from hydro for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WAT.H
19:02:08 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WAT.H megawatthours
02/25/2019 11H,28567
02/25/2019 10H,24611
02/25/2019 09H,24431
02/25/2019 08H,25163
02/25/2019 07H,27187
02/25/2019 06H,30756
02/25/2019 05H,34270
02/25/2019 04H,37997
02/25/2019 03H,39745
02/25/2019 02H,39328
02/25/2019 01H,37971
02/25/2019 00H,35329
02/24/2019 23H,32260
02/24/2019 22H,29671
02/24/2019 21H,29068
02/24/2019 20H,29511
02/24/2019 19H,30072
02/24/2019 18H,30853
02/24/2019 17H,32373
02/24/2019 16H,33491
02/24/2019 15H,33754
02/24/2019 14H,31303
02/24/2019 13H,28699
02/24/2019 12H,25603
02/24/2019 11H,24383
02/24/2019 10H,24679
02/24/2019 09H,25656
02/24/2019 08H,28218
02/24/2019 07H,29648
02/24/2019 06H,31893
02/24/2019 05H,34100
02/24/2019 04H,37839
02/24/2019 03H,39109
02/24/2019 02H,39179
02/24/2019 01H,38561
02/24/2019 00H,37071
02/23/2019 23H,34838
02/23/2019 22H,32861
02/23/2019 21H,31622
02/23/2019 20H,32468
02/23/2019 19H,33921
02/23/2019 18H,35515
02/23/2019 17H,37201
02/23/2019 16H,37920
02/23/2019 15H,38281
02/23/2019 14H,35953
02/23/2019 13H,33884
02/23/2019 12H,30504
02/23/2019 11H,28814
02/23/2019 10H,28267
02/23/2019 09H,28473
02/23/2019 08H,29395
02/23/2019 07H,30377
02/23/2019 06H,33968
02/23/2019 05H,36381
02/23/2019 04H,39397
02/23/2019 03H,41596
02/23/2019 02H,43195
02/23/2019 01H,42502
02/23/2019 00H,39677
02/22/2019 23H,36695
02/22/2019 22H,34954
02/22/2019 21H,33861
02/22/2019 20H,34393
02/22/2019 19H,35185
02/22/2019 18H,37681
02/22/2019 17H,40951
02/22/2019 16H,43195
02/22/2019 15H,45553
02/22/2019 14H,44010
02/22/2019 13H,40682
02/22/2019 12H,35796
02/22/2019 11H,30255
02/22/2019 10H,27364
02/22/2019 09H,27428
02/22/2019 08H,28114
02/22/2019 07H,29509
02/22/2019 06H,32243
02/22/2019 05H,35992
02/22/2019 04H,38720
02/22/2019 03H,40707
02/22/2019 02H,42335
02/22/2019 01H,42589
02/22/2019 00H,38845
02/21/2019 23H,36213
02/21/2019 22H,32796
02/21/2019 21H,31615
02/21/2019 20H,32018
02/21/2019 19H,33035
02/21/2019 18H,35457
02/21/2019 17H,38479
02/21/2019 16H,41996
02/21/2019 15H,44271
02/21/2019 14H,43020
02/21/2019 13H,39541
02/21/2019 12H,34034
02/21/2019 11H,26937
02/21/2019 10H,23251
02/21/2019 09H,23450
02/21/2019 08H,25457
02/21/2019 07H,27990
02/21/2019 06H,30499
02/21/2019 05H,34250
02/21/2019 04H,38821
02/21/2019 03H,41368
02/21/2019 02H,42904
02/21/2019 01H,41279
02/21/2019 00H,39174
02/20/2019 23H,38077
02/20/2019 22H,34984
02/20/2019 21H,32104
02/20/2019 20H,30996
02/20/2019 19H,32722
02/20/2019 18H,36393
02/20/2019 17H,40691
02/20/2019 16H,44620
02/20/2019 15H,46492
02/20/2019 14H,45250
02/20/2019 13H,41239
02/20/2019 12H,34274
02/20/2019 11H,26769
02/20/2019 10H,22999
02/20/2019 09H,22291
02/20/2019 08H,22659
02/20/2019 07H,24843
02/20/2019 06H,29496
02/20/2019 05H,34593
02/20/2019 04H,38221
02/20/2019 03H,41566
02/20/2019 02H,43771
02/20/2019 01H,43383
02/20/2019 00H,41352
02/19/2019 23H,35868
02/19/2019 22H,31866
02/19/2019 21H,29838
02/19/2019 20H,29826
02/19/2019 19H,30923
02/19/2019 18H,33292
02/19/2019 17H,36053
02/19/2019 16H,40050
02/19/2019 15H,42733
02/19/2019 14H,42829
02/19/2019 13H,42053
02/19/2019 12H,37451
02/19/2019 11H,29890
02/19/2019 10H,25041
02/19/2019 09H,23993
02/19/2019 08H,24721
02/19/2019 07H,27185
02/19/2019 06H,30936
02/19/2019 05H,35260
02/19/2019 04H,39394
02/19/2019 03H,42465
02/19/2019 02H,46847
02/19/2019 01H,44860
02/19/2019 00H,40991
02/18/2019 23H,34247
02/18/2019 22H,30087
02/18/2019 21H,27581
02/18/2019 20H,28608
02/18/2019 19H,30480
02/18/2019 18H,36011
02/18/2019 17H,35896
02/18/2019 16H,38741
02/18/2019 15H,40744
02/18/2019 14H,41279
02/18/2019 13H,37291
02/18/2019 12H,31202
02/18/2019 11H,24654
02/18/2019 10H,22297
02/18/2019 09H,22765
02/18/2019 08H,23235
02/18/2019 07H,25316
02/18/2019 06H,29243
02/18/2019 05H,33607
02/18/2019 04H,37180
02/18/2019 03H,40618
02/18/2019 02H,42229
02/18/2019 01H,40229
02/18/2019 00H,38332
02/17/2019 23H,36129
02/17/2019 22H,33183
02/17/2019 21H,32737
02/17/2019 20H,32903
02/17/2019 19H,33751
02/17/2019 18H,34974
02/17/2019 17H,36531
02/17/2019 16H,36568
02/17/2019 15H,36796
02/17/2019 14H,33550
02/17/2019 13H,30515
02/17/2019 12H,27287
02/17/2019 11H,24890
02/17/2019 10H,24050
02/17/2019 09H,24747
02/17/2019 08H,25276
02/17/2019 07H,26902
02/17/2019 06H,30947
02/17/2019 05H,34003
02/17/2019 04H,36739
02/17/2019 03H,39907
02/17/2019 02H,41120
02/17/2019 01H,39444
02/17/2019 00H,37955
02/16/2019 23H,34436
02/16/2019 22H,32713
02/16/2019 21H,31653
02/16/2019 20H,33199
02/16/2019 19H,34125
02/16/2019 18H,35694
02/16/2019 17H,36924
02/16/2019 16H,37946
02/16/2019 15H,37739
02/16/2019 14H,33688
02/16/2019 13H,29636
02/16/2019 12H,25333
02/16/2019 11H,22863
02/16/2019 10H,22816
02/16/2019 09H,23696
02/16/2019 08H,24605
02/16/2019 07H,26311
02/16/2019 06H,30979
02/16/2019 05H,34548
02/16/2019 04H,38809
02/16/2019 03H,41677
02/16/2019 02H,41718
02/16/2019 01H,41322
02/16/2019 00H,39863
02/15/2019 23H,37112
02/15/2019 22H,33556
02/15/2019 21H,32576
02/15/2019 20H,33095
02/15/2019 19H,33532
02/15/2019 18H,35890
02/15/2019 17H,38063
02/15/2019 16H,40908
02/15/2019 15H,41644
02/15/2019 14H,39144
02/15/2019 13H,37734
02/15/2019 12H,32304
02/15/2019 11H,25815
02/15/2019 10H,24490
02/15/2019 09H,24638
02/15/2019 08H,25268
02/15/2019 07H,27003
02/15/2019 06H,30837
02/15/2019 05H,34887
02/15/2019 04H,38698
02/15/2019 03H,42925
02/15/2019 02H,43339
02/15/2019 01H,41856
02/15/2019 00H,39354
02/14/2019 23H,35975
02/14/2019 22H,33841
02/14/2019 21H,32678
02/14/2019 20H,32871
02/14/2019 19H,33970
02/14/2019 18H,35975
02/14/2019 17H,37288
02/14/2019 16H,39302
02/14/2019 15H,41007
02/14/2019 14H,40271
02/14/2019 13H,39992
02/14/2019 12H,36719
02/14/2019 11H,28256
02/14/2019 10H,24005
02/14/2019 09H,24154
02/14/2019 08H,24838
02/14/2019 07H,26798
02/14/2019 06H,30876
02/14/2019 05H,35350
02/14/2019 04H,40139
02/14/2019 03H,43380
02/14/2019 02H,44043
02/14/2019 01H,43555
02/14/2019 00H,41014
02/13/2019 23H,37961
02/13/2019 22H,32995
02/13/2019 21H,24194
02/13/2019 20H,30082
02/13/2019 19H,31372
02/13/2019 18H,33130
02/13/2019 17H,34522
02/13/2019 16H,38501
02/13/2019 15H,41275
02/13/2019 14H,39975
02/13/2019 13H,39116
02/13/2019 12H,34434
02/13/2019 11H,27098
02/13/2019 10H,23613
02/13/2019 09H,23377
02/13/2019 08H,24963
02/13/2019 07H,27214
02/13/2019 06H,30422
02/13/2019 05H,34384
02/13/2019 04H,39489
02/13/2019 03H,43191
02/13/2019 02H,44725
02/13/2019 01H,44581
02/13/2019 00H,41623
02/12/2019 23H,38695
02/12/2019 22H,35226
02/12/2019 21H,32555
02/12/2019 20H,33065
02/12/2019 19H,32986
02/12/2019 18H,33022
02/12/2019 17H,34765
02/12/2019 16H,38130
02/12/2019 15H,40258
02/12/2019 14H,37296
02/12/2019 13H,35062
02/12/2019 12H,29181
02/12/2019 11H,24156
02/12/2019 10H,21427
02/12/2019 09H,21815
02/12/2019 08H,22683
02/12/2019 07H,26071
02/12/2019 06H,30764
02/12/2019 05H,35083
02/12/2019 04H,39633
02/12/2019 03H,42447
02/12/2019 02H,43101
02/12/2019 01H,41159
02/12/2019 00H,39110
02/11/2019 23H,36482
02/11/2019 22H,33163
02/11/2019 21H,32680
02/11/2019 20H,32987
02/11/2019 19H,34048
02/11/2019 18H,35606
02/11/2019 17H,38042
02/11/2019 16H,42725
02/11/2019 15H,45375
02/11/2019 14H,43556
02/11/2019 13H,40222
02/11/2019 12H,31446
02/11/2019 11H,23293
02/11/2019 10H,19441
02/11/2019 09H,19622
02/11/2019 08H,21347
02/11/2019 07H,23669
02/11/2019 06H,26479
02/11/2019 05H,31944
02/11/2019 04H,37314
02/11/2019 03H,40890
02/11/2019 02H,43808
02/11/2019 01H,42681
02/11/2019 00H,38557
02/10/2019 23H,34956
02/10/2019 22H,30503
02/10/2019 21H,29847
02/10/2019 20H,30485
02/10/2019 19H,31961
02/10/2019 18H,33134
02/10/2019 17H,33719
02/10/2019 16H,34532
02/10/2019 15H,35082
02/10/2019 14H,34013
02/10/2019 13H,32002
02/10/2019 12H,28846
02/10/2019 11H,24941
02/10/2019 10H,24786
02/10/2019 09H,24818
02/10/2019 08H,26935
02/10/2019 07H,27913
02/10/2019 06H,31178
02/10/2019 05H,33800
02/10/2019 04H,37505
02/10/2019 03H,40011
02/10/2019 02H,41357
02/10/2019 01H,40218
02/10/2019 00H,36288
02/9/2019 23H,31147
02/9/2019 22H,28004
02/9/2019 21H,27490
02/9/2019 20H,28813
02/9/2019 19H,30171
02/9/2019 18H,32226
02/9/2019 17H,34609
02/9/2019 16H,37086
02/9/2019 15H,38564
02/9/2019 14H,39140
02/9/2019 13H,36236
02/9/2019 12H,30698
02/9/2019 11H,25563
02/9/2019 10H,24312
02/9/2019 09H,23873
02/9/2019 08H,26971
02/9/2019 07H,28856
02/9/2019 06H,32568
02/9/2019 05H,36723
02/9/2019 04H,40625
02/9/2019 03H,44556
02/9/2019 02H,46723
02/9/2019 01H,46321
02/9/2019 00H,44888
02/8/2019 23H,40070
02/8/2019 22H,35529
02/8/2019 21H,32039
02/8/2019 20H,32574
02/8/2019 19H,32977
02/8/2019 18H,34440
02/8/2019 17H,37583
02/8/2019 16H,41377
02/8/2019 15H,44230
02/8/2019 14H,41918
02/8/2019 13H,36775
02/8/2019 12H,31055
02/8/2019 11H,25173
02/8/2019 10H,23918
02/8/2019 09H,24844
02/8/2019 08H,25423
02/8/2019 07H,28249
02/8/2019 06H,33312
02/8/2019 05H,36023
02/8/2019 04H,39712
02/8/2019 03H,42194
02/8/2019 02H,44772
02/8/2019 01H,43151
02/8/2019 00H,39225
02/7/2019 23H,36303
02/7/2019 22H,34097
02/7/2019 21H,32475
02/7/2019 20H,32978
02/7/2019 19H,33555
02/7/2019 18H,35307
02/7/2019 17H,38507
02/7/2019 16H,41054
02/7/2019 15H,41721
02/7/2019 14H,38968
02/7/2019 13H,35556
02/7/2019 12H,30818
02/7/2019 11H,25629
02/7/2019 10H,22830
02/7/2019 09H,22875
02/7/2019 08H,23835
02/7/2019 07H,25549
02/7/2019 06H,29522
02/7/2019 05H,33510
02/7/2019 04H,37366
02/7/2019 03H,41075
02/7/2019 02H,43398
02/7/2019 01H,42346
02/7/2019 00H,41765
02/6/2019 23H,37466
02/6/2019 22H,34653
02/6/2019 21H,32494
02/6/2019 20H,33039
02/6/2019 19H,33504
02/6/2019 18H,35515
02/6/2019 17H,37652
02/6/2019 16H,40079
02/6/2019 15H,41529
02/6/2019 14H,38058
02/6/2019 13H,36301
02/6/2019 12H,29899
02/6/2019 11H,24505
02/6/2019 10H,20727
02/6/2019 09H,20512
02/6/2019 08H,21766
02/6/2019 07H,24646
02/6/2019 06H,29802
02/6/2019 05H,33975
02/6/2019 04H,38336
02/6/2019 03H,41450
02/6/2019 02H,44784
02/6/2019 01H,43706
02/6/2019 00H,41568
02/5/2019 23H,37146
02/5/2019 22H,34384
02/5/2019 21H,32208
02/5/2019 20H,31969
02/5/2019 19H,32486
02/5/2019 18H,34045
02/5/2019 17H,36236
02/5/2019 16H,38638
02/5/2019 15H,39651
02/5/2019 14H,38927
02/5/2019 13H,39326
02/5/2019 12H,34899
02/5/2019 11H,27759
02/5/2019 10H,23407
02/5/2019 09H,22592
02/5/2019 08H,24880
02/5/2019 07H,26854
02/5/2019 06H,30777
02/5/2019 05H,35341
02/5/2019 04H,38534
02/5/2019 03H,41321
02/5/2019 02H,44533
02/5/2019 01H,43672
02/5/2019 00H,40853
02/4/2019 23H,37106
02/4/2019 22H,34861
02/4/2019 21H,33478
02/4/2019 20H,33080
02/4/2019 19H,33912
02/4/2019 18H,35165
02/4/2019 17H,37151
02/4/2019 16H,38526
02/4/2019 15H,39723
02/4/2019 14H,40457
02/4/2019 13H,40233
02/4/2019 12H,35996
02/4/2019 11H,28784
02/4/2019 10H,24124
02/4/2019 09H,23828
02/4/2019 08H,24702
02/4/2019 07H,26936
02/4/2019 06H,30300
02/4/2019 05H,33897
02/4/2019 04H,36956
02/4/2019 03H,37999
02/4/2019 02H,38495
02/4/2019 01H,36985
02/4/2019 00H,35524
02/3/2019 23H,31982
02/3/2019 22H,30934
02/3/2019 21H,28889
02/3/2019 20H,28587
02/3/2019 19H,29613
02/3/2019 18H,30811
02/3/2019 17H,32331
02/3/2019 16H,33497
02/3/2019 15H,32952
02/3/2019 14H,31802
02/3/2019 13H,29691
02/3/2019 12H,26813
02/3/2019 11H,24474
02/3/2019 10H,23977
02/3/2019 09H,24253
02/3/2019 08H,24845
02/3/2019 07H,26540
02/3/2019 06H,29204
02/3/2019 05H,32060
02/3/2019 04H,34522
02/3/2019 03H,36360
02/3/2019 02H,37421
02/3/2019 01H,35942
02/3/2019 00H,34409
02/2/2019 23H,31785
02/2/2019 22H,29971
02/2/2019 21H,29032
02/2/2019 20H,29807
02/2/2019 19H,29515
02/2/2019 18H,30648
02/2/2019 17H,32826
02/2/2019 16H,33057
02/2/2019 15H,35304
02/2/2019 14H,35043
02/2/2019 13H,34586
02/2/2019 12H,31662
02/2/2019 11H,27720
02/2/2019 10H,25366
02/2/2019 09H,25824
02/2/2019 08H,26498
02/2/2019 07H,27474
02/2/2019 06H,31328
02/2/2019 05H,34070
02/2/2019 04H,35696
02/2/2019 03H,38361
02/2/2019 02H,39820
02/2/2019 01H,39445
02/2/2019 00H,37521
02/1/2019 23H,34770
02/1/2019 22H,31180
02/1/2019 21H,29281
02/1/2019 20H,28830
02/1/2019 19H,30591
02/1/2019 18H,32000
02/1/2019 17H,34224
02/1/2019 16H,39386
02/1/2019 15H,42570
02/1/2019 14H,44376
02/1/2019 13H,42400
02/1/2019 12H,38018
02/1/2019 11H,30506
02/1/2019 10H,25751
02/1/2019 09H,25316
02/1/2019 08H,26309
02/1/2019 07H,27340
02/1/2019 06H,31073
02/1/2019 05H,34362
02/1/2019 04H,38933
02/1/2019 03H,44663
02/1/2019 02H,46247
02/1/2019 01H,45241
02/1/2019 00H,41830
01/31/2019 23H,35789
01/31/2019 22H,32980
01/31/2019 21H,32186
01/31/2019 20H,32955
01/31/2019 19H,33606
01/31/2019 18H,35128
01/31/2019 17H,38149
01/31/2019 16H,43479
01/31/2019 15H,46919
01/31/2019 14H,47511
01/31/2019 13H,44490
01/31/2019 12H,39251
01/31/2019 11H,33764
01/31/2019 10H,29280
01/31/2019 09H,28247
01/31/2019 08H,28638
01/31/2019 07H,31444
01/31/2019 06H,34051
01/31/2019 05H,36469
01/31/2019 04H,40455
01/31/2019 03H,44061
01/31/2019 02H,46009
01/31/2019 01H,47238
01/31/2019 00H,42607
01/30/2019 23H,39165
01/30/2019 22H,34524
01/30/2019 21H,32697
01/30/2019 20H,32652
01/30/2019 19H,34075
01/30/2019 18H,36152
01/30/2019 17H,39422
01/30/2019 16H,43199
01/30/2019 15H,45591
01/30/2019 14H,44062
01/30/2019 13H,40400
01/30/2019 12H,34783
01/30/2019 11H,30274
01/30/2019 10H,27733
01/30/2019 09H,27138
01/30/2019 08H,28670
01/30/2019 07H,30694
01/30/2019 06H,32843
01/30/2019 05H,35696
01/30/2019 04H,40095
01/30/2019 03H,42617
01/30/2019 02H,43654
01/30/2019 01H,42125
01/30/2019 00H,40103
01/29/2019 23H,36411
01/29/2019 22H,33645
01/29/2019 21H,32551
01/29/2019 20H,32510
01/29/2019 19H,33705
01/29/2019 18H,36521
01/29/2019 17H,39381
01/29/2019 16H,41832
01/29/2019 15H,42747
01/29/2019 14H,40891
01/29/2019 13H,37682
01/29/2019 12H,32102
01/29/2019 11H,27893
01/29/2019 10H,25610
01/29/2019 09H,24411
01/29/2019 08H,25774
01/29/2019 07H,28081
01/29/2019 06H,31620
01/29/2019 05H,35291
01/29/2019 04H,38524
01/29/2019 03H,41035
01/29/2019 02H,42128
01/29/2019 01H,41129
01/29/2019 00H,38367
01/28/2019 23H,33551
01/28/2019 22H,31634
01/28/2019 21H,29268
01/28/2019 20H,29568
01/28/2019 19H,31141
01/28/2019 18H,33752
01/28/2019 17H,36320
01/28/2019 16H,38505
01/28/2019 15H,40166
01/28/2019 14H,40193
01/28/2019 13H,38013
01/28/2019 12H,33832
01/28/2019 11H,27822
01/28/2019 10H,24364
01/28/2019 09H,23446
01/28/2019 08H,24225
01/28/2019 07H,25165
01/28/2019 06H,28901
01/28/2019 05H,33388
01/28/2019 04H,37593
01/28/2019 03H,39949
01/28/2019 02H,40061
01/28/2019 01H,38385
01/28/2019 00H,34296
01/27/2019 23H,30734
01/27/2019 22H,27961
01/27/2019 21H,26405
01/27/2019 20H,26534
01/27/2019 19H,26958
01/27/2019 18H,27749
01/27/2019 17H,30530
01/27/2019 16H,31726
01/27/2019 15H,33020
01/27/2019 14H,31866
01/27/2019 13H,30401
01/27/2019 12H,27756
01/27/2019 11H,25957
01/27/2019 10H,24900
01/27/2019 09H,25312
01/27/2019 08H,26435
01/27/2019 07H,28480
01/27/2019 06H,31326
01/27/2019 05H,33591
01/27/2019 04H,36104
01/27/2019 03H,38090
01/27/2019 02H,39173
01/27/2019 01H,37474
01/27/2019 00H,34134
01/26/2019 23H,30165
01/26/2019 22H,27925
01/26/2019 21H,26631
01/26/2019 20H,27373
01/26/2019 19H,28794
01/26/2019 18H,30176
01/26/2019 17H,32613
01/26/2019 16H,34910
01/26/2019 15H,37055
01/26/2019 14H,36631
01/26/2019 13H,34464
01/26/2019 12H,31834
01/26/2019 11H,28210
01/26/2019 10H,27264
01/26/2019 09H,27309
01/26/2019 08H,28237
01/26/2019 07H,30319
01/26/2019 06H,32744
01/26/2019 05H,35562
01/26/2019 04H,39542
01/26/2019 03H,41598
01/26/2019 02H,44316
01/26/2019 01H,44874
01/26/2019 00H,41076
01/25/2019 23H,36998
01/25/2019 22H,32047
01/25/2019 21H,29031
01/25/2019 20H,29432
01/25/2019 19H,30925
01/25/2019 18H,33184
01/25/2019 17H,35793
01/25/2019 16H,39129
01/25/2019 15H,41671
01/25/2019 14H,40330
01/25/2019 13H,38589
01/25/2019 12H,34233
01/25/2019 11H,26073
01/25/2019 10H,23691
01/25/2019 09H,24485
01/25/2019 08H,25119
01/25/2019 07H,27324
01/25/2019 06H,31400
01/25/2019 05H,34153
01/25/2019 04H,38338
01/25/2019 03H,40909
01/25/2019 02H,41949
01/25/2019 01H,39383
01/25/2019 00H,37198
01/24/2019 23H,34001
01/24/2019 22H,30243
01/24/2019 21H,28503
01/24/2019 20H,28840
01/24/2019 19H,30189
01/24/2019 18H,31947
01/24/2019 17H,34486
01/24/2019 16H,38147
01/24/2019 15H,39964
01/24/2019 14H,35693
01/24/2019 13H,31629
01/24/2019 12H,26224
01/24/2019 11H,23381
01/24/2019 10H,22090
01/24/2019 09H,22528
01/24/2019 08H,24041
01/24/2019 07H,26094
01/24/2019 06H,29016
01/24/2019 05H,32495
01/24/2019 04H,35614
01/24/2019 03H,38873
01/24/2019 02H,40053
01/24/2019 01H,38257
01/24/2019 00H,34888
01/23/2019 23H,32253
01/23/2019 22H,29207
01/23/2019 21H,27175
01/23/2019 20H,27958
01/23/2019 19H,28894
01/23/2019 18H,30156
01/23/2019 17H,32663
01/23/2019 16H,35501
01/23/2019 15H,37820
01/23/2019 14H,36906
01/23/2019 13H,34019
01/23/2019 12H,29024
01/23/2019 11H,25378
01/23/2019 10H,21582
01/23/2019 09H,22066
01/23/2019 08H,23501
01/23/2019 07H,25358
01/23/2019 06H,29973
01/23/2019 05H,33331
01/23/2019 04H,37343
01/23/2019 03H,40294
01/23/2019 02H,43321
01/23/2019 01H,43523
01/23/2019 00H,39728
01/22/2019 23H,35673
01/22/2019 22H,31424
01/22/2019 21H,28826
01/22/2019 20H,29181
01/22/2019 19H,31242
01/22/2019 18H,33289
01/22/2019 17H,35300
01/22/2019 16H,39857
01/22/2019 15H,43897
01/22/2019 14H,44568
01/22/2019 13H,42332
01/22/2019 12H,39091
01/22/2019 11H,32533
01/22/2019 10H,28597
01/22/2019 09H,26910
01/22/2019 08H,27004
01/22/2019 07H,28627
01/22/2019 06H,31264
01/22/2019 05H,35513
01/22/2019 04H,39465
01/22/2019 03H,44017
01/22/2019 02H,48324
01/22/2019 01H,48558
01/22/2019 00H,44074
01/21/2019 23H,37099
01/21/2019 22H,34186
01/21/2019 21H,30142
01/21/2019 20H,30682
01/21/2019 19H,31624
01/21/2019 18H,33648
01/21/2019 17H,38318
01/21/2019 16H,43700
01/21/2019 15H,46495
01/21/2019 14H,44356
01/21/2019 13H,42555
01/21/2019 12H,37828
01/21/2019 11H,31237
01/21/2019 10H,27621
01/21/2019 09H,25768
01/21/2019 08H,26465
01/21/2019 07H,27363
01/21/2019 06H,30344
01/21/2019 05H,31750
01/21/2019 04H,35657
01/21/2019 03H,38012
01/21/2019 02H,41380
01/21/2019 01H,40865
01/21/2019 00H,38239
01/20/2019 23H,34723
01/20/2019 22H,32050
01/20/2019 21H,29623
01/20/2019 20H,30298
01/20/2019 19H,31431
01/20/2019 18H,31439
01/20/2019 17H,31907
01/20/2019 16H,31668
01/20/2019 15H,31124
01/20/2019 14H,27569
01/20/2019 13H,24875
01/20/2019 12H,22526
01/20/2019 11H,22061
01/20/2019 10H,21089
01/20/2019 09H,21476
01/20/2019 08H,22400
01/20/2019 07H,24199
01/20/2019 06H,26194
01/20/2019 05H,29056
01/20/2019 04H,33265
01/20/2019 03H,35814
01/20/2019 02H,37769
01/20/2019 01H,38605
01/20/2019 00H,37444
01/19/2019 23H,33489
01/19/2019 22H,32029
01/19/2019 21H,29578
01/19/2019 20H,28953
01/19/2019 19H,29760
01/19/2019 18H,31214
01/19/2019 17H,31515
01/19/2019 16H,32160
01/19/2019 15H,31281
01/19/2019 14H,29647
01/19/2019 13H,26862
01/19/2019 12H,23596
01/19/2019 11H,22748
01/19/2019 10H,22314
01/19/2019 09H,22326
01/19/2019 08H,23618
01/19/2019 07H,24784
01/19/2019 06H,28851
01/19/2019 05H,32260
01/19/2019 04H,36095
01/19/2019 03H,38901
01/19/2019 02H,40141
01/19/2019 01H,39765
01/19/2019 00H,38365
01/18/2019 23H,34588
01/18/2019 22H,32672
01/18/2019 21H,31408
01/18/2019 20H,30726
01/18/2019 19H,31007
01/18/2019 18H,32520
01/18/2019 17H,34438
01/18/2019 16H,37330
01/18/2019 15H,38234
01/18/2019 14H,37289
01/18/2019 13H,36239
01/18/2019 12H,30373
01/18/2019 11H,24013
01/18/2019 10H,22095
01/18/2019 09H,22419
01/18/2019 08H,23495
01/18/2019 07H,25922
01/18/2019 06H,29079
01/18/2019 05H,32574
01/18/2019 04H,36423
01/18/2019 03H,39737
01/18/2019 02H,42113
01/18/2019 01H,42671
01/18/2019 00H,41792
01/17/2019 23H,39178
01/17/2019 22H,37068
01/17/2019 21H,34285
01/17/2019 20H,33890
01/17/2019 19H,34378
01/17/2019 18H,35407
01/17/2019 17H,37763
01/17/2019 16H,40939
01/17/2019 15H,43005
01/17/2019 14H,40266
01/17/2019 13H,39215
01/17/2019 12H,35590
01/17/2019 11H,28126
01/17/2019 10H,24284
01/17/2019 09H,24349
01/17/2019 08H,25350
01/17/2019 07H,26913
01/17/2019 06H,30883
01/17/2019 05H,34524
01/17/2019 04H,37398
01/17/2019 03H,40175
01/17/2019 02H,41986
01/17/2019 01H,40872
01/17/2019 00H,38079
01/16/2019 23H,35271
01/16/2019 22H,31836
01/16/2019 21H,30396
01/16/2019 20H,30593
01/16/2019 19H,31270
01/16/2019 18H,33028
01/16/2019 17H,34933
01/16/2019 16H,38359
01/16/2019 15H,42383
01/16/2019 14H,41752
01/16/2019 13H,41875
01/16/2019 12H,37679
01/16/2019 11H,30560
01/16/2019 10H,25888
01/16/2019 09H,25106
01/16/2019 08H,26526
01/16/2019 07H,28802
01/16/2019 06H,32216
01/16/2019 05H,36953
01/16/2019 04H,40309
01/16/2019 03H,42894
01/16/2019 02H,44227
01/16/2019 01H,44057
01/16/2019 00H,41590
01/15/2019 23H,37472
01/15/2019 22H,35440
01/15/2019 21H,31611
01/15/2019 20H,32437
01/15/2019 19H,34233
01/15/2019 18H,36350
01/15/2019 17H,39778
01/15/2019 16H,43180
01/15/2019 15H,45188
01/15/2019 14H,43645
01/15/2019 13H,42346
01/15/2019 12H,37587
01/15/2019 11H,29762
01/15/2019 10H,26279
01/15/2019 09H,26604
01/15/2019 08H,28533
01/15/2019 07H,29808
01/15/2019 06H,33305
01/15/2019 05H,37260
01/15/2019 04H,40560
01/15/2019 03H,42935
01/15/2019 02H,46188
01/15/2019 01H,49183
01/15/2019 00H,46727
01/14/2019 23H,44621
01/14/2019 22H,41069
01/14/2019 21H,37224
01/14/2019 20H,37777
01/14/2019 19H,38168
01/14/2019 18H,40362
01/14/2019 17H,42148
01/14/2019 16H,44895
01/14/2019 15H,46703
01/14/2019 14H,46266
01/14/2019 13H,43654
01/14/2019 12H,38464
01/14/2019 11H,29448
01/14/2019 10H,26827
01/14/2019 09H,26980
01/14/2019 08H,27368
01/14/2019 07H,29237
01/14/2019 06H,32806
01/14/2019 05H,36109
01/14/2019 04H,39617
01/14/2019 03H,42299
01/14/2019 02H,44863
01/14/2019 01H,45192
01/14/2019 00H,43637
01/13/2019 23H,39869
01/13/2019 22H,35480
01/13/2019 21H,32645
01/13/2019 20H,32786
01/13/2019 19H,33422
01/13/2019 18H,34816
01/13/2019 17H,35659
01/13/2019 16H,36893
01/13/2019 15H,35922
01/13/2019 14H,33343
01/13/2019 13H,30483
01/13/2019 12H,27948
01/13/2019 11H,25458
01/13/2019 10H,25622
01/13/2019 09H,26355
01/13/2019 08H,28624
01/13/2019 07H,31559
01/13/2019 06H,34147
01/13/2019 05H,36806
01/13/2019 04H,40236
01/13/2019 03H,41718
01/13/2019 02H,43407
01/13/2019 01H,43154
01/13/2019 00H,40183
01/12/2019 23H,37414
01/12/2019 22H,34375
01/12/2019 21H,33065
01/12/2019 20H,33920
01/12/2019 19H,35054
01/12/2019 18H,36890
01/12/2019 17H,38042
01/12/2019 16H,37939
01/12/2019 15H,38243
01/12/2019 14H,35977
01/12/2019 13H,31550
01/12/2019 12H,28912
01/12/2019 11H,27157
01/12/2019 10H,26545
01/12/2019 09H,27228
01/12/2019 08H,29368
01/12/2019 07H,31867
01/12/2019 06H,34902
01/12/2019 05H,38176
01/12/2019 04H,40907
01/12/2019 03H,43727
