Net generation from solar for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.SUN.H
19:02:41 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.SUN.H megawatthours
03/9/2019 04H,129
03/9/2019 03H,107
03/9/2019 02H,247
03/9/2019 01H,3647
03/9/2019 00H,9550
03/8/2019 23H,12055
03/8/2019 22H,14352
03/8/2019 21H,14587
03/8/2019 20H,15369
03/8/2019 19H,16664
03/8/2019 18H,17766
03/8/2019 17H,16763
03/8/2019 16H,12952
03/8/2019 15H,6199
03/8/2019 14H,1916
03/8/2019 13H,829
03/8/2019 12H,226
03/8/2019 11H,119
03/8/2019 10H,124
03/8/2019 09H,118
03/8/2019 08H,111
03/8/2019 07H,114
03/8/2019 06H,93
03/8/2019 05H,75
03/8/2019 04H,80
03/8/2019 03H,106
03/8/2019 02H,1417
03/8/2019 01H,2523
03/8/2019 00H,6586
03/7/2019 23H,10785
03/7/2019 22H,14285
03/7/2019 21H,17258
03/7/2019 20H,18324
03/7/2019 19H,19160
03/7/2019 18H,19207
03/7/2019 17H,18382
03/7/2019 16H,15068
03/7/2019 15H,8037
03/7/2019 14H,3935
03/7/2019 13H,1789
03/7/2019 12H,383
03/7/2019 11H,119
03/7/2019 10H,103
03/7/2019 09H,105
03/7/2019 08H,102
03/7/2019 07H,104
03/7/2019 06H,100
03/7/2019 05H,114
03/7/2019 04H,117
03/7/2019 03H,118
03/7/2019 02H,1022
03/7/2019 01H,1986
03/7/2019 00H,6375
03/6/2019 23H,10337
03/6/2019 22H,14149
03/6/2019 21H,16456
03/6/2019 20H,16204
03/6/2019 19H,16330
03/6/2019 18H,15630
03/6/2019 17H,13752
03/6/2019 16H,11821
03/6/2019 15H,8163
03/6/2019 14H,4608
03/6/2019 13H,1906
03/6/2019 12H,355
03/6/2019 11H,96
03/6/2019 10H,90
03/6/2019 09H,73
03/6/2019 08H,54
03/6/2019 07H,53
03/6/2019 06H,219
03/6/2019 05H,273
03/6/2019 04H,262
03/6/2019 03H,252
03/6/2019 02H,479
03/6/2019 01H,1391
03/6/2019 00H,5370
03/5/2019 23H,10176
03/5/2019 22H,12888
03/5/2019 21H,15963
03/5/2019 20H,16075
03/5/2019 19H,16021
03/5/2019 18H,15838
03/5/2019 17H,13893
03/5/2019 16H,10445
03/5/2019 15H,5511
03/5/2019 14H,1796
03/5/2019 13H,686
03/5/2019 12H,119
03/5/2019 11H,19
03/5/2019 10H,13
03/5/2019 09H,23
03/5/2019 08H,35
03/5/2019 07H,52
03/5/2019 06H,126
03/5/2019 05H,135
03/5/2019 04H,126
03/5/2019 03H,236
03/5/2019 02H,1366
03/5/2019 01H,2856
03/5/2019 00H,9797
03/4/2019 23H,13424
03/4/2019 22H,16585
03/4/2019 21H,18142
03/4/2019 20H,18740
03/4/2019 19H,17592
03/4/2019 18H,16728
03/4/2019 17H,14247
03/4/2019 16H,9777
03/4/2019 15H,4228
03/4/2019 14H,1332
03/4/2019 13H,434
03/4/2019 12H,98
03/4/2019 11H,42
03/4/2019 10H,27
03/4/2019 09H,31
03/4/2019 08H,115
03/4/2019 07H,180
03/4/2019 06H,254
03/4/2019 05H,278
03/4/2019 04H,296
03/4/2019 03H,300
03/4/2019 02H,417
03/4/2019 01H,2970
03/4/2019 00H,8042
03/3/2019 23H,9938
03/3/2019 22H,12391
03/3/2019 21H,13833
03/3/2019 20H,14728
03/3/2019 19H,15085
03/3/2019 18H,14212
03/3/2019 17H,12510
03/3/2019 16H,10456
03/3/2019 15H,4667
03/3/2019 14H,1519
03/3/2019 13H,599
03/3/2019 12H,125
03/3/2019 11H,66
03/3/2019 10H,84
03/3/2019 09H,91
03/3/2019 08H,93
03/3/2019 07H,94
03/3/2019 06H,94
03/3/2019 05H,109
03/3/2019 04H,108
03/3/2019 03H,113
03/3/2019 02H,1448
03/3/2019 01H,2725
03/3/2019 00H,8372
03/2/2019 23H,10430
03/2/2019 22H,12304
03/2/2019 21H,13373
03/2/2019 20H,14480
03/2/2019 19H,14872
03/2/2019 18H,13198
03/2/2019 17H,10918
03/2/2019 16H,6597
03/2/2019 15H,3255
03/2/2019 14H,1465
03/2/2019 13H,478
03/2/2019 12H,139
03/2/2019 11H,97
03/2/2019 10H,91
03/2/2019 09H,79
03/2/2019 08H,88
03/2/2019 07H,76
03/2/2019 06H,72
03/2/2019 05H,76
03/2/2019 04H,98
03/2/2019 03H,186
03/2/2019 02H,573
03/2/2019 01H,1348
03/2/2019 00H,4804
03/1/2019 23H,7624
03/1/2019 22H,10098
03/1/2019 21H,11450
03/1/2019 20H,13748
03/1/2019 19H,14669
03/1/2019 18H,14861
03/1/2019 17H,12843
03/1/2019 16H,8299
03/1/2019 15H,3404
03/1/2019 14H,1004
03/1/2019 13H,414
03/1/2019 12H,118
03/1/2019 11H,82
03/1/2019 10H,55
03/1/2019 09H,59
03/1/2019 08H,72
03/1/2019 07H,82
03/1/2019 06H,190
03/1/2019 05H,193
03/1/2019 04H,197
03/1/2019 03H,191
03/1/2019 02H,1345
03/1/2019 01H,2789
03/1/2019 00H,9062
02/28/2019 23H,11507
02/28/2019 22H,13499
02/28/2019 21H,15060
02/28/2019 20H,16978
02/28/2019 19H,17259
02/28/2019 18H,18345
02/28/2019 17H,15963
02/28/2019 16H,12145
02/28/2019 15H,5577
02/28/2019 14H,2120
02/28/2019 13H,851
02/28/2019 12H,101
02/28/2019 11H,39
02/28/2019 10H,59
02/28/2019 09H,72
02/28/2019 08H,106
02/28/2019 07H,165
02/28/2019 06H,149
02/28/2019 05H,149
02/28/2019 04H,162
02/28/2019 03H,166
02/28/2019 02H,1402
02/28/2019 01H,2589
02/28/2019 00H,7652
02/27/2019 23H,9465
02/27/2019 22H,10964
02/27/2019 21H,13177
02/27/2019 20H,13901
02/27/2019 19H,13990
02/27/2019 18H,14636
02/27/2019 17H,12039
02/27/2019 16H,9430
02/27/2019 15H,4317
02/27/2019 14H,1739
02/27/2019 13H,622
02/27/2019 12H,95
02/27/2019 11H,46
02/27/2019 10H,42
02/27/2019 09H,18
02/27/2019 08H,20
02/27/2019 07H,23
02/27/2019 06H,27
02/27/2019 05H,100
02/27/2019 04H,103
02/27/2019 03H,122
02/27/2019 02H,150
02/27/2019 01H,1014
02/27/2019 00H,3768
02/26/2019 23H,7153
02/26/2019 22H,10384
02/26/2019 21H,13166
02/26/2019 20H,15117
02/26/2019 19H,17638
02/26/2019 18H,17865
02/26/2019 17H,17020
02/26/2019 16H,13793
02/26/2019 15H,6694
02/26/2019 14H,2669
02/26/2019 13H,1158
02/26/2019 12H,142
02/26/2019 11H,25
02/26/2019 10H,57
02/26/2019 09H,132
02/26/2019 08H,138
02/26/2019 07H,137
02/26/2019 06H,133
02/26/2019 05H,134
02/26/2019 04H,156
02/26/2019 03H,164
02/26/2019 02H,192
02/26/2019 01H,2898
02/26/2019 00H,9543
02/25/2019 23H,13658
02/25/2019 22H,16835
02/25/2019 21H,18988
02/25/2019 20H,19930
02/25/2019 19H,20303
02/25/2019 18H,20211
02/25/2019 17H,18973
02/25/2019 16H,14941
02/25/2019 15H,7454
02/25/2019 14H,3829
02/25/2019 13H,1420
02/25/2019 12H,172
02/25/2019 11H,21
02/25/2019 10H,24
02/25/2019 09H,69
02/25/2019 08H,115
02/25/2019 07H,119
02/25/2019 06H,117
02/25/2019 05H,117
02/25/2019 04H,249
02/25/2019 03H,248
02/25/2019 02H,368
02/25/2019 01H,2954
02/25/2019 00H,10320
02/24/2019 23H,13682
02/24/2019 22H,17027
02/24/2019 21H,18777
02/24/2019 20H,19528
02/24/2019 19H,19364
02/24/2019 18H,18726
02/24/2019 17H,16863
02/24/2019 16H,11955
02/24/2019 15H,4454
02/24/2019 14H,1060
02/24/2019 13H,278
02/24/2019 12H,46
02/24/2019 11H,22
02/24/2019 10H,45
02/24/2019 09H,117
02/24/2019 08H,130
02/24/2019 07H,147
02/24/2019 06H,296
02/24/2019 05H,298
02/24/2019 04H,302
02/24/2019 03H,293
02/24/2019 02H,361
02/24/2019 01H,2275
02/24/2019 00H,8496
02/23/2019 23H,11867
02/23/2019 22H,15239
02/23/2019 21H,17239
02/23/2019 20H,17553
02/23/2019 19H,17809
02/23/2019 18H,17961
02/23/2019 17H,16281
02/23/2019 16H,12078
02/23/2019 15H,4072
02/23/2019 14H,849
02/23/2019 13H,278
02/23/2019 12H,43
02/23/2019 11H,17
02/23/2019 10H,16
02/23/2019 09H,69
02/23/2019 08H,123
02/23/2019 07H,120
02/23/2019 06H,134
02/23/2019 05H,135
02/23/2019 04H,140
02/23/2019 03H,164
02/23/2019 02H,206
02/23/2019 01H,2956
02/23/2019 00H,9481
02/22/2019 23H,13377
02/22/2019 22H,15692
02/22/2019 21H,16705
02/22/2019 20H,16777
02/22/2019 19H,17268
02/22/2019 18H,16527
02/22/2019 17H,15369
02/22/2019 16H,10762
02/22/2019 15H,3923
02/22/2019 14H,1313
02/22/2019 13H,363
02/22/2019 12H,29
02/22/2019 11H,7
02/22/2019 10H,11
02/22/2019 09H,9
02/22/2019 08H,6
02/22/2019 07H,14
02/22/2019 06H,13
02/22/2019 05H,18
02/22/2019 04H,26
02/22/2019 03H,30
02/22/2019 02H,830
02/22/2019 01H,1312
02/22/2019 00H,4859
02/21/2019 23H,7638
02/21/2019 22H,11057
02/21/2019 21H,12700
02/21/2019 20H,12139
02/21/2019 19H,11966
02/21/2019 18H,11715
02/21/2019 17H,8860
02/21/2019 16H,5469
02/21/2019 15H,2511
02/21/2019 14H,1126
02/21/2019 13H,317
02/21/2019 12H,59
02/21/2019 11H,43
02/21/2019 10H,68
02/21/2019 09H,41
02/21/2019 08H,36
02/21/2019 07H,40
02/21/2019 06H,127
02/21/2019 05H,219
02/21/2019 04H,230
02/21/2019 03H,257
02/21/2019 02H,626
02/21/2019 01H,1211
02/21/2019 00H,4695
02/20/2019 23H,6943
02/20/2019 22H,9161
02/20/2019 21H,11759
02/20/2019 20H,14377
02/20/2019 19H,14973
02/20/2019 18H,13907
02/20/2019 17H,11277
02/20/2019 16H,9448
02/20/2019 15H,2948
02/20/2019 14H,653
02/20/2019 13H,207
02/20/2019 12H,44
02/20/2019 11H,11
02/20/2019 10H,29
02/20/2019 09H,96
02/20/2019 08H,100
02/20/2019 07H,209
02/20/2019 06H,263
02/20/2019 05H,274
02/20/2019 04H,277
02/20/2019 03H,443
02/20/2019 02H,482
02/20/2019 01H,2881
02/20/2019 00H,10333
02/19/2019 23H,13589
02/19/2019 22H,15407
02/19/2019 21H,16138
02/19/2019 20H,16614
02/19/2019 19H,17176
02/19/2019 18H,17628
02/19/2019 17H,15839
02/19/2019 16H,11228
02/19/2019 15H,3941
02/19/2019 14H,1691
02/19/2019 13H,734
02/19/2019 12H,61
02/19/2019 11H,1
02/19/2019 10H,1
02/19/2019 09H,1
02/19/2019 08H,1
02/19/2019 07H,2
02/19/2019 06H,-1
02/19/2019 05H,15
02/19/2019 04H,36
02/19/2019 03H,35
02/19/2019 02H,1060
02/19/2019 01H,1959
02/19/2019 00H,7547
02/18/2019 23H,11279
02/18/2019 22H,13919
02/18/2019 21H,16320
02/18/2019 20H,17946
02/18/2019 19H,18712
02/18/2019 18H,18452
02/18/2019 17H,16281
02/18/2019 16H,10955
02/18/2019 15H,3536
02/18/2019 14H,1030
02/18/2019 13H,249
02/18/2019 12H,37
02/18/2019 11H,19
02/18/2019 10H,45
02/18/2019 09H,67
02/18/2019 08H,57
02/18/2019 07H,25
02/18/2019 06H,14
02/18/2019 05H,54
02/18/2019 04H,51
02/18/2019 03H,60
02/18/2019 02H,539
02/18/2019 01H,1478
02/18/2019 00H,7110
02/17/2019 23H,10753
02/17/2019 22H,11250
02/17/2019 21H,12941
02/17/2019 20H,14212
02/17/2019 19H,14934
02/17/2019 18H,15039
02/17/2019 17H,13955
02/17/2019 16H,9968
02/17/2019 15H,4394
02/17/2019 14H,1739
02/17/2019 13H,571
02/17/2019 12H,88
02/17/2019 11H,8
02/17/2019 10H,2
02/17/2019 09H,3
02/17/2019 08H,3
02/17/2019 07H,19
02/17/2019 06H,7
02/17/2019 05H,112
02/17/2019 04H,158
02/17/2019 03H,162
02/17/2019 02H,719
02/17/2019 01H,1834
02/17/2019 00H,8460
02/16/2019 23H,11925
02/16/2019 22H,13311
02/16/2019 21H,14022
02/16/2019 20H,14428
02/16/2019 19H,15016
02/16/2019 18H,16483
02/16/2019 17H,14496
02/16/2019 16H,9721
02/16/2019 15H,3283
02/16/2019 14H,1175
02/16/2019 13H,390
02/16/2019 12H,89
02/16/2019 11H,86
02/16/2019 10H,83
02/16/2019 09H,68
02/16/2019 08H,79
02/16/2019 07H,90
02/16/2019 06H,97
02/16/2019 05H,98
02/16/2019 04H,89
02/16/2019 03H,84
02/16/2019 02H,269
02/16/2019 01H,920
02/16/2019 00H,4469
02/15/2019 23H,7444
02/15/2019 22H,10872
02/15/2019 21H,12213
02/15/2019 20H,13892
02/15/2019 19H,13848
02/15/2019 18H,13839
02/15/2019 17H,11820
02/15/2019 16H,8632
02/15/2019 15H,4286
02/15/2019 14H,2217
02/15/2019 13H,599
02/15/2019 12H,77
02/15/2019 11H,55
02/15/2019 10H,69
02/15/2019 09H,90
02/15/2019 08H,97
02/15/2019 07H,98
02/15/2019 06H,94
02/15/2019 05H,99
02/15/2019 04H,98
02/15/2019 03H,99
02/15/2019 02H,462
02/15/2019 01H,722
02/15/2019 00H,2737
02/14/2019 23H,4908
02/14/2019 22H,6954
02/14/2019 21H,8573
02/14/2019 20H,10000
02/14/2019 19H,10804
02/14/2019 18H,9760
02/14/2019 17H,8861
02/14/2019 16H,7582
02/14/2019 15H,5490
02/14/2019 14H,3365
02/14/2019 13H,1061
02/14/2019 12H,83
02/14/2019 11H,27
02/14/2019 10H,43
02/14/2019 09H,64
02/14/2019 08H,62
02/14/2019 07H,71
02/14/2019 06H,80
02/14/2019 05H,79
02/14/2019 04H,63
02/14/2019 03H,72
02/14/2019 02H,120
02/14/2019 01H,422
02/14/2019 00H,2120
02/13/2019 23H,4368
02/13/2019 22H,7017
02/13/2019 21H,9196
02/13/2019 20H,10781
02/13/2019 19H,10608
02/13/2019 18H,10540
02/13/2019 17H,9046
02/13/2019 16H,6905
02/13/2019 15H,4232
02/13/2019 14H,2275
02/13/2019 13H,607
02/13/2019 12H,75
02/13/2019 11H,61
02/13/2019 10H,63
02/13/2019 09H,51
02/13/2019 08H,35
02/13/2019 07H,49
02/13/2019 06H,62
02/13/2019 05H,43
02/13/2019 04H,45
02/13/2019 03H,167
02/13/2019 02H,186
02/13/2019 01H,1007
02/13/2019 00H,4433
02/12/2019 23H,7926
02/12/2019 22H,11797
02/12/2019 21H,14102
02/12/2019 20H,15082
02/12/2019 19H,15763
02/12/2019 18H,15586
02/12/2019 17H,14282
02/12/2019 16H,10068
02/12/2019 15H,3164
02/12/2019 14H,794
02/12/2019 13H,250
02/12/2019 12H,63
02/12/2019 11H,43
02/12/2019 10H,41
02/12/2019 09H,45
02/12/2019 08H,40
02/12/2019 07H,41
02/12/2019 06H,125
02/12/2019 05H,171
02/12/2019 04H,332
02/12/2019 03H,330
02/12/2019 02H,374
02/12/2019 01H,2137
02/12/2019 00H,9846
02/11/2019 23H,13618
02/11/2019 22H,14981
02/11/2019 21H,15563
02/11/2019 20H,15902
02/11/2019 19H,16008
02/11/2019 18H,16146
02/11/2019 17H,14709
02/11/2019 16H,9552
02/11/2019 15H,2364
02/11/2019 14H,798
02/11/2019 13H,240
02/11/2019 12H,66
02/11/2019 11H,61
02/11/2019 10H,64
02/11/2019 09H,78
02/11/2019 08H,89
02/11/2019 07H,97
02/11/2019 06H,202
02/11/2019 05H,221
02/11/2019 04H,221
02/11/2019 03H,220
02/11/2019 02H,590
02/11/2019 01H,1190
02/11/2019 00H,5545
02/10/2019 23H,8915
02/10/2019 22H,10694
02/10/2019 21H,12737
02/10/2019 20H,14155
02/10/2019 19H,14559
02/10/2019 18H,14090
02/10/2019 17H,12815
02/10/2019 16H,9337
02/10/2019 15H,4258
02/10/2019 14H,2457
02/10/2019 13H,943
02/10/2019 12H,118
02/10/2019 11H,78
02/10/2019 10H,87
02/10/2019 09H,87
02/10/2019 08H,86
02/10/2019 07H,100
02/10/2019 06H,102
02/10/2019 05H,107
02/10/2019 04H,109
02/10/2019 03H,91
02/10/2019 02H,452
02/10/2019 01H,1250
02/10/2019 00H,5865
02/9/2019 23H,9757
02/9/2019 22H,11747
02/9/2019 21H,13432
02/9/2019 20H,14652
02/9/2019 19H,14732
02/9/2019 18H,14312
02/9/2019 17H,11865
02/9/2019 16H,7973
02/9/2019 15H,3515
02/9/2019 14H,2008
02/9/2019 13H,636
02/9/2019 12H,143
02/9/2019 11H,104
02/9/2019 10H,113
02/9/2019 09H,107
02/9/2019 08H,119
02/9/2019 07H,231
02/9/2019 06H,247
02/9/2019 05H,240
02/9/2019 04H,246
02/9/2019 03H,234
02/9/2019 02H,574
02/9/2019 01H,1314
02/9/2019 00H,7667
02/8/2019 23H,11953
02/8/2019 22H,15090
02/8/2019 21H,17495
02/8/2019 20H,18668
02/8/2019 19H,19151
02/8/2019 18H,19305
02/8/2019 17H,18230
02/8/2019 16H,12835
02/8/2019 15H,4787
02/8/2019 14H,2012
02/8/2019 13H,587
02/8/2019 12H,77
02/8/2019 11H,53
02/8/2019 10H,63
02/8/2019 09H,90
02/8/2019 08H,205
02/8/2019 07H,201
02/8/2019 06H,195
02/8/2019 05H,187
02/8/2019 04H,184
02/8/2019 03H,161
02/8/2019 02H,710
02/8/2019 01H,1556
02/8/2019 00H,9414
02/7/2019 23H,14171
02/7/2019 22H,16953
02/7/2019 21H,18845
02/7/2019 20H,19475
02/7/2019 19H,19632
02/7/2019 18H,20014
02/7/2019 17H,18356
02/7/2019 16H,12510
02/7/2019 15H,4869
02/7/2019 14H,2019
02/7/2019 13H,419
02/7/2019 12H,36
02/7/2019 11H,19
02/7/2019 10H,12
02/7/2019 09H,23
02/7/2019 08H,84
02/7/2019 07H,150
02/7/2019 06H,138
02/7/2019 05H,139
02/7/2019 04H,153
02/7/2019 03H,164
02/7/2019 02H,578
02/7/2019 01H,1250
02/7/2019 00H,7250
02/6/2019 23H,11051
02/6/2019 22H,13392
02/6/2019 21H,14557
02/6/2019 20H,15456
02/6/2019 19H,16535
02/6/2019 18H,16822
02/6/2019 17H,15588
02/6/2019 16H,11415
02/6/2019 15H,4678
02/6/2019 14H,2469
02/6/2019 13H,734
02/6/2019 12H,70
02/6/2019 11H,69
02/6/2019 10H,64
02/6/2019 09H,76
02/6/2019 08H,96
02/6/2019 07H,98
02/6/2019 06H,93
02/6/2019 05H,94
02/6/2019 04H,93
02/6/2019 03H,85
02/6/2019 02H,355
02/6/2019 01H,833
02/6/2019 00H,4273
02/5/2019 23H,6583
02/5/2019 22H,10473
02/5/2019 21H,13497
02/5/2019 20H,14318
02/5/2019 19H,15266
02/5/2019 18H,14843
02/5/2019 17H,13959
02/5/2019 16H,9745
02/5/2019 15H,4841
02/5/2019 14H,2520
02/5/2019 13H,749
02/5/2019 12H,119
02/5/2019 11H,95
02/5/2019 10H,94
02/5/2019 09H,92
02/5/2019 08H,93
02/5/2019 07H,88
02/5/2019 06H,81
02/5/2019 05H,79
02/5/2019 04H,79
02/5/2019 03H,168
02/5/2019 02H,358
02/5/2019 01H,814
02/5/2019 00H,4800
02/4/2019 23H,8970
02/4/2019 22H,11499
02/4/2019 21H,13123
02/4/2019 20H,15061
02/4/2019 19H,14256
02/4/2019 18H,14624
02/4/2019 17H,12314
02/4/2019 16H,8342
02/4/2019 15H,4125
02/4/2019 14H,1997
02/4/2019 13H,507
02/4/2019 12H,84
02/4/2019 11H,43
02/4/2019 10H,48
02/4/2019 09H,61
02/4/2019 08H,66
02/4/2019 07H,46
02/4/2019 06H,40
02/4/2019 05H,56
02/4/2019 04H,56
02/4/2019 03H,57
02/4/2019 02H,246
02/4/2019 01H,689
02/4/2019 00H,4921
02/3/2019 23H,8914
02/3/2019 22H,11130
02/3/2019 21H,12660
02/3/2019 20H,12991
02/3/2019 19H,13737
02/3/2019 18H,13370
02/3/2019 17H,11515
02/3/2019 16H,7447
02/3/2019 15H,2766
02/3/2019 14H,1477
02/3/2019 13H,560
02/3/2019 12H,124
02/3/2019 11H,96
02/3/2019 10H,98
02/3/2019 09H,101
02/3/2019 08H,94
02/3/2019 07H,101
02/3/2019 06H,97
02/3/2019 05H,101
02/3/2019 04H,98
02/3/2019 03H,79
02/3/2019 02H,180
02/3/2019 01H,352
02/3/2019 00H,2942
02/2/2019 23H,5779
02/2/2019 22H,7820
02/2/2019 21H,9573
02/2/2019 20H,10904
02/2/2019 19H,12986
02/2/2019 18H,11208
02/2/2019 17H,9551
02/2/2019 16H,7234
02/2/2019 15H,4076
02/2/2019 14H,1957
02/2/2019 13H,548
02/2/2019 12H,59
02/2/2019 11H,32
02/2/2019 10H,33
02/2/2019 09H,30
02/2/2019 08H,26
02/2/2019 07H,25
02/2/2019 06H,20
02/2/2019 05H,42
02/2/2019 04H,226
02/2/2019 03H,234
02/2/2019 02H,355
02/2/2019 01H,654
02/2/2019 00H,3558
02/1/2019 23H,7869
02/1/2019 22H,11635
02/1/2019 21H,13635
02/1/2019 20H,14772
02/1/2019 19H,15014
02/1/2019 18H,15739
02/1/2019 17H,14566
02/1/2019 16H,9964
02/1/2019 15H,3969
02/1/2019 14H,1558
02/1/2019 13H,346
02/1/2019 12H,50
02/1/2019 11H,14
02/1/2019 10H,5
02/1/2019 09H,10
02/1/2019 08H,7
02/1/2019 07H,6
02/1/2019 06H,13
02/1/2019 05H,10
02/1/2019 04H,13
02/1/2019 03H,19
02/1/2019 02H,177
02/1/2019 01H,654
02/1/2019 00H,5309
01/31/2019 23H,9323
01/31/2019 22H,11954
01/31/2019 21H,13467
01/31/2019 20H,14856
01/31/2019 19H,15591
01/31/2019 18H,14453
01/31/2019 17H,12923
01/31/2019 16H,9009
01/31/2019 15H,4935
01/31/2019 14H,2534
01/31/2019 13H,683
01/31/2019 12H,56
01/31/2019 11H,37
01/31/2019 10H,37
01/31/2019 09H,35
01/31/2019 08H,101
01/31/2019 07H,38
01/31/2019 06H,44
01/31/2019 05H,46
01/31/2019 04H,48
01/31/2019 03H,63
01/31/2019 02H,231
01/31/2019 01H,730
01/31/2019 00H,5442
01/30/2019 23H,10044
01/30/2019 22H,13406
01/30/2019 21H,15971
01/30/2019 20H,17132
01/30/2019 19H,16736
01/30/2019 18H,15797
01/30/2019 17H,13868
01/30/2019 16H,8979
01/30/2019 15H,4766
01/30/2019 14H,2332
01/30/2019 13H,546
01/30/2019 12H,17
01/30/2019 11H,1
01/30/2019 10H,3
01/30/2019 09H,-1
01/30/2019 08H,1
01/30/2019 07H,3
01/30/2019 06H,-1
01/30/2019 05H,4
01/30/2019 04H,3
01/30/2019 03H,7
01/30/2019 02H,254
01/30/2019 01H,524
01/30/2019 00H,3077
01/29/2019 23H,6448
01/29/2019 22H,8825
01/29/2019 21H,10785
01/29/2019 20H,12602
01/29/2019 19H,12583
01/29/2019 18H,12316
01/29/2019 17H,9704
01/29/2019 16H,5780
01/29/2019 15H,2727
01/29/2019 14H,1395
01/29/2019 13H,387
01/29/2019 12H,18
01/29/2019 11H,5
01/29/2019 10H,40778
01/29/2019 09H,21
01/29/2019 08H,16
01/29/2019 07H,16
01/29/2019 06H,17
01/29/2019 05H,29
01/29/2019 04H,32
01/29/2019 03H,38
01/29/2019 02H,75
01/29/2019 01H,399
01/29/2019 00H,2830
01/28/2019 23H,7361
01/28/2019 22H,12392
01/28/2019 21H,15593
01/28/2019 20H,16360
01/28/2019 19H,16117
01/28/2019 18H,15511
01/28/2019 17H,13604
01/28/2019 16H,9288
01/28/2019 15H,3388
01/28/2019 14H,1166
01/28/2019 13H,188
01/28/2019 12H,17
01/28/2019 11H,9
01/28/2019 10H,9
01/28/2019 09H,87
01/28/2019 08H,101
01/28/2019 07H,105
01/28/2019 06H,145
01/28/2019 05H,222
01/28/2019 04H,217
01/28/2019 03H,217
01/28/2019 02H,398
01/28/2019 01H,868
01/28/2019 00H,6707
01/27/2019 23H,12104
01/27/2019 22H,14138
01/27/2019 21H,14742
01/27/2019 20H,15161
01/27/2019 19H,15701
01/27/2019 18H,15053
01/27/2019 17H,13114
01/27/2019 16H,8236
01/27/2019 15H,2929
01/27/2019 14H,1204
01/27/2019 13H,311
01/27/2019 12H,22
01/27/2019 11H,10
01/27/2019 10H,15
01/27/2019 09H,47
01/27/2019 08H,76
01/27/2019 07H,255
01/27/2019 06H,280
01/27/2019 05H,288
01/27/2019 04H,278
01/27/2019 03H,260
01/27/2019 02H,316
01/27/2019 01H,698
01/27/2019 00H,5884
01/26/2019 23H,11838
01/26/2019 22H,14993
01/26/2019 21H,17382
01/26/2019 20H,18528
01/26/2019 19H,19270
01/26/2019 18H,19196
01/26/2019 17H,17502
01/26/2019 16H,11460
01/26/2019 15H,4875
01/26/2019 14H,2248
01/26/2019 13H,506
01/26/2019 12H,76
01/26/2019 11H,69
01/26/2019 10H,56
01/26/2019 09H,114
01/26/2019 08H,123
01/26/2019 07H,207
01/26/2019 06H,235
01/26/2019 05H,232
01/26/2019 04H,236
01/26/2019 03H,364
01/26/2019 02H,358
01/26/2019 01H,991
01/26/2019 00H,6937
01/25/2019 23H,13119
01/25/2019 22H,15569
01/25/2019 21H,17835
01/25/2019 20H,19299
01/25/2019 19H,19446
01/25/2019 18H,19602
01/25/2019 17H,18323
01/25/2019 16H,12547
01/25/2019 15H,5648
01/25/2019 14H,2408
01/25/2019 13H,439
01/25/2019 12H,24
01/25/2019 11H,5
01/25/2019 10H,53
01/25/2019 09H,102
01/25/2019 08H,104
01/25/2019 07H,121
01/25/2019 06H,216
01/25/2019 05H,222
01/25/2019 04H,222
01/25/2019 03H,222
01/25/2019 02H,537
01/25/2019 01H,938
01/25/2019 00H,6753
01/24/2019 23H,12881
01/24/2019 22H,16102
01/24/2019 21H,17846
01/24/2019 20H,18529
01/24/2019 19H,17916
01/24/2019 18H,18046
01/24/2019 17H,14882
01/24/2019 16H,8255
01/24/2019 15H,1666
01/24/2019 14H,335
01/24/2019 13H,125
01/24/2019 12H,40
01/24/2019 11H,13
01/24/2019 10H,23
01/24/2019 09H,20
01/24/2019 08H,16
01/24/2019 07H,153
01/24/2019 06H,203
01/24/2019 05H,211
01/24/2019 04H,208
01/24/2019 03H,206
01/24/2019 02H,424
01/24/2019 01H,850
01/24/2019 00H,6782
01/23/2019 23H,11934
01/23/2019 22H,14423
01/23/2019 21H,15852
01/23/2019 20H,16422
01/23/2019 19H,16924
01/23/2019 18H,17297
01/23/2019 17H,15210
01/23/2019 16H,9198
01/23/2019 15H,2810
01/23/2019 14H,1156
01/23/2019 13H,286
01/23/2019 12H,23
01/23/2019 11H,9
01/23/2019 10H,70
01/23/2019 09H,113
01/23/2019 08H,110
01/23/2019 07H,188
01/23/2019 06H,226
01/23/2019 05H,226
01/23/2019 04H,233
01/23/2019 03H,244
01/23/2019 02H,376
01/23/2019 01H,736
01/23/2019 00H,6378
01/22/2019 23H,11222
01/22/2019 22H,13123
01/22/2019 21H,15519
01/22/2019 20H,16709
01/22/2019 19H,17362
01/22/2019 18H,17615
01/22/2019 17H,16219
01/22/2019 16H,10793
01/22/2019 15H,4725
01/22/2019 14H,2314
01/22/2019 13H,514
01/22/2019 12H,71
01/22/2019 11H,53
01/22/2019 10H,42
01/22/2019 09H,49
01/22/2019 08H,53
01/22/2019 07H,40
01/22/2019 06H,36
01/22/2019 05H,20
01/22/2019 04H,76
01/22/2019 03H,125
01/22/2019 02H,346
01/22/2019 01H,643
