Net generation from natural gas for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.NG.H
19:02:14 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.NG.H megawatthours
06/24/2020 12H,171251
06/24/2020 11H,162496
06/24/2020 10H,155683
06/24/2020 09H,152943
06/24/2020 08H,154630
06/24/2020 07H,161889
06/24/2020 06H,174277
06/24/2020 05H,191103
06/24/2020 04H,208490
06/24/2020 03H,227648
06/24/2020 02H,241937
06/24/2020 01H,247803
06/24/2020 00H,251530
06/23/2020 23H,256182
06/23/2020 22H,256496
06/23/2020 21H,251962
06/23/2020 20H,249073
06/23/2020 19H,243718
06/23/2020 18H,236874
06/23/2020 17H,228604
06/23/2020 16H,217925
06/23/2020 15H,205726
06/23/2020 14H,193909
06/23/2020 13H,181751
06/23/2020 12H,171310
06/23/2020 11H,159378
06/23/2020 10H,153281
06/23/2020 09H,151115
06/23/2020 08H,154102
06/23/2020 07H,163836
06/23/2020 06H,175272
06/23/2020 05H,191283
06/23/2020 04H,208036
06/23/2020 03H,232750
06/23/2020 02H,246813
06/23/2020 01H,254888
06/23/2020 00H,262635
06/22/2020 23H,270197
06/22/2020 22H,273463
06/22/2020 21H,270639
06/22/2020 20H,266345
06/22/2020 19H,258471
06/22/2020 18H,248799
06/22/2020 17H,235812
06/22/2020 16H,220522
06/22/2020 15H,203718
06/22/2020 14H,191640
06/22/2020 13H,178008
06/22/2020 12H,165051
06/22/2020 11H,151883
06/22/2020 10H,139676
06/22/2020 09H,136973
06/22/2020 08H,136223
06/22/2020 07H,143725
06/22/2020 06H,156249
06/22/2020 05H,171358
06/22/2020 04H,189295
06/22/2020 03H,208159
06/22/2020 02H,218986
06/22/2020 01H,223491
06/22/2020 00H,228276
06/21/2020 23H,231287
06/21/2020 22H,231716
06/21/2020 21H,229967
06/21/2020 20H,225035
06/21/2020 19H,220395
06/21/2020 18H,213160
06/21/2020 17H,202574
06/21/2020 16H,187657
06/21/2020 15H,169669
06/21/2020 14H,155236
06/21/2020 13H,139962
06/21/2020 12H,123844
06/21/2020 11H,117725
06/21/2020 10H,118915
06/21/2020 09H,125293
06/21/2020 08H,132411
06/21/2020 07H,142176
06/21/2020 06H,156720
06/21/2020 05H,172926
06/21/2020 04H,193541
06/21/2020 03H,216285
06/21/2020 02H,229466
06/21/2020 01H,236663
06/21/2020 00H,241239
06/20/2020 23H,244915
06/20/2020 22H,243763
06/20/2020 21H,238943
06/20/2020 20H,234096
06/20/2020 19H,229836
06/20/2020 18H,223260
06/20/2020 17H,212080
06/20/2020 16H,197353
06/20/2020 15H,181227
06/20/2020 14H,166808
06/20/2020 13H,152815
06/20/2020 12H,139324
06/20/2020 11H,132605
06/20/2020 10H,130843
06/20/2020 09H,134122
06/20/2020 08H,139506
06/20/2020 07H,146478
06/20/2020 06H,157391
06/20/2020 05H,173841
06/20/2020 04H,184472
06/20/2020 03H,205023
06/20/2020 02H,226782
06/20/2020 01H,229016
06/20/2020 00H,233783
06/19/2020 23H,238570
06/19/2020 22H,242705
06/19/2020 21H,243214
06/19/2020 20H,241210
06/19/2020 19H,237035
06/19/2020 18H,230989
06/19/2020 17H,219709
06/19/2020 16H,205543
06/19/2020 15H,191472
06/19/2020 14H,177491
06/19/2020 13H,165281
06/19/2020 12H,151987
06/19/2020 11H,141050
06/19/2020 10H,131844
06/19/2020 09H,130921
06/19/2020 08H,134404
06/19/2020 07H,141717
06/19/2020 06H,153381
06/19/2020 05H,167296
06/19/2020 04H,181044
06/19/2020 03H,206052
06/19/2020 02H,218400
06/19/2020 01H,222606
06/19/2020 00H,228308
06/18/2020 23H,231565
06/18/2020 22H,234220
06/18/2020 21H,230872
06/18/2020 20H,226629
06/18/2020 19H,220173
06/18/2020 18H,210584
06/18/2020 17H,200403
06/18/2020 16H,186287
06/18/2020 15H,169957
06/18/2020 14H,157744
06/18/2020 13H,147666
06/18/2020 12H,132042
06/18/2020 11H,120730
06/18/2020 10H,115778
06/18/2020 09H,114019
06/18/2020 08H,117470
06/18/2020 07H,124259
06/18/2020 06H,135584
06/18/2020 05H,150220
06/18/2020 04H,168467
06/18/2020 03H,188512
06/18/2020 02H,199744
06/18/2020 01H,203739
06/18/2020 00H,210018
06/17/2020 23H,213024
06/17/2020 22H,212447
06/17/2020 21H,207362
06/17/2020 20H,202843
06/17/2020 19H,198577
06/17/2020 18H,191272
06/17/2020 17H,180764
06/17/2020 16H,168258
06/17/2020 15H,155887
06/17/2020 14H,145096
06/17/2020 13H,136978
06/17/2020 12H,124340
06/17/2020 11H,112634
06/17/2020 10H,106672
06/17/2020 09H,103889
06/17/2020 08H,106999
06/17/2020 07H,113171
06/17/2020 06H,125678
06/17/2020 05H,140361
06/17/2020 04H,157872
06/17/2020 03H,181332
06/17/2020 02H,193118
06/17/2020 01H,197374
06/17/2020 00H,201972
06/16/2020 23H,204844
06/16/2020 22H,204867
06/16/2020 21H,201573
06/16/2020 20H,196841
06/16/2020 19H,190505
06/16/2020 18H,185770
06/16/2020 17H,177468
06/16/2020 16H,167801
06/16/2020 15H,157923
06/16/2020 14H,149466
06/16/2020 13H,141563
06/16/2020 12H,128461
06/16/2020 11H,117546
06/16/2020 10H,110226
06/16/2020 09H,106748
06/16/2020 08H,110705
06/16/2020 07H,116714
06/16/2020 06H,128038
06/16/2020 05H,143190
06/16/2020 04H,155117
06/16/2020 03H,178629
06/16/2020 02H,191680
06/16/2020 01H,197696
06/16/2020 00H,200296
06/15/2020 23H,202735
06/15/2020 22H,204066
06/15/2020 21H,202764
06/15/2020 20H,198224
06/15/2020 19H,192684
06/15/2020 18H,187759
06/15/2020 17H,180023
06/15/2020 16H,169445
06/15/2020 15H,158623
06/15/2020 14H,148217
06/15/2020 13H,137623
06/15/2020 12H,124996
06/15/2020 11H,112287
06/15/2020 10H,103526
06/15/2020 09H,99570
06/15/2020 08H,101588
06/15/2020 07H,106513
06/15/2020 06H,115947
06/15/2020 05H,129004
06/15/2020 04H,146308
06/15/2020 03H,162900
06/15/2020 02H,172483
06/15/2020 01H,175912
06/15/2020 00H,179461
06/14/2020 23H,181182
06/14/2020 22H,181206
06/14/2020 21H,175604
06/14/2020 20H,168591
06/14/2020 19H,163470
06/14/2020 18H,157404
06/14/2020 17H,147234
06/14/2020 16H,131679
06/14/2020 15H,118499
06/14/2020 14H,107163
06/14/2020 13H,94699
06/14/2020 12H,86585
06/14/2020 11H,85256
06/14/2020 10H,86470
06/14/2020 09H,90294
06/14/2020 08H,94978
06/14/2020 07H,102060
06/14/2020 06H,112684
06/14/2020 05H,126281
06/14/2020 04H,148821
06/14/2020 03H,157955
06/14/2020 02H,168225
06/14/2020 01H,173495
06/14/2020 00H,177364
06/13/2020 23H,184053
06/13/2020 22H,183669
06/13/2020 21H,181003
06/13/2020 20H,176424
06/13/2020 19H,170000
06/13/2020 18H,165209
06/13/2020 17H,156737
06/13/2020 16H,144924
06/13/2020 15H,134136
06/13/2020 14H,122643
06/13/2020 13H,111349
06/13/2020 12H,102531
06/13/2020 11H,98072
06/13/2020 10H,97932
06/13/2020 09H,102218
06/13/2020 08H,107179
06/13/2020 07H,115645
06/13/2020 06H,127405
06/13/2020 05H,143867
06/13/2020 04H,166368
06/13/2020 03H,184907
06/13/2020 02H,198768
06/13/2020 01H,208412
06/13/2020 00H,216735
06/12/2020 23H,224921
06/12/2020 22H,226536
06/12/2020 21H,223975
06/12/2020 20H,218787
06/12/2020 19H,212984
06/12/2020 18H,206540
06/12/2020 17H,196146
06/12/2020 16H,185262
06/12/2020 15H,174959
06/12/2020 14H,166274
06/12/2020 13H,154342
06/12/2020 12H,140003
06/12/2020 11H,128495
06/12/2020 10H,121313
06/12/2020 09H,120264
06/12/2020 08H,123023
06/12/2020 07H,130351
06/12/2020 06H,145135
06/12/2020 05H,163312
06/12/2020 04H,187627
06/12/2020 03H,203817
06/12/2020 02H,217972
06/12/2020 01H,224327
06/12/2020 00H,228211
06/11/2020 23H,233133
06/11/2020 22H,231886
06/11/2020 21H,226055
06/11/2020 20H,220423
06/11/2020 19H,215569
06/11/2020 18H,207896
06/11/2020 17H,196317
06/11/2020 16H,184939
06/11/2020 15H,177045
06/11/2020 14H,170503
06/11/2020 13H,159645
06/11/2020 12H,147488
06/11/2020 11H,136430
06/11/2020 10H,130861
06/11/2020 09H,129690
06/11/2020 08H,132910
06/11/2020 07H,139760
06/11/2020 06H,153561
06/11/2020 05H,170474
06/11/2020 04H,193028
06/11/2020 03H,215438
06/11/2020 02H,231240
06/11/2020 01H,237697
06/11/2020 00H,244257
06/10/2020 23H,252572
06/10/2020 22H,253119
06/10/2020 21H,250463
06/10/2020 20H,243923
06/10/2020 19H,236762
06/10/2020 18H,227950
06/10/2020 17H,217465
06/10/2020 16H,203695
06/10/2020 15H,188586
06/10/2020 14H,179544
06/10/2020 13H,169222
06/10/2020 12H,160083
06/10/2020 11H,151840
06/10/2020 10H,143268
06/10/2020 09H,142676
06/10/2020 08H,144792
06/10/2020 07H,151164
06/10/2020 06H,161540
06/10/2020 05H,177099
06/10/2020 04H,188067
06/10/2020 03H,215720
06/10/2020 02H,229882
06/10/2020 01H,237829
06/10/2020 00H,244502
06/9/2020 23H,248732
06/9/2020 22H,246669
06/9/2020 21H,243165
06/9/2020 20H,239811
06/9/2020 19H,233845
06/9/2020 18H,223923
06/9/2020 17H,213288
06/9/2020 16H,200108
06/9/2020 15H,185687
06/9/2020 14H,171007
06/9/2020 13H,158878
06/9/2020 12H,146155
06/9/2020 11H,135553
06/9/2020 10H,127256
06/9/2020 09H,125505
06/9/2020 08H,127758
06/9/2020 07H,133755
06/9/2020 06H,144957
06/9/2020 05H,166255
06/9/2020 04H,181246
06/9/2020 03H,200199
06/9/2020 02H,214404
06/9/2020 01H,221088
06/9/2020 00H,226889
06/8/2020 23H,229482
06/8/2020 22H,229344
06/8/2020 21H,226978
06/8/2020 20H,224170
06/8/2020 19H,219483
06/8/2020 18H,210804
06/8/2020 17H,198172
06/8/2020 16H,182642
06/8/2020 15H,169861
06/8/2020 14H,160662
06/8/2020 13H,153287
06/8/2020 12H,138470
06/8/2020 11H,123340
06/8/2020 10H,113878
06/8/2020 09H,111261
06/8/2020 08H,111736
06/8/2020 07H,118090
06/8/2020 06H,127865
06/8/2020 05H,142606
06/8/2020 04H,161922
06/8/2020 03H,176044
06/8/2020 02H,185935
06/8/2020 01H,193268
06/8/2020 00H,198575
06/7/2020 23H,200838
06/7/2020 22H,199647
06/7/2020 21H,196148
06/7/2020 20H,189669
06/7/2020 19H,182473
06/7/2020 18H,177354
06/7/2020 17H,169241
06/7/2020 16H,158370
06/7/2020 15H,146983
06/7/2020 14H,136251
06/7/2020 13H,122106
06/7/2020 12H,111164
06/7/2020 11H,107291
06/7/2020 10H,106222
06/7/2020 09H,110810
06/7/2020 08H,115375
06/7/2020 07H,123984
06/7/2020 06H,135927
06/7/2020 05H,147715
06/7/2020 04H,165852
06/7/2020 03H,177653
06/7/2020 02H,189276
06/7/2020 01H,195587
06/7/2020 00H,203600
06/6/2020 23H,212175
06/6/2020 22H,217928
06/6/2020 21H,216907
06/6/2020 20H,214145
06/6/2020 19H,210650
06/6/2020 18H,203027
06/6/2020 17H,192356
06/6/2020 16H,179198
06/6/2020 15H,166983
06/6/2020 14H,157256
06/6/2020 13H,144228
06/6/2020 12H,129676
06/6/2020 11H,121521
06/6/2020 10H,119325
06/6/2020 09H,121540
06/6/2020 08H,126469
06/6/2020 07H,134454
06/6/2020 06H,146277
06/6/2020 05H,159997
06/6/2020 04H,177681
06/6/2020 03H,194984
06/6/2020 02H,208510
06/6/2020 01H,219655
06/6/2020 00H,228121
06/5/2020 23H,238318
06/5/2020 22H,243863
06/5/2020 21H,246173
06/5/2020 20H,245329
06/5/2020 19H,241922
06/5/2020 18H,235103
06/5/2020 17H,222688
06/5/2020 16H,207299
06/5/2020 15H,194028
06/5/2020 14H,183916
06/5/2020 13H,172679
06/5/2020 12H,158460
06/5/2020 11H,147182
06/5/2020 10H,139869
06/5/2020 09H,136125
06/5/2020 08H,134616
06/5/2020 07H,143909
06/5/2020 06H,158153
06/5/2020 05H,174253
06/5/2020 04H,194938
06/5/2020 03H,212237
06/5/2020 02H,228145
06/5/2020 01H,237151
06/5/2020 00H,243695
06/4/2020 23H,252561
06/4/2020 22H,257569
06/4/2020 21H,255972
06/4/2020 20H,253101
06/4/2020 19H,246203
06/4/2020 18H,234760
06/4/2020 17H,221367
06/4/2020 16H,206778
06/4/2020 15H,191234
06/4/2020 14H,181769
06/4/2020 13H,169463
06/4/2020 12H,156569
06/4/2020 11H,146164
06/4/2020 10H,137291
06/4/2020 09H,134758
06/4/2020 08H,137549
06/4/2020 07H,146685
06/4/2020 06H,157939
06/4/2020 05H,173946
06/4/2020 04H,188388
06/4/2020 03H,216514
06/4/2020 02H,235479
06/4/2020 01H,245562
06/4/2020 00H,252298
06/3/2020 23H,259115
06/3/2020 22H,261708
06/3/2020 21H,257531
06/3/2020 20H,250910
06/3/2020 19H,242047
06/3/2020 18H,231291
06/3/2020 17H,220423
06/3/2020 16H,205757
06/3/2020 15H,193588
06/3/2020 14H,179909
06/3/2020 13H,168874
06/3/2020 12H,154455
06/3/2020 11H,144267
06/3/2020 10H,135754
06/3/2020 09H,132637
06/3/2020 08H,133681
06/3/2020 07H,138030
06/3/2020 06H,150858
06/3/2020 05H,165770
06/3/2020 04H,172096
06/3/2020 03H,197801
06/3/2020 02H,214027
06/3/2020 01H,220906
06/3/2020 00H,223672
06/2/2020 23H,227357
06/2/2020 22H,227461
06/2/2020 21H,224372
06/2/2020 20H,218751
06/2/2020 19H,211959
06/2/2020 18H,203273
06/2/2020 17H,192063
06/2/2020 16H,182171
06/2/2020 15H,170132
06/2/2020 14H,157949
06/2/2020 13H,146565
06/2/2020 12H,136130
06/2/2020 11H,122375
06/2/2020 10H,115640
06/2/2020 09H,112821
06/2/2020 08H,113243
06/2/2020 07H,119791
06/2/2020 06H,129434
06/2/2020 05H,141235
06/2/2020 04H,155151
06/2/2020 03H,174036
06/2/2020 02H,188561
06/2/2020 01H,193567
06/2/2020 00H,196862
06/1/2020 23H,199086
06/1/2020 22H,197704
06/1/2020 21H,193845
06/1/2020 20H,188948
06/1/2020 19H,184256
06/1/2020 18H,176087
06/1/2020 17H,168860
06/1/2020 16H,161703
06/1/2020 15H,152512
06/1/2020 14H,145646
06/1/2020 13H,138450
06/1/2020 12H,127909
06/1/2020 11H,116630
06/1/2020 10H,108283
06/1/2020 09H,102961
06/1/2020 08H,103093
06/1/2020 07H,109172
06/1/2020 06H,115884
06/1/2020 05H,126697
06/1/2020 04H,142737
06/1/2020 03H,154069
06/1/2020 02H,165702
06/1/2020 01H,170391
06/1/2020 00H,172564
05/31/2020 23H,175144
05/31/2020 22H,173717
05/31/2020 21H,168718
05/31/2020 20H,164332
05/31/2020 19H,157658
05/31/2020 18H,151885
05/31/2020 17H,144808
05/31/2020 16H,135377
05/31/2020 15H,125511
05/31/2020 14H,115276
05/31/2020 13H,104906
05/31/2020 12H,98244
05/31/2020 11H,97477
05/31/2020 10H,97004
05/31/2020 09H,100831
05/31/2020 08H,105389
05/31/2020 07H,113417
05/31/2020 06H,123589
05/31/2020 05H,138703
05/31/2020 04H,156789
05/31/2020 03H,166763
05/31/2020 02H,180406
05/31/2020 01H,187177
05/31/2020 00H,191763
05/30/2020 23H,196178
05/30/2020 22H,195512
05/30/2020 21H,192589
05/30/2020 20H,185747
05/30/2020 19H,180029
05/30/2020 18H,172948
05/30/2020 17H,166428
05/30/2020 16H,156145
05/30/2020 15H,147119
05/30/2020 14H,140007
05/30/2020 13H,131332
05/30/2020 12H,122049
05/30/2020 11H,118048
05/30/2020 10H,117549
05/30/2020 09H,119689
05/30/2020 08H,124227
05/30/2020 07H,132093
05/30/2020 06H,141516
05/30/2020 05H,154413
05/30/2020 04H,172623
05/30/2020 03H,186557
05/30/2020 02H,199099
05/30/2020 01H,207360
05/30/2020 00H,215236
05/29/2020 23H,220019
05/29/2020 22H,222300
05/29/2020 21H,221540
05/29/2020 20H,218465
05/29/2020 19H,212362
05/29/2020 18H,204254
05/29/2020 17H,196085
05/29/2020 16H,187357
05/29/2020 15H,175611
05/29/2020 14H,167617
05/29/2020 13H,159215
05/29/2020 12H,147941
05/29/2020 11H,140641
05/29/2020 10H,133986
05/29/2020 09H,132647
05/29/2020 08H,134963
05/29/2020 07H,139093
05/29/2020 06H,150452
05/29/2020 05H,160700
05/29/2020 04H,175104
05/29/2020 03H,191650
05/29/2020 02H,204730
05/29/2020 01H,209074
05/29/2020 00H,212983
05/28/2020 23H,218128
05/28/2020 22H,218706
05/28/2020 21H,217660
05/28/2020 20H,214235
05/28/2020 19H,205797
05/28/2020 18H,198287
05/28/2020 17H,189127
05/28/2020 16H,179926
05/28/2020 15H,171248
05/28/2020 14H,162839
05/28/2020 13H,155127
05/28/2020 12H,147119
05/28/2020 11H,136847
05/28/2020 10H,130956
05/28/2020 09H,129154
05/28/2020 08H,130950
05/28/2020 07H,138787
05/28/2020 06H,149217
05/28/2020 05H,161745
05/28/2020 04H,176410
05/28/2020 03H,196112
05/28/2020 02H,209695
05/28/2020 01H,214285
05/28/2020 00H,218476
05/27/2020 23H,222528
05/27/2020 22H,222632
05/27/2020 21H,220888
05/27/2020 20H,216321
05/27/2020 19H,210444
05/27/2020 18H,203449
05/27/2020 17H,195284
05/27/2020 16H,185340
05/27/2020 15H,177128
05/27/2020 14H,166505
05/27/2020 13H,156213
05/27/2020 12H,145664
05/27/2020 11H,137717
05/27/2020 10H,129490
05/27/2020 09H,128070
05/27/2020 08H,130839
05/27/2020 07H,136687
05/27/2020 06H,147217
05/27/2020 05H,160899
05/27/2020 04H,174597
05/27/2020 03H,198205
05/27/2020 02H,211354
05/27/2020 01H,215714
05/27/2020 00H,216726
05/26/2020 23H,217650
05/26/2020 22H,216851
05/26/2020 21H,211767
05/26/2020 20H,205118
05/26/2020 19H,199359
05/26/2020 18H,192433
05/26/2020 17H,184098
05/26/2020 16H,175117
05/26/2020 15H,168347
05/26/2020 14H,160870
05/26/2020 13H,151368
05/26/2020 12H,138844
05/26/2020 11H,124449
05/26/2020 10H,114435
05/26/2020 09H,112338
05/26/2020 08H,115990
05/26/2020 07H,122389
05/26/2020 06H,132149
05/26/2020 05H,142243
05/26/2020 04H,152938
05/26/2020 03H,170276
05/26/2020 02H,177300
05/26/2020 01H,177156
05/26/2020 00H,177050
05/25/2020 23H,178853
05/25/2020 22H,176290
05/25/2020 21H,172139
05/25/2020 20H,165978
05/25/2020 19H,160765
05/25/2020 18H,154702
05/25/2020 17H,147894
05/25/2020 16H,140172
05/25/2020 15H,132784
05/25/2020 14H,126384
05/25/2020 13H,118918
05/25/2020 12H,108884
05/25/2020 11H,103081
05/25/2020 10H,102903
05/25/2020 09H,102115
05/25/2020 08H,103079
05/25/2020 07H,107503
05/25/2020 06H,112811
05/25/2020 05H,122311
05/25/2020 04H,136945
05/25/2020 03H,150533
05/25/2020 02H,154746
05/25/2020 01H,157994
05/25/2020 00H,162182
05/24/2020 23H,166924
05/24/2020 22H,167028
05/24/2020 21H,163054
05/24/2020 20H,158779
05/24/2020 19H,154287
05/24/2020 18H,145447
05/24/2020 17H,138628
05/24/2020 16H,129732
05/24/2020 15H,121381
05/24/2020 14H,111989
05/24/2020 13H,100709
05/24/2020 12H,92078
05/24/2020 11H,89066
05/24/2020 10H,91757
05/24/2020 09H,94705
05/24/2020 08H,98991
05/24/2020 07H,105364
05/24/2020 06H,115696
05/24/2020 05H,126686
05/24/2020 04H,140887
05/24/2020 03H,153752
05/24/2020 02H,159557
05/24/2020 01H,163817
05/24/2020 00H,168929
05/23/2020 23H,171881
05/23/2020 22H,172088
05/23/2020 21H,167915
05/23/2020 20H,162694
05/23/2020 19H,157180
05/23/2020 18H,153286
05/23/2020 17H,145297
05/23/2020 16H,136405
05/23/2020 15H,127623
05/23/2020 14H,120207
05/23/2020 13H,112202
05/23/2020 12H,104687
05/23/2020 11H,100879
05/23/2020 10H,98985
05/23/2020 09H,100022
05/23/2020 08H,103132
05/23/2020 07H,109226
05/23/2020 06H,119370
05/23/2020 05H,130382
05/23/2020 04H,143721
05/23/2020 03H,160760
05/23/2020 02H,169696
05/23/2020 01H,175565
05/23/2020 00H,179001
05/22/2020 23H,184445
05/22/2020 22H,187221
05/22/2020 21H,185334
05/22/2020 20H,181765
05/22/2020 19H,175820
05/22/2020 18H,167986
05/22/2020 17H,160102
05/22/2020 16H,152067
05/22/2020 15H,145145
05/22/2020 14H,137789
05/22/2020 13H,130456
05/22/2020 12H,121495
05/22/2020 11H,114262
05/22/2020 10H,107054
05/22/2020 09H,103516
05/22/2020 08H,104694
05/22/2020 07H,108705
05/22/2020 06H,116662
05/22/2020 05H,125297
05/22/2020 04H,135468
05/22/2020 03H,151860
05/22/2020 02H,160812
05/22/2020 01H,161442
05/22/2020 00H,161603
05/21/2020 23H,163909
05/21/2020 22H,164069
05/21/2020 21H,161821
05/21/2020 20H,158807
05/21/2020 19H,155980
05/21/2020 18H,152592
05/21/2020 17H,149151
05/21/2020 16H,142993
05/21/2020 15H,137515
05/21/2020 14H,134095
05/21/2020 13H,128554
05/21/2020 12H,121923
05/21/2020 11H,113493
05/21/2020 10H,104914
05/21/2020 09H,101200
05/21/2020 08H,99222
05/21/2020 07H,101627
05/21/2020 06H,108114
05/21/2020 05H,116820
05/21/2020 04H,124516
05/21/2020 03H,139309
05/21/2020 02H,147663
05/21/2020 01H,150833
05/21/2020 00H,153662
05/20/2020 23H,156039
05/20/2020 22H,155816
05/20/2020 21H,154858
05/20/2020 20H,153263
05/20/2020 19H,150976
05/20/2020 18H,148941
05/20/2020 17H,145652
05/20/2020 16H,142012
05/20/2020 15H,137025
05/20/2020 14H,133976
05/20/2020 13H,129212
05/20/2020 12H,122790
05/20/2020 11H,114342
05/20/2020 10H,106765
05/20/2020 09H,101963
05/20/2020 08H,101167
05/20/2020 07H,105685
05/20/2020 06H,113615
05/20/2020 05H,121987
05/20/2020 04H,133244
05/20/2020 03H,147619
05/20/2020 02H,158003
05/20/2020 01H,166896
05/20/2020 00H,171847
05/19/2020 23H,175929
05/19/2020 22H,176874
05/19/2020 21H,173137
05/19/2020 20H,170035
05/19/2020 19H,165274
05/19/2020 18H,161433
05/19/2020 17H,155133
05/19/2020 16H,148108
05/19/2020 15H,140724
05/19/2020 14H,134292
05/19/2020 13H,126561
05/19/2020 12H,118684
05/19/2020 11H,109654
05/19/2020 10H,102651
05/19/2020 09H,98942
05/19/2020 08H,100135
05/19/2020 07H,103713
05/19/2020 06H,112561
05/19/2020 05H,121837
05/19/2020 04H,136662
05/19/2020 03H,150898
05/19/2020 02H,162285
05/19/2020 01H,168701
05/19/2020 00H,172346
05/18/2020 23H,175240
05/18/2020 22H,175572
05/18/2020 21H,173397
05/18/2020 20H,170606
05/18/2020 19H,168146
05/18/2020 18H,162703
05/18/2020 17H,157835
05/18/2020 16H,153229
05/18/2020 15H,148439
05/18/2020 14H,143298
05/18/2020 13H,134035
05/18/2020 12H,122923
05/18/2020 11H,113804
05/18/2020 10H,104501
05/18/2020 09H,100598
05/18/2020 08H,99834
05/18/2020 07H,105013
05/18/2020 06H,114688
05/18/2020 05H,124570
05/18/2020 04H,139207
05/18/2020 03H,152889
05/18/2020 02H,164589
05/18/2020 01H,170141
05/18/2020 00H,171778
05/17/2020 23H,170328
05/17/2020 22H,166037
05/17/2020 21H,161735
05/17/2020 20H,156012
05/17/2020 19H,151923
05/17/2020 18H,145780
05/17/2020 17H,137845
05/17/2020 16H,129616
05/17/2020 15H,120485
05/17/2020 14H,113174
05/17/2020 13H,105853
05/17/2020 12H,100177
05/17/2020 11H,100551
05/17/2020 10H,102583
05/17/2020 09H,105372
05/17/2020 08H,110026
05/17/2020 07H,117040
05/17/2020 06H,125301
05/17/2020 05H,136348
05/17/2020 04H,150092
05/17/2020 03H,159144
05/17/2020 02H,167656
05/17/2020 01H,171130
05/17/2020 00H,172159
05/16/2020 23H,172654
05/16/2020 22H,170529
05/16/2020 21H,166406
05/16/2020 20H,160346
05/16/2020 19H,157729
05/16/2020 18H,154687
05/16/2020 17H,148591
05/16/2020 16H,142991
05/16/2020 15H,137371
05/16/2020 14H,132005
05/16/2020 13H,126605
05/16/2020 12H,121006
05/16/2020 11H,116224
05/16/2020 10H,114734
05/16/2020 09H,113320
05/16/2020 08H,115028
05/16/2020 07H,119391
05/16/2020 06H,125348
05/16/2020 05H,134840
05/16/2020 04H,145000
05/16/2020 03H,161253
05/16/2020 02H,170052
05/16/2020 01H,171623
05/16/2020 00H,173914
05/15/2020 23H,177271
05/15/2020 22H,176385
05/15/2020 21H,175231
05/15/2020 20H,174197
05/15/2020 19H,171065
05/15/2020 18H,165699
05/15/2020 17H,160516
05/15/2020 16H,154708
05/15/2020 15H,148845
05/15/2020 14H,142737
05/15/2020 13H,135597
05/15/2020 12H,128445
05/15/2020 11H,118263
05/15/2020 10H,111754
05/15/2020 09H,109389
05/15/2020 08H,108209
05/15/2020 07H,113061
05/15/2020 06H,121517
05/15/2020 05H,131906
05/15/2020 04H,144927
05/15/2020 03H,159519
05/15/2020 02H,168016
05/15/2020 01H,171932
05/15/2020 00H,172630
05/14/2020 23H,173738
05/14/2020 22H,172673
05/14/2020 21H,169889
05/14/2020 20H,164810
05/14/2020 19H,160757
05/14/2020 18H,155893
05/14/2020 17H,150089
05/14/2020 16H,142981
05/14/2020 15H,137826
05/14/2020 14H,132924
05/14/2020 13H,128249
05/14/2020 12H,123773
05/14/2020 11H,116365
05/14/2020 10H,110770
05/14/2020 09H,107315
05/14/2020 08H,105753
05/14/2020 07H,110801
05/14/2020 06H,117541
05/14/2020 05H,123967
05/14/2020 04H,134396
05/14/2020 03H,142697
05/14/2020 02H,148199
05/14/2020 01H,150196
05/14/2020 00H,149969
05/13/2020 23H,151478
05/13/2020 22H,149042
05/13/2020 21H,145586
05/13/2020 20H,142410
05/13/2020 19H,141206
05/13/2020 18H,137928
05/13/2020 17H,134267
05/13/2020 16H,129501
05/13/2020 15H,126473
05/13/2020 14H,126553
05/13/2020 13H,126897
05/13/2020 12H,122263
05/13/2020 11H,116182
05/13/2020 10H,111455
05/13/2020 09H,108941
05/13/2020 08H,108619
05/13/2020 07H,111640
05/13/2020 06H,117937
05/13/2020 05H,125565
05/13/2020 04H,136967
05/13/2020 03H,148144
05/13/2020 02H,154726
05/13/2020 01H,157046
05/13/2020 00H,156552
05/12/2020 23H,157196
05/12/2020 22H,156137
05/12/2020 21H,153450
05/12/2020 20H,150093
05/12/2020 19H,147179
05/12/2020 18H,146442
05/12/2020 17H,145464
05/12/2020 16H,143928
05/12/2020 15H,140582
05/12/2020 14H,139992
05/12/2020 13H,136964
05/12/2020 12H,134402
05/12/2020 11H,127396
05/12/2020 10H,122052
05/12/2020 09H,117378
05/12/2020 08H,115694
05/12/2020 07H,116615
05/12/2020 06H,120967
05/12/2020 05H,129077
05/12/2020 04H,135048
05/12/2020 03H,149029
05/12/2020 02H,155218
05/12/2020 01H,154554
05/12/2020 00H,154846
05/11/2020 23H,155298
05/11/2020 22H,152932
05/11/2020 21H,148587
05/11/2020 20H,144904
05/11/2020 19H,142982
05/11/2020 18H,140199
05/11/2020 17H,136976
05/11/2020 16H,132857
05/11/2020 15H,131958
05/11/2020 14H,131322
05/11/2020 13H,127808
05/11/2020 12H,123360
05/11/2020 11H,116437
05/11/2020 10H,107166
05/11/2020 09H,102471
05/11/2020 08H,100258
05/11/2020 07H,101117
05/11/2020 06H,106088
05/11/2020 05H,111656
05/11/2020 04H,121917
